-aç	ɑtʃ
kaplık	kɑpɫɯ̞k
kaplıydı	ablajˈdɯ
kaplıydı	kapɫɯˈɯdɯ
kaplıyor	kapɫɯjoɾ
kapma	kakma
kapmak	kapˈmak
kapmaya	kapmaˈja
kapmış	kapˈmɯʃ
kapoor	ka'puːr
kapora	kapora
kaporalı	kapɒɾɒli
kaporta	kɑpɔrtʃaː
kaportacı	kapɔɾtadʒɯ
kaportacılık	kapoɾtɑdʒɯɫɯk
kappa	kɑpːɑ
kapris	kapris
kaprisli	kaːpɾisˈli
kaprissiz	kapɾisiz
kapriçyo	kaprˈitʃo
kapsama	kapsama
kapsama	kapˈsɑmɑ
kapsamak	kapːsamak
kapsamlı	kapsamɫɯ
kapsamlı	kapˈsamɫɯ
kapsamında	kapsamɯnda
kapsayabilme	kaːpsijɯbɯlme
kapsayabilmek	kaˈpsijɛbilmæk
kapsayan	kapsajan
kapsül	kapˈsin
kapsül	kapˈsyl
kapsülü	kapˈsylu
kapsülüyle	kapˈsylyiʎe
kapsıyor	kapsɯjoɾ
kaptan	kap'tan
kaptana	kapˈtana
kaptanla	kap'tanla
kaptanı	kapˈtani
kaptanım	kapˈtɑnɯm
kaptanın	kapˈtɑːnɯ
kaptanınız	kaptɑnɯnɯz
kaptı	kap'tɯ
kaptıkaçtı	kaːptɯkaʃˈɫɑ
kaptım	kap'tɯm
kaptın	kap'tɯn
kaptırdı	kaptɯɾdɯ
kaptırdım	kap'tɯɾdɯm
kaptırmak	qɑptʊ̞rmæk
kaptırmış	kap'tɯɾmɯʃ
kapuska	kɯ̞p˥ʊ̞ʂka
kaputluk	kaputuluk
kapuçino	kapuːtʃino
kapçak	kapˈtʃɑk
kapçık	kɑpˈtʃɯk
kapçıklı	kɑpˈtʃɯtlɯ
kapüşon	kapiʃon
kapüşonlu	kapuʃonluː
kapı	kapɔ
kapıcı	kapiːdʒɯ
kapıcı	kɒpudʒi
kapıda	ka'pɯda
kapıdaki	kapɯdaˈki
kapıdan	ka'pɯda
kapıkule	kapukulɛ
kapıkulu	kɯ̞pɯ̞kʊ̞ɫʊ̞
kapılabilme	kaˈpɯlɑbilmæ
kapılabilmek	kaˈpɯlɑbilmæk
kapılandırmak	kapɯlɑnˈdɯɾmɑk
kapılanma	kaˈpɯlɑmɯ
kapılar	kapɑɫɑɾ
kapılar	kapɯɫɑɾ
kapılar	kapɯˈlaɾ
kapılara	kapilaɾa
kapılardan	kapilaɾdan
kapıların	kapɯˈɫɑɾɯn
kapılarına	kaˈpɯɾɯna
kapılarını	kapɯˈlaɾɯnɯ
kapıldı	kapɯɫdɯ
kapıldım	kapɯɫdɯm
kapıldın	kapɯɫdɯn
kapılganlık	kɑpɯɫgɑnˈɫɯk
kapılma	kapiɫma
kapılma	kɑpɯɫma
kapılmak	ɑpɯ̞ɫmɑk
kapılmış	kapɯmɯʃ
kapılı	kapiɫɯ
kapılıp	kapɯˈɫɯp
kapılıyorum	kapiɫɯjoɾum
kapılış	kapɯˈɫɯʃ
kapım	kapɯm
kapıma	kaˈpɯma
kapımandalı	kapɯmanˈdalɯ
kapımda	kapɯmda
kapımı	kapɯˈmɯ
kapımın	kapɯˈmɯn
kapımız	kaˈpɯˈmɯz
kapımıza	kapiˈmiza
kapına	kapina
kapını	kapini
kapının	kapɯˈnɯn
kapınızı	kapiˈnɯza
kapıp	ka'pɯp
kapısı	kapɯsɯ
kapısına	kapiːsɯna
kapısında	kapisɯda
kapısının	kapisɯˈnɯ
kapıya	kaˈpɯja
kapıyorum	kapɯˈjoɾum
kapıyı	kapɯjɯ
kapışabilme	kaˈpɯʃabilme
kapışma	kapɯˈʃma
kapıştırmak	kɯpɯʃtɯˈɾmɑk
kapışılma	kapɯˈʃɯlma
kapışılmak	kaˈpɯʃɯlmak
kar	kajr
kar	kaɾ
kar	kɑːr
kara	kara
kara	kaɾa
karaardıç	kareˈɑɾdɯtʃ
karaağac	karaɣaɾatʃ
karabacak	kɑɾɑbɑˈdʒɑk
karabalık	kɑrɑˈbɑluk
karabasan	kaɾabaˈsan
karabasan	kɑɾapɑsɑn
karabat	xarabats
karabatak	kaɾabataq
karabatakgiller	kɑrɑbatakge̞ɫɫɛr
karabağlar	kɑɾɑbaʁlaɾ
karabet	karaːbet
karabey	kɾaβ̞ell
karabilmek	kɑˈɾɑbilˈmɛk
karabina	kɾɑːbina
karabinyer	kɑɾɑbiːnjæɾ
karaborsa	kaɾaˈboɾsa
karaborsacılık	kɑɾabɔɾsɑdʒɯɫɯk
karaborsada	kaɾaˈboɾsaða
karabuğday	karabodaːj
karabuğdaygiller	kɑɾɑbɔɫdɑːgɪlˈleɾ
karaböcek	kaɾabødʒetʃ
karabüklü	kɑɾɑbykylʏ
karabükspor	kaɾabipspɔr
karacabey	kɑɾadʒɨbɛi
karacadağ	kaɾaˈdʒada
karacaoğlu	kaɾaˈdʒɒɒlmu
karacasu	kaɾadʒɛsʊ
karaceylan	kaɾadʒeilem
karaciğer	kˌɐɾɐdʒiˈaɹ
karaciğeri	kaɾadʒiːɾi
karacılık	kɑɾɑdʒɯɫɯk
karada	kaɾaˈda
karadan	kaɾaˈdan
karadavar	kɑɾɑdɑˈvɑɾ
karadağ	kɑɾɑda
karadeniz	kaɾedeniz
karadoğaner	tɑɾɑdoːɑnar
karadul	kɑɾɑduɫ
karaduman	karatʊmaːn
karadut	kɑɾɑtʊt
karafa	kɑːrɑfɑ
karagevrek	kɑrɑgɛvræk
karagöz	kaɾaɣoz
karagözcü	kɑɾagøʒdʒyɾ
karagözlük	kɑɾaːgøzlyk
karagürgen	kɑɾɑgylɣen
karahalile	kɑrɑhalɯjle
karahallı	karaːħɑlla
karahan	kɑɾajɑn
karahanlı	kaɾahaːnˈlɯ
karahindiba	kɑrɑhɪndɪbɑ
karahumma	karaːumma
karaim	kɑɾajɯm
karaimce	kɑɾɑimˈdʒe
karakabarcık	kaɾakaːbɑɾdʒɯk
karakafes	kɾɑːkɑfˈes
karakalpak	kɑɾakkalpɑk
karakalpakça	kɑrɑkalpɑkˈtʃɑ
karakalpakça	kɑɾɑkɑɫpɑktʃɑ
karakarga	kɑɾakɑɾˈgɑ
karakavak	kaɾakɑlɑk
karakavza	kɑɾɑkaʋza
karakaş	kaɾakaʃ
karakeme	kaɾakɛmɛ
karakeçi	kareketʃe
karakol	kaɾakoɫ
karakol	kɑɾɑkoɫ
karakola	kaɾakoɫa
karakolda	kaɾakoɫda
karakoldan	kaɾakoldaːn
karakolluk	kɑɾɑkɔllu
karakolu	kaɾaˈkɔɫu
karakolun	kaɾaˈkoɫun
karakoluna	kaɾakoɫuna
karakoncolos	kɑɾɑːkɔnʒolos
karakoyun	kɑɾɑkoˈjun
karakoç	karakotʃ
karakoçan	kɾakɦtʃɑn
karakter	kaɾaketɾ
karakter	kaɾaktæʃ
karakter	kɑɾɑktæɾ
karaktere	kaɾaketɾe
karakteri	kaɾaket̪eɾi
karakterim	kaɾaketiɾim
karakterine	kaɾaketiɾine
karakteristik	kaɾaketɾistik
karakterize	kɑɾɑkteɾɛze
karakterler	kaɾaketɫeɾ
karakterleri	kaɾaketɾeli
karakterlerin	kaɾaketɾeliɾ
karakterli	kaɾaketɾli
karaktersiz	kaɾaktɒɾsiz
karakul	kɑɾɑkwl
karakulak	kaɾɑkuɫɑk
karakurt	kaɾakɯɾt
karakuş	kɑɾɑkʊʃ
karaköy	kaɾake
karakılçık	kɑɾɑkɯlˈtʃɯk
karakız	kɑɾɑˈkɯz
karalama	kaɾalaːma
karalama	kɑɾɑɫɑmɑ
karalanma	kaɾalaˈnma
karalatma	kaɾaːlɑtma
karalattığımız	kaɾalatɯɣɯmɯz
karalayabilme	kɑɾɑɑɫɯjɑbilme
karalayabilmek	kɑrɑɫɯjebilmæk
karalayıverme	kɑɾɑɫɯjɯveɾme
karalayıvermek	kɑrɑɫɯjɯveɾmek
karalı	kɑrɑvɯ
karalık	kɑɾɑɫɯ̞k
karamak	kɑrɑmɑk
karaman	kaɾama
karamandola	kɑɾɑmanzɔɫɑ
karamanlı	kɑɾamɑnɯdɯ
karamanlıca	kɑɾamɑɫˈɫɯdʒɑ
karamanlılık	kɑɾamɑnɫɯɫɯk
karamazdan	kɑrɑmɑzɑn
karamel	kaɾameɫ
karamel	kɑrɑmɛl
karamelli	kaɾameli
karamsar	kaɾamˈsaɾ
karamsarlaşma	kɑɾɑmsɑɾɫɑˈʃmɑː
karamsarsın	kɑɾamsaɾˈsɯn
karamsi	kɑɾamsɯ
karamuk	kɑɾamɔkʊ
karamut	kɑɾabut
karamürsel	kɑɾamʏsæːn
karan	kaˈɾan
karan	kɑˈrɑːn
karanfil	karaːnfiːst
karanfil	kaɾanfil
karanfilci	kɒɾaːnfilʃi
karanlik	kaɾanɫɯk
karanlık	kaɾanɫɯk
karanlık	kaɾaːnɫɯk
karanlık	kɑrɑnˈlɯk
karanlık	kɑɾɑnɫɯk
karanlıkla	kaɾanɫɯkɫɑ
karanlıklar	kaɾanɫɯkɫɑɾ
karanlıkta	kaɾanɫɯktɑ
karanlıktan	kaɾanɫɯtʃan
karanlıktaydılar	kɑɾɑnˈlɯktajdɯlaɾ
karanlıktı	kaɾanɫɯktɯ
karanlığa	kaɾanɫɯɣɑ
karanlığı	kaɾaŋɯɫɯ
karanlığın	kaɾanɫɯɰɯn
karanlığında	kaɾanɫɯˈɰɯnda
karantina	kaɾantina
karantinaya	kaɾantinaja
karaoke	kaɾaoke
karapara	pɑɾɑpaɾa
karar	kaɾˈɑɾ
karar	qɑrɑr
karara	kaɾaɾa
kararacak	kaɾaɾadʒɑk
karardı	kaɾaɾˈɯ
karargah	kaɾaɾˈgah
karargaha	kaɾaɾˈga
karargahı	kaɾaɾˈgahɯ
kararla	kaɾɑɫɾɑ
kararlamak	kɑrɑlˈlamɑq
kararlar	kaɾaɾɫaɾ
kararlar	kaɾɑɾɫɑɾ
kararları	kaɾaɾɫɯɾɯ
kararlarımı	kaɾaɾɫɯɾɯmɯ
kararların	kaɾɑɾɫɯɾɯn
kararlarına	kaɾaɾɫɯnaɾɯ
kararlaşma	kɑɾɑɾˈlɑʃmɑ
kararlaşmak	karaːnlaʃmɑk
kararlaştırabilmek	kaɾɑɾˈlɑʃtɯɾɑbilmæk
kararlaştırma	kɑɾɑllɑʃtɯˈɾmɑ
kararlaştırmadı	kaɾɑɾlaʃtiɾmɑɫɯ
kararlaştırıldı	kaɾɑɾlaʃtɪɾɯɫdɯ
kararlaştırılma	kaɾɑɫɑʃtɯɾɯlmɑ
kararlaştırılmak	kɑrɑɫˈɫɑʃtɯɾɯlmɑk
kararlı	kaɾaɾɫɯ
kararlı	kɑɾɑɾˈlɯ
kararlılık	kaɾaɾɫɯɫɯk
kararlılık	taɾaɾdɯɫɯk
kararlıyım	kaɾaɾɫɯjɯm
kararma	kɑrɑɾmɑ
kararmadan	kaɾaɾmaˈda
kararmış	kaɾarmɯʃ
kararsız	kaɾaɾˈsɯz
karartabilmek	kɑɾɑɾtɑbilmæk
karartma	kɑrɑtmɑ
karartı	kialaɾte
karartıcı	kaɾaɾˈdʒɯ
karartılma	kɑrɑrtɯlmɑ
karartılmak	kɑrɑɾtɯlmak
kararı	kaɾaɾɯ
kararı	qɑɾɑɾɯ
kararım	kaɾaɾɯm
kararımı	kaɾaɾɯmɯ
kararımızı	kaɾaɾɯmɯˈzɯ
kararın	kaɾaˈɾɯn
kararına	kaɾaɾɯna
kararından	kaɾaɾɯndɯn
kararını	kaɾaɾɯˈnɯ
kararının	kaɾaɾɯɲɯn
kararınız	kaɾaɾɯnɯz
kararınızı	kaɾaɾɯnɯzaː
kararıyla	kaɾaɾɯjɫa
kararıyor	kaɾaɾɯjoɾ
kararış	kɑɾɑɾʃ
karasakız	kɑɾaːsɑkɯz
karasal	kɑɾazal
karasu	kɾsi
karası	kaɾaːsɯ
karasınır	kɑɾɑˈsɯnɯɾ
karasısın	kaɾasɯsɯn
karasığır	kɑɾɑsɯˈɫɯr
karat	kaɾat
karataban	kɑrɑtɑbɑn
karatan	kɾɑtsɑn
karatavuk	käɾatsaɬuk
karatay	karataːj
karataş	kɾatɛʃ
karate	kaɾate
karateci	kɑːrɑːte̞dʒiː
karatecilik	kɑɾatedʒilɯk
karatepe	kɑɾɑtɯpæn
karaton	kɑɾatɔ
karaturp	karaˈtʊɾp
karavan	kaɾavan
karavan	kɑɾɑlɑn
karavana	kaɾavana
karavanacı	kaɾavonaˈdʒɯ
karavanda	kaɾavanda
karavanı	kaɾavaːni
karavanın	kaɾavaːnɯn
karavaş	kɑːrɑːbɑːʃ
karavaşlık	kaɾavaʃɫɯk
karavel	kɑːrɑːvɛɾ
karavide	karaʋite
karaya	karaja
karaya	kaɾaˈja
karayaka	karejˈaka
karayandık	kaɾajɑnˈdɯk
karayanık	kaɾɯjɯnɯk
karayca	kɾajˈdʒa
karayel	tɾrjɒz
karayemiş	kɑɾajemɯʃ
karayip	kaɾaˈjip
karayipler	kaɾajipˈleɾ
karaylar	kɑrɑjˈlɑr
karayolu	kaɾaˈjoɫu
karayolu	ɑɾɑjɔːɫɯ
karayılan	kɑɾɯjɯɫɑn
karaçalı	paɾatʃɑɫɯ
karaçalılık	kɑɾɑtʃalɯɫɯk
karaçam	kɑːrɑːtʃɑːm
karaçelik	kɑɾatɛlɯk
karaçoban	karatʃavan
karaşın	karaʃɯn
karbi	kɑrbi
karboksil	kɑrboːksil
karboksilik	kɑːrboʃiɫiːk
karbon	kɑɾˈbon
karbon	ɑɾbɔn
karbonado	kɑrpɔnɑzɔ
karbonatlama	kɑɾbɔnɑtslɑmɑ
karbonatlamak	kaɾboːnɑtɯɫɑmɑk
karbonatlı	kaɾbonatˈɫɯ
karbondioksit	kaɾbondoɯksit
karbonhidrat	kaɾboɰiˈdɾat
karbonhidrat	kaɾbɔnhidʁɾat
karbonifer	kɑːrˈbɔːniːfæɾ
karbonik	kɑɾbɔnɯk
karbonil	kɑːrboːnil
karbonlama	haɾbonlɑmɑ
karbonlamak	kaɾbɔnɫɑmɑk
karbonlaşma	ɑɾbɔnlaːʃmaː
karbonlu	kaɾbõnɫu
karbonmonoksit	kaɾbɔnmonɔksid
karborundum	kaɾbuɾundum
karbür	kɑˈrbyr
karbüratör	kaɾbjɾatɯɾ
karda	kaɾda
kardak	kaɾˈdɑk
kardan	kardɑn
kardan	kaɾˈdan
kardasya	kaɾdasja
kardelen	kɑɾdɛlen
kardelen	kɑɾdɛlɑn
kardesim	kaɾˈdesim
kardeş	kaɾˈdeʃ
kardeş	kɑɾdɑˈʃ
kardeş	kɑɾˈdeʃ
kardeş	taɾt̪es
kardeşe	kaɾdeʃe
kardeşi	kaɾdeʃi
kardeşim	kaɾˈdeʃim
kardeşim	kɑɾdæʃim
kardeşimden	kaɾdeʃimden
kardeşimdi	kaɾdeʃimˈdi
kardeşime	kaɾdeˈʃime
kardeşimi	kaɾdeʃimi
kardeşimin	kaɾdeʃimin
kardeşiminkiler	kɑɾdiʃiminkileɾ
kardeşimiz	kaɾdeˈʃimiz
kardeşimle	kaɾdeʃimle
kardeşimsin	kaɾdeʃimˈsin
kardeşin	kaɾdeˈʃin
kardeşinden	kaɾdeʃinˈden
kardeşine	kaɾdeʃine
kardeşini	kaɾdeʃini
kardeşinim	kaɾˈdeʃinim
kardeşinin	kaɾdeʃiˈnin
kardeşiniz	kaɾdeʃiniz
kardeşinize	kaɾdeʃinize
kardeşinizi	kaɾdeʃinizi
kardeşinizin	kaɾdeʃiniˈzin
kardeşinle	kaɾdeʃinle
kardeşisin	kaɾdeˈʃisin
kardeşiyim	kaɾdeˈʃijim
kardeşiyle	kaɾdeˈʃijɯ
kardeşiz	kaɾdeˈʃiz
kardeşiz	kɑɾdˈeʃiz
kardeşlenmek	kaɾdeʃlenmɛk
kardeşler	kaɾdeʃˈleɾ
kardeşlerden	kaɾˈdeʃɫerden
kardeşlere	kaɾdeʃleɾe
kardeşleri	kaɾˈdeʃleɾi
kardeşlerim	kaɾdeʃleɾim
kardeşlerime	kaɾdeʃɫeɾime
kardeşlerimi	kaɾˈdeʃleɾimi
kardeşlerimin	kaɾˈdeʃleɾimin
kardeşlerimiz	kaɾdeʃleɾimiz
kardeşlerimle	kaɾdeʃleɾimle
kardeşlerin	kaɾdeʃleɾin
kardeşlerine	kaɾdeʃleɾiˈe
kardeşlerini	kaɾˈdeʃɾelini
kardeşlerinin	kaɾdeʃleɾiniʃ
kardeşli	kɑːrðeʃle
kardeşlik	kaɾdeʃɫic
kardeşliğini	kaɾdeʃliˈjine
kardeşsiz	ɑɾdɛʃsiz
kardeşçe	kɑɾneʃtʃe
kardinal	kaɾdiˈnal
kardinallik	kard̪iːnɑllik
kardiyak	kaɾdiˈjak
kardiyogram	kardioˈgrɾam
kardiyolojik	kardiˈɒlɒˈʒik
kardiyopati	kɑɾdiˈopɑti
kardiyoskop	karadjɔskop
kardiyoskopi	kɑːɾdiːvskʊˈpi
kardırma	kaɾdɯɾva
kare	kaɾɪ
kare	kaˈɾe
karekökü	kaɾakøtym
karel	arɯn
kareleme	kareliˈme
karelemek	kɑɾɛlɛmɛk
kareli	kaɾɛlɛ
karen	kaˈɾen
karesioğulları	kareseɒˈʊzlaɾɯ
karev	kaˈɾev
karfiçe	kalfitʃe
karga	kaɾgɑ
karga	kɑrga
kargabeyni	kargabejnɛ
kargagiller	kaɾgɑgi̠ɫˈɫeɾ
kargalar	kaɾgalaɾ
kargalı	qɑrgɑɫɯ̞
kargasekmez	ɑrgasɛkmɑs
kargaşa	kaɾgaʃa
kargaşa	kɑːɾgɑˈʃɑ
kargaşacılık	kɑɾɢɑʃɑdʒɯɫɯk
kargaşasız	kaɾkɑʃɑsɯz
kargaşaya	kaɾgaʃaː
kargo	kaɾˈgo
kargocu	kagɔdʒu
kargoyu	kaɾgoʏ
kargâh	kärgˈaː
kargı	karga
kargılama	kɑɾbɯ̞ɫɑmɑ
kargılamak	kɑɾgɫɑmɑk
kargılık	kɑrgɯ̞ðɯ̞k
kargımak	kɑrgəmaːk
kargın	kɒrgin
kargışlama	kɑɾɯkɯʃɫama
kari	kaɾi
karides	kaɾideːs
karides	koɾides
karides	kɑɾidɛs
karikatür	kaɾikatyr
karikatür	kaɾikat̪eɾ
karikatürleştirme	kɑɾikɑtˈiɾlɛʃtiɾmɛ
karikatürleştirmek	kaɾɯkatʃiɾlæʃtiɾmɛk
karim	kaˈɾim
karin	kaˈɾin
karina	kaɾina
karine	karine
kariyer	kaɾijeɾ
kariyer	kaɾjaɾ
kariyeri	kariːjeˈɾe
kariyeri	kaɾijeɾi
kariyerim	kaɾijeɾim
kariyerime	kaɾijeɾime
kariyerimi	kaɾijeɾimi
kariyerimin	kaɾijeɾimɪn
kariyerin	kaɾijeɾin
kariyerinde	kaɾijeɾinde
kariyerine	kaɾijeɾine
kariyerini	kaɾijeɾini
kariyerinin	kaɾijeɾinin
karizma	kaɾizma
karizma	kɐɾizmɐ
karizmatik	kaɾizmatic
karl	kaɾɫ
karla	kaɾɫa
karlar	kaɾˈɫɑɾ
karlı	kaɾɫɯ
karlı	kɑɾˈlɯ
karma	kaɾma
karma	kɑrma
karmakarışık	kaɾmakaɾɯˈʃɯk
karmakarışık	kaɾmaɾɯˈʃɯk
karmakarışık	kɑɾmɑkɑɾɯʃɯk
karman	kaɾˈman
karmanyola	kaɾmaːnjɔɫɑ
karmaşa	kaɾˈmaʃa
karmaşa	kɑrmaːʃa
karmaşanın	kaɾmaʃaːn
karmaşaya	kaɾmaʃaˈja
karmaşayı	kaɾmaʃaɯ
karmaşık	kaɾmaʃɯk
karmaşık	taɾmɑʃɯk
karmaşıklık	ɑɾmɑʃɯkɫɯk
karmaşıktır	kaɾmaʃɯctɯɾ
karnabahar	kɑɾnɑːbaχaːt
karnabahar	kɑɾnɑːbɑhɑr
karnaval	kaɾnavaɫ
karne	kaːrln
karnı	kaɾˈnɯ
karnıbahar	kɑɾnɯbaːhɑɾ
karnım	kaɾˈnɯm
karnıma	kaɾˈnɯma
karnımda	kaɾˈnɯmda
karnımı	kaɾˈnɯmɯ
karnın	kaɾˈnɯn
karnına	kaɾˈnɯnɑ
karnında	kaɾˈnɯnda
karnındaki	kaɾnɯnˈdɯ
karnından	kaɾnɯnˈd̪an
karnını	kaɾˈnɯnɯ
karnının	kaɾniˈnɯ
karnıyarık	kalnˈirik
karo	kaɾo
karpuz	kaɾpuz
karpuz	kaɾpɯz
karpuzlu	kaɾpuzdu
kars	kɑɾs
karsak	kɑɾˈsɑk
karsi	kaɾˈsi
karsten	kaɾˈsten
kart	kaɾt
kart	kɑːɾt
karta	kaɾˈta
kartal	kaɾˈtaɫ
kartallar	kaɾtaɫɫɑɾ
kartalma	kɑrtɑɫma
kartalı	kaɾtaɫɯ
kartel	kaɾˈtel
kartel	kaːrteːl
karteli	kaɾˈteɫi
kartelâ	kaɾitela
kartepe	kɑːɾte̞pe̞
kartezyen	kɑɾtɛzjæn
kartlar	kaɾtˈɫɑɾ
kartlara	kaɾtɫaɾa
kartları	kaɾtɫɯ
kartlarımı	kaɾtɫɯɾɯmɯ
kartların	kaɾtɫaɾɯn
kartlarını	kaɾtɫɯɾɯn
kartograf	kaɾtɔgɾɑp
karton	kaɾˈton
kartonumsu	kartɔˈnumsuː
kartopu	kaɾtʃɒpu
kartopu	kaɾˈtoːpu
kartpostal	kaɾtpoˈstaɫ
kartta	kaɾtːa
kartuş	kɑːɾtʊʃ
kartuş	pɑɾtʊʃ
kartuşlar	kaɾtɯʃɫaɾ
kartuşlarından	kɑɾtʊʃlɑɾɯnˈdan
kartvizit	kɑːɾtʋizɪ
kartım	kaɾˈtim
kartımı	kaɾˈtimɯ
kartın	kaɾˈtɯn
kartına	kaɾˈtɯnɑ
kartında	kaɾˈtɯnda
kartını	kaɾˈtɯnɯ
kartının	kaɾtɯˈnɯ
kartınız	kaɾtɯˈnɯz
kartınızı	kaɾtɯˈnɯzɯ
kartıyla	kaɾtɯjɑ
karya	kariə
karyatit	kɑɾjɑtʲit
karyağdı	kɑɾjɑˈdɯ
karyola	kaɾjɔɫɑ
karzar	kɑːrzɑːr
karı	kaɾɯ
karıcığım	kaɾɯdʒɯm
karılar	kaɾɯlaɾ
karıları	kaɾɯlaɾɯ
karım	kaˈɾɯm
karım	kɑˈrɯm
karıma	kaɾɯma
karımak	kaɾɯ̞mɑk
karımdan	kaɾɯmˈdan
karımla	kaˈɾɯmɫɑ
karımsın	kaɾɯmˈsin
karımı	kaɾɯˈmɯ
karımın	kaˈɾɯmɯn
karın	kaˈɾɯn
karın	kɐrən
karına	kaɾɯnaː
karınca	kaɾɯndʒɑ
karınca	kɑɾɯndʒɑ
karınca	kɑˈrɯndʒɑ
karıncalanmak	kaˈrɯnʒɑlɑnmɑk
karıncalar	kaɾɯndʒalaɾ
karından	kaɾɯnˈdan
karındeşen	kaɾɯndeʃen
karınla	kaˈɾɯnɫɑ
karınma	ɑrɯnma
karını	kaɾɯˈnɯ
karınım	kaɾɯnɯm
karının	kaɾɯˈnɯn
karınız	kaɾɯnɯz
karınızla	kaɾɯnɯzɫɑ
karınızı	kaɾɯnɯzɯ
karınızın	kaɾɯnɯzɯn
karısı	kaɾɯˈsɯ
karısına	kaɾɯsɯna
karısından	kaɾɯsɯndan
karısını	kaɾɯˈsɯ
karısının	kaɾɯsɯˈnɯn
karısıyla	kaɾɯsɯja
karısıyım	kaɾɯˈsɯjɯm
karıyı	kaɾɯˈjɯ
karış	kaɾɯʃ
karış	tɾiʃ
karışacak	kaɾɯʃɑk
karışan	kaɾɯʃan
karışlamak	kɑɾɯʃlamæk
karışma	kaɾɯʃma
karışmak	kaɾɯʃmak
karışmam	kaɾɯʃ'mɑ
karışması	kaɾɯʃmasɯ
karışmaya	kaɾɯʃmaja
karışmayın	kaɾɯʃmaˈjɯn
karışmış	kaɾɯʃˈmɯʃ
karışmıştı	kaɾɯʃmɯʃtɯ
karıştı	kaɾɯʃtɯ
karıştım	kaɾɯʃtɯm
karıştın	kaɾɯʃˈtɯn
karıştır	kaɾɯʃtɯɾ
karıştıracak	kaɾɯʃtɯɾadʒɑk
karıştıran	kaɾɯʃtɯɾɑn
karıştıran	kɐrˈisˈtˈra
karıştırdı	kaɾɯʃtɪɾdi
karıştırdı	kaɾɯʃtɯɾdaː
karıştırdım	kaɾɯʃtɯɾˈdɯm
karıştırdın	kaɾɯʃtɯɾˈdɯn
karıştırdınız	kaɾɯʃtɯɾdɯˈnɯz
karıştırdığını	kaɾɯʃtɯɾˈdɯɣɯ
karıştırma	kaɾɯʃtɯɾˈma
karıştırmak	kaɾɯʃtɯɾˈmaːk
karıştırmaya	kaɾɯʃtɯɾmaja
karıştırmayı	kaɾɯʃtɯɾmaːj
karıştırmayın	kaɾɯʃtiɾmɑjɯn
karıştırmayın	kaɾɯʃtɯɾmaˈjɯn
karıştırmış	kaɾɯʃtɯɾˈmɯʃ
karıştırıcı	kaɾɯʃtɯɾɯdʒɯ
karıştırılma	kaˈɾiʃtiɾilma
karıştırılmamalıdır	taɾɯʃtiɾɯlmɑmalɯdɯɾ
karıştırıp	kaɾɯʃtɯɾɯp
karıştırır	kaɾɯʃtɯˈɾɯɾ
karıştırıyor	kaɾɯʃtɯɾɯˈjoɾ
karıştırıyorsun	kaɾɯʃtɯɾɯjoɾsun
karıştırıyorsunuz	kaɾɯʃtɯɾɯjoɾsunuz
karıştırıyorum	kaɾɯʃtiɾɯjoɾum
karıştırıyorum	kaɾɯʃtɯɾɯjoɾum
karıştığı	kaɾɯʃtɯɣɯ
karıştığını	kaɾɯʃtɯgɯˈnɯ
karışık	kaɾɯʃɯk
karışık	kaɾɯˈʃɯk
karışıklık	kaɾɯʃɯkɫɯk
karışıklığa	kaɾɯʃɯkɫɯɣɑ
karışıklığı	kaɾɯʃɯkɫɯɣɯ
karışıktı	kaɾɯʃɯktɯ
karışım	kaɾɯʃɯm
karışım	kɑɾɯ̞ʃɯ̞m
karışımı	kaɾɯʃɯmɯ
karışıp	kaɾaʃɯp
karışır	kaɾɯʃɯɾ
karışıyor	kaɾaʃɯjoɾ
karışıyorsun	kaɾaʃɯjoɾsun
karşı	kaɾˈʃɯ
karşıateş	kɑrʃɯɑːteʃ
karşıda	kaɾˈʃɯda
karşıdaki	kaɾˈʃɯdagɯ
karşıdan	kaɾˈʃɯdaːn
karşıdan	kɑrʃɯdɑn
karşıla	kaɾˈʃɯla
karşıladı	kaɾaˈʃɫadɯ
karşıladı	kaɾʃɯɫadɯ
karşıladılar	kaɾɑʃɫɑdʊɫɑɾ
karşılama	kaɾˈʃɯlaːma
karşılama	kaɾˈʃɯɫɑmɑ
karşılamak	kaɾɑʃɫamɑk
karşılamak	kaɾˈʃɯɫɑk
karşılamaya	kaɾˈʃɯɫamaja
karşılamaya	kɑɾʃɯɫɑmɯjɑ
karşılamıyor	kaɾʃɯɫamɯjoɾ
karşılandım	kɑɾʃɯɫɫandɯm
karşılar	kaɾˈʃɯlaɾ
karşılarlar	kaɾʃɯɫɑɾɫaɾ
karşılarına	kaɾˈʃɯɾɯna
karşılayabilir	kaɾʃɯlaɯˈbɯɾɯ
karşılayacak	kaɾʃɯlaˈjɑk
karşılayacağını	kaɾʃɯɫajadʒɯn
karşılayamam	kaɾʃɯlaːjamaːm
karşılayamayız	kaɾʃɯɫajamaˈjɯz
karşılayan	kaɾʃɯlaˈjan
karşılaşacak	kaɾˈʃɯɫaʃɑk
karşılaşma	kaɾʃɯɫaʃˈmɑ
karşılaşma	kaɾˈʃɯɫɑʃmɑ
karşılaşmadan	kaɾˈʃɯɫaʃmadɯn
karşılaşmadık	kaɾˈʃɯɫɑʃˈmɑdɯk
karşılaşmadım	kaɾˈʃɯɫɑʃmɑdɯm
