ᆜ	jɯ
쌀밥	s͈a̠ɭba̠p̚
쌀쌀	s͈a̠ɭs͈a̠ɭ
쌀쌀하다	s͈a̠ɭs͈a̠ɾɦa̠da̠
쌀쌀히	s͈a̠ɭs͈a̠ɾʝi
쌀알	s͈aɾal
쌀알	s͈a̠ɾa̠ɭ
쌀쥐	s͈a̠ʎdʑɥi
쌈	s͈a̠m
쌈	s͈a̠ːm
쌈장	s͈a̠mdʑa̠ŋ
쌍	s͈a̠ŋ
쌍곡선	s͈a̠ŋgo̞ks͈ʌ̹n
쌍기역	s͈a̠ŋgijʌ̹k̚
쌍동이	s͈a̠ŋdo̞ŋi
쌍둥이	s͈a̠ŋduŋi
쌍디귿	s͈a̠ŋdigɯt̚
쌍띠물떼새의	s͈aŋt͈imult͈ɛsɛɰi
쌍반점	s͈a̠ŋba̠ɲdʑʌ̹m
쌍받침	s͈a̠ŋba̠t̚tɕʰim
쌍발	s͈a̠ŋba̠ɭ
쌍방	s͈a̠ŋba̠ŋ
쌍방향	s͈aŋpaŋhjaŋ
쌍벽	s͈a̠ŋbjʌ̹k̚
쌍봉낙타	s͈a̠ŋbo̞ŋna̠k̚tʰa̠
쌍비읍	s͈a̠ŋbiɯp̚
쌍살벌	s͈a̠ŋsʰa̠ɭbʌ̹ɭ
쌍시옷	s͈a̠ŋɕʰio̞t̚
쌍안경	s͈a̠ŋa̠ngjʌ̹ŋ
쌍절곤	s͈a̠ŋdʑʌ̹ɭgo̞n
쌍점	s͈a̠ŋdʑʌ̹m
쌍정	s͈a̠ŋdʑʌ̹ŋ
쌍지읒	s͈a̠ŋdʑiɯt̚
쌍친	s͈a̠ŋtɕʰin
쌓아놓은	s͈aanoɯn
쌓아진	s͈aadʑin
쌓여	s͈ajʌ
쌓으면	s͈aɯmjʌn
쌓인	s͈ain
쌤	s͈ɛːm
쌤통	s͈ɛːmtʰo̞ŋ
써	s͈ʌ
써다	s͈ʌ̹da̠
써레	s͈ʌ̹ɾe̞
써리다	s͈ɘːɾida̠
써서	s͈ʌsʌ
써야할	s͈ʌjaha
썩	s͈ʌ̹k̚
썩다	s͈ʌ̹k̚t͈a̠
썩음썩음하다	s͈ʌ̹gɯms͈ʌ̹gɯmɦa̠da̠
썬글라스	s͈ʌ̹ngɯɭɭa̠s͈ɯ
썰	s͈ʌ̹ɭ
썰고	s͈ʌlko
썰다	s͈ɘːɭda̠
썰썰	s͈ʌ̹ɭs͈ʌ̹ɭ
썸	s͈ʌ̹m
썸팅	s͈ʌ̹mtʰiŋ
썼지만	s͈ʌt̚tɕ͈iman
쎄다	s͈e̞ːda̠
쎈터	s͈e̞ntʰʌ̹
쏘가리	s͈o̞ga̠ɾi
쏘다	s͈o̞ːda̠
쏘렌토	s͈oɾɛntʰo
쏘련	s͈o̞ɾjʌ̹n
쏘비에트	s͈o̞bie̞tʰɯ
쏘아	s͈oa
쏘아보다	s͈o̞a̠bo̞da̠
쏘이다	s͈o̞ida̠
쏙	s͈o̞k̚
쏜	s͈on
쏟다	s͈o̞t̚t͈a̠
쏟아냈던	s͈odanɛt̚t͈ʌn
쏟아졌지만	s͈odadʑʌt̚tɕ͈iman
쏟아지고	s͈odadʑigo
쏟아지다	s͈o̞da̠dʑida̠
쏟아지자	s͈odadʑitɕa
쏟아질	s͈odadʑi
쏟아질	s͈odadʑil
쏠다	s͈o̞ːɭda̠
쏠려	s͈olljʌ
쏠리고	s͈olligo
쏠리면서	s͈ollimjʌnsʌ
쏠릴	s͈ollil
쏼라쏼라	s͈wa̠ɭɭa̠s͈wa̠ɭɭa̠
쐐기	s͈wɛːgi
쐬다	s͈we̞ːda̠
쑤다	s͈uda̠
쑤시다	s͈uɕʰida̠
쑥	s͈uk̚
쑥갓	s͈uk̚k͈a̠t̚
쒀이러우	s͈wʌ̹iɾʌ̹u
쓰고	s͈ɯgo
쓰기	s͈ɯgi
쓰나미	s͈ɯnami
쓰나미	s͈ɯna̠mi
쓰니	s͈ɯni
쓰다	s͈ɯda̠
쓰다듬어	s͈ɯdatɯmʌ
쓰던	s͈ɯdʌn
쓰딸로바야	s͈ɯt͈a̠ɭɭo̞ba̠ja̠
쓰딸린	s͈ɯt͈a̠ʎʎin
쓰똘	s͈ɯt͈o̞ɭ
쓰러지는	s͈ɯɾʌdʑinɯn
쓰러지다	s͈ɯɾʌ̹dʑida̠
쓰러지며	s͈ɯɾʌdʑimjʌ
쓰레기	s͈ɯɾe̞gi
쓰레기	s͈ɯɾɛgi
쓰레기로	s͈ɯɾɛgiɾo
쓰레기통	s͈ɯɾe̞gitʰo̞ŋ
쓰레받기	s͈ɯɾe̞ba̠t̚k͈i
쓰르라미	s͈ɯɾɯɾa̠mi
쓰리	s͈ɯɾi
쓰리다	s͈ɯɾida̠
쓰면	s͈ɯmjʌn
쓰봉	s͈ɯbo̞ŋ
쓰이는	s͈ɯinɯl
쓰이다	s͈ɯida̠
쓰인	s͈ɯin
쓰지	s͈ɯdʑi
쓰촨	s͈ɯtɕʰwa̠n
쓰키지시장	s͈ɯkʰidʑisidʑaŋ
쓰푸	s͈ɯpʰu
쓴	s͈ɯn
쓴다고	s͈ɯntago
쓴맛	s͈ɯnma̠t̚
쓴맛이	s͈ɯnmasi
쓴소리를	s͈ɯnsoɾilɯl
쓴쑥	s͈ɯns͈uk̚
쓸	s͈ɯ
쓸	s͈ɯl
쓸다	s͈ɯɭda̠
쓸다	s͈ɯːɭda̠
쓸데	s͈ɯɭt͈e̞
쓸데없는	s͈ɯltɛʌmnɯn
쓸데없다	s͈ɯɭt͈e̞ʌ̹p̚t͈a̠
쓸모	s͈ɯɭmo̞
쓸모도	s͈ɯlmodo
쓸쓸하다	s͈ɯɭs͈ɯɾɦa̠da̠
쓸어일어나다	s͈ɯɾʌ̹iɾʌ̹na̠da̠
씁쓸하게	s͈ɯp̚s͈ɯlhagɛ
씁쓸하다	s͈ɯps͈ɯɾɦa̠da̠
씌다	ɕ͈ida̠
씌우기	ɕ͈iugi
씌우다	ɕ͈iuda̠
씌워줬던	s͈iwʌdʑwʌt̚t͈ʌ
씨	s͈i
씨	ɕ͈i
씨가	s͈iga
씨는	s͈inɯ
씨는	s͈inɯn
씨다	ɕ͈ida̠
씨도	s͈ido
씨뚜아찌야	ɕ͈it͈ua̠tɕ͈ija̠
씨를	s͈iɾɯ
씨를	s͈iɾɯl
씨름해왔다고	s͈iɾɯmhɛwat̚t͈ago
씨발	ɕ͈iba̠ɭ
씨비리	ɕ͈ibiɾi
씨수	ɕ͈isʰu
씨알	ɕ͈ia̠ɭ
씨앗	ɕ͈ia̠t̚
씨엄히	ɕ͈iːʌ̹mʝi
씨에게	s͈iɛgɛ
씨와	s͈iwa
씨의	s͈iɰi
씨족	ɕ͈idʑo̞k̚
씨팔	ɕ͈ipʰa̠ɭ
씩	ɕ͈ik̚
씬	ɕ͈in
씰	ɕ͈iɭ
씸	ɕ͈im
씹	ɕ͈ip̚
씹거웃	ɕ͈ip̚k͈ʌ̹ut̚
씹다	ɕ͈ip̚t͈a̠
씹덕	ɕ͈ip̚t͈ʌ̹k̚
씹두덩	ɕ͈ip̚t͈udʌ̹ŋ
씹하다	ɕ͈ipʰa̠da̠
씻기다	ɕ͈it̚k͈ida̠
씻다	ɕ͈it̚t͈a̠
씽	ɕ͈iŋ
씽글	ɕ͈iŋgɯɭ
씽글씽글	ɕ͈iŋgɯɭɕ͈iŋgɯɭ
아	a
아	a̠
아	a̠ː
아가	a̠ga̠
아가리	a̠ga̠ɾi
아가씨	a̠ga̠ɕ͈i
아강	a̠ːga̠ŋ
아국	a̠ːguk̚
아궁이	a̠guŋi
아귀	a̠gɥi
아귀	a̠ːgɥi
아그라	a̠gɯɾa̠
아그레망은	agɯɾɛmaŋɯn
아기를	agiɾɯl
아기미	a̠gimi
아기집	a̠gidʑip̚
아깝고	ak͈ap̚k͈o
아끼다	a̠k͈ida̠
아나운서	a̠na̠unsʰʌ̹
아나테마	a̠na̠tʰe̞ma̠
아내가	anɛga
아내는	nanɛnɯn
아내로부터	anɛɾobutʰʌ
아내를	anɛɾɯl
아내와	anɛwa
아냐	a̠ɲa̠
아뇨	a̠ɲo
아뇰로티	a̠ɲoɭɭo̞tʰi
아는	anɯn
아니	ani
아니	a̠ni
아니고	anigo
아니냐	aninja
아니냐고	naninjago
아니냐는	aninjanɯ
아니다	a̠nida̠
아니다라고	anidaɾago
아니라	aniɾa
아니라고	aniɾago
아니라면	aniɾamjʌn
아니야	a̠nija̠
아니요	a̠nijo
아니지	anidʑi
아니하다	a̠niɦa̠da̠
아닌	ani
아닌가	aninka
아닌데	lanintɛ
아닐	anil
아다	a̠da̠
아닥	a̠da̠k̚
아담	a̠da̠m
아담에게	adamɛgɛ
아도	a̠do̞
아동	a̠do̞ŋ
아들	a̠dɯɭ
아들과	nadɯlkwa
아들딸	a̠dɯɭt͈a̠ɭ
아들로	adɯllo
아들아이	a̠dɯɾa̠i
아들은	adɯɾɯn
아들을	adɯɾɯl
아들의	adɯɾɰi
아들이	adɯɾi
아들이라고	adɯɾilago
아디스아바바	a̠disʰɯa̠ba̠ba̠
아라	a̠ɾa̠
아라비아	a̠ɾa̠bia̠
아라비아인	a̠ɾa̠bia̠in
아락	a̠ɾa̠k̚
아람어	a̠ɾa̠mʌ̹
아래	aɾɛ
아래	naɾɛ
아래에	aɾɛɛ
아레스	a̠ɾe̞sʰɯ
아련하다	a̠ɾjʌ̹nɦa̠da̠
아련히	a̠ɾjʌ̹nʝi
아령	a̠ːɾjʌ̹ŋ
아론	a̠ɾo̞n
아롱아롱	a̠ɾo̞ŋa̠ɾo̞ŋ
아뢰야식	a̠ɾwe̞ja̠ɕʰik̚
아르마딜로	a̠ɾɯma̠diɭɭo̞
아르메니아	a̠ɾɯme̞nia̠
아르메니아어	a̠ɾɯme̞nia̠ʌ̹
아르바이트	a̠ɾɯba̠itʰɯ
아르바이트라는	aɾɯbaitʰɯɾanɯn
아르바이트를	aɾɯbaitʰɯɾɯ
아르바이트를	aɾɯbaitʰɯɾɯl
아르바이트하시는	aɾɯbaitʰɯhasinɯn
아르테미스	a̠ɾɯtʰe̞misʰɯ
아르헨띠나	a̠ɾɯɦe̞nt͈ina̠
아르헨티나	a̠ɾɯɦe̞ntʰina̠
아르헨티나로부터	aɾɯhɛntʰinaɾobutʰʌ
아름다워	a̠ɾɯmda̠wʌ̹
아리땁다	a̠ɾit͈a̠p̚t͈a̠
아리랑	a̠ɾiɾa̠ŋ
아리수	a̠ɾisʰu
아리스토텔레스	a̠ɾisʰɯtʰo̞tʰe̞ɭɭe̞sʰɯ
아리조나	a̠ɾidʑo̞na̠
아마	ama
아마도	amado
아마존	a̠ma̠dʑo̞n
아마존은	amadʑonɯn
아마추어	amatɕʰuʌ
아마테라스	a̠ma̠tʰe̞ɾa̠sʰɯ
아말감	a̠ma̠ɭga̠m
아메리슘	a̠me̞ɾiɕʰum
아메리카	a̠me̞ɾikʰa̠
아메리카노	a̠me̞ɾikʰa̠no̞
아메리카들소	a̠me̞ɾikʰa̠dɯɭsʰo̞
아메리카원앙	a̠me̞ɾikʰa̠wʌ̹na̠ŋ
아메리카홍머리오리	a̠me̞ɾikʰa̠βo̞ŋmʌ̹ɾio̞ɾi
아메바	a̠me̞ba̠
아멘	a̠me̞n
아무	amu
아무	a̠ːmu
아무것	a̠ːmugʌ̹t̚
아무도	amudo
아무런	amuɾʌn
아무르강	a̠muɾɯga̠ŋ
아무튼	amutʰɯn
아물다	a̠muɭda̠
아물리다	a̠muʎʎida̠
아미노	a̠mino̞
아미딘	a̠midin
아미타불	a̠mitʰa̠buɭ
아민	a̠min
아바나	a̠ba̠na̠
아바의	abaɰi
아바이	a̠ba̠i
아바지	a̠ba̠dʑi
아방궁	a̠ba̠ŋguŋ
아버님	a̠bʌ̹nim
아버지	abʌdʑi
아버지	a̠bʌ̹dʑi
아버지가	abʌdʑiga
아버지를	abʌdʑiɾɯl
아버지를	nabʌdʑiɾɯl
아버지인	labʌdʑiin
아베	abɛ
아베총리는	abɛtɕʰoŋninɯ
아베크	a̠be̞kxɯ
아벨	a̠be̞ɭ
아보카도	a̠bo̞kʰa̠do̞
아부다비	a̠buda̠bi
아부다비의	abudabiɰi
아부자	a̠budʑa̠
아부지	a̠budʑi
아브라함	a̠bɯɾa̠ɦa̠m
아비	a̠bi
아비규환	a̠bigjuβwa̠n
아비달마	a̠bida̠ɭma̠
아비장	a̠bidʑa̠ŋ
아비지옥	a̠bidʑio̞k̚
아빠	ap͈a
아빠	a̠p͈a̠
아빠가	ap͈aga
아빠는	ap͈anɯn
아빠트	a̠p͈a̠tʰɯ
아뿔싸	a̠p͈uɭs͈a̠
아사	a̠ːsʰa̠
아사달	a̠sʰa̠da̠ɭ
아산	a̠sʰa̠n
아서	a̠sʰʌ̹
아세아	a̠sʰe̞a̠
아수라	a̠sʰuɾa̠
아순시온	a̠sʰunɕʰio̞n
아쉬움	a̠ʃʰɥium
아쉽다	a̠ʃʰɥip̚t͈a̠
아스라이	a̠sʰɯɾa̠i
아스마라	a̠sʰɯma̠ɾa̠
아스콜빅산	a̠sʰɯkʰo̞ɭbiks͈a̠n
아스타나	a̠sʰɯtʰa̠na̠
아스타틴	a̠sʰɯtʰa̠tʰin
아스테카	a̠sʰɯtʰe̞kʰa̠
아스텍	a̠sʰɯtʰe̞k̚
아스팔트	a̠sʰɯpʰa̠ɭtʰɯ
아스하바트	a̠sʰɯɦa̠ba̠tʰɯ
아시시에	asisiɛ
아시아	a̠ɕʰia̠
아시아나기	asianagi
아시아나항공	asianahaŋkoŋ
아시아나항공은	nasianahaŋkoŋɯn
아시아인	a̠ɕʰia̠in
아시타비	a̠ːɕʰitʰa̠bi
아실기	a̠ɕʰiɭgi
아싸	a̠s͈a̠
아싸리	a̠s͈a̠ɾi
아씨	a̠ːɕ͈i
아아	a̠a̠
아악	a̠ːa̠k̚
아야	a̠ja̠
아야톨라	a̠ja̠tʰo̞ɭɭa̠
아연	a̠jʌ̹n
아영씨를	najʌŋs͈iɾɯl
아영씨의	ajʌŋs͈iɰi
아예	ajɛ
아예	a̠je̞
아오자이	a̠o̞dʑa̠i
아오테아로아	a̠o̞tʰe̞a̠ɾo̞a̠
아우	a̠u
아우구스투스	a̠ugusʰɯtʰusʰɯ
아우르다	a̠uɾɯda̠
아울러	aullʌ
아울러	a̠uɭɭʌ̹
아웃	a̠ut̚
아유	a̠ju
아유르베다	a̠juɾɯbe̞da̠
아으	a̠ɯ
아이	ai
아이	a̠i
아이가	aiga
아이누어	a̠inuʌ̹
아이뉴스	ainjusɯ
아이다	a̠ida̠
아이다호	a̠ida̠βo̞
아이도	aido
아이돌	aidol
아이돌	a̠ido̞ɭ
아이들	aidɯl
아이들	a̠idɯɭ
아이들도	aidɯlto
아이들에겐	aidɯɾɛgɛn
아이들은	aidɯɾɯn
아이들을	aidɯɾɯl
아이들이	aidɯɾi
아이디	a̠idi
아이디를	aidiɾɯl
아이디어	a̠idiʌ̹
아이띠	a̠it͈i
아이러니하게도	aiɾʌnihagɛdo
아이를	aiɾɯl
아이쇼핑	a̠iɕ͈opʰiŋ
아이스	a̠is͈ɯ
아이스케이크	a̠isʰɯkʰe̞ikxɯ
아이스크림	aisɯkʰɯɾim
아이스크림	a̠isʰɯkxɯɾiːm
아이스크림을	aisɯkʰɯɾimɯl
아이슬란드	a̠isʰɯɭɭa̠ndɯ
아이에	kaiɛ
아이오딘	a̠io̞din
아이오와	a̠io̞wa̠
아이오와	kaiowa
아이템	a̠itʰe̞m
아이템으로	naitʰɛmɯɾo
아이티	a̠itʰi
아이폰	a̠ipʰo̞n
아인슈타이늄	a̠inɕʰutʰa̠iɲum
아자	a̠dʑa̠
아작	a̠dʑa̠k̚
아저씨	a̠dʑʌ̹ɕ͈i
아저씨도	adʑʌs͈ido
아점	a̠dʑʌ̹m
아제르바이잔어	a̠dʑe̞ɾɯba̠idʑa̠nʌ̹
아제티딘	a̠dʑe̞tʰidin
아종	a̠dʑo̞ŋ
아주	adʑu
아주	a̠dʑu
아주머니	a̠dʑumʌ̹ni
아주머니가	adʑumʌniga
아줄렌	a̠dʑuɭɭe̞n
아줌마	a̠dʑumma̠
아즈바이	a̠dʑɯba̠i
아즈텍	a̠dʑɯtʰe̞k̚
아지트	a̠dʑitʰɯ
아직	adʑik
아직	a̠dʑik̚
아직까지	adʑik̚k͈adʑi
아직은	adʑigɯn
아집	a̠ːdʑip̚
아첨	a̠tɕʰʌ̹m
아첨꾼	a̠tɕʰʌ̹mk͈un
아첨하다	a̠tɕʰʌ̹mɦa̠da̠
아체쥐	a̠tɕʰe̞dʑɥi
아치	a̠tɕʰi
아침놀	a̠tɕʰimno̞ɭ
아카데미	a̠kʰa̠de̞mi
아코디언	a̠kʰo̞diʌ̹n
아콰리움	a̠kʰwa̠ɾium
아크라	a̠kxɯɾa̠
아크리딘	a̠kxɯɾidin
아키에	akʰiɛ
아테나	a̠tʰe̞na̠
아테네	a̠tʰe̞ne̞
아테지	a̠tʰe̞dʑi
아토피	a̠tʰo̞pʰi
아틀란티스	a̠tʰɯɭɭa̠ntʰisʰɯ
아티스트	a̠tʰisʰɯtʰɯ
아티초크	a̠tʰitɕʰo̞kxɯ
아파	apʰa
아파트	apʰatʰɯ
아파트	a̠pʰa̠tʰɯ
아파트	kapʰatʰɯ
아파트는	apʰatʰɯnɯ
아파트를	apʰatʰɯɾɯl
아편	a̠pʰjʌ̹n
아포스트로피	a̠pʰo̞sʰɯtʰɯɾo̞pʰi
아프가니스탄	a̠pʰɯga̠nisʰɯtʰa̠n
아프다	a̠pʰɯda̠
아프로디테	a̠pʰɯɾo̞ditʰe̞
아프리카	apʰɯɾikʰa
아프리카	a̠pʰɯɾikʰa̠
아프리카에서	apʰɯɾikʰaɛsʌ
아프면	apʰɯmjʌn
아픈	apʰɯn
아픔	a̠pʰɯm
아픔을	apʰɯmɯl
아피아	a̠pʰia̠
아하	a̠ɦa̠
아홉	ahom
아홉	ahop
아홉	a̠βo̞p̚
아휴	a̠ʝu
아흐레	a̠ɣɯɾe̞
아흔	a̠ɣɯn
악	a̠k̚
악경	a̠k̚k͈jʌ̹ŋ
악구	a̠k̚k͈u
악귀	a̠k̚k͈ɥi
악기	a̠k̚k͈i
악단	a̠k̚t͈a̠n
악담	a̠k̚t͈a̠m
악당	a̠k̚t͈a̠ŋ
악동	a̠k̚t͈o̞ŋ
악력계	a̠ŋɲʌ̹k̚k͈je̞
악몽	a̠ŋmo̞ŋ
악물다	a̠ŋmuɭda̠
악보	a̠k̚p͈o̞
악성	a̠ks͈ʌ̹ŋ
악성비루스	a̠ks͈ʌ̹ŋbiɾusʰɯ
악성종양	a̠ks͈ʌ̹ŋdʑo̞ŋja̠ŋ
악센트	a̠ks͈e̞ntʰɯ
악수	a̠ks͈u
악수하다	a̠ks͈uɦa̠da̠
악순환에서	ak̚s͈unhwanɛsʌ
악어	a̠gʌ̹
악역	a̠gjʌ̹k̚
악영향	a̠gjʌ̹ŋʝa̠ŋ
악인	a̠gin
악지	a̠k̚tɕ͈i
악천후	a̠k̚tɕʰʌ̹nβu
악취	a̠k̚tɕʰɥi
악티늄	a̠k̚tʰiɲum
악평	a̠k̚pʰjʌ̹ŋ
악필	a̠k̚pʰiɭ
악하다	a̠kʰa̠da̠
악한	a̠kʰa̠n
악화	a̠kʰwa̠
악화되기	akʰwadwɛgi
악화되다	a̠kʰwa̠dwe̞da̠
악화된	akʰwadwɛn
악화될	nakʰwadwɛl
악화를	akʰwaɾɯl
악화하다	a̠kʰwa̠ɦa̠da̠
안	a
안	an
안	a̠n
안	na
안	nan
안가	a̠nga̠
안경사	a̠ngjʌ̹ŋsʰa̠
안경원숭이	a̠ngjʌ̹ŋwʌ̹nsʰuŋi
안경으로	ankjʌŋɯɾo
안고	ank͈o
안과는	ankwanɯn
안구	a̠ːngu
안나반나	a̠nna̠ba̠nna̠
안남	a̠nna̠m
안내	annɛ
안내	nannɛ
안내문이	annɛmuni
안내인의	annɛinɰi
안내하지도	annɛhadʑido
안녕	a̠nɲʌ̹ŋ
안녕하다	a̠nɲʌ̹ŋɦa̠da̠
안녕하세요	a̠nɲʌ̹ŋɦa̠sʰe̞jo
안녕하십니까	a̠nɲʌ̹ŋɦa̠ɕʰimnik͈a̠
안녕히	a̠nɲʌ̹ŋʝi
안다고	antago
안덕면	antʌŋmjʌn
안데스	antɛsɯ
안도라	a̠ndo̞ɾa̠
안도라라베야	a̠ndo̞ɾa̠ɾa̠be̞ja̠
안되고	antwɛgo
안되기도	antwɛgido
안되다	a̠ndwe̞da̠
안된다고	nantwɛntago
안드레아	a̠ndɯɾe̞a̠
안드레이	a̠ndɯɾe̞i
안드로이드	a̠ndɯɾo̞idɯ
안뜰	a̠nt͈ɯɭ
안락	a̠ɭɭa̠k̚
안락사	a̠ɭɭa̠ks͈a̠
안마당	a̠nma̠da̠ŋ
안면	a̠nmjʌ̹n
안면승마	a̠nmjʌ̹nsʰɯŋma̠
안목	a̠nmo̞k̚
안민석	anminsʌ
안반	a̠nba̠n
안방	a̠np͈a̠ŋ
안방에	anpaŋɛ
안보와	anpowa
안봉근	anpoŋkɯn
안부	a̠nbu
안산단원경찰서는	ansantanwʌnkjʌŋtɕʰalsʌnɯ
안성맞춤	a̠nsʰʌ̹ŋma̠t̚tɕʰum
안습	a̠nsʰɯp̚
안심	a̠nɕʰim
안심번호	ansimpʌnho
안심병원	ansimpjʌŋwʌ
안심하고	ansimhago
안심하다	a̠nɕʰimɦa̠da̠
안씨는	ans͈inɯ
안에	anɛ
안에	nanɛ
안에는	nanɛnɯn
안에서	anɛsʌ
안에서만	anɛsʌman
안와	a̠ːnwa̠
안위를	anwiɾɯl
안으로	anɯɾo
안전	antɕʌn
안전과	antɕʌnkwa
안전띠도	antɕʌnt͈ido
안전모	a̠ɲdʑʌ̹nmo̞
안전벨트	a̠ɲdʑʌ̹nbe̞ɭtʰɯ
안전성	a̠ɲdʑʌ̹nsʰʌ̹ŋ
안전을	antɕʌnɯ
안전을	antɕʌnɯl
안전제일	a̠ɲdʑʌ̹ɲdʑe̞iɭ
안전지대가	nantɕʌntɕidɛga
안전하고	antɕʌnhago
안전한	antɕʌnhan
안절부절	a̠ɲdʑʌ̹ɭbudʑʌ̹ɭ
안절부절못하다	a̠ɲdʑʌ̹ɭbudʑʌ̹ɭmo̞tʰa̠da̠
안절부절하다	a̠ɲdʑʌ̹ɭbudʑʌ̹ɾɦa̠da̠
안정	a̠ɲdʑʌ̹ŋ
안정성이	antɕʌŋsʌŋi
안정을	antɕʌŋɯl
안정적이라	antɕʌŋtɕʌgiɾa
안정적이어서	antɕʌŋtɕʌgiʌsʌ
안정적인	antɕʌŋtɕʌgin
안주	a̠ɲdʑu
안직	a̠ɲdʑik̚
안쪽	a̠ɲtɕ͈o̞k̚
안철수	antɕʰʌlsu
안타	a̠ntʰa̠
안타까워하다	a̠ntʰa̠k͈a̠wʌ̹ɦa̠da̠
안타까웠던	antʰak͈awʌt̚t͈ʌn
안타깝게도	nantʰak͈ap̚k͈ɛdo
안타깝다	a̠ntʰa̠k͈a̠p̚t͈a̠
안타깝다고	antʰak͈ap̚t͈ago
안타나나리보	a̠ntʰa̠na̠na̠ɾibo̞
안테나	a̠ntʰe̞na̠
안토니아는	antʰonianɯn
안티	a̠ntʰi
안티모니	a̠ntʰimo̞ni
안팎에서	anpʰak͈ɛsʌ
안팎의	anpʰak͈ɰi
안하지만	nanhadʑiman
안후이	a̠nβui
앉아	antɕa
앉은자리	a̠ɲdʑɯɲdʑa̠ɾi
않거나	ankʰʌna
않게	ankʰɛ
않겠냐고	ankʰɛnnjago
않겠다고	ankʰɛt̚t͈ago
않겠다고	nankʰɛt̚t͈ago
않겠다는	ankʰɛt̚t͈anɯ
않겠다며	ankʰɛt̚t͈amjʌ
않고	ankʰo
않고는	ankʰonɯn
않고서도	ankʰosʌdo
않기	ankʰi
않길	ankʰil
않냐고	annjago
않느냐고	annɯnjago
않는	annɯ
않는	annɯn
않는다고	annɯntago
않는다는	annɯntanɯn
않는다라며	annɯntaɾamjʌ
않는다며	annɯntamjʌ
않는데	annɯntɛ
않다	antʰa
않다	a̠ntʰa̠
않다고	antʰago
않다는	antʰanɯn
않다며	antʰamjʌ
않더라도	antʰʌɾado
않더라도	nantʰʌɾado
않던	antʰʌn
않도록	antʰoɾo
않도록	antʰoɾok
않듯이	antʰɯsi
않아	ana
않아도	anado
않아서	anasʌ
않아요라며	anajoɾamjʌ
않았고	anat̚k͈o
않았기	anat̚k͈i
않았기에	anat̚k͈iɛ
않았는데	anannɯntɛ
않았다	anat̚t͈a
않았다가	anat̚t͈aga
않았다고	anat̚t͈ago
않았다는	anat̚t͈anɯn
않았다며	anat̚t͈amjʌ
않았던	anat̚t͈ʌn
않았으면	anas͈ɯmjʌn
않았을	nanas͈ɯl
않았을까	anas͈ɯlk͈a
않았지만	anat̚tɕ͈ima
않으냐고	anɯnjago
않으니	anɯni
않으려는	anɯɾjʌnɯn
않으며	anɯmjʌ
않으면	anɯmjʌ
않으면	anɯmjʌn
않은	anɯ
않은	anɯn
않은데	anɯntɛ
않을	anɯl
않을까	anɯlk͈a
않을지	anɯltɕi
않을텐데	anɯltʰɛntɛ
알	al
알	a̠ɭ
알	lal
알	nal
알거지	a̠ɭgʌ̹dʑi
알게	alkɛ
알게	lalkɛ
알고	alko
알고	lalko
알고리즘	a̠ɭgo̞ɾidʑɯm
알곡	a̠ɭgo̞k̚
알기	alki
알까기	a̠ɭk͈a̠gi
알껍질	a̠ɭk͈ʌ̹p̚tɕ͈iɭ
알다	a̠ːɭda̠
알데하이드	a̠ɭde̞ɦa̠idɯ
알데히드	a̠ɭde̞ʝidɯ
알라	a̠ɭɭa̠
알라디	a̠ɭɭa̠di
알라딘	a̠ɭɭa̠din
알라바마	a̠ɭɭa̠ba̠ma̠
알라신	a̠ɭɭa̠ɕʰin
알락도요	a̠ɭɭa̠k̚t͈o̞jo
알락오리	a̠ɭɭa̠go̞ɾi
알람	a̠ɭɭa̠m
알람시계	a̠ɭɭa̠mɕʰigje̞
알랑방귀	a̠ɭɭa̠ŋba̠ŋgɥi
알래스카	kallɛsɯkʰa
알레고리	a̠ɭɭe̞go̞ɾi
알레르기	a̠ɭɭe̞ɾɯgi
알레포	a̠ɭɭe̞pʰo̞
알렉산더	a̠ɭɭe̞ks͈a̠ndʌ̹
알려	alljʌ
알려	lalljʌ
알려	nalljʌ
알려져	alljʌdʑʌ
알려져	lalljʌdʑʌ
알려졌는데	alljʌdʑʌnnɯntɛ
알려졌다가	alljʌdʑʌt̚t͈aga
알려졌다는	alljʌdʑʌt̚t͈anɯn
알려졌지만	alljʌdʑʌt̚tɕ͈ima
알려준	lalljʌdʑun
알려줘야	alljʌdʑwʌja
알려지게	alljʌdʑigɛ
알려지자	alljʌdʑitɕa
알려진	alljʌdʑin
알려진	lalljʌdʑin
알리기	lalligi
알리다	a̠ʎʎida̠
알마티	a̠ɭma̠tʰi
알맞다	a̠ɭma̠t̚t͈a̠
알몸	a̠ɭmo̞m
알못	a̠ːɭmo̞t̚
알바	a̠ɭba̠
알바니아	a̠ɭba̠nia̠
알바니아어	a̠ɭba̠nia̠ʌ̹
알밤	a̠ɭba̠m
알밥	a̠ɭba̠p̚
알버섯	a̠ɭbʌ̹sʰʌ̹t̚
알버타	a̠ɭbʌ̹tʰa̠
알베르	alpɛɾɯ
알부민	a̠ɭbumin
알아듣다	a̠ɾa̠dɯt̚t͈a̠
알아보다	a̠ɾa̠bo̞da̠
알아서	aɾasʌ
알아차리다	a̠ɾa̠tɕʰa̠ɾida̠
알았기	aɾat̚k͈i
알았는데	naɾannɯntɛ
알았으면	aɾas͈ɯmjʌn
