-อืม--	ʔɯ̌ːm
พลังงานศักย์	pʰa˦˥laŋ˧ŋaːn˧sak̚˨˩
พลัด	pʰlat̚˦˥
พลัน	pʰlan˧
พลับ	pʰlap̚˦˥
พลับพลา	pʰlap̚˦˥pʰlaː˧
พลับพลึง	pʰlap̚˦˥pʰlɯŋ˧
พลัม	pʰlam˧
พลั่ว	pʰlua̯˥˩
พลากร	pʰa˦˥laː˧kɔːn˧
พลาง	pʰlaːŋ˧
พลาซ่า	pʰlaːs̄aː
พลาซ่า	pʰlaː˧saː˥˩
พลาด	pʰlaːt̚˥˩
พลาด	pʰlàːt
พลาดแล้ว	pʰlàːtʰlɛ̄ːw
พลาย	pʰlaːj˧
พลาสติก	pʰlaːs˦˥tik̚˨˩
พลาสติก	pʰlaːt̚˦˥sa˨˩tik̚˨˩
พลาสติก	pʰlāːtɪk
พลาสมา	pʰlaːs˦˥maː˥˩
พลาสมา	pʰlaːt̚˦˥maː˥˩
พลิ	pʰa˦˥liʔ˦˥
พลิก	pʰlik̚˦˥
พลิ้ว	pʰliw˦˥
พลี	pʰliː˧
พลีสซึ	pʰlěːsɯ̌ː
พลุ	pʰluʔ˦˥
พลู	pʰluː˧
พลูโต	pʰluː˧toː˧
พลเรือเอก	pʰon˧rɯa̯˧ʔeːk̚˨˩
พล่าม	pʰlaːm˥˩
พล่าม	pʰlám
พวก	pʰua̯k̚˥˩
พวกคุณ	pʰua̯k̚˥˩kʰun˧
พวกคุณ	pʰwɑkkʰʉn
พวกคุณทั้งหมด	pʰwɑkkʰuntʰɑŋmɔːt
พวกคุณทำอะไร	pʰwɑkkʰuntʰamaʔrai
พวกคุณทำอะไรกัน	pʰwɑkkʰuntaːmaːnɑn
พวกคุณทุกคน	pʰwɑkkʰʉntʰùkkʰɔn
พวกคุณมาทำอะไรที่นี่	pʰwɑkkʰunmaːtʰamaːkʰlajtʰiːnî
พวกคุณเป็นใครกัน	pʰwɑkkʰunpʰɛnajkʰan
พวกงี่เง่า	pʰwɑkŋîŋâ
พวกชั้นต่ำ	pʰwɑktɕʰâːntûm
พวกทหาร	pʰwɑktʰaːn
พวกท่าน	pʰwɑktʰâːn
พวกนักล่าแม่มด	pʰwɑknáklǎːmɛ̀ːmɔːt
พวกนั้นน่ะ	pʰwɑknaːnʔ
พวกนั้นบอกว่า	pʰwɑknaːnboːkwaː
พวกนั้นมาแล้ว	pʰwɑknaːmlaːw
พวกนาซี	pʰwɑknaːsiː
พวกนาย	pʰwɑknaːj
พวกนายทั้งหมด	pʰwɑknaːjtaŋmɔːt
พวกนายทำอะไร	pʰwɑknaːjtʰamʔaːrai
พวกนายทำอะไรกัน	pʰwɑknaːjtʰamʔaːgaːn
พวกนายทำอะไรกันน่ะ	pʰwɑknaːjtʰamʔaːgaːnnâ
พวกนายทำได้ดีมาก	pʰwɑknaːjtʰamdajdiːmɑːk
พวกนายน่ะ	pʰwɑknaj˧
พวกนายมาทำอะไรที่นี่	pʰwɑknaːjmaːtaʔrajtʰīnī
พวกนายรู้ไหม	pʰwɑknaːjrúːmaɪ
พวกนายเป็นใคร	pʰwɑknaːjpʰɛnʔkʰraj
พวกนี้คืออะไร	pʰwɑkníːkʰɯ̀ʔʔaʔrai
พวกนี้เป็นใคร	pʰwɑkníːpʰɛːŋrai
พวกบ้า	pʰwɑkbaː
พวกผู้หญิง	pʰwɑkpʰûːjiŋ
พวกมัน	pʰwäkman
พวกมันกำลังมา	pʰwɑk̚mɑnʔkɑmlaŋmaː
พวกมันฆ่าเขา	pʰwɑkmɑnkʰâːkʰɔ̄ː
พวกมันจะฆ่าเธอ	pʰwɑkmɑntɕakʰɑːtʰɤː
พวกมันต้องการ	pʰwɑkmɑntɤŋkɑː
พวกมันต้องการอะไร	pʰwɑkmɑntɤŋkɑːrʌ
พวกมันทั้งหมด	pʰwɑkmɑntʰɑŋmɔːt
พวกมันบอกว่า	pʰwɑk˨mɑn˨bɔːk˥wɑ˥
พวกมันมา	pʰwɑk̚manma
พวกมันมากันแล้ว	pʰwɑk̚mɑn˥mɑːk̚˧lɛːw˥
พวกมันมาจากไหน	pʰwɑk̚manmaːtɕaːk̚ʔɲɛn
พวกมันมาแล้ว	pʰwɑk̚mɑn˥mɑ˥lɛw˧
พวกมันมี	pʰwɑkmanmi
พวกมันมีมากเกินไป	pʰwɑkmanmiːmaːkkiːnpaj
พวกมันรู้ว่า	pʰwɑkmɑnrɔ̄ːwɑ̀
พวกมันอยู่นั่น	pʰwɑk̚mɑnɔjʉ̀nâːn
พวกมันไปแล้ว	pʰwɑkmɑnpɑjlɛ̄w
พวกมีปัญหา	pʰwɑkmipʰaŋhaː
พวกยิว	pʰwɑkjiw
พวกสาวๆ	pʰwɑk̚sɑːw˥˥
พวกเกรย์สัน	pʰwɑk̚krɛ̀ːsɔ̄n
พวกเขา	pʰua̯k̚˥˩kʰaw˩˩˦
พวกเขา	pʰwɑkʰɛ̄w
พวกเขากลับมา	pʰwɑkkʰɛːklàpmaː
พวกเขากลับมาแล้ว	pʰwɑkkʰɛɔʔ˥laːw˥
พวกเขากำลังทำอะไร	pʰwɑkkʰɛːkamlaŋtʰamʔaraj
พวกเขาก็เหมือนกัน	pʰwɑkkʰɛːkɔʔmɯ̄aŋkɑn
พวกเขาคือใคร	pʰwɑkkʰɛːkʰɯ̀ːkʰrɑi
พวกเขาจะกลับมา	pʰwɑkkʰɛːtɕaklapmaː
พวกเขาจะตาย	pʰwɑkkʰɑːtʰaaj
พวกเขาจะต้อง	pʰwɑkkʰɑːtɔ̂ːŋ
พวกเขาจะทำอะไร	pʰwɑkkʰɑːtʰamʔaːɲɑː
พวกเขาจะปลอดภัย	pʰwɑk̚kʰɑːpʰlɔ̀ːdpʰaj
พวกเขาจะมา	pʰwɑk̚kɛ̀ːmā
พวกเขาจะไม่	pʰwɑk̚kɛ̀nɑj
พวกเขาจะไม่เป็นไร	pʰwɑkkʰɛːtɕamɑjpʰɤnraj
พวกเขาดูเหมือน	pʰwɑkkʰɛwdûːmɯ̄an
พวกเขาตาย	pʰwɑk̚kʰɛːtʰaj
พวกเขาตายหมด	pʰwɑk̚kʰɛːtʰajmɔːt
พวกเขาต้อง	pʰwɑkkʰɛːtɔ̀ŋ
พวกเขาต้องการ	pʰwɑkkʰɛːtɔ̂ŋkɑː
พวกเขาต้องการฉัน	pʰwɑkkʰɛːtɔ̂ŋkɑːn
พวกเขาต้องการอะไร	pʰwɑkkʰɛːtɔ̂ŋkɑːrɑː
พวกเขาทั้งหมด	pʰwɑkkʰɛːtɑ̀ŋmɔ̀t
พวกเขาทำ	pʰwɑk̚kʰɑːtʰam
พวกเขาทำอะไรกัน	pʰwɑkkʰɛːtʰamaʔagan
พวกเขาทำได้	pʰwɑkkʰɛːtʰamdâj
พวกเขาบอก	pʰwɑkkʰɛɔːk
พวกเขาบอกผมว่า	pʰwɑkkʰɛɔ̀ɔpɔkpʰumwɑ
พวกเขาบอกว่า	pʰwɑkkʰɛɔ̀bɔ̀kwɑː
พวกเขาพบ	pʰwɑkkʰɛːpʰɔː
พวกเขาพร้อมแล้ว	pʰwɑkkʰɛːpʰrɔːmlɛːw
พวกเขาพูดถูก	pʰwɑkkʰɛːpʰuːttʰɯ̀k
พวกเขาพูดว่า	pʰwɑkkʰɛːpʰuːtwɑː
พวกเขามาที่นี่	pʰwɑk̚kʰɛ̀ːmɑːtʰîːnîi
พวกเขารู้ว่า	pʰwɑkkʰɛːrɔ̄ːwɑː
พวกเขาว่า	pʰwɑkkʰɛ̄wâ
พวกเขาสบายดี	pʰwɑkkʰɛːsabaajdiː
พวกเขาอยู่	pʰwɑkkʰɔ̀juː
พวกเขาอยู่ด้วยกัน	pʰwɑkkʰɛ̀ːjuːdûjgan
พวกเขาอยู่ที่นี่	pʰwɑkkʰɤːjuːtʰiːnîi
พวกเขาอยู่ที่นี่แล้ว	pʰwɑkkʰɛ̀wjuːtʰiːnîːlɛ̀w
พวกเขาอยู่ที่ไหน	pʰwɑkkʰɤːjtʰajnɑː
พวกเขาอยู่นั่น	pʰwɑkkʰɛ̀ʔjuːnnɑ̀n
พวกเขาอยู่นี่	pʰwɑkkʰɤːʔuːnîː
พวกเขาอยู่ไหน	pʰwɑkkʰɤːjuːnɑː
พวกเขาอาจจะ	pʰwɑkkʰɛɔja
พวกเขาเป็นคนดี	pʰwɑkkʰɛwpɛnkʰondiː
พวกเขาเป็นใคร	pʰwɑkkʰɛwpʰɛnkʰraj
พวกเขาเป็นไงบ้าง	pʰwɑkkʰɛwpʰɛnɲajbaːŋ
พวกเขาเรียก	pʰwɑkkʰɛwrɛːk
พวกเขาเรียกตัวเองว่า	pʰwɑkkʰɛwrɪa̯ktuʔjɛɛŋwɑː
พวกเขาเรียกมันว่า	pʰwɑkkʰɛwrɪa̯kmanwɑː
พวกเขาเหรอ	pʰwɑkkʰɛ̄w
พวกเขาโกหก	pʰwɑkkʰɔːkɔːk
พวกเขาได้	pʰwɑkkʰɑwdaj
พวกเขาได้รับ	pʰwɑkkʰɑwdajrɑp
พวกเขาไปแล้ว	pʰwɑkʰɛɔ˥paj˩˥lɛw˧
พวกเขาไปไหนกัน	pʰwɑkkʰɑwpajnɑnkan
พวกเขาไม่รู้	pʰwɑkkʰɛ̄ːmâjrɔ̄ː
พวกเขาไม่เป็นไรหรอก	pʰwɑkkʰɛ̌wmɑɪ̯bɛ̀nraihɔːk
พวกเขาไม่ใช่	pʰwɑkkʰɛ̀ʔmɑjtɕʰaj
พวกเขาไม่ได้	pʰwɑkkʰɛ̀ʔmâidâi
พวกเค้า	pʰwɑkkʰɛ̀ː
พวกเค้าบอกว่า	pʰwɑkkʰɛ́ːbɔ̀ːkwâː
พวกเจ้าทุกคน	pʰwɑktɕɑːtʰùkkʰɔn
พวกเด็ก	pʰwɑk˥dɛk˩
พวกเด็กๆ	pʰwɑk˥dɛk˩˩
พวกเธอ	pʰwɑk˥tʰɤ˧
พวกเธอทุกคน	pʰwɑk˥tʰɛː˧tɯk˥kʰon˥
พวกเธอมาทำอะไรที่นี่	pʰwɑk̚tʰɛ̀ːmɑ̀ːtʰɑ̀ːnɑ̀ːtʰîː
พวกเธอรู้มั้ย	pʰwɑk̚tʰɤːrɔːmáj
พวกเธอสองคน	pʰwɑk̚tʰɤːsɔŋkʰɔn
พวกเพื่อนๆ	pʰwɑkpʰɯ̀ːn
พวกเรา	pʰua̯k̚˥˩raw˧
พวกเรา	pʰwɑk̚raʊ̯
พวกเรากลับมาแล้ว	pʰwɑk̚raːkɑp̚maːlɛ̄w
พวกเรากำลัง	pʰwɑk̚rɛ̀ːkɑmlaŋ
พวกเรากำลังจะ	pʰwɑk̚˥raː˩˨kɑm˥laŋ˧˥tɕa˥
พวกเราคิดว่า	pʰwɑk̚raːkʰìtwɑː
พวกเราจะ	pʰwàkraːʔ
พวกเราจะทำยังไง	pʰwɑk̚raːtɕʰaːtʰamjaŋʔaj
พวกเราด้วย	pʰwɑk̚rɛ̀ːdwɑj
พวกเราตายแน่	pʰwɑk̚rɛ̀ːtʰaajnɛ̀
พวกเราต้อง	pʰwɑk̚rɛ̀ːtɤ̄ŋ
พวกเราต้องการ	pʰwɑk̚rɛ̀ːtɔ̂ŋkɑːn
พวกเราต้องคุยกัน	pʰwɑk̚rɛ̀ːtɯ̂ŋkʰuːjkɑn
พวกเราต้องไป	pʰwɑk̚rɛ̀ːtɔ̂ŋpɑj
พวกเราทำ	pʰwɑk̚raːtʰam
พวกเราน่ะ	pʰwɑk̚raená
พวกเราบางคน	pʰwɑk̚rɛ̀ːbɑːŋkʰon
พวกเรามาแล้ว	pʰwɑk̚raːmɑːlɛ̀w
พวกเรามี	pʰwɑk̚raːmiː
พวกเรามีปัญหา	pʰwɑk̚raːmipʰaŋhaː
พวกเรารู้	pʰwɑk̀rɤːwɤː
พวกเรารู้แล้ว	pʰwɑk̀rɤːlɤːw
พวกเราสบายดี	pʰwɑk̚rɛ̀ːsàbàjdī
พวกเราเป็น	pʰwɑk̚raʊ̯pʰɛn
พวกเราเรียกมันว่า	pʰwɑk̚lɛ̄wrɑjkʰamwɑː
พวกเราโอเค	pʰwɑk̚˨raw˨oʊ˥kɛ˥
พวกเราไม่	pʰwɑk̚raːmâj
พวกเราไม่ปลอดภัย	pʰwɑk̚rɛ̄ːmɑjpʰlɔ̀ːtpʰaj
พวกเราไม่ได้	pʰwɑk̚raːmɑɑt
พวกแก	pʰwɑk̀kɛ̀
พวกแกเป็นใคร	pʰwɑkkɛːpʰɛːnkʰraj
พวกโง่	pʰwɑkŋōː
พวกไหน	pʰwɑkhǎj
พวง	pʰua̯ŋ˧
พวงกุญแจ	pʰua̯ŋ˧kun˧tɕɛː˧
พวงมาลัย	pʰua̯ŋ˧maː˧laj˧
พวน	pʰua̯n
พวน	pʰua̯n˧
พสก	pʰa˦˥sok̚˨˩
พสกนิกร	pʰa˦˥sok̚˨˩ni˦˥kɔːn˧
พหุ	pʰa˦˥hu˨˩
พหุนาม	pʰa˦˥hu˨˩naːm˧
พหูพจน์	pʰa˦˥huː˩˩˦pʰot̚˦˥
พอ	pʰɔː˧
พอกันได้แล้ว	pɔk̚ʔan˥˩lɛːw˥
พอก็คือพอ	pʰɔ̀kɔ̂ːpʰɔ̀
พอก่อน	pɔ̀kɪ̄an
พอง	pʰɔŋ˧
พอง	pʰɔːŋ˧
พอซะที	pʰɔ̀s̄àtʰiː
พอซะทีเถอะ	pʰɔ̀s̄ʔtʰiːtʰɛ̀
พอดกอรีตซา	pʰɔt̚˦˥kɔː˧riːt̚˦˥saː˥˩
พอดคาสต์	pʰɔːt̚˨˩kʰaːs˦˥
พอดคาสต์	pʰɔːt̚˨˩kʰaːt̚˦˥
พอดริค	pʰɔ̀dɹìk
พอดี	pʰɔ̀dì
พอดีว่า	pʰɔ̀dìwâ
พอดแคสต์	pʰɔːt̚˨˩kʰɛːs˦˥
พอดแคสต์	pʰɔːt̚˨˩kʰɛːt̚˦˥
พอที	pʰɔ̀tʰi
พอทเตอร์	pʰɔ̀tɔ̂ː
พอมั้ย	pʰɔːmáj
พอรึยัง	pʰɔ̀rɯ̄yaŋ
พอรู้ตัวอีกที	pʰɔ̀ːrúːtɕɑ̀wjɛ̀ːktʰiː
พอร์ชา	pʰɔ̀ːtɕʰā
พอร์ตเตอร์	pʰɔ̀ːt̚t̪ɛ̀ː
พอร์ตแลนด์	pʰɔ̀ːtlaːnt
พอร์ทเตอร์	pʰɔ̀ːttʰɛ̂ː
พอร์เตอร์	pʰɔ̀ːtɛ̀ː
พอล	pʰɔːl
พอลลาร์	pʰɔːlɑːl
พอลลี่	pʰɔːlɨ̄
พอลล่า	pʰɔ̀l̪lâː
พอละ	pʰɔ̀lā
พอลินีเชีย	pʰɔː˧li˦˥niː˧tɕʰia̯˧
พอลโจนส์	pʰɔːl˨tɕɔːn˥s
พอหรือยัง	pʰɔ̀rɯ̄jaŋ
พออายุ	pʰɔ̀ʔájʉ̄
พอเถอะ	pʰɔ̀tʰɛ̀
พอเถอะครับ	pʰɔ̀tʰɛ̀ːkráʔ
พอเถอะค่ะ	pʰɔ̀tʰɛ̀ːkâ
พอเลย	pʰɔ̀lɛ̄ː
พอเหอะ	pʰɔ̀hɛ̀
พอแค่นี้	pʰɔ̀k̄ʰɛ̀nî
พอแล้วน่า	pʰɔ̀lɛ̂ːnâː
พอแล้วล่ะ	pʰɔ̀lɛ̄ːlâ
พอแล้วๆ	pʰɔ̀lɛ̄ː
พอใจยัง	pʰɔ̀jajɑ̀ŋ
พอใช้	pʰɔː˧tɕʰaj˦˥
พอได้	pʰɔ̀dâi
พอได้ละ	pʰɔ̀dâilâ
พอได้เเล้ว	pʰɔ̀dajlɛ̀w
พอได้แล้วนะ	pʰɔ̀dâjlɛ̀nà
พอได้แล้วน่า	pʰɔ̀dâjlɛ́nâ
พอได้แล้วล่ะ	paɔdajlɛ̄ːlɑ̀
พะ	pa˧
พะยะคะ	pa˥ja˧ka˥
พะยะค่ะ	pa˥ja˨ka˧
พะยาน	pʰa˦˥jaːn˧
พะยูง	pʰa˦˥juːŋ˧
พะยูน	pʰa˦˥juːn˧
พะย่ะค่ะ	pʰa˦˥ja˥˩kʰaʔ˥˩
พะเยา	pʰa˦˥jaw˧
พะแนง	pʰa˦˥nɛːŋ˧
พะโล้	pʰa˦˥loː˦˥
พัก	pʰak
พักซะ	paʔsa
พักที่นี่	pāktʰīnî
พักผ่อน	pākpʰɔ̀n
พักผ่อนซะ	paʔpʰɔ̀nsa
พักผ่อนเถอะ	pākpʰɔ̀ntʰɛ̀
พักร้อน	pʰak̚˦˥rɔːn˦˥
พักได้	paʔdaj
พัค	pʰák˧
พัง	pʰaŋ˧
พังค์	pʰaŋ
พังงา	pʰaŋ˧ŋaː˧
พังผืด	pʰaŋ˧pʰɯːt̚˨˩
พังพอน	pʰaŋ˧pʰɔːn˧
พังพาน	pʰaŋ˧pʰaːn˧
พัด	pʰat̚˦˥
พัดม่า	pa˥ma˥
พัน	pʰan˥
พัน	pʰan˧
พันธ	pʰan˧tʰa˦˥
พันธุศาสตร์	pʰan˧tʰu˦˥saːt̚˨˩
พันธุ์	pʰan˧
พันธุ์พืช	pʰan˧pʰɯːt̚˥˩
พันธไมตรี	pʰan˧maj˧triː˧
พันล้านคน	pʰanlaːnkhon
พันล้านปี	pʰanlaːnpiː
พับ	pʰap̚˦˥
พับเพียบ	pʰap̚˦˥pʰia̯p̚˥˩
พัฟฟิน	pʰaf˦˥fin˥˩
พัฟฟิน	pʰap̚˦˥fin˥˩
พา	pa˥
พา	pʰaː˧
พากย์	pʰaːk̚˥˩
พาฉันกลับบ้าน	paʔtɕanklàpbɛ̀ːn
พาฉันไป	paʔtɕʰanpaɪ
พาชี	pʰaː˧tɕʰiː˧
พาณิช	pʰaː˧nit̚˦˥
พาณิชย์	pʰaː˧nit̚˦˥
พาด	pʰaːt̚˥˩
พาดาวัน	paːdaːwan
พาท	pʰaːt̚˥˩
พาทย์	pʰaːt̚˥˩
พาน	pʰaːn˧
พาพวกเขาออกไป	paːpʰwɑːkʰɛ̀ɔ̀kpai
พาย	paːj˥
พาย	pʰaːj˧
พายัพ	pʰaː˧jap̚˦˥
พายุ	pa˥ju˩
พายุกำลังจะมา	pa˥jʉkʰam˩laŋ˧ʥa˥ma˥
พายุกำลังมา	pa˥jʉkʰam˧laŋ˥ma˥
พายุหมุน	pʰaː˧ju˦˥mun˩˩˦
พารัชโช	paːrɑːtɕʰɔ̄ː
พารัน	paːraːn
พารา	pʰaː˧raː˧
พารามีเซียม	pʰaː˧raː˧miː˧sia̯m˥˩
พาราเซตามอล	pʰaː˧raː˧seː˧taː˧mɔl˥˩
พาราเซตามอล	pʰaː˧raː˧seː˧taː˧mɔn˥˩
พาราโบลา	pʰaː˧raː˧boː˧laː˥˩
พาร์ก	paːk
พาร์คเกอร์	paːk̚keː
พาร์สัน	paːson
พาล	pʰaːn˧
พาลาเดียม	pʰaː˧laː˧dia̯m˥˩
พาล์มเมอร์	paːlɯ̌ːmmeː
พาวเวอร์	paːw˥wɛː˧
พาส	pʰaːs˧
พาสตา	pʰaːs˦˥taː˥˩
พาสต้า	paːs˥taː˥
พาสปอร์ต	paːspɔːt
พาสปอร์ต	pʰaːs˦˥pɔːt̚˨˩
พาสปาร์ตู	paːspaːtːuː
พาสุกรี	pʰaː˧su˨˩kriː˧
พาสุกี	pʰaː˧su˨˩kiː˧
พาหุ	pʰaː˧huʔ˨˩
พาฬ	pʰaː˧la˦˥
พาออกไปจากที่นี่ที	paʔɔ̀ːkpaːjʈʰajnîːtʰiː
พาเขาออกมา	paːkʰaw˥ʔaːk˥maː˥
พาเขาออกไปจากที่นี่	paːkʰaw˩ʔɔːk˥paːtɕʰaj˥niː
พาเขาไป	paːkʰawːpaj
พาเธอกลับมา	pa˥tʰɛː˧klap˥ma˥
พาเธอไป	pa˥tʰɛː˧paɪ˨
พาเวล	pʰāwɛː˥
พาโบล	pʰaːboː
พิกัล	pʰi˥ka˧l˥
พิกุล	pʰi˦˥kun˧
พิง	pʰiŋ˧
พิณ	pʰin˧
พิตก้า	pʰɪt˥k̄ā˥
พิท	pʰít
พิธี	pʰi˦˥tʰiː˧
พิธีการ	pʰi˦˥tʰiː˧kaːn˧
พิธีสาร	pʰi˦˥tʰiː˧saːn˩˩˦
พินทุ	pʰin˧tʰuʔ˦˥
พินอคคิโอ	pʰinɔkʰiː
พินอิน	pʰin˧ʔin˧
พินัย	pʰi˦˥naj˧
พินัยกรรม	pʰínaikɛ̀m
พิน็อคคิโอ	pʰíŋɔ̀kkʰíɔ̀
พิพ	pʰɪp˨
พิพิธภัณฑ์สัตว์น้ำ	pʰi˦˥pʰit̚˦˥tʰa˦˥pʰan˧sat̚˨˩naːm˦˥
พิภพ	pʰi˦˥pʰop̚˦˥
พิมพ์	pʰim˧
พิมพ์ดีด	pʰim˧diːt̚˨˩
พิมพ์เขียว	pʰim˧kʰia̯w˩˩˦
พิมเสน	pʰim˧seːn˩˩˦
พิราบ	pʰi˦˥raːp̚˥˩
พิรุธ	pʰi˦˥rut̚˦˥
พิล	pʰɪl˥
พิลิปดา	pʰi˦˥lip̚˦˥daː˧
พิลึก	pʰi˥lɯk˧
พิลึกจริง	pʰi˥lɯk˧tɕɪŋ˥
พิวเตอร์	piw˥tʰɛː˧
พิษสุนัขบ้า	pʰit̚˦˥su˨˩nak̚˦˥baː˥˩
พิสูจน์	pʰi˦˥suːt̚˨˩
พิสูจน์	pʰísúːt
พิสูจน์สิ	pʰísúːtʰǐ
พิเรนทร์	pʰi˦˥reːn˧
พิเศษ	pi˥ʃe˧
พิโรธ	pʰi˦˥roːt̚˥˩
พิไนยกัน	pʰi˦˥naj˧kan˧
พิ้งแมน	pʰɪ̄ŋmɛ̄ːn
พี	piː˥
พี	pʰi
พี	pʰiː˧
พีกุง	pʰīkʰūŋ˥
พีช	pʰiːtɕʰ˦˥
พีชเชส	piːtɕʰeːs
พีซี	pʰiː˧siː˧
พีต้า	piːtaː
พีท	piːt
พีบิมบับ	pʰiː˧bim˧bap̚˨˩
พีพี	pʰiː˧pʰiː˧
พีอาร์	pʰiː˧ʔaː˧
พีเรียด	pʰiː˧ria̯t̚˨˩
พี่	pʰiː˥˩
พี่กอนวุค	piː˨kɔn˥wuk˧
พี่กุ๊ดดู	piː˨kɯː˥duː˧
พี่ก็	piːkɔ̀
พี่ก็รู้	piːkɔ̄ː
พี่ก็เหมือนกัน	piːkɔ̄ːmɯ̄aŋ
พี่ขอโทษ	piːkʰɔ̀ːtʰɔ̂ːt
พี่ขอโทษนะ	piːkʰɔ̀ːtʰɔ̀ːná
พี่ข้า	piːkʰâː
พี่ครับ	piːkʰráp
พี่คิดว่า	piːkʰɪtʰwɑː
พี่คิดว่าไง	piːkʰɪtʰwāːŋ
พี่ค่ะ	piːkʰá
พี่จะทำอะไร	piːʔtɕaːtʰamʔaːrai
พี่จะไปไหน	piːʔtɕaːpɤn
พี่จุยมิ่ง	piːʔtɕuːmʔiːŋ
พี่จ๋า	piː˨jaː˥
พี่ชาย	pʰiː˥˩tɕʰaːj˧
พี่ชายของคุณ	piːʔtɕʰaːjkōːŋkʰʊ̄n
พี่ชินวู	piːʃinʉ̄ː
พี่ซองจู	piːsɔ̌ːŋdzuː
พี่ซูโร	piːsuːroː
พี่ดงชอล	piː˥doŋ˧tɕʰaw˥
พี่ดงอุค	piːdoŋʔuːk
พี่ต้องไปแล้ว	piːtɤŋpajlɛːw
พี่นี่	piːnî
พี่น่ะ	piːnâ
พี่บอกว่า	piːbɔ̀ːkʷā
พี่บ่อกี้	piːboːkiː
พี่บ้าไปแล้วเหรอ	piːbaːpajlawhɛ̀
พี่พูดถูก	piːpuːtʰɯ̀k
พี่พูดเรื่องอะไร	piːpuːdrāːʔ
พี่มาแล้ว	piːmaːlɛ̀w
พี่รักเธอ	piːrákthɤ
พี่รู้	piːruː
พี่รู้มั้ย	piːruːmɛ̀
พี่รู้ไหม	piːruːmaɪ
พี่สะใภ้	piːsaːpʰaj
พี่สัญญา	piːsaɲaː
พี่สาว	pʰiː˥˩saːw˩˩˦
พี่สาวของเธอ	piːsɑ̀wkɔ̄ːntʰēː
พี่หมายถึง	piːmɛ̄ːtʰɯ̄ː
พี่หวังกุน	piːwɑ̄ːŋkun
พี่ฮะ	piː˧hɑː˥
พี่เนธาน	piːnɛːtʰaːn
พี่เบิ้ม	piːbɛ́ːm
พี่เลี้ยง	pʰiː˥˩lia̯ŋ˦˥
พี่เอง	pi˧ʔeːŋ˥
พี่แซม	piːsɛ̄ːm
พี่โมริน่า	piːmɔːrìnaː
พี่ไม่รู้	piːmɑ̀jruː
พี่ไม่เป็นไรนะ	piːmaɪ˥bɛːnrai˥naː
พี่ๆ	piː˥
พึมพำ	pʰɯm˥pʰam˥
พึมพำ	pʰɯm˧pʰam˧
พึ่	ʔɯ˥
พึ่ง	pʰɯŋ˥˩
พืชอวบน้ำ	pʰɯːt̚˥˩ʔua̯p̚˨˩naːm˦˥
พื้น	pʰɯːn˦˥
พื้น	pʰɯ̆n˩
พื้นดิน	pʰɯ̀ːndin
พุกาม	pʰu˦˥kaːm˧
พุง	pʰuŋ˧
พุช	pʰúʔ
พุซ	pʰus˧
พุดซ้อน	pʰut̚˦˥sɔːn˦˥
พุดดิ้ง	pʰútdīng
พุตเตอร์	pʰútʰɛ̀ːt
พุทธ	pʰut̚˦˥
พุทธ	pʰut̚˦˥tʰa˦˥
พุทธพาณิชย์	pʰut̚˦˥tʰa˦˥pʰaː˧nit̚˦˥
พุทธศก	pʰut̚˦˥tʰa˦˥sok̚˨˩
พุทธศักราช	pʰut̚˦˥tʰa˦˥sak̚˨˩ka˨˩raːt̚˨˩
พุทธะ	pʰut̚˦˥tʰaʔ˦˥
พุทธเซเล็บ	pʰut̚˦˥tʰa˦˥seː˧lep̚˦˥
พุธ	pʰut̚˦˥
พุส	pʰus˧
พุ่ง	pʰuŋ˥˩
พุ่ม	pʰum˥˩
พู	pʰuː˨
พูก้า	pʰûːkǎː
พูด	pʰuːt̚˥˩
พูด	pʰûːt˥
พูดกัน	puːtkan
พูดกันตรงๆ	puːtkantrɔŋʔ
พูดกันว่า	puːtkanwaː
พูดกับฉัน	pʰûːtkapʰɕʰǎn
พูดกับผม	puːtkap̚pʰom
พูดกับผมสิ	puːtkap̄msì
พูดครับ	puːtkʰráp
พูดความจริง	puːtkʰwaːmcɪŋ
พูดคำว่า	pʰûːtkʰamwa
พูดค่ะ	pʰûːtkʰá
พูดง่าย	puːdŋaːi
พูดจริง	pʰûːtʃɪŋ
พูดจริงนะ	pʰûːtʨìŋná
พูดจริงน่ะ	pʰûːtʃɪŋná
พูดจริงรึเปล่า	puːtʃɪŋrɯːbɛ̀ɛ̀
พูดจริงหรอ	pʰûːttɕìŋhɔ̀
พูดจริงอ่ะ	pʰûːtɕìŋʔâ
พูดจริงเหรอ	pʰuːtʃɪŋhɤː
พูดจริงๆ	pʰuːtʃɪŋʔ
พูดจริงๆนะ	pʰûːtʃɪŋʔná
พูดซิ	pʰûːtsi
พูดญี่ปุ่น	pʰûːtɕiːn˥
พูดดีๆ	pʰûːdì
พูดตรงๆนะ	pʰuːttrɔ̀ŋnâ
พูดตรงๆเลยนะ	puːttrɔ̀ːŋŋlɛ̄ːnà
พูดตามตรง	puːttaːmtrɔːŋ
พูดตามตรงนะ	pʰuːttaːmtɑ̀ːnná
พูดต่อ	pʰûːttɔ̀
