'day	daɪ̯
ligaw	lɪɣaʊ̯
ligawgaw	lɪɣaʊ̯ɣaʊ̯
ligaya	lɪɣajɐ
ligid	liɣɪd
ligid	lɪɣid
ligis	lɪɣis
ligo	liɣoʔ
ligo	lɪɣo
ligo	lɪɣoʔ
ligoy	liɣoɪ̯
ligpit	lɪɡpit
ligpitin	lɪɡpɪtin
ligsa	lɪɡsa
ligta	lɪɡtaʔ
ligtas	lɪɡtas
ligwak	lɪɡwak
ligwan	lɪɡwan
liha	lihɐ
liha	lihɐʔ
liha	lɪha
liham	lihɐm
lihi	lɪhi
lihi	lɪhiʔ
lihim	lihɪm
lihim	lɪhim
lihis	lɪhis
lihisan	lɪhɪsan
lihiya	lɪhiɐ
lihiya	lɪhɪa
liho	lihoʔ
lihukan	lihuxɐn
liig	liʔɪɡ
liig	lɪʔiɡ
liing	lɪʔiŋ
liit	liʔɪt
liit	lɪʔit
likas	lixɐs
likas	lɪxas
likat	lɪxat
likaw	lixaʊ̯
likaw	lɪxaʊ̯
likha	lɪkhaʔ
likido	lixɪdo
liknayan	lɪknajɐn
liko	lɪxoʔ
likod	lɪxod
likom	lixom
likom	lɪxom
likop	lixop
likop	lɪxop
likot	lɪxot
liksi	lɪksiʔ
likuran	lɪxʊɾan
lila	lilɐ
lila	lilɐʔ
lilagnat	lɪlɐɡnat
lilik	lilɪk
lilim	lilɪm
liling	lilɪŋ
lilip	lilɪp
lilip	lɪlip
lilipad	lɪlɪpad
lilo	lilo
lilok	lilok
lilok	lɪlok
lilom	lilom
lima	lɪma
limahi	lɪmahɪʔ
limahi	lɪmɐhiʔ
limahid	lɪmahɪd
limahid	lɪmɐhid
limampu	lɪmɐmpuʔ
limandaan	lɪmɐndɐʔan
limanlaksa	lɪmɐnlɐksaʔ
limas	lɪmas
limatik	lɪmatɪk
limatik	lɪmɐtik
limay	limaɪ̯
limay	lɪmaɪ̯
limbag	lɪmbaɡ
limbay	lɪmbaɪ̯
limeta	lɪmɛtɐ
limi	limɪ
limi	limɪʔ
limi	lɪmiʔ
limit	limɪt
limita	lɪmɪta
limitado	lɪmɪtado
limitasyon	lɪmɪtɐʃon
limlim	lɪmlim
limon	lɪmon
limonada	lɪmonadɐ
limonsito	lɪmonsito
limos	lɪmos
limot	limot
limot	lɪmot
limpa	limpɐ
limpa	lɪmpaʔ
limpak	lɪmpak
limpal	lɪmpal
limpik	lɪmpik
limpiyo	limpjo
limsiha	lɪmsihɐʔ
limusina	lɪmʊsinɐ
linab	lɪnab
linamnam	lɪnɐmnam
linang	lɪnaŋ
linangin	lɪnaŋɪn
linangin	lɪnɐŋin
linatsay	lɪnɐtʃaɪ̯
linaw	linaʊ̯
linay	linaɪ̯
linay	lɪnaɪ̯
lindayag	lɪndajɐɡ
lindol	lɪndol
lindulin	lɪndʊlin
linea	linɛɐ
linga	liŋɐ
linga	liŋɐʔ
linga	lɪŋa
linga	lɪŋaʔ
lingap	lɪŋap
lingaw	liŋaʊ̯
lingaw	lɪŋaʊ̯
lingawngaw	lɪŋaʊ̯ŋaʊ̯
linggal	lɪŋɡal
linggam	liŋɡɐm
linggatong	lɪŋɡatoŋ
linggaw	lɪŋɡaʊ̯
linggi	lɪŋɡiʔ
linggit	lɪŋɡit
linggo	lɪŋɡo
lingguhan	lɪŋɡuhɐn
lingguwista	lɪŋɡwistɐ
lingguwistika	lɪŋɡwistɪxɐ
lingid	lɪŋid
lingil	liŋɪl
lingil	lɪŋil
lingindayat	lɪŋindɐjat
lingindayat	lɪŋɪndajɐt
lingkaw	lɪŋkaʊ̯
lingkod	lɪŋkod
lingming	lɪŋmiŋ
lingo	lɪŋo
lingon	lɪŋon
linib	lɪnib
linis	linɛs
linis	linɪs
linis	lɪnis
linis	lɪnɛs
linisan	lɪnisɐn
linisan	lɪnɪsan
linisin	lɪnisɪn
linisin	lɪnɪsin
linlang	lɪnlaŋ
linsad	lɪnsad
linse	linsɛ
linsil	lɪnsil
linta	lɪntaʔ
lintik	lɪntik
lintos	lɪntos
linuknok	lɪnʊknok
linyada	lɪɲadɐ
lipa	lipɐʔ
lipa	lɪpa
lipad	lɪpad
lipak	lɪpak
lipana	lɪpanɐʔ
lipas	lipɐs
lipas	lɪpas
lipat	lipɐt
lipi	lipɪʔ
lipit	lipɪt
lipol	lipol
lipol	lɪpol
lipon	lipon
lipot	lipot
lipot	lɪpot
lipstik	lipstɪk
lipumpon	lɪpʊmpon
lipunan	lɪpunɐn
lipunan	lɪpʊnan
lipya	lipjɐʔ
lipya	lɪpjaʔ
lira	liɾɐ
lira	liɾɐʔ
lirika	liɾɪxɐ
liriks	liɾɪks
lirot	lɪɾot
liryo	liɾjo
lisa	lɪsaʔ
lisan	lisɐn
lisensiya	lɪsɛnʃɐ
lisensiyado	lɪsɛnʃado
lislis	lɪslis
liso	liso
liso	lɪso
liso	lɪsoʔ
lisok	lɪsok
lispu	lispʊ
lista	listɐ
lista	lɪsta
listahan	lɪstahɐn
listahan	lɪstɐhan
listo	listo
listo	lɪsto
litak	lɪtak
litang	lɪtaŋ
litaniya	lɪtɐniɐ
litanya	lɪtaɲɐ
litas	litɐs
litaw	lɪtaʊ̯
literal	lɪtɛɾal
literasiya	lɪtɛɾɐsiɐ
literasya	lɪtɛɾaʃɐ
literatura	lɪtɛɾɐtuɾɐ
lithaw	lɪthaʊ̯
litid	litɪd
litigante	lɪtɪɣantɛ
litigasyon	lɪtɪɣɐʃon
litik	litɪk
litir	litɪɾ
litis	litɪs
lito	lɪto
litograpiya	lɪtoɡɾɐpiɐ
litratista	lɪtɾɐtistɐ
litrato	lɪtɾato
litro	litɾo
litsiyas	lɪtʃiɐs
litson	lɪtʃon
liturhiya	lɪtuɾhɪɐ
lityo	litʃo
liwaliw	lɪwɐliʊ̯
liwanag	lɪwanɐɡ
liwas	liwɐs
liwas	lɪwas
liwasan	lɪwasɐn
liwasan	lɪwɐsan
liwat	liwɐt
liway	lɪwaɪ̯
liwayway	lɪwaɪ̯waɪ̯
liya	liɐʔ
liya	ljaʔ
liyab	ljab
liyabe	ljabɛ
liyad	ljad
liyag	ljaɡ
liyama	ljamɐ
liyamado	ljɐmado
liyampo	ljampo
liyampo	ljɐmpo
liyebre	ljɛbɾɛ
liyempo	ljɛmpo
liyit	liɪt
ll	j
ll	lj
ll	ʔɛljɛ
loa	loɐ
lobat	lobɐt
lobat	loʊ̯bɐt
lobo	lobo
lodi	lodɪ
logo	loɣo
logro	loɡɾo
lohika	lohɪxɐ
lohikal	lohɪxal
lohiko	lohɪxo
lohuwa	lohwɐ
loka	loxɐ
lokal	loxal
lokalidad	loxɐlɪdad
lokasyon	loxɐʃon
loko	loxo
lola	lolɐ
lolipap	lolɪpɐp
lolo	lolo
lomi	lomɪ
lomo	lomo
lona	lonɐ
longganisa	loŋɡɐnisɐ
longhitud	loŋhɪtud
lonta	lontɐ
loob	loʔob
loobkaphay	loʔobkɐphaɪ̯
look	loʔok
loro	loɾo
loryat	loɾjɐt
losyang	loʃɐŋ
losyon	loʃon
lote	lotɛ
loteng	lotɛŋ
loteriya	lotɛɾiɐ
loterya	lotɛɾjɐ
lowa	loɐ
lowat	loat
loyalista	lojɐlistɐ
luad	lʊʔad
luag	luʔɐɡ
lubak	lubɐk
lubak	lʊbak
lubang	lubɐŋ
lubaw	lubaʊ̯
lubay	lʊbaɪ̯
lubayan	lʊbɐjan
lubha	lʊbhaʔ
lubid	lubɪd
lubid	lʊbid
lubig	lʊbiɡ
lubigan	lʊbiɣɐn
lubigan	lʊbɪɣan
lublob	lʊblob
lubo	luboʔ
lubo	lʊbo
lubo	lʊboʔ
lubog	lʊboɡ
lubos	lʊbos
lubot	lʊbot
lubyak	lʊbjak
luga	luɣɐʔ
lugal	lʊɣal
lugami	lʊɣamɪʔ
lugami	lʊɣɐmiʔ
luganggang	lʊŋɡɐɣaŋ
lugas	lʊɣas
lugaw	luɣaʊ̯
lugaw	lʊɣaʊ̯
lugay	luɣaɪ̯
lugay	lʊɣaɪ̯
lugi	luɣɪ
lugi	luɣɪʔ
lugit	luɣɪt
luglog	lʊɡloɡ
lugmok	lʊɡmok
lugnas	lʊɡnas
lugo	lʊɣo
lugod	lʊɣod
lugot	luɣot
lugot	lʊɣot
lugpo	lʊɡpoʔ
lugso	lʊɡsoʔ
luha	luhɐʔ
luho	luho
luho	luhoʔ
luhod	lʊhod
luhuran	luhuɾɐn
luhuran	lʊhʊɾan
lukad	luxɐd
lukba	lʊkbaʔ
lukban	lʊkban
lukbot	lʊkbot
lukemya	lʊxɛmjɐ
luklok	lʊklok
luklukan	lʊkluxɐn
luklukan	lʊklʊxan
luko	luxo
luko	lʊxoʔ
lukob	luxob
lukob	lʊxob
lukong	lʊxoŋ
lukot	luxot
lukot	lʊxot
luksa	lʊksaʔ
lukso	lʊkso
lukto	lʊktoʔ
lukton	lʊkton
lukulok	lʊxʊlok
lukutan	lʊxutɐn
lula	lulɐʔ
lula	lʊlaʔ
lulam	lulɐm
lulan	lulɐn
lulay	lulaɪ̯
lulod	lʊlod
lulog	luloɡ
lulon	lʊlon
lulong	lʊloŋ
lulos	lulos
lulot	lulot
lulot	lʊlot
luma	lumɐʔ
luma	lʊma
lumabag	lʊmɐbaɡ
lumaban	lʊmabɐn
lumabas	lʊmɐbas
lumabo	lʊmaboʔ
lumabo	lʊmɐbo
lumakad	lʊmaxɐd
lumakas	lʊmɐxas
lumakdang	lʊmɐkdaŋ
lumaki	lʊmɐxi
lumaki	lʊmɐxɛ
lumalaban	lʊmɐlabɐn
lumalabas	lʊmɐlɐbas
lumambitin	lʊmɐmbitɪn
lumamig	lʊmɐmiɡ
lumanay	lʊmanaɪ̯
lumangoy	lʊmɐŋoɪ̯
lumapastangan	lʊmɐpɐstaŋɐn
lumapirot	lʊmɐpɪɾot
lumapit	lʊmapɛt
lumapit	lʊmapɪt
lumay	lumaɪ̯
lumay	lʊmaɪ̯
lumaya	lʊmajɐʔ
lumayas	lʊmajɐs
lumayo	lʊmajoʔ
lumayo	lʊmɐjoʔ
lumba	lʊmba
lumba	lʊmbaʔ
lumbak	lʊmbak
lumbang	lʊmbaŋ
lumbay	lʊmbaɪ̯
lumbo	lʊmbo
lumbo	lʊmboʔ
lumboy	lʊmboɪ̯
lumi	lumɪʔ
lumi	lʊmiʔ
lumigwak	lʊmɪɡwak
lumihis	lʊmɪhis
lumiit	lʊmɪʔit
lumikha	lʊmɪkhaʔ
lumilipad	lʊmɪlɪpad
luminaw	lʊminaʊ̯
lumindol	lʊmɪndol
luminis	lʊminɪs
lumipad	lʊmɪpad
lumipol	lʊmipol
lumiwanag	lʊmɪwanɐɡ
lumo	lumo
lumo	lumoʔ
lumo	lʊmo
lumon	lʊmon
lumot	lumot
lumpia	lʊmpjaʔ
lumpiya	lʊmpjaʔ
lumpo	lʊmpo
lumpok	lʊmpok
lumpon	lʊmpon
lumuha	lʊmuhɐʔ
lumuklok	lʊmʊklok
lumundag	lʊmʊndaɡ
lumutang	lʊmutɐŋ
lumuwag	lʊmwaɡ
lunak	lʊnak
lunan	lʊnan
lunas	lunɐs
lunas	lʊnas
lunatiko	lʊnatɪxo
lunaw	lunaʊ̯
lunaw	lʊnaʊ̯
lundag	lʊndaɡ
lunday	lʊndaɪ̯
lundo	lʊndoʔ
lunes	lunɛs
lungad	luŋɐd
lungad	lʊŋad
lungas	lʊŋas
lungaw	lʊŋaʊ̯
lungayngay	lʊŋaɪ̯ŋaɪ̯
lungga	lʊŋɡaʔ
lunggati	lʊŋɡɐtiʔ
lungib	lʊŋib
lungkag	lʊŋkaɡ
lungkot	lʊŋkot
lungos	luŋos
lungsod	lʊnsod
lungti	lʊntiʔ
lungtian	lʊntiʔɐn
lungtian	lʊntɪʔan
luningning	lʊnɪŋniŋ
luno	lʊno
lunod	lunod
lunod	lʊnod
lunok	lʊnok
lunos	lunos
lunot	lunot
lunot	lʊnot
lunsad	lʊnsad
lunsod	lʊnsod
lunti	lʊntiʔ
luntian	lʊntiʔɐn
luntian	lʊntɪʔan
luntidinsol	lʊntɪdɪnsol
lunukin	lʊnʊxin
lunurin	lʊnuɾɪn
luog	luʔoɡ
luoy	lʊʔoɪ̯
lupa	lupɐʔ
lupagi	lʊpaɣɪʔ
lupagi	lʊpɐɣiʔ
lupain	lʊpɐʔin
lupak	lʊpak
lupalop	lʊpalop
lupasay	lʊpasaɪ̯
lupasay	lʊpɐsaɪ̯
lupaypay	lʊpaɪ̯paɪ̯
lupi	lʊpiʔ
lupig	lupɪɡ
lupig	lʊpiɡ
luping	lupɪŋ
luping	lʊpiŋ
lupit	lʊpit
lupit	lʊpɛt
lupog	lupoɡ
lupog	lʊpoɡ
lupon	lupon
lura	lʊɾaʔ
lusak	lusɐk
lusak	lʊsak
lusaw	lusaʊ̯
lusaw	lʊsaʊ̯
lusay	lusaɪ̯
lusay	lʊsaɪ̯
lusero	lʊsɛɾo
luses	lusɛs
lusis	lusɪs
luslos	lʊslos
lusob	lusob
lusog	lʊsoɡ
lusok	lusok
lusok	lʊsok
lusong	lusoŋ
lusong	lʊsoŋ
lusot	lʊsot
lustay	lʊstaɪ̯
lusubin	lʊsubɪn
lutad	lʊtad
lutang	lutɐŋ
lutang	lʊtaŋ
lutas	lutɐs
lutas	lʊtas
lutay	lutaɪ̯
lutay	lʊtaɪ̯
luto	luto
luto	lutoʔ
luto	lʊtoʔ
lutong	lʊtoŋ
luwa	luɐ
luwa	lwaʔ
luwad	lwad
luwag	lwaɡ
luwag	lʊʔaɡ
luwal	lwal
luwalhati	lwɐlhatɪʔ
luwan	lwan
luwang	lwaŋ
luwas	lwas
luwat	lwat
luway	lwaɪ̯
luya	lujɐ
luyok	lujok
luyok	lʊjok
luyos	lujos
m	m
m	mɐ
m	ʔɛm
m	ʔɛmɛ
maaari	mɐʔɐʔaɾɪʔ
maabilidad	mɐʔɐbɪlɪdad
maabo	mɐʔɐbo
maadik	mɐʔadɪk
maagap	mɐʔaɣɐp
maagos	mɐʔaɣos
maagrabyado	mɐʔɐɡɾɐbjado
maako	mɐʔɐxo
maaktuhan	mɐʔɐktʊhan
maalalahanin	mɐʔɐlɐlɐhɐnin
maalam	mɐʔalɐm
maalam	mɐʔɐlam
maalamat	mɐʔɐlɐmat
maalapaap	mɐʔɐlɐpaʔɐp
maalat	mɐʔalɐt
maalintana	mɐʔɐlɪntanɐ
maaliwalas	mɐʔɐlɪwalɐs
maalon	mɐʔalon
maamag	mɐʔamɐɡ
maambunan	mɐʔɐmbʊnan
maamo	mɐʔamoʔ
maanak	mɐʔanɐk
maanak	mɐʔɐnak
maang	mɐʔaŋ
maangal	mɐʔaŋɐl
maangal	mɐʔɐŋal
maangas	mɐʔaŋɐs
maangas	mɐʔɐŋas
maanggo	mɐʔɐŋɡo
maanghang	mɐʔɐŋhaŋ
maano	mɐʔɐno
maanta	mɐʔɐnta
maantot	mɐʔɐntot
maapoy	mɐʔɐpoɪ̯
maaraw	mɐʔaɾaʊ̯
maari	mɐʔaɾɪʔ
maarte	mɐʔaɾtɛ
maasim	mɐʔasɪm
maasin	mɐʔɐsin
maatik	mɐʔɐtik
maawain	mɐʔɐwɐʔin
maayos	mɐʔajos
mababa	mɐbabɐʔ
mababa	mɐbɐba
mababangis	mɐbɐbɐŋis
mababaw	mɐbabaʊ̯
mabagal	mɐbaɣɐl
mabagsakan	mabɐɡsɐxan
mabagsik	mɐbɐɡsik
mabagyo	mɐbɐɡjo
mabaho	mɐbahoʔ
mabait	mɐbɐʔit
mabakas	mabɐxas
mabakas	mɐbɐxas
mabalahibo	mɐbɐlɐhibo
mabalakid	mabɐlaxɪd
mabalakid	mɐbɐlaxɪd
mabalakubak	mɐbɐlɐxubɐk
mabalang	mɐbalɐŋ
mabalasik	mɐbɐlasɪk
mabali	mɐbalɪʔ
mabanas	mabɐnas
mabanas	mɐbɐnas
mabangis	mɐbɐŋis
mabango	mɐbɐŋo
mabantot	mɐbɐntot
mabasa	mabasɐ
mabasa	mabɐsaʔ
mabasa	mɐbasɐ
mabasa	mɐbɐsa
mabasa	mɐbɐsaʔ
mabasag	mɐbasɐɡ
mabato	mabɐto
mabato	mɐbɐto
mabayaran	mɐbɐjaɾɐn
mabibig	mɐbɪbiɡ
mabibigat	mɐbɪbɪɣat
mabigat	mɐbɪɣat
mabigatan	mɐbɪɣɐtan
mabigo	mɐbɪɣoʔ
mabikas	mɐbixɐs
mabilis	mɐbɪlis
mabilisan	mabɪlisɐn
mabilog	mɐbiloɡ
mabini	mɐbinɪʔ
mabintog	mɐbɪntoɡ
mabisa	mɐbisɐʔ
mabitamina	mɐbɪtɐminɐ
mabolo	mɐbolo
mabosesan	mɐbosɛsɐn
mabubulaklak	mɐbʊbʊlɐklak
mabubuwisit	mɐbʊbwisɪt
mabudol	mɐbudol
mabuhangin	mɐbʊhaŋɪn
mabuhay	mɐbuhaɪ̯
mabuhok	mɐbʊhok
mabuhol	mabʊhol
mabuhol	mɐbʊhol
mabula	mɐbʊlaʔ
mabulaklak	mɐbʊlɐklak
mabulas	mɐbulɐs
mabulbol	mɐbʊlbol
mabulo	mɐbulo
mabunga	mɐbuŋɐ
mabunganga	mɐbʊŋaŋɐʔ
mabunutan	mɐbʊnutɐn
mabunyi	mɐbʊɲiʔ
maburok	mɐbuɾok
maburol	mabuɾol
maburol	mɐbʊɾol
maburyong	mɐbʊɾjoŋ
mabusisi	mɐbʊsisɪʔ
mabuti	mɐbutɛ
mabuti	mɐbutɪ
mabutig	mɐbʊtiɡ
mabuto	mɐbʊto
mabuway	mɐbwaɪ̯
mabuwaya	mabwajɐ
mabuwaya	mɐbwajɐ
mabuwisit	mɐbwisɪt
madadaldal	mɐdadɐldal
madaga	mɐdɐɣaʔ
madagim	mɐdɐɣim
madagta	mɐdɐɡtaʔ
madahon	mɐdahon
madalang	mɐdalɐŋ
madalas	mɐdɐlas
madaldal	mɐdɐldal
madali	mɐdɐliʔ
madalian	madɐliʔɐn
madalian	mɐdɐlɪʔan
madamay	mɐdamaɪ̯
madamo	mɐdɐmo
madamot	mɐdamot
madaya	madajɐʔ
madaya	mɐdajɐʔ
madeskaril	mɐdɛskɐɾil
madiin	mɐdɪʔin
madila	mɐdilɐʔ
madilaw	mɐdɪlaʊ̯
madilim	mɐdɪlim
madiskaril	mɐdɪskɐɾil
madiwa	mɐdiwɐʔ
madla	mɐdlaʔ
madlakasan	mɐdlɐxasɐn
madrama	mɐdɾamɐ
madrasa	mɐdɾasɐ
madrasta	mɐdɾastɐ
madrastra	mɐdɾastɾɐ
madre	madɾɛ
madugo	mɐdʊɣoʔ
madula	mɐdulɐʔ
madula	mɐdʊlaʔ
madulas	madʊlɐs
madulas	mɐdʊlas
madumi	madʊmi
madumi	mɐdʊmi
madyong	mɐdʒoŋ
maestra	mɐɛstɾɐ
maestra	mɐʔɛstɾɐ
maestro	mɐɛstɾo
maestro	mɐʔɛstɾo
magaan	mɐɣaʔɐn
magaan	mɐɣɐʔan
magaanan	mɐɣɐʔɐnan
magabok	mɐɣɐbok
magaganap	mɐɣɐɣɐnap
magaganda	mɐɣɐɣɐnda
magagandahan	mɐɣɐɣɐndɐhan
magalang	mɐɣalɐŋ
magalit	mɐɣalɪt
maganap	mɐɣɐnap
maganda	mɐɣɐnda
magandahan	mɐɣɐndɐhan
magarbo	mɐɣaɾbo
magaslaw	mɐɣɐslaʊ̯
magaso	mɐɣɐso
magaspang	mɐɣɐspaŋ
magastos	mɐɣastos
magat	maɣɐt
magatas	mɐɣatɐs
magawa	mɐɣɐwaʔ
magayot	mɐɣɐjot
magbababoy	mɐɡbɐbɐboɪ̯
magbabakal	mɐɡbɐbaxɐl
magbabakal	mɐɡbɐbɐxal
magbabalot	mɐɡbɐbɐlot
magbabaon	mɐɡbɐbaʔon
magbabaon	mɐɡbɐbɐʔon
magbabasa	mɐɡbɐbɐsa
magbabasa	mɐɡbɐbɐsaʔ
magbakal	mɐɡbaxɐl
magbakal	mɐɡbɐxal
magbakasakali	mɐɡbɐxasɐxalɛʔ
magbakasakali	mɐɡbɐxasɐxalɪʔ
magbalatkayo	mɐɡbɐlɐtkɐjoʔ
magbalik	maɡbɐlik
magbanda	mɐɡbandɐ
magbansag	mɐɡbɐnsaɡ
magbanta	mɐɡbɐntaʔ
magbaon	mɐɡbaʔon
magbaon	mɐɡbɐʔon
magbarena	mɐɡbɐɾɛnɐ
magbasa	mɐɡbɐsa
magbasa	mɐɡbɐsaʔ
magbasanlot	mɐɡbɐsɐnlot
magbati	mɐɡbɐti
magbati	mɐɡbɐtiʔ
magbawas	mɐɡbɐwas
magbayad	mɐɡbajɐd
magbenta	mɐɡbɛntɐ
magbentilador	mɐɡbɛntɪlɐdoɾ
magbibigas	mɐɡbɪbiɣɐs
magbibigas	mɐɡbɪbɪɣas
magbigay	mɐɡbɪɣaɪ̯
magbigti	mɐɡbɪɡti
magbigti	mɐɡbɪɡtiʔ
magbihis	mɐɡbihɪs
magbilad	mɐɡbɪlad
magbili	mɐɡbɪli
magbinata	mɐɡbɪnɐtaʔ
magbiro	mɐɡbɪɾoʔ
magbisikleta	mɐɡbɪsɪklɛtɐ
magbiyahe	mɐɡbjahɛ
magbobote	mɐɡbobotɛ
magbrotsa	mɐɡbɾotʃɐ
magbubukid	mɐɡbʊbuxɪd
magbubukid	mɐɡbʊbʊxid
magbukid	mɐɡbuxɪd
magbulakbol	mɐɡbʊlɐkbol
magbutas	mɐɡbʊtas
magdagdag	mɐɡdɐɡdaɡ
magdala	mɐɡdɐla
magdalaga	mɐɡdɐlɐɣa
magdamag	mɐɡdɐmaɡ
magdaos	pɐɡdaʔos
magdasal	mɐɡdɐsal
magdaspan	mɐɡdaspɐn
magdede	mɐɡdɛdɛ
magdede	mɐɡdɛdɛʔ
magdedeliryo	mɐɡdɛdɛliɾjo
magdeliryo	mɐɡdɛliɾjo
magdemanda	mɐɡdɛmandɐ
magdilig	mɐɡdɪliɡ
magdroga	mɐɡdɾoɣɐ
magdyip	mɐɡdʒip
maggantsilyo	mɐɡɡɐntʃiljo
maggapas	mɐɡɡapɐs
maggatong	mɐɡɡatoŋ
maggayat	mɐɡɡɐjat
maggiba	mɐɡɡɪbaʔ
magha	mɐɡhaʔ
maghabilin	mɐɡhɐbilɪn
maghabla	mɐɡhɐbla
maghagilap	mɐɡhɐɣɪlap
maghahasik	mɐɡhɐhasɪk
maghahasik	mɐɡhɐhɐsik
maghalabos	mɐɡhɐlɐbos
maghalal	mɐɡhɐlal
maghalili	mɐɡhɐlilɪ
maghalili	mɐɡhɐlɪli
maghanap	mɐɡhɐnap
maghanapbuhay	mɐɡhanɐpbuhaɪ̯
maghanda	mɐɡhɐndaʔ
maghangad	mɐɡhɐŋad
maghapon	mɐɡhapon
maghari	mɐɡhaɾɪʔ
maghasik	mɐɡhɐsik
maghati	mɐɡhatɪʔ
maghatid	mɐɡhɐtid
maghawak	mɐɡhawɐk
maghiganti	mɐɡhɪɣɐnti
maghikab	mɐɡhɪxab
maghikahos	mɐɡhɪxɐhos
maghikaw	mɐɡhixaʊ̯
maghilamos	mɐɡhɪlamos
maghilik	mɐɡhɪlik
maghimagsik	mɐɡhɪmɐɡsik
maghimutok	mɐɡhɪmʊtok
maghinala	mɐɡhɪnalɐʔ
maghingalo	mɐɡhɪŋɐlo
maghintay	mɐɡhɪntaɪ̯
maghinto	mɐɡhɪntoʔ
maghinuha	mɐɡhɪnuhɐʔ
maghirap	mɐɡhiɾɐp
maghitso	mɐɡhɪtʃo
maghiwalay	mɐɡhɪwɐlaɪ̯
maghiyas	mɐɡhɪas
maghubad	mɐɡhʊbad
maghugas	mɐɡhuɣɐs
maghuhuwego	mɐɡhʊhwɛɣo
maghulog	mɐɡhuloɡ
maghumpay	mɐɡhʊmpaɪ̯
maghuramentado	mɐɡhʊɾɐmɛntado
magigi	mɐɣiɣɪʔ
magiging	mɐɣiɣɪŋ
maginaw	mɐɣɪnaʊ̯
maging	maɣɪŋ
maging	mɐɣiŋ
maginoo	maɣɪnoʔo
maginoo	mɐɣɪnoʔo
magisnan	mɐɣɪsnan
magiting	mɐɣitɪŋ
magjakol	mɐɡdʒɐxol
magkaaway	mɐɡkɐʔawaɪ̯
magkabagang	mɐɡkɐbɐɣaŋ
magkabit	mɐɡkɐbit
magkaibigan	mɐɡkɐʔɪbiɣɐn
magkakahoy	mɐɡkɐxɐhoɪ̯
magkakaibigan	mɐɡkɐxɐʔɪbiɣɐn
magkakalapati	mɐɡkɐxɐlɐpatɪ
magkakarayom	mɐɡkɐxɐɾajom
magkakarayom	mɐɡkɐxɐɾɐjom
magkakari	maɡkɐxɐɾɪ
magkakari	mɐɡkɐxaɾɪ
magkakari	mɐɡkɐxɐɾi
magkakarne	mɐɡkɐxɐɾnɛ
magkakaroon	mɐɡkɐxɐɾon
magkakaroon	mɐɡkɐxɐɾoʔon
magkakatay	mɐɡkɐxataɪ̯
magkakatay	mɐɡkɐxɐtaɪ̯
magkalat	mɐɡkalɐt
magkalat	mɐɡkɐlat
magkali	mɐɡkalɪ
magkamali	mɐɡkamɐliʔ
magkamali	mɐɡkɐmɐliʔ
magkanlong	mɐɡkɐnloŋ
magkano	mɐɡkano
magkaroon	mɐɡkɐɾon
magkaroon	mɐɡkɐɾoʔon
magkasakit	mɐɡkɐsɐxit
magkasiya	mɐɡkaʃɐ
magkatakob	mɐɡkɐtaxob
magkataon	mɐɡkatɐʔon
magkatapat	mɐɡkatɐpat
magkatapat	mɐɡkɐtɐpat
magkatay	mɐɡkataɪ̯
magkausap	mɐɡkɐʔusɐp
magkautang	mɐɡkɐʔutɐŋ
magkekeso	mɐɡkɛxɛso
magkeso	mɐɡkɛso
magkeyk	mɐɡkɛɪ̯k
magkudeta	mɐɡkudɛtɐ
magkumahog	mɐɡkʊmɐhoɡ
magkumot	mɐɡkumot
magkunwari	mɐɡkʊnwɐɾiʔ
magkuwenta	mɐɡkwɛntɐ
magkuwento	mɐɡkwɛnto
magkwento	mɐɡkwɛnto
maglaba	mɐɡlɐba
maglabas	mɐɡlɐbas
maglagay	mɐɡlɐɣaɪ̯
maglaho	mɐɡlahoʔ
maglakad	mɐɡlɐxad
maglakbay	mɐɡlɐkbaɪ̯
maglalako	mɐɡlɐlaxoʔ
maglalako	mɐɡlɐlɐxoʔ
maglalaway	mɐɡlɐlɐwaɪ̯
maglampungan	mɐɡlɐmpuŋɐn
maglamyerda	mɐɡlɐmjɛɾdɐ
maglandi	mɐɡlɐndiʔ
maglanggas	mɐɡlɐŋɡas
maglangib	mɐɡlɐŋib
maglango	mɐɡlɐŋo
maglantod	mɐɡlɐntod
maglapa	mɐɡlapɐʔ
maglapastangan	mɐɡlɐpɐstaŋɐn
maglarawan	mɐɡlɐɾawɐn
maglaro	mɐɡlɐɾoʔ
maglasing	mɐɡlɐsiŋ
maglaslas	mɐɡlɐslas
maglaso	mɐɡlaso
maglaway	mɐɡlɐwaɪ̯
maglibing	mɐɡlɪbiŋ
maglihi	mɐɡlɪhiʔ
maglingid	mɐɡlɪŋid
maglingkod	mɐɡlɪŋkod
maglinis	mɐɡlinɪs
maglista	mɐɡlɪsta
magliwaliw	mɐɡlɪwɐliʊ̯
magloko	mɐɡloxo
maglola	mɐɡlolɐ
maglolo	mɐɡlolo
maglustay	mɐɡlʊstaɪ̯
magluto	mɐɡluto
magluto	mɐɡlutoʔ
magluwat	mɐɡlwat
magma	maɡmɐ
magmadali	mɐɡmɐdɐliʔ
magmahal	mɐɡmɐhal
magmakaawa	mɐɡmɐxɐʔawɐʔ
magmalinis	mɐɡmɐlɪnis
magmaliw	mɐɡmaliʊ̯
magmana	mɐɡmanɐ
magmaneho	mɐɡmɐnɛho
magmaniobra	mɐɡmɐnɪʔobɾɐ
