অ	a
বর্শা	bɔrʃa
বর্ষণ	bɔɾʃɔn
বর্ষণবিধৌত	bɔɹʃɔnbid̪ʱou̯t̪
বর্ষণবিধৌত	bɔɾʃɔnbid̪ʱou̯t̪
বর্ষা	bɔɹʃaˑ
বর্ষা	bɔɾʃaˑ
বল	bolˈʃˈ
বলকান	bɔlokan
বলদ	bɔlod̪
বলবৎ	bolɣot
বলয়	boloi
বলা	bɔlaˑ
বলি	bolˈi
বলিউড	boliu̯d
বলিউড	boliu̯ɖ
বলে	bole
বল্টু	bɔl̪tuˑ
বল্টু	bɔɭʈuˑ
বশির	boʃiɹ
বশির	boʃiɾ
বস	bɔs
বস	bɔːs
বসতি	bosɔt̪i
বসন্ত	bosnto
বসন্ত	bɔʃont̪oˑ
বসা	bosa
বসু	bos̠uˑ
বসুন্ধরা	boʃund̪ʱɔɹaˑ
বসুন্ধরা	boʃund̪ʱɔɾaˑ
বসে	boʃe
বসে	ˈbɔʃe
বস্তা	bɔst̪aˑ
বহুব্রীহি	boɦubɹiɦiˑ
বহুব্রীহি	boɦubɾiɦiˑ
বহেড়া	bɔɦeɹaˑ
বহেড়া	bɔɦeɽaˑ
বহেড়া	bɔɦeɾaˑ
বা	baː
বা	baˑ
বাঁ	baː
বাঁ	baˑ
বাঁ	bãː
বাঁ	bãˑ
বাঁকা	baka
বাঁকা	bakaˑ
বাঁকা	bãkaˑ
বাঁকানো	vakano
বাঁচা	batɕaˑ
বাঁচা	batʃa
বাঁচা	bãtʃaˑ
বাঁচানো	bãtʃano
বাঁড়া	baɹaˑ
বাঁড়া	bãɽaˑ
বাঁড়া	bãɾaˑ
বাঁদর	bad̪oɹ
বাঁদর	bãd̪oɾ
বাঁধ	bad̪
বাঁধ	bãd̪
বাঁধা	bãd̪ʱa
বাঁধানো	bãd̪ʱano
বাঁশ	bãʃ
বাঁশি	bãʃi
বাঁশি	bʃʃi
বাংলা	baŋlaˑ
বাংলাদেশ	baŋlad̪eʃ
বাংলাদেশী	baŋlad̪eʃiˑ
বাংলাদেশে	baŋlad̪eʃeˑ
বাংলায়	baŋlae̯
বাইচ	bai̯s
বাইচ	bai̯tɕ
বাইচ	bai̯tʃ
বাইচ	bai̯t̪s
বাইট	bai̯t
বাইট	bai̯ʈ
বাইরে	baɪɾe
বাইসন	aʃn
বাউন্ডারি	bondaɾi
বাউল	bäu̯l
বাকি	bakiˑ
বাক্য	bakoɾ
বাক্য	bakːoˑ
বাক্স	bakʃoˑ
বাগ	bag
বাগধারা	bagd̪ʱaɹaˑ
বাগধারা	bagd̪ʱaɾaˑ
বাগান	bagan
বাগার	bagaɹ
বাগার	bagaɾ
বাগিচা	bagitɕaˑ
বাগিচা	bagitʃaˑ
বাগেরহাট	bageɾɦat
বাগেরহাট	bageɾɦaʈ
বাঘ	bag
বাঘ	baga
বাঘিনি	bagʱiniˑ
বাঙলা	baŋla
বাঙালি	baŋaliˑ
বাঙ্গলা	mangla
বাঙ্গালী	baŋgaliˑ
বাচাল	batɕal
বাচাল	batʃal
বাচ্চা	batɕːaˑ
বাচ্চা	batʃːaˑ
বাছা	batʃʰaˑ
বাছুর	batɕʰuɹ
বাছুর	batʃʰuɾ
বাজ	vatʃ
বাজা	badʑaˑ
বাজা	badʒaˑ
বাজানো	badʑanoˑ
বাজানো	badʒanoˑ
বাজার	badʑaɹ
বাজার	badʒaɾ
বাজার	bazaɹ
বাজার	bazaɾ
বাজি	vadʒi
বাজে	badʑeˑ
বাজে	badʒeˑ
বাজেভাবে	badʑeːbʱaːbe
বাট	baːʈ̟
বাটপাড়	batpaɹ
বাটপাড়	baʈpaɽ
বাটপাড়	baʈpaɾ
বাটি	batiˑ
বাটি	baʈiˑ
বাড়া	baɹaˑ
বাড়া	baɽaˑ
বাড়া	baɾaˑ
বাড়ি	baɹiˑ
বাড়ি	baɽiˑ
বাড়ি	baɾiˑ
বাড্ডা	badːaˑ
বাড্ডা	baɖːaˑ
বাণ	bal
বাতাস	batas
বাতাস	bat̪aʃ
বাতাসে	ˈbat̪aʃe
বাতি	bati
বাথরুম	batˈɾum
বাদক	bad̪ɔk
বাদশাজাদা	bad̪ʃadʑad̪aˑ
বাদশাজাদা	bad̪ʃadʒad̪aˑ
বাদশাহ	bad̪ʃaˑ
বাদাম	bad̪am
বাদামী	badami
বাদুড়	bad̪uɹ
বাদুড়	bad̪uɽ
বাদুড়	bad̪uɾ
বাদে	badɛ
বানচাল	bntʃan
বানর	banoɾ
বানর	banuʒ
বানান	banan
বানানো	banano
বানিয়ে	ɓanie
বান্দর	band̪oɹ
বান্দর	band̪oɾ
বান্দরবান	band̪oɹban
বান্দরবান	band̪oɹbɔn
বান্দরবান	band̪oɾban
বান্ধবী	band̪ʱobiˑ
বাবলা	bablaˑ
বাবা	babaˑ
বাবু	babuˑ
বাবুই	babu̯iˑ
বাবুর্চি	babuɹtɕiˑ
বাবুর্চি	babuɾtʃiˑ
বাম	bam
বাম	bamp
বাম	baːm
বার	baɹ
বার	baɾ
বার	baːɾ
বারণ	baron
বারাণসী	baɹanoʃiˑ
বারাণসী	baɾanoʃiˑ
বারান্দা	baɹand̪aˑ
বারান্দা	baɾand̪aˑ
বারি	baɹiˑ
বারি	baɾiˑ
বারিধারা	baɹid̪ʱaɹaˑ
বারিধারা	baɾid̪ʱaɾaˑ
বারুশ	baɹuʃ
বারুশ	baɾuʃ
বারো	baɹoˑ
বারো	baɾoˑ
বার্তাকু	baɹt̪akuˑ
বার্তাকু	baɾt̪akuˑ
বার্ষিকী	barʃiki
বাল	bal
বালতি	bal̪t̪iˑ
বালি	bali
বালিশ	baliʃ
বালিশ	balˈiʃ
বালু	balˈu
বাল্যবিবাহ	balːobibaɦoˑ
বাষ্প	baʃpoˑ
বাস	bas
বাস	baʃ
বাস	baːs
বাস	baːʃ
বাসনা	baʃnaˑ
বাসনা	baʃonaˑ
বাসনা	bʃɔnaˑ
বাসন্তী	baʃont̪iˑ
বাসমতী	baʃmɔt̪iˑ
বাসা	baʃaˑ
বাসা	bˈaʃa
বাসিন্দা	baʃind̪a
বাহাউদ্দিন	baɦau̯d̪ːin
বাহানা	baɦanaˑ
বাহার	baɦaɹ
বাহার	baɦaɾ
বি	bi
বিকাল	bikal
বিচ্ছিরি	bitɕʰːiɹiˑ
বিচ্ছিরি	bitʃʰːiɾiˑ
বিছনা	bisnaˑ
বিছানা	bitɕʰanaˑ
বিছানা	bitʃʰanaˑ
বিছানো	bitɕʰanoˑ
বিছানো	bitʃʰanoˑ
বিজন	idʒoan
বিজয়	bidʑɔe̯
বিজয়	bidʒɔe̯
বিজলী	bidʑliˑ
বিজলী	bidʒliˑ
বিজেতা	bidʒeta
বিজেপি	bidʒepiˑ
বিজোড়	bizjoɾ
বিজ্ঞান	bigːan
বিজ্ঞান	bigːæn
বিজ্ঞানী	bigːæniˑ
বিজ্ঞানী	bigːɛniˑ
বিজ্ঞাপন	bigːapon
বিড়াল	β̞iɾal
বিড়ি	biɹiˑ
বিড়ি	biɽiˑ
বিড়ি	biɾiˑ
বিদায়	bid̪ae̯
বিদেশ	bid̪eʃ
বিদেশি	bid̪eʃiˑ
বিদেশিনী	bid̪eʃiniˑ
বিদেশে	bideʃe
বিদ্যা	bid̪ːaˑ
বিদ্যালয়	bid̪ːalɔe̯
বিধবা	bid̪ʱobaˑ
বিন্দু	bind̪uˑ
বিপরীতকামী	bipoɹit̪kamiˑ
বিপরীতকামী	bipoɾit̪kamiˑ
বিপাশা	bipaʃaˑ
বিফল	bifon
বিবর্তন	ɣ̞iβ̞oɾt̪on
বিবাহ	bibaɦoˑ
বিবেক	bibˈek
বিভক্ত	bibokt̪o
বিভাগ	bibʱag
বিভাগ	bivag
বিভাজন	bibʱadʑɔn
বিভাজন	bibʱadʒɔn
বিভাজন	bivadʑɔn
বিভাজন	bivadʒɔn
বিভিন্ন	bibʱinːoˑ
বিভিন্ন	bivinːoˑ
বিভিন্নতা	bibʱinːot̪aˑ
বিভিন্নতা	bibʱinːɔt̪aˑ
বিভিন্নতা	bivinːot̪aˑ
বিভিন্নতা	bivinːɔt̪aˑ
বিভিন্নতা	bjbʱiɳnʊt̪a
বিমল	bimɔl
বিমানপোত	β̞imanpot̪
বিমানবন্দর	bimänbɔ̜nd̪oˑɾ
বিমানবল	biːmanˈbɔl
বিমানবালা	bimanːbala
বিয়াই	bi̯ai̯
বিয়ান	bi̯an
বিয়ে	bi̯eˑ
বিরল	biɹɔl
বিরল	biɾɔl
বিরান	biɹan
বিরান	biɾan
বিরিয়ানি	biɹi̯aniˑ
বিরিয়ানি	biɾi̯aniˑ
বিরুদ্ধে	biɹud̪ʱːeˑ
বিরুদ্ধে	biɾud̪ʱːeˑ
বিরূপ	bjɾup
বিলাই	bilai̯
বিলাতি	bilat̪iˑ
বিলি	bili
বিলিতি	bilit̪iˑ
বিলিয়ন	bili̯jon
বিলেতি	bilet̪iˑ
বিশ	biz
বিশ	biʃ
বিশ	biːʃ
বিশাল	biʃal
বিশাল	biʃˈal
বিশেষণ	biʃeʃɔn
বিশেষণ	biʃɛʃɔn
বিশেষ্য	biʃeʃːoˑ
বিশ্ব	biʃːoˑ
বিশ্বকর্মা	biʃɔkɾmaˑ
বিশ্ববিদ্যালয়	biʃːobid̪ːalɔe̯
বিশ্বস্ত	biʃːɔst̪oˑ
বিশ্বাস	biʃːaʃ
বিশ্রী	bisɹiˑ
বিশ্রী	bisɾiˑ
বিষ	biʃ
বিষ	biːʃ
বিষক্রিয়া	biʃokria
বিষয়	biʃɔe̯
বিষয়ে	biʃɔeˑ
বিষ্টু	biʂʈuˑ
বিষ্যুদবার	biʃːud̪baɹ
বিষ্যুদবার	biʃːud̪baɾ
বিসমিল্লাহ	bismilːaˑ
বিস্কুট	biskut
বিস্কুট	biskuʈ
বিস্তার	bistaɾ
বিস্তারিত	bist̪aɹit̪oˑ
বিস্তারিত	bist̪aɾit̪oˑ
বিস্ফোরণ	bispoɾon
বিহনে	biɦɔneˑ
বিহান	nihan
বিহার	biɦaɹ
বিহার	biɦaɾ
বিহ্বল	biu̯bʱɔl
বিহ্বল	biu̯vɔl
বীজ	bidʑ
বীজ	bidʒ
বীজঘ্ন	bidʑɔgʱnoˑ
বীজঘ্ন	bidʒɔgʱnoˑ
বীজাণু	bidʑanuˑ
বীজাণু	bidʒanuˑ
বীণা	binaˑ
বীণা	ina
বীর	biɹ
বীর	biɾ
বীর	biːɾ
বীর	bˈiɹ
বীরত্ব	ʋiɾɔtːoˑ
বীরাঙ্গনা	biraŋgona
বীরোচিত	birotʃito
বুঝতে	buz̪̪t̪eˑ
বুত	but̪
বুদাপেস্ট	bud̪apest
বুদাপেস্ট	bud̪apesʈ
বুদাপেস্ট	bud̪apeʂʈ
বুদ্ধি	bud̪ʱːiˑ
বুধবার	bud̪ʱbaɹ
বুধবার	bud̪ʱbaɾ
বুভুক্ষা	bubʱukːʰäˑ
বুমেরাং	bumeɾa
বুর্সা	buɹsaˑ
বুর্সা	buɾsaˑ
বুলবুল	bulbul
বুশরা	buʃɹaˑ
বুশরা	buʃɾaˑ
বুড়ো	buɾo
বুয়া	bua
বৃক্ক	bɹikːoˑ
বৃক্ক	bɾikːoˑ
বৃশ্চিকদংশন	bɹistɕikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɹiʃtɕikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɾistʃikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɾiʃtʃikɔd̪oŋʃɔn
বৃষ্টি	bɹistiˑ
বৃষ্টি	bɹiʃtiˑ
বৃষ্টি	bɾiʂʈiˑ
বৃহস্পতি	bɹiɦɔʃpot̪iˑ
বৃহস্পতি	bɾiɦɔʃpot̪iˑ
বৃহস্পতিবার	bɹiɦospɔt̪iˑbaɾ
বৃহস্পতিবার	bɹiɦɔʃpot̪ibaɹ
বৃহস্পতিবার	bɾiɦɔʃpot̪ibaɾ
বে	beː
বে	beˑ
বেঁকা	beka
বেওয়াকেফ	beo̯akef
বেকার	bekaːɾ
বেকুব	bekub
বেগ	beg
বেগম	begom
বেচা	bɛtʃa
বেচারা	betɕaɹaˑ
বেচারা	betʃaɾaˑ
বেজি	beʒi
বেটা	bætaˑ
বেটা	bæʈaˑ
বেঠিক	betik
বেড়াল	beɽ̟al
বেণী	beni
বেতন	beton
বেতার	bet̪ɾ
বেদনা	bed̪onaˑ
বেদানা	bed̪ana
বেদে	bed̪eˑ
বেপরোয়া	bepɔɹo̯aˑ
বেপরোয়া	bepɔɾo̯aˑ
বেরোনো	berono
বেলফাস্ট	belfast
বেলফাস্ট	belfasʈ
বেলফাস্ট	belfaʂʈ
বেলা	bila
বেলা	bælaˑ
বেলা	bɛlaˑ
বেলারুশ	belaɹuʃ
বেলারুশ	belaɾuʃ
বেলি	beliˑ
বেলুন	belun
বেশ	beʃ
বেশি	beʃi
বেশী	beʃiˑ
বেশুমার	beʃumaɹ
বেশুমার	beʃumaɾ
বেশ্যা	beʃa
বেশ্যা	beʃːaˑ
বেশ্যা	bæʃa
বেষ্টনী	bɛstɔni
বেসরকারি	besoɾkaɾiˑ
বেহেশ্ত	beɦest̪
বেড়া	beˈra
বেয়াড়া	beara
বৈকালিক	bojkalik
বৈঠা	boi̯tʰaˑ
বৈঠা	boi̯ʈʰaˑ
বৈশাখ	boi̯ʃak
বৈশাখ	boi̯ʃax
বৈশিষ্ট্য	boi̯ʃistːoˑ
বৈশিষ্ট্য	boi̯ʃiʂʈːoˑ
বৈশিষ্ট্য	boi̯ʃiʃtːoˑ
বৈষ্ণব	boi̯ʃnɔb
বোকা	boka
বোকা	bokaˑ
বোকাচোদা	bokätʃod̪äˑ
বোচকা	botska
বোজা	bodʑaˑ
বোজা	bodʒaˑ
বোঝা	bodʑʱaˑ
বোঝা	bodʒʱaˑ
বোঝা	bozaˑ
বোঝানো	bodʒʱano
বোতল	bot̪ol
বোতাম	botam
বোতাম	bot̪am
বোন	bon
বোন	boːn
বোনা	bona
বোবা	boba
বোবা	bobaˑ
বোমা	boma
বোমা	bomaˑ
বোম্বাই	bombai̯
বোরকা	boɹkaˑ
বোরকা	boɹkʰaˑ
বোরকা	boɾkaˑ
বোরকা	boɾkʰaˑ
বোষ্টম	bostɔm
বোষ্টম	boʂʈɔm
বোষ্টম	boʃtɔm
বোস	boːs̠
বৌ	buu
বৌদ্ধ	boto
বৌদ্ধ	bou̯d̪ʱːoˑ
ব্যক্তি	bekt̪iˑ
ব্যঞ্জন	bændʒɔn
ব্যঞ্জন	bɛndʑɔn
ব্যঞ্জনধ্বনি	bændʒɔnd̪ʱoniˑ
ব্যঞ্জনধ্বনি	bɛndʑɔnd̪ʱoniˑ
ব্যঞ্জনা	bensona
ব্যথা	bæt̪ʰaˑ
ব্যথা	bɛt̪ʰaˑ
ব্যবসা	bæbʃaˑ
ব্যবসা	bɛbʃaˑ
ব্যবস্থা	bæbost̪ʰaˑ
ব্যবস্থা	bɛbost̪ʰaˑ
ব্যবহার	bæboɦaɾ
ব্যবহার	bæbᵊɦaɾ
ব্যবহার	bæbᵒɦaɾ
ব্যস	bæs
ব্যস	bæːs
ব্যস	bɛs
ব্যস	bɛːs
ব্যস্ত	besto
ব্যস্ত	bæst̪oˑ
ব্যস্ত	bɛst̪oˑ
ব্যাকরণ	bækɾon
ব্যাকরণ	bɛkɹon
ব্যাগ	bæg
ব্যাঙ্ক	bæŋkoˑ
ব্যাঙ্ক	bɛŋkoˑ
ব্যাটারি	bæʈ̟äɾiˑ
ব্যাদ	bæd̪
ব্যাদ	bɛd̪
ব্যাপক	bæpɔk
ব্যাপক	bɛpɔk
ব্যায়াম	beam
ব্যায়াম	bæam
ব্যায়াম	bɛam
ব্যাস	bæs
ব্যাস	bæːs
ব্যাস	bɛs
ব্যাস	bɛːs
ব্রণ	bɹɔn
ব্রণ	bɾɔn
ব্রণ	bɾɔːn
ব্রত	bɹot̪oˑ
ব্রত	bɾot̪oˑ
ব্রাজিল	bɹazil
ব্রাজিল	bɾazil
ব্রাহ্ম	bɹai̯mːɔˑ
ব্রাহ্ম	bɹamɦoˑ
ব্রাহ্ম	bɹamːoˑ
ব্রাহ্ম	bɾai̯mːɔˑ
ব্রাহ্ম	bɾamɦoˑ
ব্রাহ্ম	bɾamːoˑ
ব্রাহ্মণ	bramːon
ব্রাহ্মণ	bɹamɦon
ব্রাহ্মণ	bɹamːon
ব্রাহ্মণ	bɾamɦon
ব্রাহ্মণ	bɾamːon
ব্রাহ্মণবাড়িয়া	bɹamɦonbaɹi̯aˑ
ব্রাহ্মণবাড়িয়া	bɹamːonbaɹi̯aˑ
ব্রাহ্মণবাড়িয়া	bɾamɦonbaɽi̯aˑ
ব্রাহ্মণবাড়িয়া	bɾamːonbaɾi̯aˑ
ব্রিটেন	bɹiten
ব্রিটেন	bɾiʈen
ব্লগ	blɔg
ব্ল্যাকহোল	blækhoˑl
ব্ল্যাকহোল	blɛkhoˑl
বৎসর	bɔt̪ʃɔɹ
বৎসর	bɔt̪ʃɔɾ
ভইড়	bói̯ɹ
ভইড়	bʱoi̯ɾ
ভইড়	ɓoi̯ɾ
ভগবান	bʱɔgoban
ভগবান	vɔgoban
ভগিনী	bʱɔginiˑ
ভগিনী	vɔginiˑ
ভট্টাচার্য	bʱɔtːatɕaɹdʑoˑ
ভট্টাচার্য	bʱɔʈːatʃaɾdʒoˑ
ভট্টাচার্য	vɔtːatɕaɹdʑoˑ
ভট্টাচার্য	vɔʈːatʃaɾdʒoˑ
ভড়	bʱɔːɾ
ভণ্ড	bʱɔndoˑ
ভণ্ড	bʱɔɳɖoˑ
ভণ্ড	vɔndoˑ
ভণ্ড	vɔɳɖoˑ
ভদকা	bʱɔd̪okaˑ
ভদকা	vɔd̪okaˑ
ভদ্রলোক	bʱɔd̪ːɹolok
ভদ্রলোক	bʱɔd̪ːɾolok
ভদ্রলোক	vɔd̪ːɹolok
ভদ্রলোক	vɔd̪ːɾolok
ভনভন	bʱɔnbʱɔn
ভনভন	vɔnvɔn
ভবিষ্যদ্বাণী	bʱobiʃːɔd̪baniˑ
ভবিষ্যৎ	bʱobiʃːɔt̪
ভয়	bʱɔe̯
ভয়	vɔe̯
ভরতনাট্যম	bʱɔɹt̪natːom
ভরতনাট্যম	bʱɔɾt̪naʈːom
ভরতনাট্যম	vɔɹt̪natːom
ভরতনাট্যম	vɔɾt̪naʈːom
ভরসা	bʱɔɹoʃaˑ
ভরসা	bʱɔɾoʃaˑ
ভরসা	vɔɹoʃaˑ
ভরসা	vɔɾoʃaˑ
ভরা	bʱɔra
ভর্তা	bʱɔɹt̪aˑ
ভর্তা	bʱɔɾt̪aˑ
ভর্তা	vɔɹt̪aˑ
ভর্তা	vɔɾt̪aˑ
ভাং	bʱaŋ
ভাং	vaŋ
ভাই	bʱai̯
ভাই	vai̯
ভাইরাস	bʱai̯ɹas
ভাইরাস	bʱai̯ɾas
ভাইরাস	vai̯ɹas
ভাইরাস	vai̯ɾas
ভাগ	bʱag
ভাগ	vag
ভাগা	bʱaga
ভাগানো	bʱagano
ভাগ্য	bʱagːoˑ
ভাগ্য	vagːoˑ
ভাজা	bʱadʑaˑ
ভাজা	bʱadʒaˑ
ভাজা	bʱaːdʒa
ভাজা	vadʑaˑ
ভাজা	vadʒaˑ
ভাটা	bʱataˑ
ভাটা	bʱaʈaˑ
ভাটা	vataˑ
ভাটা	vaʈaˑ
ভাটি	bʱatiˑ
ভাটি	bʱaʈiˑ
ভাটি	vatiˑ
ভাটি	vaʈiˑ
ভাড়া	bʱaɹaˑ
ভাড়া	bʱaɽaˑ
ভাড়া	vaɹaˑ
ভাড়া	vaɾaˑ
ভাড়াইট্যা	báɹai̯tːaˑ
ভাড়াইট্যা	ɓaɾai̯tːaˑ
ভাড়াটে	bʱaɹateˑ
ভাড়াটে	bʱaɽaʈeˑ
ভাড়াটে	vaɹateˑ
ভাড়াটে	vaɾaʈeˑ
ভাণ্ডার	bʱandaɹ
ভাণ্ডার	bʱaɳɖaɾ
ভাণ্ডার	vandaɹ
ভাণ্ডার	vaɳɖaɾ
ভাত	bʱat̪
ভাত	vat̪
ভাদ্র	bʱad̪ːɹoˑ
ভাদ্র	bʱad̪ːɾoˑ
ভাদ্র	vad̪ːɹoˑ
ভাদ্র	vad̪ːɾoˑ
ভাবনা	bʱabnaˑ
ভাবনা	bʱabɔnaˑ
ভাবনা	vabnaˑ
ভাবনা	vabɔnaˑ
ভাবা	bʱabaˑ
ভাবী	bʱɑbi
ভাম	bʱaːm
ভারত	bʱaɹot̪
ভারত	bʱaɾot̪
ভারত	vaɹot̪
ভারত	vaɾot̪
ভারতে	bʱaɹɔt̪eˑ
ভারতে	bʱaɾɔt̪eˑ
ভারতে	vaɹɔt̪eˑ
ভারতে	vaɾɔt̪eˑ
ভার্চুয়াল	bʱaɹtɕu̯al
ভার্চুয়াল	bʱaɾtʃu̯al
ভার্চুয়াল	vaɹtɕu̯al
ভার্চুয়াল	vaɾtʃu̯al
ভাল	bʱal
ভাল	bʱaloˑ
ভাল	bʱaːloˑ
ভালবাসা	bʱalɔbaʃaˑ
ভালবাসা	bʱaˑloˑbaˑʃaˑ
ভালবাসা	valɔbaʃaˑ
ভালভা	bʱalbʱaˑ
ভালভা	valvaˑ
ভালোনাম	bʱalonam
ভালোনাম	valonam
ভালোবাসা	bʱalobaʃaˑ
ভালোবাসা	valobaʃaˑ
ভাশুর	bʱaʃuɹ
ভাশুর	bʱaʃuɾ
ভাশুর	vaʃuɹ
ভাশুর	vaʃuɾ
ভাষণ	bʱaʃɔn
ভাষা	bʱaʃaˑ
ভাষা	bˈaʃa
ভাষা	vaʃaˑ
ভাষ্যমতে	bʱaʃːoˑmɔt̪t̪e
ভাসমান	bʃɔman
ভাসা	bʱaʃaˑ
ভাসা	vaʃaˑ
ভাসুর	bʱaʃuɹ
ভাসুর	bʱaʃuɾ
ভাসুর	vaʃuɹ
ভাসুর	vaʃuɾ
ভাস্বর	bʱaʃːɔɹ
ভাস্বর	bʱaʃːɔɾ
ভাস্বর	vaʃːɔɹ
ভাস্বর	vaʃːɔɾ
ভিজা	bidʒa
ভিডিও	bʱidi̯oˑ
ভিডিও	bʱiɖi̯oˑ
ভিডিও	vidiˈo
ভিডিও	vidi̯oˑ
ভিডিও	viɖi̯oˑ
ভিডিয়ো	vidiˈo
ভিত	bʱit̪oˑ
ভিত	vit̪oˑ
ভিতরে	bʱit̪ɔɹeˑ
ভিতরে	bʱit̪ɔɾeˑ
ভিতরে	vit̪ɔɹeˑ
ভিতরে	vit̪ɔɾeˑ
ভিত্তি	bʱit̪ːiˑ
ভিত্তি	vit̪ːiˑ
ভিত্তিপ্রস্তর	bʱit̪ːipɹost̪ɔɹ
ভিত্তিপ্রস্তর	bʱit̪ːipɾost̪ɔɾ
ভিত্তিপ্রস্তর	vit̪ːipɹost̪ɔɹ
ভিত্তিপ্রস্তর	vit̪ːipɾost̪ɔɾ
ভিন্নতা	bʱɪnːot̪a
ভিসা	bʱiʃaˑ
ভিসা	viʃaˑ
ভিসি	bʱis̠iˑ
ভিসি	vis̠iˑ
ভিসি	βis̠iˑ
ভুঁই	bʱu̯iˑ
ভুঁই	bʱũiˑ
ভুঁই	vu̯iˑ
ভুঁই	vũiˑ
ভুঁড়ি	búɹiˑ
ভুঁড়ি	bʱuɹiˑ
ভুঁড়ি	bʱũɽiˑ
ভুঁড়ি	vuɹiˑ
ভুঁড়ি	vũɾiˑ
ভুঁড়ি	ɓuɾiˑ
ভুখ	bʱuːk
ভুখ	vux
ভুট্টা	bʱutːaˑ
ভুট্টা	bʱuʈːaˑ
ভুট্টা	vutːaˑ
ভুট্টা	vuʈːaˑ
ভুবন	bʱubon
ভুবন	vubon
ভুয়া	bʱu̯aˑ
ভুয়া	vu̯aˑ
ভুল	bʱuːl
ভুল	vul
ভুলা	bʊla
ভূটান	but̪an
ভূত	bʱut̪
ভূত	vut̪
ভূমি	bʱumiˑ
ভূমি	vumiˑ
ভূমিপুত্র	bʱumiput̪ːɹoˑ
ভূমিপুত্র	bʱumiput̪ːɾoˑ
ভূমিপুত্র	vumiput̪ːɹoˑ
ভূমিপুত্র	vumiput̪ːɾoˑ
ভূলোক	vulok
ভূষণ	bʱuʃɔn
ভেজানো	bʱedʒano
ভেজানো	bʱɛdʒano
ভেটা	bʱetaˑ
ভেটা	bʱeʈaˑ
ভেটা	vetaˑ
ভেটা	veʈaˑ
ভেড়া	bʱæɽaˑ
ভেড়া	bʱæɾaˑ
ভেড়া	bʱæ̃ɽaˑ
ভেড়া	bʱæ̃ɾaˑ
ভেতরে	bʱet̪ɔɹeˑ
ভেতরে	bʱet̪ɔɾeˑ
ভেতরে	vet̪ɔɹeˑ
ভেতরে	vet̪ɔɾeˑ
ভেস্তা	bʱes̠t̪äˑ
ভেস্তা	ves̠t̪äˑ
ভেস্তা	βes̠t̪äˑ
ভোগা	bʱogaˑ
ভোগা	vogaˑ
ভোজপুর	bʱodʑpuɹ
ভোজপুর	bʱodʒpuɾ
ভোজপুর	vodʑpuɹ
