a	ɑ
mollig	mˈoljˈa
moloch-profyt-gier	ˈmɔlɔχprəˈfɪtˈχiːr
molotovcocktails	ˌmoʊlɒtɒfˈkɒktɛɫs
moltrein	bolˈtren
moment	ˈmʊmənt
momente	ˈmɔməntə
mompel	momtɔ
mompel	ˈmɔmpəl
mon	ˈmɔn
monaco	ˈmɔnəkoʊ
monarg	ˈmonɑrχ
monarge	ˈmɔnɑrʃə
mond	mont
mond	mɔnt
mond	ˈmɔnt
mondain	ˈmɔndɑɪn
monde	ˈmɔndə
mondel	ˈmɔndəl
mondelings	ˈmɔndəlɪŋs
mondfluit	ˈmɔntfluɪt
mondhygiënist	ˈmɔntiˌɦiəˌniːst
mondig	ˈmɔndəx
mondjie	ˈmɔndʒiə
mondkanker	ˈmɔntkɑŋər
monet	ˈmonət
mongole	ˈmɔŋgələ
monika	ˈmɔnɪkə
monikke	ˈmɔnɪkə
monitor	ˈmɔːnɪtɔːr
monnik	monək
monnik	ˈmɔnək
mononoke	ˈmoːnoʊkə
mononoke-hime	ˈmoːnoːkəˌɦiːmə
monseigneur	ˈmɔnsɛːɲœːr
monseur	ˈmɔ̃sɛr
monsieur	ˈmɔnsiːr
monster	monstˈɾ
monster	ˈmɔnstər
monster-lag	ˈmɔnstərˌlɑχ
monsteragtige	ˈmɔnstəraχtəɣə
monsters	ˈmɔnstərs
mont-de-marsan	ˈmɔntdəmɑrˈsɑːn
montagu	multaki
montana	ˈmɔntəna
monte	ˈmɔntə
monteerlyn	ˈmɔntəɪ̯ɾəɪ̯n
monter	ˈmɔntər
montmartre	ˈmɔntmartrɛ
montmorency	ˈmɔntmɔrɛnsi
montpellier	ˈmɔntəˌpɛl
monument	ˈmɔnʏˌment
monumente-boukuns	ˈmonʏmentəˌbukəns
mooi	mui
mooi	mɔi
mooie	muːiə
mooier	muːi̯ər
mooies	muːi̯s
moois	mui̯s
mooiste	muːi̯stə
mooiweer	mui̯ʋɪə̯r
moonthede	ˈmʊəntəde
moontheid	ˈmʊəntɦəit
moontlik	muntlək
moontlik	ˈmʊəntlik
moontlike	ˈmunəltəx
moontlikhede	ˈmʊə̯ntlɪkəde
moontlikheid	ˈmʊə̯ntlɪkɦɪət
moord	muːɹt
moord	mˈuɾt
moordadige	ˈmʊə̯rdaːxə
moorde	ˈmʊə̯rdə
moordenaar	ˈmʊə̯rdəˌnɑːr
moordenaars	ˈmʊə̯rdenaːrs
moordenares	ˈmʊə̯rənəres
moordend	ˈmʊə̯r̥dən
moordkomplot	ˈmʊə̯rtkɔmplɔt
mor	ˈmɔr
moraal	ˈmɔraːl
moraliteit	ˈmɔːrilɪtə
morange	ˈmɔrɑːŋə
morange-seun	ˈmɔrɑːnʃəˌsœn
more	ˈmɔːrə
more-aand	ˈmʊrɑːnt
moreel	ˈmʊrəl
morel	ˈmɔːrəl
morele	ˈmɔːrələ
morena	ˈmɔːrɛna
moreno	ˈmʊrənu
moreoggend	ˈmʊrɔχəŋən
morevroeg	ˈmɔːrəfrøːχ
morfien	ˈmɔrfɪən
morgen	ˈmɔrχən
mori	ˈmɔːri
morishige	ˈmɔːrɪʃiχə
mormone	ˈmɔrmɔnə
morning	ˈmɔːrɪŋ
moro	ˈmɔːroʊ
moron	ˈmɔːrɔn
morone	ˈmɔːrʊnə
moroon	ˈmɔrʊə̯n
morritz	ˈmɔrɪts
morrow	ˈmɔːrɔː
mors	mˈuʃ
mors	ˈmɔrs
morse	ˈmɔrsə
morsekode	ˈmɔrsəkʊdə
morsige	ˈmɔrsiχə
morten	ˈmɔrtn̩
mos	ˈmos
mosi	mozi
moskou	ˈmɔskəʊ
moskou-steuringsender	ˈmɔskəʊˌʃtœːrɪŋˌsɛndər
mosostal	ˈmosɔstəl
mossad	ˈmɔsɑt
mossel	ˈmɔsəl
mossels	ˈmɔsəls
mossie	ˈmɔsɪ
mossies	ˈmɔsi
motballe	ˈmɔtbɑlə
motel	ˈmoʊtəl
mother	ˈmoːtər
motief	ˈmʊtif
motiewe	ˈmotifɛ
motocross-resies	ˈmɔtɔkrɔsˈresiə
motor	ˈmɔːtər
motor-onderdele	ˈmɔːtərʊndərˌdɛlə
motorboot	ˈmʊtərbuːt
motorfietsryer	ˈmʊtɔrfiətsˌrai̯ər
motorkade	ˈmɔːtɔrkɑːdə
motorongeluk	mutɛrɔŋχurup
motorvoertuig	ˈmoːtɔrˌfuərtœyx
motorvoertuiglisensie	ˈmoːtɔrˌfuərtœyxliˌsɛnsiə
motschekiebchen	ˈmɔtsəˌkɪə̯pçən
mou	muː
mouche	ˈmuːtʃə
moudek	ˈmɔʏ̯k
moue	muə
moulinex	ˈmuːlɪŋks
mouton	ˈmutən
mozart	ˈmɔtsɑrt
mp	mp
mprg	mpərχ
mpumalanga	mpumalaŋga
mr	mə
mrs	məːrs
ms	ms
mtac	məˈtɑk
much	məʊ
muck	mək
mueller	ˈmœylər
mufferig	ˈmœfərəx
muggies	ˈmʏgiəs
mugu	məˈɣu
muiden	ˈmœy̯dən
muidenkasteel	ˈmœy̯dənˌkɑsəl
muider-kring	ˈmœi̯ðərˌkrɪŋ
muil	məɪ̯l
muile	miːlə
muilspore	məɪ̯lspoːrə
muis	məɪs
muis	mˈaɪs
muise	məʊsə
muisie	məˈusiə
muiter	məʊtər
mulatschak	ˈmulətʃɑk
multisubs	ˈmʏltisʏps
mummie	ˈmʊmə
mummies	ˈmʏmiə
mummy	ˈmʏmi
munchen	ˈmʊntʃən
munich	ˈmœnɪç
munisipale	ˈmʊnɪsipəlɛ
munt	mənt
munt	mɵnt
munte	ˈmʊntə
muntoutomaat	mˈɛntɔtːomaːt
muntstuk	ˈmʊntstʏk
muntversameling	ˈmʊntfərsəˌmɛlɪŋ
murat	ˈmʊrət
mure	ˈmʊrə
murgpampoentjies	ˈmʊrxpɑmpʊntʃis
murom	ˈmuːrɔm
murray	ˈmʌreɪ
mus	məʃ
muse	məˈsɛ
muses	ˈmʏsəs
museum	məˈsɪə̯m
musiek	məˈsiːk
musiekblaaie	ˈmʏsiəkblɑːi
musiekinstrument	ˈmʏsiəˌkɪnstrʏˌment
musiekklas	ˈmʏsiɛkˌklɑs
musiekkonservatorium	ˈmʏsɪkˌkɔnsɛrvoːˌtɔːrɪʏm
musieknote	ˈmʏsiəknotə
musiekskool	ˈmʏsiɛkskʊə̯l
musikaal	məˈsikɑːl
musikale	ˈmʏsɪkələ
musikant	ˈmʏsɪkənt
musikante	ˈmʏsɪkəntə
musikus	ˈmʏsɪkʏs
muskadelwyn	ˈmʊskədəlʋəɪn
musketiers	ˈmʏskətiə̯rs
muskiet	maskit̪
mussert	ˈmʏsərt
musset	ˈmʏsət
mussie	ˈmʏsi
musst	ˈmʊst
must	məʃt
mustn	ˈmʊstən
muthi	mˈuːti
muur	miːr
muur	myr
muur	məːr
muurkalk	ˈmʏrkɑɫk
muurpapier	ˈmœyrpəˌpiːr
muurprop	ˈmœːrpɔp
my	miː
myl	maɪ̯l
myle	maɪlə
mylpaal	maɪ̯l̪pɑːl
myn	maɪ̯n
myne	maɪ̯nə
myself	maɪzɛlf
myvriend	miˈfrənt
máribel	maːˈrɪbəl
mère	məˈrɛ
ménage	ˈmɛnɑːʒə
môre	ˈmœːrə
môreaand	ˈmørɑːnt
môredou	ˈmœrəˌduː
môregloed	ˈmœrɪɣlœt
môremiddag	ˈmœrəˌmɪtɑχ
môreoggend	ˈmœrɪəˌχɛnd
möller	ˈmœlə
münster	ˈmœnstər
n	n
na	naː
na-ywer	naɪ̯vər
naaier	ˈnɑːi̯ər
naaimasjiene	ˈnɑːi̯mɑʃiə̯nə
naaiwerk	naːi̯ʍɛrk
naak	naːk
naakskilderye	ˈnɑːkskɪldəˌrɛə
naakslak	nˈɑkslˈɑk
naakte	ˈnɑːktə
naaktheid	ˈnɑːktəi̯t
naald	naːɫ
naaldwerk	naːɫfɛrʃ
naam	naːm
naamlik	naːmˈlik
naamwoorde	naːmʋoːrde
naand	naːnt
naar	naːr
naarheid	nˈɔɹˈaɪt
naartoe	ˈnɑːrtuː
naas	naːs
naaste	naːstə
naasteliefde	nˈɑstəliːftə
naastenby	ˈnɑːstəmbɪ
naastjou	ˈnɑːstʃuː
nabaat	ˈnɑβat
nabucco	ˈnɑβʏkə
naby	ˈnɑːβi
nabye	ˈnɑβi
nabygeleë	ˈnɑɪbɪχəˌleːə
nabyheid	ˈnɑiβɦeɪt
nabyskoot	ˈnəβisˌkʊt
nachtelijk	ˈnɑxtələk
nadat	nɑˈdɑt
nadeel	naodio
nadeel	ˈnɑːdeːl
nadelige	ˈnɑːdəlɪχə
nadenke	ˈnɑdənkə
nader	ˈnɑːdər
naderende	ˈnɑːdərəntə
naderkom	ˈnɑːdɛrˌkɔm
naderstaan	ˈnɑːdəˌʃtɑːn
naderwink	ˈnɑːdərʋɪŋk
nadien	nɑˈdiən
nadink	ˈnɑːdɪŋk
nadira	ˈnɑːdiːrə
nadja	ˈnɑɟə
nadruklik	ˈnɑdrʏkəlɪk
nael	nɑːl
nael	nɔːɫ
naelborsel	naːɪ̯lˈbɔrsəl
naels	naːl̪s
naelstring	naːlstrɪŋ
naeltjie	naːl̥tʃi
nafhanklike	ˈnɑfɦaŋləklə
nag	ˈnɑχ
nag-bestuur	ˈnɑχbəsˌtʃyːr
nageboots	ˈnɑχəˌbʊts
nagedink	ˈnɑχəˌdɪŋk
nagegaan	ˈnɑχəgɑːn
nagekom	ˈnɑχʊm
nagelaat	ˈnɑχəˌlɑt
nagemaak	laːxamɑːrk
nagemaakte	ˈnɑχəˌmɑktə
nagereg	ˈnɑχəˌrɛχ
nageslag	ˈnəχsɛlχ
nagevors	ˈnɑχfɔrs
naggie	ˈnɑχi
naglessenaar	ˈnɑχləsənaːr
nagloper	ˈnɑːχlɔpər
nagmerrie	ˈnɑχməˌri
nago	ˈnɑːχoʊ
nagrus	ˈnɑːχrʏs
nagskof	ˈnɑχskɔf
nagskofte	ˈnɑχskoftə
nagskool	ˈnɑχskʊə̯l
nagsê	nɑxse
nagt	ˈnɑχt
nagte	ˈnɑχtə
nagtegale	ˈnɑχtəɣɑlə
nagtelike	ˈnɑχtələkə
nagtigaal	ˈnɑχtɪɣɑːl
nagwas	naxvas
nah	ˈnɑː
najaar	naːjɒːr
nakend	ˈnɑkənt
nakijken	ˈnɑkiχən
nakom	ˈnɑkɔm
nalaat	ˈnɑːlɑːt
nalatenskap	n̥ɑlɑtɛskəp
nalatig	ˈnɑːlɑtiχ
namaak	nɑmɑːk
namaak	ˈnɑːmɑːk
name	namə
namen	ˈnɑːmən
namens	ˈnaməns
namiddag	ˈnɑːmɪˌdɑːχ
nan	ˈnɑn
napalm	ˈnɑpɑlm
napels	ˈnɑpəls
napoleon	ˈnɑpəlɪɔn
nar	ˈnar
nare	ˈnɑːrə
narita	ˈnɑːrita
narkose	ˈnɑrkosə
narre	ˈnarə
narsisties	ˈnɑːrsiˌstiəs
nas	nas
nasa-satelliete	ˈnɑsəˌsɑtəlɪˌtɪə
nasaret	ˈnɑsəˌrɛt
nasie	ˈnɑsiə
nasien	nɑˈsiən
nasies	ˈnɑsiə
nasionale	ˈnɑsɪɔnələ
nasionalisme	ˌnɑsjoːnɑˈlɪzmə
nasionaliteit	ˌnɑsiɔnalitɛit
nasorg	nˈɔsʊr
naspers	maspɛr
nastreef	ˈnɑstrɛf
nat	nat
natalia	ˈnɑtəliə
natgemaak	ˈnɑtχəˌmɑːk
natgesweet	ˈnɑtχsɪˌfɪt
nationaal	ˈnɑːsi̯oːl
natrekken	ˈnɑːtrəˌkɛn
natrium	natrjɛm
natuur	ˈnɑu̯tʊr
natuurkind	ˈnɑu̯tʊrˌkəɪnt
natuurlik	ˈnɑtʊə̯rək
natuurlike	ˈnɑtʊə̯rliχə
natuurlikheid	ˈnɑtʊrˌlɪkˌɦeɪt
natuurwette	ˈnɑu̯tʏrˌvɛtə
nava	ˈnɑːvə
navarra	ˈnɑβəra
navo	ˈnɑβoː
navo-magte	ˈnɑβo̯ˌmɑχtə
navorser	ˈnɑːβ̞ɔrsər
navorsers	ˈnɑːβ̞ɔrsərs
navorsing	ˈnɑːβ̞ɔrsɪŋ
navorsings	ˈnɑːβ̞ɔrsɪŋs
navraag	ˈnɑːvraːχ
navy	ˈnɑːvi
navysecretaris	ˈnɑːviːsɪkrəˌris
naweek	ˈnɑːvək
nazi	ˈnɑːsi
nazi-duitsland	ˈnɑːsiˌdœitslɑn
nazi-jas	ˈnɑːsiˌjɑs
nazis	ˈnɑsis
naziïsme	ˈnɑsiˌiːm
naïef	naɪ̯f
naïf	nai̯f
naïwe	naɪf
ncis	ənˈsɪs
ne	neː
nederig	ˈnɛːdəχ
nederige	ˈnɛːdəɦiχə
nederigheid	ˈnɛːdərɪəχd
nederlaag	ˈnɛdərˌlɑːχ
nederland	nederlˈɑnt
nederland	ˈnɛdərlant
nederlande	ˈnɛdərləndə
nederlanders	ˈnɛdərˌlæntərs
nederlandse	ˈnɛːdərˌlɑntsə
nee	neː
nee-dankie	neːˈdɑŋki
nee-nee-nee	neːneːneː
neef	neːf
neefs	neːfs
neeltje	neːltjə
neem	nem
neem	neəm
neer	neːr
neerdrukkend	ˈnɪːrˌdrʏkənt
neergedaal	ˈnɪə̯rɣəˌdɑːl
neergesit	ˈnɪə̯rχəsɪt
neergeskiet	ˈnɪə̯rɣəˌskiːt
neergeskryf	ˈnɪə̯rɣəˌskrɪf
neergestort	ˈnɪə̯rɣəˌstɔrt
neerlaag	ˈnɪə̯ɾɫaːχ
neerlae	ˈnɪə̯lə
neerlê	ˈnɪə̯rˌleː
neerplant	ˈnɪːrˌplɑnt
neerschoot	ˈnɪə̯rʃut
neersit	ˈnɪə̯rsət
neerskiet	ˈnɛə̯rskiət
neerskryf	ˈnɪə̯rskrəf
neerslaan	ˈnɪə̯rslɑːn
neerstak	ˈnɪə̯rstɑk
neerval	ˈnɪə̯rfɑl
nefie	ˈnɛfiə
nefies	ˈnɛfiəs
negatief	ˈnɛχətiːf
negatiewe	ˈnɛχaːtiəʋə
nege	ˈnɛχə
negentien	ˈnɛχəˌtiən
neger-broers	ˈnɛχərˌbruːrs
neig	neɪχ
neiging	ˈnɛiχɪŋ
neigings	ˈnɛiχɪŋs
nek	nek
nekte	nekə
nelly	ˈnɛli
nemorino	ˈnɛːməˌriːnoʊ
nemorito	ˈnɛːməˌritoː
nene	ˈnɛnə
neon	neon
neptunus	neptˈines
nerd	ˈnɛːrt
nerves	ˈnɛrvəs
nes	neːs
nessie	ˈnɛsi
neste	ˈnɛstə
net	nɛt
netjies	ˈnɛtχiəs
netjiese	ˈnɛtʃəsə
netnou	ˈnɛtˌnəʊ
netso	ˈnɛtsuː
netsoos	ˈnɛtsus
netsowel	ˈnɛtsɔuəl
netwerk	nɛtvɛrk
netwerke	ˈnɛtʋɛrkə
neudorf	nuːˈdɔrf
neukapelle	ˈnœʏ̯kɑpələ
neurie	ˈnœʊ̯riə
neurochirurg	ˈnøːroχiryrχ
neurotransmitters	ˌnɪə̯roʊ̯tɹɑnzˌmɪtərs
neus	nuːs
neusbeen	nuːsbeːn
neuse	nuːsə
neusie	nuːsi
neusopening	niːɪzʋɪpɪnˈŋ
neute	nuːtə
neutraal	nøːtrɑːl
neutrale	nøːtrɑːlə
neutraliteit	ˈnøːtrɑɪ̯tɪt
neutron	nɛtron
never	ˈnɛvər
nevers	ˈnɛːvərs
nevers-fortuin	ˈnɛːvərsfɔrˌtœy̯n
nevers-slag	ˈnɛfərsˌslɑχ
new	nuː
newe-effekte	ˈnɛfɛktə
newfoundland	nuːflənd
newport	nøːpɔːrt
news	nuːs
ney	neɪ̯
ngo	ŋo
nhlanhla	mankˈra
ni	niː
nibin	ˈnipən
nicaragua	ˈnɪkəˌɹɑːgwə
niccol	nikɔl
niccolo	nikəloː
nicolaes	nikəˈlɑs
nicolas	nikɔlɑs
nicolau	nikɔˈlɑu
nie	ni
nie	niː
nie-bestaan	niːbɛˈstɑːn
nie-lede	niːˈlɛdə
nie-verslaafdes	niːfərˈslɑːfds
nieks	niːks
niemand	niəˈmɑnt
niemann	niəˈmɑːn
niemendal	nimɛndɑl
nier	niːr
niere	niːrə
niersiekte	niə́ːrsiːktə
nies	niːs
niet	niːt
nieteenstaande	niːtəːnˈstɑːndə
nietemin	niəˈtɛmɪn
nietig	niːtəx
nietighede	niːtəχədeː
niets	niːts
nietwaar	niːtʋɑːr
nieuwenhove	niuəˈɦuə
nieuwland	niːu̯ˈlɑnt
nig	niχ
niggie	niːxʲi
niggies	ˈnɪχi
niggietjie	ˈnɪχətʃi
night	naɪt
nihilis	ˈnɪɦɪlis
nihilistiese	ˈnɪɪlɪstiə
nikolai	nikɔlɑi
niks	niks
niksen	niksən
niksnut	niksnʏt
nikswerd	niksɛrgd
nilsson	niːlsɔn
nina	niːna
ninja	ˈnɪnʃə
nishimura	nisɪˈmʊrə
nitto	ˈnɪtə
nixon	ˈnɪkson
nl	ŋəl
no	nuː
noag	nuχ
nockerln	ˈnɔkərln
nodeloos	ˈnɔːdəlʊə̯s
nodig	ˈnɔːdiχ
nodige	ˈnɔːdiχə
nodiger	ˈnɔːdiχər
nodigheid	ˈnɔtχɪdəx
noe	nuː
noedels	nuːdəls
noem	nuːm
noem	nɔm
noette	nuːtə
nog	tˈi
nog	ˈnɔχ
nogal	ˈnɔχɑl
nogeens	ˈnɔχəns
nogmaals	ˈnɔχmɑːls
nogtans	ˈnɔχtɑns
nohant	ˈnɔːɦɑnt
nokia	ˈnɔkiə
nominasies	ˈnɔːmɪsɪs
nomineer	ˈnɔːmineːr
nommer	nomər
nommer	ˈnɔməʁ
nommers	ˈnɔməʃ
noms	ˈnɔms
non	nˈoːn
none	ˈnʊnə
nonne	ˈnɔnə
nonsens	ˈnɔnsɛns
nood	nuːt
nood	nˈut
nooddiens	nuːdiəns
noodgedwonge	nuːdχɛdwɔŋə
noodgeval	ˈnœtχfɑl
noodgevalle	ˈnʊtχfɑlə
noodhulp	nuːtɦœlp
noodhulpklas	nuːtɦœlpklɑs
noodkwartiere	nuːtkʰɑːrtiə̯r
noodlot	nuːɾlɔt
noodontruiming	ˈnʊə̯dəntrœɪ̯məŋ
noodoproep	nuːdɔpʀœp
noodsaak	nuːtsɑːk
noodsaaklik	nuːtsɑːkəlɪk
noodsein	nuːtsəɪ̯n
noodweer	nuitvier
noodwendigheid	nuːtˈfɛntsɪkʰəi̯t
nooi	nuːi
nooit	nuɪt
noor	nuːr
noord	nuaɾt
noord	nuːrt
noord	nʊərt
noord-atlantiese	nuːrt̪ɑlɛnˈtɪsə
noord-suid	nuːrtˈsœy̯t
noord-weswaarts	nuːrtˈvesʋaːrts
noorde	nuːrə
noordelik	numeɾtəlek
noorderligte	ˈnɔːdəɹlɪχtə
noordkaai	nuːɹtˈkɑːi
noordoos	nuːɾuts
noordwes	nøtvˈeːz
noorweegse	nuːrʋɪksə
noorweë	nuːrəʋeː
noorweër	nuːrˈvɪr
noot	nuːt
norad	ˈnɔːrɑt
norbertine	ˈnɔːrbətine
nordiese	ˈnɔːrdiːsə
nore	ˈnɔːrə
norfolk	ˈnɔːrfɔk
noriega	ˈnɔːrigə
norm	nʊɾɛm
norm	ˈnɔrm
normaal	nɔɾmal
normaal	ˈnɔrmaːl
normaalweg	ˈnɔrmaːlʋɛχ
normale	ˈnɔrmələ
norme	ˈnɔrmə
nors	ˈnɔrs
northcom	ˈnɔrtʃɔm
nortje	norkia
nostalgie	ˈnɔstɑlʃi
not	ˈnɔt
nota	ˈnɔtə
notaboek	ˈnɔtəˌbuk
notaboeke	ˈnɔtəbʊkə
notaris	ˈnɔtərɪs
notas	ˈnɔtəs
notatjies	ˈnɔtətʃis
note	ˈnʊtə
nothing	ˈnɔtɪŋ
notuleer	ˈnɔtuləə̯r
nou	nuː
nou	nˈoʊ
nou-ja	nuja
nou-net	nuːnɛt
nou-nou	nuːnuː
noual	nuɑl
noudat	ˈnɔʊ̯dət
noue	nuː
nouja	nuχa
noukeurig	ˈnɔʏkœrɪχ
noukeurige	ˈnɔːkœrɪχə
noukeuriger	ˈnʊə̯kœrɪχər
nouliks	nuːlɪks
nounet	nuːnɛt
nounog	nuːnɔχ
nouweer	nuːə̯r
nov	nuβ
novas	nuren
november	ˈnɔβəmər
now	nuː
nowa	nuə
nowack	nuɑk
nowak-jeziorański	ˈnɔvaχjɛzjɔˈranski
nr	ˈnɛr
ns	n̥s
nu	nuː
nugter	nʊ̞xtɪ̞r
nugter	ˈnɪχtər
nuit	nuɪt
nuk	ŋʊk
nul	ŋʊl
nut	nuːt
nut	nʊ̠t
nutteloos	ˈnʏtəloːs
nuttelose	ˈnʏtəlɔsə
nuttig	ˈnʏtəx
nuttigs	ˈnʏtsəx
nuus	nuːs
nuusberig	nuːsbəˈrɪχ
nuusblad	nuːsblɑt
nuusblad	nʲusplat
nuusdiens	nuːsdiəns
nuusfilm	nuːsfilm
nuusfilms	nuːsfilmz
nuusfotograwe	ˈnœysfɔtəˌχraːvə
nuuskamera	nuːskaˈməra
nuuskierig	ˈnœy̯sɪəˌrɪχ
nuuskierigheid	ˈnœy̯skiəˌrɪəχdʰ
nuusmense	nuːmsəntsə
nuusvrystelling	ˈnœy̯sfrəstəlɪŋ
nuut	nuːt
nuut	nˈit
nuuts	nuːts
nuutste	nuːtʃtə
nuwe	niva
nuwe	nuːə
nuwejaar	nuə́jaːr
nuwejaarsdans	ˈnœyəɦɑːrsdɑns
nuweling	nuəˈlɪŋ
nuwemaan	nuːəˈmɑːn
nuwes	nuəs
nydig	ˈnədiχ
nyheter	niχtər
nyl	ənɪl
nymphenburg-kasteel	ˈnʏmfərbʏŋˌkɑsəl
ná	naː
nè	neː
né	neː
née	neː
nê	neː
nêrens	ˈnɛrəns
nóg	ˈnɔχ
o	ɔ
obdam	ɔpˈdam
obikwa	abikwa
observasie	ɔbsərˈvɑsi
observatorium	ɔbsɛrvaːtɔriʏm
obsessies	ˈɔbsɛsiəs
obsessiewe	ˈɔbsɛsiːfɛ
obstruksie	ɔpsˈtrʏksiə
oceana	ʊsəˈnɑː
oder	ɔːdə
oefen	ʔufən
oefening	ʔufəŋɪŋ
oeps	œps
oer-nordiese	œːrnɔːrdiːsə
oeroue	œrœu̯ə
oertyd	ʊə̯rtɪtʃ
oesters	usters
oestyd	ustəi̯t
of	ɔf
off	ɔf
offence	ɔfˈsɛnts
offended	ɔfənd
offensief	ɔfənˈsiːf
offer	ˈɔfə
officieus	ɔfɪˈsiəs
offisieel	ɔfsiːəl
offisiele	ɔfɪsiːlə
offisier	ɔfɪsi̯ər
offisiere	ɔfɪsiːrə
offisiersarend	ˈɔfisɪəsɑrɛnt
offisiële	ɔfɪsiˈɛːlə
oggend	ɔχənt
oggendmens	ɔχəntmɛns
ogie	uaħi
ogie	ɔɣi
ogies	ʊχi
oh	ɔ
ohio	ʔoʔiʔoʔ
oil	ɔɪl
oje	ɔjə
ok	ɔk
okay	ɔkɛ
oke	ʊkə
okkerneuthout	ɔkəˈnɪut
okkoto	ɔkˈkʊto
oksel	ɔksəl
oktaan	ˈɔktaːn
oktober	ɔkˈtɑmbər
oktober-revolusie	ɔkˈtɑbərrɛvəˈluːsi
old	ɔːl
olenka	ɔlənka
olga	ɔlɣə
olie	ʊli
olie-tenkskip	ʊliˈtɛŋskɪp
oliebaron	ʊliːbɑːrɔn
oliebedrijf	ˈʊlibəˌdrɪf
oliebolle	ʊliˈbɔlə
olieplatformen	ʊliplɑtˈfɔmən
oliestorting	ˈuːliəstɔrŋ
olifant	ʊliˈfɑnt
olimpiese	ɔlimpiːsə
olivette	ɔlivɛtə
olivetti	ɔliˈvɛti
olivier	ɔlivjɛr
olya	ɔlʲa
olyfboord	ɔɪ̯lfɔːrt
om	ɔm
om	ˈɔm
omagi	ʊməˈχi
omarm	ʔomɑrm
ombouing	ɔmˈbœʊ̯əŋ
omda	ɔmda
omdat	ɔmˈdɑt
omdraai	ɔmˈdraɪ̯
omdruk	ɔmˈdrʏk
omgaan	ɔmˈχɑːn
omgang	omχaŋ
omgang	ɔmχɑŋ
omgedraai	ɔmχəˈdraɪ̯
omgee	omχjɑ
omgee	ɔmχi
omgegee	ɔmχeɣi
omgegooi	ɔmχəˈgɔɪ
omgekeerd	ɔmχeˈkɪə̯rt
omgekeerde	ɔmχeˈkɪəɾə
omgekom	ɔmχʊkʏm
omgekrap	ɔmχəˈkrɑp
omgekry	ɔmχəkrʏ
omgeruil	ɔmχəˈrœi̯l
omgeswaai	ɔmχəˈswaɪ
omgeval	ɔmχəˈfɑl
omgewing	ɔmχəʊəŋ
omhels	ɔmˈɦɛls
omhelsing	ɔmˈɦɛlsɪŋ
omhoog	ɔmˈɦuχ
omkantel	omkantɯl
omkeer	ɔmˈkɪə̯
omkom	ɔmˈkɔm
omkoop	ɔmˈkʰœp
omkoopgeld	omkoːpɣəlt
omkoopgeld	ɔmˈkʰʊpχɛɫd
omkring	ɔmkrɪŋ
ommekeer	omɛkijær
ommuurde	ɔmˈmœːrdə
ompad	ɔmˈpɑt
ompraat	ɔmpraːt
omring	omrɛm
omring	ɔmˈrɪŋ
omrol	ɔmrɔl
omruil	omraju
omruil	ɔmˈrœi̯l
omsien	ˈɔmsiən
omsingel	ɔmsɪŋəl
omslag	ɔmslɑχ
omstander	unstaŋdeɾ
omstandighede	ɔmsˈtandɪɦeːdə
omstrede	tɛnstɾɛda
omswaai	ɔmsfɑɪ
omtik	ɔmˈtɪk
omtower	ɔmˈtɔu̯ər
omtrek	ɔmˈtrɛk
omtrent	ɔmˈtrɛnt
omval	ɔmˈfɑl
omvang	omfaŋ
omvang	ɔmˈfɑŋ
omvat	unsat
omver	ɔmˈfɛr
omvergewerp	ɔmfərχɛrp
omverwerp	ɔmfərʋɛrp
omverwerping	ɔmfərˈvɛrpɪŋ
on	ɔn
on-kultuur	ɔŋkʊlˈtyːr
onaagenaam	ʊnɑːχəˈgeːnəʔm
onaangenaam	ʊnaːŋəˈnɑːm
onaangename	ʊnɑːŋəˈnɛmə
onaangeraak	ʊnaːŋχəˈrɑːk
onaantasbaar	ʊnɑtɑntɑsbɑr
onaardse	ʊnɑːrtsə
onafhanklik	ɔnˈfɔŋkəlɪk
onafhanklike	ɔnˈfɔŋkələkə
onafhanklikheid	ɔnˈfɔŋkəlɪkɦɛit
onafskeidbaar	ɔnɑfˈskei̯ɾɑːr
onafwendbare	ɔnɑfˈfɛntbərə
onaktiwiteit	ɔnɑkˈtifɪtɛt
onbalans	ɔnbaˈlɑns
onbeduidend	ɔnbəˈdiːənt
onbehoorlik	ɔnbəˈhʊə̯rək
onbekeerd	ˈɔnbəkəːrt
onbekend	onbekint̪
onbekend	ˈɔmbəˌkɛnt
onbekende	ˈɔmbɛˌkɛndə
onbekwaam	ˈɔmbəkʰʷaːm
onbekwame	ˈɔmbɛkʋɑmə
onbelangrik	ɔnbəlɑŋrisk
onbelangrike	ɔnbələŋˈrɪkə
onbelangrikhede	ɔnbələŋˈrikədə
onbelangrikste	ɔnbəlɑŋˈrɪkstə
onbepaalde	ˈɔnbɛpɑːldə
onbeperk	ˈɔnbəˌpɛrk
onbereikbaar	ɔnbəˈrɛɪ̯kɑːr
onberispelik	ɔnbəˈrispələk
onbeskaamd	ɔmbəˈskɑːmt
onbeskaamde	ɔnbəˈskɑːmə
onbeskaamdheid	ɔnbəskɑːmɦəi̯t
onbeskadig	ˈɔnbəskədəx
onbeskadigde	ˈɔnbəskɑi̯dəxə
onbeskermd	ɔnbəˈskɛrmt
onbeskof	ɔnbəˈskɔf
onbeskofte	ˈɔmbɛskɔftə
onbeskoftheid	ɔnbəskɔftɦəit
onbeskryflik	ˈɔnbəskrɪfəlɪk
onbeskryflike	ɔnbəskrɪfləɪkə
