'nen	nen
komplettpreis	kɔmplˈɛtpɾaɪs
komplettpreis	kɔmplˈɛtpɾˈaɪs
komplettpreise	kɔmplˈɛtpɾaɪzə
komplettpreisen	kɔmplˈɛtpɾaɪzən
komplettpreises	kɔmplˈɛtpɾaɪzəs
komplettprüfung	kɔmplˈɛtpɾˈyːfʊŋ
kompletträder	kɔmplˈɛtrˈɛtɜ
komplettschnitt	kɔmplˈɛtʃnˈɪt
komplettsortimenter	kɔmplˈɛtzɔɾtiːmˈɛntɜ
komplettstange	kɔmplˈɛtʃlˈaŋɛ
komplettstütze	kɔmplˈɛtʃtˈʏtsə
komplettsystem	kɔmplˈɛtzʏstˌeːm
komplettsysteme	kɔmplˈɛtzʏstˌeːmə
komplettsystemen	kɔmplˈɛtzʏstˌeːmən
komplettsystems	kɔmplˈɛtzʏstˌeːms
komplettumbau	kɔmplˈɛtʊmbˈaʊ
komplettumsetzung	kɔmplˈɛtʊmzˈɛtsʊŋ
komplettversagen	kɔmplˈɛtfɛɾzˈɑːgən
komplettversager	kɔmplˈɛtfɛɾzˈɑːgɜ
komplettverschraubung	kɔmplˈɛtfɛɾʃrˈaʊbʊŋ
komplettverwaltung	kɔmplˈɛtfɛɾvˈaltʊŋ
komplex	kɔmplˈɛks
komplexart	kɔmplˈɛksˈɑːɾt
komplexbeladen	kɔmplˈɛksbəlˈɑːdən
komplexbildung	kɔmplˈɛksfɪldˈʊŋ
komplexbildungskonstante	kɔmplˈɛksbˈiːldʊŋskˌɔnstantə
komplexe	kɔmplˈɛksə
komplexeinheit	kɔmplˈɛkseːˈaɪnhˌaɪt
komplexem	kɔmplˈɛksəm
komplexen	kɔmplˈɛksən
komplexer	kɔmplˈɛksɜ
komplexere	kɔmplˈɛksərə
komplexerem	kɔmplˈɛksərəm
komplexeren	kɔmplˈɛksərən
komplexerer	kɔmplˈɛksərɜ
komplexeres	kɔmplˈɛksərəs
komplexes	kɔmplˈɛksəs
komplexeste	kɔmplˈɛksəstə
komplexestem	kɔmplˈɛksəstəm
komplexesten	kɔmplˈɛksəstən
komplexesten	kɔmplˈɛksɪstən
komplexester	kɔmplˈɛksəstɜ
komplexestes	kɔmplˈɛksəstəs
komplexfragment	kɔmplˈɛksfɾagmˈɛnt
komplexiert	kɔmplˌɛlksˈiːɾt
komplexität	kɔmplˈɛksɪtiːt
komplexität	kɔmplˌɛksiːtˈɛːt
komplexitäten	kɔmplˈɛksɪtɛtˌɛn
komplexitätsanalyse	kɔmplˈɛksiːtˌɛtzanˌɑlyːzə
komplexitätsanalysen	kɔmplˈɛksiːtˌɛtzanˌɑlyːzən
komplexitätsbestimmend	kɔmplˈɛksiːtɛtsbəʃtˈɪmənt
komplexitätsebene	kɔmplˈɛksiːtɛtsɛbɛnˌ
komplexitätserfassung	kˈɔmplˌɛksiːtˌɛːtsɛɾfˌasʊŋ
komplexitätsgrad	kɔmplˈɛliːtˌɛːtsgɾɑːt
komplexitätssteigerung	kɔmplˈɛksiːtətsstˌaɪgərˌʊŋ
komplexitätsstruktur	kɔmplˈɛksiːtɛtstɾˌʊktuːɾ
komplexitätsstufe	kɔmplˈɛksiːtˌɛːtsʃtʊfə
komplexitätstheorie	komplˌɛksiːtˌɛːtʃtˌeːoːriː
komplexitätsuntersuchung	kɔmplˈɛksiːtˌɛtzʊntɜzˌuːxʊŋ
komplexitätsuntersuchungen	kɔmplˈɛksiːtˌɛtzʊntɜzˌuːxʊŋən
komplexitätsvoraussetzung	kɔmplˈɛlksiːtɛtsfoːrˌaʊszˌɛtsʊŋ
komplexkation	kɔmplˈɛkskˈatˌeːɪoːn
komplexligand	kɔmplˈɛkslˈiːgɑːn
komplexmittel	kɔmplˈɛksmˌɪtəl
komplexphase	kɔmplˈɛksfɑːzə
komplexphasenstahl	koːmplˈɛksfɑːsənʃtˈɑːl
komplexphasenstähle	koːmplˈɛksfˌasɛnʃtˈɛlə
komplexsalze	kɔmplˈɛkszˈaltsə
komplexserie	kɔmplˈɛkszɛarɪə
komplexstabilität	kɔmplˈɛksʃtabˌiːliːtˈɛːt
komplexverbindung	kɔmplˈɛksfɛʁbˈɪndʊŋ
komplikation	kɔmplˌiːkatsɪˈoːn
komplikation	kˌoːmplˌiːkatsɪˈoːn
komplikationen	kɔmplˌiːkatsɪˈoːnən
komplikationsarm	kɔmplˌiːkɑtɪoːnsaɾm
komplikationsrisiko	kɔmplˌiːkˈatɪoːnsriːzˈiːkoː
kompliment	kɔmpliːmˈɛnt
komplimente	komplimente
komplimente	kɔmpliːmˈɛntə
komplimenten	kɔmpliːmˈɛntən
komplimentes	kɔmpliːmˈɛntəs
komplimentierkunst	kɔmplimɛntˈiːɾkʊnst
kompliments	kɔmpliːmˈɛnts
komplize	kɔmplˈiːtsə
komplizen	kɔmplˈiːtsən
kompliziere	kɔmpliːtsˈiːrə
komplizieren	kɔmpliːtsˈiːrən
komplizierend	kɔmpliːtsˈiːrənt
komplizierende	kɔmpliːtsˈiːrəndə
komplizierendem	kɔmpliːtsˈiːrəndəm
komplizierenden	kɔmpliːtsˈiːrəndən
komplizierender	kɔmpliːtsˈiːrəndɜ
komplizierendes	kɔmpliːtsˈiːrəndəs
komplizierst	kɔmpliːtsˈiːɾst
kompliziert	kɔmpliːtsˈiːɾt
komplizierte	kɔmpliːtsˈiːɾtə
kompliziertem	kɔmpliːtsˈiːɾtəm
komplizierten	kɔmpliːtsˈiːɾtən
komplizierter	kɔmpliːtsˈiːɾtɜ
kompliziertere	kɔmpliːtsˈiːɾtərə
komplizierterem	kɔmpliːtsˈiːɾtərəm
komplizierteren	kɔmpliːtsˈiːɾtərən
komplizierterer	kɔmpliːtsˈiːɾtərɜ
komplizierteres	kɔmpliːtsˈiːɾtərəs
kompliziertes	kɔmpliːtsˈiːɾtəs
kompliziertest	kɔmpliːtsˈiːɾtəst
komplizierteste	kɔmpliːtsˈiːɾtəstə
kompliziertestem	kɔmpliːtsˈiːɾtəstəm
kompliziertesten	kɔmpliːtsˈiːɾtəstən
kompliziertester	kɔmpliːtsˈiːɾtəstɜ
kompliziertestes	kɔmpliːtsˈiːɾtəstəs
kompliziertet	kɔmpliːtsˈiːɾtət
kompliziertheit	kɔmpliːtsˈiːɾtaɪt
kompliziertheit	kɔmplˈiːtsiːɾtˌaɪt
komplizierung	kɔmpliːtsˈiːrʊŋ
komplizierungen	kɔmpliːtsˈiːrʊŋən
komplizin	kompliːtsiːn
komplizität	kˈɔmpliːtsiːtˌeːt
komplott	kɔmplˈɔt
komplotts	kɔmplˈɔts
komponente	komponentsa
komponente	kɔmpoːnˈɛntə
komponenten	kɔmpoːnˈɛntən
komponentenanalyse	kɔmpoːnˈɛntənanalˈyːzə
komponentenanteil	kɔmpoːnˈɛntənˌˈantˌaɪl
komponentenaufbau	kɔmpoːnˈɛntənˌaʊfpˈaʊ
komponentenauswahl	koːmpoːnˈɛntɛnˌaʊsvˈɑːl
komponentenbasiert	kɔmponɛntɛnbazˈiːɾt
komponentenbedarf	kɔmpoːnˈɛntənbədˈaɾf
komponentenbestand	kɔmpoːnˈɛntənbəʃtˈant
komponentendarstellung	kɔmpoːnˈɛntənˌdˈaɾʃtɛlˌlʊŋ
komponentenfehler	kɔmpoːnˈɛntənfˌeːlɜ
komponentenfolge	kɔmpoːnˈɛntənfˌɔlgə
komponentenkomplex	kɔmpoːnˈɛntənkɔmplˈɛks
komponentenleistung	kɔmponɛntɛnlajstʊŋ
komponentenliste	komponentenliste
komponentenmuster	kɔmpoːnˈɛntənmˌʊstɜ
komponentenorientiert	kɔmpoːnˈɛntənˌoːriːɛntˈiːɾt
komponentenorientiert	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾt
komponentenorientierte	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾtə
komponentenorientiertem	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾtəm
komponentenorientierten	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾtən
komponentenorientierter	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾtɜ
komponentenorientiertes	kɔmpˌoːnəntˌɛnoːrˌɪɛntˈiːɾtəs
komponentenschicht	kɔmpoːnˈɛntənʃˈɪçt
komponentensicherheit	kɔmpoːnˈɛntənzˈɪçɜhˌaɪt
komponentenstruktur	kɔmpoːnˈɛntənʃtɾʊktuːɾ
komponentensystem	kɔmpoːnˈɛntənzʏstˈeːm
komponententechnik	kɔmpoːnˈɛntəntˈɛçniːk
komponententyp	kˌɔmpoːnˈɛntəntˈyːp
komponentenuntersuchung	kɔmpoːnˈɛntənˌʊntɜzˈuːxʊŋ
komponentenversagen	kɔmpoːnˈɛntənfɛɾzˈɑːgən
komponentenverteilung	kɔmpoːnˈɛntənʃɜtˈaɪlʊŋ
komponentenweise	kɔmpˈoːnəntˌɛnvaɪzə
komponentenweisem	kɔmpˈoːnəntˌɛnvaɪzəm
komponentenweisen	kɔmpˈoːnəntˌɛnvaɪzən
komponentenweiser	kɔmpˈoːnəntˌɛnvaɪzɜ
komponentenweises	kɔmpˈoːnəntˌɛnvaɪzəs
komponentig	kɔmpˈoːnəntˌɪç
komponentige	kɔmpˈoːnəntˌɪgə
komponentigem	kɔmpˈoːnəntˌɪgəm
komponentigen	kɔmpˈoːnəntˌɪgən
komponentiger	kɔmpˈoːnəntˌɪgɜ
komponentiges	kɔmpˈoːnəntˌɪgəs
komponiere	kɔmpoːnˈiːrə
komponieren	kɔmpoːnˈiːrən
komponierend	kɔmpoːnˈiːrənt
komponierende	kɔmpoːnˈiːrəndə
komponierendem	kɔmpoːnˈiːrəndəm
komponierenden	kɔmpoːnˈiːrəndən
komponierender	kɔmpoːnˈiːrəndɜ
komponierendes	kɔmpoːnˈiːrəndəs
komponierst	kɔmpoːnˈiːɾst
komponiert	kɔmpoːnˈiːɾt
komponierte	kɔmpoːnˈiːɾtə
komponiertem	kɔmpoːnˈiːɾtəm
komponierten	kɔmpoːnˈiːɾtən
komponierter	kɔmpoːnˈiːɾtɜ
komponiertes	kɔmpoːnˈiːɾtəs
komponiertest	kɔmpoːnˈiːɾtəst
komponiertet	kɔmpoːnˈiːɾtət
komponist	komponist
komponist	kɔmpoːnˈɪst
komponisten	kɔmpoːnˈɪstən
komponistenbiographie	kɔmpoːnˈɪstˈɛnbˌiːoːgɾafˈiː
komponistenpreise	kɔmpˈoːnɪstˌɛnpɾaɪzə
komponistenviertel	kɔmpoːnˈɪstənfiːɾtˌɛ
komposch	kɔmpɔs
komposita	kɔmpˈoːzitˈa
komposition	kɔmpˌoːziːtsɪˈoːn
kompositionalität	kɔmpˈoːsɪtˌɪoːnalˈɪtət
kompositionen	kɔmpˌoːziːtsɪˈoːnən
kompositionsabend	kɔmpˈoːziːtsɪˌoːnzɑːbənt
kompositionsaufträge	kɔmpˈoːziːtsɪˌoːnzaʊftɾˌɛːgə
kompositionserfolg	kɔmpˌoːziːtsɪˌoːnˈsɛɾfˈɔlk
kompositionsform	kɔmpoːsɪtsɪˈoːnsfˌɔɾm
kompositionsförderung	kɔmpˈoːsɪtˌɪɔnsfˈɜdɜʊng
kompositionsglied	kɔmpˌoːziːtsɪˈoːnsʒklˈiːd
kompositionsmasse	kɔmpˌoːziːtˌiːɔnˈsmˌˈɑsʃɛ
kompositionsprinzip	kɔmpˈoːziːtsɪˌoːnʃpɾɪntsˌiːp
kompositionsschüler	kɔmpˌoːziːtsɪˈoːnsʃˌyːlɜ
kompositionsstil	kɔmpˌoːziːtˌiːoːnsʃtˈiːl
kompositionsversuch	kɔmpˌoːziːtsɪˈoːnsfɛɾzˈuːx
kompositionsweise	kɔmpˈoːziːtsɪˌoːnsvaɪzə
kompositionsübung	kɔmpˌoːziːtsɪˌoːnˈsʏbʊŋ
kompositoperation	kɔmpoːsɪtɔpeːrˌatsɪˈoːn
kompositoperator	komposɪtɔpeːratɔɾ
kompositorisch	kɔmpˌoːziːtˈoːrɪʃ
kompositorische	kɔmpˌoːziːtˈoːrɪʃə
kompositorischem	kɔmpˌoːziːtˈoːrɪʃəm
kompositorischen	kɔmpˌoːziːtˈoːrɪʃən
kompositorischer	kɔmpˌoːziːtˈoːrɪʃɜ
kompositorisches	kɔmpˌoːziːtˈoːrɪʃəs
kompositzement	kɔmpɔsititsament
kompost	kˈɔmpɔst
komposte	kˈɔmpɔstə
komposten	kˈɔmpɔstən
komposterde	kɔmpˈoːʃteːrdˈ
kompostes	kˈɔmpɔstəs
kompostierbar	kɔmpɔstˈiːɾbˌɑː
kompostierfähig	kɔmpʊstˈiːɾfˈɛːɪç
kompostwerk	kɔmpˈoːstvˈɛlk
kompott	kɔmpˈɔt
kompottschälchen	kɔmpˈoːttoːʃˈɛːlçən
komprecht	kˈɔmtrˈɛçt
kompress	kɔmpɾˈɛs
kompresse	kɔmpɾˈɛsə
kompressen	kɔmpɾˈɛsən
kompression	kɔmpɾɛsjˈoːn
kompressionsanlage	kˈɔmpɾessiˌoːnsanlˌɑːgə
kompressionsaufnehmer	kɔmpɾɛsˌiːoːnzˌaʊfnˌeːmɜ
kompressionsbehandlung	kɔmpɾˈɛsˌiːoːnsbˌeːhˌandlˌʊŋ
kompressionsbereich	kɔmpɾˈɛsɪoːnsbərˌaɪç
kompressionsdichtprofil	kˈɔmpɾɛsjˌoːnsdˈɪçtpɾoːfɪl
kompressionsdichtung	kɔmpˈɾɛsjˌoːnstɪçtʊŋ
kompressionshose	kɔmpɾˌɛsjˈoːnʃˌoːsɛ
kompressionshöhe	kɔmpɾˈɛsjˌoːnshøːə
kompressionskraft	kˈɔmpɾɛsjˌoːnskɾˌaft
kompressionsschäden	kˌɔmpɾessjˈoːnsʃˈɛːdən
kompressionstakt	kɔmpˈɾɛsˌɪoːnstˈakts
kompressionstherapie	kˈɔmpɾˌɛsɪoːnstˈɛɾˈapˈi
kompressionsverband	kˈɔmpɾˌɛsjˌoːnsfɛɾbˌant
kompressionsverfahren	kɔmpɾˈɛssɪɔnˈsfɛɾfˈɑːrən
kompressionsverhältnis	kˈɔmpɾɛssiːoːnsfɜhɛltnˌɪs
kompressionsverletzung	kˈɔmpɾˌɛsjˌoːnsfɜlˌɛtsʊŋ
kompressionsvolumen	kˈɔmpɾˌɛsɪoːnsvˈɔlˈʊmˌɛn
kompressionswelle	kɔmpɾˈɛsɪoːnsvˈɛlˈlɛ
kompressionszone	kˈɔmpɾəsjˌoːnstsˌoːnə
kompressionszündung	kɔmpɾɛsˌiːoːnstsˌʏndʊŋ
kompressor	kɔmpɾˈɛsoːɾ
kompressoranlage	kɔmpɾˈɛsoːɾˈanlˌɑːgə
kompressoransteuerung	kɔmpɾˈɛsoːɾˈanztˈɔøɜʊng
kompressorantrieb	kɔmpɾɛsoːrˈantɾˌiːp
kompressoreinsatz	kɔmpɾˈɛsoːɾˈaɪnzˌats
kompressorenlager	kɔmpɾˈɛsoːrənlˌɑːgɜ
kompressorenöl	kɔmpɾəsˈoːrənˈøːl
kompressorgaskühler	kɔmpɾˈɛsoːɾgˈɑːskˈyːlɜ
kompressorkühler	kɔmpɾˈɛsoːɾkˈyːlɜ
kompressorläufer	kɔmpɾˈeːsˌoːɾlˌɔøfɜ
kompressors	kɔmpɾˈɛsoːɾs
kompressorsteuerung	kɔmpɾˈeːsɔɾʃtˈɔøərˌʊŋ
komprimierbar	kɔmpɾiːmˈiːɾbɑːɾ
komprimierbare	kɔmpɾiːmˈiːɾbɑːrə
komprimierbarem	kɔmpɾiːmˈiːɾbɑːrəm
komprimierbaren	kɔmpɾiːmˈiːɾbɑːrən
komprimierbarer	kɔmpɾiːmˈiːɾbɑːrɜ
komprimierbares	kɔmpɾiːmˈiːɾbɑːrəs
komprimiere	kɔmpɾiːmˈiːrə
komprimieren	kɔmpɾiːmˈiːrən
komprimierend	kɔmpɾiːmˈiːrənt
komprimierende	kɔmpɾiːmˈiːrəndə
komprimierendem	kɔmpɾiːmˈiːrəndəm
komprimierenden	kɔmpɾiːmˈiːrəndən
komprimierender	kɔmpɾiːmˈiːrəndɜ
komprimierendes	kɔmpɾiːmˈiːrəndəs
komprimierens	kɔmpɾiːmˈiːrəns
komprimierst	kɔmpɾiːmˈiːɾst
komprimiert	kɔmpɾiːmˈiːɾt
komprimierte	kɔmpɾiːmˈiːɾtə
komprimiertem	kɔmpɾiːmˈiːɾtəm
komprimierten	kɔmpɾiːmˈiːɾtən
komprimierter	kɔmpɾiːmˈiːɾtɜ
komprimiertes	kɔmpɾiːmˈiːɾtəs
komprimiertest	kɔmpɾiːmˈiːɾtəst
komprimiertet	kɔmpɾiːmˈiːɾtət
komprimierung	kɔmpɾiːmˈiːrʊŋ
komprimierungen	kɔmpɾiːmˈiːrʊŋən
komprimierungsrate	kɔmpɾiːnˈiːrʊŋsratə
komprimierungstechnologie	kɔmpɾiːmˈiːrʊŋstˈɛknoːlˌoːgiː
kompromiss	kɔmpɾoːmˈɪs
kompromiss	kɔmpɾˈoːmɪs
kompromissangebot	kɔmpɾˈoːmɪsangəbˈoːts
kompromissbereit	kɔmpɾˈoːmɪsbərˈaɪd
kompromissbereit	kɔmpɾˈoːmɪsbˌeːraɪt
kompromissbereite	kɔmpɾˈoːmɪsbˌeːraɪtə
kompromissbereitem	kɔmpɾˈoːmɪsbˌeːraɪtəm
kompromissbereiten	kɔmpɾˈoːmɪsbˌeːraɪtən
kompromissbereiter	kɔmpɾˈoːmɪsbˌeːraɪtɜ
kompromissbereites	kɔmpɾˈoːmɪsbˌeːraɪtəs
kompromissbereitschaft	kɔmpɾˈoːmɪsbˌeːraɪtʃˌaft
kompromissdenken	kɔmpɾˈoːmɪsdˈɛŋkən
kompromisse	kɔmpɾˈoːmɪsə
kompromissen	kɔmpɾˈoːmɪsən
kompromisses	kɔmpɾˈoːmɪsəs
kompromissfindung	kɔmpɾˈoːmɪsfɪˌndʊŋ
kompromissfähig	kɔmpɾˈoːmɪsfˌɛɾɪç
kompromisskurs	kɔmpɾˈoːmɪsˌkˌuːɾs
kompromisslos	kɔmpɾˈoːmɪslˌoːs
kompromisslose	kɔmpɾˈoːmɪslˌoːzə
kompromisslosem	kɔmpɾˈoːmɪslˌoːzəm
kompromissloser	kɔmpɾˈoːmɪslˌoːzɜ
kompromisslosere	kɔmpɾˈoːmɪslˌoːzərə
kompromissloserem	kɔmpɾˈoːmɪslˌoːzərəm
kompromissloseren	kɔmpɾˈoːmɪslˌoːzərən
kompromissloserer	kɔmpɾˈoːmɪslˌoːzərɜ
kompromissloseres	kɔmpɾˈoːmɪslˌoːzərəs
kompromissloseste	kɔmpɾˈoːmɪslˌoːzəstə
kompromisslosestem	kɔmpɾˈoːmɪslˌoːzəstəm
kompromisslosesten	kɔmpɾˈoːmɪslˌoːzəstən
kompromisslosester	kɔmpɾˈoːmɪslˌoːzəstɜ
kompromisslosestes	kɔmpɾˈoːmɪslˌoːzəstəs
kompromisslosigkeit	kɔmpɾˈɔmɪsˌlˈoːsɪçkaɪt
kompromisslösung	kɔmpɾˈoːmɪslˌøːzʊŋ
kompromisslösungen	kɔmpɾˈoːmɪslˌøːzʊŋən
kompromissmodell	kɔmpɾˌoːmɪsmoːdˈɛl
kompromissmodelle	kɔmpɾˌoːmɪsmoːdˈɛlə
kompromissmodellen	kɔmpɾˌoːmɪsmoːdˈɛlən
kompromissmodells	kɔmpɾˌoːmɪsmoːdˈɛls
kompromissplan	kɔmpɾˌoːmɪsplˈɑːn
kompromissplans	kɔmpɾˌoːmɪsplˈɑːns
kompromisssignal	kɔmpɾˈoːmɪsˌsɪgnˈaɾl
kompromissunfähig	kɔmpɾˈoːmɪsˈʊnfˌɛːɪç
kompromissvorschlag	kɔmpɾˈoːmɪsfˌoːɾʃlɑːk
kompromissvorschlags	kɔmpɾˈoːmɪsfˌoːɾʃlɑːks
kompromissvorschläge	kɔmpɾˈoːmɪsfˌoːɾʃlɛːgə
kompromissvorschlägen	kɔmpɾˈoːmɪsfˌoːɾʃlɛːgən
kompromittiere	kɔmpɾˌoːmɪtˈiːrə
kompromittieren	kɔmpɾˌoːmiːtˈiːrən
kompromittieren	kɔmpɾˌoːmɪtˈiːrən
kompromittierend	kɔmpɾˌoːmɪtˈiːrənt
kompromittierende	kɔmpɾˌoːmɪtˈiːrəndə
kompromittierendem	kɔmpɾˌoːmɪtˈiːrəndəm
kompromittierenden	kɔmpɾˌoːmɪtˈiːrəndən
kompromittierender	kɔmpɾˌoːmɪtˈiːrəndɜ
kompromittierendes	kɔmpɾˌoːmɪtˈiːrəndəs
kompromittierst	kɔmpɾˌoːmɪtˈiːɾst
kompromittiert	kɔmpɾˌoːmɪtˈiːɾt
kompromittierte	kɔmpɾˌoːmɪtˈiːɾtə
kompromittiertem	kɔmpɾˌoːmɪtˈiːɾtəm
kompromittierten	kɔmpɾˌoːmɪtˈiːɾtən
kompromittierter	kɔmpɾˌoːmɪtˈiːɾtɜ
kompromittiertes	kɔmpɾˌoːmɪtˈiːɾtəs
kompromittiertest	kɔmpɾˌoːmɪtˈiːɾtəst
kompromittiertet	kɔmpɾˌoːmɪtˈiːɾtət
kompromittierung	kɔmpɾˌoːmɪtˈiːrʊŋ
kompromittierungen	kɔmpɾˌoːmɪtˈiːrʊŋən
kompromiß	kɔmpɾˈoːmiːs
kompromiß	kɔmpɾˈoːmɪs
komsomolze	kɔmsɔmɔltsɛ
komsomolze	kˈɔmzoːmˌɔltsə
komsomolzen	kˈɔmzoːmˌɔltsən
komtesse	kˈɔmtɛsə
komtessen	kˈɔmtɛsən
komteß	kˈɔmteːs
komödchen	kˈoːmøːdçən
komödchens	kˈoːmœtçəns
komödiant	kɔmødjant
komödiant	kˌoːmøːdiːˈant
komödianten	kˌoːmøːdiːˈantən
komödianten	kˌɔmˌeːdiːˈantən
komödiantin	kˈoːmøːdˌiːantˌɪn
komödie	koːmˈøːdɪə
komödien	koːmˈøːdɪən
komödienbühne	kˈoːmøːdˌiːnbyːnə
komödienerfolg	kˌɔmøːdɪənɛɾfˈɔlk
komödienvorlage	kˈoːmøːdˌiːnfoːɾlˌɑːgə
konanz	ko˥˩ːnanz
koncz	kɔnts
kondensanz	koːnˈdeːnˌsants
kondensat	kɔndɛnzˈɑːt
kondensatablass	kɔndˌɛnˈsatablˈas
kondensatableiter	kɔndˈɛnzatˈaplˌaɪtɜ
kondensate	kɔndɛnzˈɑːtə
kondensaten	kɔndɛnzˈɑːtən
kondensates	kɔndɛnzˈɑːtəs
kondensatfest	kˈɔndɛnzˌɑːtfˈɛst
kondensathaltig	kɔndˌɛnˌsathˈaltɪç
kondensation	kɔndˌɛnzatsɪˈoːn
kondensation	kˌɔndˌɛnzatsɪˈoːn
kondensationsbildung	kˈɔndˌɛnzatsɪˌoːnsbɪldˈʊŋ
kondensationshaube	kˈɔndˌɛnzɑtiːoːnshˌaʊbə
kondensationsturbine	kɔndˌɛnˌsˈatɪoːnˈstuːbɪnə
kondensationswasser	kˈɔndɛnzˌatsɪˌoːnsvˈasʃɜ
kondensatmenge	kɔndˌɛnˈsatmˌŋeː
kondensator	kɔndɛnzˈɑtoːɾ
kondensatoraufladung	kɔndˌɛnzatˈɔɾˈaʊflˌɑːdʊŋ
kondensatorbatterie	kɔndɛnzatorbatəɾiː
kondensatordruck	kɔndˌɛnzatˈoːrdɾˈʊk
kondensatoren	kɔndˌɛnzatˈoːrən
kondensatorentladung	kɔndˌɛnzˈatoːɾɛntlˈɑdʊŋ
kondensatorgehäuse	kɔndˌənzatˈoːrgəhˈɔøzə
kondensatormikrofonkapsel	kɔndˌnzˌatˈoːrmɪkɾoːfˈoːnkˈapsəl
kondensatormodell	kɔn̪ɛnzatˈoːɾmoːdˈɛl
kondensatormotor	kɔndˌɛnzatˈʊɾmˌoːtoːɾ
kondensators	kɔndɛnzˈɑtoːɾs
kondensatorschaltung	kˈɔndəntsatɔɾʃˈaltʊŋ
kondensatorspeicher	kɔndˌənzatˈoːɾʃpˈaɪçɜ
kondensatorstapel	kˈɔndənzˌɑtoːɾstˈɑpˌɛl
kondensiere	kɔndɛnzˈiːrə
kondensieren	kɔndɛnzˈiːrən
kondensieren	kɔndˌɛnzˈiːrən
kondensierend	kɔndɛnzˈiːrənt
kondensierende	kɔndɛnzˈiːrəndə
kondensierendem	kɔndɛnzˈiːrəndəm
kondensierenden	kɔndɛnzˈiːrəndən
kondensierender	kɔndɛnzˈiːrəndɜ
kondensierendes	kɔndɛnzˈiːrəndəs
kondensierst	kɔndɛnzˈiːɾst
kondensiert	kɔndɛnzˈiːɾt
kondensierte	kɔndɛnzˈiːɾtə
kondensiertem	kɔndɛnzˈiːɾtəm
kondensierten	kɔndɛnzˈiːɾtən
kondensierter	kɔndɛnzˈiːɾtɜ
kondensiertes	kɔndɛnzˈiːɾtəs
kondensiertest	kɔndɛnzˈiːɾtəst
kondensiertet	kɔndɛnzˈiːɾtət
kondensmilch	kɔndˈɛnsmɪlç
kondensmilch	kɔndˈɛntsmiːlç
kondensorlinse	kɔnˈtɛnzoːlɪnzɛ
kondenswasser	kɔndˈɛnsvasɜ
kondenswasserbelastung	kɔndˈɛnsvˈassɜbˈɛlastʊŋ
kondition	kɔndˌiːtsɪˈoːn
konditional	kɔndˌiːtsɪˌoːnˈɑːl
konditionale	kɔndˌiːtsɪˌoːnˈɑːlə
konditionalen	kɔndˌiːtsɪˌoːnˈɑːlən
konditionals	kɔndˌiːtsɪˌoːnˈɑːls
konditionalstruktur	kɔndˌiːtsɪˌoːnˈalstɾˈʊktuːɾ
konditionalsätze	kɔndˈiːtsɪˌoːnalzˌɛtsə
konditionalsätzen	kɔndˈiːtsɪˌoːnalzˌɛtsən
konditionell	kɔndˌiːtsɪˌoːnˈɛl
konditionen	kɔndˌiːtsɪˈoːnən
konditionenstreit	kɔndˌiːtsɪˈoːnənʃtɾˈaɪt
konditioniere	kɔndˌiːtsɪˌoːnˈiːrə
konditionieren	kɔndˌiːtsɪˌoːnˈiːrən
konditionierend	kɔndˌiːtsɪˌoːnˈiːrənt
konditionierende	kɔndˌiːtsɪˌoːnˈiːrəndə
konditionierendem	kɔndˌiːtsɪˌoːnˈiːrəndəm
konditionierenden	kɔndˌiːtsɪˌoːnˈiːrəndən
konditionierender	kɔndˌiːtsɪˌoːnˈiːrəndɜ
konditionierendes	kɔndˌiːtsɪˌoːnˈiːrəndəs
konditionierst	kɔndˌiːtsɪˌoːnˈiːɾst
konditioniert	kɔndˌiːtsɪˌoːnˈiːɾt
konditionierte	kɔndˌiːtsɪˌoːnˈiːɾtə
konditioniertem	kɔndˌiːtsɪˌoːnˈiːɾtəm
konditionierten	kɔndˌiːtsɪˌoːnˈiːɾtən
konditionierter	kɔndˌiːtsɪˌoːnˈiːɾtɜ
konditioniertes	kɔndˌiːtsɪˌoːnˈiːɾtəs
konditioniertest	kɔndˌiːtsɪˌoːnˈiːɾtəst
konditioniertet	kɔndˌiːtsɪˌoːnˈiːɾtət
konditionierung	kɔndˌiːksɪˌoːnˈiːɾʊŋ
konditionierungsmittel	kɔndˌiːtsɪˌoːnˈiːrʊŋsmɪtəl
konditionsbeschränkung	kˈɑndɪtˌiːoːnsbˈɛʃrˌɛnkʊŋ
konditionsgymnastik	kɔndˌɪtˌɪoːnsgʏmnˈastˈɪˌk
konditionsschwäche	kɔndˌiːtɪoːnˈsʃvˈɛçə
konditionssteigerung	kɔndˌiːtsiːɔnsʃtˈaɪgˌɛrʊŋ
konditionsverhandlung	kɔnˌdiːtsɪˈoːnsfɛɾhaŋtlˌʊŋ
konditor	konditor
konditor	kɔndˈiːtoːɾ
konditorei	kɔndˌiːtoːrˈaɪ
konditoreien	kɔndˈiːtˌoːrˌaɪən
konditoreien	kɔndˌiːtoːrˈaɪən
konditoreikunst	kɔntiːtoːrˈaɪkˈʊnst
