cәғәт	sɛʁɛt
теләктәшлек	tʏ̞læktäʂɫɪ̞k
теләмәҫ	tʃlɛmɛθ
теләмәһә	tlæmæhæ
теләпҡол	tʲɪlɛpqʊ̞uɫ
теләр	tælæɾ
теләр-теләмә	tjɪlɛrtjɪlɛmæ
теләргә	tjɪlɛrgæ
теләүғолов	tʲɪlæuʁäɫɑw
теләһә	ðɪlɛhɛ
темәс	tɪmˌɛs
тере	tɪ̞rɪ̞
терегөмөш	tɪ̞rɪ̞gʏ̞mʏ̞ʃ
тереклек	tɪ̞rɪ̞klɪ̞k
теркәргә	tɪ̞rkɛgæ
теркәүес	tɪ̞rkæwɪ̞s
терпе	tɪ̞rpɪ̞
тертләп	tɪ̞rklæp
терһәк	tɪ̞rhæk
терәк	tɪ̞ræk
терәп	tɾæp
теш	tɪ̞ʃ
теш	ðɪ̞ʃ
теш-тырнаҡ	tɪ̞ʂtɯ̞rmɑq
тешләм	tɪ̞̞ʃɫɛm
тешләргә	tɪ̞rʂɫærgæ
теҙмә	fɪ̞ðmæ
теүәл	tɪ̞wæl
теүәлбай	tɪwɛlbaːj
ти	tiː
тибет	tibˈɛt
тибет	tʲibʲe̞t
тибеү	tibˈeu
тибә	tiba
тигеҙ	tʲigɪ̞ð
тигеҙләмә	tiːgɪ̞ðɫæmæ
тигеҙләргә	tʲigɪ̞ðlærgæ
тигән	tigæn
тигән	tʲigæn
тигәндә	tʲigændɛ
тиер	tʲir
тиергә	tʲirgæ
тик	tˢk
тикшереп	tʲikʂɪ̞rɪ̞p
тикшерергә	tʲikʃɪ̞rɪ̞rgæ
тикшерә	tʲikʂɪ̞ræ
тиләр	ti̠jlær
тимер	tʲimɪ̞r
тимер	t̪e̞m̩e̞r
тимербикә	tʲimɪ̞rbʲikæ
тимербәк	t̪iːmɪ̞rbæk
тимерсыбыҡ	tʲimɪ̞rsɯ̞bɯ̞q
тимерсыбыҡ	tʲimɪ̞rsɯ̞βɯ̞q
тимерғаҙыҡ	tʲimɪ̞rʁäðɯ̞q
тимерҡаҙыҡ	tʲiːmɪ̞rqɑðɯ̞q
тимур	ð̞emuɾ
тимә	tʲimæ
тимәк	tiːmæk
тимәк	tʲimæk
тин	tʲen
тип	dip
тир	tʲir
тир	t̪iːr
тиргәп	tʲiɾgæp
тире	tʲirɪ̞
тиреҫ	tʲirɪ̞θ
тирлән	tʲiɾlæn
тирләргә	ti̠rlærgæ
тирләү	tiːrlæw
тирмә	tʲirmæ
тирмә	tʲiɾmæ
тирмән	tʲirmæn
тирмәнсе	tʲirmænsɪ̞
тирә	tiːrɛ
тирәк	tirek
тирәк	tʲiræk
тирәһе	i̠rɛhɪ̞
тирәһендә	tʲiɾæhɪ̞ndæ
тирәһендәге	tʲiɾæhɪ̞ndægɪ̞
тишек	tiʃɛk
тишек	tʲiʃɪ̞k
тиҙ	tʲeð
тиҙ	tˈiz
тиҙлек	tʲeðlɪ̞k
тиҙләтеү	tiðlætæw
тиҙәк	tʲiðæk
тиҙәр	ðiðær
тиң	tʲeŋ
тиң	t̪e
тиңдәш	tʲiŋdæʃ
тиңсура	tiŋsura
тиҫбе	tʲeθbɪ̞
тиҫтер	tʲiθtɪ̞r
тиҫтә	tiθtæ
тойола	tɐjɯɫa
тойғо	tʊ̞jʁʊ̞
тол	tɯ̞ɫ
тол	tʊ̞ɫ
толом	tʊ̞ɫʊ̞m
толпар	tʊɫpɑr
томан	tʊ̞mɑn
томанларға	tʊ̞mɑnbɑrʁɑ
томансы	tɔmansɯ
томаш	tɐmɑʃ
томбойоҡ	tʊ̞mbʊ̞jʊ̞q
тонсоға	tʊ̞nʲtsʊ̞ʁa
тор	tɔr
тора	tɾa
тораһы	tɾˈahɯ̞
торба	tʊrba
торлаҡ	tʊ̞rɫɑq
тормайым	tɯ̞rmɑjɯ̞m
торманы	tørmɑnɯ̞
тормаҫ	tɯ̞rmɑθ
тормош	tʊ̞rmʊ̞ʂ
тормошсан	tʊ̞rmʊ̞ʂsɑn
тормошсан	tʊ̞rmʊ̞ʂsʊ̞n
тормошҡа	tɵrmʊ̞ʂqä
торна	torna
торна	tʊ̞rnɑ
торош	tʊrˈɑʃ
торош	tʊ̞rʊ̞ʂ
торғайны	tɯ̞rʁɑjnɯ̞
торған	tɯ̞rɢän
торғас	dʊ̞rˈʁɑs
торғаяҡ	tɯ̞rɢäjɑq
торғонлоҡ	tʊ̞rʁänɫʊ̞q
торҙо	tʊ̞rðä
торһа	tʊ̞rgɑ
тот	tot
тотмаҫ	tɑtmɑθ
тоторға	tʊ̞tʊ̞rʁa
тотҡа	tɯ̞tqɑ
тотҡа	tʊ̞tqɑ
тотҡан	tɑtqɑn
тотҡансы	tɤtqɑnsɯ
тотҡарлау	tɯ̞tqɑrɫɑu
тотҡарлыҡ	tɯ̞tqɑrɫɯ̞q
тотһын	tɯ̞thɯ̞n
тояҡ	tʊ̞jɑq
тоған	tɢɑn
тоғро	tʊ̞ʁɾʊ̞
тоҙ	tʊ̞ð
тоҙаҡ	tʊ̞ðɑq
тоҙларға	tɯ̞ðɫɑrʁɑ
тоҡ	tʊ̞q
тоҡандырыу	tɯ̞qɑndɯ̞rɯ̞w
тоҡанырға	tɯ̞qɑnɯ̞rʁɑ
тоҡом	tʊ̞qʊ̞m
тоҡор	tʊ̞qʊ̞r
тоҡсай	tɑqsɑj
тоҡсай	tʊ̞qsɑj
трактор	tɾaktɔr
транспорт	tɾanspɔrt
тубырсыҡ	tubɯ̞rsɑq
тубырсыҡ	tuβɯ̞rsɯ̞q
тубыҡ	tuβɯ̞q
тубыҡ	tʊ̞bʊ̞q
тубыҡланырға	tʊ̞bɯ̞qɫɑnɯ̞rʁɑ
туй	tuj
туйбикә	tojbikæ
туйсура	tʊjsɔra
туйырға	tʊjɯ̞rʁɑ
туйыш	tʊjˈɛʃ
туйҙа	tujda
туйҙар	tʊ̞jðäɾ
тула	tʊ̞ɫɑ
тулайым	tʊ̞ɫäjɯ̞m
туларға	tʊ̞ɫɑrʁä
тулатма	tʊ̞ɫɑtmɑ
тулатмағыҙ	tʊ̞ɫɑtmɑʁɯ̞ð
тулау	tʊlau
тултырыу	tʊ̞ltɪ̞rɪ̞w
тултырыусы	tʊɫtɯ̞rʊsɯ̞
тултырған	tʊ̞ɫtɪ̞rʁɑn
тулы	tuɫɯ̞
тулыбай	tʊɫʊ̞bäj
тулып	tʊɫɯ̞p
тулырға	fwɫɯ̞rʁɑ
тулыһынса	tulɑhɯnsɑ
тулған	tsulɢɑn
тулҡын	tuɫqɯ̞n
тулҡынлы	toɫqɯ̞nɫæ
тумалаҡ	tʊ̞mɑɫɑq
тумыртҡа	tumɯ̞rtqɑ
тумыртҡа	tʊ̞mɯ̞rtqä
тун	sun
тун	tun
тунарға	tʊ̞nɑrʁä
туп	tʊp
тупа	tupa
тупаҫ	tupas
тупланған	toβɫänɢan
туплаған	tʊ̞pɫɑʁɑn
тупраҡ	tuprɑq
тупраҡ	tˈupɾˈɑq
тупһа	tuphɑ
тура	toɾɑ
тура	tʊra
турахан	tʊ̞rɑχän
тураһында	fuɾɑhɯ̞ndɑ
тураһында	turɑhɯ̞ndɑ
тураһындағы	surɑhʊ̞ndæʁɯ̞
туристик	tuˈristik
туры	tʊɾa
турғай	turʁɑj
тут	tot
тут	tˈut
тутыйғош	tutɯ̞jʁʊ̞ʂ
тутырма	tutɾma
туфан	sʊfˈɑn
туфан	tufɑn
туғай	tuʁɑj
туғанбай	tʊ̞ʁɑnbɑj
туғандаш	puʁɑndɑʂ
туғанлашырға	tuʁɑnlɑsɯ̞rʁɑ
туғарылыу	toʁɑrɑɫɯ̞w
туғыҙ	tuʁɯ̞ð
туғыҙ	tʊ̞ʁɯ̞ð
туҙ	tuð
туҙ	tuð̞
туҙан	tuðɑn
туҙбаш	tusbˈɑʃ
туҡ	tsuq
туҡ	tuq
туҡал	tuqɑl
туҡал	tuqɑɫ
туҡбулат	tɯ̞qbɯ̞ɫät
туҡсаба	tuqsɑbɑː
туҡсура	toqsura
туҡта	tʊ̞qtɑ
туҡталыш	tuqtɑɫɯ̞ʂ
туҡтамай	luqtɑmɑj
туҡтаны	tˤuqtɑnɑ
туҡтап	tuχtap
туҡтар	tʊ̞qtɑr
туҡтарға	tʊ̞qtɑrʁɑ
туҡтат	tʊ̞qtät
туҡтатыу	tʊ̞qtɑtʊ̞w
туҡтаһа	tˈʊbtaha
туҡылдарға	tʊ̞qʊ̞ɫdɑrʁɑ
туҡылған	tɵqɯ̞ɫʁɑn
туҡыма	tuqɯ̞mɑ
туҡыусы	tuqɯ̞wsɑ
туҡһай	tsuqhaj
туң	tuŋ
туңдырма	tuŋdɯ̞rmɑ
туңдырма	tʊ̞ŋdʊ̞rma
туңдырылған	tʊ̞ŋdʊ̞rʊ̞ɫʁɑn
туңыу	tʊŋau
туңғатар	toŋgɑtɑr
тыйнаҡ	tɪ̞jːnɑq
тыйнаҡлыҡ	tɯ̞jnaqɫɑq
тыйылырға	ðɯ̞jɯ̞ɫɯ̞rʁɑ
тыйырға	tjɯɾɢä
тылсым	tɯ̞ɫsɯ̞m
тылсымлы	tɯ̞ɫsɯ̞mɫɯ̞
тылсымсы	tɯ̞ɫsɯ̞msɯ̞
тымау	tɯ̞mɑw
тымырға	tʁɯ̞mɯ̞rʁa
тынсыу	tɯ̞nsɯ̞w
тынырға	tənɯ̞rɢa
тыныс	tɯ̞nɯ̞s
тынысландырып	tɯ̞nɯ̞sɫänðɯ̞rʊ̞p
тынысланма	kɯ̞ŋɯ̞sɫɑnmɑ
тынысланырға	tɯ̞nɯ̞sɫɑnʊ̞rʁɑ
тыныслыҡ	tɯnɯ̞sɫɯ̞q
тырма	tɯ̞rmɑ
тырма	tɾma
тырнарға	tɯ̞rɯ̞nɑrʁa
тырнаҡ	tɯ̞rnaq
тырнаҡ	tɯ̞rnɑq
тыртай	tɐrtɐj
тырыш	tɯ̞rɯ̞ʂ
тырыша	tɯ̞rɯ̞ʂːa
тырышмаҡсы	tɪ̞rɪ̞ʂmɑqsʊ̞
тырышты	tʊ̞rɯ̞ʂtɑ
тырышыусанлыҡ	tɯ̞rɯ̞ʂʊ̞ɫsɑnɫɯ̞q
тыуым-үрсемде	tɯ̞uɯ̞mursɪ̞mdʲɪ
тыуырҙар	tɯ̞uɯ̞rdɑɾ
тыуыу	tɯ̞wɑu
тыш	tɯ̞rʂ
тышау	tɯ̞ʂɑw
тышланырға	tʊ̞ʂɫɑnʊ̞rʁä
тышлыҡ	rʊ̞ʂɫɯ̞q
тығырға	tʊ̞ʁʊ̞rʁa
тығыҙ	tɯ̞ʁɯ̞ð
тыҡрыҡ	tɯ̞qrɯ̞q
тыҡрыҡ	tɯ̞qɾɯ̞q
тыңлай	tɐ̃ŋlɐj
тыңламаҫҡа	tɯ̞ŋɫɑmɑsqä
тыңлап	tɐ̃ŋlɐp
тыңлау	tɐ̂ŋlɐ̃ʊ
тыңлаулы	tɯ̞ŋɫɑuðɯ̞
түбән	tʊbæn
түбән	tʏbæn
түбән	tʏβæn
түбәндәге	tʏbændæɣæ
түбәндәгесә	tʏbændæːgɪ̞sæ
түбәнләргә	tʏ̞bʲɛnlɛrgæ
түбәтәй	tʏbʲɛtɛj
түгел	tɵgɪ̞l
түгел	tˈʏgəl
түгергә	tʊgɪ̞rgæ
түкте	tʏptɪ̞
түләк	tylˈɛk
түләкбай	tʏlʲɪkbäj
түләп	tulˈɛp
түләргә	tʏlɛrgæ
түләүле	tʏlæwlɪ̞
түләүсе	tʏlæʏsæ
түр	tʏr
түрйән	tʏ̞rjæn
түркенгә	tʏ̞rkʏ̞ngæ
түркендә	tʏ̞rkʏ̞ndæ
түрә	tʏræ
түтәл	tɵtæl
түтәрмә	tʏ̞tɛrmæ
түш	tʏʃ
түш	tʏ̞ʂ
түшкә	tuʃkæ
түшәк	tukʃak
түшәм	tʏʃæm
түшәргә	tʏsɛrgæ
түшәү	tuʃau
түҙемлек	tʏðɪ̞mlɪ̞k
түҙеүсе	tʏðɪ̞lsɪ̞
түҙә	tʏðːɛ
түңәрәк	tʏŋæræk
тәбенгеле	tæpɪ̞ngʲɪlæ
тәбиғи	tæβiʁïi
тәбиғәт	tæβiʁæt
тәбиғәт	tɛbɛʁɛt
тәбрикләргә	tæbrʲiklærgæ
тәгеш	tɛgɪ̞r
тәгәрләү	tægærlæw
тәгәрмәс	tægærmæs
тәгәрәргә	tægɪ̞rɛrgæ
тәгәрәү	tɛgɛrɛv
тәжрибә	tæʒrʲibæ
тәжрибә	tɛʒrɪbæ
тәзкирә	tæskirɛ
тәкә	tækæ
тәкәббер	tækæbːɪ̞r
тәлмәрйен	tælmærjæn
тәлғәт	tælʁæt
тәм	dˈɛm
тәм	tæm
тәминдар	tɛmʲindɑr
тәминдәр	tæmʲindær
тәмле	tæmlɪ̞
тәмле	tɛmlɛ
тәмләргә	tæmlærgæ
тәмһеҙ	tæmhɪ̞ð
тәмәке	tæmækæ
тәмәке	tæmækɪ̞
тәнле	tɛnlæ
тәнҡит	tæŋqit
тәнҡит	ðɛnqit
тәнҡитсе	tɛnqitsɪ
тәнәкәй	tenakˈaj
тәнәфес	tænæfɪ̞s
тәпе	tɛpɛ
тәпке	tæpkɪ̞
тәпәш	tæpæʃ
тәпәшәк	tɛpeʃɛk
тәрбиә	tærbʲiʲæ
тәрбиә	tɛrbjæ
тәрбиәле	tɛrbjælɪ̞
тәрбиәләмәй	tæɾbjælɪ̞mæj
тәрбиәләнгән	tæɾbʲiɛlængæn
тәрбиәләнә	tæɾbʲiæ̹lɛnæ
тәрбиәсе	tɛrbjjɛsɪ̞
тәрбиәһеҙ	tɛrbʲiʲæhʲɪð
тәре	tæɾɪ̞
тәржемә	tærʒɪ̞mæ
тәржемә	tɛrˈsɪmæ
тәржемәсе	tærʒɪ̞mæsɪ̞
тәрилкә	tærʲilkæ
тәрилкә	t̪æɾi̯ilkæ
тәртешкә	tærtɪ̞ʃkæ
тәртип	tærtʲip
тәртип	tɛrtip
тәртипләргә	tærtʲiplærgæ
тәрән	tæræn
тәрән	tæˈræn
тәрәнлек	tæɾnɫɪ̞k
тәсбих	tæsbʲiχ
тәскирә	tɛskʲiɾæ
тәслимә	tɛslimæ
тәте	tætɪ̞
тәтер-арыҫлан	tætɪ̞rɑrɯ̞sɫɑn
тәтлембәт	tætlɪ̞mbæt
тәтәй	tɛtej
тәфтиш	tɛftjʃ
тәхет	tæχɪ̞t
тәғлимәт	tæʁlʲimæt
тәғлимәт	tɛrliˈmæt
тәҙрә	tæðræ
тәҡдим	tæqdʲim
тәҡдир	tæqdʲir
тәҡлимә	tæqɫʲimæ
тәңкә	tæŋkæ
тәңре	tæŋræ
тәңре	tæŋrɪ̞
тәү	tæw
тәүге	tæwgɪ̞
тәүге	tɛu̯gɛ
тәүлек	tæwlɪ̞k
тәүтормош	tæwtʊ̞rmʊ̞ʂ
тәүфиҡ	tænfiq
тәүҙә	tæwðæ
тәүҙә	tɛʋʲðɛ
тәүәкәлләргә	tæwækæ̹lːærgæ
тәһәрәт	tæhæɾæt
тәһәрәт	ðɛhɛrɛt
төбәк	tʏ̞βæk
төбәлгәйне	tʏ̞bælgʲɛʲinɪ̞
төбәп	tˈəbˈɛp
төймә	tʏ̞jmæ
төйөн	tʏ̞jʏ̞n
төкөрөк	tʏ̞kʏ̞rʏ̞k
төлкө	tʏ̞lkʏ̞
төмән	tʏ̞mæn
төн	tʏ̞n
төндә	tɯ̞ndɛ
төндөк	tʏ̞ndʏ̞k
төньяҡ	tʏ̞njɑq
төньяҡта	tɪ̞njɑqtɑ
төнәтмә	tʏ̞nætmæ
төп	tɛp
төп	tʏ̞p
төпләнергә	tɯ̞plænɪ̞rgæ
төплө	tɪ̞plæ
төпсөк	tɪ̞psɪ̞k
төр	tɪ̞r
төр	tʏ̞r
төргәк	tʊ̞rgæk
төрки	tərki
төркиә	tʏ̞rkʲiʲæ
төркөм	tɪ̞rkɪ̞n
төркөм	tʏ̞rkʏ̞m
төркөмсә	tɪ̞rkʲɪmsæ
төркөстан	tɪ̞rkɪ̞stɑn
төрлө	tɪ̞rɫɛ
төрлө	tʏ̞rlʏ̞
төрмә	tʏ̞rmæ
төрткө	tʏ̞rtkʏ̞
төрҙө	tʏ̞rðʏ̞
төрөк	tʏ̞rʏ̞k
төрөкмәнстан	tʏ̞rʏ̞kmænstän
төрөнөргә	tʏ̞rʏ̞mʏ̞rgæ
төрөргә	t̪i̠rɪ̞rgæ
төтәргә	tʲɪtærgæ
төтөн	tʏ̞tʏ̞n
төхвәт	tɪ̞χwɛt
төхвәтулла	tɪ̞qwætuɫɫä
төш	tɪ̞ʃ
төш	tʏ̞ʃ
төшкәс	tɐʃkɛs
төштө	tɪ̞rʂtɪ̞
төшөнсә	tʏ̞ʃʏ̞nsæ
төшөргә	tɪ̞ʂɪ̞rgæ
төшөрөү	tʏ̞ʃʏ̞r
төшөрөү	tʏ̞ʃʏ̞ɾ
төҙ	tɪ̞ð
төҙ	tʏ̞ð
төҙөлөргә	tɪ̞ðɪ̞ɫɪ̞rgæ
төҙөргә	fʏ̞ðʏ̞rgæ
төҙөүсе	tʏ̞ðʏ̞wsɪ̞ᵝ
төҫ	tʏ̞θ
удмурт	putmurt
ужым	uʐɯ̞m
ужым	uʒɨm
уй	oj
уй	uʝ
уйлай	ojlai
уйламай	ojlɑmɑj
уйламағанда	ʊ̞jɫɑmɑʁɑndɑ
уйлана	ʊi̯lɐnˈɑ
уйланы	ojlana
уйланып	jɫɑnɯ̞p
уйланған	ɵjɫɑnʁɑn
уйларға	jɫɑrʁɑ
уймаҡ	ujmɑq
уйнарға	wjɯ̞närʁä
уйпат	ujpat
уйпы	ojpa
уйсанланырға	ʊ̞jsɑnɫɑnʊ̞rʁä
уйылдан	ujɯ̞ɫdɑn
уйын	ujɯ̞n
уйынсыҡ	ujɯ̞nsɯ̞q
уйынсыҡ	uβjɯ̞nsɯ̞q
украина	ukraina
ул	oɫ
ул	ˈul
улай	ulaj
улайһа	bwɫäjhɑ
улан	oɫan
улар	uɫɑr
уларса	ulɑrsɑ
уларҙың	ulɑrðɯ̞ŋ
ултыра	ultɪrɑ
ултырмағас	ʊ̞ɫtɯ̞rmɑʁäs
ултырт	ʊ̞ɫtɯ̞rt
ултыртмады	oɫtɯ̞rtmɑðɯ̞
ултыртылған	wltɯ̞rtʊ̞ɫʁɑn
ултыртып	wltɪ̞rtʊ̞p
ултыртыр	qultɯ̞rtʊ̞r
ултыртырға	ʊ̞ɫtɪ̞ɾtɪ̞rʁɑ
ултыртыу	ɵɫtɯ̞rtɯ̞w
ултыртҡан	ʊ̞ɫtɯ̞rtqɑn
ултырып	ɵɫtɯ̞rʊ̞p
ултырыусы	ɵɫtɪ̞rɯ̞wˌsɯ̞
ултырғайны	ʊ̞ɫtɪ̞rʁɑjnɯ̞
ултырған	bwltɪ̞rʁɑn
ултырғас	ʁʊltʊ̞rʁäs
ултырғыс	utɯ̞rʁɯ̞s
ултырғыс	uɫtɯ̞rʁɯ̞s
ултырғыс	ɵɫtɪ̞rʁɯ̞s
умарта	umarta
умарта	umɑrtɑ
умартасылыҡ	umɑrtðäsɯ̞ɫɯ̞q
умырзая	umɯ̞rzɑjɑ
умыртҡа	omɯ̞rtʁæ
ун	un
ун	ũn
унан	unan
унан	unɑn
унар	unhaɾ
унау	unau
унау	unaw
унауҙан	unauzan
унда	bunda
унда	undɑ
унлап	unˈlɑp
уны	unɯ̞
уның	unɯ̞ŋ
упҡын	upqɯ̞n
ураз	ɔɾaz
уразмәт	wɾazmɛt
уразымбәт	ʊ̞rɑzɯ̞mbæt
урал	oɾɑɫ
урал	wɾɑɫ
урал-тау	uɾɑltɑu
уралдың	wɾaldɯ̞ŋ
урам	oɾɑm
урам	puɾɑm
урамдар	ʊ̞rɑmdɑr
уран	urran
уранырға	ʊ̞rɑnɯ̞rʁɑ
ураныу	urɑnɐu
урарға	wrɑrɣa
уратып	ʊ̞rɑtɯ̞p
уратырға	wratɯ̞rʁa
уратҡан	ʊ̞rɑtqɑn
урау	puɾau̯
ураҡ	urɑq
ураҡай	ʊ̞ɾɑqäj
ураҡбай	urɑqbɑɪ̞
ураҡсы	ʊ̞rɑqsɯ̞
урия	urie
урлар	wurɫar
урлау	urlaw
урман	urmɑn
урман	wʊ̞rmɑn
урманлы	urmɑnɫæ
урмансылыҡ	qurmɑnsɯ̞ɫɯ̞q
урта	urta
урта	urtɑ
уртаса	urtɑsɑ
уртаҡ	urtɑq
уртаҡлашырға	urtɑqɫæʃɯ̞rqɑ
уртаһында	ʊrtɑhʊ̞ndtä
уртаһындағы	urtsɑhʊ̞ndɑʁʊ̞
урын	urɯ̞n
урын	uɾæn
урын-ваҡыт	urɯ̞nwɑqɯ̞t
урынбаҫар	urɯ̞nbɑθɑr
урынлашты	kuɾɯ̞nɫɑʂtʊ̞
урынлаштыра	ʊ̞rʊ̞nɫäʃtɯ̞rɑ
урынлаштырылған	qurɯ̞nɫäʃtɯ̞rɯ̞ɫʁɑn
урынлаштырыу	uɾɯ̞nɫäztɯ̞rɯ̞w
урынлаштырған	urənlɑʃtɯ̞rʁɑn
урынлашырға	urɯ̞nɫæʂɪ̞rʁɑ
урынлашҡан	ʊ̞rɯ̞nɫɑʃqɑn
урынлы	urɯ̞nɫɯ̞
урынһыҙ	uɾʊ̞nhɯ̞ð
урынһыҙлыҡ	urɯ̞ŋhɯ̞ðɫɑq
урып	urɑp
урырға	oɾɯ̞rɢa
урыҫ	urɯ̞θ
урыҫ-байбаҡ	urɯ̞θbäjbɑq
урҙан	wʊ̞rðɑn
ус	us
ус	uz
усал	uzɑl
усаҡ	usɑq
услап	uzɫɑp
усларға	ʊ̞sɫɑrʁɑ
ут	ot
ут	tˢ
утарбай	utärbˈɑj
утарға	ʊtɑrɢa
утрау	uprao
утрау	utrɑw
утын	utɯ̞n
утын	ʊ̞tɯ̞n
утыҙынсы	qutɯ̞ðɯ̞nsɯ̞
утҡойроҡ	utqʊ̞jrʊ̞q
уфтанырға	ʊ̞ftɑnɯ̞rʁɑ
уфтаныу	uftanou
ушан	uʃɐn
уян	ˈujˈɔn
уянып	uˈjɑnɯp
уятып	bujɑtɯ̞p
уяулыҡ	kwjɑwɫɯ̞q
уға	uʁɑ
уға	ʊ̞ɢɑ
уғры	u̞ʁrɯ̞
уҙғарыу	ʊ̞ðʁɑrɯ̞w
уҡ	uq
уҡа	qa
уҡалы	ɵqäɫɯ̞
уҡбаш	ʊ̞qbɑʂ
уҡлау	uqɫæʊ̞
уҡлау	uqɫɑw
уҡмашырға	ʊ̞qmɑʂɯ̞rʁɑ
уҡмашыу	uqməʃɯ̞w
уҡсы	qsɯ̞
уҡсы	uqsɯ̞
уҡтай	ʔuqtɑj
уҡшыу	uqʃɛw
уҡылған	ɵqɯ̞ɫʁɑn
уҡыта-уҡыта	uqɯ̞tɑuqɯ̞tɑ
уҡытмау	qɯ̞tmɑu
уҡытылырға	ʊ̞qʊ̞tɯ̞ɫɯ̞rʁɑ
уҡытырға	uqɯ̞tɯ̞rʁa
уҡытыусы	uqɯ̞tɯ̞wsɯ̞
уҡытыусы	uqɯ̞tɯ̞ɫsʊ̞
уҡыусы	uqɯ̞wsɯ̞
уҡыусылыҡ	uqɯ̞ɫsɯ̞ɫɯ̞q
уң	uŋ
уң	ũŋ
уңай	uŋˈɑi
уңайлы	uŋɑjɫɯ̞
уңайҙы	uŋɑjðɯ̞
уңайһыҙланыу	unɑjhɯ̞ðɫɑnɯ̞w
уңайһыҙларға	unɑjhɯ̞ðɫärʁä
уңалырға	uŋɑɫɯ̞rqä
уңырға	uŋärʁä
уңыш	uŋɯ̞ʂ
уңышлыҡ	ɵŋɯ̞ʂɫɯ̞q
уңышһыҙлыҡ	ʊ̞ŋɯ̞ʂhɯ̞ðɫɯ̞q
уҫал	uθɑɫ
уҫаҡ	uθɑq
уҫаҡ	ʊ̞θɑq
уҫман	ʊθmɔn
фабрика	fabrika
фавар	fauˈar
фажиғә	faʑiʁæ
фажиғә	faʒïʁæ
фазлинур	fæzlʲïnoːr
фазләхмәт	fazlæχmæt
фазыла	fazɯlla
фазылйән	fazɯɫjen
фазылхан	fazəlχɑn
фаил	fajˈo
фаиҡ	fɑjɯq
файыл	fajɯ̞ɫ
файыҡ	fəjɯ̞q
файҙа	fajðɑ
файҙа	fɑjðɑ
файҙаланыу	fajðɑlɑnɯ̞w
файҙаланған	fɑjzɑɫɑnʁɑn
факиһа	fˈakɪhˈɑ
фара	para
фариза	fariza
фарис	fɑriːs
фарман	farman
фарман	fɑrmɑn
фармацевтик	farmɑtsɛftˈik
фарсы	farsɛ
фаруҡ	frʊq
фарыздыр	fɑɾazdɯˈr
фасих	fˈasˈiɹ
фатима	fätʲi̠mä
фатима	fɑtˈma
фатир	fãt̪iɾ
фатир	fätʲïr
фатих	fatˈiχ
фатиха	fätʲïχä
фаттах	fatːaq
фауна	fau̯na
фаянур	fajɑnur
фекер	fɪ̞kɪ̞ɾ
фигура	figura
фидай	fidɔj
фидалиә	fidɔliɛ
физик	fizˈik
физика	fˈisika
фиксажлау	fiksɐʒlau
фиксатор	fiksator
фиктив	fɪktˈɪv
фикус	fikuz
фил	fʲil̠
филантропик	fjlantropik
филателизм	fˌilˌɐtɨlˈizm
филателист	fˈilˈɑtəlɪst
филе	file
филзә	filizɛ
филиал	fˌiliˈɑl
филистер	fjlistɛr
филистерлыҡ	fʲilʲɪstɪ̞rɫʊ̞q
филтә	filt̪e
филтә	fʲiltæ
филтәле	filtæ̹lɛ
фильм	fˈlm
филёнка	fjilʲonka
филүзә	filuzɛ
филүс	fˈilˈœs
фин	fˈin
фируза	fjɾuzɑ
фирғәт	fiɾɢæt
фирғәүен	fʲiɾʁæwɪ̞n
фирҙәүес	fʲirðæwɪ̞s
фирүзә	fʲirʊzæ
фитрат	fˈiːtrˈat
флора	flora
флүрә	flʏrˈe
флүсә	flʏsˈɛ
фонд	funt̪
форма	foɾma
формалашмау	pʊ̞rmɑɫɑʂmɑw
формалашыу	fʊ̞rmʊ̞ɫɑʂʊ̞w
формат	fɔrmat
форсат	fɐrsad
форсат	fʊ̞rsɑt
франгиз	franɢiz
фрида	frida
фруза	fruza
фуат	fuːat
фуражка	furaʃka
фәйез	fajaz
фәйзрахман	fajzraxman
фәлсәфә	fælsæfæ
фәлсәфә	fɛzsɛfˈɛ
фәлсәфәүи	fælsæfæwi
фәлән	fælæn
фән	fæn
фәнгиз	fengiz
фәндәргә	fændærʲgæ
фәнзил	fənzil
фәнир	feniɾ
фәнис	fənˈis
фәнни	fenni
фәннур	fãnˈnuɾ
фәнүзә	fɛnɪzɛ
фәнүс	fˈɛnˈus
фәрехшат	færʲɪqʃät
фәрештә	færɪ̞ʃtæ
фәридә	vɛrʲidæ
фәрит	færʲit
фәрит	vˈɛrɪt
фәриха	fæɾɪːxæ
фәриға	færiːɢa
фәриҙә	færʲiðæ
фәриҙә	fæɾiːðɛ
фәррәх	fɛrˈrɛx
фәруҡ	fɾuq
фәрхинур	færçinuɾ
фәрхәнә	fɪ̞rχænæ
фәрхәт	fɾχɛt
фәрүәз	fɛrbɛz
фәрүән	fɛrvɛn
фәсәхәт	χɛsɛχɛt
фәтих	fɛtiːx
фәтхулла	fatˈχuːlːɑ
фәхри	fˈaxri
фәҡир	fæqɪ̞ɾ
фәһем	fahem
фәһимә	fæˈrʲɪmæ
хаж	χɑʐ
хазбулла	χɑzbuɫla
хазина	χäzʲïnä
хайуан	χæjˈwan
хайуанды	χæjˈwɑndɑ
хакер	akʲiɾ
хаким	χäkʲi̠m
халатлы	χɑɫɑtɫɑ
халаттағы	qɑɫɑtːɑʁɯ̞
халит	χɑlɪt
