-åringar	oːrɪŋaːr
rödrandigt	rˈøːdrˈandˈɪkt
rödrosigt	rˈøːdˈruːsɪkt
rödrutigt	rˈøːdrˈʉtɪkt
rödsprit	rˈœdspriːt
rödspriten	røːdˈspˈrɪtən
rödspätta	rˈœdspətːˌa
rödstruken	rˈøːdstrˈukːˌɛn
rödstruket	rˈœdːstˈrykət
rödsvinglar	rˈʉdsvˈɪŋlar
rödtungan	rˈœrdtˈɵŋan
rödvin	rˈœdvˈiːn
rödvinet	rˈødvˈiːnət
rödvingar	rˈødvɪŋar
rödvingarna	rˈøːdvˈɛŋarnˈa
rödvinsglasen	røːdvˈiːnsglˈɑːsən
rödvit	rˈødvˈiːt
rödögt	rˈœdˈœkt
röj	rej
röja	rˈøːja
röjning	rˈœjnɪŋ
röjsax	rojsˈaks
röjsaxar	røjsaksar
rök	rˈøːk
rök	ʁˈœk
röka	rˈøːka
rökare	rˈøːkarə
rökarna	røːˈɾkˈana
rökarna	rˈøːkarnˌa
rökdykare	rˈœkdyːkˌarə
rökelse	rˈøːkəlsə
röken	rˈøːkˌɛn
röker	rˈøːkər
rökfri	rˈœkfriː
rökfylld	rˈøːkfyld
rökfyllt	røːkfylt
rökig	rˈøːkɪg
rökkanal	rˈøːkkanˈɔl
röklin	rəklˈɪn
rökning	rˈœknɪŋ
rökningen	rˈœknɪŋən
rökpaus	rˈøːkpaʊs
rökridå	rˈœkriːdˌoː
rökrock	rˈøːkrˈɔp
röksalongerna	røːxˈsalˈuːŋərnə
röksmak	rˈøːksmˌɑːk
röksmaken	røːksmˈɑːkər
röksugen	rˈœksʉjən
rökt	rˈœkt
rökta	røːktˈa
rökte	røːktˢe
rökte	rˈøːktə
rölleka	rˈœllˈɛkːa
rön	ran
rön	røn
rön	rˈøːn
röna	rˈøːna
röner	røːnˈnær
rönn	rˈœn
rönnbär	rˈœnbɛːr
rönt	rant
röntga	rˈœntga
röntga	rˈʉntga
röntgar	rˈœntgar
röntgen	rˈœntjən
röntgen-	rˈœntjən
röntgenapparatur	rˈœntjənˌaparˌɑːtʉr
röntgenavdelningen	rˈœntjənˌɑːvdeːlnˌɪŋən
röntgenbild	rˈœntgˈənbˈɪld
röntgenfilmen	rˈœntjənfˌɪlmən
röntgenologen	rˈœntjənuːlˈoːjən
röntgenologer	rˈœntjənuːlˈoːjər
röntgenstrålar	rˈœntjənstrˌoːlar
rör	rɑːr
rör	rˈøːr
röra	rˈøːra
rörande	rˈøːrandə
rörd	rˈøːad
rörd	rˈœrd
rörde	rˈœrdə
rördelar	rˈœrdˈeːlˌar
rördelen	rˈɔrdˌeːlən
rörelse	rˈøːrəlsə
rörelseenergi	rˈøːrəlsəˈɛnərˌiː
rörelsehinder	rørəlsəhɪ̞ndər
rörelsehindrad	rˈœrəlshˈɪndrad
rörelsehindrade	rˈœrəlsəhˈɪndradə
rörelsekraft	rˈøːrəlsəkrˌaft
rörelselek	rˌøːrəlsˈɛlək
rörelsemönster	rˌøːrəlsəmˈœnstər
rörelsemönstrens	rˌøːrəlsəmˈœnstrəns
rörelsemönstret	rˌøːrəlsəmˈœnstrət
rörelsen	rˈøːrəlsən
rörelsens	rˈøːrəlsəns
rörelseomfång	rˈœrəlsəˈɔmfˈoːŋ
rörelser	rˈøːrəlsar
rörelser	rˈøːrəlsər
rörelseägd	rˈœrəlsˈɛgd
röret	rˈøːrət
rörformig	rˈœrformˈɪg
rörformiga	rˈøːrfˈoːrmɪgːa
rörig	rˈøːrɪg
rörledningar	rˈøːrlˌeːdnˌiːŋa
rörledningar	rˈœrleːdnˌɪŋar
rörlig	rˈœrlɪg
rörligare	rˈœrliːgˌarə
rörligheten	rˈœrlˈiːghətˌə
rörmokare	rˈøːrmˈɔkːarə
rörmokare	rˈœrmuːkˌarə
rörmontör	rˈœrmˈɔntœr
rörs	rˈœʂ
rörstrandsgatan	rˈøːrstrˈansgˈatan
rörsvamp	rˈøːrsvˈamp
rörsvampar	rˈøːrsvampar
rörsvampen	rˈøːrsvˈampən
rörsystem	rˈœʂystˌeːm
rört	rˈœt
rös	rˈøːs
röse	rˈøːsə
röst	rˈœst
röst	rˈɛst
rösta	rɛsta
rösta	rˈœsta
röstade	rˈœstadə
röstar	rˈœstar
röstat	rˈœstat
röstberättigad	rˈœstbərˌɛtːiːgˌad
röstberättigade	rˈœstbərˌɛtːiːgˌadə
röster	rˈœstər
rösterna	rˈœstərnˌa
rösterna	rˈɔstərna
röstetal	rˈɔstətˌaʊl
röstfördelning	rˈœstfˈøːrdeːlnˌɪŋ
röstkort	rˈœstkɔt
röstkort	rˈɑstkˈoːrt
röstkortet	rˈœstkɔtət
röstläge	rˈœstlɛːgə
röstläget	rˈœstlɛːgət
röstlängd	rˈœstləŋd
röstlängden	rˈœstləŋdən
röstlängdsläsaren	rˈœstləŋdslˌɛːsarən
röstmaterialet	rˈœstmatərˌiːalət
röstning	rˈœstnɪŋ
röstningen	rˈœstnɪŋən
röstningskontor	rˈœstnɪŋskˈɔntuːr
röstningsregler	rˈœstnɪŋsrəglər
rösträtt	rˈœstrət
rösträtten	rˈœstrətːən
rösträttsåldern	rˈœstrətsˌoːldərn
röstsedel	rˈœstsədəl
röstsedeln	rˈœstsədˌeːln
rösturnorna	rˈœstɵrnˌuːrna
röt	rˈøːt
röta	rˈøːta
rötfläckarna	pˈøːtflˈɛkːarna
rötfläcken	ˈøːtflˌɛkːən
rötmånad	rˈœtmoːnˌad
rötslam	rˈœtslam
rötsvamp	rˈøːtˌsvamp
rötsvampar	rˈøːtːsvampar
rötsvamparna	røːtˢsˈvˈampana
rötsvampen	rˈøːtˌsvˈampən
rött	rˈœt
rötter	rˈœtːər
rötterna	rˈœtːərnˌa
rötägg	rˈøːtəg
röv	rɛv
röv	rˈøːv
röva	rˈøːva
rövar	røːvaːr
rövar	rˈøːvar
rövare	rˈøːvarə
rövarhistoria	rˈøːvarhɪstˈoːriːa
rövarhistoria	rˈøːvarhˌɪstuːrˌiːa
rövarroman	rˈøːvarrˈɔmn
röven	rˈɛvən
rövknulla	røːvknoːlla
s	ˈɛs
s-märke	ˈɛsmˈɛrkə
s:t	ˈɛs
sa	sɔː
sa	sˈa
saab	sab
sabadill	sabadɪl
sabaton	sabaton
sabaton	sabatˈun
sabb	sab
sabba	sˈaba
sabbar	sˈabar
sabbat	sˈabat
sabbatsår	sˈabatsˌoːr
sabel	sˈɑːbəl
sabla	sˈabla
sablar	sˈablar
sabotage	sˈabuːtˌɑːgə
sabotera	sˈabuːtˌeːra
saboterar	sˈabuːtˌeːrar
saco	sˈɑːkuː
sadel	sadɛl
sadel	sˈadəl
sadeltvål	sodəlˈtˈvˈˈoːl
sadelöverdrag	sˈɑːdˈeːtlˈøːvərdrˌɑːg
sadist	sadist
sadistisk	sadɪstɪsʲk
sadistisk	sˈadɪstˌɪsk
sadla	sˈadla
sadlar	sodlar
sadlar	sˈadlar
saf-chefen	sˈɑːfsxˈɛːfən
saf-dagen	sˈɑːfdˈɑːgən
safari	sˈɑːfarˌiː
saffran	sˈafran
safir	safiːr
safir	sˈɑːfiːr
safirer	safiːrˌɛ
saft	saf
saft	sˈaft
saftglas	sˈaftglˈɑːs
saftig	sˈaftɪg
saftmaja	sˈaftmˈajjˈɑ
saga	sˈɑːga
sagan	sagaŋ
sagd	sagid
sagda	sˈagda
sagesman	sˈɑːgəsmˌan
sagoberättare	sagˈubərˈɛtːarə
sagolik	sagˈɔlˈiːk
sagt	sˈakt
sagts	sˈakts
saharan	sˈɛːhɑːrɑːn
saharisk	sˈaˈɑhˈoːrɪsˈk
sajt	sˈaɪt
sajten	sˈaɪtˌeːn
sajter	sajtˈter
sak	sˈɑːk
sakarja	sakaja
sakbok	sˌɑːpbuːk
sakboken	sakbˈoːkən
sakdebatt	sˈakdeːbˈat
sakdebatten	sˈɑːkdˈɛbʁantən
sakdebatterna	sˈɑːkdˈɛbˈatərnˌa
saken	sˈɑːkən
saker	sˈɑːkər
sakerna	sˈɑːkərnˌa
sakfelen	sagfˈeːlˈɛn
sakfråga	sˈakfroːgˌa
sakför	sˈɑːkfˈøːr
sakförde	sakfˈøːrdˈø
sakfört	sagfˈøːrt
sakkara	sˈakˈarˈa
sakkunnig	sˈakkɵnˌɪg
sakkännedom	sakkˈɛndədˈɔm
sakledare	sˈakleːdˌarə
sakledaruppgifter	sˈakleːdˌarɵpjˌɪftər
sakletare	sˈɑːtlˈeːtˌarə
saklig	sˈaklɪg
saklig	sˈɑːtlˌiːg
saklighet	saklˈɪghət
sakligt	saklˈɪkt
sakläge	saklˈɛgən
sakna	sˈɑːkna
saknade	sˈɑːknadə
saknaden	saknadˈɛn
saknades	saknadˈɛs
saknar	sˈɑːknar
saknas	sˈɑːknas
saknat	saknˈat
sakprosa	sakprˈʉsa
sakral	sˈakral
sakral	sˈakrˈɑːl
sakrament	sˈakramˌɛnt
sakramentala	sˈakramˌɛntalˌa
sakrosankt	sˈakruːsˌaŋkt
sakskäl	sˈɑːksxɛːl
sakta	sˈakta
saktar	sˈaktar
saktare	sˈaktarə
sakteliga	saktəlˈiga
sakteliga	sˈaktəlˌiːga
saktfärdig	sˈaktfˈɛrdˈiːg
saktfärdiga	sˈaktfˈɛrdiga
saktfärdighet	sˈaktfərdˈiːgːhˌeːt
saktmod	sˈaktmuːd
sakägarna	sakˈɛgˈarˈnˈˈa
sal	sol
sal	sˈɑːl
sala	salaː
salamander	salaːmandər
salar	sˈɑːlˈar
saldo	saldˈo
saldo	sˈalduː
saldot	saldut
saldot	sˈalduːt
salig	sˈɑːlɪg
salig	sˈɑːlˈɪg
saliga	sɔːliːga
salighet	sˈɑːrlˈiːghət
salighetsvärde	sˈɑːlɪghˌeːtsvɛːrdə
salin	salˈin
saliv	sˈaliːv
sallad	sˈalad
sallader	salladˈɛr
salladskål	salladskvˈɑl
sally	salle
salmbär	sˈalmbˈɛr
salmiak	sˈalmˈak
salmonella	sˈalmuːnˌɛla
salonger	sɑːlˈoːŋər
salpeter	sˈalpətər
salskrake	sˈɑːlskrˈɑːkˈa
salt	sˈalt
salta	sˈalta
saltar	salˈtˈaɾ
saltar	sˈaltar
saltat	saltˈaː
saltet	saltet
salthalt	sˈalthalt
saltkråkan	saltkroːkan
saltlag	saltlˈagˈi
saltomortal	sˌaltuːmuːtˈɑːl
saltstoft	sˈaltstɔft
saltsyra	sˈaltsyːrˌa
saltvatten	saltvˈatːən
saltvatten	sˈaltvatːən
saltvattenbevattning	sˈaltvatːˌɛnbəvˌatnɪŋ
saluför	sˈɑːliːfˈøːr
saluförde	sˈɑːlˈʉfˈœrˌdə
saluhall	sˈɑːlʉhˌal
saluhåller	sɑːlˈʉhuːlˈlər
salut	saluːt
salut	sˈɑːlʉt
salutera	sˈɑːlʉtˌeːra
saluterar	sˈɑːlʉtˌeːrar
salva	sˈalva
salvelse	sˈalvəlsə
sam	sˈɑm
sam	sˈɑːm
sam-	sˈɑːm
samarbeta	sˈamarbˌeːta
samarbetar	sˈamarbˌeːtar
samarbete	sˈamarbˌeːtə
samarbetet	sˈamarbˌeːtət
samarbetets	samarbˌeːtətˈɛs
samarbetsavtal	sammˈarbeːtsavtal
samarbetsförmåga	sˌamarbeːtsfˈœrmoːgˌa
samarbetsplattform	samarbeːtsplˈattfˈoːrm
samarbetsuppgifter	sˈamarbˌeːtsɵpjˌɪftər
samarit	samarit
samba	sˈamba
samba	sˈambˈa
sambafotboll	sˈambɑːfˈuːtbɔl
samband	sambˈand
samband	sˈamband
sambandet	sˈambandət
sambedömning	sambedˈøːmnɪŋ
sambedömt	sˈambədˈøːmt
sambeskattas	sˈambəskˌatːas
sambo	sambɔ
sambo	sˈambuː
samboförhållanden	sˈambˈuːfˈøːrhˈoːllˈandən
sambundet	sˈæˈmbˈɵndət
same	sˈɑːm
same	sˈɑːmə
samekulturen	sˈɑːməkˈɵltˈyrən
samepojken	sˈɑːməpˈojkeːn
samer	sɔːmˈər
sametinget	sˈɑːmˈeːdtˈɪŋət
samfund	samfˈɔnd
samfund	sˈamfɵnd
samfälld	sˈamfəld
samfällt	sˈamfəlt
samfärdsel	sˈamfɛːrdsəl
samförstånd	samfˈœʂtoːnd
samgick	sˈamjˈɪk
samgående	sˈamgoːˌɛndə
samgår	samgˈor
samhälle	samhˈɛlə
samhällelig	sˈamhələlˌɪg
samhälleliga	sˈamhələlˌiːga
samhälleliga	sˈamhˈɛləlˈɪga
samhällen	sˈamhələn
samhällen	sˈamhɛlən
samhällens	samhɛlˌɛns
samhälles	samhɛlləs
samhället	sˈamhələt
samhällets	sˈamhəlˌɛts
samhälls-	sˈamhəls
samhällsansvar	samhˈɛlsansvˈɑːr
samhällsansvar	sˈamhəlsˌansvɑːr
samhällsansvaret	sˈamhəlsˌansvɑːrət
samhällsarbete	sˈamhəlsˌarbeːtə
samhällsarbetet	samhɛlsarbeːtət
samhällsarbetet	sˈamhəlsˌarbeːtət
samhällsbildande	sˈamhəlsbˌɪldandə
samhällsbildning	sˈamhəlsbˌɪldnɪŋ
samhällsbrickor	sˈamhəlsbrˌɪkːuːr
samhällsekonomiska	samhˈɛlseːkˈuːnˈuːmˈiːska
samhällsfonder	samhɛlsfˈɔndər
samhällsform	sˌamhəlsfˈɔrm
samhällsförvaltningen	samhɛlsfˈøːrvaltnɪŋən
samhällsförändring	samhɛlsfˈøːrəndrˌɪŋ
samhällsförändringar	samhɛlsfˈøːrəndrɪŋar
samhällsförändringarna	samhɛlsfˈøːrəndrˌɪŋarna
samhällsgarantier	sˌamhəlsgarˈantiːər
samhällsgrupp	sˈamhəlsgrˌɵp
samhällsgrupper	samhɛlsgrˈɵppər
samhällsgrupper	sˈamhəlsgrˌɵpər
samhällsinsats	sˈamhəlsˌɪnsats
samhällsinstitutioner	sˌamhəlsˌɪnstiːtʉsxˈuːnər
samhällsklass	sˈamhəlsklˌas
samhällskunskap	sˈamhəlskˌɵnskɑːp
samhällskärna	sˈamhəlsxˌɛrna
samhällsliv	sˈamhəlslˌiːv
samhällslivet	samhˈɛlslˌiːvət
samhällslivet	sˈamhəlslˌiːvət
samhällslivets	samhˈɛlsliːvətˌs
samhällsmedlemmarna	sˌamhəlsmˈeːdləmˌarna
samhällsmedlemmen	sˌamhəlsmˈeːdləmən
samhällsnytta	sˈamhəlsnˌytːa
samhällsnyttan	samhɛlsnˈytːan
samhällsnyttig	sˈamhəlsnˌytːɪg
samhällsordningen	sˌamhəlsˈɔrdnɪŋən
samhällsorgan	sˌamhəlsˈɔrgan
samhällsorganisationerna	sˌamhəlsˈɔrganˈɪsasxˈuːnərnˌa
samhällsplanering	samhɛlsplanˈeːrɪŋ
samhällsplaneringen	samhˈɛlsplanˈeːrɪŋən
samhällsproblem	samhɛlˈsprˈuːbləm
samhällsrelationer	sˌamhəlsrəlasxˈuːnər
samhällssystem	sˈamhəlsystˌeːm
samhällstillvända	sˈamhəlstˌɪlvəndˌa
samhällstrukturen	sˈamhəlstrˌɵktʉrən
samhällsvetenskaplig	sˈamhəlsvətˌɛnskɑːplˌɪg
samhällsägda	samhɛlsˈɛgda
samhällsåtaganden	samhˈɛlsoːtˈagandən
samhörighet	sˈamhøːrˌɪgheːt
samhörighet	sˈamhˈøːrˈiːhˌeːt
samhörigheten	sˈamhøːrˌɪgheːtən
samisk	sˈɑːmɪsk
samiska	sɑːmisˈkɑː
samiska	sˈɑːmˈɛskˈa
samklang	samklˈaŋ
samklang	sˈamklaŋ
samkväm	sˈamkvɛːm
samkörning	samkˈœrnɪŋ
samla	sˈamla
samlad	sˈamlad
samlade	samladˈeː
samlade	sˈamladə
samlades	sˈamladəs
samlag	samlˈɑːg
samlag	sˈamlɑːg
samlande	samlande
samlar	sˈamlar
samlare	sˈamlˈarˈə
samlarmani	samlaːrmaːnˈi
samlas	sˈamlas
samlat	sˈamla
samlat	sˈamlat
samlats	sˈamlats
samlevnad	sˈamləvnˌad
samlevnaden	sˈamləvnˌadən
samlevnadsform	sˌamləvnadsfˈɔrm
samlevnadsformen	sˌamləvnadsfˈɔrmən
samlevnadsformer	sˌamləvnadsfˈɔrmər
samlevnadssvårigheter	sˌamləvnadsvˈoːrɪghˌeːtər
samling	samlˈɛŋ
samling	sämlˈɪŋ
samling	sˈamlɪŋ
samlingsförslag	sˌamlɪŋsfˈœʂlɑːg
samlingslokaler	sˈamlɪŋslʊkˌalər
samlingsnummer	sˈamlɪŋsnˌɵmər
samlingspartiet	sˈamlɪŋspˌatiːət
samlingsplats	samlˈɛŋsplˈats
samlingsplatta	samlˈɪŋsplatːa
samlingspunkt	sˈamlɪŋspɵŋkt
samlingsregering	sˈamlɪŋsrəjˌeːrɪŋ
samliv	sˈamliːv
samlivet	sˈamliːvət
samma	sama
samma	sˈama
sammalunda	sammalˈunda
samman	sˈaman
sammanbiten	sˈamanbˌiːtən
sammanblandar	sˈamanblˌandar
sammanblandning	sˈamanblˌandnɪŋ
sammanbo	sˈamanbˌuː
sammanboende	sammanboːəndə
sammanboende	sˈamanbˌuːəndə
sammanboendes	sˈamanbˌuːəndəs
sammanbor	sammanvˈuːr
sammanbor	sˈamanbˌuːr
sammanbrott	sˈamanbrˌɔt
sammanbrott	sˈammanbrˈɔt
sammandrabbning	sˈamandrˌabnɪŋ
sammandrag	sammˈanˈdrˈɑːg
sammandrag	sˈamandrˌag
sammanfalla	sˈamanfˌala
sammanfatta	sammanfˈatːar
sammanfatta	sˈamanfˌatːa
sammanfattande	sˈamanfˌatːandə
sammanfattar	sammanfˈatˈa
sammanfattar	sˈamanfˌatːar
sammanfattning	sˈamanfˌatnɪŋ
sammanfattningsvis	sˈamanfˌatnɪŋsvˌiːs
sammanfogat	sˈamanfˌuːgat
sammanfogning	sammˈanfˈuːgnˈɛŋ
sammanföra	sˈamanfˌøːra
sammanförda	sˌamanfˈøːrda
sammangjutas	sˈamaŋjˌʉtas
sammanhang	sˈamanhˌaŋ
sammanhangen	sammanhˈɑːŋən
sammanhanget	sˈamanhˌaŋət
sammanhänga	sˈamanhˌɛŋa
sammanhänger	sammɑːnhɛŋeːr
sammanhållande	sˈamanhˌɔlandə
sammanhållning	sˈamanhˌɔlnɪŋ
sammanhållningen	sˈamanhˌɔlnɪŋən
sammankalla	sˈamaŋkˌala
sammankallar	sˈamaŋkˌalar
sammanknippar	sˈamaŋknˌɪpar
sammankomst	sˈamaŋkˌɔmst
sammankomster	sˈamaŋkˌɔmstər
sammankopplade	sammankˈɔpladə
sammankopplingen	sammankˈɔpːlˈɪŋən
sammanlagd	sˈamanlˌɑːgd
sammanlagda	sˈamanlˌɑːgda
sammanlevnad	sˈamanlˌɛvnad
sammanlevnaden	sˈamanlˌɛvnadən
sammanräkningen	sˈamanrˌɛːknɪŋən
sammansatt	sˈamansˌat
sammansatta	sˈamansˌatːa
sammansatthet	sˈamansˌatheːt
sammanslagen	sammanslˈɑːgən
sammanslagning	sˈamanslˌɑːgnɪŋ
sammanslog	samanslˈoːg
sammanslutning	sammanˈslˈʉtnɪŋ
sammanslutning	sˈamanslˌʉtnɪŋ
sammanslå	samanslˈoː
sammanställa	sammanstˈɛla
sammanställa	sˈamanstˌɛla
sammanställning	sˈamanstˌɛlnɪŋ
sammanställt	sˈamanstˌɛlt
sammanställts	sˈamanstˌɛlts
sammanstötning	sˌamanstˈœtnɪŋ
sammansvetsat	sammanˈsvətːsat
sammansvärjning	sˈamansvˌɛrjnɪŋ
sammansättning	sˈamansˌɛtnɪŋ
sammansättningen	sˈamansˌɛtnɪŋən
sammantaget	sˈamantˌɑːgət
sammantagna	sammantˈɑgna
sammanträda	sˈamantrˌɛːda
sammanträde	sˈamantrˌɛːdə
sammanträdesordförande	sammantrˈɛdəsˈɔkodfˈøːrandə
sammanträffa	sˈamantrˌɛfa
sammanträffande	sˈamantrˌɛfandə
sammanväva	sɑːmɑːnvɛːvɑː
sammanvävd	sammanvˈevd
sammanvävt	sammanvˈɛft
sammanväxning	sˈamanvˌɛksnɪŋ
sammelsurium	sˈaməlsˌʉriːˌʉm
sammet	sˈamət
samoansk	samuansk
samordnad	sˈɑmˈɔrdnˌad
samordnade	sɒːmmˈuːrdnˈadə
samordnas	sˈɑːmuːrdnˌas
samordnat	sammˈuːrdnˈat
samplantera	samplantera
sampler	saˈmplər
samproduktioner	sˈamprˈɔdˈʉkˈiːˈɔnˈər
samråd	sˈamroːd
samråder	sˈamroːdər
samrådet	sˈamroːdət
samröre	sˈamrøːrə
samsas	sˈamsas
samsjuklighet	samsxˈʉklˈiːghət
samspel	samspˈeːl
samspel	sˈamspeːl
samspela	samsphe̞la
samspelade	samspˈeːladə
samspelar	sanspˈeːlar
samspelet	samspˈeːlət
samspelet	sˈamspeːlət
samspråk	sˈamsproːk
samstämd	sˈamstəmd
samstämmig	sˈamstəmˌɪg
samstämmiga	sˈamstəmˌiːga
samstämmighet	sˈamstəmˌɪgheːt
samsändning	sˈamsəndnˌɪŋ
samt	sˈamt
samtal	samtˈɑːl
samtala	samhˈala
samtala	sˈamtalˌa
samtalar	samtˈɑːlˈar
samtalar	sˈamtalˌar
samtalet	sˈɑmtˈɑːlət
samtalsmöte	samtˈɑːlsmøːtːə
samtalspartner	samtˈɑːlspartnˈɛr
samtalston	samtˈɑːltˈuːn
samtalsämne	saːmtaːlsɛmnɛ
samtid	samtˈiːt
samtid	sˈamtiːd
samtida	sˈamtiːdˌa
samtidig	sˈamtiːdˌɪg
samtidiga	sˈamtiːdˌiːga
samtidigt	samtˈiːdɪt
samtidigt	sˈamtiːdˌɪkt
samtidskonstnär	samtˈiːdkˈɔnstnɛr
samtlig	samtlig
samtliga	sˈamtliːgˌa
samtrafik	santraːfˈiːk
samtycka	sˈamtykːˌa
samtycke	sˈamtykːə
samtycker	samtˈykkər
samtycket	sˈamtykət
samuel	sˈɑːməl
samvaro	sˈamvarˌuː
samverka	sˈamvərkˌa
samverkan	sˈamvərkˌan
samverkande	samvˈɛrkandˈɛ
samverkansavtal	samvˈɛrkansˈɑːvtal
samverkar	samvʲarkʲar
samverkar	sˈamvərkˌar
samvete	samvˈeːtə
samvete	sˈamvətə
samvetsfrid	samvˈeːtˈsfrˈiːd
samvetsgrann	sˈamvətsgrˌan
samvetskval	samvˈiːətskvˈɑːl
samvetskval	sˈamvətskvˌal
samvetsöm	sˈamvətsˌøːm
samväldet	sɑːmvˈɛldət
samåka	sˈɑːmoːkˌa
samåkning	samˈoːknˈɪŋ
sand	sˈand
sand-	sˈand
sanda	sˈanda
sandal	samdal
sandal	sˈandal
sandaler	sandˈɑlər
sandalett	sˈandalˈɛt
sandalett	sˈandalˌɛt
sandar	sˈandar
sandbank	sˈaɪndbˈank
sandbankarna	sanˈdbankana
sandberg	sandbˈɛːrj
sandblästra	sanˈdpləstrˈa
sandelin	sandɛlˈɪnˈ
sanden	sandon
sandeslätt	sandəslˈət
sandgrop	sandgruːp
sandgropar	sandgruːpar
sandgropen	sandgrˈopən
sandhaltig	sˈɑːmdhˈaltɪg
sandhammaren	sandhamarˌeːn
sandhamn	sˈandhamn
sandig	sˈandɪg
sandin	sand̪in
sandjord	sˈandjuːrd
sandlåda	sˈandloːdˌa
sandlåda	sˈaːndlˈoːdɜ
sandlådekant	sandlˈɔdˈɛkˈant
sandmask	sˈundmˌask
sandpapper	sandpapːər
sandpapper	sˈandpapər
sandra	sˈandrˌa
sandskogen	sˈantskˈuːgən
sandsten	sˈandstˌeːrn
sandstrand	sandstrˈɑnd
sandström	sˈaʊndstrˈeɪm
sandvik	sˈandvˈɪk
sandviken	sandvˈiːgən
sandwich	sˈandvɪʃ
sandén	sau̯nˈdiːn
sandöken	sandøːkˢən
sanera	sˈɑːneːrˌa
saneringsmedel	sˈanərɪŋsmˈeːdələ
sanfridson	sˈɑːnfrˈɪdˈsˈɔn
sangria	sangriːa
sanitet	saniːtˈeːt
sanitetsanläggningarna	sˈɑːniːtˌeːtsanlˌɛgnɪŋˌarna
sanitetsbinda	saːmiːteːtsbiːnda
sanitetsbinda	sˈɑːniːtˌeːtsbɪndˌa
sanitär	sˌɑːniːtˈɛːr
sank	sanˈt
sank	sˈaŋk
sankmarker	sankmarker
sankt	sˈaŋkt
sankt	sˈaŋt
sanktion	saŋksxˈuːn
sanktioner	saŋksxˈuːnər
sanktionssystem	saŋksxˈʊnsystˌeːm
sann	sˈan
sannerligen	sˈanərlˌɪgən
sannfärdig	sˈanfɛːrdˌɪg
sanning	sˈanɪŋ
sanningar	sannˈɪŋər
sanningens	sˈanɪŋəns
sanningsenlig	sˈanɪŋsˌeːnlɪg
sanningsförsäkran	sˌanɪŋsfˈœʂəkrˌan
sannolikhet	sˈanuːlˌɪkheːt
sannolikt	sˈanuːlˌɪkt
sannskyldig	sˈansxyldˌɪg
sans	sˈans
sansad	santsad
sansad	sˈansad
sanslös	sˈansløːs
sanslös	sˈanslˈøs
sant	sˈant
sant	sˈaŋ
santesson	santəsˈɔn
sao	sˈɑːuː
sap	sˈɑːp
saponin	saponiːn
sardin	sardˈiːn
sardonisk	sˈardɔnˌɪsk
sarg	sari
sarg	sˈarj
sarga	sˈarga
sargad	saːrjad
sargar	sˈargar
sargas	sˈargas
sargat	sˈarˈjˈat
sarin	sareˈin
sarkastisk	sˈarkastˌɪsk
sarkastisk	sˈɛrˈkastˈɪsk
sarv	sarɛv
sas	sais
satan	sˈɑːtan
satanisk	sˈætˌɑːniːsk
satans	sɑːtˈans
sate	sˈɑːtə
satellit	sˈɑːtəlˌiːt
satelliterna	sˈɑːtəlˌiːtərnˌa
satin	satˈŋ
satir	satˈiːr
satiren	satˈiːrˈɛn
satirisera	satˈiːrɪfəra
satirisk	satɪrɪsk
satkäring	sˈatkɛːrˌɪŋ
satkärring	sˈatkərˌɪŋ
satrap	satrˈɔp
sats	sˈats
satsa	sˈatsa
satsad	satˈsad
satsade	satsadɛ
satsade	sˈatsadə
satsadverb	satsʲadvɛrb
satsar	sˈatsar
satsas	sˈatsas
satsat	satˀsatˀ
satsdel	sˈatsdəl
satsdel	sˈatsdˈiːl
satsdelen	satsdəlɛn
satsen	sˈatsən
satser	satsɛr
satsfläta	satsflˈɛtːa
satsfogning	satsfˈuːgːnˌiːŋ
satslära	satslˈɛːra
satslära	sˈatslɛːrˌa
satsning	satsnˈɪŋ
satsning	sˈatsnɪŋ
satsningar	satsnɪŋˈar
satsningar	sˈatsnɪŋˌar
satsningen	satsnˈɪŋən
satsningen	sˈatsnɪŋən
satt	sat
satta	satːa
satte	satːə
satte	sˈatːə
sattes	sattes
sattes	sˈatːəs
satts	sˈats
sattyg	satːˈyːg
saudi-arabien	sˈɑːʉdˌiːˈɑːrabˌiːən
sauna	saʊna
sauterar	sˈɑːʉtˌeːrar
sav	sɔv
sav	sˈɑːv
saven	sɑːvən
savojkål	savˈojkˈoːl
savolax	savolaks
savolax	sɔvɔlaks
sax	sˈaks
saxa	saksˈa
saxar	saksa
saxkroken	sakskrˈuːkˈɛn
saxnäs	saksnɛs
saxofon	sˌaksuːfˈoːn
saxtorp	sakstɔɾp
sa’	sɔ
scarf	skˈarf
scen	sɛn
scenario	ssˈeːnarˌiːuː
scenbyte	sˈeːnbyːtˌeː
scener	ssˈeːnər
scener	sˈeːnər
scenkläder	sˈiːˈɛnklˈɛːdər
scenkontakt	sˈeːnkˈɔntakt
scenkontakten	sˈeːnkˈɔntˈaktən
schablon	ʃˈablɔn
schablonavdrag	ʃˈablɔnˌɑːvdrag
schabrak	ʃˈabrak
schack	ʃˈak
schackmatt	ʃˈakmat
schackningsperiod	ʃˈaknɪŋspˌɛriːˌuːd
schah	ʃˈɑːh
schakt	ʃˈakt
schakta	ʃˈakta
schaktar	ʃˈaktar
schal	ʃˈɑːl
schalett	ʃˈɑːlət
schampo	ʃˈampuː
scharlakansfeber	ʃˈarlakˌansfəbər
