абажур	abaʒur
рэнди	ɾændʲi
саған	sɑˈɣɑn
сағат	sɑˈʁɑt
сағатта	sɑʁɑtːɑ
сағаттан	ˈsɑɣɑtˈtɑn
сағындым	sɑqɯndɯm
сай	sɑj
сайтан	sɑjtɑn
сайын	sɑjɯn
сақалың	ˈsɑqɑɫɯŋ
сақтадым	ˈsɑqtɑdɯm
сақтаймын	sɑqtɑjˈmɯn
сақтайсыз	sɑqtɑjsɯz
сақтап	ˈsɑqtɑp
сақтасын	sɑqˈtɑsɯn
сақтау	sɑqˈtɑw
сақтауым	ˈsɑqtɑwmɯ
сақтығын	ˈsɑqtɯʁɯn
сал	saɫ
салайын	sɑlɑjɯn
саламат	sɑlɑmɑt
саламатсыз	ˈsɑlɑmɑtˈsɯz
саламатсызба	ˈsɑlɑmɑtsɯzβɑ
саламыз	ˈsɑlɑmɯz
саласыз	ˈsɑlɑsɯz
салған	ˈsaɫɣɑn
салем	ˈsɑlæm
салмаймыз	sɑlmɑjˈmɯz
салмаппыз	ˈsɑlmɑpɯz
салсам	ˈsɑɫsɑm
салуға	ˈsɑɫʊɣə
салынған	ˈsɑɫɯŋɑn
салыңдар	ˈsɑɫəŋdɑr
санаймыз	sɑnɑjmɯz
санайсыз	ˈsɑnɑjsɯz
санайсың	ˈsɑnɑjsɯŋ
саналмайды	sɑnɑɫmɑjˈdɯ
сандал	ˈsɑndɑɫ
сандалып	ˈsɑndɑɫɯp
сандхофф	ˈsɑndɑf
сандырағын	ˈsɑndɯrɑɣɯn
сандырақ	ˈsɑndɯrɑq
сандыраққа	ˈsɑndɯrɑqqɑ
сандырақтап	ˈsɑndɯrɑχˌtɑp
сапарға	ˈsɑpɑrʁɑ
сапарды	sɑpɑrdɯ
сапарым	ˈsɑpɑrɯm
сапарымда	ˈsɑpɑrɯmˈdɑ
сапасыз	sɑpɑsɯz
сара	sɑˈrɑ
сарайға	ˈsɑrɑjɣɑ
сарамын	ˈsɑrɑmɯn
сараның	ˈsɑrɑnɯŋ
сараңданып	ˈsɑrɑŋdɑˈnɯp
сараңсың	ˈsɑrɑŋsɯŋ
сата	sɑtɑ
сатқаныңыз	ˈsɑtqɑˌnɯˈʁɯ
сатқын	ˈsɑtqɯn
сатқындар	ˈsɑtqɯndɑr
сатқындықтың	ˈsɑtqɯnɯdɯʁɯŋ
сату	ˈsɑtʊ
сатып	sɑtɯp
сау	sɑw
сауалымыз	ˈsɑwɑləmɯz
сауда	ˈsɑwdɑ
сауды	sɑwˈdɯ
саулығы	ˈsɑwɫɯɣɯ
саулығына	ˈsɑwɫɯjəˈnə
саулық	sɑwˈɫɯq
сауыққа	sɑwɯqˈqɑ
сауып	sɑwɯp
саясатын	sɑjɑsɑtɯn
саяси	sɑjɑsi
сәбиімді	sæbɪmˈdi
сәбиіңізді	ˈsæbɪjɪŋɪzˈdi
сәйкес	sɑjˈkɘs
сәл	ˈsæl
сәлден	ˈsældɘn
сәлем	sælɪm
сәтке	sɑtˈkæ
сәттен	sɛtˈtɛn
сәтті	sætʲi
себебі	ˈsɛbɪˌbɪ
себебім	ˈsɛbɪˌbɪm
себебін	ˈsɛbɪˌbɪn
себебінен	ˈsɛbɪˌbɪˈnɛn
себеп	ˈsɛbɪp
себіңіз	ˈsɛbɪŋɪz
себіңізді	ˈsɛbɪŋɪzˈdɪ
сезесің	sɛzɛˈsɪŋ
сезім	sɛˈzɪm
сезіміңіз	ˈsɛzɪmɪŋɪz
сезімсіз	ˈsɛzɪmsɪz
сезімталдықты	ˈsɛzɪmtɑɫtɯqtɯ
сезінем	ˈsɛzʏˈnæm
сезіп	ˈsɛzɪp
секемім	sekemim
секілді	ˈsɛkɪɫdɪ
секілдімісің	sɛkɪldɪmɪsɪŋ
секір	sekɪr
семіріп	semɪrip
сен	sen
сенбеген	senbegen
сенбейді	senbejdi
сенбеймін	senbejmin
сенбейсіз	senbejsiz
сенбейсің	senbejsin
сенбейтін	senbejˈtin
сенбеуіміз	senbewimiz
сенген	senˈgen
сенгім	senˈɣim
сенгің	senˈɣɪŋ
сенде	sende
сендейлерге	sendejɫɪrˈʁe
сендер	sendeɾ
сендерге	sendeɾɣe
сендерді	sendeɾɯ
сендердің	senderiŋ
сендермен	sendɘrmɘn
сендерсіз	sendeɾˈsɯs
сенді	senˈdi
сендім	senˈdim
сендірудің	sendiru'diŋ
сене	sene
сенеді	senedi
сенем	senem
сенемін	senjemin
сенен	senen
сенер	senɪr
сенесіз	senesiːz
сенесің	senesiŋ
сенетін	senetʲin
сенетіп	senetip
сені	seni
сенікі	seniki
сенімділікте	senimdɪlɪktʲe
сенімдімін	senimdimi
сенімдіммін	senimdimmin
сенімдісің	senimdisiŋ
сенімен	senimɪn
сеніміңізге	senimɪŋɪzge
сенің	seniŋ
сеніңше	seniŋʃe
сеніп	senip
сеннен	senen
сену	senu
сергіп	sergɪp
серуендеп	serʉɪ̯ɪ̯ɪ̯ndɪp
сиқырдың	sɯqɯɾɯŋ
сиқырлы	sɯqɯɾɯ
сиқырмен	sɯqɯrmɘn
сиқыршы	sɯqɯrʃɯ
сиқыршыға	sɯqɯrʃɯɣa
сиқыршылық	sɯqɯɾʃɯɫɯq
сиқыршының	sɯqɯɾʃɯˈnɯŋ
сиқырымды	sɯqɯɾɯmˈdɯ
сионистер	siɔnɪstɪr
сирек	ʃɯˈrek
сияқты	ʃijɑqtɯ
сияқтымыз	ʃijɑqtɯmɯz
сияқтымын	sɪjɑqtɯmɯn
сияқтысың	ʃijɑqtɯsɯŋ
сіз	sɪz
сізбе	sɪzˈbɪ
сізбен	sɪzˈbɪn
сізге	sɪzɣe
сізде	sɪzˈdæ
сізден	siːzˈdɛn
сіздерге	sɪzˈdʲɪrɣe
сізді	sɪzˈdɪ
сіздің	sɪzˈdiŋ
сізідң	siˈzɯŋ
сізсіз	ˈsɪzˈsɪz
сіізге	ɕiːzge
сіңілісі	ˈsɪŋɪlɪsɪ
сіңіріңізді	siŋiɾiŋizdi
сірә	ˈsɪræ
скалли	skɑlʏ
скаллимін	skɑlɯˈmɯn
скальпельді	skɑlʲpʲɪlˈdɪ
скиннер	skʰinʲer
скот	skot
соға	sɔˈʁɑ
соған	sɔˈʁɑn
содан	sɔˈdɑn
созғансыз	sɔzɣɑnsɯz
сойып	sɔjɯp
соққаным	sɔqqɑnɯm
соққаныма	sɔqqɑnɯmɑ
соқпаған	sɔqpɑɣɑn
сол	soɫ
солай	solaɪ
солардың	solaɾɯŋ
солып	soˈlip
сомерсет	sɔmʲɪrˈsʲɛt
сонда	sɔnˈdɑ
сондай	sondaj
сондықтан	sɔndɯqˈtɑn
сонша	sɔnʃɑ
соншалықты	sɔnʃɑɫɯktɯ
соншама	sɔnʃɑmɑ
соны	sɔnɯ
сонымен	sɔnʏmʲɛn
сонысын	sɔnɯsɯn
соң	sɔŋ
соңғы	sɔŋɣɯ
соңғым	sɔŋɣɯm
соңымнан	sɔŋɯmˈnɑn
соңымыздан	sɔŋɯmɯzd̪
соңына	sɔŋɯnɑ
сосын	sɔˈsɯn
сөз	sɵz
сөздеріңді	sɵzdæɾɪŋdɪ
сөзді	sɵzdɪ
сөзімді	søzɪmdɪ
сөзін	sɵˈzɯn
сөзіне	søzɪnɛ
сөзіңді	søzɪŋdɪ
сөйлеген	sɔjleˈgen
сөйлейді	sɔjleji
сөйлейсіз	sɔjlejsɯz
сөйлейтін	sɔjlejtɪn
сөйлеме	sɔjˈlem
сөйлес	sɔjˈles
сөйлесе	sɔjˈles
сөйлесейік	sɔjlesɛjɪk
сөйлесем	sɔjlesem
сөйлесіңізші	sɘjlɘsɘnʐɘʃ
сөйлесіп	sɔjlɛsip
сөйлеспедік	sɔjlespedik
сөйлестік	sɔjlɛstɪk
сөйлестім	sɵjlɪsˈtɪm
сөйлестіңдер	sɔjlesˈtɪŋdɛr
сөйлестіңіз	sɔjlɛstɪŋɪz
сөйлесуге	sɔjlesuɣe
сөйлесуім	sɔjlesuim
сөйлесуіміз	sɵjlesʉiˈmɨz
сөйтіп	søjˈtip
сөндірулі	søndirulɪ
спорт	spɯrt
стадыңдар	staˈdɯŋdɑr
стакандарыңызды	stakanaɾəɯ̙ŋɯzˈdɯ
стамаңдар	staˈmaŋdɑr
стандартқа	stanˈdɑrtqɑ
станциямыз	staɲiʝɑˈmɯz
стерлинг	sterlʲɪŋ
сто	sʰo
стоун	sˈtun
студиясы	stʊdʲɪjəsɯ
стю	ʃtʏ
су	sʉ
субтитірлерін	suβtɪtɪrleɾɪn
суға	sʊɣɑ
суды	sʊdɯ
сумкасы	sʊmˈqɑsɯ
сурет	sʉˈrɪt
суретін	soɾetʰin
суреттегі	soɾetteɣi
суреттерді	soretˈtɘrdi
сусын	sʉsɯn
сусынға	sʉsɯŋɑ
сүзіп	sʉzɪp
сүйген	sɯjˈgen
сүйектері	sɯjɪkˈtæɾɪ
сүйер	sɯjɪr
сүйісудемін	sɯjɯsʉdʉmʉn
сүйкімді	sɯjkɯmdɯ
сүйрей	sɯjˈrej
сүреді	sʉˈrɪdɪ
сүреміз	sʉrɪˈmɪz
сүріп	sɯrip
сүру	sɯˈru
сүтін	sʉtɪn
сүю	sʉjʉ
сұйықтық	sʉjɯqtɯq
сұмдық	sʉmˈdɯq
сұмырай	ˈsʊmɯɾaj
сұра	suˈrɑ
сұраған	sɯɾɑɣɑn
сұрағаны	so̙raʁaˈnɯ
сұрағанын	so̙ɾɑɣɑˈnɯn
сұрағы	sōrɑɣɯ
сұрады	sɯrɑdɯ
сұрадым	soɾɑdɯm
сұрай	sʊˈrɑj
сұрайм	sʉrɑjm
сұраймыз	soʊɾɑjmɯz
сұраймын	sorajmən
сұрайтын	sʉrɑjtɯn
сұрайын	soɾajˈjɯn
сұрақ	sʊˈrɑq
сұрамай	soʊɾɑmɑj
сұрануға	sōɾanuʁɑ
сұрап	sōˈrɑp
сұрау	sɯɾɑw
сұрауға	sʉrɑʊɣɑ
сұрашы	sʉrɑʃɯ
сұхбатқа	sʊχbɑtqɑ
сыбайлас	sɯbɑjˈlɑs
сыйлады	sɯjɯɫɯ
сыйлаймын	sɯjlajmɯn
сыйлайтын	ˈsɯjɯɫɯtɯn
сыйлаңыз	sɯjlɑŋɯz
сыйлығым	sɯjɯˈlɯɣɯm
сыйлық	sɯjɯɫɯq
сыйырды	sɯjɯɾdɯ
сыйырдың	ˈsɯjɯɾdɯŋ
сыйырмен	sɯjɯrmʲen
сымбатты	sɯmβɑtːɯ
сынап	sɯnɑp
сынбаған	sɯmbaˈʁɑn
сынған	sɯŋˈɣɑn
сынды	sɯndɯ
сындыр	sɯndɯɾ
сындыру	sɯndɯɾu
сынып	sɯnɯp
сыңарым	sɯŋɑrɯm
сыра	sɯˈrɑ
сырқат	sɯrqɑt
сыртқа	ˈsɯrtqɑ
сыртқы	sɯrtqɯ
сыртта	ˈsɯrtːɑ
сыртында	sɯrtɯnda
сырыңыз	ˈsɯɾəɯ
сэн	sen
сэнге	ˈsæŋgʲe
сэнді	ˈsændi
сэнды	ˈsɛndɯ
сэннен	senen
сэннің	ˈsɛnnʲi
сэр	sɘr
та	tɑ
таба	tɑbɑ
табады	tɑbɑdɯ
табам	tɑbɑm
табамыз	tɑbɑmɯz
табамын	tɑbɑmɯn
табандылық	taβɑndɯɫɯq
табандылықпен	tɑbɑndɯɫɯqpɛn
табанын	taːbɑnɯn
табасыз	tɑbɑsɯz
табатын	tɑbɑˈtɯn
табатындарың	taːbɑtɯndɑˈrɯŋ
табуымыз	tɑbʊymɯz
табуың	ˈtɑβʊj
табылады	taβɯɫɯˈdɯ
табылатын	taβɯɫɑtɯn
табылған	tabɯɫˈʁɑn
табылғанын	taβɯɫʁɑˈnɯ
табылды	tabɯɫˈdɯ
табыс	tɑbɯs
табыстар	taβɯstɑr
тағамдармен	tɑʁɑmdɑrmʲɪn
тағаммен	tɑɣɑmˈmen
тағамын	tɑɣɑmɯn
тағдырым	tɑɣdɯɾɯm
тағы	tɑˈʁɯ
тағылған	tɑɣɯɫɣɑn
таза	taˈzɑ
тазалағыш	tazalaɣɯʃ
тазалай	tazɑɫaj
тазаламадың	tazɑlɑmɑˈðɯŋ
таймстағы	tɑjmsˈtɑxɯ
тайыз	tɑjɯz
тақта	tɑqˈtɑ
тақтайша	taqtaɪʃɑ
тақырыбын	taqɯrɯbɯn
талапқа	talaqˈqɑ
талғам	taɫˈʁɑm
талғамы	taɫɣɑmɯ
талқыладым	taɫqɯɫɯˈdɯm
талқылама	tɑɫqɯɫɑmɑ
талпындым	tɑɫpɯnˈdɯm
талшық	taɫʃɯq
талшықты	taɫʃɯqˈtɯ
талып	taɫɯp
тамағымыз	tɑmɑɣɯmɯz
тамағына	tɑmɑɣɯnɑ
тамақ	ˈtɑmɑq
тамақпен	tɑmɑqˈpɛn
тамақтан	tɑmɑqˈtɑn
тамақтанбай	tɑmɑqˈtɑnbɑj
тамақтанғың	taˈmaqtaŋ
тамақтандыруды	tɑmɑqˈtɑndɯˈrʊdɯ
тамақтанса	tɑmɑqˈtɑnsɑ
тамаша	tɑmɑʃɑ
тамшы	taːmʃɯ
тамызда	tɑmɯsˈdɑ
танзанияға	taŋzɑniʲɑ
тани	tani
танимын	tanimɯn
танисыз	taniˈsɯz
танитын	tanitɯn
танымаймын	tɑnɯmɑjˈmɯn
танымайсыз	tɑnɯmajˈsɯz
таныс	tɑnɯs
танысайын	tɑnɯsɑjɯn
танысқаныма	tɑnɯsqɑnɯmɑ
таныспын	tɑnɯspɯn
таныстыққа	taˈnɯstɯqqɑ
таныстырғым	tɑnɯstɯrɣɯm
таныстыруым	tɑnɯstɯɾʊm
танысып	tɑnɯsɯp
танысытырғым	tɑnɯsɯtɯɾɯɣɯm
таң	tɑŋ
таңғы	taŋɣɯ
таңғышын	taŋɯʃɯn
таңдадың	tɑŋdɑɯdɯŋ
таңдап	taŋdɑp
таңдым	tɑŋˈdɯm
таңертең	tɑŋɪrˈtɛŋ
тап	tap
тапқыр	tapqɯr
таппай	tɑpɑj
таппасаң	tɑpɑsɑŋ
тапсаң	tapˈsaŋ
тапсырамыз	tapˈsɯrɑmɯz
тапсырма	tapˈsɯrma
тапсырмаң	ˈtɑpsɯrmɑŋ
тапсырыс	tapˈsɯrɯs
тапсырыты	tapˈsɯrɯtɯ
тапты	tap'tɯ
таптық	ˈtɑpqɯq
таптым	tapˈtəm
таптың	ˈtɑptɯŋ
таптыңыз	tapˈtɯŋɯz
таралуы	tɑrɑɫʊɯ
тараңдар	taɾaŋdaɾ
тарап	tɑrɑp
таратады	tɑrɑtɑdɯ
тарихты	tɑˈrɯχtɯ
тарт	tɑrt
тартамыз	tɑrtɑˈmɯz
тартсаң	taɾtsɑŋ
тартып	tɑrtɯp
таста	tɑˈstɑ
тастадым	tɑstɑˈdɯm
тастадың	tɑstɑˈdɯŋ
тастайды	tɑstɑjˈdɯ
тастаймын	tɑstɑjmɯn
тастама	tɑstɑmɑ
тастаңыз	tɑstɑŋɯz
тастаңызшы	tɑstɑŋɯʃ
тастап	tɑˈstɑp
тастапты	tɑstɑpˈtɯ
тасымал	tɑsɯmɑɫ
тасымалдап	tɑsɯmɑɫdɑp
тасымалдаушы	tasɯmɑɫdɑwʃɯ
тасымалдаушылардан	tasɯmɑɫdɑwʃɯɫɑrˈdɑn
тату	tɑtʊ
татып	tɑtɯp
тауып	tawɯp
тауьымыз	tawɯmɯz
тәрізді	taɾizˈdi
тәртіпке	tɘrtɘpˈkɘ
тәртіпті	tɘrtɘptɘ
тәтті	ˈtæti
тәуелді	tawejldi
тәуелсіз	tæwɪlˈsɪz
тәурат	tɑwˈrɑt
твидлдам	tʋɪdɫɑm
твидлди	ˈtwɪdɫdɪ
те	te
театр	teˈɑtər
тез	te̞z
тездет	tezdɪt
тездетіңдер	tezdetiŋder
тездетіп	tezdetiːp
тезірек	teˈzʲiɾek
тек	tek
текпешекпен	tɛkpɛʃɛkpɛn
тексеріңіз	tegseɾiŋɪz
тексеріп	tegseˈriɪp
тексеру	tɛksɛɾʉ
тексеруге	teksɛɾuɣe
тексеруім	teksɛɾuwɪm
теледидар	tʲɪlʲedʲɪˈdɑr
телефон	tʲɪlʲɪˈfɔn
телефонға	telefoŋʁa
телефоны	telefoˈnɯ
телефоның	telefonɯŋ
тең	teŋ
теңіз	teŋiʒ
терапия	terɑpʲiʲɑ
терапиясы	terɑˈpijɑsɯ
тергейтіндей	tʲergejˈtɪndej
терезе	terɪzɪ
терең	terɪŋ
теріңнен	teˈrɪŋnən
терминал	tɛrmʲɪˈnɑɫ
тетікті	teˈtʏkʲtʏ
ти	tɪ
тиген	tiˈgen
тигізе	tiɣɯze
тигізесіз	tɪɣɪzɪsɪz
тигізесің	tiɣɪˈzɪsɪŋ
тигізіп	tɪɣɪzɪp
тиеді	tiˈjɪdi
тиелген	tʰiɪ́lgen
тиер	tʲíjɪr
тиіс	tɪɪs
тиісіп	tʰiɪsɪp
тиме	tʰɪˈmæ
тимей	tʰimej
тихиро	tʰɪxɪrɒ
тихиром	tʰɪxɪˈrɑw
тихироның	tiχiˈroˈnɯŋ
тиым	tɪm
тізем	tiˈzæm
тізімі	tiˈzimi
тізімін	tiˈzimin
тік	tɪk
тіке	tiˈkæ
тікелей	tʰɪkʲɪˈlæj
тікен	tiˈken
тілді	tɪɫˈdɪ
тілегенім	tilɪgeˈnim
тілектер	tiˈlekter
тілі	tili
тілінде	tilinˈde
тіліне	tiliˈne
тілмен	tɪlˈmen
тіптен	tepˈtæŋ
тіпті	tip'ti
тірі	tiˈri
тіріледі	tiˈrilɪde
тірімін	tiˈrimʲin
тірісің	tiˈɾiˌsiŋ
тісіңді	tiˈsiŋdi
тістеп	tiˈstɛp
тозбалаңға	tɔzbɑɫɑŋɣɑ
тойдым	tɔjˈdɯm
токсикологиқалық	toksikoɫoɣiɫɑq
тоқашты	tɔqɑʃtɯ
тоқта	tɔqˈtɑ
тоқтағаным	tɔqtaɣɑnɯm
тоқтай	tɔqtɑj
тоқтайды	tɔqtɑjˈdɯ
тоқталды	tɔqtɑɫdɯ
тоқтама	tɔqˈtɑmɑ
тоқтамай	tɔqˈtɑmɑj
тоқтамаңдар	tɔqˈtɑmɑŋdɑr
тоқтаңдар	tɔqˈtɑŋdɑr
тоқтаңыз	tɔqtaŋɯz
тоқтат	tɔqtɑt
тоқтатты	tɔqtɑtˈtɯ
тоқтатшы	tɔqtɑtʃɯ
тоқтатылуға	tokʰɑtɯɫʊwɑ
тоқтатыңдар	tɔqtaˈtɯŋdar
тоқташы	tɔqˈtɑʃɯ
тоқыдық	tɔqɯdɯq
тоқылдатуды	toqɯldɑtʊdɯ
тола	tɔˈɫɑ
толды	tɔɫdɯ
толқындар	tɔlqɯnˈdɑr
толтыра	tɔɫtɯɾɑ
толу	tɔˈɫʊ
толы	ˈtɔɫɯ
толығымен	ˈtɔɫɯɣɯˈmɛn
толық	ˈtɔlɯq
толықтай	tɔlɯqtɑj
томас	tɔˈmɑs
тонна	tɔnːa
тоңып	tɔŋɯp
топ	top
топтар	toptɑr
топтасып	toptɑsɯp
торай	tɔˈrɑj
торайға	tɔrɑjɑ
тост	tɔst
төбелес	tøbɪlɪs
төзгісіз	tøʒɣɯsɯ
төлей	tøˈlej
төлеймін	tøˈlejmin
төлейсің	tølejsɪŋ
төмен	ˈtømɘn
төменге	ˈtømæŋgɘ
төменде	ˈtømʲɪndʲe
төмендеуде	tømɪndøwðe
төңкеріс	tʰøŋkɘˈris
төңкеріске	tøŋkæriˈske
төреші	ˈtøræʃi
төрт	tɵrt
төртінші	tɵrtɘnʃi
төсегіне	ˈtøsɛgɪnɛ
төсегінен	tøsɛginɛn
төсектегі	ˈtøsɛktæɣi
тр	tɾ
транквилизатор	tranʋiɫɯzaˈtɯr
транквилизаторды	tranqʋɪlɪzɑtɯrɯ
транквилизаторын	tranqʋɪlɪzɑtɯrɯn
транкрилизаторы	tɾɑnkrɪlɪzɑˈɾɯzɯ
трубкаларды	trupkɑlɑrdɯ
трукаларды	tɾukɑɫɑɾdɯ
туалет	tuɑˈlʲɪt
туған	tʊˈʁɑn
туды	tudɯ
тудырады	tudɯrɑdɯ
туннел	tʰunːel
туннелден	tʰunːelˈden
тура	tʊˈrɑ
туралы	tʊrɑˈɫɯ
туралымаған	tʊrɑɫɯmɑˈʁɑŋ
туфлиді	ˈtʊfɫɪdɪ
туфлиім	tʰulfɪm
туфлиыңды	tʰulfɯɫɯŋdɯ
туылғалы	tʉɫɣɑɫɯ
туысқандарымызды	tʰʉjsqɑnːɑɾɯmɯzdɯ
түбі	tʏbi
түгіл	tʏɣɯl
түкір	tʏkɪr
түн	tʰyn
түнде	tʰynˈde
түңгі	tʏŋgɪ
түрде	tʏɾˈde
түрді	tʏɾˈdi
түрімен	tʏrɪˈmʲɪn
түрін	tʏˈrɪn
түріңе	tʏrɪŋe
түрлде	tɯɾɫde
түрлі	tʉɾˈli
түрмеде	tʏrmɘdɘ
түрмені	tʏrˈmɛni
түрмесі	tʏrˈmɘsɪ
түс	tʏs
түсас	tʏsɑs
түсер	tʏsɘr
түсесің	tʏsɪsɪŋ
түсімде	tʏsɯmˈdæ
түсіме	tʏsɪmɛ
түсінбедім	tʏsɪnbɪˈdɪm
түсінбейді	tʏsɪnbɪjdi
түсінбейсің	tʏsɪnbɪjsiŋ
түсінбейтін	tʏsɪnbɛjtɪn
түсінгенің	tʏsɪŋeŋ
түсінді	tʏsɪndɪ
түсіндім	tʏsɪndɪm
түсіндің	tʏsɪnˈdɪŋ
түсіндірді	tʏsɪndɪrdɪ
түсіндірем	tʏsɪndʏrɪm
түсіндіріп	tʏsɪndɪrɪp
түсіндіруге	tʏsɪndɪrʉɣe
түсіне	tʏsɪne
түсінеді	tʏsɪnɪdɪ
түсінемін	tʏsɪnɪmɪn
түсінесіз	tʏsɪnɪsɪz
түсінетін	tʏsɪnetʰin
түсінігіңіз	tʏsɪnɪɣɪŋɪz
түсініксіз	tʏsɪnɪkˈsɪz
түсініктеме	tʏsɪnɪktʲemʲe
түсінікті	tʏsɪnɪktɪ
түсініңіз	tʏsɪnɪŋɪz
түсініп	tʏsɪnɪp
түсінкті	tʏsɪŋkʲtɪ
түсір	tʏsɪr
түсірдім	tʏsɯɾdɯm
түсіре	tʏsɪrɛ
түсіремін	tʏsɪrɪmɪn
түсірерсің	tʏsirersɪŋ
түсіру	tʏsɪrʉ
түскен	tʏskɘn
түснем	tʏsnɛm
түссіз	tʏsˈsɪz
түсті	tʏsˈtɪ
түстік	tʏsˈtɪk
тұмарың	tʰʊmɑˈrɯŋ
тұнба	tʰʊmˈbɑ
тұнбаға	tʰʊnbɑɣɑ
тұнбаны	tʰʊnbɑnɯ
тұнбасы	tʰʊmbɑsɯ
тұр	tʰʊr
тұра	tʰʊˈɾɑ
тұрады	tʊɾɑɯ
тұрайын	tʊɾɑjɯn
тұрам	tʊˈrɑm
тұрама	tʊrɑmɑ
тұрамын	tʊrɑmɯn
тұрасыз	tʊrɑsɯz
тұратынын	tʊrɑtɯnɯn
тұратынына	tʊrɑtɯnʊnɑ
тұрған	tʊɾɣɑn
тұрғанда	tʊrɣɑnˈdɑ
тұрғаннан	tʊrɣɑnɑn
тұрғаным	tʊrɣɑnɯm
тұрғанымызды	tʊrɣanɯmɯzdɯ
тұрғанын	tʊɾɣanɯn
тұрғысынан	tʰʊrɣɯsan
тұрмайсыз	tʊrmɑjsɯz
тұрмыз	tʰʊrmɯz
тұрмын	tʉrmɯn
тұрмысың	tʊrməsɯŋ
тұрса	tʊrsɑ
тұрсаңыз	tʰʊrsɑŋɯz
тұрсыз	tʰʊrsɯz
тұрсың	tʰʊrsɯŋ
тұруыңызды	tʰʊɾʊɯŋɯzdɯ
тұршы	tʊrʃɯ
тұрыңдар	tʊˈrɯŋdɑr
тұрыңыз	tʊɾəŋɯz
тұрыңызшы	tʊɾəŋɯʃ
тұрып	tʊˈrɯp
тұтқындағанға	tʰʊtqɯndɑɣɑ
тұтқындар	tʰʊtqɯndɑɾ
тұтқындарды	tʰʊtqɯndɑɾdɯ
тұтқындардың	tʊtqɯndɑɾɯŋ
тұтқыннан	tʰutqɯnːan
тұтынушы	tutɯnʊʃɯ
тығыз	tɯɣɯz
тығылып	tɯɣɯləp
тығып	tɯɣɯp
тығырықтан	tɯɣɯrɯqtɑn
тыққым	tɯqɯm
тым	tɯm
тындырмайың	tɯndɯrmɑjɯŋ
тыныш	tɯnɯʃ
тыныштал	tɯnɯʃtɑɫ
тыңда	tɯŋdɑ
тыңдағысы	tɯŋdaɣɯsɯ
тыңдайды	tɯŋdɑjˈdɯ
тыңдамады	tɯŋdɑmɑdɯ
тыңдамауға	tɯŋdɑmɑwɑ
тыңдаңыз	tɯŋdɑŋɯz
тыңдаңызшы	tɯŋdɑŋɯʃ
тыңдап	tɯŋdɑp
тыңдашы	tɯŋdɑʃɯ
тырыс	tɯɾɯs
тырысам	tɯɾɯsɑm
тырысамын	tɯɾɯsɑmɯn
тырысқаныма	tɯɾɯsqɑnɯmɑ
тырысып	tɯɾɯsɯp
у	u
уайымдадым	wajɯmdaˈdɯm
уайымдай	wajɯmdɑj
уайымдама	wajɯmdaˈma
уайымсыз	wajɯmsɯz
уақыт	waqɯt
уақытқа	waqɯtqɑ
уақытта	waqɯt̪ːa
уақытты	waqɯtˈtɯ
уақыты	waqɯtɯ
уақытымды	waqɯtɯmˈdɯ
уақытымызды	waqɯtɯmɯzdɯ
уақытыңызды	waqɯtɯŋɯzˈdɯ
уәде	ʊæde
уәдесін	ʊædesin
уәкілдік	ʊækɪldɪk
уганда	ʊɣɑndɑ
угандаға	ʊɣɑndɑʁɑ
угандалық	ʊgɑndɑˈɫɯq
угандалықтан	ʊɣɑndɑɫɯqˈtɑn
угандалықтар	ʊɣɑndɑɫɯqˈtɑr
угандықтар	ʊɣɑnˈdɯqˈtɑr
уланған	ʊɫɑŋɑn
улауға	ʊlɑwɑ
унға	ʊŋʁɑ
университеті	ʊnʲɪvɪrsʲɪtʲɪ
уыстап	ʊtɑsˈp
ү	ʏ
үзіліс	ʉzɪlɪs
үзуге	ʉzʉɣe
үйге	ujge
үйде	ujde
үйден	ujdæn
үйді	ujdi
үйі	ujɪ
үйім	ujim
үйінде	ujɪndɘ
үйіне	ujine
үйінен	ujinɪn
үйің	ujɪŋ
үйіңе	ujinʲe
үйірмесінде	ujɪrmɪsɪndɘ
үйірмесіненбіз	ujɪrmesinɪnbɪz
үйленген	ujlɪŋɪn
үйленгенін	ujlɪŋɪn
үйлер	ujˈlɪr
үйренген	ujrɪŋɪn
үйренгім	ujrɪŋɪm
үйренеміз	ujrɪnɪˈmɪz
үйреніп	ujrɪnɪp
үйрететін	ujretetɪn
үйшігі	ujʃiɣi
үйшік	ujʃɪk
үйшікке	ujʃɪkˈkɛ
үйшіктер	ujʃɪktɘr
үкімет	ʏkɪˈmet
үкіметі	ʏkɪˈmɛtɪ
үкіметтік	ʉkɪmetˈtɪk
үлгерді	ʏlɣərˈdi
үлгересің	ʉlɣeɾeˈsiŋ
үлгі	ʉɫˈɣi
үлгісі	ʏlɣɪsɪ
үлкейген	ʏlˈkʲejˈgen
үлкен	ɘlˈkʲɘn
үлкеннің	ʉlˈkɛnˌnɪŋ
үміттемін	ymɪtˈtæmɪn
үміттеніп	ymɪttenip
үмттенеміз	ʏmt̪t̪enemiˈs
үндістандағы	ʏndɪstɑnɑɣɯ
үнемдейді	ynemdejdi
үнемі	ynæmi
үнін	ønin
үргенін	ʏrgɪˈnɪn
үстінде	ʉstɪnde
үстіне	ystiˈne
үш	ɯʃ
үшеуді	ʉʃewdɪ
үшін	ʉʃin
ұ	ʊ
ұғу	ʊˈɣʊ
ұғып	ʊɣɯp
ұзақ	ʊˈzɑq
