oн	uŋ
қазіргі	qɑzɘrgɘ
қазғанды	qaʐɣɑnˈdɯ
қай	qɑj
қайда	qaɯˈdɑ
қайда	qɑjda
қайдамыз	qɑjdɑmɯz
қайдан	qɑjdan
қайдан	qɑjˈdɑn
қайдасыз	qaɪdɑsɯz
қайдасын	kɑjtɑˈsɯn
қайдасың	qaɯdasɯŋ
қайдағы	qajɑˈdɑɣɯ
қайнар	qɛjnar
қайрат	χæjræt
қайрылы	qɑjrɯˈɫɯ
қайсарлығың	qaɪsɑɾɫəɣɯ
қайсы	qaɪsɐ
қайсы	ˈqɑjsɯ
қайт	qɑjt
қайта	qɑjta
қайтадан	qaɪtɑdɑn
қайтайық	qɑjtɑjɯq
қайтайықшы	qaɯtaɯjɯʃ
қайталау	qɐjˈtɐlɐw
қайталауды	qaɪtɑɫɑwˈdɯ
қайтам	ˈqɑjtɑm
қайтамыз	qaɯtɑˈmɯz
қайтара	qaɪtɑrɑ
қайтарамын	qaɪtɑɾɑmɯn
қайтаратын	qaɯtaɾɑtɯn
қайтарда	qaɪtɑɾdɑ
қайтардым	qaɪtɑɾdɯm
қайтармақ	qaɪtɑɾˈmɑq
қайтару	qɑjtarˈu
қайтару	ˈqɑjtɑɾʊ
қайтаруға	qaɪtɑɾuʁɑ
қайтарыңдар	qɑjɑtəɾɯŋdɑɾ
қайтарыңыз	qajatəɾəˈjɯz
қайтататын	qɑjtɑtɑjˈtɯn
қайтатын	qaɪtɑːtɯn
қайтер	qaɪtɘr
қайту	ˈqɑjtʉ
қайтуды	qaɪtʉdɯ
қайтуым	qaɪtʉm
қайтып	qɑjtɯp
қайтыңыз	qaɪtɯŋɯz
қайтіп	qɑjtʏp
қайтқым	qaɪtqɯm
қайырлы	qɑjɯɾˈɫɯ
қайырма	kajɾmɑ
қайық	qɑjɯq
қайғы	qaɪˈʁɯ
қайғырма	qaɪɣɯrmɑ
қал	qɑl
қала	kɔla
қала	qɑɫɑ
қалады	qɑlɑdɯ
қалай	qɑlɑj
қалайды	qɑlɑjˈdɯ
қалаймыз	qalaɯmɯz
қалайсыз	qɑlɑjsɯz
қалайсыз	ɑlɑjsɯz
қалайсыздар	qɑlɑjsɯzdɑr
қалайсың	kɑɫɑjsɯ̞ŋ
қалайсың	qɑlɑjsɯŋ
қалайсың	qɑɫɑjsɪŋ
қалайы	qɑɫɑjɯ̞
қалалық	qɑɫɑɫɯ̞q
қалам	qɑˈlɑm
қалам	ɦɑlɑm
қаламаймын	qɑlɑmɑjmɯn
қалампыр	qɑɫɑmpɯr
қаламсап	kɑɫɑnsɑp
қаламыз	qɑlɑˈmɯz
қаласыздар	qɑlɑsɯzˈdɑr
қаласың	qɑlɑsɯŋ
қалау	kɐlɐu
қалау	qɑˈɫɑw
қалауың	qalawɯŋ
қалаға	qɑlɑɣɑ
қалдары	qaɫdɑɾɯ
қалды	qaɫdɯ
қалдырамын	qaɫdɯɾɑˈmɯn
қалдырдым	qɑɫdɯɾdɯm
қалдырдың	qɑɫdɯɾɯŋ
қалдырмайды	ˈqɑɫdɯrmɑjˈdɯ
қалдырсам	qɑɫdɯrsɑm
қалдырып	qɑɫdɯɾɯp
қалдырған	gɑɫdɯɾˈʁɑn
қалма	qɑlˈmɑ
қалмайды	qɑlˈmɑjdɯ
қалмайын	qɑlˈmɑjɯn
қалмаш	qɑlˈmɑʃ
қалмақ	qʰɑ̝ɫmɑ̝qʰ
қалпын	qaɫpɯn
қалса	qɑlˈsɑ
қалсаңшы	qɑlˈsɑŋʃɯ
қалсын	qɑlˈsɯn
қалу	qaˈɫu
қалу	qɑlʊw
қалуың	qaloʊŋ
қалуға	qaɫuʁɑ
қалып	qaˈlɯp
қалыптарыңа	qaɫɯpˈtɑɾɯˈŋɑ
қалыпты	qaɫɯpˈtɯ
қалың	qaˈlɯŋ
қалың	qɑɫɯ̞ŋ
қалыңдық	qɑlɯmdɯq
қалған	qaɫˈɣɑn
қалғандары	qaɫɣɑnˈdɑrɯ
қалғаны	qaɫɣɑnɯ
қалғанын	qaɫɣaˈnɯn
қалғаның	qaɫɣaˈnɯŋ
қалғысы	qaɫɣɯsɯ
қам	qɑm
қамал	kamal
қамап	qaˈmɑp
қамау	qamɑl
қамсыз	qamsiz
қамту	qamtu
қамтып	qɑmˈtɯp
қамын	qɑˈmɯn
қамыс	qɑmɯs
қан	qɑm
қан	qɑn
қана	qɑnɑ
қана	χana
қандай	qɑndaj
қандай	qɑnˈdɑj
қанды	qɑnˈdɯ
қандыағаш	qɑndɑʁɑʂ
қане	qɑnɛ
қанмен	qɑnˈmen
қанша	qɑnʃɑ
қаншалықты	qɑnʃɑɫɯqtɯ
қаншауы	qɑnʃɑwɯ
қаны	qɑnɯ
қанға	qɑŋɑ
қанқұмар	qɑnqʊmɑr
қап	qap
қап	qɑp
қап-қара	qɑpqɑrɑ
қапшағай	qɑpsɑʁɑj
қар	qɑr
қара	qɑrɑ
қара	qɑɾɑ
қарай	qɑrɑj
қарайлап	qɑrɑjˈlɑp
қараймын	qɑrɑjˈmɯn
қарайсың	qɑrɑjsɯŋ
қарайтын	qɑrɑjtɯn
қарайын	qɑrɑjɯn
қарама	qɑrɑmɑ
қарап	qɑrɑp
қарапайым	qɑrɑpɑjɯm
қарармын	qɑrɑɾmɯn
қарас	qɑrɑs
қараусыз	qɑrɑlsɯz
қараша	qaraʃa
қарашы	qɑrɑʃɯ
қарағанды	qɑɾɑɣɑndɯ
қарағаннан	qɑrɑʁɑnɑn
қарағаны	qɑrɑˈʁɑnɯ
қарағаным	qɑrɑʁɑnɯm
қарақат	qɑɾɑqat
қарақшы	qɑrɑqʃɯ̞
қараңдар	qɑrɑŋdɑr
қараңыз	qɑrɑŋɯz
қараңғы	qɑrɑŋɣɯ
қараңғыдан	qɑrɑŋɣɯdɑn
қараңғылықтан	qɑrɑŋɣɯɫɯtɑn
қараңқының	qɑrɑŋqɯˈnɯŋ
қараңқыға	qɑrɑŋqɯɣɑ
қарбыз	kɑːrbəs
қарбыз	qɑrbɯz
қарда	qɑrˈdɑ
қаржы	qɑrˈʐɯ
қаржылайды	qɑrʒɯɫɑjˈdɯ
қаржысын	qɑrˈʐɯsɯn
қария	qariːa
қарлыған	qɑrɯ̞ɫʊ̞ʁɑn
қарлығаш	qɑrɫɯɣɑʃ
қарсы	qɑrsɯ
қарсы	χarˈsɯ
қарсымын	qɑrsɯˈmɯn
қару	kaːru
қарусыз	qɑɾusiz
қаруымды	qaɾujɯmˈdɯ
қарым	qɑˈrɯm
қарындас	qɑrɯ̞ndæs
қарындасым	qɑrɯndɑsɯm
қарындасыңды	qɑrɯndɑsɯŋdɯ
қарындасыңызды	qɑrɯndɑsɯŋɯzˈdɯ
қарғай	qɑrʁɑj
қарғалы	qɑrʁɑɫɯ̞
қарған	qɑrˈʁɑn
қас	qas
қасақана	qasɑqɑnɑ
қастерлеу	qɑstʲirɫɪ̞w
қасында	qɑsɯˈdɑ
қасық	qɑsɯz
қасыңда	qɑˈsɯŋdɑ
қатал	qataw
қатар	qaˈtɑr
қатардан	qaˈtɑɾdɑn
қатарды	qaˈtɑɾdɯ
қатарлы	qɑtɑɾˈɫɯ
қатарынан	qɑtɑrɯnɑn
қате	ˈqɑte
қателік	qɑtʃɪlɪ̞k
қатем	qaˈtem
қатесіз	qɑtʲesɪz
қатты	qɑtːɯ
қаттылығы	ˈqɑtːɯɫɯ
қатынас	ˈqɑtɯnɑs
қатынаста	qɑtənɑstɑ
қатынасты	ˈqɑtənɑstɯ
қатынасым	qɑtənɑsɯm
қатып	qɑtɯp
қатырады	ˈqɑtɯrɑdɯ
қатырмайды	qɑtɯrmɑjˈdɯ
қатысамыз	qɑtɯsɑmɯz
қатысушы	qɑtɯ̞sʊ̞ʃʊ̞
қатысшы	qɑtɯʃɯ
қатысы	qɑtɯsɯ
қатысымыз	qɑtɯsɯmɯz
қатық	qɑtɯ̞q
қаупі	qɑwˈpɪ
қауын	qɑwɯn
қауіп	qɑwɪp
қауіпсіздігіме	qɑwɯpsɯzdɯɣɯmɘ
қауіпті	qɑwɪptɪ
қаша	qɑˈʃɑ
қашан	qaʃɑn
қашан	χaʃan
қашаннан	qaʃɑnˈnɑn
қашпты	qaʃptɯ
қаштық	qaʃˈtɯq
қашу	qaʃu
қашып	qaʃɯp
қашқалақтаса	qaʃqɑlɑqˈtɑsɑ
қашқындарына	qaʃqɯndɑɾɯnɑ
қағаз	qaˈɣɑz
қағаз	qɑqəv
қағаз	qɑɣɑz
қағазы	qaˈɣɑzy
қағып	qaˈɣɯp
қақиып	qaqijp
қақпашадан	qaqpaʃaˈdɑn
қақпаға	qaqpaʁa
қаңбақ	qɑŋpɑq
қаңтар	qaŋtar
қаңғу	kɑŋgo
қимайсыз	qiˈmɑjsɯz
қимылда	qɯmɯɫdɑ
қимылдай	qimɯɫdaɯ
қимылдама	qimɯɫdama
қиналып	qɪnɑˈlɯp
қиратты	qiˈrɑtː
қию	qiˈju
қияли	qɪːˈlɪ
қиқулаған	qiqwɑˈɫɑɣɑn
қобыз	qobuz
қодас	odas
қожайынына	qɔʒɑjɯnɯnɑ
қозу	qozuz
қозы	qɔːzɯ
қозғадық	qozɣɑɯdɯq
қозғалма	qozɣɑlmɑ
қозғалу	qozɣɑˈɫu
қой	kˈoj
қой	qɔj
қойды	qojdɯ
қойдым	qojdɯm
қойдық	qojdɯq
қойдың	qojˈdɯŋ
қойма	kojmɑ
қоймас	qojmɑs
қоймасы	qojmɑsɯ
қойса	qojsɑ
қойсаңыз	qojsɑŋɯz
қойсын	qojsɯn
қойшы	qojʃɯ
қойыпты	qojɯptɯ
қойыңдар	qojɯŋdɑr
қойыңыз	qojɯŋɯz
қойыңыздар	qojɯŋɯzdɑr
қойған	qojˈɣɑn
қойғандай	qojɣɑndɑj
қойғанын	qojɣaˈnɯn
қойғаның	qojɣɑnɯŋ
қол	kʊl
қол	qɔl
қолда	ˈqɔɫdɑ
қолдаймыз	ˈqɔɫdajˈmɯz
қолдайтын	qɔɫdɑjˈtɯn
қолдана	qɔldɑnɑ
қолданам	qɔldɑnɑm
қолданбағанымыз	ˈqɑɫdɑnbɑɣɑˈnɯmɯz
қолданбақпын	ˈqɔɫdɑnβɑqpɯn
қолданбаңдар	ˈqɑɫdɑnβɑŋdɑr
қолдануға	ˈqɔɫd̪ɑnʊʁɑ
қолданып	ˈqɔɫdɑnɯp
қолдары	qɑɫdɑɾɯ
қолдарымен	qɔɫdɑɾɯmɛn
қолдарын	qɔldɑrɯn
қолдарыңды	ˈqɔɫdɯɾɯŋdɯ
қолдауға	qɔɫdɑwɑ
қолды	ˈqɔɫdɯ
қолмен	qɑlˈmen
қолтаңба	qoltaŋpa
қолтырауын	qoltɯrɑwɯn
қолтығы	qoltɯɣɯ
қолшатыр	χolʃɑɢatɯr
қолым	qɑˈlɯm
қолымнан	qɑlɯmˈnɑn
қолымыз	qɑˈlɯmɯz
қолын	qɑˈlɯn
қолынан	qɑlɯˈnɑn
қолында	qɑlɯnˈdɑ
қолыңмен	qɑɫəŋˈmɛn
қолыңыз	qɑˈlɯŋɯz
қолыңызбен	qɑɫoɯŋɯzˈbɪn
қолыңызжан	qɑɫoɯ̞ŋɯʒɑn
қолға	qɑɫɣɑ
қолқа	koːˈkɑ
қона	qɔnɑ
қонамыз	qɔnɑˈmɯz
қонағымыз	qɔnɑɣɯmɯz
қонағыңызбын	qɔnɑɣɯŋɯzbɯn
қонақ	qɔnq
қонақ	qɔnɑq
қонақтарға	qɔnɑqˈtɑrɑ
қонаққа	qɔnɑqˈqɑ
қоныпты	qɔnɯptɯ
қора	qɔra
қорап	χoɾɑp
қорапта	qɔrɑptɑ
қорек	qɒɾek
қоректенеміз	qorekˈtenemiz
қоректену	qɔrɛktɛnʉ
қоректеніп	qɔɾɛktæˈnɪp
қорлық	qoriliq
қорын	qɔˈrɯn
қорықпа	qɔɾɯqˈpɑ
қорықпайсың	qɔrɯqpɑjsɯŋ
қорыққандығыңыз	qɔrɯqqɑndɯɣɯŋɯz
қорғанысың	qorɣanɯsɯŋ
қорғасын	qʊ̞rʁɑsʊ̞n
қорғаушы	qorɣɑwʃɯ
қорғауың	qorɣawˈɯŋ
қорқасыз	qorqɑsɯz
қорқпашы	qɔɾqpɑʃɯ
қорқыныш	qorqəˈnɯʃ
қорқынышты	qɔɾqənɯʃtɯ
қорқып	qorqɯp
қос	qɔs
қоса	qoˈsɑ
қосады	qɔsɑdɯ
қосамын	qɔsɑmɯn
қоспа	qospɑ
қостанай	kɔstanaji
қостанай	qostanaj
қосылам	qosɯləm
қосыларсың	qoˈsɯɫaɾsɯŋ
қосыласыз	qɔsɯlɑsɯz
қосылып	qosɯɫɯp
қосып	qɔsɯp
қотақ	χʊ̞dɑq
қотақ	χʊ̞tɑq
қотақбас	qɯ̞tɑqpɑs
қош	qoʃ
қошемет	qoʃemet
қоштасарда	qoʃtɑsɑrdɑ
қоштасу	koʃtɑsuɫ
қоштасуға	qoʃtɑsuʁɑ
қошқар	qʊ̞ʂqɑr
қою	qɔju
қоюландырғыш	qojʊwɫɑndɯrɣɯʃ
қояды	qojɑdɯ
қояйын	qojajɯn
қоям	qoˈjæm
қояншық	qojaɲʃɯq
қоғамдастық	qoɣɑmdɑstɯq
қоғамдық	qoɣɑmˈdɯq
қоғамның	qɔɣɑmnɯŋ
қоңыз	qoŋʊz
қоңыр	kʊ̞ŋɑr
қоңырқай	qonɯ̞rqæj
қуану	kwano
қуаныш	qwɑnɯz
қуаныштымын	qʰwɑːnɯʃtɯmɯn
қуаныштысыңдар	qʰʊɑnɯʃtɯsɯŋdɑr
қуат	qʊɑt
қуаттап	qʊɑtːɑp
қуатты	kwɑtːɯ
қума	qʊmɑ
қусырып	qʊsɯˈrɯp
қуып	quɯp
қуырдақ	qujɯɾˈdɑq
қуырылған	qʊwɾɯɫɣɑn
қуырып	qʊwɾɯp
қыз	qɯz
қызанақ	qzɑnɑq
қыздарды	qɯzdɑɾdɯ
қыздардың	qɯzdɑrɯŋ
қызды	qɯzdɯ
қызмет	qɯzmɘt
қызметі	qɯzmɘti
қызметін	qɯzmɘˈtin
қызу	qɯzʊ
қызумен	qɯzuˈmen
қызыл	qʊ̞zɑl
қызығатын	qɯzɯɣɑtɯn
қызық	qɯzɯq
қызықтысы	qɯzɯqɯtɯsɯ
қызықтысыз	qɯzɯqɯtɯsɯz
қызғанады	qɯzɣɑnɑdɯ
қызғылт	qəsrɯlt
қыл	qɯɫ
қылды	gɯɫdɯ
қылмыс	qɯɫmɯs
қылмыс	qɯɫˈmɯs
қылмыскер	qɯɫmɯskʲer
қылмыскерлерге	qɯɫmɯskɘɫɘɾge
қылмыстылық	qɯɫmɯstɯlɯq
қылмыстық	qɯɫmɯstɯq
қылмысын	qɯɫmɯsɯn
қылмысқа	qɯɫmɯsqɑ
қылтима	kɔːsʲim˨˩a˥
қылу	qɯɫʊ
қылып	qɯɫɯp
қылық	qɑɫɑq
қылғанып	qɯɫʁɑnɯp
қымбат	qɯmbɑt
қымбат	qɯmˈbɑt
қымбатты	qɯmβɑtːɯ
қымбыт	qɯmˈbɯt
қынап	qimˈap
қынжылататыны	qɯnʒɯɫɑtɑtɯnɯ
қынжылып	qɯnʒɯɫɯp
қыпшақ	qɯpʃɑq
қырагерсің	qɯrɑɣɘɾsɘŋ
қыран	qɯ̞rɑn
қыркүйек	qɯrkʏjjøk
қырларың	qɯrɯɫɯɾɯŋ
қырмызы	qɯ̞rmɑzɑ
қырылмайды	qɯɾɯɫmɑjˈdɯ
қырып	qɯˈrɯp
қырық	qɯˈrɯq
қырыққабат	qɯrɯqːɑbɑt
қырғауыл	qɯrɣɑwɯɫ
қырғызстан	qəɾʁəzstɑn
қырғызстан	qɯrʁɯzstɑn
қысымы	qɯsɯmɯ
қысып	qɯˈsɯp
қытай	qɯ̞tɑj
қытай	qʰə̠tɑj
қыша	qɪ̞ʃæ
қыша	qɯˈʃɑ
қышқыл	qɯʃqɯɫ
қүтты	qutːu
қүттықтаймыз	quttuqtɑjmiz
құбыжық	quβɯʒɯq
құбыжықтар	quβɯʒɯqtɑr
құбылай	qubɯˈlɑj
құбылтек	qubɯltɛk
құдай	qoðæj
құдай	quˈdɑj
құдай	qʊdaj
құдайдан	qudɑjˈdɑn
құдайдың	qʊdɑjˈdɯŋ
құдайсыз	qʊdɑjsɯz
құдайсыздық	qʊdɑjsɯzdɯq
құдайтанушы	qʊdajtanʊwʃɯ
құдайым	qudajɯm
құдайға	qudajɑ
құдайға	qɯ̞ðɑjʁɑ
құжаттама	qʊʒɑtːɑmɑ
құзғын	qʊzɣʊn
құйрық	qʊjrəq
құйып	qujɯp
құлама	quɫɑmɑ
құлап	quɫɑp
құлаппын	qulɑpɯn
құлатып	qʊlɑtɯp
құлақ	qolaq
құлақ	quɫɑq
құлдырайды	ˈqʊɫdɯɾajˈdɯ
құлмен	ˈqʊɫmen
құлпынай	qoːlpɯnaj
құлсары	qulsaɾa
құмайт	qʊmɑjt
құмар	qɯ̞mɑr
құмаршылығымыз	qumɑrʃɯɫɯˈmɯz
құмаршылық	qumɑrʃɯˈɫɯq
құмыра	qomra
құп	qup
құр	qʊr
құрал	qurɑɫ
құралдар	quɾɑɫdɑr
құралдарды	quːrɑɫdɑɹdɯ
құралдарында	quːrɑldɯrɯndɑ
құралғанбыз	qurɑlʁɑnbˈɯz
құрам	qʊrɑm
құрам	qʊ̞ɾɑm
құрама	qʊrɑmɑ
құрамы	kʏrɑmɑ
құрбаны	quɾbɑnɯ
құрбыларыңды	qʊrbɯlaɾɯŋdɯ
құрма	qurumɑ
құрмаса	qurmɑsɑ
құрмағанда	qʊrmɑɣɑnˈdɑ
құрмет	qʊrmɘt
құрметті	qʊrmɘtːi
құрметтілер	qʊrmɘtːɘlɘr
құрт	qʊrt
құрттарды	qʊrt̪t̪ɑrdɯ
құрту	kurtˈu
құртыңдар	qʊrtɯŋdɑr
құры	quˈrɯ
құрылым	qʊrʊɫɯm
құрылыс	qʊrʊlɯs
құрылыстар	quɾəlɯsˈtɑr
құрып	quˈrɯp
құрыпталды	qʊrɯptɑɫdɯ
құс	qus
құстар	qʊsˈtɑr
құтты	qatːɑ
құтылуым	qʊtɯɫʊm
құтылғаныма	qʊtɯɬɑnɯmɑ
құтылғанына	qʊtɯɬɑnɯnɑ
құтқарам	qʊtqɑrɑm
құтқарамын	qʊtqɑrɑˈmɯn
құтқаратын	qʊtqɑrɑtɯn
құтқаруды	qʊtqɑruˈdɯ
құтқаруыңа	qʊtqɑrujə
құтқаруыңыз	qʊtqɑrujɯŋɯz
құтқарған	qʊtqɑrˈʁɑn
құштарлық	qʊ̞ʂtɑrɫɯ̞q
құқымыз	qʊqɯmɯz
құқығым	qʊqɯˈɣɯm
құқығын	qʊqɯˈʁɯŋ
құқығыңды	qoqəɣəŋˈdɯ
құқық	qʊqʊq
құқықсыз	qʊqʊqsɯz
құқықтану	qʊqʊqtɑnʊw
ү	ʏ
үзуге	ʉzʉɣe
үзіліс	ʉzɪlɪs
үйге	ujge
үйде	ujde
үйден	ujdæn
үйді	ujdi
үйленген	ujlɪŋɪn
үйренген	ujrɪŋɪn
үйренгім	ujrɪŋɪm
үйреніп	ujrɪnɪp
үйрететін	ujretetɪn
үйшігі	ujʃiɣi
үйшік	ujʃɪk
үйшікке	ujʃɪkˈkɛ
үйшіктер	ujʃɪktɘr
үйі	ujɪ
үйім	ujim
үйінде	ujɪndɘ
үйіне	ujine
үйінен	ujinɪn
үйірмесінде	ujɪrmɪsɪndɘ
үйірмесіненбіз	ujɪrmesinɪnbɪz
үйің	ujɪŋ
үйіңе	ujinʲe
үкі	ʏkʏ
үкімет	ʉ̞kmet
үкіметтік	ʉkɪmetˈtɪk
үлгересің	ʉlɣeɾeˈsiŋ
үлгі	ʉɫˈɣi
үлгісі	ʏlɣɪsɪ
үлкен	ø̞ɫke̞n
үлкен	ʏlkøn
үмттенеміз	ʏmt̪t̪enemiˈs
үміт	ʏmʏt
үмітсіздік	ʏmʏtsɘzdɘk
үміттеніп	ymɪttenip
үн	œn
үндістандағы	ʏndɪstɑnɑɣɯ
үнем	unˈɛm
үнемдейді	ynemdejdi
үнемі	ynæmi
үргенін	ʏrgɪˈnɪn
үст	ʏst
үстінде	ʉstɪnde
үстіне	ystiˈne
үш	ɯʃ
үш	ɯ̞ʃ
үшеуді	ʉʃewdɪ
үшін	ʉʃin
ұ	ʊ
ұжым	ʊʒʊm
ұзамай	uzɫɑmɑj
ұзарту	ʊzɑrtʊ
ұзынағаш	ʊ̞zʊ̞näʁɑʂ
ұзындық	ʊzʊndɯq
ұйымдастырыңыз	ujɯmˈdɑstɯˈrɯŋɯz
ұйықтай	ujɯqtɑj
ұйықтамай	ujyqtaˈmaj
ұйықтамайды	ujyqtaˈmɑjdi
ұйықтап	ujʏqˈtɑp
ұйықтатын	ujʊqtaˈtɯn
ұйықтау	ʊjʊqtɑw
ұйықтау	β̞joktau̯
ұйықтағам	ujʏqtaɣɑm
ұйықтаған	ujɯqtaˈʁɑn
ұйықыда	ujɯqɯdɑ
ұйғарып	ujɑrɯp
ұйғыр	ojʁor
ұйқтадыңыз	ʊjqtɑˈdɯŋɯz
ұйқы	ujqɯ
ұйқысы	ujqɯsɯ
ұл	ɔl
ұл	ʊɫ
ұлттар	ultːar
ұлттық	ʊɫttʊq
ұлттың	uɫtɯŋ
ұлтшылдық	ʊɫtʃʊɫdɯq
ұлты	oɫtɑ
ұлтымыз	ʊɫtɯmɯz
ұлы	ʊɫɯ
ұмыта	ʊmɯtɑ
ұмытпай	ʊmɯtˈpɑj
ұмытты	ʊmɯtːɯ
ұмыттыру	ʊmɯtːɯɾʊ
ұмыттың	ʊmɯtˈtɯŋ
ұмытылмайды	ʊmɯtɯɫmɑjˈdɯ
ұмытып	ʊmɯtɯp
ұн	ɔn
ұнады	ʊnɑdɯ
ұнай	ʊˈnɑj
ұнайды	ʊnɑjˈdɯ
ұнамай	ʊnɑˈmɑj
ұнамайды	ʊnɑmɑjdɯ
ұнамаймын	ʊnɑmɑjˈmɯn
ұнар	ʊˈnɑr
ұнатамын	ʊnɑtɑˈmɯn
ұнтағын	ʊntɑχɯn
ұпай	opaj
ұрдым	urdɯm
ұрланып	ʊrɫɑnɯp
ұрлап	ʊrɫɑp
ұрлауы	ɯɾɫɑwɯ
ұрлаған	ʊrɫɑˈɣɑn
ұрпақ	ʊrpɑq
ұрсуды	ʊrsʊdɯ
ұрсып	ʊrsɯp
ұру	orok
ұрушы	ʊɾuʃɯ
ұры	orɑ
ұры	ʊˈɾɯ
ұрысады	ʊɾəsɑdɯ
ұсақ	ʊˈsɑq
ұста	ʊˈstɑ
ұстады	ʊstɑdɯ
ұстай	ʊstaɪ
ұсталды	ʊstɑɫdɯ
ұстамасаң	ʊstɑmɑsɑŋ
ұстата	ʊstɑtɑ
ұстау	ʊstɑw
ұстауда	ʊstaˈwa
ұстаған	ʊstɑˈʁɑn
ұстағысы	ʊstaɣɯsɯ
ұстаңдар	ʊstɑŋdɑr
ұстаңызшы	ʊstɑŋɯʃ
ұсынды	ʊsɯnˈdɯ
ұсынып	ʊsɯˈnɯp
ұсынысты	ʊsɯnɯsˈtɯ
ұсынысы	ʊsɯnɯsɯ
ұсынысын	ʊsɯnɯˈsɯn
ұш	ʊ̞ʂ
ұшағын	ʊʃɑqɯn
ұшақ	ʊʃɑq
ұшу	uʃu
ұшып	ʊʃɯp
ұшқыр	ʊ̞sqʊ̞r
ұя	ʊjɑ
ұялмай	ʊjɑɫmɑj
ұят	ʊjɑt
ұят	ʊˈjɑt
ұятсыз	ujatsɯs
ұятсыздық	ʊjɑtsɯzdɯq
ұятың	ʊjɑˈtɯŋ
ұғым	ʊɣʊm
ұғып	ʊɣɯp
ұқсайды	ʊqsɑjˈdɯ
ұқсаймын	ʊqsɑjmɯn
ұқсайтын	ʊqsɑjtɯn
ұқсамайды	ʊqsɑmajˈdɯ
ұқсас	oqsas
ұқсас	ʊqsɑs
ұқтың	ʊqˈtɯŋ
һәм	χæm
әбден	æbˈdɛn
әбігерленіп	æβiɣæɾlæniːp
әбілов	æbiliːf
әдайым	ædɑjɯm
әдебиет	ædʲebʲiʲet
әдебиеттанушы	ædebɘjːetːɑnʊwʃɯ
әдейі	ædɪji
әдемі	ædemi
әдемі	ædemɘ
әдемісің	ædæmiˈsiŋ
әдепсіздік	ædepsɪzˈdɪk
әдетте	ædɛt̪t̪e
әдеттегі	ædɛttɛɣi
әділдік	æˈdɪɫdɪk
әділдік	ʔɐdɪldɪ̞k
әділдікке	ædɪldɪkke
әділетсіздік	ædɘletsɘzdɘk
әже	ɑˈʒe
әжей	æˈʒej
әжептеуір	æʒɪptɘwɪr
әжетхана	æʒetxɑnɑ
әзілдеп	æziɫdep
әзір	æziːr
әзірше	æziɾʃe
әй	æj
әйел	æjɪl
әйел	ʔɑjɛl
әйелді	æjɪldɪ
әйелдің	æjɪlˈdɪŋ
әйелмен	æjælˈmen
әйелі	æjɪˈlɪ
әйелім	æjɪˈlɪm
әйеліне	æjɪlɪnæ
әйнек	æjˈnɛk
әйтеуір	æjtɘwɘr
әйтпесе	æjtpʲesɪ
әк	ak
әке	ækʲe
әкей	ækʲej
әкейге	ækʲejge
әкейдің	ækʲejˈdiŋ
әкеймен	ækʲejmen
әкел	ækæl
әкелген	ækæɫgen
әкелгені	ækælgæni
әкелді	ækældɪ
әкелдім	ækældɪm
әкелдіңдер	ækældɪŋdɪr
әкеле	ækælæ
әкеледі	ækɪlædi
әкелемін	ækælæmiːn
әкеліңдер	ækæˈlʲɪŋdɪr
әкем	ækæm
әкеммен	ækæmmen
әкеп	ækɪp
әкесі	ækɪsɪ
әкесімен	ækesiˈmen
әкең	ækeŋ
әкеңмен	ækæŋˈmen
әкеңнің	ækæŋˈnʉ
әктастар	æktɑstɑr
әкімшілігі	ækɪmʃɪlɪʁɪ
әкімшілікпен	ækɪmʃɪlɪkˈpɛn
әлгі	ælgi
әлде	ældɘ
әлдеқандай	ældʑɑnˈdɑj
әлемдік	ælæmdɪk
әлемі	ælemi
әлеміне	ælemine
әлсіз	ælˈsiʃ
әлсіретеді	ælsiretedi
әлхамдулилла	ælxamdʊwlʲɪlɑː
әлхамдулиллаһ	ælxamdʊwlʲɪlɑːh
әлхамдуллиллә	ælxamdʊwlʲɪlæ
әлі	æli
әліде	ælide
әліппе	ælæppe
әмбебап	æmbʲebap
әмиәні	æmʏæˈni
әміршісі	æmɪrʃɪsɪ
ән	aɪn
ән	æ̃
әне	æne
әпкем	æpˈkæm
әпкемнің	æpkʲemˈnʲi
әпкесіне	æpkesine
әпкесінен	æpkɘsiˈnɘn
әпше	apʃe
әр	ær
әр	æɾ
әрбіреуі	æɾbɪrɪwɪ
әрекет	æɾekjet
әрекетін	æɾeketʰin
әрең	æɾeŋ
әрине	arini
әрине	ærine
әрі	æri
әріптестерімізбен	æriptesterimizβen
әріптесі	æriptɘsi
әрқашан	ɑrqɑʃɑn
әсем	asˈem
әсер	æsɘr
әсері	æsɪɾi
әсерін	æsæɾin
әскер	æskɪr
әскерлер	æskɪrˈlɪr
әскерлердің	æskɪrleɾɪŋ
әскерлерім	æskɪrleɾɪm
әскерлерімді	æskɪrleɾɪmˈdi
әскерлік	æsqeɾlɯk
әскері	æskæri
әскерім	æskɪˈrɪm
әскерінен	æskɪrɪnɪn
әсіресе	æsiɾese
әуе	æwjɪ
әулет	æʊˈlɛt
әулетін	æʊlɪtɪn
әулие	æwˈlie
әшейін	æʃejin
әшекей	æʃekij
әңгіме	æŋgɘmʲe
әңгіме	æŋgɪmɛ
әңгімелерді	æŋgɪmɛlɪɾdɪ
әңгіменің	æŋgimeˈniŋ
өгіз	oguz
өз	øs
