--من	mæn
عرضه	ʔæɾˈzæ
عرضی	ɑrˈzi
عرف	oruf
عرف	ʔæɾf
عرفاء	æɾvæ
عرفان	ʔæɾfɑːn
عرفاني	ʔæɾfɑːniː
عرفانی	ʔærefɑːniː
عرق	ʔæɾɣ
عرقي	ʔæɾqi
عروج	ʔaroʒ
عروسان	æɾuːzɑːn
عروست	ʔaroːst
عروسش	ʔæˈɾusʃ
عروسك	ɾuːsæk
عروسك	ʔæˈɾoːsæk
عروسم	ʔæˈɾosæm
عروسه	ʔeroːse
عروسو	ʔaɾuːsu
عروسي	ʔæɾoːsiː
عروسيت	ʔeroːsiːt
عروسيتون	ʔeroːsiˈtyːn
عروسيش	ʔæɾosiʃ
عروسيشون	ʔæroːsiːʃon
عروسيم	ʔɾoːˈseɪm
عروسيمون	ʔɑrʊsɪˈmɑn
عروسيه	ʔæroːsiːjæ
عروسيِ	ʔeroːsiː
عروسک	ɾuːsæk
عروسکا	ʔɑrʊsˈkɑ
عروسکت	ʔæˈɾusket
عروسکم	ʔɾoːsækæm
عروسکو	ʔaɾuːskuː
عروسکي	ʔæroːsæki
عروسی	ʔæɾuːsiː
عروسیت	ʔæɾosiːt
عروسیش	ʔæɾoːsiʃ
عروسیم	ʔeroːˈsiːm
عروسیمون	ʔæroːsiːmɒn
عروسیه	ʔæɾuːsiː
عروض	aɾˈuzɨ
عروضی	ɾuːziː
عروقي	ʔæroːqi
عروقی	ɔɾuːɢi
عريان	ɾuːjɒːn
عريض	ʁiz
عریان	aɣaːn
عریضه	ɑːriːzɛ
عزآباد	hæzɑmɑːt
عزا	ʔezɑ
عزادار	ʔæzɑːdɑːr
عزادارم	æzɑːdɑːɾæm
عزاداري	ʔæzɑːdɑːriː
عزاداری	æzodɔːɾiː
عزاداری	ʔæzɑːdɑːriː
عزای	æzɑːjɛ
عزت	ʔezet
عزلت	ɑzˈlɑt
عزلت‌گاه	ɑzˈlætgɑh
عزم	æzm
عزم	ʔɑz
عزممان	æzmæmɑːn
عزيرم	ʔaziːrem
عزيز	æzˈiːn
عزيز	ɑːziz
عزيزان	æzˈzinɑn
عزيزانم	æziziːnæm
عزيزترينم	æzˈziːnˈtærin
عزيزتون	æzˈzintun
عزيزجان	æzˈiːdʒɑːn
عزيزش	æziːzæʃ
عزيزش	æzˈiːneʃ
عزيزم	æziniːm
عزيزم	æzˈzim
عزيزمون	æzˈzimun
عزيزه	æzˈziːh
عزيزي	æzizi
عزيزکم	æzˈzænekæm
عزيمت	ʔaziːt
عزیز	ʔaziːz
عزیزان	æziːzɑn
عزیزان	ɑːziːzɑːn
عزیزانم	æziːzæˈnæm
عزیزت	æziːzæt
عزیزترینم	æziːstæɾiːnæm
عزیزدلم	æziːzdælæm
عزیزش	aziːzæʃ
عزیزم	æziːzæm
عزیزمون	æziːzæmon
عزیزه	æziːzæ
عزیزِ	ʔaziːz
عزیزید	asizit
عزیمت	æziːmæt
عسس	æsæs
عسل	æˈsæl
عسل	ʔæsæl
عسلت	ʔasˈlæte
عسلتون	ʔasˈsolton
عسلم	æˈsælæm
عسلم	ʔesˈlem
عسلمون	ʔesleˈmuːn
عسله	ʔasˈle
عسلي	ʔæsˈliː
عسلی	ʔesˈli
عسگران	askæˈɾɑn
عشاق	ɒʃɒˈq
عشاي	ʔæʃɑːj
عشای	ʔæʃɑj
عشایری	æʃɑːjeːriː
عشر	ɑʃɑɾ
عشق	eʃ
عشق	ʔæʃq
عشق	ˈeʃ
عشقبازی	keʃqbɒːziː
عشقتون	ʔæʃqetun
عشقش	æʃqɑʃ
عشقشو	ʔæʃqeʃu
عشقشون	ʔæʃqeʃon
عشقمو	ʔæʃqmo
عشقمون	ʔæʃqemɔn
عشقه	æʃaɢæ
عشقه	ʔæʃqeh
عشقي	ʔæʃqi
عشقِ	ʔæʃqe
عشقی	eskˈi
عشق‌آباد	æʃqɑːbɑːd
عشوه	ʔæʃohe
عشيره	æʃiːˈɾe
عصا	ʔassa
عصار	æsˈɑr
عصاره	ʔəsæˈɾe
عصاش	ʔəsˈɑʃ
عصاي	ʔəsɑj
عصاکش	æzɑːkæʃ
عصای	ʔəsɑj
عصب	ʔæsb
عصبان	æspɒːn
عصباني	ʔæsbɑːniː
عصبانيت	ʔæsbɑːniːt
عصبانيتت	ʔæsbɑːniːt
عصبانيتش	ʔæsbɑːniːtʃ
عصبانيش	ʔæsbɑːniːʃ
عصبانيم	ʔəsbɑːnɪm
عصبانيه	ʔæsbɑːniːjæ
عصبانی	æθbɑːniː
عصبانی	ʔæsbɑːniː
عصبانیت	æθbɑːniːt
عصبانیت	ʔæsbɑːniːt
عصبانیتت	ʔæsbɑːniːt
عصبانیش	ʔæsbɑːniːʃ
عصبانیم	ʔæsbɑːniːm
عصبانیه	ʔæsbæniːje
عصبي	ʕəsˈbiː
عصبيت	ʔəsˈbiːt
عصبيش	ʕəsbiʃ
عصبيم	ʔæsbim
عصبيه	ʔəsˈbiːjə
عصر	as
عصر	æsɾ
عصرانه	æsɾɑːne
عصرانه	ʔasˈɾɑnɑ
عصرها	ɑsˈɾæɑ
عصرونه	ʔasˈruːne
عصري	æstæɾiː
عصرِ	ʔasˈɾe
عصيانگر	ɒːsiːɒːngæɾ
عصیر	afiːɾ
عضلاني	ʔaɭˈlɑːni
عضلانی	ʔɒsˈlɒni
عضله	ʔɒsdˈle
عضو	ozv
عضو	ɒzv
عضوه	ʔaɭdʒo
عضوهاي	ʔosuhe
عضويت	ʔosuːʔiːt
عضوی	ʔoɣˈviː
عطا	ɑtˈtɑ
عطاءلله	ʔɑtɔvɑlɑh
عطائی	ɑtɑˈʔi
عطارد	ɑtˈtɑːɾd
عطاري	ætæɾiː
عطاری	æˈtæɾiː
عطایا	ɑtɑjɑ
عطرآگین	atˈɾɑːgæn
عطرش	ʔɑtˈɾeʃ
عطري	ɑtˈri
عطسه	ɑtsɯ
عطش	ɑt̪ʃ
عطيه	ɑdiːhæ
عطّار	atːar
عظمت	æðɒːmæt
عظمتش	æzmætæʃ
عظه	ɛzːe
عظيم	æziː
عظیم	æziːm
عظیم	æˈziːm
عظیمی	æzˈimi
عظیمی	ɑziˈni
عـرفان	ʔæɾfɑn
عــلــی	ʔæli
عـلـيـرضـا	ʔælˈliˌɾæzæ
عفاف	efɔv
عفت	ɛfˈt
عفريته	æfriːte
عفو	aːf
عفو	æfɔ
عفونت	æfɒn
عفونته	æfɒnˈte
عفونتي	æfɒːni
عفوني	æfuni
عفونی	æfuni
عفیف	ˈafiːf
عق	ˈoʊ
عقب	æɢæb
عقبگرد	ʔægæbgæɾd
عقبی	aqaːbi
عقب‌مانده	ʔɑqbmɒːnde
عقب‌نشینی	æɢæbneʃiːniː
عقده	ʔɑqde
عقل	ʔæql
عقلا	ɢæɾɑ
عقلاني	ʔæqlɑːniː
عقلانی	ʔæqlɑːniː
عقلايي	ɔ̙qːlɑːjiː
عقلايی	ɢɑlɑːjiː
عقلایی	oɢælɑːjiː
عقلش	ʔæqlæʃ
عقلشو	ʔæqlæʃu
عقلشون	ʔæqlæʃon
عقلمون	ʔeqleˈmon
عقله	ʔæqlæ
عقلها	ægˈhɑ
عقوب	ɔkˈu
عقود	oguðe
عقيدتی	aqidati
عقيده	æɣ̞ið̞e
عقيم	ʔeqiːm
عقیده	æɢiːde̞
عقیق	aʁiːq
علا	ɑːlɑː
علاءالدين	ælɑːʔedælin
علائم	ælɑːˈjem
علائمش	ælɑːˈjemʃ
علائمي	ælɑːˈmej
علائمی	ælɑːjeˈmiː
علاالدين	ʔælɑːdædiːn
علاالدین	ælɑːdɪn
علاج	ælæg
علاف	ælæf
علاقت	ælɑːqet
علاقت	ælɢæd
علاقته	ælɑːkate
علاقتو	ælɑːketu
علاقتون	ælɑːketun
علاقشه	ælɑˈqɑʃe
علاقـﮥ	ælɑːqæb
علاقم	ælɑːqæm
علاقمند	ælɑːkæmæn
علاقمند	ælɑːqæmænd
علاقمندم	ælɑɣmændæm
علاقمندم	ælɑːqæmændæm
علاقمنده	ælɑːkæmende
علاقمندي	ælɑːkæmændi
علاقمندی	ælɑːkmændiː
علاقمه	ælɑːkʰæme
علاقمو	ælɑːqæmo
علاقمون	ælɑːqæmʊn
علاقه	ælɑːkʰe
علاقه	ælɑːqeʔ
علاقه	ælɒːɢe̞
علاقه‌اش	ælɑːˈʁæʃ
علاقه‌تان	ælɑːɢe̞tɑːn
علاقه‌مندان	ælɑːkmænˈdɑːn
علامت	ælɑːmæt
علامتش	ælæmætʃ
علامتم	ælæmæte
علامته	ælæmæte
علامتها	ælæmæte
علامتي	ælæmæti
علامتگذاري	ælɑːmətgoʒɑːri
علامتی	ælæmæti
علامرودشت	ælɑːmʌrdæʃt
علامه	alɾome
علاوه	ælæfe
علاوه	ælɒːve̞
علاوه	ʔælɑwe
علايق	ʔælɑjæk
علايم	ælæjæm
علایق	ælɑjæq
علایم	ʔælɑːjæm
علت	ænˈt
علت	ʔalt
علتش	ælˈtʃe
علته	ælˈle
علتي	ælˈti
علتی	ælæti
علف	ælæfe
علفا	ælˈfɑ
علفزار	ælfezɑr
علفه	ælfe
علفها	ælfehɑ
علفها	æˈlæfhɑ
علف‌زار	æˈlefzɑːr
علل	ʔalle
علم	ælæm
علم	ˈɛlm
علماي	ælæmɒːje
علمده	ælæmbe
علمه	ʔælme
علمي	ælmi
علميه	ælˈmejæ
علمی	e̞lmiː
علمی	ælmeˈli
علمیه	ɦelmijɛ
علنا	ælænæm
علنا	ælˈnɑ
علنى	ʔælæniː
علني	ælni
علنی	ælæni
علنی	ælæniː
علنی	ælˈniː
علوفه	ælɔfe
علوفه‌دان	ʊloːfeːˈdɑːn
علوم	oluːm
علویان‌	ælˈvijɑːnæ
علي	ʔaliː
عليا	ælyæ
عليحده	ælæhede
عليرضا	ælærezæ
عليك	alˈei
عليل	ʔæliːl
عليه	ælˈlæ
عليه	ʔalejæ
عليهت	ʔalejet
عليهش	ælejeʃ
عليهِ	ʔalihe
عليک	ʔæliːk
عليکم	ʔaliːkæm
علی	æliː
علی	ælli
علی	ʔæli
علیایی	ɔːlijɑːiː
علیحضرت	ælɪhæɹæt
علیرضا	ælirezæ
علیرضا	æliːɾe̞zɒː
علیرضا	æliːɾæzɒː
علیرغم	ælireɣæm
علیل	alˈil
علیه	alaj
علیه	ælæjhe̞
علیه	ælˈjæ
علیهش	ælɪheʃ
علیه‌تان	æiːhætæn
علیک	ælæjk
علیک	ælæˈkæ
علیکم	ælæˈkæm
علیی	ælˈliː
عماد	æmɑt
عماد	ʔæmɑd
عمار	æmɑr
عمارات	ɑmɑrɑt
عمارت	æmɑːræt
عمارت	ʔæmɑːrɑt
عمارنامه	ammornome
عمال	umɑj
عمامه	æmˈɑːme
عمامه	ʔæmɑːme
عمان	ɔːmɑːn
عمان	ʔoman
عمدا	ʔæmˈdæ
عمداً	æmdæn
عمداً	ʔamdaˈn
عمدتا	ʔæmdeˈtɑ
عمده	omde̞
عمده	onde
عمده	ʔæmˈdæ
عمده‌ای	omteːiː
عمدي	ʔæmˈdiː
عمدی	ʔæmdei
عمر	omr
عمر	omɾ
عمر	ʔomr
عمرا	ʔomˈrɑ
عمران	omˈran
عمران	ʔomˈrɑn
عمرانی	omɾɒːniː
عمرانی	ɔmrɑni
عمراً	ʔomˈrɑn
عمرت	bɑː
عمرت	ʔæmˈɾet
عمرتو	ʔomroto
عمرتون	ɔmɾˈtuːn
عمرش	ʔomˈɾeʃ
عمرشان	ɒːmɾʃɑːn
عمرشو	ʔomˈɾeʃo
عمرم	ʔomˈɾe
عمرمه	ʔomˈre
عمرمون	ʔomroˈmon
عمرن	ʔomˈɾen
عمره	omre
عمره	ʔomˈre
عمروعاص	ɒːmroːʔɑːs
عمري	omri
عمق	omɢɑ
عمقش	omˈmeʃ
عمقي	ʔæmˈqiː
عمقی	alɣi
عمل	æmæl
عملكرد	ʔæmlækæɾd
عملم	ʔæmlæ
عمله	æmælæ
عملي	ʔæmˈli
عمليات	æmæliːjɑːt
عملياتمون	ʔæmæleˈsæmɒn
عملياته	ʔæmlɪjæte
عملياتي	ʔæmæleˈsæj
عملياتِ	ʔæmælijæθi
عمليش	ʔæmlɪʃ
عمليه	ʔæmlæje
عملِ	æmˈbæl
عملکرد	æmælkæɾd
عملکردهاي	æmblekæɾdehɑj
عملگرا	æmælgeˈɾɑ
عملی	æmˈliː
عملیات	æmleˈjɑt
عملیات	æmæliːjɒːt
عملیات	æmˈliːjɑːt
عملیه	amalˈi
عمم	ʔæmæm
عمه	am
عمه	ɛme
عمه	ʔæme
عمو	ʔæmo
عموت	ʔæmoːt
عموته	ʔʊmoˈte
عموتون	ʔæmoˈtun
عموجان	ʔæmoːdʒɑːn
عمودي	ʔæmʊdiː
عمودی	ʔæmoːdiː
عموزاده	ʔæmoːzɑːde
عموش	ʔæmoʃ
عموشه	ʔæmoʃe
عموم	aumum
عموم	ɔːmum
عموم	ʔæmoːm
عموما	ʔæmʊmɑ
عمومه	ʔæmʊˈme
عمومي	ʔæmumi
عموميه	ʔæmoːmiːjæ
عمومی	omuːmiː
عمومی	ɔːmumi
عمومی	ʔæmumiː
عمومیه	ʔæmoːmiːjæ
عموها	ɑmuːˈhɑ
عموهاي	ʔomʊhɑj
عموي	ʔæmˈviː
عمويش	amuʝas
عمويم	amujɑm
عمويم	ʔomːoːj
عمويي	ʔæmˈviː
عميق	ʔæmiːq
عميقا	ʔæmiːqɑ
عميقتر	ʔæmijetr
عميقي	ʔæmɪˈqiː
عمّه	ɑmˈmɑ
عمّه	ʔomˈme
عمیق	æmiːɢ
عمیقا	ɑmiːqɑːn
عمیقه	ʔæmˈiːqɛ
عمیقی	ʔæmæˈɣi
عن	aːn
عناب	anˈob
عناصر	alaseɾ
عناصري	æˈnɑːsɪri
عناوين	ænˈæv
عناوینی	anuɔvjni
عنايت	ænɑːjæt
عنايت	ʔenɑːjet
عنایت	ænɑːjæt
عنبر	labaɾ
عنتر	ʔantera
عندلیب	ændælib
عنصر	ʔensˌɹ
عنقریب	ɣəɾiːb
عنكبوتي	æŋkebuːti
عنه	ˈanh
عنوان	onvɒːn
عنوان	onvˈɑn
عنوان	ɑnvɑn
عنوانش	ɒvˈvɑnæʃ
عنواني	ɑnvɑːˈniː
عنواني	ɔːnvɑːniː
عنوانِ	ɑnvɑnˈe
عنکبوت	æŋkeˈbuːt
عنکبوته	æŋkæbuːte
عنکبوتي	æŋkæbuːti
عنکبوتی	æŋkebuːti
عنی	ʔæni
عه	e
عه	æ
عهد	aɾð
عهدنامیه	ɑħtnɑːmje
عهده	ohde̞
عهده	outi
عهده	æhde
عهده‌ی	ohtɛjɛ
عهدي	ʔædi
عهدی	ʔahˈdeɪ
عهدیست	ɑhˈdiːst
عو	ɑv
عوارض	ævɒːɾe̞z
عوارضي	ʔævɑːɾædi
عوارضی	ævɑrʁiː
عوارضی	ævɑːrˈzi
عواطف	ævɒːtæf
عواقب	ævɑːɢe̞b
عواقبی	ʔævɑːqebi
عوالم	væˈlem
عوالمي	ævɑːlæmi
عوام	ʔæˈvɑm
عوامل	ævɒːme̞l
عواملی	ɑːvɑːmli
عوايد	ʔɒːjæd
عواید	ævɒːjæd
عود	ɑvːd
عودت	ɔdat
عودي	ɑvdi
عورات	ɑwɑrɑt
عورت	ɑɾɑt
عوش	ʔoʃ
عوض	aβˈaz
عوض	ʔɔz
عوضت	ʔɔzde
عوضش	ʔɒdʒeʃ
عوضشون	ʔoːzʃon
عوضي	ʔoːdʒi
عوضيا	ʔoːdʒijɑ
عوضيت	ʔoːziːt
عوضيم	ʔoːdʒiːm
عوضيه	ʔoːdʒe
عوضيها	ʔɔzˈiːhɑ
عوضيِ	ʔoːziː
عوضی	ʔoːdʒi
عوضیا	ʔoːdʒiːjæ
عوضیه	ʔoːdʒje
عيادت	æjɑːdət
عيار	æjɑr
عيار	ɒːjɒːɾ
عياره	æjæɾe
عياري	æjæɾi
عياش	æjæʃ
عياشي	æjæʃi
عياض	ajˈɑːz
عيال	ajɔːl
عيال	æjæl
عيان	aion
عيب	ʔejb
عيب	ˈeɪb
عيبه	æjbe
عيبي	ʔeːbi
عيد	ʔiːd
عيد	ˈeɪ
عيدي	ʔeːdi
عيسي	aθa
عيسي	ʔeːsi
عيش	eʃ
عيش	ʔeːʃ
عيشش	ejʃeʃ
عيشمان	æje̞mɒːn
عيلام	ɒːlɒːm
عيلامی	iːlɒːmiː
عين	ʔeːn
عينا	ʔejnɑ
عيناً	æjnæn
عينك	ʔajnæ
عينه	ʔeynæ
عيني	ʔeni
عينِ	ʔeːn
عينک	ʔajn
عينکت	ʔeynket
عينکش	æjnˈkæʃ
عينکم	ʔeynæm
عينکي	ʔeynˈki
عيوبشان	ɒːjuːbe̞ʃɑːn
عٌمق	ombr
عَبید	abid
عَداوَت	ædˈɔːvæd
عَدل	aːtl
عَدن	ad̪æn
عَروسی	ʔaɾuzi
عَطر	atˈɛ
عَظم	æzˈm
عَن	ʔan
عَیون	aioːn
عُبید	obeid
عُقار	auqoʁ
عُمر	ʔʊmæɾ
عُمرم	ʔʊmæɾæm
عکاسخانه	æzkɑːsxɒːne
عکاسه	ʔækɑːsɑː
عکاسي	ʔækɑːsiː
عکاسی	ʔækɑːsɪ
عکس	akts
عکس	æks
عکسا	ʔæksæ
عکسات	ʔæksɑt
عکسارو	ʔæksɑːɾu
عکساش	ʔæksɑʃ
عکساشو	ʔæksæʃuː
عکساي	ʔæksɑj
عکسايي	ʔæksɑji
عکسای	ʔæksɑj
عکسایی	ʔæksɑːjiː
عکسبرداري	ʔæksbæɾdɑːri
عکستو	ʔæksˈtuː
عکسش	ʔæksʃ
عکسشو	ʔæksʃo
عکسشون	ʔæksʃoːn
عکسم	ɑkˈsæm
عکسمو	ʔæksæmo
عکسه	ʔæksæ
عکسهاش	ʔæksæhæʃ
عکسهاي	ʔæksæhɑj
عکسهايي	ʔæksæhej
عکسو	ʔæksu
عکسي	ʔæksɪ
عکسيه	ʔæksije
عکسُ	ʔæksʊ
عکسی	ʔæksɪ
عگال	əgˈʌl
عیار	ajˈɔr
عیار	æjɑr
عیاره	æjæɾe
عیاشی	æjæʃi
عیاق	aio
عیال	aioˈl
عیان	ɑjɑn
عیانی	ʔiːnɪ
عیب	æjb
عیب	ˈɛib
عیبی	æjbi
عید	ejd̪
عید	ʔiːd
عید	ˈeɪd
عیدی	ˈejdˈ
عیسی	ʔeːsiː
عیلام	ilɒːm
عین	e̞jn
عین	ʔeːn
عین	ˈeɪn
عینه	ʔiːne
عینِ	ʔeːni
عینک	ʔeːnek
عینک	ʔiːnæk
عینکم	ʔeːnekæm
عینکی	ajnɑkj
عینکی	ʔeːniː
عینی	aini
عینی	ʔeːni
عیّار	ajjɑʒ
غ	ɣ
غائله	ɟɑɛlɛ
غار	ar
غار	gɑːr
غارت	ɣɑːɾt
غارتگري	ɣɑːɾtegɾiː
غارت‌زده	qɑːrɑːzæde
غارنشین	ɣɑrnæʃiːn
غارنشین	ɣɑːɾenɪʃiːn
غارنشینی	qɑːrneʃiːniː
غاره	ɣɑːɾe
غارها	ɣɑːɾhɑː
غارهاي	ɣɑːɾhɑːj
غاري	ɣæˈri
غاز	gɑːz
غاز	qɑːz
غازه	ɑːzɛ
غازها	qɑzˈhɑ
غازی	qɑːziː
غاسب	ɑːsˈb
غاصب	qɒːæb
غاصب	ɣæsb
غاصبانه	qɑsbne
غافل	ɣɑːfele
غافلگير	ɣɑfeleɣiːr
غافلگيرانه	ɣɑfelegiːrɑne
غافلگيرت	ɣɑfɪlgeɾt
غافلگيرش	ɣɑːfelegiːɾeʃ
غافلگيرم	ɣɑːfelegiːɾme
غافلگيري	ɣɑfeleɣiːri
غافلگيريه	ɣɑfeleɣiːre
غافلگيرکننده	ɣɑːfeleɣiːɾkʲɒnde
غافلگیر	ɣɑfeleɣiːɾ
غافلگیری	ɣɑːfeleɾiː
غالبا	ɣɑlbe
غالباً	ɣɑlbeˈ
غايب	ɣɑjb
غایات	qɑjɑt
غایب	ɣɑːjeb
غایبی	ɢɒːje̞biː
غبطه	ɣæbˈte
غدا	ɣædɑ
غدد	ɣædæd
غده	ɣæde
غذا	ɑzɑ
غذا	ɢæzɒː
غذا	ɣæzæ
غذات	ɣæˈd̪æ
غذاتو	ɣæd̪ɑːt̪u
غذاتون	ɣæðɑːtun
غذاخوري	ɣæzɑˈxɔːɾi
غذارو	ɣæzæɾu
غذاس	ɣæzæs
غذاست	ɣæzæst
غذاش	ɣæzæʃ
غذاشو	ɣæðɑˈʃu
غذاشون	ɣæðɑːʃuːn
غذاشونو	ɣæðɑːʃuːnʊ
غذام	ɣæˈzæm
غذامو	ɣæðæmo
غذامون	ɣæðɑˈmuːn
غذامونو	ɣæðɑmɑnu
غذاها	ɣæzɑhɑ
غذاهارو	ɣæðɑːɾu
غذاهاش	ɣæzɑhɑːʃ
غذاهاي	ɣæzɑhɑj
غذاهايي	ɣæzɑhɑji
غذاهای	ɣæzɑhej
غذاهایی	ɣæzɑheji
غذاي	ɣæzɑː
غذايي	ɣæzɑji
غذاييه	ɣæzɑːje
غذای	ɣæzɑj
غذایَم	ɢæzɒːjæm
غذایی	ɢæzɑːˈʔiː
غذایی	ɢæzɒːjiː
غذایی	ɣæðɑːji
غر	ɣæɾ
غرامت	ɢæɾɑːmæt
غراند	ɢoɾɒːnæd
غراندم	ɢoɾɒːndæm
غراندند	ɢoɾɒːndænd
غراندهام	ɢoɾɒːnde̞æm
غراندهاند	ɢoɾɒːnde̞ænd
غراندهای	ɢoɾɒːnde̞iː
غراندهاید	ɢoɾɒːnde̞iːd
غراندهایم	ɢoɾɒːnde̞iːm
غراندی	ɢoɾɒːndiː
غراندید	ɢoɾɒːndiːd
غراندیم	ɢoɾɒːndiːm
غرانم	ɢoɾɒːnæm
غرانند	ɢoɾɒːnænd
غرانی	ɢoɾɒːniː
غرانید	ɢoɾɒːniːd
غرانیم	ɢoɾɒːniːm
غرايز	gʁɑːjz
غرايض	gʁɑjɪd
غرایز	gʁɑːˈziː
غرب	aɾb
غرب	ɢæɾb
غرب	ɣæbɾ
غربال	ɾæbaːl
غربال‌شده	qæɾbɑːlʃode
غربال‌گری	qɾbɑːlgoɾiː
غربه	ɣæbˈbe
غربي	ɣæbri
غربيه	gæbriːje
غربی	ɢæɾbiː
غربی	ɣoˈbe
غرد	ɢoɾæd
غرش	gʲæɾeʃ
غرض	ɣæɾæz
غرغر	ɣæɣæ
غرغرو	poɾeɾo
غرغرو	ɣæɾɣæɾu
غرفه	orfe
غرق	qɑq
غرق	ɣæɣ
غرقش	ɣæɣeʃ
غرم	ɢoɾæm
غرناطه	hæɾnɑtæ
غرند	ɢoɾænd
غرور	gʲɒːɾ
غرورآمیز	ɢuːruːɾɑːmiːz
غرورت	gʲɒːɾoːt
غرورش	gʁoːɾeʃ
غرولند	ɣoɾolon
غريبم	ɣæˈɾiːbæm
غريبي	ɣæriːbi
غريبيه	ɣæriːbie
غريزه	qæɾiːzhæ
غری	ɢoɾiː
غریبان	ɾibɒːn
غریبه	ɣæriˈbe
غریب‌زاده	ɢæɾiːbzɑːde
غرید	ɢoɾiːd
غریدم	ɢoɾɾiːdæm
غریدند	ɢoɾɾiːdænd
غریدهام	ɢoɾɾiːde̞æm
غریدهاند	ɢoɾɾiːde̞ænd
غریدهای	ɢoɾɾiːde̞iː
غریدهاید	ɢoɾɾiːde̞iːd
غریدهایم	ɢoɾɾiːde̞iːm
غریدی	ɢoɾɾiːdiː
غریدید	ɢoɾɾiːdiːd
غریدیم	ɢoɾɾiːdiːm
غریزی	ɑriːziː
غریم	ɢoɾiːm
غریونده	æɾiːændæ
غریویدن	ɢæɾiːviːdæn
غزاله	æzælæ
غزالی	ɢæzɑːliː
غزلیات	ɢæzliːjɑːt
غزل‌سرایی	ɢæzælsæɾɑːjiː
غش	ɣeʃ
غشاء	ɣæʃæ
غشاي	ɣæʃɑj
غصب	qɒsb
غصب	ɣæsb
غصه	ɣæse
غضب	ɣæb
غضبش	ɢæzbeʃ
غضروف	ɣædˈɹuːf
غضروف	ɣæzɾuːf
غضروفی	ɢoːzɾuːfiː
غضروف‌ماهیان	gæzæɾuːbmɒːæiːtɒːn
غفران	ofran
غفلت	ɣæflæte
غل	ɣæl
غلات	ɣælɑt
غلاف	gʌlɑf
غلاف	ɑlɑf
غلافش	gælæfʃ
غلام	ɣolɑm
غلبه	ɣælbe
غلت	ɣælt
غلتاند	ɢæltɒːnæd
غلتاندم	ɢæltɒːndæm
غلتاندن	æltɒnˈdæn
غلتاندند	ɢæltɒːndænd
غلتانده	gæltɒːnde
غلتاندهام	ɢæltɒːnde̞æm
غلتاندهاند	ɢæltɒːnde̞ænd
غلتاندهای	ɢæltɒːnde̞iː
غلتاندهاید	ɢæltɒːnde̞iːd
غلتاندهایم	ɢæltɒːnde̞iːm
غلتاندی	ɢæltɒːndiː
غلتاندید	ɢæltɒːndiːd
غلتاندیم	ɢæltɒːndiːm
غلتانم	ɢæltɒːnæm
غلتانند	ɢæltɒːnænd
غلتانی	ɢæltɒːniː
غلتانید	ɢæltɒːniːd
غلتانیدم	ɢæltɒːniːdæm
غلتانیدند	ɢæltɒːniːdænd
غلتانیدهام	ɢæltɒːniːde̞æm
غلتانیدهاند	ɢæltɒːniːde̞ænd
غلتانیدهای	ɢæltɒːniːde̞iː
غلتانیدهاید	ɢæltɒːniːde̞iːd
غلتانیدهایم	ɢæltɒːniːde̞iːm
غلتانیدی	ɢæltɒːniːdiː
غلتانیدید	ɢæltɒːniːdiːd
غلتانیدیم	ɢæltɒːniːdiːm
غلتانیم	ɢæltɒːniːm
غلتد	ɢæltæd
غلتم	ɢæltæm
غلتند	ɢæltænd
غلتي	gʰælˈti
غلتيدن	ɢaltiːdæn
غلتک	ɣæltæk
غلتی	ɢæltiː
غلتید	ɢæltiːd
غلتیدم	ɢæltiːdæm
غلتیدند	ɢæltiːdænd
غلتیدهام	ɢæltiːde̞æm
غلتیدهاند	ɢæltiːde̞ænd
غلتیدهای	ɢæltiːde̞iː
غلتیدهاید	ɢæltiːde̞iːd
غلتیدهایم	ɢæltiːde̞iːm
غلتیدی	ɢæltiːdiː
غلتیدید	ɢæltiːdiːd
غلتیدیم	ɢæltiːdiːm
غلتیم	ɢæltiːm
غلط	ɣælˈt
غلطا	gʌlˈtɑ
غلطه	gʌlˈtæ
غلطي	ɣælˈti
غلطيه	ɣælˈtiːjæ
غلطی	ɣælˈti
غلغلکم	gʁgʁækæm
غله	ɣæle
غلو	ɣælu
غليان	dæliːjɒːn
غليظ	ɣælið
غلَیان	ɢæljɑːn
غلیظ	ɣæliːz
غم	ɣæm
غمباد	ɣæmbɑd
غمت	ɣæmte
غمخوار	ɢæmˈxɑːr
غمناك	umnaːk
غمناک	ɣæmnɑːk
غمناکه	ɣæmnɑˈkʰæ
غمي	ɣæmi
غمين	ɑːmiːn
غمگساري	æmgsɑːri
غمگين	ɣæmgeˈiːn
غمگينم	ɣæmgæˈnim
غمگينه	ɣæmgiːne
غمگيني	ɣæmgæˈniː
غمگین	ɣæmgiːn
غمگینه	ɣæmgiːne
غمگینی	angini
غمگینی	ɣæmgæniː
غمی	ɒːmj
غنايم	ɣɑːˈnɑːj
غنايي	ɣnɑːiː
غني	ɣeni
غنيمت	ɣəniːmet
غنيمته	gʲæniːme
غنيمتي	gʲæniːmi
غنچه	ɢɒntʃe
غنچه	ɣæneˈtʃe
غنی	ɢæniː
غنی	ɣəni
غواص	ɢʌbɑs
غواصي	ɣoɑːsej
غواصی	ɣoɑːsej
غور	qɔr
غورباقه	ɣoːɾbɑːqe
غوطه	goˈte
غوطه	ɣɔtɛ
غوطه‌ور	ɢuːte̞væɾ
غوغا	ɣoˈɣɑ
