0χι	oxi
κερδοφόρα	kerðoˈfoɾa
κερδοφόρο	kerðoˈforo
κερδών	kerˈðon
κέρζον	kerzon
κερί	ciˈri
κέρι	keri
κεριά	ciˈɾʝa
κεριών	keriˈon
κερκ	kerk
κέρκ	kerk
κερκίδα	kerkida
κερκίδες	kerkides
κέρλι	kerli
κέρμα	ˈkermɑ
κέρματα	ˈkermata
κέρμιτ	kermit
κέρμπι	kerbi
κέρμπυ	kerbi
κερν	ker̥n
κερνάει	kerˈne
κερνάς	kerˈnas
κερνάω	kerˈnao
κέρσι	kersi
κερτ	kert
κέρτ	ˈkert
κέρτις	kertis
κέρυ	keri
κες	ci
κέσλερ	kesler
κεταμίνη	ketamiɲi
κέτερινγκ	ˈketering
κέτσαπ	ketʃap
κεφάλα	ceˈfala
κεφάλαια	cefaˈlea
κεφαλαία	cefaˈlia
κεφαλαιαγοράς	cefalaʝoˈɾa
κεφαλαίο	cefalaˈiʊ
κεφαλαιο	cefaˈleo
κεφάλαιο	ceˈfalo
κεφαλαίου	cefalaˈu
κεφαλαίων	cefaˈliɔn
κεφαλάκι	cefaˈlaci
κεφαλές	cefaˈles
κεφαλή	cefaˈli
κεφαλής	cefaˈlis
κεφαλι	cefaˈli
κεφάλι	ceˈfali
κεφάλι	ke̞ˈfa̞li
κεφαλια	cefaˈlia
κεφάλια	ceˈfalia
κεφαλιού	cefaˈliu
κεφαλοκλείδωμα	cefaloˈkliðoma
κεφαλών	cefaˈlon
κεφάτη	ceˈfati
κεφάτος	ceˈfatos
κέφι	cefi
κέφια	cefia
κεφτεδάκια	cefteˈðacia
κεφτέδες	cefˈtes
κεχαριτωμένη	cexaritomeni
κεχριμπάρι	ceçɾimˈbaɾi
κή	ci
κηδεια	ciðia
κηδεία	ciˈðia
κηδείας	ciðias
κηδείες	ciˈdis
κηδειών	ciðiˈon
κηδεμόνα	ciðeˈmona
κηδεμόνας	ciðeˈmonas
κηδεμόνες	ciðeˈmones
κηδεμονία	ciðemonía
κηδεμονίας	ciðemonías
κηθ	ciθ
κήλη	cili
κηλίδα	ciˈliða
κηλίδα	ciliða
κηλίδες	ciˈlides
κην	ciːn
κηπο	cipo
κήπο	cipo
κήποι	ciˈpi
κήπος	ciˈpos
κήπου	ciˈpu
κηπουρική	cipuriˈki
κηπουρό	cipuˈro
κηπουρός	cipuˈros
κήπους	ciˈpus
κηροζίνη	ciro'zini
κηροπήγιο	ciroˈpiʝo
κήρυγμα	ciˈɾiɣma
κηρύγματα	ciˈɾiɣmata
κήρυκας	ciˈɾika
κήρυξε	ciˈɾiksɛ
κηρύξει	ciˈɾiksi
κηρύσσω	ciˈɾisɔ
κηφήνας	ciˈfinas
κηφήνες	ciˈfines
κι	ci
κια	cia
κιάλια	ciˈaʎa
κιάρα	ciˈara
κιβώτια	ciˈvɔtça
κιβώτιο	ciˈvɔtjo
κιβωτό	civoˈto
κιβωτός	civoˈtos
κιβωτού	civoˈtu
κιγκλίδωμα	ciŋgliðɔma
κίεβο	ciˈɛvo
κιθ	ciθ
κιθάρα	ci̞ˈθa̞ra̞
κιθάρα	ciˈθaɾa
κιθάρας	ciˈθaras
κιθάρες	ciθares
κιθαρίστα	ciθaˈrista
κιθαρίστας	ciθaɾistas
κίκι	cici
κιλα	cila
κιλά	ciˈla
κίλερ	ciˈler
κίλιαν	ciˈljan
κιλό	ciˈlo
κιλότα	ciˈlota
κιλοτάκι	ciloˈtaci
κιλών	ciˈlon
κιμ	kim
κίμ	kim
κιμά	ciˈma
κίμι	cimi
κιμονό	cimoˈno
κίμπαλ	kimˈbal
κίμπερ	kimˈber
κίμπερλι	kimˈberli
κίμπερλυ	kimˈberli
κιμπλ	kimbl
κιμωλία	kimɔˈlia
κιν	ciɲ
κινα	cina
κίνα	cina
κίναν	ciˈnan
κίνας	ciˈnas
κινγκ	ciŋg
κίνγκ	king
κινγκς	ciŋgs
κίνγκσλεϊ	kingslei
κίνγκσλι	kingzli
κίνγκστον	ˈkingston
κινδύνευε	ciɲˈðineve
κινδυνεύει	ciɲðiˈneve
κινδυνεύεις	ciɲðiˈnefes
κινδυνεύετε	ciɲðiˈneve̞te
κινδυνεύουμε	ciɲðiˈnevome
κινδυνεύουν	ciɲðiˈnevun
κινδυνεύσει	ciɲðiˈnefsi
κινδυνεύω	ciɲðiˈnevɔ
κίνδυνο	ciˈndino
κινδυνο	ciŋdiˈno
κίνδυνοι	kinðiˈni
κινδυνοσ	ciːnðinos
κίνδυνος	kinðinos
κινδύνου	ciɲˈðinu
κινδύνους	ciɲˈðinus
κινέζα	ciˈneza
κινέζικα	ciˈnɛzika
κινεζική	cineziˈci
κινέζικη	ciˈnɛzici
κινεζικό	cineziko
κινέζικο	ciˈneziko
κινέζο	ciˈnezo
κινέζοι	ciˈnezoi
κινέζος	ciˈnesos
κινέζους	ciˈnezos
κινέζων	ciˈnezo̞n
κινεί	ciˈni
κινείς	ciˈnis
κινείσαι	ciˈnisɛ
κινείστε	ciˈniːste
κινείται	cineˈti
κινείτε	ciˈnite
κινηθεί	ciniˈθi
κινηθείς	ciniˈθis
κινηθείτε	ciniˈθite
κινήθηκε	ciniˈleða
κινηθούμε	ciniˈθume
κινηθούν	ciniˈθun
κινηθώ	ciniθo
κίνημα	ciˈnima
κινηματογραφική	cinimatoɣrafiˈki
κινηματογραφικό	cinimatoɣrafiko
κινηματογραφικός	cinimatɔɣɾafikɔs
κινηματογράφο	cinimatoˈɣrafo
κινηματογράφος	cinimatoˈɣrafos
κινηματογράφου	cinimatoˈɣɾofu
κινήματος	ciˈnimata
κίνησε	ciˈnise
κινήσει	ciˈnisi
κινήσεις	ciˈnɛsis
κινήσεων	ciˈnɛsɔn
κίνησή	ciˈnisi
κινηση	ciˈnisɪ
κίνηση	ciˈnisɪ
κίνησης	ciˈnisɛs
κινήσου	ciˈnisu
κινήσουμε	ciˈnisume
κινήστε	ciˈniste
κινήσω	ciˈniso
κινητά	ciniˈta
κινητή	ciniˈti
κινητήρα	ciniˈtira
κινητήρας	ciniˈtisras
κινητήρες	ciniˈtiɾes
κινητής	ciniˈtis
κινητικότητα	cinitiˈkotiθa
κινητο	ciˈnito
κινητό	ciˈnito
κινητού	ciniˈtu
κίνητρα	ciˈnitra
κίνητρά	ciˈnitɾa
κίνητρο	ciˈnitro
κίνητρό	ciˈnitro
κινητών	ciniˈton
κινκέιντ	ciŋˈceːnt
κινούμαι	ciˈnomi
κινούμαστε	ciˈnumaste
κινούμενα	ciˈnuminɑ
κινούμενη	ciˈnomeni
κινούμενο	ciˈnomeno
κινούμενος	ciˈnume̞nos
κινούνται	kinonˈdinon
κινούνταν	ciˈnondan
κιντ	ciːnt
κίντ	ciːnt
κιολας	ciolas
κιόλας	ciˈolas
κιονγκ	kiɔŋg
κιόσκι	ciˈosci
κιότο	ciˈoto
κιου	ciu
κιού	ciˈu
κιούμπρικ	ciˈumbrɪk
κιουν	ciun
κιπ	cip
κίρα	cira
κίραν	ciˈran
κίρστεν	kirsten
κις	ci
κίσα	cisa
κιτ	ciːt
κίτ	ci't
κιτάρα	ciˈtara
κίτι	citi
κίτινγκ	ciˈtiŋ
κίτον	ciˈton
κίτρινα	ciˈtrina
κίτρινες	ciˈtɾines
κίτρινη	ciˈtrini
κιτρινιάρηδες	citriɲaˈɾiðes
κίτρινο	ciˈtrino
κίτρινος	ciˈtrinos
κιτς	kits
κίττυ	ci'ti
κίτυ	ci'ti
κιφ	cif
κίφερ	ciˈver
κιχ	ciç
κιχώτης	ciˈxotis
κλαδί	kladi
κλαδιά	kladi̯a
κλάδο	kláðo
κλάδος	klados
κλάιβ	klɛv
κλαίγεσαι	klɛʝesɛ
κλαίγοντας	klɛˈʝondas
κλαίει	klɛˈi
κλαίμε	klɛi̯me
κλάιν	klɛːn
κλαίνε	klɛːne
κλάιντ	klɛ́i̯nt
κλαιρ	klɛr
κλαίρ	klɛɾ
κλαίρη	klɛˈri
κλαίς	klɛ́ːs
κλαις	klɛs
κλαίτε	klɛːte
κλαίω	klɛˈɔ
κλακέτες	klakɛtɛs
κλάμα	klama
κλάματα	ˈklamate
κλάμματα	klámatta
κλαμπ	klamp
κλάμπ	klamp
κλαν	klan
κλάνει	klɛˈni
κλανιά	klaniˈa
κλανιές	klaniˈes
κλάνσι	klansi
κλάουντ	klau̯nt
κλαούντια	klau̯ˈðia
κλάους	klaus
κλαπεί	klapɛː
κλάπηκαν	ˈklapikan
κλάπηκε	klapiˈce
κλάρα	klara
κλάρενς	klɑˈrɛns
κλαρί	klari
κλαρινέτο	klariˈneto
κλαρίς	klariːs
κλαρίσα	klariˈsa
κλαρκ	klark
κλάρκ	klɑɾk
κλάρκσον	klɑɾkson
κλας	klas
κλάση	ˈklasi
κλάσης	klasɛs
κλασικά	klasiˈka
κλασικές	klasiˈces
κλασική	klasiˈci
κλασικό	klasiˈko
κλασικός	klasiˈkos
κλάσμα	ˈklazma
κλάσματα	ˈklazmasa
κλασσικά	klasiˈka
κλασσική	klasiˈci
κλασσικό	klasiˈko
κλασσικός	klasiˈkos
κλάψα	klapsa
κλάψε	klapsɛ
κλάψει	klapsi
κλάψεις	klapsis
κλαψιάρα	klapsiˈara
κλαψιάρη	klapsiˈari
κλαψιάρης	klapsiˈaris
κλαψιάρικο	klapsiˈariko
κλάψουν	klapsun
κλαψουρίζει	klapsuˈrize
κλαψουρίζεις	klapsoˈrizeis
κλαψούρισμα	klapˈsuːrizma
κλάψω	klapsɔ
κλέβαμε	ˈklevame
κλέβει	ˈklevi
κλέβεις	klɛˈvis
κλέβετε	klɛˈvɛte
κλέβοντας	klɛˈvondas
κλέβουμε	ˈklevome
κλέβουν	klɛˈvuːn
κλέβω	ˈklevo
κλέι	klɛi
κλείδα	ˈkliːða
κλειδαρά	klidˈara
κλειδαριά	klidariˈa
κλειδαριές	klidariˈes
κλειδαρότρυπα	klidaroˈtɾipa
κλειδι	klidi
κλειδί	klidi
κλειδί	kliˈði
κλειδί	kliði
κλειδια	klidʝa
κλειδιά	klidʝa
κλειδιού	klidʝu
κλειδιών	klidʝɔn
κλειδωθεί	klidotʰi
κλειδώθηκα	klidɔθika
κλειδώθηκε	klidɔnˈtʃe
κλείδωμα	ˈkliðoma
κλειδώματος	klidɔmatos
κλειδωμένα	klidomeˈna
κλειδωμένες	klidomeˈnes
κλειδωμένη	klidomeˈni
κλειδωμένο	klidomeˈno
κλειδωμένοι	klidomeˈni
κλειδωμένος	klidome̞nos
κλειδώνει	klidɔˈni
κλειδώνεις	klidoniːs
κλειδώνουμε	klidono̞me
κλειδώνουν	klidɔːn
κλειδώνω	klidono
κλείδωσα	ˈkliðosa
κλείδωσαν	ˈkliðosan
κλείδωσε	ˈkliðose
κλείδωσέ	ˈkliðo̞se
κλειδώσει	klidɔˈsi
κλειδώσεις	klidɔsi
κλείδωσες	ˈkliðoses
κλειδώσετε	klidɔsɛtɛ
κλειδώσουμε	klidˈosume
κλειδώσουν	klidˈosun
κλειδώστε	klidoste
κλειδώσω	klidˈoso
κλέιμπορν	ˈkleimporn
κλείναμε	klɪˈnɑme
κλείνει	klini
κλείνεις	klɪˈnis
κλείνετε	klɪˈnetɛ
κλείνοντας	klɛːnˈdisɛ
κλείνουμε	klɪˈnume
κλείνουν	ˈklinun
κλείνω	klino
κλείσ	klis
κλείσαμε	klisame
κλείσανε	klisane
κλείσατε	klisate
κλεισε	klise
κλείσε	klisi
κλεισει	klisɛ
κλείσει	klisi
κλείσεις	klisis
κλείσετε	klisete
κλεισίματος	klisimos
κλείσιμο	klimiˈmo
κλεισμένα	klisˈmena
κλεισμένη	klisˈmeni
κλεισμένο	klisˈmeno
κλεισμένοι	klisˈmeni
κλεισμένος	klizmos
κλείσουμε	klisume
κλείσουν	klisun
κλειστά	klistɑ
κλείστε	klisˈte
κλειστεί	klisɪ
κλειστές	klisˈtes
κλειστή	klisˈti
κλείστηκε	klisˈtose
κλειστο	klisto
κλειστό	klisˈto
κλείστο	klisto
κλειστοί	klisto̞i
κλειστός	klisˈtos
κλειστού	klisto̞ˈu
κλειστοφοβία	klistofobʝa
κλεισω	klisɔ
κλείσω	klisɔ
κλέιτον	klɛi̯ton
κλειτορίδα	klitoˈrida
κλειτορίδα	klitɔɾiða
κλεμ	klɛm
κλέμενς	klɛˈmens
κλεμμένα	klɛmˈmena
κλεμμένες	klɛmˈnɛs
κλεμμένη	klɛmˈmeni
κλεμμένο	klɛmˈmeno
κλεμμένων	klɛmˈmenon
κλεοπάτρα	klɛoˈpatra
κλερ	klɛr
κλέρ	klɛr
κλέφτες	ˈkleftes
κλέφτη	ˈklefti
κλέφτης	ˈkleftis
κλεφτούμε	klɛfˈtume
κλέφτρα	ˈkleftra
κλεφτρόνι	klɛfˈtronʝi
κλεφτών	klɛfˈton
κλέψαμε	klépsame
κλέψανε	klépsane
κλέψατε	klépsate
κλέψε	klépse
κλεψε	klɛpse
κλέψει	klɛpsi
κλέψεις	klépsis
κλέψετε	ˈklepsɛte
κλεψιά	klɛpˈsja
κλέψιμο	ˈklepsimo
κλέψουμε	klépsume
κλέψουν	klépsun
κλεψύδρα	klɛpˈsirdɾa
κλέψω	klépso
κλήβελαντ	ˈklivelanð
κληθεί	kliti
κλήθηκε	klisɛs
κληρικός	klirikos
κλήρο	klɪro
κληρονόμησα	klironoˈmisɐ
κληρονόμησε	klironoˈmisi
κληρονομήσει	klironomiˈsi
κληρονομήσεις	klironomiˈsi
κληρονόμησες	klironoˈmisɛs
κληρονομιά	klʲeɾonomiˈa
κληρονομιάς	klʲeɾonomiˈas
κληρονομική	klironomiˈci
κληρονομικό	klʲeɾonomiˈko
κληρονόμο	klironoˈmo
κληρονόμοι	klironoˈmi
κληρονόμος	klironoˈmos
κληρονόμους	klironoˈmos
κλήρωση	klɪˈrosi
κλήσεις	klisis
κλήσεων	klisɔ́se̞n
κλήση	ˈkliːsi
κληση	klisɪ
κλήσης	klisɛs
κλητεύσεις	klitiˈvesi
κλήτευση	ˈklitɛfsi
κλητήρα	klitiˈra
κλητήρας	klitiˈras
κλίβανο	klivano
κλίβελαντ	klivɛˈlant
κλίβλαντ	klivˈland
κλικ	klik
κλίκα	klika
κλίμα	klima
κλίμακα	klimaka
κλίμακας	ˈklimakas
κλιμάκια	klimaˈcia
κλιμακοστάσιο	klimaˈkostasio
κλιμάκωση	klimaˈkosi
κλιματική	klimaˈtika
κλιματισμό	klimaˈtismo
κλιματισμός	klimatiˈzmos
κλιματισμού	klimaˈtizmu
κλιματιστικό	klimagistiko
κλίματος	klímas
κλίνατε	klɪˈnate
κλίνγκον	klíŋgon
κλινικά	kliniˈka
κλινικές	kliniˈces
κλινικη	kliniˈci
κλινική	kliniˈki
κλινικής	kliniˈcis
κλιντ	klint
κλίντον	klɪnˈdon
κλίνω	klino
κλίο	klio
κλιπ	klip
κλισέ	klise
κλίση	klisi
κλίτους	klitʊs
κλιφ	klif
κλίφορντ	klifɔrt
κλίφτον	klifton
κλο	klɔ
κλόβις	klɔvis
κλόε	klɔ́e
κλόη	klɔː
κλόι	klɔi
κλοιό	klɔˈiːo
κλονισμό	klonismo
κλοντ	klont
κλοντέτ	klondɛt
κλόντια	klɔ́ntia
κλόουν	kluːn
κλοπές	klopés
κλοπή	klɔˈpi
κλοπής	klopis
κλοπιμαία	klopimaˈia
κλοτσιά	klotˈsia
κλοτσιές	klotˈʃes
κλου	klu
κλούβα	kluːva
κλουβί	kluˈvi
κλουβί	kluvi
κλουβιά	kluβiˈa
κλουζό	kluˈzo
κλουζώ	kluˈzo
κλούνεϊ	kluˈnei
κλπ	klɪp
κλύσμα	klizma
κλώνο	klono
κλώνοι	klɔːni
κλωνοποίηση	klonoˈpiːsi
κλώνος	klɔːnos
κλώνους	klɔːnus
κλωντ	klond
κλώντια	klonˈdia
κλώνων	klɔːnɔ́n
κλωστές	klostɛs
κλωστή	klostis
κλώτσα	klosɑ
κλωτσάει	klotˈse
κλωτσάς	klɔtˈsas
κλώτσησα	ˈklotsisa
κλώτσησε	ˈklotsise
κλωτσήσει	klodˈsisi
κλωτσήσεις	klotˈsisiz
κλώτσησες	ˈklotsises
κλωτσήσω	klodˈsiso
κλωτσιά	klɔtˈsi̯a
κλωτσιές	klɔtˈsçes
κνήμη	knimi
κο	ko
κό	kɔ
κοvτά	koˈfta
κοάλα	koˈala
κοβάλσκι	koˈvalski
κόβει	koˈvi
κόβεις	kɔˈvis
κόβεται	ˈkɔvetei
κόβετε	koˈvetɛ
κόβονται	koˈvontʃi
κόβοντας	kɔˈvonta
κόβουμε	koˈvume
κόβουν	ˈkɔvun
κόβω	koˈvo
κογιότ	koʝoˈt
κογκρέσο	koŋˈgreso
κογκρέσου	koŋˈgresu
κοέν	kɔ́ɛn
κόεν	kɔ́ɛn
κόζιμο	kɔˈzimo
κοι	koi
κόι	kɔi
κοιλάδα	ciˈlaða
κοιλαδα	kilada
κοιλάδας	kiˈladas
κοιλάδες	kiˈlades
κοίλη	ciˈli
κοιλία	kilja
κοιλιά	kilˈʝa
κοιλιακή	kilˈariɔ
κοιλιακό	kiliako
κοιλιακοί	kiljakoi
κοιλιακούς	kiljako̞s
κοιλιάς	kilˈjas
κοιλίας	kilʝas
κοιλιές	kiljés
κοιλίτσα	kilitʃa
κοιλότητα	kilˈotita
κοιμάμαι	kimamɛ
κοιμασαι	kimasi
κοιμάσαι	kimˈasi
κοιμάστε	kimaste
κοιμάται	kimáti
κοιμαται	koimaˈte
κοιμηθεί	kimiti
κοιμηθεις	kimis
κοιμηθείς	kimitis
κοιμηθείτε	kimiti
κοιμήθηκα	kimitʰa
κοιμηθήκαμε	kimitʰiˈkame
κοιμήθηκαν	kimitʃen
κοιμηθήκατε	kimitʰiˈkate
κοιμήθηκε	kimɪˈtʃe
κοιμήθηκες	kimitʰis
κοιμηθούμε	kimitoʊme
κοιμηθούν	kimithɔn
κοιμηθω	kimitho
κοιμηθώ	kimitho
κοιμήσου	kimisu
κοιμητήριο	kimitiɾio
κοιμισμένη	kimismeni
κοιμισμένος	kimismenos
κοιμόμασταν	kojˈmomasˈtan
κοιμόμαστε	kimɔˈmastɛ
κοιμόμουν	kojˈmon
κοιμόμουνα	koimomuna
κοιμόντουσαν	koˈmɔ̃ːntusɑn
κοιμόσασταν	kojˈmosastan
κοιμόσουν	ciˈmosun
κοιμόταν	kojˈmontan
κοιμούνται	kimˈʝan
κοιμωμένη	kimomeˈni
κοινά	kiná
κοινές	kinɛs
κοινή	koˈini
κοινής	kinis
κοινο	kinɔ
κοινό	koˈino
κοινοβούλιο	kinobuˈliːo
κοινοβουλίου	kinobuliˈi
κοινοί	kinɔi̯
κοινοπολιτεία	kinopoliˈtia
κοινοπολιτείας	kinopoliˈtis
κοινοπραξία	kinopraksia
κοινός	kinos
κοινότητά	kinotiˈta
κοινότητα	kinɔtita
κοινότητας	kinɔtitas
κοινότητες	kinɔmɔtɛs
κοινοτικό	kɔi̯nɔt̪ikɔ
κοινότυπο	kinonoˈtʰipo
κοινού	kinu
κοινούς	kinus
κοινωνία	kinɔˈnia
κοινωνίας	kinɔˈnisas
κοινωνίες	kinoniˈiɛ
κοινωνικά	kinɔnika
κοινωνικές	kinɔnikɛs
κοινωνική	kinoniˈci
κοινωνικής	kinoniˈcis
κοινωνικό	kinoniˈko
κοινωνικοί	kinoniˈci
κοινωνικός	kinoniˈkos
κοινωνικού	kinoniˈku
κοινωνικούς	kinoniˈkos
κοινωνικών	kinoniˈkon
κοινωνιολογία	kinonioloʝia
κοινώς	kinos
κοιτα	ciˈta
κοιτά	ciˈta
κοίτα	ciˈta
κόιτα	kɔi̯ta
κοίταγα	kiːtaɣa
κοίταγε	ciˈtaʝe
κοιτάει	ciˈte
κοίταζα	kiˈtaza
κοιτάζαμε	koˈtazame
κοίταζαν	kiˈtsazɛn
κοίταζε	ciˈtaze
κοιτάζει	koˈtazɛ
κοιτάζεις	ciˈtazis
κοίταζες	ciˈtazes
κοιτάζετε	koˈtazete
κοιτάζοντάς	koˈtazondas
κοιτάζοντας	koˈtazondza
κοιτάζουμε	koˈtazume
κοιτάζουν	koˈtazun
κοιτάζω	koˈtazɔ
κοιτάμε	koˈtame
κοιτάνε	koˈtane
κοίταξα	ciˈtaksa
κοιτάξαμε	ciˈtaksame
κοίταξαν	ci'tan
κοιτάξατε	koˈtaksate
κοίταξέ	ci'taksɛ
κοιταξε	ciˈtaxe
κοιτάξε	ciˈtaxe
κοίταξε	ciˈtaxe
