00h	ɔh
полноглавци	pɔɫnɔgɫaftsi
полноќ	poɫˈnɔtɕ
полноќ	pɔɫnɔc
полноќен	poɫˈnɔtɕɛn
полноќен	pɔɫnɔcɛn
полноќната	pɔɫˈnɔcɲata
полнокрвен	pɔɫnɔkr̩vɛn
полнокрвност	pɔɫnɔkr̩vnɔst
полнолетен	ˈpɔlnɔlɛtɛn
полнолетен	pɔɫnɔlɛtɛn
полнолетник	pɔɫnɔlɛtnik
полнолетничка	pɔɫnɔlɛtnitʃka
полнолетнички	pɔɫnɔlɛtnitʃki
полнолетство	pɔɫnɔlɛtstvɔ
полномошен	pɔɫnɔmɔʃɛn
полномошник	pɔɫnɔmɔʃnik
полномошно	pɔɫˈnɔʃnɔ
полномоштво	pɔɫnɔmɔʃtvɔ
полноправен	pɔlnɔˈpravɛn
полноправен	pɔɫnɔpravɛn
полноправно	pɔɫnɔpravnɔ
полноправност	pɔɫnɔpravnɔst
поло	pɔˈlɔ
полов	pɔɫɔf
половен	pɔɫɔvɛn
полови	pɔˈlɔvi
полови	pɔɫɔvi
половина	pɔlɔˈvina
половина	pɔɫɔvina
половината	poɫɔviˈnada
половини	pɔlɔˈvinʲi
половини	pɔɫɔvini
половинка	pɔɫɔviŋka
половите	pɔlɔˈvitɛ
половичен	pɔɫɔvitʃɛn
половично	pɔɫɔvitʃnɔ
половичност	pɔɫɔvitʃnɔst
половни	pɔˈɫɔvni
половно	pɔɫɔvnɔ
полово	pɔɫɔvɔ
половост	pɔɫɔvɔst
полоест	pɔɫɔɛst
положам	pɔˈɫɔʒam
положат	poˈɫoʒat
положба	pɔˈɫɔʒba
положба	pɔɫɔʒba
положбата	poˈɫoʒbata
положби	pɔˈɫɔʒbi
положби	pɔɫɔʒbi
положбите	pɔˈɫɔʒbitɛ
положен	pɔɫɔʒɛn
положи	poˈɫoʒi
положи	pɔɫɔʒi
положив	poˈɫoʒif
положил	poˈɫɔʒɪɫ
положите	pɔˈɫɔʒitɛ
положиш	pɔˈɫɔʒiʃ
положува	pɔɫɔʒuva
положуван	pɔɫɔʒuvan
положување	pɔɫɔʒuvaɲɛ
полок	pɔˈlɔk
полонис	pɔˈlɔnis
полониум	pɔɫɔnijum
полос	pɔˈɫɔs
полот	pɔˈɫɔt
полош	pɔˈɫɔʃ
полош	pɔɫɔʃ
полоша	pɔˈɫɔʃa
полоши	pɔˈɫɔʃi
полошки	pɔɫɔʃki
полошо	poˈɫɔʃɔ
полошо	pɔɫɔʃɔ
полска	poɫska
полска	pɔɫska
полската	pɔlˈskata
полски	pɔlski
полски	pɔɫski
полскиот	pɔlˈski
полсон	pɔlˈsɔn
полтава	pɔɫtava
полтавски	pɔɫtafski
полтрон	pɔɫtrɔn
полтрони	pɔɫtrɔni
полтронски	pɔɫtrɔnski
полтронство	pɔɫtrɔnstvɔ
полу	pɔˈlu
полуавтоматски	poɫuaftoˈmatski
полуавтоматски	pɔɫuaftɔmatski
полубог	pɔˈlɔbɔk
полубог	pɔɫubɔk
полубогови	pɔɫubɔgɔvi
полубожества	pɔɫubɔʒɛstva
полубожество	pɔɫubɔʒɛstvɔ
полубраќа	pɔɫubraca
полубрат	pɔˈlubrat
полубрат	pɔɫubrat
полувековен	pɔɫuvɛkɔvɛn
полувистина	pɔɫuvistina
полувистини	pɔɫuvistini
полувистинит	pɔɫuvistinit
полувистинито	pɔɫuvistinitɔ
полувоен	pɔɫuvɔɛn
полувокал	pɔɫuvɔkaɫ
полувокален	pɔɫuvɔkalɛn
полувокали	pɔɫuvɔkali
полувреме	pɔluˈvɾɛmɛ
полувреме	pɔɫuvrɛmɛ
полувремето	poɫuˈvrɛmɛtɔ
полувремиња	pɔɫuvrɛmiɲa
полуги	pɔlugi
полуглас	pɔɫugɫas
полугодие	pɔɫugɔdijɛ
полугол	pɔɫugɔɫ
полуготов	pɔɫugɔtɔf
полуд	pɔˈlund
полуд	pɔɫut
полудам	poˈɫudam
полудат	pɔluˈdat
полуде	pɔˈludɛ
полудеа	pɔluˈdɛa
полудев	pɔluˈdɛf
полудевте	poɫuˈdɛftɛ
полудел	pɔluˈdɛɫ
полудела	pɔluˈdɛla
полуделе	pɔluˈdɛlɛ
полуден	pɔˈluden
полуден	pɔɫudɛn
полудена	pɔluˈdɛna
полудени	pɔluˈdeni
полуди	pɔˈludi
полуди	pɔɫudi
полудиме	pɔluˈdimɛ
полудиш	pɔˈludʲiʃ
полудневен	pɔɫudnɛvɛn
полудо	pɔˈludɔ
полудува	pɔluˈduva
полудува	pɔɫuduva
полудуваат	poɫuˈduvajɑ
полудувај	pɔluˈduvaj
полудувам	poɫuˈduvam
полудуван	pɔɫuduvan
полудување	pɔɫuduvaɲɛ
полудуваш	pɔɫuˈduvaʃ
полудуваше	pɔluˈduvaʃɛ
полужив	pɔɫuʒif
полузамижан	pɔɫuzamiʒan
полузамижано	pɔɫuzamiʒanɔ
полузамрзнат	pɔɫuzamr̩znat
полузатворен	pɔɫuzatvɔɾɛn
полузелен	pɔɫuzɛlɛn
полузрел	pɔɫuzrɛɫ
полукав	pɔɫukaf
полукат	pɔɫukat
полукатови	pɔɫukatɔvi
полукрвниот	pɔˈɫukr̩vniɔt
полукруг	pɔɫukruk
полукружен	pɔɫukruʒɛn
полукружно	pɔɫukruʒnɔ
полукс	pɔˈluks
полула	pɔɫuɫa
полулан	pɔɫuɫan
полулегнат	pɔɫulɛgnat
полулегнато	pɔɫulɛgnatɔ
полуматура	pɔɫumatuɾa
полуматурски	pɔɫumaturski
полумесец	pɔɫumɛsɛts
полумесечен	pɔɫumɛsɛtʃɛn
полумесечина	pɔɫumɛsɛtʃina
полумртво	pɔɫumr̩tvɔ
полумртов	pɔˈlʊmr̩tɔf
полумртов	pɔɫumr̩tɔf
полунаводник	pɔɫunavɔdnik
полунезависен	pɔɫunɛzavisɛn
полунезависно	pɔɫunɛzavisnɔ
полуобразован	pɔɫuɔbrazɔvan
полуосветлен	pɔɫuɔsvɛtlɛn
полуостров	pɔluɔstrɔv
полуостров	pɔɫuɔstrɔf
полуострови	pɔɫuɔstrɔvi
полуостровски	pɔɫuɔstrɔfski
полуотворен	pɔɫuɔtvɔɾɛn
полупа	pɔɫupa
полупан	pɔɫupan
полупансион	pɔɫupansiɔn
полупијан	pɔɫupijan
полупијано	pɔɫupijanɔ
полуписмен	pɔɫupismɛn
полуписмено	pɔɫupismɛnɔ
полуполн	pɔɫupɔɫn
полупразен	pɔɫuprazɛn
полупречник	pɔɫuprɛtʃnik
полупречници	pɔɫuprɛtʃnitsi
полупропустлив	pɔɫuprɔpustlif
полурака	poɫuˈraka
полусвесен	pɔɫusvɛsɛn
полусвесно	pɔɫusvɛsnɔ
полусвест	pɔɫusvɛst
полусестра	pɔluˈsɛstra
полусестра	pɔɫusɛstra
полусестри	pɔɫusɛstri
полускапоцен	pɔɫuskapɔtsɛn
полуслеп	pɔɫuslɛp
полусон	pɔɫusɔn
полуспроводник	pɔɫusprɔvɔdnik
полут	pɔɫut
полутечен	pɔɫutɛtʃɛn
полутечно	pɔɫutɛtʃnɔ
полутешка	pɔluˈtɛʃka
полутон	pɔɫutɔn
полутопка	pɔɫutɔpka
полутопки	pɔɫutɔpki
полуточен	pɔɫutɔtʃɛn
полуфинале	pɔluˈfinɑlɛ
полуфинале	pɔɫufinalɛ
полуфиналето	poɫugiˈnalɛtɔ
полу-човек	pɔluˈtʃɔvɛk
полчасовен	pɔɫtʃasɔvɛn
пољак	poʎak
пољак	pɔʎak
пољубовџиски	pɔʎubɔvdʒiski
пољубочовечен	pɔʎubɔtʃɔvɛtʃɛn
помавта	pɔmafta
помавтан	pɔmaftan
помага	pɔmaga
помагаа	pɔmaˈga
помагаат	pɔmaˈgaːt
помагав	pɔmaˈgav
помагавме	pɔmaˈgavmɛ
помагај	pɔmagaj
помагајќи	pɔmaˈgajti
помагајте	pɔmagajtɛ
помагал	pɔmagal
помагала	pɔmaˈgala
помагала	pɔmagaɫa
помагале	pɔmagalɛ
помагало	pɔmaˈgaɫo
помагало	pɔmagaɫɔ
помагам	pɔmagam
помагаме	pɔmaˈgamɛ
помагање	pɔmaˈgaɲɛ
помагање	pɔmagaɲɛ
помагањето	pɔmagaɲɛ
помагате	pɔmaˈgatɛ
помагач	pɔmagatʃ
помагачка	pɔmagatʃka
помагаш	pɔmagaʃ
помагаше	pɔmaˈgaʃɛ
помаестрален	pɔmaɛstralɛn
помаза	pɔmaza
помазание	pɔmazanijɛ
помазаник	pɔmazanik
помазаница	pɔmazanitsa
помазаници	pɔmazanitsi
помазен	pɔmazɛn
помазохистички	pɔmazɔxistitʃki
помајмунски	pɔmajmunski
помајсторски	pɔmajstɔrski
помајчински	pɔmajtʃinski
помакедончен	pɔmakɛdɔntʃɛn
помакедончи	pɔmakɛdɔntʃi
помакедончува	pɔmakɛdɔntʃuva
помакедончуван	pɔmakɛdɔntʃuvan
помакедончување	pɔmakɛdɔntʃuvaɲɛ
помакијавелистички	pɔmakijavɛlistitʃki
помаксималистички	pɔmaksimalistitʃki
помал	pɔmaɫ
помала	pɔmala
помала	pɔmaɫa
помалата	pɔmɑlɑtɑ
помали	pɔmali
помалиот	pɔmaˈliɔt
помалите	pɔmaliːtɛ
помалициозен	pɔmalitsiɔzɛn
помалку	pɔˈmalku
помало	pɔmaɫɔ
помалограѓански	pɔmaɫɔgraɟanski
помалоимотен	pɔmaɫɔimɔtɛn
помалото	pɔmɑlɔtɔ
помалце	pɔˈmaltsɛ
поманекенски	pɔmanɛkɛnski
поманипулативен	pɔmanipuɫativɛn
помаргинален	pɔmarginalɛn
помарксистички	pɔmarksistitʃki
помасен	pɔmasɛn
поматадорски	pɔmatadɔrski
поматематички	pɔmatɛmatitʃki
поматен	pɔmatɛn
поматеријалистички	pɔmatɛɾijalistitʃki
помати	pɔˈmati
помати	pɔmati
поматријархален	pɔmatrijarxalɛn
поматува	pɔmatuva
поматуван	pɔmatuvan
поматување	pɔmatuvaɲɛ
помачен	pɔmatʃɛn
помашки	pɔmaʃki
помашкудански	pɔmaʃkudanski
помегаломански	pɔmɛgaɫɔmanski
помеѓу	poˈmɛɟu
помегу	pɔˈmɛgu
помеѓу	pɔmɛɟu
помеден	pɔmɛdɛn
помедитерански	pɔmɛditɛranski
помек	pɔmɛk
помеко	pɔˈmɛkɔ
помеланхоличен	pɔmɛɫaŋxɔlitʃɛn
помелодраматичен	pɔmɛɫɔdramatitʃɛn
помен	pɔˈmɛn
поменот	poˈmɛnɔt
помераклиски	pɔmɛrakliski
померанец	pɔmɛranɛts
померанка	pɔmɛraŋka
поместам	ˈpɔmɛstam
поместен	pɔmɛstɛn
поместете	pɔˈmɛstɛtɛ
помести	pɔˈmɛsti
помести	pɔmɛsti
поместиме	ˈpɔmɛstimɛ
поместите	pomɛstitɛ
поместиш	pɔˈmɛstʲiʃ
поместува	pɔˈmɛstuva
поместува	pɔmɛstuva
поместувам	pɔˈmɛstuvam
поместуван	pɔmɛstuvan
поместување	pɔmɛstuvaɲɛ
поместување	ˈpɔmɛstuvɛɲɛ
поместуваш	pɔˈmɛstuvɑʃ
пометафоричен	pɔmɛtafɔɾitʃɛn
пометнувања	pɔmɛtnuvaɲa
пометнување	pɔmɛtnuvaɲɛ
пометрополски	pɔmɛtrɔpɔɫski
помеханички	pɔmɛxanitʃki
помеша	pɔˈmɛʃa
помеша	pɔmɛʃa
помешал	pɔˈmɛʃaɫ
помешале	pɔˈmɛʃalɛ
помешан	pɔmɛʃan
помешани	pɔˈmɛʃani
помешано	ˈpɔmɛʃanɔ
помешаш	pɔˈmɛʃaʃ
помешува	pɔmɛʃuva
помешуван	pɔmɛʃuvan
помешување	pɔmɛʃuvaɲɛ
помие	pɔmijɛ
помиен	pɔmijɛn
помизантропски	pɔmizantrɔpski
помииште	pɔmiiʃtɛ
помија	poˈmija
помија	pɔmija
помикроскопски	pɔmikrɔskɔpski
помил	pɔmiɫ
помилен	pɔmilɛn
помилозвучен	pɔmiɫɔzvutʃɛn
помилосрден	pɔmiɫɔsr̩dɛn
помилува	pɔmiɫuva
помилуван	pɔmiɫuvan
помилување	pomiluvaɲɛ
помилувањето	pɔmilutɛɲɛ
помилуј	pɔmiˈluʃ
помин	pɔmin
помина	pɔˈminɑ
поминаа	pɔmiˈna
поминав	pɔminav
поминавме	pɔminavmɛ
поминавте	pɔminavtɛ
поминал	pɔminɑɫ
поминала	pɔminɑlɑ
поминале	pɔminɑlɛ
поминало	pɔminɑɫɔ
поминам	pɔminam
поминат	pɔminat
помината	pɔminata
поминати	pɔminati
поминато	pɔminato
помине	pɔminɛ
поминеме	pomineme
поминете	pɔmiˈnɛtɛ
поминеш	pɔmiˈnɛʃ
поминеше	ˈpɔminɛʃɛ
помини	pomini
поминијатурен	pɔminijatuɾɛn
поминималистички	pɔminimalistitʃki
поминува	pɔminuva
поминува	pɔmiˈnuvɑ
поминуваа	pɔmiˈnuvʌ
поминуваат	pominujat
поминував	ˈpɔminuvat
поминувавме	pominuvavɛ
поминувај	pɔmiˈnuvaj
поминувајќи	pominuvaɪtʃi
поминувал	pɔmiˈnuval
поминувам	pɔmiˈnuvam
поминуваме	pɔminuˈvamɛ
поминуван	pɔminuvan
поминување	ˈpɔminuvaniʔɛ
поминување	pɔminuvaɲɛ
поминувате	ˈpɔminavatɛ
поминуваш	pɔmiˈnuvaʃ
поминуваше	ˈpɔminavasɛ
помирам	pɔmiˈram
помирен	poˈmiɾɛn
помирен	pɔmiɾɛn
помири	pɔmiɾi
помирив	pɔmiˈriv
помирил	pɔmiɾiɫ
помириме	pomirimɛ
помириса	pɔmiˈrisa
помириса	pɔmiɾisa
помирисав	pomirisaf
помирисај	pɔmiɾiˈsaj
помирисам	pɔmiˈrisam
помирисан	pɔmiɾisan
помирисаш	pomirisaʃ
помирисува	pɔmirisuva
помирисуван	pɔmirisuvan
помирисување	pɔmiɾisuvaɲɛ
помириш	poˈmiɾiʃ
помирно	pɔmiːrnɔ
помирољубив	pɔmirɔʎubif
помиротворен	pɔmirɔtvɔɾɛn
помирува	pɔmiɾuva
помируван	pɔmiɾuvan
помирување	pɔmiruvaɲɛ
помирување	ˈpɔmirʊvaɲɛ
помирувачки	pɔmiruvatʃki
помисла	pɔmisɫa
помислам	pɔmɪsɫam
помислат	pɔmisɫat
помислата	pɔmiˈsɫata
помислев	pɔmisɛv
помислете	poˈmisɫɛtɛ
помисли	pɔmisli
помислив	pɔmislif
помисливме	pɔmislivmɛ
помисливте	pɔmislivtɛ
помислија	pɔmislija
помислил	pɔmisɫiɫ
помислила	pɔmisˈlila
помислиле	pɔmisliːlɛ
помислиме	pɔmislimɛ
помислите	pɔmislɛtɛ
помислиш	pɔmisliʃ
помислува	pɔmisɫuva
помислував	pɔmisɫuvav
помислувај	pɔmisluvaɪ
помислувал	pɔmisluʋal
помислувам	pɔmisluʋam
помислување	pɔmisɫuvaɲɛ
помислуваш	pɔmisluvaʃ
помистериозен	pɔmistɛɾiɔzɛn
помлад	pɔmɫat
помлад	pɔmɫ̩ɑt
помлада	pɔmˈlada
помлада	pɔmɫada
помлади	pɔmɫadi
помладиот	pɔmladiɔt
помладите	pɔmɫaditɛ
помладо	pɔmˈɫadɔ
помлак	pɔmɫak
помнам	pɔmn̪am
помнење	pɔmnɛɲɛ
помнење	pɔmɲɛɲɛ
помнењето	pɔmɲɛɲɛ
помнет	pɔmnɛt
помни	pɔmni
помните	pɔmˈnitɛ
помниш	pɔmniʃ
помножен	pɔmnɔʒɛn
помножено	pɔmˈnɔʒɛnɔ
помножи	pɔmnɔʒi
помножува	pɔmnɔʒuva
помножуван	pɔmnɔʒuvan
помножување	pɔmnɔʒuvaɲɛ
помогам	pɔˈmogam
помогна	pɔˈmɔgna
помогнаа	pɔˈmɔgna
помогнав	pɔˈmɔgnav
помогнавме	pɔˈmɔgnavmɛ
помогнавте	pɔˈmɔgnavtɛ
помогнал	pɔˈmognal
помогнала	pɔmɔgaˈnala
помогнале	pɔmɔgaɫɛ
помогнало	pɔˈmɔgnaɫɔ
помогнам	pɔˈmɔgnam
помогнат	pɔˈmɔgnat
помогнато	pɔˈmɔgnato
помогне	pɔmɔgnɛ
помогне	pɔˈmɔɲɛ
помогнев	pɔˈmɔgɛv
помогнеме	pɔˈmɔgnɛmɛ
помогнете	pɔˈmɔgnɛtɛ
помогнеш	pɔˈmognɛʃ
помогнеше	pɔˈmɔgnɛʃɛ
помогни	pɔˈmɔgni
помогниме	pɔˈmɔgnime
помогните	pɔˈmɔgnɪtɛ
помогниш	pɔˈmɔgniʃ
помодар	pɔmɔdar
помодарка	pɔmɔdarka
помодарски	pɔmɔdarski
помодер	pɔmɔdɛr
помодернистички	pɔmɔdɛrnistitʃki
помодрен	pɔmɔdrɛn
помодреност	pɔmɔdrɛnɔst
помодри	pɔmɔdri
помодрува	pɔmɔdruva
помодруван	pɔmɔdruvan
помодрување	pɔmɔdruvaɲɛ
помокар	pɔmɔkar
помоќен	pɔˈmɔcɛn
помоќен	pɔmɔcɛn
помоќна	pɔˈmɔcna
помоќни	pɔˈmɔcni
помоќно	ˈpɔmɔ́tɲɔ
помолам	pɔmɔlam
помолете	pɔmɔlɛtɛ
помоли	pɔmɔli
помолиме	pɔmɔlʲimɛ
помолиш	poˈmɔliʃ
помолскавичен	pɔmɔɫskavitʃɛn
помолување	pɔmɔɫuvaɲɛ
помонструозен	pɔmɔnstruɔzɛn
помонументален	pɔmɔnumɛntalɛn
помор	pɔmɔr
поморската	pɔmɔr̩ˈska
поморски	pɔˈmɔrski
поморски	pɔmɔrski
помоча	pɔˈmɔtʃa
помоча	pɔmɔtʃa
помочав	pɔˈmɔtʃav
помочам	pɔˈmɔtʃam
помочан	pɔmɔtʃan
помочаш	pɔˈmɔtʃaʃ
помочка	pɔmɔtʃka
помош	pɔˈmɔʃ
помош	pɔmɔʃ
помошен	pɔˈmoʃɛn
помошен	pɔmɔʃɛn
помошната	pɔˈmoʃnata
помошни	pɔˈmoʃni
помошник	pɔˈmoʃnik
помошник	pɔmɔʃnik
помошникот	pɔˈmɔʃnikɔt
помошниот	pɔˈmoʃniɔt
помошните	pɔˈmɔʃnitɛ
помошници	pɔˈmoʃnitsi
помошници	pɔmɔʃnitsi
помошниците	pɔˈmɔʃnitʃɛ
помошничка	pɔˈmɔʃnitʃka
помошничка	pɔmɔʃnitʃka
помошничката	ˈpɔmɔʃnitʃka
помошнички	pɔˈmoʃnitʃki
помошнички	pɔmɔʃnitʃki
помошта	pɔˈmoʃta
помпезен	pɔmpɛzɛn
помпезно	pɔmpɛznɔ
помпезност	pɔmpɛznɔst
помпеј	pomˈpɛj
помпеја	pɔmˈpɛja
помрачен	pɔmratʃɛn
