00h	ɔh
пловат	ploˈvat
пловдив	pɫɔvdif
пловевме	pɫɔvɛvmɛ
пловел	pɫɔvɛɫ
пловен	pɫɔvɛn
пловеше	pɫɔvɛʃɛ
пловејќи	ˈpɫɔvɛjɟi
пловење	ploˈvɛɲɛ
пловење	pɫɔvɛɲɛ
плови	ploʋi
плови	pɫɔvi
пловидба	ploˈvidba
пловидба	pɫɔvidba
пловиме	ploˈvime
пловите	ploˈvité
пловиш	ploʋiʃ
пловност	pɫɔvnɔst
плод	plót
плод	pɫɔt
плода	pɫɔda
плоден	plódɛn
плоден	pɫɔdɛn
плодење	pɫɔdɛɲɛ
плодна	ˈpɫɔdna
плодно	ploːdno
плодно	pɫɔdnɔ
плодност	ploˈdnɔst
плодност	pɫɔdnɔst
плодови	ploˈdɔvi
плодови	pɫɔdɔvi
плодовите	ploˈdɔvi
плодоред	pɫɔdɔɾɛt
плодороден	pɫɔdɔɾɔdɛn
плодородно	pɫɔdɔɾɔdnɔ
плодот	ploˈdɔt
плодотворност	pɫɔdɔtvɔrnɔst
пломба	pɫɔmba
пломби	pɫɔmbi
пломбира	pɫɔmbiɾa
пломбиран	pɫɔmbiɾan
пломбирање	pɫɔmbiɾaɲɛ
плоската	ploˈskata
плот	pɫɔt
плотица	pɫɔtitsa
плотови	pɫɔtɔvi
плотски	pɫɔtski
плотун	pɫɔtun
плоча	ploʧa
плоча	pɫɔtʃa
плочата	ploˈtʃata
плочест	pɫɔtʃɛst
плочи	plotʃi
плочи	pɫɔtʃi
плочите	ploˈtʃitɛ
плочиште	pɫɔtʃiʃtɛ
плочка	ploʧka
плочка	pɫɔtʃka
плочкар	pɫɔtʃkar
плочкари	pɫɔtʃkaɾi
плочкариве	pɫɔtʃkaɾivɛ
плочкарине	pɫɔtʃkaɾinɛ
плочкарите	pɫɔtʃkaɾitɛ
плочкаров	pɫɔtʃkaɾɔf
плочкарон	pɫɔtʃkaɾɔn
плочкарот	pɫɔtʃkaɾɔt
плочкару	pɫɔtʃkaɾu
плочката	ploʧka
плочки	ploʃki
плочки	pɫɔtʃki
плочките	ploʧki
плочник	pɫɔtʃnik
плочникот	ploʃnitɔt
плоштад	ploʃˈtat
плоштад	pɫɔʃtat
плоштади	pɫɔʃtadi
плоштадот	ploʃˈtadɔt
плоштадски	pɫɔʃtatski
плоштина	pɫɔʃtina
плуг	pɫuk
плука	pɫuka
плука	ˈpluka
плукаат	ˈplukaːt
плукалник	pɫukaɫnik
плукам	pɫukam
плукан	pɫukan
плуканица	pɫukanitsa
плукаш	ˈplukaʃ
плукање	pɫukaɲɛ
плукање	ˈplukaɲɛ
плукна	ˈplukna
плукнав	ˈpluknav
плукнам	pɫuknam
плукнат	pɫuknat
плукне	pɫuknɛ
плукнеш	ˈpluknɛʃ
плукни	ˈplukni
плукнува	pɫuknuva
плукнуван	pɫuknuvan
плукнување	pɫuknuvaɲɛ
плунка	pɫuŋka
плунка	ˈplunkɑ
плунката	ˈplunktɑ
плункова	pɫuŋkɔva
плунковен	pɫuŋkɔvɛn
плурализам	pɫuɾalizam
плуралистички	pɫuɾalistitʃki
плус	plus
плус	pɫus
плускав	pɫuskaf
плускавец	pɫuskavɛts
плускавци	pɫuskaftsi
плускавци	ˈpluskavtsi
плусквамперфект	pɫuskvampɛrfɛkt
плута	pɫuta
плутање	pɫutaɲɛ
плуто	pɫutɔ
плутократија	pɫutɔkratija
плутон	pɫutɔn
плутон	ˈplutɔn
плутониум	pɫutɔnijum
плутониум	ˈplutɔni(j)um
плутониумот	ˈplutɔnʲumɔt
плуќа	puʎa
плуќа	pɫuca
плуќата	ˈplutʃata
плуќен	pɫucɛn
пне	pɛnɛ
пневматика	pnɛvmatika
пневматичен	pnɛvmatitʃɛn
пневмонија	pnɛvmoˈni(j)a
пневмонија	pnɛvmɔnija
пномпенец	pnɔmpɛnɛts
пномпенка	pnɔmpɛŋka
пномпенски	pnɔmpɛnski
пнфк	pɛɱfɛk
по	po
по	pɔ
по-брзо	pɔbr̩zo
по-добро	pɔˈdɔbrɔ
по-касно	pokasno
по-рано	poˈrano
поабнормален	pɔabnɔrmalɛn
поавангарден	pɔavaŋgardɛn
поавантуристички	pɔavanturistitʃki
поавтентичен	pɔaftɛntitʃɛn
поавторитетен	pɔaftɔɾitɛtɛn
поагресивен	pɔagrɛsivɛn
поадвокатски	pɔadvɔkatski
поадекватен	pɔadɛkvatɛn
поакадемски	pɔakadɛmski
поалармантен	pɔaɫarmantɛn
поалбанчен	pɔaɫbantʃɛn
поалбанчено	pɔaɫbantʃɛnɔ
поалбанчи	pɔaɫbantʃi
поалбанчува	pɔaɫbantʃuva
поалбанчуван	pɔaɫbantʃuvan
поалбанчувано	pɔaɫbantʃuvanɔ
поалбанчувајќи	pɔaɫbantʃuvajci
поалбанчување	pɔaɫbantʃuvaɲɛ
поаматерски	pɔamatɛrski
поамбициозен	pɔambitsiɔzɛn
поанархистички	pɔanarxistitʃki
поанегдотичен	pɔanɛgdɔtitʃɛn
поанорексичен	pɔanɔrɛksitʃɛn
поантагонистички	pɔantagɔnistitʃki
поантиамерикански	pɔantijamɛrikanski
поантивладин	pɔantivɫadin
поантидемократски	pɔantidɛmɔkratski
поантидржавен	pɔantidr̩ʒavɛn
поантиевропски	pɔantiɛvrɔpski
поантизападен	pɔantizapadɛn
поантиклерикален	pɔantiklɛɾikalɛn
поантиклимактичен	pɔantiklimaktitʃɛn
поантикомунистички	pɔantikɔmunistitʃki
поантимилитаристички	pɔantimilitaristitʃki
поантипатичен	pɔantipatitʃɛn
поантисемитски	pɔantisɛmitski
поантисоцијален	pɔantisɔtsijalɛn
поантитерористички	pɔantitɛɾɔristitʃki
поапокалиптичен	pɔapɔkaliptitʃɛn
поаполитичен	pɔapɔlititʃɛn
поапсолутистички	pɔapsɔɫutistitʃki
поапстрактен	pɔapstraktɛn
поарен	pɔaɾɛn
поаристократски	pɔaɾistɔkratski
поарно	pɔarnɔ
поарогантен	pɔaɾɔgantɛn
поароматичен	pɔaɾɔmatitʃɛn
поартистички	pɔartistitʃki
поатеистички	pɔatɛistitʃki
поаутистичен	pɔautistitʃɛn
поаѓа	poaǵa
поаѓа	pɔaɟa
поаѓалиште	pɔaɟaliʃtɛ
поаѓаме	poaʝame
поаѓај	poaǵaj
поаѓање	poˈaʒaɲe
поаѓање	pɔaɟaɲɛ
поаљкав	pɔaʎkaf
побавен	paˈbavɛn
побавен	pɔbavɛn
побавно	paˈbavnɔ
побавно	pɔbavnɔ
побавнорастечки	pɔbavnɔrastɛtʃki
побалкански	pɔbaɫkanski
побандитски	pɔbanditski
побандоглав	pɔbandɔgɫaf
побаптистички	pɔbaptistitʃki
побара	pɔbaɾa
побара	ˈpɔbara
побараа	pobaraː
побараат	pobaraat
побарав	poˈbaraʋ
побаравме	pɔbɑravmɛ
побаравте	paˈbarvɛ
побарал	pɔbɑral
побарала	pɔbɑraɫa
побарале	pobɑrɑlɛ
побарам	pobaram
побараме	pɔbɑrɑmɛ
побаран	pɔbaɾan
побарано	pobɑrɑnɔ
побарате	pɔbɑratɛ
побараш	pɔbɑraʃ
побараше	pobaraʃe
побарај	pɔbɑraɪ
побарајте	pɔbɑrajtɛ
побарува	pɔbaɾuva
побарува	pɔbaˈruva
побаруван	pɔbaɾuvan
побарувач	pɔbaɾuvatʃ
побарувачка	pabɐruvatʃka
побарувачка	pɔbaruvatʃka
побарувачката	pɔbɑruˈvaʧka
побарувања	pɔbaɾuʋaɲa
побарување	pɔbaruvaɲɛ
побашибозучки	pɔbaʃibɔzutʃki
побајат	pɔbajat
побегна	pɔbɛgna
побегнаа	pɔbɛgna
побегнав	ˈpɔbɛgnav
побегнавме	ˈpɔbɛgnavmɛ
побегнавте	pɔbɛgnavtɛ
побегнал	ˈpɔbɛgnal
побегнала	pɔbɛgnala
побегнале	pɔbɛgnalɛ
побегнам	pɔbɛgnam
побегнат	pɔbɛgnat
побегнат	ˈpɔbɛgnat
побегне	pɔbɛgnɛ
побегне	ˈpɔbɛgnɛ
побегнеме	pɔbɛgnɛmɛ
побегнете	pɔˈbɛgnɛtɛ
побегнеш	pɔbɛgnɛʃ
побегни	pɔˈbɛgni
побегнува	pɔbɛgnuva
побегнување	pɔbɛgnuvaɲɛ
побегол	pɔbɛgɔɫ
победа	pɔbɛda
победа	pɔˈbɛda
победам	pɔˈbɛdam
победат	pɔbɛˈdat
победата	pɔbɛˈdata
победен	pɔbɛdɛn
победен	pɔˈbɛdɛn
победени	pɔbɛdɛni
победено	pɔbɛˈdɛnɔ
победете	ˈpɔbɛdɛtɛ
победеше	ˈpɔbɛdɛʃɛ
победи	poˈbɛdi
победи	pɔbɛdi
победив	poˈbɛdiʋ
победивме	pɔˈbɛdimʋɛ
победивте	pɔˈbɛdiftɛ
победил	poˈbɛdiɫ
победила	pɔˈbɛdila
победиле	pɔˈbɛdɪlɛ
победиме	pɔˈbɛdimɛ
победите	pɔˈbɛdite
победител	pɔbɛditɛɫ
победиш	ˈpɔbɛdiʃ
победија	pɔˈbɛdija
победник	pɔbɛdnik
победник	pɔˈbɛdnik
победникот	pɔˈbɛdnikɔt
победници	pɔbɛdnitsi
победници	pɔˈbɛdnitsi
победниците	ˈpɔbɛdnitsɛ
победничка	pɔbɛdnitʃka
победничка	pɔˈbɛdnitʃka
победничката	pɔˈbɛdnitʃka
победнички	pɔbɛdnitʃki
победнички	pɔˈbɛdnitʃki
победничкиот	pɔˈbɛdnitʃkɔt
победоносно	pɔbɛdɔnɔsnɔ
победува	pɔbɛduva
победува	ˈpɔbɛdɛva
победуваат	ˈpɔbɛduvajat
победувам	pɔbɛˈdɛvam
победуваме	pɔbɛˈdɛvamɛ
победуван	pɔbɛduvan
победувате	pɔbɛdɛva'tɛ
победуваш	ˈpɔbɛdɛvaʃ
победуваше	pɔbɛdɛvaʃɛ
победување	pɔbɛduvaɲɛ
победувањето	pɔˈbɛdujɛɲɛ
побезбеден	pobɛzbɛdɛn
побезбедна	pɔbɛzdɛdna
побезбедни	pɔbɛzdɛdni
побезбедно	pɔbɛzdɛdɔ
побезвластен	pɔbɛzvɫastɛn
побезгрижен	pɔbɛzgriʒɛn
побездеен	pɔbɛzdɛɛn
побезживотен	pɔbɛʒʒivɔtɛn
побезизлезен	pɔbɛzizlɛzɛn
побезизразен	pɔbɛzizrazɛn
побезмилосен	pɔbɛzmiɫɔsɛn
побезнадежен	pɔbɛznadɛʒɛn
побезначаен	pɔbɛznatʃaɛn
побезобразен	pɔbɛzɔbrazɛn
побезобѕирен	pɔbɛzɔbdziɾɛn
побезрасуден	pɔbɛzrasudɛn
побезризичен	pɔbɛzrizitʃɛn
побезропотен	pɔbɛzrɔpɔtɛn
побезуспешен	pɔbɛzuspɛʃɛn
побел	pɔbɛɫ
побелен	pɔbɛlɛn
побели	pɔbɛli
побелува	pɔbɛɫuva
побелување	pɔbɛɫuvaɲɛ
побена	pɔˈbɛna
побесен	pɔbɛsɛn
побескарактерен	pɔbɛskaraktɛɾɛn
побескомпромисен	pɔbɛskɔmprɔmisɛn
побескорисен	pɔbɛskɔɾisɛn
побескрупулозен	pɔbɛskrupuɫɔzɛn
побесмислен	pɔbɛsmislɛn
побеснат	pɔbɛsnat
побесне	pɔbɛsnɛ
побеснува	pɔbɛsnuva
побеснување	pɔbɛsnuvaɲɛ
побеспоговорен	pɔbɛspɔgɔvɔɾɛn
побеспогрешен	pɔbɛspɔgrɛʃɛn
побесполезен	pɔbɛspɔlɛzɛn
побеспомошен	pɔbɛspɔmɔʃɛn
побеспорочен	pɔbɛspɔɾɔtʃɛn
побеспоштеден	pɔbɛspɔʃtɛdɛn
побеспрегледен	pɔbɛsprɛglɛdɛn
побеспределен	pɔbɛsprɛdɛlɛn
побеспредметен	pɔbɛsprɛdmɛtɛn
побеспрекорен	pɔbɛsprɛkɔɾɛn
побеспризорен	pɔbɛsprizɔɾɛn
побеспристрасен	pɔbɛspristrasɛn
побессовесен	pɔbɛssɔvɛsɛn
побессодржаен	pɔbɛssɔdr̩ʒaɛn
побестијален	pɔbɛstijalɛn
побесчовечен	pɔbɛʃtʃɔvɛtʃɛn
побесчувствителен	pɔbɛʃtʃufstvitɛlɛn
побива	pɔbiva
побиван	pɔbivan
побивање	pɔbivaɲɛ
побие	pɔbijɛ
побиен	pɔbijɛn
побизнисменски	pɔbiznismɛnski
побирократски	pɔbirɔkratski
побисексуален	pɔbisɛksualɛn
побистар	pɔbistar
побитен	pɔbitɛn
поблаг	pɔbɫak
поблаго	pɔbɫagɔ
поблаговремен	pɔbɫagɔvrɛmɛn
поблагоглаголив	pɔbɫagɔgɫagɔlif
поблагодарен	pɔbɫagɔdaɾɛn
поблагодатен	pɔbɫagɔdatɛn
поблагодушен	pɔbɫagɔduʃɛn
поблагонадежен	pɔbɫagɔnadɛʒɛn
поблагонаклонет	pɔbɫagɔnakɫɔnɛt
поблагопријатен	pɔbɫagɔprijatɛn
поблагоразумен	pɔbɫagɔrazumɛn
поблагороден	pɔbɫagɔɾɔdɛn
поблаготворен	pɔbɫagɔtvɔɾɛn
поблагочестив	pɔbɫagɔtʃɛstif
поблед	pɔblɛt
побледен	pɔblɛdɛn
побледи	pɔblɛdi
побледува	pɔblɛduva
побледуван	pɔblɛduvan
побледување	pɔblɛduvaɲɛ
поблизок	ˈpɔblizɔk
поблизу	pɔblizu
поблиски	pɔˈbliski
поблиску	ˈpɔbliskʊ
побогат	pɔbɔgat
побогат	ˈpɔbɔgat
побогати	pɔbɔgatʲi
побогато	pɔbɔgatɔ
побогобојазлив	pɔbɔgɔbɔjazlif
побогоугоден	pɔbɔgɔugɔdɛn
побогу	pɔˈbɔgu
пободар	pɔbɔdar
побожен	poˈbɔʒɛn
побожен	pɔbɔʒɛn
побожни	ˈpɔbɔʒni
побожно	pɔbɔʒnɔ
побожност	pɔbɔʒnɔst
поболно	ˈpɔbɔɫnɔ
побомбастичен	pɔbɔmbastitʃɛn
поборник	pɔbɔrnik
поборник	pɔˈbɔrnik
поборништво	pɔbɔrniʃtvɔ
побразај	pɔbraˈzaj
побрановиден	pɔbranɔvidɛn
побратим	pɔbratim
побратим	pɔbraˈtim
побратиме	pɔbraˈtimɛ
побратимен	pɔbratimɛn
побратими	pɔbratimi
побратимски	pɔbratimski
побратимување	pɔbratimuvaɲɛ
побратски	pɔbratski
побрбори	pɔbr̩bɔɾi
побргу	poˈbrgu
побрз	pɔbr̩s
побрз	pɔbr̩z
побрза	pɔbr̩za
побрза	pɔbɾ̩za
побрзаат	ˈpɔbr̩zaat
побрзам	pɔbr̩zam
побрзаме	pɔbr̩zamɛ
побрзате	pɔbr̩ˈzate
побрзаш	ˈpɔbr̩zaʃ
побрзај	pɔbr̩zaj
побрзајте	pɔbr̩ˈzajtɛ
побрзи	pɔbɾ̩zi
побрзо	pɔbr̩zɔ
побрзо	pɔˈbr̩zɔ
побрилијантен	pɔbrilijantɛn
побрка	pɔbr̩ka
побркан	pɔbr̩kan
побркува	pɔbr̩kuva
побркуван	pɔbr̩kuvan
побркување	pɔbr̩kuvaɲɛ
побрлив	pɔbr̩lif
побројни	pɔˈbrɔjni
побугарен	pɔbugaɾɛn
побугари	pɔbugaɾi
побугарија	pɔbugaɾija
побугарува	pɔbugaɾuva
побугаруван	pɔbugaɾuvan
побугарување	pɔbugaruvaɲɛ
побугарчен	pɔbugartʃɛn
побугарчено	pɔbugartʃɛnɔ
побугарчи	pɔbugartʃi
побугарчува	pɔbugartʃuva
побугарчуван	pɔbugartʃuvan
побугарчувано	pɔbugartʃuvanɔ
побугарчувајќи	pɔbugartʃuvajci
побугарчување	pɔbugartʃuvaɲɛ
побуда	pɔbuda
побудален	pɔbudalɛn
побудали	pɔbudali
побудалува	pɔbudaɫuva
побудалуван	pɔbudaɫuvan
побудалување	pɔbudaɫuvaɲɛ
побуден	pɔbudɛn
побуди	pɔbudi
побуди	pɔˈbudi
побудистички	pɔbudistitʃki
побудува	pɔbuduva
побудуван	pɔbuduvan
побудување	pɔbuduvaɲɛ
побуен	pɔbuɛn
побуна	poˈbuna
побуна	pɔbuna
побуната	ˈpɔbunata
побуни	ˈpɔbuni
побунтовнички	pɔbuntɔvnitʃki
побунување	pɔbunuvaɲɛ
побурен	pɔbuɾɛn
побутнат	pɔbutnat
побутне	pɔbutnɛ
побутнува	pɔbutnuva
побутнуван	pɔbutnuvan
побутнување	pɔbutnuvaɲɛ
побучен	pɔbutʃɛn
побушав	pɔbuʃaf
поважен	pɔvaʒɛn
поважен	pɔvaˈʒɛn
поважна	pɔvaʒna
поважни	poˈvaʒni
поважно	ˈpɔvaʒnɔ
повампирен	pɔvampiɾɛn
повампирски	pɔvampirski
поварварски	pɔvarvarski
поварден	pɔvardɛn
поварди	pɔvardi
поварен	pɔvaɾɛn
повари	pɔvaɾi
поварија	pɔvaɾija
поваријабилен	pɔvaɾijabilɛn
поведам	pɔˈvɛdam
поведе	poˈvɛdɛ
поведе	pɔvɛdɛ
поведеме	poˈvedɛmɛ
поведен	pɔvɛdɛn
поведение	pɔvɛdiɛniɛ
поведение	pɔvɛdɛnijɛ
поведете	ˈpɔvɛdɛtɛ
поведеш	poˈvɛdɛʃ
поведи	pɔˈvɛdi
поведува	pɔvɛduva
поведуван	pɔvɛduvan
поведување	pɔvɛduvaɲɛ
повежбаме	pɔvɛʒbamɛ
повеке	ˈpɔvɛkɛ
повел	ˈpɔvɛɫ
повелба	pɔvɛɫba
повелбен	pɔvɛɫbɛn
повелбено	pɔvɛɫbɛnɔ
повелете	pɔvɛlɛtɛ
повели	pɔvɛli
повели	pɔˈvɛli
повелигденски	pɔvɛligdɛnski
повеликодушен	pɔvɛlikɔduʃɛn
повеличествен	pɔvɛlitʃɛstvɛn
поверен	pɔvɛɾɛn
поверение	pɔvɛˈrɛniɛ
повереник	pɔvɛɾɛnik
повереничка	pɔvɛrɛnitʃka
поверенички	pɔvɛrɛnitʃki
поверодостоен	pɔvɛɾɔdɔstɔɛn
поверојатно	pɔvɛɾɔjɑtnɔ
повертикален	pɔvɛrtikalɛn
поверува	pɔvɛruva
поверува	pɔvɛɾuva
поверуваа	pɔvɛruva
поверуваат	pɔˈvɛrajut
поверував	pɔvɛˈravit
поверувавте	pɔvɛravitɛ
поверувал	pɔvɛruˈvaɫ
поверувала	pɔvɛruˈvaɫa
поверувале	pɔvɛruˈvaɫɛ
поверувам	pɔvɛruˈvam
поверуваме	pɔvɛruˈvamɛ
поверувате	pɔvɛruˈvatɛ
поверуваш	pɔvɛruˈvaʃ
поверувај	pɔvɛruvaɪ
повесел	pɔvɛsɛɫ
повесело	ˈpɔvɛsɛɫɔ
повесла	pɔvɛsɫa
поветов	pɔvɛtɔf
повече	poˈvɛtʃɛ
повечерие	pɔvɛtʃɛɾijɛ
повешт	pɔvɛʃt
повеће	poˈvɛtɕɛ
повеќе	poˈvɛʃɛ
повеќе	pɔvɛcɛ
повеќебуквен	pɔvɛcɛbukvɛn
