ഁ	ɐ̃
പോണ്ടിച്ചേരി	poːɳɖit̚tʃeːɾi
പോന്ന	pɔn̪n̪ə
പോന്നതിനു	poːnt̪igɪnu
പോന്നത്	pɔnːɐt̪
പോന്നു	poːn̪ːu
പോന്നോ	pɔːnːo
പോന്നോട്ടെ	poːn̪oːʈːe
പോപ്	pɔp
പോപ്പി	poːpiː
പോപ്പിനെ	poːpʰine
പോപ്പിന്റെ	pɔpːiŋŋe
പോപ്പ്	pɔpː
പോപ്സികിള്	poːpsikɪɭ
പോപ്സിക്ള്	pɔpsɪkɭ̆
പോയ	poj
പോയതല്ല	pojɐtɐɭɭ
പോയതല്ലേ	pojətɐɭːe
പോയതാ	pojɐt̪ɑː
പോയതാണെന്ന്	pojɐɳɛn̪n̪e
പോയതാണോ	pojɐɳo
പോയതാണ്	pojɐtɑːm
പോയതായിരിക്കും	pojɐtaːjɪɾikːum
പോയതായിരുന്നു	pojɐt̪oːɾɐ
പോയതാവാം	pojɐt̪ɑːʋɑ̃
പോയതാവും	pojɐtɑːʋum
പോയതിനു	pojattinu
പോയതിന്	pojattin
പോയതില്	pojatiɭ
പോയതിൽ	pojatiɭ
പോയതു	pojatu
പോയതും	pojatum
പോയതുകൊണ്ട്	pojɐtukɔɳʈ
പോയതെന്ന്	pojateːn̪n̪u
പോയതേ	pojɐt̪e
പോയതൊക്കെ	pojɒt̪oʔkɛ
പോയതോടെ	pojɐt̪oːd̪e
പോയത്	pojɐt̪
പോയന്റ്	pojɳʈ
പോയപ്പോ	pojapo
പോയപ്പോള്	pojappūl
പോയപ്പോൾ	pojappūḷ
പോയല്ലേ	pojɐlle
പോയല്ലോ	pojɐːɭːo
പോയവനെ	pojavenɛ
പോയവന്	pojəʋən
പോയവരോ	pojɐʋɐɾo
പോയവര്	pojɐʋɐɾ
പോയവർക്ക്	pojɐʋɐrkːu
പോയാ	poja
പോയാട്ടെ	pojaːʈe
പോയാലും	pojaːlʌm
പോയാലോ	pojaːlo
പോയാലോന്ന്	pojaːɭoːn̪ː
പോയാല്	pojaːl
പോയാൽ	pojaːl
പോയി	poi
പോയികൊണ്ടിരിക്കുന്നത്	pojikoɳʈiɾoŋɳɛt̪
പോയിക്കഴിഞ്ഞാല്	pojikɐʐiŋgɑːl
പോയിക്കഴിഞ്ഞിരുന്നു	pojikɐʐiɳɳuɳɳu
പോയിക്കഴിയുമ്പോൾ	pojikɐɻjumbeːl
പോയിക്കാണും	pojikɑːɳum
പോയിക്കൂടാ	pojikːuːta
പോയിക്കൊണ്ടിരിക്കുകയാണ്	pojikoːɳʈiɾikukɑːɳ
പോയിക്കൊണ്ടിരിക്കുന്നത്	pojikkondirunnat̪t̪
പോയിക്കൊണ്ടിരിക്കുന്നു	pojikoɳɖiɾɐɟɐ
പോയിക്കോ	pojiko
പോയിക്കോട്ടെ	pojikoːʈʈe
പോയിക്കോളു	pojikoːlu
പോയിക്കോളൂ	pojikoːluː
പോയിടാം	pojɪɳʈaːm
പോയിട്ടില്ല	pojɪt̪ːɪɭː
പോയിട്ടില്ലാ	pojɨtːɪɭɭɑː
പോയിട്ടില്ലേ	pojɨt̪ːɪɭːe
പോയിട്ടു	pojɨttu
പോയിട്ടും	pojɨttum
പോയിട്ടുണ്ടല്ലോ	pojɨttun̪dɐllo
പോയിട്ടുണ്ടാകും	pojɨttun̪d̪ɑːkum
പോയിട്ടുണ്ടാവില്ല	pojɨttun̪d̪aːvilː
പോയിട്ടുണ്ടാവും	pojɨttun̪d̪aːvuṁ
പോയിട്ടുണ്ടെന്ന്	pojɨttun̪d̪enn̪
പോയിട്ടുണ്ടോ	pojɨttun̪d̪o
പോയിട്ടുണ്ട്	pojɪt̪ːu
പോയിട്ടുള്ളത്	pojɨtːuɭɭɐt̪
പോയിട്ടേയില്ല	pojɪttɛjɪlː
പോയിട്ട്	pojɨʈː
പോയിത്തുടങ്ങി	pojit̪ːuɳɳi
പോയിത്തുലയട്ടെ	pojit̪t̪ulajɐʈːe
പോയിത്തുലയു	pojit̪t̪ulajʊ
പോയിത്തുലയ്	pojit̪t̪ulaj
പോയിന്	pojɨn
പോയിന്റില്	poj̃ʈil
പോയിന്റ്	poj̃ʈ
പോയിന്റ്സ്	poj̃ʈs
പോയിരിക്കണം	pojirikkɑːm
പോയിരിക്കയാണ്	pojirikajɑːm
പോയിരിക്കാം	pojirikkam
പോയിരിക്കും	pojirikkum
പോയിരിക്കുകയാ	pojirikkukaya
പോയിരിക്കുകയാണ്	pojirikkukayam
പോയിരിക്കുന്നത്	pojirukkunnat
പോയിരിക്കുന്നു	pojirikkɐnɳɳu
പോയിരിക്കുവാ	pojirikkʊʋɑ
പോയിരിക്ക്	pojirikk
പോയിരുന്നത്	pojɨɾeːɳcɨt̪
പോയിരുന്നു	poːjɨɳɳɨ
പോയിരുന്നെങ്കില്	pojɨɾeːŋkɪl
പോയിരുന്നെങ്കിൽ	pojɨɾeːŋgil
പോയിരുന്നോ	pojɨɾeːŋoː
പോയില്ല	pojɪɭɭə
പോയില്ലെങ്കിലും	pojilːeŋkɪlum
പോയില്ലെങ്കില്	pojilleŋkil
പോയില്ലെങ്കിൽ	pojilːeŋkil
പോയില്ലേ	pojɪɭːe
പോയും	poju
പോയെ	poje
പോയെങ്കില്	pojenkil
പോയെന്നാ	pojenna
പോയെന്നാണ്	pojennaːm
പോയെന്നു	pojenːu
പോയെന്നോ	pojenno
പോയെന്ന്	pojenːu
പോയേ	poje
പോയേക്കാം	pojeːkɑːm
പോയേനെ	pojeːn̪e
പോയേനേ	pojeːne
പോയൊളിക്ക്	pojɒlikː
പോയോ	pojo
പോയ്	poɪ
പോയ്കൊള്ളു	pojkɔɭːu
പോയ്കോ	pojkɔ
പോയ്കോളൂ	pojkɔːluː
പോയ്ക്കൂടെ	pojkūṭe
പോയ്ക്കൊണ്ടിരിക്കുന്നു	pojkoːɳɖiɾɪjɐː
പോയ്ക്കൊണ്ടിരിക്കൂ	poːjkɔn̪d̪iɾikkū
പോയ്ക്കോ	pɔjkɔ
പോയ്ക്കോട്ടെ	pojkɔːʈe
പോയ്ക്കോളു	pɔjkɔːlu
പോയ്ക്കോളൂ	pojkɔːluː
പോയ്ന്റ്സ്	poːɳʈʃ
പോയൻറു	pojəɳʈu
പോയൻറ്	pojəɳʈ
പോര	poːr
പോരടിച്ചു	poːɾɐɖɪt̪t̪u
പോരട്ടെ	pɔːɾɑːʈe
പോരല്ലോ	pɔːɾɐɭːo
പോരാ	poːɾɑː
പോരാഞ്ഞിട്ട്	pɔːɾɑːɳʈʈit̪ː
പോരാഞ്ഞ്	pɔːɾɑːɳɟ
പോരാടണം	poːɾɑːɳɐm
പോരാടാം	pɔːɾɑːɳ
പോരാടാന്	poːɾɑːɳ
പോരാടാൻ	pɔːɾɑːɳ
പോരാടി	poːɾɑːɖi
പോരാടും	pɔːɾɑːɳɨm
പോരാടുക	poːɾaːɖug
പോരാടുകയാണ്	pɔɾɑːɖʊkɑːɳ
പോരാടുന്ന	pɔɾɑːɳɳ
പോരാടുന്നത്	pɔːɾɑːɳɳɛt̪ː
പോരാടുന്നുണ്ട്	poːɾaːɖun̪d̪uɭ
പോരാടുമോ	pɔːɾɑːɖumɔ
പോരാടൂ	poːɾɑːɳuː
പോരാട്ടം	pɔːɾɑːʈʈəm
പോരാട്ടങ്ങള്	poːɾɑːʈːaɲɭɯ
പോരാട്ടത്തിനായി	poːɾɑːʈːɨnkiː
പോരാട്ടത്തിന്	poːɾɑːʈːən
പോരാട്ടത്തിന്റെ	poːɾɑːʈːin̪tʃi
പോരാട്ടത്തില്	poːɾɑːɳɳɨt̪ːil
പോരാട്ടത്തിൽ	pɔɾɑːʈːɨɭ
പോരാട്ടമാണ്	poːɾɑːʈːɑːm
പോരാട്ടമായിരിക്കും	pɔɾɑːʈːɑːmɑjɪɾɪkːuŋ
പോരാതെ	poːɾaːt̪e
പോരാത്തതിന്	poːɾɑːt̪ːɪŋu
പോരാന്	pɔːɾɑːn
പോരായിരുന്നു	poːroːɾiː
പോരായിരുന്നോ	pɔːɾɑːɾɪɳŋoː
പോരാളി	poːɾaːɭi
പോരാളികളും	poːɾɑːɭiʈɨɭum
പോരാളികളുടെ	poːɾɑːɭiɕuɭu
പോരാളികളെ	poːɾaːɭiɳɐle
പോരാളികള്	poːɾaːɭiɭɐɻ
പോരാളികൾ	poːɾaːɭiːkɛː
പോരാളിയാണ്	poːɾaːɭiːjaːm
പോരാളിയായി	poːɾaːɭiɑːjɪ
പോരാളിയായിരുന്നു	pɔːɾɑːɭiːɔːd̪d̪eː
പോരാളിയുടെ	pɔːɾɑːɭiː
പോരാളിയെ	pɔːɾɑːɭijɛ
പോരാൻ	pɔːɾɑːn
പോരു	pɔːɾu
പോരും	pɔːɾum
പോരുന്നുണ്ടോ	poːrun̪n̪uɳo
പോരുന്നോ	poːruːn̪o
പോരുമ്പോള്	pɔːɾum̩poːɭ
പോരൂ	poːruː
പോരെ	poːɾe
പോരേ	pɔːɾeː
പോര്	pɔːr
പോറല്	pɔːɾəl
പോറ്റാനുള്ള	poːt̪ɑːnuɭɭ
പോറ്റി	pɔːt̪ːi
പോറൽ	pɔːɾəl
പോലത്തെ	poːl̪ət̪t̪e
പോലയാടിമോന്	poːlɑjɑːdimoːn
പോലല്ല	pɔːlɐɭː
പോലാ	pɔːlɑː
പോലാണ്	pɔlɔːm
പോലായി	pɔːlɔːi
പോലിരിക്കും	poːlirikkum
പോലിരിക്കുന്ന	poːlirəkkəŋ
പോലിരിക്കുന്നു	pɔːlɪɾɐjːɐ
പോലിസല്ല	pɔlɪsɐɭ
പോലിസിനെ	pɔːlɪsɪnɛ
പോലിസിന്	pɔːlɪsɪnɯ
പോലിസിന്റെ	pɔːlɪsɪn̪t̪e
പോലിസില്	pɔlɪsɪl
പോലിസിൽ	pɔːlɪsɪɭ
പോലിസും	pɔːlɪsʊm
പോലിസുകാരനെ	pɔːlɪsukɑːrɛnɛ
പോലിസുകാര്	poːlɪsʊkɑːr
പോലിസുണ്ട്	poːlɪsuɳʈ
പോലിസ്	poːlɪs
പോലീസല്ല	pɔl̪eːsɐɭ̪
പോലീസാണോ	poːl̪iːs̪aːɳo
പോലീസാണ്	poːliːsaːm
പോലീസിനു	pɔl̪eːsiːnu
പോലീസിനും	pɔl̪eːs̪iɳu
പോലീസിനെ	pōlīsine
പോലീസിനോട്	pɔl̪eːs̪in̪oːʈ
പോലീസിന്	pɔl̪eːs̪iɳ
പോലീസിന്റെ	pōlīsinte
പോലീസില്	pɔl̪eːs̪il
പോലീസിൽ	pɔliːsɪɭ
പോലീസും	poːliːsʊm
പോലീസുകാരനാ	poːliːsukɑːrɑːnɑː
പോലീസുകാരനാണ്	pɔl̪eːsʊkɑːɾɑːnɑː
പോലീസുകാരനും	pɔl̪eːsʊkɑːɾɐnʊm
പോലീസുകാരനെ	poːliːsukɑːɾɛnɛ
പോലീസുകാരന്	poːliːsʊkɑːrən
പോലീസുകാരാ	pɔl̪eːsʊkɑːɾɑː
പോലീസുകാരാണ്	pɔliːsukɑːrɑːm
പോലീസുകാരും	poːliːsʊkaːɾuṁ
പോലീസുകാരുടെ	poːliːsʊkɑːɾuʈe
പോലീസുകാരെ	poːliːsʊkaːrɛ
പോലീസുകാരെയും	poːliːsʊkaːɾeː
പോലീസുകാര്	pɔl̪eːsʊkɑːɾɯ
പോലീസുകാരൻ	pɔl̪eːsʊkɑːɾɑn
പോലീസുകാർ	poːliːsʊkaːr
പോലീസുണ്ട്	poːliːs̪uɳʈ
പോലീസുമായി	poːl̪iːs̪umɑːi
പോലീസോ	pɔl̪eːsɔ
പോലീസ്	poːliːs
പോലീസ്കാരന്	pɔl̪eːskɑːrən
പോലും	poːlum
പോലുണ്ടല്ലോ	pɔːl̪und̪ɐɭːɭoː
പോലുണ്ടോ	poːlun̪d̪oː
പോലുണ്ട്	pɔːlʌn̪t̪
പോലുമല്ല	pɔːlʊmɐɭː
പോലുമാകില്ല	pɔːlumaːkɪɭː
പോലുമാവില്ല	poːlumɑːʋɪɭː
പോലുമില്ല	pɔːlʊmɪllə
പോലുമില്ലല്ലോ	pɔːlʊmɪllɐːɭːoː
പോലുമില്ലാ	pɔːlʊmɪɭɭɑː
പോലുമില്ലാതെ	poːlʊmɪllɑːt̪e
പോലുമില്ലാത്ത	pɔːlʊmɪllɑːt̪ːʰ
പോലുമില്ലായിരുന്നു	pɔːlʊmɪɭːɔːŋgɑːn
പോലുമില്ലേ	poːlumilːeː
പോലുമുണ്ട്	poːlumːuɭd̪
പോലുള്ള	pɔlulɑː
പോലുള്ളവരെ	pɔːl̪ːəʋəɾe
പോലുള്ളവര്	poːɭuɭɭəʋəɾə
പോലെ	pɔːlɛ
പോലെതന്നെ	poːl̪e̞t̪ɐn̪n̪e̞
പോലെത്തന്നെ	pɔːlɛt̪ːɐn̪n̪e
പോലെത്തന്നെയാണ്	pɔːlɛt̪ːɐn̪n̪ɑːm
പോലെത്തെ	pɔːlɛːt̪t̪e
പോലെയല്ല	pōlēyall
പോലെയല്ലല്ലോ	pōlēyallō
പോലെയല്ലാ	poːleɪɭɭɑː
പോലെയല്ലേ	pōlēyallē
പോലെയാ	poːleːʌ
പോലെയാകും	pɔːlejaːkɨm
പോലെയാണത്	pɔːleːjɑːɳɐt̪
പോലെയാണല്ലോ	pōlēyāṇallō
പോലെയാണിത്	pɔːleːjɑːnɪt̪
പോലെയാണു	pōlēyāṇu
പോലെയാണെന്ന്	poːleːjɑːn̪n̪eː
പോലെയാണോ	pɔːleːjɑːɳo
പോലെയാണ്	pōlēyāṁ
പോലെയായി	poːleːɐi
പോലെയായിരുന്നു	pɔːleːgɑːɾɑː
പോലെയാവും	pɔːleːjɑːʋum
പോലെയിരിക്കും	pɔːleːɪɾikkɨm
പോലെയും	poːleːɾuː
പോലെയുണ്ടല്ലേ	pōlējuṇḍallē
പോലെയുണ്ടല്ലോ	pōlējuṇḍallō
പോലെയുണ്ടോ	pōlējuṇḍō
പോലെയുണ്ട്	pōlēyuṇṭ
പോലെയുള്ള	poːleːuɭɭə
പോലെയുള്ളത്	pɔːleːuɭɭɑːt̪
പോലെയുള്ളവരെ	pɔːleːuɭːʋəɾɛ
പോലെയുള്ളവര്	poːleːuɭːʋɐɾ
പോലെയേ	pɔːleːjɛ
പോലെയൊക്കെ	pɔːlejoːkɛ
പോലെയൊന്നും	pɔːlejoːn̪n̪u
പോലെയൊന്ന്	pōlējoŋŋ
പോലെയൊരു	poːleːɾu
പോലെയോ	poːleːo
പോലേ	pɔːleː
പോലൊന്ന്	pɔːlɔːn̪ː
പോലൊരു	pɔːlɔːɾu
പോലോത്ത	poloːt̪ː
പോല്	pɔːl
പോള	pɔːl
പോളണ്ടിനെ	poːɭɐɳɖiɳe
പോളണ്ടിന്	pɔːɭɳɖi
പോളണ്ടിലെ	pɔːɭɳɖeː
പോളണ്ടില്	pɔːɭɳɖɪɭ
പോളണ്ടിൽ	pɔːɭɳɖɪɭ
പോളണ്ടുകാരനാണ്	pɔːɭɳɖʊkɑːɾɑːnɑː
പോളണ്ടുകാരെ	pɔːɭɳɖʊkɑːɾɛ
പോളണ്ടുകാര്	poːɭɐɳt̪ugaːɾə
പോളണ്ട്	pɔːɭɳɖ
പോളി	pɔːli
പോളിംഗ്	pɔːliŋg
പോളിജ്യൂസ്	pɔːlɪdʒuːs
പോളിന്	pɔːlɪnɨ̆
പോളിപ്സു	pɔːlɪpsu
പോളിയോ	poːliːo
പോളിഷ്	poːlɪʃ
പോളിസി	poːlɪsi
പോളിസികൾ	pɔːlɪsɪt̪ːeː
പോളീഷ്	poːliːʃ
പോളും	poːlum
പോളോ	pɔːlɔː
പോളോയില്	pɔːlɔɯjɪl
പോള്	pɔːl
പോഴും	poːɻum
പോവട്ടെ	pɔʋɐʈːe
പോവട്ടേ	poʋəʈe
പോവണം	pɔʋɐɳɐ
പോവണമായിരുന്നു	pɔʋɐɳɐmaɪɳɯ
പോവണമെങ്കില്	pɔʋɐnɐmɛŋkil
പോവണമെന്ന്	poːʋənəmɛnː
പോവണോ	pɔʋɐɳo
പോവണ്ട	poːʋɑɳɖ
പോവണ്ടേ	pɔʋɑɳɳe
പോവരുതെ	pɔʋɾut̪e
പോവരുത്	poːʋɐɾʊʈ
പോവല്ലേ	pɔʋɑɭː
പോവാ	poːʋɑ
പോവാം	poːʋɑːm
പോവാണോ	pɔʋɑːɳo
പോവാണ്	poːvaːm
പോവാതെ	poːʋɑːt̪e
പോവാത്തത്	poːʋɑːt̪ːɨt̪
പോവാനാ	pɔʋɑːnɑː
പോവാനാകില്ല	poːʋaːn̪aːkɪɭː
പോവാനാണ്	poːʋɑːnɑːm
പോവാനാവില്ല	pɔʋɑːnɑːʋɪll
പോവാനും	poːʋɑːn̪u
പോവാനുള്ള	pɔʋɑːnuɭː
പോവാന്	poːʋɑːn
പോവാമോ	pɔʋɑːmo
പോവാറുണ്ടോ	poʋɑːɾuɳɖo
പോവാറ്	pɔʋɑːɾ
പോവാൻ	poːʋɑːn
പോവില്ല	pɔʋɪɭɭə
പോവില്ലാ	pɔʋɪɭɭɑː
പോവില്ലേ	poːʋɪʎːeː
പോവു	poːvu
പോവും	poːʋum
പോവുക	pɔːʋʊk
പോവുകയല്ലല്ലോ	pɔʋʊkɐjɐllɐɭːo
പോവുകയല്ലാ	pɔʋʊkɐjɐː
പോവുകയല്ലേ	poːʋʊkɐjɐɭːe
പോവുകയാ	poːʋʊkɑː
പോവുകയാണല്ലോ	pɔːʋʊkɑːɲɑːɭːo
പോവുകയാണു	poːʋukajɑːnu
പോവുകയാണെങ്കില്	pɔːʋʊkɑːjɑːnɛgɪl
പോവുകയാണെങ്കിൽ	poːʋukajɑːneŋkil
പോവുകയാണെന്നും	poːʋukajɑːnɛn̪n̪u
പോവുകയാണെന്ന്	poːʋʊkɑːɲɛnːɯ
പോവുകയാണോ	poːʋʊkɑːɲɔː
പോവുകയാണ്	poːʋukɑjɑːm
പോവുകയായി	poːʋʊkɐjɐj
പോവുകയായിരുന്നു	poːʋʊkɐjɑːɳɳɑː
പോവുകയില്ല	poːʋukajilː
പോവുകയും	poːʋɨɨm
പോവുകയോ	poːʋukɐjoː
പോവുന്ന	poːʋun̪
പോവുന്നതാണ്	poʋun̪n̪ə
പോവുന്നതിനു	pɔʋʊŋt̪iɳu
പോവുന്നതിനെ	poːʋun̪d̪iŋɛ
പോവുന്നതെന്ന്	poːʋun̪n̪əʈːeːn̪n̪ə
പോവുന്നത്	poːʋɛɳɖɨ
പോവുന്നില്ല	pɔʋun̪nɪɭː
പോവുന്നില്ലാ	poʋun̪nɪɭɭa
പോവുന്നു	pɔʋɑːɳɳu
പോവുന്നുണ്ടോ	pɔʋun̪n̪uɳɖo
പോവുന്നുണ്ട്	pɔʋun̪n̪ʊʈʈ
പോവുന്നെ	pɔʋun̪n̪e
പോവുന്നോ	poːʋunːo
പോവുമായിരുന്നു	poːʋumːɑːɾɑː
പോവുമെന്ന്	poːʋumeːɳɳeː
പോവുമോ	pɔʋumɔ
പോവുമ്പോ	poːʋumpoː
പോവുമ്പോള്	poːvum̆poːl
പോവുമ്പോൾ	poːʋum̩bɔːɭ
പോവൂ	pɔʋuː
പോവേണ്ട	pɔʋeɳɳ
പോവേണ്ടതുണ്ട്	pɔʋeɳɖɔt̪uɳt̪e
പോവേണ്ടത്	poːʋeːɳɖɐt̪
പോവേണ്ടി	poːʋeːɳɖi
പോവ്വാ	poːʋːɑː
പോവ്വാണ്	pɔːʋɑːm
പോഷക	poːʂɐk
പോഷകാഹാരം	poːʂəkɑːhɑːɾəm
പോഷണ	poːʂɳə
പോഷണം	pɔːʂəɳɐm
പോഷണങ്ങളെ	poːʂɐɳɐɭe
പോഷണങ്ങള്	poːʂəɳəɭ
പോഷന്	poːʂən
പോഷ്	poːʂ
പോഷ്തേ	poʂte
പോഷ്തേയിൽ	poːʂʈæjɛl
പോഷൻ	pɔːʂən
പോസിറ്റീവ്	poːsɪt̪iːʋə
പോസ്	poːs
പോസ്നാനില്	poːsn̪ɑːn̪il
പോസ്റ്മാർട്ടം	pɔːsɾəmaːɾʈə
പോസ്റ്റര്	pɔːst̪ɐr̪
പോസ്റ്ററും	poːst̪eːɾum
പോസ്റ്ററുകള്	pɔːst̪eːɾoːgɐɭ
പോസ്റ്റില്	pɔːst̪iɭ
പോസ്റ്റുകള്	pōst̪egɐɭ
പോസ്റ്റ്	poːst̪
പോസ്റ്റ്മോര്	pɔːst̪ːɔːmɔːr̥
പോസ്റ്റ്മോർട്ടം	pɒst̪ːoːrmɒːrt̪ːəm
പോസ്റ്റർ	poːst̪eːr
പോർച്ചുഗീസ്	poːrt̚tʃugiːsə̆
പോർട്ട്	pɔːɾʈ
പോർട്ടർ	pɔːɾʈːəɾ
പോർത്തോസ്	pɔːrt̪ːoːs̪
പോൽ	pɔːl
പോൾ	pɔːl
പൌണ്ടര്	paʊ̯ɳɖəɾ
പൌണ്ട്	paʊ̯ɳʈ
പൌരനാണ്	paʊɾɐnaːm
പൌരന്	pɔːrən
പൌരന്മാരുടെ	paʊɾəŋmaːɾuʈe
പൌരന്മാരെ	paʊɾn̪mɑːɾɛ
പൌരന്മാര്	paʊɾn̪mɑːɾ
പൌലൊ	pau̯lo
പ്	p
പ്പം	pʌm
പ്പട	paɖ̪
പ്പടെ	paɳɳe
പ്പണം	paːɳaː
പ്പതിനായിരം	pɛt̪inɑjɪɾɑm
പ്പതു	pat̪u
പ്പത്	pɐt̪
പ്പത്തെ	paʈe
പ്പന	pəːnə
പ്പനകള്	pʌnɐkɐɭ
പ്പനക്ക്	pan̪əgu
പ്പനയാണ്	paːnəjaːm
പ്പനയും	pəɳəjuŋ
പ്പന്	pən
പ്പന്നങ്ങള്	pʰɐn̪nɐɭʋ
പ്പമുള്ള	pɐmɯɭː
പ്പമെങ്കിലും	paːmenguːlʌm
