㔂	lan˨˦
毋管	m˥˥kuan˥˧
毋管是啥人共你問	m˥˥kuan˥˧si˧˧sĩã˥˧laŋ˨˦ka˧˧li˥˧mŋ˥˥
毋著	m˥˥tioʔ˨
毋通	m˥˥tʰaŋ˥˥
毋通予一个人包辦	m˥˥tʰaŋ˥˥hɔ˧˧tsit˦e˨˦laŋ˨˦pau˥˥pan˧˧
毋通交不三不四的朋友	m˥˥tʰaŋ˥˥kau˥˥put˨sam˥˥put˨su˨˩e˨˦piŋ˨˦iu˥˧
毋通做了尾仔囝	m˥˥tʰaŋ˥˥tso˨˩liau˥˧bue˥˧a˥˧kĩã˥˧
毋通傷古板！	m˥˥tʰaŋ˥˥sĩũ˥˥kɔ˥˧pan!2
毋通公親變事主	m˥˥tʰaŋ˥˥koŋ˥˥tsʰin˥˥pian˨˩su˧˧tsu˥˧
毋通去予伊抓著	m˥˥tʰaŋ˥˥kʰi˨˩hɔ˧˧i˥˥dziau˨˩tioʔ˨
毋通去予火星噴著	m˥˥tʰaŋ˥˥kʰi˨˩hɔ˧˧hue˥˧tsʰẽ˥˥pʰun˨˩tioʔ˨
毋通去交著王哥柳哥	m˥˥tʰaŋ˥˥kʰi˨˩kau˥˥tioʔ˨oŋ˨˦ko˥˥liu˥˧ko˥˥
毋通妥協	m˥˥tʰaŋ˥˥tʰo˨˩hiap˦
毋通學人做歹囝	m˥˥tʰaŋ˥˥oʔ˨laŋ˨˦tso˨˩pʰãĩ˥˧kĩã˥˧
毋通定定講大話	m˥˥tʰaŋ˥˥tĩã˧˧tĩã˧˧koŋ˥˧tua˧˧ue˧˧
毋通惹著刺查某	m˥˥tʰaŋ˥˥dzia˥˧tioʔ˨tsʰiaʔ˨tsa˥˥bɔ˥˧
毋通看人相拍	m˥˥tʰaŋ˥˥kʰũã˨˩laŋ˨˦sio˥˥pʰaʔ˨
毋通講袂贏人就欲反桌	m˥˥tʰaŋ˥˥koŋ˥˧be˧˧ĩã˨˦laŋ˨˦to˧˧beʔ˨piŋ˥˧toʔ˨
毋通走出去耍	m˥˥tʰaŋ˥˥tsau˥˧tsʰut˨kʰi˨˩sńg1
毋通遐凍霜	m˥˥tʰaŋ˥˥hiaʔ˨taŋ˨˩sŋ˥˥
毋通閣咧外口四界趖	m˥˥tʰaŋ˥˥koʔ˨teʔ˨gua˧˧kʰau˥˧si˨˩ke˨˩so˨˦
毋通食	m˥˥tʰaŋ˥˥tsiaʔ˦
毋通食緊挵破碗	m˥˥tʰaŋ˥˥tsiaʔ˦kin˥˧loŋ˨˩pʰua˨˩ũã˥˧
毋通騎傷緊	m˥˥tʰaŋ˥˥kʰia˨˦sĩũ˥˥kin˥˧
毋過	m˥˥koʔ˨
毋過伊認真拍拚	m˥˥koʔ˨i˥˥dzin˧˧tsin˥˥pʰaʔ˨pĩã˨˩
毋過嘛有副作用	m˥˥koʔ˨ma˧˧u˧˧hu˨˩tsok˨ioŋ˧˧
毋願	m˥˥guan˧˧
毋驚	m˥˥kĩã˥˥
毋驚樹尾做風颱	m˥˥kĩã˥˥tsʰiu˧˧bue˥˧tso˨˩hoŋ˥˥tʰai˥˥
毋驚無犁通拖	m˥˥kĩã˥˥bo˨˦le˨˦tʰaŋ˥˥tʰua˥˥
母	bio˥˧
母	bo˥˧
母	bu˥˧
母仔	bu˥˧a˥˧
母仔囝	bu˥˧a˥˧kĩã˥˧
母囝椅	bu˥˧kĩã˥˧i˥˧
母妗	bu˥˧kim˧˧
母校	bu˥˧hau˧˧
母的	bo˥˧e˨˦
母舅	bu˥˧ku˧˧
母舅公	bu˥˧ku˧˧koŋ˥˥
母舅坐大位	bu˥˧ku˧˧tse˧˧tua˧˧ui˧˧
母親	bu˥˧tsʰin˥˥
母語	bu˥˧gi˥˧
母身	bo˥˧sin˥˥
母金	bo˥˧kim˥˥
母錢	bu˥˧tsĩ˨˦
母體	bu˥˧tʰe˥˧
每	mui˥˧
每年	mui˥˧ni˨˦
每日	mui˥˧dzit˦
毒	tok˨
毒	tʰau˧˧
毒品	tok˨pʰin˥˧
毒害	tok˨hai˧˧
毒性	tok˨siŋ˨˩
毒手	tok˨tsʰiu˥˧
毒素	tok˨sɔ˨˩
毒藥	tok˨ioʔ˨
毒計	tok˨ke˨˩
比	pi˥˧
比並	pi˥˧pʰiŋ˧˧
比例	pi˥˧le˧˧
比喻	pi˥˧dzu˧˧
比如	pi˥˧dzu˨˦
比對	pi˥˧tui˨˩
比才能	pi˥˧tsai˨˦liŋ˨˦
比數	pi˥˧sɔ˨˩
比數差遐濟	pi˥˧sɔ˨˩tsʰa˥˥hiaʔ˨tse˧˧
比武	pi˥˧bu˥˧
比武招親是歌仔戲才有的齣頭	pi˥˧bu˥˧tsio˥˥tsʰin˥˥si˧˧kua˥˥a˥˧hi˨˩tsiaʔ˨u˧˧e˨˦tsʰut˨tʰau˨˦
比氣力	pi˥˧kʰui˨˩lat˦
比照	pi˥˧tsiau˨˩
比率	pi˥˧lut˦
比論	pi˥˧lun˧˧
比論講伊若共你借錢	pi˥˧lun˧˧koŋ˥˧i˥˥na˧˧ka˧˧li˥˧tsioʔ˨tsĩ˨˦
比賽	pi˥˧sai˨˩
比賽會贏會輸無包穩的	pi˥˧sai˨˩e˧˧ĩã˨˦e˧˧su˥˥bo˨˦pau˥˥un˥˧e˨˦
比較	pi˥˧kau˨˩
比重	pi˥˧taŋ˧˧
毛	mŋ˥˥
毛	mɔ˨˦
毛利	mɔ˨˦li˧˧
毛利率	mɔ˨˦li˧˧lut˦
毛呼	mɔ˨˦hõ˥˥
毛呼龜粿粽	mɔ˨˦hõ˥˥ku˥˥kue˥˧tsaŋ˨˩
毛尾仔	mŋ˥˥bue˥˧a˥˧
毛毛仔雨落久	mŋ˥˥mŋ˥˥a˥˧hɔ˧˧loʔ˨ku˥˧
毛毯	mɔ˨˦tʰan˥˧
毛病	mɔ˨˦pẽ˧˧
毛筆	mɔ˨˦pit˨
毛管	mŋ˥˥kńg1
毛繐	mŋ˥˥sui˥˥
毛蟹	mɔ˨˦he˧˧
毛跤	mŋ˥˥kʰa˥˥
毛跤欲修無	mŋ˥˥kʰa˥˥beʔ˨siu˥˥bo˨˦
毛遂	mɔ˨˦sui˧˧
毫克	ho˨˦kʰik˨
毫米	ho˨˦bi˥˧
毯	tʰan˥˧
毯仔	tʰan˥˧a˥˧
毽子	kian˨˩tsi˥˧
氏	si˧˧
氏族	si˧˧tsok˨
民	bin˨˦
民主	bin˨˦tsu˥˧
民事	bin˨˦su˧˧
民代	bin˨˦tai˧˧
民俗	bin˨˦siok˨
民國	bin˨˦kok˨
民心	bin˨˦sim˥˥
民怨	bin˨˦uan˨˩
民意	bin˨˦i˨˩
民政局	bin˨˦tsiŋ˨˩kiok˨
民族	bin˨˦tsok˨
民權西路	bin˨˦kuan˨˦se˥˥lɔ˧˧
民歌	bin˨˦kua˥˥
民法	bin˨˦huat˨
民營	bin˨˦iŋ˨˦
民營化	bin˨˦iŋ˨˦hua˨˩
民生	bin˨˦siŋ˥˥
民眾	bin˨˦tsioŋ˨˩
民航	bin˨˦haŋ˨˦
民航局	bin˨˦haŋ˨˦kiok˨
民調	bin˨˦tiau˧˧
民謠	bin˨˦iau˨˦
民選	bin˨˦suan˥˧
民間	bin˨˦kan˥˥
民雄	bin˨˦hioŋ˨˦
氣	kʰi˨˩
氣	kʰui˨˩
氣一下袂講話	kʰi˨˩tsit˦e˧˧be˧˧koŋ˥˧ue˧˧
氣候	kʰi˨˩hau˧˧
氣力	kʰui˨˩lat˦
氣力十足	kʰui˨˩lat˦tsap˦tsiok˨
氣功	kʰi˨˩koŋ˥˥
氣勢	kʰi˨˩se˨˩
氣口	kʰui˨˩kʰau˥˧
氣味	kʰi˨˩bi˧˧
氣壓	kʰi˨˩ap˨
氣怫怫	kʰi˨˩pʰut˨pʰut˨
氣掣掣	kʰi˨˩tsʰuaʔ˨tsʰuaʔ˨
氣數	kʰi˨˩sɔ˨˩
氣暢忍	kʰi˨˩tʰioŋ˨˩lun˥˧
氣概	kʰi˨˩kʰai˨˩
氣死驗無傷	kʰi˨˩si˥˧giam˧˧bo˨˦sioŋ˥˥
氣氛	kʰi˨˩hun˥˥
氣派	kʰi˨˩pʰai˨˩
氣流	kʰi˨˩liu˨˦
氣溫	kʰi˨˩un˥˥
氣絲仔	kʰui˨˩si˥˥a˥˧
氣色	kʰi˨˩sik˨
氣象	kʰi˨˩sioŋ˧˧
氣象報告講今仔日有大湧	kʰi˨˩sioŋ˧˧po˨˩ko˨˩koŋ˥˧kin˥˥a˥˧dzit˦u˧˧tua˧˧iŋ˥˧
氣質	kʰi˨˩tsit˨
氣身惱命	kʰi˨˩sin˥˥lɔ˥˧mia˧˧
氣運	kʰi˨˩un˧˧
氣體	kʰi˨˩tʰe˥˧
氣魄	kʰi˨˩pʰik˨
氧化	ioŋ˥˧hua˨˩
水	sui˥˧
水	tsui˥˧
水上	tsui˥˧sioŋ˧˧
水井	tsui˥˧tsẽ˥˧
水仙	tsui˥˧sian˥˥
水份	tsui˥˧hun˧˧
水位	tsui˥˧ui˧˧
水利	tsui˥˧li˧˧
水土	tsui˥˧tʰɔ˥˧
水圳	tsui˥˧tsun˨˩
水域	tsui˥˧hik˦
水墨	tsui˥˧bak˦
水壓	tsui˥˧ap˨
水安宮	tsui˥˧an˥˥kioŋ˥˥
水尺	tsui˥˧tsʰioʔ˨
水崩山	tsui˥˧paŋ˥˥sũã˥˥
水平	tsui˥˧piŋ˨˦
水床	tsui˥˧tsʰŋ˥˥
水底	tsui˥˧te˥˧
水庫	tsui˥˧kʰɔ˨˩
水彩	tsui˥˧tsʰai˥˧
水手	tsui˥˧siu˥˧
水拹仔	tsui˥˧hiap˦a˥˧
水晶	tsui˥˧tsĩ˥˥
水晶宮	tsui˥˧tsĩ˥˥kioŋ˥˥
水晶目	tsui˥˧tsĩ˥˥bak˦
水果	tsui˥˧ko˥˧
水梨仔	tsui˥˧lai˨˦a˥˧
水槽	tsui˥˧tso˨˦
水櫃	tsui˥˧kui˧˧
水母	tsui˥˧bo˥˧
水氣	tsui˥˧kʰi˨˩
水池	tsui˥˧ti˨˦
水沖	tsui˥˧tsʰiaŋ˨˦
水泉	tsui˥˧tsũã˨˦
水泱	tsui˥˧ĩã˥˥
水浸粿	tsui˥˧tsim˨˩kue˥˧
水源	tsui˥˧guan˨˦
水源頭	tsui˥˧guan˨˦tʰau˨˦
水準	tsui˥˧tsun˥˧
水溝	tsui˥˧kau˥˥
水溫	tsui˥˧un˥˥
水濺仔	tsui˥˧tsũã˧˧a˥˧
水災	tsui˥˧tsai˥˥
水燈	tsui˥˧tiŋ˥˥
水牛	tsui˥˧gu˨˦
水獺	tsui˥˧tʰuaʔ˨
水珠	tsui˥˧tsu˥˥
水產	tsui˥˧san˥˧
水產試驗所	tsui˥˧san˥˧tsʰi˨˩giam˧˧sɔ˥˧
水田	tsui˥˧tsʰan˨˦
水疱	tsui˥˧pʰa˧˧
水碓	tsui˥˧tui˨˩
水社寮	tsui˥˧sia˧˧liau˨˦
水租	tsui˥˧tsɔ˥˥
水窟仔	tsui˥˧kʰut˨a˥˧
水筆仔	tsui˥˧pit˨a˥˧
水筧	tsui˥˧kiŋ˥˧
水管	tsui˥˧koŋ˥˧
水紅仔色	tsui˥˧aŋ˨˦a˥˧sik˨
水缸	tsui˥˧kŋ˥˥
水脈	tsui˥˧meʔ˦
水芋仔	tsui˥˧ɔ˧˧a˥˧
水蕹菜	tsui˥˧iŋ˨˩tsʰai˨˩
水薰吹	tsui˥˧hun˥˥tsʰue˥˥
水薸	tsui˥˧pʰio˨˦
水蛆	tsui˥˧tsʰi˥˥
水蜜桃	tsui˥˧bit˦tʰo˨˦
水螺	tsui˥˧le˨˦
水觳仔	tsui˥˧kʰok˨a˥˧
水貨	tsui˥˧hue˨˩
水費	tsui˥˧hui˨˩
水質	tsui˥˧tsit˨
水足大港	tsui˥˧tsiok˨tua˧˧kaŋ˥˧
水跤	tsui˥˧kʰa˥˥
水車	tsui˥˧tsʰia˥˥
水道	tsui˥˧to˧˧
水道水	tsui˥˧to˧˧tsui˥˧
水道頭	tsui˥˧to˧˧tʰau˨˦
水里	tsui˥˧li˥˧
水量	tsui˥˧lioŋ˧˧
水鉎	tsui˥˧sian˥˥
水銀	tsui˥˧gin˨˦
水鏡	tsui˥˧kĩã˨˩
水門	tsui˥˧mŋ˥˥
水閘	tsui˥˧tsaʔ˦
水雞	tsui˥˧ke˥˥
水雞泅	tsui˥˧ke˥˥siu˨˦
水電	tsui˥˧tian˧˧
水面	tsui˥˧bin˧˧
水面上	tsui˥˧bin˧˧sioŋ˧˧
水頭	tsui˥˧tʰau˨˦
水餃	tsui˥˧kiau˥˧
水鳥	tsui˥˧tsiau˥˧
水鴛鴦	tsui˥˧uan˥˥ĩũ˥˥
水鴨	tsui˥˧aʔ˨
水龍	tsui˥˧liŋ˨˦
水龍車	tsui˥˧liŋ˨˦tsʰia˥˥
水龜	tsui˥˧ku˥˥
永久	iŋ˥˧kiu˥˧
永安市場	iŋ˥˧an˥˥tsʰi˧˧tĩũ˨˦
永寧	iŋ˥˧liŋ˨˦
永康	iŋ˥˧kʰoŋ˥˥
永春	iŋ˥˧tsʰun˥˥
永樂	iŋ˥˧lok˨
永續	iŋ˥˧siok˨
永遠	iŋ˥˧uan˥˧
永靖	iŋ˥˧tsiŋ˧˧
汁	tsiap˨
求	kiu˨˦
求仙	kiu˨˦sian˥˥
求婚	kiu˨˦hun˥˥
求情	kiu˨˦tsiŋ˨˦
求神問佛	kiu˨˦sin˨˦mŋ˥˥put˦
求職	kiu˨˦tsit˨
求進步	kiu˨˦tsin˨˩pɔ˧˧
汐止	sik˦tsi˥˧
汐科	sik˦kʰo˥˥
汗	kũã˧˧
汗水	kũã˧˧tsui˥˧
汙染	u˥˥dziam˥˧
江	kaŋ˥˥
江南	kaŋ˥˥lam˨˦
江子翠	kaŋ˥˧a˥˧tsʰui˨˩
江山	kaŋ˥˥san˥˥
江湖	kaŋ˥˥ɔ˨˦
池	ti˨˦
池上	ti˨˦sioŋ˧˧
汪洋	oŋ˥˥ioŋ˨˦
汫	tsĩã˥˧
汫水	tsĩã˥˧tsui˥˧
汫水魚	tsĩã˥˧tsui˥˧hi˨˦
汰	tʰai˨˩
汰	tʰua˧˧
汰衫	tʰua˧˧sã˥˥
決定	kuat˨tiŋ˧˧
決心	kuat˨sim˥˥
決戰	kuat˨tsian˨˩
決標	kuat˨pio˥˥
決策	kuat˨tsʰik˨
決議	kuat˨gi˧˧
決賽	kuat˨sai˨˩
汽水	kʰi˨˩tsui˥˧
汽油	kʰi˨˩iu˨˦
汽車	kʰi˨˩tsʰia˥˥
沃	ak˨
沃水	ak˨tsui˥˧
沃澹	ak˨tam˨˦
沃肥	ak˨pui˨˦
沃花	ak˨hue˥˥
沃雨	ak˨hɔ˧˧
沉	tim˨˦
沉底	tim˨˦te˥˧
沉重	tim˨˦taŋ˧˧
沐	bak˨
沐手	bak˨tsʰiu˥˧
沐水	bak˨tsui˥˧
沐沐泅	bok˨bok˨siu˨˦
沒收	but˦siu˥˥
沓	tauʔ˦
沓沓仔	tauʔ˦tauʔ˦a˥˧
沓沓滴滴	tap˦tap˦tiʔ˨tiʔ˨
沓滴	tap˦tiʔ˨
沕	bit˦
沖	tsʰiaŋ˨˦
沖	tsʰioŋ˥˥
沖水	tsʰiaŋ˨˦tsui˥˧
沖沖滾	tsʰiaŋ˨˦tsʰiaŋ˨˦kun˥˧
沖犯	tsʰioŋ˥˥huan˧˧
沖銷	tsʰioŋ˥˥siau˥˥
沙	sua˥˥
沙埔	sua˥˥pɔ˥˥
沙屑	sua˥˥sap˨
沙崙	sua˥˥lun˧˧
沙崙線	sua˥˥lun˧˧sũã˨˩
沙微	sa˥˥bui˥˥
沙拉油	sa˥˥la˥˧iu˨˦
沙挑	sua˥˥tʰio˥˥
沙沙	sua˥˥sua˥˥
沙漠	sua˥˥bok˨
沙畫	sua˥˥ue˧˧
沙線	sua˥˥sũã˨˩
沙耙	sua˥˥pe˨˦
沙茶	sa˥˥te˥˥
沙鹿	sua˥˥lak˨
沙龍巴斯	sa˥˥loŋ˥˥pa˥˥suʔ˨
沫	pʰueʔ˦
沬	bi˧˧
河	ho˨˦
河川	ho˨˦tsʰuan˥˥
河床	ho˨˦tsʰŋ˥˥
河流	ho˨˦liu˨˦
河溪	ho˨˦kʰe˥˥
河邊	ho˨˦pĩ˥˥
油	iu˨˦
油井	iu˨˦tsẽ˥˧
油價	iu˨˦ke˨˩
油垢	iu˨˦kau˥˧
油廠國小	iu˨˦tsʰĩũ˥˧kok˨sio˥˧
油性	iu˨˦siŋ˨˩
油抽	iu˨˦tʰiu˥˥
油桐花	iu˨˦taŋ˨˦hue˥˥
油水	iu˨˦tsui˥˧
油洗洗	iu˨˦se˥˧se˥˧
油滓	iu˨˦tai˥˧
油漆	iu˨˦tsʰat˨
油漏仔	iu˨˦lau˧˧a˥˧
油炸粿	iu˨˦tsiaʔ˦kue˥˧
油煙	iu˨˦ian˥˥
油畫	iu˨˦ue˧˧
油筒仔	iu˨˦taŋ˨˦a˥˧
油紙	iu˨˦tsua˥˧
油罐車	iu˨˦kuan˨˩tsʰia˥˥
油肭肭	iu˨˦leʔ˨leʔ˨
油脂	iu˨˦tsi˥˥
油臊	iu˨˦tsʰo˥˥
油菜	iu˨˦tsʰai˨˩
油菜花	iu˨˦tsʰai˨˩hue˥˥
油蔥	iu˨˦tsʰaŋ˥˥
油蔥粿	iu˨˦tsʰaŋ˥˥kue˥˧
油車	iu˨˦tsʰia˥˥
油車間	iu˨˦tsʰia˥˥kiŋ˥˥
油門	iu˨˦mŋ˥˥
油飯	iu˨˦pŋ˥˥
油魚	iu˨˦hi˨˦
治	ti˧˧
治安	ti˧˧an˥˥
治枵	ti˧˧iau˥˥
治病	ti˧˧pẽ˧˧
治療	ti˧˧liau˨˦
治罪	ti˧˧tsue˧˧
沼平	tsau˥˥piŋ˨˦
沾	tsam˥˥
沿	ian˨˦
沿岸	ian˨˦hũã˧˧
沿海	ian˨˦hai˥˧
沿線	ian˨˦sũã˨˩
沿路	ian˨˦lɔ˧˧
沿途	ian˨˦tɔ˨˦
泄	tsʰua˧˧
泄尿	tsʰua˧˧dzio˧˧
泅	siu˨˦
泅水	siu˨˦tsui˥˧
泉	tsuan˨˦
泉	tsũã˨˦
泉水	tsũã˨˦tsui˥˧
泉源	tsuan˨˦guan˨˦
泏	tsuat˨
泏	tsuaʔ˨
泏	tsuʔ˨
泔	am˥˧
泔糜仔	am˥˧mue˨˦a˥˧
法	huat˨
法人	huat˨dzin˨˦
法令	huat˨liŋ˧˧
法則	huat˨tsik˨
法力	huat˨lik˦
法務	huat˨bu˧˧
法場	huat˨tĩũ˨˦
法官	huat˨kũã˥˥
法定	huat˨tiŋ˧˧
法寶	huat˨po˥˧
法師	huat˨su˥˥
法度	huat˨tɔ˧˧
法庭	huat˨tiŋ˨˦
法律	huat˨lut˦
法文	huat˨bun˨˦
法會	huat˨hue˧˧
法案	huat˨an˨˩
法治	huat˨ti˧˧
法網	huat˨baŋ˧˧
法術	huat˨sut˦
法規	huat˨kui˥˥
法警	huat˨kiŋ˥˧
法辦	huat˨pan˧˧
法醫	huat˨i˥˥
法門	huat˨mŋ˥˥
法院	huat˨ĩ˧˧
泡	pʰau˨˩
泡	pʰo˥˥
泡	pʰo˨˩
泡茶	pʰau˨˩te˨˦
泡麵	pʰau˨˩mi˧˧
波	pʰo˥˥
波動	pʰo˥˥toŋ˧˧
波浪	pʰo˥˥loŋ˧˧
波長	pʰo˥˥tŋ˥˥
注	tsu˨˩
注	tu˨˩
注入	tsu˨˩dzip˦
注大筒的	tsu˨˩tua˧˧taŋ˨˦e˨˦
注射	tsu˨˩sia˧˧
注心	tsu˨˩sim˥˥
注意	tsu˨˩i˨˩
注文	tsu˨˩bun˨˦
注目	tsu˨˩bok˨
注重	tsu˨˩tioŋ˧˧
注音	tsu˨˩im˥˥
泰國菝仔	tʰai˨˩kok˨puat˦a˥˧
泰安	tʰai˨˩an˥˥
泰山	tʰai˨˩san˥˥
泰山貴和	tʰai˨˩san˥˥kui˨˩ho˨˦
洋	ĩũ˨˦
洋服	ĩũ˨˦hok˨
洋樓	ĩũ˨˦lau˨˦
洋蔥	ĩũ˨˦tsʰaŋ˥˥
洋裝	ĩũ˨˦tsoŋ˥˥
洒	se˨˩
洗	se˥˧
洗了無清氣	se˥˧liau˥˧bo˨˦tsʰiŋ˥˥kʰi˨˩
洗喙	se˥˧tsʰui˨˩
洗手面	se˥˧tsʰiu˥˧bin˧˧
洗汰	se˥˧tʰua˧˧
洗浴	se˥˧ik˦
洗淨	se˥˧tsiŋ˧˧
洗牌	se˥˧pai˨˦
洗盪	se˥˧tŋ˥˥
洗石仔	se˥˧tsioʔ˨a˥˧
洗禮	se˥˧le˥˧
洗衫	se˥˧sã˥˥
洗衫店	se˥˧sã˥˥tiam˨˩
洗衫枋	se˥˧sã˥˥paŋ˥˥
洗身軀	se˥˧sin˥˥kʰu˥˥
洗身軀間	se˥˧sin˥˥kʰu˥˥kiŋ˥˥
洗門風	se˥˧mŋ˥˥hoŋ˥˥
洗面	se˥˧bin˧˧
洗面洗耳空	se˥˧bin˧˧se˥˧hĩ˧˧kʰaŋ˥˥
洗髮精	se˥˧huat˨tsiŋ˥˥
洘	kʰo˥˧
洘旱	kʰo˥˧hũã˧˧
洘流	kʰo˥˧lau˨˦
洘秫秫	kʰo˥˧tsut˦tsut˦
洘頭糜	kʰo˥˧tʰau˨˦mue˨˦
洛神花	lok˨sin˨˦hue˥˥
洞	toŋ˧˧
洞房	toŋ˧˧poŋ˨˦
洞簫	toŋ˧˧siau˥˥
津	tin˥˥
津貼	tin˥˥tʰiap˨
洩	siap˦
洩水	siap˦tsui˥˧
洲	tsiu˥˥
活	uaʔ˦
活力	uaʔ˦lik˦
活動	uaʔ˦taŋ˧˧
活性	uaʔ˦siŋ˨˩
活會	uaʔ˦hue˧˧
活欲	uaʔ˦beʔ˨
活水	uaʔ˦tsui˥˧
活潑	huat˦pʰuat˨
活甲九十九	uaʔ˦kaʔ˨kau˥˧tsap˦kau˥˧
活結	uaʔ˦kat˨
活賣	uaʔ˦be˧˧
活路	uaʔ˦lɔ˧˧
活跳跳	uaʔ˦tʰiau˨˩tʰiau˨˩
活錢	uaʔ˦tsĩ˨˦
活魚栽	huat˦hi˨˦tsai˥˥
派	pʰai˨˩
派出所	pʰai˨˩tsʰut˨sɔ˥˧
派系	pʰai˨˩he˧˧
派頭	pʰai˨˩tʰau˨˦
派駐	pʰai˨˩tsu˨˩
流	lau˨˦
流	liu˨˦
流亡	liu˨˦boŋ˨˦
流傳	liu˨˦tʰuan˨˦
流入	lau˨˦dzip˦
流凊汗	lau˨˦tsʰin˨˩kũã˧˧
流動	liu˨˦toŋ˧˧
流動性	liu˨˦toŋ˧˧siŋ˨˩
流動率	liu˨˦toŋ˧˧lut˦
流向	lau˨˦hioŋ˨˩
流域	liu˨˦hik˦
流失	liu˨˦sit˨
流感	liu˨˦kam˥˧
流擺	lau˨˦pai˥˧
流星	liu˨˦tsʰẽ˥˥
流會	liu˨˦hue˧˧
流標	liu˨˦pio˥˥
流水	lau˨˦tsui˥˧
流汗	lau˨˦kũã˧˧
流汗流洘	lau˨˦kũã˧˧lau˨˦kʰo˥˧
流浪	liu˨˦loŋ˧˧
流湯	lau˨˦tʰŋ˥˥
流瀾	lau˨˦nua˧˧
流產	liu˨˦san˥˧
流目屎	lau˨˦bak˦sai˥˧
流程	liu˨˦tiŋ˨˦
流竄	liu˨˦tsʰuan˨˩
流籠	liu˨˦loŋ˨˦
流糍	lau˨˦tsi˨˦
流線	liu˨˦sũã˨˩
流血	lau˨˦hueʔ˨
流行	liu˨˦hiŋ˨˦
流豬哥瀾	lau˨˦ti˥˥ko˥˥nua˧˧
流轉	liu˨˦tsuan˥˧
流通	liu˨˦tʰoŋ˥˥
流速	liu˨˦sok˨
流量	liu˨˦lioŋ˧˧
流露	liu˨˦lɔ˧˧
流鼻	lau˨˦pʰĩ˧˧
流鼻水	lau˨˦pʰĩ˧˧tsui˥˧
浞	tsʰiok˨
浡	pʰu˧˧
浪子	loŋ˧˧tsu˥˧
浪漫	loŋ˧˧ban˧˧
浪蕩	loŋ˧˧toŋ˧˧
浪費	loŋ˧˧hui˨˩
浮	pʰu˨˦
浮冇	pʰu˨˦pʰã˨˩
浮動	pʰu˨˦taŋ˧˧
浮崙	pʰu˨˦lun˧˧
浮沉	pʰu˨˦tim˨˦
浮洲	pʰu˨˦tsiu˥˥a˥˧
浮浪貢	pʰu˨˦loŋ˧˧koŋ˨˩
浮游	pʰu˨˦iu˨˦
浮現	pʰu˨˦hian˧˧
浮石	pʰu˨˦tsioʔ˨
浮雕	pʰu˨˦tiau˥˥
浴場	ik˦tĩũ˨˦
浴桶	ik˦tʰaŋ˥˧
浴間仔	ik˦kiŋ˥˥a˥˧
海	hai˥˧
海上	hai˥˧sioŋ˧˧
海內外	hai˥˧lai˧˧gua˧˧
海協會	hai˥˧hiap˦hue˧˧
海參	hai˥˧sim˥˥
海口	hai˥˧kʰau˥˧
海口腔	hai˥˧kʰau˥˧kʰĩũ˥˥
海味	hai˥˧bi˧˧
海和尚	hai˥˧hue˨˦sĩũ˧˧
海坪	hai˥˧pʰĩã˨˦
海埔	hai˥˧pɔ˥˥
海域	hai˥˧hik˦
海基會	hai˥˧ki˥˥hue˧˧
海報	hai˥˧po˨˩
海墘	hai˥˧kĩ˨˦
海外	hai˥˧gua˧˧
海山	hai˥˧san˥˥
海岸	hai˥˧hũã˧˧
海島	hai˥˧to˥˧
海峽	hai˥˧kiap˨
海帶	hai˥˧tua˨˩
海底	hai˥˧te˥˧
海拔	hai˥˧puat˦
海棠	hai˥˧toŋ˨˦
海水	hai˥˧tsui˥˧
海水倒激	hai˥˧tsui˥˧to˨˩kik˨
海水浴場	hai˥˧tsui˥˧ik˦tĩũ˨˦
海沙埔	hai˥˧sua˥˥pɔ˥˥
海洋	hai˥˧ĩũ˨˦
海海	hai˥˧hai˥˧
海湧	hai˥˧iŋ˥˧
海漲	hai˥˧tioŋ˨˩
海灣	hai˥˧uan˥˥
海狗	hai˥˧kau˥˧
海獺	hai˥˧tʰuaʔ˨
海瓜子	hai˥˧kue˥˥tsi˥˧
海產	hai˥˧san˥˧
海產糜	hai˥˧san˥˧mue˨˦
海科館	hai˥˧kʰo˥˥kuan˥˧
海端	hai˥˧tuan˥˥
海綿	hai˥˧mi˨˦
海線	hai˥˧sũã˨˩
海翁	hai˥˧aŋ˥˥
海菜	hai˥˧tsʰai˨˩
海虼蚻	hai˥˧ka˥˥tsuaʔ˦
海蛇	hai˥˧tsua˨˦
海豬	hai˥˧ti˥˥
海豹	hai˥˧pa˨˩
海賊	hai˥˧tsʰat˦
海軍	hai˥˧kun˥˥
海運	hai˥˧un˧˧
海邊	hai˥˧pĩ˥˥
海量	hai˥˧lioŋ˧˧
海關	hai˥˧kuan˥˥
海面	hai˥˧bin˧˧
海風	hai˥˧hoŋ˥˥
海馬	hai˥˧be˥˧
海鰻	hai˥˧mua˨˦
海鱺仔	hai˥˧le˧˧a˥˧
海龍王	hai˥˧liŋ˨˦oŋ˨˦
海龜	hai˥˧ku˥˥
浸	tsim˨˩
浸柿	tsim˨˩kʰi˧˧
浸水蚵	tsim˨˩tsui˥˧o˨˦
消	siau˥˥
消化	siau˥˥hua˨˩
消基會	siau˥˥ki˥˥hue˧˧
消失	siau˥˥sit˨
消定	siau˥˥tĩã˧˧
消息	siau˥˥sit˨
消敨	siau˥˥tʰau˥˧
消極	siau˥˥kik˦
消毒	siau˥˥tok˨
