5	t
одвојивост	odʋǒjiʋoːst
одвојити	odʋǒjiti
одвратан	ôdʋraːtan
одвратно	ôdʋraːtno
одврнути	odʋřːnuti
одвртати	ǒdʋrtati
одвртети	odʋřteti
одвртјети	odʋřtjeti
одврћивати	odʋrtɕǐːʋati
одвући	ǒdʋuːtɕi
одвјетник	ǒdʋjetniːk
одгађати	odgǎːdʑati
одговарати	odgoʋǎːrati
одговарајући	odgoʋǎːrajuːtɕiː
одговор	ôdgoʋoːr
одговоран	ôdgoʋoːran
одговорити	odgoʋǒːriti
одговорно	ôdgoʋoːrno
одговорност	odgoʋǒːrnoːst
одгода	ôdgoda
одгодити	odgǒditi
одгој	ǒdgoj
одгризати	odgrǐːzati
одгристи	ǒdgristi
одевати	oděːʋati
одел	ǒdel
оделити	oděːliti
одело	oděːlo
оденути	ǒdenuti
одељење	odeʎěːɲe
одељивати	odeʎǐːʋati
одећа	odetʃa
одећа	ôdetɕa
одзад	ǒdzaːd
одзвањати	odzʋǎːɲati
одзвонити	odzʋǒniti
одзвук	ôdzʋuːk
одздрав	ôdzdraːʋ
одздравити	ǒdzdraʋiti
одздрављати	ǒdzdraʋʎati
одзив	ôdziːʋ
одзивати	odzǐːʋati
одисеја	odisěːja
одиста	ôdista
одијевати	odjěːʋati
одијелити	odjěːliti
одијело	odjěːlo
одлагалиште	o˥˩ːdla˥˩ːgaliʃte
одлазак	ǒdlazak
одлазити	ǒdlaziti
одламати	odlǎːmati
одледити	odlěditi
одлетати	odlěːtati
одлетети	odlěteti
одлетјети	odlětjeti
одлеђивати	odledʑǐːʋati
одлика	ôdlika
одликовати	ǒdlikoʋati
одликовање	odlikoʋǎːɲe
одличан	ôdlitʃan
одлично	ôdlitʃno
одличје	ǒdliːtʃje
одлијетати	odlijěːtati
одломак	ǒdlomak
одломити	odlǒmiti
одлука	ôdluka
одлутати	odlǔːtati
одлучан	ôdluːtʃan
одлучивати	odlutʃǐːʋati
одлучити	odlǔːtʃiti
одлучно	ôdluːtʃno
одлучност	odlǔːtʃnoːst
одлучујући	odlǔtʃujuːtɕiː
одмагати	odmǎːgati
одмазда	ǒdmazda
одмак	ôdmaːk
одмакнути	odmǎknuti
одмалена	odmalěna
одмамити	odmǎːmiti
одмамљивати	odmamʎǐːʋati
одмаралиште	odmǎraliːʃte
одмарати	odmǎːrati
одмах	ôdmaːx
одмаћи	ǒdmatɕi
одмеравати	odmerǎːʋati
одмерен	ǒdmeren
одмереност	ǒdmerenoːst
одмерити	ǒdmeriti
одметник	ǒdmetniːk
одмицати	ǒdmitsati
одмор	ǒdmor
одморан	ôdmoːran
одморити	odmǒriti
одмотавати	odmotǎːʋati
одмотати	odmǒtati
одмоћи	ǒdmotɕi
одмјеравати	odmjerǎːʋati
одмјерен	ǒdmjeren
одмјереност	ǒdmjerenoːst
одмјерити	ǒdmjeriti
однародити	odnǎːroditi
однарођивати	odnarodʑǐːʋati
однедавна	ǒdnedaːʋna
однедавно	ǒdnedaːʋno
однекле	ǒdnekle
однекуд	ǒdnekud
однекуда	ǒdnekuda
однети	ǒdneːti
однијети	ǒdnjeːti
однос	ǒdnos
односити	odnǒsiti
односно	ǒdnosno
одобравати	odobrǎːʋati
одобрење	odobrěːɲe
одобрити	odǒbriti
одобровољивати	odobroʋoʎǐːʋati
одобровољити	odobroʋǒʎiti
одозго	odǒzgoː
одоздо	odǒzdoː
одоземак	odozemak
одока	ôdoka
одолевати	odolěːʋati
одолети	odǒleti
одолијевати	odoljěːʋati
одонда	ǒdoːnda
одора	ǒdora
одољен	odǒʎen
одољети	odǒʎeti
одрадити	odrǎːditi
одраз	ôdraːz
одрастати	odrǎːstati
одрасти	ǒdraːsti
одрађивати	odradʑǐːʋati
одред	ôdreːd
одредба	ǒdredba
одредити	odrěːditi
одредиште	ǒdrediːʃte
одредница	ǒdrednitsa
одрезак	ǒdrezak
одрезати	ǒdrezati
одређен	ǒdreːdʑen
одређено	ǒdreːdʑeno
одређивати	odredʑǐːʋati
одређивање	odredʑǐːʋaːɲe
одрећи	ǒdretɕi
одржавати	odrʒǎːʋati
одржати	odřʒati
одржив	odřʒiʋ
одрицати	odrǐːtsati
одродити	odrǒditi
одрон	ǒdron
одсад	ǒdsad
одсада	ǒdsada
одсецати	odsěːtsati
одсећи	ǒdsetɕi
одсијецати	odsijěːtsati
одскок	ǒdskok
одстранити	odstrǎːniti
одстрањивати	odstraɲǐːʋati
одстрел	ǒdstrel
одстрелити	odstrěːliti
одстрељивати	odstreʎǐːʋati
одстријелити	odstrijěːliti
одступати	odstǔːpati
одступити	odstǔːpiti
одсуство	ǒdsustʋo
одсутан	ôdsuːtan
одсјећи	ǒdsjetɕi
одувек	ǒduʋeːk
одувијек	ǒduʋjeːk
одуговлачити	odugoʋlǎːtʃiti
одударати	odǔdarati
одузети	odǔzeːti
одузимати	aduzimati
одузимати	odǔzimati
одупрети	odǔpreːti
одупријети	odǔprjeːti
одуран	ôduːran
одурно	ôduːrno
одустати	oduːstati
одустати	odǔstati
одустајати	odǔstajati
одушевљење	oduʃeʋʎěːɲe
одшколовати	ǒdʃkoloʋati
одшкринути	odʃkrǐːnuti
одштета	ôdʃteta
одјава	ôdjaʋa
одјавити	odjǎːʋiti
одјављивати	odjaʋʎǐːʋati
одјахати	ǒdjaxati
одјахивати	odjaxǐːʋati
одјебати	odjěbati
одјевни	ǒdjeːʋniː
одједанпут	odjedǎnpuːt
одједном	odjědnoːm
одјек	ôdjeːk
одјекивати	odjekǐːʋati
одјекнути	odjěːknuti
одјел	ǒdjel
одјенути	ǒdjenuti
одјељење	odjeʎěːɲe
одјељивати	odjeʎǐːʋati
одјећа	ôdjetɕa
одјурити	odjǔːriti
одљутити	odʎǔːtiti
оженити	oʒěniti
оживети	oʒǐːʋeti
оживити	oʒǐːʋiti
оживотворавати	oʒiʋotʋorǎːʋati
оживотворити	oʒiʋotʋǒriti
оживјети	oʒǐːʋjeti
оживљавати	oʒiʋʎǎːʋati
ожиљак	oʒiʝak
ожиљак	ǒʒiʎak
ожиљни	ǒʒiːʎniː
озбиљан	ôzbiːʎan
озбиљно	ôzbiːʎno
озбиљност	ozbǐːʎnoːst
оздо	ǒzdoː
озледа	ôzleda
озледити	ozlěːditi
озлеђен	ǒzleːdʑen
озлеђивати	ozledʑǐːʋati
озлиједити	ozljěːditi
озлијеђен	ǒzlijeːdʑen
ознака	oznakam
ознака	ôznaka
означавати	oznatʃǎːʋati
означивач	oznatʃǐʋaːtʃ
означити	oznǎːtʃiti
озон	ǒzoːn
озонски	ǒzoːnskiː
озљеда	ôzʎeda
озљеђивати	ozʎedʑǐːʋati
оивичивати	oiʋitʃǐːʋati
оивичити	ǒiʋitʃiti
ока	ǒka
оканити	okǎːniti
окарина	okarǐːna
оквир	ǒkʋiːr
оквиран	ôkʋiːran
оквирима	okvirima
оквиру	ɔkviru
океан	okěaːn
окивати	okǐːʋati
окитити	ǒkititi
оклагија	oklǎgija
оклевати	oklěːʋati
оклијевати	okljěːʋati
оклузив	oklǔziːʋ
окно	ǒkno
око	ôko
оков	ǒkoʋ
оковати	okǒʋati
околина	ǒkolina
околишати	okolǐʃati
околни	ǒkoːlniː
околност	okǒːlnoːst
около	ôkolo
окомит	ǒkomit
окончавати	okontʃǎːʋati
окончати	okǒntʃati
окот	ǒkot
окрадати	okrǎːdati
окрасти	ǒkrasti
окрвавити	okrʋǎːʋiti
окренути	okrěːnuti
окрет	ôkreːt
окретан	ôkreːtan
окретати	okrěːtati
окривити	okrǐːʋiti
окривљавати	okriʋʎǎːʋati
окривљивати	okriʋʎǐːʋati
округ	ôkruːg
округао	okrǔːgao
окружење	okruʒěːɲe
окруживати	okruʒǐːʋati
окружити	okrǔːʒiti
окрутан	ôkruːtan
окрутно	ôkruːtno
окрутност	okrǔːtnoːst
окршај	ôkrʃaːj
оксид	ǒksiːd
оксидација	oksidǎːtsija
октава	oktǎːʋa
октан	ǒktaːn
октет	ǒkteːt
октобар	ǒktoːbar
октобарски	ǒktoːbarskiː
октопод	oktǒpoːd
окука	ôkuka
окултан	ǒkultan
окултизам	okultǐzam
окуп	ǒkup
окупатор	okǔpaːtor
окупација	okupǎːtsija
окупити	ǒkupiti
окупљати	okǔːpʎati
окусити	ǒkusiti
окусни	ǒkusniː
олабавити	ǒlabaʋiti
олак	ôlak
олако	ôlako
олакотан	ôlakotan
олакотност	ôlakotnoːst
олакшавати	olakʃǎːʋati
олакшати	olǎkʃati
олакшање	olakʃǎːɲe
олакшица	ǒlakʃitsa
олеандар	olěaːndar
олеандров	olěaːndroʋ
олеат	olěaːt
олиб	ǒlib
олибљанин	ǒlibʎanin
олигарх	olǐgarx
олигархија	oligǎrxija
олигархијски	oligǎrxiːjski
олигархијски	oligǎrxiːjskiː
олимпизам	olimpǐzam
олимпија	olǐmpija
олимпијски	olǐmpiːjski
олимпијски	olǐmpiːjskiː
оличавати	olitʃǎːʋati
оличење	olitʃěːɲe
оличити	olǐːtʃiti
олован	ôloːʋan
олово	ôloʋo
олош	ôloʃ
олтар	ǒltaːr
олтарни	ǒltaːrniː
олук	ǒluk
олупина	ǒlupina
олуја	oluuja
олуја	olǔːja
олујни	ǒluːjniː
омален	ômalen
омаловажавати	omaloʋaʒǎːʋati
омаловажити	omaloʋǎːʒiti
омамити	omǎːmiti
омамљив	omǎmʎiʋ
омамљивати	omamʎǐːʋati
оман	ǒman
оманула	oˈmaːnula
омашка	ǒmaʃka
омањи	ômaɲiː
омбудсман	ombǔdzman
омекшавати	omekʃǎːʋati
омекшати	oměkʃati
омекшивач	omekʃǐʋaːtʃ
омести	ǒmeːsti
ометати	oměːtati
оминозан	ôminoːzan
омиш	ǒmiːʃ
омишанин	omǐːʃanin
омишки	ǒmiːʃkiː
омиљен	ǒmiʎen
омиљена	omilena
омладина	ǒmladina
омладинац	omladǐːnats
омогућавати	omogutɕǎːʋati
омогућивати	omogutɕǐːʋati
омогућити	omogǔːtɕiti
омот	ǒmot
омотати	omǒtati
омотач	omǒtaːtʃ
омофор	omǒfoːr
омражен	ǒmraʒen
омск	ômsk
он	ôːn
она	ǒna
онакав	onǎkaːʋ
онако	onǎkoː
онамо	ǒnaːmo
онанирати	onanǐːrati
онанија	onǎnija
онај	onajð̞
онда	ond̪e
онда	ôndaː
ондашњи	ǒndaʃɲiː
онде	ǒːnde
ондје	ǒːndje
оне	pone
оне	ǒne
онемогућавати	onemogutɕǎːʋati
онемогућивати	onemogutɕǐːʋati
онемогућити	onemogǔːtɕiti
онеспособити	onesposǒbiti
онеспособљавати	onesposobʎǎːʋati
онеспособљивати	onesposobʎǐːʋati
онечистити	onětʃistiti
онечишћеност	onětʃiʃtɕenoːst
онечишћење	onetʃiʃtɕěːɲe
онечишћивати	onetʃiʃtɕǐːʋati
онечишћивач	onetʃiʃtɕǐʋaːtʃ
они	ǒni
оникс	oːnik
оних	oːniːx
онкологија	onkolǒgija
оно	ǒno
оно	ˈono
онолик	onǒlik
онолико	onolǐkoː
ономастика	onomǎstika
ономатопеја	onomatopěːja
онтарио	ontâːrio
онтогенеза	ontogěneza
онтогенија	ontogěnija
онтологија	ontolǒgija
онтолошки	ontǒloʃkiː
онуд	ǒnud
онуда	ǒnuda
опадати	opǎːdati
опажати	opǎːʒati
опазити	ǒpaziti
опак	ôpaːk
опако	ôpaːko
опакост	ôpaːkoːst
опанак	ǒpanak
опасан	ôpaːsan
опасати	opǎsati
опасач	opǎsaːtʃ
опасивати	opasǐːʋati
опаска	ǒpaska
опасно	o˩˥ːpasno˥˩ː
опасно	ôpaːsno
опасност	opǎːsnoːst
опасти	ǒpasti
опат	ǒpat
опатица	opǎtitsa
опатија	opǎːtija
опачина	opǎtʃina
опека	ôpeka
опекотина	opekǒtina
опера	ôpera
оперативан	ôperatiːʋan
оператор	opěraːtor
операција	opɛraːtsija
оперета	operěta
опет	ôpeːt
опећи	ǒpetɕi
опип	ǒpip
опипавати	opipǎːʋati
опипати	ǒpipati
опипљив	opǐpʎiʋ
опис	hoʊpiz
опис	ǒpis
описати	opǐːsati
описивати	opisǐːʋati
опити	ǒpiti
опијат	opǐjaːt
опијати	opǐːjati
опијум	ǒpijuːm
опклада	ôpklada
опкоп	ǒpkop
оплата	ôplata
оплеменити	opleměniti
оплемењивати	oplemeɲǐːʋati
оплећак	ǒpletɕak
оплећје	ǒpleːtɕje
опловити	oplǒʋiti
оплодан	ǒplodan
оплодити	oplǒditi
оплодња	oplǒdɲa
оплођивати	oplodʑǐːʋati
опна	ǒpna
оповргавати	opoʋrgǎːʋati
оповргнути	opǒʋrgnuti
оповрћи	opǒʋr̩tɕi
опозвати	opǒzʋati
опозивати	opozǐːʋati
опозиција	opozǐːtsija
опомена	ôpomena
опоменути	opoměːnuti
опомињати	opǒmiɲati
опонашати	oponǎːʃati
опонент	opǒnent
опонирати	oponǐːrati
опор	opar
опор	ôpor
опоравак	opǒraʋak
опоравити	opǒraʋiti
опорављати	opǒraʋʎati
опорезив	oporěziʋ
опорезивати	oporezǐːʋati
опорезовати	opǒrezoʋati
опорећи	opǒretɕi
опорицати	opǒritsati
опортун	ôportuːn
опортунизам	oportunǐzam
опосум	ôposum
опојан	ǒpoːjan
оправдан	ǒpraːʋdaːn
оправдано	ǒpraːʋdano
оправдати	ǒpraːʋdati
оправдање	opraʋdǎːɲe
опрати	ǒprati
опраштати	oprǎːʃtati
определити	opreděːliti
опредељивати	opredeʎǐːʋati
опредијелити	opredjěːliti
опредјељивати	opredjeʎǐːʋati
опрез	ôpreːz
опрезан	ôpreːzan
опрезно	ôpreːzno
опрека	ôpreka
опрема	ôprema
опремати	oprěːmati
опремити	oprěːmiti
опресија	oprěsija
опречан	ôpretʃan
опричати	oprǐːtʃati
опрост	ǒprost
опростити	oprǒstiti
опруга	ôpruga
опсада	ôpsada
опсег	ôpseːg
опседати	opsěːdati
опсежан	ôpseːʒan
опсежно	ôpseːʒno
опсена	ôpsena
опсерваториј	opserʋǎtoːriːj
опсесиван	ôpsesiːʋan
опсесивно	ôpsesiːʋno
опсесија	opsěsija
опсести	ǒpsesti
опсидијан	opsidǐjaːn
опскуран	ôpskuːran
опсовати	opsǒʋati
опстанак	ǒpstanak
опстати	ǒpstati
опструкција	opstrǔktsija
опсцен	ôpstsen
опсједати	opsjěːdati
опсјена	ôpsjena
опсјести	ǒpsjesti
оптеретити	optěretiti
оптерећивати	opteretɕǐːʋati
оптика	ǒptika
оптималан	ôptimaːlan
оптимално	ôptimaːlno
оптимизам	optimǐzam
оптужба	ǒptuʒba
оптуженик	optuʒěniːk
