!ਨਵੀਂ	nəviː
ਫਾਜ਼ਿਲਕਾ	fəɻɪlkɑː
ਫਿਊਚਰ	ɸɪ̯ʊtʃər
ਫਿਊਲ	fiːuːl
ਫਿਕਰ	ɸɪkɾ
ਫਿਕਰਾ	ɸɪkɾa
ਫਿਕਸ	ɸɪkːs
ਫਿਕਸਿੰਗ	ɸɪksɪŋ
ਫਿਗਰ	ɸɪgər
ਫਿਚ	ɸɪtʃ
ਫਿਜੀ	ɸɪdʒiː
ਫਿਜੀਓ	ɸɪdʒiːoː
ਫਿਟ	ɸɪt̪
ਫਿਟਨਸ	ɸɪt̪n̪s
ਫਿਟਨੈੱਸ	ɸɪt̪nɛːs
ਫਿਨਲੈਂਡ	ɸɪnlæ̀ːnd̪
ਫਿਨਾਲੇ	ɸɪnɑːlə
ਫਿਨਿਸ਼	fənɪʃ
ਫਿਨਿਸ਼ਰ	fənɪʃər
ਫਿਨਿਸ਼ਿਰ	ɸɪnɪʃɪr
ਫਿਨੀਸ਼ਰ	ɸɪnɪʃər
ਫਿਫਟੀ	ɸɪftiː
ਫਿਰ	ɸɪr
ਫਿਰਕੀ	ɸɪɾkiː
ਫਿਰਕੂ	ɸɪɾkʊ
ਫਿਰਦੇ	ɸɪɾde
ਫਿਰਦੌਸ	ɸɪɾɗɔːs
ਫਿਰਨ	ɸɪɾn̪
ਫਿਰੋਜ਼ਪੁਰ	ɸɪɾoːzpʊɾ
ਫਿਰੋਜ਼ਪੁਰ	ɸɪɾoːdʒpʊɾ
ਫਿਰੋਜ਼ਸ਼ਾਹ	ɸɪɾoːʐəsaː
ਫਿਰੋਜ਼ਾਬਾਦ	ɸɪɾoːʐɑːbɑːd̪
ਫਿਲ	ɸɪl
ਫਿਲਮ	ɸɪlm
ਫਿਲਮਕਾਰ	ɸɪlmkɑːr
ਫਿਲਮਫੇਅਰ	ɸɪlmɸɛ́ːɾ
ਫਿਲਮਮੇਕਰ	ɸɪlmːeːkəɾ
ਫਿਲਮਸਟਾਰ	ɸɪlmʃt̪aːr
ਫਿਲਮਸਾਜ਼	ɸɪlməsɑz
ਫਿਲਮਾਂ	ɸɪlmɑ̃ː
ਫਿਲਮਾਇਆ	ɸɪlːəmaɪə
ਫਿਲਮਾਏ	ɸɪlːmɑːe
ਫਿਲਮੀ	ɸɪlmiː
ਫਿਲਮਜ਼	ɸɪlmz̪
ਫਿਲਹਾਲ	ɸɪlɦɑːl
ਫਿਲੌਰ	ɸɪlɔːr
ਫਿਸਲ	ɸɪsəl
ਫਿਸਲੀ	ɸɪsliː
ਫਿ਼ਲਮ	ɸɪlːm
ਫਿ਼ਲਮਸਾਜ਼	ɸɪlːməsɑːdʒ
ਫਿ਼ਲਮਾਂ	ɸɪlːə̃ː
ਫਿ਼ਲਮਾਇਆ	ɸɪlmaːjɑː
ਫਿ਼ਲਮੀ	ɸɪlmi
ਫਿਜ਼ਿਕਲ	ɸɪzɪkəl
ਫਿਜ਼ੀਕਲ	ɸɪzɪkəl
ਫਿੰਚ	ɸɪ̃tʃ
ਫਿੱਕਾ	ɸɪkːə
ਫਿੱਕੀ	ɸɪkːiː
ਫਿੱਕੇ	ɸɪkːe
ਫਿੱਚ	ɸɪt̪ːʃ
ਫਿੱਟ	ɸɪt̪ː
ਫਿੱਟਜੋਰਾਏ	ɸɪtːdʒoːɾɑːe
ਫੀਚਰਜ਼	ɸiːtʃəɾz
ਫੀਚਰਸ	ɸiːtʃərs
ਫੀਡ	ɸiːɖ
ਫੀਨਾ	fiːnɑː
ਫੀਫਾ	ɸiːɸɑː
ਫੀਮੇਲ	ɸiːmeːl
ਫੀਲ	ɸiːl
ਫੀਲਡ	ɸiːɭː
ਫੀਲਡਰ	ɸiːɭːd̪əɾ
ਫੀਲਡਰਾਂ	ɸiːɭːɽɑ̃ː
ਫੀਲਡਿੰਗ	ɸiːɭɖɪŋ
ਫੀਸ	fiːs
ਫੀਸਦ	phisɛd
ਫੀਸਦੀ	ɸiːsd̪iː
ਫੀਸਦੀ)	phisːd̪i
ਫੀਸਦੀ ਵਧਿਆ	phisːd̪iː‿ʋəɖʰiː
ਫੁ	ɸʊ
ਫੁਟਬਾਲ	ɸʊʈbɑːl
ਫੁਟੱਬਾਲ	ɸʊʈːɑːl
ਫੁਲਕਾ	ɸʊlkɑː
ਫੁੱਟ	ɸʊt̪ː
ਫੁੱਟਬਾਲ	ɸʊːʈːbɑːl
ਫੁੱਟਬਾਲਰ	ɸʊːʈːbɑːlɾ
ਫੁੱਲ	ɸʊɭː
ਫੁੱਲਟਾਸ	ɸʊɭːt̪ɑːs
ਫੁੱਲਾਂ	ɸʊlɑ̃ː
ਫੂਕ	fuːk
ਫੂਕਣ	fuːkəɳ
ਫੂਕਫੂਕ	ɸuːkɸuːk
ਫੂਟੀ	ɸuːʈiː
ਫੂਡ	ɸuːɖ
ਫੂਲ	fuːl
ਫੂਲਕਾ	ɸuːlka
ਫੂਲਮਾਲੀ	ɸuːlmaːliː
ਫੂਲੇ	ɸuːle
ਫੂਸ	fɔːs
ਫੇਅਰ	feːr
ਫੇਅਰਲੈਡ	feːɾleːɖ
ਫੇਡ	feːɖ
ਫੇਡਰੇਸ਼ਨ	fəɖəɾeːʃən
ਫੇਫੜਿਆਂ	feːpʰɾiːə̯
ਫੇਮ	feːm
ਫੇਮਸ	feːməs
ਫੇਰਦੇ	fəɾde
ਫੇਰਨ	fəɾən
ਫੇਰਬਦਲ	fəɾbədəl
ਫੇਰਾ	fəɾə
ਫੇਰਿਆ	fəɾiə
ਫੇਰੀ	feːri
ਫੇਰੇ	fəɾeː
ਫੇਲ	feːl
ਫੇਲੁਕਵਾਇਓ	feːlʊkwaːio
ਫੇਲ੍ਹ	feːl̪ː
ਫੇਸ1	feːs
ਫੇਸਬੁੱਕ	fəseːbʊk
ਫੇਸਵਨ	fəseʋən
ਫੈਂਜ਼	ɸæ̃ːz
ਫੈਂਸ	fæ̃ːs
ਫੈਕਟ	fəkt̪
ਫੈਕਟਰ'	fəkt̪əɾ
ਫੈਕਟਰੀ	fəˈkt̪ɾi
ਫੈਕਟਰੀਆ	fəkt̪ɾiɑː
ਫੈਕਟਰੀਆਂ	fəkt̪ɾiːɔ̯
ਫੈਟ	fəʈː
ਫੈਡ	feːɖ
ਫੈਡਰਰ	feːɖəɾː
ਫੈਡਰੇਸ਼ਨ	fədeːrɛʃən
ਫੈਨ	ɸɛːn
ਫੈਨਜ਼	ɸɛːnz
ਫੈਨਸ	fəɪns
ਫੈਨਸਿੰਗ	fəɪnsɪŋ
ਫੈਮਲੀ	feːməliː
ਫੈਮਿਲੀ	feːmɪliː
ਫੈਲ	feːl
ਫੈਲਣ	feːlən
ਫੈਲਾ	feːlə
ਫੈਲਾਉਣ	feːlɑuɳ
ਫੈਲਾਏ	feːlɑːeː
ਫੈਲਿਆ	feːliːə
ਫੈਲੀ	feːliː
ਫੈਲੀਆਂ	feːliːe̯
ਫੈਲੇ	feːle
ਫੈਸਟਿਵ	feːsʈɪb
ਫੈਸਟੀਵਲ	feːst̪iːbəl
ਫੈਸਲਿਆਂ	feːslijɑ̃
ਫੈਸ਼ਨ	fəɪʃn̪
ਫੋਕਸ	fɔkːs
ਫੋਗਾਟ	fɔːgɑːt
ਫੋਟੋ	foːt̪oː
ਫੋਟੋ16	fɔːt̪oː
ਫੋਟੋ।	foːtoː
ਫੋਟੋਆਂ	foːt̪o̯ɑ̃ː
ਫੋਟੋਗ੍ਰਾਫੀ	foːtoːgraːfɪ
ਫੋਟੋਸ਼ੂਟ	foːt̪oːʃuːt̪
ਫੋਨ	foːn
ਫੋਨਾਂ	fɔnɑ̃
ਫੋਮ	fɔm
ਫੋਰਟਿਸ	fɔːɾt̪ɪs
ਫੋਰਡ	fɔːɾɪə̯
ਫੋਰਬਸ	foːbəs
ਫੋਰਸ	fɔːrs
ਫੋਰੈਂਸਿਕ	foːrɛːnsɪk
ਫੋਲੋ	foːloː
ਫੋਲੋਇੰਗ	foːloːɪŋ
ਫੌਜ	fəʊdʒ
ਫੌਜ ਮੁਖੀ	fəʊdʒmʊkʰiː
ਫੌਜੀ	foːdʒi
ਫੌਜੀ	fəʊdʒiː
ਫ੍ਰਾਡ	frɑːɗ
ਫ੍ਰੀਸਟਾਈਲ	fr̥iːstɑɪl
ਫ੍ਰੇਮ	frɛːm
ਫ੍ਰੈਂਕਫਰਟ	fræŋkfɾət
ਫਖ਼ਰ	fɪr
ਫੜ	ɸəɽ
ਫੜਦੇ	ɸəɽd̪eː
ਫੜਨ	ɸəɳ
ਫੜਨਵੀਸ	ɸəɳəbeːs
ਫੜਾ	ɸəɽa
ਫੜਿਆ	ɸəɽjɑː
ਫੜਿਆ।	ɸəɽjɑː
ਫੜੀ	ɸəɽiː
ਫੜੀ।	ɸəɽiː
ਫੜੇ	ɸəɽe
ਫੜ੍ਹ	ɸəɽʰ
ਫੜ੍ਹੇ	ɸəɽʰeː
ਫੰਕਸ਼ਨ	ɸəŋkʃən
ਫੰਡ	ɸə̃ːɳɖ
ਫੰਡਾਂ	ɸə̃ɳɖɑ̃ː
ਫੰਡਿੰਗ	ɸə̃ɳɖɪŋ
ਫੰਡਜ਼	ɸə̃ɳɖː
ਫੱਰਾਟਾ	ɸəɾɑːt̪ə
ਫੱਸ	ɸɑs
ਬ	ɓ
ਬਕਰ	ɓkər
ਬਕਵਾਸ	ɓkʋɑːs
ਬਕਾਇਆ	bəkɑːjɑː
ਬਕਾਇਦਾ	bəkɑːɪd̪ə
ਬਕਾਏ	bəkaːe
ਬਕਾਲਾ	bəˈkɑːlə
ਬਕੌਲ	bəkoːl
ਬਖਸ਼ਿਆ	bəkʃɪə
ਬਖ਼ਸ਼	bəkʰʃ
ਬਗ਼ਾਵਤ	baːgɑːʋɑːt
ਬਗ਼ਾਵਤੀ	bagɑːʋt̪iː
ਬਗਾਵਤ	baːgaːʋət̪
ਬਗੈਰ	baːgɛːɾ
ਬਘੇਲ	baːɣeːl
ਬਚਣ	ɓətʃəɳ
ਬਚਣਾ	ɓətʃəɳɑː
ਬਚਦੇ	ɓəʧdeː
ਬਚਨ	batʃən
ਬਚਪਨ	ɓəʧpən
ਬਚਾ	batʃɑː
ਬਚਾਅ	batʃɑː
ਬਚਾਇਆ	bətʃɑːjɑː
ਬਚਾਇਆ।	bətʃɑːjɑː
ਬਚਾਉਣਾ	ɓətʃɑ̃ːuɳɑ̃
ਬਚਾਏ	ɓətʃɑːe
ਬਚਾਓ	batʃɑːo̯
ਬਚਿਆ	ɓətʃjɑː
ਬਚਿੱਤਰ	ɓəʧːɪt̪ɾ
ਬਚੀ	ɓɑtʃiː
ਬਚੀਆਂ	ɓətʃiːə̃
ਬਚੇ	ɓətʃʰeː
ਬਚੇਗਾ।	batʃeːgɑ
ਬਚੋ	ɓəʈʃoː
ਬਚੋ।	ɓətʃoː
ਬਜਰੰਗ	bədʒəɾəŋ
ਬਜ਼ੁਰਗ	bazuɾəg
ਬਜਾਇ	bədʒɑːiː
ਬਜਾਏ	bədʒɑːeː
ਬਜਾਜ	bədʒɑːdʒ
ਬਟਨ	ɓəʈːən
ਬਟਲਰ	ɓəʈːələɾ
ਬਟਵਾਰੇ	ɓəʈʋɑːɾe
ਬਟਾਲਾ	ɓəʈɑːlə
ਬਟਾਲੀਅਨ	ɓəʈɑːli̯ɑ̄n
ਬਟੋਰ	ɓəʈoːr
ਬਟੋਰਨ	ɓəʈoːrn
ਬਟੋਰੀਆਂ	ɓəʈoːɾiːə̯
ਬਠਿੰਡਾ	ɓəʈɪ̀ɳɖɑː
ਬਠਿੰਡੇ	ɓəʈɪ̃ːɳɖeː
ਬਡਗਾਮ	ɓəɖgaːm
ਬਣ	ɓə̃
ਬਣਜਾਰਾ	bəɳdʒɑːɾɑː
ਬਣਜਾਰੇ	bəɳdʒɑːɾe
ਬਣਤਰ	bə̃ːʈəɾ
ਬਣਦਾ	bəɳɖə
ਬਣਦਿਆਂ	ɓəɳd̪iə̃
ਬਣਦੀ	ɓəɳɖiː
ਬਣਦੇ	bande
ਬਣਨਗੀ	ɓənəŋi
ਬਣਨਾ	bannə
ਬਣਨੀ	banni
ਬਣਵਾ	banwɑ
ਬਣਵਾਈ	ɓənʋaːi
ਬਣਾ	baɳa
ਬਣਾਇਆ	bəɳɑːjɑː
ਬਣਾਇਆ।	bəɳɑːjɑː
ਬਣਾਈ	bəɳɑːiː
ਬਣਾਈ।	bəɳɑːiː
ਬਣਾਈਆਂ	bəɳɑːiɑ̃ː
ਬਣਾਈਆਂ।	bəɳɑːiæ̃ː
ਬਣਾਈਮਨਪ੍ਰੀਤ	bəɳɑːiːmənpɾiːt
ਬਣਾਉਂਦਾ	bəɳɔː̃ːɖə
ਬਣਾਉਂਦਿਆਂ	bəɳɔ̃ːd̪jɑ̃ː
ਬਣਾਉਂਦੀ	ɓənaːʊ̯ndi
ਬਣਾਉਂਦੇ	bəɳɔː̃ːɖə
ਬਣਾਉਣ	bəɳɔː̃
ਬਣਾਉਣ ਦਾ	ɓənaːuɳːd̪aː
ਬਣਾਉਣਗੇ।	bəɳɔːŋeː
ਬਣਾਉਣਾ	bəɳɔːɳɑː
ਬਣਾਉਣੀ	ɓənaːuɲiː
ਬਣਾਉਣੀਆਂ	bəɳɔːɳiːə
ਬਣਾਉਣੇ	ɓənaːuɳe
ਬਣਾਏ	ɓəɳaːi̯
ਬਣਾਏ।	bəɳɑːeː
ਬਣਾਏਗਾ।	baɳaːegaː
ਬਣਾਏਗੀ	bəɳɑːɪgiː
ਬਣਾਏਗੀ।	bəɳɑːeːgiː
ਬਣਾਓ।	ɓəɳoː
ਬਣਾਕੇ	bəɳɑːkɛː
ਬਣਾਵਾਂਗਾ	bəɳɑːʋɑːŋgɑː
ਬਣਾਵਾਂਗੇ	bəɳɑːʋɑːŋe
ਬਣਾਵਾਂਗੇ।	bəɳɑːʋɑːŋeː
ਬਣਾਵੇਗਾ	bəɳɑːʋeːgɑː
ਬਣਿਆ	bəɳjɑː
ਬਣਿਆ।	banjɑː
ਬਣੀ	bəɳiː
ਬਣੀ।	bani
ਬਣੇ	ban̪e
ਬਣੇ	bəneː
ਬਣੇ।	bəneː
ਬਣੇਗਾ	bəneːgə
ਬਣੇਗਾ।	bəneːgə
ਬਣੇਗੀ	bəɳeːgiː
ਬਣੇਗੀ।	bə̃negi
ਬਣੋ	bəɳo
ਬਤੀਤ	ɓətiːt
ਬਤੌਰ	ɓəʈoːr
ਬਦ	ɓəɗ
ਬਦਕਿਸਮਤੀ	bəɖkɪsmat̪i
ਬਦਤਮੀਜ਼ੀ	ɓəɖt̪miːdʒiː
ਬਦਨਾਮੀ	ɓəɳəmiː
ਬਦਮਾਸ਼	bəd̪əmɑːʃ
ਬਦਮਾਸ਼ਾਂ	ɓəɗmɑːʃɑ̃ː
ਬਦਰ	ɓəɖəɾ
ਬਦਲ	ɓəɖəl
ਬਦਲਕੇ	bəɖləkɛ
ਬਦਲਣਗੇ	ɓəɖəɭəŋge
ਬਦਲਣਾ	ɓəɖəɭɳə
ਬਦਲਣੀ	bəɖəɭɳiː
ਬਦਲਦਾ	bəɖəɭd̪ə
ਬਦਲਦਿਆਂ	ɓəɖəɭd̪ɪ̄æ̃
ਬਦਲਦੇ	bəɽɽdeː
ਬਦਲਵੇਂ	bəɖləʋẽ
ਬਦਲਾ	bəɖɛlɑ
ਬਦਲਾਂ	bəɖlɑ̃ː
ਬਦਲਾਵ	ɓəɖlɑːʋ
ਬਦਲਿਆ	bəɖliə
ਬਦਲਿਆ।	ɓəɖliːə̯
ਬਦਲੀ।	bəɖliː
ਬਦਲੀਆਂ	bəɖliːə̯
ਬਦਲੇ	bəɖle
ਬਦਲੇਗੀ	bəɖləgiː
ਬਦਸਲੂਕੀ	bəd̪əsluːkiː
ਬਦਾਉਣ	bəd̪ɔː̃ːɳ
ਬਦਾਲਅ	bəd̪ɑːl
ਬਨਣ	ɓənəɳ
ਬਨਸਪਤੀ	ɓənsəpt̪iː
ਬਨਾਮ	bənɑːm
ਬਨਿਕ	bənɪk
ਬਨੀ	bani
ਬਨੇਗਾ	bəneːgə
ਬਫਰ	ɓəɸəɾ
ਬਬੀਤਾ	bəbiːt̪aː
ਬਰ	ɓəɾ
ਬਰਕਰਾਰ	ɓəɾkəɾɑːɾ
ਬਰਕਾਰ	ɓəɾkɑːɾ
ਬਰਖਾਸਤ	ɓəɾkʰaːsət̪
ਬਰਗਾੜੀ	ɓəɾgɑːɽiː
ਬਰਗਾੜ੍ਹੀ	ɓəɾgɑːɽiː
ਬਰਤਾਨਵੀ	ɓəɾt̪aːnʋiː
ਬਰਤਾਨੀਆ	ɓəɾt̪aːni̯ə
ਬਰਤਾਵ	ɓəɾt̪aːʋ
ਬਰਥਡੇ	ɓəɾtʰɖeː
ਬਰਦਾਸ਼ਤ	ɓəɾd̪ɑʃt̪
ਬਰਦਾਸ਼ਤ	bəɾd̪əʃːt̪
ਬਰਨਲੇ	ɓəɾnlə
ਬਰਨਾਲਾ	ɓəɾnɑːlɑː
ਬਰਬਾਦ	ɓəɾbɑːd̪
ਬਰਬਾਦੀ	ɓəɾbɑːdiː
ਬਰਮਨ	ɓəɾmən
ਬਰਮਿੰਘਮ	ɓəɾmɪŋgʱə
ਬਰਲਿਨ	bəɾliːn
ਬਰਸਾਤ	ɓəɾsɑːt̪
ਬਰਸਾਤਾਂ	ɓəɾsɑːt̪ɑ̃ː
ਬਰਸਾਤੀ	ɓəɾsɑːt̪iː
ਬਰਾਂਚ	ɓəːntʃ
ਬਰਾਂਚਾਂ	ɓɾɑ̃ːtʃɑ̃ː
ਬਰਾਂਡ	ɓɾɑ̃ːɖ
ਬਰਾਇਨ	bəɾɑjən
ਬਰਾਕ	ɓɾaːk
ਬਰਾਡ	ɓəɽaːɖ
ਬਰਾਦਰੀ	bəɾɑːd̪ɾiː
ਬਰਾਬਰ	bəɾɑːbəɾ
ਬਰਾਬਰੀ	bəɾɑːbɾiː
ਬਰਾਮਦ	ɓəɾɑːməd̪
ਬਰਾਮਦਕਾਰ	ɓəɾɑːməd̪kɑːɾ
ਬਰਾਮਦਕਾਰਾਂ	ɓəɾɑːmɗkɑːɾɑ̃ː
ਬਰਾਮਦਗੀ	bəɾɑːməɖgiː
ਬਰਾਲਾ	bəɾɑːlɑː
ਬਰਾਵੋ	bəɾɑːʋoː
ਬਰਾੜ	braːɽ
ਬਰਿੰਦਰ	bəɾɪ̃ːɳɖəɾ
ਬਰੀ	bəɾiː
ਬਰੂਅਰੀਜ	ɓɾuːɑːɾiːdʒ
ਬਰੂਇਨ	ɓɾuiːn
ਬਰੂਚਾ	ɓɾuːtʃʰɑː
ਬਰੂਸਲੋਸਿਸ	ɓɾuːsloːsɪs
ਬਰੇਕ	beːk
ਬਰੇਟਾ	bəɾeːt̪ɑː
ਬਰੌਲੀਆ	ɓəɽoːliːə
ਬਰਫ਼	ɓəɽ
ਬਰੰਟ	ɓəɾənt
ਬਲ	ɓəl
ਬਲਕਰਨ	ɓəlkərn
ਬਲਕਾਰ	ɓəlkɑːr
ਬਲਕਿ	ɓəlkɪ
ਬਲਜੀਤ	ɓəɭdʒiːt̪
ਬਲਦੇਵ	ɓəɭdeːʋ
ਬਲਬ	ɓəlːb
ਬਲਬੀਰ	ɓəlbɪːɾ
ਬਲਬੂਤੇ	ɓəlbuːt̪eː
ਬਲਰਾਜ	ɓəɭɾɑːdʒ
ਬਲਰਾਮ	ɓəɭəɾaːm
ਬਲਰਾਮਪੁਰ	ɓəlɾɑːmpʊɾ
ਬਲਵਿੰਦਰ	ɓəlʋɪnd̪əɾ
ਬਲਵੀਰ	ɓəlʋiːɾ
ਬਲਵੰਤ	ɓəlʋənt̪
ਬਲਾਂ	ɓəlaːn
ਬਲਾਕ	blɑːk
ਬਲਾਕਬਸਟਰ	ɓlɑːkʰbʌst̪ɾ
ਬਲਾਕਬਾਸਟਰ	blɑːkbɑːst̪ər
ਬਲਾਕਾਂ	blɑːkɑ̃ː
ਬਲਾਗ	ɓɫaːg
ਬਲਾਗਰ	ɓɫaːgəɾ
ਬਲਾਚੌਰ	bəlɑːtʃɔːr
ਬਲਾਟਰ	ɓɭɑːt̪ɾ
ਬਲਾਤਕਾਰ	bəlɑːt̪kɑːr
ਬਲਾਤਕਾਰੀਆਂ	ɓəlɑːt̪kɑːɾiæ̃
ਬਲਾਸਟ	blɑːst
ਬਲਾਸਟਰ	ɓlɑːst̪əɾ
ਬਲਿਊ	blɪu
ਬਲਿਦਾਨ	ɓəliːd̪aːn
ਬਲੀ	ɓəliː
ਬਲੀਆ	ɓəlíːə
ਬਲੀਦਾਨ	bəliːdaːn
ਬਲੇਅਰ	bleːr
ਬਲੈਂਕ	blæŋk
ਬਲੈਕ	bleːk
ਬਲੌਂਗੀ	ɓɑːlɔ̃ːgiː
ਬਲੱਡ	ɓɛɭːɽː
ਬਲੱਬ	ɓəɭːb
ਬਸ਼ਰਤੇ	bəʃəɾt̪eː
ਬਸ਼ੀਰਾਂ	bəʃiːrɑ̃ː
ਬਸ	bəʃ
ਬਸਤੇ	baːste
ਬਸੁ	bəsʊ
ਬਸੰਤ	bəsənt
ਬਹਾਦਰ	bəɦɑːd̪əɾ
ਬਹਾਦੁਰ	bəɦɑːd̪ʊɾ
ਬਹਾਨਾ	bəɦɑːnɑː
ਬਹਾਨੇ	bəɦɑːne
ਬਹਾਲ	bəɑːl
ਬਹਿ	baɪ
ਬਹਿਣੀਵਾਲ	bəɪɳiːwaːl
ਬਹਿਤਰ	bəɦɪt̪əɾ
ਬਹਿਬਲ	bəɪbəl
ਬਹਿਮਣ	bəɦɪmɳ
ਬਹਿਰਾ	bəɪra
ਬਹਿਰੀਨ	bəɪɾiːn
ਬਹਿਲ	bəɪl
ਬਹਿਸਬਾਜ਼ੀ	bəɪs̪bɑːdʒi
ਬਹਿਸਾਂ	bəɪsɑ̃ː
ਬਹੁਗੁਣਾ	bəgʊɳa
ਬਹੁਜਨ	bəɦʊdʒən
ਬਹੁਤ	bəɦʊt̪
ਬਹੁਤਾ	bəɦʊt̪ə
ਬਹੁਤਿਆਂ	bəɦʊtɪ̄æ̃
ਬਹੁਤੀ	bəɦʊt̪iː
ਬਹੁਤੀਆਂ	bəɦʊt̪iæ̃
ਬਹੁਪੱਖੀ	bəɦʊpəkʰiː
ਬਹੁਮੱਤ	bəɦʊmət̪
ਬਾ	ba
ਬਾਂਗਰ	baːŋgər
ਬਾਂਗਲਾ	baːŋgəla
ਬਾਂਗੜ	baːŋgəɽ
ਬਾਂਡ	baːnd
ਬਾਂਡਸ	baːɳɖs
ਬਾਂਡਿੰਗ	baːɳɖɪŋ
ਬਾਂਦਰ	baːndeɾ
ਬਾਂਦਰਾ	baːnd̪ɾɑː
ਬਾਂਸਲ	baːnsəl
ਬਾਂਹ	baːn̪h
ਬਾਅਦ	baːd̪ə
ਬਾਅਦ।	baːd̪ə
ਬਾਇਓਪਿਕ	baɪoːpɪk
ਬਾਇਕਾਟ	baɪkɑːt
ਬਾਇਰਨ	baɪrən
ਬਾਈ	baɪ
ਬਾਈਕ	baɪk
ਬਾਈਕਸ	baɪkʰs
ਬਾਈਕਾਂ	baːɪkɑ̃ː
ਬਾਈਕਾਟ	baɪkɑːt
ਬਾਈਜੂ	baɪdʒuː
ਬਾਈਨੋਕਿਊਲਰ	baːɪnɔkiu̯lɛr
ਬਾਈਪਾਸ	baɪpɑs
ਬਾਈਪੇਪ	baɪpeːp
ਬਾਉਂਸ	baʊ̯ns
ਬਾਉਪਿਕ	baʊpɪk
ਬਾਊਂਡਰੀ	bãːu̯ɳd̪ɾiː
ਬਾਊਂਸ	bāu̯ns
ਬਾਊਂਸਰ	bāu̯nsər
ਬਾਊਂਸਰਾਂ	bā̃usrɑ̃ː
ਬਾਊਟ	boːʈ
ਬਾਏ	baːi
ਬਾਏਬੈਕ	baːibɛk
ਬਾਓਪਿਕ	boːpɪk
ਬਾਕਸ	baːks
ਬਾਕਸਆਫਿਸ	baːksɑːfɪs
ਬਾਕਸਰ	baːksər
ਬਾਕਸਿੰਗ	baːksɪŋ
ਬਾਕਸਿੰਗਡੇ	baːksɪŋgə́
ਬਾਕਾਇਦਾ	baːkɑːɪd̪ɑː
ਬਾਕੀ	baːki
ਬਾਕੀਆਂ	baːkiːə̃
ਬਾਕੂ	baːkuː
ਬਾਖੂਬੀ	baːkʰuːbiː
ਬਾਗ	baːg
ਬਾਗਚੀ	baːgtʃiː
ਬਾਗ਼ੀ	baːgiː
ਬਾਗ਼ੀਆਂ	baːgiːe̯n
ਬਾਗਾਨ	baːgaːn
ਬਾਗੀ	baːgiː
ਬਾਗੀਆਂ	baːgiːe̯
ਬਾਗੋਬਾਗ	baːgoːbaːg
ਬਾਘਾ	baːɣɑ
ਬਾਜਪਾਈ	baːdʒpɑiː
ਬਾਜਵਾ	baːdʒwaː
ਬਾਜ਼ਾਰ	baːdʒaːr
ਬਾਜ਼ਾਰਾਂ	baːzɑːrɑ̃ː
ਬਾਜ਼ੀ	baːziː
ਬਾਠ	baːʈʰ
ਬਾਡੀ	baːɖiː
ਬਾਡੀਗਾਰਡ	boːɖiːgaːɽɪ̆
ਬਾਤ	baːt̪
ਬਾਤ'	baːt̪
ਬਾਦਲ	baːd̪əl
ਬਾਦਲ'	baːd̪əl
ਬਾਦਲਾਂ	baːd̪ɑlɑ̃ː
ਬਾਦਲੀ	baːd̪ɛliː
ਬਾਦਸ਼ਾਹ	baːd̪əʃɑː
ਬਾਦਾਮ	baːd̪aːm
ਬਾਨੀ	baːniː
ਬਾਨੋ	baːnoː
ਬਾਪ	baːp
ਬਾਪੂ	baːpuː
ਬਾਬ	baːb
ਬਾਬਤ	baːbʌt̪
ਬਾਬਰ	baːbər
ਬਾਬਰੀ	baːbɾiː
ਬਾਬਾ	baːba
ਬਾਬਿਆਂ	baːbi̯ɑ̄̃
ਬਾਬੀ	baːbiː
ਬਾਬੁਲ	baːbuːl
ਬਾਬੂ	baːbuː
ਬਾਬੂ'	baːbuː
ਬਾਬੇ	baːbeː
ਬਾਰ	baːr
ਬਾਰਕੋਡ	baːɾkoːɖ
ਬਾਰਜੇਨ	baːɾdʒeːn
ਬਾਰਟੀ	baːɾt̪iː
ਬਾਰਡਰ	baːɾɖəɾ
ਬਾਰਡਰਗਾਵਸਕਰ	baːɾɖəgaːʋsgəɾ
ਬਾਰਦਾਨਾ	baːɾdaːnə
ਬਾਰਦਾਨੇ	baːɾdaːne
ਬਾਰਨੇ	baːɾne
ਬਾਰਬਾਡੋਸ	baːɾbaːɾoːs
ਬਾਰਸ਼	baːɾʃ
ਬਾਰਸੀਲੋਨਾ	baːɾsɪloːnə
ਬਾਰਸੀਲੋਨਾ1971	baːɾsɪlona
ਬਾਰਸੋਈ	baːɾsoːiː
ਬਾਰਾਬੰਕੀ	baːɾaːbɪŋkiː
ਬਾਰਾਮੁਲਾ	baːɾamuːlə
ਬਾਰਾਮੁੱਲਾ	baːɾɑːmuːɭɑː
ਬਾਰਿਸ਼	baːɾɪʃ
ਬਾਰੀਕੀ	baːɾiːkiː
ਬਾਰੀਕੀਆਂ	baːɾiːkiːə̆
ਬਾਰੇ	baːɾe
ਬਾਰੇ।	baːre
ਬਾਰੇਲਾ	baːɾeːlə
ਬਾਲ	baːl
ਬਾਲਕ੍ਰਿਸ਼ਨ	baːlkrɪʃən
ਬਾਲਗ	baːlg
ਬਾਲਣ	baːlən
ਬਾਲਨ	baːlən
ਬਾਲਵੁੱਡ	baːlʋʊːd̪
ਬਾਲਾ	baːlɑː
ਬਾਲਾਕੋਟ	baːlɑːkoːʈ
ਬਾਲਾਘਾਟ	baːlɑːɣɑːʈ
ਬਾਲਾਜੀ	baːlɑːdʒiː
