a	aː
oppidius	oppidius
oppidum	oppidum
oppidānus	oppidaːnus
oppius	oppius
oppleō	oppleoː
opportūnitās	opportuːnitaːs
opportūnus	opportuːnus
oppositifolius	oppositifolius
oppositiō	oppositioː
oppositus	oppositus
opprimō	opprimoː
opprobrium	opprobrium
opprobriōsus	opprobrioːsus
opprobrō	opprobroː
oppugnātis	oppuɡnaːtis
oppugnātīs	oppuɡnaːtiːs
oppugnāverimus	oppuɡnaːu̯erimus
oppugnāverimus	oppuɡnaːu̯eriːmus
oppugnāveris	oppuɡnaːu̯eris
oppugnāveris	oppuɡnaːu̯eriːs
oppugnāveritis	oppuɡnaːu̯eritis
oppugnāveritis	oppuɡnaːu̯eriːtis
oppugnō	oppuɡnoː
oppīlāta	oppiːlaːta
oppīlāta	oppiːlaːtaː
oppīlāte	oppiːlaːte
oppīlātiō	oppiːlaːtioː
oppīlō	oppiːloː
oppōnō	oppoːnoː
opressum	opressum
opressūrus	opressuːrus
opsideō	opsideoː
opsius	opsius
optemperō	optemperoː
opticus	optikus
optime	optime
optimus	optimus
optimās	optimaːs
optimē	optimeː
optingō	optinɡoː
optiō	optioː
optumās	optumaːs
optābilis	optaːbilis
optātis	optaːtis
optātiō	optaːtioː
optātus	optaːtus
optātīs	optaːtiːs
optātīva	optaːtiːu̯a
optātīva	optaːtiːu̯aː
optātīvās	optaːtiːu̯aːs
optātīvō	optaːtiːu̯oː
optātīvōs	optaːtiːu̯oːs
optāverimus	optaːu̯erimus
optāverimus	optaːu̯eriːmus
optāveris	optaːu̯eris
optāveris	optaːu̯eriːs
optāveritis	optaːu̯eritis
optāveritis	optaːu̯eriːtis
optō	optoː
opulenta	opulenta
opulenta	opulentaː
opulentus	opulentus
opulus	opulus
opum	opum
opus	opus
opusculum	opuskulum
opācitās	opaːkitaːs
opācus	opaːkus
opācō	opaːkoː
opīmius	opiːmius
opīmus	opiːmus
opīniō	opiːnioː
opīnor	opiːnor
opīnābilis	opiːnaːbilis
opīternius	opiːternius
opūs	opuːs
oranēnsis	oranensis
oratellī	oratelliː
orba	orba
orbiculus	orbikulus
orbiculāris	orbikulaːris
orbiculārēs	orbikulaːreːs
orbiculātus	orbikulaːtus
orbilius	orbilius
orbis	orbis
orbitālēs	orbitaːleːs
orbitās	orbitaːs
orbus	orbus
orbēlus	orbeːlus
orbī	orbiː
orbītus	orbiːtus
orbō	orboː
orbōna	orboːna
orca	orka
orcadas	orkadas
orcades	orkades
orchis	orkʰis
orchius	orkʰius
orchomenus	orkʰomenus
orchēsta	orkʰeːsta
orchēstra	orkʰeːstra
orcivius	orkiu̯ius
orciānī	orkiaːniː
orcus	orkus
ordovīcēs	ordou̯iːkeːs
ordymnus	ordymnus
ordēsus	ordeːsus
oregonēnsis	oreɡonensis
oregēs	oreɡeːs
oregōnia	oreɡoːnia
oreophilus	oreopʰilus
oresthasium	orestʰasium
orestis	orestis
orestēs	oresteːs
orexis	oreksis
orfitus	orfitus
orfius	orfius
organagae	orɡanaɡae̯
organicus	orɡanikus
organifex	orɡanifeks
organificis	orɡanifikis
organismus	orɡanismus
organizō	orɡanizzoː
organum	orɡanum
organīs	orɡaniːs
organōrum	orɡanoːrum
orgetorīx	orɡetoriːks
orgia	orɡia
orgocynī	orɡokyniː
orgomanēs	orɡomaneːs
orgus	orɡus
orgās	orɡaːs
orichalcum	oriːkʰalkum
orientālis	orientaːlis
orior	orior
orippō	orippoː
oriunda	oriunda
oriunda	oriundaː
oriunde	oriunde
oriundus	oriundus
oriundās	oriundaːs
oriundī	oriundiː
oriundōs	oriundoːs
orminium	orminium
orna	orna
orniacī	orniakiː
ornus	ornus
ornīthorhynchus	orniːtʰorynkʰus
oroanda	oroanda
orobiae	orobiae̯
orobis	orobis
orobiās	orobiaːs
orobiī	orobiiː
orontēs	oronteːs
orontēus	oronteːus
orosinēs	orosineːs
orostrae	orostrae̯
oroātis	oroaːtis
orpheus	orpʰeu̯s
orphus	orpʰus
orphēus	orpʰeːus
orsīnus	orsiːnus
orsōrius	orsoːrius
ortaciās	ortakiaːs
orthodoxus	ortʰodoksus
orthographia	ortʰoɡrapʰia
orthogōnius	ortʰoɡoːnius
orthogōnālis	ortʰoɡoːnaːlis
orthē	ortʰeː
orthōsia	ortʰoːsia
ortoplinia	ortoplinia
ortospanum	ortospanum
ortus	ortus
ortygia	ortyɡia
ortyx	ortyks
ortōna	ortoːna
orumcolae	orumkolae̯
orxinēs	orksineːs
oryx	oryks
orānī	oraːniː
orātae	oraːtae̯
orēas	oreːas
orībasius	oriːbasius
orībata	oriːbata
orīganum	oriːɡanum
orīgine	oriːɡine
orīgināle	oriːɡinaːle
orīginālis	oriːɡinaːlis
orīginālēs	oriːɡinaːleːs
orīgināria	oriːɡinaːria
orīgināria	oriːɡinaːriaː
orīgināriam	oriːɡinaːriam
orīginārie	oriːɡinaːrie
orīginārius	oriːɡinaːrius
orīgināriās	oriːɡinaːriaːs
orīgināriō	oriːɡinaːrioː
orīgināriōs	oriːɡinaːrioːs
orīginārī	oriːɡinaːriː
orīgō	oriːɡoː
orītae	oriːtae̯
orītis	oriːtis
orōdēs	oroːdeːs
orūros	oruːros
orȳza	oryːzza
osca	oska
oscela	oskela
oscen	osken
oscidātēs	oskidaːteːs
oscillum	oskillum
oscine	oskine
oscinis	oskinis
oscinum	oskinum
oscinēs	oskineːs
oscoumbricus	oskoumbrikus
oseriātēs	oseriaːteːs
osismī	osismiː
osmida	osmida
osmium	osmium
osmiō	osmioː
osphagus	ospʰaɡus
osroēnē	osroeːneː
ossa	ossa
osset	osset
ossifragus	ossifraɡus
ossigi	ossiɡi
ossilāgō	ossilaːɡoː
ossis	ossis
ossonoba	ossonoba
ossuārium	ossuaːrium
ossuārius	ossuaːrius
ossō	ossoː
ostendis	ostendis
ostendō	ostendoː
ostentātis	ostentaːtis
ostentātīs	ostentaːtiːs
ostentāverimus	ostentaːu̯erimus
ostentāverimus	ostentaːu̯eriːmus
ostentāveris	ostentaːu̯eris
ostentāveris	ostentaːu̯eriːs
ostentāveritis	ostentaːu̯eritis
ostentāveritis	ostentaːu̯eriːtis
ostentō	ostentoː
osteōdēs	osteoːdeːs
ostippō	ostippoː
ostiārius	ostiaːrius
ostra	ostra
ostraciās	ostrakiaːs
ostracītis	ostrakiːtis
ostrea	ostrea
ostreum	ostreum
ostreārium	ostreaːrium
ostreārius	ostreaːrius
ostreātus	ostreaːtus
ostreōsus	ostreoːsus
ostricolor	ostrikolor
ostriāgō	ostriaːɡoː
ostrum	ostrum
ostrya	ostrya
ostrīnus	ostriːnus
ostēnsīvus	ostensiːu̯us
ostēs	osteːs
ostōrius	ostoːrius
osyris	osyris
osī	osiː
otadīnī	otadiːniː
otagoēnsis	otaɡoensis
otanēs	otaneːs
otesia	otesia
othrōnos	otʰroːnos
othō	otʰoː
otrēra	otreːra
ottavia	ottau̯ia
otācilius	otaːkilius
otēnē	oteːneː
ovicula	ou̯ikula
ovidius	ou̯idius
ovidī	ou̯idiː
ovilaba	ou̯ilaba
ovillīnus	ou̯illiːnus
ovis	ou̯is
ovālifolius	ou̯aːlifolius
ovālis	ou̯aːlis
ovālisporus	ou̯aːlisporus
ovāta	ou̯aːta
ovāta	ou̯aːtaː
ovātae	ou̯aːtae̯
ovātam	ou̯aːtam
ovāte	ou̯aːte
ovātis	ou̯aːtis
ovātum	ou̯aːtum
ovātus	ou̯aːtus
ovātārum	ou̯aːtaːrum
ovātās	ou̯aːtaːs
ovātī	ou̯aːtiː
ovātīs	ou̯aːtiːs
ovātō	ou̯aːtoː
ovātōrum	ou̯aːtoːrum
ovātōs	ou̯aːtoːs
ovāverimus	ou̯aːu̯erimus
ovāverimus	ou̯aːu̯eriːmus
ovāveris	ou̯aːu̯eris
ovāveris	ou̯aːu̯eriːs
ovāveritis	ou̯aːu̯eritis
ovāveritis	ou̯aːu̯eriːtis
ovīle	ou̯iːle
ovīlis	ou̯iːlis
ovīliō	ou̯iːlio
ovīllus	ou̯iːllus
ovīlī	ou̯iːliː
ovīnius	ou̯iːnius
ovīnus	ou̯iːnus
ovō	ou̯oː
oxida	oksida
oxidō	oksidoː
oxinēs	oksineːs
oxoniēnsis	oksoniensis
oxyartēs	oksyarteːs
oxybiī	oksybiiː
oxygenium	oksyɡenium
oxygenum	oksyɡenum
oxymagis	oksymaɡis
oxymōrus	oksymoːrus
oxynosēma	oksynoseːma
oxyntās	oksyntaːs
oxyopum	oksyopum
oxypaederōtinus	oksypae̯deroːtinus
oxyrynchus	oksyrynkʰus
oxysepalus	oksysepalus
oxysporus	oksysporus
oxytropis	oksytropis
oxyttagae	oksyttaɡae̯
oxīa	oksiːa
ozaena	ozzae̯na
ozolae	ozzolae̯
ozuaeī	ozzuae̯iː
pabillus	pabillus
pabō	paboː
paccius	pakkius
pachyphyllus	pakʰypʰyllus
pachȳnus	pakʰyːnus
pacilius	pakilius
pacilus	pakilus
pacorus	pakorus
pactius	paktius
pactiō	paktioː
pactum	paktum
pactumēius	paktumeːi̯us
pactyē	paktyeː
pactīcius	paktiːkius
pactītius	paktiːtius
pactōlus	paktoːlus
paculus	pakulus
pacyris	pakyris
pacārius	pakaːrius
pacīscor	pakiːskor
pacōnius	pakoːnius
padargus	padarɡus
padus	padus
padī	padiː
padūsa	paduːsa
paedagōga	pae̯daɡoːɡa
paedagōgiānus	pae̯daɡoːɡiaːnus
paedagōgus	pae̯daɡoːɡus
paedagōgātus	pae̯daɡoːɡaːtus
paedagōgīum	pae̯daɡoːɡiːum
paedagōgō	pae̯daɡoːɡoː
paederastia	pae̯derastia
paederastia	pae̯derastiaː
paedidus	pae̯didus
paedophilia	pae̯dopʰilia
paedophiliam	pae̯dopʰiliam
paedopidēs	pae̯dopideːs
paedīcātor	pae̯diːkaːtor
paegniārius	pae̯ɡniaːrius
paelex	pae̯leks
paeminōsus	pae̯minoːsus
paemānī	pae̯maːniː
paene	pae̯ne
paenitentia	pae̯nitentia
paenitentiālis	pae̯nitentiaːlis
paeniteō	pae̯niteoː
paenitūdō	pae̯nituːdoː
paenula	pae̯nula
paenuleus	pae̯nuleus
paenultima	pae̯nultima
paenultimus	pae̯nultimus
paenulārius	pae̯nulaːrius
paenulātus	pae̯nulaːtus
paenīnsula	pae̯ninsula
paenīnsulāris	pae̯ninsulaːris
paeoplae	pae̯oplae̯
paerisadēs	pae̯risadeːs
paesicī	pae̯sikiː
paestum	pae̯stum
paesurī	pae̯suriː
paesus	pae̯sus
paetulus	pae̯tulus
paetus	pae̯tus
paeān	pae̯aːn
paeōn	pae̯oːn
paeōnia	pae̯oːnia
pagasae	paɡasae̯
pagrae	paɡrae̯
pagrus	paɡrus
pagōndās	paɡoːndaːs
pagūrus	paɡuːrus
palacurna	palakurna
palaeosibericus	palae̯osiberikus
palaerus	palae̯rus
palaesimundum	palae̯simundum
palaesimundus	palae̯simundus
palaestra	palae̯stra
palaestrica	palae̯strika
palaestricus	palae̯strikus
palaestricē	palae̯strikeː
palaestricōs	palae̯strikoːs
palaestrīta	palae̯striːta
palaestēs	palae̯steːs
palaga	palaɡa
palam	palam
palatha	palatʰa
palatitae	palatitae̯
palawanēnsis	palau̯anensis
palea	palea
palear	palear
paleālis	paleaːlis
paleārem	paleaːrem
paleāria	paleaːria
paleāris	paleaːris
paleārēs	paleaːreːs
paleātus	paleaːtus
palfurius	palfurius
palidulus	palidulus
palilogia	paliloɡia
palimbacchīus	palimbakkʰiːus
palimbothra	palimbotʰra
palimpissa	palimpissa
palimpsēstus	palimpseːstus
palinōdia	palinoːdia
paliūrus	paliuːrus
pallaca	pallaka
pallaconta	pallakonta
palladium	palladium
pallantium	pallantium
palleō	palleoː
palliastrum	palliastrum
pallidiceps	pallidikeps
pallidicornis	pallidikornis
pallidicostus	pallidikostus
pallidipennis	pallidipennis
pallidipēs	pallidipeːs
pallidulus	pallidulus
pallidus	pallidus
palliolum	palliolum
palliolātim	palliolaːtim
palliolātus	palliolaːtus
pallipēs	pallipeːs
pallium	pallium
palliātus	palliaːtus
pallor	pallor
pallēnē	palleːneː
pallēscō	palleːskoː
palmatiās	palmatiaːs
palmes	palmes
palmeus	palmeus
palmiceus	palmikeus
palmifer	palmifer
palmiger	palmiɡer
palmula	palmula
palmulāris	palmulaːris
palmus	palmus
palmāria	palmaːria
palmāris	palmaːris
palmārium	palmaːrium
palmārius	palmaːrius
palmāriās	palmaːriaːs
palmāriō	palmaːrioː
palmāriōs	palmaːrioːs
palmātus	palmaːtus
palmēnsis	palmensis
palmētum	palmeːtum
palmō	palmoː
palmōsus	palmoːsus
palmȳrēna	palmyːreːna
palmȳrēnus	palmyːreːnus
palpebrae	palpebrae̯
palpebrum	palpebrum
palpebrālis	palpebraːlis
palpebrāris	palpebraːris
palpebrātiō	palpebraːtioː
palpebrō	palpebroː
palpellius	palpellius
palpitātiō	palpitaːtioː
palpitātum	palpitaːtum
palpitātūrus	palpitaːtuːrus
palpitō	palpitoː
palpus	palpus
palpābilis	palpaːbilis
palpālis	palpaːlis
palpāmen	palpaːmen
palpātiō	palpaːtioː
palpātor	palpaːtor
paltus	paltus
palumbulus	palumbulus
palumbārius	palumbaːrius
palumbēs	palumbeːs
palumbīnus	palumbiːnus
palāra	palaːra
palāsea	palaːsea
palātium	palaːtium
palātiō	palaːtioː
palātoglōssus	palaːtoɡloːssus
palātoglōssī	palaːtoɡloːssiː
palātopharyngeus	palaːtopʰarynɡeus
palātopharyngeī	palaːtopʰarynɡeiː
palātua	palaːtua
palātum	palaːtum
palātus	palaːtus
palātīne	palaːtiːne
palātīnus	palaːtiːnus
palātīnī	palaːtiːniː
palātīnō	palaːtiːnoː
palē	paleː
palēs	paleːs
palēstīnēnsis	paleːstiːnensis
palīca	paliːka
palō	paloː
palūdester	paluːdester
palūdicolus	paluːdikolus
palūdifer	paluːdifer
palūdivagus	paluːdiu̯aɡus
palūdāmentum	paluːdaːmentum
palūdātus	paluːdaːtus
palūdōsus	paluːdoːsus
palūs	paluːs
palūster	paluːster
pammachum	pammakʰum
pammenēs	pammeneːs
pamphia	pampʰia
pamphȳlia	pampʰyːlia
pampineus	pampineus
pampinus	pampinus
pampinārium	pampinaːrium
pampinārius	pampinaːrius
pampinātiō	pampinaːtioː
pampinātor	pampinaːtor
pampinō	pampinoː
pampinōsus	pampinoːsus
pamīsus	pamiːsus
panacinus	panakinus
panacēa	panakeːa
panamēnsis	panamensis
panathēnāica	panatʰeːnaːika
panax	panaks
pancarpineus	pankarpineus
pancarpius	pankarpius
panchrestus	pankʰrestus
panchrus	pankʰrus
pancratiastēs	pankratiasteːs
pancraticē	pankratikeː
pancratium	pankratium
pandae	pandae̯
pandarae	pandarae̯
pandectēs	pandekteːs
pander	pander
pandiculor	pandikulor
pandātiō	pandaːtioː
pandātāria	pandaːtaːria
pandēmus	pandeːmus
pandēmī	pandeːmiː
pandīa	pandiːa
pandō	pandoː
pandōra	pandoːra
pandōsia	pandoːsia
paneas	paneas
panerastos	panerastos
panerōs	paneroːs
pangaeus	panɡae̯us
pange	panɡe
pangitō	panɡitoː
pangō	panɡoː
pangōnus	panɡoːnus
panniculus	pannikulus
pannus	pannus
pannōsus	pannoːsus
panopeus	panopeus
panormitānus	panormitaːnus
panormus	panormus
pantagiās	pantaɡiaːs
pantex	panteks
panthērīnus	pantʰeːriːnus
panticapaeum	pantikapae̯um
panticapēs	pantikapeːs
pantomatrium	pantomatrium
pantomīma	pantomiːma
pantotrophus	pantotropʰus
pantulēius	pantuleːi̯us
panysus	panysus
papabilis	papabilis
papae	papae̯
papilla	papilla
papillātus	papillaːtus
papillōsus	papilloːsus
pappō	pappoː
papula	papula
papus	papus
papuānus	papuaːnus
papuēnsis	papuensis
papāver	papaːu̯er
papāverī	papaːu̯eriː
papāverō	papaːu̯eroː
papīrius	papiːrius
papō	papoː
papȳrifer	papyːrifer
papȳrius	papyːrius
papȳrum	papyːrum
papȳrus	papyːrus
parabalānī	parabalaːniː
parabestē	parabesteː
parabola	parabola
parabole	parabole
parabolus	parabolus
parabolānus	parabolaːnus
parabolānī	parabolaːniː
parabolīs	paraboliːs
paraclitus	paraklitus
paradoxum	paradoksum
paradoxus	paradoksus
paradēnsis	paradensis
paradīgma	paradiːɡma
paradīsus	paradiːsus
paraetacēnē	parae̯takeːneː
paraffīnum	paraffiːnum
paragraphus	paraɡrapʰus
paraguayānus	paraɡʷai̯i̯aːnus
paraguayēnsis	paraɡʷai̯i̯ensis
paraguēnsis	paraɡʷensis
paragōgē	paraɡoːɡeː
parahaemolyticus	parahae̯molytikus
paralius	paralius
parallēla	paralleːla
parallēla	paralleːlaː
parallēle	paralleːle
parallēlogrammum	paralleːloɡrammum
parallēlus	paralleːlus
parallēlī	paralleːliː
paralysis	paralysis
paralyticus	paralytikus
paramecium	paramekium
parandō	parando
paranēnsis	paranensis
paraoccipitālis	paraokkipitaːlis
paraphrasis	parapʰrasis
parapīnae	parapiːnae̯
parasangae	parasanɡae̯
parasceuē	paraskeu̯u̯eː
parascevē	paraskeu̯u̯eː
parasītaster	parasiːtaster
parasīticus	parasiːtikus
paratuberculosis	paratuberkulosis
paraēnsis	paraensis
parcitās	parkitas
parcus	parkus
parcēns	parkens
pardalis	pardalis
pardus	pardus
pardālis	pardaːlis
parem	parem
parent	parent
parenticīda	parentikiːda
parentis	parentis
parentālis	parentaːlis
parentō	parentoː
paricānī	parikaːniː
parietālis	parietaːlis
parietālēs	parietaːleːs
parihedrus	parihedrus
parilis	parilis
parirae	parirae̯
paris	paris
parisiānus	parisiaːnus
parissime	parissime
parissimē	parissimeː
parium	parium
pariō	parioː
parmenidēs	parmenideːs
parmeniō	parmenioː
parmula	parmula
parmīs	parmiːs
parnāsos	parnaːsos
parnēs	parneːs
paronomasia	paronomasia
paropamisadae	paropamisadae̯
paropamīsus	paropamiːsus
paropanisadae	paropanisadae̯
paros	paros
parospus	parospus
parparus	parparus
parra	parra
parrhasia	parrasia
parricus	parrikus
parricīda	parrikiːda
parricīdium	paːrrikiːdium
pars	pars
parsimōnia	parsimoːnia
parstrȳmonia	parstryːmonia
parsō	parsoː
partam	partam
parte	parte
partem	partem
parthenius	partʰenius
parthenōn	partʰenoːn
parthicus	partʰikus
parthēnī	partʰeːniː
partiam	partiam
partibilis	partibilis
particeps	partikeps
participante	partikipante
participantēs	partikipanteːs
participium	partikipium
participiāle	partikipiaːle
participiālis	partikipiaːlis
participiāliter	partikipiaːliter
participō	partikipoː
particula	partikula
particulāris	partikulaːris
partilis	partilis
partim	partim
partior	partior
partis	partis
partis	partiːs
partiscum	partiskum
partiālis	partiaːlis
partiārius	partiaːrius
partiās	partiaːs
parturibundus	parturibundus
parturiō	parturioː
partās	partaːs
partēs	parteːs
partīrem	partiːrem
partīrēs	partiːreːs
partītiō	partiːtioː
partītus	partiːtus
partō	partoː
parus	parus
parvibibulus	paru̯ibibulus
parvifaciō	paru̯ifakioː
parviflōrus	paru̯ifloːrus
parvifolius	paru̯ifolius
parvipendō	paru̯ipendoː
parvitās	paru̯itaːs
parvolus	paru̯olus
parvulus	paru̯ulus
parābilis	paraːbilis
parārem	paraːrem
parārās	paraːraːs
parārēs	paraːreːs
parāsse	paraːsse
parāssem	paraːssem
parāssēs	paraːsseːs
parēns	parens
parēs	pareːs
parōnyma	paroːnyma
parōnymon	paroːnymon
parōnymum	paroːnymum
parōpus	paroːpus
pascha	paskʰa
paschālis	paskʰaːlis
pascuālis	paskuaːlis
pasicratēs	pasikrateːs
passarōn	passaroːn
passer	passer
passerculus	passerkulus
passernīx	passerniːks
passerīnus	passeriːnus
passibilis	passibilis
passitō	passitoː
passiēnus	passieːnus
passiō	passioː
passiōnātus	passioːnaːtus
passārius	passaːrius
passīvus	passiːu̯us
passōs	passoːs
pasta	pasta
pastae	pastae̯
pastae	paːstae̯
pastam	pastam
pastam	paːstam
pastazānus	pastazzaːnus
pastellus	pastellus
pastinum	pastinum
pastināca	pastinaːka
pastinō	pastinoː
pastārum	pastaːrum
pastārum	paːstaːrum
pastās	pastaːs
pastās	paːstaːs
pastīs	pastiːs
pastīs	paːstiːs
patagonicus	pataɡonikus
patagīum	pataɡiːum
patalē	pataleː
patalēnē	pataleːneː
patamī	patamiː
patara	patara
patefaciō	patefakioː
patella	patella
patellifer	patellifer
patellula	patellula
patellulifōrmia	patellulifoːrmia
patellulifōrmis	patellulifoːrmis
patent	patent
patentēs	patenteːs
pater	pater
pateressa	pateressa
pateria	pateria
paternus	paternus
paternālis	paternaːlis
pateō	pateoː
pathicus	patʰikus
pathissus	patʰissus
pathologicus	patʰoloɡikus
pathētica	patʰeːtika
pathētica	patʰeːtikaː
pathētice	patʰeːtike
pathēticus	patʰeːtikus
pathēticās	patʰeːtikaːs
pathēticē	patʰeːtikeː
pathēticō	patʰeːtikoː
pathēticōs	patʰeːtikoːs
patibulum	patibulum
patina	patina
patior	patior
patiēns	patiens
patmos	patmos
patraster	patraster
patria	patria
patriam	patriam
patriarcha	patriarkʰa
patriarchia	patriarkʰia
patriarchālis	patriarkʰaːlis
patriarchēs	patriarkʰeːs
patriciolus	patrikiolus
patricius	patrikius
patriciātus	patrikiatus
patricus	patrikus
patricē	patrikeː
patricīda	patrikiːda
patrimōniolum	patrimoːniolum
patrimōnium	patrimoːnium
patrimōniālis	patrimoːniaːlis
patrissō	patrissoː
patritius	patritius
patrius	patrius
patrizō	patrizzoː
patriē	patrieː
patriōticus	patrioːtikus
patruus	patruus
patruēlis	patrueːlis
patrātiō	patraːtioː
patrātor	patraːtor
patrīmus	patriːmus
patrītus	patriːtus
patrō	patroː
patrōcinor	patroːkinor
patrōcinālis	patroːkinaːlis
patrōna	patroːna
patrōnus	patroːnus
patrōnymice	patroːnymike
patrōnymicus	patroːnymikus
patrōnymicē	patroːnymikeː
patrōnālis	patroːnaːlis
patrōnātus	patroːnaːtus
pattersonēnsis	pattersonensis
patulcius	patulkius
patulus	patulus
patēns	patens
patēscō	pateːskoː
paucae	pau̯kae̯
paucidēns	pau̯kidens
pauciflōrus	pau̯kifloːrus
pauciloquium	pau̯kilokʷium
paucimaculātus	pau̯kimakulaːtus
paucimōbilis	pau̯kimoːbilis
paucior	pau̯kior
paucisētus	pau̯kiseːtus
paucitās	pau̯kitaːs
pauculus	pau̯kulus
paucus	pau̯kus
paucī	pau̯kiː
paullulus	pau̯llulus
paululus	pau̯lulus
paulātim	pau̯laːtim
paulīsper	pau̯liːsper
paulō	pau̯loː
pauper	pau̯per
pauperculus	pau̯perkulus
pauperiēs	pau̯perieːs
paupertās	pau̯pertaːs
pauperāre	pau̯peraːre
pauperāta	pau̯peraːta
pauperāta	pau̯peraːtaː
pauperō	pau̯peroː
paupulō	pau̯puloː
paurosaccharolyticus	pau̯rosakkʰarolytikus
pausa	pau̯sa
pausulae	pau̯sulae̯
pausātiō	pau̯saːtioː
pausātum	pau̯saːtum
pausō	pau̯soː
pauxillulus	pau̯ksillulus
pauxillus	pau̯ksillus
pavefaciō	pau̯efakioː
paventia	pau̯entia
paveō	pau̯eoː
pavibundus	pau̯ibundus
pavidus	pau̯idus
paviō	pau̯ioː
pavonius	pau̯onius
pavor	pau̯or
pavīcula	pau̯iːkula
pavīmentum	pau̯iːmentum
pavīmentārius	pau̯iːmentaːrius
pavīmentātus	pau̯iːmentaːtus
pavīmentō	pau̯iːmentoː
peccābilis	pekkaːbilis
peccātor	pekkaːtor
peccātrīx	pekkaːtriːks
peccātum	pekkaːtum
peccō	pekkoː
pecora	pekora
pecorālis	pekoraːlis
pecorōsus	pekoroːsus
pecten	pekten
pectinō	pektinoː
pectoris	pektoris
pectorāle	pektoraːle
pectorālis	pektoraːlis
pectus	pektus
pectō	pektoː
pecus	pekus
pecuārius	pekuaːrius
pecū	pekuː
pecūlium	pekuːlium
pecūliāris	pekuːliaːris
pecūliārēs	pekuːliaːreːs
pecūlor	peuːklor
pecūlātor	pekuːlaːtor
pecūnia	pekuːnia
pecūniārius	pekuːniaːrius
pecūniōsus	pekuːnioːsus
pedantī	pedantiː
pedem	pedem
pedes	pedes
pedester	pedester
pedetemptim	pedetemptim
pediaeus	pediae̯us
pedica	pedika
pedicellātus	pedikellaːtus
pedifōrmis	pedifoːrmis
pedis	pedis
pedisequus	pedisekʷus
pedius	pedius
pediānus	pediaːnus
pedum	pedum
pedunculātus	pedunkulaːtus
pedālis	pedaːlis
pedāliē	pedaːlieː
pedārius	pedaːrius
pedīcellus	pediːkellus
pedō	pedoː
peior	pei̯i̯or
peirus	peirus
peiōrō	pei̯i̯oːroː
peiūrō	pei̯i̯uːroː
pejerō	pei̯i̯eroː
pejus	pei̯i̯us
pejōrem	peːi̯oːrem
pejōrā	pei̯i̯oːraː
pejōrēs	peːi̯oːreːs
pejōrō	pei̯i̯oːroː
pekinēnsis	pekinensis
pelagica	pelaɡika
pelagica	pelaɡikaː
pelagicus	pelaɡikus
pelagicī	pelaɡikiː
pelagicō	pelaɡikoː
pelagonia	pelaɡonia
pelagonēs	pelaɡoneːs
pelagus	pelaɡus
pelecānus	pelekaːnus
pelendonēs	pelendoneːs
pelendos	pelendos
pelengēnsis	pelenɡensis
pelicānus	pelikaːnus
pelinaeus	pelinae̯us
pelinnaeum	pelinnae̯um
pella	pella
pellana	pellana
pellex	pelleks
pellicius	pellikius
pelliciō	pellikioː
pellicula	pellikula
pelliger	pelliɡer
pellis	pellis
pellāx	pellaːks
pellēnē	pelleːneː
pellēs	pelleːs
pellō	pelloː
pellōnia	pelloːnia
pellūcidus	pelluːkidus
pelophilus	pelopʰilus
pelopidās	pelopidaːs
peloponnēsus	peloponneːsus
pelsō	pelsoː
pelta	pelta
peltae	peltae̯
peltifer	peltifer
peltuīnum	peltuiːnum
peltātus	peltaːtus
pelāx	pelaːks
pelōrus	peloːrus
penangiānus	penanɡiaːnus
pendentēs	pendenteːs
pendere	pendere
pendere	pendeːre
pendeō	pendeoː
penduliflōrus	pendulifloːrus
pendulus	pendulus
