a	aː
inviolātī	inu̯iolaːtiː
inviolātō	inu̯iolaːtoː
invius	inu̯ius
invocat	inu̯okat
invocō	inu̯okoː
involvō	inu̯olu̯oː
involūcrum	inu̯oluːkrum
invulnerābilis	inu̯ulneraːbilis
invādī	inu̯aːdiː
invādō	inu̯aːdoː
invāsor	inu̯aːsor
invāsōrēs	inu̯aːsoːreːs
invēnerimus	inu̯eːnerimus
invēnerimus	inu̯eːneriːmus
invēneris	inu̯eːneris
invēneris	inu̯eːneriːs
invēneritis	inu̯eːneritis
invēneritis	inu̯eːneriːtis
invīsibilis	inu̯iːsibilis
invīsibiliter	inu̯iːsibiliter
invīsitātus	inu̯iːsitaːtus
invīsē	inu̯iːseː
invīsō	inu̯iːsoː
invītat	inu̯iːtat
inycum	inykum
ināctīvus	inaːktiːu̯us
ināctīvōs	inaːktiːu̯oːs
ināmissibilis	inaːmissibilis
ināniloquus	inaːnilokʷus
inānis	inaːnis
ināniō	inaːnioː
inārdēscō	inaːrdeːskoː
inārēscō	inaːreːskoː
inēbriātis	ineːbriaːtis
inēbriātiō	ineːbriaːtioː
inēbriātus	ineːbriaːtus
inēbriātīs	ineːbriaːtiːs
inēbriāverimus	ineːbriaːu̯erimus
inēbriāverimus	ineːbriaːu̯eriːmus
inēbriāveris	ineːbriaːu̯eris
inēbriāveris	ineːbriaːu̯eriːs
inēbriāveritis	ineːbriaːu̯eritis
inēbriāveritis	ineːbriaːu̯eriːtis
inēbriō	ineːbrioː
inēditus	ineːditus
inēlegāns	ineːlegans
inēloquibilis	ineːlokʷibilis
inēloquāx	ineːlokʷaːks
inēloquēns	ineːlokʷens
inēlūctābilis	ineːluːktaːbilis
inēmeribilis	ineːmeribilis
inēmigrābilis	ineːmigraːbilis
inēmptus	ineːmptus
inēnārrābilis	ineːnaːrraːbilis
inēnōdābilis	ineːnoːdaːbilis
inērudītus	ineːrudiːtus
inēscō	ineːskoː
inēssa	ineːssa
inēvītābilis	ineːu̯iːtaːbilis
inīmus	iniːmus
inīque	iniːkʷe
inīquior	iniːkʷior
inīquissimus	iniːkʷissimus
inīquitās	iniːkʷitaːs
inīquitātem	iniːkʷitaːtem
inīquus	iniːkʷus
inīquō	iniːkʷoː
inōrdinātus	inoːrdinaːtus
inōris	inoːris
inōrnāta	inoːrnaːta
inōrnāta	inoːrnaːtaː
inōrnātus	inoːrnaːtus
inōrātus	inoːraːtus
inūre	inuːre
inūrō	inuːroː
inūsitātus	inuːsitaːtus
inūtilis	inuːtilis
iobacchī	i̯obakkʰiː
iocor	i̯okor
ioculor	i̯okulor
ioculāris	i̯okulaːris
ioculātor	i̯okulaːtor
iocus	i̯okus
iocābundus	i̯okaːbundus
iocōsus	i̯okoːsus
iodium	iodium
iodiō	i̯odioː
iodum	iodum
iolāus	i̯olaːus
iomanēs	i̯omaneːs
iomnium	i̯omnium
iordania	i̯ordania
iordanēs	i̯ordaneːs
ios	ios
iotapē	i̯otapeː
iovis	i̯ou̯is
ipagrum	ipagrum
iphicratēs	ipʰikrateːs
iporca	iporka
ipra	ipra
ipse	ipse
ipsimus	ipsimus
ipsissimus	ipsissimus
ir	ir
iria	iria
iris	iris
irratiōnābilis	irratioːnaːbilis
irratiōnālis	irratioːnaːlis
irreductibilis	irreduktibilis
irregibilis	irregibilis
irreligiōsus	irreligioːsus
irremeābilis	irremeaːbilis
irreparābilis	irreparaːbilis
irreprehēnsibilis	irreprehensibilis
irrequiēta	irrekʷieːta
irrequiēta	irrekʷieːtaː
irrequiētus	irrekʷieːtus
irresolūbilis	irresoluːbilis
irreverentēs	irreu̯erenteːs
irrevocābilis	irreu̯okaːbilis
irriguus	irriguus
irrigō	irrigoː
irrisibilis	irrisibilis
irritō	irritoː
irrogandō	irrogandoː
irrogā	irrogaː
irrogārem	irrogaːrem
irrogārās	irrogaːraːs
irrogārēs	irrogaːreːs
irrogās	irrogaːs
irrogāsse	irrogaːsse
irrogāssem	irrogaːssem
irrogāssēs	irrogaːsseːs
irrogātiō	irrogaːtioː
irrogō	irrogoː
irrumpō	irrumpoː
irrumātiō	irrumaːtioː
irrumātor	irrumaːtor
irrumō	irrumoː
irruō	irruoː
irrēgulāris	irreːgulaːris
irrēpō	irreːpoː
irrētiō	irreːtioː
irrīdeō	irriːdeoː
irrītus	irriːtus
irrītābilis	irriːtaːbilis
irrītāre	irriːtaːre
irrītāta	irriːtaːta
irrītāta	irriːtaːtaː
irrītāte	irriːtaːte
irrītātiō	irriːtaːtioː
irrītātī	irriːtaːtiː
irrōrō	irroːroː
irānicus	iraːnikus
irāquia	iraːkʷia
is	is
isaeus	isae̯us
isarcī	isarkiː
isarī	isariː
isaura	isau̯ra
isaāc	isaaːk
isbūrus	isburus
iscariōtēs	iskarioːteːs
ischia	iskʰia
ischiadica	iskʰiadika
ischiadica	iskʰiadikaː
ischiadicus	iskʰiadikus
ischiadicō	iskʰiadikoː
ischias	iskʰias
ischion	iskʰion
ischium	iskʰium
ischiō	iskʰioː
isidora	isidora
ismaris	ismaris
ismēnus	ismeːnus
ismēnē	ismeːneː
isocratēs	isokrateːs
ispinum	ispinum
isrāhēl	israːheːl
isrāhēlita	israːheːlita
isrāhēlīticus	israːheːliːtikus
isrāēle	israːeːle
isrāēlīta	israːeːliːta
isrāēlīticus	israːeːliːtikus
issa	issa
issus	issus
istae	istae̯
istaec	istae̯k
istaevōnēs	istae̯u̯oːneːs
istam	istam
istanc	istank
iste	iste
ister	ister
isthmos	istʰmos
isthmus	istʰmus
isthmōs	istʰmoːs
istic	istik
istinc	istink
istoc	istok
istoc	istoːk
istrāhēlita	istraːheːlita
istrī	istriː
istud	istud
istum	istum
istunc	istunk
istāc	istaːk
istārum	istaːrum
istās	istaːs
istī	istiː
istīs	istiːs
istīus	istiːus
istō	istoː
istōnē	istoːneː
istōrum	istoːrum
istōs	istoːs
isura	isura
isurium	isurium
it	it
ita	ita
italicus	italikus
italiāna	italiaːna
italiāna	italiaːnaː
italiāne	italiaːne
italiānus	italiaːnus
italiānās	italiaːnaːs
italiānī	italiaːniː
italiānō	italiaːnoː
italiānōs	italiaːnoːs
italus	italus
itanum	itanum
itaque	itakʷe
item	item
iter	iter
iterum	iterum
iterātiō	iteraːtioː
iterō	iteroː
ithaca	itʰaka
ithōmē	itʰoːmeː
ithōria	itʰoːria
itidem	itidem
itinerantēs	itineranteːs
itineror	itineror
itinerāns	itinerans
itiō	itioː
iturissa	iturissa
iturius	iturius
iturēnsis	iturensis
itus	itus
itālē	itaːleː
itūraea	ituːrae̯a
iuba	i̯uba
iubeō	i̯ubeoː
iubātus	i̯ubaːtus
iugoslavia	i̯ugoslau̯ia
iugulo	i̯uguloː
iugulum	i̯ugulum
iugulātus	i̯ugulaːtus
iugēns	i̯ugens
iugīs	i̯ugiːs
iugō	i̯ugoː
iunceus	i̯unkeus
iuncus	i̯unkus
iuncētum	i̯unkeːtum
iungō	i̯ungoː
iuppiter	i̯uppiter
iussiō	i̯ussioː
iussū	i̯ussuː
iuvenca	i̯uu̯enka
iuvenculus	i̯uu̯enkulus
iuvencus	i̯uu̯enkus
iuvenis	i̯uu̯enis
iuventūs	i̯uu̯entuːs
iuvenēscō	i̯uu̯eneːskoː
iuvenīlis	i̯uu̯eniːlis
iuvō	i̯uu̯oː
iuxtim	i̯ukstim
ivarus	iu̯arus
ivorēnsis	iu̯orensis
ix	iks
ix	iːks
iyngis	i̯yngis
iyngēs	i̯yngeːs
iynx	i̯ynks
izatēs	izzateːs
izī	izziː
iācōbus	i̯aːkoːbus
iāna	i̯aːna
iānae	i̯aːnae̯
iānam	i̯aːnam
iāniculum	i̯aːnikulum
iāniculus	i̯aːnikulus
iānitor	i̯aːnitor
iānua	i̯aːnua
iānus	i̯aːnus
iānuārius	i̯aːnuaːrius
iāpydis	iaːpydis
iāpys	iaːpys
iāzygēs	i̯aːzzygeːs
iēiūnium	i̯eːi̯uːnium
iēns	iens
iēntāculum	i̯eːntaːkulum
iērunt	ieːrunt
iēsum	i̯eːsum
iēsū	i̯eːsuː
iīs	iiːs
iō	ioː
iōannēs	i̯oːanneːs
iōb	i̯oːb
iōcunditās	i̯oːkunditaːs
iōcundus	i̯oːkundus
iōcundē	i̯oːkundeː
iōgurtum	i̯oːgurtum
iōhanne	i̯oːhanne
iōhannem	i̯oːhannem
iōhannis	i̯oːhannis
iōhannēs	i̯oːhanneːs
iōhannī	i̯oːhanniː
iōlcus	i̯oːlkus
iōn	ioːn
iōnia	ioːnia
iōniaca	ioːniaka
iōniaca	ioːniakaː
iōniacae	ioːniakae̯
iōniacam	ioːniakam
iōniace	ioːniake
iōniacum	ioːniakum
iōniacus	ioːniakus
iōniacārum	ioːniakaːrum
iōniacās	ioːniakaːs
iōniacī	ioːniakiː
iōniacīs	ioːniakiːs
iōniacō	ioːniakoː
iōniacōrum	ioːniakoːrum
iōniacōs	ioːniakoːs
iōnā	i̯oːna
iōnā	i̯oːnaː
iōnās	i̯oːnaːs
iōnēnsis	ioːnensis
iōsēph	i̯oːseːpʰ
iōsēpha	i̯oːseːpʰa
iōsēphopolis	i̯oːseːpʰopolis
iūbilātiō	i̯uːbilaːtioː
iūbilō	i̯uːbiloː
iūcundior	i̯uːkundior
iūcunditās	i̯uːkunditaːs
iūcundor	i̯uːkundor
iūcundus	i̯uːkundus
iūcundātiō	i̯uːkundaːtioː
iūdaea	i̯uːdae̯a
iūdaeicus	i̯uːdae̯ikus
iūdaeorōmānicus	i̯uːdae̯oroːmaːnikus
iūdaeus	i̯uːdae̯us
iūdaicus	i̯uːdaikus
iūdex	i̯uːdeks
iūdicem	i̯uːdikem
iūdicium	i̯uːdikium
iūdiciālis	i̯uːdikiaːlis
iūdiciāliter	i̯uːdikiaːliter
iūdiciārius	i̯uːdikiaːrius
iūdicābilis	i̯uːdikaːbilis
iūdicātiō	i̯uːdikaːtioː
iūdicātrīx	i̯uːdikaːtriːks
iūdicātus	i̯uːdikaːtus
iūdicātus	i̯uːdikaːtuːs
iūdicātīvus	i̯uːdikaːtiːu̯us
iūdicātōrius	i̯uːdikaːtoːrius
iūdicātūra	i̯uːdikaːtuːra
iūdicātūra	i̯uːdikaːtuːraː
iūdicēs	i̯uːdikeːs
iūdicō	i̯uːdikoː
iūdās	i̯uːdaːs
iūgerum	i̯uːgerum
iūglāns	i̯uːglans
iūlia	i̯uːlia
iūlis	i̯uːlis
iūlius	i̯uːlius
iūliāna	i̯uːliaːna
iūliāna	i̯uːliaːnaː
iūliānae	i̯uːliaːnae̯
iūliānam	i̯uːliaːnam
iūliāne	i̯uːliaːne
iūliānum	i̯uːliaːnum
iūliānus	i̯uːliaːnus
iūliānārum	i̯uːliaːnaːrum
iūliānās	i̯uːliaːnaːs
iūliānī	i̯uːliaːniː
iūliānīs	i̯uːliaːniːs
iūliānō	i̯uːliaːnoː
iūliānōrum	i̯uːliaːnoːrum
iūliānōs	i̯uːliaːnoːs
iūlus	iuːlus
iūmentum	i̯uːmentum
iūnctus	i̯uːnktus
iūnior	i̯uːnior
iūniperus	i̯uːniperus
iūnius	i̯uːnius
iūnōnicola	i̯uːnoːnikola
iūrecōnsultus	i̯uːrekonsultus
iūrgium	i̯uːrgium
iūrgō	i̯uːrgoː
iūriscōnsultus	i̯uːriskonsultus
iūrisdictiō	i̯uːrisdiktioː
iūrisprūdentia	i̯uːrispruːdentia
iūrisprūdentia	i̯uːrispruːdentiaː
iūrisprūdēns	i̯uːrispruːdens
iūrista	i̯uːrista
iūrulentus	i̯uːrulentus
iūrāmentum	i̯uːraːmentum
iūrātus	i̯uːraːtus
iūrātīvus	i̯uːraːtiːu̯us
iūrātōrius	i̯uːraːtoːrius
iūrō	i̯uːroː
iūsculum	i̯uːskulum
iūsiūrandum	i̯uːsi̯uːrandum
iūstificus	i̯uːstifikus
iūstificō	i̯uːstifikoː
iūstitia	i̯uːstitia
iūstus	i̯uːstus
iūstīniāneus	i̯uːstiːniaːneus
iūstīniānus	i̯uːstiːniaːnus
iūstīnus	i̯uːstiːnus
iūverimus	i̯uːu̯erimus
iūverimus	i̯uːu̯eriːmus
iūveris	i̯uu̯eːris
iūveris	i̯uːu̯eris
iūveris	i̯uːu̯eriːs
iūveritis	i̯uːu̯eritis
iūveritis	i̯uːu̯eriːtis
j	i̯
jabolēnus	i̯aboleːnus
jacetānī	i̯aketaːniː
jaceō	i̯akeoː
jaciō	i̯akioː
jactanticulus	i̯aktantikulus
jacter	i̯akter
jactitābundus	i̯aktitaːbundus
jactitō	i̯aktitoː
jactābilis	i̯aktaːbilis
jactābundus	i̯aktaːbundus
jactāns	i̯aktans
jactō	i̯aktoː
jaculor	i̯akulor
jaculus	i̯akulus
jaculābilis	i̯akulaːbilis
jaculātōrius	i̯akulaːtoːrius
jamaicēnsis	i̯amai̯kensis
jasōnium	i̯asoːnium
javanicus	i̯au̯anikus
javanēnsis	i̯au̯anensis
javānus	i̯au̯aːnus
javēnsis	i̯au̯ensis
jaxamatae	i̯aksamatae̯
jecinerōsus	i̯ekineroːsus
jecorīna	i̯ekoriːna
jecorīna	i̯ekoriːnaː
jejūnus	i̯ei̯i̯uːnus
jejūnō	i̯ei̯i̯uːnoː
jilinēnsis	i̯ilinensis
joculor	i̯okulor
joculāris	i̯okulaːris
jocus	i̯okus
jocō	i̯okoː
jocōsus	i̯okoːsus
johorēnsis	i̯ohorensis
joppē	i̯oppeː
jordanēnsis	i̯ordanensis
jordanēs	i̯ordaneːs
jubeō	i̯ubeoː
juga	i̯uga
jugulodigastricus	i̯ugulodigastrikus
jugulum	i̯ugulum
jugulus	i̯ugulus
jugulāris	i̯ugulaːris
jugulō	i̯uguloː
jugum	i̯ugum
jugō	i̯ugoː
julī	i̯uliː
junceus	i̯unkeus
juncētum	i̯unkeːtum
jungō	i̯ungoː
juninēnsis	i̯uninensis
junta	i̯unta
juntārum	i̯untaːrum
juntās	i̯untaːs
juntīne	i̯untiːne
juntīnus	i̯untiːnus
juppiter	i̯uppiter
juvenculus	i̯uu̯enkulus
juvencus	i̯uu̯enkus
juvenis	i̯uu̯enis
juventius	i̯uu̯entius
juvenēscō	i̯uu̯eneːskoː
juvenīlis	i̯uu̯eniːlis
juvenīlēs	i̯uu̯eniːleːs
juvāvum	i̯uu̯aːu̯um
juvō	i̯uu̯oː
juxtanucleāris	i̯ukstanukleaːris
juxtapapillāris	i̯ukstapapillaːris
jāna	i̯aːna
jānae	i̯aːnae̯
jānam	i̯aːnam
jānitrīcēs	i̯aːnitriːkeːs
jēntō	i̯eːntoː
jērē̆mī̆ās	i̯eːremiaːs
jērē̆mī̆ās	i̯eːreːmiːaːs
jōcundus	i̯oːkundus
jōcundātiō	i̯oːkundaːtioː
jōcundē	i̯oːkundeː
jōcundō	i̯oːkundoː
jōnā	i̯oːna
jōnā	i̯oːnaː
jōnās	i̯oːnaːs
jūbilō	i̯uːbiloː
jūcundor	i̯uːkundor
jūcundus	i̯uːkundus
jūcundō	i̯uːkundoː
jūdiciālis	i̯uːdikiaːlis
jūdiciārius	i̯uːdikiaːrius
jūdicēs	i̯uːdikeːs
jūdicō	i̯uːdikoː
jūger	i̯uːger
jūgerum	i̯uːgerum
jūlias	i̯uːlias
jūliobona	i̯uːliobona
jūliobrīga	i̯uːliobriːga
jūnctīnus	i̯uːnktiːnus
jūnōnicola	i̯uːnoːnikola
jūpiter	i̯uːpiter
jūridiciālis	i̯uːridikiaːlis
jūris	i̯uːris
jūrō	i̯uːroː
jūs	i̯uːs
jūsjūrandum	i̯uːsi̯uːrandum
jūsta	i̯uːsta
jūsta	i̯uːstaː
jūstificō	i̯uːstifikoː
jūstitia	i̯uːstitia
jūstus	i̯uːstus
jūstīnus	i̯uːstiːnus
jūstōs	i̯uːstoːs
jūturna	i̯uːturna
kaalaēnsis	kaalaensis
kadamitās	kadamitaːs
kagoshimēnsis	kagosimensis
kalendae	kalendae̯
kalendās	kalendaːs
kalevala	kaleu̯ala
kalevalae	kaleu̯alae̯
kalevalam	kaleu̯alam
kalium	kalium
kamerunēnsis	kamerunensis
karakumēnsis	karakumensis
karibaēnsis	karibaensis
karthāgō	kartʰaːgoː
kartāgō	kartaːgoː
kauaiēnsis	kau̯ai̯ensis
kazachstania	kazzakʰstania
kentukia	kentukia
kerguelēnsis	kergelensis
kijevēnsis	kii̯i̯eu̯ensis
kilifiēnsis	kilifiensis
kilonēnsis	kilonensis
kinabaluēnsis	kinabaluensis
kolymēnsis	kolymensis
koraiēnsis	korai̯ensis
kosovia	kosou̯ia
kumaonēnsis	kumaonensis
kurdicus	kurdikus
kurilēnsis	kurilensis
kuriēnsis	kuriensis
kururiēnsis	kururiensis
kā	kaː
kētōsiredūcēns	keːtoːsireduːkens
labarum	labarum
labda	labda
labdacismus	labdakismus
labefactātis	labefaktaːtis
labefactātiō	labefaktaːtioː
labefactātīs	labefaktaːtiːs
labefactāverimus	labefaktaːu̯erimus
labefactāverimus	labefaktaːu̯eriːmus
labefactāveris	labefaktaːu̯eris
labefactāveris	labefaktaːu̯eriːs
labefactāveritis	labefaktaːu̯eritis
labefactāveritis	labefaktaːu̯eriːtis
labefactō	labefaktoː
labellum	labellum
laberius	laberius
labeātēs	labeaːteːs
labeō	labeoː
labeōsus	labeoːsus
labium	labium
labiālis	labiaːlis
labiēnus	labieːnus
labiī	labiiː
labiōsus	labioːsus
labranda	labranda
labrum	labrum
labyrintheus	labyrintʰeus
labīcum	labiːkum
labō	laboː
labōrandum	laboːrandum
labōrifer	laboːrifer
labōriōsus	laboːrioːsus
labōriōsē	laboːrioːseː
labōrā	laboːraː
labōrātor	laboːraːtor
labōrātōrium	laboːraːtoːrium
labōrō	laboːroː
labōsus	laboːsus
lac	lak
lacca	lakka
laccar	lakkar
lacer	laker
lacerante	lakerante
lacerantēs	lakeranteːs
lacerius	lakerius
lacerna	lakerna
lacerta	lakerta
lacertōsus	lakertoːsus
lacerābilis	lakeraːbilis
lacerātis	lakeraːtis
lacerātiō	lakeraːtioː
lacerātor	lakeraːtor
lacerātrīx	lakeraːtriːks
lacerātīs	lakeraːtiːs
lacerāverimus	lakeraːu̯erimus
lacerāverimus	lakeraːu̯eriːmus
lacerāveris	lakeraːu̯eris
lacerāveris	lakeraːu̯eriːs
lacerāveritis	lakeraːu̯eritis
lacerāveritis	lakeraːu̯eriːtis
lacerī	lakeriː
lacerō	lakeroː
lacessit	lakessit
lacessō	lakessoː
lachēs	lakʰeːs
laciaca	lakiaka
lacimurga	lakimurga
laciniāte	lakiniaːte
laciniātus	lakiniaːtus
lacippō	lakippoː
laciō	lakioː
lacmōn	lakmoːn
lacobrīga	lakobriːga
lacrima	lakrima
lacrimula	lakrimula
lacrimābilis	lakrimaːbilis
lacrimābundus	lakrimaːbundus
lacrimālis	lakrimaːlis
lacrimātis	lakrimaːtis
lacrimātiō	lakrimaːtioː
lacrimātīs	lakrimaːtiːs
lacrimāverimus	lakrimaːu̯erimus
lacrimāverimus	lakrimaːu̯eriːmus
lacrimāveris	lakrimaːu̯eris
lacrimāveris	lakrimaːu̯eriːs
lacrimāveritis	lakrimaːu̯eritis
lacrimāveritis	lakrimaːu̯eriːtis
lacrimō	lakrimoː
lacrimōsus	lakrimoːsus
lacrimōsē	lakrimoːseː
lacringī	lakringiː
lacruma	lakruma
lacrumābundus	lakrumaːbundus
lacryma	lakryma
lacta	lakta
lactantius	laktantius
lacteolus	lakteolus
lacteus	lakteus
lacticolor	laktikolor
lactifer	laktifer
lactineus	laktineus
lacturnus	lakturnus
lactāneus	laktaːneus
lactātiō	laktaːtioː
lactēns	laktens
lactōra	laktoːra
lactūca	laktuːka
lactūcārius	laktuːkaːrius
lacumacēs	lakumakeːs
lacunar	lakunar
lacus	lakus
lacustris	lakustris
lacōnia	lakoːnia
lacōnicus	lakoːnikus
lacūna	lakuːna
lacūnae	lakuːnae̯
lacūnō	lakuːnoː
lacūnōsus	lakuːnoːsus
laecānius	lae̯kaːnius
laelia	lae̯lia
laelius	lae̯lius
laena	lae̯na
laenās	lae̯naːs
laeotomus	lae̯otomus
laepia	lae̯pia
laesiō	lae̯sioː
laetanter	lae̯tanter
laetevirēns	lae̯teu̯irens
laetificō	lae̯tifikoː
laetissimus	lae̯tissimus
laetitia	lae̯titia
laetus	lae̯tus
laetābilis	lae̯taːbilis
laetābundus	lae̯taːbundus
laetāmen	lae̯taːmen
laetīlius	lae̯tiːlius
laetō	lae̯toː
laetōrius	lae̯toːrius
laevicollis	lae̯u̯ikollis
laevigātus	lae̯u̯igaːtus
laevius	lae̯u̯ius
laevus	lae̯u̯us
laevī	lae̯u̯iː
laevīnus	lae̯u̯iːnus
laeāna	lae̯aːna
lagania	lagania
lagina	lagina
laginē	lagineː
lagunēnsis	lagunensis
lagōpūs	lagoːpuːs
lagōus	lagous
lagūsa	laguːsa
lalasis	lalasis
lallō	lalloː
lamberēs	lambereːs
lambrus	lambrus
lambō	lamboː
lamia	lamia
laminārius	laminaːrius
lampada	lampada
lampadiō	lampadioː
lampadō	lampadoː
lampagō	lampagoː
lampas	lampas
lampsa	lampsa
lampsacum	lampsakum
lampō	lampoː
lampōnia	lampoːnia
lampōnius	lampoːnius
lamus	lamus
lamyrus	lamyrus
lamētus	lameːtus
lance	lanke
lancea	lankea
lancem	lankem
lanceola	lankeola
lanceolātus	lankeolaːtus
lanceātus	lankeaːtus
lanceīs	lankeiːs
lanceō	lankeoː
lancia	lankia
lancia	lanki̯a
lancifolius	lankifolius
lancinante	lankinante
lancinantēs	lankinanteːs
lancinātūrus	lankinaːtuːrus
lancinō	lankinoː
lanciō	lankioː
lancēs	lankeːs
lancī	lankiː
langarus	langarus
langobardus	langobardus
langobrīga	langobriːga
langueō	langʷeoː
languidus	langʷidus
languor	langʷor
languēre	langʷeːre
languēscō	langʷeːskoː
langŭēre	langueːre
lanipēs	lanipeːs
lanista	lanista
lanius	lanius
laniābāminī	laniaːbaːminiː
laniātis	laniaːtis
laniātīs	laniaːtiːs
laniāverimus	laniaːu̯erimus
laniāverimus	laniaːu̯eriːmus
laniāveris	laniaːu̯eris
laniāveris	laniaːu̯eriːs
laniāveritis	laniaːu̯eritis
laniāveritis	laniaːu̯eriːtis
lanos	lanos
lanterna	lanterna
lanthanum	lantʰanum
lanx	lanks
laoticus	laotikus
lapathum	lapatʰum
laphiās	lapʰiaːs
laphystium	lapʰystium
lapicīda	lapikiːda
lapideus	lapideus
lapidicīda	lapidikiːda
lapidāria	lapidaːria
lapidārie	lapidaːrie
lapidāris	lapidaːris
lapidārius	lapidaːrius
lapidāriās	lapidaːriaːs
lapidāriō	lapidaːrioː
lapidāriōs	lapidaːrioːs
lapidārī	lapidaːriː
lapidātis	lapidaːtis
lapidātīs	lapidaːtiːs
lapidāverimus	lapidaːu̯erimus
lapidāverimus	lapidaːu̯eriːmus
lapidāveris	lapidaːu̯eris
lapidāveris	lapidaːu̯eriːs
lapidāveritis	lapidaːu̯eritis
lapidāveritis	lapidaːu̯eriːtis
lapidēscēns	lapideːskens
lapidēscō	lapideːskoː
lapidō	lapidoː
lapifrāctor	lapifraːktor
lapillus	lapillus
lapis	lapis
lapithās	lapitʰas
lappius	lappius
lapurdum	lapurdum
lapēthus	lapeːtʰus
laquear	lakʷear
laqueus	lakʷeus
laqueārius	lakʷeaːrius
laqueātus	lakʷeaːtus
laranda	laranda
larbason	larbason
larcius	larkius
larendānī	larendaːniː
largificus	largifikus
largifluus	largifluus
largiloquus	largilokʷus
largior	largior
largitās	largitaːs
largitūdō	largituːdoː
largiusculus	largiuskulus
largiō	largioː
largus	largus
largīmentum	largiːmentum
largītiō	largiːtioː
largītor	largiːtor
larice	larike
larignus	larignus
larix	lariks
lartidius	lartidius
larunda	larunda
larus	larus
larymna	larymna
laryngeus	laryngeus
larynx	larynks
larārium	laraːrium
larī	lariː
lascuta	laskuta
lascīvia	laskiːu̯ia
lascīviō	laskiːu̯ioː
lascīvus	laskiːu̯us
lascīvībundus	laskiːu̯iːbundus
lasia	lasia
lasiōn	lasioːn
lassulus	lassulus
lassunnī	lassunniː
lassus	lassus
lassā	lassaː
lassātis	lassaːtis
lassātīs	lassaːtiːs
lassāverimus	lassaːu̯erimus
lassāverimus	lassaːu̯eriːmus
lassāveris	lassaːu̯eris
lassāveris	lassaːu̯eriːs
lassāveritis	lassaːu̯eritis
lassāveritis	lassaːu̯eriːtis
lassō	lassoː
lassōs	lassoːs
lastaurus	lastau̯rus
lastigi	lastigi
latebra	latebra
latentior	latentior
latentissima	latentissima
latentissime	latentissime
latentissimum	latentissimum
