3	tʂɚ
notowalibyście	nɔtɔvalibɨɕtɕɛ
notowalibyśmy	nɔtɔvalibɨɕmɨ
notowaliście	nɔtɔvaliɕtɕɛ
notowaliśmy	nɔtɔvaliɕmɨ
notowania	nɔtɔvaɲia
notowanie	nɔtɔvaɲiɛ
notowanie	nɔtɔvaɲɛ
notowano	nɔtɔvanɔ
notować	nɔtɔvatɕ
notował	nɔtɔvaw
notowała	nɔtɔvawa
notowałaby	nɔtɔvawabɨ
notowałabym	nɔtɔvawabɨm
notowałabyś	nɔtɔvawabɨɕ
notowałam	nɔtɔvawam
notowałaś	nɔtɔvawaɕ
notowałby	nɔtɔvawbɨ
notowałbym	nɔtɔvawbɨm
notowałbyś	nɔtɔvawbɨɕ
notowałem	nɔtɔvawɛm
notowałeś	nɔtɔvawɛɕ
notowało	nɔtɔvawɔ
notowałoby	nɔtɔvawɔbɨ
notowały	nɔtɔvawɨ
notowałyby	nɔtɔvawɨbɨ
notowałybyście	nɔtɔvawɨbɨɕtɕɛ
notowałybyśmy	nɔtɔvawɨbɨɕmɨ
notowałyście	nɔtɔvawɨɕtɕɛ
notowałyśmy	nɔtɔvawɨɕmɨ
notuj	nɔtuj
notujcie	nɔtujtɕɛ
notuje	nɔtujɛ
notujecie	nɔtujɛtɕɛ
notujemy	nɔtujɛmɨ
notujesz	nɔtujɛʂ
notujmy	nɔtujmɨ
notują	nɔtujɔw̃
notując	nɔtujɔnts
notująca	nɔtujɔntsa
notujące	nɔtujɔntsɛ
notujący	nɔtujɔntsɨ
notuję	nɔtujɛ
notyfikować	nɔtɨfikɔvatɕ
noumen	nɔwmɛn
noumenon	nɔwmɛnɔn
novum	nɔvum
nowa	nɔva
nowacka	nɔvatska
nowacki	nɔvatski
nowaczek	nɔvatʂɛk
nowaczkiewicz	nɔvatʂkjɛvitʂ
nowaczyk	nɔvatʂɨk
nowak	nɔvak
nowakiewicz	nɔvakjɛvitʂ
nowakowicz	nɔvakɔvitʂ
nowakowski	nɔvakɔfski
nowalia	navalia
nowalijek	nɔvalijak
nowalijka	nɔvaliika
nowalijka	nɔvalijka
nowalijki	novaliki
nowara	nɔvara
nowatkiewicz	nɔvatkjɛvitʂ
nowator	nɔvatɔr
nowatorski	nɔvatɔrski
nowatorskie	nɔvatɔruskiɛ
nowatorstwo	nɔvatɔrstfɔ
nować	nɔvatɕ
nowe	nɔvɛ
nowego	nɔvɛgɔ
nowej	nɔvej
nowej	nɔvɛj
nowela	nɔvɛla
nowela	nʊvɛla
noweleta	noveeta
noweleta	nɔvɛlɛta
noweletka	nɔvɛletka
noweletka	nɔvɛlɛtka
nowelizacja	nɔvɛlizatsja
nowelizować	nɔdalizɔvatɕ
nowelizować	nɔvɛlizɔvatɕ
nowelka	nɔvɛlka
nowelowy	nɔvɛlɔvɨ
nowemu	nɔvɛmu
nowenna	nɔvɛnna
noweta	nɔvɛta
nowi	nɔvi
nowi	nˈoːvɪ
nowicjusz	nɔvitsjuʂ
nowicjuszka	nɔvitsjuszka
nowicjuszka	nɔvitsjuʂka
nowicka	nɔvitska
nowicki	nɔvitski
nowiczok	nɔvitʂɔk
nowielice	nɔvjɛlɨtsɛ
nowiem	nɔvjɛm
nowik	nau̯vik
nowikiewicz	nɔvikjɛvitʂ
nowin	nɔvin
nowina	nɔvina
nowinie	nɔviɲɛ
nowinka	nɔviŋka
nowinka	nɔvɪnka
nowinka	nɔvɲka
nowino	nɔvinɔ
nowiny	nɔvinɨ
nowiną	nɔvinɔw̃
nowinę	nɔvinɛ
nowiowi	nɔvjɔvi
nowiu	nɔvju
nowiutki	nɔvjutki
nowiński	nɔviɲski
nowo	nɔvu
nowo	nɔvɔ
nowobilski	nɔvɔbjlʑki
nowobogaccy	nɔwɔbogatsɨ
nowobogacki	nɔvɔbɔgatski
nowocień	nɔvɔtɕɛɲ
nowocin	nɔvɔtɕin
nowoczesna	nɔvɔtʂɛtsna
nowoczesność	nɔvɔtʂɛsnɔɕtɕ
nowoczesność	nɔwɔtʂɛsnɔ
nowoczesny	nɔvɔtʂɛsnɨ
nowoczesną	nɔwɔtʂɛsnɔ
nowocześnie	nɔvɔtʂɛɕɲɛ
nowocześniejszy	nɔvɔtʂɛɕɲɛjʂɨ
nowofalowiec	nɔvɔfalɔvjɛts
nowofalowy	nɔvɔfalɔvɨ
nowofundlandczycy	nɔvɔfuntlanttʂɨtsɨ
nowogard	nɔvɔgart
nowogardzianin	nɔvɔgardzjaɲin
nowogardzki	nɔvɔgartszki
nowogrecki	nɔvɔgrɛtski
nowogrodzianie	nɔwɔgrɔdʑaniɛ
nowogrodziec	navɔgrɔdzjɛts
nowogródczyzna	nɔvɔgrutitʂɨzna
nowogródczyzna	nɔvɔgruttʂɨzna
nowohucka	nɔvɔxutʃka
nowohuckie	nˈoˈvɔxutskʲi
nowojorscy	nɔvɔjɔrstsɨ
nowojorska	nɔvɔjɔrska
nowojorski	nɔbɔjɔrski
nowojorski	nɔvɔjɔrski
nowojorskich	nɔvɔjɔrskix
nowojorskie	nɔvɔjɔrskjɛ
nowojorskiego	nɔvɔjɔrskjɛgɔ
nowojorskiej	nɔvɔjɔrskjɛj
nowojorskiemu	nɔvɔjɔrskjɛmu
nowojorskim	nɔvɔjɔrskim
nowojorskimi	nɔvɔjɔrskimi
nowojorską	nɔvɔjɔrskɔw̃
nowokaina	nɔvɔkraina
nowokaledońscy	nɔvɔkalɛdɔɲstsɨ
nowokaledońska	nɔvɔkalɛdɔɲska
nowokaledoński	nɔvɔkalɛdɔɲski
nowokaledońskich	nɔvɔkalɛdɔɲskix
nowokaledońskie	nɔvɔkalɛdɔɲskjɛ
nowokaledońskiego	nɔvɔkalɛdɔɲskjɛgɔ
nowokaledońskiej	nɔvɔkalɛdɔɲskjɛj
nowokaledońskiemu	nɔvɔkalɛdɔɲskjɛmu
nowokaledońskim	nɔvɔkalɛdɔɲskim
nowokaledońskimi	nɔvɔkalɛdɔɲskimi
nowokaledońską	nɔvɔkalɛdɔɲskɔw̃
nowomeksykański	nɔvɔmɛksɨkaɲski
nowomodnie	nɔvɔmɔdɲɛ
nowomodny	nɔvɔmɔdnɨ
nowomowa	nɔvɔmɔva
nowoorleańscy	nɔvɔɔrlɛaɲstsɨ
nowoorleańska	nɔvɔɔrlɛaɲska
nowoorleański	nɔvɔɔrlɛaɲski
nowoorleańskich	nɔvɔɔrlɛaɲskix
nowoorleańskie	nɔvɔɔrlɛaɲskjɛ
nowoorleańskiego	nɔvɔɔrlɛaɲskjɛgɔ
nowoorleańskiej	nɔvɔɔrlɛaɲskjɛj
nowoorleańskiemu	nɔvɔɔrlɛaɲskjɛmu
nowoorleańskim	nɔvɔɔrlɛaɲskim
nowoorleańskimi	nɔvɔɔrlɛaɲskimi
nowoorleańską	nɔvɔɔrlɛaɲskɔw̃
nowoprzybyła	navɨpʂɨbɨɫa
noworoczny	nɔvorɔtʂnɨ
noworoczny	nɔvɔrɔtʂnɨ
noworodek	nɔvorɔdɛk
noworodek	nɔvɔrɔdɛk
noworodki	nɔvorɔtki
noworodkiem	nɔvorɔtkjɛm
noworodkowy	nɔvɔrɔtkɔvɨ
noworol	nɔvɔrɔl
noworosja	nɔvɔrɔsja
noworyta	nɔvɔrɨta
noworzyn	nɔvɔʐɨn
noworól	nɔvɔrul
nowosad	nɔvɔsat
nowosada	nɔvɔsada
nowosiad	nɔvɔɕat
nowosiadły	nɔvɔɕadwɨ
nowosielski	nɔvɔʂɛlski
nowosielski	nɔwɔɕjɛlski
nowosolna	navˈasˈolma
nowosybirsk	nɔvɔsɨbirsk
nowoszkolny	nɔvɔʂkɔlnɨ
nowosławski	nɔvɔswafski
nowotarski	nɔvɔtarski
nowotestamentowy	nɔvɔtɛstamɛntɔvɨ
nowotnik	nɔvɔtɲik
nowotny	nɔvɔtnɨ
nowotworowego	nɔvɔtfɔrɔvagɔ
nowotworowymi	nɔvɔtfɔrɔvɛmi
nowotwór	nɔvɔtfur
nowowiejski	nɔvɔvjɛjski
nowozelandczyk	nɔvɔzɛlanttʂɨk
nowozelandka	nɔvɔzɛlantka
nowozelandzcy	nɔvɔzɛlantstsɨ
nowozelandzka	nɔvɔzɛlantska
nowozelandzki	nɔvɔzɛlantski
nowozelandzkich	nɔvɔzɛlantskix
nowozelandzkie	nɔvɔzɛlantskjɛ
nowozelandzkiego	nɔvɔzɛlantskjɛgɔ
nowozelandzkiej	nɔvɔzɛlantskjɛj
nowozelandzkiemu	nɔvɔzɛlantskjɛmu
nowozelandzkim	nɔvɔzɛlantskim
nowozelandzkimi	nɔvɔzɛlantskimi
nowoświat	nɔvɔɕfjat
nowość	nɔvɔɕtɕ
nowożeniec	nɔvɔʐɛɲɛts
nowożeńcy	nɔvoʐɛɲtsi
nowożeńcy	nɔvɔʐɛɲtsɨ
nowożeńców	nɔwɔʐantɕof
nowożytne	nɔwaʐɛtnɛ
nowożytność	nɔvɔʐɨtnɔɕtɕ
nowożytny	nɔvɔʐɨtnɨ
nowrot	nɔvrɔt
nowsi	nɔfɕi
nowszego	nɔfʂɛgɔ
nowszy	nɔfʂɨ
nowy	nɔvɨ
nowych	nɔvɨx
nowym	nɔvɛm
nowym	nɔvɨm
nowymi	nɔvɨmi
nową	nɔvɔv
nową	nɔvɔw̃
noyszewska	nɔɨʂɛfska
noyszewski	nɔɨʂɛfski
nozdrze	nɔzdʐɛ
nozdrzec	nɔzdʐɛts
nozologia	muzoˈloːkjɒ
noś	nɔɕ
nośne	nɔʃnɛ
nośni	nɔɕɲi
nośnik	nɔɕɲik
nośnikiem	nɔɕɲɛkjɛm
nośność	nɔɕnɔɕtɕ
nośny	nɔɕnɨ
noża	nɔʐa
nożach	nɔʐax
nożami	nɔʐami
noże	nɔʐɛ
nożem	noʐɛm
nożem	nɔʐɛm
nożna	noʒna
nożna	nɔʐna
nożne	nɔʐnɛ
nożnego	nɔʐnɛgɔ
nożnej	nɔʐnɛj
nożnemu	nɔʐnɛmu
nożni	nɔʐɲi
nożny	nɔʐnɨ
nożnych	nɔʐnɨx
nożnym	nɔʐnɨm
nożnymi	nɔʐnɨmi
nożną	nɔʐnɔw̃
nożom	nɔʐɔm
nożowi	nɔʐɔvi
nożownik	nɔʐɔvɲik
nożu	nɔʐu
noży	nɔʐɨ
nożyce	nɔʐɨtsɛ
nożycowanie	nɔʐɨtsɔvaɲiɛ
nożycowe	nɔʐɛtsɔvɛ
nożyczek	nɔʐɨtʂɛk
nożyczkami	nɔʐɛtʂkami
nożyczki	nɔʐɨtʂki
nożyk	nɔʐɨk
nożyka	nɔʐɨka
nożykach	nɔʐɨkax
nożykami	nɔʐɨkami
nożyki	nɔʐɨki
nożykiem	nɔʐɨkjɛm
nożykom	nɔʐɨkɔm
nożykowi	nɔʐɨkɔvi
nożykowi	nɔʐɨkɔwii
nożyku	nɔʐɨku
nożyków	nɔʐɛkuf
nożyków	nɔʐɨkuf
nożyna	nɔʐɨna
nożysko	nɔʐɨskɔ
nrd	ɛnɛrdɛ
nu	nu
nubara	nubara
nubia	nubja
nuci	nutɕi
nucicie	nutɕitɕɛ
nucie	nutɕɛ
nucimy	nutɕimɨ
nucisz	nutɕiʂ
nucił	nˈutʃiw
nucą	nutsɔw̃
nucę	nutsɛ
nuda	nuda
nudach	nudax
nudami	nudami
nudes	nudɛs
nudna	nudna
nudnawi	nˈudnavji
nudne	nudnɛ
nudnego	nudnɛgɔ
nudnej	nudnɛj
nudnemu	nudnɛmu
nudni	nudɲi
nudnie	nudɲɛ
nudniejszego	nudɲɛjʂɛgɔ
nudniejszy	nudɲɛjʂɨ
nudno	nudnɔ
nudności	nudnɔɕtɕi
nudność	nudnɔɕtɕ
nudny	nudnɨ
nudnych	nudnɨx
nudnym	nudnɨm
nudnymi	nudnɨmi
nudną	nudnɔw̃
nudną	nˈədˈənˈɔm
nudo	nudɔ
nudocie	nudɔtɕɛ
nudom	nudɔm
nudota	nudɔta
nudoto	nudɔtɔ
nudoty	nudɔtɨ
nudotą	nudɔtɔw̃
nudotę	nudɔtɛ
nudy	nudɨ
nudysta	nˈutɛsta
nudzenie	nudzɛɲɛ
nudzi	nudʑi
nudzi	nˈudʒi
nudziara	nudʑara
nudziarstwo	nudʑarstfɔ
nudziarz	nudʑaʂ
nudzie	nudʑɛ
nudzić	nudʑitɕ
nudów	nuduf
nudą	nudɔw̃
nudę	nudɛ
nudź	nutɕ
nugat	nogat
nugat	nugat
nukać	nukatɕ
nuklearne	nuklajarna
nuklearny	nuklɛarmɨ
nuklearny	nuklɛarnɨ
nuklearny	nuklʲarnɨ
nukleinowa	nuklɛinɔva
nukleinowe	nuklɛinɔvɛ
nukleinowy	nuklɛinɔvɨ
nukleon	nuklɛɔn
nukleotyd	nuklɛɔtɨt
nukleus	nuklɛus
numea	nˈuːmeː
numer	numeɾ
numer	numɛr
numeracja	numɛratsja
numerant	numɛrant
numerantka	numɛrantka
numerek	numɛrɛk
numerek	nʊmɛrɛk
numerem	numɛrɛm
numerologia	numɛrɔlɔgja
numerowali	numɛrɔvali
numerowaliby	numɛrɔvalibɨ
numerowalibyście	numɛrɔvalibɨɕtɕɛ
numerowalibyśmy	numɛrɔvalibɨɕmɨ
numerowaliście	numɛrɔvaliɕtɕɛ
numerowaliśmy	numɛrɔvaliɕmɨ
numerowanie	numɛrɔvaɲɛ
numerowano	numɛrɔvanɔ
numerować	numɛrɔvatɕ
numerował	numɛrɔvaw
numerowała	numɛrɔvawa
numerowałaby	numɛrɔvawabɨ
numerowałabym	numɛrɔvawabɨm
numerowałabyś	numɛrɔvawabɨɕ
numerowałam	numɛrɔvawam
numerowałaś	numɛrɔvawaɕ
numerowałby	numɛrɔvawbɨ
numerowałbym	numɛrɔvawbɨm
numerowałbyś	numɛrɔvawbɨɕ
numerowałem	numɛrɔvawɛm
numerowałeś	numɛrɔvawɛɕ
numerowało	numɛrɔvawɔ
numerowałoby	numɛrɔvawɔbɨ
numerowały	numɛrɔvawɨ
numerowałyby	numɛrɔvawɨbɨ
numerowałybyście	numɛrɔvawɨbɨɕtɕɛ
numerowałybyśmy	numɛrɔvawɨbɨɕmɨ
numerowałyście	numɛrɔvawɨɕtɕɛ
numerowałyśmy	numɛrɔvawɨɕmɨ
numeru	numɛru
numeru	numˈɛro
numeruj	numɛruj
numerujcie	numɛrujtɕɛ
numeruje	numɛrujɛ
numerujecie	numɛrujɛtɕɛ
numerujemy	numɛrujɛmɨ
numerujesz	numɛrujɛʂ
numerujmy	numɛrujmɨ
numerują	numɛrujɔw̃
numerując	numɛrujɔnts
numerująca	numɛrujɔntsa
numerujące	numɛrujɔntsɛ
numerujący	numɛrujɔntsɨ
numeruję	numɛrujɛ
numery	numɛrɨ
numeryczny	numarɨtʂnɨ
numeryczny	numɛrɨtʂnɨ
numidia	numidja
numizmat	nʊmizmat
numizmatyczka	nɔmizmatɨtʂka
numizmatyczny	numizmatɨtʂnɨ
numizmatyczny	nɔmizmatɨtʂnɨ
numizmatyka	numizmatɨka
numizmatyka	nˈumizmatika
nunatak	nunatak
nuncjatura	nuntsjatura
nuncjusz	nuntsjuʂ
nunczako	nuntʂakɔ
nunczaku	nuntʂaku
nupturient	nupturjɛnt
nur	nur
nura	nura
nurach	nurax
nurami	nurami
nurca	nurtsa
nurcach	nurtsax
nurcami	nurtsami
nurce	nurtsɛ
nurcem	nurtsɛm
nurcie	nurtɕɛ
nurcik	nurtɕik
nurcom	nurtsɔm
nurcowi	nurtsɔvi
nurcu	nurtsu
nurców	nurtsuf
nurek	nurɛk
nurem	nurɛm
nurka	nurka
nurkach	nurkax
nurkami	nurkami
nurki	nurki
nurkiem	nurkjɛm
nurkiewicz	nurkjɛvitʂ
nurko	nurkɔ
nurkom	nurkɔm
nurkowali	nurkɔvali
nurkowaliby	nurkɔvalibɨ
nurkowalibyście	nurkɔvalibɨɕtɕɛ
nurkowalibyśmy	nurkɔvalibɨɕmɨ
nurkowaliście	nurkɔvaliɕtɕɛ
nurkowaliśmy	nurkɔvaliɕmɨ
nurkowanie	murkɔwaɲɛ
nurkowanie	nurkɔvaɲɛ
nurkowano	nurkɔvanɔ
nurkować	murkɔvatɕ
nurkować	nurkɔvatɕ
nurkował	nurkɔvaw
nurkowała	nurkɔvawa
nurkowałaby	nurkɔvawabɨ
nurkowałabym	nurkɔvawabɨm
nurkowałabyś	nurkɔvawabɨɕ
nurkowałam	nurkɔvawam
nurkowałaś	nurkɔvawaɕ
nurkowałby	nurkɔvawbɨ
nurkowałbym	nurkɔvawbɨm
nurkowałbyś	nurkɔvawbɨɕ
nurkowałem	nurkɔvawɛm
nurkowałeś	nurkɔvawɛɕ
nurkowało	nurkɔvawɔ
nurkowałoby	nurkɔvawɔbɨ
nurkowały	nurkɔvawɨ
nurkowałyby	nurkɔvawɨbɨ
nurkowałybyście	nurkɔvawɨbɨɕtɕɛ
nurkowałybyśmy	nurkɔvawɨbɨɕmɨ
nurkowałyście	nurkɔvawɨɕtɕɛ
nurkowałyśmy	nurkɔvawɨɕmɨ
nurkowi	nurkɔvi
nurkowie	nurkɔvjɛ
nurkowiec	norkɔvjɛts
nurku	nurku
nurkuj	nurkuj
nurkujcie	nurkujtɕɛ
nurkuje	nurkujɛ
nurkujecie	nurkujɛtɕɛ
nurkujemy	nurkujɛmɨ
nurkujesz	nurkujɛʂ
nurkujmy	nurkujmɨ
nurkują	nurkujɔw̃
nurkując	nurkujɔnts
nurkując	nurkujɔw̃its
nurkująca	nurkujɔntsa
nurkujące	nurkujɔntsɛ
nurkujący	nurkujɔntsɨ
nurkuję	nurkujɛ
nurków	nurkuf
nurką	nurkɔw̃
nurkę	nurkɛ
nurnik	nurɲik
nurogęś	nurɔgɛɲɕ
nurom	nurɔm
nurowi	nurɔvi
nurowski	nurɔpski
nurt	nurt
nurt	nʊrt
nurtach	nurtax
nurtami	nurtami
nurtem	nurtɛm
nurtom	nurtɔm
nurtować	nurtɔvatɕ
nurtowi	nurtɔvi
nurtu	nurtu
nurty	nurtɨ
nurtów	nurtuf
nury	nurɨ
nurz	nuʂ
nurza	nuʐa
nurzaj	nuʐaj
nurzanie	nuʐaɲɛ
nurzaniec	nuʐaɲɛts
nurzać	nuʐatɕ
nurze	nuʐɛ
nurzec	nuʐɛts
nurzec-stacja	nwʐɛtsstatsja
nurzy	nuʐɨ
nurzyk	nuʐɨk
nurzyć	nuʐɨtɕ
nurzą	nuʐɔw̃
nurzę	nuʐɛ
nurów	nuruf
nuszkiewicz	nuʂkjɛvitʂ
nut	nut
nuta	anuta
nuta	nuta
nutka	nutka
nuto	nutɔ
nutria	nutrja
nutriach	nutrjax
nutriami	nutrjami
nutrie	nutrjɛ
nutrii	nutrji
nutrio	nutrjɔ
nutriom	nutrjɔm
nutrią	nutrjɔw̃
nutrię	nutrjɛ
nutryj	nutrɨj
nuty	nutɨ
nuty	nutˈe
nuty	nˈutˈe
nuuk	nuk
nuworysz	nuvɔrɨʂ
nuć	nutɕ
nuż	nuʂ
nuże	nuʐɛ
nużenie	nuʐɛɲɛ
nużeniec	nuʐɛɲɛts
nuży	nuʐɨ
nużyca	nuʐɨtsa
nużyć	nuʐɨtɕ
nużą	nuʐɔw̃
nużący	nuʐɔntsɨ
nużę	nuʐɛ
ny	nɨ
nycz	nɔtʃ
nycz	nɨtʂ
nyczaj	nɨtʂaj
nyczek	nɨtʂɛk
nyga	nɨga
nygus	nɨgus
nykiel	nɨkjɛl
nylon	nɨlɔn
nysa	nɨsa
nysa	nˈɛsa
nyć	nɨtɕ
nyćkowiak	nɨtɕkɔvjak
nóg	nuk
nóg	nˈuk
nów	nˈɔv
nówka	nufka
nóż	nuʂ
nóż	nˈuʃ
nóżce	nuʂtsɛ
nóżek	nuʐɛk
nóżka	nuska
nóżka	nuʂka
nóżkach	nuʂkax
nóżkami	nuʂkami
nóżki	nuʂki
nóżko	nuʂkɔ
nóżkom	nuʂkɔm
nóżką	nuʂkɔw̃
nóżkę	nuʂkɛ
nęcenie	nɛntsɛɲɛ
nęci	nɛɲtɕi
nęcicie	nɛɲtɕitɕɛ
nęcić	nɛɲtɕitɕ
nęcony	nɛntsɔnɨ
nęcą	nɛntsɔw̃
nęcę	nɛntsɛ
nędz	nɛnts
nędza	nɛndza
nędzarzami	nɛnzaʐaːmi
nędzewicz	nɛndzɛvitʂ
nędzić	nɛɲdʑitɕ
nędzna	nɛndzna
nędzne	nɛndznɛ
nędznego	nɛndznɛgɔ
nędznej	nɛndznɛj
nędznemu	nɛndznɛmu
nędznica	nɛndzɲitsa
nędznicy	nɛndzɲitsɨ
nędznie	nɛndzɲɛ
nędznie	nɛnzɲɛ
nędzniejszego	nɛndzɲɛjʂɛgɔ
nędzniejszy	nɛndzɲɛjʂɨ
nędznieć	nɛntsɲɛtɕ
nędznik	nɛndznˈik
nędznik	nɛndzɲik
nędzny	nɛndznɨ
nędznych	nɛndznɨx
nędznym	nɛndznɨm
nędznymi	nɛndznɨmi
nędzną	nɛndznɔw̃
nędzy	nɛndzɨ
nęga	nɛŋga
nęka	nɛŋka
nękacie	nɛŋkatɕɛ
nękaj	nɛŋkaj
nękają	nɛŋkajɔw̃
nękając	nɛŋkajɔw̃nts
nękam	nɛŋkam
nękamy	nɛŋkamɨ
nękanie	nɛŋkaɲɛ
nękany	nɛŋkanɨ
nękasz	nɛŋkaʂ
nękać	nɛŋkatɕ
nęć	nɛɲtɕ
o	ɔ
o	ˈɔ
oaza	ɔaza
ob	ɔp
ob	ˈob
oba	oba
oba	ɔba
obaczyć	ɔbatʂɨtɕ
obaj	ɔbaj
obaj	ˈɔbaɪ
obal	ɔbal
obala	obala
obala	ɔbala
obalacie	ɔbalatɕɛ
obalaj	ɔbalaj
obalajcie	ɔbalajtɕɛ
obalajmy	ɔbalajmɨ
obalają	obalajɔw̃
obalają	ɔbalajɔw̃
obalając	ɔbalajɔnts
obalająca	ɔbalajɔntsa
obalające	ɔbalajɔntsɛ
obalający	ɔbalajɔntsɨ
obalali	ɔbalali
obalaliby	ɔbalalibɨ
obalalibyście	ɔbalalibɨɕtɕɛ
obalalibyśmy	ɔbalalibɨɕmɨ
obalaliście	ɔbalaliɕtɕɛ
obalaliśmy	ɔbalaliɕmɨ
obalam	ɔbalaam
obalam	ɔbalam
obalamy	opalamɛ
obalamy	ɔbalamɨ
obalanie	ɔbalaɲɛ
obalano	ɔbalanɔ
obalasz	obalazɛ
obalasz	ɔbalaʂ
obalać	oˈbalatɕ
obalać	ɔbalatɕ
obalał	ɔbalaw
obalała	ɔbalawa
obalałaby	ɔbalawabɨ
obalałabym	ɔbalawabɨm
obalałabyś	ɔbalawabɨɕ
obalałam	ɔbalawam
obalałaś	ɔbalawaɕ
obalałby	ɔbalawbɨ
obalałbym	ɔbalawbɨm
obalałbyś	ɔbalawbɨɕ
obalałem	ɔbalawɛm
obalałeś	ɔbalawɛɕ
obalało	ɔbalawɔ
obalałoby	ɔbalawɔbɨ
obalały	ɔbalawɨ
obalałyby	ɔbalawɨbɨ
obalałybyście	ɔbalawɨbɨɕtɕɛ
obalałybyśmy	ɔbalawɨbɨɕmɨ
obalałyście	ɔbalawɨɕtɕɛ
obalałyśmy	ɔbalawɨɕmɨ
obali	ɔbali
obali	ˈobali
obalić	ɔbalitɕ
obalą	ɔbalɔw̃
obalę	ɔbalɛ
obandażowanie	ɔbandaʐɔvaɲɛ
obandażowanie	ɔpandaʐɔvaɲiɛ
obandażować	ɔbandaʐɔvatɕ
obara	obara
obarczać	ɔbartʂatɕ
obarczyć	ɔbartʂɨtɕ
obaw	ɔbaf
obawa	obavo
obawa	ɔbava
obawiam	ɔbavjam
obawiać	ɔbavjatɕ
obawiał	ɔbavjɛɫ
obawy	ɔbɛvɨ
obca	ɔptsa
obcas	optsas
obcas	ɔptsas
obcasem	ɔpttsɑsɛm
obcasik	ɔptsaɕik
obcałować	ɔptsawɔvatɕ
obcałowywać	ɔptsawɔvɨvatɕ
obce	ɔptsɛ
obcego	ɔptsɛgɔ
obcej	ɔptsɛj
obcemu	ɔptsɛmu
obcesowo	ɔptsɛsɔvɔ
obcesowość	ɔptsɛsɔvɔɕtɕ
obcesowy	ɔptsɛsɔvɨ
obchody	ɔpxɔdɨ
obchodzenie	ɔpxɔdzɛɲɛ
obchodzi	ɔpxɔdʑi
obchodzić	ɔpxɔdʑitɕ
obchodził	obxɔdʑiw
obchód	ɔpxut
obciach	ɔptɕax
obciachowo	optʃaxɔvɔ
obciachowy	ɔptɕaxɔvɨ
obcierany	aptɕɛranɨ
obcierać	ɔptɕɛratɕ
obcinaczka	ɔbtɕinatʂka
obcinający	ɔbtɕinajɔw̃ntsɨ
obcinarka	optɕinarka
obcinać	ɔptɕinatɕ
obciosać	ɔptɕɔsatɕ
obciosały	ɔptɕɔsawɨ
obciosywać	ɔptɕɔsɨvatɕ
obciskający	ɔbtɕikajɔw̃ntsɨ
obciskany	ɔbdʑizkanɨ
obciskać	ɔbtɕiskatɕ
obciąg	ɔptɕɔŋk
obciągacz	ɔbtɕɔngatʃ
obciąganie	ɔptɕɔŋgaɲɛ
obciągara	ɔptɕɔŋgara
obciągać	ɔptɕɔŋgatɕ
obciągnięcie	ɔptɕɔŋgɲɛɲtɕɛ
obciągnąć	ɔptɕɔŋgnɔɲtɕ
obciąć	ɔptɕɔɲtɕ
obciąłem	ɔbtɕɔwɛm
obciąż	ɔptɕɔw̃ʂ
obciąża	ɔptɕɔw̃ʐa
obciążacie	ɔptɕɔw̃ʐatɕɛ
obciążaj	ɔptɕɔw̃ʐaj
obciążajcie	ɔptɕɔw̃ʐajtɕɛ
obciążajmy	ɔptɕɔw̃ʐajmɨ
obciążając	ɔptɕɔw̃ʐajɔnts
obciążająca	ɔbtɕɔw̃ʐajɔw̃ntsɒ
obciążający	ɔptɕɔw̃ʐajɔntsɨ
obciążali	ɔptɕɔw̃ʐali
obciążaliby	ɔptɕɔw̃ʐalibɨ
obciążalibyście	ɔptɕɔw̃ʐalibɨɕtɕɛ
obciążalibyśmy	ɔptɕɔw̃ʐalibɨɕmɨ
obciążaliście	ɔptɕɔw̃ʐaliɕtɕɛ
obciążaliśmy	ɔptɕɔw̃ʐaliɕmɨ
obciążalność	ɔptɕɔw̃ʐalnɔɕtɕ
obciążam	ɔptɕɔw̃ʐam
obciążamy	ɔptɕɔw̃ʐamɨ
obciążanie	ɔptɕɔw̃ʐaɲɛ
obciążano	ɔptɕɔw̃ʐanɔ
obciążany	ɔptɕɔw̃ʐanɨ
obciążasz	ɔptɕɔw̃ʐaʂ
obciążać	ɔptɕɔw̃ʐatɕ
obciążał	ɔptɕɔw̃ʐaw
obciążała	ɔptɕɔw̃ʐawa
obciążałaby	ɔptɕɔw̃ʐawabɨ
obciążałabym	ɔptɕɔw̃ʐawabɨm
obciążałabyś	ɔptɕɔw̃ʐawabɨɕ
obciążałam	ɔptɕɔw̃ʐawam
obciążałaś	ɔptɕɔw̃ʐawaɕ
obciążałby	ɔptɕɔw̃ʐawbɨ
obciążałbym	ɔptɕɔw̃ʐawbɨm
obciążałbyś	ɔptɕɔw̃ʐawbɨɕ
obciążałem	ɔptɕɔw̃ʐawɛm
obciążałeś	ɔptɕɔw̃ʐawɛɕ
obciążało	ɔptɕɔw̃ʐawɔ
obciążałoby	ɔptɕɔw̃ʐawɔbɨ
obciążały	ɔptɕɔw̃ʐawɨ
obciążałyby	ɔptɕɔw̃ʐawɨbɨ
obciążałybyście	ɔptɕɔw̃ʐawɨbɨɕtɕɛ
obciążałybyśmy	ɔptɕɔw̃ʐawɨbɨɕmɨ
obciążałyście	ɔptɕɔw̃ʐawɨɕtɕɛ
obciążałyśmy	ɔptɕɔw̃ʐawɨɕmɨ
obciążcie	ɔptɕɔw̃ʂtɕɛ
