'anar'	anaɾ
emparellar	empeɾellaɾ
emparentada	ẽmpaɾẽn̪t̪að̞a
emparentadas	ẽmpaɾẽn̪t̪að̞as
emparentado	ẽmpaɾẽn̪t̪að̞o
emparentados	ẽmpaɾẽn̪t̪að̞os
emparentar	empeɾent̪aɾ
emparentar	ẽmpaɾẽn̪t̪aɾ
emparquetar	ẽmpaɾket̪aɾ
emparrada	empeɾɾað̞a
emparrador	empeɾɾað̞oɾ
emparrat	empeɾɾat̪
empassada	ẽmpassað̞a
empassegada	ẽmpasseɣ̞að̞a
empastada	ẽmpast̪að̞a
empastadas	ẽmpast̪að̞as
empastado	ẽmpast̪að̞o
empastados	ẽmpast̪að̞os
empastament	empest̪ament̪
empastar	ẽmpast̪aɾ
empastelar	ẽmpast̪elaɾ
empastifada	empest̪ifað̞a
empastifament	ẽmpest̪ifament̪
empastillada	ẽmpast̪iʝað̞a
empastilladas	ẽmpast̪iʝað̞as
empastillado	ẽmpast̪iʝað̞o
empastillados	ẽmpast̪iʝað̞os
empastillar	ẽmpast̪iʝaɾ
empastissar	ẽmpest̪issaɾ
empatada	ẽmpat̪að̞a
empatadas	ẽmpat̪að̞as
empatado	ẽmpat̪að̞o
empatados	ẽmpat̪að̞os
empatar	ẽmpat̪aɾ
empate	ẽmpat̪e
empates	ẽmpat̪es
empatia	ẽmpat̪jã
empatizada	ẽmpat̪iθað̞a
empatizadas	ẽmpat̪iθað̞as
empatizado	ẽmpat̪iθað̞o
empatizador	ẽmpat̪iθað̞oɾ
empatizados	ẽmpat̪iθað̞os
empatizar	ẽmpat̪iθaɾ
empatoll	ẽmpat̪oʝ
empatollar	ẽmpat̪oʝaɾ
empatx	ẽmpat̪ɣ̞
empatxament	empat̪xamẽn̪t̪
empatxonar	ẽmpat̪ionaɾ
empatía	ẽmpat̪ia
empavellonar	ẽmpaβ̞ellonaɾ
empavesar	ẽmpaβ̞esaɾ
empavesat	empeβ̞esat̪
empavonar	ẽmpaβ̞onaɾ
empavorecer	ẽmpaβ̞oɾeθeɾ
empañada	ẽmpaɲað̞a
empañadas	ẽmpaɲað̞as
empañado	ẽmpaɲað̞o
empañados	ẽmpaɲað̞os
empañar	ẽmpaɲaɾ
empañetar	ẽmpaɲet̪aɾ
empece	ẽmpeθe
empecer	ẽmpeθeɾ
empecinada	ẽmpeθinað̞a
empecinadas	ẽmpeθinað̞as
empecinado	ẽmpeθinað̞o
empecinados	ẽmpeθinað̞os
empecinar	ẽmpeθinaɾ
empecé	ẽmpeθe
empedernida	ẽmpeð̞eɾnið̞a
empedernidas	ẽmpeð̞eɾnið̞as
empedernido	ẽmpeð̞eɾnið̞o
empedernidos	ẽmpeð̞eɾnið̞os
empedernir	ẽmpeð̞eɾniɾ
empedrada	ẽmpeð̞ɾað̞a
empedradas	ẽmpeð̞ɾað̞as
empedrado	ẽmpeð̞ɾað̞o
empedrados	ẽmpeð̞ɾað̞os
empedrar	ẽmpeð̞ɾaɾ
empeguntar	ẽmpeɣ̞ũn̪t̪aɾ
empeine	ẽmpei̯ne
empelar	ẽmpelaɾ
empellar	ẽmpeʝaɾ
empeller	ẽmpeʝeɾ
empellida	ẽmpeʝið̞a
empellidas	ẽmpeʝið̞as
empellido	ẽmpeʝið̞o
empellidos	ẽmpeʝið̞os
empellón	ẽmpeʝõn
empeloto	ẽmpelot̪o
empeltada	ẽmpal̪t̪að̞a
empeltador	ẽn̪pel̪t̪að̞oɾ
empelten	ẽmpelt̪ẽn̪
empenachada	ẽmpenatʃað̞a
empenachadas	ẽmpenatʃað̞as
empenachado	ẽmpenatʃað̞o
empenachados	ẽmpenatʃað̞os
empenachar	ẽmpenatʃaɾ
empenatge	ẽmpẽn̪at̪ɣ̞e
empenen	empeŋẽn̪
empenta	ẽmpẽn̪t̪a
empentat	ampẽn̪t̪at̪
empentejar	ẽmpant̪exaɾ
empentís	empant̪is
empenyalar-se	empanʝalaɾse
empenyeu	empanʝeu
empenyis	empeŋʝiz
empenyorat	empẽn̪ʝoɾat̪
empeorada	ẽmpeoɾað̞a
empeoradas	ẽmpeoɾað̞as
empeorado	ẽmpeoɾað̞o
empeorados	ẽmpeoɾað̞os
empeoramiento	ẽmpeoɾamjẽn̪t̪o
empeorar	ẽmpeoɾaɾ
empequeñecer	ẽmpekeɲeθeɾ
empequeñecida	ẽmpekeɲeθið̞a
empequeñecidas	ẽmpekeɲeθið̞as
empequeñecido	ẽmpekeɲeθið̞o
empequeñecidos	ẽmpekeɲeθið̞os
empequeñecimiento	ẽmpekeɲeθimjẽn̪t̪o
emperador	ẽmpeɾað̞oɾ
emperadora	ẽmpeɾað̞oɾa
emperadriu	empeɾeð̞ɾiw
emperatriz	ẽmpeɾat̪ɾiθ
emperejilada	ẽmpeɾexilað̞a
emperejiladas	ẽmpeɾexilað̞as
emperejilado	ẽmpeɾexilað̞o
emperejilados	ẽmpeɾexilað̞os
emperejilar	ẽmpeɾexilaɾ
emperesiment	empaɾezimẽn̪t̪
emperesit	ẽmpaɾezjt̪
emperesits	empaɾezjt̪s
emperifollada	ẽmpeɾifoʝað̞a
emperifolladas	ẽmpeɾifoʝað̞as
emperifollado	ẽmpeɾifoʝað̞o
emperifollados	ẽmpeɾifoʝað̞os
emperifollar	ẽmpeɾifoʝaɾ
emperlada	empaɾlað̞a
emperlats	ẽn̪peɾlat̪z
empernant	ẽnβ̞eɾnant̪
empernat	ẽmpaɾˈnat̪
empero	ẽmpeɾo
emperpalada	empeɾpelað̞a
emperpalant	empeɾpelant̪
emperrada	ẽmperað̞a
emperradas	ẽmperað̞as
emperrado	ẽmperað̞o
emperrados	ẽmperað̞os
emperrar	ẽmperaɾ
emperrarse	ẽmperaɾse
emperrucada	empeɾɾokað̞a
emperrucades	empeɾɾokað̞es
emperrucat	empeɾɾokat̪
emperrucats	empeɾɾokat̪s
emperrá	ẽmpera
emperxada	empaɾɣ̞sað̞a
emperxades	empaɾɣ̞sað̞es
emperxats	ẽmpaɾɣ̞sat̪s
emperò	empeɾo
emperòs	empeɾos
empesa	ampesa
empesada	empasað̞a
empesades	empasað̞es
empesant	ẽmpasant̪
empesat	ẽmpasat̪
empesats	empasat̪s
empescada	ẽmpaskað̞a
empestades	empaest̪að̞es
empestant	ẽmpast̪ant̪
empestat	ẽmpast̪at̪
empestats	empaest̪at̪s
empetitides	ẽmpat̪jt̪ið̞es
empetitiment	ẽmpat̪it̪imẽn̪t̪
empetitit	ẽmpat̪jt̪it̪
empetxinades	empat̪ɣ̞sjnað̞es
empezada	ẽmpeθað̞a
empezadas	ẽmpeθað̞as
empezado	ẽmpeθað̞o
empezados	ẽmpeθað̞os
empezar	ẽmpeθaɾ
empeñada	ẽmpeɲað̞a
empeñadas	ẽmpeɲað̞as
empeñado	ẽmpeɲað̞o
empeñados	ẽmpeɲað̞os
empeñar	ẽmpeɲaɾ
empeño	ẽmpeɲo
empeñosa	ẽmpeɲosa
empeñosas	ẽmpeɲosas
empeñoso	ẽmpeɲoso
empeñosos	ẽmpeɲosos
empiconades	empikunað̞es
empiconat	ẽmpikunat̪
empiconats	empikwnat̪s
empiece	ẽmpjeθe
empiema	ẽmpjema
empiesi	ẽmpiesi
empieza	ẽmpjeθa
empiezo	ẽmpjeθo
empilada	ẽmpilað̞a
empilament	ampilamẽn̪t̪
empilant	ẽmpelãn̪t̪
empilats	ẽmpilat̪s
empillocada	empjʝukað̞a
empillocades	ẽmpiʝukað̞es
empillocant-se	empiʝokant̪se
empillocat	empjʝukat̪
empiltrando	ẽmpil̪t̪ɾãn̪d̪o
empiltrarse	ẽmpil̪t̪ɾaɾse
empina	ẽmpina
empinada	ẽmpinað̞a
empinadas	ẽmpinað̞as
empinado	ẽmpinað̞o
empinados	ẽmpinað̞os
empinamos	ẽmpinamos
empinando	ẽmpinãn̪d̪o
empinar	ẽmpinat̪
empinar	ẽmpinaɾ
empinara	ẽmpinaɾa
empinaras	ẽmpinaɾas
empinareis	ẽmpinaɾei̯s
empinaremos	ẽmpinaɾemos
empinares	ẽmpinaɾes
empinará	ẽmpinaɾa
empinarás	ẽmpinaɾas
empinaréis	ẽmpinaɾei̯s
empinaríamos	ẽmpinaɾiamos
empinas	ẽmpinas
empinaste	ẽmpinast̪e
empinat	empilat̪
empine	ẽmpine
empinemos	ẽmpinemos
empines	ẽmpines
empingorotar	ẽmpĩŋgoɾot̪aɾ
empino	ẽmpino
empinyada	empjnʝað̞a
empinyades	empjnʝað̞es
empinyat	ẽmpinʝat̪
empinyats	ẽmpinʝat̪s
empináramos	ẽmpinaɾamos
empiocant-se	empjokant̪se
empiocar-se	empiokaɾse
empiocat	empliokat̪
empipador	elpjpað̞oɾ
empipat	elpipat̪
empireuma	ẽmpiɾɾeuma
empiriocriticisme	empeɾiokɾit̪jkisme
empirisme	ampiɾizme
empirismo	ẽmpiɾizmo
empissarrar	ẽmpjsaraɾ
empitarrament	ẽmpit̪aɾɾamẽn̪t̪
empitjorament	elpit̪xoɾamẽn̪t̪
empitjorant	empjt̪xwɾãn̪t̪
empitjorava	empjt̪ɣ̞soɾaβ̞a
empitjoraven	ẽmpit̪ɣ̞oɾaβ̞en
empitjorem	ẽmpit̪ɣ̞soɾem
empitjoressin	empjt̪ɣ̞soɾeszjn
empitjoreu	ẽmpit̪xwɾeu
empitjorin	ẽmpit̪xoɾjn
empitjoris	elpit̪xoɾiz
empitjoro	elpit̪xoɾo
empitonar	ẽmpit̪onaɾ
empiular	ẽmpjulaɾ
empixonament	ampjɣ̞sonamẽn̪t̪
emplatado	ẽmplat̪að̞o
emplatar	ẽmplat̪aɾ
emplazada	ẽmplaθað̞a
emplazadas	ẽmplaθað̞as
emplazado	ẽmplaθað̞o
emplazados	ẽmplaθað̞os
emplazamiento	ẽmplaθamjẽn̪t̪o
emplazar	ẽmplaθaɾ
empleabilidad	ẽmpleaβ̞ilið̞að̞
empleable	ẽmpleaβ̞le
empleada	ẽmpleað̞a
empleadas	ẽmpleað̞as
empleadillo	ẽmpleað̞iʝo
empleado	ẽmpleað̞o
empleador	ẽmpleað̞oɾ
empleados	ẽmpleað̞os
emplear	ẽmpleaɾ
emplegoste	ẽmpleɣ̞ost̪e
emplena	enplen̪a
emplenem	empleinem
emplenes	ẽnplenes
empleneu	ẽmpleneu
empleo	ẽmpleo
empleíllo	ẽmpleiʝo
emplomament	amplomamẽn̪t̪
emplorallat	emploɾellat̪
empobrecedor	ẽmpoβ̞ɾeθeð̞oɾ
empobrecer	ẽmpoβ̞ɾeθeɾ
empobrecida	ẽmpoβ̞ɾeθið̞a
empobrecidas	ẽmpoβ̞ɾeθið̞as
empobrecido	ẽmpoβ̞ɾeθið̞o
empobrecidos	ẽmpoβ̞ɾeθið̞os
empobrecimiento	ẽmpoβ̞ɾeθimjẽn̪t̪o
empoderada	ẽmpoð̞eɾað̞a
empoderadas	ẽmpoð̞eɾað̞as
empoderado	ẽmpoð̞eɾað̞o
empoderados	ẽmpoð̞eɾað̞os
empoderamiento	ẽmpoð̞eɾamjẽn̪t̪o
empoderante	ẽmpoð̞eɾãn̪t̪e
empoderar	ẽmpoð̞eɾaɾ
empoderar-se	empoð̞eɾaɾse
empodrecida	ẽmpoð̞ɾeθið̞a
empodrecidas	ẽmpoð̞ɾeθið̞as
empodrecido	ẽmpoð̞ɾeθið̞o
empodrecidos	ẽmpoð̞ɾeθið̞os
empollada	ẽmpoʝað̞a
empolladas	ẽmpoʝað̞as
empollado	ẽmpoʝað̞o
empollados	ẽmpoʝað̞os
empollar	ẽmpoʝaɾ
empollona	ẽmpoʝona
empollón	ẽmpoʝõn
empolsador	empulsað̞oɾ
empolsar	empulsaɾ
empolsegar	empulseɣ̞aɾ
empolsimar	empolkjmaɾ
empoltroniment	ẽmpwl̪t̪ɾõn̪imẽn̪t̪
empoltronir	ẽmpolt̪ɾoniɾ
empolvada	ẽmpolβ̞að̞a
empolvadas	ẽmpolβ̞að̞as
empolvado	ẽmpolβ̞að̞o
empolvados	ẽmpolβ̞að̞os
emponzoñada	ẽmpõn̟θoɲað̞a
emponzoñadas	ẽmpõn̟θoɲað̞as
emponzoñado	ẽmpõn̟θoɲað̞o
emponzoñados	ẽmpõn̟θoɲað̞os
emponzoñamiento	ẽmpõn̟θoɲamjẽn̪t̪o
emponzoñar	ẽmpõn̟θoɲaɾ
empopada	empupað̞a
emporio	ẽmpoɾjo
emportar-se	empoɾt̪aɾse
empostament	ẽmpost̪amẽn̪t̪
empostissament	ẽnpozt̪issamẽn̪t̪
empostissar	empust̪jszaɾ
empostissat	ẽmpost̪jsat̪
empotinar	ẽmput̪jnaɾ
empotingar	ẽmpwt̪jŋɣ̞aɾ
empotrable	ẽmpot̪ɾaβ̞le
empotrada	ẽmpot̪ɾað̞a
empotradas	ẽmpot̪ɾað̞as
empotrado	ẽmpot̪ɾað̞o
empotrados	ẽmpot̪ɾað̞os
empotramiento	ẽmpot̪ɾamjẽn̪t̪o
empotrar	ẽmpot̪ɾaɾ
empozar	ẽmpoθaɾ
empra	ẽmpɾa
emprament	empɾemẽn̪t̪
emprar	ẽmpɾaɾ
emprats	ẽmpɾat̪s
emprem	ẽmpɾem
empren	empɾem
emprendedor	ẽmpɾẽn̪d̪eð̞oɾ
emprendedorismo	ẽmpɾẽn̪d̪eð̞oɾizmo
emprender	ẽmpɾẽn̪d̪eɾ
emprendida	ẽmpɾẽn̪d̪ið̞a
emprendidas	ẽmpɾẽn̪d̪ið̞as
emprendido	ẽmpɾẽn̪d̪ið̞o
emprendidos	ẽmpɾẽn̪d̪ið̞os
emprendimiento	ẽmpɾẽn̪d̪imjẽn̪t̪o
emprenedor	empɾenað̞oɾ
emprenta	ẽmpɾẽn̪t̪a
emprenyada	empɾenʝað̞a
emprenyador	ẽmpɾenʝað̞oɾ
emprenyament	empɾenʝamẽn̪t̪
emprenyar	empɾenʝaɾ
emprenyavelles	empɾnʝaβ̞ellez
empresa	ẽmpɾesa
empresari	ẽmpɾesaɾj
empresaria	ẽmpɾesaɾja
empresariado	ẽmpɾesaɾjað̞o
empresarial	empɾesareal
empresarial	ẽmpɾesaɾjal
empresariat	empɾeseɾiat̪
empresario	ẽmpɾesaɾjo
empreses	empɾezas
emprestada	ẽmpɾest̪að̞a
emprestadas	ẽmpɾest̪að̞as
emprestado	ẽmpɾest̪að̞o
emprestados	ẽmpɾest̪að̞os
emprestar	ẽmpɾest̪aɾ
empreñaciones	ẽmpɾeɲaθjones
empreñación	ẽmpɾeɲaθjõn
empreñador	ẽmpɾeɲað̞oɾ
empreñar	ẽmpɾeɲaɾ
emproblemada	ẽmpɾoβ̞lemað̞a
emproblemadas	ẽmpɾoβ̞lemað̞as
emproblemado	ẽmpɾoβ̞lemað̞o
emproblemados	ẽmpɾoβ̞lemað̞os
emproblemar	ẽmpɾoβ̞lemaɾ
emprova	empɾofa
empudegador	emput̪eɣ̞að̞oɾ
empuja	ẽmpuxa
empujada	ẽmpuxað̞a
empujadas	ẽmpuxað̞as
empujado	ẽmpuxað̞o
empujador	ẽmpuxað̞oɾ
empujados	ẽmpuxað̞os
empujar	ẽmpuxaɾ
empuje	ẽmpuxe
empujo	ẽmpuxo
empujoncito	ẽmpuxõn̟θit̪o
empujón	ẽmpuxõn
empunyidura	ampunʝið̞uɾa
empuriabrava	empoɾiaβ̞ɾaβ̞a
emputar	ẽmput̪aɾ
emputarse	ẽmput̪aɾse
emputecer	ẽmput̪eθeɾ
emputá	ẽmput̪a
empuña	ẽmpuɲa
empuñada	ẽmpuɲað̞a
empuñadas	ẽmpuɲað̞as
empuñado	ẽmpuɲað̞o
empuñados	ẽmpuɲað̞os
empuñadura	ẽmpuɲað̞uɾa
empuñar	ẽmpuɲaɾ
empático	ẽmpat̪iko
empédocles	ẽmpeð̞okles
empíreo	ẽmpiɾeo
empíria	empiɾia
empíric	empiɾik
empíric	ẽmpiɾik
empírica	empiɾika
empírica	ẽmpiɾika
empíricas	ẽmpiɾikas
empírico	ẽmpiɾiko
empíricos	ẽmpiɾikos
empíriques	empiɾikes
empúries	empuɾies
emtricitabina	ẽmt̪ɾiθit̪aβ̞ina
emula	emula
emulada	emulað̞a
emuladas	emulað̞as
emulado	emulað̞o
emulador	emulað̞oɾ
emuladora	emulað̞oɾa
emulados	emulað̞os
emulamos	emulamos
emulando	emulãn̪d̪o
emular	emulaɾ
emulara	emulaɾa
emularas	emulaɾas
emulareis	emulaɾei̯s
emularemos	emulaɾemos
emulares	emulaɾes
emulará	emulaɾa
emularás	emulaɾas
emularéis	emulaɾei̯s
emularíamos	emulaɾiamos
emularías	emulaɾias
emulas	emulas
emulaste	emulast̪e
emule	emule
emulemos	emulemos
emules	emules
emulgent	emolɣ̞ẽn̪t̪
emulger	emulxeɾ
emulo	emulo
emulsificante	emulsifikãn̪t̪e
emulsina	amulsina
emulsionada	emulsjonað̞a
emulsionadas	emulsjonað̞as
emulsionado	emulsjonað̞o
emulsionados	emulsjonað̞os
emulsionante	emulsjonãn̪t̪e
emulsionar	emulsjonaɾ
emulsiu	amulsiw
emulsión	emulsjõn
emuláis	emulai̯s
emuláramos	emulaɾamos
emuléis	emulei̯s
emungente	emũŋxẽn̪t̪e
emunger	emũŋxeɾ
emès	ˈeɪmˈɛs
emètic	amt̪ik
emètiques	amt̪ikes
emérito	emeɾit̪o
emético	emet̪iko
emília	amilia
emú	emu
en	ẽn
ena	ena
enagista	eneɣ̞ist̪a
enagos	anaɣ̞os
enagua	enaɣ̞wa
enaiguatejar	anaiɣ̞uat̪exaɾ
enajenación	enaxenaθjõn
enajenada	enaxenað̞a
enajenadas	enaxenað̞as
enajenado	enaxenað̞o
enajenados	enaxenað̞os
enajenamiento	enaxenamjẽn̪t̪o
enajenante	enaxenãn̪t̪e
enajenar	enaxenaɾ
enalmagrar	enalmaɣ̞ɾaɾ
enaltece	enal̪t̪eθe
enaltecedor	enal̪t̪eθeð̞oɾ
enaltecemos	enal̪t̪eθemos
enaltecer	enal̪t̪eθeɾ
enalteceremos	enal̪t̪eθeɾemos
enaltecerá	enal̪t̪eθeɾa
enaltecerás	enal̪t̪eθeɾas
enalteceréis	enal̪t̪eθeɾei̯s
enaltecería	enal̪t̪eθeɾia
enalteceríamos	enal̪t̪eθeɾiamos
enalteces	enal̪t̪eθes
enaltecida	enal̪t̪eθið̞a
enaltecidas	enal̪t̪eθið̞as
enaltecido	enal̪t̪eθið̞o
enaltecidos	enal̪t̪eθið̞os
enaltecimiento	enal̪t̪eθimjẽn̪t̪o
enaltecíamos	enal̪t̪eθiamos
enamorada	anamoɾað̞a
enamorada	enamoɾað̞a
enamoradas	enamoɾað̞as
enamorado	enamoɾað̞o
enamorador	ənamoɾað̞oɾ
enamoradores	ãn̪amoɾað̞oɾes
enamorados	enamoɾað̞os
enamoramiento	enamoɾamjẽn̪t̪o
enamorar	enamoɾaɾ
enamorats	ẽn̪amwɾat̪s
enamoriscar	anamoɾiskaɾ
enamoriscarse	enamoɾiskaɾse
enana	enana
enanas	enanas
enanita	enanit̪a
enanito	enanit̪o
enano	enano
enanos	enanos
enantema	ẽn̪ẽn̪t̪ema
enantiomeria	ẽnant̪iomaɾia
enarbolada	enaɾβ̞olað̞a
enarboladas	enaɾβ̞olað̞as
enarbolado	enaɾβ̞olað̞o
enarbolados	enaɾβ̞olað̞os
enarbolar	enaɾβ̞olaɾ
enardecer	enaɾð̞eθeɾ
enardecida	enaɾð̞eθið̞a
enardecidas	enaɾð̞eθið̞as
enardecido	enaɾð̞eθið̞o
enardecidos	enaɾð̞eθið̞os
enardecimiento	enaɾð̞eθimjẽn̪t̪o
enardidor	eneɾð̞ið̞oɾ
enardir	ẽnaɾð̞i
enarenar	enaɾenaɾ
enargita	ẽn̪eɾɣ̞jt̪a
enarmónico	enaɾmoniko
enastado	enast̪að̞o
encabalgamiento	ẽŋkaβ̞alɣ̞amjẽn̪t̪o
encabalgar	ẽŋkaβ̞alɣ̞aɾ
encabar	ẽŋkaβ̞aɾ
encabestrada	ẽŋkaβ̞est̪ɾað̞a
encabestradas	ẽŋkaβ̞est̪ɾað̞as
encabestrado	ẽŋkaβ̞est̪ɾað̞o
encabestrados	ẽŋkaβ̞est̪ɾað̞os
encabestrar	ẽŋkaβ̞est̪ɾaɾ
encabezada	ẽŋkaβ̞eθað̞a
encabezadas	ẽŋkaβ̞eθað̞as
encabezado	ẽŋkaβ̞eθað̞o
encabezados	ẽŋkaβ̞eθað̞os
encabezamiento	ẽŋkaβ̞eθamjẽn̪t̪o
encabezar	ẽŋkaβ̞eθaɾ
encaboriar	ẽnkaβ̞oɾia
encabritar	ẽŋkaβ̞ɾit̪aɾ
encabronada	ẽŋkaβ̞ɾonað̞a
encabronadas	ẽŋkaβ̞ɾonað̞as
encabronado	ẽŋkaβ̞ɾonað̞o
encabronados	ẽŋkaβ̞ɾonað̞os
encabronar	ẽŋkaβ̞ɾonaɾ
encachimbando	ẽŋkatʃĩmbãn̪d̪o
encadarnar	ẽŋkað̞eɾnaɾ
encadenada	ẽŋkað̞enað̞a
encadenadas	ẽŋkað̞enað̞as
encadenado	ẽŋkað̞enað̞o
encadenados	ẽŋkað̞enað̞os
encadenamiento	ẽŋkað̞enamjẽn̪t̪o
encadenar	ẽŋkað̞enaɾ
encadufada	ẽn̟θað̞ofað̞a
encaironar	ẽŋkajɾona
encaixament	ẽn̟θaiɣ̞semẽn̪t̪
encajada	ẽŋkaxað̞a
encajadas	ẽŋkaxað̞as
encajado	ẽŋkaxað̞o
encajados	ẽŋkaxað̞os
encajadura	ẽŋkaxað̞uɾa
encajamiento	ẽŋkaxamjẽn̪t̪o
encajante	ẽŋkaxãn̪t̪e
encajar	ẽŋkaxaɾ
encaje	ẽŋkaxe
encajero	ẽŋkaxeɾo
encajes	ẽŋkaxes
encajonada	ẽŋkaxonað̞a
encajonadas	ẽŋkaxonað̞as
encajonado	ẽŋkaxonað̞o
encajonados	ẽŋkaxonað̞os
encajonamiento	ẽŋkaxonamjẽn̪t̪o
encajonar	ẽŋkaxonaɾ
encalabozada	ẽŋkalaβ̞oθað̞a
encalabozadas	ẽŋkalaβ̞oθað̞as
encalabozado	ẽŋkalaβ̞oθað̞o
encalabozados	ẽŋkalaβ̞oθað̞os
encalabozar	ẽŋkalaβ̞oθaɾ
encalada	ẽŋkalað̞a
encaladas	ẽŋkalað̞as
encalado	ẽŋkalað̞o
encalados	ẽŋkalað̞os
encalafornat	ẽŋkalafoɾnat̪
encalaixonar	ẽn̟θalaɣ̞sonaɾ
encalambrarse	ẽŋkalãmbɾaɾse
encalar	ẽŋkalaɾ
encalcinada	ẽn̟θalksjnað̞a
encalcinament	ẽn̟θalθinamẽn̪t̪
encallada	ẽŋkaʝað̞a
encalladas	ẽŋkaʝað̞as
encallado	ẽŋkaʝað̞o
encallados	ẽŋkaʝað̞os
encallamiento	ẽŋkaʝamjẽn̪t̪o
encallar	ẽŋkaʝaɾ
encallecer	ẽŋkaʝeθeɾ
encallecida	ẽŋkaʝeθið̞a
encallecidas	ẽŋkaʝeθið̞as
encallecido	ẽŋkaʝeθið̞o
encallecidos	ẽŋkaʝeθið̞os
encalliment	ẽn̟θalimẽn̪t̪
encalzar	ẽŋkal̟θaɾ
encamada	ẽŋkamað̞a
encamadas	ẽŋkamað̞as
encamado	ẽŋkamað̞o
encamados	ẽŋkamað̞os
encamamiento	ẽŋkamamjẽn̪t̪o
encamar	ẽŋkamaɾ
encambrar	enkamβ̞ɾaɾ
encaminada	ẽŋkaminað̞a
encaminadas	ẽŋkaminað̞as
encaminado	ẽŋkaminað̞o
encaminador	ẽŋkaminað̞oɾ
encaminados	ẽŋkaminað̞os
encaminamiento	ẽŋkaminamjẽn̪t̪o
encaminar	ẽŋkaminaɾ
encamisado	ẽŋkamisað̞o
encampadana	ẽn̟θampeð̞ana
encampadà	ẽn̟θampeð̞
encandilada	ẽŋkãn̪d̪ilað̞a
encandiladas	ẽŋkãn̪d̪ilað̞as
encandilado	ẽŋkãn̪d̪ilað̞o
encandilador	ẽŋkãn̪d̪ilað̞oɾ
encandilados	ẽŋkãn̪d̪ilað̞os
encandilar	ẽŋkãn̪d̪ilaɾ
encanecer	ẽŋkaneθeɾ
encanecida	ẽŋkaneθið̞a
encanecidas	ẽŋkaneθið̞as
encanecidos	ẽŋkaneθið̞os
encanijar	ẽŋkanixaɾ
encanta	ẽŋkãn̪t̪a
encantada	ẽŋkãn̪t̪að̞a
encantadas	ẽŋkãn̪t̪að̞as
encantado	ẽŋkãn̪t̪að̞o
encantador	ẽŋkãn̪t̪að̞oɾ
encantadora	ẽŋkãn̪t̪að̞oɾa
encantadoras	ẽŋkãn̪t̪að̞oɾas
encantadores	ẽŋkãn̪t̪að̞oɾes
encantados	ẽŋkãn̪t̪að̞os
encantamiento	ẽŋkãn̪t̪amjẽn̪t̪o
encantamos	ẽŋkãn̪t̪amos
encantando	ẽŋkãn̪t̪ãn̪d̪o
encantar	ẽŋkãn̪t̪aɾ
encantara	ẽŋkãn̪t̪aɾa
encantaras	ẽŋkãn̪t̪aɾas
encantareis	ẽŋkãn̪t̪aɾei̯s
encantaremos	ẽŋkãn̪t̪aɾemos
encantares	ẽŋkãn̪t̪aɾes
encantará	ẽŋkãn̪t̪aɾa
encantarás	ẽŋkãn̪t̪aɾas
encantaría	ẽŋkãn̪t̪aɾia
encantaríamos	ẽŋkãn̪t̪aɾiamos
encantarías	ẽŋkãn̪t̪aɾias
encantas	ẽŋkãn̪t̪as
encantaste	ẽŋkãn̪t̪ast̪e
encantatorio	ẽŋkãn̪t̪at̪oɾjo
encante	ẽŋkãn̪t̪e
encantemos	ẽŋkãn̪t̪emos
encantes	ẽŋkãn̪t̪es
encanto	ẽŋkãn̪t̪o
encantáramos	ẽŋkãn̪t̪aɾamos
encanyissada	ẽn̟θanʝessað̞a
encanyissar	ẽn̟θanʝiszaɾ
encanyissat	ẽn̟θanʝisat̪
encanyonada	ẽn̟θãn̪ʝonað̞a
encanyonar	ẽn̟θãn̪ʝonaɾ
encaparrament	ẽn̟θapaɾamẽn̪t̪
encapelladura	ẽn̟θapaʝad̪uɾa
encaperuzar	ẽŋkapeɾuθaɾ
encaprichada	ẽŋkapɾitʃað̞a
encaprichadas	ẽŋkapɾitʃað̞as
encaprichado	ẽŋkapɾitʃað̞o
encaprichados	ẽŋkapɾitʃað̞os
encaprichamiento	ẽŋkapɾitʃamjẽn̪t̪o
encapricharse	ẽŋkapɾitʃaɾse
encapsar	enkapθaɾ
encapsulación	ẽŋkaβ̞sulaθjõn
encapsulamiento	ẽŋkaβ̞sulamjẽn̪t̪o
encapsular	ẽŋkaβ̞sulaɾ
encapuchado	ẽŋkaputʃað̞o
encapuchar	ẽŋkaputʃaɾ
encaputxar	ẽn̟θaput̪xaɾ
encapuzar	ẽŋkapuθaɾ
encapçalats	ẽn̟θapθelat̪s
encara	ẽŋkaɾa
encarada	ẽŋkaɾað̞a
encaradas	ẽŋkaɾað̞as
encarado	ẽŋkaɾað̞o
encarados	ẽŋkaɾað̞os
encaramada	ẽŋkaɾamað̞a
encaramadas	ẽŋkaɾamað̞as
encaramado	ẽŋkaɾamað̞o
encaramados	ẽŋkaɾamað̞os
encaramar	ẽŋkaɾamaɾ
encaramel·lada	ẽŋkaɾamellað̞a
encarament	ẽŋkaɾamẽn̪t̪
encaramos	ẽŋkaɾamos
encarando	ẽŋkaɾãn̪d̪o
encarar	ẽŋkaɾaɾ
encarara	ẽŋkaɾaɾa
encararas	ẽŋkaɾaɾas
encarareis	ẽŋkaɾaɾei̯s
encararemos	ẽŋkaɾaɾemos
encarares	ẽŋkaɾaɾes
encarará	ẽŋkaɾaɾa
encararás	ẽŋkaɾaɾas
encararíamos	ẽŋkaɾaɾiamos
encaras	ẽŋkaɾas
