a	aː
hebog	hɛbɔɡ
hebogiaid	hɛbɔɡjai̯d
hebogiaid	hɛbɔɡjɛd
hechryd	hɛχrɪd
hechrydu	hɛχrədi
hechrydus	hɛχrədɪs
hecsagon	hɛksaɡɔn
hecsagonol	hɛksaɡoːnɔl
hecsagonol	hɛksaɡɔnɔl
hedd	heːð
heddferch	hɛðvɛrχ
heddiw	heːði
heddiw	heːðɪu̯
heddiw	hɛði
heddiw	hɛðɪu̯
heddlu	hɛðli
heddluoedd	hɛðliːɔi̯ð
heddwas	hɛðwas
heddwch	heːðʊχ
heddwch	hɛðʊχ
heddychwr	hɛðəχʊr
heddychwyr	hɛðəχwɪr
hedfan	hɛdvan
hedyn	heːdɪn
hedyn	hɛdɪn
hefin	heːvɪn
hefin	hɛvɪn
hefo	heːvɔ
hefo	hɛvɔ
hefyd	heːvɪd
hefyd	hɛvɪd
heglwys	hɛɡlʊi̯s
heglwys	hɛɡlʊs
heibio	hei̯bjɔ
heibio	hei̯bɔ
heibio	hiːbɔ
heiddiw	hei̯ðɪu̯
heini	hei̯ni
heintiad	hei̯ntjad
heintiadau	hei̯ntjadai̯
heintiadau	hei̯ntjadɛ
heintiadau	hei̯ntjaːdai̯
heintiadau	hei̯ntjaːdɛ
heintio	hei̯ntjɔ
heintrydd	hei̯ntrɪð
heintus	hei̯ntɪs
heirdd	hei̯rð
heirin	hei̯rɪn
heirlys	hei̯rlɪs
heirlysiau	hei̯rləsjai̯
heirlysiau	hei̯rləsjɛ
heirlysiau	hei̯rləʃai̯
heirlysiau	hei̯rləʃɛ
heisteddfod	hei̯sdɛðvɔd
heisteddfodau	hei̯sdɛðvoːdai̯
heisteddfodau	hei̯sdɛðvoːdɛ
heisteddfodau	hei̯sdɛðvɔdai̯
heisteddfodau	hei̯sdɛðvɔdɛ
hel	hɛl
hela	hala
hela	hɛla
helaeth	heːlai̯θ
helaeth	heːlɛθ
helaeth	hɛlai̯θ
helaeth	hɛlɛθ
helbul	hɛlbɪl
helbulon	hɛlbiːlɔn
helbulon	hɛlbɪlɔn
helbulus	hɛlbiːlɪs
helbulus	hɛlbɪlɪs
helc	hɛlk
helciaid	hɛlkjai̯d
helciaid	hɛlkjɛd
helfen	hɛlvɛn
heli	heːli
heli	hɛli
heliwm	hɛljʊm
helmau	hɛlmai̯
helmau	hɛlmɛ
helmedau	hɛlmeːdai̯
helmedau	hɛlmeːdɛ
helmedau	hɛlmɛdai̯
helmedau	hɛlmɛdɛ
helmedi	hɛlmeːdi
helmedi	hɛlmɛdi
help	hɛlp
helpoch	hɛlpɔχ
helpodd	hɛlpɔð
helpon	hɛlpɔn
helpu	hɛlpi
helpwr	hɛlpʊr
helpwyr	hɛlpwɪr
helwr	heːlʊr
helwr	hɛlʊr
helwyr	hɛlwɪr
helyg	heːlɪɡ
helyg	hɛlɪɡ
helygen	hɛləɡɛn
helyglys	hɛləɡlɪs
helynt	heːlɪnt
helynt	hɛlɪnt
helyntion	hɛləntjɔn
helyntoedd	hɛləntɔi̯ð
hemisffer	hɛmɪsfɛr
hemisfferau	hɛmɪsfeːrai̯
hemisfferau	hɛmɪsfeːrɛ
hemisfferau	hɛmɪsfɛrai̯
hemisfferau	hɛmɪsfɛrɛ
hen	heːn
henadur	hɛnadɪr
henaint	heːnai̯nt
henaint	hɛnai̯nt
hendrefa	hɛndreːva
hendrefa	hɛndrɛva
hendrefi	hɛndreːvi
hendrefi	hɛndrɛvi
hendrefydd	hɛndreːvɪð
hendrefydd	hɛndrɛvɪð
henghraifft	hɛŋrɛfd
henghraifft	hɛŋ̊rai̯fd
henghraifft	hɛŋ̊rɛfd
hennill	hɛnɪɬ
heno	heːnɔ
heno	hɛnɔ
henw	heːnu
henw	hɛnu
henwebu	hɛnweːbi
henwebu	hɛnwɛbi
heog	heːɔɡ
heog	hɛɔɡ
heol	heːɔl
heol	hɛu̯l
her	hɛr
heraill	heːraiɬ
heraill	heːrɪɬ
heraill	hɛraiɬ
heraill	hɛrɪɬ
herwhela	hɛrwheːla
herwhela	hɛrwhɛla
herwydd	heːrʊi̯ð
herwydd	hɛrwɪð
herwydd	hɛrʊi̯ð
hesg	hɛsɡ
hesgen	hɛsɡɛn
hesgob	hɛsɡɔb
het	hɛt
hetiwr	hɛtjʊr
heuldro	hei̯ldrɔ
heuliog	hei̯ljɔɡ
heulog	hei̯lɔɡ
heulsaf	hei̯lsav
heulwen	hei̯lwɛn
hi	hiː
hiaaidd	hjaːai̯ð
hiach	hjaːχ
hiarll	hjarɬ
hiasoer	hjasɔi̯r
hidliad	hɪdljad
hidlydd	hɪdlɪð
hidlyddion	hɪdləðjɔn
hieirll	hjei̯rɬ
hifanc	hiːvaŋk
hifanc	hɪvaŋk
hil	hiːl
hiliaeth	hɪljai̯θ
hiliaeth	hɪljɛθ
hiliwr	hɪlɪʊr
hilydd	hiːlɪð
hilydd	hɪlɪð
hilyddol	hɪlɪðɔl
hin	hiːn
hinon	hiːnɔn
hinon	hɪnɔn
hinsawdd	hɪnsau̯ð
hir	hiːr
hiraeth	hiːrai̯θ
hiraeth	hiːrɛθ
hiraeth	hɪrai̯θ
hiraeth	hɪrɛθ
hirddisgwyliedig	hiːrðɪsɡʊi̯ljeːdɪɡ
hirddisgwyliedig	hiːrðɪsɡʊi̯ljɛdɪɡ
hirddydd	hɪrðɪð
hirfaith	hɪrvai̯θ
hirgron	hɪrɡrɔn
hirgrwn	hɪrɡrʊn
hirgrynion	hɪrɡrənjɔn
hirgul	hɪrɡɪl
hirion	hɪrjɔn
hirnod	hɪrnɔd
hirsgwar	hɪrsɡwar
hirsgwarau	hɪrsɡwarai̯
hirsgwarau	hɪrsɡwarɛ
hirsgwarau	hɪrsɡwaːrai̯
hirsgwarau	hɪrsɡwaːrɛ
hirsgwariau	hɪrsɡwarjai̯
hirsgwariau	hɪrsɡwarjɛ
hithau	hiːθai̯
hithau	hiːθɛ
hithau	hɪθai̯
hithau	hɪθɛ
hiâ	hjaː
hoci	hɔki
hocys	hɔkɪs
hoe	hɔi̯
hoed	hoːd
hoed	hɔi̯d
hoedi	hɔi̯di
hoedlog	hɔi̯dlɔɡ
hoel	hɔi̯l
hoen	hɔi̯n
hoeri	hɔi̯ri
hoetian	hɔi̯tjan
hoff	hoːf
hoffai	hɔfai̯
hoffech	hɔfɛχ
hoffen	hɔfɛn
hoffest	hɔfɛsd
hoffet	hɔfɛt
hoffi	hɔfi
hoffwn	hɔfʊn
hofran	hɔvran
hofrennydd	hɔvrɛnɪð
hogan	hɔɡan
hogen	hɔɡɛn
hogiau	hɔɡjai̯
hogiau	hɔɡjɛ
hogldy	hɔɡldi
hogyn	hɔɡɪn
holaf	hoːla
holaf	hoːlav
holaf	hɔla
holaf	hɔlav
holi	hoːli
holi	hɔli
holiadur	hɔljaːdɪr
holl	hoːɬ
hollbwysig	hoːɬbʊi̯sɪɡ
hollbwysig	hɔɬbʊi̯sɪɡ
hollbwysigrwydd	hoːɬbʊi̯sɪɡrʊi̯ð
hollbwysigrwydd	hɔɬbʊi̯sɪɡrʊi̯ð
hollted	hɔɬdɛd
hollti	hɔɬdi
holmiwm	hɔlmjʊm
hon	hɔn
hongl	hɔŋl
honna	hɔna
honni	hɔni
honno	hɔnɔ
hopys	hɔpɪs
hosbis	hɔsbɪs
hosbisau	hɔsbɪsai̯
hosbisau	hɔsbɪsɛ
hoyw	hɔi̯u
huan	hian
huan	hiːan
huawdl	hiːau̯dl
hud	hiːd
hudd	hiːð
huddygl	hɪðɪɡl
hudlath	hɪdlaθ
hudo	hiːdɔ
hudo	hɪdɔ
hufen	hiːvɛn
hufen	hɪvɛn
hugain	hiːɡai̯n
hugain	hiːɡɛn
hugain	hɪɡai̯n
hugain	hɪɡɛn
hugan	hiːɡan
hugan	hɪɡan
hun	hiːn
huna	hiːna
huna	hɪna
hunain	hiːnai̯n
hunain	hiːnɛn
hunain	hɪnai̯n
hunain	hɪnɛn
hunan	hiːnan
hunan	hɪnan
hunaneglur	hiːnanɛɡlɪr
hunaneglur	hɪnanɛɡlɪr
hunangofiaint	hɪnanɡɔvjai̯nt
hunangofiannau	hɪnanɡɔvjanai̯
hunangofiannau	hɪnanɡɔvjanɛ
hunangofiant	hɪnanɡɔvjant
hunaniaeth	hiːnanjai̯θ
hunaniaeth	hiːnanjɛθ
hunaniaeth	hɪnanjai̯θ
hunaniaeth	hɪnanjɛθ
hunanladdol	hɪnanlaːðɔl
hunanladdwr	hiːnanɬaːðʊr
hunanladdwr	hɪnanɬaðʊr
hunanladdwr	hɪnanɬaːðʊr
hunanladdwyr	hɪnanlaːðwɪr
hunanynysu	hiːnanənəsi
hunanynysu	hɪnanənəsi
hunarddeg	hiːnarðeːɡ
hunion	hɪnjɔn
hunllef	hɪnɬɛ
hunllef	hɪnɬɛv
huno	hiːnɔ
huno	hɪnɔ
hurt	hɪrt
hurten	hɪrtɛn
hurtyn	hɪrtɪn
huwd	hɪu̯d
hwch	huːχ
hwian	hwiːan
hwiangerdd	hwiaŋɡɛrð
hwn	hʊn
hwnna	hʊna
hwnnw	hʊnu
hwntw	hʊntu
hwntws	hʊntuz
hwpo	hʊpɔ
hwpo	ʊpɔ
hwrdd	hʊrð
hwy	hʊi̯
hwyad	hʊi̯ad
hwyaden	hʊi̯adɛn
hwyaden	hʊi̯aːdɛn
hwyaid	hʊi̯ai̯d
hwyaid	hʊi̯ɛd
hwyl	hʊi̯l
hwylbren	hʊi̯lbrɛn
hwyliau	hʊi̯ljai̯
hwyliau	hʊi̯ljɛ
hwylio	hʊi̯ljɔ
hwynt	hʊi̯nt
hwyr	hʊi̯r
hwythau	hʊi̯θai̯
hwythfed	hʊi̯θvɛd
hy	hiː
hyblyg	həblɪɡ
hyblyn	həbɬɪn
hyblynnau	həblənai̯
hyblynnau	həblənɛ
hybu	həbi
hych	hiːχ
hychod	həχɔd
hyd	hiːd
hydawdd	hədau̯ð
hydd	hiːð
hydoddaf	hədoːða
hydoddaf	hədoːðav
hydoddaf	hədɔða
hydoddaf	hədɔðav
hydoddedd	hədoːðɛð
hydoddedd	hədɔðɛð
hydoddedig	hədɔðeːdɪɡ
hydoddedig	hədɔðɛdɪɡ
hydoddeiddio	hədɔðei̯ðjɔ
hydoddi	hədoːði
hydoddi	hədɔði
hydoddiannau	hədɔðjanai̯
hydoddiannau	hədɔðjanɛ
hydoddiant	hədɔðjant
hydoddion	hədɔðjɔn
hydoddydd	hədoːðɪð
hydoddydd	hədɔðɪð
hydoddyddion	hədɔðəðjɔn
hydoddyn	hədoːðɪn
hydoddyn	hədɔðɪn
hydred	hədrɛd
hydref	hədrɛ
hydref	hədrɛv
hydrefau	hədreːvai̯
hydrefau	hədreːvɛ
hydrefau	hədrɛvai̯
hydrefau	hədrɛvɛ
hydrobromid	hɨdrɔbrɔmid
hydrogen	hədrɔɡɛn
hydrogen	hɪdrɔɡɛn
hyfed	həvɛd
hyfyw	həvɪu̯
hyglwyf	həɡlʊi̯v
hygyrch	həɡɪrχ
hylendid	həlɛndɪd
hylif	həlɪv
hyll	hɨ̞ɬ
hyll	hɪɬ
hyllt	hɪɬd
hymasiad	həmasjad
hymasiad	həmaʃad
hymenyn	həmeːnɪn
hymenyn	həmɛnɪn
hymladd	həmlað
hymwelwr	həmweːlʊr
hymwelwr	həmwɛlʊr
hyn	hɪn
hynaf	hənav
hynafol	hənavɔl
hynafol	hənaːvɔl
hynna	hɪna
hynny	həni
hynod	hənɔd
hynt	hɪnt
hyrddod	hərðɔd
hyrwyddo	hərʊi̯ðɔ
hyrwyddwr	hərʊi̯ðʊr
hyrwyddwyr	hərʊi̯ðwɨ̞r
hysb	hɪsb
hysbys	həsbɪs
hysbyseb	həsbəsɛb
hysbysebion	həsbəsɛbjɔn
hysbysebu	həsbəsɛbi
hysbysfwrdd	həsbəsvʊrð
hysbysiad	həsbəsjad
hysbysiad	həsbəʃad
hysbysu	həsbəsi
hysgadan	həsɡaːdan
hysgi	həsɡi
hysgubo	həsɡiːbɔ
hystafell	həsdavɛɬ
hystafell	həsdaːvɛɬ
hytrach	hətraχ
hêl	heːl
hŵr	huːr
hŷn	hiːn
i	iː
i'w	ɪu̯
ia	iːa
ia	ja
iaaidd	jaːai̯ð
iach	jaːχ
iachus	jaχɪs
iachus	jaːχɪs
iachusol	jaχɪsɔl
iacháu	jaχai̯
iaith	jai̯θ
iarll	jarɬ
iarllaeth	jarɬai̯θ
iarllaeth	jarɬɛθ
ias	jaːs
iasau	jasai̯
iasau	jasɛ
iasoer	jasɔi̯r
iasol	jasɔl
iau	jai̯
iawn	jau̯n
ichwi	ɪχwi
iddi	iːði
iddi	ɪði
iddo	iːðɔ
iddo	ɪðɔ
iddoch	iːðɔχ
iddot	iːðɔt
iddych	iːðɨ̞χ
iddyn	iːðɪn
iddyn	ɪðɪn
iddynt	iːðɪnt
iddynt	ɪðɪnt
ie	iːɛ
iechyd	jeːχɪd
iechyd	jɛχɪd
ieirll	jei̯rɬ
ieithadur	jeiθadɪr
ieithadur	jeiθaːdɪr
ieithoedd	jei̯θɔi̯ð
ieithydd	jei̯θɪð
ieithyddiaeth	jei̯θəðjai̯θ
ieithyddiaeth	jei̯θəðjɛθ
ieithyddion	jei̯θəðjɔn
iesin	jɛsɪn
iet	jɛt
ieuanc	jei̯aŋk
ieuenctid	jei̯ɛŋktɪd
ifanc	iːvaŋk
ifanc	ɪvaŋk
ifancaf	ɪvaŋkav
ife	ɪvɛ
ifengach	ivɛŋɡaχ
im	ɪm
imi	ɪmi
imâm	ɪmaːm
in	ɪn
indiwm	ɪndjʊm
indrawn	ɪndrau̯n
innau	ɪnai̯
innau	ɪnɛ
inni	ɪni
iogwrt	joːɡʊrt
iogwrt	jɔɡʊrt
iorwg	joːrʊɡ
iorwg	jɔrʊɡ
ir	iːr
iridiwm	ɪrɪdjʊm
iro	iːrɔ
iro	ɪrɔ
is	iːs
is	iːʃ
isaf	iːsav
isaf	ɪsav
isatomig	iːsatɔmɪɡ
isel	iːsɛl
isel	iːʃɛl
isel	ɪsɛl
isel	ɪʃɛl
iselder	ɪsɛldɛr
iselder	ɪʃɛldɛr
iselderau	ɪsɛldeːrai̯
iselderau	ɪsɛldeːrɛ
iselderau	ɪsɛldɛrai̯
iselderau	ɪsɛldɛrɛ
iseldir	ɪsɛldɪr
iselydd	ɪseːlɪð
iselydd	ɪsɛlɪð
iselyddion	ɪsɛləðjɔn
isetholiad	ɪsɛθɔljad
isfyd	iːsviːd
islaw	iːslau̯
isod	ɪsɔd
isosgeles	isɔsɡɛlɛs
isrywogaeth	iːsrɪu̯oːɡaɨ̯θ
isrywogaeth	iːsrɪu̯oːɡɛθ
isrywogaeth	iːsrɪu̯ɔɡaɨ̯θ
isrywogaeth	iːsrɪu̯ɔɡɛθ
isteitl	iːsdei̯tl
isteitlau	iːsdei̯tlai̯
isteitlau	iːsdei̯tlɛ
isteitlo	iːsdei̯tlɔ
it	ɪt
ith	iːθ
ithfaen	ɪθvai̯n
iti	ɪti
iwch	ɪu̯χ
iwd	juːd
iwd	ɪu̯d
iwnifform	ɪu̯nɪfɔrm
iwrch	jʊrχ
iyrchod	jərχɔd
iytan	jətan
iâ	jaː
iâl	jaːl
iâr	jaːr
iäen	jaːɛn
jac	dʒak
jaciau	dʒakjai̯
jaciau	dʒakjɛ
jacs	dʒaks
jam	d͡ʒam
je	dʒeː
jip	d͡ʒɪp
jips	d͡ʒɪps
jipsen	d͡ʒɪpsɛn
jolihoetian	d͡ʒɔlɪhɔi̯tjan
jyngl	d͡ʒəŋɡl
jyngls	d͡ʒəŋɡlz
jyst	d͡ʒəsd
jîp	d͡ʒiːp
jîps	d͡ʒiːps
jôc	d͡ʒoːk
jôcs	d͡ʒoːks
labordy	labɔrdi
ladd	laːð
laddwr	laðʊr
ladron	ladrɔn
laeth	lai̯θ
laeth	laːθ
lafant	laːvant
lafar	lavar
lafar	laːvar
lafur	lavɪr
laith	lai̯θ
lama	lama
lama	laːma
lamaod	lamaːɔd
lan	lan
lanach	lanaχ
lanach	laːnaχ
lanaf	lana
lanaf	lanav
lanaf	laːna
lanaf	laːnav
lanc	laŋk
laned	lanɛd
laned	laːnɛd
lanhau	lanhai̯
lansio	lansjɔ
lansio	lanʃɔ
lanthanwm	lanθaːnʊm
larswydd	larswɪð
larswydd	larsʊi̯ð
larts	larts
larts	lart͡ʃ
larwm	laːrʊm
larymau	larəmai̯
larymau	larəmɛ
las	laːs
lasach	lasaχ
lased	lasɛd
lasen	lasɛn
lasgoch	lasɡɔχ
lau	lai̯
lawen	lau̯ɛn
lawer	lau̯ɛr
lawes	lau̯as
lawio	lau̯jɔ
lawn	lau̯n
lawrenciwm	lɔrɛnsjʊm
le	leː
lech	leːχ
lechi	leːχi
lechi	lɛχi
led	leːd
ledled	lɛdlɛd
lefel	lɛvɛl
lefrith	lɛvrɪθ
leicia	lei̯kja
leicia	lɪka
leicia	lɪkja
leician	lei̯kjan
leician	lɪkan
leician	lɪkjan
leicio	lei̯kjɔ
leicio	lɪkjɔ
leicio	lɪkɔ
leidr	lei̯dr
leidr	lei̯dɪr
leihau	lei̯hai̯
lein	lei̯n
leision	lei̯sjɔn
leision	lei̯ʃɔn
lembo	lɛmbɔ
lembos	lɛmbɔz
lemon	lɛmɔn
lemonêd	lɛmɔneːd
lemwn	lɛmʊn
lentyl	lɛntɪl
lentys	lɛntɪs
les	leːs
lesau	lɛsai̯
lesau	lɛsɛ
lesbiaidd	lɛsbjaɪð
lesddeiliad	leːsðei̯ljad
lesddeiliaid	leːsðei̯ljai̯d
lesddeiliaid	leːsðei̯ljɛd
lesoedd	lɛsɔi̯ð
lestair	lɛsdai̯r
lestr	lɛstr
lestr	lɛstɛr
lestri	lɛstri
letys	lɛtɪs
letysen	lɛtəsɛn
leuen	lei̯ɛn
lewys	lɛu̯ɪs
licio	lɪkjɔ
lifermoriwm	lɪvɛrmɔrjʊm
lifft	lɪfd
lifftiau	lɪfdjai̯
lifftiau	lɪfdjɛ
limpin	lɪmpɪn
lin	liːn
lindys	lɪndɪs
lindysyn	lɪndəsɪn
linos	liːnɔs
linos	lɪnɔs
linosiaid	lɪnɔsjai̯d
linosiaid	lɪnɔsjɛd
linosiaid	lɪnɔʃai̯d
linosiaid	lɪnɔʃɛd
lithiwm	lɪθjʊm
liwgar	lɪu̯ɡar
liwio	lɪu̯jɔ
llabed	ɬaːbɛd
llac	ɬak
llach	ɬaːχ
llachar	ɬaχar
llacáu	ɬakai̯
lladd	ɬaːð
lladdfa	laðva
lladdfan	laðvan
lladdiad	ɬaðjad
lladdwr	ɬaðʊr
lladdwyr	ɬaðʊi̯r
lladrad	ɬadrad
lladron	ɬadrɔn
llaered	ɬei̯rɛd
llaes	ɬai̯s
llaeth	ɬai̯θ
llaeth	ɬaːθ
llaethdai	ɬei̯θdai̯
llaethdy	ɬei̯θdi
llaethferch	ɬaɪθvɛrx
llafar	ɬavar
llafar	ɬaːvar
llafariad	ɬavarjad
llafariaid	ɬavarjai̯d
llafariaid	ɬavarjɛd
llafur	ɬaːvɪr
llai	ɬai̯
llaid	ɬai̯d
llais	ɬai̯s
llais	ɬai̯ʃ
llaith	ɬai̯θ
llall	ɬaɬ
llall	ɬaːɬ
llam	ɬam
llamhidog	ɬamhiːdɔɡ
llamhidog	ɬamhɪdɔɡ
llamhidydd	ɬamhiːdɪð
llamhidydd	ɬamhɪdɪð
llamidogion	ɬamɪdɔɡjɔn
llamidyddion	ɬamɪdəðjɔn
llan	ɬan
llanc	ɬaŋk
llanw	ɬaːnu
llarswydd	ɬarswɪð
llarswydd	ɬarsʊi̯ð
llarwydd	ɬarwɪð
llarwydd	ɬaːrʊi̯ð
llasen	ɬasɛn
llaswyr	ɬasʊi̯r
llatai	ɬatai̯
llath	ɬaːθ
llau	ɬai̯
llaw	ɬau̯
llawch	ɬau̯χ
llawdriniaeth	ɬaʊdrɪnjai̯θ
llawen	ɬau̯ɛn
llawer	ɬau̯ɛr
llawes	ɬau̯as
llawfeddyg	ɬau̯veːðɪɡ
llawfeddyg	ɬau̯vɛðɪɡ
llawfeddygon	ɬau̯vɛðəɡɔn
llawlyfr	ɬau̯ləvɪr
llawlyfr	ɬau̯lɪvɪr
llawn	ɬau̯n
llawr	ɬau̯r
llawredyn	ɬau̯reːdɪn
llawredyn	ɬau̯rɛdɪn
llawysgrif	ɬau̯əsɡrɪv
lle	ɬeː
llech	ɬeːχ
llechi	ɬeːχi
llechi	ɬɛχi
lled	ɬeːd
llediaith	ɬɛdjai̯θ
lledieithog	ɬɛdjei̯θɔɡ
lledr	ɬeːdɛr
lledr	ɬɛdr
lledr	ɬɛdɛr
lledred	ɬɛdrɛd
llefaru	ɬevaːri
llefarydd	ɬɛvarɪð
llefarydd	ɬɛvaːrɪð
lleferydd	ɬɛveːrɪð
lleferydd	ɬɛvɛrɪð
llefn	ɬɛvn
llefrith	ɬɛvrɪθ
llefydd	ɬeːvɪð
llefydd	ɬɛvɪð
lleian	ɬei̯an
lleianaeth	ɬei̯aːnai̯θ
lleianaeth	ɬei̯aːnɛθ
lleianaidd	ɬei̯aːanɛð
lleianaidd	ɬei̯aːnai̯ð
lleiandai	ɬei̯andai̯
lleiandy	ɬei̯andi
lleianod	ɬei̯anɔd
lleianod	ɬei̯aːnɔd
lleidr	ɬei̯dr
lleidr	ɬei̯dɪr
lleied	ɬei̯ɛd
lleihau	ɬei̯hai̯
lleill	ɬei̯ɬ
lleinw	ɬei̯nu
lleisiad	ɬei̯sjad
lleisiau	ɬei̯sjai̯
lleisiau	ɬei̯sjɛ
lleisiau	ɬei̯ʃai̯
lleisiau	ɬei̯ʃɛ
lleisio	ɬei̯sjɔ
lleisio	ɬei̯ʃɔ
lleisiol	ɬei̯sjɔl
lleisiol	ɬei̯ʃɔl
lleisydd	ɬei̯sɪð
llen	ɬɛn
lleng	ɬɛŋ
llengfilwr	ɬɛŋvɪlʊr
llengfilwyr	ɬɛŋvɪlwɪr
llengig	ɬɛŋɡɪɡ
llengoedd	ɬɛŋɔi̯ð
llenni	ɬɛni
llenwad	ɬɛnwad
llenwi	ɬɛnwi
llenydd	ɬeːnɪð
llenydd	ɬɛnɪð
llenydda	ɬɛnəða
llenyddiaeth	ɬɛnəðjai̯θ
llenyddiaeth	ɬɛnəðjɛθ
llenyddol	ɬɛnəðɔl
lleoedd	ɬeːɔi̯ð
lleoedd	ɬeːɔð
lleol	ɬeːɔl
lleoli	ɬɛoːli
lleoli	ɬɛɔli
lleoliad	ɬɛɔljad
lles	ɬeːs
llesg	ɬɛsɡ
llesgáu	ɬɛsɡai̯
llesol	ɬɛsɔl
llestair	ɬɛsdai̯r
llesteiriannau	ɬɛsdei̯rjanai̯
llesteiriannau	ɬɛsdei̯rjanɛ
llesteiriant	ɬɛsdei̯rjant
llesteiriau	ɬɛsdei̯rjai̯
llesteiriau	ɬɛsdei̯rjɛ
llesteirio	ɬɛsdei̯rjɔ
llestr	ɬɛstr
llestr	ɬɛstɛr
llestri	ɬɛstri
llesáu	ɬɛsai̯
llethol	ɬɛθɔl
llety	ɬɛti
lleu	ɬei̯
lleua	ɬei̯a
lleuad	ɬei̯ad
lleuen	ɬei̯ɛn
lleugylch	ɬei̯ɡɪlχ
llew	ɬɛu̯
llewod	ɬɛu̯ɔd
llewyglyd	ɬɛwəɡlɪd
llewyrch	ɬɛu̯ɪrχ
llewyrchu	ɬɛu̯ərχi
llewys	ɬɛu̯ɪs
lliain	ɬiai̯n
llid	ɬiːd
llif	ɬiːv
llifed	ɬiːvɛd
llifed	ɬɪvɛd
llifo	ɬiːvɔ
llifo	ɬɪvɔ
llifogydd	ɬivoːɡɪð
llifogydd	ɬivɔɡɪð
llin	ɬiːn
llinell	ɬiːnɛɬ
llinell	ɬɪnɛɬ
llinos	ɬiːnɔs
llinos	ɬɪnɔs
llinosiaid	ɬɪnɔsjai̯d
llinosiaid	ɬɪnɔsjɛd
llinosiaid	ɬɪnɔʃai̯d
llinosiaid	ɬɪnɔʃɛd
llinyn	ɬiːnɪn
llinyn	ɬɪnɪn
llinynnau	ɬɪnənai̯
llinynnau	ɬɪnənɛ
llipryn	ɬɪprɪn
llith	ɬiːθ
llithro	ɬɪθrɔ
lliw	ɬɪu̯
lliwgar	ɬɪu̯ɡar
lliwio	ɬɪu̯jɔ
lliwydd	ɬɪu̯ɪð
lliwyddion	ɬɪu̯əðjɔn
llnau	ɬnai̯
llo	ɬoː
lloc	ɬɔk
lloches	ɬoːχɛs
lloches	ɬɔχɛs
llochesau	ɬɔχɛsai̯
llochesau	ɬɔχɛsɛ
llochi	ɬoːχi
llochi	ɬɔχi
lloer	ɬɔi̯r
lloerlys	ɬɔi̯rlɪs
llofft	ɬɔfd
llofftydd	ɬɔfdɪð
llogell	ɬɔɡɛɬ
llogi	ɬoːɡi
llogi	ɬɔɡi
llom	ɬɔm
llon	ɬɔn
llond	ɬɔnd
llong	ɬɔŋ
llongau	ɬɔŋai̯
llongau	ɬɔŋɛ
llongwr	ɬɔŋʊr
llongwyr	ɬɔŋwɪr
llongyfarch	ɬɔŋɡəvarχ
llongyfarchiad	ɬɔŋɡəvarχjad
llonni	ɬɔni
llonydd	ɬoːnɪð
llonydd	ɬɔnɪð
llonyddu	ɬɔnəði
llonyddwch	ɬɔnəðʊχ
lloriau	ɬɔrjai̯
lloriau	ɬɔrjɛ
llosg	ɬɔsɡ
llosgfaen	ɬɔsɡvai̯n
llosgi	ɬɔsɡi
llosgol	ɬɔsɡɔl
llosgydd	ɬɔsɡɪð
llost	ɬɔsd
llostchwydd	ɬɔsdχwɪð
llostchwydd	ɬɔsdχʊi̯ð
llostgyfod	ɬɔsdɡəvɔd
llu	ɬiː
lluarth	ɬiːarθ
llud	ɬiːd
lluddias	ɬɪðjas
lludw	ɬiːdu
lludw	ɬɪdu
lluest	ɬiɛsd
lluesty	ɬiɛsdi
lluesty	ɬjɛsdi
llug	ɬiːɡ
llugwe	ɬɨ̞ɡwɛ
llun	ɬiːn
llungopi	ɬiːŋɡɔpi
llungopi	ɬɪŋɡɔpi
llungopïau	ɬiːŋɡɔpiːai̯
llungopïau	ɬiːŋɡɔpiːɛ
llungopïau	ɬɪŋɡɔpiːai̯
llungopïau	ɬɪŋɡɔpiːɛ
llungopïo	ɬiːŋɡɔpiːɔ
llungopïo	ɬɪŋɔpiːɔ
llungopïwr	ɬiːŋɡɔpiːʊr
llungopïwr	ɬɪŋɡɔpiːʊr
llungopïwyr	ɬiːŋɡɔpiːwɪr
llungopïwyr	ɬɪŋɡɔpiːwɪr
lluniad	ɬɪnjad
lluniaeth	ɬɨ̞njai̯θ
lluniaeth	ɬɨ̞njɛθ
lluniaidd	ɬɨ̞njai̯ð
lluniau	ɬɪnjai̯
lluniau	ɬɪnjɛ
llunio	ɬɪnjɔ
lluoedd	ɬiːɔi̯ð
lluosi	ɬiɔsi
lluosog	ɬiɔsɔɡ
lluosogi	ɬiɔsoːɡi
lluosogi	ɬiɔsɔɡi
lluoswch	ɬɪɔsʊχ
llurs	ɬɪrs
llursod	ɬɪrsɔd
llus	ɬiːs
llusa	ɬɪsa
llusen	ɬɪsɛn
llusg	ɬɪsɡ
llusgo	ɬɪsɡɔ
lluwch	ɬɪu̯χ
lluyrth	ɬiːɪrθ
llw	ɬuː
llwch	ɬuːχ
llwfrhau	ɬʊvrhai̯
llwg	ɬuːɡ
llwglyd	ɬʊɡlɪd
llwgu	ɬuːɡi
llwgu	ɬʊɡi
llwm	ɬʊm
llwnc	ɬʊŋk
llwrw	ɬuːru
llwrw	ɬʊru
llwy	ɬʊi̯
llwyau	ɬʊi̯ai̯
llwyau	ɬʊi̯ɛ
llwybr	ɬʊi̯br
llwybr	ɬʊi̯bɪr
