"бацькаўшчына"	batsʲkau̯ʂtʂɨna
неспакой	nɛspokoj
несці	nʲesʲtsʲi
несціхана	nʲeʂtsʲixana
нетапыр	nʲetapɨr
нетра	nʲitra
нетрах	nʲetrax
нетры	nˈetrˈy
нетрывалы	nʲatrɨvaɫɨ
нетутэйшы	nʲatutejʂɨ
неф	nɛf
нефармал	nɛfarˈmal
нефе	nʲefʲe
нехта	nʲexta
нецярплівы	nʲetsʲarplʲivɨ
нецікавы	nʲatsʲikavɨ
нечага	nʲetʂaɣa
нечаканы	nʲedʐakanɨ
нечарговы	nʲedʐarɣovɨ
нечым	nʲetʂɨm
нечысць	nʲetʂɨsʲtsʲ
нечытэльна	nʲitʂɨdɛɫʲno
нешматлікі	nʲaʂmatɫʲikʲi
нешматлікія	nʲaʂmatɫʲikʲija
нешта	nʲeʂta
нешчаслівец	nʲestʂasɫʲivʲets
неяк	nʲejag
неяк	nˈejak
неўдах	nʲeu̯dax
неўпрыкметку	nʲeu̯uprɨkmʲetku
но	no
новага	novaɣa
новае	novaje
новай	novaj
новаму	novamu
нованабыты	novanabɨtɨ
новаю	novaju
новая	novaja
новую	novuju
новы	novɨ
новым	novɨm
новымі	novɨmʲi
новых	novɨx
новыя	novɨja
новік	novʲik
ног	noɣ
ногаць	noɣatsʲ
ногі	noɣji
нож	noʂ
ножка	noʐka
ножках	noʐkax
ножку	noʐku
ножцы	noʐtsɨ
ножыкам	noʐɨkam
ноздра	nozdra
нокаць	nokatsʲ
нонсэнс	nonsɛns
норавы	noravɨ
норах	norax
нораў	norau̯
нораў	porau̯
норка	norka
норм	norm
норма	norma
нормай	normaj
нормам	normam
норматворчыя	normatvortʂɨja
нормаў	normau̯
норме	normʲe
норму	normu
нормы	normɨ
норт	nort
норы	norɨ
нос	nos
носа	nosa
носам	nosam
носе	nosʲe
носу	nosu
носы	nosɨ
носьбіт	nozʲbʲit
носяць	noʂʲatsʲ
носіць	nosʲitsʲ
нот	not
ноткі	notkʲi
нотныя	notnɨja
ноту	notu
ноты	nodɨ
ноч	notʂ
ноч	nˈotʃ
ночвы	notʂvɨ
ночка	nˈotʃka
ночку	notʂku
ночы	notʂɨ
ноша	noʂa
ношу	noʂu
ноўтбук	nou̯dbuk
ну	no
ну	nu
ну-ну	nunu
нуары	nuarɨ
нудзіцца	nudzʲitstsa
нудную	nudnuju
нудны	nudnɨ
нудным	nutnɨm
нуду	nudu
нуды	nudɨ
нудызм	nudɨzm
нуль	nulʲ
нуля	nulʲa
нулявой	nulʲavoj
нулявы	nulʲavɨ
нулявым	nulʲavɨm
нулявыя	nulʲavɨja
нулямі	nulʲamʲi
нулёў	nulʲou̯
нулі	nulʲi
нумар	numar
нумара	numara
нумарам	numaram
нумарах	numarax
нумарная	numornaja
нумароў	numorow
нумару	numaru
нумары	numorɨ
нумізматыка	numʲizmatɨka
нутраны	nutranɨ
нутраным	nutranɨm
нутром	nutrom
нутры	nutrɨ
нуту	nutu
нылі	nɨɫɨ
нырае	nɨraʲe
нырай	nɨraj
нырак	nɨrak
нырка	nɨrka
нырка-	nɨrka
нырку	nɨrku
ныркі	nɨrkʲi
нюанс	nʲuans
нюансаў	nʲuansau̯
нюх	nʲux
нюхам	nʲuxam
нюхаць	nʲuxatsʲ
ня	nʲa
нябачны	nʲabatʂnɨ
нябедныя	nʲabʲednɨja
нябога	nʲaboɣaja
нябож	nʲeboʂ
нябожчык	nʲaboʂtʂɨk
нябожчыкі	ʲːaboʐtʂɨkʲi
нябожчыца	nʲaboʂtʂɨtsːa
нябось	nʲabosʲ
няважная	nʲavaʐnaja
няважным	nʲavaʐnɨm
няварты	nʲavartɛ
нявеста	nʲavʲesta
нявесту	nʲavʲestu
нявольнай	nʲavoɫʲnaj
нявольнік	nʲavoɫʲnʲik
няволі	nʲavoɫʲi
нявопытнасць	nʲavopɨtnastsʲ
нявызначанасць	nʲavɨznatʂɛnastsʲ
нявінны	nʲavʲinːɨ
нягледзячы	nʲaxlʲedzʲatʂɨ
нягледзячы	nʲaɣlʲedzʲetʂɨ
нягодамі	nʲaɣodamʲi
нягодны	nʲaɣodnɨ
нягодных	nʲaxodnɨx
нягоднік	nʲaɣodnʲik
нягружаны	nʲaɣruʐanɨ
нягуста	nʲaɣusta
нядаўна	nʲadau̯no
нядаўна	nʲadawno
нядбайна	nʲadbajna
нядбайных	nʲadbajnɨx
нядбалы	nʲadɔbaɫɨ
нядзеля	nʲadzʲelʲa
нядзелі	nʲadzʲelʲi
нядобры	nʲadobrɨ
нядобрыцца	nʲadobrɨtsːa
нядоўга	nʲadou̯ɣa
нядрэнна	nadrɛnːa
нядрэнны	nʲadrɛnnɨ
нядрэнныя	nʲadrɛnnɨja
нядужыя	nʲaduʐɨja
нязвыклая	nʲazvɨkɫaja
нязвыклы	nʲazvɨklɨ
нязграбна	nʲesɣrabno
нязграбны	nʲazgrabnɨ
нязлечна	ʲːasɫʲetʂna
нязменнасць	nʲazmʲenːostsʲ
нязмушана	nʲasmuʂʲana
нязмушаны	nʲasmuʂanɨ
нязначна	nʲaznatʂno
нязначнай	nʲaznatʂnaj
нязначнымі	nʲaznatʂnɨmʲi
нязначных	nʲaznatʂnɨx
нязыркіх	nʲazɨrkʲix
някідкія	nʲakʲitkʲija
няласка	naɫaskɐ
нялупленыя	nʲaɫuplʲenɨja
нялюбыя	nʲaɫʲubɨja
нялюдскі	nʲalʲutskʲi
няма	nama
няма	nʲama
нямазаных	nʲamazanɨx
нямала	nʲamaɫa
нямецкай	nʲamʲetskoj
нямецкамоўная	nʲemʲetskamou̯naja
нямецкая	nʲamʲetskaja
нямецкую	nʲamʲetskuʲu
нямецкі	nʲamʲetskʲi
нямецкім	nʲamʲetsʲːim
нямецкімі	nʲamʲetskʲimʲi
нямецкія	nʲamʲetskʲija
нямеччына	nʲamʲetʂɨna
нямеччына	nʲamʲetʂːɨna
нямнога	nʲamnoɣa
нямоглага	nʲamoɣɫaɣa
няможна	nʲamoʂna
няможна	nʲamoʐna
нямую	nʲamuju
нямы	nʲamɨ
нямытых	nʲamɨtɨx
нямыя	nʲamɨʲa
няміласць	nʲamʲiɫostsʲ
нянавісць	nʲanavʲisʲtsʲ
няпоўную	nʲapou̯nuju
няпоўным	nʲapou̯nɨm
няправільна	nʲapravʲilʲna
няпроста	nʲaprosta
няпросты	nʲaprosta
няпростыя	nʲaprostɨja
няпэўна	nʲapɛu̯na
няпэўнасць	nʲapɛu̯nastsʲ
няроўнай	nʲarou̯naj
няроўнасць	nʲarou̯nastsʲ
няроўнасць	nʲarou̯nasʲtsʲ
няроўнасці	nʲarou̯nasʲtsʲi
няроўны	nʲarou̯nɨ
нясвежы	nʲasʲvʲeʐɨ
нясецца	nʲasʲetsːa
няскошаная	nʲaskuʂanaja
нясла	nʲazɫa
няслушна	ʲːasluʂna
нясмела	nʲasmʲeɫo
няспешнага	nʲaspʲeʐnaɣo
няспрытна	nʲaʂprɨtna
нясу	dˈasˌu
нясушак	nʲasuʂak
няхай	nʲaxaj
няхай	nˈjaxaj
няцотным	nʲatsodnɨm
нячутна	nʲatʂutna
нячутны	nʲatʂutnɨ
няшмат	nʲaʂmat
няшчасце	nʲaʂtʂasʲtsʲe
няшчыра	nʲaʂtʂɨra
няякасным	nʲajakasnɨm
няясны	nʲajasnɨ
няясны	nʲejasnɨ
няясныя	nʲajasnɨja
няёмка	nʲaʲomka
няўдалага	nʲau̯dɫaɣa
няўжо	nʲau̯ʐo
няўзнак	nʲau̯znak
няўмелы	nʲau̯mʲeɫɨ
няўменне	nʲau̯mʲanʲːe
няўмольна	nʲau̯moɫʲna
няўхільны	nʲau̯xʲilʲnɨ
нёба	nʲoba
нёман	nʲoman
нёс	nʝuz
нёс	nʲos
ні	nʲa
ні	nʲi
ні-ні	nʲinʲi
ніадкуль	nʲiatkulʲ
нібы	nʲibɨ
нібыта	nʲibɨta
ніва	miva
ніва	nʲiva
нівах	nʲivax
ніве	nʲivje
ніводнага	nʲivotnaɣa
ніводнай	nʲivodnaj
ніводная	nʲivodnaja
ніводны	nʲivodnɨ
ніводны	nʲivotnɨ
ніву	nʲivu
нівы	nʲivɨ
нідзе	nʲidzʲe
нідэрланды	nʲidɛrɫandɨ
нідэрлянды	nʲidɛrlʲandɨ
ніж	nʲiʂ
ніжнелужыцкі	nʲiʐnʲeɫuʐɨtskʲi
ніжнюю	nʲiʐnʲuju
ніжняга	nʲiʂnʲaɣa
ніжняй	nʲiʐnʲaj
ніжняя	nʲiʐʲːaja
ніжні	nʲiʐnʲi
ніжнім	nʲiʐnʲim
ніжнія	nʲiʐnʲija
ніжэй	nʲiʐɛj
ніжэйшы	nʲiʐɛjʂɨ
ніжэйшых	nʲiʐɛjʂɨx
ніз	nʲis
ніза	nʲiza
нізам	nʲizam
нізенькі	nʲiʐʲenʲkʲi
нізкі	nʲiskʲi
нізкі	nˈiski
нізкіх	nʲiskʲix
нізкія	nʲiskʲija
нізу	nʲizu
нізінай	nʲizʲinaj
нізінная	nʲizʲinnaʲa
нік	nʲik
нікалаямская	nʲikaɫajamskaja
нікарагуа	nʲikaraɣua
нікаціну	nʲikaʲtsʲinu
нікель	nikel
нікога	nʲikoxo
ніколі	nʲikolʲi
нікому	nʲigomu
нікуды	nʲikudɨ
нікім	nʲikʲim
нікіфарэнка	nʲikʲifarɛnka
німфы	nʲimfɨ
ніна	nʲina
нітка	nʲitka
нітку	nʲitku
ніткі	nʲitkʲi
ніхто	nʲixto
ніц	nʲits
ніцымі	nʲitsɨmʲi
ніць	nʲitsʲ
нічога	nʲitʂoɣa
нічому	nʲitʂomu
нічыйны	nʲitʂɨjnɨ
нічым	nʲitʂɨm
нічыя	nʲitʂɨʲa
ніша	nʲiʂa
нішай	nʲiʂaj
нішамі	nʲiʂamʲi
нішах	nʲiʂox
нішто	nʲiʂto
нішу	nʲiʂu
нішчаць	nʲiʂtʂatsʲ
нішчымную	nʲiʂtʂɨmnuju
нішчымны	nʲiʂtʂɨmnɨ
нішы	nʲiʂɨ
ніяк	nʲijak
ніяк	nˈijak
ніякага	nʲijagoɣo
ніякая	nʲijakaja
ніякі	nʲijakʲi
ніякім	nʲijakʲim
ніякіх	nʲijakʲix
о	o
о	u
оба-на	obana
обер-афіцэр	obʲerafʲitsɛr
обер-бургамістр	obʲerburɣamʲistr
обер-паліцмайстар	opʲerpalʲitsmajstar
обер-яфрэйтар	obʲerjafʲrɛjtar
ого	oɣo
одум	otum
одумам	otumam
ой	oj
окае	okaje
окаць	pokatsʲ
окей	okjej
опер	opʲer
опера	opʲera
оперную	opʲernuju
оперны	opʲernɨ
оперны	opʲerʲːɨ
оперных	opʲernɨx
оперы	opʲerɨ
оптыцы	optɨtsɨ
опіум	opʲium
орган	orxan
органа	orxana
органы	orɣanɨ
орды	ord̪e
орта	orto
орша	orʃa
осла	osɫa
от	ot
офіс	ofis
офіс	ofʲis
ох	ox
охра	ˈoxra
п'е	pje
п'едэстал	pjedɛstaɫ
п'ю	pju
п'юць	pjuʲtsʲ
п'янага	pjanaɣa
п'янаму	pjanomu
п'янка	pjanka
п'яную	pjanuju
п'яны	pjanɨ
п'яным	pjanɨm
п'янымі	pjanɨmʲi
п'яных	pjanɨx
п'яныя	pjanɨʲa
п'яніца	pjanʲitsa
п'яўка	pjau̯ka
п'ём	pʲom
пaнядзель	panʲadzʲeɫʲ
па	pa
па-беларуску	abʲelorusku
па-братэрску	papratɛrsku
па-брытанску	pabrɨtansku
па-ваеннаму	pavajennomu
па-вашаму	pavaʂamu
па-воўчаму	pavou̯tʂomu
па-воўчы	pavou̯tʂɨ
па-гарадскому	paɣaradzkomum
па-геройску	paɣʲerojsgu
па-грамадзянску	paɣramadzjansku
па-грузінску	paɣruzʲinsku
па-грэчаску	voɣrɛtʂasku
па-дагестанску	padaɣʲistansku
па-дамашняму	padamaʂnʲamu
па-дарожнаму	padoroʐnomu
па-добраму	padobramu
па-другое	padruɣoʲe
па-другое	patruɣoʲe
па-за	paza
па-мойму	pamojmu
па-над	panad
па-новаму	panovamu
па-польску	papoɫʲsku
па-ранейшаму	paranʲejʂomu
па-рознаму	paroznamu
па-руску	paruzku
па-свойму	pasvojmu
па-свінску	pasvʲinsku
па-сутнасці	pasutnasʲtsʲi
па-твойму	patvojmu
па-іншаму	pajinʂomu
паабедаць	paabʲedatsʲ
паадкормлівацца	paatpormlʲivatsːa
пабадзяжыць	pabadzʲaʐɨtsʲ
пабадзяцца	pabazʲatstsa
пабачаць	pabatʂatsʲ
пабачым	pabotʂɨm
пабачыце	papatʂɨtsʲe
пабачэнне	pabatʂɛnʲːe
пабег	pabʲeɣ
пабегаць	pabʲeɣatsʲ
пабеглі	pabʲeɣɫʲi
пабеленыя	pabjelʲenɨja
пабокавічы	pabokovʲitʂɨ
пабольшаў	pabolʲʂau̯
паборы	paborɨ
пабочны	pabotʂnɨ
пабочных	pabotʂnɨx
пабралі	pabralʲi
пабудаваны	pobudavanɨ
пабудаваных	pabudavonɨx
пабудаваць	pabudavatsʲ
пабудаваў	pabudɨvau̯
пабуджальнік	pabudʐaɫʲnʲik
пабудова	pabudovɐ
пабудове	pabudovʲe
пабудовы	popudovɨ
пабуду	pabudu
пабудуюць	papudujutsʲ
пабяры	pobjarɨ
пабітых	pabʲitɨx
пабіць	pabʲitsʲ
пабіў	pabˈiʊ
павага	pavago
павагу	pavaɣu
павадак	pavadak
павадзіць	pavadzʲitsʲ
павады	povadɯ
паважае	pavoʐaʲe
паважаныя	pavaʐanɨja
паважаць	pavoʐatsʲ
паважліва	pavaʐɫʲiva
паважлівы	pavaʐlʲibɨ
паважлівыя	pavaʐɫʲivɨja
павазіць	pavazʲitsʲ
паваліць	pavalʲitsʲ
павандраваць	pavɛndravatsʲ
паварот	pavarod
паваротны	pavarotnɨ
паваротных	pavarotnɨx
павароту	povarotu
паваротцы	pavarottsɨ
павароты	pavarotɨ
павевам	pavʲevam
паведамляе	pavʲedamlʲaje
паведамляць	pavʲedamlʲatsʲ
паведаміць	pavʲedamʲitsʲ
павезці	pavʲesʲtsʲi
павек	pavʲek
павека	pavʲeka
павека	pˈovˈeka
павекам	pavʲekam
павекі	pavʲekʲi
павел	pavʲeɫ
павелічэнне	pavʲeɫʲitʂɛnnʲe
павер	pavʲer
павераць	pavʲeratsʲ
паверне	pavʲernʲa
паверх	pavʲerx
паверхам	pavʲerxam
паверхамі	pavʲerxamʲi
паверхаў	pavʲerxou̯
паверхня	pavʲerxnʲa
паверхня	povʲerxnʲa
паверхні	pavʲerxnʲi
паверце	pavʲertsʲe
паверыла	pavʲerɨɫa
паверыць	pavʲerɨtsʲ
павесткі	pavʲesdkʲi
павесці	pavʲesʲtsʲi
павет	pavʲet
паветах	pavʲetax
паветкай	pavʲetkaj
паветку	pavʲetku
паветра	pavʲetra
паветраным	pavʲedranɨm
паветраных	pavʲetranɨx
паветраныя	pavʲetranɨʲa
паветры	pavʲetrɨ
паветрыкі	pavʲetrɨkʲi
павешанне	pavʲeʂannʲe
павешаць	pavʲeʂatsʲ
паводак	pavodak
паводзілі	pavodzʲiɫji
паводзін	pavodzʲin
паводзінах	povodzʲinax
паводзіны	pavodzʲenɨ
паводзіны	pavodzʲinɨ
паводзіць	pavodzʲitsʲ
паводка	povodka
паводку	pavodku
павой	pavoj
павольна	pavoɫʲna
павольнае	pavoɫʲnaja
павольнасць	pavoɫʲnasʲtsʲ
павольны	pavolʲnɨ
павольныя	pavolʲnɨja
паволі	pavoɫʲi
паволі	povoɫʲi
павук	pavuk
павука	pavuka
павукі	pavukʲi
павуціна	pavutsʲina
павучальна	pavutʂaɫʲna
павучкі	pavutʂkʲi
павучынай	povutʂɨnaj
павучыцца	pavutʂɨtsːo
павучыць	pavutʂɨtsʲ
павысіць	pavɨsʲitsʲ
павышаем	pavɨʂaʲem
павышанымі	povɨʂanɨmʲi
павышаць	povɨʂatsʲ
павяду	pavjadu
павядуць	pavjadutsʲ
павялі	pavjaɫji
павялічваецца	pavʲaɫʲitʂvaʲetstsa
павянчаю	pavjantʂaʲu
павярну	pavjarnuu̯
павярнулі	pavjarnulʲi
павярнуў	povjarnou̯
павярхоўны	pavjaraxou̯nɨ
павятовы	pavjatovɨ
павятовым	pavjatovɨm
павятовых	pavjatovɨx
павячэраць	pavʲatʂɛratsʲ
павёз	pavʲos
павінен	pavʲinʲen
павінна	pavjinna
павінны	pavʲinnɨ
павіншаваць	pavʲinʂavatsʲ
павісець	pavʲisʲetsʲ
павітуха	ɣavʲituxa
пагаварыць	paɣavarɨtsʲ
пагавораць	paɣavoratsʲ
пагаджуся	paɣadʐuʂja
пагадзіліся	paɣadzʲiɫʲisja
пагадненне	paɣadnʲenʲːe
пагана	paɣana
паганы	paɣanɨ
паганых	paɣanɨx
паганыя	paɣanɨja
паганяць	paɣanʲatsʲ
пагарда	paɣarda
пагарджаць	paɣardʐatsʲ
пагардлівы	paɣardlʲivɨ
пагарды	paxardɨ
пагаршаць	paɣarʂatsʲ
пагарэлі	paɣarɛɫʲi
паглыбленне	pɔɣɫɨblʲennʲe
паглыблены	fagɫɨblʲenɨ
паглыбіць	paɣɫɨvʲitsʲ
паглынанне	pagɫɨnannʲa
паглынаць	paɣɫɨnatsʲ
паглынуць	paɣɫɨnutsʲ
пагляд	paɣlʲad
паглядзела	paglʲotzʲeɫa
паглядзець	paɣlʲadzʲetsʲ
паглядзеў	paɣlʲadzʲew
паглядзі	paɣlʲatsʲi
паглядзім	paklʲatsʲim
паглядзіць	paɣlʲadzʲitsʲ
пагнаць	paɣnatsʲ
пагневацца	paɣnʲivatsːa
пагода	paɣoda
пагодай	paɣodaj
пагодак	pagodak
пагодаю	paɣodaju
пагоду	paɣodu
пагоды	paɣodɨ
пагонах	paxonax
пагорак	paɣorak
пагорку	paɣorku
пагоршыць	paɣorʂɨtsʲ
пагражае	toɣraʐaɛ
пагражаю	pagraʐaʲu
пагранічнік	paɣranʲitʂnʲik
пагроза	fagrozo
пагроза	paɣroza
пагрозлівы	paɣroznʲivɨ
пагрозы	paɣroʐɨ
пагукаць	pagukotsʲ
пад	pat
пад'езды	padjesdɨ
пад'ела	patjila
пад'ем	patjem
пад'ехалі	patjexaɫʲi
пад'ём	patʲom
пад'ём	pˈotˈjˈom
пад'ёмны	adjomnɨ
пад'ёмнік	patʲomnʲik
пад'ёмісты	patʲomʲiʂtɨ
падабаемся	padabajemsʲa
падабаецеся	padabajetsʲesʲa
падабаецца	padabajetsːa
падабаешся	padabajesʲːa
падабайка	padabajka
падабайся	padabajsʲa
падабайцеся	padabajtsʲesʲa
падабалася	padabaɫasʲa
падабаліся	padabalʲisja
падабаліся	padabalʲisʲa
падабацца	padabatsːa
падабаюся	padabajusʲa
падабаюцца	padabajutsːa
падабаўся	padabau̯sʲa
падабенства	padabʲentstva
падабраныя	patabranɨʲa
падабраць	adabratsʲ
падавай	padavaj
падавала	padavaɫa
падавальшчыца	padavaɫʲʂtʂɨtsːa
падавацца	padavatsːa
падаваць	padavatsʲ
падаваў	padavau̯
падавіцца	padavʲitstsa
падаглядаць	padaxlʲadatsʲ
падагнуліся	padaɣnulʲisja
падагнуты	padaxnutɨ
падагнутым	padaɣnutɨm
падагніваць	padaɣnʲivatsʲ
падагравальнік	padaɣrovoɫʲnʲik
падагрэты	kadaɣrɛtɨ
