a	a˧˧
sappho	sap˧ʔpʰo˨
sạp	sa˥
sap	sap˧
sáp	s˩ap
sắp	sáp
sặp	sáp
sập	s˩ap
săp	s˩p
sắp	s˩p
sấp	s˩p
sập	ʂəp˧
saqqara	sa˧˥ka˧˥ra˧˥
sarabi	sa˧ra˨bi˧
sarab	sa˧˥rab˧˥
saracen	sa˧ra˨kɛn˥
sarah	sa˧ra˧
sarajevo	sa˧ra˧je˧o˧
sarandon	sa˧ra˥ldon
sarangani	sɑː˧˥raŋ˧˥aː˧˥ni˧˥
sarang	sɑː˧˥ɲ
saran	sa˧˥ran˧˥
sa-ra	sa˧ra˧
sara	sa˧ra˧
sarasota	saː˧˥raː˧˥so˧˥taː˧˥
saratoga	sa˧˥ra˧˥to˧˥ga˧˥
saratov	sa˧˥ra˧˥to˧˥v
sarayi	saː˨ɹaː˨ji˧
sarcastically	ʃɑːk˥sɪ˧kɔ˥tɪk˧
sarchie	ʂaːkʰi
sarch	ʂaːk
sarcoidosis	sɑːkɔɔj˥tɔɔj˧
sarcoid	sɑːkɔ̄j
sarcoma	sɑːkɔː˧˥mɑː
sardine	ʂaː˨˩˦di˨˩˦ne
sardinia	sa˧˥di˨ni˧
sardu	sɑː˧˥du˨
sarek	sɛ˧˥
saresh	sɑ˧rɛ˥ʃ
sarfaraaz	sɑ˧ɾfa˧ɾaː˧˥
sarfaraz	sɐrfə˧˥
sargent	˨sɛ˧ŋ˥t
sarge	ʂaːj˧
sargon	sa˧˥gon˨
saricullu	sa˧ri˨ku˧lu˥
sarie	sa˧ri˨e˧
sarikin	ʂaː˨˩ri˨˧kɨn˥
sarin	sa˧˥rɪn˨
sari	sa˧ri˨
sarkissian	sɑːkɪsiən
sarkozy	sɑːkə˧ʊj
sarmatian	ʃɑːm˧˥ti˧ɛn˧
sarni	sɑːn˧˥ri˨
sarrazin	sa˧˥ra˧˥ja˧˥sin˧˥
sar	sɑːr
sarsfield	ʃɑː˧˥r˩˧s˨˩f˨˩i˧˥l
sars	sɑːr˧
sartre	sa˧˥tʁe
saruman	ʃaːruːmaːn
sarun	sa˧ru˧n˥
sà	s˩
sa	sa˧
sá	sa˥
să	sa˧
sasaki	sa˧˥sa˧˥ki˧˥
sasami	sa˧sa˥mi˩
sasam	sɑ˧˥sɑm˧˥
sã	sɑ˧
sasha	saʃa
sashihara	saʃi˧ha˥ra˧
sashimi	ʃa˧˥si˧˥mi˧˥
sashinobetekureta	saʃino˧˥be˩˧te˧˥kure˩˧ta
sash	sɑʔ
saskatchatoon	ˈsɑːskəˌtʃɑːˈtʊn
sasquatch	saʔsɨt
sas	sa˧
sassenach	˩sa˧˥sɛ˧˥naːk
sassetti	ɕa˨˩˧te˨˩˧
sasuke	sa˧˥su˨˩kɛ˧
satake	sa˧ta˨ke˧
sa-tăng	sa˧˥taŋ˧
sa-tanh	sa˧taɲ˥
sa-tan	sa˧ta˥n˧
satan	sa˧˥tən
satch	sɑ̰t
satcom	ʂatkom
satellite	sa˨˩te˧˥li˨˩tɛ˧˥
satevo	ʂa˧˥te˩˧vo˧˥
satin	ʂa˨˩tin˧
sati	sa˨ti˧
satisfaction	ʂə˨˩tɐ˨˨fi˧˥kʰʊŋ˥
satisfied	ʂə˨˩ti˧˥˧
satisfy	ˈsɑtɪ˨˧faj˥
satish	ʂa˨˩tʰɪ˨˧
sativa	sa˧˥ti˧˥va˧˥
satnam	ʂat˨˩nam˧
satomi	sa˧˥to˨˩mi˧˥
sato-san	saʔ˧toʔ˥san˧
sato	sa˧˥to˨
satoshi	sa˧˥to˨˩si˧
satou	sa˧˥tou˨
sat	s˧
sất	s˧
sát	sa˥t
sat	sɑːt
sắt	˥sɑt
sats	sɑt˧
sát	s˧˥t
săt	s˧t
satsui	ʂaʔtɕi
satsuki	sɑt˧˥sɪk˩
satsu	satsu˧
sát	ʂat˥
sắt	ʂat˧
sạt	ʂat˩
sattler	sɑːtləː
saturday	ˈsʌtɛː˨˩
saturn	sa˧˥tɨn˨˩
satyr	sa˧˥tʰi˧˥
satyrs	ʂa˨˩ti˧˥
saucer	sɑw˧˥
saudi	saʊj˧
saud	sɑw˥t
sauer	sɑw˧
saugus	˨saw˧kɨ˥
saul	sɑu˧
sauna	saʊna
saunders	sɑʊn˧˥dɜː˨
saunière	ʂaʊ˧˥ni˧jɛ˧
sa-un	sa˧ʔun
saurel	sɑw˧lɛ̰˥
sauron	saʊron
sauropod	saʊ˧ro˩po˧k
sausage	saʊ˧˥sɛ˧˥
sausalito	saʊ˨saʊ˨li˧to˥
sau	sau˧
sáu	sau˧
său	sɐu˧
sầu	sɑu˧
sầu	sɑu˧
sáu	sɑʊ˧
sấu	sɑʊ˧
sâu	sɑw˧
sậu	sɨ̆u
saute	sɑwt˥
sauvignon	ʃaw˥vi˧ŋ
savage	ʃaː˨˩˦vɛt˨˩
sav-a-lot	sɑ˧ʔlɔk˨
savannah	sa˨va˧na˥fa˧
savan	sa˧ʔvan˧
savarin	sa˨va˧ri˥n
saved	ɕaː˨˩vɛː˨˩
save	saː˨˩
saviano	ʂaː˨˩vi˨˩j˥n
savignat	ʂaː˨˩viŋ˧˥
savile	sɑv˧˥lɛ˧˥
savings	ʂaː˨˩viəŋ˧
saving	ʃɛʋ
savin	sɑː˧ʔ
savior	sɐː˧˥vi˧˨
saviors	ʂaː˨˩vi˧˥
savitar	ʂa˨ʋi˧ta˥
savitz	sɑːvɪt
savonarola	sa˧ʋo˨˦na˧ro˧la
savoy	sɑvɔj˧
savrinn	sɑː˨vɨ˨˧rɨn˥
sawaguchi-san	sɑwɑgʊtʃiːsɑn
sawaguchi	saʊ˨aʊ˨gɯ˧˥
sawano	sɑwɑ˧˥
sawan	sa˧ʔwan˨
sawicki	sɑwɪk
sawmill	saʊmɨ̀
sawquin	sɑw˧ʔkɨn
saw	sɑʊ˧
sawyer	sɑw˧jɛ˥
sawy	sɔʊ˧
saxa	sa˧˥xa˧˥
saxitoxin	sa˧˥ki˧˥to˧˥sin
saxon	ɕaː˧˥kɔn˨˩
saxons	sɑː˧˥xɔn˨˩
saxony	sɑ˧˥xɔ˨˩ni˧˥
saxophone	sa˧˥xo˨fa˧˥n
saxophon	sa˧˥xo˨˩fo˧˥n
saxo	saʔ˧˥
sax	sɑːʔ
sậy	˨˧
sayacchi	saj˧˥tʃi˩
sayaka	sa˧ja˥ka˧
saya	ʂa˨ʔa
sayed	sɛ˧˥
sayer	sai˧jə˥
saye	sɑj˧
sayid	sɑj˧ʔ
saying	ʂaj˧˥ŋ
sayin	sɛj˧
sayles	sai˧le˥
saynanda	sɑj˧˥nɑː˧˥ɗɑː˧˥
sayonara	sajɔ˧na˨ra˥
say	sai˧
sảy	sâj˧
sây	sɑj˧
sấy	sɑj˧
sẩy	sɑj˧
sấy	˥sɛʔ
says	ʂaj˨
sayyad	ʂaj˧˥
sazerac	sa˧ʔze˧ɹaʔk
sazòn	sa˧ʔʈon
sbạng	ɕɓaŋ˥
sbs	sɯ˧˥bɛ˧˥sɯ˧˥
sb	ʃɯ˨
scabbers	ʃɑːp˧˥
scaggs	˨ca˧˥g˨
scagnetti	˨ʃaː˨˩ŋ˥˥ti
scala	skaː˥laː˧
scamander	ʃaː˨˩maː˨˧ɲaː˨˧
scamper	ʃam˧˥
scandal	ʃaːn˥daːl˧
scandinavia	ʃaː˨kaː˧˥ni˨˩daː˥˧vi˨˦eː˧˥
scandinavi	ʃaːkɪn˥˩vaːj
scanlon	sɑn˧lɔn˥
scanner	˨saːn˨kɛːn
scanning	ʃaːn˧˥kɛn˨˩
scan	ʃan˧
scaramanga	skaːraː˧˥maːŋaː
scarborough	ʃɑː˨˩boʊ˨˧rɑː˨˨bɔː˥
scar	˨caː
scarecrow	ʃɛːkɹɔː
scared	ʃɛːk˧
scare	sɛ˧
scarface	ʃɑːk˧˨faːj˥
scarif	ʃa˨kɑ˧˥f
scarlatti	ʃaː˨˩lɑt˨˩ti˧
scarlet	ʃaː˨˩lɛ˨˩ʔ
scarlett	ʃa˧˥kɛ˧˥t
scarlotti	ʃaː˧˥lɔt˨˩ti
scarpine	ʃaː˨˩kɛ˧˥
scarrythhix	ʃaː˨˩kɨ˨˩hi˨˩
scars	ʃɑːk
scary	ʃaː˨˩ri˨˧
scat	ʃɑːt
scattered	ʃaː˧˥tɛ˨˩
scatting	ʃɑt˥tʰiŋ˩
scatty	ʃaː˨˩ti˨˧
scavo	sɑːʋɔ̄
scav	ʃɑːf
sccoent	sɛ̀ːw
scenes	ʃin˧
scene	ʃin˧
scepter	˥sɛp˦˥tɛ
schaap	ʃaːp
schadenfreude	ʃaː˨˩deː˨˧fɹɔj˨˧deː˨˧
schaeffer	ʃæːfɛː
schäfer	ʃɛːfɛ̌
schaffer	ʃaːf
schanberg	ʃɑn˨˧bɛɹ˥
schatzi	ʃat˥tsi˧
schecter	ʃɛk˧˥tɛ˩
scheer	ʃi̤ː
scheffer	ʃeː˧˥fɛː˧˥
scheiße	ʃi˥e˩
scheming	ʃiːŋ˥
schenk	ʃɛŋ˧
scherbach	ʃɛɹ˥baʔ
scherbatsky	ʃe˨˧˨ba˨˧˨tɕi
scheuren	ʃɯːən
schhticky	ʃtɪkʲ
schiaparelli	ʃiəpa˧˦reː
schieber	ʃiː˨˩ʔbɛ˥
schiffer	ʃi˨˩˨
schiff	ʃif
schifrin	ʃi˧˥fɾi˧˥n
schiller	ʃi˥˧lɛ˩
schilling	˥ʃi˧˥liŋ
schindler	ʃɪn˥dɨ˩lɛ˧
schischkin	ʃiʔkɪn
schlegel	sɭɛgɛl
schlesser	sɛ˧˥
schlinger	ʃliŋ˧˥
schlitz	ʃlit
schlomit	ʃlɔm˥t
schloss	sɔ̄ː
schlumberger	ʃlʌm˨˦bɛɹ
schlutz	sɨt
schmid	ʃmɪt
schmidtie	ʃmɪt˨ti˨
schmidt	ʃmɪt
schmitz	ʃmɪt
schmoll	ʃmɔl
schmosby	ʃmɔʔbɨ
schmundt	ʃmʌnt
schnapps	ʃnɑp
schnap	ʃɲap
schnauzer	ʃɲaʊ˨˧ʒə
schneider	ʃnɛj˥
schneller	ʃnɛ˧˥lɛ˧˥
schnickeifritz	˥ʃnikʰeʔfɹit
schnider	sɲi˧˥tɛ˩
schnuffs	ʃnuf˥
schofeld	sɔːfɛlt
schofield	ʃɔːfɛ́ːld
scholar	ʃo˩lɔ˧
schongrabern	sɔŋ˧gaː˨˩bɛn˧
schön	ʃɔn˥
school	tʰuəʊ˧
schopenhauer	ʃɔː˨˩pɛ˧˥nɔ˨˩hɔ˨˩wɛ˧˥
schott	˨ʃɔt
schow	sɔʊ
schrader	ʃɹaː˨˩deː˨˩
schreck	sɹɛk
schrodinger	ʃɹɔː˥diŋ˧ʲɛ˩
schroeder	sɹɔː˧˥dɛː˧˥
schteron	ʃtʰɛ̀ː˨˩
schubert	ʃɯː˧˥bɛt
schuiz	ʃwiʔ
schuler	ʃu˥le˩
schultz	ʃɯːt
schulz	sɨu˨lɨ˧
schumacher	ʃu˨ma˧kʰɛ˥
schumaker	ʃu˩ma˧ke˧˥
schumann	ʃuː˨˩man
schuman	˨ʃu˨maɲ
schuylerville	˨ʃuʲ˧li˧ʌ˥vil
schwanz	ʃʋaːn˨
schwartz	ʃɔt
schwarzenegger	ʃwɑː˨kən˨nɛ˧gɛ˥
schwarz	ʃɔɹʌs
schwarzwald	ʃɰɑː˩ʋɑː˧ld
schweiber	ʃweː˨˩
schweikart	˥ʃweː˨kaː˧˥t
schweitzer	sɨː˨˩tʃiə˨˧
schwerner	ʃwɛn
schwinn	ʃwin
scianna	ʃi˥a˧ɲa˥
sciarra	ʃiə˧
sciarro	ʃi˧˥aː˧˥w
scicoli	sɪkɔl
science	ʃiɛn˧˥
scientific	ʃi˥˩kʰi˦ɛn˧tɪf˥
scientists	ʃiən˧˥tɪst
scientist	ʃiən˧˥tɪst
sci-fi	ʃi˨fi˧
scif	ʃiːf
scimitar	ʃi˥mi˩ta˧
scion	ʃiɜn˨
sciotti	ʃiː˧˥
scipio	ʃi˨˩kjo˨˧
scissorhands	ʃi˥˧si˩˧hɑːn˥
scissors	˥ʃi˧˥
sclc	sɛl˧˥kɛ˧˥
scn	sɨn˧
scobat	sɔ˧˥bɑt˨
scoffing	sɔf˧
scoffs	ʃɔf˥
scofield	sɔːfild
scofield	ʃkɔj˥lɛt
scoobert	ʃɯː˧˥bɛt
scoob	ʃɔːp
scooby-dooby-doo	ʃɔː˨ʔbɔː˨ʔdɔː˨ʔdɔː˨ʔ
scooby-doo	ʃkoʊbi˧˥duː
scooby	ʃɔː˨˩bi˨
scoonie	sɔ̰ːn˧˥
scoop	ʃkɔp˨
scooter	ʃkoːt
scoot	sɔt
scopalamine	ʃkɔpaːlamiːn
scope	sɔk
scopolamine	ʃɔpɔlaː˥mi˧n
scorch	ʃɔːk
scordia	sɔː˧ʔɗiə˨
score	˨˧koː
scoresby	ʃɔː˨kɔ˧˥
scorpion	˥ko˨ʔkɨ˧ʔ
scorpions	ʃkɔ˨˩jɔn˥
scorpio	ʃɔ˧˥kɔ˧˨fi˧˥
scorponoc	sɔːkɔ̄nɔk
scorponok	sɔːkɔːnɔk
scorsese	ʃoː˥˧koː˧˥seː˧˥
scotch	ʃɔtʃ
scoth	sɔt
scotia	ʃoʔ˧ʔtʰiə˧
scotland	ʃkɔt˧lɑn˥t
scotlen	sɔt˧lɛn˥
scot	sɔt
scốt	sɔt˧
scots	ʃɔt˨
scottie	˨ʃɔ˧˥tɪ˩
scottish	ˈʃɔːtɪʃ
scottsdale	˨ʃɔt˨˩˥
scott	ʃɔt
scotty	ʃɔt˧˥
scotus	sɔt
scouts	ʃuːt
scout	ʃuːt
scpd	ʃɛːp
scrabble	skɹæbɨl
scrabers	ʃɹaː˨˩be˨˧
scrambled	skrɐm˧˥lɛt
scrambo	ʃɹɐm˥bɔ
scranton	ʃɹɑ̰ːn˥
scraper	skɹaːp
scraping	ʃɹæp
scrappy	ʃɛp
scraps	ʃɛːp
scratch	skɹɐt
screaming	ʃɹeɪŋ
scream	krɛ̀ːm
screamlng	ʃrɛm˧˥lɲ
screams	ʃɹiɛm˧
screeches	ʃɹiːt˧
screeching	ʃɹɛ̀ːt
screech	ʃɹɛːk
screenplay	ʃɹiːn˥plaɪ
screen	ʃɹiːn˥
screwed	ʃɹɛw
screw	ʃɯː
scrilla	ʃliː
script	ʃɹɪp
scrooge	sɹɔːɣ
scroop	ʃɹɔːp
scrub	ʃkɨp
scrum	ʃɹʌm
scrutzler	ʃɹɯtɬɛ
sc	sɨ
sc	sɔ˧˥
scuba	sku˨ba˧
scudder	sɨkɨ
scuderi	˨ʃku˨˩de˧˥
scud	ʃuk˥
scully	ʃkɨl˧
scumbag	ʃum˨˧bag˥
scum	ʃum˨
scurvy	˥ʃku˧ʌi˥
scusati	˨˧kɨ˥˧
scylla	˥ɕi˧˥
scythe	sɨj˧
scythia	sɨ˧ʔtiə˧
sczerbiak	ʃəː˨˩ɾɛ˨˧ɓiɛk˨˥
sd-103	sɛ˧˥dɛ˧˥sɨ˧˥
sdi	sɗi
sðm	sɔm
sd	sɛ˧˥
sd	sɛ˧˥dɛ˧˥
sđt	ɕɗ˥t
sdu	sɯ̆
seabrook	sɛ˧˥bɹɔːk
seacord	sɛa˧kɔɹ˨
seacrest	sɛaʔkɾɛt
sea-doo	sɛː˧˥duː˧˥
seafood	ʃiː˨fuk˥
seagal	sɛa˧gɛl˥
seagulls	ɕeː˨˩gul˧˥
seahawk	sɛ˧hɑwk
seahawks	ʃiɜwk
seal	ɕiəʔ
sealed	ɕiɛt˥
seall	sɛ˧˥l
seals	ɕiəj˨
seal	ʃɛːl
seaman	ʃeː˨maːn˨
sea-monkeys	ʃiə˨mʌn˧ki˥
seamus	ʃe˨a˧mɨ˥
sềan	˥ɛn
sean	ʃɛn˥
searched	ɕe˩kɛ˧t
searching	ʃɛː˧˥
searchin	ʃiə˨˩
search	˨sɛː˧
sear	sɛ˧
sears	sɛ˧˥
seasons	ʂiən˨
season	ʃi˧n
seas	sɛ˧
sea	ʃi
seatle	sɛt˧lɛ˥
seaton	ʂɛ̀ːn
seats	ɕiət˨
seat	ʂiət
seattle	ʃet˥˩
seaver	sɛə˧ʔvɛː˨
seavers	sɛəʋ
seaworth	sɛː˨wɜ˧˥
sebas	sɛ˧˥bɑ˧˥
sebastian	sɛʔ˧ʔbaj˨˩ʈan
sebastião	ʂeʔ˧˥ba˨˩j˥˧tɑw˧˥
sebastien	ʃeʔ˥˧bi˩˧ɛn˥
sebastopol	sɛɓa˧˥sta˧˥po˧˥l
seborn	sɛ˧˥bɔn˨˩
sebring	sɛ˧˥brɪŋ
seb	sɛ˧˥b
sebulba	ʂɛ˨˩˦bu˨˩˦la˨˩
sebumi	ʂe˧˥bu˨˩mi˧
secare	sɛkə
seca	sɛ˧˥kɑ˧
séc-bi-a	sɛk˧ʔbiə˧
secbi-rom	sɛkʲɪ˧ʔrɔm˧
séc-bi	sɛk˧˥bi˧˥
secbi	sɛkʲ˧˥bi˧˥
sếch	sɛ́
secondary	˨˧ʈʰiə˧˥
second-hand	ʂəːn˧˥tʰəːn˧˥
seconds	ɕeʊ˥kɛɲ˧
second	˨˧ʈəw
secretary	ʃi˧˥te˧˥ri˧˥
secretive	sɛk˧˥tɪv˨
secretly	ʃi˥t˦
secret	sɛ˧˥kɛt˨
secrets	ʂeɪ˨˩k
séc	sɛ˧
sec	sɛk
sec	sɛk
séc	sɛk˧
sectac	sɛk˧˥tɑk˧˥
section	ʂiə˧˥kɔn
sector	sek˧˥tɔ˨˩
sectumsempra	sɛktumsɛmpra
secundus	˨˧kɨ˥n˦
secure	ʃɯː˧˥
security	sekɨ˧˥tɛ˧˥
sedaku	sɛ˧˥da˧˥kɔ˧˥
sedalia	sɛ˧˥da˧˥li˧˥a˧˥
sedan	sɛ˧˥dɛn˧˥
seddon	sɛ̀ɗ
sedgewick	ɕeɪ˨˦ɟɛk
sedgwick	sɛɗɣɨk
sedona	ɕe˥˩do˧˥na˥
sed	sɛ˧
seductor	sɛ˧˥tɔ˨˩
seebach	siə˧˥bɐt
seeds	ɕiːt
seed	sɛː˧˥
seeing	ʃi˥
seein	ʃi̤j˨
seeker	siːk
seek	sɛk˧
seeley	ɕi˥˧li˩
seely	sɛː˧˥li˧˥
seema	ʃiː˧˥maː˧˥
seemed	siə˧mɛt
seem	siːm
seems	sɛːm
seen	sɛn˧
seeonee	ʃi˥o˧ni˩
sees	sɛ˧
see	ʃe
seet	sɛ̀t
sefelt	sɛfɛlt
sef	sɛf
sefton	sɛftɔn
segal	sɛgɑːl
segars	sɛ˧˥ɣɛ˧˥
segawa	ɕe˧ɣa˨wa˥
segen	sɛ˧˥gɛn˧˥
seger	˨˧ɛ˥
segovax	sɛɣɔvɑk
segovia	sɛgɔvia
seguchi	ʂɛ˧˥ku˨˩
segura	ʂe˩˧ɣɯ˧ɾa˧
segway	sɛgwɛ
sehat	ʂe˧˥a˧˥t̪
seho	sɛ̀
seibu	sei˧˥bu˨
seidelman	sɛj˧˥del˨˩man
seidman	sɛːj˧ʔman
seijas	sɛj˧ʔ
seiji	sɛj˧˥
seiko	sei˧˥ko˩
seiku	sei˧kɔ˥
seine	sɛ̀ːj
sei	sei˧
seisser	sɛ̀ːj
seita	ʂeɪ˧˥t̪aː˧
seiya	sɛj˧˥
seized	sɛː˧˥
seize	sɛː˧˥
seizing	ʂeɪ˧˥
sejong	ʂeʔjɔŋ
seken	sɛkɛn˧
sekhmet	sekʰmɛt˧
seki	sɛk
sek-jin	sɛk˧ʔʨin˨
seko	sɛ˧kɔ˥
sela	sɛ˧la˨
selassie	sɛ˧˥laː˧˨si˧
selby	sɛl˧˥bɨ˩
selbyville	˨sɛl˥bɨ˧ʋi˨
selden	sɛl˧˥dɛn˧
seleca	sɛ˧˥lɛ˧˥kɑ˧˥
selena	ɕe˧˥lɛ˧˥nɑ˧˥
selene	ʃe˨˩le˧˥ne˩
seleya	ʂe˨˩le˧˥ja˥
self	ɕɛ˥˧
selfie	ɬɛ˥fi
seligman	ʃe˩li˧ŋmɑn˥
sélim	ɬɛː˧˥
selina	sɛ˧li˧˥na˧
seljuk	ɕɛ̰˧˥lɨk
selke	sɛ˧˥lɛ˧˥kɛ˧˥
sellars	ʂe˧˥la˧˥
sellers	ʂe˧˥lɛ˧˥
selling	ɕe˥˩ŋ
sell	˨˧l
selly	sɛ˧˥lɛ˧˥
selma	˨ɛ˧˥
selmy	ɬɛm˥
sel	sɛ˧˥
sẽl	sɛ˧˥l
seltzer	˥lɛt˧˥
selva	ɕel˥va˧
selvan	sɛlʋɑn
selvig	ɕɛl˧˥vɪk
selwyn	sɛlʋi
selyse	ɕe˨˩li˧˥se˧˥
sembene	sɛm˧˥bɛn˥
semco	sɛm˧kɔ˥
semenchko	sɛmɛnʈkɔ˥
semi-final	ʃe˩mi˧fi˥nɔl˦
semiformal	səmi˨fo˧lʌm
seminole	sɛmɪnɔ̄l
semira	sɛmi˧ra˥
semi	sɛ˧˥mɪ˧˥
semite	sɛ˧˥mɪ˩˧tɛ˧˥
semper	˨˧mɛ˥
sempre	sɛm˧˥
sém	sɛm˧
semtex	sɛm˧˥tɛk˧˥
semyonovich	˥sɛm˧jɔ˥vɪtʃ
semyon	sɛm˧jɔn˥
sền	˨˧
senate	ʂe˧˥na˧˨te˧˥
senator	˨˧nə˧˥tɔ˨˧
senbatsu	sɛn˧˥bɑt˨˩su
send	ʂɛn˧
seneca	ʃe˧˥ne˧˥ka˧˥
senegal	˥se˧ne˩ga˧l
senequier	sɛn˧˥kiɛk˧˥
seng	˥sɛŋ
sèng	sɛ̀ŋ
sêng	sɛ̄ŋ
sênh	ɕēn
senior	˨˧iɛn˨
senna	ʂe˩˧nɑ˥
senora	˥sɛ˧˥nɔ˧˥a
señor	˥se˧ɲo˩
senor	ʃe˧˥n˨
senpai	˨˧sen˥paɪ
senpu	sɛ̄npu
sensation	ʃe˩ne˧ʈa˨ɲa˥
sensei	˨sɛn˧˥sej
sen	sen˧
sense	˨˧sɛn
sên	sɛn˧
sến	˥sɛn
senshi	sɛ̀nsʰi
sensibility	ʃe˧n˦˥sə˧˨ʔbi˧˨ʔlɪ˧˨ʔti
sensitive	sɪ̄n˨˩tʰi˨˧ʈi˨˩
sentences	ʂeʔ˧˥nɛʔ˨˩
sentinel	˥sɛn˧˥tin˦
sentinels	ʂe˩˧t˨˩n˨˧j˥
sentra	˨˧ʈə
sentron	˨˧ʈəːn
sent	ʂɛ̰n˧
senzo	sɛ̄n˧˥zō˨
seok	sɤ̆k
seok-woo	sɤ̆k˧wɤ̆˨
seong	sɤŋ˧
seon	sɤn˧
sẹo	sɛ˧
sẹo	sɛ̀o
seo	˥ʂɛʊ
seoul	˥sɛw
seo-yeon	sɤ˧ʔjɛn˧
separated	ʂə˨˩te˧˥
separate	ʂəː˨˩
separtarian	ʂɛ˨˩pa˨˧tɛ˨˧ri˨˩an
sepa	sɛ˧pa˧
sephiroth	sɛ̀fi˧ro˧t
sephora	ʂɛ̀˩fɔ̂˧˥jɑ̀˨
sếp	sep
sếp	˨sɛp
sếp	sɛ̀p
septa	sɛp˧˥ta˧˥
september	sɛp˧˥tɐmbɛr˨
septime	sep˧˥ti˧˥m
septimus	sep˧˥ti˨˩m˧˥
septon	sɛp˧˥tɔn˨
septuagint	˨˧ʈɨ˨˧ŋ
septus	sɛp˧˥tɨ˩
sepulveda	sepul˥˩vɛ˧
sequitas	sɨ˧wɨ˥tɨ˧
sequoia	sɛw˧kɔj˥a
sequoias	ʃɛw˥kɔa˧ja˥
serafimo	ʂeː˨˩ɾaː˨˧fi˨˩mo˨˩
serafina	sera˨fi˧na˥
serapeum	sɛ˧ra˧pe˧wɨm˧
seraph	ʃe˨raːf˥
serapis	ʂe˩a˧˥pɪ˧˥s
sera	sɛ˧˥
serban	ʂəː˨˩ban˨˧
serbian	ʃeː˨˩ɾi˨˦ən
serbia	sɛ˧˥ʈi˩˧ɐ˨
serb	sɛ˧ɓ
serena	ʂe˨ɾe˧na˥
serene	sɛ˧˥rɛ˧˥nɛ˧˥
serengeti	seren˧˥ge˧˥ti˧˥
serezha	sɛ˧˥rɛ˧˥ʒa˧˥
sergeant	ʂe˧˥ɾa˨˩ŋ˧˥
serge	ɕɛ˧
sergeev	sɛr˧˥gɛ˧˥v
sergei	ʃɛ˧˥gi˩
sergey	ɕɛ˥ɣɛ˧
sergeyevich	˥sɛ˧ʐɛj˨ʋɪk
sergeyevna	ɕɛɹ˥ɣjɛ˨vɛ˧ɲɑ˥
sergeyev	sɛɹɣjɛv
sergio	sɛ˧ʔri˧˥o˧
serial	ʃiə˧˥l
series	ʂi˧˥ri˧˨
serie	ʂi˧˥je˧˥
serik	sɛ˧˥rɪk˨
seriously	sɛ˧˥li
serious	ʃe˩li˧jəw˥
sê-ríp	ɬɛ˧˥rɨp˧
sê-ri	sɛ˧˥ri˧˥
sêri	sɛ˧˥ri˧˥
seri	ʂe˧˥ri˧˥
serizawa	sɛ˧˥ri˧˥zaʊa˧˥
serjoza	sɛ˧ʐɔ˥˧
serna	ʂe˧˥na˨
sernin	sɛ̀˩nɪ̂˨˦
serotonin	ʃeː˨˩to˨˩˧nɨn˥
serpent	˥ɛ˧˥
serpico	sɛ˧˥ʈi˧˥kɔ˧˥
serrano	ʂe˩˧ˈlaː˨˩
serra	ʂɛ̀
ser	ʂɛ˨
sertorius	sɛ˧˥ʈɨ˨˩jʌ˥
serum	˨ʂe˧˥
served	˥ɛ˧ʋɛ˩
servers	ʂɛː˨˩vɛ˨˧
server	ʃɛ̀˧ʋɛ́˧˥
serve	˨˧ʃɛ̌ː˨˩
servicecircuit	˨˧ʃɛɹ˩˧ʋi˧˥sə˧˥kɨ˧˥t
service	sɜ̆ː˧˥vɨ˨˦
services	˨ʃɜː˨˨˥vɨ˨˨
servilia	ʂɛ˧˥vi˧˥li˧˥a
seryosha	ʃe˧˥ɾo˧˥ʃa
sẽ	s˥
sesame	˥sɛ˧˥˧
sé	˥se
sê	sɛ˧
sễ	sɛ˧
së	sɛ˧
sẽ	sɛ˧
sẻ	˥sɛ
sẻ	˥sɛ
sẹ	sɛ˧
sệ	˥sɛ
seso	sɛ˧˥
sesshomaru	ɕe˩ʔsɔ˧˥ma˧˥lu˧˥
sess	sɛ˧˥
sesterce	ɛ˧˥tɛ˧˥kɛ˧˥
sesterces	ʃɛ˨˩te˧˥kɛ˥
sestian	sɛ˧ʔtiən
sestok	sɛ˧˥tɔk˨
se	ʂe˩
setapai	sɛ˧˥taːj˨˩
setara	ʂe˨˩ta˨˧ra˥
seta	sɛ˧˥t
sethi	ʂeʔ˧˥
seth	ʂeʔ
seti	sɛ˧˥tʰi˨
set-rack-ian	sɛt˧rak˨iən˥
setrakian	sɛ˧˥tɹaː˨˩kiən
sét	sɛ˧˥
sét	sɛ˧˥
sệt	sɛ˧
set	sɛt˧
sets	ʂet˥
setsuko	ʂɛ˧˥˧tʰɔ˧˥
sệt	ʂɛt˧
setta	ʂɛt˧˥
setting	ʂe˧˥teŋ˧˥
settle	˥˧ʈe˩
setupaty	sɯp˧tʰa˨˩
setup	sɯ̰p
seul	˨
seung-chul	sɨŋ˧tʃul˥
seung-gyu	sɨŋ˧gɨ˧
seung-hyun	sɨ̄ŋhȳn
seung-jo	sɨəŋ˧dʐo˨
seung-ki	˥sɯŋ˧˥ki˧
seung	˥sɯŋ
seung-woo	˥sɯŋ˧wɔː
seun	sɨ̄ɜn
seuss	sɨ̰
sếu	sɯ̰əw˧
sevastopoi	sɛvɑs˧˥tɔj˥
sevastopol	sɛvastaːpɔl
seven-mary-four	θiəŋ˧ma˨˩i˧ˈsɤu˥
sevens	ʂeːn
