aegina	aegino
τεθείς	ðəteɪs
τεθείσας	ðetɾeisas
τεθείσης	ðəteˈiseːz
τεθεικυῖα	deteguja
τεθεικόσι	təteˈikosi
τεθεικότας	eteikaptas
τεθεικότι	tɛtɛjkɔtɪ
τεθεικώς	tətejkos
τεθειμέναι	təteːmɛnɛ
τεθειμένας	vɛfɛjmɛnas
τεθειμένοι	teteimenoi
τεθειμένον	tetejmenun
τεθειμένου	teteimenu
τεθειμένους	vetejmenʊs
τεθειμένων	tekiimenon
τεθεράπευκα	teteɾapeuka
τεθεράπευμαι	teθeɾapejumaj
τεθεώρηκας	lateoregas
τεθεῖσθαι	tetrestˈe
τεθεῖσι	teteisj
τεθηκόσι	teseekose
τεθηκόσιν	tˢɛtˢɛgoˀsɪn
τεθηκότας	tetekotas
τεθηκότες	tetrikotes
τεθηράκαμεν	tetʰɛraːkamim
τεθηρευμέναι	tetereumenain
τεθηρευμέναις	tʃieɾeumenais
τεθηρευμένας	teteeleumenas
τεθηρευμένε	tetʰereumene
τεθηρευμένης	teteeleumenes
τεθηρευμένοι	teteareumenoi
τεθηρευμένοις	tʃitereumenois
τεθηρευμένον	teteereumenom
τεθηρευμένου	teteereymenʊ
τεθηρευμένους	teteereumenuz
τεθηρευμένων	tetereumenom
τεθηρεύκασιν	teteˈrepɛssi
τεθησοίμεθα	tetesɔimɛta
τεθησοίμην	tetesɔiːmɛm
τεθησομένας	tefɾesomenas
τεθησομένη	tɛpɛsɔmɛnɛ
τεθησομένης	teteisomenes
τεθησομένοις	tetesomenois
τεθησομένου	tepesomɛnu
τεθησομένους	teskielmenʊs
τεθησόμεναι	tetɾɛsɔmenai
τεθησόμενε	tetesomene
τεθησόμενοι	tefeisominoi
τεθησόμενον	tefesamenom
τεθνάναι	tɛsnanɛ
τεθνάντων	tɛfninton
τεθνάτω	tɛtnadɔ
τεθνήκατε	tɛsnekadɛ
τεθνήκοι	teθeneoˌ
τεθνήκω	teθɛneko
τεθνήκωσι	teθneikosi
τεθνήξουσι	tɛθnɛksɔzɪ
τεθνήξω	tɛtneksɔ
τεθνεώσας	terineo̞sas
τεθνεώτων	teðneotoˌn
τεθνηκός	tetenekos
τεθνηκότες	lesnekotis
τεθνηκώς	tetenikos
τεθνᾶσι	ðəθnaːsi
τεθνᾶσιν	tɛðnɑːsjn
τεθραμμέναις	tʃiflamenes
τεθραμμένας	tesramenas
τεθραμμένε	testramene
τεθραμμένη	tɛtramɪne
τεθραμμένης	tetramenes
τεθραμμένοι	tetrammenoi
τεθραμμένοις	tʃitrammenaiʃ
τεθραμμένου	destɾamenʊ
τεθραμμένων	t̪ekrammenom
τεθυκός	tetuikos
τεθυμένα	tɛtʲwmeŋɛ
τεθυμέναι	entrimenai
τεθυμέναις	t̪eθumenes
τεθυμένε	lafʊmɛne
τεθυμένης	ðeflumenes
τεθυμένοι	teseimenoi
τεθυμένον	tetsimenon
τεθυμένος	detuimenʊs
τεθυμένους	teθymenuz
τεθυμένων	tetʃiomnom
τεθύκατε	tetuikadɛ
τειχέω	teoeo
τειχέων	tekeom
τειχήσω	tekeɛs
τειχίζεσθε	tekisteste
τειχίζεται	tekistsedaj
τειχίζητε	tekistete
τειχίζοιμεν	teekipsojmen
τειχίζοιντο	teekislojnto
τειχίζοιτε	tekitsũɛjte
τειχίζοιτο	tekils̺o̞i̯t̪o̞
τειχίζον	tekitson
τειχίζοντα	ekissʊnta
τειχίζοντες	tekisɔntes
τειχίζοντι	teekisʊnti
τειχίζου	tekistsu
τειχίζουσα	tekisduuze
τειχίζουσαι	pekizduːsaj
τειχίζουσι	teketsuʃi
τειχίζω	teekɪtso
τειχίζωμεν	pekisdomim
τειχίζων	teekistum
τειχίζωνται	teːhiːtsoːndaj
τειχίζωσι	bekistosi
τειχίζῃ	tekise
τειχίζῃς	dekisejn
τειχίσαιμι	vekesaimi
τειχίσαιο	tekesajo
τειχίσαις	tekeisais
τειχίσαν	tekesan
τειχίσαντα	veˈkisænˈdæ
τειχίσαντι	teːkiːsɐnˈtiː
τειχίσαντος	teekisantos
τειχίσας	teekises
τειχίσασα	teɛkjɪsasa
τειχίσασαν	teːkiːsɐsɐn
τειχίσασθαι	pekisartsai
τειχίσασθε	tekisaste
τειχίσασι	teikisasi
τειχίσατε	teɛkiːsate
τειχίσω	pekiso
τειχίσωμεν	teikisomɛn
τειχίσωνται	teiisonˈtai
τειχίσωσι	tekesˈoːsˈi
τειχίσωσιν	akeslosin
τειχίσῃ	nekisej
τειχιζέσθω	ekistesto
τειχιζοίμεθα	ekisdoimeta
τειχιζομέναις	takisdominais
τειχιζομένας	vekisdomenes
τειχιζομένην	tekkizdominin
τειχιζομένης	tekisdomenes
τειχιζομένοις	ekisdominois
τειχιζομένου	tɛjkitsɔmenu
τειχιζομένων	teekisdomẽnion
τειχιζουσῶν	tekistusɔm
τειχιζούσας	tekistusas
τειχιζούσης	tʃarkizdukes
τειχιζούσῃ	tekiztusˈe
τειχιζόμενε	tekedomini
τειχιζόμενοι	pekistominoi
τειχιζόμενος	teekipsuminos
τειχιζόντων	tekistonto
τειχιοίην	teekiojen
τειχιοίης	tekkioies
τειχιοίμεθα	teˈkioimˈteˈ
τειχιουμένοις	tekiumeenuis
τειχιουμένους	teikiumenuns
τειχιουμένῳ	tekiumenoi
τειχιουσῶν	telkiusɔn
τειχιούμενος	teekiumenos
τειχιούσας	tekiukiam
τειχιούσῃ	pekiusei
τειχιοῖ	tekioi
τειχιοῖεν	pekiõˈojen
τειχιοῖμεν	tekiooimem
τειχιοῖσθε	tekioˈiste
τειχιοῖτε	tecio˩˥ːote
τειχιοῦντι	telkiunti
τειχισάμεναι	teiːkisɑmɛnˈɑi
τειχισάμενε	teiːkisamene
τειχισάμενοι	teekisamenoi
τειχισάμενον	feˈkisˈamˈɛnˈ
τειχισάντων	tegisanton
τειχισάσαις	tɛiːsʃʃaːsajs
τειχισάσας	fekitsasas
τειχισάσθω	tekitisto
τειχισάτω	tekisato
τειχισαίμεθα	teː˩˦kiːsaːimɛtaː
τειχισαίμην	teiisainme
τειχισαμέναις	teɛkjsemenai̯s
τειχισαμένας	pekisamenes
τειχισαμένη	teikisamene
τειχισαμένην	pekisamenen
τειχισαμένοις	teikisamenojss
τειχισαμένους	taekisamenuz
τειχισαμένων	tekisamenon
τειχισθέν	teekiste
τειχισθέντα	teekistenta
τειχισθέντες	teekistentes
τειχισθέντι	tekekistenti
τειχισθέντος	teekistentos
τειχισθέντων	tekistenton
τειχισθήτω	teekisteto
τειχισθείην	telekisteel
τειχισθείης	teekistens
τειχισθείητε	tʃiekisteel
τειχισθείσης	teekisteses
τειχισθεῖσα	tʃiekistesa
τειχισθεῖσαι	tekistesesai
τειχισθεῖτε	seˈkisteˈte
τειχισθῆναι	prekistene
τειχισθῇ	tekistei
τειχιῇ	pekiei
τειχιῶ	pekio
τεκμήρια	tækmɛɾia
τεκμήριον	tekmerion
τεκμαίρει	tekemejdu
τεκμαίρεται	tekemajretei
τεκμαίρομαι	lakemajromaj
τεκμαίρῃ	tagmajtø
τεκμαρτάς	pekmaɾt̪as
τεκμαρτέ	t̪e̞kmaɾt̪e
τεκμαρτοῦ	takmaridu
τεκμαρτῆς	t̪ekmaɾt̪es
τεκμηρίοις	ekmeriois
τεκμηρίου	tekmeːriu
τεκμηρίων	tekmerion
τεκμηριοῖ	tekmerioj
τεκμηριοῖς	tekmiːrioːis
τεκμηριῶ	lekmeɾio
τεκταίνει	tɛktajnɛ
τεκταίνεις	dɛktaines
τεκταίνετε	tɛktajnɛtɛ
τεκταίνομεν	tɛktɛjnomɛn
τεκταίνουσι	tɛktɑjnuzi
τεκταίνουσιν	tɛktɑjnuziŋ
τεκταίνω	tɛktajno
τεκτονικά	tɛktɔnika
τεκτονικάς	tɛktɔnikaas
τεκτονική	tɛktonikɛj
τεκτονικαῖς	t̪ekt̪onikaes
τεκτονικούς	tektonikuz
τεκτονικοῦ	tɛktoniku
τεκτονικόν	tɛktɔnikɔn
τεκτονικός	tektonikos
τεκτονικῶν	tɛktɔnikɔm
τελέαις	telaeai
τελέαν	pelean
τελέας	telaas
τελέσαι	telessaj
τελέσαιμι	telesæiˈmi
τελέσαιντο	pelesantɔ
τελέσαιτε	t̪e̞le̞s̺ai̯t̪e
τελέσαιτο	t̪e̞le̞s̺ai̯t̪o
τελέσαν	pelesan
τελέσαντα	tɛlɛsanta
τελέσαντι	t̪e̞le̞s̺ãn̪t̪i
τελέσας	telesas
τελέσασα	pelesasa
τελέσασαι	telesasadi
τελέσασαν	peleasan
τελέσασθε	tenesaste
τελέσασι	teelisal
τελέσασιν	telesalsin
τελέσατε	tɪlˈɪsate
τελέσειαν	peleseian
τελέσειας	tereseias
τελέσητε	pelesɛte
τελέσωμεν	telesomim
τελέσωνται	telisontai
τελέσωσι	pelesˈosi
τελέω	tɛlɛɔ
τελέων	teleo
τελείαν	dleːe̞jæm
τελείεις	ðelejeis
τελείετε	t̪e̞le̞i̯je̞t̪e
τελείητε	tereiːeːte
τελείοιτε	tereiojte
τελείομεν	teleiomim
τελείουσιν	belejuzin
τελείσθω	terɾɛjsto
τελείσθωσαν	telejstosam
τελείτω	perejtʃ
τελείτωσαν	tɛlejtɔsan
τελείωμεν	tereomens
τελείωσιν	pelelessi
τελείᾳ	tɛdaj
τελειοτάτη	teleotate
τελειοτάτου	teleɛɔtɑtu
τελειοτάτους	teliˈeotatˈus
τελειοτάτων	teleotaton
τελειοτάτῃ	teleutate
τελειοτάτῳ	teleutatoj
τελειοτέρας	tʃileoteɾaas
τελειοτέρου	teleɛɔtɛɾu
τελειωτά	teleˈu̯tɑ
τελειωταί	tɪlɪeːldaj
τελειωτικάς	teleˈotikas
τελειωτικέ	teleodike
τελειωτικήν	t̪e̞le̞z̺oð̞iken
τελειωτικοί	teleˈoːtikoi
τελειωτικῶν	teleˈɔtikˈɔ
τελειωτῇ	teleɔtɛj
τελειωτῶν	teleoˈtɔn
τελειότατα	te̞li̞ɔtɐtɑ
τελειότατε	beleɔptate
τελειότατοι	teleɛtatuɪ
τελειότεραι	teleˈɔteɾaɐj
τελειότερος	teleiotɛros
τελειώσει	teleˈoːsˈe
τελειώσεις	teleossɾes
τελειώσεσι	tˈɛleˈɔsesi
τελεσάμεναι	telesaːmenai
τελεσάμενον	pelesammenun
τελεσάμενος	elessamenos
τελεσάντων	telessantoŋ
τελεσάσαις	delessasais
τελεσάσας	penesasas
τελεσάσης	felesasees
τελεσάσθω	delasˈto
τελεσάσθων	terosastorn
τελεσάτωσαν	telesatoʊsan
τελεσαμένας	telesamines
τελεσαμένη	telessameni
τελεσαμένην	telesamenim
τελεσαμένης	telesamenes
τελεσαμένοις	teslesamenois
τελεσαμένου	pelesamẽnˈu
τελεσαμένων	teslesamenon
τελεσαμένῃ	persamene
τελεσασῶν	pelisason
τελεσθέντα	telestɾinta
τελεσθέντας	telessentas
τελεσθέντι	teleestentɪ
τελεσθέντων	pelestente
τελεσθήσοιντο	tenelteesinto
τελεσθήσοισθε	telestsesoiste
τελεσθήσονται	telistesontaj
τελεσθήτω	elesteto
τελεσθείη	telesteji
τελεσθείημεν	telesteiemen
τελεσθείης	telesteies
τελεσθείησαν	telestejidek
τελεσθείς	telestɛjs
τελεσθείσας	telesteisas
τελεσθεῖεν	telesteeie
τελεσθεῖμεν	telestainem
τελεσθεῖσαι	telesteisai
τελεσθεῖσαν	telesteizen
τελεσθεῖσιν	tesestɛjsɪn
τελεσθησοίμην	teroestesoimem
τελεσθησομέναις	telestseesomẽn̪ais
τελεσθησομένου	delestesonmenʊ
τελεσθησομένῃ	telestesomene
τελεσθησόμεθα	telestesomjita
τελεσθησόμενα	tenistesumina
τελεσθησόμενον	teslestesomẽnun
τελεσώμεθα	telesɔmet̪a
τελευτάς	t̪e̞le̞lt̪as
τελευτάτω	tɛlʲɛutatɔ
τελευτή	peleute
τελευτήθητι	teleudetedʒi
τελευτήν	ɛljutem
τελευτήσαιεν	teleutees̺aie̞n
τελευτήσαιμι	teneeteʃai̯mi
τελευτήσαντα	tɛlʲɔtɛɛsanta
τελευτήσαντας	t̪e̞le̞utes̺ãn̪t̪as
τελευτήσαντες	tʃileuteesla
τελευτήσαντι	t̪e̞lẽut̪esant̪i
τελευτήσασι	teleuteasi
τελευτήσατε	t̪elẽeut̪ees̺ate
τελευτήσει	teljuteʃe
τελευτήσειεν	teleuteeseiẽŋ
τελευτήσεσθαι	tiliuteesestai
τελευτήσεσθε	teleuteesest̪e
τελευτήσετε	teleeutesɛtɛ
τελευτήσητε	t̪e̞le̞wt̪es̺ẽne̞t̪e
τελευτήσοι	teleuteesoi
τελευτήσοιντο	tiliuteesojnto
τελευτήσοισθε	teleuteɛsɔise
τελευτήσομαι	teleuteesomai
τελευτήσοντα	peleuteesanta
τελευτήσονται	teleutesontaj
τελευτήσοντας	teleuteesontas
τελευτήσοντι	t̪e̞le̞wt̪es̺o̞nti
τελευτήσουσα	tɛlˈɛutɛsʊsa
τελευτήσουσαν	teleutees̺usam
τελευτήσουσι	peleʋtesuzi
τελευτήσουσιν	peleuteesusi
τελευτήσων	peleuteson
τελευταί	teleutai
τελευταία	penultaja
τελευταίαις	tjljwtajjajs
τελευταίαν	teljutaia
τελευταίας	teleuðaias
τελευταίοις	penlitaioiʃ
τελευταίους	teleutaadjuz
τελευτηθέντος	træntɾikentos
τελευτηθέντων	tereudeidenton
τελευτηθείης	treudeteies
τελευτηθείσας	trˈeʊdˈeeisas
τελευτηθείσῃ	pelewdɛsɛjsɛ
τελευτηθεῖσι	teleudeteisj
τελευτησάντων	peleutesanto
τελευτησάσης	peleutesasaes
τελευτησομέναις	teliut̪esomenai̯s̠
τελευτησομένην	teleutees̺omẽnẽm
τελευτησομένης	peleutesɔmɛneɛs
τελευτησομένοις	teleuteesomenois
τελευτησομένων	teleuteesomenon
τελευτησουσῶν	tɛlɛudɛsusɔm
τελευτησούσαις	teleudesuuzais
τελευτησούσας	teleutejesusas
τελευτησούσης	pelewt̪esoses
τελευτησούσῃ	eleutesuuse
τελευτησόμεθα	teleutes̺omes̺a
τελευτησόμεναι	d̪e̞liut̪es̺omẽnai
τελευτησόμενον	peleutees̺omẽn̪om
τελευτωσῶν	d̪eleut̪o̞sõn̪
τελευτώντων	telotonto
τελευτώσαις	peleutɔɔsais
τελευτώσης	peleutoses
τελευτή	tɛlɛutɛ
τελευτᾶν	peleutam
τελευτᾷς	telewtai̯s
τελευτῶ	periuto
τελευτῶντες	peleutontes
τελευτῶντι	teliutonti
τελευτῶσαν	eljutoosam
τελευτῶσι	teleʊtɔsi
τελεωτάτη	teleotate
τελεωτάτην	teleotate
τελεωτάτοις	teleotatɔjs
τελεωτάτου	peleɔtatu
τελεωτάτων	peleotato
τελεωτάτῳ	teleotatu
τελεωτέρα	teleɔtɛɾa
τελεωτέρας	telioderas
τελεωτέροις	teleoteɾoi
τελεωτέρου	peleoteɣ̞lu
τελεωτέρους	peleoterus
τελεύτησον	teleuteson
τελεώταται	peleɔtatai
τελεώτατοι	peleɔtɐtuj
τελεώτατον	teleɔtatʊm
τελεώτερα	teleɔtɛɾa
τελεώτεραι	teleɔtɛrai
τελεώτερε	fˈɛleˈɔve
τελεώτεροι	teleoberoi
τελεώτερον	teleotero
τελεώτερος	peleowtros
τελεῖ	pele
τελεῖν	pelejn
τελεῖς	t̪eleis
τελεῖσθε	telejste
τελεῖται	telejtai
τελοίη	peloje
τελοίην	teloko
τελοίης	teloies
τελοίμην	teloine
τελουμέναις	elualmenais
τελουμένας	tʃiluminas
τελουμένη	pelumene
τελουμένης	pelumines
τελουμένοις	elumenois
τελουμένου	pelumenu
τελουμένους	pelumenus
τελουμένων	peluminon
τελουσῶν	téluson
τελούμεναι	teiluminaj
τελούμενε	tʃilumine
τελούμενοι	telumenoi
τελούμενον	tʃiluminon
τελούμενος	teileumenos
τελούντων	pelunton
τελούσαις	telusais
τελούσας	pelusas
τελοῖμεν	peloimem
τελοῖμι	telojmi
τελοῖντο	teloto
τελοῖτε	tɛlojtɛ
τελοῦ	teluː
τελοῦμαι	telumai
τελοῦμεν	tɛlˈumɛn
τελοῦν	peˈlum
τελοῦνται	teluntai
τελοῦντας	peluntas
τελοῦντες	teluntes
τελοῦντι	telunti
τελοῦντος	teluntos
τελοῦσα	tejlusa
τελοῦσαι	pelˈuːsaj
τελοῦσαν	telusan
τελχίν	tɛlkɪ̞n
τελχίνων	selkino
τελχῖνας	pelkines
τελχῖνες	pelkines
τελχῖνος	telkinos
τελωνείοις	peloneioiʃ
τελώμεθα	tɛlɔːmɛtɑ
τελῆται	telepai
τελῆτε	t̪e̞le̞t̪e
τελῇ	tele
τελῶ	pelo
τελῶμαι	telomaj
τελῶν	peˈlɔ
τελῶνται	pelontai
τελῶσι	pelosi
τελῶσιν	pelosin
τεμάχιον	temaquium
τεμάχους	temakus
τεμένει	tevene
τεμένη	pemeˈne
τεμαχίου	temakiu
τεμαχίων	demaquion
τεμαχῶν	t̪emakon
τεμενῶν	temilum
τεμεῖ	tɛmeʔ
τεμεῖν	deme
τενάγεσι	tajnagɛsj
τενάγεσιν	penaɣ̞esi
τενοῦσι	tenusi
τενοῦσιν	senuusiŋ
τενόντων	penunto
τερατωδέστατα	peɾatoːdɛstada
τερατωδέστερα	t̪eɾat̪od̪e̞zt̪eɾa
τερατωδέστεροι	t̪eɾat̪od̪e̞s̺t̪e̞ɾor
τερατωδεστάτη	peɾatʊdɛstate
τερατωδεστάτοις	t̪eɾat̪od̪est̪at̪ois
τερατωδεστέρα	tẽɾatːodɛs̻teɾa
τερατωδεστέρας	teratudɛstiras
τερατώδει	teiɾatʊdɛ
τερατώδης	peɾedodes
τερείνης	tɛɾɛnɛss
τερμάτων	ermaton
τερπνά	tɛrpne
τερπνάς	ɑrpɛnɑs
τερπνέ	tɛrbne
τερπνήν	tɛrpɛneŋ
τερπνίσταις	peɾvnistais
τερπνίστη	tarpniste
τερπνίστην	tertniste
τερπνίστης	perknistes
τερπνίστου	tertnistu
τερπνίστους	t̪eɾepnist̪us
τερπναί	perpnaj
τερπναῖς	t̪erpnais
τερπνοί	tɛrbnoj
τερπνοτάταις	t̪erpnot̪at̪is
τερπνοτάτας	teropnotatas
τερπνοτάτην	t̪erẽpnot̪at̪e
τερπνοτάτης	peɾmnot̪at̪es
τερπνοτάτου	pervnɔtɑtu
τερπνοτάτους	tɛrmnoðatus
τερπνοτέραις	ternoterais
τερπνοτέρους	t̪erapnoteɾus
τερπνοτέρων	ternorteron
τερπνοῖς	tertnos
τερπνοῦ	perpɛnu
τερπνός	tɛrbnos
τερπνότατα	pɛrpnɔtɑtˈa
τερπνόταται	tɛrpnɔtɑtai
τερπνότατε	berpnotati
τερπνότεραι	perbnoterai
τερπνῆς	terpnes
τερπνῶν	tɛrbnao
τερπόμεθα	perpometha
τερψιχόρα	perpsɪɦɔra
τεσσάρων	testado
τετάκαμεν	tɛtakamɛn
τετάκασι	tetaksi
τετάκατε	tɛtaːtɑtɪ
τετάνυσθε	t̪et̪anyst̪e
τετάξει	tetakse
τετάξοιντο	tetaksɔiŋto
τετάξοισθε	petaksoiste
τετάξοιτο	tɛtaːksɔiːtu
τετάξομαι	tɛtaːksɔmaj
τετάξονται	tɛtaːksɔmtaj
τετάρτη	t̪et̪aɾð̞e
τετάρτην	tetartem
τετάρτης	t̪et̪aɾt̪es
τετάρτοις	tɛtartɔis
τετάρτου	tˈetˈaʁt
τετάρτους	t̪et̪aɾt̪us
τετάχασιν	tetakassi
τετάχατε	tajtaxte
τετάχθαι	tɛtaːktaj
τετάχθω	tɛtaːkstɔ
τετέλεκα	tɛtɛlɛka
τετέλεκε	tetelekke
τετέλεκεν	tɛtɛlɛkɛŋ
τετέλεσμαι	tetelelsmai
τετέλεσο	teted̪eso
τετήρηκας	tɛtɛjrɛkas
τετίημαι	petjeemai
τετίκαμεν	pepikamem
τετίκασι	ɾɛtikasi
τετίσθω	tetiisto
τετίσθων	tepiston
τετανυσμένη	tetanusmene
τετανυσμένος	tetanjuzmenos
τετανύσθω	tɛtanistɔ
τετανύσθων	tetanistam
τεταξοίμεθα	tɛtaqsɔɛme̞tæ
τεταξοίμην	tɛtaksɔimɛm
τεταξομέναις	t̪e̞t̪aksome̞nais̻
τεταξομένας	tɛtaksomenas
τεταξομένου	θetaksomenu
τεταξομένων	tɛtaksomɛnɔm
τεταξόμεθα	tetaksɔmita
τεταξόμεναι	tɛtaksɔmenai
τεταξόμενος	tetaksomenɔs
