11-a	ɨˈa
mâțesc	mɨtsesk
mâțișor	mɨtsiʃor
mâțoi	mɨtsoj
mâțuc	mɨtsuk
mâțucă	mɨtsukə
mãcar	məkɑr
mä	ma
mîine	miːne
mîini	miːˈni
mîinile	miːˈnile
mîna	minə
mîncare	miːŋˈkare
mîncat	miːŋˈkat
mîndru	ˈmɨndru
mînă	miɲə
mă	mə
mă-ndoiesc	məndojesk
mă-ntorc	məntork
mă-ntreb	məntreb
mă-ntrebam	məntreˈbam
mă-ntrebi	məntrebi
mă-ntâlnesc	məntəlˈnesk
mă-nţelegi	məntseˈledʒʲ
mă-sa	masa
mă-sii	masi
mă-ta	mətə
mă-tii	mə'tiː
măcar	məkar
măcar	məkɑr
măcel	məkɛl
măcel	mətʃel
măcelar	mətʃelar
măcelar	mətʃeˈlar
măcelarul	mətʃeˈlarul
măcelarului	məkəˈlarulʲ
măcelul	məkəˈkul
măcelăreasă	mətʃelərĕasə
măcelăresc	mətʃeləresk
măcelărește	mətʃeləreʃte
măcelări	məkəˈlɨrʲ
măcelărie	məkəˈlerie
măcelărie	mətʃelərije
măcelărire	mətʃelərire
măcelărit	məkəˈlɨrit
măcelărit	mətʃelərit
măcelăriţi	məkəˈlerɪtsʲ
măceș	mətʃeʃ
măceșu	mətʃeʃu
măcieș	mətʃijeʃ
măcina	mətʃina
măcinare	mətʃinare
măcinat	məkʲˈinat
măcinat	mətʃinat
măciniș	mətʃiniʃ
măcinătură	mətʃinəturə
măciucat	mətʃ̩ukat
măciucuță	mətʃ̩ukutsə
măciucă	mətʃ̩ukə
măciulie	mətʃ̩ulije
măcriș	məkriʃ
măcăire	məkəire
măcăit	məkəit
măcăitură	məkəiturə
măcăleandru	məkəlĕandru
măcănire	məkənire
măcănit	məkənit
mădular	mədular
mădularul	ˈməduləɾul
măduva	məduva
măduvei	maduˈvej
măduvioară	məduviŏarə
măduvos	məduvos
măduvă	maduwə
măduvă	məduvə
măgar	məgar
măgar	məˈgar
măgari	məgaˈri
măgarii	magariʲ
măgaru	məgaru
măgarul	məgaɾul
măgarule	məgaruˈle
măgheran	məgeran
măgherani	məgeran
măgherescu	məgeresku
măgherușan	məgeruʃan
măguleală	məgulĕalə
măgulele	məgulele
măgulire	məgulire
măgulit	məgulit
măgulitor	magulitoɾ
măgulitor	məgulitor
măgulitură	məguliturə
măgulă	məgulə
măguran	məguran
măgurean	məgurĕan
măgureanu	məgurĕanu
măgurele	məgurele
măgurică	məgurikə
măgură	məgurə
măgădan	məgədan
măgădău	məgədəw
măgăreață	məgərĕatsə
măgăresc	məgəresk
măgărește	məgəreʃte
măgărie	məgərije
măgăriță	məgəritsə
măgăruș	məgəruʃ
măi	maj
măiculeană	məjkulĕanə
măiculiţă	majkuˈlitsə
măiculiță	məjkulitsə
măicuţe	məkutse
măicuţele	məjkutsele
măicuţă	məjˈkutsə
măicușoară	məjkuʃŏarə
măicuță	məjkutsə
măiestrește	məjestreʃte
măiestreț	məjestrets
măiestria	majɛˈstɾia
măiestrie	majˈɛstrie
măiestrie	məjestrije
măiestrire	məjestrire
măiestrit	məjestrit
măiestru	məjestru
măiug	məjug
măiuț	məjuts
măjar	məʒar
măjer	məʒer
măjărit	məʒərit
mălai	maˈlaj
mălai	məlaj
mălaimare	məlajmare
mălaiul	maˈlajwul
măliguță	məligutsə
măligă	məligə
măliniș	məliniʃ
mălura	məlura
mălurare	məlurare
mălurat	məlurat
mălurici	məluritʃ
mălurire	məlurire
măluros	məluros
mălușor	məluʃor
măluț	məluts
mălăele	mələele
mălăiaș	mələjaʃ
mălăier	mələjer
mălăieț	mələjets
mălăiște	mələiʃte
mălăncioiu	mələntʃ̩oju
mămica	mamika
mămici	ˈməmʲitʃʲ
mămico	mɑmiˈko
mămică	məmikə
mămică	mɨˈmʲikə
mămoșenie	məmoʃenije
mămucuță	məmukutsə
mămucă	məmukə
mămular	məmular
mămulică	məmulikə
mămuliță	məmulitsə
mămulărie	məmulərije
mămușoară	məmuʃŏarə
mămuță	məmutsə
mămăligar	məməligar
mămăligoi	məməligoj
mămăligos	məməligos
mămăliguță	məməligutsə
mămăligă	məməligə
mămăruță	məmərutsə
mănare	mənare
mănat	mənat
mănciulescu	məntʃ̩ulesku
măndică	məndikə
măndoiu	məndoju
mănescu	mənesku
măngălui	məngəlui
măngălău	məngələw
mănos	mənos
măntoiu	məntoju
măntrebi	məntreb
măntăluță	məntəlutsə
mănuchi	mənuk
mănunchiaș	mənunkʲ̩̩aʃ
mănunt	mənunt
mănusi	maˈnusʲ
mănuşa	manuʃə
mănuşi	ˈmanuʃʲ
mănuşile	ˈmənuʃile
mănuşă	məˈnuʃə
mănușar	mənuʃar
mănuși	ˈmanuʃʲ
mănușă	mənuʃə
mănușărie	mənuʃərije
mănânc	manɨŋk
mănânc	mənɨnk
mănânc-o	manɑnko
mănânce	ˈmənəntʃe
mănânci	manɨntʃʲ
mănânci	mənɨntʃ
mănâncă	mənɨnkə
mănâncă-l	manɨŋkəl
mănâncă-ţi	manɨŋkətsi
mănînci	manɨntʃʲ
mănîncă	manɨŋkə
mănăstioară	mənəstiŏarə
mănăstire	mənəstire
mănăstire	ˈmənəstire
mănăstirea	manəstiˈre̯a
mănăstireni	mənəstiren
mănăstiresc	mənəstiresk
mănăstirii	mənəˈʃtiri
măr	maɾ
măr	mər
mărar	mərar
mărcii	mərtʃij
mărcile	ˈmɑrtʃile
mărculescu	mərkulesku
mărcuş	maɾˈkuʃ
mărdărescu	mərdəresku
mărească	ˈmɨre̯aʃkə
măreaţa	məˈre̯atsa
măreaţă	məˈre̯atsə
măreață	mərĕatsə
măresc	maˈresk
măret	məˈret
măreşte	maˈreʃte
măreşti	maˈreʃtʲ
măreţ	ˈmɨrets
măreţe	ˈmɨretse
măreţi	ˈmɨretsʲ
măreţia	maɾetsia
măreţie	ˈmɨretʃʲe
măreţul	ˈmɨretsuɫ
măreț	mərets
mărețe	məretse
măreție	məretsije
mărfuri	mərfur
mărfuri	ˈmɨrfuri
mărfurile	ˈmɨrfulje
mărfurilor	mərfurilor
mărfușoară	mərfuʃŏarə
mărfșoară	mərfʃŏarə
mărgea	mərdʒ̩a
mărgean	mərdʒ̩an
mărgelat	mərdʒelat
mărgele	mərdʒele
mărgelele	ˈmɛrgelele
mărgelușă	mərdʒeluʃə
mărgeluță	mərdʒelutsə
mărghescu	mərgesku
mărghilă	mərgilə
mărgică	mərdʒikə
mărginaș	mərdʒinaʃ
mărginean	mərdʒinĕan
mărgineancă	mərdʒinĕankə
mărginioară	mərdʒiniŏarə
mărginire	mərdʒinire
mărginit	mərdʒinit
mărginuță	mərdʒinutsə
mărgărea	mərgərĕa
mărgărint	mərgərint
mărgărire	mərgərire
mărgărit	mərgərit
mărgăritar	mərgəritar
mărgăritești	mərgəriteʃt
mărgărităraș	mərgəritəraʃ
mărgăritărel	mərgəritərel
mări	mari
mări	məri
măria	mariə
măricel	məritʃel
mărie	mərije
mării	maˈrej
mărim	maˈrim
mărime	mərime
mărime	ˈmɨrime
mărimea	ˈmɛrɪme̯a
mărimi	ˈmɛrimi
mărimile	mərimile
mărimile	ˈmɨrimile
mărinimie	mərinimije
mărinimos	marinimos
mărinimos	mərinimos
mărire	mərire
mărire	məˈrire
mărirea	məˈre̯a
mărit	maˈrit
mărit	mərit
mărita	mərita
mărita	məˈrita
măritare	məritare
măritat	mari'tat
măritat	məritat
măritate	mariˈtate
măritată	məriˈtatə
mărite	maˈrite
măriti	maˈritʲ
măritiș	məritiʃ
măritor	məritor
mărită	maˈritə
mărită-te	mariˈtate
măriuță	məriutsə
măriţi	məˈritsʲ
mărișor	məriʃor
mărmurar	mərmurar
mărmurire	mərmurire
mărmurit	mərmurit
mărnăire	mərnəire
măroi	məroj
mărturia	maɾturia
mărturie	maɾturie
mărturie	mərturije
mărturiei	ˈmɨrturjɛj
mărturii	maɾturiː
mărturiile	maɾturiˈje
mărturisanie	mərturisanije
mărturisească	ˈmɨrturise̯aʃkə
mărturisesc	maɾturiˈʃesk
mărturiseşte	ˈmɨrturʲiʃte
mărturiseşti	maɾturiˈʃeʃtʲ
mărturisi	maɾtuˈriʃʲ
mărturisi	mərturisi
mărturisire	maɾturiˈsire
mărturisire	mərturisire
mărturisirea	maɾturiˈʃiə
mărturisit	mərturisit
mărturisit	ˈmɨrturisitʃ
mărturisitoare	maɾturisiˈto̯are
mărturisitor	mərturisitor
mărul	maɾul
mărunt	mərunt
mărunt	ˈmɨrunʲt
măruntaie	mərun'taje
măruntaie	məruntaje
măruntaiele	məruntiˈe̯le
mărunte	mərunte
mărunte	məˈrunte
măruntmărunt	məruntmərunt
măruntă	məˈruntə
mărunţi	məˈruntsʲ
mărunţiş	məˈrunʈʃʲ
mărunţişul	mərunʈʃul
mărunţişuri	mərunʈʂiʃuri
mărunțel	məruntsel
mărunți	məruntsi
mărunțime	məruntsime
mărunțire	məruntsire
mărunțit	məruntsit
mărunțiș	məruntsiʃ
mărunțișar	məruntsiʃar
mărunțuș	məruntsuʃ
măruț	məruts
măruță	mərutsə
mărăcin	mərətʃin
mărăcinar	mərətʃinar
mărăcinaș	mərətʃinaʃ
mărăcine	mərətʃine
mărăcinet	mərətʃinet
mărăcinit	mərətʃinit
mărăciniș	mərətʃiniʃ
mărăcinos	mərətʃinos
mărăcuță	mərəkutsə
mărămioară	mərəmiŏarə
mărămuță	mərəmutsə
mărăraș	mərəraʃ
mărăscu	mərəsku
mărășești	mərəʃeʃt
mărşălui	maɾˈʃəluj
mărşăluiesc	ˈmɨrʃəlewʃ
mărşăluit	maɾˈʃəlujt
mărșuire	mərʃuire
mărșăluire	mərʃəluire
mărșăluitor	mərʃəluitor
mărțișor	mərtsiʃor
mărțână	mərtsɨnə
măsai	məsaj
măsar	məsar
măscuire	məskuire
măscuit	məskuit
măscăreală	məskərĕalə
măscărici	məskəritʃ
măscărici	ˈmɨskɨritʃʲ
măscăriciul	məskəˈritʃul
măscăriciune	məskəritʃ̩une
măscărie	məskərije
măscărire	məskərire
măscărit	məskərit
măsea	məsĕa
măsea	məˈse̯a
măselar	məselar
măselariță	məselaritsə
măselat	məselat
măsele	məsele
măseluţă	məsəˈlutsə
măseluță	məselutsə
măslag	məslag
măslin	maslin
măslin	məslin
măslinar	məslinar
măsline	ˈməsline
măsliniu	məslinju
măsluială	məslujalə
măsluire	məsluire
măsluit	məsluit
măsluitor	məsluitor
măsoaie	məsŏaje
măsoare	maso̯are
măsoară	maˈso̯ra
măsoară	məsŏarə
măsoi	məsoj
măsor	masor
măsori	ˈməsorʲ
măsoriște	məsoriʃte
măsura	masura
măsura	məsura
măsurabil	məsurabil
măsurare	məsurare
măsurat	məsurat
măsurat	məsuˈrat
măsurate	məsurate
măsuri	məsur
măsuri	ˈməsurʲ
măsurii	məsurij
măsurile	məsurile
măsurile	məsurilə
măsură	məsurə
măsurăm	məsuˈrəm
măsurării	məsurərij
măsurătoare	məsurətŏare
măsurător	məsurətor
măsurători	məsuˈro̯ati
măsurătorile	məsuratorʲle
măsuţa	masutsa
măsuţă	masutsə
măsuță	məsutsə
măsălar	məsəlar
măsăriță	məsəritsə
măta	məˈt̪a
mătanie	mətanije
mătase	maˈtase
mătase	mətase
mătasea	ˈmətase̯a
mătcălău	mətkələw
mătreață	mətrĕatsə
mătrăgună	mətrəgunə
mătrășire	mətrəʃire
mătrășit	mətrəʃit
mătuire	mətuire
mătura	ˈmətura
măturar	məturar
măturat	maturat
măturea	məturĕa
mături	maˈturi
măturice	məturitʃe
măturică	məturikə
măturoi	məturoj
mătură	ma'tura
măturătoare	məturətŏare
măturător	məturətor
măturătură	məturəturə
mătusa	maˈtusa
mătusă	maˈtusa
mătuşa	matuʃə
mătuşi	matuʃʲ
mătuşica	matuʃika
mătuşică	matuʃikə
mătuşii	matuʃʲi
mătuşile	matuʃile
mătuşă	matuʃə
mătușa	matuʃa
mătușică	mətuʃikə
mătușă	mətuʃə
mătăcină	mətətʃinə
mătăciune	mətətʃ̩une
mătăhuie	mətəhuje
mătăhăire	mətəhəire
mătăhăit	mətəhəit
mătăhălos	mətəhəlos
mătălică	mətəlikə
mătăluță	mətəlutsə
mătănăire	mətənəire
mătăsar	mətəsar
mătăsică	mətəsikə
mătăsos	mətəsos
mătăsărie	mətəsərije
mătăuz	mətəuz
măzeriche	məzerike
măzărar	məzərar
măzărat	məzərat
măzăriche	məzərike
măşti	maʃti
măştii	maʃˈtiː
măştile	məʃtiˈle
măști	məʃt
măștile	məʃtile
mățar	mətsar
n	n
n	ne
n-a	na
n-ai	naɪ
n-aibă	naˈibə
n-am	nam
n-ar	naɾ
n-arată	naˈratə
n-are	nɑre
n-as	naʃ
n-ati	nati
n-au	naʊ̯
n-aud	naʊd
n-auzi	nausʲ
n-avea	naˈve̯a
n-aveai	naˈve̯aj
n-aveam	naˈve̯am
n-aveau	naˈve̯aw
n-avem	naˈvem
n-aveti	n̪aˈvetʲ
n-aveţi	naˈvetsʲ
n-aş	naʃ
n-aţi	natsʲ
n-aș	naʃ
n-o	nɔ
n-oi	noj
na	na
nabab	nabab
nabederniță	nabedernitsə
nacafa	nakafa
nacealnic	natʃ̩alnik
nacelă	natʃelə
nacho	natʃo
nacrit	nakrit
nacru	nakru
nacu	naku
nada	nada
nadia	naˈdi̯a
nadiceancă	naditʃ̩ankə
nadine	nɑˈdinɛ
nadir	nadir
nadir	nɑˈdir
nadiral	nadiral
nadișancă	nadiʃankə
nadoleancă	nadolĕankə
nadă	nadə
nae	nae
naft	naft
naftalen	naftalen
naftalină	naftalinə
naftalină	naft̪aˈlinə
naftenat	naftenat
naftenic	naftenik
naftenă	naftenə
naftil	naftil
naftilamină	naftilaminə
naftol	naftol
naftolat	naftolat
naftă	naftə
nafură	nafurə
nagasaki	nagasaki
nagodă	nagodə
nagus	naˈgus
nagâț	nagɨts
nah	na
nai	naj
nai	naɪ
naiadă	najadə
naib	naib
naiba	najba
naiba-i	najˈbai
naibi	naˈibi
naibii	naˈbi
naidăș	najdəʃ
nailon	naɪlon
naina	naˈina
naingiu	naindʒiw
naintaș	naintaʃ
nainte	nainte
nainte	naˈinte
nairobi	naɪˈroʊbi
naisan	naisan
naist	naist
naiv	naiv
naiva	naˈiva
naivi	naiv
naivi	naˈivʲ
naivitate	naivitate
naivă	naivə
nakamura	nakamura
nakúm	nakum
nalbar	nalbar
nalbă	nalbə
nalt	nalt
nam	nam
nam	nɑm
namaste	namastɛ
namaz	namaz
name	namə
namesnic	namesnik
namestie	namestie
namestnic	namestnik
namiază	namjazə
namibian	namibijan
namiez	namjez
namilă	namilə
nan	nan
nana	ˈnana
nance	ˈnatsə
nanchin	nankin
nandini	naˈdini
nandita	ˈnandita
nando	ˈnando
nandralău	nandraləw
nandriș	nandriʃ
nandu	nandu
nandu	ˈnandu
nanghin	nangin
nangnang	naŋŋaŋ
nani	ˈnani
nanism	nanism
nanna	nana
nanny	ˈnanʲ
nano	nano
nanomelie	nanomelije
nanosecundă	nanosekundə
nansuc	nansuk
nantucket	ˌnæntʌkɪt
naomi	nao̯mi
naos	naos
nap	nap
napa	napə
napalm	napalm
napi	napʲ
napier	napje̯r
napodez	napodez
napoi	napoj
napoia	napoja
napoiat	napojat
napoiere	napojere
napoleon	napoleon
napoleon	napole̯on
napoleonian	napoleonijan
napoli	napoˈli
napolitan	napolitan
napolitane	napolit̪ane
napristan	napristan
napucai	napukaj
nar	nar
nara	nara
naramz	naramz
naramzat	naramzat
naramziu	naramziw
narare	narare
narat	narat
narativ	narativ
narativitate	narativitate
naratologic	naratolodʒik
naratologie	naratolodʒije
narator	narator
narator	ˈnarator
naratorul	ˈnaratorul
narație	naratsije
narațiune	naratsiune
narcis	nartʃis
narcisele	nartʃisele
narcisiac	nartʃisiak
narcisic	nartʃisik
narcisism	nartʃisism
narcisist	nartʃisist
narcisist	naɾtʃiˈsist
narcisse	naɾˈtʃise
narcoanaliză	narkoanalizə
narcolepsie	narkolepsije
narcoleptic	narkoleptik
narcoman	narkoman
narcoman	naɾkoˈman
narcomanie	narkomanije
narcoterapie	narkoterapije
narcotic	narkotik
narcotic	naɾˈkotʲ
narcotice	naɾkoˈtʃe
narcotină	narkotinə
narcotism	narkotism
narcotiza	narkotiza
narcotizare	narkotizare
narcotizat	narkotizat
narcotizator	narkotizator
narcoză	narkozə
nard	nard
nardo	naɾdo
nare	nare
narghelea	nargelĕa
narghilea	nargilĕa
narină	narinə
narn	narɲ
narodnic	narodnik
narodnicism	narodnitʃism
narodnicist	narodnitʃist
nart	nart
nartex	narteks
narual	naruwal
naruto	naruto
narval	narval
narâmziu	narɨmziw
nas	nas
nasa	nasə
nasc	nask
nasca	naskə
nascar	naskɑr
nascorniță	naskornitsə
nascut	naskut
nascuta	naskutə
nascuti	naskʊtʃ
nască	nasʲkə
nash	naʃ
nashville	naʃˈvil
nasicorn	nasikorn
nasir	nasir
nasoala	naso̯a̯la
nasoale	naso̯aˈle
nasoală	n̪aˈsowaˈlə
nasol	nasol
nasol	naˈsol
naspa	naspɑ
nassar	nasar
nassau	naˈsou
nasser	nasər
nasta	nasta
nasta	naˈsta
naste	nastɛ
nastere	n̪aˈstere
nasterea	nastə're̯a
nasterii	nastəˈri
nasti	nasti
nastie	nastije
nastratinesc	nastratinesk
nasture	nasture
nasture	naˈsture
nasturele	nasturelʲe
nasturi	nastur
nasturi	nasturi
nasturii	nasturiʃ
nasty	nasti
nasul	nasul
nasul	n̪aˈsul
nasului	n̪aˈsuluj
nasuri	nasuɾʲ
nasurile	n̪asuˈrile
nat	nat
nat	nɑt
natal	natal
natal	nɑˈtal
natale	nat̪ale
natalia	natali̯a
natalie	natali̯e
natalitate	natalitate
natală	nat̪aˈl̪ə
natantol	natantol
natasha	nat̪aʃʲ
nataşa	nat̪aʃ̪ə
natație	natatsije
nate	nat̪e
nathalie	na'tali
nathan	naˈθan
nathaniel	naθanijel
nation	natsjon
national	natsional
nationala	natsjonˈalə
nationale	natsioˈnale
natională	natsjonəˈla
natiune	natsiune
natiuni	natsiˈuni
natiunile	natsiuˈnile
natiunilor	natsiunilor
nativ	nativ
nativi	natsiˈvi
nativii	natiˈvi
nativism	nativism
nativist	nativist
nato	nɑto
natpis	natpis
natriu	natrju
natrolit	natrolit
natră	natrə
natur	natur
natura	natʃuɾa
natural	natural
naturala	natsuˈralə
naturala	naturala
naturale	naturale
naturale	natʊˈralʲe
naturalețe	naturaletse
naturalism	naturalism
naturalist	naturalist
naturaliza	naturaliza
naturalizare	naturalizare
naturalizat	naturalizat
naturalizație	naturalizatsije
naturelle	naturelle
naturii	natʊˈriː
naturism	naturism
naturist	naturist
natură	naturə
nau	naw
naufragiat	naufradʒiat
naufragiat	nawfragʲat
naufragiere	naufradʒijere
naufragiu	nawfraʒju
naumahie	naumahije
naupatie	naupatije
nauplius	nauplius
nauran	nauran
nauruan	nauruwan
nautic	nautik
nautic	nawˈtik
nautil	nautil
nautiloid	nautiloid
nautilus	nautilus
nava	navə
nava-mamă	navaˈmamə
navajo	nəˈvɑjo
naval	naval
naval	navəl
navale	navale
navală	navəla
navarra	navara
navarro	naˈβaro
nave	nave
navea	navĕa
naveam	navĕam
navei	navej
navele	navele
navelor	navelɔr
navem	navem
naveta	naveta
navete	n̪aˈvete
navetei	navetej
navetele	navete̯le
navetist	navetist
navetă	navetə
navid	navit
naviga	naviga
navigabil	navigabil
navigabilitate	navigabilitate
navigam	navigam
navigant	navigant
navigare	navigare
navigare	navigaɾe
navigarea	navigarĕa
navigarea	naviˈgare̯a
navigat	naviˈgat
navigatie	navigaˈtie
navigator	navigator
navigator	navigaˈtor
navigatorul	navigatoˈrul
navigaţia	navigatsiə
navigaţie	navigatsʲe
navigație	navigatsije
navighează	navigʲ̩̩azə
navighează	naviˈge̯aʒe̯
navighez	navigeʒ
navigheze	navigeze
navigheze	naviˈʒe̯ze
navighezi	naviˈʒezi
navigraf	navigraf
navigând	naviˈgɨnd
navigăm	naviˈgəm
navlon	navlon
navlosire	navlosire
navlosit	navlosit
navlositor	navlositor
navlu	navlu
navomodel	navomodel
navomodelism	navomodelism
navomodelist	navomodelist
navy	navʲ
navă	navə
navă	naˈvə
nawab	nɑwɑb
naz	naz
naz	naʒ
nazal	nazal
nazal	n̪aˈzal
nazale	n̪aˈzale
nazalitate	nazalitate
nazaliza	nazaliza
nazalizare	nazalizare
nazalizat	nazalizat
nazală	naˈzalə
nazar	nazar
nazareean	nazareĕan
nazaret	nazaˈret
nazarinean	nazarinĕan
nazca	naʒka
nazir	nazir
nazir	naˈziɾ
nazism	nazism
nazist	nazist
nazist	naˈzist
naziste	naˈziste
nazisti	naziˈtisti
nazistă	naˈzistə
nazişti	naˈʒiʃtʲ
naziştilor	ˈnaziʃtilor
nazofaringian	nazofarindʒijan
naş	naʃ
naşa	naʃə
naşpa	naʃpa
naşte	naʃte
naştem	naʃˈtem
naştere	naʃˈtere
naşterea	naʃte're̯a
naşteri	naʃteˈri
naşterii	naʃteˈri
naşti	naʃti
naşul	naʃul
naşule	naʃule
naţional	natsjonal
naţionale	natsionale
naţionalitate	natsjonaliˈtate
naţională	natsjonˈalə
naţiune	natsiune
naţiunea	natsiune̯a
naţiuni	natsiˈuni
naţiunile	natsiuniˈle
naţiunilor	natsiunilor
naște	naʃte
naștere	naʃtere
naștere	naʃte̯re
nașterea	naʃterĕa
nașterea	naʃteˈre̯a
nașterii	naʃterij
nație	natsije
național	natsional
național	naʃioˈnal
naționale	natsionale
naționalizeze	natsionalizeze
națiune	natsiune
națiune	nɑˈtsjune
națiuni	natsiun
nba	nba
nc	ŋk
nd	nd
ne	ne
ne-a	ne̯a
ne-ai	neaɪ
ne-am	neɑm
ne-ar	ne̯aɾ
ne-ati	ne̯ati
ne-au	ne̯au̯
ne-aţi	ne̯atsʲ
ne-ntoarcem	neˈnto̯artʃem
ne-ntâlnim	neˈntɨlnim
ne-o	neo
ne-om	neɔm
nea	ne̯a
nea	nĕa
neabil	neabil
neabonat	neabonat
neabordabil	neabordabil
neabătut	neabətut
neacademic	neakademik
neaccentuat	neaktʃentuwat
neacceptabil	neaktʃeptabil
neacceptare	neaktʃeptare
neaccesibil	neaktʃesibil
neaccidentat	neaktʃidentat
neachitat	neakitat
neachitate	neakitate
neacoperit	neakoperit
neacordat	neakordat
neactual	neaktuwal
neacșu	nĕakʃu
neadaptare	neadaptare
neadaptat	neadaptat
neadecvat	neadekvat
neademenit	neademenit
neaderent	neaderent
neaderență	neaderentsə
neadevăr	neadevər
neadevărat	neadevərat
neadevărat	neɑˈdevərət
neadmis	neadmis
neadmisibil	neadmisibil
neadormire	neadormire
neadormit	neadormit
neafectat	neafektat
neafiliat	neafilijat
neag	nĕag
neaga	ne̯aga
neaglutinat	neaglutinat
neagoe	nĕagoe
neagra	ne̯agra
neagresiune	neagresiune
neagresiv	neagresiv
neagresivitate	neagresivitate
neagricol	neagrikol
neagră	neɑgrə
neagră	nĕagrə
neagă	ne̯agə
neagă	nĕagə
neajungere	neaʒundʒere
neajuns	neaʒuns
neajunsuri	neaʒunsur
neajutorare	neaʒutorare
neajutorat	neaʒutorat
neajutorat	ne̯aʒutoˈrat
neajutorate	ne̯aʒutoˈrate
neajutorată	ne̯aʒutoˈraʈə
neajutoraţi	ne̯aʒuto̯ratʃʲ
neajutător	neaʒutətor
neal	ne̯al
nealcoolic	nealkoolik
nealimentar	nealimentar
nealiniat	nealinijat
nealiniere	nealinijere
nealterabil	nealterabil
nealterare	nealterare
nealterat	nealterat
nealtoit	nealtoit
nealtul	nealtul
nealtădată	nealtədatə
nealăturat	nealəturat
neam	ne̯am
neam	nĕam
neamabil	neamabil
neameliorat	neameliorat
neamenajat	neamenaʒat
neamestec	neamestek
neamestecat	neamestekat
neamintit	neamintit
neamul	ne̯amuɫ
neamului	ne̯amuˈluj
neamuri	ne̯a̯mu̯ri
neamurile	ne̯amurile
neamţ	ne̯amts
neamț	nĕamts
neamțofil	nĕamtsofil
neanalizabil	neanalizabil
neanderthal	neandɛrˈtal
neanexat	neaneksat
neangajat	neangaʒat
neanimat	neanimat
neant	neant
neant	ne̯ant
neantagonic	neantagonik
neantagonist	neantagonist
neanunţat	ne̯anuntsat
neanunțat	neanuntsat
neaparat	ne̯aparat
neaplicabil	neaplikabil
neapole	ne̯aˈpole
neapreciat	neapretʃiat
neapărat	neapərat
neapărat	ne̯apəˈrat
near	ne̯aɾ
near	nĕar
nearanjat	nearanʒat
nearat	nearat
nearipat	nearipat
nearmonios	nearmonios
nearmonizat	nearmonizat
nearomat	nearomat
nearticulat	neartikulat
neartificial	neartifitʃial
neartistic	neartistik
neascultare	neaskultare
neascultător	neaskultətor
neascultător	ne̯aʃkulˈtətor
neascuțit	neaskutsit
neasemuit	neasemuit
neasemănat	neasemənat
neasigurat	neasigurat
neasimilabil	neasimilabil
neasimilat	neasimilat
neasortat	neasortat
neasteptat	ne̯aˈstɛptat
neasteptate	ne̯aˈstɛptatɛ
neastâmpăr	neastɨmpər
neastâmpărat	neastɨmpərat
neastâmpărat	ne̯aˈstɨmpərat
neata	ne̯a̯ta
neatacabil	neatakabil
neatașabil	neataʃabil
neatent	neatent
neatent	ne̯aˈtent
neatenție	neatentsije
neatestat	neatestat
neatins	neatins
neatins	ne̯aˈtsinʃ
neatinse	ne̯aˈtinse
neatinsă	ne̯aˈtsinsə
neatrăgător	neatrəgətor
neatârnare	neatɨrnare
neatârnat	neatɨrnat
neau	nĕaw
neautentic	neautentik
neautomat	neautomat
neautorizat	neautorizat
neautorizate	ne̯awo̯riˈzate
neauzim	neauzim
neauzit	neauzit
neavenit	neavenit
neavere	neavere
neavizat	neavizat
neavând	neavɨnd
neavând	ne̯aˈvɨnd
neaşteptat	ne̯aʃtept̪at
neaşteptate	ne̯aʃtepˈtate
neaşteptată	ne̯aʃteptəta
neaţa	ne̯a̯tsə
neașteptat	neaʃteptat
neașteptate	neaʃteptate
neașteptată	neaʃteptatə
nebedernică	nebedernikə
nebeligerant	nebelidʒerant
nebeligeranță	nebelidʒerantsə
nebiruit	nebiruit
nebraska	nebraˈska
nebular	nebular
nebuloasa	nebuloasa
nebuloasă	nebulóasa
nebulos	nebulos
nebulozitate	nebulozitate
nebun	nebun
nebun	nebʊn
nebuna	nebuna
nebunariță	nebunaritsə
nebunatic	nebunatik
nebunatică	nebunatikə
nebune	nebune
nebuneală	nebunĕalə
nebunească	nebuˈne̯askə
nebunesc	nebunesk
nebuneste	nebuneste
nebunesti	nebunesti
nebuneşte	nebuneʃte
nebuneşti	nebuneʃti
nebunește	nebuneʃte
nebuni	nebun
nebuni	nebuni
nebunia	nebuniə
nebunie	nebuneʔ
nebunie	nebunije
nebuniei	nebunʲe̯
nebunii	nebuniː
nebuniile	neˈbunije
nebunilor	nebunilor
nebunire	nebunire
nebunit	nebunit
nebuno	nebuno
