є	jɛ
фільмів	fʲilʲmʲiu̯
фільтр	fʲilʲtr
фільтрація	fʲilʲtratsʲijɐ
фільтрувати	fʲilʲtrʊʋate
філіал	fʲilʲiaɫ
філігранний	fʲilʲiɦranːei̯
філіжанка	fʲilʲiʒankɐ
фін	fʲin
фінал	fʲinaɫ
фінанси	fʲinanse
фінансист	fʲinɐnsɪst
фінансова	fʲinansɔʋɐ
фінансове	fʲinansɔʋe
фінансовий	fʲinansɔʋei̯
фінансовим	fʲinansɔʋem
фінансовими	fʲinansɔʋeme
фінансових	fʲinansɔʋex
фінансово	fʲinansɔwɔ
фінансового	fʲinansɔwɔɦɔ
фінансовому	fʲinansɔwɔmʊ
фінансовою	fʲinansɔwɔjʊ
фінансової	fʲinansɔwɔji
фінансову	fʲinansɔwʊ
фінансові	fʲinansɔʋʲi
фінансовій	fʲinansɔʋʲii̯
фінансовім	fʲinansɔʋʲim
фінансування	fʲinɐnsʊʋanʲːɐ
фінансувати	fʲinɐnsʊʋate
фінвал	fʲinʋaɫ
фінгал	fʲinɦaɫ
фінджа	fʲindʒɐ
фінка	fʲinkɐ
фінляндський	fʲinʲlʲandzʲsʲkei̯
фінський	fʲinʲsʲkei̯
фіньшампань	fʲinʲʃɐmpanʲ
фінік	fʲinʲik
фінікійка	fʲinʲikʲii̯kɐ
фінікійський	fʲinʲikʲii̯sʲkei̯
фінікієць	fʲinʲikʲijetsʲ
фіолетовий	fʲiɔɫɛtɔʋei̯
фірма	fʲirmɐ
фіскальна	fʲiskalʲnɐ
фіскальний	fʲiskalʲnei̯
фітнес	fʲitnes
фішка	fʲiʃkɐ
фіґель	fʲigelʲ
хабар	xɐbar
хазяйновитий	xɐzʲɐi̯nɔʋɪtei̯
хазяїн	xɐzʲajin
хай	xai̯
хакерський	xakersʲkei̯
хала	xaɫɐ
халамидник	xɐɫɐmɪdnek
халепа	xaɫepɐ
халепа	xɐɫɛpɐ
халіфат	xɐlʲifat
ханство	xanstwɔ
хаос	xaɔs
хапати	xɐpate
характер	xɐrakter
характеризувати	xɐrɐkterezʊʋate
характеризують	xɐrɐkterezujʊtʲ
характеризує	xɐrɐkterezuje
характеристика	xɐrɐkterɪstekɐ
характерний	xɐrakternei̯
характерний	xɐrɐktɛrnei̯
характерник	xɐrɐktɛrnek
харизма	xɐrɪzmɐ
харизматичний	xɐrezmɐtɪtʃnei̯
харим	xɐrɪm
харити	xɐrɪte
харків'янин	xɐrkʲiʋjanen
харків'янка	xɐrkʲiʋjankɐ
харківський	xarkʲiu̯sʲkei̯
харківський	xɐrkʲiu̯sʲkɪi̯
хартія	xartʲijɐ
харч	xartʃ
харчовий	xɐrtʃɔʋɪi̯
харчування	xɐrtʃʊʋanʲːɐ
харчуватися	xɐrtʃʊʋatesʲɐ
хасидизм	xɐsedɪzm
хата	xatɐ
хатах	xatɐx
хатах	xɐtax
хахоньки	xaxɔnʲke
хаща	xaʃtʃɐ
хвала	xʋɐɫa
хвалити	xʋɐɫɪte
хватати	xʋɐtate
хватити	xʋɐtɪte
хвацький	xʋatsʲkei̯
хвилеподібний	xʋeɫepodʲibnei̯
хвилин	xʋeɫɪn
хвилина	xʋeɫɪnɐ
хвилинам	xʋeɫɪnɐm
хвилинами	xʋeɫɪnɐme
хвилинах	xʋeɫɪnɐx
хвилини	xʋeɫɪne
хвилинка	xʋeɫɪnkɐ
хвилинку	xʋeɫɪnkʊ
хвилино	xʋeɫɪnɔ
хвилиночка	xʋeɫɪnɔtʃkɐ
хвилиною	xʋeɫɪnɔjʊ
хвилину	xʋeɫɪnʊ
хвилині	xʋeɫɪnʲi
хвилювання	xʋelʲʊʋanʲːɐ
хвилювати	xʋelʲʊʋate
хвилюватися	xʋelʲʊʋatesʲɐ
хвилююся	xʋelʲujʊsʲɐ
хвилюючись	xʋelʲujʊtʃesʲ
хвиля	xʋɪlʲɐ
хвилястий	xʋelʲastei̯
хвиґура	xʋegurɐ
хвойда	xwɔi̯dɐ
хвойний	xwɔi̯nei̯
хвойні	xwɔi̯nʲi
хвора	xwɔrɐ
хворий	xwɔrei̯
хвороб	xwɔrɔb
хвороба	xwɔrɔbɐ
хворобам	xwɔrɔbɐm
хворобами	xwɔrɔbɐme
хворобах	xwɔrɔbɐx
хвороби	xwɔrɔbe
хвороботворний	xwɔrɔbɔtwɔrnei̯
хворобою	xwɔrɔbɔjʊ
хворобу	xwɔrɔbʊ
хворобі	xwɔrɔbʲi
хворій	xworʲii̯
хворій	xwɔrʲii̯
хворіти	xworʲite
хвоя	xwɔjɐ
хвіртка	xʋʲirtkɐ
хвіст	xʋʲist
хентай	xentai̯
хентаю	xentajʊ
херитажник	xeretaʒnek
херсонець	xersɔnetsʲ
херсонка	xersɔnkɐ
херсонський	xersɔnʲsʲkei̯
хештег	xeʃtɛɦ
хиба	xɪbɐ
хибити	xɪbete
хибний	xɪbnei̯
хижа	xɪʒɐ
хижак	xeʒak
хижацький	xeʒatsʲkei̯
хижий	xɪʒei̯
хилити	xeɫɪte
химера	xemɛrɐ
химерний	xemɛrnei̯
хирий	xɪrei̯
хирний	xɪrnei̯
хирявий	xerʲaʋei̯
хист	xɪst
хитати	xetate
хитрець	xetrɛtsʲ
хитрий	xɪtrei̯
хитрик	xɪtrek
хитрощі	xɪtrɔʃtʃʲi
хитрун	xetrun
хитряк	xetʲrʲak
хлоп'я	xɫɔpja
хлопак	xɫɔpak
хлопець	xɫɔpetsʲ
хлопцеві	xɫɔptseʋʲi
хлопцем	xɫɔptsem
хлопцю	xɫɔptsʲʊ
хлопця	xɫɔptsʲɐ
хлопцям	xɫɔptsʲɐm
хлопцями	xɫɔptsʲɐme
хлопцях	xɫɔptsʲɐx
хлопці	xɫɔptsʲi
хлопців	xɫɔptsʲiu̯
хлопче	xɫɔptʃe
хлопчик	xɫɔptʃek
хлопчиком	xɫɔptʃekɔm
хлор	xɫɔr
хлорний	xɫɔrnei̯
хлоровий	xɫɔrɔʋei̯
хлорувати	xɫɔrʊʋate
хліб	xlʲib
хліба	xlʲiba
хліба	xlʲibɐ
хлібам	xlʲibam
хлібами	xlʲibame
хлібах	xlʲibax
хлібе	xlʲibe
хліби	xlʲibɪ
хлібний	xlʲibnei̯
хлібові	xlʲibɔʋʲi
хлібозаготівля	xlʲibɔzɐɦotʲiu̯lʲɐ
хлібом	xlʲibɔm
хлібороб	xlʲibɔrɔb
хлібу	xlʲibʊ
хлібі	xlʲibʲi
хлібів	xlʲibʲiu̯
хлів	xlʲiu̯
хмара	xmarɐ
хмари	xmare
хмарина	xmɐrɪnɐ
хмаринка	xmɐrɪnkɐ
хмариночка	xmɐrɪnɔtʃkɐ
хмарка	xmarkɐ
хмарний	xmarnei̯
хмарочка	xmarɔtʃkɐ
хмарочос	xmɐrɔtʃɔs
хмару	xmarʊ
хмельницький	xmelʲnɪtsʲkei̯
хмелів	xmelʲiu̯
хмеліти	xmelʲite
хмиз	xmɪz
хмизняк	xmezʲnʲak
хміль	xmʲilʲ
хмільницький	xmʲilʲnɪtsʲkei̯
хобот	xɔbɔt
хобі	xɔbʲi
ховати	xɔʋate
ход	xɔd
хода	xɔda
ходжений	xɔdʒenei̯
ходжено	xɔdʒenɔ
ходжу	xodʒu
ходи	xɔde
ходи	xɔdɪ
ходив	xɔdɪu̯
ходивши	xɔdɪu̯ʃe
ходила	xɔdɪɫɐ
ходили	xɔdɪɫe
ходило	xɔdɪɫɔ
ходим	xɔdem
ходимо	xɔdemɔ
ходите	xɔdete
ходити	xɔdɪte
ходить	xɔdetʲ
ходиш	xɔdeʃ
ходою	xɔdɔjʊ
ходьба	xɔdʲba
ходю	xodʲu
ходять	xɔdʲɐtʲ
ходячи	xɔdʲɐtʃe
ходім	xodʲim
ходімо	xodʲimɔ
ходіть	xodʲitʲ
хозар	xɔzar
хокей	xɔkɛi̯
холера	xɔɫɛrɐ
холка	xɔɫkɐ
холод	xɔɫɔd
холодильник	xɔɫɔdɪlʲnek
холодильника	xɔɫɔdɪlʲnekɐ
холодильникам	xɔɫɔdɪlʲnekɐm
холодильниками	xɔɫɔdɪlʲnekɐme
холодильниках	xɔɫɔdɪlʲnekɐx
холодильники	xɔɫɔdɪlʲneke
холодильникові	xɔɫɔdɪlʲnekɔʋʲi
холодильником	xɔɫɔdɪlʲnekɔm
холодильнику	xɔɫɔdɪlʲnekʊ
холодильників	xɔɫɔdɪlʲnekʲiu̯
холодна	xɔɫɔdnɐ
холодне	xɔɫɔdne
холоднеча	xɔɫɔdnɛtʃɐ
холодний	xɔɫɔdnei̯
холодним	xɔɫɔdnem
холодними	xɔɫɔdneme
холодних	xɔɫɔdnex
холодно	xɔɫɔdnɔ
холодного	xɔɫɔdnɔɦɔ
холоднокровний	xɔɫɔdnɔkrɔu̯nei̯
холоднокровність	xɔɫɔdnɔkrɔu̯nʲisʲtʲ
холодному	xɔɫɔdnɔmʊ
холодною	xɔɫɔdnɔjʊ
холодної	xɔɫɔdnɔji
холодну	xɔɫɔdnʊ
холодні	xɔɫɔdʲnʲi
холодній	xɔɫɔdʲnʲii̯
холоднім	xɔɫɔdʲnʲim
холодніший	xɔɫodʲnʲiʃei̯
холонути	xɔɫɔnʊte
холостяк	xɔɫɔsʲtʲak
холостячка	xɔɫɔsʲtʲatʃkɐ
холоша	xɔɫɔʃɐ
холуй	xoɫui̯
хом'як	xɔmjak
хопити	xɔpɪte
хор	xɔr
хорам	xɔrɐm
хорами	xɔrɐme
хорах	xɔrɐx
хорват	xɔrʋat
хорватка	xɔrʋatkɐ
хорватський	xɔrʋatsʲkei̯
хори	xɔre
хоробрий	xɔrɔbrei̯
хоробрість	xɔrɔbrʲisʲtʲ
хоровий	xɔrɔʋɪi̯
хором	xɔrɔm
хоронити	xɔrɔnɪte
хоронім	xɔronʲim
хоронім	xɔrɔnʲim
хоронімо	xɔronʲimɔ
хороше	xɔrɔʃe
хороший	xɔrɔʃei̯
хору	xɔrʊ
хоругва	xɔrʊɦʋa
хорунжий	xorunʒei̯
хорі	xɔrʲi
хорів	xɔrʲiu̯
хоти	xɔtɪ
хотячи	xɔtʲɐtʃɪ
хотів	xotʲiu̯
хотівши	xotʲiu̯ʃe
хотіла	xotʲiɫɐ
хотіли	xotʲiɫe
хотіло	xotʲiɫɔ
хотілося	xotʲiɫɔsʲɐ
хотімо	xotʲimɔ
хотіння	xotʲinʲːɐ
хотіти	xotʲite
хотітися	xotʲitesʲɐ
хотіть	xotʲitʲ
хохлушка	xoxɫuʃkɐ
хохол	xɔxɔɫ
хоч	xɔtʃ
хоче	xɔtʃe
хочем	xɔtʃem
хочемо	xɔtʃemɔ
хочете	xɔtʃete
хочеться	xɔtʃetsʲːɐ
хочеш	xɔtʃeʃ
хочте	xɔtʃte
хочу	xɔtʃʊ
хочуть	xɔtʃʊtʲ
храм	xram
храма	xramɐ
храмам	xramɐm
храмами	xramɐme
храмах	xramɐx
храми	xrame
храмом	xramɔm
храму	xramʊ
храмі	xramʲi
храмів	xramʲiu̯
хребет	xrebɛt
хребетний	xrebɛtnei̯
хребець	xrebɛtsʲ
хребта	xrebta
хребтам	xrebtam
хребтами	xrebtame
хребтах	xrebtax
хребте	xrɛbte
хребти	xrebtɪ
хребтові	xrebtɔʋʲi
хребтом	xrebtɔm
хребту	xrebtu
хребті	xrebtʲi
хребтів	xrebtʲiu̯
хрест	xrɛst
хреститися	xrestɪtesʲɐ
хрестовий	xrestɔʋei̯
хрестоматійний	xrestɔmɐtʲii̯nei̯
хрестоматія	xrestɔmatʲijɐ
хрестоносець	xrestɔnɔsetsʲ
хрещеник	xreʃtʃɛnek
хрещениця	xreʃtʃɛnetsʲɐ
хрещення	xreʃtʃɛnʲːɐ
хрещення	xrɛʃtʃenʲːɐ
християнин	xrestejanen
християнин	xrestejɐnɪn
християнка	xrestejankɐ
християнство	xrestejanstwɔ
християнський	xrestejanʲsʲkei̯
християнізація	xrestejɐnʲizatsʲijɐ
християнізувати	xrestejɐnʲizʊʋate
хробак	xrɔbak
хром	xrɔm
хронологічний	xrɔnɔɫoɦʲitʃnei̯
хронологія	xrɔnɔɫɔɦʲijɐ
хронометраж	xrɔnɔmetraʒ
хрумкий	xrʊmkɪi̯
хрущ	xruʃtʃ
хрущовка	xrʊʃtʃɔu̯kɐ
хрюкати	xrʲukɐte
хрін	xrʲin
хтивий	xtɪʋei̯
хтивка	xtɪu̯kɐ
хто	xtɔ
хтонічний	xtonʲitʃnei̯
хтось	xtɔsʲ
хтіти	xtʲite
худий	xʊdɪi̯
худнути	xudnʊte
художник	xʊdɔʒnek
художника	xʊdɔʒnekɐ
художникам	xʊdɔʒnekɐm
художниками	xʊdɔʒnekɐme
художниках	xʊdɔʒnekɐx
художники	xʊdɔʒneke
художником	xʊdɔʒnekɔm
художнику	xʊdɔʒnekʊ
художників	xʊdɔʒnekʲiu̯
художнице	xʊdɔʒnetse
художницею	xʊdɔʒnetsejʊ
художниць	xʊdɔʒnetsʲ
художницю	xʊdɔʒnetsʲʊ
художниця	xʊdɔʒnetsʲɐ
художниці	xʊdɔʒnetsʲi
художньо	xʊdɔʒnʲɔ
художнього	xʊdɔʒnʲɔɦɔ
художньому	xʊdɔʒnʲɔmʊ
художньою	xʊdɔʒnʲɔjʊ
художньої	xʊdɔʒnʲɔji
художню	xʊdɔʒnʲʊ
художня	xʊdɔʒnʲɐ
художнє	xʊdɔʒnʲe
художні	xʊdɔʒnʲi
художній	xʊdɔʒnʲii̯
художнім	xʊdɔʒnʲim
художніми	xʊdɔʒnʲime
художніх	xʊdɔʒnʲix
худорлявий	xʊdɔrlʲaʋei̯
худі	xudʲi
худі	xʊdʲi
хуй	xui̯
хуйло	xʊi̯ɫɔ
хуйлостан	xʊi̯ɫɔstan
хуйне	xʊi̯nɛ
хуйнею	xʊi̯nɛjʊ
хуйню	xʊi̯nʲu
хуйня	xʊi̯nʲa
хуйні	xʊi̯nʲi
хуйовий	xʊjɔʋei̯
хулити	xʊɫɪte
хуліган	xʊlʲiɦan
хуліганка	xʊlʲiɦankɐ
хунт	xunt
хунта	xuntɐ
хурма	xʊrma
хурми	xʊrmɪ
хурмо	xurmɔ
хурмою	xʊrmɔjʊ
хурму	xʊrmu
хурмі	xʊrmʲi
хуртовина	xʊrtɔʋɪnɐ
хустка	xustkɐ
хустський	xusʲkei̯
хуткий	xʊtkɪi̯
хутко	xutkɔ
хуторянин	xʊtɔrʲanen
хутро	xutrɔ
хутір	xutʲir
хуґа	xugɐ
хіба	xʲiba
хід	xʲid
хідник	xʲidnɪk
хімік	xʲimʲik
хімікиня	xʲimʲikɪnʲɐ
хімічний	xʲimʲitʃnei̯
хімія	xʲimʲijɐ
хірург	xʲirurɦ
хірургічний	xʲirʊrɦʲitʃnei̯
хірургія	xʲirʊrɦʲijɐ
цабе	tsɐbɛ
цап	tsap
цапеня	tsɐpenʲa
цар	tsar
цариця	tsɐrɪtsʲɐ
царство	tsarstwɔ
царський	tsarsʲkei̯
царювати	tsɐrʲʊʋate
цацка	tsatskɐ
цвинтар	tsʋɪntɐr
цвях	tsʲʋʲax
цвяха	tsʲʋʲɐxa
цвяхам	tsʲʋʲɐxam
цвяхами	tsʲʋʲɐxame
цвяхах	tsʲʋʲɐxax
цвяхи	tsʲʋʲɐxɪ
цвяхові	tsʲʋʲɐxɔʋʲi
цвяхом	tsʲʋʲɐxɔm
цвяху	tsʲʋʲaxʊ
цвяху	tsʲʋʲɐxu
цвяхів	tsʲʋʲɐxʲiu̯
цвіле	tsʲʋʲiɫe
цвіллю	tsʲʋʲilʲːʊ
цвіль	tsʋilʲ
цвілі	tsʲʋʲilʲi
цвіркун	tsʲʋʲirkun
цвісти	tsʲʋʲistɪ
цвіт	tsʲʋʲit
це	tsɛ
цегла	tsɛɦɫɐ
цеглина	tseɦɫɪnɐ
цегляний	tseɦlʲɐnɪi̯
цезій	tsɛzʲii̯
цей	tsɛi̯
целакант	tseɫɐkant
цемент	tsemɛnt
цензура	tsenzurɐ
центавр	tsentau̯r
центр	tsɛntr
центра	tsɛntrɐ
центральна	tsentralʲnɐ
центральне	tsentralʲne
центральний	tsentralʲnei̯
центральним	tsentralʲnem
центральними	tsentralʲneme
центральних	tsentralʲnex
центральноафриканський	tsentrɐlʲnɔɐfrekanʲsʲkei̯
центрального	tsentralʲnɔɦɔ
центральному	tsentralʲnɔmʊ
центральною	tsentralʲnɔjʊ
центральноєвропейський	tsentrɐlʲnɔjeu̯rɔpɛi̯sʲkei̯
центральної	tsentralʲnɔji
центральну	tsentralʲnʊ
центральні	tsentralʲnʲi
центральній	tsentralʲnʲii̯
центральнім	tsentralʲnʲim
централізація	tsentrɐlʲizatsʲijɐ
централізований	tsentrɐlʲizɔʋɐnei̯
централізувати	tsentrɐlʲizʊʋate
центрам	tsɛntrɐm
центрами	tsɛntrɐme
центрах	tsɛntrɐx
центре	tsɛntre
центри	tsɛntre
центрові	tsɛntrɔʋʲi
центром	tsɛntrɔm
центру	tsɛntrʊ
центрі	tsɛntʲrʲi
центрів	tsɛntʲrʲiu̯
центуріон	tsentʊrʲiɔn
церемоніальний	tseremɔnʲialʲnei̯
церемонія	tseremɔnʲijɐ
церква	tsɛrkʋɐ
церквам	tserkʋam
церквами	tserkʋame
церквах	tserkʋax
церкви	tserkʋɪ
церкви	tsɛrkʋe
церквою	tsɛrkwɔjʊ
церкву	tsɛrkwʊ
церкві	tsɛrkʋʲi
церков	tserkɔu̯
церковний	tserkɔu̯nei̯
церій	tsɛrʲii̯
цех	tsɛx
цибуле	tsebuɫe
цибулею	tsebuɫejʊ
цибулина	tsebʊɫɪnɐ
цибуль	tsebulʲ
цибулю	tsebulʲʊ
цибуля	tsebulʲɐ
цибулям	tsebulʲɐm
цибулями	tsebulʲɐme
цибулях	tsebulʲɐx
цибулі	tsebulʲi
цивільна	tseʋʲilʲnɐ
цивільне	tseʋʲilʲne
цивільний	tseʋʲilʲnei̯
цивільним	tseʋʲilʲnem
цивільними	tseʋʲilʲneme
цивільних	tseʋʲilʲnex
цивільного	tseʋʲilʲnɔɦɔ
цивільному	tseʋʲilʲnɔmʊ
цивільною	tseʋʲilʲnɔjʊ
цивільної	tseʋʲilʲnɔji
цивільну	tseʋʲilʲnʊ
цивільні	tseʋʲilʲnʲi
цивільній	tseʋʲilʲnʲii̯
цивільнім	tseʋʲilʲnʲim
цивілізаційний	tseʋʲilʲizɐtsʲii̯nei̯
цивілізація	tseʋʲilʲizatsʲijɐ
цивілізований	tseʋʲilʲizɔʋɐnei̯
циган	tsɪɦɐn
циганка	tseɦankɐ
цигарка	tseɦarkɐ
цигарок	tseɦarɔk
цидула	tseduɫɐ
цикл	tsɪkɫ
циклон	tsekɫɔn
циклона	tsekɫɔnɐ
циклонам	tsekɫɔnɐm
циклонами	tsekɫɔnɐme
циклонах	tsekɫɔnɐx
циклони	tsekɫɔne
циклоном	tsekɫɔnɔm
циклону	tsekɫɔnʊ
циклоні	tsekɫɔnʲi
циклонів	tsekɫɔnʲiu̯
циклічний	tseklʲitʃnei̯
циклічність	tseklʲitʃnʲisʲtʲ
циліндр	tselʲindr
циліндричний	tselʲindrɪtʃnei̯
цим	tsɪm
цимбали	tsembaɫe
цими	tsɪme
цинк	tsɪnk
цинковий	tsɪnkɔʋei̯
цинобра	tsenɔbrɐ
цинізм	tsenʲizm
цинічний	tsenʲitʃnei̯
цинічно	tsenʲitʃnɔ
цирк	tsɪrk
циркадний	tserkadnei̯
циркач	tserkatʃ
циркачка	tserkatʃkɐ
цирковий	tserkɔʋɪi̯
цирконій	tserkɔnʲii̯
цистерна	tsestɛrnɐ
цитадель	tsetɐdɛlʲ
цитата	tsetatɐ
цитрина	tsetrɪnɐ
цитувати	tsetʊʋate
цить	tsɪtʲ
цифра	tsɪfrɐ
цифрова	tsefrɔʋa
цифрове	tsefrɔʋɛ
цифровий	tsefrɔʋɪi̯
цифровим	tsefrɔʋɪm
цифровими	tsefrɔʋɪme
цифрових	tsefrɔʋɪx
цифрового	tsefrɔwɔɦɔ
цифровому	tsefrɔwɔmʊ
цифровою	tsefrɔwɔjʊ
цифрової	tsefrɔwɔji
цифрову	tsefrɔwu
цифрові	tsefrɔʋʲi
цифровізація	tsefrɔʋʲizatsʲijɐ
цифровій	tsefrɔʋʲii̯
цифровім	tsefrɔʋʲim
цих	tsɪx
цицька	tsɪtsʲkɐ
циця	tsɪtsʲɐ
цнота	tsnɔtɐ
цнотливий	tsnɔtɫɪʋei̯
цнотливість	tsnɔtɫɪʋʲisʲtʲ
цугцванг	tsuɦtsʋɐnɦ
цугцванг	tsʊɦtsʋanɦ
цукерка	tsʊkɛrkɐ
цукерня	tsʊkɛrnʲɐ
цукерок	tsʊkɛrɔk
цукор	tsukɔr
цукрам	tsukrɐm
цукрами	tsukrɐme
цукрах	tsukrɐx
цукри	tsukre
цукрова	tsʊkrɔʋɐ
цукровий	tsʊkrɔʋei̯
цукрові	tsukrɔʋʲi
цукром	tsukrɔm
цукру	tsukrʊ
цукрі	tsukrʲi
цукрів	tsukrʲiu̯
цупити	tsupete
цуратися	tsʊratesʲɐ
цуценя	tsʊtsenʲa
цькувати	tsʲkʊʋate
цього	tsʲɔɦɔ
цьогоріч	tsʲɔɦorʲitʃ
цьогорічний	tsʲɔɦorʲitʃnei̯
цьом	tsʲɔm
цьому	tsʲomu
цьому	tsʲɔmʊ
цьоця	tsʲɔtsʲɐ
цю	tsʲu
ця	tsʲa
цятка	tsʲatkɐ
ці	tsʲi
ціанід	tsʲiɐnʲid
цій	tsʲii̯
цікава	tsʲikaʋɐ
цікаве	tsʲikaʋe
цікавий	tsʲikaʋei̯
цікавим	tsʲikaʋem
цікавими	tsʲikaʋeme
цікавинка	tsʲikaʋenkɐ
цікавити	tsʲikaʋete
цікавитися	tsʲikaʋetesʲɐ
цікавиться	tsʲikaʋetsʲːɐ
цікавих	tsʲikaʋex
цікавляться	tsʲikau̯lʲɐtsʲːɐ
цікаво	tsʲikawɔ
цікавого	tsʲikawɔɦɔ
цікавому	tsʲikawɔmʊ
цікавою	tsʲikawɔjʊ
цікавої	tsʲikawɔji
цікаву	tsʲikawʊ
цікаві	tsʲikaʋʲi
цікавій	tsʲikaʋʲii̯
цікавім	tsʲikaʋʲim
ціла	tsʲiɫɐ
ціле	tsʲiɫe
цілей	tsʲiɫei̯
цілеспрямований	tsʲiɫesprʲɐmɔʋɐnei̯
цілеспрямовано	tsʲiɫesprʲɐmɔʋɐnɔ
цілеспрямованість	tsʲiɫesprʲɐmɔʋɐnʲisʲtʲ
цілий	tsʲiɫei̯
цілитель	tsʲiɫɪtelʲ
цілителька	tsʲiɫɪtelʲkɐ
цілковитий	tsʲiɫkɔʋɪtei̯
цілковито	tsʲiɫkɔʋɪtɔ
цілком	tsʲiɫkɔm
ціллю	tsʲilʲːʊ
цілодобовий	tsʲiɫɔdɔbɔʋɪi̯
цілодобово	tsʲiɫɔdɔbɔwɔ
цілою	tsʲiɫɔjʊ
цілої	tsʲiɫɔji
цілу	tsʲiɫʊ
цілувати	tsʲiɫʊʋate
цілунок	tsʲiɫunɔk
ціль	tsʲilʲ
цільовий	tsʲilʲɔʋɪi̯
цілям	tsʲilʲɐm
цілями	tsʲilʲɐme
цілях	tsʲilʲɐx
цілі	tsʲilʲi
