ং	ŋ
প্রকাশ	pɾokaʃ
প্রকাশনা	pokaʃonaˑ
প্রকাশনা	pɹokaʃonaˑ
প্রকাশনা	pɾokaʃonaˑ
প্রকাশনা	ɸoxaʃonaˑ
প্রকাশিত	pɹokaʃit̪oˑ
প্রকাশিত	pɾokaʃit̪oˑ
প্রকৃত	pɹokɹit̪oˑ
প্রকৃত	pɾokɾit̪oˑ
প্রকৃত	pɾokːit̪oˑ
প্রকৃতি	pɹokɹit̪iˑ
প্রকৃতি	pɾokɾit̪iˑ
প্রকৃতি	pɾokːit̪iˑ
প্রজাপতি	pɹodʑapot̪iˑ
প্রজাপতি	pɾodʒapot̪iˑ
প্রতিজ্ঞা	pɹot̪igːaˑ
প্রতিজ্ঞা	pɾot̪igːaˑ
প্রতিধ্বনি	pɹot̪id̪ʱːoniˑ
প্রতিধ্বনি	pɾot̪id̪ʱːoniˑ
প্রধান	pɾod̪ʱan
প্রশংসা	pɹoʃɔŋʃaˑ
প্রশংসা	pɾoʃɔŋʃaˑ
প্রস্তুত	pɹost̪ut̪
প্রস্তুত	pɾost̪ut̪
প্রাকৃতিক	pɹakɹit̪ik
প্রাকৃতিক	pɾakɾit̪ik
প্রাকৃতিক	pɾakːit̪ik
প্রাচীন	pɹatɕin
প্রাচীন	pɾatʃin
প্রাচীর	pɹatɕiɹ
প্রাচীর	pɾatʃiɾ
প্রাণ	pɹan
প্রাণ	pɾan
প্রাণ	pɾaːn
প্রাণী	pɹaniˑ
প্রাণী	pɾaniˑ
প্রাত	pɹat̪
প্রাত	pɾat̪
প্রাতরাশ	pɹat̪ɔɹaʃ
প্রাতরাশ	pɾat̪ɔɾaʃ
প্রায়	pɹae̯
প্রায়	pɾae̯
প্রৌঢ়	pɾou̯ɹoˑ
প্রৌঢ়	pɾou̯ɽoˑ
প্রৌঢ়	pɾou̯ɽʱoˑ
প্রৌঢ়	pɾou̯ɾhoˑ
প্লিজ	pliz
প্লিজ	pliːz
প্লুটো	plutoˑ
প্লুটো	pluʈoˑ
ফটোগ্রাফ	fɔtogɹaf
ফটোগ্রাফ	fɔʈogɾaf
ফণা	fɔnaˑ
ফতে	fot̪eˑ
ফতোয়া	fɔt̪o̯aˑ
ফরাসি	fɔɹaʃiˑ
ফরাসি	fɔɾaʃiˑ
ফরিয়াদ	foɹi̯ad̪
ফরিয়াদ	foɾi̯ad̪
ফলাফল	fɔlafɔl
ফাঁসি	faʃiˑ
ফাঁসি	fãʃiˑ
ফাইরুজ	fai̯ɹuz
ফাইরুজ	fai̯ɾuz
ফাজিল	fadʑil
ফাজিল	fadʒil
ফাজিল	fazil
ফাজিল	ɸad̪zil
ফাজিল	ɸazil
ফাটা	fɑʈɑ
ফাটা	pʰɑʈɑ
ফাটা	ɸɑʈɑ
ফাটাফাটি	fatafatiˑ
ফাটাফাটি	faʈafaʈiˑ
ফাতেমা	fat̪emaˑ
ফানুস	fanuʃ
ফায়দা	fae̯ɔd̪aˑ
ফারজানা	faɹdʑanaˑ
ফারজানা	faɹzanaˑ
ফারজানা	faɾdʒanaˑ
ফারজানা	faɾzanaˑ
ফারাহ	faɹaˑ
ফারাহ	faɾaˑ
ফালুদা	falud̪aˑ
ফাল্গুন	falgun
ফাল্গুন	pʰalgun
ফাহ্মী	fahmiˑ
ফিতা	fit̪aˑ
ফিরোজা	fiɹozaˑ
ফিরোজা	fiɾozaˑ
ফুয়েল	fu̯el
ফুরসত	fuɹʃɔt̪
ফুরসত	fuɾʃɔt̪
ফুর্তি	fuɾt̪iˑ
ফেনা	fænaˑ
ফেনা	fɛnaˑ
ফেব্রুয়ারি	febɹu̯aɹiˑ
ফেব্রুয়ারি	febɾu̯aɾiˑ
ফেরদৌস	feɾd̪os
ফেরদৌস	feɾd̪ou̯s
ফেরা	feɹaˑ
ফেরা	pʰeɾaˑ
ফেরেশতা	feɹest̪aˑ
ফেরেশতা	feɾest̪aˑ
ফেলা	fælaˑ
ফেলা	fɛlaˑ
ফোঁটা	fotaˑ
ফোঁটা	fõtaˑ
ফোঁটা	fõʈaˑ
ফোঁটা	pʰõʈaˑ
ফোঁটা	ɸõtaˑ
ফোঁসা	foʃaˑ
ফোঁসা	fõʃaˑ
ফোটা	fotaˑ
ফোটা	foʈaˑ
ফোটা	pʰoʈaˑ
ফোটা	ɸotaˑ
ফোটানো	fotanoˑ
ফোটানো	foʈanoˑ
ফোটানো	pʰoʈanoˑ
ফোটানো	ɸotanoˑ
ফোড়া	foɹaˑ
ফোড়া	foɽaˑ
ফোড়া	foɾaˑ
ফোন	fon
ফোন	foːn
ফোরাত	foɹat̪
ফোরাত	foɾat̪
ফোলা	folaˑ
ফোলা	pʰolaˑ
ফোলা	ɸolaˑ
ফৌজ	fou̯dʑ
ফৌজ	fou̯dʒ
ফৌজ	fou̯z
ফৌজদার	fou̯dʑɔd̪aɹ
ফৌজদার	fou̯dʒɔd̪aɾ
ফৌজি	fou̯dʑiˑ
ফৌজি	fou̯dʒiˑ
ফৌজি	fou̯ziˑ
ফ্যান	fæn
ফ্যান	fæːn
ফ্যান	fɛn
ফ্যান	fɛːn
ফ্যাসিবাদ	fæsibad̪
ফ্রিজ	fɹidʑ
ফ্রিজ	fɹiz
ফ্রিজ	fɾidʒ
ফ্রিজ	fɾiz
ফ্রিজ	fɾiːz
ফ্রেশ	fɹeʃ
ফ্রেশ	fɾeʃ
ফ্রেশ	fɾeːʃ
ফ্লপি	flɔpiˑ
ফ্ল্যাগ	flæg
ফ্ল্যাগ	flɛg
বঁধু	bɔd̪ʱuˑ
বঁধু	bɔ̃d̪ʱuˑ
বংশ	bɔŋʃoˑ
বংশধর	bɔŋʃod̪ʱɔɹ
বংশধর	bɔŋʃod̪ʱɔɾ
বউ	bou̯
বক	bɔk
বক	bɔːk
বকশিশ	bokʃiʃ
বগ	bɔg
বগদাদ	bɔgd̪ad̪
বঙ্গ	bɔŋgoˑ
বঙ্গবিদ্যা	bɔngobid̪ːaˑ
বঙ্গাব্দ	bɔŋgabd̪oˑ
বঙ্গালী	bɔŋgaliˑ
বজ্র	bɔdʑɹoˑ
বজ্র	bɔdʒɾoˑ
বট	bɔt
বট	bɔʈ
বট	bɔːt
বট	bɔːʈ
বড	bɔd
বত্ব	bɔt̪ːoˑ
বদমাইশ	bɔd̪mai̯ʃ
বদ্ধ	bɔd̪ʱːoˑ
বদ্ধ	bɔd̪ʱːɔˑ
বদ্ধ	bɔd̪ːɔ́ˑ
বন্দর	bɔnd̪ɔɹ
বন্দর	bɔnd̪ɔɾ
বন্দুকিয়া	bɔnd̪uki̯aˑ
বন্দ্যোপাধ্যায়	bɔnd̪opad̪ʱːae̯
বন্‌ধ	bɔnd̪
বম্বে	bɔmbeˑ
বয়জা	bɔe̯dʑaˑ
বয়জা	bɔe̯dʒaˑ
বয়স	bɔe̯oʃ
বয়স	bɔe̯ʃ
বয়স্ক	bɔe̯oskoˑ
বয়ান	bɔe̯an
বর	bɔɹ
বর	bɔɾ
বর	bɔːɾ
বরং	bɔɹoŋ
বরং	bɔɾoŋ
বরকত	bɔɹkot̪
বরকত	bɔɾkot̪
বরকন্দাজ	bɔɹkɔnd̪adʑ
বরকন্দাজ	bɔɾkɔnd̪adʒ
বরফ	bɔɹof
বরফ	bɔɹoɸ
বরফ	bɔɾop
বরফ	bɔɾopʰ
বরফ	bɔɾoɸ
বরবাদ	bɔɹbad̪
বরবাদ	bɔɾbad̪
বর্গি	boɹgiˑ
বর্গি	boɾgiˑ
বর্ণ	bɔɹnoˑ
বর্ণ	bɔɾnoˑ
বর্ণনা	bɔɹnonaˑ
বর্ণনা	bɔɾnonaˑ
বর্ণমালা	bɔɹnomalaˑ
বর্ণমালা	bɔɾnomalaˑ
বর্তমান	bɔɹt̪oman
বর্তমান	bɔɾt̪oman
বর্ধমান	bɔɹd̪ʱoman
বর্ধমান	bɔɾd̪ʱoman
বর্ষণবিধৌত	bɔɹʃɔnbid̪ʱou̯t̪
বর্ষণবিধৌত	bɔɾʃɔnbid̪ʱou̯t̪
বর্ষপঞ্জি	bɔɹʃopondʑiˑ
বর্ষপঞ্জি	bɔɾʃopondʒiˑ
বলদ	bɔlod̪
বলা	bɔlaˑ
বলিউড	boliu̯d
বলিউড	boliu̯ɖ
বলিদান	bolid̪an
বল্টু	bɔl̪tuˑ
বল্টু	bɔɭʈuˑ
বশির	boʃiɹ
বশির	boʃiɾ
বস	bɔs
বস	bɔːs
বসন্ত	bɔʃont̪oˑ
বসবাস	bɔsobaʃ
বসবাসকারী	bɔsobaʃkaɹiˑ
বসবাসকারী	bɔsobaʃkaɾiˑ
বসা	bɔʃaˑ
বসু	bos̠uˑ
বসুন্ধরা	boʃund̪ʱɔɹaˑ
বসুন্ধরা	boʃund̪ʱɔɾaˑ
বস্তা	bɔst̪aˑ
বা	baː
বা	baˑ
বাঁ	baː
বাঁ	baˑ
বাঁ	bãː
বাঁ	bãˑ
বাঁকা	bakaˑ
বাঁকা	bãkaˑ
বাঁচন	batɕɔn
বাঁচন	bãtʃɔn
বাঁচা	batɕaˑ
বাঁচা	bãtʃaˑ
বাঁচানো	bãtʃano
বাঁজা	badʑaˑ
বাঁজা	bad̪zaˑ
বাঁজা	bazaˑ
বাঁজা	bãdʒaˑ
বাঁদর	bad̪oɹ
বাঁদর	bãd̪oɾ
বাঁধ	bad̪
বাঁধ	bãd̪
বাঁধা	bãd̪ʱa
বাঁশি	bãʃi
বাংলা	baŋlaˑ
বাংলাদেশ	baŋlad̪eʃ
বাংলাদেশী	baŋlad̪eʃiˑ
বাংলাদেশে	baŋlad̪eʃeˑ
বাউল	bau̯l
বাকি	bakiˑ
বাগড়ী	bagoɹiˑ
বাগড়ী	bagoɽiˑ
বাগড়ী	bagoɾiˑ
বাগধারা	bagd̪ʱaɹaˑ
বাগধারা	bagd̪ʱaɾaˑ
বাগান	bagan
বাগার	bagaɹ
বাগার	bagaɾ
বাগিচা	bagitɕaˑ
বাগিচা	bagitʃaˑ
বাগেরহাট	bageɾhat
বাগেরহাট	bageɾhaʈ
বাঘিনি	bagʱiniˑ
বাচাল	batɕal
বাচাল	batʃal
বাচ্চা	batɕːaˑ
বাচ্চা	batʃːaˑ
বাছা	batʃʰaˑ
বাছাই	batɕʰai̯
বাছাই	batʃʰai̯
বাছুর	batɕʰuɹ
বাছুর	batʃʰuɾ
বাজ	badʑ
বাজ	bad̪z
বাজ	badʒ
বাজ	baz
বাজা	badʑaˑ
বাজা	badʒaˑ
বাজার	badʑaɾ
বাজার	badʒaɾ
বাজার	bazaɾ
বাজে	badʑeˑ
বাজে	badʒeˑ
বাট	baːʈ̟
বাড়	baɹ
বাড়	baɽ
বাড়	baɾ
বাড়ানো	baɹanoˑ
বাড়ানো	baɽanoˑ
বাড়ানো	baɾanoˑ
বাড্ডা	badːaˑ
বাড্ডা	baɖːaˑ
বাতা	bat̪aˑ
বাতাস	bat̪aʃ
বাতিল	bat̪il
বাদক	bad̪ɔk
বাদশাজাদা	bad̪ʃadʑad̪aˑ
বাদশাজাদা	bad̪ʃadʒad̪aˑ
বাদশাহ	bad̪ʃaˑ
বাদশাহ	bat̪ʃaˑ
বাদাম	bad̪am
বান	ban
বান	baːn
বান্দর	band̪oɹ
বান্দর	band̪oɾ
বান্দরবান	band̪oɹban
বান্দরবান	band̪oɹbɔn
বান্দরবান	band̪oɾban
বান্ধবী	band̪ʱobiˑ
বাপ্তিস্ম	bapt̪ismoˑ
বাপ্তিস্ম	bapt̪iʃmoˑ
বাপ্তিস্ম	bapt̪iʃmõˑ
বাবু	babuˑ
বাবুর্চি	babuɹtɕiˑ
বাবুর্চি	babuɾtʃiˑ
বার	baɹ
বার	baɾ
বার	baːɾ
বারান্দা	baɹand̪aˑ
বারান্দা	baɾand̪aˑ
বারি	baɹiˑ
বারি	baɾiˑ
বারিধারা	baɹid̪ʱaɹaˑ
বারিধারা	baɾid̪ʱaɾaˑ
বারুশ	baɹuʃ
বারুশ	baɾuʃ
বারো	baɹoˑ
বারো	baɾoˑ
বার্তাকু	baɾt̪akuˑ
বাল	bal
বালতি	bal̪t̪iˑ
বালি	bali
বালিশ	baliʃ
বাল্যবিবাহ	balːobibahoˑ
বাষ্প	baʂpoˑ
বাষ্প	baʃpoˑ
বাষ্প	baʃɸoˑ
বাস	bas
বাস	baʃ
বাস	baːs
বাস	baːʃ
বাসনা	baʃnaˑ
বাসনা	baʃonaˑ
বাসন্তী	baʃont̪iˑ
বাসমতী	baʃmɔt̪iˑ
বাসা	baʃaˑ
বাহাউদ্দিন	bahau̯d̪ːin
বাহানা	bahanaˑ
বাহার	bahaɹ
বাহার	bahaɾ
বাহারা	baaɹaˑ
বাহারা	baaɾaˑ
বাহারা	bahaɹaˑ
বাহারা	bahaɾaˑ
বাহারা	bahaɾãˑ
বাহারাঁ	bahaɹaˑ
বাহারাঁ	bahaɾaˑ
বাহারাঁ	bahaɾãˑ
বিকাল	bikal
বিচার	bitɕaɹ
বিচার	bitʃaɾ
বিচ্ছিরি	bitɕʰːiɹiˑ
বিচ্ছিরি	bitʃʰːiɾiˑ
বিছনা	bisnaˑ
বিছানা	bitɕʰanaˑ
বিছানা	bitʃʰanaˑ
বিছানো	bitɕʰanoˑ
বিছানো	bitʃʰanoˑ
বিজয়	bidʑɔe̯
বিজয়	bidʒɔe̯
বিজলী	bidʑliˑ
বিজলী	bidʒliˑ
বিজ্ঞ	bigːoˑ
বিজ্ঞ	bigːõˑ
বিজ্ঞান	bigːan
বিজ্ঞান	bigːæn
বিজ্ঞানী	bigːæniˑ
বিজ্ঞানী	bigːɛniˑ
বিজ্ঞাপন	bigːapon
বিড়াল	biɹal
বিড়াল	biɽal
বিড়াল	biɾal
বিড়ি	biɹiˑ
বিড়ি	biɽiˑ
বিড়ি	biɾiˑ
বিদায়	bid̪ae̯
বিদ্যালয়	bid̪ːalɔe̯
বিধা	bid̪ʱaˑ
বিধ্বস্ত	bid̪ʱːɔst̪oˑ
বিনষ্ট	binɔstoˑ
বিনষ্ট	binɔʂʈoˑ
বিনষ্ট	binɔʃtoˑ
বিন্দু	bind̪uˑ
বিপাশা	bipaʃaˑ
বিবেক	bibek
বিভাগ	bibʱag
বিভাগ	bivag
বিভাজন	bibʱadʑɔn
বিভাজন	bibʱadʒɔn
বিভাজন	bivadʑɔn
বিভাজন	bivadʒɔn
বিভিন্ন	bibʱinːoˑ
বিভিন্ন	bivinːoˑ
বিভিন্নতা	bibʱinːot̪aˑ
বিভিন্নতা	bibʱinːɔt̪aˑ
বিভিন্নতা	bivinːot̪aˑ
বিভিন্নতা	bivinːɔt̪aˑ
বিভীষণ	bibʱiʃɔn
বিভীষণ	biviʃɔn
বিভীষণ	biβiʃɔn
বিমল	bimɔl
বিমানবন্দর	bimänbɔ̜nd̪oˑɾ
বিয়াই	bi̯ai̯
বিয়ান	bi̯an
বিয়ে	bi̯eˑ
বিরল	biɹɔl
বিরল	biɾɔl
বিরান	biɹan
বিরান	biɾan
বিরানী	biɹaniˑ
বিরানী	biɾaniˑ
বিরিয়ানি	biɹi̯aniˑ
বিরিয়ানি	biɾi̯aniˑ
বিরিয়ানী	biɹi̯aniˑ
বিরিয়ানী	biɾi̯aniˑ
বিরুদ্ধে	biɾud̪ʱːeˑ
বিরেনী	biɹeniˑ
বিরেনী	biɹɛniˑ
বিরেনী	biɾeniˑ
বিরেনী	biɾɛniˑ
বিরেয়ানী	biɹeaniˑ
বিরেয়ানী	biɾeaniˑ
বিলাই	bilai̯
বিলাতি	bilat̪iˑ
বিলিতি	bilit̪iˑ
বিশাল	biʃal
বিশ্বযুদ্ধ	biʃːɔdʑud̪ʱːoˑ
বিশ্বযুদ্ধ	biʃːɔdʒud̪ʱːoˑ
বিশ্বশক্তি	biʃːɔʃɔkt̪iˑ
বিশ্বস্ত	biʃːɔst̪oˑ
বিশ্বাস	biʃːaʃ
বিশ্রী	bisɹiˑ
বিশ্রী	bisɾiˑ
বিষ	biʃ
বিষ	biːʃ
বিস্তারিত	bist̪aɹit̪oˑ
বিস্তারিত	bist̪aɾit̪oˑ
বিহনে	bihɔneˑ
বীর	biɹ
বীর	biɾ
বীর	biːɾ
বুকপাটা	bukpataˑ
বুকপাটা	bukpaʈaˑ
বুঝতে	budʒʱt̪eˑ
বুঝতে	buz̪̪t̪eˑ
বুত	but̪
বুদাপেস্ট	bud̪apest
বুদাপেস্ট	bud̪apesʈ
বুদাপেস্ট	bud̪apeʂʈ
বুদ্ধি	bud̪ʱːiˑ
বুদ্ধি	bʱud̪ːiˑ
বুদ্ধি	vud̪ːiˑ
বুলবুল	bulbul
বুশরা	buʃɹaˑ
বুশরা	buʃɾaˑ
বৃক্ক	bɹikːoˑ
বৃক্ক	bɾikːoˑ
বৃদ্ধি	bɹid̪ʱːiˑ
বৃদ্ধি	bɾid̪ʱːiˑ
বৃশ্চিক	bɹistɕik
বৃশ্চিক	bɹiʃsix
বৃশ্চিক	bɹiʃtɕik
বৃশ্চিক	bɾist̪sik
বৃশ্চিক	bɾistʃik
বৃশ্চিক	bɾiʃsik
বৃশ্চিক	bɾiʃtʃik
বৃশ্চিকদংশন	bɹistɕikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɹiʃtɕikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɾistʃikɔd̪oŋʃɔn
বৃশ্চিকদংশন	bɾiʃtʃikɔd̪oŋʃɔn
বৃষ্টি	bɹistiˑ
বৃষ্টি	bɹiʃtiˑ
বৃষ্টি	bɾiʂʈiˑ
বৃহস্পতি	bɹihɔʃpot̪iˑ
বৃহস্পতি	bɾihɔʃpot̪iˑ
বৃহস্পতিবার	bɹihɔʃpot̪ibaɹ
বৃহস্পতিবার	bɾihɔʃpot̪ibaɾ
বে	beː
বে	beˑ
বে	bẽː
বে	bẽˑ
বেওয়াকেফ	beo̯akef
বেকুব	bekub
বেগ	beg
বেগম	begom
বেগুন	begun
বেচারা	betɕaɹaˑ
বেচারা	betʃaɾaˑ
বেটা	bætaˑ
বেটা	bæʈaˑ
বেড়	beɹ
বেড়	beɽ
বেড়	beɾ
বেড়া	beɹaˑ
বেড়া	beɽaˑ
বেড়া	beɾaˑ
বেড়ানো	beɹanoˑ
বেড়ানো	beɽanoˑ
বেড়ানো	beɾanoˑ
বেড়াল	beɹal
বেড়াল	beɽal
বেড়াল	beɾal
বেড়াল	bɛɹal
বেড়াল	bɛɾal
বেদনা	bed̪onaˑ
বেদানা	bed̪ana
বেদে	bed̪eˑ
বেনারস	benaɾɔʃ
বেপরোয়া	bepɔɹo̯aˑ
বেপরোয়া	bepɔɾo̯aˑ
বের	beɹ
বের	beɾ
বের	beːɾ
বেরাদর	beɹad̪ɔɹ
বেরাদর	beɾad̪ɔɾ
বেরানী	beɹaniˑ
বেরানী	beɾaniˑ
বেরানী	bɛɹaniˑ
বেরানী	bɛɾaniˑ
বেরেয়ানী	beɹeaniˑ
বেরেয়ানী	beɾeaniˑ
বেরোনো	berono
বেলফাস্ট	belfast
বেলফাস্ট	belfasʈ
বেলফাস্ট	belfaʂʈ
বেলা	bælaˑ
বেলা	bɛlaˑ
বেলারুশ	belaɹuʃ
বেলারুশ	belaɾuʃ
বেলি	beliˑ
বেলুন	belun
বেশী	beʃiˑ
বেশুমার	beʃumaɹ
বেশুমার	beʃumaɾ
বেশ্যা	beʃːaˑ
বেষ্ট	bestoˑ
বেষ্ট	beʂʈoˑ
বেষ্ট	beʃtoˑ
বেসন	bæʃon
বেসন	bɛʃon
বেহেশ্ত	behest̪
বেহেশ্ত	beheʃt̪
বৈঠা	boi̯tʰaˑ
বৈঠা	boi̯ʈʰaˑ
বৈদ্য	boi̯d̪ːoˑ
বৈদ্য	boi̯d̪ːɔˑ
বৈশাখ	boi̯ʃak
বৈশাখ	boi̯ʃax
বৈশিষ্ট্য	boi̯ʃistːoˑ
বৈশিষ্ট্য	boi̯ʃiʂʈːoˑ
বৈশিষ্ট্য	boi̯ʃiʃtːoˑ
বৈষ্ণব	boi̯ʃnɔb
বোকা	bokaˑ
বোকাচোদা	bokätʃod̪äˑ
বোজা	bodʑaˑ
বোজা	bodʒaˑ
বোঝা	bodʑʱaˑ
বোঝা	bodʒʱaˑ
বোঝা	bozaˑ
বোতল	bot̪ol
বোতাম	bot̪am
বোধ	bod̪
বোন	bon
বোন	boːn
বোবা	bobaˑ
বোমা	bomaˑ
বোম্বাই	bombai̯
বোরকা	boɹkaˑ
বোরকা	boɹkʰaˑ
বোরকা	boɾkaˑ
বোরকা	boɾkʰaˑ
বোস	boːs̠
বৌদ্ধ	bou̯d̪ʱːoˑ
ব্যঞ্জনধ্বনি	bændʒɔnd̪ʱoniˑ
ব্যঞ্জনধ্বনি	bɛndʑɔnd̪ʱoniˑ
ব্যবসা	bæbʃaˑ
ব্যবসা	bɛbʃaˑ
ব্যবস্থা	bæbost̪ʰaˑ
ব্যবস্থা	bɛbost̪ʰaˑ
ব্যবহার	bæboɦaɾ
ব্যবহার	bæbŏɦaɾ
ব্যবহার	bæbᵊɦaɾ
ব্যস	bæs
ব্যস	bæːs
ব্যস	bɛs
ব্যস	bɛːs
ব্যস্ত	bæst̪oˑ
ব্যস্ত	bɛst̪oˑ
ব্যাকরণ	bækɔɾon
ব্যাকরণ	bɛkɔɹon
ব্যাগ	bæg
ব্যাঙ্ক	bæŋkoˑ
ব্যাঙ্ক	bɛŋkoˑ
ব্যাটারি	bæʈ̟äɾiˑ
ব্যাদ	bæd̪
ব্যাদ	bɛd̪
ব্যাপক	bæpɔk
ব্যাপক	bɛpɔk
ব্যাপার	bæpaɾ
ব্যাপার	bɛpaɹ
ব্যায়াম	beam
ব্যায়াম	bæam
ব্যায়াম	bɛam
ব্যাস	bæs
ব্যাস	bæːs
ব্যাস	bɛs
ব্যাস	bɛːs
ব্রণ	bɹɔn
ব্রণ	bɾɔn
ব্রণ	bɾɔːn
ব্রত	bɹot̪oˑ
ব্রত	bɾot̪oˑ
ব্রাজিল	bɹazil
ব্রাজিল	bɾazil
ব্রাহ্ম	bɹai̯mːɔˑ
ব্রাহ্ম	bɹamhoˑ
ব্রাহ্ম	bɹamːoˑ
ব্রাহ্ম	bɾai̯mːɔˑ
ব্রাহ্ম	bɾamhoˑ
ব্রাহ্ম	bɾamːoˑ
ব্রাহ্মণ	bɾamhon
ব্রাহ্মণ	bɾamːon
ব্রাহ্মণবাড়িয়া	bɹamhonbaɹi̯aˑ
ব্রাহ্মণবাড়িয়া	bɹamːonbaɹi̯aˑ
ব্রাহ্মণবাড়িয়া	bɾamhonbaɽi̯aˑ
ব্রাহ্মণবাড়িয়া	bɾamːonbaɾi̯aˑ
ব্রিটেন	bɹiten
ব্রিটেন	bɾiʈen
ব্লগ	blɔg
ব্ল্যাকহোল	blækhoˑl
বৎসর	bɔt̪ʃɔɹ
বৎসর	bɔt̪ʃɔɾ
ভ	bʱoː
ভ	voˑ
ভইড়	bói̯ɹ
ভইড়	bʱoi̯ɾ
ভইড়	ɓoi̯ɾ
ভগিনী	bʱoginiˑ
ভট্টাচার্য	bʱɔtːatɕaɹdʑoˑ
ভট্টাচার্য	bʱɔʈːatʃaɾdʒoˑ
ভট্টাচার্য	vɔtːatɕaɹdʑoˑ
ভট্টাচার্য	vɔʈːatʃaɾdʒoˑ
ভড়	bʱɔːɾ
ভণ্ড	bʱɔndoˑ
ভণ্ড	bʱɔɳɖoˑ
ভণ্ড	vɔndoˑ
ভণ্ড	vɔɳɖoˑ
ভদকা	bʱɔd̪okaˑ
ভদকা	vɔd̪okaˑ
ভবিষ্যদ্বাণী	bʱobiʃːɔd̪baniˑ
ভবিষ্যৎ	bʱobiʃːɔt̪
ভয়	bʱɔe̯
ভয়	vɔe̯
ভরতনাট্যম	bʱɔɹt̪natːom
ভরতনাট্যম	bʱɔɾt̪naʈːom
ভরতনাট্যম	vɔɹt̪natːom
ভরতনাট্যম	vɔɾt̪naʈːom
ভরসা	bʱɔɾoʃaˑ
ভরা	bʱɔra
ভর্তা	bʱɔɹt̪aˑ
ভর্তা	bʱɔɾt̪aˑ
ভর্তা	vɔɹt̪aˑ
ভর্তা	vɔɾt̪aˑ
ভাঁপ	bʱaːp
ভাঁপ	bʱãːp
ভাঁপ	vap
ভাঁপ	vãp
ভাং	bʱaŋ
ভাং	vaŋ
ভাই	bʱai̯
ভাই	vai̯
ভাইয়া	bʱai̯aˑ
ভাইয়া	bʱɐ̯ijäː
ভাইরাস	bʱai̯ɹas
ভাইরাস	bʱai̯ɾas
ভাইরাস	vai̯ɹas
ভাইরাস	vai̯ɾas
ভাগ	bʱag
ভাগ	vag
ভাগা	bʱaga
ভাগানো	bʱagano
ভাজ	báz
ভাজ	bʱadʑ
ভাজ	bʱadʒ
ভাজ	vadʑ
ভাজ	vadʒ
ভাজ	ɓad̪z
ভাটা	bʱataˑ
ভাটা	bʱaʈaˑ
ভাটা	vataˑ
ভাটা	vaʈaˑ
ভাটি	bʱatiˑ
ভাটি	bʱaʈiˑ
ভাটি	vatiˑ
ভাটি	vaʈiˑ
ভাড়া	bʱaɹaˑ
ভাড়া	bʱaɽaˑ
ভাড়া	vaɹaˑ
ভাড়া	vaɾaˑ
ভাড়াইট্যা	báɹai̯tːaˑ
ভাড়াইট্যা	ɓaɾai̯tːaˑ
ভাড়াটে	bʱaɹateˑ
ভাড়াটে	bʱaɽaʈeˑ
ভাড়াটে	vaɹateˑ
ভাড়াটে	vaɾaʈeˑ
ভাণ্ডার	bʱandaɹ
ভাণ্ডার	bʱaɳɖaɾ
ভাণ্ডার	vandaɹ
ভাণ্ডার	vaɳɖaɾ
ভাত	bʱat̪
ভাত	vat̪
ভাতার	bʱat̪aɹ
ভাতার	bʱat̪aɾ
ভাতার	vat̪aɹ
ভাতার	vat̪aɾ
ভাদ্র	bʱad̪ːɹoˑ
ভাদ্র	bʱad̪ːɾoˑ
ভাদ্র	vad̪ːɹoˑ
ভাদ্র	vad̪ːɾoˑ
ভাব	bʱaːb
ভাব	vab
ভাবনা	bʱabnaˑ
ভাবনা	bʱabɔnaˑ
ভাবনা	vabnaˑ
ভাবনা	vabɔnaˑ
ভাবে	bʱabeˑ
ভাবে	vabeˑ
ভার্চুয়াল	bʱaɹtɕu̯al
ভার্চুয়াল	bʱaɾtʃu̯al
ভার্চুয়াল	vaɹtɕu̯al
ভার্চুয়াল	vaɾtʃu̯al
ভাল	bʱal
ভাল	bʱaloˑ
ভাল	bʱaːloˑ
ভালবাসা	bʱalobaʃaˑ
ভালবাসা	valobaʃaˑ
ভালভা	bʱalbʱaˑ
ভালভা	valvaˑ
ভালাপাওয়া	bálapao̯aˑ
ভালাপাওয়া	bálaɸao̯aˑ
ভালাপাওয়া	bʱalapao̯aˑ
ভালোনাম	bʱalonam
ভালোনাম	valonam
ভালোবাসা	bʱalobaʃaˑ
