0k8	ʊkːɑː
నడుమ	n̪ʌɖum
నడుముపై	ɳɐɖumupʰej
నడుస్తాడు	ɳɐɖust̪aːɖu
నడుస్తుంది	ɳɐɖus̪t̪uɳɖi
నడుస్తున్న	n̪əɖuʂtun̪ː
నడుస్తున్నాయి	ɳɐɖust̪un̪d̪a
నడుస్తూ	ɳɐɖust̪uː
నత్తిగా	n̪aʈːigɑ
నథింగ్	n̪aːt̪ʰiŋʌ
నంది	nand̪i
నది	n̪d̪i
నన	n̪an̪
నన్ను	ənnʊ
నంబర్	nambɾʌ
నంబ్	namʋ
నమః	namah
నమలడం	namalad̪ʌm
నమలు	n̪amalu
నమస్కారం	n̪amaskɑːɾɑm
నమస్కృతి	namaskɾut̪i
నమిలే	n̪amíle
నమూనా	n̪amuːna
నమూనా	namuːnaː
నమూనాలను	n̪amuːn̪aːnu
నమోదయినప్పటికీ	namɔd̪ajinappaʈiki
నమోదు	n̪amɔːdu
నమోదైనవి	n̪am̪oːd̪eɪn̪avi
నమ్మకం	n̪amːakam
నమ్మకంతో	n̪amːakɐɳto
నమ్మకమైన	namːakamɛjɳ
నమ్మకాలు	n̪amːakɑːlu
నమ్మండి	n̪amːaɳɖi
నమ్మదగని	namːagaɳi
నమ్మను	nammanu
నమ్మరు	n̪amːaru
నమ్మలేకపోతున్నాను	n̪amːalɛkɔːt̪uɳːanu
నమ్మలేదు	n̪amːal̪eːdu
నమ్మలేని	n̪amːaleːni
నమ్మవచ్చా	n̪amːavɔtʃːɑ
నమ్మవద్దు	n̪amːavɐɖːu
నమ్మశక్యం	n̪amːaʃɐkʲɪ
నమ్మిన	n̪ɐmːiɳ
నమ్ముతారు	n̪amːuːt̪aːru
నమ్ముతున్నాను	n̪amːuʈuːn̪u
నమ్ముతున్నాము	n̪amːuɖuɳːamu
నమ్ముతున్నారు	n̪amːeːnt̪u
నమ్ముతూ	namːutuː
నమ్మునట్టి	namːuɳaʈːi
నమ్మేవాడిని	nammevaːdiːni
నయం	n̪aːm̪ə
నరకం	ɳɐɳɐgɐ
నరకడం	ɳɐɾɐgɐɖʌm
నరకమునకు	ɳɐɾɐkɐmunku
నరకానికి	ɳɐɾɐkɑŋki
నరకాన్ని	n̪əɾakɑːm̪i
నరహత్య	n̪əɾɑɦɾʌd̪ʌ
నరాల	ɳɐɾɐl̪
నరికి	n̪aɾiki
నరికేందుకు	n̪ɾikɯːn̪t̪eː
నర్తించు	naɾt̪iɲtʃu
నర్స్	ɾʌːs
నలగనందే	n̪alag̪an̪d̪e
నలిగిన	n̪aligiːn̪
నలుగురు	n̪aːluguːru
నలుపు	n̪al̪uːpu
నల్ల	nɐlː
నవనీతము	naʋaniːtamu
నవంబర్	n̪aʋamb̪aɾ
నవీకరణ	n̪aviːkɐɾɐɳ
నవ్వడం	n̪aʋːd̪aɱ
నవ్వలేదు	n̪aʋːaleːdu
నవ్వి	n̪aʋːi
నవ్వించు	naʋːiɲtʃu
నవ్వింది	naʋːind̪i
నవ్వు	n̪aʋːu
నవ్వుకొను	n̪əvːugoːnu
నవ్వుతున్న	n̪aʋːuʈun̪ː
నవ్వుతున్నారు	n̪aʋːʋeːrʋu
నవ్వుతూ	n̪aʋːut̪uː
నవ్వుతో	n̪aʋːuːt̪oː
నవ్వుతోన్న	n̪əʋːʊtoːn̪n̪
నశించు	n̪aʃin̪dʒu
నష్టం	ɳɐʂʈʌm
నష్టపరిహార	ɳaʂʈapariɦaːr
నష్టపోతాయి	ɳɐʂʈɔːpɔːd̪aiː
నష్టపోతుందని	ɳɐʂʈɔːt̪un̪d̪i
నష్టపోయినప్పుడు	ɳɐʂʈɐpoːjɪnapːuɖu
నష్టపోవచ్చు	ɳɐʂʈɐpoːvaʈʈʃu
నష్టమని	ɳɑʂʈamanɪ
నష్టాన్ని	ɳɐʂʈʌmni
నష్టాలను	ɳɑʂʈɑmuː
నష్టాలు	ɳɑʂʈɑːlu
నా	n̪aː
నాకన్నా	n̪aːkanna
నాకింగ్	naːkiŋ
నాకు	naːku
నాకెప్పుడూ	n̪aːkɛpːuɖuː
నాక్	naːk
నాక్స్	naːks
నాచు	naːtʃu
నాటకం	naːʈakaː
నాటకంలో	naːʈakɔːmloː
నాటకాలు	naːʈakaːlu
నాటకీయ	naːʈakijaː
నాటడం	naːʈaɖʌm
నాటికి	naːʈiki
నాటుమందు	naːʈumand̪u
నాటే	naːt̪eː
నాడి	n̪aːɖi
నాడీ	ɳaːɖiː
నాణెం	ɳaːɳeːm
నాణ్యత	ɳaːɳjəta
నాతో	naːtoː
నాథన్	naːt̪ʰan̪
నాదగ్గర	ɳaːdggɐɾɐ
నాది	n̪aːdi
నాన్న	n̪aːn̪n̪
నాన్సీ	naːns̪iː
నాన్సెన్స్	naːn̪seːn̪s̪
నాన్స్టాప్	n̪aːns̪t̪aːp̚
నాభి	naːbʰi
నాయకుడు	ɲajɔːkuɖu
నాయకులతో	ɲajɐkuɭ̆t̪oː
నాయకులు	ɲajakulu
నారంగము	naːraŋgamu
నారదుడు	naːraduɖu
నారింజ	naːɾiːɳgɑː
నారింజ	naːɾiɲdʒa
నార్	naːɾ
నార్తంబెర్లాండ్	naːɾt̪amb̪eɾlaːɳɖ
నాలా	nɑːlɑː
నాలుక	n̪aːluːk̟
నాలుగు	n̪aːlɪgu
నాలో	n̪aːloː
నాల్గవ	nɑːlgəʋ
నావికుల	naːvikul
నాశనం	naːʃan̪i
నాశనమయ్యాయి	naːʃanamɨjːɑːi
నాశనము	n̪aːʃan̪amu
నాసికా	n̪aːs̪ika
ని	ɲi
నికర	nikɐɾ
నికృష్ట	nikɾiʂʈu
నికోలస్	nikɔlɔs
నికోల్	nikɔːl
నిక్	ɳik
నిక్కీ	nikːi
నిక్షేపణం	nikʂeːpəɳam
నిక్షేపాలు	nikʂeːpɑːluː
నిక్సన్	nikʂɳ
నిగూఢ	niːguːɖʌ
నిగ్గ	nɪgː
నిఘా	ɳigʌ
నిచ్చెన	nitʃːena
నిచ్చెన	ɲitʃːeːna
నిజం	nidʒam̃
నిజ	ɲiɖʌ
నిజం	ɳiʐam
నిజంగా	ɲidʒaːŋgɑː
నిజంగానే	ɲiɖaŋgaːne
నిజమని	ɲiʐamani
నిజము	nidʒamu
నిజముగా	nidʒamugaː
నిజమేనా	ɲiʐamenaː
నిజమైంది	ɲidʒamɛɳdi
నిజమైన	ɳiʐamɛi̯n
నిజమైనది	ɲidʒamɛɪndi
నింజా	ɳiɲdʑa
నిజానికి	ɲidʒaŋki
నిజాయతీలేని	ɲidʒaːjatiːleni
నిజాయితీ	ɲiʒaːjit̪iː
నిజాయితీగా	ɲidʒajit̪iːgɑ
నిటారుగా	ɳiːtaːɾugɑ
నిట్టూర్పు	ɳɪʈːuːɾpu
నిట్టూర్పుని	ɳɪʈːuːɾpuɳi
నిఠారుగా	ɳiːt̪ʰaːɾuga
నిండి	ɲiɳɖi
నిండిన	ɳiɳɖiɳ
నిండిపోతాయి	ɳiɳɖipːoːt̪ai̯
నిడివిని	ɳiɖiʋini
నింద	nind̪a
నింద	ɲiːɳɖə
నిందించిన	ɲiːndiːɳtʃiɳ
నిదురించు	nid̪uɾiɲtʃu
నిద్ర	nidɾɐ
నిద్రపోతుంది	n̪iɖɾoːpoːt̪uɳ̪d̪i
నిద్రపోతూనేయున్నారు	n̪iːdr̪oːt̪uːneːjunnuːr̪u
నిద్రపోయారు	n̪iːdr̪oːjɑːruː
నిద్రపోవడం	n̪iːdr̪oːvaːɖ̪ʌm
నిద్రలో	n̪iːd̪ɾ̪ɑːloː
నిద్రలోకి	n̪iːdr̪əloːki
నిద్రవేళ	n̪iːd̪ɾəʋeːɭ̪ə
నిద్రించు	nid̪ɾiɲtʃu
నిధులను	n̪iːd̪ʱuːlun̪
నిధులు	n̪iːd̪ʱuːlu
నినాదాలు	n̪iˈnaːd̪alu
నినో	niːnoː
నిన్న	n̪iːn̪ː
నిన్నటి	n̪in̪ʈʌʈi
నిన్ను	n̪iːn̪u
నిన్నూ	n̪iːn̪ːuː
నిపుణత	ɳipuɳɐt̪
నిపుణుడు	ɳipuɳuɖu
నిపుణులు	ɳipuɳulu
నింపుతుంది	nimpuɖuŋu
నిబద్ధత	n̪iːbɐd̪ːʈʌ
నిబంధనల	ɳib̞and̪ʱan̪al̪
నిబంధనలు	n̪iːb̪and̪ʱan̪ulu
నిమగ్నం	nimɐgn̪ɐm
నిమగ్నమయ్యాడు	n̪iːmagn̪amajːaːduː
నిమగ్నమై	nimɐgnɐmeɪ
నిమిషం	n̪iːmiʂːaːm
నిమిషంలో	nimʌʃːʋoː
నిమిషాల	n̪iːmiʂaːl̪
నిమిషాలు	nimʃɑːlu
నిమిషాల్లో	n̪iːmiʂɑːlːoː
నిమ్మకాయ	nimːakaːj
నియంతృత్వం	nijan̪d̪riːt̪ʋam
నియంత్రణ	niːʌn̪t̪ɾaɳ
నియంత్రణలను	ɲoːnt̪ɾɑːɳlɑːnu
నియంత్రణలు	ɲoːnt̪ɾɑːɳɭu
నియంత్రణలో	ɲoːnt̪ɾɑːɳloː
నియంత్రించలేరు	ɲoːn̪t̪riɳtʃal̪eːru
నియంత్రించేందుకు	ɲoːntriɳtʃuː
నియంత్రిత	niːʌn̪t̪ɾiːt̪
నియంత్రిస్తుంది	nijan̪t̪ɾoːmd̪u
నియమం	niːjəmaː
నియమాలు	ɲiːmɑːluː
నియమించడానికి	ɲimaɪɲʈaːkiː
నియమించబడిన	niːjamiɳːd̪aːbdi
నియమించారు	niːjɑːmɑːʃːuː
నియమించినప్పుడు	nijamaːɖiŋːʌpːuɖu
నియమించుకున్న	ɲimaːmiɳːuːn̪ː
నియమించుకున్నారు	ɲimaːmɨɲːukuːnːuɾu
నియామకం	niːjɑːmɑːgʊ
నియామకాలు	ɲjamakɑːlu
నియామకుడు	ɲʌjɑːmɑkuɖu
నియోజక	ɲojoːdʒɑk
నిరంతరం	n̪iɾɐnt̪aram̪
నిరంతర	niɾɐnt̪ɐɾ
నిరసనలు	ɳiɾasənɭu
నిరాకరించారు	ɳiɾaːkɐɾiŋgu
నిరాకరించే	ɳiɾaːkɐɾiŋe
నిరాయుధీకరణ	ɳiɾaːjuːɖʱiɾaɳɑ
నిరాశ	niɾaːʃ
నిరాశ్రయ	niɾaːʃɾaj
నిరాశ్రయులకు	ɳiɾaːʃɾajulku
నిరాహారదీక్షలో	niɾɐhɐːɾɐdiːkʂɭoː
నిరీక్షించు	niɾiːkʂiɲtʃu
నిరుత్సాహపరిచిన	ɳiɾʊʈʃaːhəpariʈʃiɳ
నిరుద్యోగ-నియమిస్తాడు	niɾuɖjoganijamiʃtadu
నిరుపయోగం	ɳiɾupɐjogɑːm
నిరూపణ	ɳiɾuːpɐɳ
నిరూపించటానికి	ɳiɾuːpiɳtʃaːŋki
నిరూపించడానికి	ɳiɾuːpintʃaːd̪iːkeː
నిరూపించబడింది	ɳiɾuːpɐbɐɖiɳdi
నిరూపించుకోవాలని	ɳiɾuːpintʃukowɑːl̪i
నిరోధక	ɳiɾoːd̪ʱɑk̪
నిరోధకాన్ని	niːroːd̪ʱəkɒːm
నిరోధించడం	niːɾoːd̪ʰiɳdʒad̪aːm
నిరోధించడానికి	ɳiɾoːd̪ʰiɳdʒaːkiː
నిరోధించబడింది	ɳiɾoːd̪ʱabʌd̪ʑiɳdi
నిరోధిస్తుంది	ɳiɾoːd̪ʱoːmtu
నిర్జలీకరణ	ɳiɾdʒaliːkaɾɐɳ
నిర్ణయం	niɾɳajam
నిర్ణయంలేని	ɳiɾɳajɐmleːni
నిర్ణయాన్ని	ɳiɾɳajɳiː
నిర్ణయాలు	ɳiɾɳajɑːlu
నిర్ణయించబడుతుంది	niɾɳajɐbʌd̪uɖʌn̪du
నిర్ణయించుకుంటారు	ɳiɾɳajin̪tʃuːnt̪aːɾu
నిర్ణయించుకుంది	ɳiɾɳajin̪tʃukundi
నిర్ణయించుకున్నాడు	ɳiɾɳajin̪tʃuːn̪ːɑːduː
నిర్ణయించుకున్నారు	ɳiɾɳajin̪tʃukun̪d̪u
నిర్ణయిస్తారు	ɳiɾɳajɪstaːɾu
నిర్ణయిస్తుంది	niɾɳajɒːmtu
నిర్దిష్ట	ɳiɾɖiʂʈa
నిర్దేశకం	ɳiɾɖeʃgaɱ
నిర్దేశాల	ɳiɾɾeʃaːl̪
నిర్దేశించాయి	ɳiɾɖeʃiɳʈʌjː
నిర్దేశింపబడలేవు	ɳiɾɖeʃimbaɖalɛvu
నిర్దోషత్వం	ɳiɾɖoːʃɐt̪ʋaŋ
నిర్ధారణ	ɳiɾɖaːɾəɳ
నిర్ధారించడం	ɳiɾɖaːɾiɳtɕaɖːɨm
నిర్ధారించడానికి	ɳiɾɖaːɾiɳtʃaːgiː
నిర్ధారించండి	ɳiɾɖaːɾin̪ʈi
నిర్ధారించబడలేదు	ɳiɾɖaːɾəbʌɖʌlɛdu
నిర్ధారించారని	ɳiɾɖaːɾiɳtʃaːɾani
నిర్ధారించారు	ɳiɾɖaːɾiŋkuɳcu
నిర్ధారించుకోండి	ɳiɾɖaːɾiɳtʃuːɳɖi
నిర్ధారించుకోవాలి	ɳiɾɖaːɾiɳtʃuːʋaːli
నిర్బంధంలో	n̪iɾˈbʌnd̪n̪d̪lo
నిర్బంధాలు	ɳiɾbɐɳd̪ʱɐlu
నిర్మాణ	ɳiɾmaːɳ
నిర్మాణం	ɳiɾmaːɳɐm
నిర్మాణము	n̪iɾmaːɳamu
నిర్మాణాలు	ɳiɾmaːɳɑːlu
నిర్మించడానికి	ɳiɾmiɳtʃaːgiː
నిర్మించబడిన	ɳiɾmiɳd̪b̪ʱi
నిర్మించారు	ɳiɾmiŋaːnu
నిర్మించింది	n̪iɾmiːn̪d̪iːn̪d̪u
నిర్మించిన	niɾmin̪d̪iɳ
నిర్మిస్తాం	ɳiɾmiʂt̪aːm
నిర్మూలనం	ɳiɾmoːl̪an̪i
నిర్మూలించవచ్చు	ɳiɾmoːliɳtʃoːtsu
నిర్లక్ష్యం	ɳiɾlɐkʂjə
నిర్లక్ష్యంగా	ɳiɾlɐkʂjɐŋgɐ
నిర్వచించండి	ɳiɾʋatɕin̪ʈi
నిర్వర్తించవలసి	ɳiɾʋɾit̪iɳd̪aɭasi
నిర్వహణ	ɳiɾʋaɦaɳ
నిర్వహించగలుగుతుంది	ɳiɾʋaɦiɳdʒaluguɖuŋʈu
నిర్వహించడానికి	ɳiɾʋaɦiɳdʒaːkiː
నిర్వహించండి	ɳiɾʋaɦiɳʈɖi
నిర్వహించలేదు	ɳiɾʋaɦiɳtʃaledu
నిర్వహించలేని	ɳiɾʋɐɦiɳtʃal̪eːni
నిర్వహించాయి	ɳiɾʋaɦiɳtʃːai̯
నిర్వహించారు	ɳiɾʋaɦiŋkuŋu
నిర్వహించింది	ɳiɾʋɐɦiɳdi
నిర్వహించు	ɳiɾʋaɦiɳtʃu
నిర్వహించేందుకు	ɳiɾʋaɦiɳtʃuːne
నిర్వహించేవి	ɳiɾʋaɦiɳtʃeʋi
నిర్వహిద్దాం	ɳiɾʋɑhid̪ːaːm
నిర్వహిస్తారు	ɳiɾʋaɦiʈaɾuː
నిర్వాహకుడు	ɳiɾʋaːɦakuɖu
నిర్వాహకులు	ɳiɾʋaːɦakuɭu
నిర్విరామంగా	ɳiɾʋiɾaːmɐŋgɐ
నిర్వీర్యం	ɳiɾʋiːɾəɳʌ
నిలపడానికి	nilapɐgaɪ̯
నిలబడటానికి	nil̪ːabʌɖʈaŋki
నిలబడి	nil̪əɖi
నిలబెట్టాయి	nilabɛʈːɑː
నిలవదు	niləvʌdu
నిలిచిపోయింది	n̪il̪iːtʃipot̪ːindi
నిలిచిపోవాలని	n̪il̪iːtʃip̟oːʋ̟aːl̪iː
నిలిపాడు	ɳilipɐɖu
నిలిపారు	n̪iːlipaːru
నిలిపి	n̪iːlibi
నిలిపివెయ్యబడింది	ɳilipiveɲɖi
నిలిపివేయబడింది	nilipiveːbʌɖindi
నిలిపివేయబడ్డాయి	n̪iɭipiveːʋɑɖːɑɪ
నిలిపివేయవచ్చు	n̪iɭipiveːjɒtʃːu
నిలిపివేయాలని	n̪iːlipiʋejɑːl̪i
నిలిపివేసింది	ɳilipiveːsindi
నిలిపివేస్తామని	n̪ilipiveːstaːmani
నిలుచు	nilutʃu
నిలుచుట	ɳilutʃuʈu
నిల్చు	niltʃu
నిల్వ	n̪ilʋ
నిల్వచేసే	nilʋɐtʃeːs̪e
నిల్వలను	nilʋlanu
నివసించడానికి	ɳiʋasiɳtʃaːgiː
నివసించారు	niʋasɐːn̪d̪u
నివసించు	niʋasiɲtʃu
నివసించే	ɳiʋasiŋe
నివసిస్తారు	niʋasiʈaːruː
నివసిస్తుంది	niʋasɔdʋrʉ
నివసిస్తున్న	n̪iʋasiʈun̪ː
నివసిస్తున్నారని	n̪iʋasiʈunːaːɾi
నివసిస్తున్నారు	niʋasiʈʰʊnduː
నివారించవచ్చు	n̪iʋaːriɲtʃoːs̪u
నివారించేందుకు	ɳiʋaːɾiɳtʃuː
నివాసం	n̪iʋaːs̪am
నివాసితులు	n̪iʋaːs̪it̪ulu
నివృత్తి	niʋritti
నివృత్తి	ɳiʋɾit̪ːi
నివేదిక	niʋeːd̪igʌ
నివేదికలు	niʋeːd̪ikɨluː
నివేదికలో	ɳiʋeːd̪ikɭoː
నివేదించడానికి	ɳiʋeɖiɳtʃaːkiː
నివేదించారు	niʋeɖiŋku
నివేదిస్తుంది	niʋeːdɔːmtu
నిశ్	niʃ
నిశ్చయించుకున్నారా	n̪iʃtʃajin̪tʃuːn̪ːaːra
నిశ్శబ్దం	n̪iʂːabd̪d̪am
నిశ్శబ్ద	niʃːabd̪ʱə
నిశ్శబ్దంగా	ɳiʃːabd̪d̪aŋga
నిశ్శబ్దమయ్యారు	niʃːabd̪ʋamːajːaːruː
నిషిద్ధ	ɳiʂid̪d̪ʱ
నిషేధాజ్ఞను	ɳiʃeːd̪ʱɑːɲɳu
నిష్క్రమణ	ɳiʂkɾamaɳ
నిష్క్రమణకు	nis̪kɾɑːmɑːɳugu
నిష్క్రమించారు	nis̪kɾamɐn̪d̪u
నిష్క్రమించింది	nis̪kɾamiɳdi
నిష్క్రమించినప్పుడు	nis̪kɾamiɳɐpːuɖu
నిష్క్రమించు	ɳiʂkɾamiɳtʃu
నిష్క్రమించే	nis̪kɾamiɳe
నిష్క్రమిస్తుంది	nis̪kɾam̪oːduːɾu
నిష్ణాత	ɳiʂɳaːt̪
నిష్పత్తిలో	ɳiʂpattiɭo
నిష్ఫలంగా	ɳiʂɸaɭɳgɑ
నిష్ఫలమైన	nis̪pʰalamajn̪
నిస్తేజంగా	nis̪t̪eːdʒŋɑː
నిస్సహాయ	nis̪ːɐɦaːj
నిస్సహాయంగా	nis̪ːɐɦaːɾɐŋgɑ
నిస్సైనికీకరణ	nis̪ːeɪn̪ikiːkɐɾɐɳ̪u
నీ	niː
నీకు	niːku
నీచమైన	niːtʃaːmeɪn
నీటి	n̪iːti
నీటిని	niːti
నీడ	neːɖ
నీడలో	neːɖɑːloː
నీడ్	niːɖ
నీడ్స్	neːɖʌs
నీతిమంతుడు	niːt̪iːmant̪uɖu
నీది	niːdi
నీరు	niːɾu
నీలం	niːl̪am
నీలి	niːli
నీల్	niːl
నీవెవరు	niːʋeːʋɐru
నీస్	niːs
నీళ్లు	niːɭːu
ను	nu
నుంచి	nuːɲi
నుంచి	nuɲtʃi
నుండి	nuɖi
నుడికారము	nuɖikaːramu
నునుపైన	nunupʰeɪn
నువ్వు	nuʋu
నువ్వేమి	nuʋʋeːmi
నూక్స్	nuːkːʌ
నూతన	nuːt̪an̪
నూతనంగా	nuːt̪an̪d̪aː
నూనె	nuːne
నృత్య	n̪r̪uʈi
నృత్యం	ɳɾʈʌm
నృపతి	nripati
నెక్	neːk
నెక్లెస్ను	neːglɛsnu
నెట్టివెయ్యి	neʈːiʋejːi
నెట్వర్క్	neʈʋɑɾk
నెడతారు	ned̪aːd̪aːru
నెడ్	nɛɖ
నెత్తుటి	n̪eʈːuʈi
నెంబరే	n̪emb̪arɛ
నెమ్మదిగా	n̪emːadigɔ
నెర్వస్	nerʋəs
నెర్వ్	nerʋ
నెల	n̪eːl̪
నెలకు	n̪elku
నెలకొన్నట్టు	n̪elakɔn̪ːɐʈːu
నెలల	n̪eːl̪aːl̪
నెలలు	nɛɭɭu
నెలల్లో	n̪eːl̪ːoː
నెలవారీ	n̪elʋaːɾi
నెలాబారు	n̪el̪aːbaːru
నెవర్	neʋər
నెవెర్	ɳeʋeɾ
నేకెడ్	neːkɛːɖ
నేటి	n̪eːʈi
నేట్	n̪eːʈ
నేడు	n̪eːɖu
నేత	n̪eːd̪a
నేతృత్వంలో	n̪eːt̪ɾit̪v̪oːlu
నేత్రం	n̪eːt̪ɾam
నేను-i	neːnu
నేను	n̪eːnu
నేనే	n̪eːn̪e
నేపథ్యంలో	neːpaːt̪ʰjoːloː
నేపధ్యంలో	neːpɐɖʲʌn̪dɔː
నేర	n̪eːɾ
నేరం	n̪eːɾami
నేరస్థులు	neːɾas̪t̪ʰulu
నేరానికి	n̪eːraːkɪ
నేరాన్ని	neːɾɑːmni
నేరారోపణపై	neːɾaːɾoːpaɳapaɪ
నేరాలకు	neːɾaːlku
నేరుగా	neːɾugɑː
