"sé"	sɛ
enormidade	enˈoɾəmidˈadɨ
enormidade	ˌenuɾəmidˈadɨ
enoteca	enotˈɛkɐ
enough	ɨnˈowg
enoxacina	enˈɔksɐsˈinˌɐ
enquadra	ˌeɪŋkwˈadɹɐ
enquadrada	ˌeɪŋkwɐdɹˈadɐ
enquadrados	ˌeɪŋkwɐdɹˈadʊʒ
enquadram	ˌeɪŋkwˈadɹɐ̃ʊ̃
enquadre	ˌeɪŋkwˈadɹɨ
enquando	ˌeɪŋkwˈɐ̃ŋdw
enquanto	enkwanto
enquete	enkˈetʃ
enquete	ˌeɪŋkˈɛtɨ
enquetes	ˌeɪŋkˈɛtɨʒ
enquirer	ˌeɪŋkiɾˈeɹ
enquizilado	ˌeɪŋkizilˈadw
enrabado	ˌeɪŋʁɐbˈadw
enrabichado	ˌeɪŋʁɐbiʃˈadw
enraivecido	ˈeɪŋʁˈaɪvˌeʃidʊ
enraivecido	ˌeɪŋʁaɪvɨsˈidw
enraizada	ˌeɪŋʁaɪzˈadɐ
enraizado	ˌeɪŋʁaɪzˈadw
enraizados	ˌeɪŋʁaɪzˈadʊʒ
enraizar	enraizɐ
enraizara	eɪŋʁɐˈizɐɾɐ
enrascado	ˈeɪŋʁˌɐʃkˈadʊ
enraçado	ˌeɪŋʁɐkˈadw
enredar	ˌeɪŋʁɨdˈaɹ
enrediço	ˈeɪŋʁˌedˈisʊ
enredo	ˌeɪŋʁˈedʊ
enriba	enʁˈibɐ
enrica	ˌeɪŋʁˈikɐ
enrijecedor	ˌeɪŋʁiʒɨsˈɛdˈoɹ
enrijecidamente	ˌeɪŋʁiʒɨsˈidɐmˈeɪŋtɨ
enrijecido	ˌeɪŋʁiʒɨsˈidw
enrijecidos	ˌeɪŋʁiʒɨsˈidʊʒ
enrijecimento	ˌeɪŋʁiʒˌesimˈeɪŋtw
enrique	ˌeɪŋʁˈikɨ
enriquece	ˌeɪŋʁikˈɛsɨ
enriquecem	ˌeɪŋʁikˈɛseɪŋ
enriquecendo	ˌeɪŋʁikɨsˈeɪŋdw
enriquecer	ˌenʁikɨsˈeɹ
enriquecer	ˌeɪŋʁikɨsˈeɹ
enriqueceram	ˌeɪŋʁikɨsˈeɾɐ̃ʊ̃
enriqueceu	ˌeɪŋʁikɨsˈeʊ
enriqueciam	ˌeɪŋʁikɨsˈiɐ̃ʊ̃
enriquecida	ˌeɪŋɾikɨsˈidɐ
enriquecida	ˌeɪŋʁikɨsˈidɐ
enriquecido	ˌeɪŋʁikɨsˈidw
enriquecimento	ˌeɪŋʁikˌesimˈeɪŋtw
enristar	eɪŋɪsˈtɐɹ
enriçar	ˈeɪŋʁisˈaɹ
enrocado	eɪŋɾˌukˈadʊ
enrocamento	enʁˌukɐmˈeɪŋtʊ
enrola	ˌeɪŋʁˈɔlɐ
enrolada	ˌeɪŋʁulˈadw
enrolada	ˌeɪŋʁulˈadɐ
enroladas	ˌeɪŋʁulˈadɐʒ
enrolado	ˌeɪŋʁulˈadw
enrolados	ˌeɪŋʁulˈadʊʒ
enrolando	ˌeɪŋʁulˈɐ̃ŋdw
enrolar	ˌeɪŋʁulˈaɹ
enrolação	ˌeɪŋʁˌulɐsˈɐ̃ʊ̃
enrolou	ˌeɪŋʁulˈow
enroscar	ˌeɪŋʁuʃkˈaɹ
enroscar-se	emʁuʃkˈaɹsɨ
enroscar-se	enʁˈoʃkˈarˈsɨ
enrubescimento	ˌeɪŋʁubˌesimˈeɪŋtʊ
enrugada	eɪŋʁˌugˈadɐ
enrugado	eɪŋʁˌugˈadʊ
enrugado	ˌeɪŋʁugˈadw
enrugar	ˈeɪŋʁugˈaɹ
enrugar	ˌeɪŋʁugˈaɹ
enrugarem	eɪŋʁˌugɐɾeɪŋ
enrustido	ˌeɪŋʁuʃtˈidw
ensaboar	emsɐboaɾ
ensaboar	ˌeɪŋsɐbuˈaɹ
ensaia	ˌeɪŋsˈaɪɐ
ensaiada	ˌeɪŋsaɪˈadɐ
ensaiadas	ˌeɪŋsaɪˈadɐʒ
ensaiado	ˌeɪŋsaɪˈadw
ensaiador	eɪŋsˌɐ̃ɪɐdˈoɹ
ensaiados	ˌeɪŋsaɪˈadʊʒ
ensaiam	ˌeɪŋsˈaɪɐ̃ʊ̃
ensaiamento	ensaiamɛtʊ
ensaiamento	insajamɛntʊ
ensaiando	ˌeɪŋsaɪˈɐ̃ŋdw
ensaiar	insaja
ensaiar	ˌeɪŋsaɪˈaɹ
ensaiava	ˌeɪŋsaɪˈavɐ
ensaiavam	ˌeɪŋsaɪˈavɐ̃ʊ̃
ensaiação	eɪŋsˌaɪɐsˈɐ̃ʊ̃
ensaio	ensai
ensaio	ˌeɪŋsˈaɪw
ensaios	ˌeɪŋsˈaɪʊʒ
ensaiou	eɪŋsˈaɪw
ensaiou	ˌeɪŋsaɪˈow
ensamblador	insambladu
ensandecida	eɪŋsəɐ̃ŋdˈɨkˈidɐ
ensandecido	eɪŋsˈɐ̃ŋdˈɨsˈidʊ
ensandecido	ˌeɪŋsɐ̃ŋdɨsˈidw
ensanguentado	ɛnsɐ̃ŋgwɛntagɔ
ensanguentado	ˌeɪŋsɐ̃ŋgweɪŋtˈadw
ensangüentar	ensˌangwɛntˈaɹ
ensaísta	ensaaˈisˈtˈa
ensaísta	ˌeɪŋsɐˈiʃtɐ
ensaístas	ˌeɪŋsɐˈiʃtɐʒ
enseada	ˌeɪŋsiˈadɐ
ensebado	ˌeɪŋsɨbˈadw
enseja	ˌeɪŋsˈeʒɐ
ensejar	ˌeɪŋsɨʒˈaɹ
ensejo	eɪŋsˈizʊ
ensejo	ˌeɪŋsˈeʒw
ensimesmado	emsimɛʒmɐdˈo
ensimesmado	eɪŋsˌiˌmeʃmˈadʊ
ensina	enˈsˌiŋɐ
ensina	ˌeɪŋsˈinɐ
ensinadas	ˌeɪŋsinˈadɐʒ
ensinado	ˌeɪŋsinˈadw
ensinado	ˌeɪŋsiŋˈadw
ensinados	ˌeɪŋsinˈadʊʒ
ensinais	ˈeɪŋsˌinˈaɪz
ensinam	ensiːnˈɐm
ensinamento	ˌeɪŋsinɐmˈeɪŋtw
ensinamento	ˌeɪŋsinɐmˈeɪŋtʊ
ensinamentos	eɪŋsˌinɐmˈeɪŋtʊʒ
ensinamentos	ˌeɪŋsinɐmˈeɪŋtʊʒ
ensinamos	eɪŋsˌinˈɐ̃mʊʒ
ensinando	ˌeɪŋsinˈɐ̃ŋdw
ensinar	enʃimɐɾ
ensinar	eɪŋsjnɐɹ
ensinar	ˌeɪŋsinˈaɹ
ensinara	eɪŋsˌinˈaɾɐ
ensinaram	ˌeɪŋsinˈaɾɐ̃ʊ̃
ensinarem	eɪŋsɨnɐɾeɪŋ
ensinaria	eɪŋsɨnˈaɾiɐ
ensinará	ɛnsinara
ensinas	eɪŋsˈinɐs
ensinava	ˌeɪŋsinˈavɐ
ensinavam	ˌeɪŋsinˈavɐ̃ʊ̃
ensine	ˌeɪŋsˈinɨ
ensinemos	ˌeɪŋsinˈemʊʒ
ensino	ˌeɪŋsˈinw
ensinou	ˌeɪŋsinˈow
ensiná	ˌeɪŋsinˈa
ensinávamos	ˌeɪŋsinˈavɐmʊʒ
ensináveis	ˌeɪŋsinˈavˌeʃ
ensolarada	ˌeɪŋsulɐɾˈadɐ
ensolaradas	ˌeɪŋsulɐɾˈadɐʒ
ensolarado	eɪŋsˌulɐɾˈadw
ensolarado	ˌeɪŋsulɐɾˈadw
ensolarados	ˌeɪŋsulɐɾˈadʊʒ
ensolação	eɪŋsˌulɐsˈɐ̃ʊ̃
ensopado	eɪŋsupadɐ
ensopado	ˌeɪŋsupˈadw
ensopados	ˌeɪŋsupˈadwʒ
ensurdecedor	ˌeɪŋsuɾədˌesɨdˈoɹ
ensurdecedor	ˌeɪŋsuɾədˌɨsɨdˈoɹ
ent2ão	entˈɐ̃ʊ̃
entabular	emt̪abulaɾ
entabularam	entabulaɾom
entacapona	intakaponi
entaipar	entˈaeɪpˈaɹ
entalado	ˌeɪŋtɐlˈadw
entalar	emtɐlˈaɹ
entalhado	eɪŋtˌɐʎadˈɐ
entalhador	eɪŋtˈalɨɐdˈoɹ
entalhar	emtɐʎˈaɹ
entalho	eɪŋtɐlˈjʊ
entanto	eɪŋtˈɑntʊ
entanto	ˌeɪŋtˈɐ̃ŋtw
entardecer	ˌeɪŋtɐɾədɨsˈeɹ
ente	ˈeɪŋtɨ
enteada	eɪŋtˌiˈadɐ
enteada	ˌeɪŋtiˈadɐ
enteado	eɪŋtˌiˈadʊ
enteado	ˌeɪŋtiˈadw
entebbe	ˌeɪŋtˈebɨ
entediada	ˌeɪŋtɨdiˈadɐ
entediado	ˌeɪŋtɨdiˈadw
entediados	ˌeɪŋtɨdˈiadʊʒ
entediante	ˌeɪŋtɨdiˈɐ̃ŋtɨ
entediar	ˌeɪŋtɨdiˈaɹ
entenda	entˈɛndɐ
entenda	ˌeɪŋtˈeɪŋdɐ
entende	entˈɛndɨ
entende	ˌeɪŋtˈeɪŋdɨ
entendedor	ˌeɪŋteɪŋdɨdˈoɹ
entendem	ˌeɪŋtˈeɪŋdeɪŋ
entendemos	eɪŋtˌɨɱdˈemʊʃ
entendemos	ˌeɪŋteɪŋdˈemʊʒ
entendendo	eɪŋtˌeɪŋdˈeɪŋdʊ
entendendo	ˌeɪŋteɪŋdˈeɪŋdw
entendendo	ˌeɪŋtɨŋdˈeɪŋdw
entender	eentendeɾ
entender	eɪŋtɨmdˈeɹ
entender	ˌeɪŋteɪŋdˈeɹ
entendera	ˌeɪŋtɨɲdˈeɾɐ
entenderam	entenddeɾam
entenderam	ˌeɪŋteɪŋdˈeɾɐ̃ʊ̃
entenderia	ˌeɪŋtɨŋdˌeɾˈiɐ
entenderá	ˌeɪŋteɪŋdɨɾˈa
entendesse	ˌeɪŋteɪŋdˈesɨ
entendessem	entɨŋdˈɛseɪŋ
entendeu	ˌeɪŋteɪŋdˈeʊ
entendi	ɪntˌɛndˈi
entendi	ˈeɪŋtɨŋdˌi
entendi	ˌeɪŋteɪŋdˈi
entendi	ˌeɪŋtɨndˈi
entendia	ˌeɪŋteɪŋdˈiɐ
entendia	ˌeɪŋtɨɲdˈiɐ
entendiam	ˌeɪŋteɪŋdˈiɐ̃ʊ̃
entendida	ˌeɪŋteɪŋdˈidɐ
entendido	ˌeɪŋteɪŋdˈidw
entendidos	ˌeɪŋteɪŋdˈidʊʒ
entendimento	ˌeɪŋtɨŋdimˈeɪŋtʊ
entendo	eɪŋtˈɛnðʊ
enter	eɪŋtˈeɹ
enternecer	eɪŋtɨɾˈnɨkɨɾ
entero	eintero
enterovirus	interoviruz
enterovírus	ˌeɪŋtɨɾˈɛuvˈiɾʊʒ
enterpa	ˌeɪŋtˈeɾəpɐ
enterra	ˌeɪŋtˈɛʁɐ
enterrada	ˌeɪŋtɨʁˈadɐ
enterradas	ˌeɪŋtɨʁˈadɐʒ
enterrado	ˌeɪŋtɨʁˈadw
enterrados	ˌeɪŋtɨʁˈadʊʒ
enterram	ˌeɪŋtˈɛʁɐ̃ʊ̃
enterramento	eɪŋtɨʁɐmˈeɪŋtʊ
enterrar	eɪŋtɨrˈʁaɹ
enterrar	ˌeɪŋtɨʁˈaɹ
enterraram	ˌeɪŋtɨʁˈaɾɐ̃ʊ̃
enterração	ˌeɪŋtɨɾɐsˈɐ̃ʊ̃
enterro	ˈeɪtˈeʁʊ
enterro	ˌeɪŋtˈɛʁw
enterros	ˌeɪŋtˈɛʁʊʒ
enterrou	eɪŋtɨrˈow
enterrou	ˌeɪŋtɨʁˈow
enterrá	ˌeɪŋtɨʁˈa
entes	entˈɛ
entes	ˈeɪŋtɨʒ
entesouramento	eɪŋtɨzˈwɾɐmˈeɪŋtʊ
entestar	enpɨstˈaɹ
entidade	ˌeɪŋtidˈadɨ
entidade	ˌeɪŋtiðˈadɨ
entidades	ˌeɪŋtidˈadɨʒ
entitulado	ˌeɪŋtitulˈadw
entoando	ˌeɪŋtuˈɐ̃ŋdw
entoar	ˌeɪŋtuˈaɹ
entoara	emtˌuˈaɾˌɐ
entoação	ˌeɪŋtuɐsˈɐ̃ʊ̃
entocada	eɪŋtˌukˈadɐ
entocado	eɪŋtˌukˈadʊ
entocava	ˈeɪŋtˌukɐvɐ
entojado	ˌeɪŋtuʒˈaðʊ
entonar	intunaɾ
entonação	ˌeɪŋtunɐsˈɐ̃ʊ̃
entonação	ˌeɪŋtuɾɐsˈɐ̃ʊ̃
entope	ˌeɪŋtˈɔpɨ
entopem	ˌeɪŋtˈɔpeɪŋ
entornando	entornando
entorno	ˌeɪŋtˈoɾənw
entornou	entˌɔɾənˈow
entorpecente	entˈɔɾəpˌɨsˈeɪŋtˌe
entorpecida	ˌeɪŋtuɾpɨsˈidɐ
entorpecido	ˌeɪŋtuɾəpɨsˈidw
entorpecimento	entʊɾpˌɨsimˈeɪŋtʊ
entorse	ˌeɪŋtˈɔɾəsɨ
entorta	ˌeɪŋtˈɔɾətɐ
entortado	eɪŋtˈuɾətˈadʊ
entortar	eɪŋtˈoɾətˈaɹ
entourage	ˌeɪŋtuwɾˈaʒɨ
entoxicado	eɪŋtˌuksikˈadʊ
entoxicante	eɪŋtˌuxikˈɐ̃ŋtɨ
entra	ˈeɪŋtɹɐ
entra-e-sai	ˈeɪŋtɹɐɨsˈaɪ
entrada	entɾˈadʊ
entrada	ˌeɪŋtɹˈadɐ
entradas	ˌeɪŋpɹˈadɐʒ
entradas	ˌeɪŋtɹˈadɐʒ
entrado	eɪŋtˈɾˈadʊ
entralho	enbrˈaʎɔ
entram	ˈeɪŋtɹɐ̃ʊ̃
entramelado	ˌeɪŋtɹɐmˈelˈadw
entramos	ˌeɪŋtɹˈɐ̃mʊʒ
entrando	entˈɾɐ̃ŋdʊ
entrando	ˌeɪŋtɹˈɐ̃ŋdw
entranhado	ˌeɪŋtɹɨɲˈadw
entranhas	ˌeɪŋtɹˈɐ̃ɲɐʒ
entranho	eɪŋtɾɐ̃ɲʊ
entrançado	eɪŋtɾɐ̃ŋsadɐ̃w
entrançar	emtɹɐ̃ŋsaɾ
entrar	eɪŋtɹɐ
entrar	intra
entrara	ˌeɪŋtɹˈaɾɐ
entraram	entɾˈˌɐ̃rˌɐ̃ʊ̃
entraram	ˌeɪŋtɹˈaɾɐ̃ʊ̃
entrarem	entrˈare
entraria	ˌeɪŋtɹɐɾˈiɐ
entrariam	eɪŋtɾaɾiom
entrariam	ˌeɪŋtɹɐɾˈiɐ̃ʊ̃
entrarmos	ˌeɪŋtɹˈaɾəmʊʒ
entrará	ˌeɪŋtɹɐɾˈa
entrarão	ˌeɪŋtɹɐɾˈɐ̃ʊ̃
entrasse	entraste
entrasse	ˌeɪŋtɹˈasɨ
entrassem	eɪŋtɾɐseɪŋ
entrassem	ˌeɪŋtɹˈaseɪŋ
entraste	entraste
entrava	ˌeɪŋtɹˈavɐ
entravam	ˌeɪŋtɹˈavɐ̃ʊ̃
entravar	emtɾɐvˈaɹ
entravar	entravˈaɾ
entrave	ˌeɪŋtɹˈavɨ
entraves	eɪŋtɾavˈis
entraves	ˌeɪŋtɹˈavɨʒ
entre	entri
entre	entɾɪ
entre	ˈeɪŋtɹɨ
entreaberta	ˌeɪŋtɹiɐbˈɛɾətɐ
entreabrirem	entɾɨabɾiʎeɪŋ
entrecerrados	eɪŋtɹɨsˌeʁˈadʊʃ
entrecortado	eɪŋtˈɹɨkˌuɾətˈadʊ
entredia	eɪŋtɹɨdˈiɐ
entredois	ˈeɪŋtɹɨdˈoɪʒ
entrefolhense	entrɨfʊlˈeɪŋsj
entrega	ˌeɪŋtɹˈɛgɐ
entregado	ˌeɪŋtɹɨgˈadw
entregador	ˌeɪŋtɹɨgadˈoɹ
entregador	ˌeɪŋtɹɨgɐdˈoɹ
entregam	ˌeɪŋtɹˈɛgɐ̃ʊ̃
entregamos	ˌeɪŋtɹɨgˈɐ̃mʊʒ
entregando	ˌeɪŋtɹɨgˈɐ̃ŋdw
entregar	ˌeɪŋtɹɨgˈaɹ
entregaram	entrɨgˈarˈɔm
entregaram	ˌeɪŋtɹɨgˈaɾɐ̃ʊ̃
entregaria	ˌeɪŋtɹɨgɐɾˈiɐ
entregará	ˌeɪŋtɹɨgɐɾˈa
entregarão	ˌeɪŋtɹɨgɐɾˈɐ̃ʊ̃
entregas	ˌeɪŋtɹˈɛgɐʒ
entregasse	ˌeɪŋtɹɨgˈasɨ
entregassem	ˌeɪŋtɹɨgˈaseɪŋ
entregava	ˌeɪŋtɹɨgˈavɐ
entregavam	ˌeɪŋtɹɨgˈavɐ̃ʊ̃
entrego	ˌeɪŋtɹˈɛgw
entregou	ˌeɪŋtɹɨgˈow
entregue	eɪŋtɹˈɛgɨ
entregue	ˌeɪŋtɹˈɛgɨ
entreguei	ˌeɪŋtɹɨgˈeɪ
entreguem	ˌeɪŋtɹˈɛgeɪŋ
entregues	eɪŋtɾˈɛgɨʒ
entregues	ˌeɪŋtɹˈɛgɨʒ
entregá	ˌeɪŋtɹɨgˈa
entregável	ˌeɪŋtɹigˈavˌɛl
entrei	entɾɨ
entrelaçada	ˌeɪŋtɹɨlɐsˈadɐ
entrelaçadas	entɹɨlɐsadɐjs
entrelaçado	ˌeɪŋtɹɨlˌɐsˈadw
entrelaçando	ˌeɪŋtɹɨlˌɐsˈɐ̃ŋdw
entrelaçaram	ˌeɪŋtɹɨlˌɐsˈaɾɐ̃ʊ̃
entrelinha	ˌeɪŋtɹɨlˈiɲɐ
entrelinhas	entrɨlˈiɲɐʒ
entrelinhas	ˌeɪŋtɹɨlˈiɲɐʒ
entremeadas	ˌeɪŋtɹɨmiˈadɐʒ
entrementes	entrɨmentes
entremeou	entɾɨmjˈow
entremontes	entrɛmontɛs
entreolhar-se	entɹɨɔʎˈaɾˈsɨ
entreposto	ˌeɪŋtɹɨpˈoʃtw
entrepostos	ˌeɪŋtɹɨpˈɔstʊʒ
entressafra	ˌeɪŋtɹɨsˈafɹɐ
entretanto	ˌentɹɨtˈɐ̃ŋtw
entretanto	ˌeɪŋtɨɾɨtˈɐ̃ŋtʊ
entretanto	ˌeɪŋtɹɨtˈaŋtw
entretecedor	ɛŋtɾɛtɛsidɔɾ
entretecer	ˌeɪŋtɹɨtɨsˈeɹ
entretela	ˈentɹɨtˈɛlɐ
entretenido	entrɛtɛnidɔ
entretenimento	entrɛtːɛnimˈɛntʊ
entretenimento	entɾɨtˌenimˈeɪŋtʊ
entretenimentos	entɾɨtenimˈɛntʊʃ
entreter	eɪŋtɹɛtɛɾ
entreter	ˌeɪŋtɹɨtˈeɹ
entrevado	emtɾɨvˈadʊ
entrevado	ˌeɪŋtɹɨvˈadw
entrever	ˌeɪŋtɹɨvˈeɹ
entrevero	ˌeɪŋtɹɨvˈeɾw
entrevir	eɪŋtɹɨvˈiɹ
entrevista	ˌeɪŋtɹɨvˈiʃtɐ
entrevistada	ˌeɪŋtɹɨviʃtˈadɐ
entrevistadas	ˌeɪŋtɹɨviʃtˈadɐʒ
entrevistado	ˌeɪŋtɹɨviʃtˈadw
entrevistador	ˌeɪŋtɹɨvˌiʃtɐdˈoɹ
entrevistadores	ˌeɪŋtɹɨvˌiʃtɐdˈoɾɨʒ
entrevistados	ˌeɪŋtɹɨviʃtˈadʊʒ
entrevistam	ˌeɪŋtɹɨvˈiʃtɐ̃ʊ̃
entrevistando	ˌeɪŋtɹɨviʃtˈɐ̃ŋdw
entrevistar	ˌeɪŋtɹɨviʃtˈaɹ
entrevistaram	ˌeɪŋtɹɨviʃtˈaɾɐ̃ʊ̃
entrevistei	ˌeɪŋtɹɨviʃtˈeɪ
entrevistou	ˌeɪŋtɹɨviʃtˈow
entrevistou	ˌeɪŋtɹɨvˈiʃtˈow
entrevistá	ˌeɪŋtɹɨviʃtˈa
entrincheirados	ˌeɪŋtɹiŋʃeɪɾˈadʊʒ
entrincheirar	eɪŋtɾiŋsɛɪɾaɾ
entristece	ˌeɪŋtɹiʃtˈɛsɨ
entristecer	ˌeɪŋtɹiʃtɨsˈeɹ
entristecida	entˈɾɪʃtɨkˈidɐ
entristecidos	ˌeɪŋtɹɨʃtɨkˈidʊʒ
entro	entɾe
entro	ˈeɪŋtɹw
entroncado	eɪŋtɾˈõŋkadɔ
entropia	intropie
entropia	ˌeɪŋtɹupˈiɐ
entropicar	ˌeɪŋtɹupikˈaɾʊ
entrosada	ˌeɪŋtɹuzˈadɐ
entrosado	ˌeɪŋtɹuzˈadw
entrosamento	ˌeɪŋtɹuzɐmˈeɪŋtw
entrosar	iːntɾɔzɑh
entrosar	ˌeɪŋtɹuzˈaɹ
entrou	entrˈow
entrou	eɪŋtɹˈow
entrudesco	eɪŋtɹudˈɛʃkˌu
entrudo	entruto
entry	ˈeɪŋtɹi
entubado	eɪŋtˌubˈadʊ
entufado	ˌeɪŋtufˈadw
entulhado	eɪŋtuʎadw
entulhando	ˌeɪŋtuʎˈɐ̃ŋdw
entulho	eɪŋtulio
entulho	ˌeɪŋtˈuʎw
entulhos	ˌeɪŋtˈuʎʊʒ
entumecer	eɪŋtˌumɨsˈeɹ
entupido	eɪŋtˌupˈidʊ
entupido	ˌeɪŋtupˈidw
entupindo	ˌeɪŋtupˈiŋdw
entupir	eɪŋtupˈiɹ
entupir	ˌeɪŋtupˈiɹ
entupiu	ˌeɪŋtupˈiʊ
enturmar	ˌeɪŋtuɾəmˈaɹ
entusiasma	ˌeɪŋtuziˈaʒmɐ
entusiasmada	entuziasmaða
entusiasmada	ˌeɪŋtuzˌiɐʒmˈadɐ
entusiasmado	ˌeɪŋtuzˌiɐʒmˈadw
entusiasmados	ˌeɪŋtuzˌiɐʒmˈadʊʒ
entusiasmam	ˌeɪŋtuziˈaʒmɐ̃ʊ̃
entusiasmar	eɪŋtuziˈɐ̃sɪmɐɹ
entusiasmar	ˌeɪŋtuzˌiɐʒmˈaɹ
entusiasmo	eɪŋtuziˈazm
entusiasmo	eɪŋtuzˈiɐʒmˌu
entusiasmo	ˌeɪŋtuziˈaʒmw
entusiasmos	eɪŋtuziˈaɪzmuz
entusiasmou	intuzjˈazimow
entusiasmou	ˌeɪŋtuzˌiɐʒmˈow
entusiasta	ˌeɪŋtuziˈaʃtɐ
entusiastas	ˌeɪŋtuziˈaʃtɐʒ
entusiasticamente	entuziastikamɛn̪t̪ɨ
entusisasmado	ˌeɪŋtuziˌɐsimˈadʊ
então	entˈaʊ
então	entˈɐ̃ʊ̃
então	eɪŋtˈɐ̃ʊ̃
entérico	eɪŋtɛɾikˈo
enumera	ˌenumˈɛɾɐ
enumerar	emnumeɾaɾ
enumerar	ˌenumɨɾˈaɹ
enumeração	enumˌiɾɐsˈɐ̃ʊ̃
enumeração	ˌenumˌeɾɐsˈɐ̃ʊ̃
enumerou	ˌenumɨɾˈow
enuncia	ˌenũŋsˈiɐ
enunciado	ˌenũŋsiˈadw
enunciados	ˌenũŋsiˈadʊʒ
enunciar	ˌenũŋsiˈaɹ
enunciação	ˌenũŋsˌiɐsˈɐ̃ʊ̃
envaidecer	ˌeɪŋvaɪdɨsˈeɹ
envaretado	ˌeɪŋvɐɾɨtˈadw
envasamento	invazamɛnˈtɔ
envelhece	ˌeɪŋvɨʎˈɛsɨ
envelhecendo	ˌeɪŋvɨʎɨsˈeɪŋdw
envelhecer	ˈeɪŋvˌeʎɨsˈeɹ
envelhecer	ˌeɪŋvˌelɨsˈeɹ
envelheceram	ˌeɪŋvɨʎɨsˈeɾɐ̃ʊ̃
envelheceu	ˌeɪŋvɨʎɨsˈeʊ
envelhecida	ˌeɪŋvɨʎɨsˈidɐ
envelhecidas	ˌeɪŋvˌeʎɨsˈidɐʒ
envelhecido	ˌeɪŋvɨʎɨsˈidw
envelhecidos	ˌeɪŋvɨʎɨsˈidʊʒ
envelhecidos	ˌeɪŋvˌeʎɨsˈidʊʒ
envelhecimento	eɪŋvˌelˌesimˈeɪŋtʊ
envelhecimento	ˌeɪŋvɨʎˌesimˈeɪŋtw
envelope	emvˈelɔpˈe
envelope	ˈeɪŋvɨlˌɔpˈɛ
envelope	ˌeɪŋvɨlˈɔp
envelope	ˌeɪŋvɨlˈɔpɨ
envelopes	ˌeɪŋvɨlˈɔpɨʒ
envenena	ˌeɪŋvɨnˈenɐ
envenenada	ˌemvenɨnˈadɐ
envenenado	ˌeɪŋvɨnɨnˈadw
envenenado	ˌeɪŋvˌenɨnˈadw
envenenados	ˌeɪŋvɨnɨnˈadʊʒ
envenenando	eɪŋvˌenɨnˈɐ̃ŋdʊ
envenenar	emvˌeɪŋenˈaɾ
envenenar	ˌeɪŋvɨnɨnˈaɹ
envereda	ˌeɪŋvɨɾˈɛdɐ
enveredar	ˌeɪŋvɨɾɨdˈaɹ
enveredou	ˌeɪŋvɨɾɨdˈow
envergadura	ˌeɪŋvɨɾəgɐdˈoɾɐ
envergadura	ˌeɪŋvɨɾəgɐdˈuɾɐ
envergando	ˌeɪŋvɨɾəgˈɐ̃ŋdw
envergava	ˌeɪŋvɨɾəgˈavɐ
envergonha	ˌeɪŋvɨɾəgˈoɲɐ
envergonhada	ˌeɪŋvɨɾəguɲˈadɐ
envergonhados	eɪŋvˌeɾəgˌuɲˈadʊʒ
envergonhar	eɪŋvˌeɾəgˌuɲˈaɹ
envergonhar	ˌeɪŋvɨɾəguɲˈaɹ
envergou	ˌeɪŋvɨɾəgˈow
envernizado	ˌeɪŋvɨɾənizˈadw
envernizar	ˌeɪŋvɨɾənizˈaɹ
envia	ˌeɪŋvˈiɐ
enviada	ˌeɪŋviˈadɐ
enviadas	ˌeɪŋviˈadɐʒ
enviado	ˌeɪŋviˈadw
enviados	ˌeɪŋviˈadʊʒ
enviam	ˌeɪŋvˈiɐ̃ʊ̃
enviamos	ˌeɪŋviˈɐ̃mʊʒ
enviando	ˌeɪŋviˈɐ̃ŋdw
enviar	eːnvjˈaːx
enviar	ˌeɪŋviˈaɹ
enviaram	ˌeɪŋviˈaɾɐ̃ʊ̃
enviarem	ˌeɪŋviˈaɾeɪŋ
enviaria	ˌeɪŋviɐɾˈiɐ
enviaria	ˌeɪŋviːɐɾˈiɐ
enviará	ˌeɪŋviɐɾˈa
enviarão	ˌeɪŋviɐɾˈɐ̃ʊ̃
enviasse	ˌeɪŋviˈasɨ
enviava	ˌeɪŋviˈavɐ
envidar	ˌeɪŋvitˈaɹ
envidilha	ˌeɪŋvidˈiʎɐ
envidraçada	ˌeɪŋvidɹɐsˈadɐ
envie	ˌeɪŋvˈiɨ
enviei	ˌeɪŋviˈeɪ
enviem	eɪŋvˈiɛm
enviem	ˌeɪŋvˈieɪŋ
enviemos	ˌeɪŋvˌiˈemʊʒ
enviesado	ɛɨnvjɨzadw
enviesado	ˌeɪŋviɨzˈadw
envilecedor	ˌeɪŋvˌelɨsidˈoɹ
envio	ˈeɪŋvjw
enviou	ˌeɪŋviˈow
environment	ˌeɪŋviɾuŋmˈeɪŋt
environmental	ˌeɪŋviɾˌuŋmeɪŋtˈɑl
enviuvado	ˌeɪŋvjˌuvˈadʊ
enviuvar	ˌeɪŋvjuvˈaɹ
enviá	ˌeɪŋviˈa
envolta	ˌeɪŋvˈoltɐ
envoltas	ˈeɪŋvˈɔltɐʒ
envoltas	ˌeɪŋvˈoltɐʒ
envolto	ˈeɪŋvˌultʊ
envolto	ˌeɪŋvˈoltw
envoltos	ˈeɪŋvˈoltʊʒ
envoltos	ˌeɪŋvˈoltʊʒ
envolva	ˌeɪŋvˈolvɐ
envolvam	ˌeɪŋvˈolvɐ̃ʊ̃
envolve	ˌeɪŋvˈɔlvɨ
envolvem	eɪŋvɔɫvem
envolvem	ˌeɪŋvˈɔlveɪŋ
envolvendo	ɨ̃nvˈovˌeɪŋdʊ
envolvendo	ˌeɪŋvulvˈeɪŋdw
