一蕊花	tsit˧ lui˥ hue˧
田園拋荒，野草實捅捅。	tsʰan˧˥hn̩˩ pʰa˧hŋ̩˧, ia˥tsʰau˥ tsat˧tʰoŋ˥tʰoŋ˥.
今仔日真衰。	kin˧a˥dzit˩ tsin sue˧.
毋通予人看衰。	m̄tʰaŋ˧ hɔ˦ laŋ˩ kʰuã˨sue˧.
袂曉	be˦hiau˥
袂講得	be˦koŋ˥tit˧
阮老師袂歹，對學生真客氣。	guan˥ lau˦su˧ be˦ pʰãĩ˥, tui˩ ha˧̍ksiŋ˧ tsin kʰeʔ˧kʰi˨.
塑膠杯仔小可摔一下袂歹。	sok˧ka˧ pue˧a˥ sio˥kʰua˥ siak˧tsit˧e˦ be˦ pʰãĩ˥.
你昨昏買的彼枝筆袂用得。	li˥ tsahŋ̩˧ be˥ e˩ hit˧ ki˧ pit˧ be˦iŋ˦tit˧.
這件代誌予伊舞甲袂收山。	tsit kĩã˦ tai˦tsi˩ hɔ˦ i˧ bu˥ kaʔ˧ be˦siu˧suã˧.
我今仔日哪會遮衰尾！	gua˥ kin˧a˥dzit˩ na˥ e˦ tsiaʔ sue˧bue˥!
你毋通佮彼个衰尾道人合股做生理。	li˥ m̄tʰaŋ˧ kaʔ˧ hit˧ e˩ sue˧bue˥to˦dzin˩ ha˧̍pkɔ˥ tso˩siŋ˧li˥.
伊真荏身，磕袂著就破病。	i˧ tsin lam˥sin˧, kʰa˧̍pbe˦tioʔ˩ to˦ pʰua˨pẽ˦.
你這个袂見笑的，竟然敢閣來揣我。	li˥ tsit e˩ be˦kian˨siau˨e˩, kiŋ˨dzian˩ kã˥ koʔ˧ lai˩ tsʰue˧gua˥.
這搭的路面頭拄仔才鞏的，你袂使得烏白踏。	tsittaʔ˧ e˩ lɔ˦bin˦ tʰau˩tu˥a˥ tsiaʔ kʰoŋ˦e˩, li˥ be˦sai˥tit˧ ɔ˧pe˧̍h ta˧̍h.
這款的買賣我按怎算都袂和。	tsit kʰuan˥ e˩ be˥be˦ gua˥ an˥tsua˥˧ sŋ̩˨ to˧ be˦ho˩.
毋拄好共伊挨著，按呢就袂直矣。	m̄tu˥ho˥ ka˦ i˧ e˧tioʔ˩, an˥ne˧ to˦ be˦ti˧̍taʔ˧.
兩翁某仙趁都袂直。	nn̩˦ aŋ˧bɔ˥ sian˧ tʰan˨ to˧ be˦ti˧̍t.
世間上有真濟代誌是袂按算的。	se˨kan˧sioŋ˦ u˧ tsin tse˧ tai˦tsi˩ si˦ be˦ an˨sŋ̩˨e˩.
車咧欲開矣，你若無較緊咧就袂赴矣。	tsʰia teʔ˧beʔ˧ kʰui˧aʔ˧, li˥ na˦ bo˩ kʰaʔ˧ kin˥leʔ˧ to˦ be˦hu˨aʔ˧.
伊煩惱甲袂食袂睏。	i˧ huan˩lo˥ kaʔ˧ be˦tsiaʔ˧be˦kʰun˨.
有誠濟較早的代誌，我攏袂記得矣。	u˧ tsia˧˥˧ tse˧ kʰaʔ˧tsa˥ e˩ tai˦tsi˩, gua˥ loŋ˥ be˦ki˨tit˧aʔ˧.
我袂記得幾點欲開會。	gua˥ be˦ki˨tit˧ kui˥ tiam˥ beʔ˧ kʰui˧hue˦.
伊的生活真袂得過。	i˧ e˩ siŋ˧uaʔ˧ tsin be˦tit˧ kue˨.
行袂得過。	kĩã˩ be˦tit˧ kue˨.
我心肝內感覺對伊真袂得過。	gua˥ sim˧kuã˧lai˦ kam˥kak˧ tui˩ i˧ tsin be˦tit˧ kue˨.
你毋好閣共伊刺激矣，我驚伊會袂堪得。	li˥ m̄ho˥ koʔ˧ ka˦ i˧ tsʰi˩kik˧aʔ˧, gua˥ kĩã˧ i˧ e˦ be˦kʰam˧tit˧.
伊身體無好，袂堪得做工課做甲三更半暝。	i˧ sin˧tʰe˥ bo˩ ho˥, be˦kʰam˧tit˧ tso˩ kʰaŋ˧kʰue˨ tso˩ kaʔ˧ sã˧kẽ˧puã˨me˩.
你若毋較緊咧，咱就袂當準時入場矣。	li˥ na˦ m̄ kʰaʔ˧ kin˥leʔ˧, lan˥ to˦ be˦taŋ˨ tsun˥si˩ dzip˩tĩũ˩aʔ˧.
少年放蕩，荒廢學業，真毋值。	siau˨lian˩ hoŋ˨toŋ˦, hoŋ˧hui˨ ha˧̍kgap˩, tsin m̄ta˧̍t.
揣頭路揣規月日攏揣無，我哪會遮衰潲。	tsʰue˧ tʰau˩lɔ˦ tsʰue˧ kui˧ gueʔ˩dzit˩ loŋ˥ tsʰue˧bo˩, gua˥ na˥ e˦ tsiaʔ sue˧siau˩.
伊袂曉泅水。	i˧ be˦hiau˥ siu˩tsui˥.
我較按怎想都想袂曉，伊是按怎欲按呢做。	gua˥ kʰaʔ˧ an˥tsua˥˧ sĩũ˦ to˧ sĩũ˦ be˦hiau˥, i˧ si˦an˥tsua˥˧ beʔ˧ an˥ne˧ tso˩.
伊看著我袂輸看著鬼咧。	i˧ kʰuã˨tioʔ˩ gua˥ be˦su˧ kʰuã˨tioʔ˩ kui˥leʔ˧.
你按呢講，袂輸講是我做毋著。	li˥ an˥ne˧ koŋ˥, be˦su˧koŋ˥ si˦ gua˥ tso˩ m̄tioʔ˩.
伊真固執，予人袂講得。	i˧ tsin kɔ˨tsip, hɔ˦ laŋ˩ be˦koŋ˥tit˧.
彼个查某囡仔袂講得媠。	hit˧ e˩ tsabɔ˥ gn˥a˥ be˦koŋ˥tit˧ sui˥.
佮伊講話，見講嘛講袂伸捙。	kaʔ˧ i˧ koŋ˥ue˧, kian˨ koŋ˥ ma˦ koŋ˥ be˦tsʰuntsʰia.
伊有夠荏懶，規禮拜攏無洗身軀。	i˧ u˧kau˨ lam˥nua˦, kui˧ le˥pai˨ loŋ˥ bo˩ se˥sin˧kʰu˧.
你若欲報數，就愛會記得討收據。	li˥ na˦ beʔ˧ po˨siau˨, to˦ ai˨ e˦ki˨tit˧ tʰo˥ siu˧ki˨.
討伊共我借的冊。	tʰo˥ i˧ ka˦ gua˥ tsioʔ e˩ tsʰeʔ.
討數	tʰo˥siau˨
討欲愛	tʰo˥ beʔ˧ ai˨
討契兄	tʰo˥kʰe˨hĩã˧
你愛記佇頭殼內。	li˥ ai˨ ki˨ ti˦ tʰau˩kʰak˧lai˦.
共伊的電話號碼記落來。	ka˦ i˧ e˩ tian˦ue˧ ho˦be˥ ki˨lo˧̍hlai˩.
錢財	tsi˧˥˧tsai˧˥
財子壽，難得求。	tsai˧˥tsu˥siu˦, lan˩tit˧ kiu˩.
財務	tsai˧˥bu˦
財政	tsai˧˥tsiŋ˩
財團	tsai˧˥tʰuan˩
起厝	kʰi˥tsʰu˩
五日節若到，秫米就起大價。	gɔ˦dzit˩tseʔ na˦ kau˨, tsut˧bi˥ to˦ kʰi˥tua˧ke˨.
起人做歹。	kʰi˥ laŋ˩ tso˩pʰãĩ˥.
對今仔日起，咱就是翁仔某矣。	tui˩ kin˧a˥dzit˩ kʰi˥, lan˥ to˦ si˦ aŋ˧a˥bɔ˥aʔ˧.
起跤動手	kʰi˥kʰa˧taŋ˦tsʰiu˥
起痟	kʰi˥siau˥
行起去	kĩã˩kʰi˥kʰi˨
走起來	tsau˥kʰi˥lai˩
兩斤較起	nn̩˦ kin˧ kʰaʔ˧ kʰi˥
買會起	be˥ e˦ kʰi˥
食袂起	tsiaʔ˧ be˦ kʰi˥
這條路迵新店。	tsit tiau˩ lɔ˦ tʰaŋ˨ sin˧tiam˨.
伊的人就是一條腸仔迵尻川，無啥物心機。	i˧ e˩ laŋ˩ to˦ si˦ tsit˧ tiau˩ tn̩˩a˥ tʰaŋ˨ kʰa˧tsʰŋ̍, bo˩ sĩã˥miʔ˧ sim˧ki˧.
你毋通跋筊跋了傷迷。	li˥ m̄tʰaŋ˧ puaʔ˩kiau˥ puaʔ˩ liau˥ sĩũ˧ be˩.
伊去予隔壁的阿美仔迷去矣。	i˧ kʰi˨ hɔ˦ keʔ˧piaʔ˧ e˩ a˧bi˥a˥ be˩kʰi˨aʔ˧.
我迸矣！	gua˥ piaŋ˨aʔ˧!
彼陣人講無三句話就起迸矣。	hit˧ tin˦ laŋ˩ koŋ˥ bo˩ sã˧ ku˨ ue˧ to˦ kʰi˥ piaŋ˨aʔ˧.
欲走矣，緊追！	beʔ˧ tsau˥aʔ˧, kin˥ tui!
追查某囡仔。	tui tsabɔ˥ gn˥a˥.
追求	tuikiu˩
倒退	to˨tʰe˨
退出	tʰe˨tsʰut
退燒	tʰe˨sio˧
退火	tʰe˨hue˥
退租	tʰe˨ tsɔ
相送	sio˧saŋ˨
送禮	saŋ˨le˥
送貨	saŋ˨hue˨
送報紙	saŋ˨ po˨tsua˥
逃避	to˩pi˦
逃走	to˩tsau˥
逆天行事	gk˩ tʰian˧ hiŋ˩su˦
逆境	gk˩kiŋ˥
你若叫伊鬥相共，伊後擺一定會共你討人情。	li˥ na˦ kio˨ i˧ tau˨sã˧kaŋ˦, i˧ au˦pai˥ it˧tiŋ˦ e˦ ka˦ li˥ tʰo˥ dzin˩tsiŋ˧˥.
財子壽，三字全。	tsai˧˥tsu˥siu˦, sã˧ dzi˦ tsuan˧˥.
起手無回大丈夫，這步棋行了就袂當後悔矣。	kʰi˥tsʰiu˥ bo˩ hue˩ tai˦tioŋ˦hu˧, tsit pɔ˦ ki˩ kĩã˩liau˥ to˦ be˦taŋ˨ hio˦hue˥aʔ˧.
起手我就知影伊是歹人矣。	kʰi˥tsʰiu˥ gua˥ to˦ tsaiĩã˥ i˧ si˦ pʰãĩ˥laŋ˩aʔ˧.
你實在真逆天，予你食肉閣嫌。	li˥ si˧̍ttsai˧ tsin gk˩tʰĩ˧, hɔ˦ li˥ tsiaʔ˧ baʔ˧ koʔ˧ hiam˩.
相連紲攏考一百分，莫怪起毛婸。	sio˧lian˩sua˨ loŋ˥ kʰo˥ tsit˧paʔ˧ hun˧, bok˩kuai˨ kʰi˥mɔ˧ gaŋ˧.
阮欲開始起火來烘肉矣。	guan˥ beʔ˧ kʰai˧si˥ kʰi˥hue˥ lai˩ haŋ˧baʔ˧aʔ˧.
青草茶真退火。	tsʰe˧tsʰau˥te˩ tsin tʰe˨hue˥.
大財主	tua˧ tsai˧˥tsu˥
我看你是咧討皮疼啦。	gua˥ kʰuã˨ li˥ si˦ teʔ˧ tʰo˥pʰue˩tʰĩã˨laʔ˧.
我才無欲討皮疼咧。	gua˥ tsiaʔ bo˩ beʔ˧ tʰo˥pʰue˩tʰĩã˨leʔ˧.
冷凍的魚仔提出來退冰。	liŋ˥toŋ˨ e˩ hi˩a˥ tʰe˧̍h tsʰutlai˩ tʰe˨piŋ˧.
生理做了有起色。	siŋ˧li˥ tso˩ liau˥ u˧ kʰi˥sik˧.
咱明仔載幾點欲起行？	lan˥ bin˩a˥tsai˩ kui˥ tiam˥ beʔ˧ kʰi˥kĩã˩?
這領衫落水煞退色。	tsit nia˥ sã˧ lo˧̍h tsui˥ suaʔ˧ tʰe˨sik˧.
閣毋起床，你會袂赴。	koʔ˧ m̄ kʰi˥tsʰŋ̍˧˥, li˥ e˦ be˦hu˨.
逐个人攏愛拍拚追求家己的目標。	ta˧̍k e˩ laŋ˩ loŋ˥ ai˨ pʰaʔ˧pĩã˨ tuikiu˩ ka˧ki˦ e˩ bok˩piau˧.
有真濟人咧追求伊。	u˧ tsin tse˧ laŋ˩ teʔ˧ tuikiu˩i˧.
你這過的成績有淡薄仔退步。	li˥ tsitkue˨ e˩ siŋ˩tsik u˧ tam˦po˧̍ha˥ tʰe˨pɔ˦.
伊又閣咧起狂矣。	i˧ iu˦koʔ˧ teʔ˧ kʰi˥koŋ˩aʔ˧.
法官當咧追究失事的責任。	huat˧kuã˧ tŋ̩˧teʔ˧ tuikiu˨ sit˧su˦ e˩ tsikdzim˦.
伊已經逃走矣。	i˧ i˥kiŋ˧ to˩tsau˥aʔ˧.
日頭曝尻川矣，你猶毋緊起來！	dzit˩tʰau˩ pʰa˧̍k kʰa˧tsʰŋ̍aʔ˧, li˥ iau˥ m̄ kin˥ kʰi˥lai˩!
你緊起來樓頂看一下。	li˥ kin˥ kʰi˥lai˩ lau˩tiŋ˥ kʰuã˨tsit˧e˦.
伊後日欲起來臺北。	i˧ au˦dzit˩ beʔ˧ kʰi˥lai˩ tai˩pak˧.
看起來伊猶毋知。	kʰuã˨kʰi˥lai˩ i˧ iau˥ m̄ tsai.
衫澹去矣，緊褪起來。	sã˧ tam˩kʰi˨aʔ˧, kin˥ tʰŋ̩˨kʰi˥lai˩.
開會的日期愛寫起來。	kʰui˧hue˦ e˩ dzit˩ki˩ ai˨ sia˥kʰi˥lai˩.
遐的殺人犯敢講攏毋驚冤魂來討命？	hia˧e˩ sat˧dzin˩huan˦ kam˥koŋ˥ loŋ˥ m̄ kĩã˧ uanhun˩ lai˩ tʰo˥mia˦?
伊耍甲一半煞起呸面。	i˧ sŋ̩˥ kaʔ˧ tsit˧puã˨ suaʔ˧ kʰi˥pʰui˨bin˦.
磕袂著就欲起性地，啥人閣敢和你做伙？	kʰa˧̍pbe˦tioʔ˩ to˦ beʔ˧ kʰi˥siŋ˨te˦, sĩã˥laŋ˩ koʔ˧ kã˥ ham˦ li˥ tso˩hue˥?
公司無趁錢，真濟股東攏想欲退股。	koŋ˧si˧ bo˩ tʰan˨tsi˧˥˧, tsin tse˧ kɔ˥toŋ˧ loŋ˥ sĩũ˦beʔ˧ tʰe˨kɔ˥.
你按呢敢袂傷過頭迷信？	li˥ an˥ne˧ kam˥ be˦ sĩũ˧ kue˨tʰau˩ be˩sin˨?
你小退後一下。	li˥ sio˥ tʰe˨au˦tsit˧e˦.
彼个乞食婆攏四界去討食。	hit˧ e˩ kʰit˧tsiaʔ˧po˩ loŋ˥ si˨ke˨ kʰi˨ tʰo˥tsiaʔ˧.
粟鳥仔佇門口埕討食。	tsʰiktsiau˥a˥ ti˦ mn̩˩kʰau˥tĩã˩ tʰo˥tsiaʔ˧.
咱遮較無通討食。	lan˥ tsia kʰaʔ˧ bo˩ tʰaŋ˧ tʰo˥tsiaʔ˧.
起風矣，欲變天矣。	kʰi˥hoŋ˧aʔ˧, beʔ˧ pian˨tʰĩ˧aʔ˧.
伊是做塑膠起家的。	i˧ si˦ tso˩ sok˧ka˧ kʰi˥ke˧e˩.
我討海已經有三十年矣。	gua˥ tʰo˥hai˥ i˥kiŋ˧ u˧ sã˧tsap˧ ni˩aʔ˧.
伊猶未退酒，你莫去共伊吵。	i˧ iau˥bue˦ tʰe˨tsiu˥, li˥ mai˨ kʰi˨ ka˦ i˧ tsʰa˥.
伊閣咧起無空矣。	i˧ koʔ˧ teʔ˧ kʰi˥bo˩kʰaŋ˧aʔ˧.
恁是咧起痟呢？遐爾仔寒閣欲去泅水。	lin˥ si˦ teʔ˧ kʰi˥siau˥niʔ˧? hiaʔ˧ni˦a˥ kuã˩ koʔ˧ beʔ˧ kʰi˨ siu˩tsui˥.
伊因為起痟，攏無咧上班。	i˧ in˧ui˧ kʰi˥siau˥, loŋ˥ bo˩ teʔ˧ sioŋ˦pan˧.
童乩起童	taŋ˩ki˧ kʰi˥taŋ˩
彼个童乩退童了後，規身軀攏無力去。	hit˧ e˩ taŋ˩ki˧ tʰe˨taŋ˩ liau˥au˦, kui˧sin˧kʰu˧ loŋ˥ bo˩lat˩kʰi˨.
人若是欲食毋討趁，註定是一世人抾捔啦。	laŋ˩ na˦si˦ beʔ˧ tsiaʔ˧ m̄ tʰo˥tʰan˨, tsu˩tĩã˦ si˦ tsit˧si˨laŋ˩ kʰioʔ˧ka˧̍klaʔ˧.
話講無幾句，伊就起雄矣。	ue˧ koŋ˥ bo˩ kui˥ ku˨, i˧ to˦ kʰi˥hioŋ˩aʔ˧.
伊食物件有夠討債，定定賰一半就欲挕捒。	i˧ tsiaʔ˧ mi˧̍hkĩã˦ u˧kau˨ tʰo˥tse˩, tĩã˦tĩã˦ tsʰun tsit˧puã˨ to˦ beʔ˧ hĩ˨sak˧.
伊心頭迷亂。	i˧ sim˧tʰau˩ be˩luan˦.
送嫁較媠新娘。	saŋ˨ke˨ kʰaʔ˧ sui˥ sin˧niu˩.
較緊咧，船欲起碇矣。	kʰaʔ˧ kin˥leʔ˧, tsun˧˥ beʔ˧ kʰi˥tĩã˦aʔ˧.
起落車愛細膩。	kʰi˥lo˧̍h tsʰia ai˨ se˨dzi˦.
股票的價錢逐工都咧起落。	kɔ˥pʰio˨ e˩ ke˨tsi˧˥˧ ta˧̍kkaŋ˧ to˧ teʔ˧ kʰi˥lo˧̍h.
隨人的物件，隨人做記號。	sui˩laŋ˩ e˩ mi˧̍hkĩã˦, sui˩laŋ˩ tso˩ ki˨ho˦.
好好仔講就好，毋通按呢起跤動手。	ho˥ho˥a˥ koŋ˥ to˦ ho˥, m̄tʰaŋ˧ an˥ne˧ kʰi˥kʰa˧taŋ˦tsʰiu˥.
新的公路欲開磅空對這粒山下跤迵過。	sin˧ e˩ koŋ˧lɔ˦ beʔ˧ kʰui˧ poŋ˦kʰaŋ˧ tui˩ tsit liap˩ suã˧ e˦kʰa˧ tʰaŋ˨kue˨.
戲連鞭就欲起鼓矣。	hi˨ liam˩mi˧ to˦ beʔ˧ kʰi˥kɔ˥aʔ˧.
我上討厭彼種講話無信用的人。	gua˥ sioŋ˦ tʰo˥ia˨ hit˧ tsiɔŋ˥ koŋ˥ue˧ bo˩ sin˨ioŋ˦ e˩ laŋ˩.
風颱了後逐項菜都起價。	hoŋ˧tʰai˧ liau˥au˦ ta˧̍k haŋ˦ tsʰai˩ to˧ kʰi˥ke˨.
連鞭就有人欲來共伊討數矣。	liam˩mi˧ to˦ u˧ laŋ˩ beʔ˧ lai˩ ka˦ i˧ tʰo˥siau˨aʔ˧.
你若無紮錢，予你先記數。	li˥ na˦ bo˩ tsaʔ tsi˧˥˧, hɔ˦ li˥ siŋ˧ ki˨siau˨.
伊逐工記數。	i˧ ta˧̍kkaŋ˧ ki˨siau˨.
伊按呢共你訕潲，你敢袂艱苦？	i˧ an˥ne˧ ka˦ li˥ suan˦siau˩, li˥ kam˥ be˦ kan˧kʰɔ˥?
伊藥仔食落去有漸漸仔退熱矣。	i˧ io˧̍ha˥ tsiaʔ˧lo˧̍hkʰi˨ u˧ tsiam˧tsiam˧a˥ tʰe˨dzia˧̍taʔ˧.
這尾魚仔起碼有三斤。	tsit bue˥ hi˩a˥ kʰi˥ma˥ u˧ sã˧ kin˧.
拄著問題愛揣人討論。	tu˥tioʔ˩ bun˦te˩ ai˨ tsʰue˧ laŋ˩ tʰo˥lun˦.
囡仔共大人討錢去買枝仔冰。	gn˥a˥ ka˦ tua˧laŋ˩ tʰo˥tsi˧˥˧ kʰi˨ be˥ ki˧a˥piŋ˧.
烏道的來討錢啦。	ɔ˧to˦e˩ lai˩ tʰo˥tsi˧˥˧laʔ˧.
欲做學問，起頭著愛共基礎拍予伊好。	beʔ˧ tso˩ ha˧̍kbun˦, kʰi˥tʰau˩ tioʔ˩ai˨ ka˦ ki˧tsʰɔ˥ pʰaʔ˧ hɔ˦ i˧ ho˥.
這款藥仔抹落去，真緊就會退癀矣。	tsit kʰuan˥ io˧̍ha˥ buaʔ˧lo˧̍hkʰi˨, tsin kin˥ to˦ e˦ tʰe˨hoŋ˩aʔ˧.
你按呢一直逃避，嘛毋是辦法。	li˥ an˥ne˧ it˧ti˧̍t to˩pi˦, ma˦ m̄ si˦ pan˦huat˧.
我寒甲起雞母皮。	gua˥ kuã˩ kaʔ˧ kʰi˥ke˧bo˥pʰue˩.
沙龍巴斯貼久嘛會起藥蛆。	sa˧loŋ˧pa˧suʔ˧ taʔ˧ ku˥ ma˦ e˦ kʰi˥io˧̍htsʰi.
貢獻禮物	koŋ˨hian˨ le˥but˩
伊貢獻伊的一生去幫助青盲的人。	i˧ koŋ˨hian˨ i˧ e˩ it˧siŋ˧ kʰi˨ paŋ˧tsɔ˧ tsʰe˧me˩ e˩ laŋ˩.
有真濟人對伊足迷戀的。	u˧ tsin tse˧ laŋ˩ tui˩ i˧ tsiok be˩luan˩e˩.
食飯配菜。	tsiaʔ˧ pŋ̩˦ pʰue˨ tsʰai˩.
一命配一命。	tsit˧ mia˦ pʰue˨ tsit˧ mia˦.
這兩色無配。	tsit nn̩˦ sik˧ bo˩ pʰue˨.
配角	pʰue˨kak˧
物配	mi˧̍hpʰue˨
配色	pʰue˨sik˧
配藥仔	pʰue˨ io˧̍ha˥
四配	su˨pʰue˨
配種	pʰue˨tsiŋ˥
交配	kau˧pʰue˨
配電線	pʰue˨ tian˦suã˨
分配	hun˧pʰue˨
配給	pʰue˨kip˧
共這支鉤仔釘佇這面壁。	ka˦ tsit ki˧ kau˧a˥ tiŋ˨ ti˦ tsit bin˦ piaʔ˧.
釘釘仔	tiŋ˨ tiŋ˧a˥
提針來紩衫	tʰe˧̍h tsiam lai˩ tʰĩ˦sã˧
布袋針	pɔ˨te˦tsiam
紩兩針	tʰĩ˦ nn̩˦ tsiam
你莫共我針。	li˥ mai˨ ka˦ gua˥ tsiam.
秒針	bio˥tsiam
注射針	tsu˩sia˦tsiam
磅針	poŋ˦tsiam
度針	tɔ˦tsiam
鉼針	pin˥tsiam
你閃去邊仔啦！	li˥ siam˥kʰi˨ pĩ˧a˥laʔ˧!
相閃車	sio˧siam˥tsʰia
閃著腰	siam˥tioʔ˩ io˧
金光閃閃	kim˧koŋ˧ siam˥siam˥
閃爍	siam˥siʔ˧
病院	pẽ˦ĩ˦
法院	huat˧ĩ˦
行政院	hiŋ˩tsiŋ˩ĩ˦
啥物時陣？	sĩã˥miʔ˧ si˩tsun˧?
這陣	tsittsun˧
一陣風	tsit˧ tsun˧ hoŋ˧
一陣一陣	tsit˧ tsun˧ tsit˧ tsun˧
陣風	tsun˧hoŋ˧
陣雨	tsun˧hɔ˦
一陣人	tsit˧ tin˦ laŋ˩
鬥陣來去	tau˨tin˦ lai˩kʰi˨
佈陣	pɔ˨ tin˦
陣頭	tin˦tʰau˩
除掉	ti˩tiau˦
排除	pai˩tu˧˥
用三除十二得四。	iŋ˦ sã˧ tu˧˥ tsap˧dzi˦ tik˧ si˨.
一隻貓	tsit˧ tsiaʔ niau˧
三隻船	sã˧ tsiaʔ tsun˧˥
鳥隻	tsiau˥tsiaʔ
船隻	tsun˧˥tsiaʔ
枵過飢	iau˧kue˨ki˧
騎馬	kʰia˩be˥
馬車	be˥tsʰia
馬文才	ma˥ bun˩tsai˧˥
骨架	kut˧ke˨
高級	ko˧kip˧
決鬥	kuat˧tau˨
戰鬥	tsian˩tau˨
窗仔鬥無峇。	tʰaŋ˧a˥ tau˨ bo˩ ba˦.
鬥榫	tau˨sun˥
鬥跤手	tau˨kʰa˧tsʰiu˥
鬥做	tau˨ tso˩
我共你鬥洗碗。	gua˥ ka˦ li˥ tau˨ se˥ ua˥˧.
鬥緊的	tau˨ kin˥e˩
鬥久的	tau˨ ku˥e˩
一人五百，鬥做兩千。	tsit˧ laŋ˩ gɔ˦paʔ˧, tau˨tso˩ nn̩˦tsʰiŋ.
欠一跤，叫阿彬來鬥。	kʰiam˨ tsit˧ kʰa˧, kio˨ a˧pin˧ lai˩ tau˨.
伊佮一个賣厝的咧鬥。	i˧ kaʔ˧ tsit˧ e˩ be˦tsʰu˩e˩ teʔ˧ tau˨.
孤魂野鬼	kɔ˧hun˩ia˥kui˥
鬼頭鬼腦	kui˥tʰau˩kui˥nau˥
伊做代誌真骨力。	i˧ tso˩ tai˦tsi˩ tsin kut˧lat˩.
我馬上就欲來走矣！	gua˥ ma˥sioŋ˦ to˦ beʔ˧ lai˩ tsau˥aʔ˧!
你做人的馬仔，一世人都袂出脫。	li˥ tso˩ laŋ˩ e˩ be˥a˥, tsit˧si˨laŋ˩ to˧ be˦ tsʰuttʰuat˧.
伊違反規定，去予主辦單位除名矣。	i˧ ui˧˥huan˥ kui˧tiŋ˦, kʰi˨ hɔ˦ tsu˥pan˦ tan˧ui˧ tu˧˥mia˩aʔ˧.
骨肉至親	kut˧dziok˩ tsi˩tsʰin
伊酒啉甲馬西馬西，話捎咧亂講。	i˧ tsiu˥ lim˧ kaʔ˧ ma˥se˧ma˥se˧, ue˧ sa˧ leʔ˧ luan˦ koŋ˥.
這領衫真高尚。	tsit nia˥ sã˧ tsin ko˧sioŋ˥.
伊欲佮你釘孤枝。	i˧ beʔ˧ kaʔ˧ li˥ tiŋ˨kɔ˧ki˧.
伊的醫術真高明。	i˧ e˩ i˧su˧̍t tsin ko˧biŋ˩.
有酒矸通賣無？	u˧ tsiu˥kan˧ tʰaŋ˧ be˦bo˩?
鬥股做生理	tau˨kɔ˥ tso˩siŋ˧li˥
除非你加入，伊才肯共阮鬥相共。	tu˧˥hui˧ li˥ ka˧dzip˩, i˧ tsiaʔ kʰiŋ˥ ka˦ guan˥ tau˨sã˧kaŋ˦.
你敢有需要人共你鬥相共？	li˥ kam˥ u˧ su˧iau˨ laŋ˩ ka˦ li˥ tau˨sã˧kaŋ˦?
風颱咧欲來矣，真濟漁船仔攏駛入來港口閃風。	hoŋ˧tʰai˧ teʔ˧beʔ˧ lai˩aʔ˧, tsin tse˧ hi˩tsun˧˥a˥ loŋ˥ sai˥ dzip˩lai˩ kaŋ˥kʰau˥ siam˥hoŋ˧.
這个所在真閃風。	tsit e˩ sɔ˥tsai˧ tsin siam˥hoŋ˧.
牛頭馬面	gu˩tʰau˩ be˥bin˦
阮搬來下港二十年矣，早就釘根矣。	guan˥ puã˧lai˩ e˦kaŋ˥ dzi˦tsap˧ ni˩aʔ˧, tsa˥ to˦ tiŋ˨kin˧aʔ˧.
你是釘根矣是無？坐規晡攏無徙位。	li˥ si˦ tiŋ˨kin˧aʔ˧ si˦bo˩? tse˧ kui˧pɔ˧ loŋ˥ bo˩ sua˥ui˧.
伊開始咧陣疼，應該欲生矣。	i˧ kʰai˧si˥ teʔ˧ tsun˧tʰĩã˨, iŋ˧kai˧ beʔ˧ sẽ˧aʔ˧.
阮店賣的攏是高級貨。	guan˥ tiam˨ be˦e˩ loŋ˥ si˦ ko˧kip˧ hue˨.
咱鬥陣來去。	lan˥ tau˨tin˦ lai˩kʰi˨.
佮朋友鬥陣著愛誠懇。	kaʔ˧ piŋ˩iu˥ tau˨tin˦ tioʔ˩ai˨ siŋ˩kʰun˥.
身體健康上重要，衛生習慣袂當馬馬虎虎。	sin˧tʰe˥ kian˦kʰoŋ˧ sioŋ˦ tioŋ˦iau˨, ue˧siŋ˧ si˧̍pkuan˨ be˦taŋ˨ ma˥ma˥hu˧hu˧.
我若有時間就去共恁鬥無閒。	gua˥ na˦ u˧ si˩kan˧ to˦ kʰi˨ ka˦ lin˥ tau˨bo˩iŋ˩.
代誌都咧亂矣，你莫閣來鬥無閒。	tai˦tsi˩ to˧ teʔ˧ luan˦aʔ˧, li˥ mai˨ koʔ˧ lai˩ tau˨bo˩iŋ˩.
伊的腰去閃著。	i˧ e˩ io˧ kʰi˨ siam˥tioʔ˩.
彼位夫人看著誠高貴。	hit˧ ui˧ hu˧dzin˩ kʰuã˨ tioʔ˩ tsia˧˥˧ ko˧kui˨.
伊看著我來就緊閃開。	i˧ kʰuã˨tioʔ˩ gua˥ lai˩ to˦ kin˥ siam˥kʰui˧.
學生佇學校攏會學做針黹。	ha˧̍ksiŋ˧ ti˦ ha˧̍khau˦ loŋ˥ e˦ o˧̍h tso˩ tsiamtsi˥.
你緊來共我鬥跤手。	li˥ kin˥ lai˩ ka˦ gua˥ tau˨kʰa˧tsʰiu˥.
你莫看彼个囡仔乖乖仔，其實伊真鬼精。	li˥ mai˨ kʰuã˨ hit˧ e˩ gn˥a˥ kuai˧kuai˧a˥, ki˩si˧̍t i˧ tsin kui˥tsia˧.
世間敢真正有鬼精？	se˨kan˧ kam˥ tsintsia˩˧ u˧ kui˥tsia˧?
