ააბარგებს	aabaɾgebs
მყისიერი	mχʼisieɾi
მყიფე	mχʼipʰe
მყოფი	mχʼopʰi
მყრალი	mχʼɾali
მყუდრო	mχʼudɾo
მყუდროდ	mχʼudɾotʰ
მყუდროება	mχʼudɾoeba
მშენებლობა	mʃenebɫoba
მშვენება	mʃʷeneba
მშვენიერი	mʃʷenieɾi
მშვენივრად	mʃʷenivɾatʰ
მშვიდად	mʃʷidatʰ
მშვიდი	mʃʷidi
მშვიდობა	mʃʷidoba
მშვიდობიანად	mʃʷidobianatʰ
მშვიდობიანი	mʃʷidobiani
მშვიდობით	mʃʷidobitʰ
მშვიდობისმოყვარული	mʃʷidobismoχʼʷaɾuli
მშვილდი	mʃʷildi
მშვილდოსანი	mʃʷildosani
მშვილდოსნობა	mʃʷildosnoba
მშიერი	mʃieɾi
მშიშარა	mʃiʃaɾa
მშობელნაცვალი	mʃobelnatsʰʷali
მშობიარე	mʃobiaɾe
მშობიარობა	mʃobiaɾoba
მშობლები	mʃoblebi
მშობლიური	mʃobliuɾi
მშრალად	mʃɾaɫatʰ
მშრალი	mʃɾali
მშრალხევი	mʃɾalχevi
მჩატე	mtʃʰatʼe
მჩქეფარე	mtʃʰkʰepʰaɾe
მცდარად	mtsʰdaɾatʰ
მცდარი	mtsʰdaɾi
მცდარობა	mtsʰdaɾoba
მცდელობა	mtsʰdeɫoba
მცენარე	mtsʰenaɾe
მცენარეული	mtsʰenaɾeuli
მცენარეულობა	mtsʰenaɾeuɫoba
მცველი	mtsʰʷeli
მცივანა	mtsʰivana
მცირე	mtsʰiɾe
მცნება	mtsʰneba
მცოდნე	mtsʰodne
მცურავი	mtsʰuɾavi
მცხეთა	mtsʰχetʰa
მცხუნვარე	mtsʰχunʷaɾe
მცხუნვარედ	mtsʰχunʷaɾetʰ
მძარცველი	mdzaɾtsʰʷeli
მძარცველურად	mdzaɾtsʰʷeɫuɾatʰ
მძარცველური	mdzaɾtsʰʷeɫuɾi
მძაფრი	mdzapʰɾi
მძვინვარებით	mdzʷinʷaɾebitʰ
მძვინვარედ	mdzʷinʷaɾetʰ
მძივისებრი	mdzivisebɾi
მძიმე	mdzime
მძინარა	mdzinaɾa
მძინარე	mdzinaɾe
მძინარედ	mdzinaɾetʰ
მძულვარება	mdzulʷaɾeba
მძღნერი	mdzʁneɾi
მძღოლი	mdzʁoli
მწარე	mtsʼaɾe
მწარედ	mtsʼaɾetʰ
მწებვარედ	mtsʼebʷaɾetʰ
მწევარი	mtsʼevaɾi
მწერალი	mtsʼeɾali
მწერი	mtsʼeɾi
მწვადი	mtsʼʷadi
მწვავე	mtsʼʷave
მწვავედ	mtsʼʷavetʰ
მწვანე	m̥tsʼʷane̞
მწვანილი	mtsʼʷanili
მწვერვალი	mtsʼʷeɾʷali
მწვრთნელი	m̥tsʼʷɾtʰne̞li
მწიკვი	mtsʼikʼʷi
მწირად	mtsʼiɾatʰ
მწირი	mtsʼiɾi
მწიფედ	mtsʼipʰetʰ
მწკრივად	mtsʼkʼɾivatʰ
მწკრივი	mtsʼkʼɾivi
მწკრივში	mtsʼkʼɾifʃi
მწუხარება	mtsʼuχaɾeba
მწუხარედ	mtsʼuχaɾetʰ
მწუხრი	mtsʼuχɾi
მწყემსი	mtsʼχʼemsi
მწყერი	mtsʼχʼeɾi
მწყერფეხა	mtsʼχʼeɾpʰeχa
მწყერჩიტა	mtsʼχʼeɾtʃʰitʼa
მწყინს	mtsʼχʼins
მწყურია	mtsʼχʼuɾia
მჭედლიშვილი	mtʃʼedliʃʷili
მჭევრმეტყველურად	mtʃʼevɾmetʼχʼʷeɫuɾatʰ
მჭიდრო	mtʃʼidɾo
მჭიდროდ	mtʃʼidɾotʰ
მჭირდება	mtʃʼiɾdeba
მჭლედ	mtʃʼletʰ
მჭრელი	mtʃʼɾeli
მხარბეჭიანი	mχaɾbetʃʼiani
მხარდაჭერა	mχaɾdatʃʼeɾa
მხარე	mχaɾe
მხარედ	mχaɾetʰ
მხარემ	mχaɾem
მხარეს	mχaɾes
მხარი	mχaɾi
მხარით	mχaɾitʰ
მხარის	mχaɾis
მხატვარი	mχatʼʷaɾi
მხატვრული	mχatʼʷɾuli
მხდალი	mχdali
მხები	mχebi
მხედარი	mχedaɾi
მხედველობა	mχedʷeɫoba
მხედრული	mχedɾuli
მხეცი	mχetsʰi
მხეცობა	mχetsʰoba
მხეცურად	mχetsʰuɾatʰ
მხეცური	mχetsʰuɾi
მხიარულად	mχiaɾuɫatʰ
მხიარული	mχiaɾuli
მხიე	mχie
მხნე	mχne
მხნედ	mχnetʰ
მხოლობითად	mχoɫobitʰatʰ
მხოლობითი	mχoɫobitʰi
მხოლოდ	mχoɫotʰ
მხოლოდდამხოლოდ	mχoɫoddamχoɫotʰ
მხოლოდშობილი	mχoɫodʃobili
მხოლოობითი	mχoɫoobitʰi
მხურვალედ	mχuɾʷaletʰ
მხცოვანი	mχtsʰovani
მჯდომარე	mdʒdomaɾe
ნ	n
ნაადრევად	naadɾevatʰ
ნაადრევი	naadɾevi
ნაბიჭვარი	nabitʃʼʷaɾi
ნაბოზარა	nabozaɾa
ნაბოზარი	nabozaɾi
ნაგაზი	nagazi
ნაგერალი	nageɾali
ნაგულისხმევი	nagulisχmevi
ნადირი	nadiɾi
ნადირობა	nadiɾoba
ნადირობს	nadiɾobs
ნადირს	nadiɾs
ნაერთი	naeɾtʰi
ნავარდი	navaɾdi
ნავთი	naftʰi
ნავთობი	naftʰobi
ნავთობიანი	naftʰobiani
ნავთობსადენი	naftʰobsadeni
ნავთსაყუდელი	naftʰsaχʼudeli
ნავიგაცია	navigatsʰia
ნავსადგურად	nafsadguɾatʰ
ნავსადგური	nafsadguɾi
ნავსადგურით	nafsadguɾitʰ
ნავსადგურის	nafsadguɾis
ნავსადგურმა	nafsadguɾma
ნავსადგურს	nafsadguɾs
ნავსაყუდელი	nafsaχʼudeli
ნაზად	nazatʰ
ნაზი	nazi
ნათარგმნი	natʰaɾgmni
ნათელა	natʰeɫa
ნათელაშვილი	natʰeɫaʃʷili
ნათლად	natʰɫatʰ
ნათლისღება	natʰlisʁeba
ნათლობა	natʰɫoba
ნათლული	natʰɫuli
ნათურა	natʰuɾa
ნაიარევი	naiaɾevi
ნაილი	naili
ნაირა	naiɾa
ნაირგვაროვნად	naiɾgʷaɾovnatʰ
ნაირობი	naiɾobi
ნაირსახეობა	naiɾsaχeoba
ნაკერი	nakʼeɾi
ნაკვალევი	nakʼʷalevi
ნაკვერცხალი	nakʼʷeɾtsʰχali
ნაკვთი	nakʼʷtʰi
ნაკლებად	nakʼlebatʰ
ნაკლებმოსალოდნელად	nakʼlebmosaɫodneɫatʰ
ნაკრები	nakʼɾebi
ნაკურთხი	nakʼuɾtʰχi
ნამდვილად	namdʷiɫatʰ
ნამდვილი	namdʷili
ნამდვილობა	namdʷiɫoba
ნამზეური	namzeuɾi
ნამორაძე	namoɾadze
ნამქერი	namkʰeɾi
ნამცეცა	namtsʰetsʰa
ნამცეცი	namtsʰetsʰi
ნამცხვარი	namtsʰχʷaɾi
ნამძინარევად	namdzinaɾevatʰ
ნანახი	nanaχi
ნანგრევი	naŋgɾevi
ნაპერწკალი	napʼeɾtsʼkʼali
ნაპირზე	napʼiɾze
ნაპირთან	napʼiɾtʰan
ნაპირი	napʼiɾi
ნაპირისაკენ	napʼiɾisakʼen
ნაპირისკენ	napʼiɾiskʼen
ნაპრალი	napʼɾali
ნარგიზი	naɾgizi
ნარდი	naɾdi
ნარვალი	naɾʷali
ნართანიანი	naɾtʰaniani
ნართი	naɾtʰi
ნარინჯისფერი	naɾindʒispʰeɾi
ნარიყალა	naɾiχʼaɫa
ნარკომანი	naɾkʼomani
ნარკოტიკი	naɾkʼotʼikʼi
ნარკოტიკული	naɾkʼotʼikʼuli
ნარშავი	naɾʃavi
ნარჩენი	naɾtʃʰeni
ნასვამი	nasʷami
ნასირია	nasiɾia
ნასკვი	naskʼʷi
ნასკვიანი	naskʼʷiani
ნატეხი	natʼeχi
ნატიურმორტი	natʼiuɾmoɾtʼi
ნატრიუმი	natʼɾiumi
ნატურალიზმი	natʼuɾalizmi
ნატურალისტი	natʼuɾalistʼi
ნატურმორტი	natʼuɾmoɾtʼi
ნაუმი	naumi
ნაურუ	nauɾu
ნაფეხური	napʰeχuɾi
ნაქალაქარი	nakʰaɫakʰaɾi
ნაქარგი	nakʰaɾgi
ნაღდად	naʁdatʰ
ნაღდი	naʁdi
ნაღები	naʁebi
ნაღებიანი	naʁebiani
ნაღებისფერი	naʁebispʰeɾi
ნაღველა	naʁʷeɫa
ნაღველი	naʁʷeli
ნაღვერდალი	naʁʷeɾdali
ნაღვლიანად	naʁʷlianatʰ
ნაღვლიანი	naʁʷliani
ნაღმი	naʁmi
ნაყალბევი	naχʼalbevi
ნაყვავილარი	naχʼʷaviɫaɾi
ნაყინი	naχʼini
ნაყოფი	naχʼopʰi
ნაყოფიერად	naχʼopʰieɾatʰ
ნაყოფიერება	naχʼopʰieɾeba
ნაყოფიერი	naχʼopʰieɾi
ნაშენია	naʃenia
ნაშიერი	naʃieɾi
ნაშუადღევი	naʃuadʁevi
ნაშუადღევს	naʃuadʁefs
ნაშური	naʃuɾi
ნაჩქარევად	natʃʰkʰaɾevatʰ
ნაჩქარევი	natʃʰkʰaɾevi
ნაცარი	natsʰaɾi
ნაცვალგება	natsʰʷalgeba
ნაცვალსახელი	natsʰʷalsaχeli
ნაცვლად	natsʰʷɫatʰ
ნაცვლება	natsʰʷleba
ნაციზმი	natsʰizmi
ნაციონალი	natsʰionali
ნაციონალისტი	natsʰionalistʼi
ნაციონალურად	natsʰionaɫuɾatʰ
ნაცისტი	natsʰistʼi
ნაცისტური	natsʰistʼuɾi
ნაცნობი	natsʰnobi
ნაცნობობა	natsʰnoboba
ნაცრისფერი	natsʰɾispʰeɾi
ნაცრისფრად	natsʰɾispʰɾatʰ
ნაძვი	nadzʷi
ნაძირალა	nadziɾaɫa
ნაძირალი	nadziɾali
ნაწარმი	natsʼaɾmi
ნაწარმოები	natsʼaɾmoebi
ნაწევარი	natsʼevaɾi
ნაწიბური	natsʼibuɾi
ნაწილაკი	natsʼiɫakʼi
ნაწილობრივ	natsʼiɫobɾiv
ნაწილობრივი	natsʼiɫobɾivi
ნაწლავი	natsʼɫavi
ნაჭრილობევი	natʃʼɾiɫobevi
ნახავს	naχafs
ნახატი	naχatʼi
ნახევარგზაზე	naχevaɾgzaze
ნახევარდა	naχevaɾda
ნახევარი	naχevaɾi
ნახევარკუნძული	naχevaɾkʼundzuli
ნახევარმცველი	naχevaɾmtsʰʷeli
ნახევარსფერო	naχevaɾspʰeɾo
ნახევარტონი	naχevaɾtʼoni
ნახევარძმა	naχevaɾdzma
ნახევარწრე	naχevaɾtsʼɾe
ნახევრად	naχevɾatʰ
ნახევრადსაპრეზიდენტო	naχevɾadsapʼɾezidentʼo
ნახევრადფენოვანი	naχevɾadpʰenovani
ნახევრადძვირფასი	naχevɾaddzʷiɾpʰasi
ნახერხი	naχeɾχi
ნახვა	naχʷa
ნახვამდის	naχʷamdis
ნახველი	naχʷeli
ნახვრეტი	naχʷɾetʼi
ნახირი	naχiɾi
ნახმარი	naχmaɾi
ნახტომი	naχtʼomi
ნახულობს	naχuɫobs
ნახშირბადი	naχʃiɾbadi
ნახშირგორა	naχʃiɾgoɾa
ნახშირი	naχʃiɾi
ნახშირისფერი	naχʃiɾispʰeɾi
ნახშირორჟანგი	naχʃiɾoɾʒaŋgi
ნახშირჟანგი	naχʃiɾʒaŋgi
ნახშირწყალი	naχʃiɾtsʼχʼali
ნაჯახი	nadʒaχi
ნაჯვარი	nadʒʷaɾi
ნგრევა	ŋgɾeva
ნებავს	nebafs
ნებართვა	nebaɾtʰʷa
ნებაყოფლობით	nebaχʼopʰɫobitʰ
ნებაყოფლობითი	nebaχʼopʰɫobitʰi
ნებიერი	nebieɾi
ნებისმიერი	nebismieɾi
ნებისყოფა	nebisχʼopʰa
ნებრასკა	nebɾaskʼa
ნედერლანდისტიკა	nedeɾɫandistʼikʼa
ნედლად	nedɫatʰ
ნევრალგია	nevɾalgia
ნევრალგიური	nevɾalgiuɾi
ნევრიტი	nevɾitʼi
ნევროზი	nevɾozi
ნევროლოგი	nevɾoɫogi
ნევროლოგია	nevɾoɫogia
ნევროტულად	nevɾotʼuɫatʰ
ნეზვი	nezʷi
ნეილონი	neiɫoni
ნეირონი	neiɾoni
ნეიტრალიტეტი	neitʼɾalitʼetʼi
ნეიტრალური	neitʼɾaɫuɾi
ნეიტრონი	neitʼɾoni
ნეკერჩხალი	nekʼeɾtʃʰχali
ნეკროლოგი	nekʼɾoɫogi
ნეკრომანტი	nekʼɾomantʼi
ნელა	neɫa
ნელად	neɫatʰ
ნელთბილად	neltʰbiɫatʰ
ნემანის	nemanis
ნემსიყლაპია	nemsiχʼɫapʼia
ნემსიწვერა	nemsitsʼʷeɾa
ნეოიმპერიალიზმი	neoimpʼeɾializmi
ნეოკოლონია	neokʼoɫonia
ნეოკოლონიალიზმი	neokʼoɫonializmi
ნეოლიბერალი	neolibeɾali
