Ⴀ	ɑ
მოჭარბებულად	motʃʼaɾbebuɫatʰ
მოჭიმულად	motʃʼimuɫatʰ
მოჭრის	motʃʼɾis
მოხარკე	moχaɾkʼe
მოხარშვა	moχaɾʃʷa
მოხდა	moχda
მოხევე	moχeve
მოხელე	moχele
მოხერხებულად	moχeɾχebuɫatʰ
მოხერხებული	moχeɾχebuli
მოხრილობა	moχɾiɫoba
მოხსენება	moχseneba
მოხუცებულობა	moχutsʰebuɫoba
მოხუცი	moχutsʰi
მჟავედ	mʒavetʰ
მჟავური	mʒavuɾi
მრავალარჩევანიანი	mɾavaɫaɾtʃʰevaniani
მრავალგანზომილება	mɾavalɡanzomileba
მრავალგანზომილებიანი	mɾavalɡanzomilebiani
მრავალგვარი	mɾavalɡʷaɾi
მრავალეროვნული	mɾavaleɾovnuli
მრავალი	mɾavali
მრავალკომპონენტიანი	mɾavalkʼompʼonentʼiani
მრავალკუთხა	mɾavalkʼutʰχa
მრავალკუთხედი	mɾavalkʼutʰχedi
მრავალმნიშვნელოვანი	mɾavalmniʃʷneɫovani
მრავალმნიშვნელოვნად	mɾavalmniʃʷneɫovnatʰ
მრავალმხრივი	mɾavalmχɾivi
მრავალპარტიული	mɾavalpʼaɾtʼiuli
მრავალსამყარო	mɾavalsamχʼaɾo
მრავალსაუკუნოვანი	mɾavalsaukʼunovani
მრავალუჯრედიანი	mɾavaɫudʒɾediani
მრავალუჯრედიანობა	mɾavaɫudʒɾedianoba
მრავალფეროვანი	mɾavalpʰeɾovani
მრავალფეროვნად	mɾavalpʰeɾovnatʰ
მრავალფეროვნება	mɾavalpʰeɾovneba
მრავალქმრიანობა	mɾavalkʰmɾianoba
მრავალქორწინება	mɾavalkʰoɾtsʼineba
მრავალცოლიანობა	mɾavaltsʰolianoba
მრავალძარღვა	mɾavaldzaɾʁʷa
მრავალხმიანი	mɾavalχmiani
მრავალჯერადი	mɾavaldʒeɾadi
მრავლისმთქმელად	mɾavlismtʰkʰmeɫatʰ
მრავლობითი	mɾavɫobitʰi
მრგვალი	mɾɡʷali
მრგვლად	mɾɡʷɫatʰ
მრევლი	mɾevli
მრეწველი	mɾetsʼʷeli
მრეწველობა	mɾetsʼʷeɫoba
მრისხანე	mɾisχane
მრისხანედ	mɾisχanetʰ
მრიცხველი	mɾitsʰχʷeli
მრუდე	mɾude
მრუდედ	mɾudetʰ
მრუში	mɾuʃi
მრუშობა	mɾuʃoba
მსახიობი	msaχiobi
მსახურთუხუცესი	msaχuɾtʰuχutsʰesi
მსახური	msaχuɾi
მსგავსად	msɡafsatʰ
მსგავსება	msɡafseba
მსგავსი	msɡafsi
მსოფლიოდ	msopʰliotʰ
მსოფლმხედველობა	msopʰlmχedʷeɫoba
მსროლელი	msɾoleli
მსუბუქად	msubukʰatʰ
მსუქნად	msukʰnatʰ
მსუყე	msuχʼe
მსხალდიდი	msχaldidi
მსხალი	msχali
მსხვერპლი	msχʷeɾpʼli
მსხვილი	msχʷili
მსჯელობა	msdʒeɫoba
მტანჯველად	mtʼandʒʷeɫatʰ
მტაცებლური	mtʼatsʰebɫuɾi
მტერი	mtʼeɾi
მტვერი	mtʼʷeɾi
მტვერსასრუტი	mtʼʷeɾsasɾutʼi
მტვრიანა	mtʼʷɾiana
მტვრიანი	mtʼʷɾiani
მტირალა	mtʼiɾaɫa
მტირალი	mtʼiɾali
მტკვარი	mtʼkʼʷaɾi
მტკივნეულად	mtʼkʼivneuɫatʰ
მტკივნეულობა	mtʼkʼivneuɫoba
მტკიცე	mtʼkʼitsʰe
მტკიცება	mtʼkʼitsʰeba
მტკიცებითი	mtʼkʼitsʰebitʰi
მტკიცებულება	mtʼkʼitsʰebuleba
მტკიცედ	mtʼkʼitsʰetʰ
მტრედი	mtʼɾedi
მტრობა	mtʼɾoba
მტრულად	mtʼɾuɫatʰ
მტრული	mtʼɾuli
მტყუანი	mtʼχʼuani
მუარი	muaɾi
მუდარა	mudaɾa
მუდმივად	mudmivatʰ
მუდრეგი	mudɾeɡi
მუზარადი	muzaɾadi
მუკერძოებლად	mukʼeɾdzoebɫatʰ
მულატი	muɫatʼi
მულტიინსტრუმენტალისტი	multʼiinstʼɾumentʼalistʼi
მულტიმედიური	multʼimediuɾi
მულტინაციონალური	multʼinatsʰionaɫuɾi
მულტისამყარო	multʼisamχʼaɾo
მუმიფიკაცია	mumipʰikʼatsʰia
მუნიციპალიტეტად	munitsʰipʼalitʼetʼatʰ
მუნიციპალიტეტი	munitsʰipʼalitʼetʼi
მუნიციპალიტეტით	munitsʰipʼalitʼetʼitʰ
მუნიციპალიტეტის	munitsʰipʼalitʼetʼis
მუნიციპალიტეტმა	munitsʰipʼalitʼetʼma
მუნიციპალიტეტს	munitsʰipʼalitʼetʼs
მუნიციპალურად	munitsʰipʼaɫuɾatʰ
მუნიციპალური	munitsʰipʼaɫuɾi
მუნჯად	mundʒatʰ
მურაბა	muɾaba
მური	muɾi
მურღულია	muɾʁulia
მურყანი	muɾχʼani
მუსიკად	musikʼatʰ
მუსიკალურად	musikʼaɫuɾatʰ
მუსიკალური	musikʼaɫuɾi
მუსტანგი	mustʼaŋɡi
მუტაცია	mutʼatsʰia
მუტრუკი	mutʼɾukʼi
მუქარით	mukʰaɾitʰ
მუღამი	muʁami
მუყაითად	muχʼaitʰatʰ
მუყაითი	muχʼaitʰi
მუყაითობა	muχʼaitʰoba
მუყაო	muχʼao
მუშკეტერი	muʃkʼetʼeɾi
მუშტარი	muʃtʼaɾi
მუცელი	mutsʰeli
მუხა	muχa
მუხათგვერდი	muχatʰɡʷeɾdi
მუხათი	muχatʰi
მუხათწყარო	muχatʰtsʼχʼaɾo
მუხანათი	muχanatʰi
მუხანათურად	muχanatʰuɾatʰ
მუხანათური	muχanatʰuɾi
მუხლი	muχli
მუხლუხი	muχɫuχi
მუხრუჭი	muχɾutʃʼi
მუხუდო	muχudo
მუჯლუგუნი	mudʒɫuɡuni
მუჰაჯირობა	muhadʒiɾoba
მფარველობა	mpʰaɾʷeɫoba
მფარველურად	mpʰaɾʷeɫuɾatʰ
მფლანგველობა	mpʰɫaŋɡʷeɫoba
მფლანგველურად	mpʰɫaŋɡʷeɫuɾatʰ
მფლობელი	mpʰɫobeli
მფლობელობა	mpʰɫobeɫoba
მფრინველი	mpʰɾinʷeli
მქრქალად	mkʰɾkʰaɫatʰ
მქრქალი	mkʰɾkʰali
მღერის	mʁeɾis
მღვდელი	mʁʷdeli
მღვდლობა	mʁʷdɫoba
მღვიმე	mʁʷime
მღვრიე	mʁʷɾie
მყარად	mχʼaɾatʰ
მყარი	mχʼaɾi
მყესი	mχʼesi
მყვირალა	mχʼʷiɾaɫa
მყინვარი	mχʼinʷaɾi
მყინვარწვერი	mχʼinʷaɾtsʼʷeɾi
მყისიერი	mχʼisieɾi
მყიფე	mχʼipʰe
მყოფი	mχʼopʰi
მყრალი	mχʼɾali
მყუდრო	mχʼudɾo
მყუდროდ	mχʼudɾotʰ
მყუდროება	mχʼudɾoeba
მშენებლობა	mʃenebɫoba
მშვენება	mʃʷeneba
მშვენიერი	mʃʷenieɾi
მშვენივრად	mʃʷenivɾatʰ
მშვიდად	mʃʷidatʰ
მშვიდი	mʃʷidi
მშვიდობა	mʃʷidoba
მშვიდობიანად	mʃʷidobianatʰ
მშვიდობიანი	mʃʷidobiani
მშვიდობით	mʃʷidobitʰ
მშვიდობისმოყვარული	mʃʷidobismoχʼʷaɾuli
მშვილდი	mʃʷildi
მშვილდოსანი	mʃʷildosani
მშვილდოსნობა	mʃʷildosnoba
მშიერი	mʃieɾi
მშიშარა	mʃiʃaɾa
მშობელნაცვალი	mʃobelnatsʰʷali
მშობიარე	mʃobiaɾe
მშობიარობა	mʃobiaɾoba
მშობლიური	mʃobliuɾi
მშრალად	mʃɾaɫatʰ
მშრალი	mʃɾali
მშრალხევი	mʃɾalχevi
მჩატე	mtʃʰatʼe
მჩქეფარე	mtʃʰkʰepʰaɾe
მცდარად	mtsʰdaɾatʰ
მცდარი	mtsʰdaɾi
მცდარობა	mtsʰdaɾoba
მცდელობა	mtsʰdeɫoba
მცენარე	mtsʰenaɾe
მცენარეული	mtsʰenaɾeuli
მცენარეულობა	mtsʰenaɾeuɫoba
მცველი	mtsʰʷeli
მცივანა	mtsʰivana
მცირე	mtsʰiɾe
მცნება	mtsʰneba
მცოდნე	mtsʰodne
მცურავი	mtsʰuɾavi
მცხეთა	mtsʰχetʰa
მცხუნვარე	mtsʰχunʷaɾe
მცხუნვარედ	mtsʰχunʷaɾetʰ
მძარცველი	mdzaɾtsʰʷeli
მძარცველურად	mdzaɾtsʰʷeɫuɾatʰ
მძარცველური	mdzaɾtsʰʷeɫuɾi
მძაფრი	mdzapʰɾi
მძვინვარებით	mdzʷinʷaɾebitʰ
მძვინვარედ	mdzʷinʷaɾetʰ
მძივისებრი	mdzivisebɾi
მძინარა	mdzinaɾa
მძინარე	mdzinaɾe
მძინარედ	mdzinaɾetʰ
მძულვარება	mdzulʷaɾeba
მძღნერი	mdzʁneɾi
მძღოლი	mdzʁoli
მწარე	mtsʼaɾe
მწარედ	mtsʼaɾetʰ
მწებვარედ	mtsʼebʷaɾetʰ
მწევარი	mtsʼevaɾi
მწერალი	mtsʼeɾali
მწერი	mtsʼeɾi
მწვადი	mtsʼʷadi
მწვავე	mtsʼʷave
მწვავედ	mtsʼʷavetʰ
მწვანე	m̥tsʼʷane̞
მწვანილი	mtsʼʷanili
მწვერვალი	mtsʼʷeɾʷali
მწვრთნელი	m̥tsʼʷɾtʰne̞li
მწიკვი	mtsʼikʼʷi
მწირად	mtsʼiɾatʰ
მწირი	mtsʼiɾi
მწიფედ	mtsʼipʰetʰ
მწკრივად	mtsʼkʼɾivatʰ
მწკრივი	mtsʼkʼɾivi
მწკრივში	mtsʼkʼɾifʃi
მწუხარება	mtsʼuχaɾeba
მწუხარედ	mtsʼuχaɾetʰ
მწუხრი	mtsʼuχɾi
მწყემსი	mtsʼχʼemsi
მწყერი	mtsʼχʼeɾi
მწყერფეხა	mtsʼχʼeɾpʰeχa
მწყერჩიტა	mtsʼχʼeɾtʃʰitʼa
მწყინს	mtsʼχʼins
მწყურია	mtsʼχʼuɾia
მჭედლიშვილი	mtʃʼedliʃʷili
მჭევრმეტყველურად	mtʃʼevɾmetʼχʼʷeɫuɾatʰ
მჭიდრო	mtʃʼidɾo
მჭიდროდ	mtʃʼidɾotʰ
მჭირდება	mtʃʼiɾdeba
მჭლედ	mtʃʼletʰ
მჭრელი	mtʃʼɾeli
მხარბეჭიანი	mχaɾbetʃʼiani
მხარდაჭერა	mχaɾdatʃʼeɾa
მხარე	mχaɾe
მხარედ	mχaɾetʰ
მხარემ	mχaɾem
მხარეს	mχaɾes
მხარი	mχaɾi
მხარით	mχaɾitʰ
მხარის	mχaɾis
მხატვარი	mχatʼʷaɾi
მხატვრული	mχatʼʷɾuli
მხდალი	mχdali
მხები	mχebi
მხედარი	mχedaɾi
მხედველობა	mχedʷeɫoba
მხედრული	mχedɾuli
მხეცი	mχetsʰi
მხეცობა	mχetsʰoba
მხეცურად	mχetsʰuɾatʰ
მხეცური	mχetsʰuɾi
მხიარულად	mχiaɾuɫatʰ
მხიარული	mχiaɾuli
მხიე	mχie
მხნე	mχne
მხნედ	mχnetʰ
მხოლობითად	mχoɫobitʰatʰ
მხოლობითი	mχoɫobitʰi
მხოლოდ	mχoɫotʰ
მხოლოდდამხოლოდ	mχoɫoddamχoɫotʰ
მხოლოდშობილი	mχoɫodʃobili
მხოლოობითი	mχoɫoobitʰi
მხურვალედ	mχuɾʷaletʰ
მხცოვანი	mχtsʰovani
მჯდომარე	mdʒdomaɾe
ნ	n
ნაადრევად	naadɾevatʰ
ნაადრევი	naadɾevi
ნაბიჭვარი	nabitʃʼʷaɾi
ნაბოზარა	nabozaɾa
ნაბოზარი	nabozaɾi
ნაგერალი	naɡeɾali
ნაგულისხმევი	naɡulisχmevi
ნადირი	nadiɾi
ნადირობა	nadiɾoba
ნადირობს	nadiɾobs
ნადირს	nadiɾs
ნაერთი	naeɾtʰi
ნავარდი	navaɾdi
ნავთი	naftʰi
ნავთობი	naftʰobi
ნავთობიანი	naftʰobiani
ნავთობსადენი	naftʰobsadeni
ნავთსაყუდელი	naftʰsaχʼudeli
ნავიგაცია	naviɡatsʰia
ნავსადგურად	nafsadɡuɾatʰ
ნავსადგური	nafsadɡuɾi
ნავსადგურით	nafsadɡuɾitʰ
ნავსადგურის	nafsadɡuɾis
ნავსადგურმა	nafsadɡuɾma
ნავსადგურს	nafsadɡuɾs
ნავსაყუდელი	nafsaχʼudeli
ნაზად	nazatʰ
ნათარგმნი	natʰaɾɡmni
ნათელა	natʰeɫa
ნათელაშვილი	natʰeɫaʃʷili
ნათლად	natʰɫatʰ
ნათლისღება	natʰlisʁeba
ნათლობა	natʰɫoba
ნათლული	natʰɫuli
ნათურა	natʰuɾa
ნაიარევი	naiaɾevi
ნაირა	naiɾa
ნაირგვაროვნად	naiɾɡʷaɾovnatʰ
ნაირობი	naiɾobi
ნაირსახეობა	naiɾsaχeoba
ნაკერი	nakʼeɾi
