aakkonen	ˈɑɑkkonen
maastokelpoisuus	ˈmɑɑstokelˌpoisuus
maastokuvioinen	ˈmɑɑstoˌkuviˌoinen
maastokuviointi	ˈmɑɑstoˌkuviˌointi
maastolaatikko	ˈmɑɑstoˌlɑɑtikko
maastoliikenne	ˈmɑɑstoˌliikenne
maastomarssi	ˈmɑɑstoˌmɑrssi
maasto	ˈmɑɑsto
maastonkohta	ˈmɑɑstonˌkohtɑ
maastopalo	ˈmɑɑstoˌpɑlo
maastopuku	ˈmɑɑstoˌpuku
maastopyöräily	ˈmɑɑstoˌpyøræily
maastopyörä	ˈmɑɑstoˌpyøræ
maastoratsastus	ˈmɑɑstoˌrɑtsɑstus
maastouttaa	ˈmɑɑstoˌuttɑɑ
maastoutua	ˈmɑɑstouˌtuɑ
maastovaihde	ˈmɑɑstoˌvɑihde
maasturi	ˈmɑɑsturi
maasulku	ˈmɑɑsulku
maatähti	ˈmɑɑtæhti
maataide	ˈmɑɑtɑide
maataideteos	ˈmɑɑtɑiˌdeteos
maataistelukone	ˈmɑɑtɑisˌteluˌkone
maataistelu	ˈmɑɑtɑisˌtelu
maataiteilija	ˈmɑɑtɑiˌteilijɑ
maatalo	ˈmɑɑtɑlo
maataloudellinen	ˈmɑɑtɑˌloudelˌlinen
maatalousala	ˈmɑɑtɑˌlousɑlɑ
maatalousekonomia	ˈmɑɑtɑˌlouseˌkonoˌmiɑ
maatalouselinkeino	ˈmɑɑtɑˌlouselinˌkeino
maatalouskauppa	ˈmɑɑtɑloˌuskɑˌuppɑ
maatalouskirjanpito	ˈmɑɑtɑloˌuskirˌjɑnpito
maatalouskoneasentaja	ˈmɑɑtɑloˌuskoˌneɑˌsentɑjɑ
maatalouskone	ˈmɑɑtɑloˌuskone
maatalouslomittaja	ˈmɑɑtɑloˌusloˌmittɑjɑ
maatalousmaa	ˈmɑɑtɑloˌusmɑɑ
maatalous	ˈmɑɑtɑˌlous
maatalousministeri	ˈmɑɑtɑloˌusmiˌnisteri
maatalousministeriö	ˈmɑɑtɑloˌusmiˌnisteˌriø
maatalousnäyttely	ˈmɑɑtɑloˌusnæˌyttely
maatalousneuvoja	ˈmɑɑtɑloˌusneuˌvojɑ
maatalousneuvonta	ˈmɑɑtɑloˌusneuˌvontɑ
maatalousoppilaitos	ˈmɑɑtɑˌlousoppiˌlɑitos
maatalouspoliittinen	ˈmɑɑtɑloˌuspoˌliittinen
maatalouspolitiikka	ˈmɑɑtɑloˌuspoliˌtiikkɑ
maatalousseura	ˈmɑɑtɑloˌusseurɑ
maatalousseutu	ˈmɑɑtɑloˌusseutu
maataloustarvike	ˈmɑɑtɑloˌustɑrˌvike
maatalousteknologia	ˈmɑɑtɑloˌustekˌnoloˌgiɑ
maataloustiede	ˈmɑɑtɑloˌustiede
maataloustieteellinen	ˈmɑɑtɑloˌustieˌteellinen
maataloustraktori	ˈmɑɑtɑˌloustrɑkˌtori
maataloustuki	ˈmɑɑtɑloˌustuki
maataloustuotanto	ˈmɑɑtɑloˌustuoˌtɑnto
maataloustuote	ˈmɑɑtɑloˌustuote
maataloustuottaja	ˈmɑɑtɑloˌustuotˌtɑjɑ
maataloustyö	ˈmɑɑtɑloˌustyø
maataloustyöntekijä	ˈmɑɑtɑloˌustyønˌtekijæ
maatalousvaliokunta	ˈmɑɑtɑloˌusvɑˌlioˌkuntɑ
maatalousyrittäjä	ˈmɑɑtɑˌlousyˌrittæjæ
maatalousyritys	ˈmɑɑtɑˌlousyˌritys
maata	ˈmɑɑtɑ
maatameno	ˈmɑɑtɑˌmeno
maatapano	ˈmɑɑtɑˌpɑno
maateitse	ˈmɑɑteitse
maate	ˈmɑɑte
maatiainen	ˈmɑɑtiˌɑinen
maatiaiskarja	ˈmɑɑtiˌɑiskɑrjɑ
maatiaiskaura	ˈmɑɑtiˌɑiskɑurɑ
maatiaislehmä	ˈmɑɑtiˌɑislehmæ
maatiaismainen	ˈmɑɑtiˌɑismɑinen
maatiaisrotuinen	ˈmɑɑtiˌɑisroˌtuinen
maatiaisrotu	ˈmɑɑtiˌɑisrotu
maatilalomailu	ˈmɑɑtiˌlɑloˌmɑilu
maatilamajoitus	ˈmɑɑtiˌlɑmɑˌjoitus
maatilamatkailu	ˈmɑɑtilɑˌmɑtkɑilu
maatila	ˈmɑɑtilɑ
maatilamyymälä	ˈmɑɑtilɑˌmyymælæ
maatilanemäntä	ˈmɑɑtiˌlɑneˌmæntæ
maatilatalous	ˈmɑɑtiˌlɑtɑˌlous
maatilkku	ˈmɑɑtilkku
maaton	ˈmɑɑton
maattaa	ˈmɑɑttɑɑ
maattojohdin	ˈmɑɑttoˌjohdin
maattojohto	ˈmɑɑttoˌjohto
maatto	ˈmɑɑtto
maatua	ˈmɑɑtuɑ
maatuma	ˈmɑɑtumɑ
maatuska	ˈmɑɑtuskɑ
maatuskanukke	ˈmɑɑtuskɑˌnukke
maatuuli	ˈmɑɑtuuli
maatyöläinen	ˈmɑɑtyøˌlæinen
maatyö	ˈmɑɑtyø
maatyömies	ˈmɑɑtyømies
maauimala	ˈmɑɑuiˌmɑlɑ
maavara	ˈmɑɑvɑrɑ
maaväri	ˈmɑɑværi
maavarsi	ˈmɑɑvɑrsi
maaverso	ˈmɑɑverso
maavesi	ˈmɑɑvesi
maavoimat	ˈmɑɑvoimɑt
maavuoto	ˈmɑɑvuoto
maayhteys	ˈmɑɑyhˌteys
maayökkönen	ˈmɑɑyøkˌkønen
madallus	ˈmɑdɑllus
madaltaa	ˈmɑdɑltɑɑ
madaltua	ˈmɑdɑlˌtuɑ
madamemalli	ˈmɑdɑmeˌmɑlli
madame	ˈmɑdɑme
mädännäinen	ˈmædænˌnæinen
mädännäisyys	ˈmædænˌnæisyys
mädännyttää	ˈmædænˌnyttææ
mädänsyöjä	ˈmædænˌsyøjæ
mädäntyä	ˈmædænˌtyæ
mädätä	ˈmædætæ
mädättää	ˈmædættææ
mädättäjäbakteeri	ˈmædætˌtæjæbɑkˌteeri
mädättämö	ˈmædætˌtæmø
mädätys	ˈmædætys
madeira	ˈmɑdeirɑ
madeiraviini	ˈmɑdeirɑˌviini
madekeitto	ˈmɑdeˌkeitto
madella	ˈmɑdellɑ
made	ˈmɑde
mademuhennos	ˈmɑdemuˌhennos
madonhäätö	ˈmɑdonˌhæætø
madonkantaja	ˈmɑdonˌkɑntɑjɑ
madonluku	ˈmɑdonˌluku
madonnamainen	ˈmɑdonnɑˌmɑinen
madonna	ˈmɑdonnɑ
madonnankuva	ˈmɑdonˌnɑnkuvɑ
madonnanpalvonta	ˈmɑdonˌnɑnpɑlˌvontɑ
madonnatyyppi	ˈmɑdonnɑˌtyyppi
madonsyömä	ˈmɑdonˌsyømæ
madottaa	ˈmɑdottɑɑ
madotus	ˈmɑdotus
madras	ˈmɑdrɑs
madrasruutuinen	ˈmɑdrɑsˌruutuinen
madrigaali	ˈmɑdriˌgɑɑli
mäenharja	ˈmæenˌhɑrjɑ
mäenlaskija	ˈmæenˌlɑskijɑ
mäenlaskukilpailu	ˈmæenˌlɑskukilˌpɑilu
mäenlasku	ˈmæenˌlɑsku
mäennyppylä	ˈmæenˌnyppylæ
mäenrinne	ˈmæenˌrinne
mäentöyräs	ˈmæenˌtøyræs
maestoso	ˈmɑesˌtoso
maestro	ˈmɑestro
mafia	ˈmɑfiɑ
mafioso	ˈmɑfiˌoso
magia	ˈmɑgiɑ
magiikka	ˈmɑgiikkɑ
magmaattinen	ˈmɑgmɑɑtˌtinen
magmakivilaji	ˈmɑgmɑˌkiviˌlɑji
magma	ˈmɑgmɑ
magnaatti	ˈmɑgnɑɑtti
magna	ˈmɑgnɑ
magneetiton	ˈmɑgneeˌtiton
magneetittomuus	ˈmɑgneeˌtittomuus
magneettiääni	ˈmɑgneettiˌææni
magneettikäämi	ˈmɑgneettiˌkææmi
magneettikäämitys	ˈmɑgneettiˌkææmitys
magneettikenttä	ˈmɑgneettiˌkenttæ
magneettikiisu	ˈmɑgneettiˌkiisu
magneettikompassi	ˈmɑgneettiˌkompɑssi
magneettikortti	ˈmɑgneettiˌkortti
magneettikorttimuisti	ˈmɑgneettiˌkorttiˌmuisti
magneettikuvaus	ˈmɑgneetˌtikuˌvɑus
magneettilevy	ˈmɑgneetˌtilevy
magneetti	ˈmɑgneetti
magneettimiina	ˈmɑgneettiˌmiinɑ
magneettimuisti	ˈmɑgneettiˌmuisti
magneettimuste	ˈmɑgneettiˌmuste
magneettinapa	ˈmɑgneetˌtinɑpɑ
magneettinauha	ˈmɑgneettiˌnɑuhɑ
magneettinen	ˈmɑgneetˌtinen
magneettineula	ˈmɑgneettiˌneulɑ
magneettiraita	ˈmɑgneettiˌrɑitɑ
magneettisalpa	ˈmɑgneettiˌsɑlpɑ
magneettisesti	ˈmɑgneettiˌsesti
magneettisuus	ˈmɑgneetˌtisuus
magneettitarra	ˈmɑgneettiˌtɑrrɑ
magneettivoima	ˈmɑgneettiˌvoimɑ
magneettivoimaviiva	ˈmɑgneettiˌvoimɑˌviivɑ
magneettivuo	ˈmɑgneetˌtivuo
magneetto	ˈmɑgneetto
magneettosytytys	ˈmɑgneetˌtosyˌtytys
magnesiitti	ˈmɑgneˌsiitti
magnesium	ˈmɑgneˌsium
magnetiitti	ˈmɑgneˌtiitti
magnetismi	ˈmɑgneˌtismi
magnetisoida	ˈmɑgnetiˌsoidɑ
magnetisointi	ˈmɑgnetiˌsointi
magnetisoitua	ˈmɑgnetiˌsoituɑ
magnetofoni	ˈmɑgneˌtofoni
magnetoida	ˈmɑgneˌtoidɑ
magnetointi	ˈmɑgneˌtointi
magnetoitua	ˈmɑgneˌtoituɑ
magnetoitumaton	ˈmɑgneˌtoituˌmɑton
magnolia	ˈmɑgnoˌliɑ
magnumpullo	ˈmɑgnumˌpullo
mahahaava	ˈmɑhɑˌhɑɑvɑ
mahahappo	ˈmɑhɑˌhɑppo
mahahuuhtelu	ˈmɑhɑˌhuuhtelu
mahakas	ˈmɑhɑkɑs
mahakatarri	ˈmɑhɑkɑˌtɑrri
mahakelkka	ˈmɑhɑˌkelkkɑ
mahakipu	ˈmɑhɑˌkipu
mahalasku	ˈmɑhɑˌlɑsku
mahalaukku	ˈmɑhɑlɑˌukku
mahaletku	ˈmɑhɑˌletku
maha	ˈmɑhɑ
mahanalus	ˈmɑhɑˌnɑlus
mahaneste	ˈmɑhɑˌneste
mahanesterauhanen	ˈmɑhɑˌnesteˌrɑuhɑnen
mahanportti	ˈmɑhɑnˌportti
mahanpuru	ˈmɑhɑnˌpuru
mahansuu	ˈmɑhɑnsuu
mahapalkka	ˈmɑhɑˌpɑlkkɑ
mahapiironki	ˈmɑhɑˌpiironki
mahapuoli	ˈmɑhɑˌpuoli
maharadža	ˈmɑhɑrɑdʒɑ
maharauhanen	ˈmɑhɑˌrɑuhɑnen
mahasyöpä	ˈmɑhɑˌsyøpæ
mahatauti	ˈmɑhɑˌtɑuti
mahatma	ˈmɑhɑtmɑ
mahavaiva	ˈmɑhɑˌvɑivɑ
mahdikas	ˈmɑhdikɑs
mahdikkaasti	ˈmɑhdikˌkɑɑsti
mahdikkuus	ˈmɑhdikkuus
mahdollinen	ˈmɑhdolˌlinen
mahdollisesti	ˈmɑhdolliˌsesti
mahdollistaa	ˈmɑhdolˌlistɑɑ
mahdollistua	ˈmɑhdolˌlistuɑ
mahdollisuus	ˈmɑhdolˌlisuus
mahdoton	ˈmɑhdoton
mahdottomasti	ˈmɑhdottoˌmɑsti
mahdottomuus	ˈmɑhdotˌtomuus
mahduttaa	ˈmɑhduttɑɑ
mahis	ˈmɑhis
mahjong	ˈmɑhjong
mähkä	ˈmæhkæ
mahlainen	ˈmɑhlɑinen
mahla	ˈmɑhlɑ
maho	ˈmɑho
mahonginpunainen	ˈmɑhonˌginpuˌnɑinen
mahonginruskea	ˈmɑhonˌginrusˌkeɑ
mahonia	ˈmɑhoˌniɑ
mahonkihuonekalu	ˈmɑhonkiˌhuoneˌkɑlu
mahonkikasvi	ˈmɑhonkiˌkɑsvi
mahonki	ˈmɑhonki
mahonkinen	ˈmɑhonˌkinen
mahonkipuu	ˈmɑhonˌkipuu
mahonkivene	ˈmɑhonˌkivene
mahonkiviilu	ˈmɑhonkiˌviilu
mahorkka	ˈmɑhorkkɑ
mahous	ˈmɑhous
mahtaa	ˈmɑhtɑɑ
mahtailevasti	ˈmɑhtɑileˌvɑsti
mahtailija	ˈmɑhtɑiˌlijɑ
mahtailla	ˈmɑhtɑillɑ
mahtailu	ˈmɑhtɑilu
mahtaja	ˈmɑhtɑjɑ
mahtava	ˈmɑhtɑvɑ
mahtavasti	ˈmɑhtɑˌvɑsti
mahtavuus	ˈmɑhtɑvuus
mahtiasema	ˈmɑhtiˌɑsemɑ
mahtikäsky	ˈmɑhtiˌkæsky
mahti	ˈmɑhti
mahtimies	ˈmɑhtimies
mahtipontinen	ˈmɑhtiˌpontinen
mahtipontisesti	ˈmɑhtiˌpontiˌsesti
mahtipontisuus	ˈmɑhtiˌpontisuus
mahtisana	ˈmɑhtiˌsɑnɑ
mahtitekijä	ˈmɑhtiˌtekijæ
mahtotapa	ˈmɑhtoˌtɑpɑ
mahtua	ˈmɑhtuɑ
maidenvälinen	ˈmɑidenˌvælinen
maidonantaja	ˈmɑidoˌnɑntɑjɑ
maidoneritys	ˈmɑidoˌneritys
maidonjakelu	ˈmɑidonˌjɑkelu
maidonkulutus	ˈmɑidonˌkulutus
maidontarkastamo	ˈmɑidonˌtɑrkɑsˌtɑmo
maidontarkastus	ˈmɑidonˌtɑrkɑstus
maidontuotanto	ˈmɑidonˌtuotɑnto
maidontuottaja	ˈmɑidonˌtuottɑjɑ
maidonvalkea	ˈmɑidonˌvɑlkeɑ
maidonvalkoinen	ˈmɑidonvɑlˌkoinen
mäihä	ˈmæihæ
maihari	ˈmɑihɑri
maihin	ˈmɑihin
maihinmeno	ˈmɑihinˌmeno
maihinnousualus	ˈmɑihinˌnousuˌɑlus
maihinnousujoukko	ˈmɑihinˌnousujoˌukko
maihinnousukenkä	ˈmɑihinˌnousuˌkenkæ
maihinnousukortti	ˈmɑihinˌnousuˌkortti
maihinnousu	ˈmɑihinˌnousu
maihinnousuportaat	ˈmɑihinˌnousuˌportɑɑt
maihinnoususilta	ˈmɑihinˌnousuˌsiltɑ
maihinnousutakki	ˈmɑihinˌnousuˌtɑkki
maija	ˈmɑijɑ
mäikää	ˈmæikææ
mäike	ˈmæike
maikka	ˈmɑikkɑ
maikki	ˈmɑikki
mäikyä	ˈmæikyæ
mailakamppi	ˈmɑilɑˌkɑmppi
maila	ˈmɑilɑ
mailanen	ˈmɑilɑnen
mailapoika	ˈmɑilɑˌpoikɑ
mailasarja	ˈmɑilɑˌsɑrjɑ
maileri	ˈmɑileri
maili	ˈmɑili
mainari	ˈmɑinɑri
mainehikas	ˈmɑineˌhikɑs
maineikas	ˈmɑineikɑs
maineikkaasti	ˈmɑineikˌkɑɑsti
maineikkuus	ˈmɑineikkuus
maine	ˈmɑine
mainen	ˈmɑinen
mainesana	ˈmɑineˌsɑnɑ
maineteko	ˈmɑineˌteko
maininki	ˈmɑininki
maininta	ˈmɑinintɑ
mainio	ˈmɑinio
mainita	ˈmɑinitɑ
mainitsematon	ˈmɑinitˌsemɑton
mainittava	ˈmɑinitˌtɑvɑ
mainittavasti	ˈmɑinittɑˌvɑsti
mainittu	ˈmɑinittu
mainitunlainen	ˈmɑinitunˌlɑinen
main	ˈmɑin
mainonnallinen	ˈmɑinonˌnɑllinen
mainonnallisesti	ˈmɑinonˌnɑlliˌsesti
mainonta	ˈmɑinontɑ
mainosaika	ˈmɑinoˌsɑikɑ
mainosarvo	ˈmɑinoˌsɑrvo
mainoselokuva	ˈmɑinoˌseloˌkuvɑ
mainosfilmi	ˈmɑinosˌfilmi
mainosgraafikko	ˈmɑinosˌgrɑɑfikko
mainosgrafiikka	ˈmɑinosgrɑˌfiikkɑ
mainoshoitaja	ˈmɑinosˌhoitɑjɑ
mainosjuliste	ˈmɑinosjuˌliste
mainosjulkaisu	ˈmɑinosjulˌkɑisu
mainoskampanja	ˈmɑinosˌkɑmpɑnjɑ
mainoskatko	ˈmɑinosˌkɑtko
mainoskieli	ˈmɑinosˌkieli
mainoskilpi	ˈmɑinosˌkilpi
mainoslahja	ˈmɑinosˌlɑhjɑ
mainoslause	ˈmɑinosˌlɑuse
mainoslehtinen	ˈmɑinosˌlehtinen
mainoslippu	ˈmɑinosˌlippu
mainos	ˈmɑinos
mainosmies	ˈmɑinosmies
mainosnukke	ˈmɑinosˌnukke
mainospäällikkö	ˈmɑinosˌpæællikkø
mainospala	ˈmɑinosˌpɑlɑ
mainospiirtäjä	ˈmɑinosˌpiirtæjæ
mainospilari	ˈmɑinosˌpilɑri
mainosradio	ˈmɑinosˌrɑdio
mainosrumpu	ˈmɑinosˌrumpu
mainossihteeri	ˈmɑinossihˌteeri
mainosspotti	ˈmɑinossˌpotti
mainostaa	ˈmɑinostɑɑ
mainostaja	ˈmɑinosˌtɑjɑ
mainostaulu	ˈmɑinosˌtɑulu
mainosteksti	ˈmɑinosˌteksti
mainostelevisio	ˈmɑinosˌteleˌvisio
mainosteline	ˈmɑinosˌteline
mainostemppu	ˈmɑinosˌtemppu
mainostoimisto	ˈmɑinosˌtoimisto
mainostoimittaja	ˈmɑinosˌtoimitˌtɑjɑ
mainostus	ˈmɑinostus
mainosväline	ˈmɑinosˌvæline
mainosvalo	ˈmɑinosˌvɑlo
mainstream	ˈmɑinstreɑm
mairea	ˈmɑireɑ
maireasti	ˈmɑireˌɑsti
maireus	ˈmɑireus
mairitella	ˈmɑiriˌtellɑ
mairittelevasti	ˈmɑiritˌteleˌvɑsti
mairittelu	ˈmɑiritˌtelu
maisema-arkkitehti	ˈmɑiseˌmɑɑrkkiˌtehti
maisema-arkkitehtuuri	ˈmɑiseˌmɑɑrkkitehˌtuuri
maisemahakkuu	ˈmɑisemɑˌhɑkkuu
maisemakonttori	ˈmɑisemɑˌkonttori
maisemakortti	ˈmɑisemɑˌkortti
maisemakuva	ˈmɑiseˌmɑkuvɑ
maisemallinen	ˈmɑiseˌmɑllinen
maisemamaalari	ˈmɑisemɑˌmɑɑlɑri
maisemamaalaus	ˈmɑisemɑˌmɑɑlɑus
maisema	ˈmɑisemɑ
maisemanhoito	ˈmɑisemɑnˌhoito
maisemansuojelu	ˈmɑisemɑnˌsuojelu
maisemarakentaminen	ˈmɑiseˌmɑrɑˌkentɑˌminen
maisemasuunnittelu	ˈmɑisemɑˌsuunnitˌtelu
maisematapetti	ˈmɑiseˌmɑtɑˌpetti
maisemataulu	ˈmɑisemɑˌtɑulu
maisemavaurio	ˈmɑisemɑˌvɑurio
maisemoida	ˈmɑiseˌmoidɑ
maisemointi	ˈmɑiseˌmointi
mäiskää	ˈmæiskææ
mäiskähdellä	ˈmæiskæhˌdellæ
maiskahdus	ˈmɑiskɑhdus
mäiskähdys	ˈmæiskæhdys
mäiskähtää	ˈmæiskæhtææ
maiskahtaa	ˈmɑiskɑhtɑɑ
maiskaus	ˈmɑiskɑus
maiskauttaa	ˈmɑiskɑˌuttɑɑ
mäiskäys	ˈmæiskæys
mäiskäyttää	ˈmæiskæˌyttææ
mäiske	ˈmæiske
mäiskiä	ˈmæiskiæ
maiskutella	ˈmɑiskuˌtellɑ
maiskuttaa	ˈmɑiskuttɑɑ
maiskuttelu	ˈmɑiskutˌtelu
maiskutus	ˈmɑiskutus
mäiskyä	ˈmæiskyæ
mäiskyttää	ˈmæiskyttææ
mäiskytys	ˈmæiskytys
maissa	ˈmɑissɑ
maissijauho	ˈmɑissiˌjɑuho
maissikakku	ˈmɑissiˌkɑkku
maissimatto	ˈmɑissiˌmɑtto
maissi	ˈmɑissi
maissimuro	ˈmɑissiˌmuro
maissinjyvä	ˈmɑissinˌjyvæ
maissintähkä	ˈmɑissinˌtæhkæ
maissiöljy	ˈmɑissiˌøljy
maissipelto	ˈmɑissiˌpelto
maissitärkkelys	ˈmɑissiˌtærkkelys
maistaa	ˈmɑistɑɑ
maistajaiset	ˈmɑistɑˌjɑiset
maistaja	ˈmɑistɑjɑ
maista	ˈmɑistɑ
maistella	ˈmɑistellɑ
maisteri	ˈmɑisteri
maisterinplanttu	ˈmɑisteˌrinplɑnttu
maisterinseppele	ˈmɑisteˌrinsepˌpele
maisterinsormus	ˈmɑisteˌrinsormus
maistiaiset	ˈmɑistiˌɑiset
maisti	ˈmɑisti
maistraatti	ˈmɑistrɑɑtti
maistua	ˈmɑistuɑ
maitiainen	ˈmɑitiˌɑinen
maitiaisneste	ˈmɑitiˌɑisneste
maitiaisputki	ˈmɑitiˌɑisputki
maitiaissuoni	ˈmɑitiˌɑissuoni
maitikka	ˈmɑitikkɑ
maiti	ˈmɑiti
maitoallergia	ˈmɑitoˌɑllerˌgiɑ
maitoastia	ˈmɑitoˌɑstiɑ
maitoauto	ˈmɑitoˌɑuto
maitohammas	ˈmɑitoˌhɑmmɑs
maitohampaisto	ˈmɑitohɑmˌpɑisto
maitohappobakteeri	ˈmɑitoˌhɑppobɑkˌteeri
maitohappokäyminen	ˈmɑitoˌhɑppoˌkæyminen
maitohappo	ˈmɑitoˌhɑppo
maitohome	ˈmɑitoˌhome
maitohorsma	ˈmɑitoˌhorsmɑ
maitohuone	ˈmɑitoˌhuone
maitoinen	ˈmɑitoinen
maitojäätelö	ˈmɑitoˌjæætelø
maitojauhe	ˈmɑitoˌjɑuhe
maitojuna	ˈmɑitoˌjunɑ
maitojuoma	ˈmɑitoˌjuomɑ
maitokaakao	ˈmɑitoˌkɑɑkɑo
maitokaali	ˈmɑitoˌkɑɑli
maitokahvi	ˈmɑitoˌkɑhvi
maitokannu	ˈmɑitoˌkɑnnu
maitokauppa	ˈmɑitokɑˌuppɑ
maitokuume	ˈmɑitoˌkuume
maitokvartsi	ˈmɑitoˌkvɑrtsi
maitolasi	ˈmɑitoˌlɑsi
maitolava	ˈmɑitoˌlɑvɑ
maitolitra	ˈmɑitoˌlitrɑ
maitomainen	ˈmɑitoˌmɑinen
maito	ˈmɑito
maitoparta	ˈmɑitoˌpɑrtɑ
maitopisara	ˈmɑitoˌpisɑrɑ
maitopullo	ˈmɑitoˌpullo
maitopurkki	ˈmɑitoˌpurkki
maitopystö	ˈmɑitoˌpystø
maitorahka	ˈmɑitoˌrɑhkɑ
maitorakkula	ˈmɑitoˌrɑkkulɑ
maitorasva	ˈmɑitoˌrɑsvɑ
maitorauhanen	ˈmɑitoˌrɑuhɑnen
maitorauhastulehdus	ˈmɑitoˌrɑuhɑstuˌlehdus
maitoravinto	ˈmɑitorɑˌvinto
maitoruoka	ˈmɑitoˌruokɑ
maitoruokinta	ˈmɑitoˌruokintɑ
maitorupi	ˈmɑitoˌrupi
maitosokerihäiriö	ˈmɑitoˌsokeriˌhæiriø
maitosokeri	ˈmɑitoˌsokeri
maitosuklaa	ˈmɑitoˌsuklɑɑ
maitotalous	ˈmɑitoˌtɑlous
maitotaloustuote	ˈmɑitoˌtɑlousˌtuote
maitotiehyt	ˈmɑitoˌtiehyt
maitotiiviste	ˈmɑitoˌtiiviste
maitotili	ˈmɑitoˌtili
maitotilkka	ˈmɑitoˌtilkkɑ
maitotölkki	ˈmɑitoˌtølkki
maitotonkka	ˈmɑitoˌtonkkɑ
maitotuote	ˈmɑitoˌtuote
maitovalmiste	ˈmɑitoˌvɑlmiste
maitovelli	ˈmɑitoˌvelli
maitse	ˈmɑitse
maittaa	ˈmɑittɑɑ
maittain	ˈmɑittɑin
mäjähdellä	ˈmæjæhˌdellæ
mäjähdys	ˈmæjæhdys
mäjähtää	ˈmæjæhtææ
majailla	ˈmɑjɑillɑ
majailu	ˈmɑjɑilu
majakanvartija	ˈmɑjɑˌkɑnvɑrˌtijɑ
majakka-alus	ˈmɑjɑkˌkɑɑlus
majakkalaiva	ˈmɑjɑkkɑˌlɑivɑ
majakka	ˈmɑjɑkkɑ
maja	ˈmɑjɑ
majanmuutto	ˈmɑjɑnˌmuutto
majapaikka	ˈmɑjɑˌpɑikkɑ
majatalo	ˈmɑjɑˌtɑlo
majava	ˈmɑjɑvɑ
majavanhausta	ˈmɑjɑˌvɑnhɑˌustɑ
majavannahka	ˈmɑjɑˌvɑnnɑhkɑ
majavaturkki	ˈmɑjɑvɑˌturkki
mäjäys	ˈmæjæys
mäjäyttää	ˈmæjæˌyttææ
majesteetillinen	ˈmɑjesˌteetilˌlinen
majesteetti	ˈmɑjesˌteetti
majesteettinen	ˈmɑjesˌteettinen
majesteettirikos	ˈmɑjesˌteettiˌrikos
majesteettisesti	ˈmɑjesˌteettiˌsesti
majesteettisuus	ˈmɑjesˌteettisuus
majesteettius	ˈmɑjesˌteettius
majoittaa	ˈmɑjoittɑɑ
majoittaja	ˈmɑjoitˌtɑjɑ
majoittautua	ˈmɑjoitˌtɑutuɑ
majoittua	ˈmɑjoitˌtuɑ
majoitusalue	ˈmɑjoiˌtusɑˌlue
majoitusliike	ˈmɑjoitusˌliike
majoitus	ˈmɑjoitus
majolika	ˈmɑjoˌlikɑ
majoneesikastike	ˈmɑjoˌneesiˌkɑstike
majoneesi	ˈmɑjoˌneesi
majoriteetti	ˈmɑjoriˌteetti
majuri	ˈmɑjuri
makaaberi	ˈmɑkɑɑˌberi
makailla	ˈmɑkɑillɑ
makaki	ˈmɑkɑki
mäkäräinen	ˈmækæˌræinen
mäkärä	ˈmækæræ
makaronilaatikko	ˈmɑkɑˌroniˌlɑɑtikko
makaroni	ˈmɑkɑˌroni
makasiinihaulikko	ˈmɑkɑˌsiiniˌhɑulikko
makasiini	ˈmɑkɑˌsiini
mäkättää	ˈmækættææ
mäkätys	ˈmækætys
makaus	ˈmɑkɑus
makauttaa	ˈmɑkɑˌuttɑɑ
makeahko	ˈmɑkeˌɑhko
makea	ˈmɑkeɑ
makeankipeä	ˈmɑkeˌɑnkiˌpeæ
makeasti	ˈmɑkeˌɑsti
makeavetinen	ˈmɑkeˌɑveˌtinen
makeilla	ˈmɑkeillɑ
makeilu	ˈmɑkeilu
makeinen	ˈmɑkeinen
makeisautomaatti	ˈmɑkeiˌsɑutoˌmɑɑtti
makeiskauppa	ˈmɑkeiskɑˌuppɑ
makeispussi	ˈmɑkeisˌpussi
makeisrasia	ˈmɑkeisˌrɑsiɑ
makeisteollisuus	ˈmɑkeisteˌollisuus
make-up	ˈmɑkeup
makeus	ˈmɑkeus
makeute	ˈmɑkeute
makeuttaa	ˈmɑkeˌuttɑɑ
makeutusaine	ˈmɑkeutuˌsɑine
makeutus	ˈmɑkeutus
mäkiauto	ˈmækiˌɑuto
mäkiennätys	ˈmækienˌnætys
mäkihyppääjä	ˈmækihypˌpææjæ
mäkihyppy	ˈmækiˌhyppy
mäkikilpailu	ˈmækikilˌpɑilu
mäkikotka	ˈmækiˌkotkɑ
mäkikuisma	ˈmækiˌkuismɑ
mäkilähtö	ˈmækiˌlæhtø
mäkimaa	ˈmækimɑɑ
mäkimaasto	ˈmækiˌmɑɑsto
mäki	ˈmæki
mäkimaisema	ˈmækiˌmɑisemɑ
mäkimeirami	ˈmækiˌmeirɑmi
mäkimies	ˈmækimies
mäkinen	ˈmækinen
mäkistartti	ˈmækisˌtɑrtti
mäkisukset	ˈmækiˌsukset
mäkisyys	ˈmækisyys
mäkitervakko	ˈmækiˌtervɑkko
mäkitupa-alue	ˈmækituˌpɑɑlue
mäkitupalainen	ˈmækiˌtupɑˌlɑinen
mäkitupa	ˈmækiˌtupɑ
mäkiviikko	ˈmækiˌviikko
makkarakastike	ˈmɑkkɑrɑˌkɑstike
makkarakeitto	ˈmɑkkɑrɑˌkeitto
makkarakioski	ˈmɑkkɑˌrɑkiˌoski
makkaramainen	ˈmɑkkɑrɑˌmɑinen
