aaberg	ˈɑbɚg
overheard	əʊvəhəd	["verb"]
overheard	ˈoʊvɚhˈɚd
overhear	əʊvəˈhɪə	["verb"]
overhearing	ˌoʊvɚhˈɪɹɪŋ
overhear	ˈoʊvɚhˈɪɹ
overhears	ˈoʊvɚhˈɪɹz
overheated	ˈoʊvɚhˌitɪd
overheat	ˌəʊvəˈhiːt	["noun","verb"]
overheating	ˈoʊvɚhˌitɪŋ
overheat	ˈoʊvɚhˌit
overheats	ˈoʊvɚhˌits
overholser	ˈoʊvɚhˌoʊlsɚ
overholt	ˈoʊvɚhoʊlt
overholtzer	ˈoʊvɚhoʊltzɚ
overhung	əʊvəɹˈhʌŋ	["adjective","verb"]
overhung	oʊvɚhˈʌŋ
overjoyed	ˌəʊvəˈdʒɔɪd	["adjective","verb"]
overjoyed	ˌoʊvɚdʒˈɔɪd
overkilling	ˈoʊvɚkˌɪlɪŋ
overkill	ˈoʊvɚkˌɪl
overlaid	əʊvəleɪd	["verb"]
overlaid	ˈoʊvɚlˌeɪd
overlain	əʊvəleɪn	["verb"]
overlain	ˈoʊvɚlˌeɪn
overland	ˈoʊvɚlˌænd
overland	ˈoʊvɚlənd
overlap	ˈəʊvəˌlæp	["noun","verb"]
overlap	ˈoʊvɚlˌæp
overlap	ˌoʊvɚlˈæp
overlapped	ˈoʊvɚlˌæpt
overlapping	ˈoʊvɚlˌæpɪŋ
overlaps	ˈoʊvɚlˌæps
overlaps	ˌoʊvɚlˈæps
overlarge	əʊvəˈlɑːdʒ	["adverb","adjective"]
overlay	ˈoʊvɚlˌeɪ
overlay	ˌoʊvɚlˈeɪ
overlays	ˈoʊvɚlˌeɪz
overlays	ˌoʊvɚlˈeɪz
overleap	əʊvəˈliːp	["verb"]
overleveraged	ˈoʊvɚlˈɛvɚɪdʒd
overleverage	ˌoʊvɚlˈɛvɚɪdʒ
overley	ˈoʊvɚli
overlie	ˌəʊvəˈlaɪ	["verb"]
overloaded	ˈoʊvɚlˌoʊdɪd
overloading	ˈəʊvəɹləʊdɪŋ	["noun","verb"]
overloading	ˈoʊvɚlˌoʊdɪŋ
overload	ˈoʊvɚlˌoʊd
overloads	ˈoʊvɚlˌoʊdz
overlock	ˈəʊvəˌlɒk	["noun","verb"]
overlock	ˈoʊvɚlˌɑk
overlooked	ˈoʊvɚlˌʊkt
overlook	əʊvəˈlʊk	["noun","verb"]
overlooking	ˈoʊvɚlˌʊkɪŋ
overlook	ˈoʊvɚlˌʊk
overlooks	ˈoʊvɚlˌʊks
overlord	ˈoʊvɚlˌɔɹd
overlords	ˈoʊvɚlˌɔɹdz
overlying	ˌoʊvɚlˈaɪɪŋ
overly	ˈoʊvɚli
overman	ˈoʊvɚmən
overmastering	əʊvəˈmɑːstəɹɪŋ	["adjective","verb"]
overmatched	ˈoʊvɚmˈætʃt
overmatch	ˌoʊvɚmˈætʃ
overmyer	ˈoʊvɚmiɚ
overnighter	ˌoʊvɚnˈaɪtɚ
overnighters	ˌoʊvɚnˈaɪtɚz
overnight	ˈoʊvɚnˈaɪt
overnite	ˈoʊvɚnˈaɪt
overoptimism	ˌoʊvɚˈɑptɪmˌɪzəm
over	ˈoʊvɚ
overpaid	əʊvəpeɪd	["verb"]
overpaid	ˈoʊvɚpˈeɪd
overpasses	ˈoʊvɚpˌæsɪz
overpass	ˈoʊvɚpˌæs
overpay	əʊvəpeɪ	["verb"]
overpaying	ˈoʊvɚpˌeɪɪŋ
overpayment	ˈoʊvɚpˌeɪmənt
overpayments	ˈoʊvɚpˌeɪmənts
overpay	ˈoʊvɚpˌeɪ
overpeck	ˈoʊvɚpˌɛk
overpitch	ˌəʊvəɹˈpɪtʃ	["verb"]
overplayed	ˈoʊvɚplˈeɪd
overplaying	ˈoʊvɚplˈeɪɪŋ
overplay	ˈoʊvɚplˈeɪ
overplays	ˈoʊvɚplˈeɪz
overplus	ˈəʊvəplʌs	["noun"]
overpopulated	ˌəʊvəˈpɒpjəˌleɪtɪd	["verb"]
overpopulated	ˌoʊvɚpˈɑpjəleɪtɪd
overpopulate	ˌoʊvɚpˈɑpjəleɪt
overpopulates	ˌoʊvɚpˈɑpjəleɪts
overpopulating	ˌoʊvɚpˈɑpjəleɪtɪŋ
overpopulation	ˌəʊvəˌpɒpjəˈleɪʃən	["noun"]
overpopulation	ˌoʊvɚpˌɑpjəlˈeɪʃən
overpowered	ˌoʊvɚpˈaʊɚd
overpower	əʊvəˈpaʊə	["verb"]
overpowering	ˈoʊvɚpˈaʊɚɪŋ
overpower	ˌoʊvɚpˈaʊɚ
overpowers	ˌoʊvɚpˈaʊɚz
overpraise	ˌəʊvəɹˈpɹeɪz	["verb"]
overpriced	ˈoʊvɚpɹˌaɪst
overprice	ˌoʊvɚpɹˈaɪs
overprices	ˌoʊvɚpɹˈaɪsɪz
overpricing	ˌoʊvɚpɹˈaɪsɪŋ
overproduced	ˈoʊvɚpɹədˈust
overproduce	ˈoʊvɚpɹədˈus
overproducer	ˈoʊvɚpɹədˈusɚ
overproducers	ˈoʊvɚpɹədˈusɚz
overproducing	ˌoʊvɚpɹədˈusɪŋ
overproduction	ˈoʊvɚpɹədˈʌkʃən
overproof	ˌəʊvəˈpɹuːf	["noun","adjective","verb"]
overprotected	ˌoʊvɚpɹətˈɛktɪd
overprotection	ˌoʊvɚpɹətˈɛkʃən
overprotective	ˌəʊvəpɹəˈtektɪv	["adjective"]
overprotective	ˌoʊvɚpɹətˈɛktəv
overprotect	ˌoʊvɚpɹətˈɛkt
overqualified	ˈoʊvɚkwˌɑləfˌaɪd
overqualify	ˈoʊvɚkwˌɑlɪfˌaɪ
overran	əʊvəɹæn	["verb"]
overran	ˈoʊvɚɹˈæn
overrated	ˌoʊvɚɹˈeɪtɪd
overrate	ˌəʊvəˈɹeɪt	["noun","verb"]
overrate	ˌoʊvɚɹˈeɪt
overrates	ˌoʊvɚɹˈeɪts
overrating	ˌoʊvɚɹˈeɪtɪŋ
overreached	ˈoʊvɚɹˌitʃt
overreaches	ˈoʊvɚɹˌitʃɪz
overreach	ˈəʊvəˌɹiːtʃ	["noun","verb"]
overreaching	ˈoʊvɚɹˌitʃɪŋ
overreach	ˈoʊvɚɹˌitʃ
overreacted	ˈoʊvɚɹiˌæktɪd
overreact	ˌəʊvəɹɪˈækt	["verb"]
overreacting	ˈoʊvɚɹiˌæktɪŋ
overreaction	ˈoʊvɚɹiˌækʃən
overreact	ˈoʊvɚɹiˈækt
overreacts	ˈoʊvɚɹiˈækts
overregulated	ˌoʊvɚɹˈɛgjəlˌeɪtɪd
overregulate	ˈoʊvɚɹˈɛgjəlˌeɪt
overregulates	ˈoʊvɚɹˈɛgjəlˌeɪts
overregulation	ˌoʊvɚɹˌɛgjəlˈeɪʃən
overreliance	ˈoʊvɚɹɪlˌaɪəns
overrepresented	ˈoʊvɚɹˌɛpɹəzˈɛntɪd
overrepresent	ˈoʊvɚɹˌɛpɹəzˈɛnt
overridden	ˌəʊvəˈɹɪdən	["verb"]
overridden	ˈoʊvɚɹˈɪdən
override	əʊvəˈɹaɪd	["noun","verb"]
override	ˈoʊvɚɹˌaɪd
overrides	ˈoʊvɚɹˌaɪdz
overriding	ˈoʊvɚɹˌaɪdɪŋ
overripe	ˈoʊvɚɹˈaɪp
overrode	ˈəʊvəɹəʊd	["verb"]
overrode	ˈoʊvɚɹˈoʊd
overruled	ˌoʊvɚɹˈuld
overrule	ˌəʊvəɹˈɹuːl	["verb"]
overrule	ˈoʊvɚɹˌul
overrules	ˈoʊvɚɹˌulz
overruling	ˈoʊvɚɹˌulɪŋ
overrun	əʊvəˈɹʌn	["noun","verb"]
overrunning	ˈoʊvɚɹˌʌnɪŋ
overrun	ˈoʊvɚɹˌʌn
overruns	ˈoʊvɚɹˌʌnz
oversaw	əʊvəsɒ	["verb"]
oversaw	ˈoʊvɚsˌɔ
oversea	əʊvəɹsiː	["adverb","adjective"]
oversea	ˌoʊvɚsˈi
overseas	ˌəʊvəˈsiːz	["adverb","adjective"]
overseas	ˈoʊvɚsˈiz
oversee	əʊvəɹsiː	["verb"]
overseeing	ˈoʊvɚsˌiɪŋ
overseen	əʊvəsɪn	["verb"]
overseen	ˈoʊvɚsˌin
oversee	ˈoʊvɚsˌi
overseer	ˈəʊvəˌsiːəɹ	["noun"]
overseer	ˈoʊvɚsˈiɚ
overseers	ˌoʊvɚsˈiɚz
oversees	ˌəʊvəˈsiːz	["verb"]
oversees	ˈoʊvɚsˌiz
overselling	ˈoʊvɚsˌɛlɪŋ
oversell	ˈoʊvɚsˌɛl
oversensitive	ˌoʊvɚsˈɛnsətɪv
oversensitivity	ˌoʊvɚsɛnsətˈɪvɪti
overset	əʊvəˈset	["verb"]
overshadowed	ˌoʊvɚʃˈædoʊd
overshadowing	ˈoʊvɚʃˈædoʊɪŋ
overshadow	ˈoʊvɚʃˈædoʊ
overshadows	ˈoʊvɚʃˈædoʊz
overshoe	ˈəʊvəɹˌʃuː	["noun"]
overshooting	ˈoʊvɚʃˌutɪŋ
overshoot	ˈoʊvɚʃˌut
overshot	ˈəʊvəˌʃɒt	["noun","adjective","verb"]
overshot	ˈoʊvɚʃˌɑt
oversight	ˈəʊvəɹˌsaɪt	["noun","verb"]
oversight	ˈoʊvɚsˌaɪt
oversimplification	oʊvɚsˈɪmplɪfɪkˌeɪʃən
oversimplified	oʊvɚsˈɪmplɪfˌaɪd
oversimplifying	oʊvɚsˈɪmplɪfˌaɪɪŋ
oversimplify	oʊvɚsˈɪmplɪfˌaɪ
oversized	ˈoʊvɚsˌaɪzd
oversize	ˌoʊvɚsˈaɪz
oversizes	ˌoʊvɚsˈaɪzɪz
oversizing	ˌoʊvɚsˈaɪzɪŋ
overslaugh	ˈəʊvəɹˌslɔː	["noun","verb"]
oversleep	ˈəʊvəɹˌsliːp	["verb"]
oversleep	ˌoʊvɚslˈip
overslept	əʊvəslept	["verb"]
overslept	ˌoʊvɚslˈɛpt
oversold	ˈoʊvɚsˈoʊld
oversolicitous	ˌəʊvəsəˈlɪsɪtəs	["adjective"]
overson	ˈoʊvɚsən
oversoul	ˈəʊvəˌsəʊl	["noun"]
overs	ˈoʊvɚz
overspecialize	ˌəʊvəˈspeʃəˌlaɪz	["verb"]
overspending	ˈoʊvɚspˌɛndɪŋ
overspend	ˈoʊvɚspˌɛnd
overspends	ˈoʊvɚspˌɛndz
overspent	ˈoʊvɚspˈɛnt
overspin	ˈəʊvəˌspɪn	["noun","verb"]
overspread	əʊvəˈspɹed	["verb"]
overstaffed	ˈoʊvɚstˌæft
overstaff	ˈoʊvɚstˌæf
overstated	ˈoʊvɚstˌeɪtɪd
overstatement	ˈoʊvɚstˌeɪtmənt
overstatements	ˈoʊvɚstˌeɪtmənts
overstate	ˈoʊvɚstˌeɪt
overstates	ˈoʊvɚstˌeɪts
overstating	ˈoʊvɚstˌeɪtɪŋ
overstayed	ˌoʊvɚstˈeɪd
overstay	ˌoʊvɚstˈeɪ
overstep	ˌəʊvəˈstep	["noun","verb"]
overstep	ˈoʊvɚstˌɛp
overstepped	ˈoʊvɚstˌɛpt
overstepping	ˈoʊvɚstˌɛpɪŋ
overstocked	ˈoʊvɚstˈɑkt
overstock	ˈoʊvɚstˈɑk
overstreet	ˈoʊvɚstɹˌit
overstrike	əʊvəˈstɹaɪk	["noun","verb"]
overstrom	ˈoʊvɚstɹˈɑm
overstuffed	ˈoʊvɚstˌʌft
overstuff	ˈoʊvɚstˌʌf
oversubscribed	ˌoʊvɚsəbskɹˈaɪbd
oversubscribe	ˌoʊvɚsəbskɹˈaɪb
oversupplied	ˌoʊvɚsəplˈaɪd
oversupply	əʊvəsəˈplaɪ	["noun","verb"]
oversupply	ˌoʊvɚsəplˈaɪ
overtake	ˈəʊvəɹteɪk	["verb"]
overtaken	ˈɒvəɹteɪkən	["adjective","verb"]
overtaken	ˈoʊvɚtˌeɪkən
overtake	ˈoʊvɚtˌeɪk
overtakes	ˈoʊvɚtˌeɪks
overtaking	ˈoʊvɚtˌeɪkɪŋ
overtaxed	ˌoʊvɚtˈækst
overtax	ˈoʊvɚtˌæks
overt	əʊˈvɜːt	["adjective"]
overthrew	əʊvəθɹʊ	["verb"]
overthrew	ˌoʊvɚθɹˈu
overthrowing	ˈoʊvɚθɹˌoʊɪŋ
overthrown	əʊvəθɹəʊn	["verb"]
overthrown	ˌoʊvɚθɹˈoʊn
overthrow	ˈoʊvɚθɹoʊ
overthrows	ˈoʊvɚθɹoʊz
overtime	ˈəʊvəˌtaɪm	["noun","adverb","verb"]
overtime	ˈoʊvɚtˌaɪm
overtly	oʊvˈɚtli
overtone	ˈəʊvətəʊn	["noun","verb"]
overtone	ˈoʊvɚtˌoʊn
overtones	ˈoʊvɚtˌoʊnz
overton	ˈoʊvɚtən
overtook	əʊvətʊk	["verb"]
overtook	ˌoʊvɚtˈʊk
overtopping	əʊvəˈtɒpɪŋ	["noun","adjective","verb"]
overt	ˈoʊvɚt
overt	oʊvˈɚt
overtraining	oʊvɚtɹˈeɪnɪŋ
overtrain	oʊvɚtɹˈeɪn
overture	ˈəʊvətjʊə	["noun","verb"]
overture	ˈoʊvɚtʃɚ
overtures	ˈoʊvɚtʃˌʊɹz
overturf	ˈoʊvɚtˌɚf
overturned	ˈoʊvɚtˌɚnd
overturning	ˈoʊvɚtˌɚnɪŋ
overturn	ˈoʊvɚtˌɚn
overturns	ˈoʊvɚtˌɚnz
overused	ˌoʊvɚjˈuzd
overuse	ˌəʊvəˈjuːs	["noun","verb"]
overuse	ˌoʊvɚjˈus
overuse	ˌoʊvɚjˈuz
overuses	ˌoʊvɚjˈusɪz
overuses	ˌoʊvɚjˈuzɪz
overusing	ˌoʊvɚjˈuzɪŋ
overvaluation	ˌoʊvɚvˌæljuˈeɪʃən
overvalued	ˈoʊvɚvˌæljud
overvalue	ˈoʊvɚvˌælju
overview	ˈəʊvəɹˌvjuː	["noun","verb"]
overview	ˈoʊvɚvjˌu
overviews	ˈoʊvɚvjˌuz
overwear	ˌəʊvəɹˈweəɹ	["verb"]
overweening	əʊvəˈwiːnɪŋ	["adjective"]
overweighted	ˌoʊvɚwˈeɪtɪd
overweight	ˈoʊvɚweɪt
overweight	ˌoʊvɚwˈeɪt
overwhelmability	ˌoʊvɚwˈɛlməbˈɪləti
overwhelm	ˌɒvəˈʍelm	["noun","verb"]
overwhelmed	ˌəʊvəˈwelmd	["verb"]
overwhelmed	ˌoʊvɚwˈɛlmd
overwhelming	ˌəʊvəˈwelmɪŋ	["noun","adjective","verb"]
overwhelmingly	ˌoʊvɚwˈɛlmɪŋli
overwhelming	ˌoʊvɚwˈɛlmɪŋ
overwhelm	ˌoʊvɚwˈɛlm
overwhelms	ˌoʊvɚwˈɛlmz
overwinter	ˌoʊvɚwˈɪntɚ
overworked	ˌoʊvɚwˈɚkt
overwork	ˌəʊvəˈwɜːk	["verb"]
overworking	ˌoʊvɚwˈɚkɪŋ
overwork	ˈoʊvɚwˌɚk
overwork	ˌoʊvɚwˈɚk
overworks	ˈoʊvɚwˌɚks
overworks	ˌoʊvɚwˈɚks
overwrite	ˌoʊvɚɹˈaɪt
overwrites	ˌoʊvɚɹˈaɪts
overwriting	ˌoʊvɚɹˈaɪtɪŋ
overwritten	ˌoʊvɚɹˈɪtən
overwrote	ˌoʊvɚɹˈoʊt
overwrought	əʊvəˈɹɔːt	["adjective"]
overwrought	ˌoʊvɚɹˈɔt
overy	ˈoʊvɚi
overzealously	ˌoʊvɚzˈɛləsli
overzealous	ˌoʊvɚzˈɛləs
oveson	ˈɑvəsən
ovett	ˌoʊvˈɛt
ovett's	ˌoʊvˈɛts
ovex	ˈoʊvɛks
oviatt	ˈoʊviˌɑt
oviatt's	ˈoʊviˌɑts
oviedo	oʊviˈeɪdoʊ
oviform	ˈəʊviːfɔːm	["adjective"]
ovine	ˈəʊvaɪn	["noun","adjective"]
oviparous	əʊˈvɪpəɹəs	["adjective"]
oviparous	oʊvˈɪpɚəs
ovipositor	əʊvɪˈpɒzɪtə	["noun"]
ovitt	ˈoʊvɪt
ovitt's	ˈoʊvɪts
ovitz	oʊvˈɪts
ovitz's	oʊvˈɪtsɪz
ovoid	ˈoʊvˌɔɪd
ovonic	oʊvˈɑnɪk
ovoviviparous	ˌəʊvəʊvɪˈvɪpəɹəs	["adjective"]
ovoviviparous	ˌoʊvˌoʊvˌaɪvˈɪpɚəs
ovshinsky	ɑvʃˈɪnski
ovulation	ɒvjʊˈleɪʃən	["noun"]
ovulation	ˌoʊvjəlˈeɪʃən
ovulations	ˌoʊvjəlˈeɪʃənz
ovule	ˈoʊvjul
ovules	ˈoʊvjulz
ovum	ˈəʊvəm	["noun"]
ovum	ˈoʊvəm
owada	oʊˈɑdə
owades	oʊˈɑdz
owain	ˈoʊɪn
ow	ˈaʊ
owczarzak	aʊtʃˈɑɹzək
owed	əʊd	["adjective","verb"]
owed	ˈoʊd
owe	əʊ	["verb"]
owenby	ˈaʊɪnbi
owenby's	ˈaʊɪnbiz
owen	ˈoʊɪn
owensboro	ˈoʊɪnzbɚoʊ
owensby	ˈaʊɪnsbi
owensby's	ˈaʊɪnsbiz
owen's	ˈoʊɪnz
owens	ˈoʊɪnz
owens's	ˈoʊɪnzɪz
owe	ˈoʊ
owes	ˈoʊz
owing	ˈəʊɪŋ	["adjective","verb"]
owing	ˈoʊɪŋ
owings	ˈoʊɪŋz
owl	ˈaʊl
owl	aʊl	["noun","verb"]
owlish	ˈaʊlɪʃ	["adjective"]
owls	æwlz	["noun"]
owls	ˈaʊlz
ownbey	ˈaʊnbi
ownby	ˈaʊnbi
owned	əʊnd	["verb"]
owned	ˈoʊnd
owner	ˈəʊnə	["noun"]
owner	ˈoʊnɚ
owners	ˈəʊnəz	["noun"]
ownership	ˈoʊnɚʃˌɪp
owner's	ˈoʊnɚz
owners	ˈoʊnɚz
own	ˈəʊn	["adjective"]
owning	ˈəʊnɪŋ	["verb"]
owning	ˈoʊnɪŋ
own	ˈoʊn
owns	əʊnz	["verb"]
owns	ˈoʊnz
owosso	oʊˈɔsoʊ
ow	ˈoʊ
owsley	ˈaʊsli
owt	aʊt	["noun","pronoun","adverb"]
owyhee	ˈoʊɪhi
oxalate	ˈɒksəleɪt	["noun"]
oxalates	ˈɑksəlˌeɪts
oxalis	ˈɑksələs
ox	ˈɑks
oxbow	ˈɑksboʊ
oxbow	ˈɒksbəʊ	["noun"]
oxbridge	ˈɑksbɹˌɪdʒ
oxcart	ˈɑkskˌɑɹt
oxdon	ˈɑksdˌɑn
oxen	ˈɑksən
oxen	ˈɒksən	["noun","adjective"]
oxendine	ˈɑksɪndaɪn
oxfam	ˈɑksfˌæm
oxfam's	ˈɑksfˌæmz
oxford	ˈɑksfɚd
oxford	ˈɒksfəd	["noun"]
oxford's	ˈɑksfɚdz
oxfords	ˈɑksfɚdz
oxidant	ˈɑksɪdənt
oxidants	ˈɑksɪdənts
oxidase	ˈɑksɪdˌeɪz
oxidation	ˌɑksɪdˈeɪʃən
oxidative	ˌɑksɪdˈaɪtɪv
oxide	ˈɑksˌaɪd
oxide	ˈɒksaɪd	["noun"]
oxides	ˈɑksˌaɪdz
oxidize	ˈɑksɪdˌaɪz
oxidize	ˈɒksɪdaɪz	["verb"]
oxidized	ˈɑksɪdˌaɪzd
oxidizer	ˈɑksɪdˌaɪzɚ
oxidizing	ˈɑksɪdˌaɪzɪŋ
oxidyne	ˈɑksɪdˌaɪn
oximeter	ɒkˈsɪmɪtə	["noun"]
oxley	ˈɑksli
oxman	ˈɑksmən
oxnard	ˈɑksnɚd
oxner	ˈɑksnɚ
oxoco	ɑksˈoʊkoʊ
oxton	ˈɑkstən
oxy	ˈɑksi
oxydative	ˌɑksɪdˈaɪtɪv
oxygenate	ˈɑksɪdʒənˌeɪt
oxygenated	ˈɑksɪdʒənˌeɪtɪd
oxygen	ˈɑksɪdʒən
oxygen	ˈɒksɪdʒən	["noun"]
oxymoron	ˌɑksˈimˈɔɹɑn
oxytocin	ˌɑksɪtˈoʊsən
oxytocin	ɒksɪˈtəʊsɪn	["noun"]
oxytone	ˈɒksɪˌtəʊn	["noun","adjective"]
oxytones	ˈɒksɪˌtəʊnz	["noun"]
oyama	oʊjˈɑmə
oyen	ˈɔɪɪn
oye	ˈɔɪ
oyer	ˈɔɪɚ
oyez	əʊˈjeɪ	["verb","interjection","noun"]
oyler	ˈɔɪlɚ
oyola	ˌɔɪˈoʊlə
oy	ˈɔɪ
oystercatcher	ˈɔɪstəˌkætʃə	["noun"]
oyster	ˈɔɪstəɹ	["adjective","verb","noun"]
oyster	ˈɔɪstɚ
oysters	ˈɔɪstɚz
ozaki	oʊzˈɑki
ozal	ˈoʊzəl
ozal's	oʊzˈɑlz
ozanich	oʊzˈænɪtʃ
ozanne	ˈoʊzæn
ozark	ˈoʊzˌɑɹk
ozarks	ˈoʊzˌɑɹks
ozawa	oʊzˈɑwə
oz	ˈɑz
ozbun	ˈɑzbən
ozburn	ˈɑzbɚn
ozelle	əzˈɛl
ozga	ˈoʊzgə
ozick	ˈoʊzɪk
ozick's	ˈoʊzɪks
ozier	ˈoʊziɚ
ozimek	əzˈɪmɛk
ozment	ˈɑzmənt
ozmet	ˈɑzmət
ozmun	ˈɑzmən
ozolins	oʊzˈoʊlinz
ozols	ˈoʊzoʊlz
ozone	ˈəʊzəʊn	["noun","verb"]
ozone	ˈoʊzˌoʊn
ozora	əzˈɔɹə
ozuna	oʊzˈunə
ozzie	ˈɑzi
ozzy	ˈɑzi
paape	pˈɑp
paap	pˈɑp
paar	pˈɑɹ
paasch	pˈɑʃ
paavola	pˌɑvˈoʊlə
pablo	pˈɑbloʊ
pablum	pˈæbləm
pablum	ˈpæbləm	["noun"]
pabon	pɑbˈɔn
pabst	pˈæbst
pabulum	ˈpæbjələm	["noun"]
paca	pˈækə
paca	ˈpækə	["noun"]
paca	pˈɑkə
paccar	pəkˈɑɹ
paccione	pɑktʃˈoʊni
paced	pˈeɪst
paced	peɪst	["verb"]
pacella	pəsˈɛlə
pacelli	pəsˈɛli
pacemaker	ˈpeɪsˌmeɪkəɹ	["noun"]
pacemaker	pˈeɪsmˌeɪkɚ
pacemakers	pˈeɪsmˌeɪkɚz
pace	pˈɑtʃeɪ
pace	pˈeɪs
pacer	pˈeɪsɚ
pacers	pˈeɪsɚz
pacesetter	pˈeɪsˌɛtɚ
pace's	pˈeɪsɪz
paces	pˈeɪsɪz
paces	ˈpeɪsɪz	["noun","verb"]
paceway	pˈeɪswˌeɪ
pacey	pˈeɪsi
pacheco	pətʃˈɛkoʊ
pachinko	pəˈtʃɪŋkəʊ	["noun","verb"]
pachinko	pətʃˈɪŋkoʊ
pacholder	pˈætʃəldɚ
pacholski	pəhˈoʊlski
pachter	pˈæktɚ
pachuco	pəˈtʃuːkəʊ	["noun"]
pachyderm	ˈpækɪˌdɜːɹm	["noun"]
pachysandra	pˌætʃɪsˈændɹə
pacifica	pəsˈɪfɪkə
pacificare	pəsˈɪfɪkˌɛɹ
pacification	pˌæsəfɪkˈeɪʃən
pacifico	pɑtʃifˈikoʊ
pacificorp	pəsˈɪfɪkɔɹp
pacific	pəsˈɪfɪk
pacific	pəˈsɪfɪk	["adjective"]
pacific's	pəsˈɪfɪks
pacified	pˈæsəfˌaɪd
pacifier	pˈæsəfˌaɪɚ
pacifier	ˈpæsɪfaɪə	["noun"]
pacifiers	pˈæsəfˌaɪɚz
pacifism	pˈæsɪfˌɪzəm
pacifist	pˈæsɪfɪst
pacifist	ˈpæsɪfɪst	["noun","adjective"]
pacifists	pˈæsɪfɪsts
pacify	pˈæsəfˌaɪ
pacify	ˈpæsəfaɪ	["verb"]
pacing	pˈeɪsɪŋ
pacing	ˈpeɪsɪŋ	["noun","verb"]
pacini	pɑtʃˈini
pacino	pəsˈinoʊ
paci	pˈɑtʃi
packaged	pˈækɪdʒd
package	pˈækɪdʒ
package	ˈpækɪdʒ	["noun","verb"]
packager	pˈækɪdʒɚ
packagers	pˈækɪdʒɚz
package's	pˈækɪdʒɪz
packages	pˈækɪdʒɪz
packaging	pˈækɪdʒɪŋ
packard	pˈækɚd
packard's	pˈækɚdz
packed	pˈækt
packed	pækt	["adjective","verb"]
packer	ˈpækə	["noun"]
packer	pˈækɚ
packers	pˈækɚz
packet	pˈækɪt
packet	ˈpækɪt	["noun","verb"]
packets	pˈækɪts
packett	pˈækɪt
packham	pˈækhəm
packinghouse	pˈækɪŋhˌaʊs
packing	pˈækɪŋ
packing	ˈpækɪŋ	["noun","verb"]
packman	pˈækmən
pack	pˈæk
pack	pæk	["noun"]
packs	pˈæks
packs	pæks	["noun","verb"]
packwood	pˈækwˌʊd
packwood's	pˈækwˌʊdz
pacman	pˈækmən
paco	pˈeɪkoʊ
pac	pˈæk
pac's	pˈæks
pacs	pˈæks
pactel	pˈæktˌɛl
pactel's	pˈæktˌɛlz
pacto	pˈæktoʊ
pact	pˈækt
pact	pækt	["noun","verb"]
pact's	pˈækts
pacts	pˈækts
pacts	pækts	["noun","verb"]
pacyna	pˈɑkinə
pacyna	pəsˈinə
paczkowski	pətʃkˈɔfski
padawan	pˈædəwæn
paddack	pˈædək
padded	pˈædɪd
padden	pˈædən
paddies	pˈædiz
paddies	ˈpædɪz	["noun"]
padding	pˈædɪŋ
padding	ˈpædɪŋ	["noun","verb"]
paddington	pˈædɪŋtən
paddled	pˈædəld
paddle	pˈædəl
paddle	ˈpædəl	["noun","verb"]
paddles	pˈædəlz
paddling	pˈædəlɪŋ
paddling	pˈædlɪŋ
paddocked	ˈpædəkt	["verb"]
paddocking	ˈpædəkɪŋ	["verb"]
paddock	pˈædək
paddock	ˈpædək	["noun","verb"]
paddocks	ˈpædəks	["noun","verb"]
paddy	pˈædi
paddy	ˈpædɪ	["noun"]
paddy's	pˈædiz
paden	pˈeɪdən
paderewski	pˌɑdɚˈuski
padfield	pˈædfˌild
padget	pˈædʒɪt
padgett	pˈædʒɪt
padgitt	pˈædʒɪt
padilla	pədˈɪlə
padley	pˈædli
padlocked	pˈædlˌɑkt
padlock	pˈædlˌɑk
padlock	ˈpædˌlɒk	["noun","verb"]
padlocks	pˈædlˌɑks
padlocks	ˈpædˌlɒks	["noun","verb"]
padmanabhan	pædmˈænəbˌæn
padmanabhan	pˌɑdmənˈɑbən
padovano	pɑdoʊvˈɑnoʊ
pad	pˈæd
pad	pæd	["noun","verb"]
padre	pˈædɹˌeɪ
padre	ˈpʰɒdɹeɪ	["noun"]
padres	pˈædɹˌeɪz
padrick	pˈædɹɪk
padron	pˈædɹən
padro	pˈɑdɹoʊ
pads	pˈædz
pads	pædz	["noun","verb"]
paduano	pɑduˈɑnoʊ
padua	pˈæduə
paducah	pədˈukə
padula	pɑdˈulə
paean	ˈpiːən	["noun","verb"]
paean	pˈiən
paeans	pˈiənz
paedomorphic	piːdəʊˈmɔːfɪk	["adjective"]
paek	pˈik
paella	paɪˈjelə	["noun"]
pae	pˈaɪ
paeth	pˈiθ
paetz	pˈits
paez	paɪˈɛz
pafford	pˈæfɚd
paff	pˈæf
paganelli	pɑgɑnˈɛli
paganini	pˌægənˈini
pagani	pɑgˈɑni
paganism	pˈeɪgənˌɪzəm
paganism	ˈpeɪgənɪzəm	["noun"]
pagano	pɑgˈɑnoʊ
pagan	pˈeɪgən
pagan	ˈpeɪgən	["noun","adjective"]
pagans	ˈpeɪgənz	["noun"]
pagar	pˈægɚ
pageant	pˈædʒənt
pageant	ˈpædʒənt	["noun","verb"]
pageantry	pˈædʒəntɹi
pageantry	ˈpædʒəntɹɪ	["noun"]
pageants	pˈædʒənts
paged	pˈeɪdʒd
paged	peɪdʒd	["verb"]
pagel	pˈægəl
pagels	pˈægəlz
pagemaker	pˈeɪdʒmˌeɪkɚ
