अंकगणित	əŋkəgəɳiːt̪
मालिकेवर	maːl̪ɪkʲeʋəɾ
मालिकेविरोधात	maːl̪iːkeʋiɾoɖʱaːt̪
मालिकेविषयी	maːl̪iːkəʋiʂjiː
मालिकेशिवाय	maːl̪iːkeʃiʋaːj
मालिकेशी	maːl̪iːkɛʃiː
मालिकेस	maːl̪ɪkɛs̪
मालिकेसाठी	maːl̪iːkɛsɑːʈʈʰi
मालिकेसाठीच्या	maːl̪iːkɛsɑːʈʈʰiːtʃʰjɑː
मालिकेसोबत	maːl̪iːkɛs̪oːbʌt̪
मालिनी	maːliːniː
मालिश	maːliʃ
माली	maːli
मालीने	maːliːne
मालीश	maːliːʃ
मालेगाव	maːlegaːʋ
मालोजीराजे	maːloːdʒiːɾadʒe
माल्कम	maːlkəm
माळ	maːɭ
माळशेज	maːɭʂeɭʂ
माळा	maːɭ̆aː
माळी	maːliː
मावळत्या	maːʋəɭt̪jə
मावळला	maːʋəɭəla
मावळली	maːʋəɭliː
मावळल्या	maːʋəɭjə
मावशी	maːʋʂiː
मावशीने	maːʋʃiːne
मावश्या	maːʋʃjɑː
मावा	maːʋə
मावी	maːvi
मावुटा	maːvuʈa
मावेनासा	maːʋeːnɑːsɑː
मावेल	maːʋel
माव्र्हल	maːvr̥ɭ
माशांचा	maːʃɑːtʃə
माशाचा	maːʃəʧə
माशाचे	maːʃatʃe
माशांचे	maːʃɑːtʃe
माशाच्या	maːʃaːtɕi
माशांच्या	maːʃoɳɟi
माशांमध्ये	maːʃɑːmʈʰeː
माशी	maːʃi
मांस	maːɳs
मास	maːs
मांसपेशी	maːɳs̪peʃiː
मांसाचा	maːɳsɔtɕə
मांसातून	maːɳsaːtuːn
मांसाहार	maːɳsaːɦaːr
मांसाहाराचा	maːɳsaːɦaːɾaːtɕə
मांसाहारात	maːɳsaːɦaːɾaːt̪
मांसाहारी	maːɳsaːɦaːriː
मासिक	maːsɪk
मासिकं	maːsɪkə̃
मासिकाचं	maːsɪkətɕəɳ
मासिकाचा	maːs̪iːkɔːtʃə
मासिकाच्या	maːs̪ikaɳʈʰaː
मासिकात	maːsɪkɑːt̪
मासिकाने	maːsɪkɑːne
मासिकामध्ये	maːsɪkɑːmdʑe
मासिकाला	maːsɪkaːlɑ
मासिकासाठी	maːsɪkaːsɑːʈʈʰiː
मासिके	maːs̪iːk̪eː
मासूम	maːsuːm
मासे	maːse
मासेमारी	maːseːmaːriː
मासेमारीच्या	maːseːmaːɾiːtʃʰeː
मास्क	maːsk
मास्टर	maːs̪t̪ər̪
मास्टर	maːst̪əɾ
मास्टरकार्डने	maːs̪t̪əɾkaːɾɖn̪e
मास्टरस्ट्रोक	maːsʈəst̪ɾok
मास्टरिंग	maːs̪t̪eːɾiŋ
मास्टर्स	maːst̪əɾs̪
मास्तरांनी	maːsʈəɳiː
माहित	maːɦɪt̪
माहितच	maːɦɪt̪tɕʰ
माहितही	maːɦɪt̪ʰiː
माहिती	maːɦiːtiː
माहितीए	maːɦiːt̪iːe
माहितीच	maːɦiːt̪iːtʃ
माहितीचा	maːɦiːt̪iːtʃaː
माहितीची	maːɦiːt̪iːtʃiː
माहितीचे	maːɦiːt̪iːtʃeː
माहितीच्या	maːɦiːt̪iːtʃjɑː
माहितीत	maːɦiːtiːt̪
माहितीनुसार	maːɦiːt̪iːn̪ʊsaːr̪
माहितीनूसार	maːɦiːt̪iːnuːsaːr
माहितीपट	maːɦiːtiːpəʈ
माहितीपटासाठी	maːɦiːt̪iːpəʈaːsɘːtʃiː
माहितीपर	maːɦiːt̪iːpəɾ
माहितीपूर्ण	maːɦiːt̪iːpuɳ
माहितीप्रधान	maːɦiːt̪iːpɾəɳɳ
माहितीप्रमाणे	maːɦiːt̪iːprəmɑːɳe
माहितीबाबत	maːɦiːt̪iːbɑːbət̪
माहितीमुळे	maːɦiːt̪iːmuɭe
माहितीये	maːɦiːt̪iːe
माहितीयेत	maːɦiːt̪ʰijeːt̪
माहितीवर	maːɦiːt̪iʋəɾ
माहितीसाठी	maːɦiːt̪iːsɑːtʃiː
माहितीही	maːɦiːt̪iː
माहिर	maːɦɪr
माहिरा	maːɦiɾə
माहिराचा	maːɾiːtʃə
माहिराच्या	maːɾiːtʃʰeː
माहिराने	maːɾiɾɑːne
माहिष्मती	maːɪʂmt̪i
माहीत	maːɪt̪ʰ
माहीतगार	maːɪt̪ɾgaːɾ
माहीतच	maːɪt̪t̪ɕ
माहीती	maːɦiːti
माहीमला	maːɦiːmlə
माहीर	maːɦiːr
माहेरघर	maːɾgʱəɾ
माहोल	maːɦol
माहोलच	maːɦolʈ
माहौल	maːɦoul̪
मि	mi
मिका	mika
मिकाचा	mikatʃə
मिकाने	mikaːne
मिकाला	mikaːlə
मिकावर	mikaʋəɾ
मिक्स	miːkʂ
मिक्सर	miːkʂəɾ
मिक्सरमध्ये	miːksəɾəmdʑeː
मिक्सरवर	miːksəɾʋəɾ
मिक्सिंग	miːksiŋ
मिक्स्ड	migʱʈʱəɖ
मिंग	miŋg
मिंगनं	miŋgəɳ
मिच	miːtʃ
मिचेल	mitʃel
मिंझ	miɳdʒ
मिझोराम	miʐoɾam
मिझोरामच्या	miʐoɾamts̪e
मिझोराममध्ये	miʐoɾɑːmɑːdʑe
मिंट	miɳʈ
मिटण्याची	miʈɳjɕiː
मिटत	miʈʈə
मिटर	miʈəɾ
मिटला	miʈɭə
मिटवण्याचा	miʈʋəɳjəʧə
मिटवला	miʈʋələ
मिटिंग	miʈiŋ
मिटिंगसाठी	miʈiŋsɑːʈʈi
मिटींग	miːʈiŋ
मिटींगमध्ये	miʈiŋgəmd̪ʱe
मिटींग्ज	miʈiŋdʒ
मिटू	miːʈuː
मिटून	miːɳ
मिठाई	miʈʰaːi
मिठाईचा	miʈʰaːiʧə
मिठाईची	miʈʰaːiʧiː
मिठाईचे	miʈʰaːiʧe
मिठाईत	miʈʰaːiʈ
मिठाईमध्ये	miʈʰaiːmʈʰe
मिठाचा	miʈɔtɕə
मिठाचे	miʈaːtʃe
मिठाच्या	miʈaːtʃʰə
मिठी	miʈʰiː
मिठीत	miʈʈʰiːt̪
मिड	miɖ
मिडनाइट	miɖn̪ait̪
मिडलवेट	miɖləʋeʈ
मिडलसेक्स	miɖl̪əsɛkʂ
मिडिया	miɖiə
मिडियाचे	miɖijɑtʃe
मिडियाच्या	miɖiʌtɕʰɑː
मिडियाटेक	miɖiʌt̪eʋk
मिडियातील	miɖijɑːt̪iːl̪
मिडियापासून	miɖʐaːpaːs̪uːn̪
मिडियावर	miɖijəʋəɾ
मिडीया	miɖiːjə
मिडीयाचा	miɖiːjətɕə
मिडीयावर	miɖiːʋaɾ
मिडीयावरही	miɖiːʋəɾʰi
मितभाषी	mit̪ɖəɳʋiː
मिताली	mit̪aːliː
मितालीची	mit̪aːliːtʃiː
मितालीचे	mitɑːliːtʃe
मितालीच्या	mit̪aːliːtʃjɑː
मितालीने	mit̪aːl̪iːne
मितालीला	mitɑːlilɑː
मितेश	mit̪eːʃ
मित्तल	mit̪t̪əl
मित्तलने	mit̪t̪əl̪ne
मित्र	mit̪r̩
मित्रत्वाचे	mit̪ːɾəʈʋɑtʃe
मित्रत्वाच्या	mit̪ːɾəʈʋaːdʑə
मित्रपरिवार	mit̪ɾəpəɾiʋaːɾ
मित्रपरिवाराच्या	mit̪ɾəpəɾiʋaːɾəʈʰaː
मित्रमंडळी	mit̪ɾəmaɳɖaʎi
मित्रमंडळींची	mit̪ɾəmaɳɖəliːtʃiː
मित्रमंडळींच्या	mit̪ɾəmoɳɖəliːnʧiː
मित्रमंडळींना	mit̪ɾəmoɳɖəɭiːnːa
मित्रमंडळींनी	mit̪ɾəmaɳɖəɭiːn̪iː
मित्रमंडळींशी	mit̪ɾəmoɳɖəɭiːɳʃiː
मित्रमंडळींसह	mit̪ɾəmaɳɖəliːnsəɦ
मित्रमंडळींसाठी	mit̪ɾəmoɳɖəliːn̪sɑːtʃi
मित्रमंडळींसोबत	mit̪ɾəmaɳɖəliːn̪soːbət̪
मित्रमंडळीही	mit̪ɾəmaɳɖəlihi
मित्रमत्रिणी	mit̪ɾəmtɾiɳi
मित्रमैत्रिणी	mit̪ɾəmaɪt̪ɾiɳi
मित्रमैत्रिणींच्या	mit̪ɾəmaɪt̪ɾiɳiːtʃʰə
मित्रमैत्रीणींना	mit̪ɾəmaɪt̪ɾiːɳiːn̪a
मित्रही	mit̪ɾʱi
मित्रा	mit̪ɾaː
मित्रांकडून	mit̪ɾaŋkaɖuːn
मित्राचा	mit̪ɾɔtɕə
मित्राची	mit̪ɾɑtʃi
मित्रांची	mit̪ɾəɳtɕi
मित्रांच्या	mit̪ɾeːɳʈʰe
मित्राच्या	mit̪ɾəçɪ
मित्रानं	mit̪ɾɑːn̪
मित्रांना	mit̪ɾɑːɳɑː
मित्रांनी	mit̪ɾəɳɳiː
मित्राने	mit̪ɾɑːne
मित्राप्रमाणे	mit̪ɾɑːpɾəmaːɳe
मित्रांबरोबर	mit̪ɾɑːmbəɾoːbɾ̩
मित्रांमधील	mit̪ɾɑːmɖʱiːl
मित्रांमध्ये	mit̪ɾə̃ːmɖʱeː
मित्रांमुळे	mit̪ɾɑːmʊɭe
मित्राला	mit̪ɾɑːl̪ə
मित्रांशी	mit̪ɾəːɳʃiː
मित्रासाठी	mit̪ɾɑːsɑːtʃi
मित्रांसोबत	mit̪ɾɑːs̪oːbət̪
मित्रासोबत	mit̪ɾɑːsɔbət̪
मिथाली	mit̪ʰaːliː
मिथिला	miːt̪ʰɪlə
मिथिलिकरण	miʈʰilɪkəɾəɳ
मिथुन	mit̪ʰun̪
मिथून	mit̪ʰuːn̪
मिनरल्स	miːnɾəls
मिनाद	miːnɑːd̪
मिनामीनुनगु	minaːmiːnuŋu
मिनामीनुनगु	min̪aːmiːn̪uŋu
मिनिटं	miːniʈə̃
मिनिट	miːnɪʈ
मिनिटभर	miɳiʈbʱəɾ
मिनिटही	miɳiʈʰiː
मिनिटांचा	miɳiʈɑːɳtʃə
मिनिटाचा	miɳiʈɑtʃə
मिनिटांची	miniːʈɑːtɕiː
मिनिटांचे	miniːʈɑːt̪ʈʌt̪ʈʌt̪ʈʌt̪ʈʌt̪ʈʌt̪ʈʌt̪�
मिनिटांचेच	miɳiʈaːtʃʈeː
मिनिटाच्या	miɳiʈaːtʃi
मिनिटांच्या	miɳiʈoɕi
मिनिटात	miniːʈaːt̪
मिनिटांत	miɳiʈaːɳʈ
मिनिटातच	miɳiʈaːtʈʈʈɑː
मिनिटांतच	miɳiʈəɳ
मिनिटानंतर	miɳiːt̪ənt̪ɾ
मिनिटांनंतर	miɳiʈɑːn̪t̪əɳ̪t̪əɾ
मिनिटांनी	miɳiʈɳiː
मिनिटांपर्यंत	miɳiʈəmpəɾjəɳʈ
मिनिटापर्यंत	miɳiʈəpəɾjəɳʈ
मिनिटांपासून	miɳiʈaːm̆paːs̪un̪
मिनिटांपेक्षा	miɳiʈɑːmpeːkʂɑː
मिनिटांमध्ये	miɳiʈaːmʱd̪e
मिनिटांमध्येच	miɳiʈaːmɖʱeʈʈʰe
मिनिटाला	miɳiʈaːlɑ
मिनिटालाच	miɳiːt̪ɑːlɑːtʃ
मिनिटास	miːnɪt̪aːs̪
मिनिटासाठी	miɳiːt̪aːsɛːʈʰi
मिनिटांसाठी	miɳiːt̪ɑːɳsɑːʈʈʰi
मिनिटांहून	miɳiʈɑ̃ɦuːn
मिनिटे	miˈɳiːʈe
मिनिटेच	miːn̪ɪt̪eːt̪ʃ
मिनिस्टर	miːnɪsʈəɾ
मिनी	miːniː
मिनी	mini
मिनीटं	miːn̪iːʈə̃
मिनीट	miniːʈ
मिनीटांचा	miniːʈɑːt̪ʈʌʈʌ
मिनीटात	miːn̪iːʈaːt̪
मिनीटांनी	miniːʈɑɳniː
मिनीटापासून	miːniːʈɑːpɑːsuːn
मिनीटांमध्ये	miːn̪iːʈə̃mʰd̪e
मिनीटांमपर्यंत	miːniːʈəmpəɾjənt̪
मिनीटाला	miːn̪iːʈaːl̪aː
मिनीटांसाठी	miːniːʈaːsəʈʃiː
मिनीटे	miːnʌɭeː
मिनीमेड	miːn̪iːmeːɖ
मिन्कोवस्कीला	mɪŋkoʋskiːlɑ
मिमी	miːmiː
मिम्सही	miːmsəi
मिया	miːə
मियाँ	mijɑː
मियांदाद	miəɳɖɑːd̪
मियामी	miːjamiː
मियॉंदाद	miəɳɖɑːd
मियॉंदादकडूनही	miəɳɖɑːd̪kəɳɦi
मिरगी	miɾgiː
मिरची	miɾtʃi
मिरचीचा	miɾtʃiːtʃə
मिरचीच्या	miɾtʃiːtʃjɑː
मिरचीला	miɾtʃiːlaː
मिरच्या	miɾtɕə
मिरच्यांचा	miɾtɕjɑːɳtɕɑ
मिरच्यांच्या	miɾtɕjɔɳɭ̆i
मिरच्यांना	miɾtɕjɑːn̪n̪ə
मिरजाना	miɾdʒɑːnɑ
मिरपूड	miɾpuːɖ
मिरर	miɾəɾ
मिररने	miɾəɳe
मिरवणारा	miɾʋəɳaːɾə
मिरवणारी	miɾʋəɳaːɾiː
मिरवणाऱ्या	miɾʋəɳaːɾjə
मिरवणुका	miɾʋəɳʊkə
मिरवणूक	miɾʋəɳuk
मिरवण्याची	miɾʋəɳjəʧiː
मिरवत	miɾʋət
मिरवता	miɾʋət̪a
मिरवायला	miɾʋaɪla
मिराज	miɾɑdʒ
मिराजने	miɾɑdʒnɛ
मिराजला	miɾɑːdʒəɭə
मिरी	miːriː
मिरीचे	miːɾitʃe
मिरे	miɾe
मिर्ची	miɾtʃi
मिर्झा	miɾdʒɑ
मिर्झाचे	miɾdʒatɕe
मिर्झाच्या	miɾdʒɑːtɕi
मिर्झापूर	miɾdʒɑːpuːr
मिर्झाला	miɾdʒɑːlɑː
मिर्झासह	miɾdʒɑːsəɦ
मिर्झिया	miɾdʒʰiə
मिर्झिया	miɾʐjɪə
मिर्झियाच्या	miɾʐjɪəkəɳʈʰe
मिल	miːl
मिलने	miɭne
मिलमनने	miɭmanne
मिलर	miːlɾ
मिलरने	miɭəɾne
मिलरला	miɭəɾɭə
मिला	miːlə
मिलान	miːlən
मिलाप	miːləp
मिलाफ	miːləpʰ
मिलिअॅम्पिअर्सची	miliə̃ːmpɪə̃ːrstʃiː
मिलिअॅम्पियर्सची	miliəɳɟəpjəɳtʃi
मिलिग्रॅम	miːligɾəːm
मिलिंद	miːliːɳɖ
मिलिंदने	miːliɳɳe
मिलियन	miːliːjəɳ
मिलियनचा	milijəɳtʃə
मिली	mili
मिलीअॅम्पिअर्सची	miliəmpʰiːɾtʃiː
मिलीअॅम्पियरची	miliəmpɪrtʃiː
मिलीअॅम्पियर्स	miliəmpʰiːjəɾs
मिलीअॅम्पियर्सची	miliːəmpiːjərtʃiː
मिलीअॅम्पियर्सच्या	miːliəmpʰiːrʌtʃeː
मिलीग्रॅम	miːliːgɾɑːm
मिलीमीटर	miːliːmiːʈəɾ
मिलीयन	miːliːjən
मिलेगी	miːleːgiː
मिलेनिअल्स	miːleːnɪəls
मिलोस	miːloːs
मिल्क	miɭk
मिल्कमेड	miɭkəmeːɖ
मिल्कशेक	miɭkʃek
मिल्खा	miɭkʰə
मिल्नेने	miɭɳeɳe
मिल्स	miːls
मिल्हाज	miɭʱaːdʒ
मिळकत	miɭkət̪
मिळकतीचा	miɭkət̪t̪iːtʃə
मिळकतीची	miɭkət̪t̪iːtʃi
मिळकतीत	miɭkətiːt̪
मिळकतीतून	miɭkət̪iːt̪uːn
मिळणं	miɭɳə̃
मिळणार	miɭɳaːr
मिळणारं	miɭɳaɾə̃
मिळणारच	miɭɳaːrɕʈʰ
मिळणारा	miɭɳaːrɑ
मिळणारी	miɭɳaːriː
मिळणारे	miɭɳaɾe
मिळणाऱ्या	miɭɳaːrjaː
मिळणे	miɭɳe
मिळण्याचा	miɭɳjɑtʃɑ
मिळण्याची	miɭɳjəʧiː
मिळण्याच्या	miɭɳjəɭjə
मिळण्यापासून	miɭɳjɑːpɑːsuːn
मिळण्यापूर्वीच	miɭɳjɑpuːrʋitʃ
मिळण्यास	miɭɳjɑs
मिळण्यासाठी	miɭɳjɑːʈʰi
मिळत	miɭət̪
मिळतं	miɭəʈə̃
मिळतंय	miɭt̪əɳj
मिळताच	miɭt̪ɑːt̪ʃʰ
मिळताजुळता	miɭt̪ədʒuɭt̪ə
मिळतात	miɭt̪aːt̪
मिळतातच	miɭt̪aːt̪ɔt̪t̪ɕ
मिळताना	miɭt̪aːn̪ə
मिळताहेत	miɭt̪aheːt̪
मिळती	miɭʈi
मिळतीजुळती	miɭʈiɖʈi
मिळतील	miɭʈiːl
मिळतीलच	miɭʈiːlʈ
मिळते	miɭt̪e
मिळतेच	miɭt̪eʈʃ
मिळतेजुळते	miɭt̪eguɭt̪e
मिळतेय	miɭt̪eː
मिळतो	miɭto
मिळतोच	miɭtoʈʈʰ
मिळतोय	miɭtoːj
