aberaeron	abɛreɨ̯rɔn
lawen	lau̯an
lawen	lau̯ɛn
lawer	lau̯ɛr
lawes	lau̯ɛs
lawio	lau̯jɔ
lechi	lɛχi
led	leːd
ledled	lɛdlɛd
lefel	lɛvɛl
lefrith	lɛvrɪθ
leicia	lei̯kja
leicia	lɪkja
leician	lei̯kjan
leician	lɪkjan
leicio	lei̯kjɔ
leicio	lɪkjɔ
leidr	lei̯dr
leihau	lei̯haɨ̯
lein	lei̯n
leision	lei̯ʃɔn
lembo	lɛmbɔ
lembos	lɛmbɔs
lemon	lɛmɔn
lemonêd	lɛmɔneːd
lemwn	lɛmʊn
lentyl	lɛntɨ̞l
lentys	lɛntɨ̞s
les	leːs
lesau	lɛsa
lesau	lɛsaɨ̯
lesau	lɛsɛ
lesbiaidd	lɛsbjaɪð
lesddeiliad	leːsðei̯ljad
lesddeiliaid	leːsðei̯ljai̯d
lesddeiliaid	leːsðei̯ljɛd
lesoedd	lɛsɔɨ̯ð
lestair	lɛsdai̯r
lestr	lɛstr
limpin	lɪmpɪn
lin	liːn
lindys	lɪndɨ̞s
lindysyn	lɪndəsɨ̞n
lithiwm	lɪθjʊm
liwio	lɪu̯jɔ
llaeth	ɬaːɨ̯θ
llai	ɬai̯
llaid	ɬai̯d
llanw	ɬanʊ
llaw	ɬaːu̯
llawdriniaeth	ɬaʊdrɪnjaɨ̯θ
llawfeddygon	ɬau̯vɛðəɡɔn
llawlyfr	ɬau̯lɨ̞vɨ̞r
llawn	ɬau̯n
llawr	ɬau̯r
lled	ɬeːd
llefrith	ɬɛvrɪθ
lleiandy	ɬei̯andɨ̞
lleianod	ɬei̯anɔd
llen	ɬɛn
llenni	ɬɛni
llenwad	ɬɛnwad
llenwi	ɬɛnwi
llenydd	ɬɛnɨ̞ð
llenydda	ɬɛnəða
llenyddiaeth	ɬɛnəðjaɨ̯θ
llenyddiaeth	ɬɛnəðjɛθ
llenyddol	ɬɛnəðɔl
lleoedd	ɬeːɔɨ̯ð
lleol	ɬeːɔl
lleoli	ɬɛɔlɪ
lleoliad	ɬɛɔljad
lles	ɬeːs
llesg	ɬeːsɡ
llesgáu	ɬɛsɡaɨ̯
llesol	ɬɛsɔl
llestair	ɬɛsdai̯r
llesteiriannau	ɬɛsdei̯rjana
llesteiriannau	ɬɛsdei̯rjanaɨ̯
llesteiriannau	ɬɛsdei̯rjanɛ
llesteiriant	ɬɛsdei̯rjant
llesteiriau	ɬɛsdei̯rja
llesteiriau	ɬɛsdei̯rjaɨ̯
llesteiriau	ɬɛsdei̯rjɛ
llesáu	ɬɛsaɨ̯
lleu	ɬei̯
lleua	ɬeɨ̯a
lleuad	ɬeɨ̯ad
lleuen	ɬeɨ̯an
lleuen	ɬeɨ̯ɛn
llewod	ɬɛu̯ɔd
llid	ɬiːd
llif	ɬiːv
llifed	ɬɪvɛd
llifo	ɬɪvɔ
llifogydd	ɬivɔɡɨ̞ð
llin	ɬiːn
llinell	ɬɪnaɬ
llinell	ɬɪnɛɬ
llinos	ɬɪnɔs
lliw	ɬɪu̯
llnau	ɬnaɨ̯
llo	ɬoː
lloches	ɬɔχas
lloches	ɬɔχɛs
llochi	ɬɔχi
lloer	ɬoːɨ̯r
llom	ɬɔm
llong	ɬɔŋ
llongwr	ɬɔŋʊr
llonyddwch	ɬɔnəðʊχ
llosgydd	ɬɔsɡɨ̞ð
llost	ɬɔsd
llostchwydd	ɬɔsdχwɨ̞ð
llu	ɬɨː
lluddias	ɬɨ̞ðjas
lluest	ɬɨɛsd
lluesty	ɬjɛsdɨ̞
lluesty	ɬɨɛsdɨ̞
llug	ɬɨːɡ
llugwe	ɬɨ̞ɡwɛ
llungopi	ɬɨːŋɡɔpi
llungopi	ɬɨ̞ŋɡɔpi
llungopïau	ɬɨːŋɡɔpiːa
llungopïau	ɬɨːŋɡɔpiːaɨ̯
llungopïau	ɬɨːŋɡɔpiːɛ
llungopïau	ɬɨ̞ŋɡɔpiːa
llungopïau	ɬɨ̞ŋɡɔpiːaɨ̯
llungopïau	ɬɨ̞ŋɡɔpiːɛ
lluniad	ɬɨ̞njad
llusa	ɬɨ̞sa
llusen	ɬɨ̞san
llusen	ɬɨ̞sɛn
llusg	ɬɨːsɡ
llusgo	ɬɨ̞sɡɔ
lluwch	ɬɨ̞u̯χ
lluyrth	ɬɨːɨ̞rθ
llw	ɬuː
llwch	ɬuːχ
llwfrhau	ɬʊvrhaɨ̯
llwg	ɬuːɡ
llwglyd	ɬʊɡlɨ̞d
llwgu	ɬʊɡɨ
llwm	ɬʊm
llwnc	ɬʊŋk
llwrw	ɬʊru
llwy	ɬuːɨ̯
llwyau	ɬʊɨ̯a
llwyau	ɬʊɨ̯aɨ̯
llwyau	ɬʊɨ̯ɛ
llwybr	ɬʊɨ̯br
llwyd	ɬuːɨ̯d
llwydaidd	ɬʊɨ̯dai̯ð
llwydaidd	ɬʊɨ̯dɛð
llwyrymwrthodol	ɬʊɨ̯rəmʊrθɔdɔl
llwythais	ɬʊi̯θas
llwythais	ɬʊɨ̯θai̯s
llwythau	ɬʊɨ̯θa
llwythau	ɬʊɨ̯θaɨ̯
llwythau	ɬʊɨ̯θɛ
llwythi	ɬʊɨ̯θi
llwytho	ɬʊɨ̯θɔ
llwythodd	ɬʊɨ̯θɔð
llwythydd	ɬʊɨ̯θɨ̞ð
llydan	ɬədan
llyfu	ɬəvɨ̞
llyg	ɬɨːɡ
llygad	ɬɨ̞ɡad
llygru	ɬəɡrɨ
llym	ɬɨ̞m
llyn	ɬɨ̞n
llynedd	ɬənað
llynedd	ɬənɛð
llynedd	ɬɪnɛð
llynnoedd	ɬənɔɨ̯ð
llyriad	ɬərjad
llys	ɬɨːs
llysenw	ɬɨ̞sɛnu
llysenw	ɬɨ̞ːsɛnu
llysfab	ɬɨ̞svab
llysfam	ɬɨ̞svam
llysferch	ɬɨ̞svɛrχ
llysieuol	ɬəʃeɨ̯ɔl
llysieuwyr	ɬəʃeɨ̯wɨ̞r
llythrennol	ɬəθrɛnɔl
llythrennu	ɬəθrɛnɨ
llythyr	ɬəθɨ̞r
llythyren	ɬəθəran
llythyren	ɬəθərɛn
llythyrennau	ɬəθrɛna
llythyrennau	ɬəθərɛnaɨ̯
llythyrennau	ɬəθərɛnɛ
llyw	ɬɨ̞u̯
llywyddion	ɬəu̯əðjɔn
loc	lɔk
lol	lɔl
lolfa	lɔlva
lon	lɔn
loncian	lɔŋkjan
long	lɔŋ
longau	lɔŋa
longau	lɔŋaɨ̯
longau	lɔŋɛ
longwr	lɔŋʊr
longwyr	lɔŋwɨ̞r
loris	lɔrɪs
lorïau	lɔriːa
lorïau	lɔriːaɨ̯
lorïau	lɔriːɛ
lu	lɨː
lud	lɨːd
lun	lɨːn
lwcus	lʊkɨ̞s
lwyddo	lʊɨ̯ðɔ
lwyth	lʊɨ̯θ
lwythais	lʊi̯θas
lwythais	lʊɨ̯θai̯s
lwytho	lʊɨ̯θɔ
lwythodd	lʊɨ̯θɔð
lyd	lɨːd
lydan	lədan
lydanbigau	lədambɪɡa
lydanbigau	lədambɪɡɛ
lydanbigau	lədanbɪɡaɨ̯
lyf	lɨːv
lyfr	lɨ̞vr
lyfr	lɨ̞vɨ̞r
lyfrau	ləvra
lyfrau	ləvraɨ̯
lyfrau	ləvrɛ
lyfrgellydd	ləvrɡɛɬɨ̞ð
lysenw	lɨ̞sɛnu
lysenw	lɨ̞ːsɛnu
lysfab	lɨ̞svab
lysfam	lɨ̞svam
lysferch	lɨ̞svɛrχ
lysiau	ləʃa
lysiau	ləʃaɨ̯
lysiau	ləʃɛ
lysieuol	ləʃeɨ̯ɔl
lysieuwr	ləʃeɨ̯ʊr
lysieuwyr	ləʃeɨ̯wɨ̞r
lywydd	ləu̯ɨ̞ð
lywyddes	ləu̯əðɛs
lywyddiaeth	ləu̯əðjaɨ̯θ
lywyddiaeth	ləu̯əðjɛθ
lywyddiaethau	ləu̯əðjeɨ̯θa
lywyddiaethau	ləu̯əðjeɨ̯θaɨ̯
lywyddiaethau	ləu̯əðjeɨ̯θɛ
lân	laːn
mab	maːb
mabwysiadu	mabʊɨ̯ʃadɨ
macadelgi	makadɛlɡi
macamwn	makamʊn
mach	maːχ
machgen	maχɡɛn
machgenyn	maχɡɛni̞n
macon	makɔn
maconen	makɔnan
maconen	makɔnɛn
maent	maɨ̯nt
maer	maːɨ̯r
magnelwr	maɡnɛlʊr
magnelwyr	maɡnɛlʊr
magnesiwm	maɡnɛsjʊm
magu	maɡɨ
mai	ma
mai	mai̯
mai	mə
maidd	mai̯ð
main	mai̯n
mainc	mai̯ŋk
maint	mai̯nt
maleiswedd	malei̯swɛð
malwoden	malwɔdɛn
malwota	malwɔta
malwr	malʊr
malws	malʊs
mamau	mama
mamau	mamaɨ̯
mamau	mamɛ
mambŵ	mambuː
mamoth	mamɔθ
man	man
manag	manaɡ
maneg	manaɡ
maneg	manɛɡ
manflew	manvlɛu̯
mango	maŋɡɔ
mantais	mantai̯s
mantais	mantɛs
manteision	mantei̯ʃɔn
manyldeb	manəldɛb
manylder	manəldɛr
manyldra	manəldra
manyleb	manəlɛb
manylebau	manəlɛba
manylebau	manəlɛbaɨ̯
manylebau	manəlɛbɛ
manylion	manəljɔn
manylrwydd	manəlrʊɨ̯ð
manylu	manəlɨ̞
manylwch	manəlʊχ
map	map
marchnata	marχnata
marchocáu	marχɔkaɨ̯
marchog	marχɔɡ
marchogaeth	marχɔɡaɨ̯θ
marchogaeth	marχɔɡɛθ
marchogion	marχɔɡjɔn
marchrawn	marχrau̯n
marchredyn	marχrɛdɨ̞n
marddanadl	marðanad
marddanadl	marðanadl
mardon	mardɔn
marnau	marna
marnau	marnaɨ̯
marnau	marnɛ
marnwr	marnʊr
maro	marɔ
marus	marɨ̞s
marw	marʊ
mas	maːs
masen	masan
masen	masɛn
masgau	masɡa
masgau	masɡaɨ̯
masgau	masɡɛ
masgio	masɡjɔ
masnachdy	masnaχdɨ
math	maːθ
mathemateg	maθɛmatɛɡ
mawn	mau̯n
medd	meːð
meddai	mɛða
meddai	mɛðai̯
meddai	mɛðɛ
meddal	mɛðal
meddaliad	mɛðaljad
meddalu	mɛðalɨ̞
medden	mɛðɛn
meddu	mɛðɨ
meddw	mɛðu
meddygaeth	mɛðəɡaɨ̯θ
meddygaeth	mɛðəɡɛθ
meddygfa	mɛðəɡva
meddygfeydd	mɛðəɡveɨ̯ð
meddygol	mɛðəɡɔl
meddylgar	mɛðəlɡar
medren	mɛdrɛn
medro	mɛdrɔ
medru	mɛdrɨ̞
mefus	mɛvɨ̞s
megis	mɛɡɪs
meidrol	mei̯drɔl
meinwen	mei̯nwɛn
meithrinfeydd	mei̯θrɪnveɨ̯ð
meitneriwm	mai̯tnɛrjʊm
meitneriwm	mei̯tnɛrjʊm
melin	mɛlɪn
mellt	meːɬd
mellten	mɛɬdan
mellten	mɛɬdɛn
melltith	mɛɬdɪθ
melltithio	mɛɬdɪθjɔ
melon	mɛlɔn
melyn	mɛlɨ̞n
melyngoch	mɛləŋɡɔχ
melynion	mɛlənjɔn
melynwyn	mɛlənwɨ̞n
melynwyrdd	mɛlənwɨ̞rð
melys	mɛlɨ̞s
melyster	mɛləsdɛr
men	mɛn
menig	mɛnɪɡ
menyw	mɛnɨ̞u̯
menywaidd	mɛnəu̯ai̯ð
menywaidd	mɛnəu̯ɛð
merch	mɛrχ
mercwri	mɛrkʊrɪ
merfenw	mɛrvɛnu
merlen	mɛrlɛn
merlod	mɛrlɔd
merlota	mɛrlɔta
merlotwr	mɛrlɔtʊr
merlyn	mɛrlɨ̞n
merthyr	mɛrθɨ̞r
merthyrdod	mɛrθərdɔd
merthyres	mɛrθərɛs
merthyru	mɛrθərɨ̞
merysbren	mɛrəsbrɛn
meryswydd	mɛrəswɨ̞ð
meryw	mɛrɨ̞u̯
meryw	mɛrɪu̯
mesa	mɛsa
mesur	mɛsɨ̞r
metel	mɛtɛl
meteleg	mɛtɛlɛɡ
metelegol	mɛtɛlɛɡɔl
metelegwr	mɛtɛlɛɡʊr
metelegwyr	mɛtɛlɛɡwɨ̞r
metelegydd	mɛtɛlɛɡɨ̞ð
methan	mɛθan
methanöig	mɛθanoːɪɡ
mether	mɛθɛr
methi	mɛθi
methiant	mɛθjant
metho	mɛθɔ
methu	mɛθɨ̞
metr	mɛtr
metrig	mɛtrɪɡ
mewn	mɨ̞u̯n
mewnanadlu	mɛu̯nanadlɨ̞
mewnblyg	mɛu̯nblɨ̞ɡ
mewnddodiad	mɛu̯nðɔdjad
mewndro	mɛu̯ndrɔ
mewnfodol	mɛu̯nvɔdɔl
mewnforiadwy	mɛu̯nvɔrjadʊɨ̯
mewnforio	mɛu̯nvɔrjɔ
mewnforion	mɛu̯nvɔrjɔn
mewnforiwr	mɛu̯nvɔrjʊr
mewnforwyr	mɛu̯nvɔrwɨ̞r
mewnforyn	mɛu̯nvɔrɨ̞n
mewnfudo	mɛu̯nvɨ̞dɔ
mewngofnodi	mɛu̯ŋɡɔvnɔdi
mewnlifol	mɛu̯nlɪvɔl
mewnol	mɛu̯nɔl
mewnrwyd	mɛu̯nrʊɨ̯d
meysydd	meɨ̯sɨ̞ð
mhabell	m̥abaɬ
mhabell	m̥abɛɬ
mhac	m̥ak
mhacio	m̥akjɔ
mhaith	m̥ai̯θ
mham	m̥am
mhaned	m̥anad
mhaned	m̥anɛd
mhant	m̥ant
mhapur	m̥apɨ̞r
mhara	m̥ara
mharc	m̥ark
mharcio	m̥arkjɔ
mharcio	m̥arkɔ
mharod	m̥arɔd
mharti	m̥artɪ
mhartner	m̥artnar
mhartner	m̥artnɛr
mhartïon	m̥artiːɔn
mhasbort	m̥asbɔrt
mhasta	m̥asda
mhastai	m̥asdai̯
mhawb	m̥au̯b
mhecyn	m̥ɛkɨ̞n
mhedair	m̥ɛdai̯r
mhedair	m̥ɛdɛr
mhedol	m̥ɛdɔl
mhedwar	m̥ɛdwar
mhei	m̥ei
mheint	m̥ei̯nt
mheiriannwr	m̥ei̯rjanʊr
mheiriannwyr	m̥eɨ̯rjanwɨ̞r
mheiriannydd	m̥eɨ̯rjanɨ̞ð
mheis	m̥eis
mhen	m̥ɛn
mhencampwr	m̥ɛŋkampʊr
mhencampwriaeth	m̥ɛŋkampʊrjaɨ̯θ
mhencampwriaeth	m̥ɛŋkampʊrjɛθ
mhencampwriaethau	m̥ɛŋkampʊrjeɨ̯θa
mhencampwriaethau	m̥ɛŋkampʊrjeɨ̯θaɨ̯
mhencampwriaethau	m̥ɛŋkampʊrjeɨ̯θɛ
mhencampwyr	m̥ɛŋkampwɨ̞r
mhenderfynu	m̥ɛndɛrvənɨ̞
mhenglog	m̥ɛŋɡlɔɡ
mhengwin	m̥ɛŋɡwɪn
mhengwiniaid	m̥ɛŋɡwɪnjai̯d
mhengwiniaid	m̥ɛŋɡwɪnjɛd
mherl	m̥ɛrl
mherlau	m̥ɛrla
mherlau	m̥ɛrlaɨ̯
mherlau	m̥ɛrlɛ
mherth	m̥ɛrθ
mherthnasau	m̥ɛrθnasa
mherthnasau	m̥ɛrθnasaɨ̯
mherthnasau	m̥ɛrθnasɛ
mherthynas	m̥ɛrθənas
mheswch	m̥ɛsʊχ
mheth	m̥eːθ
mhethau	m̥ɛθa
mhethau	m̥ɛθaɨ̯
mhethau	m̥ɛθɛ
mhib	m̥iːb
mhibau	m̥ɪba
mhibau	m̥ɪbaɨ̯
mhibau	m̥ɪbɛ
mhibgorn	m̥ɪbɡɔrn
mhig	m̥iːɡ
mhigau	m̥ɪɡa
mhigau	m̥ɪɡaɨ̯
mhigau	m̥ɪɡɛ
mhigwrn	m̥ɪɡʊrn
mhigyn	m̥ɪɡɨ̞n
mhigynnau	m̥ɪɡəna
mhigynnau	m̥ɪɡənaɨ̯
mhigynnau	m̥ɪɡənɛ
mhila	m̥ɪla
mhilaon	m̥ɪlaːɔn
mhinc	m̥ɪŋk
mhincod	m̥ɪŋkɔd
mhiwi	m̥ɪu̯ɪ
mhiwïaid	m̥ɪu̯iːai̯d
mhiwïaid	m̥ɪu̯iːɛd
mhla	m̥laː
mhladur	m̥ladɨ̞r
mhlu	m̥lɨː
mhlymio	m̥ləmjɔ
mhob	m̥oːb
mhobl	m̥ɔbl
mhobl	m̥ɔbɔl
mhobloedd	m̥ɔblɔɨ̯ð
mhoeni	m̥ɔɨ̯nɨ
mhont	m̥ɔnt
mhoptai	m̥ɔptai̯
mhopty	m̥ɔptɨ
mhotel	m̥ɔtal
mhotel	m̥ɔtɛl
mhrif	m̥riːv
mhrifddinas	m̥riːvðɪnas
mhrifddinas	m̥rɪvðɪnas
mhriodas	m̥rjɔdas
mhriodas	m̥rɪɔdas
mhriodi	m̥riɔdi
mhris	m̥riːs
mhris	m̥riːʃ
mhroblem	m̥rɔblam
mhroblem	m̥rɔblɛm
mhroblemau	m̥rɔblɛma
mhroblemau	m̥rɔblɛmaɨ̯
mhroblemau	m̥rɔblɛmɛ
mhrydferth	m̥rədvɛθ
mhryf	m̥rɨːv
mhryfed	m̥rəvad
mhryfed	m̥rəvɛd
mhrynu	m̥rənɨ
mhum	m̥ɨ̞m
mhumdegau	m̥ɨ̞mdɛɡa
mhunnau	m̥ɨ̞na
mhunnau	m̥ɨ̞naɨ̯
mhunnau	m̥ɨ̞nɛ
mhunt	m̥ɨ̞nt
mhwl	m̥ʊl
mhwmpen	m̥ʊmpan
mhwmpen	m̥ʊmpɛn
mhêl	m̥eːl
mi	miː
microdon	mɪkrɔdɔn
mieri	miɛri
mieri	mjɛri
migwyn	mɪɡwɨ̞n
mil	miːl
milcant	milkant
milfeddyg	mɪlvɛðɨ̞ɡ
milfeddyg	mɪlvɛðɪɡ
miliwn	mɪljʊn
miloedd	mɪlɔɨ̯ð
milwr	mɪlʊr
milwrol	mɪlʊrɔl
milwyr	mɪlwɨ̞r
min	miːn
minc	mɪŋk
miniog	mɪnjɔɡ
mis	miːs
mis	miːʃ
mislif	mɪslɪv
mislifol	mɪslɪvɔl
misol	mɪsɔl
mitsio	mɪt͡ʃɔ
mlaidd	mlai̯ð
mlas	mlaːs
mleiddiaid	mlei̯ðjai̯d
mleiddiaid	mlei̯ðjɛd
mleiddiau	mlei̯ðja
mleiddiau	mlei̯ðjaɨ̯
mleiddiau	mlei̯ðjɛ
mlew	mleːu̯
mlewyn	mlɛu̯ɨ̞n
mlodau	mlɔda
mlodau	mlɔdaɨ̯
mlodau	mlɔdɛ
mlodyn	mlɔdɨ̞n
mlog	mlɔɡ
mlows	mlou̯s
mlwydd	mluːɨ̯ð
mlwyddi	mlʊɨ̯ði
mlwyddyn	mlʊɨ̯ðɨ̞n
mlynedd	mlənað
mlynedd	mlənɛð
mlynyddoedd	mlənəðɔɨ̯ð
mnemonig	mnɛmɔnɪɡ
mo	mɔ
moch	moːχ
mochyn	mɔχɨ̞n
mod	moːd
modd	moːð
moddion	mɔðjɔn
model	mɔdɛl
modfedd	mɔdvað
modfedd	mɔdvɛð
modrwy	mɔdrʊɨ̯
modryb	mɔdrɨ̞b
modur	mɔdɨ̞r
moed	moːɨ̯d
moel	moːɨ̯l
moelni	mɔɨ̯lnɪ
moes	moːɨ̯s
moesol	moːɨ̯sɔl
mol	mɔl
mola	mɔla
moleciwlaidd	mɔlɛkiu̯lai̯ð
moleciwlaidd	mɔlɛkiu̯lɛð
moli	mɔli
moliannau	mɔljana
moliannau	mɔljanaɨ̯
moliannau	mɔljanɛ
moliant	mɔljant
moll	mɔɬ
mollt	moːɬd
molybdenwm	mɔlɨ̞bdɛnʊm
moment	mɔmɛnt
moneteiddio	mɔnɛtei̯ðjɔ
mor	mɔr
mordaith	mɔrdai̯θ
mordeithiau	mɔrdei̯θja
mordeithiau	mɔrdei̯θjaɨ̯
mordeithiau	mɔrdei̯θjɛ
mordwy	mɔrdʊɨ̯
mordydd	mɔrdɨ̞ð
more	mɔra
more	mɔrɛ
moresg	mɔrɛsɡ
morfarch	mɔrvarχ
morffoleg	mɔrfɔlɛɡ
morfil	mɔrvɪl
morfilod	mɔrvɪlɔd
morflaidd	mɔrvlai̯ð
morfuwch	mɔrvɨ̞u̯χ
morgeisio	mɔrɡei̯ʃɔ
morgi	mɔrɡi
morgrug	mɔrɡrɨ̞ɡ
morgrugyn	mɔrɡrɨ̞ɡɨ̞n
morio	mɔrjɔ
morlo	mɔrlɔ
moron	mɔrɔn
moronen	mɔrɔnɛn
morthwyl	mɔrθuɨ̯l
morwennol	moːrwɛnɔl
morwennol	mɔrwɛnɔl
morwyn	mɔrʊɨ̯n
moryn	mɔrɨ̞n
morynnau	mɔrəna
morynnau	mɔrənaɨ̯
morynnau	mɔrənɛ
moscofium	mɔsɡɔvjʊm
mosg	mɔsɡ
mosgiau	mɔsɡja
mosgiau	mɔsɡjaɨ̯
mosgiau	mɔsɡjɛ
moth	moːθ
mothau	vɔθa
mothau	vɔθaɨ̯
mothau	vɔθɛ
motél	mɔtɛl
mrain	mrai̯n
mrathu	mraθɨ̞
mrawd	mrau̯d
mrechdan	mrɛχdan
mrecwast	mrɛkwast
mrenhines	mrɛnhɪnas
mrenhines	mrɛnhɪnɛs
mrenin	mrɛnɪn
mrest	mrɛsd
mreuddwyd	mreɨ̯ðʊɨ̯d
mreuddwydio	mreɨ̯ðʊɨ̯djɔ
mreuddwydion	mreɨ̯ðʊɨ̯djɔn
mri	mriː
mricyll	mrɪkɨ̞ɬ
mricyllen	mrɪkəɬɛn
mroc	mrɔk
mroch	mroːχ
mron	mrɔn
mronlas	mrɔnlas
mronleision	mrɔnlei̯ʃɔn
mronnau	mrɔna
mronnau	mrɔnaɨ̯
mrwsio	mrʊʃɔ
mryn	mrɨ̞n
mryniau	mrənja
mryniau	mrənjaɨ̯
mryniau	mrənjɛ
mryoffyt	mrɨːɔfɨ̞t
mrân	mraːn
muchudd	mɨ̞χɨ̞ð
mud	mɨːd
mudan	mɨ̞dan
mudiad	mɨ̞djad
mudo	mɨ̞dɔ
mudol	mɨ̞dɔl
mudoledd	mɨ̞dɔlɛð
mudwr	mɨ̞dʊr
mudydd	mɨ̞dɨ̞ð
mul	mɨːl
munud	mɨ̞nɨ̞d
munudau	mɨ̞nɨ̞da
munudau	mɨ̞nɨ̞daɨ̯
munudau	mɨ̞nɨ̞dɛ
mur	mɨːr
murddun	mɨ̞rðɨ̞n
murddunnod	mɨ̞rðɨ̞nɔd
mursen	mɨ̞rsɛn
mursennod	mɨ̞rsɛnɔd
muwch	mɨu̯χ
mwcws	mʊkʊs
mwg	muːɡ
mwll	mʊɬ
mwmian	mʊmjan
mwnci	mʊŋki
mwy	muːɨ̯
mwya	mʊɨ̯a
mwyara	mʊɨ̯ara
mwyaren	mʊɨ̯aran
mwyaren	mʊɨ̯arɛn
mwyd	muːɨ̯d
mwydod	mʊɨ̯dɔd
mwydyn	mʊɨ̯dɨ̞n
mwyeilch	muɨ̯ei̯lχ
mwyngloddio	mʊɨ̯ŋɡlɔðjɔ
mwyngloddiol	mʊɨ̯ŋɡlɔðjɔl
mwynwr	mʊɨ̯nʊr
mwytho	mʊɨ̯θɔ
mychan	məχan
myfi	məviː
myfyrio	məvərjɔ
myfyriwr	məvərjʊr
myfïol	məviːɔl
mygu	məɡɨ
mygydog	məɡədɔɡ
myn	mɨn
mynach	mənaχ
mynachlog	mənaχlɔɡ
mynachod	mənaχɔd
mynaich	mənai̯χ
mynydd	mənɨ̞ð
mys	miːs
mys	mɨːs
mysedd	məsað
mysedd	məsɛð
mysg	mɨːsɡ
myth	mɨːθ
mân	maːn
mêl	meːl
mêr	meːr
mêt	meːt
mêts	meːts
môl	moːl
môn	moːn
môr	moːr
mẁg	mʊɡ
mỳn	mən
nadlwytho	nadlʊɨ̯θɔ
nadredd	nadrɛð
nag	naɡ
nage	naɡɛ
namyn	namɨ̞n
nant	nant
narn	narn
naw	naːu̯
nawf	nau̯v
nawfed	nau̯vad
nawfed	nau̯vɛd
nawr	nau̯r
naws	nau̯s
ne	neː
neb	neːb
nedd	neːð
nedden	nɛðɛn
nef	neːv
nefaid	nɛvai̯d
nefaid	nɛvɛd
nefoedd	nɛvɔɨ̯ð
nefol	nɛvɔl
nefolaidd	nɛvɔlai̯ð
neg	neːɡ
neges	nɛɡɛs
negeseua	nɛɡɛseɨ̯a
neidiau	nei̯dja
neidiau	nei̯djaɨ̯
neidiau	nei̯djɛ
neidr	nei̯dr
neilen	nei̯lan
neilen	nei̯lɛn
neiliad	nei̯ljad
neiliaid	nei̯ljai̯d
neiliaid	nei̯ljɛd
neiniau	nei̯nja
neiniau	nei̯njaɨ̯
neiniau	nei̯njɛ
neithdar	nei̯θdar
neithiwr	nei̯θjʊr
neithiwyr	nei̯θjʊɨ̯r
nelw	nɛlʊ
nenfwd	nɛnvʊd
neno	nɛnɔ
neon	neːɔn
neptwniwm	nɛptʊnjʊm
nerbyn	nɛrbɨ̞n
nerf	nɛrv
nerthoedd	nɛrθɔɨ̯ð
nerw	nɛru
nerwen	nɛrwɛn
neshi	nɛʃi
neuadd	neɨ̯að
neuaddau	neɨ̯aða
neuaddau	neɨ̯aðaɨ̯
neuaddau	neɨ̯aðɛ
neud	neɨ̯d
neuddegfed	neɨ̯ðɛɡvad
neuddegfed	neɨ̯ðɛɡvɛd
newyddion	nɛu̯əðjɔn
newyn	nɛu̯ɨ̞n
newynau	nɛu̯əna
newynau	nɛu̯ənaɨ̯
newynau	nɛu̯ənɛ
newynllyd	nɛwənɬɨ̞d
ngaeaf	ŋeɨ̯a
ngaeaf	ŋeɨ̯av
ngafr	ŋavr
ngaran	ŋaran
ngardd	ŋarð
ngardd	ŋaːrð
ngeiriadurwr	ŋei̯rjadɨ̞rʊr
ngeiriadurwyr	ŋei̯rjadɨ̞rwɨ̞r
ngelli	ŋɛɬɪ
ngelyn	ŋɛlɨ̞n
ngeneth	ŋɛnɛθ
nghadeiriau	ŋ̊adei̯rja
nghadeiriau	ŋ̊adei̯rjaɨ̯
nghadeiriau	ŋ̊adei̯rjɛ
nghae	ŋ̊aːɨ̯
nghael	ŋ̊aːl
nghael	ŋ̊aːɨ̯l
nghaffi	ŋ̊afi
nghain	ŋ̊ai̯n
nghais	ŋ̊ai̯s
nghalan	ŋ̊alan
nghaled	ŋ̊alad
nghaled	ŋ̊alɛd
nghaledu	ŋ̊alɛdɨ
nghalenigion	ŋ̊alɛnɪɡjɔn
nghalennig	ŋ̊alɛnɪɡ
nghaleted	ŋ̊alɛtɛd
nghalon	ŋ̊alɔn
nghamlas	ŋ̊amlas
nghanolbarthau	ŋ̊anɔlbarθa
nghanolbarthau	ŋ̊anɔlbarθaɨ̯
nghanolbarthau	ŋ̊anɔlbarθɛ
ngharchar	ŋ̊arχar
ngharcharu	ŋ̊arχarɨ̞
nghardinal	ŋ̊ardɪnal
nghardinaliaid	ŋ̊ardɪnaljai̯d
nghardinaliaid	ŋ̊ardɪnaljɛd
nghariad	ŋ̊arjad
ngharreg	ŋ̊araɡ
ngharreg	ŋ̊arɛɡ
ngharthen	ŋ̊arθan
ngharthen	ŋ̊arθɛn
nghastell	ŋ̊asdaɬ
nghastell	ŋ̊asdɛɬ
nghathod	ŋ̊aθɔd
nghawl	ŋ̊au̯l
nghawod	ŋ̊au̯ɔd
nghaws	ŋ̊au̯s
ngheffyl	ŋ̊ɛfɨ̞l
nghefn	ŋ̊ɛvn
nghefnau	ŋ̊ɛvna
nghefnau	ŋ̊ɛvnaɨ̯
nghefnau	ŋ̊ɛvnɛ
nghefnfor	ŋ̊ɛvn̩vɔr
nghegin	ŋ̊ɛɡɪn
nghenhinen	ŋ̊ɛnhɪnan
nghenhinen	ŋ̊ɛnhɪnɛn
ngherdded	ŋ̊ɛrðɛd
ngherddi	ŋ̊ɛrðɪ
