א	ʔ
לעצמן	leʕatsman
לעצמנו	leʔtsemnu
לעצתי	leʔɛstsɪ
לעצתך	leʔsˈtɛx
לעקוב	leˈkɔv
לעקוף	leˈkof
לעקוץ	leˈkots
לעקור	leˈkɔr
לעקל	leˈkɛl
לערב	leʕæɾb
לערבב	leʁɛv
לערבות	leʔavret
לערוב	leʁɔv
לערוך	leʁuχ
לערוף	leʁɔf
לערוץ	leʁots
לערוק	leʁok
לערים	leʕerim
לערימה	leʁiːma
לערימת	leʁimɛt
לערך	leʔaʁe
לערעור	leʁoʁ
לערעורים	leʁɔʁim
לערער	leʁeʁ
לערפד	leʁpað
לערפדים	leʁpaːdim
לערפל	leʁpɛl
לעשות	leʔaˈʃut
לעשותו	leʕaʃɔtʰu
לעשיית	leʕaʃiˈjot
לעשיר	leʕʃiʁ
לעשירים	leʔaʃiːr
לעשן	leʕaʃen
לעשר	leʃer
לעשרה	leʃæra
לעשרים	leʃerim
לעת	laʕ
לעתיד	laʕiːd
לעתים	laˈʕim
לפאב	ləfaβ
לפאו	ləˈpo
לפאלם	lefɑlɛm
לפאניקה	ləpɑnɪkɑ
לפארק	ləfaːɾk
לפברואר	lefebrɪ
לפגוע	lefgoʕ
לפגוש	lefgoʃ
לפגיעה	lefgiʕa
לפגישה	lefgiʃa
לפגישות	lefgiʃot
לפגישת	lefgiʃot
לפדות	lefɔdot
לפה	lafe
לפול	ləˈpuːl
לפולי	lefɔli
לפוליטיקה	lefɔlitika
לפולין	ləpoˈlin
לפונדק	lefɔndɛk
לפועל	ləpɔʕel
לפוצ	lefots
לפוצץ	lefotsets
לפורט	loːfoːrt
לפורטלנד	ɛfɔrˈtɛld
לפושע	lefɔʃe
לפושעים	lefɔʃem
לפזר	lefɑzɛr
לפח	lefɑχ
לפחד	lefˈχɔd
לפחוד	lefɑχud
לפחות	ləfaχoʃ
לפטור	lefˈtɔr
לפטי	lepˈti
לפטפט	lefˈpapt
לפטר	lefˈtɛr
לפטריק	leːfatriːk
לפי	leːfi
לפיד	lefid
לפידים	lefim
לפיה	lefja
לפיו	lefjo
לפיט	lefɪt
לפיטורים	lefitoːrim
לפיטר	lefiteʁ
לפייג	leːfig
לפייס	leːfajs
לפיכך	lefɪχe
לפיל	lefɪl
לפילדלפיה	lefildelfi
לפילוסופיה	lefifosofja
לפיליפ	lefiliːp
לפין	lefɪn
לפינה	lefˈinə
לפינוי	lefani
לפינות	lefijnot
לפיניקס	lefiniːkɛs
לפינת	ləfiˈnɛt
לפיצה	lefɪtsɑ
לפיצוח	lefɪtsoχ
לפיצוץ	lefɪtsots
לפיקוד	ləpikod
לפיקוח	ləpikɔx
לפיקניק	lefɪkˈnik
לפירוק	lefirok
לפיתוח	lefetiχ
לפיתוי	lefitoj
לפלאפון	lefaloˈfon
לפלוט	lefloːt
לפלורידה	lefloˈride
לפלוש	lefloʃ
לפלישה	lefliʃa
לפלס	lefals
לפלרטט	lefɛlɛrtɛt
לפנה	leˈfana
לפנות	lefnoːt
לפנטגון	lefɛntˈgɔn
לפנטז	lefˈpantse
לפני	lefni
לפניה	lefˈniːa
לפניהם	ləpniːhem
לפניו	ləpniː
לפניי	ləpniː
לפנייך	ləpniːχ
לפניך	lefniχ
לפניכם	ləpniχem
לפני-כן	ləpniːken
לפניכן	ləpniχ
לפנים	lefne
לפנימייה	lefnimjɑ
לפנינו	lefniːno
לפניקה	lefniːkɑ
לפנסיה	lefˈnesjɑ
לפנק	lefɛŋk
לפסגה	ləpˈsɛga
לפסגת	ləpsega
לפסול	ləpsoːl
לפסוק	ləpˈsok
לפסטיבל	lefstivɛl
לפסיכולוג	ləpsiχolog
לפסיכולוגיה	ləpsiχoloˈgja
לפסיכיאטר	ləpʰsiχjaˈtɛr
לפסל	ləpˈsɛl
לפסנתר	ləpʰsɑnɛtɛr
לפספס	ɫefˈsaf
לפסק	lefˈseʔ
לפעול	ləfaˈʔol
לפעולה	ləpɑˈʔolɑ
לפעולות	lefɑʕɔlɛt
לפעום	lefˈʕum
לפעילות	lefɑjit
לפעם	ləpɑm
לפעמיים	ləfaˈʔmaj
לפעמים	ləfaˈʔim
לפענח	ləfaˈnɑχ
לפצוע	lefˈtsoʊ
לפצות	lefˈtsot
לפצח	lefˈtʃɑ
לפציעה	lefˈtsiʔa
לפציעות	leftsiot
לפצל	lefˈʦal
לפצע	lefˈtseʔ
לפצצה	lefˈtsə
לפקד	lefɛkɛd
לפקוד	ləpɔkɔd
לפקודה	lefkoða
לפקודות	lefkoˈdot
לפקודת	lefkoˈdot
לפקודתך	lefqoˈdɛtχ
לפקוח	lefɔχ
לפקח	lefɛx
לפקיד	leˈfiq
לפקיסטן	lavpɪkɪsˈtan
לפקפק	lefefek
לפרד	lefɛɾɛd
לפרדי	lefɾadi
לפרה	ləfa
לפרוח	lefɾoχ
לפרוט	ləproːt
לפרוטוקול	lefrutokul
לפרוייקט	ləpɾojekt
לפרויקט	lefriˈqɛt
לפרוס	ləpɾos
לפרוע	lefroʕ
לפרופיל	ləpʁofil
לפרופסור	ləpropoˈsɔr
לפרוץ	lefɾots
לפרוק	lefʁok
לפרוש	lefɾoʃ
לפרח	lefʁaχ
לפרחים	lefʁaχim
לפרט	leːfɛʁt
לפרטי	leːfɾaːti
לפרטיות	ləpɾatˈjot
לפרטים	lefartem
לפרידה	lefʁiða
לפריז	lefɾiz
לפרינסטון	ləprinstɔn
לפריס	lefɾis
לפריצה	lefritsa
לפריצת	ləpʁits
לפרישה	lefriʃa
לפרנס	lefɾans
לפרנסתו	lefɾansato
לפרנק	ləfraŋk
לפרנקי	ləfraŋki
לפרס	ləpɛrɛs
לפרסום	ləpɾaˈsum
לפרסומות	ləpɾɑsuːˈmɔt
לפרסומת	lefʁosumot
לפרסם	lefɾasm
לפרצוף	lefɾaˈtsuf
לפרק	lefɛɾek
לפרקליט	ləpɾakˈlit
לפרש	ləfaʁeʃ
לפשוט	lefˈʃot
לפשט	lefʃet
לפשיטת	lefʃiˈtɛt
לפשל	lefʃel
לפשע	lefʃe
לפשעים	lefˈʃeʕim
לפשרה	lefˈʃa
לפת	lefet
לפתוח	leftoχ
לפתור	lefˈtɔr
לפתות	lefot
לפתח	lefɛx
לפתיחה	leftiχa
לפתיחת	lefetiχat
לפתע	lefˈteʔ
לפתרון	lefɛtˈrɔn
לצ	ɫats
לצאת	letsɑt
לצבא	ɫetsˈba
לצבוט	leʦboʔ
לצבוע	ɫatsˈboʔ
לצבור	ɫetsˈbuʁ
לצבע	leʦˈbaʕ
לצד	letsad
לצדדים	letsadim
לצדה	letsɑ
לצדו	letsdo
לצדי	letsdi
לצדך	letsadχ
לצדנו	letsadno
לצדק	letsadɛk
לצדקה	letsadkɑ
לצהריים	letsˈxɑrajim
לצו	letso
לצוד	letsod
לצוואר	letsvaʁ
לצוות	letsvaʔ
לצוללת	ɫatsolɛt
לצומת	ɫetsom
לצוף	leʦof
לצופים	leʦofoʁ
לצוץ	letsˈots
לצוק	letsok
לצורה	leʦoʁa
לצורך	leʦoʁ
לצורכי	letsorki
לצורכים	letsorkim
לצורת	lotsuʁtə
לצותת	letsot
לצחוק	letsaxuʔ
לצחצח	letsˈxatˈxɑ
לצטט	letsat
לצי	letsi
לציבור	leʦiˈboʁ
לציד	letsid
לצידה	letsida
לצידו	letsidʊ
לצידי	letsidi
לצידך	letsidɛ
לצידם	letsidam
לצידנו	letsidno
לציוד	letsjuːd
לציון	letsijon
לציור	letsiˈʔoʁ
לציטוט	letsitot
לצייד	letsiːd
לציין	letsˈjan
לצייץ	letsits
לצייר	letsiːr
לציית	leʦja
לצילום	leʦiˈlum
לצילומי	letsilomi
לצילומים	letsilomim
לצינוק	letsɪnɔk
לצינור	ɫatsinɔr
לציפור	leʦiːpɔr
לציפורים	letsipˈʁoʁ
לציפורניים	letsifronɛ
לציצים	letsˈsitsim
לצל	ɫetsˈɫ
לצלב	ɫatsˈlav
לצלוב	ɫatsˈlov
לצלול	ɫatsˈɫul
לצלות	letsol
לצלחת	ɫatsˈlaχ
לצליל	ɫatsˈʎil
לצלילה	ɫatsˈlila
לצלילי	lətsəlil
לצלם	ɫatsˈlam
לצלצול	ɫatsloʊl
לצלצל	ɫatsˈɫats
לצמוח	letsmoχ
לצמח	ɫatsˈmaχ
לצמחים	ɫatsmiχim
לצמיתות	letsmiθot
לצמצם	ɫatsˈmɛtsmɛ
לצמרת	letsˈmɛʁɛt
לצנוח	letsnuχ
לצנרר	letsner
לצעד	leʦˈʌd
לצעוד	letsˈʕud
לצעוק	letsˈʔok
לצעירים	letsʕiːroʃ
לצער	letsʕer
לצערי	letsʃeʁi
לצערנו	letsʕɛrnu
לצפון	ɫatsˈfon
לצפור	letsˈpor
לצפות	letsˈpɔt
לצפייה	letsfija
לצפצף	letsˈpatsaf
לצרה	letsɑrɑ
לצרוב	laʦˈʁov
לצרוח	ɫatsˈɾoχ
לצרוך	ɫɑtsˈɾux
לצרות	letsʁot
לצריף	ɫɛtsɛrɛf
לצרכי	leʦaχi
לצרכים	leʦaχʁim
לצרף	ɫatsˈɾaf
לצרפת	leʦˈʁaʦ
לק	ɫɛk
לקארי	lekaˈri
לקארל	lekaːʁel
לקארן	lekaːrɛn
לקבוע	lekɔvu
לקבוצה	leˈkrusɑ
לקבוצות	lekɔtsutɔ
לקבוצת	lekɔkuːθɔ
לקבור	lekuβor
לקבורה	legboˈra
לקבל	lekɑvl
לקבלה	lekəˈbolə
לקבלת	lekɑβɛlot
לקבע	leˈkɛv
לקבץ	lekəβeʃ
לקבצים	lekɑvʦim
לקבר	lekɛvɛr
לקדוח	lekəduːχ
לקדוש	lekəduʃ
לקדם	lekɛmdɔ
לקדמותו	lekadmoθo
לקה	leka
לקהילה	lekaːʔiːlə
לקהל	leˈkoxal
לקו	leko
לקובה	lekuva
לקובץ	lekoβes
לקוד	lekoð
לקווי	leˈkvi
לקווים	leˈkuvim
לקווין	lekuːv
לקווינס	leˈqvins
לקוות	lekuːt
לקוח	lekoχ
לקוחה	lekoχa
לקוחות	lekuˈxot
לקוטב	lekoːtɛv
לקוי	leˈkuj
לקויה	lekuja
לקול	lekoːl
לקולג	lekoleg
לקולומביה	lekoluːmija
לקולונל	lekolonl
לקולות	lekoːlet
לקולנוע	lekolnuːʕ
לקום	leˈkum
לקומה	lekoːmɑ
לקומת	lekomot
לקונגרס	lekoŋgɛs
לקונה	lekuˈna
לקונסוליה	lekonusoliɑ
לקונצרט	lekontsʌʁt
לקוסטה	lekoʃta
לקוף	lekoːf
לקופה	loˈkufa
לקופסא	lekoˈfsa
לקופסה	lekoˈfesɔ
לקופסת	lekoˈfeset
לקוקאין	lekoˈken
לקור	lekoʁ
לקורבן	lekoːreb
לקורבנות	lekoɾuβanot
לקורס	lekoʁs
לקזינו	lekəzino
לקח	leˈkax
לקחה	leˈkɑxɑ
לקחו	leˈkɑχu
לקחנו	lekaχnu
לקחת	leˈkɑxet
לקחתי	leˈkɑxti
לקחתם	leˈkɑxtem
לקטוע	legaˈtɔ
לקטוף	leˈkotof
לקטטה	leketta
לקטינים	leketin
לקטע	leketˈe
לקטעים	leˈkɛteʕ
לקטר	legeˈtɛr
לקידום	lekiˈdum
לקיום	lekujim
לקיומו	lekiˈvu
לקיחת	lekiˈχot
לקיטי	lekiti
לקייט	lekiːt
לקייטי	lekiːti
לקייל	lekiːl
לקיים	lekiːme
לקייסי	lekiːsi
לקילו	lekiˈlo
לקים	lekiːm
לקינוח	lekiˈnuχ
לקיסר	lekiˈser
לקיץ	lekiːs
לקיצו	lekiːtsuː
לקיר	lekiʁ
לקירות	lekiˈʁot
לקישוט	lekiˈʃot
לקית	lekiθ
לקל	lekl
לקלאוס	leklɑus
לקלארק	leklɑʁk
לקלואי	lekluːi
לקלוט	leklot
לקלוע	lekluʕ
לקלטת	leklɛtɛ
לקלי	leki
לקליבלנד	leklivˈlɛnd
לקליי	lekili
לקלייר	lekiˈleʁ
לקליפורניה	leklifɔʁniʔɑ
לקלל	lekalal
לקלף	leklæf
לקלקל	lekalkal
לקמלוט	lekmɛluːt
לקמפוס	lekemˈpus
לקמפיין	lekæmpiˈnej
לקמפינג	lekempiŋ
לקמרון	lekəmɛˈron
לקן	leken
לקנא	lekana
לקנדה	lekenda
לקנות	leknɔt
לקנזס	leˈkɛnzɛs
לקני	lekini
לקניון	lekiˈjon
לקניות	lekinja
לקניית	lekinejt
לקס	leks
לקסוס	leksos
לקסי	legˈsi
לקסינגטון	leksington
לקסם	leksem
לקפה	leˈkæfɑ
לקפוא	lekfuʔa
לקפוץ	lekɔfots
לקפטן	lekɑfˈtɛn
לקפיטריה	lekapiteriə
לקפיצה	lekfitsə
לקפל	lekɛfl
לקפץ	lekɑfʦ
לקצב	lekətsav
לקצה	lekətʃa
לקצו	lekətsʊ
לקצוץ	lekətsots
לקצור	lekətsuʁ
לקצין	lekətsɪn
לקצינים	lekətsɪneː
לקצץ	leˈkɪts
לקצר	leˈkɛʦʁ
לקצת	lekɪtstɑ
לקק	lekɛk
לקרא	leˈkɾa
לקראק	lekraˈkɑ
לקראת	lekrate
לקראתו	lekraːto
לקראתי	lekrate
לקראתך	lekraːteː
לקראתנו	leˈkɾatnuː
לקרב	lekɛɾβ
לקרבות	lekarave
לקרבן	lekaɾˈben
לקרבנות	lekɾaβnuθ
לקרוא	leˈkruːa
לקרול	lekaˈɾol
לקרוליין	lekɾolin
לקרון	lekaron
לקרוס	leˈkɾos
לקרוע	lekroʕ
לקרות	lekaˈɾot
לקרח	leˈkʁaχ
לקרטל	lekaɾteːl
לקרטר	lekɾateʁ
לקריאה	lekariʔa
לקריאת	lekariot
לקריירה	lekarija
לקרינה	lekarina
לקרלה	leˈkɛlɛ
לקרלוס	lekaˈʁos
לקרן	lekaren
לקרנבל	lekɾɛnˈbɛl
לקרצף	lekɾatsaf
לקרקס	lekaɾeks
לקרקע	leˈkɛʁke
לקרקעית	lekaʁiˈʃit
לקרר	lekaɾeɾ
לקשה	leˈkəʃe
לקשור	lekəʃuʁ
לקשט	lekʃet
לקשקש	lekəʃəʃ
לקשר	lekəʃer
לקשת	leˈkoxət
לקת	leket
לקתרין	lekatˈrin
לראווה	leʁɑvɑ
לראות	leʁot
לִרְאוֹת	liʁoːt
לראותה	leʁɑot
לראותו	leʁɑtu
לראותי	leʁot
לראותך	leʁotʃ
לראותכם	leʁotxɛm
לראותם	leʁotm
לראיון	leʁaˈjon
לראיות	leʁaˈjet
לראיין	leʁaˈjan
לראסל	ɛlʁasɛl
לראש	leʁaʃ
לראשה	leʁaʃa
לראשו	laʁiʃu
לראשון	leʁaˈʃun
לראשונה	ləʁaˈʃona
לראשות	ɛlɾaˈʃot
לראשי	leʁaˈʃi
לראשך	ɛɫroːʃχɛ
לרב	ɛlɛv
לרבות	laʁaˈβats
לרבים	ɛɫɛʁɛm
לרבע	leʁɑv
לרבקה	leʁbaˈke
לרג	ɫɛrg
לרגל	ɫɛɾgɛl
לרגלי	ɛrgɛl
לרגליו	leʁgˈli
לרגליי	ɫɛʁgeː
לרגליים	ɫɛɾgɛli
לרגליך	leʁgli
לרגע	leʁgeʕ
לרגעים	leʁɛgɛm
לרגש	leʁgeʃ
לרגשות	leʁguʃot
לרד	ɛrɛd
לרדאר	leʁdaʁ
לרדוף	leʁɛˈduf
לרדיו	leʁdi
לרדת	leʁde
לרוב	leˈʁuv
לרובה	loˈruva
לרובוט	loruboːt
לרובי	leruvi
לרובין	leruːb
לרוברט	leʁoˈbert
לרוג	leʁog
לרווח	leruːvaχ
לרווחה	ləruːaχa
לרווחת	lərovaχt
לרוז	leʁoz
לרוזן	loroːz
לרוח	loˈruːχ
לרוחב	leruχɑv
לרוחות	leruχot
לרוי	loːri
לרומא	leˈroma
לרומם	leˈromem
לרומן	loˈromɑn
לרוס	leʁos
לרוסיה	leʁoˈsiʔa
לרוסים	leʁosim
לרוע	leʁoʕ
לרופא	leʁoˈfa
לרופאה	leʁofa
לרופאים	leʁofaʔim
לָרוּץ	laˈruts
לרוץ	loʁɪts
לרוצח	leʁotʃ
לרוצחים	loʁatʃlim
לרוק	leˈrok
לרוקן	leʁoˈken
לרורי	loːri
לרחבת	leʁaχˈbet
לרחוב	leʁaχov
לרחובות	leʁaχuˈvɔt
לרחוץ	loʁɑts
לרחם	ləˈʁaχem
לרחמים	ləraχamim
לרחף	leʁaχf
לרחרח	ɫɛrɛχɛrɛχ
לריאות	leʁiˈʔot
לריאיון	leʁiˈon
לריאן	leʁjan
לריב	leʁiv
לריו	leːriː
לריח	leʁiχ
לריטה	leʁiːtɑ
לריי	leri
לריילי	leriʔili
לרייצ	leːrits
לריסה	leʁiˈsa
לריפוי	leʁiˈpuː
לריצ	leʁits
לריצה	leʁiʦa
לריצפה	leʁiʦˈpɑ
לריק	leʁik
לריקוד	leʁikuːd
לריקודים	lerikuːd
לרכב	leʁaχv
לרכבים	leʁχaːvim
לרכבת	laʁχaβet
לרכוב	leʁχov
לרכוש	leʁaˈχuʃ
לרכז	leʁeˈts
לרכיבה	laʁχivɑ
לרכישת	leʁxiʃt
לרכך	ɛrɛx
לרכל	laʁχel
לרכס	leʁex
לרמה	leʁɑmɑ
לרמוז	leʁmoʔ
לרמוס	leʁmos
לרמות	leʁoːm
לרמת	leʁɑmat
לרן	ɛlɛrɛn
לרנדי	leʁanɛdi
לרנר	leʁneʁ
לרס	leʁs
לרסון	ɛrsɔn
לרסיסים	leʁsisim
לרסן	ɛlɛrˈsɛn
לרסס	ɫɛɾsɛs
לרסק	ɛlɛʁˈsɛk
לרע	leʁ
לרעה	leʁa
לרעוב	leʁɑv
לרעוד	leʁɔd
לרעיון	leʁaˈjon
לרעיונות	leʁaˈʕjot
לרעים	leʁɑm
לרעל	leʁɛl
לרענן	leʁan
לרעש	leʁaʃ
לרפא	leʁfa
לרפואה	leʁpuˈa
לרצוח	ɫɛʁˈʦoχ
לרצון	leʁʦon
לרצונה	leʁtsˈonɑ
לרצונו	leʁʦuˈno
לרצוני	leʁtsoni
לרצונך	leʁʦonχ
לרצות	leʁaˈts
לרצח	leʁaχ
לרציחות	leʁtsiχot
לרציף	leʁatsif
לרצף	leʁatsef
לרצפה	leʁaˈtsefe
לרקוד	leʁkuːd
לרקין	leʁkin
לרשויות	leʁaˈʃuːt
לרשום	leʁaʃum
לרשומות	leʁaʃoːm
לרשות	leʁaˈʃut
לרשותו	leʁaʃu
לרשותי	leʁaˈʃet
לרשותך	leʁaʃtˈχe
לרשותנו	leʁaʃˈtutnu
לרשימה	leʁaˈʃima
לרשימת	leʁaˈʃimt
לרשמי	leʁaʃmi
לרשת	leʁaʃet
לרתוח	leʁoːx
לרתום	leʁotum
לרתק	ɛrɛtɛk
לש	ɫeʃ
לשאוב	laˈʃav
לשאול	laʃul
לשאוף	leʃɔf
לשאלה	laʃala
לשאלות	leʃaˈlɔt
לשאלתי	leʃɑleti
לשאלתך	laʃaˈletχ
לשאר	laʃaʁ
לשארית	leʃaˈrit
לשאת	laʃat
לשבוע	leʃvaʊ̯
לשבועות	leʃvuˈot
לשבועיים	leʃvaˈim
לשבור	leʃˈbor
לשבות	leʃaˈvɔt
לשבח	leʃbaχ
לשבט	leʃbat
לשביל	leʃˈvil
לשביעות	leʃvaˈʔot
לשבע	laʃva
לשבעה	laʃva
לשבץ	laʃvaʃ
לשבש	leʃbaʃ
לשבת	laʃˈvɛt
לשגע	laʃga
לשגר	leʃgɛr
לשגרה	laʃgaʁa
לשגריר	leʃgeʁiʁ
לשגרירות	leʃgerit
לשגשג	ɫaʃgaʃg
לשד	leʃad
לשדה	laʃde
לשדוד	leʃdoːd
לשדות	leʃoˈdot
לשדים	leʃaːdim
לשדך	leʃðex
לשדר	leʃder
לשדרג	leʃdæreg
לשהות	loʃaot
לשוב	laʃov
לשוד	leʃod
לשווא	loʃva
לשוויץ	leʃviʦ
לשווק	loʃuːk
לשוחח	leʃoχaχ
לשוט	leʃot
לשוטט	leʃoˈtet
לשוטר	laʃoˈteʁ
לשוטרים	laʃoˈteʁim
לשוטרת	laʃoˈteʁ
לשולחן	leʃoˈlaχen
לשוליים	leʃoliːm
לשום	laʃom
לשום-מקום	leʃommakom
לשומקום	laʃoˈkum
לשומר	leʃoˈmer
לשומרים	leʃoˈmiʁim
לשון	loʃon
לשונו	leʃon
לשונות	leʃɔnɛt
לשוני	leʃoˈni
לשונית	leʃoˈnitʃ
לשונך	leʃonχ
לשופט	leʃoˈpɛt
לשופטת	loʃoˈftet
לשוק	leʃok
לשורה	leʃoʁa
לשורש	leʃoʁeʃ
לשורשים	leʃoˈʁiʃ
לשושלת	leʃoʃelet
לשותף	loʃaf
לשותפה	leʃuˈθe
לשותפות	leʃuˈfat
לשותפים	loʃˈfim
לשחד	laʃχad
לשחוט	laʃχot
לשחור	laʃaˈχoʁ
לשחורים	laʃaˈχoʁ
לשחות	leʃaˈxot
לשחזר	leʃaxˈzɛr
לשחייה	leʃχija
לשחק	laʃaχ
לשחקן	laʃχaχen
לשחקנים	leʃaχaːneɪm
לשחקנית	laʃkaˈxnit
לשחרור	leʃaχˈʁuʁ
לשחרר	laʃaˈχer
לשטויות	loʃtiˈvɔj
לשטוף	leʃtuf
לשטות	leʃot
לשטח	leʃtaχ
לשטיח	laʃtiχ
לשטיפת	laʃtiˈfat
לשטן	ʃɛteːn
לשיא	laʃja
לשיגור	laʃiguʁ
לשידור	leʃiˈduʁ
לשיחה	leʃiχa
לשיחות	leʃaˈχot
לשיחת	leʃaˈχat
לשיט	leʃit
לשייט	leʃejt
לשיין	laʃˈjan
לשים	loʃim
לשימוע	leʃimuʕ
לשימור	leʃimɔr
לשימוש	leʃimˈχuː
לשינה	laʃiˈna
לשינוי	leʃoˈni
לשינויים	leʃinujim
לשיניים	leʃiˈni
לשיעור	leʃjɔr
לשיעורי	leʃjɔri
לשיעורים	leʃjaˈʔuʁim
לשיער	leʃˈʕer
לשיפוץ	leʃifˈʦ
לשיפור	leʃifˈɔr
לשיקאגו	leʃikɑgo
לשיקגו	leʃikgo
לשיקול	leʃiˈkuːl
לשיקום	leʃiˈkum
לשיר	leʃiʁ
לשירה	leʃiʁa
לשירות	leʃaˈʁit
לשירותי	leʃaʁitʃi
לשירותים	leʃaʁitˈxim
לשירותך	leʃiˈʁetχ
לשירים	leʃiʁim
לשישה	leʃiˈxɑ
לשיתוף	leʃiθof
לשיתוק	leʃiθoq
לשכב	leʃkaβ
לשכוח	leʃkoχ
לשכונה	laʃkoˈna
לשכור	laʃkoʁ
לשכן	leʃˈken
לשכנים	leʃˈkæn
לשכנע	leʃkəˈna
לשכפל	leʃkafel
לשכר	leʃˈkɛr
לשכת	leʃket
לשכתב	leʃkaˈtev
לשל	laʃel
לשלב	leʃɛlɛv
לשלג	leʃlag
לשלו	leʃlo
לשלוח	leʃloχ
לשלוט	leʃloːt
לשלול	laʃloːl
לשלום	leʃloːm
לשלומה	leʃloːma
לשלומו	leʃloˈmu
לשלומי	leʃluːmi
לשלומך	leʃloːmɛ
לשלוף	laʃlof
לשלוש	leʃloʃ
לשלושה	leʃloːʃa
לשלושת	leʃloʃot
לשלט	leʃlat
לשלטון	leʃlaˈton
לשלי	leʃli
לשליח	leʃliˈaχ
לשליטה	leʃliˈta
לשליטתי	leʃliːtaː
לשלישייה	leʃliʃja
לשלך	leʃælox
לשלם	leʃlem
לשלמות	leʃlomɛt
לשלנו	leʃloːnʊ
לשם	leʃem
לשמאל	laʃmaːl
לשמאלך	ləʃmaːlɛ
לשמה	leʃæmɑ
לשמו	ləʃmo
לשמוח	laʃmoχ
לשמונה	ləʃmoˈnɑ
לשמוע	leʃmuˈʔe
לשמועות	leʃmuˈʔot
לשמור	ləʃmoʁ
לשמורה	leʃmoˈro
לשמות	leʃmoːt
לשמח	leʃmaχ
לשמחה	ləʃˈmɑχɑ
לשמיים	leʃmiːm
לשמיכה	leʃmiχa
לשמים	leʃaˈmim
לשמירה	leʃmiˈra
לשמירת	leʃmiˈʁet
לשמלה	laʃmoˈla
לשמן	leʃman
לשמצה	leʃˈmaθa
לשמר	leʃmar
לשמרטף	leʃmɑʁtɛf
לשמש	leʃmæʃ
לשנאה	leʃna
לשנה	leʃˈna
לשנוא	leʃnuˈa
לשנות	leʃnoːt
לשני	leʃni
לשניה	leʃaˈniʔa
לשניהם	leʃniːm
לשנייה	leʃniːa
לשניים	leʃaˈni
לשניכם	leʃnixm
לשנים	laʃnɪm
לשנינו	leʃnino
לשנן	leʃan
לשנת	leʃˈnɛt
לשנתיים	laʃnatiːm
לשסף	leʃæf
לשעבד	laʃaʕɛd
לשעבר	leʃævɛr
לשעה	leʃa
לשעון	leʃaˈon
לשעות	laʃoʕot
לשעמם	laʃaʕam
לשער	leʃaʕ
לשעשע	leʃaʃa
לשעת	leʃɑt
לשעתיים	laʃaˈtim
לשף	leʃaf
לשפה	leʃa
לשפוט	leʃpoːt
לשפוך	leʃpɔx
לשפל	leʃfel
לשפץ	leʃfats
לשפר	leʃafɛr
לשפשף	ləʃfaʃf
לשפת	leʃfat
לשפתיים	leʃfeˈtim
לשק	leʃek
לשקול	leʃkoːl
לשקוע	laʃkoʔ
לשקט	laʃˈket
לשקית	laʃˈkit
לשקם	leʃkam
לשקף	leʃkaf
לשקר	leʃɛkɛr
לשקרים	laʃkɛrim
לשר	ɛʃɛr
לשרברב	leʃerberɛv
לשרה	leʃæra
לשרוד	leʃruːd
לשרוט	leʃruːt
לשרוף	leʃruːf
לשרוק	leʃruːq
לשרותים	leʃruːθim
לשרותך	leʃɾoˈθe
לשרטט	leʃaˈʁat
לשריף	leʃɛˈʁif
לשריפה	leʃʁif
לשרלוט	ʃɛʁalot
לשרשרת	leʃerʃerɛt
לשרת	leʃæret
לשש	ɬaʃ
לשתול	leʃtoːl
לשתוק	leʃtok
לשתות	leʃot
לשתי	leʃti
לשתיה	leʃtiʔa
לשתייה	leʃtiːa
לשתיים	leʃtiːm
לשתיכן	leʃtiχn
לשתינו	leʃtiˈnu
לשתף	leʃtaf
לשתק	leʃtak
לת	ɛlɛt
לתא	ɫɛte
לתאגיד	ɫɛtagid
לתאונה	ɛltɑˈunɑ
לתאונת	ɫɛtaˈʔot
לתאטרון	ɫɛteɛˈtron
לתאי	ɛltɑj
לתאילנד	ɛlteːʔɛlɛnd
לתאים	ɛltɑh
לתאם	ɫatˈam
לתאר	lətaʁ
לתאריך	lətaˈrik
לתבוע	ɛltɑva
לתביעה	ɛltəbiʕa
לתבל	ɫetˈbɛl
לתגבורת	ɛltəgoboɾet
לתגובה	ɫɛtgoˈva
לתגמל	ɫɛtgɛmɛl
לתדלק	ɫɛtdaɫek
לתדר	ɫɛtˈdeʁ
לתדרוך	ɛlɛdɛruχ
לתדרך	ɛltɛdɛrχɛ
לתה	ɛlte
לתהום	ɛltɑhɔm
לתהות	ləθoʔ
לתהילה	ɛltɑˈhila
לתהליך	ɛltɑχɛlɛx
לתואר	ɛltɑvaʁ
לתובע	ɫɛtɔv
לתוהו	ɫɛtɔhuː
לתווך	ɛltoːx
לתוך	ɫoˈtɔχ
לתוכה	ɛltiˈχɔ
לתוכו	ɛltuˈχo
לתוכי	ɫɔtˈχi
לתוכך	ɛltuːχχɛ
לתוכם	ɛltuːxɛm
לתוכניות	ɛltuχˈnijotɛj
לתוכנית	ɛltuːχɛn
לתוצאה	ɛltoʔaʃa
לתוצאות	ɛltotsate
לתוקף	ɛltɔkɛf
לתור	ɫɛtoʁ
לתורך	ɫɛtˈʁu
לתושבי	lətoʃvi
לתזוזה	ləθazuzɑ
לתזמן	ɛltəzamɛn
לתחוב	lətaχov
לתחום	lətaˈχum
לתחושה	ɛltəχuʃa
לתחושת	lətaχuʃot
לתחזק	ɛltɑxɛzˈk
לתחיה	ɛltəχɑjɑ
