一下咬指甲	liam˨˦mi˥˥ka˧˧tsiŋ˥˧kaʔ˨
車站附近有很多會拉客的計程車	tsʰia˥˥tʰau˨˦hu˨˩kin˧˧u˧˧tsin˥˥tse˧˧kio˨˩kʰeʔ˨e˨˦ke˨˩tʰiŋ˨˦tsʰia˥˥
軍人	kun˥˥dzin˨˦
較低階的職位	kʰaʔ˨ke˧˧kip˨e˨˦tsit˨ui˧˧
轉角的房子來做店面最合適	sã˥˥kak˨tʰaŋ˥˥e˨˦tsʰu˨˩lai˨˦tso˨˩tiam˨˩bin˧˧sioŋ˧˧ho˥˧
辦手續	pan˧˧tsʰiu˥˧siok˨
農作物收成好的年份	ho˥˧ni˨˦taŋ˥˥
農夫們在六月的收穫季都會比較忙	tsoʔ˨sit˨laŋ˨˦ti˧˧lak˦ɡueʔ˦taŋ˥˥loŋ˥˧e˧˧kʰaʔ˨bo˨˦iŋ˨˦
農曆初三、初四	tsʰe˥˥sã˥˥si˨˩
農曆新年除夕晚上家家戶戶都在圍爐	dzi˧˧kau˥˧me˨˦ke˥˥ke˥˥hɔ˧˧hɔ˧˧loŋ˥˧teʔ˨ui˨˦lɔ˨˦
農曆正月初九是玉皇大帝的誕辰	ku˧˧lik˦tsĩã˥˥ɡueʔ˦tsʰe˥˥kau˥˧si˧˧tʰĩ˥˥koŋ˥˥sẽ˥˥
農曆的小月只有二十九天而已	ku˧˧lik˦e˨˦sio˥˧ɡueʔ˦kan˥˥na˥˥dzi˧˧tsap˦kau˥˧kaŋ˥˥nia˧˧nia˧˧
退火	tʰe˨˩hue˥˧
送日子。指男方通知女方結婚日	saŋ˨˩dzit˦tʰau˨˦
逃避戰亂	tsau˥˧huan˥˧
逆天者亡	ɡik˦tʰian˥˥tsia˥˧boŋ˨˦
這下你真的賺死了	tsit˨sĩã˥˥li˥˧tsin˥˥tsĩã˨˩bau˥˧si˥˧aʔ˨
這不是什麼大事情	tse˥˥m˥˥si˧˧sĩã˥˧miʔ˨tua˧˧tai˧˧tsi˨˩
這不是我的	tse˥˥m˥˥si˧˧ɡua˥˧e˨˦
這些剩菜全部都打包起來	tsia˥˥e˨˦tsʰai˨˩bue˥˧loŋ˥˧ka˧˧pau˥˥kʰi˥˧lai˨˦
這些加起來總共一百元	tsia˥˥e˨˦ka˥˥kʰi˥˧lai˨˦loŋ˥˧tsoŋ˥˧tsit˦paʔ˨kʰɔ˥˥
這些小額的金錢	tse˥˥sio˥˧sɔ˨˩tsĩ˨˦
這些工作都交給你來分派	tsia˥˥e˨˦kʰaŋ˥˥kʰue˨˩loŋ˥˧kau˥˥hɔ˧˧li˥˧lai˨˦hun˥˥pʰai˨˩
這些東西你如果有需要就拿去	tsia˥˥e˨˦miʔ˦kĩã˧˧li˥˧na˧˧u˧˧kʰiam˨˩iŋ˧˧to˧˧tʰeʔ˦kʰi˨˩
這些蔥是我跟別人要來的	tsia˥˥e˨˦tsʰaŋ˥˥a˥˧si˧˧ɡua˥˧ka˧˧laŋ˨˦pun˥˥e˨˦
這些零錢對他來說是微不足道的	tsia˥˥e˨˦lan˨˦san˥˥tsĩ˨˦tui˨˩i˥˥lai˨˦koŋ˥˧si˧˧m˥˥tsĩã˨˦miʔ˦
這些頂多兩百元	tsia˥˥e˨˦sioŋ˧˧ke˥˥si˧˧nŋ˥˥paʔ˨kʰɔ˥˥
這些餅乾讓你們兩個人平分	tsia˥˥e˨˦pĩã˥˧hɔ˧˧lin˥˧nŋ˥˥e˨˦laŋ˨˦koŋ˥˥pun˥˥
這件事件我不允許你這樣做	tsit˨kĩã˧˧tai˧˧tsi˨˩ɡua˥˧m˥˥tsun˥˧li˥˧an˥˧ne˥˥tso˨˩
這件事你要讓他知道	tsit˨kĩã˧˧tai˧˧tsi˨˩li˥˧ai˨˩koŋ˥˧hɔ˧˧i˥˥tsai˥˥
這件事就這樣算了	tsit˨kĩã˧˧tai˧˧tsi˨˩to˧˧tsun˥˧tu˥˧suaʔ˨
這件事情一說起來就生氣	tsit˨kĩã˧˧tai˧˧tsi˨˩koŋ˥˧kʰi˥˧lai˨˦to˧˧sim˥˥hue˥˧toʔ˨
這件事情不能說出去	tsit˨kĩã˧˧tai˧˧tsi˨˩m˥˥ho˥˧koŋ˥˧tsʰut˨kʰi˨˩
這件事情你可以請他代辦	tsit˨tsan˨˦tai˧˧tsi˨˩li˥˧e˧˧taŋ˨˩tsʰĩã˥˧i˥˥tai˧˧pan˧˧
這件事情你最好別管	tsit˨kĩã˧˧tai˧˧tsi˨˩li˥˧sioŋ˧˧ho˥˧si˧˧mai˨˩kuan˥˧
這件事情由你做主就可以了	tsit˨tsan˨˦tai˧˧tsi˨˩hɔ˧˧li˥˧tsu˥˧i˨˩to˧˧ho˥˧
這件事情要是傳出去	tsit˨kĩã˧˧tai˧˧tsi˨˩na˧˧si˧˧tʰuan˨˦tsʰut˨kʰi˨˩
這件事情錯的人是你	tsit˨kĩã˧˧tai˧˧tsi˨˩m˥˥tioʔ˨e˨˦laŋ˨˦si˧˧li˥˧
這件事是怎麼發生的	tsit˨kĩã˧˧tai˧˧tsi˨˩si˧˧an˥˧tsũã˥˧huat˨siŋ˥˥e˨˦
這件洋裝不只是五千元而已	tsit˨nia˥˧ĩũ˨˦tsoŋ˥˥put˨tsi˥˧ɡɔ˧˧tsʰiŋ˥˥kʰɔ˥˥
這件衣服洗過以後變得縮小了	tsit˨nia˥˧sã˥˥se˥˧liau˥˧kiu˥˥tsui˥˧kʰi˨˩aʔ˨
這位作家自少女時代就開始寫作	tsit˨e˨˦tsok˨ka˥˥tsu˧˧siau˨˩li˥˧si˨˦tai˧˧to˧˧kʰai˥˥si˥˧sia˥˧tsok˨
這位小嬸很尊重大伯	tsit˨e˨˦sio˥˧tsim˥˧tsĩã˨˦tsun˥˥tioŋ˧˧tua˧˧peʔ˨
這個不行	tsit˨e˨˦be˧˧sai˥˧
這個人真可惡	tsit˨e˨˦laŋ˨˦tsin˥˥kʰo˥˧õ˨˩
這個孩子只顧白食不肯賺錢	tsit˨e˨˦ɡin˥˧a˥˧beʔ˨tsiaʔ˦m˥˥tʰo˥˧tʰan˨˩
這個客戶很難搞	tsit˨e˨˦kʰeʔ˨hɔ˧˧tsin˥˥pʰãĩ˥˧liu˥˧lak˦
這個小孩子常說不該說的話	tsit˨e˨˦ɡin˥˧a˥˧tsin˥˥pʰãĩ˥˧tsʰui˨˩
這個小孩子很難扶養	tsit˨e˨˦ɡin˥˧a˥˧tsin˥˥pʰãĩ˥˧io˥˥tsʰi˧˧
這個小孩很慷慨大方	tsit˨e˨˦ɡin˥˧a˥˧tsĩã˨˦pun˥˥tĩũ˥˥
這個是奶奶	tsit˨e˨˦si˧˧lai˧˧ma˥˧
這個月是生意淡季	tsit˨ko˨˩ɡueʔ˦si˧˧sio˥˧ɡueʔ˦
這個月錢賺得多	tsit˨ɡueʔ˦dzit˦tʰan˨˩kʰaʔ˨u˧˧tsĩ˨˦
這個村子沒多大	tsit˨e˨˦tsŋ˥˥tʰau˨˦bo˨˦ɡua˧˧tua˧˧
這個東西可有可無，都沒關係	tsit˨haŋ˧˧miʔ˦kĩã˧˧u˧˧ia˧˧ho,2bo˨˦ia˧˧ho,2loŋ˥˧bo˨˦iau˨˩kin˥˧
這個東西已經有了	tsit˨lo˧˧miʔ˦kĩã˧˧to˥˥i˥˧kiŋ˥˥u˧˧aʔ˨
這個案件是人倫悲劇	tsit˨e˨˦an˨˩kĩã˧˧si˧˧dzin˨˦lun˨˦pi˥˥kiok˨
這個牛舍裡有幾隻公牛	tsit˨e˨˦ɡu˨˦tiau˨˦lai˧˧te˥˧u˧˧kui˥˧tsiaʔ˨ɡu˨˦kaŋ˥˧
這個老闆還很年輕	tsit˨e˨˦tʰau˨˦ke˥˥iau˥˧tsin˥˥siau˨˩lian˨˦
這個醫生所開的藥劑的份量比較重	tsit˨e˨˦i˥˥siŋ˥˥e˨˦tsʰiu˥˧tʰau˨˦u˧˧kʰaʔ˨taŋ˧˧
這個鼻子塌陷的洋娃娃很難看	tsit˨e˨˦naʔ˨pʰĩ˧˧e˨˦aŋ˥˥a˥˧tsĩã˨˦pʰãĩ˥˧kʰũã˨˩
這兩個皮包看起來一模一樣	tsit˨nŋ˥˥e˨˦pʰue˨˦pau˥˥a˥˧kʰũã˨˩tioʔ˨kaŋ˧˧kʰuan˥˧a˥˧kaŋ˧˧kʰuan˥˧
這兩個計畫性質差太多	tsit˨nŋ˥˥e˨˦ke˨˩ue˧˧siŋ˨˩tsit˨tsʰa˥˥sĩũ˥˥tse˧˧
這只皮箱裡面裝什麼東西	tsit˨kʰa˥˥pʰue˨˦sĩũ˥˥lai˧˧te˥˧te˥˧sĩã˥˧miʔ˨
這四周都是泥沙	tsia˥˥si˨˩kʰɔ˥˥ui˨˦a˥˧loŋ˥˧si˧˧tʰɔ˨˦sua˥˥
這塊蛋糕被叉一下，居然凹下去了	tsit˨te˨˩ke˥˥nŋ˥˥ko˥˥tsʰiam˥˧tsit˦e˧˧suaʔ˨naʔ˨loʔ˨kʰi˨˩
這家商店是按人數收錢的	tsit˨kiŋ˥˥tiam˨˩si˧˧sǹg1laŋ˨˦tʰau˨˦siu˥˥tsĩ˨˦e˨˦
這封信麻煩你幫我代寫一下	tsit˨tĩũ˥˥pʰue˥˥ma˨˦huan˨˦li˥˧tʰe˨˩ɡua˥˧tai˧˧pit˨tsit˦e˧˧
這對雙胞胎到底誰是誰	tsit˨tui˨˩siaŋ˥˥sẽ˥˥a˥˧tau˨˩te˥˧sĩã˥˧laŋ˨˦si˧˧sĩã˥˧laŋ˨˦
這帖藥可以解除血氣鬱結	tsit˨tʰiap˨ioʔ˨a˥˧e˧˧taŋ˨˩kʰi˨˩sioŋ˥˥kai˥˧ut˨
這幾天天氣都不好	tsit˨kui˥˧kaŋ˥˥loŋ˥˧si˧˧pʰãĩ˥˧tʰĩ˥˥
這座山崖很高	tsit˨e˨˦sũã˥˥kʰam˨˩tsĩã˨˦kuan˨˦
這把刀的刀口很鋒利	tsit˨ki˥˥to˥˥e˨˦to˥˥tsʰui˨˩tsin˥˥lai˧˧
這支螺絲的螺紋已經磨損了	tsit˨ki˥˥lɔ˨˦si˥˥e˨˦ɡa˨˦ui˥˥kʰi˨˩aʔ˨
這是一種比喻	tse˥˥si˧˧tsit˦e˨˦pi˥˧dzu˧˧
這是公司內部的問題	tse˥˥si˧˧koŋ˥˥si˥˥lue˧˧pɔ˧˧e˨˦bun˧˧te˨˦
這是我們這組的問題	tse˥˥si˧˧lan˥˧tsit˨tsɔ˥˥e˨˦bun˧˧te˨˦
這是我媽媽的拿手好菜	tse˥˥si˧˧ɡuan˥˧a˥˥bu˥˧e˨˦tsʰiu˥˧lɔ˧˧tsʰai˨˩
這是手工做的麵線	tse˥˥si˧˧tsʰiu˥˧kaŋ˥˥e˨˦mi˧˧sũã˨˩
這是直系孫子	tsit˨e˨˦si˧˧lai˧˧sun˥˥
這是眾人的事	tse˥˥si˧˧tsiŋ˨˩laŋ˨˦e˨˦tai˧˧tsi˨˩
這是誰的意見	tse˥˥si˧˧sĩã˥˧laŋ˨˦e˨˦tsu˥˧i˨˩
這最快也要到後天才能完成	tse˥˥sioŋ˧˧kin˥˧ma˧˧tioʔ˨ai˨˩kau˨˩au˧˧dzit˦tsiaʔ˨e˧˧ho˥˧
這本書的內容很淺顯	tsit˨pun˥˧tsʰeʔ˨e˨˦lue˧˧ioŋ˨˦tsin˥˥tsʰian˥˧
這條小徑很難走	tsit˨tiau˨˦sio˥˧lɔ˧˧tsin˥˥pʰãĩ˥˧kĩã˨˦
這條手帕做得很細緻	tsit˨tiau˨˦tsʰiu˥˧kin˥˥a˥˧tso˨˩liau˥˧u˧˧kau˨˩kaŋ˥˥hu˥˥
這條水管破掉了	tsit˨tiau˨˦tsui˥˧koŋ˥˧pʰua˨˩kʰi˨˩aʔ˨
這條泉水的水很甘甜	tsit˨kaŋ˥˧tsui˥˧tsũã˨˦e˨˦tsui˥˧tsĩã˨˦kam˥˥
這條路就變得很難走	tsit˨tiau˨˦lɔ˧˧to˧˧pian˨˩kaʔ˨tsin˥˥pʰãĩ˥˧kĩã˨˦
這條路很難走	tsit˨tiau˨˦lɔ˧˧tsin˥˥pʰãĩ˥˧kĩã˨˦
這樣不覺得太浪費嗎	an˥˧ne˥˥kam˥˧be˧˧sĩũ˥˥tʰo˥˧tse˨˩
這次一定贏啦	tsit˨sĩã˥˥pau˥˥ĩã˨˦e˨˦
這次比賽一定會贏	tsit˨hue˨˦pi˥˧sai˨˩pau˥˥un˥˧e˧˧ĩã˨˦
這次比賽沒拿到第一名	tsit˨pai˥˧e˨˦pi˥˧sai˨˩bo˨˦tʰeʔ˦tioʔ˨kuan˥˥kun˥˥
這次為他開刀的醫生都是最好的	tsit˨pai˥˧beʔ˨tʰe˨˩i˥˥kʰui˥˥to˥˥e˨˦i˥˥siŋ˥˥loŋ˥˧si˧˧it˨liap˦it˨e˨˦
這次的工程很順利	tsit˨pai˥˧e˨˦kaŋ˥˥su˧˧tsin˥˥sun˧˧li˧˧
這次的水災很嚴重	tsit˨pai˥˧e˨˦tsui˥˧tsai˥˥tsin˥˥ɡiam˨˦tioŋ˧˧
這次買的五花肉真好吃	tsit˨kue˨˩be˥˧e˨˦sam˥˥tsan˨˦baʔ˨tsin˥˥ho˥˧tsiaʔ˦
這片山坡地上種了很多茶樹	tsit˨pʰian˨˩sũã˥˥pʰĩã˨˦tsiŋ˨˩tsiok˨tse˧˧te˨˦tsaŋ˨˦
這片草皮很平	tsit˨pʰian˨˩tsʰau˥˧pɔ˥˥tsin˥˥pẽ˨˦
這瓶香水是比較低級的貨品	tsit˨kuan˨˩pʰaŋ˥˥tsui˥˧kʰaʔ˨ke˧˧kip˨
這盤雞肉半生不熟	tsit˨pũã˨˦ke˥˥baʔ˨pũã˨˩tsʰẽ˥˥sik˦
這種事你應該要趁早講	tsit˨tsioŋ˥˧tai˧˧tsi˨˩li˥˧m˥˥to˧˧lioŋ˧˧tsa˥˧koŋ˥˧
這種事情何必再問	tsit˨kʰuan˥˧tai˧˧tsi˨˩aʔ˦sai˥˧koʔ˨mŋ˥˥
這種工作你們斯文的人根本做不來	tsit˨kʰuan˥˧kʰaŋ˥˥kʰue˨˩lin˥˧bun˨˦sin˥˥e˨˦kin˥˥pun˥˧to˥˥tso˨˩be˧˧lai˨˦
這種木材一才多少錢	tsit˨kʰuan˥˧bok˨tsai˨˦tsit˦tsʰai˨˦ɡua˧˧tse˧˧
這種東西太爛了啦	tsit˨tsioŋ˥˧miʔ˦kĩã˧˧sĩũ˥˥kɔ˥˧laʔ˨
這種東西菜市場不少	tsit˨tsioŋ˥˧miʔ˦kĩã˧˧tsʰai˨˩tsʰi˧˧a˥˧tsio˥˧kʰueʔ˨
這種餅世代相傳已經幾百年了	tsit˨tsioŋ˥˧pĩã˥˧se˨˩tai˧˧sioŋ˥˥tʰuan˨˦i˥˧kiŋ˥˥kui˥˥paʔ˨ni˨˦aʔ˨
這筆生意如果讓他做成	tsit˨tʰũã˥˥siŋ˥˥li˥˧na˧˧hɔ˧˧tso˨˩e˧˧siŋ˨˦
這筆錢是大家一起出的	tsit˨tiau˨˦tsĩ˨˦si˧˧tak˦ke˥˥koŋ˥˥ke˥˥tsʰut˨e˨˦
這算不上什麼錢	tse˥˥m˥˥tsĩã˨˦tsĩ˨˦
這箱橘子給你們分配	tsit˨sĩũ˥˥kam˥˥a˥˧hɔ˧˧lin˥˧kʰi˨˩pun˥˥
這群人很大一群	tsit˨tin˧˧laŋ˨˦tsĩã˨˦tua˧˧tin˧˧
這裡出產柳丁	tsia˥˥tsʰut˨liu˥˧tiŋ˥˥
這裡四周圍都是山	tsia˥˥si˨˩bin˧˧loŋ˥˧si˧˧sũã˥˥
這裡的東西他一口氣把它吃完	tsia˥˥e˨˦miʔ˦kĩã˧˧i˥˥tso˨˩tsit˦kʰun˨˩a˥˧ka˧˧i˥˥tsiaʔ˦liau˥˧
這道菜很好吃	tsit˨tsʰut˨tsʰai˨˩tsin˥˥ho˥˧tsiaʔ˦
這邊	tsit˨piŋ˨˦
這陣子經濟狀況真是拮据	tsit˨tsam˧˧a˥˧tsʰiu˥˧tʰau˨˦tsin˥˥an˨˦
這頓飯的飯錢大家一起均攤	tsit˨tǹg1pŋ˥˥tak˦ke˥˥tso˨˩hue˥˧hun˥˥tʰũã˥˥
這顆木瓜非常甜	tsit˨liap˦bok˨kue˥˥iau˥˧siu˧˧tĩ˥˥
這顆花生很飽滿	tsit˨liap˦tʰɔ˨˦tau˧˧tsin˥˥dzin˨˦
這魚腥味很重	tse˥˥hi˨˦a˥˧tsin˥˥tsʰau˨˩tsʰo˥˥
這麼小父親就過世了	tsiaʔ˨ni˧˧se˨˩han˨˩lau˧˧pe˧˧to˧˧lai˨˦kue˨˩sin˥˥kʰi˨˩
造反	tso˧˧huan˥˧
連一點東西都捨不得給人	lian˨˦tsit˦sut˨a˥˧miʔ˦to˥˥m˥˥kam˥˥hɔ˧˧laŋ˨˦
連乞丐也會出人頭地	kʰit˨tsiaʔ˦ia˧˧e˧˧tsʰut˨tʰau˨˦tʰĩ˥˥
連半個人影都沒有	lian˨˦pũã˨˩e˨˦laŋ˨˦ĩã˥˧ma˧˧bo˨˦
連這種工作都不會做	lian˨˦tsit˨kʰuan˥˧kʰaŋ˥˥kʰue˨˩to˥˥be˧˧hiau˥˧tso˨˩
進來	dzip˦lai˨˦
進去	dzip˦kʰi˨˩
遇到危險	tu˥˧tioʔ˨ɡui˨˦hiam˥˧
遇到困難仍然不會放棄	tu˥˧tioʔ˨kan˥˥lan˨˦loŋ˥˧be˧˧hoŋ˨˩kʰi˨˩
運動會又遇到大晴天	un˧˧toŋ˧˧hue˧˧koʔ˨tu˥˧tioʔ˨tsʰut˨tua˧˧dzit˦
過年的時候他會用外國酒來做公關	kue˨˩ni˨˦si˨˦a˥˧i˥˥e˧˧iŋ˧˧ɡua˧˧kok˨tsiu˥˧lai˨˦tso˨˩dzin˨˦su˧˧
過年過節的時候	ni˨˦tseʔ˨si˨˦a˥˧
過年過節要準備祭品來祭拜神明	ni˨˦tseʔ˨si˨˦a˥˧ai˨˩tsʰuan˨˦sam˥˥siŋ˥˥lai˨˦pai˨˩pai˨˩
違反法律規範的人	put˨huat˨tsi˥˥tɔ˨˦
遲早得要離開	tsa˥˧ban˧˧si˧˧ai˨˩li˧˧kʰui˥˥
遲早會出事	tsa˥˧ban˧˧e˧˧tsʰut˨tai˧˧tsi˨˩
還不認老	iau˥˧koʔ˨m˥˥dzin˧˧lau˧˧
還去當義工	koʔ˨kʰi˨˩tso˨˩ɡi˧˧kaŋ˥˥
還是一樣四處跑	ma˧˧kaŋ˧˧kʰuan˥˧pʰa˥˥pʰa˥˥tsau˥˧
還會考第一名	koʔ˨e˧˧kʰo˥˧te˧˧it˨mia˨˦
還有一些東西沒整理	iau˥˧u˧˧tsit˦kua˥˧a˥˧miʔ˦kĩã˧˧bo˨˦tsiŋ˥˧li˥˧
還沒開始做就停止	bue˧˧tsiŋ˨˦tso˨˩to˧˧kiu˥˥tsʰiu˥˧
邊走邊吃東西	na˥˧kĩã˨˦na˥˧tsiaʔ˦miʔ˦kĩã˧˧
那些男孩手很賤	hia˥˥e˨˦tsa˥˥pɔ˥˥ɡin˥˧a˥˧tsʰiu˥˧tsin˥˥tsian˧˧
那件洋裝看起來很高雅，不會俗氣	hit˨nia˥˧ĩũ˨˦tsoŋ˥˥kʰũã˨˩tioʔ˨tsin˥˥tua˧˧pan˧˧
那件褲子拿來比一下	hit˨nia˥˧kʰɔ˨˩tʰeʔ˦lai˨˦pi˥˧tsit˦e˧˧
那個不可以	hit˨e˨˦m˥˥tʰaŋ˥˥
那個乞丐每天都去車站向人乞討	hit˨e˨˦kʰit˨tsiaʔ˦tak˦kaŋ˥˥loŋ˥˧kʰi˨˩tsʰia˥˥tʰau˨˦ka˧˧laŋ˨˦pun˥˥
那個人很壞	hit˨e˨˦laŋ˨˦tsin˥˥pʰãĩ˥˧si˥˧
那個人很沒有水準	hit˨e˨˦laŋ˨˦tsĩã˨˦bo˨˦tsui˥˧tsun˥˧
那個人才是壞人	hit˨e˨˦laŋ˨˦tsiaʔ˨si˧˧pʰãĩ˥˧laŋ˨˦
那個人臉皮真厚	hit˨e˨˦laŋ˨˦u˧˧kau˨˩tua˧˧bin˧˧sin˨˦
那個唱歌唱得最好的人	hit˨e˨˦tsʰĩũ˨˩kua˥˥tsʰĩũ˨˩liau˥˧sioŋ˧˧ho˥˧e˨˦laŋ˨˦
那個女孩子講話很大方、自然	hit˨e˨˦tsa˥˥bɔ˥˧ɡin˥˧a˥˧koŋ˥˧ue˧˧tsin˥˥tua˧˧pan˧˧
那個小生長得真英俊	hit˨e˨˦sio˥˧siŋ˥˥tsin˥˥ian˨˦tau˨˦
那個老闆像土匪一樣兇惡	hit˨e˨˦tʰau˨˦ke˥˥u˧˧kau˨˩tʰɔ˥˧hui˥˧
那兩個小孩在吵架	hit˨nŋ˥˥e˨˦ɡin˥˧a˥˧teʔ˨uan˥˥ke˥˥
那兩球黑黑的東西是什麼	hit˨nŋ˥˥uan˨˦ɔ˥˥ɔ˥˥e˨˦miʔ˦kĩã˧˧si˧˧sĩã˥˧miʔ˨
那口井還有人在取水嗎	hit˨kʰau˥˧tsẽ˥˧kam˥˧koʔ˨u˧˧teʔ˨tsʰĩũ˧˧tsui˥˧
那幅畫很難看	hit˨pak˨tɔ˨˦tsin˥˥pʰãĩ˥˧kʰũã˨˩
那幾片彩雲添加了黃昏的美麗	hit˨kui˥˧pʰĩ˨˩tsʰai˥˧hun˨˦ka˥˥tʰiam˥˥hoŋ˨˦hun˥˥e˨˦bi˥˧le˧˧
那時候	hit˨ku˥˧
那本故事書很好看	hit˨pun˥˧kɔ˥˧tsʰeʔ˨tsĩã˨˦ho˥˧kʰũã˨˩
那根木頭很粗	hit˨kʰɔ˥˥tsʰa˨˦tsin˥˥tua˧˧kʰɔ˥˥
那條路中央有一個坑	hit˨tiau˨˦lɔ˧˧tioŋ˥˥ŋ˥˥u˧˧tsit˦naʔ˨
那種壞人要給他教訓	hit˨lo˧˧pʰãĩ˥˧miʔ˦ai˨˩ka˧˧i˥˥ka˨˩si˧˧
那間房子就會倒	hit˨kiŋ˥˥tsʰu˨˩to˧˧e˧˧to˥˧
那間房子有鬼	hit˨kiŋ˥˥tsʰu˨˩tsĩã˨˦pʰãĩ˥˧kʰaŋ˥˥
那間房子的四周圍都是山	hit˨kiŋ˥˥tsʰu˨˩e˨˦si˨˩piŋ˨˦loŋ˥˧si˧˧sũã˥˥
那間書店的書很多	hit˨kiŋ˥˥tsʰeʔ˨tiam˨˩e˨˦tsʰeʔ˨tsin˥˥tse˧˧
那隻蝸牛的頭縮進殼裡面去了	hit˨tsiaʔ˨lɔ˧˧le˨˦e˨˦tʰau˨˦kiu˥˥dzip˦kʰi˨˩kʰak˨lai˧˧te˥˧aʔ˨
那隻貓的爪子很銳利	hit˨tsiaʔ˨niau˥˥a˥˧e˨˦dziau˥˧a˥˧tsin˥˥lai˧˧
那項技術他已熟練了	hit˨haŋ˧˧kaŋ˥˥hu˥˥i˥˥i˥˧kiŋ˥˥oʔ˨tsĩũ˧˧tsʰiu˥˧aʔ˨
那麼小就經歷父母雙亡	hiaʔ˨se˨˩han˨˩pe˧˧bu˥˧to˧˧kue˨˩sin˥˥
邱大老爺	kʰu˥˥a˥˧boŋ˥˧sia˨˩
郎中錢一騙到手就開溜了	pian˥˧sian˥˥a˥˧tsĩ˨˦pian˥˧tsĩũ˧˧tsʰiu˥˧to˧˧liu˥˥suan˥˥aʔ˨
都不會不好意思	loŋ˥˧m˥˥tsai˥˥ĩã˥˧tʰaŋ˥˥pʰãĩ˥˧se˨˩
都市	tɔ˥˥tsʰi˧˧
都是上天的安排	loŋ˥˧si˧˧tʰĩ˥˥i˨˩
都沒有休息	loŋ˥˧bo˨˦hioʔ˨kʰun˨˩
醫生說他貧血	i˥˥siŋ˥˥koŋ˥˧i˥˥kʰiam˨˩hueʔ˨
里長伯做人很公正	li˥˧tĩũ˥˧peʔ˨a˥˧tso˨˩laŋ˨˦tsin˥˥koŋ˥˥to˧˧
金水嬸的三個兒子都很有才華，不是經理就是董事長	kim˥˥tsui˥˧tsim˥˧a˥˧sã˥˥e˨˦hau˧˧sẽ˥˥loŋ˥˧tsĩã˨˦u˧˧tsai˨˦tsing,5m˥˥si˧˧kiŋ˥˥li,2to˧˧si˧˧taŋ˥˧su˧˧tĩũ˥˧
金錢	tsĩ˨˦tsui˥˧
錢要帶多一點	tsĩ˨˦ai˨˩tsaʔ˨kʰaʔ˨lioŋ˧˧leʔ˨
長子的責任比較重	tua˧˧kĩã˥˧e˨˦tsik˨dzim˧˧kʰaʔ˨taŋ˧˧
長水痘的人不要到處跑	tsʰut˨tsu˥˥e˨˦laŋ˨˦m˥˥tʰaŋ˥˥si˨˩ke˨˩tsau˥˧
長輩留給他的遺產不少	si˧˧tua˧˧paŋ˨˩hɔ˧˧i˥˥e˨˦tsʰiu˥˧te˥˧be˧˧tsio˥˧
長青苔	tsʰĩũ˧˧tsʰẽ˥˥tʰi˨˦
門戶	mŋ˥˥hɔ˧˧
開到整臺車都翻過來	sai˥˧kaʔ˨kui˥˥tai˨˦tsʰia˥˥piŋ˥˧lian˨˩tńg1
開叉	kʰui˥˥tsʰe˥˥
阿三那個沒有用的人，只會在自己家欺負家人，對外卻完全不敢吭聲	a˥˥sam˥˥a˥˧hit˨kʰɔ˥˥bo˨˦lɔ˧˧iŋ˧˧lang,5kan˥˥na˥˥e˧˧hiau˥˧ti˧˧ɡu˨˦tiau˨˦lai˧˧tak˨ɡu˨˦bo˥˧nia˧˧nia˧˧
阿姨不是外人	a˥˥i˨˦m˥˥si˧˧ɡua˧˧laŋ˨˦
阿明	biŋ˨˦a˥˧
阿明中午吃壞肚子	a˥˥biŋ˨˦tioŋ˥˥tau˨˩tsiaʔ˦pʰãĩ˥˧pak˨tɔ˥˧
阿月	a˥˥ɡuat˦
阿美一直在掃地	a˥˥bi˥˧it˨tit˦teʔ˨sau˨˩tʰɔ˨˦kʰa˥˥
阿英和我是最要好的朋友	a˥˥iŋ˥˥kaʔ˨ɡua˥˧si˧˧it˨liap˦it˨e˨˦ho˥˧piŋ˨˦iu˥˧
阿英很苦命	a˥˥iŋ˥˥a˥˧tsĩã˨˦pʰãĩ˥˧mia˧˧
阿英運氣很差	a˥˥iŋ˥˥a˥˧u˧˧kau˨˩pʰãĩ˥˧un˧˧
阿里山	a˥˥li˥˧san˥˥
陰陽人也要受到尊重	pũã˨˩iam˥˥ĩũ˨˦a˥˧ma˧˧ai˨˩siu˧˧tioʔ˨tsun˥˥tioŋ˧˧
陳家二房的子孫都很老實	tan˨˦ka˥˥dzi˧˧paŋ˨˦e˨˦kĩã˥˧sun˥˥a˥˧loŋ˥˧tsin˥˥lau˥˧sit˦
陳家的少爺人品很好	tan˨˦ka˥˥e˨˦siau˨˩ia˨˦dzin˨˦pʰin˥˧tsin˥˥ho˥˧
隨便吃會肚子痛	ɔ˥˥peʔ˦tsiaʔ˦e˧˧pʰãĩ˥˧pak˨tɔ˥˧
雖然今天是颱風天	sui˥˥dzian˨˦kin˥˥a˥˧dzit˦si˧˧hoŋ˥˥tʰai˥˥tʰĩ˥˥
雙打	siaŋ˥˥tã˥˧
雞爪	ke˥˥kʰa˥˥dziau˥˧
難道是吃到仙丹	kam˥˧si˧˧kʰi˨˩tsiaʔ˦tioʔ˨sian˥˥tan˥˥
雨從天窗潑下來。比喻禍從天降	hɔ˧˧pʰuaʔ˨tui˨˩tʰĩ˥˥tʰaŋ˥˥loʔ˨lai˨˦
