-аж	ˈɑɹd
превратившемуся	prɪvratˈifʃymusʌ
превративши	privrʌtˈifʃɪ
превратившие	privratˈifʃyjɪ
превратившиеся	privratˈifʃyjisʌ
превратившиеся	prɪvratˈivʃyjɪsʌ
превративший	privratˈifʃyj
превратившийся	privratˈifʃyjsʌ
превратившим	privratˈifʃym
превратившимися	privratˈifʃymisʌ
превратившимся	privratˈifʃymsʌ
превратившись	privratˈifʃys
превратившись	privrʌtˈifʃys
превративших	privratˈifʃyx
превратившихся	privratˈifʃyxsʌ
превратившуюся	privratˈifʃujusʌ
превратил	privratˈiɭ
превратил	privrʌtˈiɭ
превратила	privratˈiɭa
превратилась	privratˈiɭʌs
превратили	privratˈiɭɪ
превратили	privrʌtˈiɭɪ
превратились	privratˈiɭis
превратило	privratˈiɭʌ
превратилось	privratˈiɭʌs
превратился	privratˈiɭsʌ
превратим	privratˈim
превратимся	privratˈimsʌ
превратись	privratˈis
превратит	privratˈit
превратите	privratˈiti
превратитесь	privratˈitis
превратится	privratˈitsʌ
превратить	privratˈit
превратиться	privratˈitsʌ
превратишь	privratˈiʃ
превратишься	privratˈiʃsʌ
превратнее	privrˈɑtnijɪ
превратно	privrˈɑtnʌ
превратно	prɨvrˈɑtnʌ
превратного	privrˈɑtnʌvʌ
превратное	privrˈɑtnʌjɪ
превратной	privrˈɑtnʌj
превратном	privrˈɑtnʌm
превратностей	privrˈɑtnʌstij
превратности	privrˈɑtnʌstɪ
превратность	privrˈɑtnʌst
превратность	priːvrɑtˈnʌstɪ
превратностям	privrˈɑtnʌstʌm
превратностями	privratnˈostʌmɪ
превратностях	privrˈɑtnʌstʌx
превратные	privrˈɑtnyjɪ
превратный	privrˈɑtnyj
превратным	privrˈɑtnym
превратными	privrˈɑtnymɪ
превратных	privrˈɑtnyx
превратясь	privrˈɑtʌs
превратят	privratˈɑt
превратятся	privratˈɑtsʌ
превращавшая	privraɕˈɑfʃʌja
превращавшего	privraɕˈɑfʃyvʌ
превращавшегося	privraɕˈɑfʃivʌsʌ
превращавшей	privraɕˈɑfʃyj
превращавшие	privraɕˈɑfʃyjɪ
превращавшиеся	privraɕˈɑfʃyjisʌ
превращавший	privraɕˈɑfʃyj
превращавшийся	privraɕˈɑfʃyjsʌ
превращавших	privraɕˈɑfʃyx
превращавшихся	privraɕˈɑfʃyxsʌ
превращаем	privraɕˈɑjim
превращаемся	privraɕˈɑjimsʌ
превращает	privraɕˈɑjit
превращаете	privraɕˈɑjiti
превращаетесь	privraɕˈɑjitis
превращается	privraɕˈɑjitsʌ
превращаешь	privraɕˈɑjiʃ
превращаешься	privraɕˈɑjiʃsʌ
превращай	privraɕˈɑj
превращай	privɾaɕˈɑj
превращайся	privraɕˈɑjsʌ
превращайте	privraɕˈɑjti
превращайте	prʲivrɑɕaʲitse
превращал	privraɕˈɑɭ
превращала	privraɕˈɑɭa
превращалась	privraɕˈɑɭʌs
превращали	privraɕˈɑɭɪ
превращались	privraɕˈɑɭis
превращало	privraɕˈɑɭʌ
превращалось	privraɕˈɑɭʌs
превращался	privraɕˈɑɭsʌ
превращать	privraɕˈɑt
превращаться	privraɕˈɑtsʌ
превращаться	prɪvraɕˈɑtsʌ
превращаю	privraɕˈɑju
превращаюсь	privraɕˈɑjus
превращаюсь	prʲivraɕˈɑjus
превращают	privraɕˈɑjut
превращают	privrɑɕˈɑjut
превращаются	privraɕaʲatsːa
превращаются	privraɕˈɑjutsʌ
превращающая	privraɕˈɑjuɕʌja
превращающаяся	privraɕˈɑjuɕʌjasʌ
превращающего	privraɕˈɑjuɕivʌ
превращающегося	privraɕˈɑjuɕivʌsʌ
превращающее	privraɕˈɑjuɕijɪ
превращающей	privraɕˈɑjuɕij
превращающейся	privraɕˈɑjuɕijsʌ
превращающие	privraɕˈɑjuɕijɪ
превращающиеся	privraɕˈɑjuɕijisʌ
превращающий	pravraɕˈɑjuɕij
превращающий	privraɕˈɑjuɕij
превращающийся	privraɕˈɑjuɕijsʌ
превращающим	privraɕˈɑjuɕim
превращающих	privraɕˈɑjuɕix
превращающихся	privraɕˈɑjuɕixsʌ
превращающую	privraɕˈɑjuɕuju
превращая	privraɕˈɑja
превращая	privrɑɕaʲa
превращаясь	privraɕˈɑjas
превращена	privrʌɕinˈɑ
превращение	privraɕˈenijɪ
превращением	privraɕˈenijim
превращении	privraɕˈeniɪ
превращений	privraɕˈenij
превращению	privraɕˈeniju
превращению	privrʌɕˈeniju
превращения	privraɕˈenija
превращениям	privraɕˈenijam
превращениями	privraɕˈenijamɪ
превращениях	privraɕˈenijax
превращенное	privraɕˈennʌjɪ
превращенном	privraɕˈennʌm
превращенному	privraɕˈennʌmu
превращенную	privraɕˈennuju
превращенным	privraɕˈennym
превращенными	privraɕˈennymɪ
превращенных	privraɕˈiŋnyx
превращено	privrʌɕinˈo
превращены	privrʌɕinˈy
превращенье	privrˈɑɕinjjɪ
превращенья	privrˈɑɕinjja
превращу	privraɕˈu
превращусь	privraɕˈus
превращён	privraɕˈɵn
превращённая	privraɕˈɵnnʌja
превращённого	privraɕˈɵnnʌvʌ
превращённой	privraɕˈɵnnʌj
превращённые	privraɕˈɵnnyjɪ
превращённый	privraɕˈɵnnyj
превращённых	privraɕˈɵnnyx
превыгодное	privygˈodnʌjɪ
превысив	privˈysif
превысил	privˈysiɭ
превысила	privˈysiɭa
превысили	privˈysiɭɪ
превысило	privˈysiɭa
превысило	privˈysiɭʌ
превысит	privˈysit
превысить	privˈysit
превысокие	privysˈokijɪ
превысят	privysˈɑt
превышавшей	privyʃˈɑfʃyj
превышавшие	privyʃˈɑfʃyjɪ
превышавший	privyʃˈɑfʃyj
превышавшую	privyʃˈɑfʃuju
превышает	privyʃˈɑjit
превышаете	privyʃˈɑjiti
превышал	privyʃˈɑɭ
превышала	privyʃˈɑɭa
превышали	privyʃˈɑɭɪ
превышало	privyʃˈɑɭʌ
превышать	privyʃˈɑt
превышаю	privˈyʃʌju
превышают	privyʃˈɑjut
превышающая	privyʃˈɑjuɕʌja
превышающего	privyʃˈɑjuɕivʌ
превышающее	privyʃˈɑjuɕijɪ
превышающей	privyʃˈɑjuɕij
превышающем	privyʃˈɑjuɕim
превышающие	privyʃˈɑjuɕijɪ
превышающий	privyʃˈɑjuɕij
превышающим	privyʃˈɑjuɕim
превышающими	privyʃˈɑjuɕimɪ
превышающих	privyʃˈɑjuɕix
превышающую	privyʃˈɑjuɕuju
превышая	privyʃˈɑja
превыше	privˈyʃa
превыше	privˈyʃy
превышен	privˈyʃyn
превышена	privˈyʃyna
превышение	priviʃˈɛnijɪ
превышение	privuʃˈɛnijɪ
превышение	privyʃˈɛnijɪ
превышение	privɨʃɛnijɛ
превышением	privyʃˈɛnijim
превышением	privyʃˈɛnijɪ
превышении	privyʃˈɛniɪ
превышения	privyʃˈɛnija
прегадкие	prigˈɑtkijɪ
прегадкий	prigˈɑtkij
прегадкий	prˈigˈɑtkij
прегадкой	prigˈɑdkʌj
прегель	prˈegiɭ
преглупая	prigɭˈupʌja
преглупо	prigɭˈupʌ
преглупый	prigɭˈupyj
прегнусный	prignˈusnyx
преград	prigrˈɑt
преграда	prigrˈɑda
преграда	prɛgrada
преградам	prigrˈɑdʌm
преградами	prigrˈɑdʌmɪ
преградах	prigrˈɑdʌx
преграде	prigrˈɑdi
преградив	prigradˈif
преградившего	prigradˈifʃyvʌ
преградившей	prigradˈifʃyj
преградивший	prigradˈifʃyj
преградивших	prigradˈifʃyx
преградившую	prigradˈifʃuju
преградил	prigradˈiɭ
преградил	priɣradˈiɭ
преградила	prigradˈiɭa
преградили	prigradˈiɭɪ
преградило	prigradˈiɭʌ
преградит	prigradˈit
преградить	prigradˈit
преградой	prigrˈɑdʌj
преграду	prigrˈɑdu
преграду	prʲakradu
преграды	prigrˈɑdy
преградят	prigradˈɑt
преграждавшая	prigraʒdˈɑfʃʌja
преграждавшего	prigraʒdˈɑfʃyvʌ
преграждавшей	prigraʒdˈɑfʃyj
преграждавшие	prigraʒdˈɑfʃyjɪ
преграждавший	prigraʒdˈɑfʃyj
преграждавших	prigraʒdˈɑfʃyx
преграждавшую	prigraʒdˈɑfʃuju
преграждаем	prigrʌʒdɑjim
преграждает	prigraʒdˈɑjit
преграждается	prigraʒdˈɑjitsʌ
преграждал	prigraʒdˈɑɭ
преграждала	prigraʒdˈɑɭa
преграждали	prigraʒdˈɑɭɪ
преграждало	prigrʌʒdɑɭˈɑ
преграждало	prigrˈɑʒdʌɭʌ
преграждать	prigraʒdˈɑt
преграждать	prigrʌʒdˈɑt
преграждают	prigraʒdˈɑjut
преграждающие	prigraʒdˈɑjuɕijɪ
преграждающий	prigraʒdˈɑjuɕij
преграждающий	priɣrˈɑʒdʌjuɕij
преграждающих	prigraʒdˈɑjuɕix
преграждающую	prigraʒdˈɑjuɕuju
преграждая	prigraʒdˈɑja
преграждение	priɣrʌʒdˈenijɪ
прегражденный	prigrʌʒdʌnˈnyj
преграждены	prigrˈɑʒdiny
преграждён	prigraʒdˈɵn
преграциозно	prigratsˈyʌznʌ
прегрешение	prigriʃˈɛnijɪ
прегрешением	prigriʃˈɛnijim
прегрешении	prigriʃˈɛnijɪ
прегрешении	prigriʃˈɛniɪ
прегрешений	prigriʃˈɛnij
прегрешения	prigriʃˈɛnija
прегрешениям	prigriʃˈɛnijam
прегрешениями	prigriʃˈɛnijamɪ
прегрешениях	prigriʃˈɛnijax
прегрешенье	prigrˈeʃynjjɪ
прегрешенья	prigrˈeʃynjja
прегрешил	prigriʃˈyɭ
прегрубо	prigrˈubʌ
прегрязный	prigrˈɑznyx
пред	prɛt
пред	prˈet
пред-и	prˈeti
преда	prˈeda
предав	pridˈɑf
предававшиеся	pridavˈɑfʃyjisʌ
предававшийся	pridavˈɑfʃyjsʌ
предававшими	pridavˈɑfʃymɪ
предавай	pridavˈɑj
предавай	priʌdavˈɑj
предавайся	pridˈɑvʌjsʌ
предавайте	pridˈɑvʌjti
предавайтесь	pridavˈɑjtis
предавал	pridavˈɑɭ
предавала	pridavˈɑɭa
предавалась	pridavˈɑɭʌs
предавали	pridavˈɑɭɪ
предавались	pridavˈɑɭis
предавалось	pridavˈɑɭʌs
предавался	pridavau̯sja
предавался	pridavˈɑɭsʌ
предавать	pridavˈɑt
предавать	prʲedavˈɑt
предаваться	pridavˈɑtsʌ
предаваться	pridʌvˈɑtsʌ
предавая	pridavˈɑja
предаваясь	pridavˈɑjas
предавшая	pridˈɑfʃʌja
предавшего	pridɑvʃeva
предавшего	pridˈɑfʃyvʌ
предавшегося	pridafʃˈɛvʌsʌ
предавшей	pridˈɑfʃyj
предавшему	pridˈɑfʃymu
предавшие	pridˈɑfʃyjɪ
предавшиеся	pridafʃˈyjisʌ
предавший	pridˈɑfʃyj
предавшийся	pridˈɑfʃyjsʌ
предавшим	pridˈɑfʃym
предавшись	pridˈɑfʃys
предавшись	pridˈɑvʃys
предавших	pridˈɑfʃyx
предавшихся	pridˈɑfʃyxsʌ
предаде	pridˈɑdi
предадим	pridadˈim
предадимся	pridadˈimsʌ
предадимся	pridʌdʌmsʌ
предадите	pridˈɑditi
предадут	pridadˈut
предадутся	pridˈɑdutsʌ
предаем	prɛdajom
предаемся	pridajˈemsʌ
предаетесь	pridajˈetis
предай	pridˈɑj
предай	prʲedaj
предай	pɾedˈɑj
предайся	pridˈɑjsʌ
предайте	pridˈɑjti
предайтесь	pridˈɑjtis
предал	prʲedaw
предал	prˈedʌɭ
предала	pridaɭˈɑ
предалась	pridaɭˈɑs
предали	prˈedʌɭɪ
предались	pridaɭˈis
предало	prˈedʌɭʌ
предался	pridˈɑɭsʌ
предам	pridˈɑm
предамся	pridˈɑmsʌ
предан	prʲedam
предан	prˈedʌn
предана	prˈedʌna
предание	pridˈɑnijɪ
преданием	pridanˈijim
предании	pridˈɑniɪ
преданий	pridˈɑnij
преданию	pridˈɑniju
предания	pridˈɑnija
преданиям	pridˈɑnijam
преданиями	pridˈɑnijamɪ
преданиях	pridˈɑnijax
преданна	pridˈɑnna
преданная	prˈedʌnnʌja
преданнее	pridˈɑnnijɪ
преданней	prˈedʌnnij
преданнейшего	pridannˈejʃyvʌ
преданнейший	prˈedʌnnijʃyj
преданнейшим	prˈedʌnnijʃym
преданнейших	prˈedʌnnijʃyx
преданно	prˈedonnʌ
преданно	prˈedʌnnʌ
преданного	prˈedʌnnʌvʌ
преданное	prˈedʌnnʌjɪ
преданной	prˈedʌnnʌj
преданном	prˈedʌnnʌm
преданному	prˈedʌnnʌmu
преданности	prˈedʌnnʌstɪ
преданности	prˈedʌnʌstɪ
преданность	prˈedʌnnʌst
преданностью	prˈedʌnnʌstjju
преданную	prˈedʌnnuju
преданны	prˈedʌnny
преданные	prˈedʌnnyjɪ
преданный	prˈedʌnnyj
преданный	rˈedˈɑnnyj
преданным	prˈedʌnnym
преданными	prˈedʌnnymɪ
преданных	prˈedʌnnyx
предано	prˈednʌ
предано	prˈedʌnʌ
преданы	prˈedʌny
преданье	pridˈɑnjjɪ
преданью	pridˈɑnjju
преданья	pridˈɑnjja
преданьях	pridˈɑnjjax
предаст	pridɑsˈt
предаст	pridˈɑst
предастся	pridˈɑstsʌ
предателе	pridˈɑtiɭi
предателей	pridˈɑtiɭij
предателем	pridˈɑtiɭim
предатели	pridˈɑtiɭɪ
предатель	pridɑˈtiɭ
предатель	pridˈɑtijɪ
предатель	pridˈɑtiɭ
предательница	pridatˈiɭnitsa
предательница	pridˈɑtiɭnitsa
предательницей	pridˈɑtiɭnitsyj
предательницу	pridatˈeɭnitsu
предательницы	pridatˈeɭnitsy
предательская	pridˈɑtiɭskʌja
предательски	pridˈɑtiɭskɪ
предательские	pridˈɑtiɭskijɪ
предательский	pridatˈeɭskij
предательский	pridˈɑtiɭskij
предательским	pridˈɑtiɭskim
предательскими	pridatˈeɭskimɪ
предательских	pridˈɑtiɭskix
предательского	pridˈɑtiɭskʌvʌ
предательское	pridˈɑtiɭskʌjɪ
предательской	pridˈɑtiɭskʌj
предательском	pridˈɑtiɭskʌm
предательскому	pridˈɑtiɭskʌmu
