-am	ɔːm
lovagjai	lovɒgjɒji
lovagjaid	lovɒgjɒjid
lovagjaik	lovɒgjɒjik
lovagjaim	lovɒgjɒjim
lovagjaink	lovɒgjɒjiŋk
lovagjaitok	lovɒgjɒjitok
lovagjuk	lovɒgjuk
lovagkirály	duvokkiraːj
lovagként	lovɒkːeːnt
lovaglás	lovɒglaːʃ
lovaglások	lovɒglaːʃok
lovagló	loː˧fɑːkʰloː˧
lovaglóiskola	lovɒgloːiʃkɒlɒ
lovaglók	lovoklóːk
lovaglóostor	lovagloːoʃtor
lovaglósapka	lovakloːʃapˈka
lovagnak	lovɒgnɒk
lovagnál	lovɒgnaːl
lovagod	lovɒgod
lovagok	lovɒgok
lovagokat	lovɒgokɒt
lovagokba	lovɒgogbɒ
lovagokban	lovɒgogbɒn
lovagokból	lovɒgogboːl
lovagokhoz	lovɒgokhoz
lovagokig	lovɒgokig
lovagokkal	lovɒgokːɒl
lovagokká	lovɒgokːaː
lovagokként	lovɒgokːeːnt
lovagoknak	lovɒgoknɒk
lovagoknál	lovɒgoknaːl
lovagokon	lovɒgokon
lovagokra	lovɒgokrɒ
lovagokról	lovɒgokroːl
lovagoktól	lovɒgoktoːl
lovagokért	lovɒgokeːrt
lovagol	lovɒgol
lovagolni	lovagoni
lovagolni	lovɒgoln
lovagolsz	lovɒgolʃ
lovagolt	lovɒgolt
lovagoltam	lovɒgoltɒm
lovagom	lovɒgom
lovagon	lovɒgon
lovagot	lovɒgot
lovagot	ˈlovɒgot
lovagotok	lovɒgotok
lovagra	lovɒgrɒ
lovagrend	lovɒgrɛnd
lovagról	lovɒgroːl
lovagtól	lovɒktoːl
lovagunk	lovagum
lovagunk	lovɒguŋk
lovagért	lovɒgeːrt
lovak	lovɒk
lovak	loʋɒk
lovak	luvak
lovakat	lovɒkɒt
lovakhoz	lovɒkhoz
lovakkal	ˈlovɒkːɒl
lovaknak	lovɒknɒk
lovakra	lovɒkrɒ
lovaktól	lovɒktoːl
lovam	lovɒm
lovamat	lovɒmɒt
lovas	lovas
lovas	lovɒʃ
lovascsapat	tovaʃtʃapat
lovasegyesületnek	lovɒʃɛɟːɛsylɛtnɛk
lovasezred	loːvɒʃɒːzrɛd
lovasiskola	lɔvaːʃiʃkola
lovaskatona	lovaːʃkɒtuna
lovaskocsi	novaʃkotʃi
lovasok	lofaʃɔk
lovasok	lovɒʃok
lovasparádé	luvaʃporaːdi
lovaspóló	lovɒʃpoːroː
lovassport	lovɒʃport
lovassportok	lovɒʃportok
lovasszobor	lɔvaʃsɔbor
lovasszobrok	luvaʃsoborok
lovasság	lovɒʃːaːg
lovasság	lovɒʃːɒʃː
lovassági	lovɒʃːaːgi
lovasságok	lovɒʃːaːgok
lovasturizmus	lovɒʃturizmɒʃ
lovastusa	lovɒʃtuʃɒ
lovastusák	lovɒʃtuʃaːk
lovastábor	loːvɒʃtɒbor
lovat	lovat
lovat	lovɒt
lovi	lovi
lovon	lovon
lovon	plofon
lovrencsics	lovrɛŋtʃitʃ
lovász	lovaːs
lovászi	lovaːsi
lovászok	lovaːsok
lovát	lovɑt
lovát	lovɒt
lowe	loʋɛ
lowell	loʊɛl
lowry	loːri
loxodroma	rɔksodrɔma
lozi	loːzi
lsmerem	ɛlʃmɛrɛm
lsten	ˈlʃtɛn
lstenem	ˈlʃtɛnɛm
lt	lt
ltt	ɬɛtː
lu	lu
luba	luba
luc	luːtʃ
luca	lutsa
lucas	luːtʃɑs
lucerna	lutsɛrnɒ
lucfenyő	lutsfɛɲøː
lucfenyők	lutsfɛɲøːk
lucia	luːtʃiɒ
lucian	luːtʃiɒn
luciano	luːtʃjɒno
lucien	luːtʃjen
lucifer	luːtʃifɛr
luciferin	lutsifɛrin
lucinda	luːtʃinda
lucious	luːtʃjoːs
lucián	lutsjana
lucrezia	luːtʃɛziɒ
lucsazi	luːtʃɑːze
lucska	lutʃkɒ
lucsok	lutʃok
lucyt	luːtʃ
ludak	ludɒk
ludak	luːdɒk
ludas	ludaʂ
ludológus	lutoloːguʃ
ludovika	ludoːvikɒ
ludwig	luːdvik
luffa	lufa
lufi	luːfi
lufi	luːfˌiː
lufik	lufik
lufit	lufit
lufivilág	lufivilag
luftballon	luvdbɒlːon
lugas	lugaʂ
lugas	lugɒʃ
lugasok	lugɒʃok
lugnya	lugɲo
lugos	lugos
luhanszki	luxɔnski
luigi	luːji
luis	lujs
luisa	luːʃɒ
lujia	luja
luk	luk
luka	lukɒ
lukai	lukɒji
lukas	lukoʃ
lukas	luːkɒʃ
lukat	luːkat
luke	luːkɛ
luke-kal	luːkɛkɒl
luke-nak	luːkɛnɒk
luke-ot	luːkɛt
lukrécia	lukrɛtsia
lukszusz	lʊksʊs
lukács	lukaːtʃ
lukács	ɫukaːtʃ
lulu	lulu
luma	lumˈa
lumma	lumːɒ
lump	lomp
lump	lump
lumpenproletariátus	lumpɛnproːlɛtɔriaːtuʃ
lumpok	lumpok
luna	lunɒ
lund	luːnd
lunda	lunda
lundy	luːndi
lung	luŋg
luo	pluɔ
lupe	luːpɛ
lupo	luːpo
lupény	lupɛɲ
luri	luːri
lurkó	lurko
lurkó	lurkoː
lurkók	lurkoːk
lurí	luːriː
lusta	lustɒ
lusta	lustˈa
lusta	luʃtɒ
lustaság	lustɒʃaːg
lustaság	luʃtɒʃaːg
lustaság	ˈlustɒʃaːg
lustaságok	luʃtɒʃaːgok
lustább	luʃtaːbː
lusták	lustɒk
lusták	luʃtaːk
lusták	pluʃtɑːk
lustálkodik	luʃtaːlkodik
lutein	lutain
luther	luːtɛr
lutheránus	lutɛraːnuʃ
luthor	luːtor
lutri	pluːtri
lutz	luʦ
lutécium	luteːtsijum
luvale	luvɑlɑ
luvnya	luvnʲɐ
luvnya	luvɲa
luxemburg	lukseːmburg
luxemburg	luksɛmburg
luxemburgiak	lukseːmburgiɒk
luxemburgiul	ʎʏksɛmbuːrgjul
luxus	luksus
luxus	luksuʃ
luxus	luxus
luxusautó	luksuʃau̯tɔv
luxusautó	luksuʃau̯tːoː
luxushajó	luksuʃhɒjoː
luxusház	luksuːʃhaːz
luxusjárat	luksuʃjaːrɒt
luxuskategória	luksuʃkɒtɛgoːrjaː
luxuskirándulás	ʝuksuʃkiraːndulaːʃ
luxuskirándulások	luksuʃkiraːndulaːʃok
luxuskirándulásokat	luksuʃkiːraːndulaːʃokɒt
luxuslimuzinok	luxuʃlɛmuziːnok
luxusprosti	luksusproʃti
luxusrészleg	luksuʃreːslɛg
luxusszedán	nuksuʃsɛdaːn
luxusszálló	luksuʃsaːlːoː
luxustraktor	luksuʃtraktor
luxusvagon	luksuʃvɔgɔn
luxusórák	luksuʃõˈraːk
luzon	luˈson
lv	ɾv
ly	j
ly	ɛjː
lyla	ˈlɨlɒ
lyman	ˈlɪmɒn
lynch	lynʧ
lyndsey	ˈlɛndʃɛj
lynette	ˈlɛnɛtːɛ
lynn	lɨn
lynne	ɬinɛ
lyon	ˈljon
lyuggat	juːgˈɑt
lyuk	juk
lyuk	luk
lyuk	lyuk
lyuk	lʲuk
lyuka	jukɒ
lyukacs	juːkɔtʃ
lyukad	jukɒd
lyukai	jukɒji
lyukaid	jukɒjid
lyukaik	jukɒjik
lyukaim	jukɒjim
lyukaink	jukɒjiŋk
lyukaitok	jukɒjitok
lyukak	jukɒk
lyukak	ˈlyukɒk
lyukakat	lyukɒkɒt
lyukam	jukɒm
lyukas	jukas
lyukas	ˈlyukɒʃ
lyukaszt	jukɒst
lyukaszt	juːkɑst
lyukasztógép	jukɒstûːgeːb
lyukat	lyuˈkɒt
lyukatok	jukɒtok
lyukba	jugbɒ
lyukba	lyukbɒ
lyukban	lyukbɒn
lyukból	ˈjukboːl
lyukkal	lyukːɒl
lyukkamera	jukːɒmɛrɒ
lyukkártya	jukːaːrcɒ
lyukon	ˈjukon
lyukra	jukrɒ
lyukreszelő	lukrɛsɛløː
lyukszalag	juːkʃɒlɒg
lyukuk	jukuk
lyukunk	jukuŋk
lyüki	juki
lá	laː
láb	lab
láb	laːb
lába	laba
lába	laːbɒ
lába	ˈlaːbɒ
lábad	laːbɒd
lábadat	laːbɒdɒt
lábaddal	laːbɒdːɒl
lábadon	laːbɒdon
lábadozik	laːbɒdozik
lábadozik	ˈlaːbɒdoi̯zɪk
lábadozik	ˈlaːbɒdoːzik
lábadra	ˈlaːbɒdrɒ
lábai	laboj
lábai	laːbaɪ
lábai	laːbɒji
lábaid	laːbɒjid
lábaid	ˈlaːbɒj
lábaidat	ˈlaːbɒidɒt
lábaik	laːbɒjik
lábaim	laːbɒjim
lábaimat	laːbɒimɒt
lábait	laːbaːjit
lábaitok	laːbɒjitok
lábak	laːbɒk
lábak	lɒbok
lábakat	laːbɒkɒt
lábakba	laːbɒgbɒ
lábakban	laːbɒgbɒn
lábakból	laːbɒgboːl
lábakhoz	laːbɒkhoz
lábakig	laːbɒkig
lábakkal	laːbɒkːɒl
lábakká	laːbɒkːaː
lábakként	laːbɒkːeːnt
lábaknak	laːbɒknɒk
lábaknál	laːbɒknaːl
lábakon	laːbɒkon
lábakra	laːbɒkrɒ
lábakról	laːbɒkroːl
lábaktól	laːbɒktoːl
lábakért	laːbɒkeːrt
lábam	labom
lábam	laːbɒm
lábamat	laːbomɒt
lábamat	laːbɒmɒt
lábamat	ˈlaːbɒmɒt
lábammal	laːbɒmːɒl
lábamon	laːbɒmon
lábamra	laːbɒmrɒ
lábamról	laːbɒmroːl
lábas	laːbos
lábas	laːbɒʃ
lábas	laːvos
lábasok	laːbɒʃok
lábat	laːbɒt
lábatlan	laːbatlon
lábatlan	laːbatlɒn
lábatlan	laːbɒtlɒn
lábatlankodik	laːbɒtlɒnkoːdik
lábatlankodik	laːbɒtlɒŋkodik
lábatok	laːbɒtok
lábatokat	laːbɒtokɒt
lábatokat	ˈlaːbɒtokɒt
lábatokon	laːbotoˈkun
lábatokon	laːbɒtokon
lábatokon	lɑːvatokon
lábazatból	ˈlaːbɒzɒtboːl
lábba	laːbːɒ
lábbal	laːbːɒl
lábbal	ˈlaːbɒl
lábban	laːbːɒn
lábbeli	laːbːɛli
lábbelik	laːbːɛlik
lábbilincs	laːbːilintʃ
lábbilincsek	laːbːilintʃɛk
lábbá	laːbːaː
lábból	laːbːoːl
lábfej	laːpfɛj
lábfejek	laːpfɛjɛk
lábfejpanasz	labfejponos
lábfürdő	laːtfyrdø
lábgomba	laːbgombɒ
lábgyantázás	laːpɟɒntaːzaːʃ
lábhoz	laːbhoz
lábhoz	laːphoz
lábig	laːbig
lábikra	laːbikro
lábjegyzet	laːbjɛɟzɛt
lábjegyzetek	laːbjɛɟzɛtɛk
lábként	laːpkeːnt
lábköröm	laːpkørym
lábközepek	laːpkøzɛpɛk
lábközép	laːpkøzeːp
lábközépcsont	laːpkøzeːptʃont
lábközépcsontok	laːpkøzeːptʃontok
lábléc	laːbleːts
láblógatás	ˈlaːbloːgɒtɒʃ
lábmunka	laabmunko
lábmunkát	laːbmunkat
lábnak	laːbnɒk
lábnyom	laabɲum
lábnyom	laːbɲom
lábnyomok	laːbɲomok
lábnyomokat	laːbɲomokaːt
lábnyomot	laːbɲomoːt
lábnál	laːbnaːl
lábod	laːbot
lábon	labon
lábon	laːbon
lábon	ˈlaːbon
lábperec	laːpːɛrɛt
lábpereccel	lɑpbɛrɛtstsɛ
lábra	laːbrɒ
lábra	ˈlaːbrɒ
lábról	laːbroːl
lábszagot	laːpsɒgot
lábszár	laːpsaːr
lábszárak	laːpsaːrɒk
lábszármelegítő	laːpsaːrmɛlɛgiːtøː
lábtartó	laːptɒrtoː
lábtartó	ˈlaːbtɒrtoː
lábtartók	laːptɒrtoːk
lábtyű	laːpcyː
lábtámaszok	laːptaːmɒsok
lábtól	laːptoːl
lábtörlő	laːptørløː
lábtörlő	laːptɛrlø
lábtörlők	laːptørløk
lábtörlők	laːptørløːk
lábtörés	laːbdørɛʃ
lábtörést	ˈlaːptøreʃt
lábtövek	laːptøvɛk
lábtő	laːptøː
lábtőcsont	laːptøːtʃont
lábtőcsontok	laːptøːtʃontok
lábujj	laːbujː
lábujj	ˈlaːbuj
lábujjak	laːbujɒk
lábujjak	laːbujːɒk
lábujjhegy	laːbujɦɛɟ
lábujjhegyen	laːbujɦɛɟɛn
lábujjhegyen	ˈlaːbujjɛɟɛn
lábujjközös	laːbujkøzøʃ
lábujjperc	laːbujpɛrts
lábuk	laːbuk
lábuk	laːbuːk
lábukat	laːbukɒt
lábukon	laːbukon
lábunk	laːbuŋk
lábunkat	laːbuŋkɒt
lábunkon	laːbuŋkon
lábzsámoly	laːbʒaːmoj
lábzsámolyok	laːbʒaːmojok
lábán	laːbaːn
lábánál	labaːnal
lábánál	laːbaːnaːl
lábápolás	laːbaːpolaːʃ
lábápolás	laːbaːpoˈlaːʃ
lábára	laːbaːra
lábára	laːbaːrɒ
lábáról	laːbaːroːl
lábáról	laːbaːroːr
lábáról	laːbaːrʊl
lábát	laːbaːt
lábával	laːbaːl
lábé	laːbeː
lábért	laːbeːrt
lábú	laːbuː
láda	lado
láda	laːdɒ
ládagyár	laːdɔɟaːr
ládika	laːbika
ládika	laːdikɒ
ládikó	laːdikoː
ládikók	laːdikoːk
ládába	ˈlaːdaːbɒ
ládában	ˈlaːdaːbɛn
ládák	laːdaːk
ládákat	ˈlaːdaːkɒt
ládát	laːdaːt
lágy	laːɟ
lágyabb	laːɟɒbː
lágyabban	laːɟɒbːɒn
lágyan	laːɟɒn
lágyan	laːɟːɔn
lágyan	ˈlaːjɒn
lágybogár	laːdbogaːr
lágytojás	laːctojaːʃ
lágytojás	laːɟdoʝaːʃ
lágytojások	laːctojaːʃok
lágyul	laːɟul
lágyuló	laːɟuloː
lágyék	laːɟeːk
lágyékcsatorna	laːɟeːktʃɒtornɒ
lágyékfertőzés	ˈlaːɟeːkfɛrtøːzeːʃ
lágyékfertőzések	ˈlaːɟeːkfɛrtøːzeːʃɛk
lágyéki	laːɟeːki
lágyékok	laːɟeːkok
lágyéksérv	laːɟeːkʃeːrv
lágyéksérv	ˈlaːɟeːkʃeːrf
lágyéksérvek	laːɟeːkʃeːrvɛk
lágyéktáji	laːɟɛːktaːji
lágyít	laːɟit
lájkol	laːjkol
lájnol	laːjnol
lám	laːm
láma	lamo
láma	laːmɒ
lámpa	lampo
lámpa	laːmpɒ
lámpaernyő	laːmpɒɛrɲøː
lámpaernyők	laːmpɒɛrɲøːk
lámpafény	lampoveni
lámpafény	laːmpɒfeːɲ
lámpafények	laːmpɒfeːɲɛk
lámpagyújtogató	laːmpɒɟuːjtogɒtoː
lámpagyújtogató	laːmpɒɟuːjtogɒtɒ
lámpagyújtogatók	laːmpɒɟuːjtogɒtoːk
lámpaláz	laːmpɒlaːz
lámpalázak	laːmpɒlaːzɒk
lámpaoszlop	lampauslob
lámpavas	laːmpɒvɒs
lámpis	lampis
lámpája	lampajo
lámpája	laːmpaːʝɒ
lámpájuk	lɑːmpaːjuk
lámpák	lampak
lámpák	laːmpaːk
lámpákat	laːmpaːkɒt
lámpánk	lampank
lámpánál	laːmpaːnaːl
lámpás	laːmpaːs
lámpás	laːmpaːʃ
lámpások	laːmpaːʃok
lámpást	laːmpaːʃt
lámpát	lampat
lámpát	laːmpaːt
lámpával	laːmpɒvɒl
lámák	laːmaːk
lánc	laːnts
láncfűrész	laːntsfyːreːs
láncfűrészek	laːntsfyːreːsɛk
lánchíd	laːntshiːd
lánckereskedelem	laːntskɛrɛʃkɛdɛlɛm
láncok	laːntsok
láncolat	lantsulɑt
láncolat	laːntsolɒt
láncolva	ˈlaːntsolvɒ
láncot	laːŋkot
láncra	laːntsrɒ
láncszem	lantsɛm
láncszem	laːntssɛm
láncszem	laːntsɛm
láncszemek	laːntssɛmɛk
láncszilikátok	lantssɪlɪkaːtok
lánctalp	laːntstɒlp
lánctányér	lanztaːɲer
lánczáró	lantz̝aɾo
láncöltés	laːntsøːteːʃ
lándzsa	laːndʒɒ
lándzsa	ˈlaːndʒɒ
lándzsahegy	laːndʒɒɦɛɟ
lándzsahegyek	laːndʒɒɦɛɟɛk
lándzsák	laːndʒaːk
lándzsát	ˈlaːndʒaːt
láng	laŋ
láng	laːŋ
láng	laːŋg
lángba	laːŋbɒ
lángelme	laŋgɛlmɛ
lángelme	laːŋgɛlmɛ
lángelmék	laːŋgɛlmeːk
lángeszek	laːŋgɛsɛk
lángfestés	laːŋgvɛʃteːʃ
lángja	landjo
lángja	laːŋʝɒ
lángok	laːŋgok
lángok	lɛŋgok
lángokat	laːŋkogɒt
lángokban	laːŋgobɛŋ
lángol	laːŋgol
lángol	lngol
lángoló	laːŋgoloː
lángos	laːŋgoʃ
lángosok	laːŋgoʃok
lángossütő	laːngosʃytø
lángost	laːŋgoʃt
lángot	laːŋgot
lángra	langro
lángra	laːŋra
lángszóró	laːŋksoːroː
lángvirág	lɒŋgviraːg
lángész	laːŋgeːs
lánnyal	laɲːɔl
lánnyal	laːɲːɒl
lány	laːɲ
lánya	laɲo
lánya	laːɲɒ
lánya	ˈlaːɲɒ
lányai	laːɲɒi
lányaid	ˈlaːjɒjɪd
lányaim	laːɲaːjim
lányaimat	laːɲɒimɒt
lányaink	laːɲaːiŋk
lányait	laːɲaːit
lányba	laːɲbɒ
lányban	laːɲbɒn
lányból	laːɲboːl
lányhoz	laːɲhoʒ
lányka	laːɲkɒ
lánykereskedő	laːɲkɛrɛʃkɛdø
lánykori	laːɲkoːri
lánynak	laːɲnɒk
lánynak	ˈlaːɲnɒk
lánynál	laːɲnaːl
lányod	laːɲod
lányodat	laːɲoːdat
lányoddal	laːɲodːal
lányodnak	laːɲodnɒk
lányok	laːɲok
lányok	laːɲɔk
lányokat	laːɲokot
lányokat	laːɲokɒt
lányokhoz	laːɲokhoz
lányokkal	laːɲokːal
lányokkal	laːɲokːɒl
lányoknak	laːɲoːknɒk
lányokra	laːɲokrɒ
lányokról	laːɲoːkroːl
lányoktól	laːɲoktoːl
lányokért	laːɲoːkeːrt
lányom	laːɲom
lányom	laːɲʊm
lányomat	laːɲomɒt
lányomhoz	laːɲomhoz
lányommal	laːɲomːal
lányomnak	laːɲomnɒk
lányomra	laːɲomrɒ
lányomról	laːɲomɾol
lányomtól	laːɲomtoːl
lányomért	laːɲomert
lányon	laːɲon
lányos	laːɲoʃ
lányosabb	laːɲoʃɒbː
lányra	laːɲrɒ
lányra	laːɲrɔ
lányról	ˈlaːɲroːl
lányt	laːnit
lányt	laːɲt
lánytestvér	lajɲtɛʃtveːr
lánytestvér	laːɲtɛʃtveːr
lánytól	laːɲtoːl
lányuk	laːɲuk
lányukat	laːɲukaːt
lányunk	laːɲuŋk
lányunkat	laːɲuŋkaːt
lányunoka	laːɲuːlokɒ
lányának	laːɲaːnɛk
lányára	laːɲaːrɒ
lányáról	laːɲaːɾol
lányát	laːɲat
lányát	laːɲaːt
lányával	laːɲɒvɒl
lányé	laːɲeː
lányért	laːɲeːrt
láp	lap
láp	laːp
lápbuzogány	lɒpbuzoˈgɒɲ
lápok	laːpok
lápokat	laːpokɒt
lápos	laːpoʃ
lápot	laːpot
lápvidék	laːbfiːdeːk
lápú	laːpuː
lárifári	larifari
lárifári	laːrifaːri
lárma	laːrmɒ
lármafa	larmofɔ
lármán	laːrmaːn
lármás	laːrmas
lármát	laːrmaːt
lármával	laːrmaːvɒl
lármáz	larmæs
lárva	laːrvɒ
lárvaállapot	laːrvɒɒːnlɒpot
lárvaállapota	laːrvɒaːnlɒputɒ
lárvák	laːrvaːk
lárvák	lˈaːrvaːk
lásd	laːʃd
lásd	laːʒd
lásd	laːʒt
láss	laːʃ
láss	laːʃː
lássa	laːʃɒ
lássa	laːʃːɒ
lássa	ˈlaːʃɒ
lássad	laːʃɒd
lássad	laːʃːɒd
lássak	laːʃːɒk
lássak	ˈlaːʃɒk
lássalak	laːʃːɒlɒk
lássalak	ˈlaːʃɒlɒk
lássam	laːʃːɒm
lássam	ˈlaːsɒm
lássanak	laːʃːɒnɒk
lássanak	ˈlaːʃɒnɒk
lássatok	laːʃːɒtok
lássatok	ˈlaːʃɒtok
lásson	lason
lásson	laːʃːon
lássuk	laːrʃuːk
lássuk	laːʃːuk
lássuk	ˈlaːʃuk
lássunk	laːʃːuŋk
lássunk	ˈlaːʃuŋk
lássák	lassʃaːk
lássák	laːʃːaːk
lássák	ˈlaːʃaːk
lássál	laːʃːaːl
lássátok	laːʃːaːtok
lássátok	ˈlaːʃaːtok
lászló	laslo
lászló	laːsloː
lászló	ˈlaːsloː
lászlóék	laslueg
lát	lat
lát	laːt
látatlan	laːtɒtlɒn
látatlanban	laːtotlɒmbɒn
látatlanban	laːtɒtlɒmbɒn
látens	laːtɛnʃ
láthasd	ˈlaːtɒʃd
láthassa	ˈlaːtɒʃːɒ
láthassalak	ˈlaːθɒʃɒlɒk
láthassam	laːθɒʃːɒm
láthasson	ˈlaːtɒʃːon
láthassuk	ˈlaːθɒʃuk
láthassák	ˈlaːtɒʃːaːk
láthat	laːthɒt
láthat	laːtɒt
láthatatlan	laːthɒtɒtlɒn
láthatatlanabb	laːthɒtɒtlɒnɒbː
láthatatlanná	ˈlaːtɒtɒlɒnːɒ
láthatatlanok	ˈlaːtɒtɒlɒnok
láthatatlanság	laːthɒtɒtlɒnʃaːg
láthatja	laːt˦a˥˩tjɑ
láthatja	ˈlaːtɒcjɒ
láthatjuk	lɑːthotʃok
láthatjátok	ˈlaːtɒcːɒtok
láthatlak	laːtɒlɒk
láthatnak	ˈlaːtɒtnɒk
láthatná	ˈlaːtɒtːnɒ
láthatnád	ˈlaːtɒtnaːd
láthatnánk	ˈlaːtɒtnaːŋk
láthatod	laːtaːtod
láthatod	lɑthɒtˈod
láthatom	ˈlaːtɒtom
láthatott	ˈlaːtɒhotː
láthatsz	ˈlaːtɒtʃ
láthatta	maːtʃotːo
láthatta	ˈlaːtɒtːɒ
láthattad	ˈlaːthɒtːɒd
láthattam	ˈlaːthɒtːɒm
láthattuk	lɒthotːuk
láthattuk	ˈlaːthɒtːuk
láthattunk	laːthɒtːug
láthatták	ˈlaːtɒtːɒk
láthatunk	laːthotunk
láthatunk	ˈlaːtɒtunk
láthatár	laːthɒtaːr
láthatáron	laːthɒtaːron
láthatáron	ˈlaːtɒtaːron
látható	laːthɒtoː
láthatóak	laːthɒtoːɒk
láthatóan	laːthɒtoːɒn
láthatóan	ˈlaːtaːon
láthatóbb	laːthɒtoːbː
láthatók	laːthotɒk
láthatók	laːthɒtoːk
láthatólag	ˈlaːtoːlaːg
láthatóság	laːthɒtoːʃaːg
látja	latʃo
látja	laːcːɒ
látja	laːtjɒ
látjuk	laːcːuk
látjuk	ˈlaːtjuk
látják	laːcːaːk
látják	ˈlaːcaːk
látlak	laːtlak
látlak	laːtlaːk
látlak	laːtlɒk
látlelete	latlɛlɛtɛ
látna	laːtnɒ
látnak	laːtnɒk
látnak	lɒtnɒk
látni	laːsni
látni	laːtni
látni	lətni
látnia	laːtnijɒ
látniuk	laːtnijuk
látniuk	laːtniuk
látnivaló	laːtnivaloː
látnivaló	laːtnivɒloː
látnivaló	lɛtnivɒloː
látnod	laːtnod
látnod	laːtnoːd
látnok	laːtnok
látnok	laːtnɔk
látnok	laːtnˈok
látnoki	laːtnoʊki
látnokok	laːtnokok
látnom	laːtnom
látnom	laːtnoːm
látnotok	laːtnotok
látnotok	laːtnoːtɔk
látnunk	laːtnunk
látnunk	laːtnuŋk
látná	laːtnaː
látná	laːtsnaː
látnád	laːtnaːd
látnák	laːtnaːk
látnál	laːtnaːl
látnálak	laːtnaːlɒk
látnám	laːtnaːm
látnának	laːtnaːnɒk
látnának	ˈlaːtnaːnɛk
látnánk	laːtnaːŋk
látnátok	laːtnaːtok
látnék	laːtneːk
látod	laːtod
látod	lɒtod
látogasd	laːtogɒʃt
látogasd	ˈlaːtogɒʃd
látogass	ˈlaːtogɒʃ
látogassa	ˈlaːtogɒʃːɒ
látogasson	ˈlaːtogɒʃon
látogassuk	ˈlaːtogɒʃuk
látogat	laːtogɒt
látogat	ˈlaːtogɒt
látogatható	laːtogɒdɦɒtoː
látogatható	laːtogɒthɒtoː
látogatja	ˈlaːtogɒcjɒ
látogatna	laːtogɒtɒ
látogatni	laːtogɒtnˈi
látogatni	ˈlaːtogɒtnʲi
látogatnom	ˈlaːtogɒtnom
látogatok	laːtogɒtok
látogatom	ˈlaːtogɒtom
látogatott	ˈlaːtogɒtot
látogatottság	laːtogɒtotʃːaːg
látogatta	laːtogɒtːɒ
látogatta	laːtugɒtːɒ
látogatta	ˈlaːtogɒtːɒ
látogattam	ˈlaːtogɒtːɒm
látogatták	laːtogɒtːaːk
látogatás	laːtogɒtaːʃ
látogatás	laːtugɒtaːʃ
látogatás	ˈlaːtogɒtaːʃ
látogatása	laːtogɒtaːʃɒ
látogatása	ˈlaːtogɒtaːʃɒ
látogatásnak	lɒtoːgɒtaːʃnɒg
látogatásra	ˈlaːtogɒʃrɒ
látogatást	lɒːtogɒtaːʃt
látogatást	ˈlaːtogɒʃt
látogatását	ˈlaːtogɒtaːʃ
látogató	latugato
látogató	laːtogotu
látogató	laːtogɒtoː
látogató	ˈlaːtogɒtoː
látogatóba	ˈlaːtogɒtoːbɒ
látogatóban	ˈlaːtogɒtobɒn
látogatód	ˈlaːtogɒtoːd
látogatói	laːtogɒtoːji
látogatói	ˈlaːtogɒtoji
látogatója	ˈlaːtogɒtoːjɒ
látogatók	laːtogɒtoːk
látogatók	laːtogɒtɒk
látogatók	ˈlaːtogɒtoːk
látogatókat	ˈlaːtogɒtoːkɒt
látogatóközpont	laːtogɒtɒˈkøʃpɒnt
látogatónk	ˈlaːtogɒtoːŋk
látogatót	laːtugɒtoːt
látogatót	ˈlaːtogɒtoːt
látok	laːtok
látok	ˈlaːtok
látom	latom
látom	laːtom
látom	laːtʊm
látom	ˈlaːtom
látomás	laːtomaːʃ
látomás	ˈlaːtomaːʃ
látomása	ˈlaːtomaːʃɒ
látomásai	ˈlaːtomaːʃɒi
látomásaim	ˈlaːtomaːʃɒjim
látomásod	ˈlaːtomɒʃɒd
látomások	laːtomaːʃok
látomások	ˈlaːtomaːʃok
látomásom	ˈlaːtomaːʃom
látomást	laːtomaːʃt
látomást	ˈlaːtomaːʃt
látott	laːtotː
látott	ˈlaːtot
látssz	laːtsː
látsszanak	laːtsːɒnɒk
látsszunk	laːtsːuŋk
látsz	lats
látsz	laːtsː
látsz	laːtʃ
látszanak	laːtsɒnɒk
látszanak	laːtsːɒnɒk
látszanak	ˈlaːtsɒnɒk
látszani	laːtsɔni
látszat	laːtsot
látszat	laːtsːɒt
látszat	laːtʃɒt
látszatkiegyezés	laːtsɒdkiɛɟɛzeːʃ
látszatok	laːtsːɒtok
látszatot	laːtʃɒtot
látszer	laːtsːɛr
látszerész	laːtsɛreːs
látszerész	laːtsːɛreːs
látszerészek	laːtsɛreːsɛk
látszik	laːtsːik
látszik	laːtʃik
látszom	laːtʃom
látszott	laːtsotː
látszunk	laːtsːuŋk
látszó	laːtsːoː
látszódik	laːtsːoːdik
látszólag	laːtsoːlɒg
látszólag	laːtsːoːlaːg
látszólag	laːtsːoːlɒg
látszólagos	laːksoːlɒgoʃ
látszólagos	laːtsːoːlɒgoʃ
látszólagos	ˈlaːtsoːlɒgoʃ
látszólagosabb	laːtsːoːlɒgoʃɒbː
látta	latːo
látta	laːtːɒ
látta-e	ˈlaːtːɒɛ
láttad	laːtːod
láttad	laːtːɒd
láttad	ˈlaːtːɒd
láttak	laːtːɒk
láttak	ˈlaːtːɒk
láttalak	laːtːɒlɒk
láttalak	ˈlaːtːɒlɒk
láttam	laːtːɒm
láttam	laːtːɔm
láttam	ˈlaːtːɑm
láttamoz	lɒtːɒmoːz
láttatok	laːtːɒtok
