00-ig	ɒːg
lotaringia	lotɒriŋgijɒ
lót	loːt
lótsz	loːtsː
lőtted	løːtːɛd
lőtték	løːtːek
lőttek	løːtːɛk
lőttelek	løːtːɛlɛk
lőttél	løːtːɛl
lőtte	løːtːɛ
lotte	lotːɛ
lőttem	løːtːɛm
lotti	lotːi
lőtt	løːt
lőtt	løːtː
lottó	ˈlotːoː
lottó	lotːoː
lottón	lotːoːn
lottót	lotːoːt
lőttünk	løːtːyŋk
lötty	løcː
lotus	loːtus
lótusz	loːtus
lótusz	loːtuʃ
lótuszok	loːtusok
lotyó	locoː
lotyó	loˈtjoː
louie	luːjɛ
louisa	luːjʃɒ
louisban	luːisbɒn
louise	luːjʃɛ
louisiana	luːjʃɒnɒ
louis	luːis
lou	luː
lovad	lovɒd
lovagba	lovɒgbɒ
lovagban	lovɒgbɒn
lovagból	lovɒgboːl
lovagért	lovɒgeːrt
lovaggal	lovɒgːɒl
lovaggá	lovɒgːaː
lovaggá	lovɒgːɒ
lovaghoz	lovɒkhoz
lovagiasabb	lovɒgijɒʃɒbː
lovagias	ˈlovɒgiɒʃ
lovagias	lovɒgijɒʃ
lovagiatlanabb	lovɒgijɒtlɒnɒbː
lovagiatlan	lovɒgijɒtlɒn
lovagig	lovɒgig
lovagi	lovɒgi
lovagjaid	lovɒgjɒjid
lovagjaik	lovɒgjɒjik
lovagjai	lovɒgjɒj
lovagjai	lovɒgjɒji
lovagjaim	lovɒgjɒjim
lovagjaink	lovɒgjɒjiŋk
lovagjaitok	lovɒgjɒjitok
lovagja	lovɒgjɒ
lovagjuk	lovɒgjuk
lovagként	lovɒkːeːnt
lovaglás	lovɒglaːʃ
lovaglások	lovɒglaːʃok
lovag	lovɒg
lovagnak	lovɒgnɒk
lovagnál	lovɒgnaːl
lovagod	lovɒgod
lovagokat	lovɒgokɒt
lovagokba	lovɒgogbɒ
lovagokban	lovɒgogbɒn
lovagokból	lovɒgogboːl
lovagokért	lovɒgokeːrt
lovagokhoz	lovɒgokhoz
lovagokig	lovɒgokig
lovagokkal	lovɒgokːɒl
lovagokká	lovɒgokːaː
lovagokként	lovɒgokːeːnt
lovagok	lovɒgok
lovagoknak	lovɒgoknɒk
lovagoknál	lovɒgoknaːl
lovagokon	lovɒgokon
lovagokra	lovɒgokrɒ
lovagokról	lovɒgokroːl
lovagoktól	lovɒgoktoːl
lovagol	lovɒgol
lovagolni	lovɒgoln
lovagolsz	lovɒgolʃ
lovagoltam	lovɒgoltɒm
lovagolt	lovɒgolt
lovagom	lovɒgom
lovagon	lovɒgon
lovagot	ˈlovɒgot
lovagot	lovɒgot
lovagotok	lovɒgotok
lovagra	lovɒgrɒ
lovagrend	lovɒgrɛnd
lovagról	lovɒgroːl
lovagtól	lovɒktoːl
lovagunk	lovɒguŋk
lovakat	lovɒkɒt
lovakhoz	lovɒkhoz
lovakkal	ˈlovɒkːɒl
lovak	lovɒk
lovak	loʋɒk
lovaknak	lovɒknɒk
lovakra	lovɒkrɒ
lovaktól	lovɒktoːl
lóval	loːvɒl
lóvá	loːvaː
lova	lovɒ
lovamat	lovɒmɒt
lovam	lovɒm
lovas	lovɒʃ
lovasok	lovɒʃok
lovassági	lovɒʃːaːgi
lovasság	lovɒʃːaːg
lovasság	lovɒʃːɒʃː
lovasságok	lovɒʃːaːgok
lovassport	lovɒʃport
lovassportok	lovɒʃportok
lovastusák	lovɒʃtuʃaːk
lovastusa	lovɒʃtuʃɒ
lovászi	lovaːsi
lovász	lovaːs
lovászok	lovaːsok
lovat	lovɒt
lovát	lovɒt
lövedékek	løvɛdeːkɛk
lövedéket	løvɛdeːkɛt
lövedék	ˈløvɛdeːk
lövedék	løvɛdeːk
love	ɛɾɛ
lövegek	løvɛgɛk
löveg	løvɛg
lövell	løvɛlː
lóvé	loːveː
lőve	løːvɛ
lóversenyek	loːvɛrʃɛɲɛk
lóverseny	loːvɛrʃɛɲ
lóversenypályák	loːvɛrʃɛɲpaːjaːk
lóversenypálya	loːvɛrʃɛɲpaːjɒ
lóversenyzés	loːvɛrʃɛɲzeːʃ
lövéseket	løveːʃɛkɛt
lövések	løveːʃɛk
lövések	løveːʃk
lövésem	ˈløveːʃɛm
lövés	løveːʃ
lövésre	ˈløveːʃrɛ
lövéssel	ˈløveːʃɛl
lövést	løveːʃt
lövészek	løveːsɛk
lövészek	ˈløveːʃɛk
lövész	løveːs
lövész	ˈløveːʃ
lövészt	ˈløveːʃt
lóvét	loːveːt
lövik	ˈløvig
lovi	lovi
lövi	løvi
lövöd	løvød
lövök	løvøk
lövöldözésben	ˈløvøldøzeːʃbɛn
lövöldözések	løvøldøzeːʃɛk
lövöldözés	ˈløvøldøzeːʃ
lövöldözés	løvøldøzeːʃ
lövöldözésről	ˈløvøldøzeːʃrøːl
lövöldözést	ˈløvøldøzeːst
lövöldöznek	ˈløvøldøːnɛk
lövöldözni	ˈløvøldøʒni
lövöldöző	ˈløvøldøːʒøː
lövöldözött	ˈløvøldøzøtː
lövő	løvøː
lövöm	løvøm
lovon	lovon
lövünk	løvynk
lowell	loʊɛl
lowe	loʋɛ
lőw	løːv
lowry	loːri
lsd	ɛlɛzdɛ
lsd	ɛlɛʒdeː
lsmered	ɛʃmɛrɛd
lsmerem	ɛlʃmɛrɛm
lsmeri	ɛʃmɛri
lstenem	ˈlʃtɛnɛm
lsten	ˈlʃtɛn
lt	lt
ltt	ɬɛtː
luca	luːtsɒ
lucas	luːtʃɑs
lucast	luːtʃɒʃ
luce	luːtʃɛ
lucerna	lutsɛrnɒ
lucfajd	lutsfɒjd
lucfajdok	lutsfɒjdok
lucfenyők	lutsfɛɲøːk
lucfenyő	lutsfɛɲøː
lucia	luːtʃiɒ
lucian	luːtʃiɒn
luciano	luːtʃjɒno
lucien	luːtʃjen
lucifer	luːtʃifɛr
lucille	luːtʃilːɛ
lucinda	luːtʃinda
lucious	luːtʃjoːs
lucius	luːtʃiʃ
lucky	luːtʃi
luc	luːtʃ
lucrezia	luːtʃɛziɒ
lucska	lutʃkɒ
lucsok	lutʃok
lucy	luːtʃi
lucynak	luːtsinɒk
lucyt	luːtʃ
ludak	ludɒk
lúdláb	luːdlaːb
lúd	luːd
ludwig	luːdvik
lufik	lufik
lufi	luːfi
lufit	lufit
luftballon	luvdbɒlːon
lugas	lugɒʃ
lugasok	lugɒʃok
lúg	luːg
lúgos	luːgoʃ
luigi	luːji
luisa	luːʃɒ
luis	lujs
lukács	lukaːtʃ
lukai	lukɒji
luka	luːkɒ
luka	lukɒ
lukas	luːkɒʃ
luke-kal	luːkɛkɒl
luke	luːkɛ
lüke	lykɛ
luke-nak	luːkɛnɒk
luke-ot	luːkɛt
luk	luk
lüktet	lyktɛt
lüktető	lyktɛtøː
lu	lu
lulu	lulu
lumma	lumːɒ
lump	lump
lumpok	lumpok
luna	lunɒ
lund	luːnd
lundy	luːndi
lung	luŋg
lupe	luːpɛ
lupo	luːpo
lurkók	lurkoːk
lurkó	lurkoː
lustább	luʃtaːbː
lusták	lustɒk
lusták	luʃtaːk
lustálkodik	luʃtaːlkodik
lusta	lustɒ
lusta	luʃtɒ
lustaság	ˈlustɒʃaːg
lustaság	luʃtɒʃaːg
lustaságok	luʃtɒʃaːgok
lutécium	luteːtsijum
lutheránus	lutɛraːnuʃ
luther	luːtɛr
luthor	luːtor
lutz	luʦ
luxembourg	luksɛmburg
luxemburgi	luksɛmburgi
luxemburg	luksɛmburg
lux	lukʃ
luxushajó	luksuʃhɒjoː
luxus	luksuʃ
luxus	luxus
luxusszálló	luksuʃsaːlːoː
luxust	ˈluksust
lúzerek	luːzeːrek
lúzer	luːzɛr
lv	ɾv
lxs	ʟɒʃ
lydia	ˈliːdjɒ
ly	ɛjː
ly	ɛlːipsilon
ly	j
lyla	ˈlɨlɒ
lyle	ˈjɛ
lyman	ˈlɪmɒn
lynch	lynʧ
lynda	ˈlindɒ
lyndon	ˈlɨndɔn
lyndsey	ˈlɛndʃɛj
lynette	ˈlɛnɛtːɛ
lynne	ɬinɛ
lynn	lɨn
lyon	ˈljon
lyukad	jukɒd
lyukaid	jukɒjid
lyukai	jukɒji
lyukaik	jukɒjik
lyukaim	jukɒjim
lyukaink	jukɒjiŋk
lyukaitok	jukɒjitok
lyuka	jukɒ
lyukakat	lyukɒkɒt
lyukak	jukɒk
lyukak	ˈlyukɒk
lyukam	jukɒm
lyukas	ˈlyukɒʃ
lyukaszt	jukɒst
lyukat	lyuˈkɒt
lyukatok	jukɒtok
lyukba	jugbɒ
lyukba	lyukbɒ
lyukban	lyukbɒn
lyukból	ˈjukboːl
lyuk	juk
lyukkal	lyukːɒl
lyukkamera	jukːɒmɛrɒ
lyukkártya	jukːaːrcɒ
lyuk	lyuk
lyukon	ˈjukon
lyukra	jukrɒ
lyukuk	jukuk
lyukunk	jukuŋk
mába	maːbɒ
mában	maːbɒn
mabel	ˈmɒbɛl
mából	maːboːl
macarthur	ˈmɒtʃɒrtʃʊr
macbeth	ˈmɒtʃbɛtʃ
macdonald	ˈmɒtskɒlːd
macedónia	mɒtsɛdoːnijɒ
macedón	mɒtsɛdoːn
macedónok	mɒtsɛdoːnok
mace	ˈmɒtʃɛ
macesz	mɒtsɛs
macgyver	ˈmɒtʃɟɛvɛr
machete	ˈmɒtʃɛtɛ
machinációk	mɒɦinaːtsijoːk
machináció	mɒɦinaːtsijoː
maci	ˈmɒtsi
maci	mɒtsi
macis	mɒtsiʃ
macit	ˈmɒtsiːt
mackenzie	ˈmɒtʃiːni
mackey	ˈmɒtʃɛj
mack	ˈmɒtʃ
mackók	mɒtskoːk
mackó	mɒtskoː
mackó	ˈmɒtʃoː
mackós	mɒtskoːʃ
mackósok	mɒtskoːʃok
macleish	ˈmɒtʃlɛɪʃ
mac	ˈmɒts
macskabaglyok	mɒtʃkɒbɒgjok
macskabagoly	mɒtʃkɒbɒgoj
macskád	ˈmɒtʃkaːd
macskád	mɒtʃkaːd
macskaeledel	mɒtʃkɒɛlɛdɛl
macskáért	mɒtʃkaːjeːrt
macskagyökér	mɒtʃkɒɟøkeːr
macskáid	mɒtʃkaːjid
macskáig	mɒtʃkaːjig
macskáik	mɒtʃkaːjik
macskái	mɒtʃkaːji
macskáim	mɒtʃkaːjim
macskáink	mɒtʃkaːjiŋk
macskáitok	mɒtʃkaːjitok
macskajaj	mɒtʃkɒjɒj
macskája	ˈmɒtʃkaːjɒ
macskája	mɒtʃkaːjɒ
macskáját	ˈmɒtʃkaːjɒt
macskájuk	mɒtʃkaːjuk
macskákat	mɒtʃkaːkɒt
macskákat	ˈmɒtʃkɒkɒt
macskaként	mɒtʃkɒkeːnt
macskákért	mɒtʃkaːkeːrt
macskákig	mɒtʃkaːkig
macskákkal	mɒtʃkaːkːɒl
macskákká	mɒtʃkaːkːaː
macskákként	mɒtʃkaːkːeːnt
macskák	ˈmɒtʃkaːk
macskák	mɒtʃkaːk
macskáknak	mɒtʃkaːknɒk
macskakő	mɒtʃkɒkøː
macskaköröm	mɒtʃkɒkørøm
macskakövek	mɒtʃkɒkøvɛk
macska	ˈmɒtʃkɒ
macska	mɒtʃkɒ
macskamenta	mɒtʃkɒmɛntɒ
macskám	ˈmɒtʃkaːm
macskám	mɒtʃkaːm
macskának	mɒtʃkaːnɒk
macskának	ˈmɒtʃkɒnɒk
macskánk	mɒtʃkaːŋk
macskás	ˈmɒtʃkaːʃ
macskát	ˈmɒtʃkaːt
macskát	mɒtʃkaːt
macskátok	mɒtʃkaːtok
macskával	mɒtʃkaːvɒl
macskával	ˈmɒtʃkɒvɒl
macskává	mɒtʃkaːvaː
macsó	ˈmɒtʃoː
macy	maːtʃi
madách	mɒdaːtʃ
madagaszkár	mɒdɒgɒskaːr
madame	ˈmɒdɒmɛ
madám	ˈmɒdaːm
madám	mɒdaːm
madam	ˈmɒdɒm
madámok	mɒdaːmok
madarai	mɒdɒrɒji
madarakat	ˈmɒdɒrɒkɒt
madarakkal	ˈmɒdɒrɒkːɒl
madarak	ˈmɒdɒrɒk
madarak	mɒdɒrɒk
madara	ˈmɒdɒrɒ
madara	mɒdɒrɒ
madaras	mɒdɒrɒʃ
madarász	mɒdɒraːs
madarászok	mɒdɒraːsok
madarat	ˈmɒdɒrɒt
madarat	mɒdɒrɒt
madárdal	mɒdaːrdɒl
madárijesztők	mɒdaːrijɛstøːk
madárijesztő	mɒdaːrijɛstøː
madárijesztő	ˈmɒdaːrijɛʃtøː
madárka	ˈmɒdaːrkɒ
madárlátta	mɒdaːrlaːtːɒ
madár	ˈmɒdaːr
madár	mɒdaːr
madárnak	ˈmɒdaːrnɒk
madárpók	mɒdaːrpoːk
madártanilag	mɒdaːrtɒnilɒg
madártani	mɒdaːrtɒni
madártan	mɒdaːrtɒn
madártávlat	mɒdaːrtaːvlɒt
madártávlatok	mɒdaːrtaːvlɒtok
madden	ˈmɒdːɛn
maddie	ˈmɒɟi
maddox	ˈmɒdɒkʃ
maddy	ˈmɒdi
madeleine	ˈmɒdɛlɛn
madeline	ˈmɒdɛliːn
made	ˈmɒdɛ
mademoiselle	ˌmɒdɒmɒˈʃɛl
madge	ˈmɒdgɛ
madhu	ˈmɒdu
madison	ˈmɒdiʃon
mad	ˈmɒd
madonna	ˈmɒdonːɒ
madonna	mɒdonːɒ
madridba	ˈmɒdridbɒ
madridban	ˈmɒdridbɒn
madrid	ˈmɒdriːt
madrid	mɒdrid
madridon	mɒdridon
madrigál	mɒdrigaːl
madrigálok	mɒdrigaːlok
mads	ˈmɒtʃ
madzag	mɒdzːɒg
madzagok	mɒdzːɒgok
madzsong	mɒdʒoŋg
madzsongok	mɒdʒoŋgok
maeby	ˈmæɛbi
mae	maɛ
máért	maːjeːrt
maestro	ˈmɒɛstro
maffia	ˈmɒfːijɒ
maffia	mɒfːijɒ
maffiának	ˈmɒfːijɒnɛk
maffiózó	ˈmɒfːjoːzoː
magába	mɒgaːbɒ
magába	ˈmɒgɒbɒ
magában	mɒgaːbɒn
magában	ˈmɒgɒbɒn
magabiztosabb	mɒgɒbistoʃɒbː
magabiztosan	ˈmɒgɒbistɒʃɒn
magabiztosan	mɒgɒbistoʃɒn
magabiztos	ˈmɒgɒbistɒʃ
magabiztos	mɒgɒbistoʃ
magabiztosnak	ˈmɒgɒbistoːsnɒk
magabiztosság	ˈmɒgɒbistoːʃːaːg
magából	mɒgaːboːl
magából	ˈmɒgɒbɒʝ
magácska	ˈmɒgaːtʃkɒ
magadat	ˈmɒgɒdɒt
magadat	mɒgɒdɒt
magadba	ˈmɒgɒdbɒ
magadba	mɒgɒdbɒ
magadban	ˈmɒgɒdbɒn
magadban	mɒgɒdbɒn
magadból	mɒgɒdboːl
magadból	ˈmɒgɒdbool
magaddal	ˈmɒgɒdːɒl
magaddal	mɒgɒdːɒl
magaddá	mɒgɒdːaː
magadért	mɒgɒdeːrt
magadért	ˈmɒgɒdert
magadét	ˈmɒgɒdeːt
magadévá	ˈmɒgɒdevaː
magadfajta	ˈmɒgɒdfɒjtɒ
magadhoz	ˈmɒgɒdhoʒ
magadhoz	mɒgɒthoz
magadig	mɒgɒdig
magadként	mɒgɒtkeːnt
magad	ˈmɒgɒd
magad	mɒgɒd
magadnak	ˈmɒgɒdnɒk
magadnak	mɒgɒdnɒk
magadnál	ˈmɒgɒdnaːl
magadnál	mɒgɒdnaːl
magadon	ˈmɒgɒdon
magadon	mɒgɒdon
magadra	ˈmɒgɒdrɒ
magadra	mɒgɒdrɒ
magadról	mɒgɒdroːl
magadról	ˈmɒgɒdɾol
magadtól	ˈmɒgɒdtoːl
magadtól	mɒgɒtːoːl
magáéi	mɒgaːjeːi
magáé	ˈmɒgaːeː
magáé	mɒgaːjeː
magáénak	ˈmɒgaːɛnɒk
magáénak	mɒgaːjeːnɒk
magáért	mɒgaːjeːrt
magáért	ˈmɒgaːɾt
magáét	ˈmɒgaːɛt
magáévá	ˈmɒgaːɛvaː
magáévá	mɒgaːjeːvaː
magafajta	ˈmɒgɒfɒjtɒ
magafajta	mɒgɒfɒjtɒ
magához	mɒgaːɦoz
magához	ˈmɒgɒz
magáig	mɒgaːjig
magaként	mɒgɒkeːnt
magamat	ˈmɒgɒmɒt
magamat	mɒgɒmɒt
maga	ˈmɒgɒ
maga	mɒgɒ
magamba	ˈmɒgɒmbɒ
magamba	mɒgɒmbɒ
magamban	ˈmɒgɒmbɒn
magamban	mɒgɒmbɒn
magamból	ˈmɒgɒmboːl
magamból	mɒgɒmboːl
magamért	mɒgɒmeːrt
magamért	ˈmɒgɒmɛrt
magamét	ˈmɒgɒmet
magamfajta	ˈmɒgɒmfɒjtɒ
magamhoz	ˈmɒgɒmhoʒ
magamhoz	mɒgɒmɦoz
magamig	mɒgɒmig
magamként	mɒgɒmkeːnt
magammal	ˈmɒgɒmːɒl
magammal	mɒgɒmːɒl
magammá	mɒgɒmːaː
magam	ˈmɒgɒm
magam	mɒgɒm
magamnak	ˈmɒgɒmnɒk
magamnak	mɒgɒmnɒk
magamnál	ˈmɒgɒmnaːl
magamnál	mɒgɒmnaːl
magamon	ˈmɒgɒmon
magamon	mɒgɒmon
magamra	ˈmɒgɒmrɒ
magamra	mɒgɒmrɒ
magamról	ˈmɒgɒmroːl
magamról	mɒgɒmroːl
magamtól	mɒgɒmtoːl
magamtól	ˈmɒgɒmtol
magának	ˈmɒgaːnɒk
magának	mɒgaːnɒk
magánál	mɒgaːnaːl
magánál	ˈmɒgaːnal
magáncég	mɒgaːntseːg
magánélete	ˈmɒgaːneːlɛtɛ
magánéletem	ˈmɒgaːneːlɛtɛm
magánéletét	ˈmɒgaːneːlɛtɛt
magánélet	ˈmɒgaːneːlɛt
magánélet	mɒgaːneːlɛt
magánhangzók	mɒgaːnɦɒŋgzoːk
magánhangzó	mɒgaːnɦɒŋgzoː
magánhasználat	mɒgaːnɦɒsnaːlɒt
magániskolába	ˈmɒgaːnʲiʃkolaːbɒ
magániskolák	mɒgaːniʃkolaːk
magániskola	mɒgaːniʃkolɒ
magánjellegű	ˈmɒgaːɲɛlːɛgyː
magánkívül	mɒgaːŋkiːvyl
magán	ˈmɒgaːn
magán	mɒgaːn
magánmegállapodás	mɒgaːmːɛgaːlːɒpodaːʃ
magánnyomozó	mɒgaːɲːomozoː
magánnyomozó	ˈmɒgaːɲɲomozoː
magánnyomozót	ˈmɒgaːɲɲomozoːt
magánszemélyek	mɒgaːnsɛmeːjɛk
magánszemély	mɒgaːnsɛmeːj
magántanár	mɒgaːntɒnaːr
magánterület	ˈmɒgaːntɛrylɛt
magántőke	mɒgaːntøːkɛ
magántulajdon	ˈmɒgaːntulɒjdon
magántulajdon	mɒgaːntulɒjdon
magánügy	mɒgaːnyɟ
magánügy	ˈmɒgaːɲyɟ
magánvélemény	mɒgaːɱveːlɛmeːɲ
magány	ˈmɒgaːɲ
magány	mɒgaːɲ
magányok	mɒgaːɲok
magányosabb	mɒgaːɲoʃɒbː
magányosak	ˈmɒgaːɲoʃɒk
magányosan	ˈmɒgaːɲoʃɒn
magányos	ˈmɒgaːɲoʃ
magányos	mɒgaːɲoʃ
magányosnak	ˈmɒgaːɲoʃnɒk
magányosság	mɒgaːɲoʃːaːg
magányra	ˈmɒgaːɲrɒ
magányt	ˈmɒgaːɲt
magánzárkába	ˈmɒgaːnzaːrkaːbɒ
magánzárkában	ˈmɒgaːnˌzaːrkaːbɛn
magára	ˈmɒgaːrɒ
magára	mɒgaːrɒ
magáról	mɒgaːroːl
magáról	ˈmɒgɒɾol
magasabbak	mɒgɒʃɒbːɒk
magasabban	ˈmɒgɒʃɒbːɒn
magasabb	ˈmɒgɒʃɒbː
magasabb	mɒgɒʃɒbː
magasabbra	ˈmɒgɒʃɒbrɒ
magasabbra	mɒgɒʃɒbrɒ
magasakat	mɒgɒʃɒkɒt
magasak	ˈmɒgɒʃɒk
magasak	mɒgɒʃɒk
magasan	ˈmɒgɒʃɒn
magasat	mɒgɒʃɒt
magasba	ˈmɒgɒʃbɒ
magasban	ˈmɒgɒʃbɒn
magasban	mɒgɒʒbɒn
magasból	ˈmɒgaʃboːl
magaslat	mɒgɒʃlɒt
magaslik	mɒgɒʃlik
magas	ˈmɒgɒʃ
magas	mɒgɒʃ
magasra	ˈmɒgɒʃrɒ
magasra	mɒgɒʃrɒ
magasról	ˈmɒgaʃɾol
magasröptűbb	mɒgɒʃrøptyːbː
magasröptű	mɒgɒʃrøptyː
magassága	ˈmɒgɒʃːæːgɒ
magasságban	ˈmɒgaːʃːɒbɒn
magasságban	mɒgɒʃːaːgbɒn
magasság	ˈmɒgaːʃːɒg
magasság	mɒgɒʃːaːg
magasságok	mɒgɒʃːaːgok
magasságon	mɒgɒʃːaːgon
magasságos	ˈmɒgaːʃːoʃ
magasságot	ˈmɒgaːʃːot
magasságú	mɒgɒʃːaːgu
magasságú	mɒgɒʃːaːguː
magassarkú	ˈmɒgɒʃɒrkuː
magasugrás	mɒgɒʃugraːʃ
magasugrások	mɒgɒʃugraːʃok
magasztal	mɒgɒstɒl
magasztosabb	mɒgɒstoʃɒbː
magasztos	ˈmɒgɒstoʃ
magasztos	mɒgɒstoʃ
magatartása	mɒgɒtɒrtaːʃɒ
magatartási	mɒgɒtɒrtaːʃi
magatartás	ˈmɒgɒtɒrtaːʃ
magatartás	mɒgɒtɒrtaːʃ
magatartások	mɒgɒtɒrtaːʃok
magatartást	mɒgɒtɒrtaːʃt
magát	ˈmɒgaːt
magát	mɒgaːt
magatokat	ˈmɒgɒtokɒt
magatokat	mɒgɒtokɒt
magatokba	mɒgɒtogbɒ
magatokban	mɒgɒtogbɒn
magatokból	mɒgɒtogboːl
magatokért	mɒgɒtokeːrt
magatokhoz	mɒgɒtokhoz
magatokig	mɒgɒtokig
magatokkal	ˈmɒgɒtokːɒl
magatokkal	mɒgɒtokːɒl
magatokká	mɒgɒtokːaː
magatokként	mɒgɒtokːeːnt
magatok	ˈmɒgɒtok
magatok	mɒgɒtok
magatoknak	ˈmɒgɒtoknɒk
magatoknak	mɒgɒtoknɒk
magatoknál	mɒgɒtoknaːl
magatokon	mɒgɒtokon
magatokra	ˈmɒgɒtokrɒ
magatokra	mɒgɒtokrɒ
magatokról	mɒgɒtokroːl
magatoktól	mɒgɒtoktoːl
magától	mɒgaːtoːl
magától	ˈmɒgaːtol
magával	mɒgaːvɒl
magával	ˈmɒgɒvɛl
magává	mɒgaːvaː
magazinba	mɒgɒzimbɒ
magazinban	mɒgɒzimbɒn
magazinban	ˈmɒgɒzinbɒn
magazinból	mɒgɒzimboːl
magazinért	mɒgɒzineːrt
magazinhoz	mɒgɒzinɦoz
magazinig	mɒgɒzinig
magazinjaid	mɒgɒziɲːɒjid
magazinjaik	mɒgɒziɲːɒjik
magazinjai	mɒgɒziɲːɒji
magazinjaim	mɒgɒziɲːɒjim
magazinjaink	mɒgɒziɲːɒjiŋk
magazinjaitok	mɒgɒziɲːɒjitok
magazinja	mɒgɒziɲːɒ
magazinjuk	mɒgɒziɲːuk
magazinként	mɒgɒziŋkeːnt
magazin	ˈmɒgɒzin
magazin	mɒgɒzin
magazinnak	ˈmɒgɒzinːɒk
magazinnak	mɒgɒzinːɒk
magazinnál	mɒgɒzinːaːl
magazinnal	mɒgɒzinːɒl
magazinná	mɒgɒzinːaː
magazinod	mɒgɒzinod
magazinokat	ˈmɒgɒzinɒkot
magazinokat	mɒgɒzinokɒt
magazinokba	mɒgɒzinogbɒ
magazinokban	mɒgɒzinogbɒn
magazinokból	mɒgɒzinogboːl
magazinokért	mɒgɒzinokeːrt
magazinokhoz	mɒgɒzinokhoz
magazinokig	mɒgɒzinokig
magazinokkal	mɒgɒzinokːɒl
magazinokká	mɒgɒzinokːaː
magazinokként	mɒgɒzinokːeːnt
magazinok	ˈmɒgɒzinɒk
magazinok	mɒgɒzinok
magazinoknak	mɒgɒzinoknɒk
magazinoknál	mɒgɒzinoknaːl
magazinokon	mɒgɒzinokon
magazinokra	mɒgɒzinokrɒ
magazinokról	mɒgɒzinokroːl
magazinoktól	mɒgɒzinoktoːl
magazinom	mɒgɒzinom
magazinon	mɒgɒzinon
magazinotok	mɒgɒzinotok
magazinra	mɒgɒzinrɒ
magazinról	mɒgɒzinroːl
magazint	ˈmɒgɒzint
magazint	mɒgɒzint
magazintól	mɒgɒzintoːl
magazinunk	mɒgɒzinuŋk
magáz	mɒgaːz
magda	ˈmɒgdɒ
magda	mɒgdɒ
magdi	mɒgdi
magdolna	mɒgdolnɒ
maggie	ˈmɒgi
maggie-nek	ˈmɒgːɛnɛk
maggie-t	ˈmɒgːiːt
maggie-vel	ˈmɒgːɛvɛl
magház	mɒkhaːz
mágia	ˈmaːgijɒ
mágia	maːgijɒ
mágiát	ˈmaːgijaːt
mágiával	ˈmaːgijaːl
magic	ˈmɒtʃik
mágikus	ˈmaːgikuʃ
mágikus	maːgikuʃ
magi	ˈmɒɟi
magisztrátus	ˈmɒgistɾaːtuʃ
magja	ˈmɒɟɒ
magját	ˈmɒɟaːt
maglód	mɒgloːd
máglyahalál	maːgjɒhɒlaːl
máglyahalálok	maːgjɒhɒlaːlok
máglyák	maːgjaːk
máglya	maːgjɒ
máglyán	ˈmaːɟlaːn
máglyarakás	maːgjɒrɒkaːʃ
máglyarakások	maːgjɒrɒkaːʃok
máglyára	ˈmaːɟlɒra
magmáik	mɒgmaːjik
magmáink	mɒgmaːjiŋk
magmakamráik	mɒgmɒkɒmraːjik
magmakamráink	mɒgmɒkɒmraːjiŋk
magmakamrák	mɒgmɒkɒmraːk
magmakamrákon	mɒgmɒkɒmraːkon
magmakamrákra	mɒgmɒkɒmraːkrɒ
magmakamra	mɒgmɒkɒmrɒ
magmakamrán	mɒgmɒkɒmraːn
magmakamrára	mɒgmɒkɒmraːrɒ
magmakamrátok	mɒgmɒkɒmraːtok
magmák	mɒgmaːk
magma	mɒgmɒ
magmátok	mɒgmaːtok
mag	ˈmɒg
mag	mɒg
mágnás	maːgnaːʃ
mágnások	maːgnaːʃok
mágnesek	maːgnɛʃɛk
mágneses	ˈmaːgnɛʃ
mágneses	maːgnɛʃɛʃ
mágnes	ˈmaːgnɛʃ
mágnes	maːgnɛʃ
magnetofonjaid	mɒgnɛtofoɲːɒjid
magnetofonjaik	mɒgnɛtofoɲːɒjik
magnetofonjai	mɒgnɛtofoɲːɒji
magnetofonjaim	mɒgnɛtofoɲːɒjim
magnetofonjaink	mɒgnɛtofoɲːɒjiŋk
magnetofonjaitok	mɒgnɛtofoɲːɒjitok
magnetofonja	mɒgnɛtofoɲːɒ
magnetofonjuk	mɒgnɛtofoɲːuk
magnetofon	mɒgnɛtofon
magnetofonod	mɒgnɛtofonod
magnetofonok	mɒgnɛtofonok
magnetofonom	mɒgnɛtofonom
magnetofonotok	mɒgnɛtofonotok
magnetofonunk	mɒgnɛtofonuŋk
magnézium	mɒgneːzijum
magnéziumok	mɒgneːzijumok
magnitúdó	mɒgnituːdoː
magnók	mɒgnoːk
magnó	ˈmɒgnoː
magnó	mɒgnoː
magnót	ˈmɒgnoːt
magnum	ˈmɒgnum
magnus	ˈmɒgnus
mágocs	maːgotʃ
magokat	ˈmɒgokɒt
magok	ˈmɒgok
magok	mɒgok
magömlés	mɒgømleːʃ
magor	mɒgor
magos	mɒgoʃ
magot	ˈmɒgot
mags	ˈmɒks
magtár	mɒktaːr
maguire	ˈmɒgiːrɛ
magukat	ˈmɒgukɒt
magukat	mɒgukɒt
magukba	mɒgugbɒ
magukba	ˈmɒgukbɒ
magukban	mɒgugbɒn
magukban	ˈmɒgukbɒn
magukból	mɒgugboːl
magukból	ˈmɒgukboːl
magukéi	mɒgukeːji
maguké	ˈmɒgukeː
maguké	mɒgukeː
magukért	ˈmɒgukeːrt
magukért	mɒgukeːrt
magukhoz	mɒgukhoz
magukhoz	ˈmɒgukosh
