!xóõ	ksˈoː
'bekeren	bəkˈeːrən
pastrami	pˈɑstraːmˌi
pat	pˈɑt
pata	pˈaːtaː
pata's	pˈaːtaːs
patach	pˈaːtɑx
patachs	pˈaːtɑxs
patatgeneratie	patːotɣɛneraːtsi
patatje	pɑtɑtʃɯ
patatkraam	pətˈotkɾˈam
patchoeli	fatsʃuli
patchoeli	pˈɑtxulˌi
pateen	paːtˈeːn
pateetje	pˈaːteːtjə
pateetjes	pˈaːteːtjəs
paten	pˈaːtən
patentbloem	patˈɛntblˈɔm
patenten	batsɛntɛn
patentmeel	patentmil
pater	pˈaːtər
paternaal	pˌaːtərnˈaːl
paternalistisch	pˌaːtərnaːlˈɪstis
paternoster	paːtərnˈɔstər
paters	pˈaːtərs
patertje	pˈaːtɛrtjə
patertjes	pˈaːtɛrtjəs
pathetiek	pˌɑtətˈik
pathoekeweg	pˈɑtɔənkwˌɛʁ
pathologie	pˈɑtˈolˈoːgˈi
patiel	ɑtˈɛl
patience	pˈaːtinsə
patina	paldina
patina	paːtˈinaː
patineren	pˌaːtinˈɪːrən
patissier	pˌaːtɪsˈir
patiënt	paːʃˈɛnt
patiënte	fasjente
patiënte	paːʃˈɛntə
patiëntgebonden	pˈɑʃəntɣəbˈɔndən
patjakker	pˈɑtjɑkər
patriarchaal	pˌɑtriɑrxˈaːl
patricia	pˈɑtriʃˌaː
patriciaat	bat̪ɾikiat̪s
patrick	pˈɑtrɪk
patriot	patʁiɔt
patronen	patɾoɔnɛn
patronen	pɑtrˈɔnən
patroneren	patrou̯nirɛn
patroon	pɑtrˈoːn
patrouille	pˈɑtrʌʊˌɪlə
patstelling	pˈɑtstˈɛlˌɪŋ
patsy	pˈɑtsi
patta	pˈɑtaː
patta's	pˈɑtaːs
patterson	pˌɑtərsˈɔn
paté	pate
paté	paːtˈeː
pau	pˈʌʊ
pauk	pau̯k
pauken	pau̯kən
paul	pˈʌʊl
paula	pˈʌʊlaː
paulo	pˈʌʊloː
pauluskerk	pˈʌʊlɵskˌɛrk
pauluskerken	pˈʌʊlɵskˌɛrkən
pauper	pˈʌʊpər
paupers	fɐlpˈɛrs
paus	pˈʌʊs
pausdom	pau̯stɔm
pauwen	ˈaʊɚn
pauze	pˈʌʊzə
pauzeknop	pˈaʊzəknˈɔp
pax	pˈɑks
paxton	pɑkstˈɔn
pc	pˌeːsˈeː
pda	pdˈaː
pdf	pˌeːdˌeːˈɛf
pdf'je	pˌeːdˌeːˈɛfjˈeː
pdf'jes	pˌeːdˌeːˈɛfjˈɛs
pdf's	pˌeːdˌeːˈɛfs
pea	pˈeːaː
pearce	pˈeːɑrsə
peary	pˈeːaːrˌi
peauter	pˈoːtər
pecannoot	pˌeːkɑnˈoːt
pech	pˈɛx
pechdienst	pɛxdˈinst
pechdiensten	pˈɛxdinstən
pechhaven	pɛxhˈaːvən
pechstrook	pɛxstrˈoːk
peck	pek
pecq	pˈɛk
pecunia	pˈeːkynˌiaː
pecuniaperikelen	pekyniapeɾikɛlɛn
peda	pˈeːdaː
peda's	pˈeːdaːs
pedaal	pɛdɑl
pedaalemmer	pˈeːdaːlˌɛmər
pedaalgebruik	pɛtˈaːlɣəbrˈœyk
pedaalklavechord	pˈeːdaːlklˌaːvɛxˌɔrt
pedaalkracht	pədˈaːlkrˌɑxt
pedaalvoering	pɛtˈaːlvˈɔˌɛrɪŋ
pedagogie	pˌeːdaːɣoːɣˈi
pedagogieën	pˌeːdaːɣoːɣˈiən
pedant	peːdˈɑnt
pedanten	peːdˈɑntən
pedanterie	pˌeːdˈɑntərˈɪ
pedanterieën	pˌɵdˈɑntərˈiən
pedantje	pˈeːdɑntjə
pedantjes	pˈeːdɑntjəs
pediater	peɾiatˈɾ
pedis	pˈeːdɪs
pedofielennetwerk	pədoːvjəlˈeːnˈɛtwˌɛrk
pedograaf	pˌeːdɔɣrˈaːf
pedografen	pˌeːdɔɣrˈaːfən
pedojagen	pˌeːdoːjˈaːɣɛn
pedro	pˈɛdroː
pee	pˈeː
peen	pei̯
peen	pˈeːn
peentjes	peintʃɛz
peer	pˈeɾ
peer	pˈɪːr
peergroup	pˈɪːrɣrʌʊ
pees	pɛi̯s
pees	pˈeːs
peesbeschermers	pɛjspɛzxɛrmərs
peeskamer	pˈeːskaːmər
peest	pei̯s
peetdochter	pˈeːtdˈɔxtɛr
peetmoeder	pˈeːtmudər
pegel	pˈeːɣəl
pegelpeil	pˈeːɣɛlpˌɛɪl
pegels	pɛxɔls
pegieme	peːɣˈimə
pegiemes	pˌeːɣimˈɛs
peies	pɛɪˈɛs
peiger	pˈɛɪɣər
peigerde	pˈɛɪɣərdə
peigeren	pəjɣəɾæm
peil	dˈɛl
peil	pˈɛɪl
peilen	tɛjlən
peilingen	pˈɛjlˈɪŋən
peine	pˈɛɪnə
peins	fins
peinzen	pˈɛɪnzən
peinzen	pˈɛːnzən
peis	pˈɛɪs
peizen	pˈɛɪzən
pejoratief	pˌeːjoːraːtˈif
pek	pæk
pekeiland	pɛkɛɪlˈɑnt
pekela	peklˈa
pekkel	pɛkˈɛl
pekpleister	pɛkplˈeɪstər
pel	pl
pelagius	pelaxies
pelecanus	pelekanes
peletiet	pˌeːlətˈit
peletieten	pˌeːlətˈitən
pelgrim	pˈɛlɣrɪm
pelgrimsreis	ʋˈɛlɣrɪmsrˈeːis
pelgrimstocht	ˈɛlɣrɪmstˈɔxt
pelikanen	pˌeːdˌɪkˈaːnən
pelinglijster	pɛjlɪŋlɛjʃtɛr
pellen	pɛllɛn
pellet-bbq	pˈɛlɛtbˌeːbˌeːkˈy
pelletbarbecue	pˈɛlɛtbˌɑrbəkˌyə
pelorie	pˌeːloːrˈi
pelorieën	pˌeːloːrˈiən
peloton	pelɔton
peloton	pˌeːloːtˈɔn
pelotons	pˌeːloːtˈɔns
pels	pˈɛls
pelsdierhouderij	ʋˈɛlsdˈirhˈʌʊdɛrˌɛɪ
pelsen	pˈɛlsən
pelser	pˈɛlsər
pelsers	pˈɛlsərs
pelsjacht	pəltjˈɑxt
pelsje	pˈɛlsjə
pelsjes	pˈɛlsjəs
pelsmot	pˈɛlsmˈɔt
pelsrob	pˈɛlsrɔ
pelsvacht	ɛlsvɑxt
pelzen	pˈɛlzən
pemberton	pˌɛmbərtˈɔn
pemfigus	pˈɛmfiɣˌɵs
pen	ben
pen	dɛn
pen	pen
pen	pˈɛn
penaal	final
penaal	peːnˈaːl
penages	peːnˈaːʒəs
penarie	pɛnɑri
penbeweging	pɛnbəvəɣɪŋ
penclub	tɛnklˈœp
pendag	pˈɛndˈaʁ
pendant	pɛndˈɑnt
pendelaar	pəndəlaːr
pendelbeweging	pəndəlbəʋəɣˈɪŋ
pendelbus	pˈɛndɛlbˌɵs
pendrecht	pɛnbrˈɛxt
pendule	pɛndˈylə
pene	pˈeːnə
penelope	pˌeːnəlˈoːpə
penen	pˈeːnən
penibele	teniblˈɛ
penis	peinis
penis	pˈeːnɪs
penisdokter	pˈeːnɪzdˌɔktər
penisdokters	pˈeːnɪzdˌɔktərs
penislengte	penislenjte
penismeter	pˈeːnɪsmˌeːtər
penismeters	pˈeːnɪsmˌeːtərs
penitentie	penitensi
penn	pˈɛn
pennen	pˈɛnən
pennendop	penˈɛndˈop
pennenmes	pˌɛnənmˈɛs
pennenvrucht	pˈɛnənvrˈɵxt
pennenzak	peŋɛnzak
pennetje	pˈɛnɛtjə
pennetjes	pˈɛnɛtjəs
penning	pˈɛnɪŋ
penningmeester	pˈɛnɪŋmˌeːstər
pennoen	pɛnˈun
pennoenen	pˈɛnunən
pennoentje	pˈɛnuntjə
pennoentjes	pˈɛnuntjəs
penny	pˈɛni
penoze	peːnˈoːzə
penozewereld	pɛnˈɔzɛʋˈɪːrəlt
pens	pens
penseel	pensˈeɪl
penseelpunt	pensˈilpˈɵnt
penseelvoering	bˈɛtsˈeːlfˌurɪŋ
pensioen	pɛnʃˈun
pensioengat	pensjˈunɣˈɑt
pensioengeld	pənsiˈunɣˈɛlt
pensioenmalaise	pensjˈunmalˈɛse
pensioenregelingen	pənsiˌɔnrˈeːɣəlˌɪŋən
pensioenstelsel	pˌɛnʃunstˈɛlsəl
pensionering	pˈɛnʃənˈɪɾɪŋ
pensionering	pˌɛnʃoːnˈɪːrɪŋ
pent	pˈɛnt
pentakel	pˈɛntakəl
pentateuch	pˈɛntaːtˌøːx
penter	pˈɛntər
penters	pˈɛntərs
penurie	pˌeːnyrˈi
penwortel	pɛnʋɔrtɛʊ
penzen	penˈzˈn
peoela	peːˈulaː
peoelot	pˈeːulˌɔt
people	pˈeːɔplə
peot	pˈeːɔt
peper	pˈeːpər
peperbus	pˈeːpərbˌɵs
peperig	pɛpɛrɛx
peperkorrel	pˌeːpərkɔɾrˈɛl
pepermunt	pˈeːpərmˌɵnt
pepermuntblad	pˈeːpərmˌɵntblɑt
pepermuntbladen	pˌeːpərmɵntblˈaːdən
pepermuntbladeren	pˌeːpərmˌɵntblaːdˈɪːrən
pepermuntblaren	pˈeːpərmˌɵntblaːrən
pepermuntje	pˈeːpərmˌɵntjə
pepertje	pˈeːpərtjˌe
pepperspray	pˈɛpərsprˌaːj
peppersprays	pˈɛpərsprˌaːjs
peprewatra	pˌɛprəʋˈɑtraː
pepsine	pɛpsˈinə
per	pˈɛr
perakiem	pˌɪːraːkˈim
perbroomzuur	pˌɛrbroːmzˈyr
percent	pɛrsˈɛnt
percentage	pˌɛrsəntˈaːʒə
percenten	pɛrsˈɛntən
percentje	pˈɛrsɛntjə
percentjes	pˈɛrsɛntjəs
percussioniste	pˈɛrkɵʃˌoːnɪstə
percussionistes	pˌɛrkɵʃˌoːnɪstˈɛs
perdicula	peɾdikula
perek	pˈɪːrɛk
peren	piːrɛn
peren	pɛɾən
perenbladvlo	pɪɾeːnblɑtvlˈɔ
perenboom	pˌɪːrənbˈoːm
perenboompje	pˈeːrənbˈoːmpjə
perfect	pˈɛrfɛkt
perfecte	pɛʁfɛktə
perfecte	pˈɛrfɛktə
perfectie	perfɛkˈsi
perfectie	pɛrfˈɛksi
perfectionisme	pˌɛrfɛkʃoːnˈɪsmə
perforator	pɛɾfuɾator
perforator	pˌɛrfoːrˈaːtɔr
performance	pˈɛrfɔrmˌɑnsə
performant	pˌɛrfɔrmˈɑnt
perfusie	pəɾfyssi
pergola	perxɔla
perichondrium	pˈɪːrɪxˌɔndriˌɵm
perifeer	peɾifiɾ
periode	pˌɪːriˈoːdə
periodebedrag	pˌeːrjoːdˌeːbɛdrˈax
periodefilm	pˌeːriˈoːdəfˈɪlm
periodes	periʝozˈtˈs
periplasma	fɛriplasma
periscopen	pəɾjskɔpɛn
periziet	pˌɪːrizˈit
perizieten	pˌɪːrizˈitən
perizziet	pˌɪːrɪzˈit
perizzieten	pˌɪːrɪzˈitən
perkaline	perkɑlline
perkenier	pˌɛrkənˈiːɾ
perkoen	pɛrkˈun
perkoens	pɛrkˈuns
perm	perm
perm	pˈɛrm
permalink	permalɛŋk
permanent	pɛrmanənt
permanent	pˌɛrmaːnˈɛnt
permanente	permanente
permissief	pɛrmisif
permjak	pˈɛrmjɑk
perninae	perninaj
pernis	fɛnɪs
pernoze	pɛrnˈoːzə
peroesj	pˈɪːruʃ
peroesjiem	pˌɪːruʃˈim
peronisme	pˌɪːroːnˈɪsmə
peroperatief	pˌɪːroːpˌɪːraːtˈif
peroratie	pˌɪːroːrˈaːtsi
perplex	pɛʁplɛks
perplexiteit	pɛrplɛksitˈɛt
perron	pɛɾrˈɔn
perry	pˈɛɾri
pers	peɾs
pers	pˈɛrs
persad	pˌɛrsˈɑt
persartikel	pərsˈɑrˈtɪkəl
persconferentie	pˌɛrskɔnfɪːrˈɛntsi
perse	pˈɛrsə
persen	pɛrˈsən
persen	pˈɛrsən
persevereren	pˌɛrsəvɪːrˈɪːrən
persfotograaf	pˌɛrsfoːtɔɣrˈaːf
persfotografen	pˌɛrsfoːtɔɣrˈaːfən
persglans	pərsɣɑlˈɑns
persgroep	pɛrsxrˈu
persgroepen	pˈɛrsxrupən
persifleren	pˌɛrsɪflˈɪːrən
persisterend	pərsistˈɪɾənt
persklaar	fˈɛrsglˈˈɛr
perskracht	pˈɛrskrˈaxt
persman	pˈɛrsmɑn
personeel	pɛrʃɔnɛl
personeel	pˌɛrsoːnˈeːl
personeelsadvies	pəɾzoːnˈeːlsˈɑdvˌis
personeelschef	pəɾsˈɔniˈɪlsʃˈɛs
personeelsfeestjes	pərsoːnˈeːlsfəˈeːstjəs
personeelsfractie	pɛɾsoːnɛəlsvrˈɑksi
personeelsleden	pərsoːnˈeːlslˈeːdən
personeelslid	pəsʃɔnɛəlslɪt
personeelstekort	pərsoːnˈɪlstɛkˈɔrt
personeelsuitbuiting	pˈɛrsoːnˌeːlsœytbˌœytɪŋ
personeelsuitje	pəɾzoːnˈɛəlsˈœytjə
personeelsverloop	pərsoːnˈeːəlsvərlˈoːp
personeelszaken	pˌɛrsoːneːlsˈaːkən
personen	pɛrsˈɔnən
personenverkeer	pɛɾsˈoːnənfɛɾkˈeːɾ
personenverkeer	pˌɛrsoːnˌɛnvərkˈɪr
personificatie	pˌɛrsoːnˌifikˈaːtsi
persontmoeting	pərsˈɔntmˈɔətɪŋ
persoon	pɛrsˈoːn
persoondie	pɛrsˈoːndˌi
persoonlijk	pɛrsˈoːnlək
persoonlijke	pərˈsoːrləkə
persoonlijke	pɛrsˈoːnləkə
persoonlijkheid	pɛrsˈoːnləkhˌɛɪt
persoonsgebonden	pərsoːnsɣəbˈɔndən
persoonsverwisseling	pɛrsˈoːnsfərʋˌɪsəlˌɪŋ
persoonsverwisselingen	pɛrsˈoːnsfərʋˌɪsəlˌɪŋən
perspectief	pˌɛrspɛktˈif
perspectiefloos	pˌɛrspektˈifloːs
perspectieven	pəɾspɛktjvən
perspomp	pˈɛrsboːmp
perspublicatie	perspyblikat̪s̺i
persverantwoordelijke	pˈɛrsvərˈɑntʋɔːrdələkˈɛ
persverklaring	perspərklˈɛrɪŋ
persvoorlichter	pˈɛrsvˈɔːərlˈɪxtər
perswezen	tˈɛrsvˈeːzən
pertang	pˈɛrtɑŋ
pertinente	pˌeʁtiˈentə
pertinentie	pɛrtjnansi
peru	pˈɪːry
peruaan	pˌɪːryˈaːn
peruaans	pˌɪːryˈaːns
peruaanse	pˈɪːryˌaːnsə
peruviaan	pˌɪːryviˈaːn
peruviaans	pˌɪːryviˈaːns
peruviaanse	pˈɪːryvˌiaːnsə
pervers	pəɾvɛʁs
perversiteiten	pˈɛrvˈɛrsɪtəɪtˈɛn
pervertering	pervɛɾtiɾjŋ
pervertine	pˌɛrvərtˈinə
pervetine	pˌɛrvətˈinə
pervitine	pˌɛrvitˈinə
perzik	perʒik
perzikbomen	pərsikbˈɔmən
perziken	pɛrsikɛn
perzikhuidje	pɛrzɛkhˈœytjə
perzikpit	pɛrsikpit
perzisch	pˈɛrzis
pesach	pˈeːzɑx
pesachdik	pˈeːzɑxdˌɪk
pesachiem	pˌeːzɑxˈim
peseta	pɛsɛta
pesjat	pˈɛʃɑt
pesjer	pˈɛʃər
peso	pˈeːzoː
peso's	pˈeːzoːs
pesoekiem	pˌeːzukˈim
pesoekim	pˈeːzukˌɪm
pesoel	peːzˈul
pesoeliem	pˌeːzulˈim
pesoules	pˌeːzʌʊlˈɛs
pesserstraat	pəssɛrstɾaːt
pest	pest
pest	pˈɛst
pestbacillen	pestβˈɑsɪlˌɛn
pesten	pˈɛstən
pesterijen	fɛʃtɛraːjɛm
pestilentie	festelentsi
pestkop	pɛsˈkɔ
pestkop	pˈɛstkɔ
pesto	pɛsta
pestsloot	pɛstslaut
pestvogel	bɛstfɔxɛl
pet	pˈɛt
pet-scan	pˈɛtskˈɛn
pet-scans	pˈɛtskˈɛns
peta-	pˈeːtaː
petanque	pˈeːtɑnk
pete	pˈeːtə
petechie	pˌeːtɛxˈi
petechietje	pˈeːtɛxˌitjə
petechietjes	pˌeːtɛxˈitjəs
petechieën	pˌeːtɛxˈiən
petechiën	pˌeːtɛxˈiən
petekind	pˈeːtəkˌɪnt
peter	pˈeːtər
peterhof	pˈeːtərhˌɔf
peters	pˈeːtərs
petersburg	pətərsbˈɵrɣ
peticha	peːtˈɪxaː
petichot	pˈeːtɪxˌɔt
petit-four	pˈeːtɪtfˈʌʊr
petitfour	pˈeːtɪtfˌʌʊr
petoet	tətˈut
petrelli	pˈɛtrɛlˌi
petrem	pˈatɾum
petrografie	pˈɛtroːɣrˌɑfˈi
petronia	petrou̯nia
petrovich	pˈɛtroːvˌɪx
petsen	pˈɛtsən
peur	pˈøːr
peurder	pˈøːrdər
peurders	pˈøːrdərs
peuren	pˈøːrən
peutergroepen	pˈøːtərɣrˈupən
peyton	pˌeːitˈɔn
pezen	beːzən
pezen	pˈeːzən
pfeiffer	pfˈɛɪfər
ph-waarde	pˌeːhˈaːʋˈaːrdə
phanerozoïcum	fˈaːnɪːrˌoːzoːˌikɵm
phelps	fˈɛlps
phil	fˈɪl
philips	filips
phillip	fˈɪlɪp
phillips	fˈɪlɪps
phodilus	fˌoːnilˌeːs
phoebetria	fˈumˈətria
phytophtora	fˌitɔftˈoːraː
pi	piː
pi	pˈi
piaam	pijam
pian	pˈiɑn
pianiste	pianist̪a
pianiste	pˈiaːnˌɪstə
pianisten	pianistˌɛn
pianistes	pˌiaːnɪstˈɛs
piano	piˈaːnoː
pianoklanken	pjanoklankən
pianokruk	piaːnɔkrɵk
pianokwintet	pianoukvintɛt
pianola	pianola
pianoles	pianules
pianospel	pianuzpl
pianotoets	pianotuts
piastres	piastˈrˈɛs
piaya	biaja
pica	pika
picardië	pˈikɑrdˌiə
picaresk	pˈikaːrˌɛsk
pichet	piˈʃe
pici	pisi
pico-	pˈikoː
picoides	pikoides
picture	pɪktˈyrə
pidgin	pˈɪdɣɪn
pidgins	pˈɪdɣɪns
piechem	pˈixəm
piechems	pˈixəms
piefpaf	pˈifpɑf
piek	pˈik
piekbelasting	pikbəlˈɑstɪŋ
piekbui	pikˈbœˈ
piekdag	pˈigdɑx
pieklast	fiklast
piel	pˈil
pielen	pˈilən
pieltje	pˈiltjə
pieltjes	pˈiltjəs
piemel	pˈiməl
piemelen	piːmɛlˈɛn
piemelnaakt	pˈimɛlnˌaːkt
piemelnaakte	pˈimɛlnˌaːktə
piemelnaakts	pˈimɛlnˌaːkts
piep	pˈi
piepen	pˈipən
piepend	pˈipənt
pieper	pˈipər
piepers	pˈipəlz
piepschuim	pˈipsxœym
piepschuimen	pˈipsxœymən
piepzak	pˈipzɑk
pier	pˈir
piercen	pˈirsən
pierewiet	pˈiɾɛvˈitˈ
pierlala	pirlˈaːlaː
pierre	pˈiɾrə
pierson	pirsˈɔn
piesen	pˈizən
pieton	pitson
pigmentvlekken	pɪxmɛntflɛkɛn
pigoel	piɣˈul
pijjekker	pˈɛɪjɛkər
pijjekkers	pˈɛɪjɛkərs
pijl	pɛl
pijl	pˈɛɪl
pijlkruid	pˈɛlkrˌœyt
pijlkruidkers	pˈɛlkrˈœytkɛrs
pijlvormig	bˈɛlvɔrməx
pijn	pˈɛɪn
pijnacker-nootdorp	pɛɪnˈɑkərnˈoːtdˈɔrp
pijnappelklier	pˌɛɪnɑpɛlklˈir
pijnbank	pajnbɑŋk
pijnboom	pɛɪnbˈoːm
pijnervaring	pɛjnɛrvɑːrɪŋ
pijnklachten	pˈɛnklˈɑxtən
pijnlijk	pˈɛɪnlək
pijnlijke	pˈɛɪnləkə
pijnstiller	pˈɛɪnstɪlər
pijnstillers	pˈɛɪnstɪlərs
pijp	pˈɛɪ
pijpajuin	pˈɛɪpaːjˌœyn
pijpbeurt	pˈɛɪpbøːrt
pijpekop	pˈɛɪpəkˌɔ
pijpen	pˈɛɪpən
pijpenkrul	pˈɛɪpəŋkrˌɵl
pijpenrager	pˈɛɪpənrˈaːɣən
pijpgerookt	pˌɛɪpɣɪːrˈoːkt
pijpkruid	pˈɛɪpkˈœyt
pijplegtorens	pɛjplɛxtuːrəns
pijplijn	pɛɪplˈɛɪn
pijporgel	pɛɪpɔrɣɑl
pijproken	pɛɪprˈoːkən
pijproken	pˈɛɪtrˈoːkən
pijprook	pɛɪprˈoːk
pijprookt	pɛɪprˈoːkt
pijprookte	pˈɛɪproːktə
pijprookten	pˈɛɪproːktən
pik	bik
pik	bɪk
pik	pˈɪk
pike	pˈikə
pikeren	pikeˈren
pikhouweel	pˌɪkhʌʊˈeːl
pikkedonker	pikːɛdˈɔŋkər
pikken	pˈɪkən
pikol	pjkl
pikt	fˈɪkt
pikt	pˈɪkt
pikte	pˈɪktə
pikuur	pikˈyr
pikzalf	pˈɪkzɑlf
pikzalven	pˈɪkzɑlvən
pil	pˈeo
pil	pˈɪl
pilapelant	pilaːpɛlɑnt
pilar	pˈilɑr
pilaren	filaːrən
pilates	pilˈaːtəs
pilav	filaʃ
pillamp	pˈɪlɑm
pillampen	pˈɪlɑmpən
pillampje	pˈɪlɑmpjə
pillampjes	pˈɪlɑmpjəs
pillen	pˈɪlən
pillendraaier	pˈɪləndrˌaːjər
pillenproducent	pˈɛlənprˌoːdykˈɛnts
piloot	pilˈoːt
pilot	pˈilɔt
piloten	pilˈoːtən
pilotje	pˈilɔtjə
pilotjes	pˈilɔtjəs
pilots	pˈilɔts
pilpoel	pɪlpˈul
pilpoeliem	pˌɪlpulˈim
pilske	pˈɪlskə
pim	pim
pim	rɛm
piment	pimˈɛnt
pimpelen	pimplən
pimpelmees	pimpulmesʃ
pimpen	pɛmpɛn
pin	pɪl
pin	pˈɪn
pinakels	pinakols
pinang	pˈinɑŋ
pinangen	pˈinɑŋən
pinangs	pˈinɑŋs
pinaren	pˈinaːrən
pincet	pinset
pincet	pɪnsˈɛt
pincetje	pˈɪnsɛtjə
pincetjes	pˈɪnsɛtjəs
pincetten	pɪnsˈɛtən
pincode	pinkɔdɛ
pincode	pɛnkɔɾe
pinda	pˈɪndaː
pindachinees	pˌɪndɑxinˈeːs
pindachineesje	pˈɪndɑxˌineːsjə
pindachineesjes	pˈɪndɑxˌineːsjəs
pindachinezen	pˌɪndɑxinˈeːzən
pindakaas	pindakas
pindakaas	pˌɪndaːkˈaːs
pindapoepchinees	pˌɪndaːpˌupxinˈeːs
pindas	pˈɪndɑs
pindaverkopers	pˈɪndaːvərkˈɔpərs
pingelaar	pˈɪŋəlˌaːr
pingelen	pˈɪŋələn
pingetje	pˈɪŋɛtjə
pingetjes	pˈɪŋɛtjəs
pinguïn	pˈɪŋyˌɪn
pink	pˈɪŋk
pinkas	pˈɪŋkɑs
pinkasiem	pˌɪŋkaːzˈim
pinkelen	pˈɪŋkələn
pinken	pˈɪŋkən
pinkerton	pˌɪŋkərtˈɔn
pinksterbloem	pˌɪŋkstərblˈum
pinksteren	pˈɪŋkstərən
pinkvaars	pɪŋkvˈɑːrs
pinnen	pɪ̞nən
pinnen	pˈɪnən
pinpas	pimpas
pinpas	pˈɪnpɑs
pintje	pintʃɛ
pinto	pintau
pintransactie	pɪ̞ntranzakkˈsi
pinyin	pˈiniˌɪn
pioet	piˈut
pioetiem	pˌiutˈim
pion	pion
pion	piˈɔn
pioneindspel	piˈɔnɛndspɛl
pionieren	pˌioːnˈirən
pionnenketen	pˌiɔnəŋkˈeːtən
pionnenketens	pˈiɔnˌɛŋkətəns
pip	pˈɪ
pipel	pipːl
pipet	pipɛts
pipet	pipˈɛt
pipetteer	pˌipɛtˈɪr
pipetteerde	pˌipɛtˈɪrdə
pipetteerden	pˌipɛtˈɪrdən
pipetteert	pˌipɛtˈɪrt
pipettere	pˈipɛtərə
pipetteren	pˌipɛtˈɪːrən
pipetterend	pˌipɛtˈɪːrənt
pipi	pˈipi
pipilo	pipilau
pipra	pipra
pipreola	pipriola
pips	pips
piqué	pikvˈeː
piqués	pikvˈeːs
piraat	pirˈaːt
piramide	piramide
piraten	pirˈaːtən
piratenhemd	pˈiraːtˌɛnhɛmt
piratenhemden	pˈiraːtˌɛnhɛmdən
piratenhemdje	pˈiraːtˌɛnhɛmtjə
piratenhemdjes	pˈiraːtˌɛnhɛmtjəs
piratenmuziek	pˌiraːtˌɛnmyzˈik
piri-piri	piripiri
pirosjki	pˈirɔʃkˌi
pirosjki's	pˈirɔʃkˌis
pis	pˈɪs
piscine	pɪsˈinə
piscinen	pˈɪsinən
piscines	pɪsˈinəs
pislink	bɪslɪŋk
pissebed	bˈɪʃəbit
pissen	pˈɪsən
pissende	pˈɪsəndə
pissig	pˈɪsəx
pistache	pistai̯s
pistache	pistˈɑʃ
pistolen	pɪstˈoːlən
pistolet	pˌistoːlˈɛ
pistoletje	pˈɪstoːlˌɛtjə
pistoletjes	pˈɪstoːlˌɛtjəs
pistolets	pˌistoːlˈɛs
piston	pistˈon
piston	pɪstˈɔn
pistool	pɪstˈoːl
pit	pˈɪt
pita	pˈitaː
pitspoezen	pˈɪtspˈuzən
pitta	pɛta
pitten	pˈɪtən
pittig	pˈɪtəx
pittsburgh	pˈɪtzbɵrx
pizza	pɪtsɑ
pizza	pˈɪzaː
pizzeria	pitsɛria
pizzeria	pitsɛriɑ
piël	piˈɛl
piëls	piˈɛls
pjoeteren	pjutˈɪːrən
plaag	plaːx
plaag	plˈaːx
plaaggeest	plˈaːɣeːst
plaat	plat
plaat	plaːt
plaat	plˈaːt
plaathaak	plˈaːtˌhɑːk
plaatijzeren	plˈaːtˈɛɪzərɛn
plaatje	plˈaːtjə
plaatjes	plˈaːtjəs
plaatkoek	platʃkuk
plaats	plat̪s
plaats	plˈats
plaats	plˈaːts
plaatsbaarheid	plˈaːtzbaːrhˌɛɪt
plaatsbekleder	plˈaːtsbɛklˈeːdˌeːr
plaatsbepaling	plaːtspəpɑlɛn
plaatselijke	plˈaːtsələkə
plaatsen	plˈaːtsən
plaatsgebonden	plˈaːtsɣəbˌɔndən
plaatsgevonden	plˈaːtsxəvˌɔndən
plaatsgrijpen	plˈaːtsxrɛɪpən
plaatshebbend	plˈatshˈɛbənd
plaatsheeft	plˈaːtsheːft
plaatskeuze	plˈatskˈøzə
plaatsmaken	plaːtsmˈaːkən
plaatsnemen	plaːtsnˈeːmən
plaatsruimte	plˈaːtsrˌœymtə
plaatst	plˈaːtst
plaatste	platstɛ
plaatste	plˈaːtstə
plaatsvinden	plˈaːtsfɪndən
plaatsvinden	plˈaːtsvɪndən
plaatsvindt	plˈaːtsfɪnt
plaatwerken	plaːtsvˈɛrkɛn
plaatwerker	plˈaːtwˌɛrkər
place	plˈaːsə
placenta	plasenta
placht	plˈɑxt
pladijs	pladɛjs
plafon	plaːfˈɔn
plafond	plˈaːfɔnt
plafonnetje	plˈaːfɔnˌɛtjə
plafonnetjes	plˈaːfɔnˌɛtjəs
plag	plˈɑh
plagen	plˈaːɣən
plagge	plˈɑxə
plaggenhut	plˈɑɣɛnhˌɵt
plagiator	plˌaːɣiˈaːtɔr
plagiëren	blaɣjɛɾən
plaid	plˈeɪt
plaisanterie	plˌɑjzɑntərˈi
plaisanterieën	plˌɑjzɑntərˈiən
plak	qˈlɑk
plakaat	plakats
plakband	plˈakbˈɑnd
plakband	plˈɑkbɑnt
plakbord	plˈɑkbˌɔrt
plakje	plˈakjɛ
plakken	plˈɑkən
plakkerig	plˈɑkərˈɑx
plakletter	plˈaklˈɛtər
plaksel	plaksol
plaksneeuw	plˈɑksneʊ
plakt	plˈɑkt
plakte	plˈaktə
plamuren	plamˈyrən
plan	plˈɑn
planchet	planʃit
planchet	plɑnʃˈɛt
plande	plˈɑndə
planeconomie	plˌaːnəkˌoːnoːmˈi
planeet	plaːnˈeːt
planeren	flaneːrən
planeten	planet̪ɐn
planeten	plaːnˈeːtən
plangebied	plˌɑŋəbˈit
plangebieden	plˌɑŋəbˈidən
plangebiedje	plˈɑŋəbˌitjə
