ஃ	ʔ
பரப்புரை	paɾɐpːuri
பரப்புவதை	paɾɐppuʋɐɾɐj
பரப்புவோர்	paɾɐbːuʋoːɾ
பரம	paɾəm
பரமக்குடி	paɾəgːuɖi
பரமசிவம்	paɾəmɕiʋəm
பரமத்தி	paɾəmat̪ːi
பரமேஸ்வரன்	paɾamɛːsʋaɾən
பரம்	paɾam
பரம்பரை	paɾambaɾaɪ
பரவ	paɾəʋ
பரவசம்	pɐɾɐʋɐsɐm
பரவலாக	paɾəʋəlɑːk
பரவலான	paɾəʋəlaːn
பரவாயில்ல	paɾavaɪlːi
பரவாயில்லை	paɾavajilːi
பரவி	paɾɐʋi
பரவின	paɾaʋin
பரவிய	paɾaʋi
பரவியதால்	paɾəviʔɐːɭ
பரவியது	paɾaʋit̪u
பரவியிருக்கிறது	paɾaʋijɾukːiɾɯɳː
பரவியுள்ளது	paɾaʋijoɭt̪u
பரவிவருகிறது	paɾaʋiʋaɾʊʈʈi
பரவிவரும்	paɾaʋiɾum
பரவு	pɐɾɐʋɯ
பரவுகின்றன	paɾəviŋt̪a
பரவுகிறது	paɾaʋʊgiɾi
பரவும்	paɾaʋum
பரவுவது	paɾɐʋud̪u
பரவெளி	pɐɾɐʋɛɭi
பரஸ்பர	paɾɐspəɾ
பரஸ்பரம்	paɾɐspəɾəm
பராகுவே	paɾaːguʋeː
பராசக்தி	pɐɾaːsɐkt̪i
பராமரி	pɐɾaːmɐɾi
பராமரிக்க	paɾaːmaɾikːɨ
பராமரிக்கும்	paɾaːmɐɾikːum
பராமரித்து	paɾaːmaɾit̪ːu
பராமரிப்பு	paɾaːmaɾipːo
பராமரிப்பு	pɐɾaːmɐɾɪpːɯ
பரி	pɐɾi
பரிசளிக்க	paɾiɕɭikː
பரிசளித்தார்	paɾitɕəɭit̪ːaːɾ
பரிசளித்து	paɾitɕəɭit̪ːu
பரிசளிப்பு	paɾitɕɭipːu
பரிசாக	paɾɪsaːg
பரிசில்	pɐɾɪsɪl
பரிசீலனை	paɾiɕiːlaːni
பரிசீலனை	pɐɾɪsiːlɐnɐɪ̯
பரிசீலனைக்கு	paɾiɕiːlanai̯kːu
பரிசீலனையில்	paɾiɕiːlanɑj
பரிசீலிக்க	paɾiɕiːlikː
பரிசீலிக்கப்பட்டு	paɾiɕiːliʋiɾiʈuː
பரிசீலித்து	paɾiɕiːlit̪ːu
பரிசு	paɾiʃu
பரிசு	pɐɾɪsɯ
பரிசுகளை	paɾiʃugɑj
பரிசுகள்	paɾɪsugɑː
பரிசுத்	paɾiɕːɯ
பரிசுத்த	pɐɾɪsʊt̪ːɐ
பரிசுத்தம்	paɾɪsuʈːəm
பரிசுத்தம்	pɐɾɪsʊt̪ːɐm
பரிசுத்தாவி	pɐɾɪsʊt̪ːaːʋi
பரிசுத்தொகை	paɾiɕːogaɪ̯
பரிசுப்	paɾiɕup̚
பரிசும்	paɾiɕum
பரிசை	paɾiʃai
பரிசோதனை	paɾiʃoɖənaɪ
பரிசோதனை	pɐɾɪsoːd̪ɐnɐɪ̯
பரிசோதனைகள்	paɾiʃoɖanai
பரிசோதனைக்காக	paɾiʃoɖənaɪkɑːgɑ
பரிசோதனைக்கு	paɾiʃoɖənaɪkːu
பரிசோதனையில்	paɾiʃoɖənaɪ
பரிசோதிக்க	paɾiʃoɖikː
பரிசோதித்த	paɾiʃoɖit̪ː
பரிசோதிப்பதற்காக	paɾiʃoɖipːəɾɐkɑːgɑ
பரிட்சை	pɐɾɪʈsɐɪ̯
பரிதாப	paɾitaːb̥
பரிதாபமாக	paɾit̪aːb̪əmaːgaː
பரிதாபமே	paɾit̪aːb̪am̩eː
பரிதாபம்	paɾitaːbəm
பரிதி	paɾiɾi
பரிதி	pɐɾɪd̪i
பரிந்துரை	paɾintuɾaɪ
பரிந்துரைகளை	paɾinturaɪɾaɪ
பரிந்துரைகள்	paɾinturaɪ
பரிந்துரைக்க	paɾint̪uɾaɪkː
பரிந்துரைக்கப்பட்டது	paɾinturaɪkːəɾtːu
பரிந்துரைக்கப்பட்டு	paɾint̪uɾaɪkːəɭːu
பரிந்துரைக்கப்பட்டுள்ளது	paɾinturaɪkːəɭːt̪ːuɭ̪ː
பரிந்துரைத்தது	paɾintuɾaitːa
பரிந்துரைத்தார்	paɾintuɾait̪ːaːɾ
பரிந்துரைத்து	paɾintuɾaɪt̪ːu
பரிந்துரைத்துள்ளது	paɾintuɾaɪt̪uɭɭɛnt̪u
பரிந்துரைத்துள்ளார்	paɾintuɾaɪ̯ɭɯɭɑːr
பரிந்துரையை	paɾintuɾaɪ
பரிமளம்	paɾimɐɻam
பரிமாணத்தில்	paɾimaːɳt̪ːaɭ
பரிமாறிக்	paɾimaːɾik
பரிமாற்றம்	paɾimaːʈːam
பரிமாற்றம்	pɐɾɪmaːtrɐm
பரியேறும்	paɾieːɾum
பரிவர்த்தனை	paɾivɐrʈːɛni
பரிவர்த்தனைகள்	paɾivɐrʈːaɲai
பரிவர்த்தனைக்கு	paɾivɐɾt̪ːaɲːɪkːu
பரிவார்	paɾivɑːr
பரிவு	pɐɾɪʋɯ
பரிஷத்	paɾiʂɐt̪
பரீட்சை	pɐɾiːʈsɐɪ̯
பரு	pɐɾɯ
பருத்திவீரன்	paɾut̪ːiʋiːɾən
பருந்து	pɐɾʊn̪d̪ɯ
பருப்பு	paɾupːu
பருப்பு	pɐɾʊpːɯ
பருவ	paɾu
பருவக்காற்று	pɐɾʊʋɐkːaːtrɯ
பருவத்திலேயே	paɾʋɐt̪ːileːjeː
பருவத்தில்	paɾʋɖiɭ
பருவமழை	paɾʋəmaɻaɪ
பருவமழையை	paɾʋamaɻai
பருவம்	paɾʋʋ
பருவுழவு	pɐɾʊʋʊɻɐʋɯ
பரூக்	paɾuːk
பரோடா	boːɾoːɖɐ
பரோட்டா	paɾoːʈːa
பரோலில்	poːroːli
பரோலுக்கு	paɾoːlɯkːu
பரோல்	paɾoːɭ
பர்சனல்	paɾs̪aɾɭ̩
பர்த்டே	paɾʈːeː
பர்னெல்	paɾneːɭ
பர்படாஸ்	paɾpaɖɑːs
பர்போரா	paɾpoːɾə
பர்மன்	paɾman
பர்மா	paɾmɑ
பர்மானுக்காக	paɾmaːnukːɑːgɑ
பர்மான்	paɾmaːn
பர்லா	paɾɭɑ
பர்ஷனல்	paɾʂanɭ
பர்ஸ்ட்	paɾsʈ
பர்ஸ்ட்லுக்	paɾsʈluk
பர்ஹான்	paɾˈhɑːn
பறக்க	paɾakːa
பறக்கவிட	paɾakːaviɖ
பறக்கவிடுவதால்	paɾakːəviɖʋətaːɭ
பறக்கவிட்ட	paɾakːaviʈːə
பறக்கவிட்டனர்	paɾakːaviʈːənɾɛ
பறக்கவிட்டார்	paɾakːaviʈːaːr
பறக்கவிட்டு	paɾakːaviʈːu
பறக்கின்றன	paɾakːiɳaɾu
பறக்கிறது	paɾakːiɳɖu
பறக்கும்	paɾakːu
பறக்கும்தட்டு	pɐrɐkːʊmt̪ɐʈːɯ
பறந்த	paɾəɳɖ
பறந்தது	paɾaɳt̪u
பறந்தன	paɾaɳɳa
பறந்தார்	paɾaɳɖaːɾ
பறந்து	paɾantu
பறவை	paɾʋaɪ
பறவைகள்	paɾavaikaɪ
பறி	paɾi
பறி	pɐri
பறிகொடுக்காமல்	paɾikoɖukːamal̪
பறிகொடுக்கிறார்	paɾikoɖukkiɾaːr
பறிகொடுத்த	paɾigoɖuʈt̪u
பறிகொடுத்ததால்	paɾikoɣoːɖːɑːɭ
பறிகொடுத்தது	paɾikoɣoːɖːu
பறிகொடுத்தனர்	paɾikoɖuːt̪ːan̪ɾɛ
பறிகொடுத்தார்	paɾikoɖuːʈɑːr
பறிகொடுத்து	paɾikoɖuʈu
பறிகொடுத்துவிடாமல்	paɾikoɖut̪uʋidaːmal̪
பறிக்க	paɾikː
பறிக்கப்படும்	paɾikːaɾpuɾ
பறிக்கப்பட்டது	paɾikːan̪t̪u
பறிக்கப்பட்டு	paɾikiɭteːɭu
பறிக்கப்பட்டுள்ளது	paɾiɟiɭintuɭuɾu
பறிக்கும்	paɾikːum
பறித்த	paɾit̪ː
பறித்தது	paɾitːa
பறித்தார்	paɾit̪ːaːɾ
பறித்து	paɾit̪ːu
பறித்துக்	paɾit̪ːuk̟
பறித்துவிட்டார்	paɾit̪ːuʋiʈːaːr̪ː
பறிபோகும்	paɾipokum
பறிபோனது	paɾiboːn̪d̪u
பறிப்பது	paɾippədu
பறிப்பு	paɾipːu
பறிமுதல்	paɾimut̪ːuɭ
பறை	paɾai
பறைசாற்றும்	paɾaɪsaːɾːum
பற்பசை	pɐrpɐsɐɪ̯
பற்ற	paɾː
பற்றவை	pɐtrɐʋɐɪ̯
பற்றாக்குறை	paɾaːkːuɾi
பற்றாக்குறை	pɐtraːkːʊrɐɪ̯
பற்றி	paɾːi
பற்றி	pɐtri
பற்றிக்	pəɾːɪk
பற்றிச்	paɾːit̪ɕ
பற்றிதான்	paɾːiɾɾɑːn
பற்றித்தான்	paɾːit̪ːaːn̪
பற்றிப்	paɾːip̚
பற்றிய	paɾːi
பற்றியது	paɾːiɖu
பற்றியும்	paɾːiɾum
பற்றியெல்லாம்	paɾːijɛllaːm
பற்றியே	paʈːijaː
பற்றியோ	paɾːijɔ
பற்று	pɐtrɯ
பல	paɭ
பலகட்ட	palagɑːʈː
பலகீனம்	pal̪akiːn̪am
பலகை	palagai
பலகோடி	pal̪agoːɖi
பலசாலி	pal̪asaːli
பலசாலியா	paləsaːlija
பலதரப்பட்ட	paɭad̪aɾaɾɛt̪ːɪ
பலதுறைகளில்	palaturaail
பலத்த	paɭat̪ː
பலத்தில்	paɭaɭt̪il
பலத்துடனும்	paɭat̪ːuɖənum
பலத்துடன்	paɭat̪ːuɳ
பலத்தை	paɭɐtaɪ̯
பலத்தைக்	pal̪at̪aɪ̯k̚
பலத்தையும்	paɭaʈːai̯m
பலத்தோடு	paɭattoːɖu
பலனளிக்கவில்லை	paləɳɐɭikəʋiʎi
பலனளிக்காமல்	pal̪əɳɐɭikaːməl
பலனளிக்கும்	paləɳɐɭikːu
பலனாக	pal̪anaːg̊
பலனின்றி	paliniɳi
பலனில்லை	pal̪aniliː
பலனும்	pal̪an̪um
பலனை	paɭanai
பலன்	paːlən
பலன்களை	pal̪aɳɭi
பலப்படுத்தப்பட்டுள்ளது	paɭapaɭʊt̪ːaʈːuɭɭo̞n̪t̪u
பலப்படுத்தி	paɭapaɭuʈːi
பலப்படுத்தும்	paɭapaɭuʈːum
பலப்பரீட்சை	pal̪apəɾiːɖ̪ʃai̯
பலப்பல	pal̪apal̪
பலமடங்கு	paləmaɖŋu
பலமாக	paɭamɑːgɑː
பலமாகத்	paɭəmaːgɐt̪
பலமான	paɭamaːn
பலமும்	palamu
பலமுறை	paləmuɾi
பலமே	pal̪ame
பலம்	palam
பலம்வாய்ந்த	palamʋaːɳt̪
பலரது	paləɾədu
பலராலும்	paləraɪgu
பலரால்	paləraːl
பலரிடமும்	pal̪aɾiɖamu
பலரிடம்	pal̪aɾiɖam
பலரின்	pal̪aɾin̪
பலருக்கு	paləɾukku
பலருக்கும்	paləɾukːu
பலருடன்	paləɾuʈ̪ə̃
பலருடைய	paləɾuɖaijə
பலரும்	paɭarum
பலரை	paləɾai̯
பலரையும்	paləɾajʌm
பலர்	paɭar
பலவற்றிலும்	paɭaɭʈiɭum
பலவற்றில்	paɭaʈːiɭil
பலவற்றை	paɭaʈːai
பலவாறு	paɭavaɾu
பலவித	paləʋid̪ɪ
பலவிதமான	paləʋid̪əmɑːn̪ɔ
பலவீனத்தை	pal̪aʋiːn̪at̪aɪ̯
பலவீனமாக	pal̪aʋiːnamagɐ
பலவீனமான	pal̪aʋiːnamɑːna
பலவீனம்	pal̪aviːn̪am
பலவு	pɐlɐʋɯ
பலவும்	paɭavaṉ
பலா	paːlɑː
பலாசம்	pɐlaːsɐm
பலாத்கார	paɭaːd̪gaːɾ
பலாத்காரம்	palaːt̪kaːɾɐm
பலான	paːlaːn
பலி	bɐli
பலி	pali
பலி	pɐli
பலிகடா	bɐlikɐɖaː
பலிக்கல்	palɪkːəl̪
பலிக்கவில்லை	palikəʋiʎə
பலிக்காது	palikaːdu
பலித்தது	palit̪ːɐ
பலியாகி	palijagi
பலியான	palijaːn
பலியானார்	palijaːnaːr
பலூனை	paluːnaɪ
பலூன்	paluːn
பலே	paleː
பல்	paɭ
பல்கலை	paɭgɑli
பல்கலைக்	paɭgaɭaɪ̯k
பல்கலைக்கழக	paɭgɑːlɪkːɑːɻɑk
பல்கலைக்கழகங்களில்	paɭgɑːjɑːkɑːʈɑ̃ŋgɑ̃lɑ̃i
பல்கலைக்கழகத்	paɭgɑːɭiːkːɑɻɑt̪
பல்கலைக்கழகத்தின்	paɭgɑːjɑːkɑːtʃiʋɑːm
பல்கலைக்கழகத்திற்கு	paɭgɑːjɑːgɑːd̪ːɨ
பல்கலைக்கழகத்தில்	paɭgɑɭiʔkɑzɑgat̪t̪iɭ
பல்கலைக்கழகம்	paɭgɑːɭiːkːɑːɻɑːgɑːm
பல்கலையில்	paɭgɐlaɪ̯
பல்கேரிய	paɭkɛɾi
பல்கேரியா	paɭkɛɾiʌ
பல்கேரியாவின்	paɭgeːɾijɑːviː
பல்கேரியாவில்	paɭkɛɾijɑːɭɛ
பல்சர்	paɭsɐɾ
பல்டி	paɭɖi
பல்பு	paɭbu
பல்லகெலேவில்	paɭɭəgeleːʋil
பல்லக்கு	pɐllɐkːɯ
பல்லவி	paɭːʋi
பல்லவிக்கு	paɭːʋikːu
பல்லவியின்	paɭɭaviʲi
பல்லாண்டு	pɐllaːɳɖɯ
பல்லாயிரக்கணக்கான	paɭɭaɪɾɐkɑɳkɑːɳ
பல்லாயிரக்கணக்கானோர்	paɭɭaɪɾɐkɐŋkaːnoːr
பல்லாயிரம்	paɭɭaɪɾam
பல்லாரி	paɭɭaːɾi
பல்லால	paɭɭaːl
பல்லாவரம்	paɭɭaːʋaram
பல்லி	bɐlli
பல்லி	pɐlli
பல்லிக்கல்	paɭigːal
பல்லைக்	paɭɭaɪ̯k
பல்வா	paɭʋaː
பல்வேறு	paɭʋeːɾu
பல்வேறு	pɐlʋeːrɯ
பளகு	pɐɭɐgɯ
பளக்கு	pɐɭɐkːɯ
பளபள	pɐɭɐpɐɭɐ
பளார்	paɭɑːr
பளிச்	paɭitɕ
பளிச்சிடு	pɐɭɪtɕːɪɖɯ
பளீர்	paɭiːr
பளு	paɭu
பளு	pɐɭɯ
பளுதூக்குதலில்	paɭuɖukːud̪ːeɭ
பளுதூக்குதல்	paɭuɖuːkʈuɭɖɨ
பளுதூக்கும்	paɭuɖuːkum
பள்ளக்குடி	pɐɭːɐkːʊɖi
பள்ளத்தாக்கு	pɐɭːɐt̪ːaːkːɯ
பள்ளத்தில்	paɭːt̪ːil
பள்ளி	paɭɭi
பள்ளி	pɐɭːi
பள்ளிகளிலும்	paɭːiɭiɭo
பள்ளிகளில்	paɭːiɭiril
பள்ளிகளுக்கு	paɭːikiɾuʔu
பள்ளிகளும்	paɭːikiɾum
பள்ளிகளை	paɭːikiɾai
பள்ளிகள்	paɭɭiɭi
பள்ளிக்	paɭ̆ɭik
பள்ளிக்கல்வி	paɭiʔkəɭʋi
பள்ளிக்கல்வி	pɐɭːɪkːɐlʋi
பள்ளிக்கல்வித்	paɭiːkːɐɭʋit̪
பள்ளிக்கல்வித்துறை	paɭiːkːalʋit̪ːuɾai
பள்ளிக்கல்வித்துறையில்	paɭiːkːɐlʋiːt̪ːuɾaɪ̯
பள்ளிக்கு	paɭiʋu
பள்ளிச்	paɭːiʃ
பள்ளிப்படிப்பை	paɭ̆iːp̚aɖip̚aɪ
பள்ளியின்	paɭːi
பள்ளியில்	paɭɭiɭ
பள்ளியை	paɭːɪj
பள்ளிவாசல்	paɭɭiʋaːsəl
பள்ளிவாசல்	pɐɭːɪʋaːsɐl
பழ	paɻ
பழக	paɻɐk
பழகி	paɻaki
பழகிய	paɻaki
பழகியவர்	paɻak̬ijəʋəɾ
பழகியவர்களிடமும்	paɻak̬ijəvaɾəɭint̪am
பழகு	pɐɻɐgɯ
பழகுபவர்	paɻɐgubɐweɾ
பழகும்	paɻɐkum
பழகுவார்	paɻɐkuʋaːr
பழக்க	paɻak̬
பழக்கத்திற்கு	paɻakːat̪ːi
பழக்கத்தை	paɻakːai̯t̪ai̯
பழக்கமும்	paɻakːamʊ
பழக்கம்	paɻakːam
பழங்கள்	paɻaŋka
பழங்கால	paɻaŋkaːl
பழங்குடி	paɻaŋguɖi
பழங்குடியின	paɻaŋguɖiːn
பழங்குடியினர்	paɻaŋguɖiɳar
பழச்சாறு	paɻɑːtɕɑːɽuː
பழச்சாறு	pɐɻɐtɕːaːrɯ
பழனி	paɻani
பழனிக்கு	paɻaniʋu
பழனிசாமி	paɻaniʃaːmi
பழனிசாமிக்கு	paɻaniʃaːmikːu
பழனிசாமிக்கும்	paɻaniʃaːmikːu
பழனிசாமிக்கோ	paɻaniʃaːmikːo
பழனிசாமிதான்	paɻaniʃaːmit̪aːn̪
பழனிசாமியிடம்	paɻaniʃamiɪɖam
பழனிசாமியின்	paɻaniʃami
பழனிசாமியுடன்	paɻaniʃaːmiʈʈan
பழனிசாமியும்	paɻaniʃaːmi
பழனிசாமியே	paɻaniʃaːmiʝe
பழனிசாமியை	paɻaniʃaːmiʲai
பழனிசாமியையும்	paɻaniʃaːmiʝ
பழனிசாமியோ	paɻaniʃamiʲo
பழனிச்சாமி	paɻaniʧːaːmi
பழனிச்சாமிக்கு	paɻaniʃːaːmikːu
பழனிச்சாமியின்	paɻaniʧaːmi
பழனிச்சாமியுடன்	paɻaniʃːaːmiʈʈan
பழனிச்சாமியும்	paɻaniʃʧaːmiʝ
பழனிச்சாமியை	paɻaniʧaːmiʝai
பழனியப்பனுக்கு	paɻaniʌpːə̆nukki
பழனியப்பனை	paɻaniappanai
பழனியப்பன்	paɻaniʌpːan
பழனியில்	paɻaniʲe
பழமை	paɻamai
பழமையான	paɻamaɪãn̪
பழமையானது	paɻamaɪaɳɖu
பழமொழி	paɻamoɻi
பழமொழி	pɐɻɐmɔɻi
பழமொழிக்கு	paɻamoɻikːu
பழம்	paɻam
பழம்பெரும்	paɻambɛru
பழி	paɻi
பழி	pɐɻi
பழிக்கு	paɻikːu
பழிச்சு	pɐɻɪtɕːɯ
பழிதீர்க்கும்	paɻiːt̪iːɾkːum
பழிதீர்த்தது	paɻiːt̪iːɾːɖɐɖɯ
