ــ	æ
كَعَامِلٍ	kaʕaːmil
كعاهرة	kaʕaːra
كَعْبٌ	kaʕabb
كعب	kaʕb
كَعْبٌ	kaʕb
كَعْبٌ	kaʕʕaba
كَعَبْدٍ	kaʕabd
كَعَدَمٍ	kaʕadam
كَعَدُوٍّ	kaʕaduww
كَعَدُوٍّ	kaʕadw
كعذر	kaʕðar
كَعَرَبٍ	kaʕarab
كَعَرْضٍ	kaʕardˤ
كَعَرْضٍ	kaʕirdˤ
كعضو	kamðˈzuː
كَعُضْوٍ	kaʕudˤw
كَعِقَابٍ	kaʕiqaːb
كَعِقَابٍ	kaʕuqaːb
كَعْكٌ	kaʕakk
كَعْكٌ	kaʕk
كعك	kaʕka
كعكات	kaʕkaːt
كعكة	kaʕaka
كعكتي	kaʕkati
كعكه	kaʕka
كَعِلَاَجٍ	kaʕilaːdʒ
كعلامة	kaʕalaːma
كَعِلْمٍ	kaʕalam
كَعِلْمٍ	kaʕilm
كعمل	kamal
كَعَمَلٍ	kaʕamal
كعميل	kæmˈil
كَعُنْصُرٍ	kaʕunsˤur
كَعُنْوَانٍ	kaʕunwaːn
كَعِيدٍ	kaʕiːd
كغطاء	kagˈtˤɑːʔ
كَغَيْرِِي	kaɣiiriː
كَغَيْرِِي	kaɣiirijj
كَفٌّ	kaff
كَفٌّ	kaffa
كف	kɑf
كفّ	kɑfˈf
كَفْءٌ	kafʔ
كفء	kafˈʕ
كفؤ	kafʕuː
كَفَّا	kaffaː
كفاءة	kafaːʕa
كفاح	kæfɑːh
كِفَاحٌ	kifaːħ
كَفَّارٌ	kafaːr
كَفَّارٌ	kafaːrr
كَفَّارٌ	kaffaːr
كَفَّارٌ	kifaːr
كَفَّارٌ	kuffaːr
كَفَاعِلٍ	kafaːʕil
كفاك	kafaːk
كفاكِ	kafaki
كفالة	kafaːla
كفانا	kafaːna
كفايةً	kafaːjatan
كفاية	kafɑːja
كفايتي	kafaːjti
كفايه	kafɑːh
كفتاة	kaftaha
كَفْرٌ	kafar
كَفْرٌ	kafara
كَفْرٌ	kaffara
كَفْرٌ	kafr
كفر	kafra
كَفْرٌ	kufr
كَفَّرَا	kafaraː
كَفَّرَا	kaffaraː
كَفَّرَا	kafraː
كَفَّرَا	kufraː
كَفَرْدٍ	kafard
كَفَّرَهُ	kafarahu
كَفَّرَهُ	kafarh
كَفَّرَهُ	kafarih
كَفَّرَهُ	kaffarahu
كَفَّرَهُ	kafrh
كَفَّرَهُ	kufrh
كَفَرِيقٍ	kafariːq
كفريق	kafriːq
كَفِعْلٍ	kafiʕl
كفك	kufak
كَفَلَ	kafala
كَفَلَ	kafall
كَفَلَ	kaffala
كَفَلَ	kafl
كَفَلَ	kafull
كَفَلَتْ	kafalat
كَفَلَتْ	kafalta
كَفَلَتْ	kafalti
كَفَلَتْ	kafaltu
كَفَلَتْ	kaffalat
كَفَلَتْ	kaffalta
كَفَلَتْ	kaffalti
كَفَلَتْ	kaffaltu
كَفَلَتْ	kafult
كُفِّنَّ	kafan
كُفِّنَّ	kafana
كُفِّنَّ	kafann
كُفِّنَّ	kafanna
كُفِّنَّ	kaffana
كُفِّنَّ	kaffanna
كُفِّنَّ	kafn
كَفَنَانِ	kafannaːn
كفوا	kafwaː
كَفَى	kafaː
كفى	kafaj
كَفِي	kaffajja
كَفِي	kaffiː
كَفِي	kaffii
كفي	kafiː
كَفِي	kafijj
كفّي	kafʕiː
كفيل	kafiːl
كَفِيلٌ	kafiːl
كفيلة	kafiːla
كفيلم	kafiːl
كقائد	kæqɑːdiːd
كَقَائِدٍ	kaqaːʔid
كقاتل	kagaːtal
كَقَانُونٍ	kaqaːnuːn
كَقِطَاعٍ	kaqatˤˤaːʕ
كَقِطَاعٍ	kaqitˤaːʕ
كَقِطَاعٍ	kaqutˤˤaːʕ
كَقَطْعٍ	kaqatˤaʕ
كَقَطْعٍ	kaqatˤʕ
كَقَطْعٍ	kaqitˤaʕ
كَقَطْعٍ	kaqutˤaʕ
كقطعة	katˁaʕa
كَقَوْلٍ	kaqaul
كَكَائِنٍ	kakaːʔin
كَكَاتِبٍ	kakaːtib
كَكِتَابٍ	kakitaːb
كَكِتَابٍ	kakuttaːb
ككل	kækæl
كَكُلُّ	kakull
ككلب	kˈkælæb
كَكِيَانٍ	kakiːaːn
كل	kæl
كلٌ	kæl
كلٍّ	kællæ
كــل	kal
كلٍ	kalin
كـلّ	kalˈl
كلَّ	kalla
كلِ	kalli
كـل	kɑl
كل	kɑl
كلَ	kɑlɑ
كلّ	kɑlˈlɑ
كلِّ	kɑlˈlɪ
كلُّ	kɑlˈlʊ
كلُ	kɑlʊ
كُلّ	kɪlˈl
كُلَّ	kɪlɫɑ
كُلُّ	kul
كُلُّ	kull
كُل	kʊl
كلأ	kælʔɑ
كلـا	kælæ
كـلا	kala
كـلاّ	kalaː
كلاً	kalan
كِلَا	kallaː
كلا	kɑlɑ
كـّلا	kɑlɑ
كِلَا	kilaː
كِلا	kilɑ
كلاّ	klæː
كلّا	klæːlɑː
كِلَا	kullaː
كلاب	kalæb
كُلَّابٌ	kilaːb
كُلَّابٌ	kullaːb
كلارا	kalaːra
كلارك	kalɑrk
كلَاركٌ	klaːrk
كلاركسون	klɑrˈkɑsˤn
كلارنس	klɑːrɪns
كلاري	kalɑːriː
كلاريس	kalɑˈɾis
كلاريسا	kalɑˈɾɪsɑ
كلارينس	klɑːrɪns
كلاس	kalaːs
كلاسيكي	kælɑːsˈiːki
كِلَاَسِيكِيٌّ	klaːsiːkijj
كلاسيكية	kalɑːʕiːjɑː
كَلَاعِبٍ	kalaːʕib
كِلاكما	kilɑkɑmɑ
كلاكما	klɑkɑmɑ
كِلَاَمٌ	kalaːm
كلام	kalɑm
كَلام	kɑlɑm
كلاما	kalɑmɑ
كلاماً	kalɑmɑ
كلامكِ	kalɑmæki
كلامك	kalɑmɑk
كلامه	kalmaha
كلامها	kalmaha
كلامى	kalmaː
كِلَاَمِيٌّ	kalaːmajja
كِلَاَمِيٌّ	kalaːmiː
كِلَاَمِيٌّ	kalaːmii
كِلَاَمِيٌّ	kalaːmijj
كلامي	kalami
كلانا	kalɑːnɑː
كِلانا	kilɑnɑ
كلاهما	kallamaha
كِلَاهُمَا	kilaːhumaː
كِلَاهُمَا	kulaːhmaː
كلاود	klɑwd
كلاوديا	klɑːwdijɑ
كلَاوْدِيُوٌ	klaːwdiːuː
كلَاوسٌ	klaːws
كلاوس	klɑwːs
كلاي	klæj
كلايتون	klæjˈtæːn
كلايد	klæjd
كلاير	klɑːjr
كلايف	kalæf
كلاين	klæjn
كَلْبٌ	kalab
كلب	kalb
كَلْبٌ	kalb
كلبٌ	kalbun
كَلْبٌ	kalib
كَلْبٌ	kaliba
كَلْبٌ	kallaba
كَلْبٌ	kalubb
كَلِبَا	kalabaː
كلبا	kalba
كَلِبَا	kalbaː
كلباً	kalban
كَلِبَا	kalibaː
كَلِبَا	kallabaː
كلبة	kalboʕa
كلبك	kalbak
كلبنا	kalbanɑ
كلبه	kalboha
كلبها	kalba
كَلْبِيٌّ	kalabiː
كَلْبِيٌّ	kalbajja
كلبي	kalbi
كَلْبِيٌّ	kalbiː
كَلْبِيٌّ	kalbii
كَلْبِيٌّ	kalbijj
كَلْبِيٌّ	kalibajja
كَلْبِيٌّ	kalibiː
كَلْبِيٌّ	kalibii
كَلْبِيٌّ	kalubbiː
كلة	kala
كِلْتَا	kalataː
كلتا	kalte
كِلْتَا	killataː
كِلْتَا	kiltaː
كلتاكما	kaltaːkama
كلتانا	kaltænæ
كَلَتَاهُمَا	kalataːhumaː
كلتاهما	kaltejaːma
كَلَتَاهُمَا	killataːhumaː
كَلَتَاهُمَا	kiltaːhumaː
كُلْثُومٌ	kulθuːm
كلعبة	kalʕaba
كَلَّفَ	kalaf
كَلَّفَ	kalaff
كلف	kalfe
كَلَّفَ	kalif
كَلَّفَ	kalifa
كَلَّفَ	kaliff
كلّف	kallaf
كَلَّفَ	kallafa
كَلَّفَ	kulaf
كَلَّفَ	kulf
كلفة	kalaːga
كلفت	kælfetˤ
كَلَّفَتْ	kalaft
كَلَّفَتْ	kalifat
كَلَّفَتْ	kalift
كَلَّفَتْ	kalifta
كَلَّفَتْ	kalifti
كَلَّفَتْ	kaliftu
كَلَّفَتْ	kallafat
كَلَّفَتْ	kallafta
كَلَّفَتْ	kallafti
كَلَّفَتْ	kallaftu
كَلَّفَتْ	kaluft
كلفتني	kalfetiː
كلفك	kalfeka
كلفنا	kalfa
كلفني	kalfeni
كلك	kælæk
كُلُّكَ	kalak
كُلُّكَ	kalakk
كُلُّكَ	kalukk
كُلُّكَ	kullka
كُلُّكَ	kullki
كلكم	kælkim
كُلُّكُمْ	kalakm
كلّكم	kallaːm
كُلُّكُمْ	kullkum
كَلَّمَ	kallama
كَلَّمَ	kalm
كلم	kalma
كَلَّمَ	klm
كلّما	kælma
كُلَّمَا	kallamaː
كلما	kalma
كُلَّمَا	kalmaː
كُلَّمَا	kullamaː
كُلما	kulumɑ
كلمات	kælɑmɑt
كلماتك	kalamatuk
كلماته	kalmaːθa
كلماتها	kalamaθa
كلماتي	kalamati
كلمة	kalama
كلمةً	kalamatan
كلمت	kalmatˁ
كلمتان	kalmatan
كلمتك	kalmatuk
كلمته	kalmaθa
كلمتها	kalmaθa
كلمتى	kalmati
كلمتي	kalmati
كلمتين	kalmatin
كلمني	kalmani
كلمه	kalama
كلّنا	kallana
كلنا	kalna
كلهُ	kalhu
كله	kalle
كلّه	kalle
كُله	kule
كلها	kalha
كلّها	kalleha
كُلها	kula
كُلُّهَا	kulhaː
كُلُّهَا	kullhaː
كلّهم	kælleːhum
كُلُّهُمْ	kalahim
كُلُّهُمْ	kalahm
كلهم	kalham
كُلُّهُمْ	kulhum
كُلُّهُمْ	kullhm
كلهن	kalhaːn
كلو	kallo
كلوا	kalʔaː
كُلُوا	kuluːaː
كلُوبٌ	kalluːb
كلُوبٌ	kluːb
كلود	kluːd
كلُودٌ	kluːd
كلوديا	kluːdiːjæ
كلوز	kluːz
كلوزو	kluːzu
كَلَوْنٍ	kalaun
كُلُونِي	kalaunajja
كُلُونِي	kalauniː
كُلُونِي	kalaunii
كُلُونِي	kalaunijj
كلوني	kaluːni
كُلُونِي	kuluːniː
كلوى	kalliː
كلوي	kalli
كُلْوِيٌّ	kilwijj
كلى	kalli
كُلًى	kulaː
كُلِّيٌّ	kalajj
كُلِّيٌّ	kaliː
كلي	kili
كُلي	kuli
كُلِّيٌّ	kuliː
كُلِّيٌّ	kulliː
كُلِّيٌّ	kullijj
كليّاً	kæliːjæːm
كلياً	kælijæm
كليًا	kalleːʔan
كليا	kileːja
كُلياً	kulijaːn
كليب	kaliːb
كليّة	kaliːʔ
كلية	kalleʕa
كليتون	klajtun
كليتي	kɪˈlɪti
كلير	klɪːr
كليف	kɪlɪf
كليفتون	kalivton
كليفلاند	kaliflɑːnd
كليفورد	klɪfɑːd
كليكما	kalikma
كليم	kɪleːm
كَلَيْنَ	kalajjin
كَلَيْنَ	kaliːn
كلين	kalin
كلينا	kalleːna
كلينت	klɪnt
كلِينْتُونٌ	kliːntuːn
كلينتون	klɪnˈtɑn
كلينم	kalinim
كليه	kalija
كِلَيْهِمَا	kalajjhmaː
كليهما	kalijma
كِلَيْهِمَا	kiliihimaː
كِلَيْهِمَا	kuliːhimaː
كِلَيْهِمَا	kullijjhmaː
كليو	kiˈluː
كليوباترا	klajbɑtˤrɑ
كـم	kæm
كم	kæm
كَم	kæm
كَمْ	kaem
كَمْ	kam
كَمْ	kamm
كَمْ	kamma
كمْ	kɑm
كمّ	kɑmː
كَمْ	km
كَمُؤَشِّرٍ	kamuʔaʃʃar
كَمُؤَشِّرٍ	kamuʔaʃʃir
كما	kæmæ
كَمَا	kamaː
كمـا	kamɑ
كَمَا	kammaː
كَمَائِنَ	kamaːʔin
كمال	kæmæl
كَمَالٌ	kamaːl
كمان	kamaːn
كَمَانٌ	kamaːn
كمبالا	kambaːlaː
كمبوديا	ˈkæmboːdjæ
كمبوديا	kambuːdiːaː
كمبوديا	kambuːdijjaː
كمبيوتر	kæmbajtˤɑr
كَمْبِيُوتِرٌ	kambjuːtir
كمثال	kæmθɑlɑ
كَمِثَالٍ	kamaθθaːl
كَمِثَالٍ	kamiθaːl
كمثل	kæmθil
كَمِثْلُ	kamaθal
كَمِثْلُ	kamiθl
كَمُجْتَمَعٍ	kamudʒtamaʕ
كَمُجْتَمَعٍ	kamudʒtamiʕ
كَمُجَرَّدٍ	kamudʒarrad
كَمَجْلِسٍ	kamadʒlis
كمجموعة	kæmoːga
كمحامي	kæmæˈhæːmi
كَمِحْوَرٍ	kamiħwar
كَمِحْوَرٍ	kamuħawwar
كَمُخْرِجٍ	kamaxradʒ
كَمُخْرِجٍ	kamuxradʒ
كَمُخْرِجٍ	kamuxridʒ
كَمَدْخَلٍ	kamadxal
كَمَدْخَلٍ	kamudxal
كَمُدَرِّبٍ	kamudarrab
كَمُدَرِّبٍ	kamudarrib
كمدير	kamdiːr
كَمُدِيرٍ	kamudiːr
كَمَرْجِعٍ	kamardʒiʕ
كَمُرَشَّحٍ	kamuraʃʃaħ
كَمُرَشَّحٍ	kamuraʃʃiħ
كَمَرَضٍ	kamaradˤ
كَمَرَضٍ	kamurdˤ
كَمَرْكَزٍ	kamarkaz
كَمَرْكَزٍ	kamurakkaz
كَمَسْؤُولٍ	kamasʔuːl
كمساعد	kamsaːʕid
كَمُسَاعِدٍ	kamusaːʕid
كَمُسْتَخْدَمٍ	kamustaxdam
كَمُسْتَخْدَمٍ	kamustaxdim
كمستشار	kæmsteˈʃɑːr
كَمُسْتَشَارٍ	kamustaʃaːr
كَمُسْلِمٍ	kamusallam
كَمُسْلِمٍ	kamuslim
كمشتبه	kæmʃɪtˈbæh
كَمَشْرُوعٍ	kamaʃruːʕ
كمصدر	kæmˈsˤɑrˤ
كَمَصْدَرٍ	kamasˤdar
كَمَصْدَرٍ	kamusˤaddar
كَمَصْدَرٍ	kamusˤaddir
كَمِصْرٍ	kamisˤr
كَمِصْرٍ	kamusˤirr
كَمُصْطَلَحٍ	kamusˤtˤalaħ
كَمُضَادٍّ	kamudˤaːdd
كَمُعَلِّمٍ	kamaʕlam
كَمُعَلِّمٍ	kamuʕallim
كَمِعْيَارٍ	kamiʕjaːr
كَمَفْهُومٍ	kamafhuːm
كمكان	kæmkæn
كَمَكَانٍ	kamakaːn
كَمُكَوِّنٍ	kamukawwan
كَمُكَوِّنٍ	kamukawwin
كَمَّلَ	kamala
كَمَّلَ	kamall
كَمَّلَ	kamila
كَمَّلَ	kammala
كَمَّلَ	kamula
كَمَلَاَذٍ	kamalaːð
كَمَلَاَذٍ	kamalaːðð
كَمَلَفٍّ	kamilaff
كملك	kæmˈlæk
كَمَّلَكَ	kamalik
كَمَّلَكَ	kamallka
كَمَّلَكَ	kamallki
كَمَّلَكَ	kamilk
كَمَّلَكَ	kammalaka
كَمَّلَكَ	kammalaki
كَمَّلَكَ	kamulk
كملكة	kæmˈliːgæ
كَمُمَثِّلٍ	kamumaθθal
كَمُمَثِّلٍ	kamumaθθil
كمن	kæmn
كَمَنْ	kaman
كَمَنْ	kamana
كَمَنْ	kamanna
كَمَنْ	kamina
كَمَنْ	kaminna
كَمُنْتِجٍ	kamuntadʒ
كَمُنْتِجٍ	kamuntidʒ
كَمِنْهَجٍ	kamanhadʒ
كَمُوَاطِنٍ	kamauaːtˤin
كَمُوَاطِنٍ	kamuːaːtˤin
كَمَوْضُوعٍ	kamaudˤuːʕ
كَمُوَظَّفٍ	kamuːaðˤˤaf
كَمَوْقِعٍ	kamauqiʕ
كَمَوْقِعٍ	kamuːaqqaʕ
كَمَوْقِعٍ	kamuːaqqiʕ
كَمَوْقِفٍ	kamauqif
كَمَوْقِفٍ	kamuːaqqaf
كَمُّونٌ	kammuːn
كَمُّونٌ	kumuːn
كَمِّيٌّ	kamajj
كَمِّيٌّ	kamijj
كَمِّيٌّ	kammiː
كَمِّيٌّ	kammijj
كميات	kæmijæt
كميّة	kæmiːjə
كمية	kæmijɑ
كَمِيلٌ	kamiːl
كَمِيلٌ	kamiil
كميل	kamil
كَمِينٌ	kamiːan
كمين	kamiːn
كَمِينٌ	kamiːn
كَمِينٌ	kamiin
كميناً	kamineh
كميه	kæmih
كَنَّ	kann
كَنَّ	kanna
كن	kɑn
كنّ	kɑnˈn
كَنَّ	kin
كَنَّ	kun
كَنَّ	kunna
كُن	kʊn
كُنْ	kʊn
كنـا	kænæ
كنا	kænæ
كَنَّا	kanaː
كنّـا	kanna
كَنَّا	kannaː
كنّا	kɑnːɑ
كنَّا	kɑnːɑ
كُنا	kuna
كَنَّا	kunnaː
كُنّا	kʊnːæ
كَنَائِبٍ	kanaːʔib
كَنَائِسُ	kanaːʔis
كَنَارِيٌّ	kanaːriː
كَنَارِيٌّ	kanaːrijj
كناية	kanaːja
كَنَبَ	kanab
كَنَبَ	kanib
كَنَّتْ	kannat
كـنت	kɑnt
كنـت	kɑntɑ
كنتُ	kɑntʊ
كنتٍ	kentin
كَنَّتْ	kint
كنت	kɪnt
كنتَ	kɪntɑ
كنـتِ	kɪnti
كنتِ	kɪnti
كنتٌ	kɪntun
كُنتِ	kuːnti
كَنَّتْ	kunta
كَنَّتْ	kunti
كَنَّتْ	kuntu
كُنْتُ	kuntʊ
كُنتُ	kunuːt
كُنت	kʊnt
كُنتَ	kʊntɑ
كُنْتَ	kʊntɑ
كنـُـت	kʊt
كنتاكي	kiːntɑːkiː
كنتم	kɑntum
كُنتم	kuntum
كنتما	kiːntæmæ
كنتى	kɑnti
كنتي	kɑntiː
كنتيجة	kænuːdʒɑbiʔ
كنج	kɪng
كَنَدَا	kanadaː
كندا	kɪndɑ
كَنَدِيٍّ	kanaddiː
كَنَدِيٍّ	kanadijj
كَنَدِيٍّ	kaniddajja
كَنَدِيٍّ	kaniddiː
كَنَدِيٍّ	kaniddii
كندي	kaniði
كَنَدِيٍّ	kinidiː
كنز	kænz
كَنْزٌ	kanaza
كَنْزٌ	kanazz
كَنْزٌ	kaniz
كَنْزٌ	kanizz
كَنْزٌ	kanz
كنزي	kenzi
كَنَسَ	kanasa
كَنَسَ	kannasa
كَنَسَ	kans
كَنِسَاءٍ	kanasaːʔ
كَنِسَاءٍ	kanassaːʔ
كَنِسَاءٍ	kanisaːʔ
كنساس	kɪnˈsɑːs
كَنَشَاطٍ	kanaʃaːtˤ
كَنَشَاطٍ	kaniʃaːtˤ
كَنَصٍّ	kanasˤˤ
كَنِظَامٍ	kaniðˤaːm
كَنْعَانٌ	kanʕaːn
كَنَمُوذَجٍ	kanamuːðadʒ
كنه	kana
كَنَّهُ	kannahu
كَنَّهُ	kannh
كَنَّهُ	kunh
كَنَّهُ	kunnahu
كنوز	kæˈnuːz
كُنُوزٌ	kunuːz
كنوع	kæˈnuːʕ
كَنَوْعٍ	kanauʕ
كُنِّي	kanajj
كُنِّي	kanijj
كُنِّي	kanniː
كَنِيسٌ	kaniːs
كنيسة	kæniːsæ
كنيستنا	kinisˈtna
كنيستي	keniːste
كهؤلاء	kahaːduːʔ
كَهَدَفٍ	kahadaf
كهدية	kahedija
كهذا	kahaθa
كهذه	kahaθa
كهرباء	kahabaːʔ
كَهْرَبَاءُ	kahrabaːʔ
كهربائي	kahabaːʔiː
كَهْرَبَائِيٌّ	kahrabaːʔiː
كَهْرَبَائِيٌّ	kahrabaːʔijj
كهربائية	kahabaːʔijja
كهربية	kaharabija
كهف	kahaf
كَهْفٌ	kahf
كَهْفٌ	kahiff
كَهْلٌ	kahala
كَهْلٌ	kahl
كَهْلٌ	kahula
كَهْلٌ	kuhhal
كَهَنُوتٌ	kahanuːt
كَهَنُوتٌ	kahnuːt
كهوف	kahuːf
كُهُوفٌ	kuhuːf
كو	kuː
كَوَابِيسُ	kauaːbiːs
كوابيس	kawɑˈbɪs
كَوَاحِدٍ	kauaːħid
كواحد	kuwaːhid
كواحدة	kuɑːhida
كوادر	kauaːdir
كَوَارِثُ	kauaːriθ
كواغماير	kuːɑgmɑjɾ
كَوَاقِعٍ	kauaːqiʕ
كَوَاكِبُ	kauaːkib
كواكب	kawkaːbiː
كُوَالَالَمْبُورٌ	kuːaːlaːlambuːr
كوالسكي	kawalsiki
كواليس	kauaːliːs
كوان	qoːn
كوانتيكو	qɑːntiːko
كوانغ	kwɑːŋ
كُوبٌ	kauibb
كوب	kob
كُوبٌ	kuːb
كوباً	kɑbɑn
كَوِبَا	kuːbaː
كوبا	kuba
كُوبِرَ	kauabar
كُوبِرَ	kauabir
كوبر	kɑwˈbɑr
كُوبِرَ	kuːbir
كوبرا	kuːbra
كَوَبَرِيٍّ	kauabariː
كَوَبَرِيٍّ	kauabarijj
كَوَبَرِيٍّ	kauabirajja
كَوَبَرِيٍّ	kauabiriː
كَوَبَرِيٍّ	kauabirii
كَوَبَرِيٍّ	kuːbriː
كوبنهاجن	kuːbinhaːdʒin
كُوبِنْهَاغِنٌ	kuːbinhaːɣin
كُوبُونٌ	kuːbuːn
كُوبِيٌّ	kauubiː
كُوبِيٌّ	kuːbajja
كوبي	kuːbiː
كُوبِيٌّ	kuːbiː
كُوبِيٌّ	kuːbii
كُوبِيٌّ	kuːbijj
كوبير	kobeːr
كوبين	kuːbiːn
كَوَتْ	kauat
كَوَتْ	kuːt
كوتش	koːtʃ
كوتون	kotoːn
كَوْثَرٌ	kauaθir
كَوْثَرٌ	kauθar
كَوَجْهٍ	kauadʒh
كَوُجُودٍ	kauudʒuːd
كو-جون-بيو	kujunbiː
كُوخٌ	kuːx
كوخ	kux
كَوِدَ	kauidd
كَوِدَ	kauudd
كَوِدَ	kawwada
كود	kuːd
كودي	koːdi
كَوَّرَ	kawwara
كَوَّرَ	kuːar
كور	kuːr
كَوَّرَ	kuːr
كَوَّرَا	kawwaraː
كَوَّرَا	kuːaraː
كورا	kuːra
كَوَّرَا	kuːraː
كورابيكا	kuːraːbika
كورال	kuːraːl
كُورَالٌ	kuːraːl
كَوَرْبٍ	kauarb
كَوَرْبٍ	kuːrb
كورب	kurb
كورت	kuːrt
كورتس	kuːrtas
كورتني	kuːrtˈneɪ
كورتيز	kuːrtiːz
كورتيس	kuːrtis
كورديليا	kuːrdija
كَوَرْسٍ	kauars
كورساك	kurˈsɑk
كوركي	kurki
كورن	kawrin
كَوَرْنِيشٍ	kauarniːʃ
كَوَرْنِيشٍ	kuːrniːʃ
كورنيل	kawrinil
كورنيليا	kuːrnɪlijɑ
كَوِّرِي	kuːariː
كوري	kuːriː
كَوِّرِي	kuːriː
كَوِّرِي	kuːrijj
كُورِيَا	kuːriːaː
كوريا	kuːrijɑ
كُورِيَا	kuːrijjaː
كورية	kuːrijjah
كورين	kuːrin
كُوزٌ	kauazz
كُوزٌ	kuːz
كوز	kuz
كوزمو	koozmo
كَوَزِيرٍ	kauaziːr
كوزيمو	kuːziːmo
كوس	koːs
كُوسَا	kuːsaː
كَوَسَائِلِ	kauasaːʔil
كُوسْتَا	kuːstaː
كوستا	kusta
كُوسْتَارِيكَا	kuːstaːriːkaː
كوستاريكا	kustaːriːka
كُوسُوفُوٌ	kuːsuːfuː
كَوَسِيطٍ	kauasiːtˤ
كوسيلة	kosiːla
كوسيما	kosiːma
كُوشِ	kawwaʃa
كُوشِ	kuːaʃ
كَوَضْعٍ	kauadˤʕ
كوفمان	koʊfman
كُوفِيٌّ	kauafijj
كوفي	kofi
كُوفِيٌّ	kuːfijj
كَوَقُودٍ	kauaquːd
كُوكٌ	kawwaka
كوك	koːk
كُوكٌ	kuːk
كُوكَا	kawwakaː
كوكا	koːka
كُوكَا	kuːkaː
كوكايين	koːkɑːjɪn
كوكب	kakobo
كَوْكَبٌ	kauakb
كَوْكَبٌ	kaukab
كوكبنا	kakobana
كوكبي	kuːkbiː
كوكتيل	kuːktiːl
كُوكْتِيلٌ	kuːktiːl
كوكران	kokaran
كَوُكْسٍ	kauaks
كوكس	koːks
كوكو	kuːkuː
كوكي	kuːkiː
كَوَكِيلٍ	kauakiːl
كول	kuːl
كُولِ	kwl
كولا	kuːla
كولا	kuːlaː
كولبي	kuːlbi
كولت	koʊlɪt
كولتون	kuːltˈuːn
كولد	kalod
كولدن	kaldan
كولسون	kuːlsun
كولمان	kuːlmaːn
كُولِنٌ	kuːlin
كولن	kuːln
كولور	kuːloːr
كولورادو	kuːloːrɑːdoː
كولومبو	kuːlʊmbo
كولومبوس	kuːloːmboːs
كولومبيا	kuːloːmiːbijɑː
كُولُومْبِيَا	kuːluːmbiːaː
كُولُومْبِيَا	kuːluːmbijjaː
كولون	kuːlon
كُولُونِيَا	kuːluːniːaː
كولونيل	kuːloːniːl
كُولِيٌّ	kaualijj
كولي	kuːliː
كوليت	kuːliːt
كولير	kuːliːr
كولين	kɔˈlin
كولين	kuːliːn
كولينز	kolins
كَوَّمَ	kaum
كَوَّمَ	kawwama
كَوَّمَ	kuːam
كوم	kuːm
كومار	kuːmaːr
كُومَارٌ	kuːmaːr
كومبتون	kuːmbaːton
كومبيوتر	kombiːtir
كومبيوتر	kuːmbjuːtir
كومة	kuːmah
كوميدي	kuːmiːdiː
كُومِيدِيٌّ	kuːmiːdijj
كُومِيدِيَا	kuːmiːdiːaː
كوميديا	kuːmiːdiːjæ
كُومِيدِيَا	kuːmiːdijjaː
كوميدية	kuːmiːdijjə
كَوْنٌ	kauann
كَوْنٌ	kaun
كَوْنٌ	kawwana
كَوْنٌ	kawwanna
كون	kuːn
كَوَّنَا	kaunaː
كَوَّنَا	kawwanaː
كَوَّنَا	kawwannaː
كونا	kɔːnɑ
كونان	kuːnɑːn
كَوَّنَتْ	kawwanat
كَوَّنَتْ	kawwanta
كَوَّنَتْ	kawwanti
كَوَّنَتْ	kawwantu
كونت	kɔːnt
كَوَّنَتْ	kuːnt
كونتا	koʊntɑ
كونتي	kuːnti
كَوْنَتُي	kuːntiː
كونج	kuːnʒ
كونجرس	koːngars
كوندي	kɔndi
كونر	kuːnɾ
كونراد	kuːnraːd
كونرز	kuːnɑːrɑːs
كونروي	kɔnˈɾoːj
كونستانس	koːnstɑnˈsɑs
كونغ	koːng
كونغ	kuːnɣ
كونك	kɔng
كونكَ	kuːnka
كونكِ	kuːnki
كونلي	kuːnli
كوننا	kuːnna
كونه	kuːnuh
كونها	kuːnah
كونهم	kuːnuhum
كونو	kɔnu
كونوا	kuːnwɑː
كونواي	kuːnwaɪ
كونور	kɔnɔr
كونوها	kuːnuhɑː
كونى	kuːniː
كَوْنِيٌّ	kauanniː
كَوْنِيٌّ	kauniː
كَوْنِيٌّ	kaunijj
كوني	kuːni
كَوْنِيٌّ	kuːniː
كونية	kuːniːjə
كونيتيكت	kuːniːtɪk
كونيكتيكت	kuːniːktɪkt
كُوهِنَّ	kauahn
كُوهِنَّ	kauuhun
كوهين	kauahiːn
كوهين	koːhin
كوهين	kuːhiːn
كوي	kuj
كُوَيْتٌ	kauiita
كُوَيْتٌ	kauiiti
كُوَيْتٌ	kauiitu
كُوَيْتٌ	kuːiit
كُوَيْتِيٌّ	kauijjatiː
كُوَيْتِيٌّ	kuːiitijj
كُوَيِّسٌ	kuːajjis
كويس	kujs
كويكب	kujib
كويل	kujl
كوين	qɪn
كوينتن	qɑːwinˈtɑn
كوينتين	qɪnˈtɪn
كوينز	qɑːˈʔinɪs
كوينسي	qɪnˈsɪ
كى	kiː
كَيْ	kajj
كي	ki
كْي	ki
كيّ	kiː
كَيْ	kii
كيا	kija
كِيَانٌ	kiːaːn
كيان	kijaːn
كيب	kiːb
كيبا	kiba
كيبل	kiːbal
كيبنر	kibenra
كيت	kiːt
كَيْتَ	kiːt
كَيْتَ	kiita
كيتس	kiːts
كيتلين	kitelin
كيتنغ	kiˈtˤiŋ
كيتون	kituːn
