અં	ə̃ː
બંધારણીય	ɓəɳɖɑɾɳij
બંધાવાનો	ɓəɳɖɑʋɑːno
બંધાશે	ɓəɳɖɑːʃe
બધી	bəɖiː
બધું	bəɖʱʊ̃
બધુ	bəɖʊ
બંધુઓ	ɓəɳɖʊo
બંધુઓને	ɓəɳɖʊo̯nɛ
બધુય	ɓəɖʰuː
બધે	bəɖʱe
બધો	bəɖo
બંનએ	ɓəɳə
બનતા	ban̪t̪ə
બનતી	bant̪i
બનતુ	bant̪u
બનતું	ɓənt̪ʊ
બનતો	ɓənt̪o
બનનાર	ɓənənɑːr
બનનારી	banənɑːri
બનયા	ɓənjɑ
બનવા	banʋɑ
બનવાથી	banʋatʰi
બનવાના	banʋɑːnə
બનવાની	ɓənʋɑːniː
બનવાનું	banʋaːnu
બનવાનો	banʋaːno
બનવામાં	banəmaɪ
બનવું	banʋu
બનવુ	ɓənʋu
બનવ્યા	ɓənʋjə
બનશે	banʃe
બના	ɓəna
બનાઈ	bənaɪ
બનાનના	bən̪ən̪ə
બનામ	bənaːm
બનારસ	bənaːɾəs
બનારસથી	banɑːɾsəθi
બનારસના	ʋənɑːɾsəna
બનારસની	bənaːɾəsniː
બનાલી	bənaːliː
બનાવ	bənaʋ
બનાવટી	bənaːʋʈiː
બનાવડાવવાની	bənaʋɖɑʋəni
બનાવડાવવું	ɓənaʋɖɑʋʋu
બનાવડાવે	bənaʋɽɑʋe
બનાવત	bənaʋt̪
બનાવતા	bənaːʋt̪ə
બનાવતાં	bənaʋt̪ɑ̃
બનાવતાની	bənaʋt̪aːniː
બનાવતી	bənaʋti
બનાવનાર	bənaʋnɑr
બનાવનારા	bənaːʋəɾɑːɾi
બનાવનારાઓની	banɑːʋnɑːɾɑːo̯ni
બનાવનારી	bənaʋnɑɾi
બનાવની	bənaːʋniː
બનાવવ	bənaːvə
બનાવવા	bənaːvəʋə
બનાવવાનાં	bənaːvəɳeː
બનાવવાના	ɓənaːʋʋoːnə
બનાવવાની	bənaːvʋaːniː
બનાવવાનું	bənaːvʋaːnu
બનાવવાનો	ɓənɑːʋʋɑːn̪o
બનાવવામા	bənaːvʋaːmə
બનાવવામાં	bənaːʋəmaː
બનાવવી	bənaːʋʋi
બનાવવું	bənaːvu
બનાવવો	bənaːvʋo
બનાવશે	bənaːʋʃe
બનાવાઈ	bənaʋaɪ
બનાવાનાં	ɓənɑʋɑ̃ː
બનાવાની	ɓənaːʋɑːni
બનાવાનું	bənaːvaːnu
બનાવાનો	bənaːvaːno
બનાવામાં	bənaːvaːm
બનાવાયાં	bənaʋɑjɑ̃
બનાવાયુ	bənaːʋɑjuː
બનાવાયેલી	ɓənɑʋɑjeːliː
બનાવી	bənaʋi
બનાવીને	bənaːviːne
બનાવીશ	ʋənɑːʋiːʃ
બનાવીશું	bənaːviːʃʰʊ̃
બનાવુ	bənaːvu
બનાવું	bənaːvuː
બનાવે	bənaʋe
બનાવેલ	ɓənɑʋel
બનાવેલા	bənaːʋeːlə
બનાવેલી	bənaʋeːliː
બનાવો	bənaːvo
બનાવોની	bənaːvoːniː
બનાવ્યાં	bənaːvyɑ̃
બનાવ્યા	bənaːʋjə
બનાવ્યું	bənaːvuː
બનાવ્યુ	bənaːvyu
બનાવ્યો	ɓənaːʋjo
બની	bani
બનીએ	bəniːe
બનીને	beniːne
બનીશ	baniʃ
બનીશુ	baniʃu
બનીશું	baniʃuŋ
બને	bəne
બનેં	bəneː
બંને	ʋənne
બંનેએ	ɓənne
બનેગા	ban̪ega
બંનેના	ɓənneɳɑ
બંનેની	ɓəŋneːniː
બંનેનું	bəŋneːnuː
બંનેને	ɓəŋkəne
બંનેનો	ɓənneno
બંનેમાં	ɓən̪ne̞mæ̃
બંનેમાંથી	ʋənneːmɑ̃tʰi
બનેલ	bəneːl
બનેલા	bəneːlə
બનેલી	bəneːliː
બનેલુ	bəneːlu
બનેલું	bəneːlu
બનેલે	bənele
બનેલો	bəneːlo
બનેવી	bəneʋi
બનો	boːno
બન્ને	banne
બંન્ને	ɓənne
બન્નેએ	banneɛ
બંન્નેએ	ɓənneː
બન્નેના	banneneɣə
બંન્નેના	ɓənnene
બન્નેની	banneːniː
બન્નેનું	bannenu
બન્નેને	bannene
બન્નેનો	banneneɳo
બંન્નેનો	ɓənneːno
બન્નેમાં	bannemɑ̃
બન્યાં	banjɑ̃
બન્યા	banjə
બન્યુ	banju
બન્યું	bəɳjuː
બન્યો	banjo
બંપર	ɓəmpəɾ
બપોર	ɓəpoːr
બપોરે	ɓəpoɾe
બબાલ	bəˈbɑl
બબિતાના	bəbiːt̪oːnə
બબીતા	bəbiːt̪ə
બબ્બર	ɓɑbːɾ
બમણા	ɓəɳə
બમણી	ɓəɳiː
બમણું	ɓəɳuɳ
બમણો	ɓəɳo
બમરેચા	bəməɾetʃə
બરજાત્યાની	bəɾdʒɑt̪jɑːniː
બરતરફ	bəɾətəɾəpʰ
બરતરફી	bəɾətəɾɸi
બરફી	ɓəɾpʰiː
બરફીએ	bəɾpʰie
બરબાદ	ɓəɾbɑːd̪
બરબાદી	ɓəɾbɑːɾɑːdi
બરબાદીને	bəɾbɑːdiːne
બરલ	ɓəɾəl
બરાબર	bəɾɑbɾ
બરાબરની	bəɾɑːbɾəniː
બરાબરી	bəɾɑːbɾi
બરાબરીના	bəɾɑːbɾiːnə
બરાર	bəɾɑːɾ
બરેલી	bəɾeːliː
બરોડા	bəɾoɽɑː
બરોડાએ	bəɾoɽoɑe
બરોડાના	bəɾoːɽoːnə
બરોડાની	bəɾoːɽɑːniː
બરોડાને	bəɾoɽɑːnɛ
બરોડામાં	bəɾoɽoɽɑ̃
બરોબરી	bəɾoʋɾi
બર્થ	baːɾtʰ
બર્થડેઃ	ɓəɾtʰɑɖeː
બર્થડે	ɓəɾtʰɑɽe
બર્થડેની	ɓəɾtʰɑɑɑd̪eːniː
બર્નાન્કે	ɓəɾnɑːŋke
બર્નાન્કેએ	ɓəɾnɑ̃ke
બર્ફી	ɓəɾpʰiː
બર્ફીએ	ɓəɾpʰieː
બર્ફીના	ɓəɾpʰiːnə
બર્ફીની	ɓəɾpʰiːniː
બર્ફીનું	ɓəɾpʰiːn̪dʒə
બર્ફીને	ɓəɾpʰiːne
બર્ફીમાં	ɓəɾpʰiːmɑ̃
બર્ફીલા	ɓəɾpʰiːlə
બર્ફીલી	ɓəɾpʰiːliː
બર્બાદ	ɓəɾbɑːd̪
બર્મન	ɓəɾmn̪
બર્મિંગહામ	beːrmiŋgɑːm
બર્મિંઘમ	ɓəɾmɪŋgʱə
બર્મિઘમના	be̤ɾmigʰəna
બર્મિંઘમના	ɓəɾmɪŋgʱəna
બર્મિંઘમમાં	bermɪŋgʰəmmæ̃
બર્મિધમના	ɓəɾmiðʰənɑ
બર્લિન	ɓəɾlin
બલકે	ɓəlke
બલશ	ɓəlʃ
બલાસણા	ɓəɭɑːsəɳɑː
બલિદાન	bəliːdaːn
બલીવુડની	bəliʋuɖni
બલે	bəle
બલ્કમાં	ɓəlkə̃mæ̃
બલ્કિ	ɓəlki
બલ્કે	ɓəlke
બલ્બ	ɓəlːʋ
બવંડર	bəʋəɳɖəɾ
બવાને	ɓʋaːneː
બવેજાનો	bəʋeːdʒɑːno
બસ	ɓəʂ
બસંતી	ɓəsənt̪iː
બસની	ɓəsniː
બસનું	ɓəsuɳu
બસને	ɓəsne
બસનો	ɓəsno
બસમાં	ɓəs̪mɑ̃
બસરાએ	ɓəsaɾe
બંસલે	ɓə̃sle
બસુ	basu
બસ્ટર	baːst̪əɾ
બસ્ટિયર	baːsʈiːəɾ
બસ્સો	ɓəso
બહલ	bəɦəl
બહલના	bəɦlnə
બહલે	bəɦle
બહાદુર	bəɦɑːd̪uɾ
બહાદુરી	bəɦɑːduːɾi
બહાદુરીના	bəɦɑːduɾiːnɑ
બહાદુરીનું	bəɦɑːd̪uɾiːn̪u
બહાનું	bəɦɑnuː
બહાને	bəɦɑːnɛ
બહાર	bəɾ
બહારગામથી	bəɾɑɾgɑːmt̪ʰe
બહારથી	bəɾəʈʰi
બહારના	bəɾənə
બહારની	bəɾɾiː
બહારનો	bəɾənɔ
બહારી	bəɾi
બંહિયાઁ	ɓəɲʰjɑ̃
બહિષ્કાર	bəɦɪʂkaːr
બહુ	bəɦu
બહું	bəɦũ
બહુઉદ્દેશીય	bəɦuːd̪d̪eʃɪj
બહુચર્ચિત	bəɦʊtʃəɾtʃɪt
બહુની	bəɦuniː
બહુમુખી	bəɦuːmukʰiː
બહુમૂલ્ય	bəɦuːmuːliː
બહુરાષ્ટ્રીય	bəɾʊɾɑːʂʈɾiː
બહૂ	bəɦuː
બહેતર	bəɦet̪ər
બહેતરન	bəheːt̪ərən
બહેતરીન	bəhetr̪iːn
બહેન	bəhen
બહેનના	bəhenə
બહેનને	bəhenne
બહેના	bəhenə
બહેને	bəhenɛ
બહેનો	bəheno
બહેનોને	bəhenonɛ
બહેરા	bəɾə
બહેરો	bəɾo
બહેલ	bəɦel
બહેલા	bəɦeːlə
બહેસ	bəhes
બળ	ɓəɭ
બળજબરી	baɭdʒbəri
બળપણની	ɓəɭpəɳiː
બળાત્કાર	ɓəɭɑːt̪kɑːr
બળાત્કારના	baɭaːt̪kaːɾna
બળાત્કારની	baɭaːt̪kaːɾniː
બળાત્કારનો	baɭaːt̪kaːɾno
બળે	ɓəle
બા	ba
બાઇ	baɪ
બાઇક	baɪk
બાઇકની	baɪkniː
બાઇક્સ	baɪks
બાઇચુંગ	baɪtʃʊŋg
બાઇબલ	baɪbəl
બાઈટ	baɪt̪
બાઉટ	baʊʈ
બાઉટમાંથી	baʊ̯ʈmə̃ɳʰi
બાઉન્ડરીની	baʊ̯nd̪riːniː
બાઉન્ડ્રી	baʊ̯nd̪ɾiː
બાઉન્ડ્રીને	baʊ̯nd̪ɾiːne
બાઉન્સ	baʊ̯ns
બાઉન્સરનો	baʊ̯nsəɾno
બાઉન્સી	baʊ̯nsi
બાઉલનું	baʊln̪ʋə
બાઉંસર	baʊ̯nsəɾ
બાઉંસર્સ	baʊ̯nsɑrs
બાઉંસર્સનું	baʊ̯nsɑrsn̪u
બાકાત	baːkaːt̪
બાકી	baːki
બાકીનાં	baːkiːn̪eː
બાકીના	baːkiːnə
બાકીનાને	baːkiːnaːne
બાકીની	baːkiːniː
બાકીનું	baːkiːn̪u
બાકીને	baːkiːne
બાકીનો	baːkiːno
બાખડી	baːkʰɖi
બાગ	baːg
બાગડોર	baːgɾoːr
બાગની	baːgniː
બાગી	baːgi
બાગોમાંથી	baːgoːmɑ̃tʰi
બાંગ્લદેશે	baːŋglədeːʃe
બાંગ્લાદેશ	baːŋgləɽɛːɽeʃ
બાંગ્લાદેશના	baːŋglədeːʃnə
બાંગ્લાદેશની	baːŋglədeːʃniː
બાંગ્લાદેશને	baːŋgləɾeːʃne
બાંગ્લાદેશનો	baːŋglədeːʃnoː
બાંગ્લાદેશમાં	baːŋgləɽɛːʃmɛ̃
બાગ્લાદેશી	baːgləɾoɾeʃiː
બાંગ્લાદેશી	baːŋgləɽɛːɽʌiʃi
બાંગ્લાદેશે	baːŋglədeːʃe
બાજ	baːdʒ
બાજપાઈ	baːdʒpɑiː
બાજા	baːdʒə
બાજાર	baːdʒaːr
બાજી	baːdʒiː
બાજીને	baːdʒiːne
બાજીરાવ	baːdʒiːɾɑːʋ
બાજુ	baːdʒu
બાજું	baːdʒʊ̃
બાજુએ	baːdʒue
બાજુઓ	baːdʒuo
બાજુમાં	baːdʒumɑ̃
બાઝીગર	baːʐigər
બાંડીપોરા	baːɳɖiːpoːɾɑː
બાત	baːt̪
બાતરૂમની	baːtəɾumniː
બાતલ	baːtəl
બાતી	baːʈi
બાતેં	baːteːŋ
બાથટબ	baːʈʰʈəɪ̯b
બાથટબમાં	baːʈʰʈʰə̃mæ̃
બાથરૂમ	baːt̪ʰɾuːm
બાથરૂમમાં	baːt̪ʰɾum̩mæ̃
બાદ	baːd
બાદથી	baːd̪ʌt̪ʰi
બાદના	baːdənə
બાદની	baːdniː
બાદનો	baːdən̪o
બાદબાકી	baːd̪ɑːkiː
બાદમાં	baːd̪mɑ̃
બાદશાહ	baːd̪əʃɑː
બાદશાહત	baːd̪əʃɑːɦət̪
બાદશાહતને	baːd̪əʃɑːʰt̪n̪e
બાદશાહને	baːd̪əʃɑːn̪e
બાદશાહોને	baːd̪əʃɑːhoːne
બાંદારૂ	baːn̪d̪aːruː
બાંદ્રા	baːnd̪ɾɑ
બાંધકામ	baːn̪d̪ʱkɑːm
બાંધછોડ	baːn̪dʰɔɽ
બાંધવા	baːn̪d̪ʰʋaː
બાંધવામાં	baːɳdʰʋaːm
બાધા	baːɖʌ
બાંધી	baːɳdʰiː
બાંધીને	baːn̪d̪ʰiːne
બાંધે	baːɳdʱe
બાની	baːniː
બાનીની	baːniːniː
બાનીને	baːniːne
બાનુ	baːnu
બાન્દ્રા	baːnd̪rɑː
બાપ	baːp
બાપનો	baːpno
બાપૂ	baːpuː
બાપૂની	baːpuːniː
બાબત	baːbət̪
બાબતથી	baːbʌt̪ʰi
બાબતના	baːbət̪nɑ
બાબતની	baːbʌt̪niː
બાબતનું	baːbət̪n̪u
બાબતને	baːbət̪n̪e
બાબતનો	baːbət̪no
બાબતમાં	baːbʌt̪mæ̃
બાબતે	baːbʌt̪e
બાબતો	baːbʌto
બાબતોએ	baːbʌtoe
બાબતોથી	baːbʌt̪oːt̪ʰi
બાબતોના	baːbʌt̪oːnɑ
બાબતોની	baːbʌt̪oːniː
બાબતોનું	baːbʌtoːn̪ki
બાબતોને	baːbʌtoːne
બાબતોનો	baːbʌt̪oːno
બાબતોમાં	baːbʌt̪o̞mɑ̃
બાબર	baːbər
બાબા	baːbaː
બાબાએ	baːbae
બાબાત	baːbɑːt̪
બાબાના	baːbɑːnɑː
બાબી	baːbiː
બાબુજી	baːbuɟiː
બાબુજીનું	baːbuɟiːn̪u
બાબુમાં	baːbũmæ̃
બાબુરાવ	baːbuɾɑːʋ
બાબુરાવની	baːbuɾɑːniː
બાબુલ	baːbuːl
બાબૂ	baːbuː
બાય	baɪ
બાયબલ	baɪbəl
બાયિંગ	baɪ̯ɪŋ
બાયોપિક	baɪoɾik
બાયોપિકને	baɪjoːpɪkne
બાયોપિકમાં	baɪjoːpɪkmaːn
બાયોપીકની	baɪjoːpɪkniː
બાયોપ્સી	baɪo̯psi
બાયોમેટ્રિક	baɪoʊmeːt̪rɪk
બાર	baːr
બારણે	baːɾɳe
બારતની	baːɾət̪niː
બારતે	baːɾt̪eː
બારની	baːrniː
બારબડોસ	baːɾbɑɖoːs
બારમાં	baːrmæ̃
બારાત	baːɾaːt̪
બારાતની	baːɾaːt̪ni
બારી	baːri
બારીમાંથી	baːɾimɑ̃tʰi
બારીવલી	baːɾiʋəli
બારે	baːre
બાર્નેસ	baːrnes
બાર્બરા	baːɾbɾə
બાર્બી	baːɾbi
બાર્સેલ્સ	baːɾsɛlːs
બાલક	baːlək
બાલકૃષ્ણન	baːləkɾiʂɳən
બાલકૃષ્ણની	baːləkɾiʂɳiː
બાલકૃષ્ણને	baːləkɾiʂɳne
બાલન	baːln̪
બાલનના	baːlnə
બાલનની	baːln̪iː
બાલનનું	baːln̪ʊn̪dʒə
બાલનનો	baːln̪o
બાલને	baːln̪e
બાલા	baːlaː
બાલાકૃષ્ણની	baːlɑkɾiʂɳiː
બાલાજી	baːlɑːdʒi
બાલાજીએ	baːlɑːdʒiːe
બાલાજીની	baːlɑːdʒiːniː
બાલાજીનું	baːlaːdʒiːn̪uː
બાલાજીનો	baːlaːdʒiːnoː
બાલાજીમાં	baːlɑːdʒiːmɑ̃
બાલી	baːliː
બાલીના	baːliːnə
બાલેશ	baːleːʃ
બાલ્કનીમાં	baːl̪kəniːmæ̃
બાલ્કીએ	baːlkiːe
બાલ્કીની	baːlkiniː
બાલ્કીનું	baːlkɪn̪d̪ʑə
બાવન	baʋən
બાવનથી	baʋəntʰi
બાવમાં	baʋmæ̃
બાવેજા	baʋeːdʒɑ
બાસિલ	baːsɪl
બાસુ	baːsuː
બાસુએ	baːsuɛ
બાસુના	baːsuɳə
બાસુની	baːsuːniː
બાસુનું	baːsuɳu
બાસુને	baːsuːne
બાસ્કેટ	baːskɛt̪
બાસ્કેટબૉલ	baːskɛʈbɔːl
બાસ્કેટબોલ	baːskɛʈboːl
બાસ્કેટમાં	baːskɛʈmɛ̃
બાહર	baːɾ
બાહુબલી	baːhuːbəliː
બાહુબલીના	baːhuːbəliːnə
બાહુબલીને	baːhuːbəliːne
બાહુબલીનો	baːhuːbəliːnoː
બાહોમાં	baːhoːmɑ̃
બાળ	baːl
બાળક	baːɭk
બાળકના	baːɭkəna
બાળકની	baːɭkniː
બાળકને	baːɭkənɛ
બાળકી	baːɭki
બાળકીએ	baːɭkiːe
બાળકીઓ	baːɭkio
બાળકીના	baːɭkiːnə
બાળકીને	baːɭkiːne
બાળકો	baːɭko
બાળકોએ	baːɭkɔe
બાળકોના	baːɭkonoː
બાળકોની	baːɭkoniː
બાળકોનું	baːɭkonoːn̪dʒi
બાળકોને	baːɭkonoːne
બાળકોનો	baːɭkonoː
બાળકોમાં	baːɭkomaːn
બાળપણ	baɪɭpəɳ
બાળપણથી	baɪɭpəɳtʰe
બાળપણના	baːɭpəɳə
બાળપણની	baɪɭpəɳni
બાળપણનો	baɪɭpəɳno
બાળપણમાં	baɪɭpəɳmæ̃
બાળા	baːɭə
બાળાએ	baɭɑe
બાળાઓ	baɭjo
બાળાની	baɪɑːɳiː
બિકતા	biːkət̪ə
બિકની	biːkniː
બિકનીનું	biːkniːnuː
બિકનીમાં	bikaniːmæ̃
બિકવાલી	biːkʋaːliː
બિકિની	biːkiniː
બિકીની	bikiniː
બિકીનીનો	bikinino
બિકીનીમાં	bikiniːmæ̃
બિકૉઝ	bikoːʒ
બિગ	big
બિંગ	biŋg
બિંગઝિઆઓએ	biŋgʒʰiɑoɛ
બિંગઝિઆઓને	biŋgʒiɑːo̯ne
બિંગનો	biŋgno
બિગબોસ	bigbɔs
બિગબોસના	bigbosna
બિચારા	bitʃaːɾo
બિજનીશ	bidʒəniːʃ
બિજબેહડા	biɟbeɦɖɑ
બિજલાણી	bidʒəlɑ̃niː
બિજલાણીએ	bidʒələɳie
બિજલાણીને	bidʒələɳine
બિજલાની	bidʒəl̪əni
બિજલાનીએ	bidʒəl̪ənie
બિજલી	bidʒəli
બિજૉય	bidʒoːj
બિઝનેઝમેન	biʒəneːʒmən
બિઝનેશ	biʒneʃ
બિઝનેશમેન	biʒneʃmeːn
બિઝનેસ	biʒnɛs
બિઝનેસના	biʒnɛsna
બિઝનેસની	biʒnɛsniː
બિઝનેસનું	biʒnɛsnuŋ
બિઝનેસને	biʒnɛsne
બિઝનેસનો	biʒnɛsno
બિઝનેસમાં	biʒnɛsmaɪ̯n
બિઝનેસમાંથી	biʒnɛsmaɪ̯nʈʰi
બિઝનેસમૅન	biʒnɛsmæ̃
બિઝનેસમેન	biʒnɛsmen
બિઝનેસવુમન	biʒnɛsʋʋmən
બિઝી	biʒi
બિડર	biɖəɾ
બિડર્સ	biɖəɾs
બિડર્સને	biɖəɾs̪n̪e
બિડર્સમાં	biɖəɾs̪mɛ̃
બિડું	biɖũ
બિદાઈ	bid̪əiː
બિંદાસ્ત	bind̪ɑːst̪
બિંદાસ્તપણે	bind̪ɑːst̪əpɳe
બિંદ્રા	bind̪ɾɑ
બિંદ્રાએ	bindɾɑe
બિદ્રાના	biːdrɑːnɑː
બિદ્રાનું	biːdraːnu
બિન	biːn
બિનઇરાદાપૂર્વક	biniraːd̪apuːɾʋk
બિનઇરાદાપૂર્વકની	biniraːd̪aːpuːɾʋkini
બિનઉત્પાદક	binut̪əd̪ək
બિનઉપજાઉ	binupədʒɔu
બિનઉપયોગી	binupjogi
બિનકાર્યક્ષમ	biŋkɑɾjɑkʃm
બિનજરૂરી	biɳdʒəruɾi
બિનજવાબદાર	biɳdʒʋɑːbəd̪ɑːr
બિનમહાનગરીય	biːnəmaːhəŋəriː
બિનસરકારી	biːn̪səɾkɑɾiː
બિનસાપ્રંદાયિકતાને	bin̪s̪ɑːpɾə̃ɳd̪ɑjɪkt̪ɑn̪e
બિનીએ	binie
બિન્દાસ	bind̪ɑs
બિન્દાસ્ત	bind̪əst̪
બિન્દુ	bindu
બિન્દ્રા	bind̪ɾɑ
બિન્દ્રાએ	bindɾɑe
બિન્ની	bini
બિન્નીએ	biɳiːe
બિન્નીને	binine
બિન્નીનો	biɳːiːno
બિપાશા	bipɑːʃɑː
બિપાશાએ	bipɑːʃɑːe
બિપાશાના	bipɑːʃoːnɑː
બિપાશાની	bipɑːʃɑːniː
બિપાશાનું	bipɑːʃɑːnũ
બિપાશાને	bipɑːʃɑːne
બિપાશાનો	bipɑːʃɑːno
બિપાસા	biːpɑːsɑː
બિપુલ	bipul̪
બિપ્લબ	biːpʰləb
બિબિયન	bibijɑ̃
બિમાર	biːmaːr
બિમારી	biːmaːɾiː
બિમારીઓ	biːmaːɾiːo
બિમારીઓને	biːmaːɾiːn̪eː
બિમારીથી	biːmaːɾiːt̪ʰi
બિમારીના	biːmaːɾiːnə
બિમારીની	biːmaːɾiːniː
બિમારીને	biːmaːɾiːne
બિયાણીના	bijɑɳine
બિયાનીએ	bijɑniɛ
બિયેર	bijɛːr
બિયોન્સ	bijɔns
બિયોંસે	bijoːnse
બિરદાવા	biɾədaʋə
બિરદાવ્યું	biɾd̪əwɨ̃
બિરલા	biɾəla
બિરલાએ	biɾlɑe
બિરસા	biɾsə
બિરાજનાર	biɾɑɑɲɑːɾ
બિરાજમાન	biɾɑːdʒəmaːn
બિરાદરીને	biɾɑːɾɑːɾine
બિરૂદ	biɾuːd̪
બિલ	biːl
બિલકુલ	biləkulʊ
બિલને	biɭnɛ
બિલમાં	biːl̪mæ̃
બિલાડી	bilaːɖiː
બિલાડીઓ	bilaːɖiʌ
બિલિટનના	biliːʈənnaː
બિલિટને	bilit̪əne
બિલિડન	biliɖən
બિલિયન	bilijɑ̃
બિલિયોનેર	bilijoːneːr
બિલિયોનેર્સમાં	bilijoːneːɾsmaɪ̯
બિલી	bili
બિલ્કુલ	biɭkuɭ
બિલ્ડ	ɓɪɭɖ
બિલ્ડઅપ	ɓɪɭɖəp
બિલ્ડર	biɭɖəɾ
બિલ્ડરને	ɓɪɭɖəɾnɛ
બિલ્ડરો	ɓɪɭɖro
બિલ્ડરોને	ɓɪɭɖrone
બિલ્ડર્સ	biɭɖəɾs
બિલ્ડિંગમાંથી	biɭɖ̪iŋgmɑ̃tʰi
બિલ્ડીંગમાં	biɭɖiŋmæ̃
બિશન	biʃən
બિષ્ટ	biʂʈ
બિષ્ટે	biʂʈe
બિસલા	bisələ
બિસલાએ	bisəl̪ae
બિસ્કિટ	biːskɪt
બિસ્કિટ્સ	biːskɪts
