3	ʏ̞tʃ
zabit	zɑːbit
zabrat	zɑwɾɑt
zad	zɑd
zadəgan	zɑːdæɟɑn
zahir	zɑhɪr
zahiri	zɑːhiri
zahı	zɑhɯ
zakir	sɑkɪɾ
zal	zau̯
zalımlıq	zɑɫɯ̞mɫɯ̞q
zaman	zɑmɑn
zamanı	zɑmɑnɯ
zamanə	zɑmɑnɑ
zamin	zɑːmin
zanbaq	zˈambɑx
zaqafqaziya	zɑgɑfgɑzjɑ
zat	zat
zaur	zauɾ
zaval	savɑl
zavod	savot
zavod	zɑvod
zay	zaj
zaylamaq	zajɫamah
zehni	zæhni
zeytunçuluq	s̺æjt̪unʃuɫuɣ̞
zidd	zid
zil	zˈɛl
zindan	zɪndɑn
zinət	ziːnæt
zirinc	zirindz
zirinc	zirindʒ
zirvə	zˈɾvæ
ziyadə	zijɑːdæ
ziyafət	zijɑfæt
ziyafət	zijɑsæt
ziyalı	zijɑvɯ
ziyan	zijan
ziyil	zijil
zorakılıq	zorɑkɯlɯχ
zorba	zɔrbɑ
zorla	zorɫɑ
zorla	zorːɑ
zorlama	zorɫɑmɑ
zorlama	zorːɑmɑ
zorlamaq	zorɫɑmɑχ
zorlamaq	zorːɑmɑχ
zorxana	dɑrxɑnɑ
zoya	zˈoja
zoğal	sofɑl
zurna	zulnɑ
zökəm	zœcæm
zülf	zœlf
zülm	zˈylp
zürafə	zæɾafæ
zırpı	zɯ̞rpɯ̞
zığ	zɯ̞
zəfər	zæfæɾ
zəfər	zɑfɑɾ
zəfəran	zæfærɑn
zəhlətökən	zæhˈlætkʰæn
zəhmət	zæhmæt
zəhrimar	sæhɾɪmɑr
zəhrimar	zæhirmɑr
zəhrimar	zæhrimɑr
zəhərli	zæhærli
zəhərli	zæhærːi
zəif	zæif
zəiflik	zæiflij
zəiflik	zæifliç
zəka	zˈakˈa
zəli	zæɾiː
zəlzələ	zælzælæ
zəlzələ	zælzælɛ
zəmanə	zæmɑːnæ
zən	zæn
zəncir	zændzir
zəncir	zændʒir
zəncirvari	zændzirvɑːri
zəncirvari	zændʒirvɑːri
zəncəfil	zændzæfil
zəncəfil	zændʒæfil
zəngin	zændʒin
zəngin	zæŋgin
zərbə	sæɾˈbæ
zərgər	zærɟær
zərrə	zæɾːæ
zərurət	zæruːræt
zərər	zærær
çadra	tʃadra
çadır	tʃadɯɾ
çal	tsɑɫ
çal	tʃɑɫ
çala	ʃaːla
çalar	ʃɑɫɑr
çalağan	tsɑɫɑɣɑn
çalağan	tʃɑɫɑɣɑn
çalma	tsɑɫmɑ
çalma	tʃɑlma
çalma	tʃɑɫmɑ
çalmaq	tsɑɫmɑχ
çalmaq	tʃɑɫma
çalmaq	tʃɑɫmɑχ
çalışdırmaq	tʃaːlʃtɯrmax
çalışmaq	tsɑɫɯʃmɑχ
çalışmaq	tʃɑɫɯʃmɑχ
çalışqan	tsɑɫɯʃgɑn
çalışqan	tʃaːlɦɪʃkam
çalışqan	tʃɑɫɯʃgɑn
çamadan	tʃamadan
çanaq	ʃɑnɑh
çanta	tsɑntɑ
çanta	tʃanta
çanta	tʃɑntɑ
çap	tsɑp
çap	tʃap
çap	tʃɑp
çapalamaq	tʃɑpɑɫɑmɑq
çapovul	tsɑpovuɫ
çapovul	tʃɑpovuɫ
çapıq	ʃɑpɯ̞
çaqqal	tʃɑkgɑl
çaqqal	tʃʰakːaw
çaqqı	tsɑkːɯ
çar	tsɑr
çar	tʃɑr
çardaq	tsɑrdɑx
çardaq	tʃɑrdɑx
çargül	tʃaɾgyl
çarlıq	tʃɑrlɯz
çarmıx	tʃɑɾmɯk
çarpayı	ʃɑrpɑjɯ
çarə	tsɑːræ
çarə	tʃɑːræ
çatdırmaq	tsɑtːɯrmɑχ
çatdırmaq	tʃɑtːɯrmɑχ
çatdırmaq	tʃɑtːɯ̞rmɑq
çatlamaq	tʃatdɑmɑq
çatmaq	tsɑtmɑχ
çatmaq	tʃɑtmɑχ
çatmaq	ʃatmaɣ
çatışmamazlıq	tsɑtɯʃmɑmɑzɫɯχ
çatışmamazlıq	tʃɑtɯʃmɑmɑzɫɯχ
çatışmaq	tsɑtɯʃmɑχ
çatışmaq	tʃɑtɯʃmɑχ
çatışmazlıq	tsɑtɯʃmɑzɫɯχ
çatışmazlıq	tʃɑtɯʃmɑzɫɯχ
çavuş	tsɑvuʃ
çavuş	tʃau̯ʃ
çavuş	tʃɑvuʃ
çaxmaq	tsɑχmɑχ
çaxmaq	tʃɑχmɑχ
çaxmaq	ʃɑhmɑq
çaxmaq	ʃɑχmɑχ
çaxnaşma	tsɑxnɑʃmɑ
çaxnaşma	tʃɑxnɑʃmɑ
çay	tʃaɪ
çayan	tʃɑjɑn
çaybasar	tʃɑɾbaˈsɑɾ
çaydan	tʃajˈdɑn
çaynik	tʃajnik
çayxana	tsɑjχɑnɑ
çayxana	tʃɑjχɑnɑ
çağ	tsɑɣ
çağ	tʃaː
çağ	tʃɑɣ
çağa	tsɑɣɑ
çağa	tʃɑɣɑ
çağdaş	tsaɣdaʃ
çağdaş	tʃaɣdaʃ
çağırmaq	tsɑɣɯrmɑχ
çağırmaq	tʃɑɣɯrmɑχ
çağırım	tsɑɣɯrɯm
çağırım	tʃɑɣɯrɯm
çağırış	tsɑɣɯrɯʃ
çağırış	tʃɑɣɯrɯʃ
çaşdırmaq	tsɑʃtɯrmɑχ
çaşdırmaq	tʃɑʃtɯrmɑχ
çaşmaq	tsɑʃmɑχ
çaşmaq	tʃɑʃmɑq
çaşmaq	tʃɑʃmɑχ
çek	tʃɛk
çerez	tserez
çerez	tʃerez
çevrə	tsevræ
çevrə	tʃevre
çevrə	tʃevræ
çeçen	tʃetʃin
çeşmək	tseʃmætʃ
çeşmək	tseʃmæç
çeşmək	tʃeʃmæj
çeşmək	tʃeʃmæk
çeşmək	tʃeʃmæç
çiban	ʃibɑm
çibin	tsibin
çibin	tʃibin
çikaqo	tʃakago
çilingər	tsilindʒær
çilingər	tʃilingeɾ
çilingər	tʃilinɟær
çilli	ʃɪlːiː
çimizdirmək	tsimizdirmæk
çimizdirmək	tʃimizdirmæj
çimizdirmək	tʃimizdirmæk
çimnaz	tʃɯmnas
çingiz	tʃiŋiz
çirk	tsirtʃ
çirk	tsiç
çirk	tsiɾ
çirk	tʃirk
çirk	tʃiɾ
çirk	tʃiɾk
çirkab	ʃirkæp
çirkin	tsirtʃin
çirkin	tʃirkin
çirkli	tsirtʃli
çirkli	tʃirkli
çirkli	tʃiɾki
çiskin	ʃiːsgim
çiskinləmək	tsistʃinlæmætʃ
çiskinləmək	tʃiskinlæmæk
çisələmək	tsisælæmætʃ
çisələmək	tʃisælæmæk
çisəmək	tsisæmætʃ
çisəmək	tʃisæmæk
çit	tʃˈɛt
çiy	tsij
çiy	tʃij
çiyid	tsijid
çiyid	tʃijid
çiyin	tsijin
çiyin	tʃijin
çiyələk	tʃijælæk
çiçək	tsitsæk
çiçək	tʃitʃæk
çiçək	tʃiːtʃɛk
çiçəkləmək	tʃitʃæklæmæk
çoban	ʃɑbɑn
çocuq	tsodzuχ
çocuq	tʃodʒuχ
çolpa	tʃoɫpa
çomaq	tʃoˈmɑːx
çox	tʃoːx
çoxdan	tsoχdɑn
çoxdan	tʃoχdɑn
çoxnikahlılıq	tsoχnidʒɑhɫɯlɯχ
çoxnikahlılıq	tsoχnitʃɑhɫɯlɯχ
çubuş	tsubuʃ
çubuş	tʃubuʃ
çul	tsuɫ
çul	tʃuɫ
çuxa	tʃuχa
çuğundur	tʃuɣundur
çuşka	tʃʊʃka
çökmək	tsœcmætʃ
çökmək	tʃœcmæc
çöküntü	tsœtʃynty
çöküntü	tʃœcynty
çöl	tsœl
çöl	tʃøl
çöl	tʃœl
çömçəquyruq	tʃœmtʃægujruχ
çöp	tʃop
çörək	tsœræj
çörək	tsœrætʃ
çörək	tʃœræj
çörək	tʃœræk
çörəkçi	tʃœræçtʃi
çötkə	tsœttʃæ
çünki	tsynki
çünki	tsynky
çünki	tʃynki
çünki	tʃynky
çürük	tʃyryh
çürük	tʃyryj
çürük	tʃyryk
çürük	tʃyryç
çürük	tʃyɾej
çıraq	tsɯrɑχ
çıraq	tʃɯrɑχ
çırpınmaq	tʃɯrpɯmˈmɑq
çırpışdırmaq	tsɯrpɯʃdɯrmɑχ
çırpışdırmaq	tʃɯrpɯʃdɯrmɑχ
çıxarmaq	tsɯχɑrtmɑχ
çıxarmaq	tʃɯχɑrtmɑχ
çıxmaq	tsɯχmɑχ
çıxmaq	tʃɯχmɑχ
çıxış	tsɯχɯʃ
çıxış	tʃɯχɯʃ
çığırtma	ʃɯ̞ʁɯ̞rtmɑ
çəki	tsætʃi
çəki	tʃæki
çəkic	tsætʃidz
çəkic	tʃækidʒ
çəkici	tʃakidʒi
çəkiliş	tsætʃiliʃ
çəkiliş	tʃekiliʃ
çəkiliş	tʃækiliʃ
çəkilmək	tsækilmæj
çəkilmək	tʃækilmæj
çəkilmək	tʃækilmæk
çəkmək	tsæhmɑχ
çəkmək	tsækmæj
çəkmək	tsækmæk
çəkmək	tʃækmæj
çəkmək	tʃækmæk
çəlləkçi	tsælːætʃtsi
çəlləkçi	tʃælːæktʃi
çən	tʃam
çənab	tʃænɑb
çəngəl	tsæŋgæl
çəngəl	tʃæŋgæl
çənə	tʃænæ
çəp	ʃˈɛp
çəpgöz	ʃæpkʲøz
çəpiş	tʃɛpiʃ
çərkəz	tʃærkæz
çərçivə	tsærtsivæ
çərçivə	tʃærtʃivæ
çətin	tsætin
çətin	tʃætin
çətir	tsætir
çətir	tʃætir
öd	œd
öd	ˈœvʁ
ödlük	œdlyj
ödlük	œdlyk
ödlük	œdlyç
ödəniş	œdæniʃ
ödənişsiz	œdæniʃsiz
öfgə	ofɟæ
öfgə	œfdʒæ
öfgə	œfɟæ
ögey	œɟej
ögey	œɟæj
öküz	œkyz
öldürmək	œldyrmæj
öldürmək	œldyrmæk
öldürmək	œldyrmɑχ
ölkə	œlcæ
ölmək	œlmæk
ölmək	œlmɑχ
ölçmək	œltsmæj
ölçmək	œltsmæk
ölçmək	œltsmɑχ
ölçmək	œltʃmæj
ölçmək	œltʃmæk
ölçmək	œʃmɑχ
ölçü	œltsy
ölçü	œltʃy
ölü	œlʉ
ölüm	œlim
ölüm	œlym
ölümcül	œlymdzyl
ölümcül	œlymdʒyl
ölüsoyan	œlysojɑn
ölüxana	œlyχɑnɑ
öləsən	œlæˈsen
ölət	œlæd
ölət	œlæt
ön	œ̃n
öndər	œndær
önşərt	œnʃært
önəmli	œnæmli
öpmək	œpmæj
öpmək	œpmæk
öpüşmək	œpyʃmæk
öpüşmək	œpœpyʃmæj
ördək	œrdæj
ördək	œrdæk
ördək	œrdæç
ördəkburun	œrdækburun
örgənmək	œrɟæmːæc
örgənmək	œrɟænmæc
örgəşmək	œrɟæʃmæc
örpək	œrpæj
örpək	œrpæç
örtmək	œrtmæj
örtmək	œrtmæk
örtmək	œrtmɑχ
örtmək	œtmɑχ
örtük	œrtyj
örtük	œrtyç
örüş	øɾyʃ
öskürmək	œskyrmæj
öskürmək	œsɟyrmɑχ
ötkəm	œtkæm
ötrü	œtry
ötəri	œtæri
övlad	evlɑd
övlad	œvlɑd
övladsız	œvɫɑdsɯz
övladsız	œvɫɑtsɯz
övrə	œvræ
öxbə	œhbæ
öxbə	œxbæ
öyrənmək	œjrænmæj
öyrənmək	œjrænmæk
öyrətmək	œjrætmæj
öyrətmək	œjrætmæk
öyəc	œdʒædz
öyəc	œjædz
öyəc	œjædʒ
öyəc	œɟædʒ
öz	ˈœz
özünlə	œzynlæ
özəl	œzæl
ülgü	ylɟy
ülgüc	ylɟydʒ
ülkər	ylkæɾ
ümid	ymid
ümid	ymˈid
ümidsiz	œmitsiz
ümumi	ymuːmi
ünlü	ynly
ünlü	ynːy
ünsür	ynsyr
ünvan	ynvɑn
ünvan	ynwan
ürək	yræç
ürək	yɾej
ürək	yɾæc
ürək	yɾæj
ürəkli	bʏ̞ræjli
ürəmək	yrymæχ
ürəmək	yræmæc
ürəmək	yræmæɟ
üslub	bɔsɫup
üst	yst
üst	œst
üstqurum	ystgurum
üstündə	ystyndæ
üstünə	ystynæ
ütü	yty
üzbəüz	yzbæyz
üzgün	yzdʒyn
üzgün	yzɟyn
üzlük	yzlyj
üzmək	uzmɛj
üzmək	yzmæj
üzmək	yzmæk
üzmək	yzmɑχ
üzrə	yzræ
üzv	yzv
üzügülər	yzyɟylær
üzük	yzyj
üzük	yzyk
üzülmək	uzylmɛj
üzərində	yzærindæ
üçbucaq	ytsbudzɑχ
üçbucaq	ytʃbudʒɑχ
üçün	ytsyn
üçün	ytʃyn
üçüncü	ytʃyndʒy
üşütmə	yʃytmæ
üşütmək	yʃytmæc
ğ	ɣ
şablon	ʃɑbɫɑn
şabran	ʃabɾam
şad	ʃad
şad	ʃɑd
şadlıq	ʃɑdɫɯχ
şagird	ʃagirt
şagird	ʃɑːɟiɾt
şah	ʃa
şahanə	ʃɑhɑːnæ
şahid	ʃɑːhid
şahid	ʃɑːhɪd
şahin	ʃɑːhɪn
şahmar	ʃähmɑr
şahmat	ʃɑhmɑt
şahmatçı	ʃɑhmɑttsɯ
şahmatçı	ʃɑhmɑttʃɯ
şair	ʂɑjɯ̞r
şair	ʃɑːir
şalban	ʃɑɫbɑm
şalvar	ʃɑɫvɑr
şam	ʃam
şam	ʃɑm
şaman	ʃamɑn
şamanizm	ʃamanˈism
şamaxı	ʃɑmɑχɯ
şamdan	ʃamdam
şamil	ʃɑmɛl
şampan	ʃɑmˈpɑn
şampun	ʃampum
şamçı	ʃɑmtsɯ
şamçı	ʃɑmtʃɯ
şanlı	ʃɑnɫɯ
şanlı	ʃɑnˈɫɯ
şanlı	ʃɑnːɯ
şans	ʃɑŋs
şanslı	ʂɑŋsɫɯ̞
şanssız	ʃɑŋssɯz
şapalaq	ʃɑpɑɫɑχ
şaqqıltı	ʃokkɯltɯ
şar	ʃɑɾ
şarf	ʃɑɾf
şaurma	ʃɑwˈrma
şax	ʃˈɑç
şaxta	ʃɑχtɑ
şeir	ʃejir
şer	ʃeir
şer	ʃer
şeytan	ʃejtɑn
şikəst	ʃicæst
şikəst	ʃitʃæst
şillə	ʃe̞nlæ
şimal	ʃimɑ
şimali	ʃimɑlɯ
şimali	ʃimɑːli
şimali	ʃʲmali
şimşək	ʃimʃæc
şimşək	ʃimʃæj
şipşirin	ʃipˈʃiɾin
şir	ʃiːr
şirkət	ʃircæt
şirni	ʃiɾne
şirvan	ʃɯɾˈvɑn
şit	ʃˈɛt
şiş	ʃiʃ
şişirtmək	ʃiʃirmæj
şişirtmək	ʃiʃirmæk
şişmək	ʃiʃmɛj
şiə	ʃijæ
şiə	ʃiæ
şkaf	skaf
şok	ʃɔk
şor	ʃɔr
şoran	ʃˈorɑn
şorba	ʃorba
şosse	ʃos̺e
şotland	ʃɑtlɑːnt
şotlandiya	ʃotɫandzʲija
şou	ʃo
şpor	ʃpɔr
ştat	ʃtˈat
şuluq	ʃuɫuχ
şumlama	ʃumɫɑmɑ
şur	ʃuɾ
şura	ʃuɾa
şurup	ʃuɾup
şöbə	ʃœːbæ
şöhrət	ʃæhɾæt
şöhrət	ʃœhræt
şüar	ʃuɑr
şüar	ʃyɑr
şübhə	ʃybhæ
şübhə	ʃypæ
şüur	ʃyuːr
şüyüd	ʃyjyd
şüşə	ʃyʃæ
şüşə	ʃʏʃæ
şəbəkə	ʃæbæcæ
şəbəkə	ʃæbætʃæ
şəcərə	ʃædzæræ
şəcərə	ʃædʒæræ
şəfa	ʃæf
şəhid	ʃæhid
şəhla	ʃæhlɑ
şəhla	ʃɛhɫɑ
şəhər	ʃæhæɾ
şəhər	ʃæhɐar
şəkil	ʃæcil
şəkilçi	ʃekiltʃi
şəksiz	ʃeksiz
şəkər	ʃæcæɾ
şəlalə	ʃæɫɑːlæ
şəmkir	ʃæmˈkiɾ
şənbə	ʃæmbæ
şəpit	ʃapit
şər	ʃɒˈɾ
şərbət	ʃærbæt
şərh	ʃærh
şərt	ʃært
şərt	ʃɒˈɾˈt
şərti	ʃærti
şərti	ʃɒɾtiˈ
şərtsiz	ʃɒɾtˈsiz
şərəfli	ʃæɾfˈliː
şəxsi	ʃæxˈse
şəxsiyyət	ʃæχsijæt
əbd	æbd
əbləh	ɑblɑ
əbrişim	æbriʃim
əbədilik	æbædilij
əbədilik	æbædilik
əbədiyyət	æbædijæt
əbəs	ɑβɑs
əcinnə	ædʒinˈnɛ
əcəl	ædzæl
əcəl	ædʒæl
əcəl	æʒæl
əcəm	ædʒæm
ədalət	ædælæt
ədalət	ædɑːlæt
ədalətli	ædælættʲi
ədalətsizlik	ædɑːlætsizlic
ədat	ædat
ədhəm	ædhæm
ədliyyə	ædlijæ
ədviyyə	ædvijæ
ədviyyəli	ædvijæli
ədəd	ædæd
əfsanə	æfˈsɑːnæ
əfv	æf
əfşar	æfʃaɾ
əgər	ædʒær
əgər	ægæɾ
əgər	æjæɾ
əgər	æɟæɾ
əhali	æhɑli
əhl	æhl
əhl	ɑhɑl
əhməd	ɑhmɑd
əhvalat	æhvɑɫɑt
əhəmiyyət	æhæmijæt
əhəmiyyətli	æhæmijætli
əjdaha	æʒdɑhɑ
əjdaha	æʒðɑhɑ
əjdəha	æʒdæhɑ
əkil	ækil
əkil	ætʃil
əkin	kætʃiːn
əkiz	akˈiz
əklil	æklil
əklil	ætʃlil
əkmək	ækmæj
əkmək	ækmæk
əksinə	æcsinæ
əksəriyyət	æksærijæt
əl	æl
əla	æɫɑ
əla	æːɫɑ
əlaqə	æɫɑːgæ
əlavə	ælɑːvæ
əlaçı	æːɫɑtsɯ
əlaçı	æːɫɑtʃɯ
əlcək	ældzæk
əlcək	ældʒæk
əlcəzair	ældʒæzɑːiɾ
əlcəzairli	ældʒæzɑːiɾli
əleyhinə	ælejhinæ
əlfəcin	ælfædzin
əlfəcin	ælfædʒin
əli	æ̹lɛ
əlibayramlı	æ̹lʲïbɑjˈrɑmɫɯ̞
əlindən	ælindæn
əlindən	ælinːæn
əliyalın	ɑælijɑɫɯn
əlli	ælli
əllinci	ællindʒi
əlvan	ælvɑn
əlvida	ælvidɑ
əlvida	ˈɛlvidɑ
əlyazma	æliːɑːzmɑ
əlyazı	æljɑzɯ
əlçatanlıq	æltsɑtɑnɫɯχ
əlçatanlıq	æltʃɑtɑnɫɯχ
əlçatanlıq	æltʃɑtɑnːɯχ
əlçatmaz	æltsɑtmɑz
əlçatmaz	æltʃɑtmɑz
əlçatmazlıq	æltsɑtmɑzɫɯχ
əlçatmazlıq	æltʃɑtmɑzɫɯχ
əlüstü	ælysty
əmanət	æmɑːnæt
əmcək	æmdzæj
əmcək	æmdʒæj
əmi	æmi
əmin	æmin
əminə	æminæ
əmioğlu	æmioɣɫu
əmiqızı	æmigɯzɯ
əmiqızı	æmʲikzɯ
əmir	ɒmiɾ
əmizdirmək	æmizdirmæk
əmmək	æmːæj
əmmək	æmːæk
əmn	æmn
əmr	æmr
əmr	ɒmˈɾ
əmsal	æmsɑl
əmzik	æmzic
əmzək	æmzæ
əmək	æmæj
əmək	æmæk
əməkdaş	æmæktæʃ
əməl	æmæl
əməl	ɒmæl
ən	ɛn
əncam	ændzɑm
əncam	ændʒɑm
əncir	ɒŋˈdʒiɾˈ
əndamlı	ændɑmɫɯ̞
əndazə	ændɑːzæ
əng	æŋg
ənis	ænis
ənlik	ænlic
ənsə	ænsæ
əntilyas	æntiljɑs
ənuşirəvan	ænuʃirævɑn
ənənə	ænæːnæ
ənənə	ænʲɪnæ
ənənəvi	ænænæːvi
əqdəm	ægdæm
əql	æglɪ̞
əqli	æɣlɪ
ər	æɾ
ər	ɒˈɾ
ərazi	ɾɑzi
ərbab	ærbɑb
ərik	æɾæg
ərimək	ærimæj
ərimək	ærimæk
əritmək	æritmæj
əritmək	æritmæk
əritmək	æritmɑχ
əriş	æriʃ
əriştə	æriʃtæ
əsarət	æsɑːræt
əsas	æsas
əsasi	æsˈɑːsti
əsaslı	æsasˈɫˈɑ
əsasən	æsɑːsæn
əsgər	æsgær
əsgər	æskær
əsgər	æʃkæɾ
əsin	æsin
əsir	æsir
əsir	æsæɾ
əski	æsci
əsl	ɒsˈlɒ
əsnəmək	æsnæmæj
əsnəmək	æsnæmæk
əsr	æsɪ̞r
əsrarəngiz	æsraræŋɟiz
əsrik	æsrij
əsrik	æsrik
əsrik	æsritʃ
əsrik	æsriç
əsrik	æsriχ
əsrik	æsryj
əsrik	æsryχ
əsrimək	æsrimæj
əsrimək	æsrimæk
əsəb	æsæb
əsəb	ɛˈsæb
əsər	æsær
əsər	æsæɾ
ət	æt
ət	ɑt
ətalət	ætaːlæt
ətağa	æːtɑɣɑ
ətir	atiɾ
ətirşah	ætirʃɑh
ətraf	ætˈraf
ətsatan	ætsɑtɑn
əttökən	ætːœcæn
ətyeyən	ætjejæn
ətçəkən	ættʃækæn
ətək	ætæj
ətək	ætæk
ətək	ætætʃ
əvət	ævæt
əvəz	æwæz
əvəzlik	ævæzdic
əvəzlik	ævæzlic
əxlaq	æhɫɑg
əxlaq	æhɫɑk
əxlaq	æhɫɑχ
əxlaq	æχɫɑg
əxlaq	æχɫɑk
əxlaq	æχɫɑχ
əxz	æχz
əydirmək	æjdiɾmæj
əyin	æjin
əyləc	æjlædz
əyləc	æjlædʒ
əyləmək	æjlæmæj
əyləmək	æjlæmæk
əyləncə	æjlændzæ
əyləncə	æjlændʒæ
əyləndirmək	æjlændɯ̞rmæj
əylənmək	æjlænmæj
əylənmək	æjlænmæk
əyləşmək	æjlæʃmæk
əymək	æjmæk
əyri	æjri
əyyaş	æjːæʃ
əzab	æzæ
əzbər	æzbər
əzgil	æzgɪl
əzilmək	æzælmæj
əziz	asiz
əzizə	æzizæ
əzm	æzm
əzmkar	æzmkɑh
əzmli	æzɪmle
əzvay	æzvɑj
əzəli	æzælæ
əzələ	æzælɛ
əzələli	æzælæle
əş	æʃ
əşya	æʃjɑ
