'z	z
sirotka	si˩˥ːrɔtka
sistem	siste˥˩ːm
sistema	sistema
sistematiziranje	sistɛmatiziranje
sisteme	sjstɛmɛ
sistemi	sistemi
sistemov	sistemɔ
sit	si˥˩t
sit	sɪt
siv	si˥˩ːʋ
siva	siva
skakač	skaka˩˥ːtʃ
skala	ska˩˥ːla
skalar	skalaːr
skandij	skandj
skandij	ska˩˥ːndij
skepticizem	skɛptitsi˥˩ːzɛm
skepticizem	skɛptitsi˩˥ːzɛm
skiro	skerɔ
skladateljica	skladatelitsa
skladnja	skla˩˥ːdnja
sklanjatev	sklanja˥˩ːtəʋ
skleda	skle˩˥ːda
sklon	sklo˥˩n
sklon	sklˈˈɑn
skodelica	skɔde˥˩ːlitsa
skok	skɔk
skoraj	sko˥˩ːraj
skoraj	sko˩˥ːraj
skorbut	skorbut
skorja	sko˥˩ːrja
skorja	sko˩˥ːrja
skorja	skurja
skoz	skuɫz
skočiti	skotʃiti
skočiti	skɔtʃi˥˩ːti
skočiti	skɔtʃi˩˥ːti
skrajnež	skrajnɛʃ
skrb	skɔrp
skrbel	skrbʲeu̯
skrbi	skrəbi
skriti	skri˩˥ːti
skriti	skrˈiti
skriva	skriva
skrivati	skri˩˥ːʋati
skrivaš	skrivaʃ
skriven	skri˥˩ːʋən
skrivnejši	skri˥˩ːʋnɛjʃi
skrivnost	skriʋno˥˩ːst
skrivnosten	skriʋno˥˩ːstən
skrivnostnejši	skriʋno˥˩ːstnɛjʃi
skrivoma	skrivɔma
skromen	skro˩˥ːmən
skromnejši	skro˩˥ːmnɛjʃi
skrotum	skro˥˩ːtum
skruniti	skruːniti
skuhati	skuxatɨ
skupaj	sku˥˩ːpaj
skupina	skupi˩˥ːna
skupine	skupiːnɛ
skupnega	skupnɛgɐ
skupnost	sku˥˩ːpnɔst
skupnost	sku˩˥ːpnɔst
skusiti	sku˩˥ːsiti
skuša	sku˩˥ːʃa
skušam	skuʂam
skušati	skuʃate
slab	sla˥˩p
slabo	slabo˥˩ː
slaboviden	slabɔʋidɔn
slabši	sla˥˩ːpʃi
sladejši	sladɛ́ːjʃi
sladek	sla˩˥ːdək
sladek	sɫadɛk
sladica	saditsa
sladka	sˈlatka
sladkarija	slatkari˩˥ːja
sladkor	sla˩˥ːtkɔr
sladkó	sladko
sladoled	sladalət
sladoled	sladɔle˥˩ːt
slajši	sla˥˩ːjʃi
slamica	sla˩˥ːmitsa
slan	sla˥˩ːn
slane	zˈlˈɑne
slanik	sla˥˩ːnjk
slanina	slani˩˥ːna
slanina	slanˈɪna
slap	sla˥˩ːp
slava	slava
slava	sla˩˥ːʋa
slavec	sla˩˥ːʋəts
slaven	slavɛn
slaven	sla˩˥ːʋən
slavnik	slaʋnɪk
slaščica	slaʃtʃi˩˥ːtsa
slaščičarna	slaʃtʃitʃa˥˩ːrna
sled	slˈɛt
sledite	sledite
slediti	slɛdi˥˩ːti
slep	sle˥˩ːp
slep	slˈɪp
slezenovec	slɛze˥˩ːnɔʋəts
sleči	sle˩˥ːtʃi
slik	slʲik
slika	sli˥˩ːka
slika	sljka
slikar	slika˩˥ːr
slikati	sli˥˩ːkati
slina	sli˩˥ːna
slinast	sl̥˩i˥˩nast
sliva	sli˩˥ːʋa
slivovka	sli˩˥ːʋɔʋka
slišati	sli˥˩ʃate
slišati	sli˩˥ːʃati
slišim	sɫiʃim
slišimo	sliʃimo
slišiva	sli˩˥ːʃiva
sljuda	slju˩˥ːda
sloka	slo˥˩ːka
sloka	slo˩˥ːka
slon	slo˥˩n
slonica	slo˩˥ːnitsa
slonica	slɔni˩˥ːtsa
slonovina	slɔnɔʋi˩˥ːna
slop	slo˥˩p
slovak	slɔʋa˩˥ːk
slovakinja	slɔʋa˩˥ːkinja
slovan	slɔʋa˥˩ːn
slovanka	slɔʋa˥˩ːnka
slovanski	slɔʋa˥˩ːnski
slovar	slɔvar
slovar	slɔʋa˩˥ːr
slovaška	slo˩˥ːʋa˥˩ːʃka
slovaška	slɔʋa˥˩ːʃka
slovaški	slɔʋa˥˩ːʃki
slovaško	slɔʋa˥˩ːʃkɔ
slovaščina	slɔʋa˥˩ːʃtʃina
slovencem	slo˥˩ːʋɛntsam
slovenec	slɔʋe˩˥ːnəts
slovenija	slo˥˩ːʋɛnja˥˩
slovenija	slɔʋe˩˥ːnija
slovenka	slɔʋe˩˥ːnka
slovenski	slɔʋe˩˥ːnski
slovensko	slɔʋe˩˥ːnskɔ
slovi	slo˩˥ːʋi
slovi	slɔʋi˩˥ː
slovnica	slo˥˩ːʋnitsa
slovničen	slo˥˩ːʋnitʃən
slovnični	slo˥˩ːlni˥˩ːtʃni˥˩ː
slovo	slɔʋo˥˩ː
sluh	slʊx
sluten	slutɛm
sluti	slu˩˥ːti
slušati	slu˩˥ːʃati
slušni	sluːʃnɛ
služba	sluʐba
služba	slu˥˩ːʒba
smaragd	snˈaˈraˈkd
smeh	sme˥˩ːx
smeh	sˈmˌɛx
smejati	smɛja˩˥ːti
smel	sme˥˩ːʋ
smelejši	sme˩˥ːlɛjʃi
smelo	smɛlo
smer	sme˥˩ːr
smer	smʲɛr
smerokaz	smerukˈas
smet	sme˥˩ːt
smetana	sme˩˥ːtana
smetana	smɛta˥˩na
smeti	sme˩˥ːti
smisel	smisɛ
smisel	smi˥˩ːsəʋ
smodnik	smɔdni˩˥ːk
smola	smo˩˥ːla
smrdeti	smrdɛtɪ
smreka	smre˩˥ːka
smreka	smriːka
smrekar	smriːkar
smrje	smurje
smrt	smɔrt
smrt	smə˥˩rt
smrtjo	smrtjo
smrtnik	smrtnɛk
smrtnost	smɛrtnɔst
smrtonosen	smərtɔno˩˥ːsən
smrčati	smrtʃa˥˩tɛ
smučati	smu˥˩ːtʃati
smuči	smutʃe
smučke	smutʃka
snaha	sna˩˥ːxa
sneg	sne˥˩ːk
sneg	snɛk
sneguljčica	snɛgultʃitsa
sneguljčica	snɛgu˥˩ːltʃitsa
sneti	sne˩˥ːti
snežak	snɛʒa˩˥ːk
snežinka	snɛʒi˥˩ːnka
snežiti	snɛʒitɛ
snežiti	snɛʒi˥˩ːti
snežiti	snɛʒi˩˥ːti
snežnik	snɛʒnɨk
snop	snɔp
snov	snɔːk
snuti	snu˩˥ːti
so	so˥˩
so	sˈoː
soavtor	so˥˩a˥˩ːʋtɔr
soba	so˩˥ːba
socerb	sɔtsɛrp
socializem	sɔtsijali˩˥ːzəm
socvetje	sɔtsʋe˥˩ːtjɛ
sod	so˥˩ːt
sodelovati	sɔdˈɛlɔvati
sodišče	sɔdiːʃtʃɛ
sodišču	tsɔdiʃtʃu
sodnica	sɔdnitsa
sodnik	sɔdni˩˥ːk
sodnik	zˈɔ̃dnik
sodoben	sɔdo˩˥ːbən
sodobnejši	sɔdo˩˥ːbnɛjʃi
soglasnik	sɔgla˥˩ːsnik
soj	so˩˥j
sok	so˥˩ːk
sok	suk
sokol	so˩˥ːkɔl
sokrat	so˥˩ːkrat
sol	so˥˩ːʋ
sol	sɔu̯
solaren	sɔla˥˩ːrən
solata	solata
solo	sɔle
solza	so˩˥ːʋza
solza	sɔu̯za
sonatina	sɔnati˥˩ːna
sonca	sˈontsa
sonce	so˥˩ːntsɛ
sonet	sɔne˥˩ːt
sončen	so˥˩ːntʃən
sončnejši	so˥˩ːntʃnɛjʃi
sončnica	so˥˩ːntʃnitsa
sončnik	so˥˩ːntʃnik
sopomenka	so˥˩pɔme˥˩ːnka
sopotnica	sɔpo˥˩ːtnitsa
sopotnik	sɔpo˥˩ːtnik
sopotništvo	sɔpo˥˩ːtniʃtʋɔ
soprog	sɔpro˥˩ːk
soprog	sɔpɾɔg
sorojenec	so˥˩rɔjɛ̀ːnəts
sosed	so˩˥ːsɛt
sova	so˩˥ːʋa
sova	sɔva
sovica	sɔvitsa
sovraštvo	sɔʋra˥˩ːʃtʋɔ
sovražiti	sɔvraʒiti
sovražiti	sɔʋraʒi˥˩ːti
sovražiti	sɔʋraʒi˩˥ːti
sovražiti	sɔʋra˥˩ːʒiti
sovražiti	sɔʋra˩˥ːʒiti
sovražnica	so˥˩ːvra˥˩ʒnitsa
sovražnik	sɔʋra˥˩ːʒnik
soznáčen	sɔznaːtʃɔn
soča	so˩˥ːtʃa
soča	sutʃa
soči	sɔtʃim
sočutje	sɔtʃutjɛ
sočutnost	so˥˩ːtʃutnost
spalnica	spa˥˩ːlnitsa
spam	spɛ́ːm
spanec	zpɑːnɛts
spati	spate
spati	spa˩˥ːti
spelji	spɛli
spem	spɛ́ːm
sperma	spɛ́ːrma
spet	spet
spet	spe˥˩ːt
speti	spe˩˥ːti
speti	spiti
spij	spi
spil	spiu
spis	spˈis
spisek	spisak
spiš	spʲiʃ
splav	splau
splaviti	splaviti
splesneti	splɛsnɛtɛ
splesti	plɛsˈti
spletni	splitni
sploh	splo˥˩x
sploh	splˈoːx
splošen	splo˩˥ːʃən
splošen	splˈoʃən
splošnejši	splo˩˥ːʃnɛjʃi
spodaj	spo˩˥ːdaj
spodaj	spɔ˥˩daj
spodbuda	spodbuda
spodoben	spɔdo˩˥ːbən
spodobnejši	spɔdo˩˥ːbnɛjʃi
spogledovati	spɔglɛdɔʋa˩˥ːti
spojina	spɔji˩˥ːna
spol	spo˥˩l
spolen	spɔlem
spomenik	spɔmɛnik
spomin	spɔmin
spomin	spɔmi˥˩ːn
spominjati	spɔmi˩˥ːnjati
spominčica	spɔmi˥˩ːntʃitsa
spomnila	spɔmmila
spomniti	spomniti
spomniti	spo˥˩ːmniti
spone	spɔnɛ
spontan	spontan
spopad	spɔpat
spor	spɔr
sporazum	spɔrazum
spored	spɔrɛt
sporočilo	spɔrɔtʃi˩˥ːlɔ
sposobna	sposɔbna
spoznajte	spɔzɲajtɛ
spoznati	spɔzna˩˥ːti
spoznaš	spɔznaʃ
spočit	spɔtʃit
spoštujem	spɔʃtujɛn
sprava	sprava
spravila	spraviˈla
spravimo	spravimɔ
sprašuje	sprɛʃujɛ
spredaj	spɾɛdaj
spregatev	sprɛga˥˩ːtəʋ
sprehod	zprɨxɔd
sprejem	sprijɛm
sprejeto	spɾɛjɛtɔ
sprememba	sprememba
sprememba	sprɛme˥˩ːmba
spremembe	spremembe
spremeni	spɾɛmɛni
spremenili	spre˥˩mjɛnili
spremenilo	spremenilo
spremeniti	sprɛmɛni˥˩ːti
spremeniti	sprɛmɛni˩˥ːti
spremljati	sprɛmljɛti
spretnost	spre˩˥ːtnɔst
sprevodnik	sprɛvɔdnʲik
sprevodnik	sprɛʋo˥˩ːdnik
sproščati	spro˥˩ːʃtʃatɪ
spuhlja	spuxlʲa
spustiti	spusti˥˩ːti
spustiti	spusti˩˥ːti
srajco	srajtsɔ
sraka	sra˩˥ːka
sramota	sramɔta
sranje	sra˥˩ːnjɛ
sranje	sra˩˥ːnjɛ
srati	sra˩˥ːti
srbeti	srbɛjtʲi
srbija	sə˥˩rbija
srbkinja	sə˥˩rpkinja
srbohrvaški	sərbɔxərʋa˥˩ːʃki
srbohrvaščina	sərbɔxərʋa˥˩ːʃtʃina
srbski	sə˥˩rpski
srce	sərtse˥˩ː
srcem	sɯ̞rtsɛn
srebrn	srɛbə˥˩rn
srebrnina	srɛbərni˩˥ːna
srebro	srɛbro˥˩ː
srebro	srɛbrɔ
sreda	sre˥˩ːda
sredi	srdi
sredinec	srɛdi˥˩ːnəts
sredinec	srɛdɪnʲɛts
sredinski	srɛdinskɪ
središča	srɛtiːʃtʃa
središče	srɛdi˩˥ːʃtʃɛ
srednjevaloven	srɛdnjɛʋalo˥˩ːʋən
srednjeveški	srɛdnjɛʋe˥˩ːʃki
srednji	sre˥˩ːdnji
sredo	srɛdo
srepo	srɛpɔ
sreča	sre˩˥ːtʃa
srečali	srɛtʃalɛ
srečanje	sre˥˩ːtʃanjɛ
srečati	sre˥˩ːtʃati
srečen	sre˩˥ːtʃən
srečen	srɛtʃɔn
srečneje	sre˩˥ːtʃnɛjɛ
srečneje	srɛtʃnɛ́ːjɛ
srečnejše	sre˩˥ːtʃnɛjʃɛ
srečnejše	srɛtʃnɛ́ːjʃɛ
srečnejši	sre˩˥ːtʃnɛjʃi
srečnejši	srɛtʃnɛ́ːjʃi
srečno	sre˩˥ːtʃnɔ
srečno	srɛtʃnɔ
srečo	srɛtʃo
srna	sə˩˥rna
srnjad	sɛrˈnjat
srp	sə˥˩rp
srčkan	sɯrtʃkan
srčni	srtʃnɛ
srčno	srˈtʃnˈo
sršen	srʃɛm
sršen	sərʃe˥˩ːn
sršen	sərʃɛ́n
sršen	sə˩˥rʃɛn
sta	sta˥˩
stalno	stalnɔ
stanje	sta˩˥ːnjɛ
stanovati	stanɔʋa˩˥ːti
star	sta˥˩r
starec	sta˥˩ːrəts
starejši	starɛ́ːjʃi
starka	sta˥˩ːrka
staro	stara
starodaven	starɔda˩˥ːʋən
starokopitnost	starɔkɔpitnɔst
starost	staro˥˩ːst
starost	sta˩˥ːrɔst
starosten	starɔstɛn
starostno	starɔstno
starš	starʂ
starš	sta˩˥ːrʃ
stati	sta˩˥ːti
stavba	sta˥˩ːʋba
stavek	starɛk
stavek	sta˥˩ːʋək
staviti	sta˩˥ːʋiti
ste	stɛ́
steblo	stɛblɔ
stegno	stɛgnɔ
stegno	stɛ̀ːgnɔ
steklenica	stɛklɛni˩˥ːtsa
steklenica	stɛklʲɛnitsa
steklo	stɛklɔ
steklo	stɛ̀ːklɔ
stena	ste˩˥ːna
stepati	stepate
stetoskop	stɛtɔsko˥˩p
stetoskop	stɛtɔsko˥˩ːp
steza	stɔza
steza	stəza˥˩
steza	stə˩˥za
stečaj	stɛtʃa˥˩ːj
stik	st̪ik
stikalo	stika˩˥ːlɔ
stil	stˈɪl
sto	sto˥˩ː
sto	stˈo
stoj	stˈoj
stol	stɔu
stoletje	stɔle˥˩ːtjɛ
stolp	sto˥˩lp
stolp	stɔlp
stop	stˈɑp
stopala	stɔpala
stopalo	stɔpaɫɔ
stopinja	stɔpɪnja
stopite	stɔpiːtɛ
stopiti	sto˩˥ːpiti
stopiti	stɔpi˥˩ːti
stopiti	stɔpi˩˥ːti
stopnicah	stupnitsax
storila	stoˈrila
stotnica	sto˥˩ːtnitsa
stotnik	sto˥˩ːtnik
stožec	sto˩˥ːʒəts
strah	stra˥˩ːx
strah	strˈax
stran	stra˥˩ːn
stran	strˈan
stranišče	stranistʃe
stranišče	strani˩˥ːʃtʃɛ
stranka	stra˥˩ːnka
stranka	strˈanka
strast	stra˥˩ːst
strasten	stra˩˥ːstən
strastnejši	stra˩˥ːstnɛjʃi
strategija	stratɛgi˥˩ːja
strašen	straʂɛn
strašiti	straʃitʲi
streha	stre˩˥ːxa
strehi	strɛxɨ
streho	strɛjxɔ
strel	strɛn
strela	stre˩˥ːla
stremuški	sdrɛmʊʃkʲi
streči	stre˩˥ːtʃi
strešica	stre˩˥ːʃitsa
strešica	strɛʃɪtsa
strgati	stə˩˥rgati
stric	stri˩˥ːts
stric	stɹits
stripe	stri˩˥ːpɛ
striči	stri˩˥ːtʃi
strmela	stermɛla
strmenje	ztɛrmɛnjɛ
strog	stro˥˩ːk
strogo	strɔgo
stroj	stro˥˩j
strojen	stro˥˩ːjən
strojiti	stro˥˩ːjiti
strojiti	stro˩˥ːjiti
strojiti	strɔji˥˩ːti
strokovne	ztrɔkɔu̯nɛ
stroncij	stro˩˥ːntsij
strop	stro˥˩p
strt	stɑːrt
struktura	struktu˥˩ːra
strukturalen	struktura˥˩ːlən
strup	stru˥˩ːp
strup	strʊp
strupen	strupe˥˩ːn
strupen	stru˥˩ːpən
studio	stˈudio
stvar	stʋa˥˩ːr
suh	su˥˩ːx
suholežnik	suxɔliːʒnik
sukanec	sukranɛts
sum	su˥˩ːm
sunek	suːnek
sunkovit	sunˈkɔvit
superjunak	suːpɛɾjunak
suspenzorij	suspɛnzo˩˥ːrij
suti	su˩˥ːti
suša	su˩˥ːʃa
sušnik	sʊʃnˈikː
suženj	su˩˥ːʒən
suženjstvo	su˩˥ːʒənstʋɔ
sužnja	suʒnʲa
sužnja	su˩˥ːʒnja
sva	sva
sva	sʋa˥˩
svak	sak
svak	sʋa˩˥ːk
svakinja	sʋa˥˩ːkinja
svakinja	sʋa˩˥ːkinja
svet	sʋe˥˩ːt
svet	sʋɛ́t
svet	sʲvʲet
svetega	svʲɛɛtɛga
svetel	sʋɛ̀ːtəʋ
svetilka	sʲʋʲɛtɪlka
svetilnik	sʋɛti˥˩ːlnik
svetleče	sʋɛtɫɛtʃɛ
svetloba	sʋɛtlo˩˥ːba
svetloba	sʲvʲɛtlɔba
svetnik	sʋe˥˩ːtnik
svetnik	sʋɛtni˩˥ːk
svetovni	sʋʲɛtɔʋni
sveča	sʋe˩˥ːtʃa
svečka	sʋʲæ̀i̯tʃka
svežina	savɛʒina
svila	sʋi˥˩ːla
sviloprejka	sʋilɔprɛ́ːjka
svinec	sʋi˥˩nets
svinec	sʋi˩˥ːnəts
svinčnik	sʋi˩˥ːntʃnik
svizec	sʋi˥˩ːzəts
svoboda	swɔbɔda
svoboda	sʋɔbo˩˥ːda
svoboden	sʋɔbo˩˥ːdən
svobodna	swɔbɔdna
svobodnejši	sʋɔbo˩˥ːdnɛjʃi
svoj	sʋo˩˥ːj
svojina	sʋɔji˩˥ːna
sydney	si˥˩ːdni
sčasoma	stʃasɔma
ta	ta˥˩ː
ta	tɑː
tabela	tabela
tablete	tablete
tadej	tadɛ́ːj
tadžikistan	tadʒi˥˩ːkistan
tajnica	tajnitʃa
tajništvo	tajniʃtɔ
tajska	ta˥˩ːjska
tajvan	ta˥˩ːjʋan
take	takkə
takem	takɯm
tako	tako˥˩ː
takoj	takoj
takoj	tako˥˩j
takoj	tako˥˩ːj
takole	takɔlɛ
takrat	takraːt
takrat	takra˥˩t
taksi	taksi
taksi	taksj
takten	taktɛ
taktirati	taktiratix
taktirka	taktɨrka
talec	ta˥˩ːlɛts
talentiran	talentiran
talij	tali
talij	ta˩˥ːlij
talilnica	dalʲilnitsa
talisman	talismon
taliti	t̪aljti
tališče	taliːʃtʃɛ
tam	ta˥˩m
tam	tɑm
tampon	tampon
tanek	ta˩˥ːnək
tanek	t̪anɪk
tanjšati	tanʃati
tanker	tankr
tantal	ta˥˩ːntal
tantal	t̪ant̪aɾ
tanzanija	tanza˩˥ːnija
tarča	ta˥˩ːrtʃa
tarčo	tartʃɔ
tast	ta˥˩ːst
tat	ta˥˩t
tat	tɒt
tavati	taɾvati
tavžent	ta˥˩ːʋʒɛnt
tašča	ta˩˥ːʃtʃa
taščica	ta˩˥ːʃtʃitsa
teden	te˥˩ːdən
teden	tɛdaːn
tednih	tɛdnɪx
tega	tegɑ
tehnecij	tɛxne˩˥ːtsij
tehnična	tɛxnjitʃna
tehtati	te˥˩ːʃtati˥˩ː
tek	te˥˩ːk
tekač	tɛka˩˥ːtʃ
tekel	tɪkˌɛl
tekme	tɪkmɛ
tekoč	tɛko˥˩ːtʃ
tekoč	tɛko˩˥ːtʃ
tekoč	tɛkɔu̯tʃ
tekočina	tɛkɔtʃi˩˥ːna
tele	tɛ̀lɛ
tele	tɛ̀ːlɛ
telefona	telefona
telesen	tɛle˥˩ːsən
telesu	teleso
teletina	teletina
telo	telo
telo	tɛlo˥˩ː
telovaditi	tɛlɔʋa˩˥ːditi
telovnik	təlˈɔvnik
telur	tɛluɾ
telur	tɛlu˥˩ːr
telur	tɛlu˩˥ːr
tema	te˥˩ːma
tema	təma˥˩
tema	tə˥˩ma
temen	təmə˥˩n
temen	tə˩˥mən
temen	tɛmmon
temniti	təmni˥˩ːti
temniti	təmni˩˥ːti
temnomoder	tʲɛmnumɔdɛr
tempelj	tɛmpɛl
tempelj	tɛ̀ːmpəl
temperament	tˌɛmpɛrˈamɛnt
temperatura	temperatura
temperatura	tɛmpɛratu˥˩ːra
templjar	tɛmpljɐr
temza	te˥˩ːmza
tenis	tenis
tenis	te˥˩ːnis
teokracija	tɛɔkratsi˥˩ːja
teologija	tɛɔlɔgia
teoretik	tɛɔre˩˥ːtik
teoretičen	tɛɔre˩˥ːtitʃən
teorija	tɛɔri˥˩ːja
tepež	tɛpɛʃ
tepih	tɛpɪx
tepsti	tɛ̀ːpsti
terarij	tɛra˩˥ːrij
terasa	terasa
terbij	tɛrbi
terbij	tɛ̀ːrbij
terme	tɛrmæ
termit	tɛrmi˥˩ːt
termodinamika	tɛrmɔdinaːmika
terorist	tɛrɔri˥˩ːst
tesen	tɛ̀ːsən
test	tˈɛst
teta	pɛta
teta	tɛ̀ːta
teti	te˩˥ːti
tetoviranje	tɛtɔʋi˥˩ːranjɛ
tetovirati	tɛtɔʋi˥˩ːrati
tetraeder	tɛtrajdɛr
tečaj	te˨˩tʃaj˨˩
tečaj	tɛtʃa˥˩ːj
teči	tɛ̀ːtʃi
teža	tɛʒɐ
težek	tɛʒak
težek	tɛ̀ːʒək
težji	te˥˩ːʒji
težka	tɛʃkɐ
ti	ti˥˩
ti	ti˥˩ː
tiger	ti˩˥ːgər
tiger	tʲigɛr
tih	ti˥˩ːx
tihcen	tixtsɛŋ
tik	tikː
tikati	ti˥˩ːkati
tikati	ti˩˥ːkati
tile	tila
tilen	ti˩˥ːlɛn
timijan	ti˥˩ːmijan
tine	tina
tip	ti˥˩ːp
tipalke	tipalke
tipka	ti˥˩ːpka
tipka	tɪpka
tipkati	tipkatɨ
tipkovnica	tipko˥˩ːʋnitsa
tiran	tʲiran
tiranija	tiranja
tisa	kisa
tisa	ti˥˩ːsa
tiskalnik	tʲiskalnik
tisoče	tisɔtʃɛ
tisočletje	tisotʃlɛtjɛ
tisočletje	tisɔtʃle˥˩ːtjɛ
tiste	tiste
tistemu	tistiˈmuː
tisti	tiste
tisti	ti˥˩ːsti
titan	tita˥˩ːn
tišina	tiʃi˩˥ːna
tjaša	tjˈaʃa
tjulenj	tju˥˩ːlən
tjulenj	tju˩˥ːlən
tkati	tka˩˥ːti
tkivo	tki˩˥ːʋɔ
tla	plˈa
tla	tla˥˩
tlak	tla˥˩ːk
to	to˥˩ː
to	tɔ
tod	to˥˩ːt
tod	to˩˥ːt
toda	to˥˩ːda
toda	tɔda
tog	to˥˩ːk
tok	to˥˩k
tok	to˥˩ːk
tokata	tɔka˥˩ːta
toksin	toksin
tolkalo	tɔʋka˩˥ːlɔ
tolmač	tolmatʃ
tolmač	tɔlma˩˥ːtʃ
tolmin	twlmino
tolpa	to˩˥ːlpa
tolči	to˩˥ːʋtʃi
tom	to˥˩ːm
tomahavk	tɔmaxa˥˩ːʋk
tomaj	tomaj
tomaž	dɔmaːʃ
tomaž	tɔma˥˩ːʃ
tomšič	tɔmʃitʃ
ton	tɔn
tončka	tuntʃka
top	to˥˩p
topel	to˩˥ːpəʋ
topiti	tɔpi˥˩ːti
toplice	tuplʲitsɛ
toplo	tɔplˈɔ
toplota	tɔplo˩˥ːta
topol	to˩˥ːpɔl
topologija	tɔpɔlɔgja
torba	to˥˩ːrba
torba	tɔrba
torbica	tɔrpitsa
torek	to˩˥ːrək
torij	to˩˥ːrij
torpor	turpɔr
torta	tɔrta
tovariš	tɔʋa˥˩ːriʃ
tovarna	tɔʋa˥˩ːrna
toča	tɔtʃa
točiti	tɔtʃite
točk	tutʃk
točka	totʃka
točke	tɔtʂkɛ
točki	tutʃki
točko	tɔtʃkɔ
tožilnik	tuʒilnik
tožilnik	tɔʒi˥˩ːlnik
tradicija	tradi˩˥ːtsija
tradicionalen	traditsiɔna˥˩ːlən
tragedija	trage˩˥ːdja
trajekt	traje˥˩ːkt
trak	traːk
trakulja	traku˩˥ːlja
trakulja	trəkuljˈa
tramvaj	tramzaj
tramvaj	tramʋa˥˩ːj
tramvaj	tra˥˩ːmʋaj
transilvanija	transilʋa˩˥ːnija
transpiracija	transpiratsja
traparija	traparia
trapasto	trapasto
trasa	traːsa
tratnjek	tratnʲiɛk
trava	trava
trava	tra˩˥ːʋa
trave	trawɛ
travnat	traunat
travnik	trau̯nik
travnik	tra˥˩ːʋnik
travnik	tra˩˥ːʋnik
travo	travɔ
travojedec	traʋɔje˥˩ːdəts
trd	tard
trd	tə˥˩rt
trdnjava	tərdnja˥˩ːʋa
trdno	tɨrdnɔ
trdo	tɤrdɔ
trebuh	tre˩˥ːbux
trener	trɛnɛ́ːr
trenirka	trɛɲirka
trenutek	trɛnu˥˩ːtək
trepalnica	trɛpaɫnitsa
trepalnica	trɛpa˥˩ːlnitsa
trepalnice	trɛpalɲitsɛ
trepet	trˈɛpˈɛt
trepetlika	trɛpɛtli˩˥ːka
tresti	trestɛ
tresti	tre˩˥ːsti
treti	tre˩˥ːti
treti	trɛtɛ
tretja	tˈrɛtjɔ
tretjak	trɛtja˩˥ːk
treši	trˈeʃˈi
trg	t̪urk
trgati	tə˩˥rgati
trhel	tə˩˥rxɛl
tri	tri˥˩ː
tri	trˈi
triangel	trija˩˥ːngəl
trias	trijas
trideset	tridɛsɛ
trideset	tri˥˩ːdɛsɛt
trije	trije˥˩ː
trije	tri˥˩ːjɛ
trikotnik	triko˥˩ːtnik
trikrat	trikraʲt
trinajst	trina˩˥ːjst
trinajst	tri˥˩ːnajst
trinajst	trˈinˈaɪst
trinko	tri˥˩ːnkɔ
tris	tri˥˩ːs
tristo	tristo
trizob	trizo˥˩ːp
trmast	tørmast
trobenta	trɔbe˥˩ːnta
troblja	troˈblja
trod	tro˥˩ːt
trot	trot
trot	tro˥˩ːt
trošt	tro˥˩ːʃt
trpeti	tərpe˩˥ːti
trsa	tɛrsa
trst	tɔrst
trta	tə˩˥rta
trte	tɔrtɛ
trtica	tə˩˥rtitsa
trudi	trudɨ
truhel	tru˩˥ːxəʋ
truplo	tru˩˥ːplɔ
trši	tə˥˩rʃi
tržnica	kʌrʃnitsa
tu	tuː
tu	tu˥˩
tuberkuloza	tubɛrkulo˥˩ːza
tudi	tudi
tudi	tu˥˩ːdi
tuhtati	tuxtatɨ
tujka	tˈuɪkˌa
tukaj	tu˥˩ːkaj
tulij	tuli
tulij	tu˩˥ːlij
tuljava	tulja˥˩ːʋa
tunizija	tuni˩˥ːzija
turek	tu˩˥ːrək
turist	turi˥˩ːst
turist	tʊrˈist
turizem	turi˩˥ːzəm
turizem	tuˈrism
turjak	tʊrjak
turkinja	tu˩˥ːrkinja
turoben	turo˩˥ːbən
turčija	tu˥˩ːrtʃija
turški	tu˩˥ːrʃki
turško	tu˩˥ːrʃkɔ
tuđman	tudʒman
tveganje	tʋe˥˩ːganjɛ
tveganje	tʋe˩˥ːganjɛ
tvegati	tʋe˥˩ːgati
tvegati	tʋe˩˥ːgati
tvoj	tʋo˩˥ːj
tvoja	tˈvɔja
tvorba	tʋo˥˩ːrba
tvoriti	tʋo˥˩ːriti
tvoriti	tʋo˩˥ːriti
tvrdka	tvɛrdka
tyler	tjˈlɛr
türk	tʏrk
ubija	ubia
ubilo	ubilo
ubiti	ubi˩˥ːti
ubogati	ubogati
uboj	ubɔj
ud	u˥˩ːt
udariti	uda˥˩rite
udariti	uda˩˥ːriti
uganka	uga˥˩ːnka
ugasniti	ugasnʲitɨ
ugotovili	ugɔtɔʋili
ugrabitev	ugrabi˥˩ːtəʋ
ugriz	ugri˥˩ːs
ugrizniti	ugri˩˥ːzniti
uho	uxo˥˩ː
uho	ʊ̞xɔ
ujec	u˥˩ːjəts
ujec	u˩˥ːjəts
ujeda	uje˥˩ːda
ujeda	uje˩˥ːda
ujemi	uˈjæmi
ujeti	uje˩˥ːti
ukaz	uka˥˩s
ukazal	ukˈazau
ukaze	ukˈazɯ
ukor	uko˥˩r
ukor	uːkæˈrɑːr
ukradli	ukradlʲi
ukrajina	ukraji˩˥ːna
ukrajinski	ukraji˥˩ːnski
ukrasti	ukra˩˥ːsti
ukreniti	ukrɛni˥˩ːti
ukreniti	ukrɛni˩˥ːti
