!sil	sˈil
'c'que	skə
grossesses	gʁosˈɛs
grosseto-prugna	gʁostˈopʁyɲˈa
grosseur	gʁosˈœʁ
grossi	gʁosˈi
grossie	gʁosˈi
grossier	gʁosjˈe
grossiereté	gʁosiʁtˈe
grossiers	gʁosjˈe
grossir	gʁosˈiʁ
grossirent	gʁosˈiʁ
grossis	gʁosˈi
grossissaient	gʁosisˈɛ
grossissait	gʁosisˈɛ
grossissant	gʁosisˈɑ̃
grossissement	gʁosismˈɑ̃
grossissent	gʁosˈis
grossiste	gʁosˈist
grossistes	gʁosˈist
grossit	gʁosˈi
grossière	gʁosjˈɛʁ
grossièrement	gʁosjɛʁmˈɑ̃
grossières	gʁosjˈɛʁ
grossièreté	gʁosjɛʁtˈe
grossièretés	gʁosjɛʁtˈe
grosso	gʁosˈo
grosso-modo	gʁosˈomodˈo
grosville	gʁɔzvˈil
grotesque	gʁotˈɛsk
grotesquement	gʁotɛskəmˈɑ̃
grotesques	gʁotˈɛsk
grotte	gʁˈɔt
grottes	gʁˈɔt
grou	gʁˈu
grouard	gʁwˈaʁ
grouchy	gʁuʃˈi
groues	gʁˈw
grouettes	gʁwˈɛt
grouillaient	gʁujˈɛ
grouillait	gʁujˈɛ
grouillant	gʁujˈɑ̃
grouillante	gʁujˈɑ̃t
grouillantes	gʁujˈɑ̃t
grouille	gʁˈuj
grouiller	gʁujˈe
group	gʁˈup
groupaient	gʁupˈɛ
groupant	gʁupˈɑ̃
groupe	gʁˈup
groupe-là	gʁˈuplˈa
groupement	gʁupmˈɑ̃
groupements	gʁupmˈɑ̃
groupent	gʁˈup
grouper	gʁupˈe
groupes	gʁˈup
groupèrent	gʁupˈɛʁ
groupé	gʁupˈe
groupée	gʁupˈe
groupées	gʁupˈe
groupés	gʁupˈe
grous	gʁˈu
groënland	gʁɔɛnlˈɑ̃
groënlandaise	gʁɔɛnlɑ̃dˈɛz
groënlandaises	gʁɔɛnlɑ̃dˈɛz
grr	ʒˌeˌɛʁˈɛʁ
grua	gʁyˈa
gruber	gʁybˈe
grue	gʁˈy
gruel	gʁyˈɛl
grues	gʁˈy
grugeage	gʁyʒˈaʒ
grugeuses	gʁyʒˈøz
grumeaux	gʁymˈo
grumelées	gʁymlˈe
grumesnil	gʁymenˈil
grunge	gʁˈœ̃ʒ
gruyère	gʁyijˈɛʁ
gry	gʁˈi
grâ	gʁˈaː
grâce	gʁˈaːs
grâces	gʁˈaːs
grè	gʁˈɛ
grèbes	gʁˈɛb
grèce	gʁˈɛs
grès	gʁˈɛ
grève	gʁˈɛv
grèves	gʁˈɛv
grèze	gʁˈɛz
grèzes	gʁˈɛz
gré	gʁˈe
gréaume	gʁeˈom
gréement	gʁeəmˈɑ̃
gréer	gʁeˈe
gréerait	gʁeʁˈɛ
grégeois	gʁeʒwˈa
grégoire	gʁegwˈaʁ
grégory	gɹˈeɪgəɹi
gréoux-les-bains	gʁeˈule-bˈɛ̃
grésil	gʁezˈil
grésille	gʁezˈij
grésillement	gʁezijmˈɑ̃
grésillements	gʁezijmˈɑ̃
grésillons	gʁezijˈɔ̃
grésy-sur-aix	gɹˈeɪsisyʁˈɛks
grésy-sur-isère	gɹˈeɪsisyʁizˈɛʁ
gréviste	gʁevˈist
grévistes	gʁevˈist
grévy	gʁˈevi
gréé	gʁeˈe
gréée	gʁeˈe
gréées	gʁeˈe
grêcque	gʁˈɛk
grêle	gʁˈɛl
grêles	gʁˈɛl
grêlons	gʁɛlˈɔ̃
grêlé	gʁɛlˈe
grêlée	gʁɛlˈe
grêlées	gʁɛlˈe
gth	ʒˌetˌeˈaʃ
gu	gˈy
guadeloupe	gwadlˈup
guadeloupéen	gwadlupeˈɛ̃
guadeloupéens	gwadlupeˈɛ̃
guais	gwaˈi
guan-lo-fou	gwˈanlˈofˈu
guano	gwanˈo
guaranis	gwaʁanˈi
guarco	gwaʁkˈo
guatémaltèque	gwatemaltˈɛk
gubetta	gybɛtˈa
gucci	gutʃˈi
gudin	gydˈɛ̃
gue	g
gueboroar	gˈɛbɔːɹˌɔː
guebwiller	gɛbwijˈe
gueit	gˈɛ
guelfes	gˈɛlf
guenassia	gənasjˈa
guenebout	gənbˈu
guenille	gənˈij
guenilles	gənˈij
guenon	gənˈɔ̃
guepey	gəpˈɛ
guer	gˈe
guerarde	gʁˈaʁd
guerchard	gɛʁʃˈaʁ
guerche-sur-l'aubois	gˈɛʁʃsyʁlobwˈa
guerdanliks	gɛʁdɑ̃lˈik
guere	gʁ
guerel	gʁˈɛl
guerini	gʁinˈi
guermantes	gɛʁmˈɑ̃t
guernehué	gɛʁnəyˈe
guernica	gɛʁnikˈa
guernisac	gɛʁnizˈak
guerpillon	gɛʁpijˈɔ̃
guerpont	gɛʁpˈɔ̃
guerre	gˈɛʁ
guerres	gˈɛʁ
guerriau	gɛʁjˈo
guerrier	gɛʁjˈe
guerriers	gɛʁjˈe
guerrière	gɛʁjˈɛʁ
guerroie	gɛʁwˈa
guerroyant	gɛʁwajˈɑ̃
guertoufa	gɛʁtufˈa
guerville	gɛʁvˈil
guessling-hémering	gˈɛslɪŋhˈeɪməɹɪŋ
guestreville	gɛstʁəvˈil
guet	gˈɛ
guet-apens	gˈɛtapˈɛn
guetta	gɛtˈa
guettaient	gɛtˈɛ
guettais	gɛtˈɛ
guettait	gɛtˈɛ
guettant	gɛtˈɑ̃
guette	gˈɛt
guettent	gˈɛt
guetter	gɛtˈe
guetterai	gɛtʁˈe
guetterais	gɛtʁˈɛ
guetterait	gɛtʁˈɛ
guetterez	gɛtʁˈe
guetterons	gɛtʁˈɔ̃
guetteur	gɛtˈœʁ
guetteurs	gɛtˈœʁ
guettez	gɛtˈe
guettions	gɛtjˈɔ̃
guettons-le	gɛtˈɔ̃lə-
guetté	gɛtˈe
guettés	gɛtˈe
gueu	gˈø
gueugneau	gøɲˈo
gueulait	gølˈɛ
gueulant	gølˈɑ̃
gueulards	gølˈaʁ
gueulasse	gølˈas
gueule	gˈœl
gueule-du-tigre	gˈœldy-tˈigʁ
gueulent	gˈœl
gueuler	gølˈe
gueules	gˈœl
gueules-de-loup	gˈœldə-lˈu
gueuletons	gøltˈɔ̃
gueulé	gølˈe
gueusard	gøzˈaʁ
gueusards	gøzˈaʁ
gueuse	gˈøz
gueuse-là	gˈøzlˈa
gueuses	gˈøz
gueux	gˈø
gueux-là	gˈølˈa
guewenheim	gjˈuːənhˌaɪm
gueynaire	gɛnˈɛʁ
gugusse	gygˈys
gui	gˈi
guibert	gibˈɛʁ
guibre	gˈibʁ
guichainville	giʃɛ̃vˈil
guichards	giʃˈaʁ
guichen	giʃˈɛn
guichet	giʃˈɛ
guichetier	giʃətjˈe
guichets	giʃˈɛ
guichy	giʃˈi
guida	gidˈa
guidaient	gidˈɛ
guidait	gidˈɛ
guidant	gidˈɑ̃
guide	gˈid
guide-moi	gˈidmwˌa
guidel	gidˈɛl
guident	gˈid
guider	gidˈe
guidera	gidʁˈa
guiderait	gidʁˈɛ
guideront	gidʁˈɔ̃
guides	gˈid
guidon	gidˈɔ̃
guidons	gidˈɔ̃
guidot	gidˈo
guidèrent	gidˈɛʁ
guidé	gidˈe
guidée	gidˈe
guidés	gidˈe
guieux	gjˈø
guigna	giɲˈa
guignait	giɲˈɛ
guignant	giɲˈɑ̃
guignard	giɲˈaʁ
guignes	gˈiɲ
guignettes	giɲˈɛt
guigneux	giɲˈø
guignier	ginjˈe
guignol	giɲˈɔl
guignols	giɲˈɔl
guignon	giɲˈɔ̃
guignères	giɲˈɛʁ
guihard	gjˈaʁ
guil	gj
guilbert	gilbˈɛʁ
guilberville	gilbɛʁvˈil
guilherand-granges	gilʁˈɑ̃gʁˈɑ̃ʒ
guilis	gilˈi
guill	gˈij
guillaume	gijˈom
guillaumet	gijomˈɛ
guillaumin	gijomˈɛ̃
guillaut	gijˈo
guilledou	gijdˈu
guillemaille	gˈɪliːmˌeɪl
guillemare	gijmˈaʁ
guillements	gijmˈɑ̃
guillemets	gijmˈɛ
guillemin	gijmˈɛ̃
guillemot	gijmˈo
guillemots	gijmˈo
guilleret	gijʁˈɛ
guillerine	gijʁˈin
guillery	gˈɪləɹi
guillestre	gijˈɛstʁ
guillet	gijˈɛ
guillette	gijˈɛt
guillon	gijˈɔ̃
guillonnières	gijɔnjˈɛʁ
guillot	gijˈo
guillotin	gijotˈɛ̃
guillotine	gijotˈin
guillotiner	gijotinˈe
guillotiné	gijotinˈe
guillotinée	gijotinˈe
guillotière	gijotjˈɛʁ
guillou	gijˈu
guilloux	gijˈu
guilvinec	gilvinˈɛk
guimauve	gimˈov
guimet	gimˈɛ
guimier	gimjˈe
guimiliau	gimiljˈo
guimpe	gˈɛ̃p
guindeau	gɛ̃dˈo
guindé	gɛ̃dˈe
guindée	gɛ̃dˈe
guindés	gɛ̃dˈe
guingalan	gɛ̃galˈɑ̃
guingamp	gɛ̃gˈɑ̃p
guingan	gɛ̃gˈɑ̃
guinguette	gɛ̃gˈɛt
guinguettes	gɛ̃gˈɛt
guinéen	gineˈɛ̃
guinées	ginˈe
guipronvel	gipʁɔ̃vˈɛl
guipry	gipʁˈi
guipure	gipˈyʁ
guipures	gipˈyʁ
guirec	giʁˈɛk
guirlande	giʁlˈɑ̃d
guirlandes	giʁlˈɑ̃d
guisane	gizˈan
guise	gˈiz
guiseppe	gizˈɛp
guises	gˈiz
guitare	gitˈaʁ
guitares	gitˈaʁ
guitariste	gitaʁˈist
guitrancourt	gitʁɑ̃kˈuʁ
guitry	gˈɪtɹi
guittet	gitˈɛ
gujan-mestras	gyʒˈɑ̃mɛstʁˈa
gulf	gˈɔlf
gulf-stream	gˈɔlfstʁˈɪːm
gulliver	gylivˈe
gum	gˈɔm
gumuch	gjˈuːmʌtʃ
gundershoffen	gˈʌndəʃəfəŋ
gunei	gynˈɛ
gunnar	gynˈaʁ
guns	gˈʌnz
gurgite	gyʁʒˈit
gusman	gysmˈɑ̃
gustatives	gystatˈiv
gustave	gystˈav
gustave-adolphe	gystˈavadˈɔlf
gustave-rodolphe	gystˈavʁodˈɔlf
gustavo	gystavˈo
gutemberg	gytɑ̃bˈɛʁg
gutenberg	gytɑ̃bˈɛʁg
gutta-percha	gytˈapɛʁʃˈa
guttural	gytyʁˈal
gutturale	gytyʁˈal
guy	gˈi
guy-michel	gˈimiʃˈɛl
guyanais	gyijanˈɛ
guyanaise	gyijanˈɛz
guyane	gyijˈan
guyanes	gyijˈan
guyans-durnes	gyijˈɑ̃dˈyʁn
guynemer	ginmˈe
guyon	gyijˈɔ̃
guyonnière	gyijɔnjˈɛʁ
guyonville	gyijɔ̃vˈil
guyot	gyijˈo
guyère	gyijˈɛʁ
guère	gɛʁ
gué	gˈe
guéable	geˈabl
guéables	geˈabl
guémar	gemˈaʁ
guémené	gemnˈe
guéménée	gemenˈe
guénange	genˈɑ̃ʒ
guénhaël	genaˈɛl
guépards	gepˈaʁ
guérande	geʁˈɑ̃d
guérard	geʁˈaʁ
guéret	geʁˈɛ
guérets	geʁˈɛ
guéri	geʁˈi
guéridon	geʁidˈɔ̃
guérie	geʁˈi
guérigny	geʁiɲˈi
guérilla	geʁijˈa
guérilleros	geʁijeʁˈo
guérin	geʁˈɛ̃
guérinière	geʁinjˈɛʁ
guérinières	geʁinjˈɛʁ
guérir	geʁˈiʁ
guérira	geʁiʁˈa
guérirait	geʁiʁˈɛ
guériront	geʁiʁˈɔ̃
guéris	geʁˈi
guéris-toi	geʁˈitwˌa
guérison	geʁizˈɔ̃
guérisons	geʁizˈɔ̃
guérissais	geʁisˈɛ
guérissait	geʁisˈɛ
guérisse	geʁˈis
guérissent	geʁˈis
guérisseur	geʁisˈœʁ
guérisseurs	geʁisˈœʁ
guérit	geʁˈi
guéritaine	geʁitˈɛn
guérite	geʁˈit
guérites	geʁˈit
guéroult	geʁˈult
guévenoux	gevnˈu
guêpe	gˈɛp
guêpe-là	gˈɛplˈa
guêpes	gˈɛp
guêtres	gˈɛtʁ
guïdare	gyidˈaʁ
gwenaëlle	gwnaˈɛl
gwenc	gwˈɛnk
gwendoline	gwɑ̃dolˈin
gwennael	gwɛnaˈɛl
gwenole	gwnˈɔl
gy	ʒi
gy-l'évêque	ʒˈilevˈɛk
gym	ʒˈim
gymnase	ʒimnˈaz
gymnase-dramatique	ʒimnˈazdʁamatˈik
gymnases	ʒimnˈaz
gymnaste	ʒimnˈast
gymnastes	ʒimnˈast
gymnastique	ʒimnastˈik
gymniques	ʒimnˈik
gymnote	ʒimnˈɔt
gymontes-fierasfers	ʒimˈɔ̃tfiʁasfˈe
gynt	ʒˈɛ̃
gyné	ʒinˈe
gynéco	ʒinekˈo
gynéco-obstétrique	ʒinekˈoɔbstetʁˈik
gynécologue	ʒinekolˈog
gynécos	ʒinekˈo
gynécée	ʒinesˈe
gypaète	ʒipaˈɛt
gypse	ʒˈips
gâ	gˈaː
gâche	gˈaːʃ
gâchent	gˈaːʃ
gâcher	gaʃˈe
gâches	gˈaːʃ
gâchette	gaʃˈɛt
gâchez	gaʃˈe
gâchis	gaʃˈi
gâché	gaʃˈe
gâchée	gaʃˈe
gâta	gatˈa
gâtaient	gatˈɛ
gâtais	gatˈɛ
gâtait	gatˈɛ
gâte	gˈaːt
gâte-métier	gˈaːtmetjˈe
gâteau	gatˈo
gâteaux	gatˈo
gâteloup	gatlˈup
gâtent	gˈaːt
gâter	gatˈe
gâtera	gatʁˈa
gâterez	gatʁˈe
gâteriez	gatəʁjˈe
gâteux	gatˈø
gâtez	gatˈe
gâtèrent	gatˈɛʁ
gâté	gatˈe
gâtée	gatˈe
gâtées	gatˈe
gâtés	gatˈe
gèle	ʒˈɛl
gèlent	ʒˈɛl
gèlera	ʒɛlʁˈa
gène	ʒˈɛn
gènes	ʒˈɛn
gère	ʒˈɛʁ
gèrent	ʒˈɛʁ
gères	ʒˈɛʁ
gé	ʒˈe
géant	ʒeˈɑ̃
géante	ʒeˈɑ̃t
géants	ʒeˈɑ̃
géants-là	ʒeˈɑ̃lˈa
gébies	ʒebˈi
géd	ʒˈed
gédéon	ʒedeˈɔ̃
gégé	ʒeʒˈe
géhenne	ʒeˈɛn
gélannes	ʒelˈan
gélatine	ʒelatˈin
gélatineuse	ʒelatinˈøz
gélatineuses	ʒelatinˈøz
gélatineux	ʒelatinˈø
gélatinée	ʒelatinˈe
gélendschik	ʒelɑ̃dʃˈik
gélinotte	ʒelinˈɔt
gélules	ʒelˈyl
gémeaux	ʒemˈo
gémi	ʒemˈi
gémir	ʒemˈiʁ
gémirent	ʒemˈiʁ
gémissaient	ʒemisˈɛ
gémissait	ʒemisˈɛ
gémissait-elle	ʒemisˈɛtɛl
gémissant	ʒemisˈɑ̃
gémissantes	ʒemisˈɑ̃t
gémisse	ʒemˈis
gémissement	ʒemismˈɑ̃
gémissements	ʒemismˈɑ̃
gémit	ʒemˈi
gémit-elle	ʒemˈitɛl
gémit-il	ʒemˈitil
gémonies	ʒemonˈi
gén	ʒˈen
génait	ʒenˈɛ
génial	ʒenjˈal
géniale	ʒenjˈal
géniales	ʒenjˈal
géniaux	ʒenjˈo
génie	ʒenˈi
génies	ʒenˈi
génisse	ʒenˈis
génitif	ʒenitˈif
génocide	ʒenosˈid
génocides	ʒenosˈid
génois	ʒenwˈa
génoise	ʒenwˈaz
génoises	ʒenwˈaz
génovéfains	ʒenovefˈɛ̃
génuflexion	ʒenyflɛksjˈɔ̃
génuflexions	ʒenyflɛksjˈɔ̃
génère	ʒenˈɛʁ
génèt	ʒenˈɛ
géné	ʒenˈe
généalogie	ʒenealoʒˈi
généalogiques	ʒenealoʒˈik
génée	ʒenˈe
générac	ʒeneʁˈak
général	ʒeneʁˈal
général-appert	ʒeneʁˈalapˈɛʁ
générale	ʒeneʁˈal
généralement	ʒeneʁalmˈɑ̃
générales	ʒeneʁˈal
généralisable	ʒeneʁalizˈabl
généralisables	ʒeneʁalizˈabl
généralisation	ʒeneʁalizasjˈɔ̃
généralisations	ʒeneʁalizasjˈɔ̃
généralise	ʒeneʁalˈiz
généraliser	ʒeneʁalizˈe
généraliserait	ʒeneʁalizʁˈɛ
généralisiez	ʒeneʁalizjˈe
généralissime	ʒeneʁalisˈim
généraliste	ʒeneʁalˈist
généralistes	ʒeneʁalˈist
généralisé	ʒeneʁalizˈe
généralisée	ʒeneʁalizˈe
généralisées	ʒeneʁalizˈe
généralité	ʒeneʁalitˈe
général’	ʒeneʁˈal
générateur	ʒeneʁatˈœʁ
générateurs	ʒeneʁatˈœʁ
génération	ʒeneʁasjˈɔ̃
génération-là	ʒeneʁasjˈɔ̃lˈa
générations	ʒeneʁasjˈɔ̃
générations-là	ʒeneʁasjˈɔ̃lˈa
généraux	ʒeneʁˈo
générer	ʒeneʁˈe
généreuse	ʒeneʁˈøz
généreusement	ʒeneʁøzmˈɑ̃
généreuses	ʒeneʁˈøz
généreux	ʒeneʁˈø
générique	ʒeneʁˈik
génériques	ʒeneʁˈik
générosité	ʒeneʁozitˈe
générosités	ʒeneʁozitˈe
générosités-là	ʒeneʁozitˈelˈa
généré	ʒeneʁˈe
générée	ʒeneʁˈe
générés	ʒeneʁˈe
génésiaques	ʒenezjˈak
génétique	ʒenetˈik
génétiquement	ʒenetikmˈɑ̃
génétiques	ʒenetˈik
géo	ʒeˈo
géo-historique	ʒeˈoistoʁˈik
géographe	ʒeɔgʁˈaf
géographes	ʒeɔgʁˈaf
géographie	ʒeɔgʁafˈi
géographique	ʒeɔgʁafˈik
géographiquement	ʒeɔgʁafikmˈɑ̃
géographiques	ʒeɔgʁafˈik
géologie	ʒeoloʒˈi
géologique	ʒeoloʒˈik
géologiques	ʒeoloʒˈik
géologue	ʒeolˈog
géomètre	ʒeomˈɛtʁ
géométral	ʒeometʁˈal
géométrie	ʒeometʁˈi
géométrique	ʒeometʁˈik
géopolitique	ʒeopolitˈik
géorgie	ʒeɔʁʒˈi
géorgien	ʒeɔʁʒjˈɛ̃
géorgienne	ʒeɔʁʒjˈɛn
géorgiennes	ʒeɔʁʒjˈɛn
géorgiens	ʒeɔʁʒjˈɛ̃
géorgiques	ʒeɔʁʒˈik
géothermie	gˈeɪəðˌɜːmi
gépi	ʒepˈi
gér	ʒˈeʁ
géra	ʒeʁˈa
gérable	ʒeʁˈabl
gérais	ʒeʁˈɛ
gérait	ʒeʁˈɛ
gérald	ʒeʁˈald
gérance	ʒeʁˈɑ̃s
géraniums	ʒeʁanjˈɔm
gérant	ʒeʁˈɑ̃
gérante	ʒeʁˈɑ̃t
gérard	ʒeʁˈaʁ
gérardmer	ʒeʁaʁdmˈe
géraud	ʒeʁˈo
géraudot	ʒeʁodˈo
gérent-ils	ʒeʁˈɑ̃il
gérer	ʒeʁˈe
gérez	ʒeʁˈe
géria	ʒeʁjˈa
gériatrie	ʒeʁjatʁˈi
géricault	ʒeʁikˈo
gérofosse	ʒeʁofˈɔs
gérons	ʒeʁˈɔ̃
géronte	ʒeʁˈɔ̃t
gérontologue	ʒeʁɔ̃tolˈog
géré	ʒeʁˈe
gérée	ʒeʁˈe
gérées	ʒeʁˈe
gérés	ʒeʁˈe
gésiers	ʒezjˈe
gévaudan	ʒevodˈɑ̃
gévrol	ʒevʁˈɔl
gê	ʒˈɛ
gêna	ʒɛnˈa
gênaient	ʒɛnˈɛ
gênais	ʒɛnˈɛ
gênait	ʒɛnˈɛ
gênait-elle	ʒɛnˈɛtɛl
gênant	ʒɛnˈɑ̃
gênante	ʒɛnˈɑ̃t
gênants	ʒɛnˈɑ̃
gêne	ʒˈɛn
gênent	ʒˈɛn
gêner	ʒɛnˈe
gênera	ʒɛnʁˈa
gênerais	ʒɛnʁˈɛ
gênerait	ʒɛnʁˈɛ
gêneriez	ʒɛnəʁjˈe
gênes	ʒˈɛn
gênez	ʒɛnˈe
gêniez	ʒɛnjˈe
gênèrent	ʒɛnˈɛʁ
gêné	ʒɛnˈe
gênée	ʒɛnˈe
gênées	ʒɛnˈe
gênés	ʒɛnˈe
gêr	ʒˈɛʁ
gît	ʒˈi
gîte	ʒˈit
gîtent	ʒˈit
gîtes	ʒˈit
gîtés	ʒitˈe
günièh	gynjˈɛ
h	ˈaʃ
h2o	ˈaʃ
ha	ˈa
hab	hˈab
habary	hˈabəɹi
habeas	hˈeɪbiəz
habens	abˈɛn
habent	ˈab
habi	abˈi
habib	abˈib
habile	abˈil
habilement	abilmˈɑ̃
habiles	abˈilz
habileté	abiltˈe
habilissimes	abilisˈimz
habilité	abilitˈe
habilitée	abilitˈe
habilités	abilitˈez
habillaient	abijˈɛt
habillais	abijˈɛz
habillait	abijˈɛt
habille	abˈij
habillement	abijmˈɑ̃
habiller	abijˈe
habillerait	abijʁˈɛt
habilleuse	abijˈøz
habillez	abijˈez
habillez-vous	abijˈevuz
habillons-nous	abijˈɔ̃nuz
habillé	abijˈe
habillée	abijˈe
habillées	abijˈez
habillés	abijˈez
habit	abˈi
habit-veste	abˈivˈɛst
habita	abitˈa
habitabilité	abitabilitˈe
habitable	abitˈabl
habitables	abitˈablz
habitaient	abitˈɛt
habitais	abitˈɛz
habitait	abitˈɛt
habitait-il	abitˈɛtil
habitans	abitˈɑ̃z
habitant	abitˈɑ̃
habitante	abitˈɑ̃t
habitantes	abitˈɑ̃tz
habitants	abitˈɑ̃z
habitat	abitˈa
habitation	abitasjˈɔ̃
habitations	abitasjˈɔ̃z
habitats	abitˈaz
habite	abˈit
habite-t-il	abˈittil
habitent	abˈitt
habitent-ils	abˈittilz
habiter	abitˈe
habitera	abitʁˈa
habiterait	abitʁˈɛt
habiterons	abitʁˈɔ̃z
habiteront	abitʁˈɔ̃t
habites	abˈitz
habites-tu	abˈitty
habitez	abitˈez
habitez-vous	abitˈevuz
habitiez	abitjˈez
habitions	abisjˈɔ̃z
habitons	abitˈɔ̃z
habits	abˈiz
habits-là	abˈilˈa
habits-vestes	abˈivˈɛstz
habitu	abitˈy
habituant	abityˈɑ̃
habitude	abitˈyd
habitudes	abitˈydz
habituel	abityˈɛl
habituelle	abityˈɛl
habituellement	abityɛlmˈɑ̃
habituelles	abityˈɛlz
habituels	abityˈɛlz
habituent	abitˈyt
habituer	abityˈe
habituerez	abityʁˈez
habitues	abitˈyz
habituèrent	abityˈɛʁt
habitué	abityˈe
habituée	abityˈe
habituées	abityˈez
habitués	abityˈez
habitât	abitˈaː
habitèrent	abitˈɛʁt
habité	abitˈe
habitée	abitˈe
habitée	osˌi
habitées	abitˈez
habités	abitˈez
haby	hˈeɪbi
hachait	aʃˈɛ
hache	ˈaʃ
hachecor	aʃkˈɔʁ
hacher	aʃˈe
haches	ˈaʃ
hachette	aʃˈɛt
hachettes	aʃˈɛt
hachis	aʃˈi
hachures	aʃˈyʁ
hachèrent	aʃˈɛʁ
haché	aʃˈe
hachée	aʃˈe
hachées	aʃˈe
hachés	aʃˈe
hacquard	akˈaʁ
hacquelon	aklˈɔ̃
hadancourt	adɑ̃kˈuʁ
haddock	adˈɔk
hadj	hˈadʒ
hadjaroth	hˈadʒɐɹˌɒθ
hadji-bey	adʒˈibˈɛ
hadour	adˈuʁ
hadrien	adʁiˈɛ̃
haf-way	hˈafwˈeɪ
hagard	agˈaʁ
hagards	agˈaʁ
haget	aʒˈɛ
haguenau	agnˈo
hah	hˈɑː
hahnemann	hˈɑːnɪmˌan
hahnemannienne	hˈɑːnɪmˌaniən
hahnenberg	hˈɑːnənbˌɜːg
haie	ˈɛ
haies	ˈɛ
haillan	ajˈɑ̃
haillon	ajˈɔ̃
haillons	ajˈɔ̃
hain	ˈɛ̃
hainaut	ɛnˈo
haine	ˈɛn
haines	ˈɛn
haineuse	ɛnˈøz
haineux	ɛnˈø
hais	ˈɛ
hait	ˈɛ
hakeim	akˈɛm
hakim	akˈim
hala	alˈa
halage	alˈaʒ
halait	alˈɛ
halal	alˈal
halall	hˈalɔːl
halant	alˈɑ̃
haleine	alˈɛn
haleines	alˈɛn
haler	alˈe
haleta	altˈa
haletaient	altˈɛ
haletait	altˈɛ
haletant	altˈɑ̃
haletante	altˈɑ̃t
haletantes	altˈɑ̃t
haletants	altˈɑ̃
haleter	altˈe
half	hˈɑːf
halifax	alifˈaks
hall	hˈɔːl
hallal	alˈal
halle	ˈal
hallebarde	albˈaʁd
hallebardes	albˈaʁd
hallebardiers	albaʁdjˈe
halles	ˈal
halliday	hˈalɪdˌeɪ
halliers	aljˈe
hallignicourt	aliɲikˈuʁ
halloween	hˌaləʊˈiːn
halls	hˈɔːlz
hallucinant	alysinˈɑ̃
hallucination	alysinasjˈɔ̃
hallucines	alysˈin
hallucinogène	alysinoʒˈɛn
halluciné	alysinˈe
halluin	alyˈɛ̃
hallyday	hˈalɪdˌeɪ
hallé	alˈe
halo-lunaire	alˈolynˈɛʁ
halos	alˈo
halsbury	hˈalsbɹi
halte	ˈalt
halte-garderie	ˈaltgaʁdəʁˈi
halte-là	ˈaltlˈa
haltes	ˈalt
haltérophiles	alteʁofˈil
halèrent	alˈɛʁ
halète	alˈɛt
halé	alˈe
halés	alˈe
ham	hˈam
hama	amˈa
hamac	amˈak
hamacs	amˈak
hamas	amˈa
hamberg	ɑ̃bˈɛʁg
hambers	ɑ̃bˈe
hambourg	ɑ̃bˈuʁ
hamburger	ɑ̃bəʁgˈœʁ
hamburgers	ɑ̃bəʁgˈœʁ
hameau	amˈo
hameaux	amˈoz
hames-boucres	ˈambˈukʁz
hameçon	amsˈɔ̃
hameçons	amsˈɔ̃z
hamida	amidˈa
hamilton	amiltˈɔ̃
hamlet	amlˈɛt
hammadi	amadˈi
hammal	amˈal
hammals	amˈal
hamoche	amˈɔʃ
hamon	amˈɔ̃
hamouro	amuʁˈo
hampe	ˈɑ̃p
hamps	ˈɑ̃
hampton	ɑ̃ptˈɔ̃
hampton-c	ɑ̃ptˈɔ̃sˈe
hamster	amstˈɛʁ
hamsters	amstˈɛʁ
han	ˈɑ̃
han-chaol	ˈɑ̃kaˈɔl
han-lin	ˈɑ̃lˈɛ̃
hanau	anˈo
hanche	ˈɑ̃ʃ
hanches	ˈɑ̃ʃ
hand	ˈɑ̃
handball	hˈandbɔːl
handeck	ɑ̃dˈɛk
handicap	ɑ̃dikˈap
handicape	ɑ̃dikˈap
handicaper	ɑ̃dikapˈe
handicaps	ɑ̃dikˈap
handicapé	ɑ̃dikapˈe
handicapée	ɑ̃dikapˈe
handicapées	ɑ̃dikapˈe
handicapés	ɑ̃dikapˈe
hang	ˈɑ̃g
hangar	ɑ̃gˈaʁ
hangards	ɑ̃gˈaʁ
hangars	ɑ̃gˈaʁ
hank	hˈaŋk
hankow	hˈaŋkaʊ
hanneke	hˈanɛk
hanneton	antˈɔ̃
hannibal	anibˈal
hannot	anˈo
hanotin	anotˈɛ̃
hanovre	anˈɔvʁ
hans	ˈɑ̃
hansten	ɑ̃stˈɛn
hantait	ɑ̃tˈɛ
hante	ˈɑ̃t
hantent	ˈɑ̃t
hanter	ɑ̃tˈe
hantise	ɑ̃tˈiz
hantises	ɑ̃tˈiz
hantèrent	ɑ̃tˈɛʁ
hanté	ɑ̃tˈe
hantée	ɑ̃tˈe
hantées	ɑ̃tˈe
hanum	anˈɔm
hanzelet	ɑ̃zlˈɛ
hané	anˈe
hao-khiéou-tchouen	aˈokjeˈutʃwˈɛ̃
haoibouchie	awabuʃˈi
haol	aˈɔl
haouaï	awˈaj
hapaï	apˈaj
happer	apˈe
happy	hˈapi
happé	apˈe
haquet	akˈɛ
harangua	aʁɑ̃gˈa
harangue	aʁˈɑ̃g
haranguent	aʁˈɑ̃g
haranguer	aʁɑ̃gˈe
harangués	aʁɑ̃gˈe
haras	aʁˈa
harassé	aʁasˈe
harassée	aʁasˈe
harassés	aʁasˈe
haraucourt	aʁokˈuʁ
harbert	aʁbˈɛʁ
