10منٹ	ɒnməɳʈ
سْنا	sɪnə
سناؤ	sənɑːu
سنائی	sənɑːi
سناتا	sənɑːtɑː
سنانے	sənɑːne
سنایا	sənɑːjɑː
سنبل	sənˈbəl
سنبھال	sənbɑl
سنبھالتے	sənbʱɑːlte
سنبھالو	sənbʱɑːloː
سنبھالیں	sənbʱɑːlẽː
سنبھل	sənbʱəl
سنتا	sɪntə
سْنتا	sɪntə
سنتان	sɪntɑn
سنتری	sənˈt̪riː
سنتے	sənte
سْنتے	sənte
سنٹرل	sənteːɾəl
سنجیدگی	səndʒiːd̪giː
سنجیدہ	səngiːðə
سنچری	səntʃəriː
سنڈریلا	sənɖrɪlə
سنڈی	sʌnɪ
سنسنی	sənsəni
سنک	sɪŋk
سنکیتوں	sɪŋkɪtõː
سنگتراشی	səŋgt̪əɾɑːʃiː
سنگسار	səŋgsɑr
سنگل	səŋgəl
سنگین	səŋgiːn
سنن	sənː
سننا	sənnə
سننی	sənniː
سننے	sənne
سنہ	sənə
سنہری	sənɦəɾiː
سنہرے	sənɦeɾeː
سنو	sɪnu
سْنو	sɪnʊ
سنوڈن	sʊnʊd̪n
سنوگی	səˈnʊgi
سنوگے	səˈnʊge
سنی	səniː
سنیں	səniː
سنیے	səniː
سنے	səne
سْنّے	sɪnːe
سہ	sə
سہا	səɦɑː
سہارا	səhɑːrɑː
سہارے	səhɑːre
سہاونا	səhɑuːnə
سہتے	səht̪eː
سہج	səhɑdʒ
سہکارمی	səhkɑːrmiː
سہنا	səhnɑ
سہولت	səhʊlt
سہولت	suːlət̪
سہولیات	səhʊljɑːt̪
سہی	səhiː
سو	sɔ
سوئٹزرلینڈ	soʔeːt̪zəɾlɑːnd̪
سوئچ	soj
سوئمنگ	soːɪmŋ
سوئنگ	sojŋ
سوئیاں	sojjɑ̃
سوا	sɑwɑ
سوائے	soɑe
سوات	suːəʈ
سوادج	soʊdʒ
سوار	sʋɑːr
سوارتی	sʋaːɾtiː
سواروں	sʋɑːrʊ̃ː
سواری	soɑri
سوال	sɑwɑl
سوال	səʋɑːl
سوالات	soʊɑːlɑːt̪
سوتیلی	soːtiːliː
سوتیلے	soːtɪleː
سوتے	soːt̪eː
سوٹ	sʊʈ
سوٹکیس	sʊʈkɪs
سوجانا	soːdʒɑːnɑː
سوچ	soːtʃ
سوچا	soːtʃə
سوچتا	soːtʃt̪ə
سوچتی	soːtʃt̪iː
سوچتے	sʊtʃt̪e
سوچلو	soːtʃloː
سوچنا	sʊtʃnɑ
سوچنی	soːtʃniː
سوچنے	soːtʃne
سوچو	sʊtʃo
سوچیں	sʊtʃeː
سوچے	soːtʃe
سودا	soːd̪ə
سودے	soːd̪eː
سوڈا	soːɖə
سوڈان	soːɖɑːn
سور	sɔːr
سوراخ	soːrɑːx
سورج	soːɾdʒ
سوری	sʊriː
سوریکی	sɔːɾɪki
سوزاک	soːzæk
سوسن	soːsən
سوشل	ʃoːʃl
سوک	sɔk
سول	sɔl
سولہ	soːlə
سولو	soːloː
سولی	sʊli
سوم	sɔːm
سوموار	soːmoːrɑː
سونا	sʊnɑ
سونامی	soːnamiː
سونپ	sõːnp
سونگھتے	soŋgʱte
سونورا	sʊnʊrɑ
سونے	sʊnne
سوویت	soːʋeːt
سویا	sojə
سویٹی	soːiːtiː
سویرے	soːiraː
سویلین	səwilɪn
سویوستیت	sojʋiːst̪eːt̪
سی	siː
سیاح	sɪɑːh
سیاحت	siːɑːt̪
سیاحوں	siɑːɦõː
سیارہ	siːɑːrɑː
سیاروں	sɪɑːroː
سیارے	siːɑːreː
سیاست	siːʔɑːsˈt̪
سیاسی	siʔiː
سیاق	siːɑq
سیال	siːɑːl
سیاہ	siɑː
سیب	siːb
سیٹ	siːt̪
سیٹل	siːtəl
سیٹلائٹ	siːt̪lɑɪt̪
سیٹی	sɪtiː
سیٹیں	siːt̪eːn
سید	sɛɪd
سیدھا	sɪdeːhɑː
سیدھی	ˈsɛːd̪ʱiː
سیدھے	sɪdeː
سیڈان	siːd̪ɑːn
سیر	sɪr
سیرم	sɪrm
سیریز	siːriz
سیریس	siːɾiːs
سیڑھیاں	siɽʰiæ̃
سیڑھیوں	siːɽʰiːõː
سیسو	sɪsoː
سیشن	siːʃn
سیفٹیز	siːftiːz
سیکرٹ	siːkəɾət
سیکرٹری	siːkərt̪riː
سیکڑوں	siːkəɽoː
سیکسوفوں	siːksʊfuːŋ
سیکسی	siːkʃiː
سیکشن	siːkʃən
سیکنڈ	sɪkə̃ːnd̪
سیکھ	siːkʰ
سیکھا	siːkʰɑː
سیکھتے	siːkʰteː
سیکھنا	siːkʰnə
سیکھنے	siːkʰne
سیکورٹی	siːkuːrtiː
سیکوریٹی	siːkoːriːtiː
سیکیورٹی	sɪkiːuɾt̪iː
سیکیوریٹی	siːkiːuːriːtiː
سیل	siːl
سیلاب	siːlɑːb
سیلاس	siːlɑs
سیلفون	sɪlfʊn
سیلمن	sɪləmən
سیلولر	siːluːr
سیم	sɪm
سیمانکن	siːmɑːnkənek
سیمپل	sɪmpəl
سیمسٹرز	sɪmsʈərz
سیمیںٹ	siːmẽːʈ
سینئر	sɪneːr
سینتیس	sɪntis
سینٹ	sɛ̃ːt̪
سینٹر	sɪnt̪ər
سینٹوس	sɪnːoːs
سیندائی	siːnd̪ɑːiː
سینڈوچ	sɛ̃ːnd̪ʊtʃ
سینکا	sɪnkə
سینکڑوں	sɪŋkəɽõː
سینگ	sɪŋ
سینہ	sɪnə
سینیٹ	sɪniːt
سینیٹر	sɪnɪt̪ər
سینیٹرز	sɪneːt̪ərz
سینے	sɪneː
سیون	sijun
سییلی	siːliː
سے	seː
ش	ʃ
شµé	ʃɪk
شµµ	ʃɪk
شءِ	ʃɛ
شا	ʃɑː
شاؤلن	ʃɑːʊlən
شائد	ʃɑːɪd
شائِستہ	ʃɑːɪst̪ə
شائستہ	ʃɑːɪsˈt̪ʰe
شائع	ʃɑːʔiː
شائقین	ʃɑːɪqɪn
شاباش	ʃɑbɑʃ
شاپنگ	ʃɑːpɪŋ
شاٹ	ʃɑːʈ
شاٹس	ʃɑːʈs
شاٹگن	ʃɑːʈgən
شاخ	ʃɑx
شادی	ʃɑːdiː
شاذ	ʃɑːd̪
شارامن	ʃɑːrɑːmɪn
شارٹ	ʃɑːɾʈ
شارک	ʃɑːɾk
شارمین	ʃɑːɾmiːn
شافٹ	ʃɑfːt
شاگرد	ʃɑːgəɾd
شاگردوں	ʃɑːgʌɾd̪oːŋ
شالوم	ʃɑːlʊm
شام	ʃɑːm
شامل	ʃɑːmɪl
شان	ʃɑːn
شاندار	ʃɑːnd̪ɑːr
شانہ	ʃɑːnɑː
شاہ	ʃɑː
شاہانہ	ʃɑːhɑːnɑː
شاہراہ	ʃɑːɦɑːɾɑː
شاہکار	ʃɑːhkɑːr
شاہی	ʃɑːɦiː
شاید	ʃɑːjɪd
شب	ʃæb
شبدانش	ʃəbd̪ɑːnʃ
شبدجال	ʃəbdʒɑl
شبہ	ʃæbʌ
شبہے	ʃɛbeː
شبے	ʃbeː
شپ	ʃɪp
شپنگ	ʃpəŋ
شتر	ʃt̪r
شترمرغ	ʃt̪əɾmərɣ
شٹ	ʃʈ
شجوفرینیا	ʃʊdʊfeːniːjə
شخس	ʃɪxɪs
شخص	ʃʌx
شخصیات	ʃəkɪlɪjɑːt̪
شخصیت	ʃəxsiːt
شدت	ʃɪd̪t̪
شدہ	ʃɪd̪ə
شدید	ʃɪdiːd
شراب	ʃəɾɑːb
شرابا	ʃəɾɑːbɑː
شرابی	ʃəɾɑːbiː
شرافت	ʃəɾɑːft
شراکت	ʃəɾɑkət
شرٹ	ʃɛɾt
شرٹوں	ʃɪɾt̪oːŋ
شرح	ʃəɾɣ
شرط	ʃɑɾt
شرطیہ	ʃəɾt̪iə
شرفا	ʃəɾfɑ
شرفاوں	ʃəɾfɑ̃ː
شرکت	ʃəɾkət
شرم	ʃəɾm
شرماو	ʃəɾmɑːu
شرمگاہوں	ʃəɾməgɑːɦõː
شرمن	ʃɛrmən
شرمناک	ʃəɾmənɑk
شرمندا	ʃəɾmənɽɑ
شرمندگی	ʃəɾməndgi
شرمندہ	ʃərməndə
شروع	ʃəroʊ
شروعات	ʃəruʋɑːt̪
شروعاتی	ʃəruːʋɑːtiː
شریان	ʃəɾijɑːn
شریمان	ʃɪɾiːmɑːn
شریمتی	ʃɪɾeːmɪtiː
شش	ʃɪʃ
ششش	ʃɪʃ
شعبہ	ʃæbɑ
شعبے	ʃæbæ
شعر	ʃɛɾ
شعلہ	ʃoːlɑː
شعلوں	ʃəɭoːn
شعلوں	ʃoːleː
شعلے	ʃəleː
شعلے	ʃoːleː
شعور	ʃɑʋuːr
شفا	ʃɪfɑː
شفاف	ʃɪfɑːf
شفافیت	ʃəfɑːfɪt
شفٹ	ʃɪft
شفقت	ʃəfqət
شق	ʃq
شقیں	ʃqeːŋ
شک	ʃɪk
شکار	ʃɑkɑr
شکاری	ʃəkɑːriː
شکاگو	ʃkɑːgoʊ
شکایات	ʃkɑjɑt
شکایت	ʃɪkɑːjɪt̪
شکایت	ʃkɑːʔt̪
شکر	ʃkər
شکر	ʃʊkɾ
شکرگزار	ʃəkəgzɑr
شکریہ	ʃəkɾiː
شکست	ʃəkst
شکل	ʃkəl
شکلوں	ʃkəlõː
شکلیں	ʃkəlī̃
شکن	ʃkən
شکنی	ʃkni
شکنیں	ʃkənẽ
شکوک	ʃʊkoːk
شکیل	ʃɪkɪl
شگاف	ʃəgɑːf
شگاگو	ʃəgəgʊ
شمار	ʃmɑr
شمال	ʃɑmɑl
شمالی	ʃɑmɑliː
شمٹ	ʃmɪt
شمس	ʃæms
شمعیں	ʃəmeː
شمولیت	ʃmoːlɪt
شناخت	ʃənaːxt
شناختی	ʃɪnɑːxt̪iː
شنید	ʃnɪd
شہ	ʃɛ
شہا	ʃɑhɑ
شہادت	ʃɑhɑːd̪t̪
شہباز	ʃɑɦbɑːz
شہباز	ʃɛɦbɑːz
شہج	ʃɛɣ
شہد	ʃɛɦd
شہر	ʃæɦɾ
شہر	ʃɛːɾ
شہر	ʃɛɾ
شہرِ	ʃɛɾ
شہرت	ʃɛɦɾət
شہروں	ʃɛɦɾoːn
شہری	ʃəhriː
شہری	ʃɛʱɾiː
شہریوں	ʃəhrijoːn
شہزادہ	ʃɛˈzɑːd̪ə
شہزادی	ʃɛhzɑːdiː
شہزادے	ʃɛhzaːd̪eː
شہس	ʃɛhs
شہسµµ	ʃɛhsɛh
شہسہ	ʃɛhsɛ
شہسہا	ʃɛhsɛhɑ
شہع	ʃɑhɑ
شہنشاہ	ʃɛhənˈʃɑːh
شہوت	ʃɛɦoːt
شہید	ʃɛːɪd
شو	ʃoː
شوٹ	ʃoːt
شوٹر	ʃʊt̪əɾ
شوٹنگ	ʃoːʈŋ
شور	ʃoːr
شورش	ʃuːɾaʃ
شورویروں	ʃoːɾʋiːɾoːn
شوریٰ	ʃʊriː
شوز	ʃoːz
شوقین	ʃoːqɪn
شوکیا	ʃoːkijɑː
شوہر	ʃoːɦər
شیئرنگ	ʃɛːɾeŋ
شیاطین	ʃɑjɑːtɪn
شیپرڈ	ʃɛpərɖ
شیخ	ʃɛx
شیخی	ʃɪxɪ
شیڈو	ʃɛːɖoː
شیڈول	ʃɛːɽuːl
شیر	ʃiːr
شیرف	ʃɪɾf
شیروں	ʃɪˈɾoːn
شیشہ	ʃɪʃə
شیشے	ʃɪʃe
شیطان	ʃɪt̪t̪ɑːn
شیطانی	ʃɪtɑːni
شیعہ	ʃiːʕə
شیلٹر	ʃɪlt̪ər
شیلف	ʃɪlf
شیلیوں	ʃɪlijõː
شیمپین	ʃɪmpɪn
شین	ʃiːn
ص	s
صµµ	sɪn
صµذ	sʊd̪ʒ
صاحب	sɑhɑːb
صاحبان	sɑːhbɑːn
صارفین	sɑːrfiːn
صاف	sɑːf
صافی	sɑːfiː
صبح	sʊbh
صبح	sʊbʱɑː
صبح	sʊbʱeː
صبح	sʊbʱoː
صبر	səbr
صبر	səbɾ
صحارا	səˈɦɑːɾɑː
صحافی	səˈɦɑːfi
صحافیوں	səɣɑːfijõː
صحت	sˁɑt
صحرا	sɑhɾɑ
صحراء	θaːɾiːb
صحن	sɑhn
صحیح	səˈɦɪ
صد	sɪd
صدارتی	ɪsɑːd̪ʌt̪iː
صداق	sɪdɑːq
صدام	θɑːdɑːm
صدر	sˈd̪r
صدمے	səd̪me
صدی	sɪdɪ
صدیوں	sɪdɪ̃ː
صراط	sˈrɑt̪
صرف	sərf
صف	səf
صفائی	səfɑːiː
صفایا	səfɑːjɑː
صفحات	səfɑhɑt̪s̪
صفحہ	səfə
صفر	sˈfɪr
صفوں	səfõː
صلاح	sɑlɑħ
صلاحیت	səlɑːɦɪjət̪
صلاحیت	səlɑɦiːt̪
صلاحیتوں	səlɑhɪtiːõː
صلی	sɪli
صلیب	sɪliːb
صندوق	sʊnˈdɔːŋ
صنعت	sənˈʔet
صہ	sɑh
صہْ	sɑh
صوبہ	sʊbeh
صوبوں	sɔbɔ̃
صوبے	sɔbe
صور	sʊr
صورت	sɑrʊt
صورتحال	sʊrt̪əɦɑːl
صورتیں	sʊɾt̪iːŋ
ض	ð
ضµé	ɖʊ
ضµéارإ	ɖʊm
ضء	ðə
ضآؤاط	ɖɑɑʔɑːt̪
ضآؤب	ɗɑoːb
ضأت	ðəʔ
ضائع	ɖɑːɪs
ضار	ɖɑr
ضامن	ðɑːmine
ضبط	ɖəpʈ
ضد	ðˈʌd
ضدی	ɖʊɖiː
ضرر	ðərr
ضروت	ɖʌroːt
ضرور	ðəroːr
ضرورت	ðəroːt̪
ضروری	ðəɾuːriː
ضروریات	ðəɾuːɾijɑːt
ضلع	ɖəlʋ
ضم	ðʊm
ضمانت	ðʊmɑːnət
ضمنی	ɪnðʊmiː
ضمیر	ðʊmɪr
ضہخہج	ðʌxʌdʒ
ضوابط	ɖʊɑːbɪt̪s
ط	ʈ
طأç	ʈɑːʔ
طار	t̪ɑːr
طاری	ʈɑːɾiː
طاس	ʈɑːs
طاقت	taːqt̪
طاقت	t̪ɑːqət
طاقتور	taːqt̪uːr
طاقتوں	taːqt̪õː
طاقتیں	taːqt̪iːŋ
طالاب	ʈɑːlɑːb
طالب	ʈɑːlɪb
طالبان	ʈɑːlɪbɑːn
طالو	tɑːlʊ
طب	t̪b
طبعی	ʈəbeːʋiː
طبقہ	ʈaːbɪɣɑː
طبقے	ˈt̪əbleɪ
طبی	ʈəbi
طبیعیات	ʈəbiːʕijɑːt
طرح	θɑɾʒ
طرخ	t̪əɾx
طرز	t̪əɾz
طرزِ	t̪əɾzi
طرف	t̪əɾf
طرفہ	ˈt̪əɾfeh
طریق	ʈəɾɪq
طریقہ	ʈəɾɪqə
طریقوں	ʈɪɾɪqʊ̃
طریقے	ʈɪɾɪkeː
ططرف	ʈʊɾɾəf
طلائی	t̪əlaːi
طلاق	t̪ɑːlɑːq
طلب	t̪əlæd̪
طلسمی	ˈt̪əlsəmi
طلوع	t̪əˈluː
طہهہ	t̪əɦɛ
طور	t̪uːr
طوفان	ʈoʊfɑːn
طوفانوں	ʈoʊfɑːnõː
طول	ʈoːl
طویل	ʈʷiːl
طیارہ	ʈɛːɑːɾɑː
طیاروں	ʈɑjɑːroːŋ
طیارے	ʈɑːjɑːrɛ
طیبہ	ʈiːbə
طے	ʈeː
ظ	ðˈʐ
ظµ	ð
ظµé	ð¨
ظء	ð¨
ظءظ	ðð
ظأئ	ðˁɑːʔ
ظؤ	ðð
ظاàب	ðʌb
ظاàہج	ðˈzɑːhɑːdʒ
ظاد	ðˈzɑːd
ظالم	ðˁælæm
ظالمانہ	ðˁɑlmɑnɑ
ظالموں	ˈʒɑːlmẽ
ظاہر	ðˁɑːhɪr
ظریفی	ðˁɾiːfi
ظفر	θafɪr
ظلم	ðʒælm
ظم	ðʒ
ظن	zun
ظہâءِ	ðʌhɑː
ظہ	ðˁɑ
ظہبی	ðˁæbi
ظہج	ðˁɑdʒ
ظہرانہ	zoɦɾɑːnɑː
ظہور	θɔkʊr
ع	ə
عءِ	əj
عءز	əˈzæz
عأؤ	əʔoʊ
عؤ	əʊ
عائد	əjɪd
عاجزی	əjzi
عاد	ɑːd
عادت	əˈd̪ət̪
عادل	ədaːl
عادی	əˈɑːdi
عارضی	ɑːɾɪdʒiː
عالم	ælæm
عالمِ	ɑlɑmɪ
عالمی	əˈlɑmɪ
عالمین	ælɑmɪn
عالی	ɑːliː
عالیشان	əˈlɪʃɑːn
عالیہ	ɑːliːɑː
عام	æm
عام	ʕä̃ːm
عبادات	əbɑːd̪ət̪
عبادت	əbd̪ət̪
عبادتیں	əbaːd̪tiːŋ
عبدالحئی	ˈʔabdulxɛː
عبدالرحمان	ˈʔabdulrɑhˈmɑn
عبداللہ	ˈʔabdullɑh
عبرت	əbraːt
عبور	ɑbʊr
عجائبات	ədʒɑːbɑːt̪
عجلت	əgʌɭt
عجیب	əˈdʒiːb
عدالت	əd̪ɑːlɪt̪
عدالتوں	əd̪ʌl̪t̪oːn
عدالتی	ədaːlɪti
عدم	ʔɪd̪m
عدولی	əɽuːliː
عذاب	əzaːb
عذر	əˈðɾ
عراق	ʔɪˈrɑq
عراقی	ʔɪˈrɑqi
عراقیوں	ʔɪrɑːqijõː
عرب	ɑrəb
عربوں	əɾbõː
عربیوں	ʔaːrbijoːn
عرش	əɾʃ
عرصہ	ɑrsə
عرصے	əɾsə
عرضی	ɪɾsɑː
عرفی	ʔɪrfi
عروج	əroːdʒ
عریاں	əɾɪjɑ̃
عزائم	ʔazɑːm
عزت	ˈʔɪzzət
عزت	ʔɪzzət
عزم	ˈʔazm
عزیز	əziːz
عسکری	əskəriː
عسکریت	əskiriːt
عصمت	əsˈmət
عضام	ʊsˈsɑm
عطا	əʈɑ
عطیہ	əttiə
عظمت	əzmət
عظیم	əˈziːm
عقائد	əqɑːʔiːd
عقابوں	əqɑːbõː
عقل	ɑqːl
عقل	ʔəql
عقلمند	əqəlmənd
عقیدہ	əqɪdə
عقیدے	əqɪdeː
عکاسی	əˈkɑːsi
عکس	əks
علاج	ʋɪlɑːʒ
علاقہ	əˈlɑːqə
علاقوں	əlaːqõː
علاقے	əlaːkeː
علامات	əlɑmɑkɑt̪
علامت	əˈlɑːmət
علامتوں	əlaːmətõː
علامتی	ɑːlɑːmɑːtiː
علان	əˈlɑːn
علاوہ	əlaːwa
علم	ælɪm
علم	ʔɪlm
علمدار	æləmd̪ɑːr
علموں	ælmoːn
علیحدہ	əliːɦd̪ə
علیکم	ɑlɪkæm
علیہ	əɭɪ
عما	əˈmɑ
عمار	ʔamˈmaːr
عمارت	ʔʊmɑːrət
عمارتوں	ʔʊmɑːɾtõː
عمارتیں	ʔɑmɑrˈt̪iːŋ
عمان	ʔʊmɑːn
عمدہ	əmd̪ə
عمر	ʔomr
عمرہدئی	ʔʊmɾeɦdeː
عمل	ʔamal
عملدار	ʔamald̪ɑːr
عملدرآمد	ʔamlaːdraːməd
عملہ	ʔamla
عملوں	ʔamloːŋ
عملی	ʔamli
عملے	ʔamle
عنصر	ʔənsˈlˤ
عنقریب	ʔʊnqiːb
عنوان	əntɑːn
عنوانات	əˈnɑːnɑːt
عہ	ə
عہج	əɣ
عہد	əɣəd
عہد	ɛɦɛd̪
عہدہ	əħd̪ə
عہدوں	əɦd̪oːŋ
عہدیدار	əɦd̪iːd̪ɑːr
عہدیداروں	əɦd̪iːd̪ɑːroːŋ
عہدے	əɣəd̪eː
عوام	əˈvɑːm
عوامی	əˈʋæːmi
عورت	əʊrət
عورت	ʔɔːɾət
عورتوں	əʊɾtõː
عورتيں	ʔuːrt̪eːŋ
عورتیں	əʋəɾt̪iːŋ
عوض	ʔuːdʒ
عیسائی	əjsɑːiː
عیسائیت	əjsɑːjiːt
عیسائیوں	əjsɑːjõː
عیسی	əjsi
عیسیٰ	əjˈsiː
عیش	əjʃ
عین	əjn
عینک	əɪŋk
غ	ɣ
غµéہج	ɣʊmɛɣ
غµéہد	ɣʊmɑːd
غأ	ɣɑː
غائب	ɣɑːiːb
غار	ɣɑːr
غارت	ɣɑːɾt
غازہ	gɑːzə
غاص	ɣɑs
غاط	ɣɑːt
غافل	ɣɑːfɪl
غالب	ɣɑlɪb
غبارے	ɣʊbɑːre
غٹاغٹ	ɣʈɑɣʈ
غدار	ɣɑːd̪ɑːr
غداری	ɣɑːdɑːri
غذا	ɣɑːd̪ɑː
غرائب	gʁɑːɪb
غربت	ɣʌɾˈbɪt
غرض	ɣɑrɖ
غرضی	ɣəɾsəɪ
غرق	ɦʌq
غروب	ɣʊrob
غرور	gʁoːr
غریب	ɣəɾiːb
غریب	ɣɪˈɾiːb
غزہ	ɣəza
غسل	ɣəsəl
غْصل	ɣəsˈsˁːl
غْصّہ	ɣəsːə
غصہ	ɣʊsə
غصیلے	ɣəsɪle
غصے	ɣʌsɛ
غلام	ɣlɑm
غلاموں	ɣʌləmoː
غلبہ	ɣʌlbe
غلبے	ɣʌlbe
غلط	gʌlt̪
غلطی	gʊlti
غلطیوں	gʌlʈijõː
غلیظ	ɣəliʐ
غم	ɣəm
غم	ɣʌm
غمزدہ	ɣʊmzde
غمگین	ɣʌmgiːn
غموں	ɣʊmõ
غنڈا	ɣə̃ɳɖɑ
غنڈوں	gʌɳɖõː
غہ	ɣə
غہا	ɣɑː
غہج	ɣəɣ
غوتا	ɣoʈɑ
غور	ɣoːr
غیر	ɣɪˈri
غیرت	gʱɪrət
غیرتی	gʱɪrti
ف	f
فءِ	feː
فآëہ	fəɑːh
فاؤنڈیشن	foʊnˈdiːʃən
فائٹر	feɪt̪ər
فائدہ	fəˈʔiːd̪ə
فائدے	fəid̪eː
فائر	feɪr
فائرنگ	feɑːrɪŋ
فائز	feːz
فائل	fæɪl
فائلوں	fæɪlõː
فائو	fəʔoː
فائی	fəi
فائیو	fəɪvoː
فاتح	faːt̪ʰ
فاد	fəɽ
فار	fɑr
فارس	fɑːrɪs
فارسی	fæɾˈsiː
فارسیوں	fəɾˈsijõː
فارغ	fəɾɣ
فارم	faːrm
فارما	fɑːrmɑː
فارمولے	fərmuːlə
فارمیسی	fəɾmiːsi
فارمیسیوں	fɑːrmeːsɪ̃oː
فارورڈ	faːroːɾɑːɾd
فاریسٹر	fəɾɪsʈəɾ
فاڑ	fəɽ
فاسٹ	fəˈsːt
فاسفورس	fɑːsfʊrs
فاصلہ	fəsələ
فاصلوں	fəsəlɔ̃
فاصلے	fəsəlleː
فاط	fəˈt̪ɑː
فاك	fəˈk
فالٹ	foːlʈ
فالو	foluː
فانی	fəniː
فتح	fəˈtɑː
فتنہ	feːt̪nə
فٹ	ɸʊʈ
فٹس	ɸʊʈs
فجر	fəgər
فجی	feːgiː
فخر	fəxər
فدیہ	fɪd̪ɪjɑː
فڈرل	fəɽlɾ
فرائض	fəɾɑːɪs
فرات	fəˈrɑːt
فراج	fəˈrɑdʒ
فراڈ	fəˈɾɑːd
فرار	fəˈrɑr
فراز	fəˈrɑz
فراموش	fəɾɑːmoːʃ
فرانس	fəˈrɑːns
فرانسسکو	fəˈrɑːnsəskoː
فرانسیسی	fəˈrɑːnsiːsiː
فراہم	fəɾɑːm
فراہمی	fəɾɑːmi
فرتیلی	fəɾtɪli
فرٹز	fɪrːts
فرد	fəɾd
فرسودہ	ɪ̃sˈɾoːd̪ə
فرش	fəɾʃ
فرشتہ	fɪrʃt̪ə
فرشتوں	fəɾʃtõː
فرشتے	fəɾʃt̪eː
فرض	fəɾdʒ
فرعون	fəɾˈʔɑuːn
فرق	fəɾq
فرقے	fəɾqe
فرما	fəɾmɑː
فرمائیں	fəɾmɑ̃ẽː
فرمائیے	fəɾmɑːjeː
فرمائے	fəɾmɑːe
فرمان	fəɾˈmɑːn
فرمانبرداری	fəɾmɑːnbərdɑːɾiː
فرمانی	fəɾmɑːni
فرمایا	fəɾˈmɑːjɑː
فرمایے	fəɾmɑːjeː
فرنانڈیج	fəɾnɑːnɪdʒ
فرنٹ	fɾənt
فرنٹیئر	fəɾn̪t̪eːɾ
فرہاد	fɪɾɑːd
فروخت	fəɾoxt
فروری	fəˈruːriː
فروغ	fəˈɾoːɣ
فری	fəɾiː
فریب	fəˈɾeːb
فرید	fəˈɾiːd
فریڈ	fəˈɾeːd
فریڈرک	fəˈɾɪk
فریسنو	fəɾɪsˈnʊ
فریق	fəɾɪk
فریقین	fəɾiːqɪn
فریگمنٹ	fəɾɪgmənt
فریم	frɛːm
فرینڈ	fɾeːɳɖ
فرینک	fəɾɪŋk
فرینکفرٹ	fəɾɪŋkfɪɾt
فزکس	fɪkʰs
فسادات	fsɑːdɑːt̪
فشنگ	fəʃæŋ
فصل	fɑsˈl
فضا	fəˈdʒɑ
فضا	fɪzaː
فضائی	fəˈsɑi
فضل	fəɽl
فضلہ	fəɽlɑ
فضلے	fəɽe
فضول	fəˈd̪oːl
فضیح	fəˈziːh
فضیلت	fəˈsɪlːət
فطرت	faʈɾə
فطری	fəʈriː
فعال	fəˈkæl
فکر	fɪkər
فکرمندی	fəkrʌmːeːdi
فکسنگ	feːksəŋ
فلائٹ	fəˈlɑːt
فلائی	fəˈlɑːi
فلاپ	flɑp
فلاڈلفیا	flɑːdəlfiːjɑː
فلاڈیلفیا	flɑːdɪlfɪjɑː
فلافيوس	fəˈlæviːʊs
فلپ	ɸəlp
فلپس	filips
فلٹرز	filteːrzə
فلر	fɪlɾ
فلسطین	filasˈtin
فلسطینی	filasˈtini
فلسطینیوں	fəlasˈtɪnijõː
فلسفہ	ɪsɪfɑː
فلسفے	ɸɪlsɪfeː
فلکیات	fulkijɑːt
فلم	fɪlm
فلموں	filmoːn
فلمیں	filmẽ
فلوٹ	foːlɔːt
فلور	fɔːlɔːr
فلورجنوب	flɔːrgʊnub
فلوریڈا	flɔːriːɽɑː
فلی	feːli
فلیپ	feːlip
فلیٹ	feːlɪt
فلیش	feːliʃ
فن	fən
فن	fɪn
فنا	fɪnɑː
فنتاسیوں	feːntɑːsijoː
فندا	fɪndɑ
فنڈ	ɪnɖ
فنڈز	ɪngz
فنڈنگ	ɸʊnd̪ɪŋ
فنسانا	fɪnsɑːnɑː
فہ	fə
فہûہخ	fəɣɑx
فہج	fəɣ
فہخµ	fəxʊ
فہرست	fəɾsət
فہم	fəˈɦæm
فہمی	fəmi
فوائد	foɑːjɪd
فوارہ	fəˈwɑːrɑː
فوارے	fəˈʋɑːɾeː
فوبیا	foːbijɑ
فوٹو	foːtoː
فوٹوشاپ	foːʈoʃæp
فوٹوگرافر	foːʈoːgrɑːfər
فوٹیج	foːtiːdʒ
فوج	foːg
فوجداروں	foːɣd̪ɑːroːŋ
فوجوں	foːgoːŋ
فوجی	foːdʒiː
فوجیں	foːgeːn
فوجیوں	foːdʒiːõː
فوڈ	foːɖ
فور	fɔːr
فورا	foːrɑ
فوراً	foːrəm
فورٹ	fɔːɾt
فورڈ	fɔːɾɖ
فورس	foːɾs
فورسز	foːɾs
فورنیا	fʊrnɪjɑ
فوری	foːri
فولادی	foːlɑːdiː
فولڈر	foːld̪əɾ
فون	foːn
فونٹ	foːnt̪
فونز	foːnz
فيلسوف	filsoːf
فی	fiː
فیٹ	feːt̪
فیدم	feːd̪m
فیڈ	feːd
فیڈر	feːd̪əɾ
فیڈرل	feɪd̪ɾəl
فیڈریشن	feːd̪eːʃən
فیڈز	feːd̪z
فیس	feːs
فیسٹیول	feɪstɪuːl
فیصد	feːsad
فیصلہ	feːsəlɑ
فیصلوں	feːsəlõː
فیصلے	feːsɑle
فیکٹری	feːkʈeːriː
فیکٹریوں	feːkʈəɾiːõː
فیلڈ	filːd
فیلو	feːloː
فیما	feːmɑː
فیملی	feːmɪliː
فینکس	feːnks
فیںکنا	feːŋkə
