吖笨	aa˥ ban˨
有險可守	jau˩˧ him˧˥ ho˧˥ sau˧˥
有荷包	jau˩˧ ho˨˩ baau˥
有何不可	jau˩˧ ho˨˩ bat˥ ho˧˥
有何特長	jau˩˧ ho˨˩ dak˨ coeng˨˩
有何貴幹	jau˩˧ ho˨˩ gwai˧ gon˧
有何來歷	jau˩˧ ho˨˩ loi˨˩ lik˨
有何指教	jau˩˧ ho˨˩ zi˧˥ gaau˧
有害	jau˩˧ hoi˨
有行	jau˩˧ hong˨˩
友好	jau˩˧ hou˧˥
友好訪問	jau˩˧ hou˧˥ fong˧˥ man˨
友好使者	jau˩˧ hou˧˥ si˧ ze˧˥
友好襄助	jau˩˧ hou˧˥ soeng˥ zo˨
有空	jau˩˧ hung˥
有血性	jau˩˧ hyut˧ sing˧
誘因	jau˩˧ jan˥
友人	jau˩˧ jan˨˩
誘人	jau˩˧ jan˨˩
有人辭官歸故里，有人漏夜趕科場	jau˩˧ jan˨˩ ci˨˩ gun˥ gwai˥ gu˧ lei˩˧ jau˩˧ jan˨˩ lau˨ je˨ gon˧˥ fo˥ coeng˨˩
有人想你	jau˩˧ jan˨˩ soeng˧˥ nei˩˧
有人暈咗	jau˩˧ jan˨˩ wan˨˩ zo˧˥
有人就人冇人就陳大文	jau˩˧ jan˨˩ zau˨ jan˨˩ mou˩˧ jan˨˩ zau˨ can˨˩ daai˨ man˨˩
有癮	jau˩˧ jan˩˧
有一牌	jau˩˧ jat˥ paai˨˩
有一手	jau˩˧ jat˥ sau˧˥
有一腿	jau˩˧ jat˥ teoi˧˥
有嘢到	jau˩˧ je˩˧ dou˧
有嘢飲	jau˩˧ je˩˧ jam˧˥
有爺生，冇乸教	jau˩˧ je˩˧ saang˥ mou˩˧ naa˧˥ gaau˧
有嘢就講，有屁就放	jau˩˧ je˩˧ zau˨ gong˧˥ jau˩˧ pei˧ zau˨ fong˧
有意	jau˩˧ ji˧
有意無意	jau˩˧ ji˧ mou˨˩ ji˧
有意思	jau˩˧ ji˧ si˥
有意思	jau˩˧ ji˧ si˧
友誼	jau˩˧ ji˨˩
友誼比賽	jau˩˧ ji˨˩ bei˧˥ coi˧
友誼賽	jau˩˧ ji˨˩ coi˧
友誼萬歲	jau˩˧ ji˨˩ maan˨ seoi˧
友誼	jau˩˧ ji˨˩[jau˩˧ ji˨]
有異性冇人性	jau˩˧ ji˨ sing˧ mou˩˧ jan˨˩ sing˧
有益	jau˩˧ jik˥
有染	jau˩˧ jim˩˧
有影	jau˩˧ jing˧˥
有型	jau˩˧ jing˨˩
有型有款	jau˩˧ jing˨˩ jau˩˧ fun˧˥
有形有款	jau˩˧ jing˨˩ jau˩˧ fun˧˥
有約在先	jau˩˧ joek˧ zoi˨ sin˥
有藥癮者	jau˩˧ joek˨ jan˩˧ ze˧˥
有樣學樣	jau˩˧ joeng˧˥ hok˨ joeng˧˥
有氧操	jau˩˧ joeng˩˧ cou˥
有容乃大	jau˩˧ jung˨˩ naai˩˧ daai˨
有勇有謀	jau˩˧ jung˩˧ jau˩˧ mau˨˩
有勇無謀	jau˩˧ jung˩˧ mou˨˩ mau˨˩
有用	jau˩˧ jung˨
有用咩	jau˩˧ jung˨ me˥
有如	jau˩˧ jyu˨˩
有餘	jau˩˧ jyu˨˩
有冤無路訴	jau˩˧ jyun˥ mou˨˩ lou˨ sou˧
有冤屈無路訴	jau˩˧ jyun˥ wat˥ mou˨˩ lou˨ sou˧
有緣無份	jau˩˧ jyun˨˩ mou˨˩ fan˨
有卡士	jau˩˧ kaa˥ si˧˥
有蹊蹺	jau˩˧ kai˥ kiu˧˥
有求必應	jau˩˧ kau˨˩ bit˥ jing˧
有求於人	jau˩˧ kau˨˩ jyu˥ jan˨˩
有期徒刑	jau˩˧ kei˨˩ tou˨˩ jing˨˩
有傾有講	jau˩˧ king˥ jau˩˧ gong˧˥
有強姦冇局賭	jau˩˧ koeng˨˩ gaan˥ mou˩˧ guk˨ dou˧˥
有強姦冇焗賭	jau˩˧ koeng˨˩ gaan˥ mou˩˧ guk˨ dou˧˥
有虧職守	jau˩˧ kwai˥ zik˥ sau˧˥
有權有勢	jau˩˧ kyun˨˩ jau˩˧ sai˧
有權勢者	jau˩˧ kyun˨˩ sai˧ ze˧˥
有賴	jau˩˧ laai˨
有辣有唔辣	jau˩˧ laat˨ jau˩˧ m˨˩ laat˨
有禮	jau˩˧ lai˩˧
有例可循	jau˩˧ lai˨ ho˧˥ ceon˨˩
有例在先	jau˩˧ lai˨ zoi˨ sin˥
有撚	jau˩˧ lan˧˥
有理	jau˩˧ lei˩˧
有理冇理	jau˩˧ lei˩˧ mou˩˧ lei˩˧
有理式	jau˩˧ lei˩˧ sik˥
有理數	jau˩˧ lei˩˧ sou˧
有理數域	jau˩˧ lei˩˧ sou˧ wik˨
有理數集	jau˩˧ lei˩˧ sou˧ zaap˨
有利	jau˩˧ lei˨
有利可圖	jau˩˧ lei˨ ho˧˥ tou˨˩
有力	jau˩˧ lik˨
有力措施	jau˩˧ lik˨ cou˧ si˥
有棱有角	jau˩˧ ling˨˩ jau˩˧ gok˧
有料	jau˩˧ liu˧˥
有料到	jau˩˧ liu˧˥ dou˧
有了胎	jau˩˧ liu˩˧ toi˥
有囉	jau˩˧ lo˥
有籮	jau˩˧ lo˥
有兩道	jau˩˧ loeng˩˧ dou˨
有兩道散手	jau˩˧ loeng˩˧ dou˨ saan˧˥ sau˧˥
有兩下子	jau˩˧ loeng˩˧ haa˨ zi˧˥
有兩手	jau˩˧ loeng˩˧ sau˩˧
有輛	jau˩˧ loeng˨
有落	jau˩˧ lok˨
有勞	jau˩˧ lou˨˩
有路	jau˩˧ lou˨
有路數	jau˩˧ lou˨ sou˧
有買趁手	jau˩˧ maai˩˧ can˧ sau˧˥
有慢	jau˩˧ maan˨
有米	jau˩˧ mai˩˧
有文有路	jau˩˧ man˨˩ jau˩˧ lou˨
有紋有路	jau˩˧ man˨˩ jau˩˧ lou˨
有乜出奇	jau˩˧ mat˥ ceot˥ kei˨˩
有乜出息	jau˩˧ mat˥ ceot˥ sik˥
有乜錯	jau˩˧ mat˥ co˧
有乜特產	jau˩˧ mat˥ dak˨ caan˧˥
有乜冬瓜豆腐	jau˩˧ mat˥ dung˥ gwaa˥ dau˨ fu˨
有乜法子	jau˩˧ mat˥ faat˧ zi˧˥
有乜關照	jau˩˧ mat˥ gwaan˥ ziu˧
有乜好傾	jau˩˧ mat˥ hou˧˥ king˥
有乜好死	jau˩˧ mat˥ hou˧˥ sei˧˥
有乜好做	jau˩˧ mat˥ hou˧˥ zou˨
有乜嘢依郁	jau˩˧ mat˥ je˩˧ ji˥ juk˥
有乜依郁	jau˩˧ mat˥ ji˥ juk˥
有乜意義	jau˩˧ mat˥ ji˧ ji˨
有乜兩句	jau˩˧ mat˥ loeng˩˧ geoi˧
有乜唔妥	jau˩˧ mat˥ m˨˩ to˩˧
有乜噏乜	jau˩˧ mat˥ ngap˥ mat˥
有乜事幹	jau˩˧ mat˥ si˨ gon˧
有乜食乜	jau˩˧ mat˥ sik˨ mat˥
有乜着數	jau˩˧ mat˥ zoek˨ sou˧
有咩冬瓜豆腐	jau˩˧ me˥ dung˥ gwaa˥ dau˨ fu˨
有咩搞	jau˩˧ me˥ gaau˧˥
有咩也	jau˩˧ me˥ jaa˩˧
有咩人	jau˩˧ me˥ jan˨˩
有咩依郁	jau˩˧ me˥ ji˥ juk˥
有咩咿喐	jau˩˧ me˥ ji˥ juk˥
有咩玩	jau˩˧ me˥ waan˧˥
有味	jau˩˧ mei˨
有味笑話	jau˩˧ mei˨ siu˧ waa˧˥
有名	jau˩˧ meng˧˥
有命	jau˩˧ meng˨
有面	jau˩˧ min˧˥
有名	jau˩˧ ming˨˩
有名亡實	jau˩˧ ming˨˩ mong˨˩ sat˨
有望	jau˩˧ mong˨
有毛有翼	jau˩˧ mou˨˩ jau˩˧ jik˨
有無相通	jau˩˧ mou˨˩ soeng˥ tung˥
有冇	jau˩˧ mou˩˧
有冇啊	jau˩˧ mou˩˧ aa˧
有冇車	jau˩˧ mou˩˧ ce˥
有冇錯	jau˩˧ mou˩˧ co˧
有冇帶袋	jau˩˧ mou˩˧ daai˧ doi˧˥
有冇得	jau˩˧ mou˩˧ dak˥
有冇得掹	jau˩˧ mou˩˧ dak˥ mang˥
有冇得溼	jau˩˧ mou˩˧ dak˥ sap˥
有冇多士	jau˩˧ mou˩˧ do˥ si˧˥
有冇火呀	jau˩˧ mou˩˧ fo˧˥ aa˧
有冇貨	jau˩˧ mou˩˧ fo˧
有冇芥菜	jau˩˧ mou˩˧ gaai˧ coi˧
有冇搞錯	jau˩˧ mou˩˧ gaau˧˥ co˧
有冇攪錯	jau˩˧ mou˩˧ gaau˧˥ co˧
有冇可能	jau˩˧ mou˩˧ ho˧˥ nang˨˩
有冇人啊	jau˩˧ mou˩˧ jan˨˩ aa˧
有冇人知	jau˩˧ mou˩˧ jan˨˩ zi˥
有冇嘢食	jau˩˧ mou˩˧ je˩˧ sik˨
有冇料到	jau˩˧ mou˩˧ liu˧˥ dou˧
有冇問題	jau˩˧ mou˩˧ man˨ tai˨˩
有冇你	jau˩˧ mou˩˧ nei˩˧
有冇收到	jau˩˧ mou˩˧ sau˥ dou˧˥
有冇聲氣	jau˩˧ mou˩˧ seng˥ hei˧
有無上	jau˩˧ mou˩˧ soeng˩˧
有目共睹	jau˩˧ muk˨ gung˨ dou˧˥
有目共見	jau˩˧ muk˨ gung˨ gin˧
有目共賞	jau˩˧ muk˨ gung˨ soeng˧˥
有沒	jau˩˧ mut˨
有沒幫我	jau˩˧ mut˨ bong˥ ngo˩˧
有挐褦	jau˩˧ naa˥ nang˧
有𠸎褦	jau˩˧ naa˥ nang˧
有呢回事	jau˩˧ nei˥ wui˨˩ si˨
有你份	jau˩˧ nei˩˧ fan˨
有你冇我	jau˩˧ nei˩˧ mou˩˧ ngo˩˧
誘餌	jau˩˧ nei˨
有牙冇眼	jau˩˧ ngaa˨˩ mou˩˧ ngaan˩˧
有瓦遮頭	jau˩˧ ngaa˩˧ ze˥ tau˨˩
有挨有憑	jau˩˧ ngaai˥ jau˩˧ bang˨
有眼不識泰山	jau˩˧ ngaan˩˧ bat˥ sik˥ taai˧ saan˥
有眼光	jau˩˧ ngaan˩˧ gwong˥
有眼無珠	jau˩˧ ngaan˩˧ mou˨˩ zyu˥
有眼睇	jau˩˧ ngaan˩˧ tai˧˥
有蟻	jau˩˧ ngai˩˧
有銀搵	jau˩˧ ngan˧˥ wan˧˥
有我喺度	jau˩˧ ngo˩˧ hai˧˥ dou˨
有礙觀瞻	jau˩˧ ngoi˨ gun˥ zim˥
有粘性	jau˩˧ nim˥ sing˧
有年頭	jau˩˧ nin˨˩ tau˨˩
有耐久力	jau˩˧ noi˨ gau˧˥ lik˨
有腦	jau˩˧ nou˩˧
友愛	jau˩˧ oi˧
有案可查	jau˩˧ on˧ ho˧˥ caa˨˩
有排執	jau˩˧ paai˧˥ zap˥
有排	jau˩˧ paai˨˩
有排用	jau˩˧ paai˨˩ jung˨
有牌爛仔	jau˩˧ paai˨˩ laan˨ zai˧˥
有排你等	jau˩˧ paai˨˩ nei˩˧ dang˧˥
有排受	jau˩˧ paai˨˩ sau˨
有牌受	jau˩˧ paai˨˩ sau˨
有排衰	jau˩˧ paai˨˩ seoi˥
有朋自遠方來	jau˩˧ pang˨˩ zi˨ jyun˩˧ fong˥ lai˨˩
有屁快放	jau˩˧ pei˧ faai˧ fong˧
有屁就放	jau˩˧ pei˧ zau˨ fong˧
有平	jau˩˧ peng˨˩
有平嘢	jau˩˧ peng˨˩ je˩˧
誘騙	jau˩˧ pin˧
有便宜唔使頸	jau˩˧ pin˨˩ ji˨˩ m˨˩ sai˧˥ geng˧˥
有鋪癮	jau˩˧ pou˥ jan˩˧
有殺錯，冇放過	jau˩˧ saat˧ co˧ mou˩˧ fong˧ gwo˧
有殺冇賠	jau˩˧ saat˧ mou˩˧ pui˨˩
有心	jau˩˧ sam˥
有心人	jau˩˧ sam˥ jan˨˩
有心靠害	jau˩˧ sam˥ kaau˧ hoi˨
有心啦	jau˩˧ sam˥ laa˥
有心唔怕遲	jau˩˧ sam˥ m˨˩ paa˧ ci˨˩
有心無力	jau˩˧ sam˥ mou˨˩ lik˨
有心冇肺	jau˩˧ sam˥ mou˩˧ fai˧
有心冇神	jau˩˧ sam˥ mou˩˧ san˨˩
有心眼	jau˩˧ sam˥ ngaan˩˧
有心玩嘢	jau˩˧ sam˥ waan˧˥ je˩˧
有什麼玩	jau˩˧ sam˨ mo˥ waan˧˥
有什麼做	jau˩˧ sam˨ mo˥ zou˨
有身己	jau˩˧ san˥ gei˧˥
有身紀	jau˩˧ san˥ gei˧˥
有神論	jau˩˧ san˨˩ leon˨
有神論者	jau˩˧ san˨˩ leon˨ ze˧˥
有神冇氣	jau˩˧ san˨˩ mou˩˧ hei˧
有生之年	jau˩˧ sang˥ zi˥ nin˨˩
有失遠迎	jau˩˧ sat˥ jyun˩˧ jing˨˩
有失體統	jau˩˧ sat˥ tai˧˥ tung˧˥
有手有腳	jau˩˧ sau˧˥ jau˩˧ goek˧
有仇不報非君子	jau˩˧ sau˨˩ bat˥ bou˧ fei˥ gwan˥ zi˧˥
有仇口	jau˩˧ sau˨˩ hau˧˥
有些	jau˩˧ se˥
有麝自然香	jau˩˧ se˨ zi˨ jin˨˩ hoeng˥
有聲	jau˩˧ seng˥
有聲讀物	jau˩˧ seng˥ duk˨ mat˨
有聲氣	jau˩˧ seng˥ hei˧
有腥氣	jau˩˧ seng˥ hei˧
有聲氣喇	jau˩˧ seng˥ hei˧ laa˧
有聲有氣	jau˩˧ seng˥ jau˩˧ hei˧
有聲書	jau˩˧ seng˥ syu˥
有術	jau˩˧ seot˨
有司	jau˩˧ si˥
有師弟	jau˩˧ si˥ dai˧˥
有師妹	jau˩˧ si˥ mui˧˥
誘使	jau˩˧ si˧˥
有史以來	jau˩˧ si˧˥ ji˩˧ loi˨˩
有時	jau˩˧ si˨˩
酉時	jau˩˧ si˨˩
有時候	jau˩˧ si˨˩ hau˨
有事	jau˩˧ si˨
有事慢慢講	jau˩˧ si˨ maan˨ maan˧˥ gong˧˥
有事就兄弟，冇事就契弟	jau˩˧ si˨ zau˨ hing˥ dai˨ mou˩˧ si˨ zau˨ kai˧ dai˨
有事鐘無豔，無事夏迎春	jau˩˧ si˨ zung˥ mou˨˩ jim˨ mou˨˩ si˨ haa˨ jing˨˩ ceon˥
有色人種	jau˩˧ sik˥ jan˨˩ zung˧˥
有色無膽	jau˩˧ sik˥ mou˨˩ daam˧˥
有色眼鏡	jau˩˧ sik˥ ngaan˩˧ geng˧˥
有識之士	jau˩˧ sik˥ zi˥ si˨
有食就食	jau˩˧ sik˨ zau˨ sik˨
有線	jau˩˧ sin˧
友善	jau˩˧ sin˨
有聲有色	jau˩˧ sing˥ jau˩˧ sik˥
有性格	jau˩˧ sing˧ gaak˧
有性生殖	jau˩˧ sing˧ sang˥ zik˨
有宵夜	jau˩˧ siu˥ je˧˥
有所	jau˩˧ so˧˥
有所不知	jau˩˧ so˧˥ bat˥ zi˥
有所發展	jau˩˧ so˧˥ faat˧ zin˧˥
有相睇	jau˩˧ soeng˧ tai˧˥
有數得計	jau˩˧ sou˧ dak˥ gai˧
有數圍	jau˩˧ sou˧ wai˨˩
有數爲	jau˩˧ sou˧ wai˨˩
有數維	jau˩˧ sou˧ wai˨˩
有損	jau˩˧ syun˧˥
有損壓縮	jau˩˧ syun˧˥ aat˧ suk˥
有彈有讚	jau˩˧ taan˨˩ jau˩˧ zaam˧
有頭髮邊個想做瘌痢	jau˩˧ tau˨˩ faat˧ bin˥ go˧ soeng˧˥ zou˨ laat˧ lei˥
有頭髮邊個想做癩痢	jau˩˧ tau˨˩ faat˧ bin˥ go˧ soeng˧˥ zou˨ laat˧ lei˥
有頭有路	jau˩˧ tau˨˩ jau˩˧ lou˨
有頭有屘	jau˩˧ tau˨˩ jau˩˧ mei˥
有頭有尾	jau˩˧ tau˨˩ jau˩˧ mei˩˧
有頭有面	jau˩˧ tau˨˩ jau˩˧ min˨
有頭有主	jau˩˧ tau˨˩ jau˩˧ zyu˧˥
有頭尾陣	jau˩˧ tau˨˩ mei˩˧ zan˨
有頭冇尾	jau˩˧ tau˨˩ mou˩˧ mei˩˧
有頭威冇尾陣	jau˩˧ tau˨˩ wai˥ mou˩˧ mei˩˧ zan˨
有甜品送	jau˩˧ tim˨˩ ban˧˥ sung˧
有條不紊	jau˩˧ tiu˨˩ bat˥ man˩˧
有條有理	jau˩˧ tiu˨˩ jau˩˧ lei˩˧
有條紋	jau˩˧ tiu˨˩ man˨˩
有拖冇欠	jau˩˧ to˥ mou˩˧ him˧
有糖水	jau˩˧ tong˨˩ seoi˧˥
有話快說	jau˩˧ waa˨ faai˧ syut˧
有惑	jau˩˧ waak˨
誘惑	jau˩˧ waak˨
有環境	jau˩˧ waan˨˩ ging˧˥
有爲	jau˩˧ wai˨˩
有違	jau˩˧ wai˨˩
有爲有守	jau˩˧ wai˨˩ jau˩˧ sau˧˥
有運行	jau˩˧ wan˨ haang˨˩
有皇氣	jau˩˧ wong˨˩ hei˧
有碗話碗，有碟話碟	jau˩˧ wun˧˥ waa˨ wun˧˥ jau˩˧ dip˧˥ waa˨ dip˧˥
有揸拿	jau˩˧ zaa˥ naa˨˩
有揸手	jau˩˧ zaa˥ sau˧˥
有讚冇彈	jau˩˧ zaan˧ mou˩˧ taan˨˩
有找	jau˩˧ zaau˧˥
有仔趁嫩生	jau˩˧ zai˧˥ can˧ nyun˨ saang˥
有則改之	jau˩˧ zak˥ goi˧˥ zi˥
有則改之，無則加勉	jau˩˧ zak˥ goi˧˥ zi˥ mou˨˩ zak˥ gaa˥ min˩˧
有陣時	jau˩˧ zan˨ si˨˩
有增無減	jau˩˧ zang˥ mou˨˩ gaam˧˥
有就好咯	jau˩˧ zau˨ hou˧˥ lok˧
有就有啦	jau˩˧ zau˨ jau˩˧ laa˥
有借冇還	jau˩˧ ze˧ mou˩˧ waan˨˩
有嘴無心	jau˩˧ zeoi˧˥ mou˨˩ sam˥
有嘴沒舌	jau˩˧ zeoi˧˥ mut˨ sit˧
有序	jau˩˧ zeoi˨
有罪	jau˩˧ zeoi˨
有罪不罰	jau˩˧ zeoi˨ bat˥ fat˨
有序化	jau˩˧ zeoi˨ faa˧
有進取心	jau˩˧ zeon˧ ceoi˧˥ sam˥
有之	jau˩˧ zi˥
有枝有葉	jau˩˧ zi˥ jau˩˧ jip˨
有姿勢，冇實際	jau˩˧ zi˥ sai˧ mou˩˧ sat˨ zai˧
有指	jau˩˧ zi˧˥
有志竟成	jau˩˧ zi˧ ging˧˥ sing˨˩
有志於此	jau˩˧ zi˧ jyu˥ ci˧˥
有志者鄧竟成	jau˩˧ zi˧ ze˧˥ dang˨ ging˧˥ sing˨˩
有志者事竟成	jau˩˧ zi˧ ze˧˥ si˨ ging˧˥ sing˨˩
有自唔在，攞苦嚟辛	jau˩˧ zi˨ m˨˩ zoi˨ lo˧˥ fu˧˥ lai˨˩ san˥
有字體	jau˩˧ zi˨ tai˧˥
有職無權	jau˩˧ zik˥ mou˨˩ kyun˨˩
有征無戰	jau˩˧ zing˥ mou˨˩ zin˧
有朝一日	jau˩˧ ziu˥ jat˥ jat˨
有蕉食	jau˩˧ ziu˥ sik˨
有咗	jau˩˧ zo˧˥
有助	jau˩˧ zo˨
有着	jau˩˧ zoek˨
有早知冇乞兒	jau˩˧ zou˧˥ zi˥ mou˩˧ hat˥ ji˥
有早知冇乞衣	jau˩˧ zou˧˥ zi˥ mou˩˧ hat˥ ji˥
有組織	jau˩˧ zou˧˥ zik˥
有粥食粥有飯食飯	jau˩˧ zuk˥ sik˨ zuk˥ jau˩˧ faan˨ sik˨ faan˨
有種	jau˩˧ zung˧˥
又囈又篩	jau˨ ai˥ jau˨ sai˥
又痹又痕	jau˨ bei˧ jau˨ han˨˩
右邊	jau˨ bin˥
又變咗	jau˨ bin˧ zo˧˥
右便	jau˨ bin˨
右邊	jau˨ bin˨
又吵又鬧	jau˨ caau˧˥ jau˨ naau˨
又臭又硬	jau˨ cau˧ jau˨ ngaang˨
又蠢又鈍	jau˨ ceon˧˥ jau˨ deon˨
右前衛	jau˨ cin˨˩ wai˨
又長又唚	jau˨ coeng˨˩ jau˨ cam˧
又打爛咗	jau˨ daa˧˥ laan˨ zo˧˥
右對齊	jau˨ deoi˧ cai˨˩
又點吖	jau˨ dim˧˥ aa˥
又點話	jau˨ dim˧˥ waa˨
又掂	jau˨ dim˨
又多人	jau˨ do˥ jan˨˩
又多咗個	jau˨ do˥ zo˧˥ go˧
又凍又溼	jau˨ dung˧ jau˨ sap˥
又瞓着	jau˨ fan˧ zoek˨
鼬獾	jau˨ fun˥
又揀擇	jau˨ gaan˧˥ zaak˨
又噉	jau˨ gam˧˥
右鉤拳	jau˨ gau˥ kyun˨˩
又幾似	jau˨ gei˧˥ ci˩˧
又幾盞喎	jau˨ gei˧˥ zaan˧˥ wo˧
又關你事	jau˨ gwaan˥ nei˩˧ si˨
又關我事	jau˨ gwaan˥ ngo˩˧ si˨
又裙又褲	jau˨ gwan˨˩ jau˨ fu˧
又喺啵	jau˨ hai˧˥ bo˧
又喺噃	jau˨ hai˧˥ bo˧
又係	jau˨ hai˨
又係喔	jau˨ hai˨ ak˥
又係噃	jau˨ hai˨ bo˧
又係嘅	jau˨ hai˨ ge˧
右後方	jau˨ hau˨ fong˥
右㕭	jau˨ jaau˥
右優	jau˨ jaau˥
右囿	jau˨ jaau˥
右撓	jau˨ jaau˥
又一格	jau˨ jat˥ gaak˧
右翼	jau˨ jik˨
又菸又酒	jau˨ jin˥ jau˨ zau˧˥
右舷	jau˨ jin˨˩
又要威又要戴頭盔	jau˨ jiu˧ wai˥ jau˨ jiu˧ daai˧ tau˨˩ kwai˥
又要做雞，又要攞貞節牌坊	jau˨ jiu˧ zou˨ gai˥ jau˨ jiu˧ lo˧˥ zing˥ zit˥ paai˨˩ fong˥
右玉	jau˨ juk˨
又鯁頸喇	jau˨ kang˧˥ geng˧˥ laa˧
又給我	jau˨ kap˥ ngo˩˧
右傾份子	jau˨ king˥ fan˨ zi˧˥
右框	jau˨ kwaang˥
又靚又叻	jau˨ leng˧ jau˨ lek˥
又靚咗	jau˨ leng˧ zo˧˥
又唔出聲	jau˨ m˨˩ ceot˥ seng˥
又唔掂	jau˨ m˨˩ dim˨
又唔喺	jau˨ m˨˩ hai˧˥
又唔係	jau˨ m˨˩ hai˨
又唔陪你	jau˨ m˨˩ pui˨˩ nei˩˧
又唔聽話	jau˨ m˨˩ teng˥ waa˨
又乜又物	jau˨ mat˥ jau˨ mat˨
又乜事	jau˨ mat˥ si˨
右面	jau˨ min˨
又冇咗	jau˨ mou˩˧ zo˧˥
又嬲又醜	jau˨ nau˥ jau˨ cau˧˥
又嬲又驚	jau˨ nau˥ jau˨ ging˥
又呢又嚕	jau˨ nei˥ jau˨ lou˧
又𠼮又篩	jau˨ ngai˥ jau˨ sai˥
又翳又諦	jau˨ ngai˧ jau˨ dai˧
又呢又嚕	jau˨ ni˥ jau˨ lou˧
又呢又路	jau˨ ni˥ jau˨ lou˧
右派	jau˨ paai˧
右派份子	jau˨ paai˧ fan˨ zi˧˥
右手邊	jau˨ sau˧˥ bin˥
右手便	jau˨ sau˧˥ bin˨
右手面	jau˨ sau˧˥ min˨
又肆嚟過	jau˨ sei˧ lai˨˩ gwo˧
又睡不着	jau˨ seoi˨ bat˥ zoek˨
又屎又巴閉	jau˨ si˧˥ jau˨ baa˥ bai˧
又試	jau˨ si˧
右上左落	jau˨ soeng˧˥ zo˧˥ lok˨
又上又落	jau˨ soeng˩˧ jau˨ lok˨
鼬鼠	jau˨ syu˧˥
又推又㧬	jau˨ teoi˥ jau˨ ung˧˥
右舵	jau˨ to˨˩
釉陶	jau˨ tou˨˩
又話	jau˨ waa˨
又話噉樣	jau˨ waa˨ gam˧˥ joeng˧˥
又話喺度	jau˨ waa˨ hai˧˥ dou˨
又話呢又話路	jau˨ waa˨ li˥ jau˨ waa˨ lou˧
又話唔係	jau˨ waa˨ m˨˩ hai˨
又窩咗	jau˨ wo˥ zo˧˥
又會噉嘅	jau˨ wui˩˧ gam˧˥ ge˧
又走咗	jau˨ zau˧˥ zo˧˥
右箭頭	jau˨ zin˧ tau˨˩
右箭頭鍵	jau˨ zin˧ tau˨˩ gin˨
又長又寢	jau˨ zoeng˧˥ jau˨ cam˧˥
又再	jau˨ zoi˧
椰青	je˨˩ ceng˥
耶青	je˨˩ cing˥
椰菜	je˨˩ coi˧
椰菜花	je˨˩ coi˧ faa˥
椰菜苗	je˨˩ coi˧ miu˨˩
耶加達	je˨˩ gaa˥ daat˨
耶教	je˨˩ gaau˧
椰殼纖維	je˨˩ hok˧ cim˥ wai˨˩
椰油	je˨˩ jau˨˩
爺爺	je˨˩ je˧˥
椰衣	je˨˩ ji˥
椰肉	je˨˩ juk˨
椰茸	je˨˩ jung˨˩
椰蓉	je˨˩ jung˨˩
揶揄	je˨˩ jyu˨˩
耶撚	je˨˩ lan˧˥
耶魯拼音	je˨˩ lou˩˧ ping˧ jam˥
耶路撒冷	je˨˩ lou˨ saat˧ laang˩˧
耶撚	je˨˩ nan˧˥
野女	je˨˩ neoi˧˥
耶西	je˨˩ sai˥
椰絲	je˨˩ si˥
耶穌	je˨˩ sou˥
耶穌光	je˨˩ sou˥ gwong˥
耶穌會	je˨˩ sou˥ wui˧˥
椰撻	je˨˩ taat˥
耶和華	je˨˩ wo˨˩ waa˨˩
耶和華見證人	je˨˩ wo˨˩ waa˨˩ gin˧ zing˧ jan˨˩
椰王	je˨˩ wong˨˩
椰皇	je˨˩ wong˨˩
椰汁	je˨˩ zap˥
椰汁糕	je˨˩ zap˥ gou˥
椰子	je˨˩ zi˧˥
椰子殼	je˨˩ zi˧˥ hok˧
椰子肉	je˨˩ zi˧˥ juk˨
椰子汁	je˨˩ zi˧˥ zap˥
耶證	je˨˩ zing˧
椰棗	je˨˩ zou˧˥
惹畀	je˩˧ bei˧˥
野餐	je˩˧ caan˥
野餐墊	je˩˧ caan˥ zin˧
野豕	je˩˧ ci˧˥
野草	je˩˧ cou˧˥
惹草拈花	je˩˧ cou˧˥ nim˥ faa˥
惹草沾花	je˩˧ cou˧˥ zim˥ faa˥
惹得起	je˩˧ dak˥ hei˧˥
野顛茄	je˩˧ din˥ ke˧˥
冶蕩	je˩˧ dong˨
野花	je˩˧ faa˥
惹火	je˩˧ fo˧˥
野火春風	je˩˧ fo˧˥ ceon˥ fung˥
惹火燒身	je˩˧ fo˧˥ siu˥ san˥
野雞	je˩˧ gai˥
野鷄	je˩˧ gai˥
野雞學校	je˩˧ gai˥ hok˨ haau˨
冶金	je˩˧ gam˥
冶金工業	je˩˧ gam˥ gung˥ jip˨
野甘藍	je˩˧ gam˥ laam˨˩
野徑	je˩˧ ging˧
野葛根	je˩˧ got˧ gan˥
野菊	je˩˧ guk˥
野合	je˩˧ hap˨
惹氣	je˩˧ hei˧
嘢可以亂食，說話唔可以亂講	je˩˧ ho˧˥ ji˩˧ lyun˨ sik˨ syut˧ waa˨ m˨˩ ho˧˥ ji˩˧ lyun˨ gong˧˥
嘢飲	je˩˧ jam˧˥
惹人厭	je˩˧ jan˨˩ jim˧
惹人心煩	je˩˧ jan˨˩ sam˥ faan˨˩
冶遊	je˩˧ jau˨˩
野遊	je˩˧ jau˨˩
野鼬瓣花	je˩˧ jau˨ baan˨ faa˥
冶豔	je˩˧ jim˨
冶容	je˩˧ jung˨˩
野禽	je˩˧ kam˨˩
野菌	je˩˧ kwan˧˥
野蘭	je˩˧ laan˨˩
