㓟皮	pʰɐi̯˥pʰei̯˨˩
水曱甴	sɵy̯˧˥kaːt̚˨tsaːt̚˧˥
水月臺橫	sɵy̯˧˥jyːt̚˨tʰɔːi̯˨˩waːŋ˨˩
水杉	sɵy̯˧˥tsʰaːm˧
水東鴨粥	sɵy̯˧˥tʊŋ˥aːp̚˧tsʊk̚˥
水板	sɵy̯˧˥paːn˧˥
水果	sɵy̯˧˥kʷɔː˧˥
水果撈	sɵy̯˧˥kʷɔː˧˥lou̯˥
水果酒	sɵy̯˧˥kʷɔː˧˥tsɐu̯˧˥
水柿	sɵy̯˧˥tsʰiː˧˥
水桶	sɵy̯˧˥tʰʊŋ˧˥
水桶腰	sɵy̯˧˥tʰʊŋ˧˥jiːu̯˥
水桶袋	sɵy̯˧˥tʰʊŋ˧˥tɔːi̯˧˥
水槍	sɵy̯˧˥tsʰœːŋ˥
水槍激濺	sɵy̯˧˥tsʰœːŋ˥kʰik̚̚˥tsiːn˧
水樽	sɵy̯˧˥tsɵn˥
水機	sɵy̯˧˥kʰei̯̯˥
水橫枝	sɵy̯˧˥kʰei̯˨˩tsiː˥
水檯	sɵy̯˧˥tʰɔːi̯˧˥
水殼	sɵy̯˧˥hɔːk̚˧
水母	sɵy̯˧˥mou̯˩˧
水母體	sɵy̯˧˥mou̯˩˧tʰɐi̯˧˥
水氣	sɵy̯˧˥hei̯˧
水氣掣	sɵy̯˧˥hei̯˧tsɐi̯˧
水水地	sɵy̯˧˥sɵy̯˧˥tei̯˨
水氹	sɵy̯˧˥tʰɐm˩˧
水汀	sɵy̯˧˥tʰeŋ˥
水池	sɵy̯˧˥tsʰiː˨˩
水汪	sɵy̯˧˥wɔːŋ˥
水汪汪	sɵy̯˧˥wɔːŋ˥wɔːŋ˥
水泄不通	sɵy̯˧˥sit̚˧pɐt̚˥tʰʊŋ˥
水泡	sɵy̯˧˥pʰɔːk̚˥
水泡科	sɵy̯˧˥pʰou̯˩˧fɔː˥
水泡餅	sɵy̯˧˥pʰou̯˩˧pɛːŋ˧˥
水波爐	sɵy̯˧˥pɔː˥lou̯˨˩
水泥	sɵy̯˧˥nɐi̯˨˩
水泥佬	sɵy̯˧˥nɐi̯˨˩lou̯˧˥
水泥袋	sɵy̯˧˥nɐi̯˨˩tɔːi̯˧˥
水泥車	sɵy̯˧˥nɐi̯˨˩tsʰɛː˥
水泵	sɵy̯˧˥pɐm˥
水洗唔清	sɵy̯˧˥sɐi̯˧˥m̩˨˩tsʰeŋ˥
水洗唔甩	sɵy̯˧˥sɐi̯˧˥m̩˨˩lɐt̚˥
水洗都唔清	sɵy̯˧˥sɐi̯˧˥tʰou̯̯˥m̩˨˩tsʰeŋ˥
水流	sɵy̯˧˥lɐu̯˨˩
水流柴	sɵy̯˧˥lɐu̯˨˩tsʰaːi̯˨˩
水浮石	sɵy̯˧˥fɐu̯˨˩sɛːk̚˨
水浸	sɵy̯˧˥tsɐm˧
水浸眼眉	sɵy̯˧˥tsɐm˧ŋaːn˩˧mei̯˩˧
水深火熱	sɵy̯˧˥sɐm˥fɔː˧˥jiːt̚˨
水清可鑑	sɵy̯˧˥tsʰeŋ˥hɔː˧˥kaːm˧
水渧渧	sɵy̯˧˥tɐi̯˧tɐi̯˧
水源	sɵy̯˧˥jyːn˨˩
水準	sɵy̯˧˥tsɵn˧˥
水準儀	sɵy̯˧˥tsɵn˧˥jiː˨˩
水溝	sɵy̯˧˥kʰɐu̯˥
水溝油	sɵy̯˧˥kʰɐu̯˥jɐu̯˨˩
水溫	sɵy̯˧˥wɐn˥
水溫表	sɵy̯˧˥wɐn˥piːu̯˧˥
水滴	sɵy̯˧˥tʰik̚̚˨
水滴石穿	sɵy̯˧˥tʰik̚̚˥sɛːk̚˨tsʰyːn˥
水滸全傳	sɵy̯˧˥wuː˧˥tsʰyːn˨˩tsyːn˨
水滸後傳	sɵy̯˧˥wuː˧˥hɐu̯˨tsyːn˨
水滾	sɵy̯˧˥kʷɐn˧˥
水滾茶靚	sɵy̯˧˥kʷɐn˧˥tsʰaː˨˩lɛːŋ˧
水漲船高	sɵy̯˧˥tsœːŋ˧syːn˨˩kou̯˥
水火不容	sɵy̯˧˥fɔː˧˥pɐt̚˥jʊŋ˨˩
水火無情	sɵy̯˧˥fɔː˧˥mou̯˨˩tsʰeŋ˨˩
水災	sɵy̯˧˥tsɔːi̯˥
水炮	sɵy̯˧˥pʰaːu̯˧
水炮車	sɵy̯˧˥pʰaːu̯˧tsʰɛː˥
水烏月黑	sɵy̯˧˥wuː˥jyːt̚˨hɐk̚˥
水無沙	sɵy̯˧˥mou̯˨˩saː˥
水煎包	sɵy̯˧˥tsiːn˥paːu̯˥
水煮	sɵy̯˧˥tsyː˧˥
水煲	sɵy̯˧˥pʰou̯̯˥
水牀	sɵy̯˧˥tsʰɔːŋ˨˩
水版	sɵy̯˧˥paːn˧˥
水牌	sɵy̯˧˥pʰaːi̯˧˥
水牛	sɵy̯˧˥ŋɐu̯˨˩
水牛芝士	sɵy̯˧˥ŋɐu̯˨˩tsiː˥siː˧˥
水牢	sɵy̯˧˥lou̯˨˩
水獺	sɵy̯˧˥tsʰaːt̚˧
水玻璃	sɵy̯˧˥pɔː˥lei̯˥
水球	sɵy̯˧˥kʰɐu̯˨˩
水球賽	sɵy̯˧˥kʰɐu̯˨˩tsʰɔːi̯˧
水瓜	sɵy̯˧˥kʷaː˥
水瓜打狗	sɵy̯˧˥kʷaː˥taː˧˥kɐu̯˧˥
水瓶座	sɵy̯˧˥pʰeŋ˨˩tsɔː˨
水生	sɵy̯˧˥sɐŋ˥
水產	sɵy̯˧˥tsʰaːn˧˥
水產展	sɵy̯˧˥tsʰaːn˧˥tsiːn˧˥
水產田	sɵy̯˧˥tsʰaːn˧˥tʰiːn˨˩
水產碼頭	sɵy̯˧˥tsʰaːn˧˥maː˩˧tʰɐu̯˨˩
水甴曱	sɵy̯˧˥kaːt̚˨tsaːt̚˨
水痘	sɵy̯˧˥tɐu̯˧˥
水痘	sɵy̯˧˥tɐu̯˨
水療	sɵy̯˧˥liːu̯˨˩
水療會	sɵy̯˧˥liːu̯˨˩wuːi̯˨
水皮	sɵy̯˧˥pʰei̯˨˩
水皰	sɵy̯˧˥pʰaːu̯˧
水磨功夫	sɵy̯˧˥mɔː˨˩kʊŋ˥fuː˥
水磨溝	sɵy̯˧˥mɔː˨˩kʰɐu̯˥
水磨石	sɵy̯˧˥mɔː˨sɛːk̚˨
水磨磚	sɵy̯˧˥mɔː˧˥tsyːn˥
水磨磚	sɵy̯˧˥mɔː˨˩tsyːn˥
水積	sɵy̯˧˥tsik̚˥
水站	sɵy̯˧˥tsaːm˨
水筆	sɵy̯˧˥pɐt̚˥
水筲	sɵy̯˧˥saːu̯˥
水管	sɵy̯˧˥kuːn˧˥
水管工	sɵy̯˧˥kuːn˧˥kʊŋ˥
水管工人	sɵy̯˧˥kuːn˧˥kʊŋ˥jɐn˨˩
水箱	sɵy̯˧˥sœːŋ˥
水箱水	sɵy̯˧˥sœːŋ˥sɵy̯˧˥
水簾洞	sɵy̯˧˥liːm˨˩tʊŋ˨
水紋	sɵy̯˧˥mɐn˨˩
水綠	sɵy̯˧˥lʊk̚˨
水緊	sɵy̯˧˥kɐn˧˥
水線	sɵy̯˧˥siːn˧
水翁	sɵy̯˧˥jʊŋ˥
水翼船	sɵy̯˧˥jik̚˨syːn˨˩
水老鴉	sɵy̯˧˥lou̯˩˧aː˥
水耕	sɵy̯˧˥kaːŋ˥
水耕法	sɵy̯˧˥kaːŋ˥faːt̚˧
水能源	sɵy̯˧˥nɐŋ˨˩jyːn˨˩
水能載舟，亦能覆舟	sɵy̯˧˥nɐŋ˨˩tsɔːi̯˧tsɐu̯˥jik̚˨nɐŋ˨˩fʊk̚˥tsɐu̯˥
水腫	sɵy̯˧˥tsʊŋ˧˥
水腳	sɵy̯˧˥kœːk̚˧
水舞間	sɵy̯˧˥mou̯˩˧kaːn˥
水色	sɵy̯˧˥sik̚˥
水花	sɵy̯˧˥faː˥
水苔	sɵy̯˧˥tʰɔːi̯˨˩
水茫田	sɵy̯˧˥mɔːŋ˨˩tʰiːn˨˩
水草	sɵy̯˧˥tsʰou̯˧˥
水荒	sɵy̯˧˥fɔːŋ˥
水菖蒲	sɵy̯˧˥tsʰœːŋ˥pʰou̯˨˩
水菸	sɵy̯˧˥jiːn˥
水菸筒	sɵy̯˧˥jiːn˥tʰʊŋ˧˥
水菸袋	sɵy̯˧˥jiːn˥tɔːi̯˧˥
水落歸槽	sɵy̯˧˥lɔːk̚˨kʷɐi̯˥tsʰou̯˨˩
水落石出	sɵy̯˧˥lɔːk̚˨sɛːk̚˨tsʰɵt̚˥
水葬	sɵy̯˧˥tsɔːŋ˧
水蒸氣	sɵy̯˧˥tseŋ˥hei̯˧
水蒸汽	sɵy̯˧˥tseŋ˥hei̯˧
水藻	sɵy̯˧˥tsou̯˧˥
水蘿蔔	sɵy̯˧˥lɔː˨˩paːk̚˨
水虎魚	sɵy̯˧˥fuː˧˥jyː˧˥
水處理	sɵy̯˧˥tsʰyː˧˥lei̯˩˧
水蛇春咁長	sɵy̯˧˥sɛː˨˩tsʰɵn˥kɐm˧tsʰœːŋ˨˩
水蛇腰	sɵy̯˧˥sɛː˨˩jiːu̯˥
水蛋	sɵy̯˧˥taːn˧˥
水蛭	sɵy̯˧˥tsɐt̚˨
水蛭素	sɵy̯˧˥tsɐt̚˨sou̯˧
水蜜桃	sɵy̯˧˥mɐt̚˨tʰou̯˨˩
水螅	sɵy̯˧˥sik̚˥
水螅體	sɵy̯˧˥sik̚˥tʰɐi̯˧˥
水螆	sɵy̯˧˥tsiː˥
水蟹	sɵy̯˧˥haːi̯˩˧
水蟹粥	sɵy̯˧˥haːi̯˩˧tsʊk̚˥
水袋	sɵy̯˧˥tɔːi̯˧˥
水袖	sɵy̯˧˥tsɐu̯˨
水警	sɵy̯˧˥keŋ˧˥
水豆腐	sɵy̯˧˥tɐu̯˨fuː˨
水豚	sɵy̯˧˥tʰyːn˨˩
水貨	sɵy̯˧˥fɔː˧
水費站	sɵy̯˧˥fɐi̯˧tsaːm˨
水質	sɵy̯˧˥tsɐt̚˥
水路	sɵy̯˧˥lou̯˨
水路運輸	sɵy̯˧˥lou̯˨wɐn˨syː˥
水車	sɵy̯˧˥tsʰɛː˥
水車館	sɵy̯˧˥tsʰɛː˥kuːn˧˥
水輪	sɵy̯˧˥lɵn˨˩
水輪機	sɵy̯˧˥lɵn˨˩kʰei̯̯˥
水輪泵	sɵy̯˧˥lɵn˨˩pɐm˥
水辦	sɵy̯˧˥paːn˧˥
水速	sɵy̯˧˥tsʰʊk̚˥
水過鴨背	sɵy̯˧˥kʷɔː˧aːp̚˧puːi̯˧
水道	sɵy̯˧˥tʰou̯̯˨
水道口	sɵy̯˧˥tʰou̯̯˨hɐu̯˧˥
水鄉	sɵy̯˧˥hœːŋ˥
水鄉情	sɵy̯˧˥hœːŋ˥tsʰeŋ˨˩
水酒	sɵy̯˧˥tsɐu̯˧˥
水鉸剪	sɵy̯˧˥kaːu̯˧tsiːn˧˥
水銀	sɵy̯˧˥ŋɐn˨˩
水錶	sɵy̯˧˥piːu̯˥
水障礙	sɵy̯˧˥tsœːŋ˧ŋɔːi̯˨
水雉	sɵy̯˧˥tsiː˨
水雞	sɵy̯˧˥kɐi̯˥
水雷	sɵy̯˧˥lɵy̯˨˩
水雷炮	sɵy̯˧˥lɵy̯˨˩pʰaːu̯˧
水電	sɵy̯˧˥tiːn˨
水電煤	sɵy̯˧˥tiːn˨muːi̯˨˩
水電行業	sɵy̯˧˥tiːn˨hɔːŋ˨˩jiːp̚˨
水靈	sɵy̯˧˥leŋ˨˩
水靈靈	sɵy̯˧˥leŋ˨˩leŋ˨˩
水靜河飛	sɵy̯˧˥tseŋ˨hɔː˨˩fei̯˥
水靜鵝飛	sɵy̯˧˥tseŋ˨ŋɔː˨˩fei̯˥
水面	sɵy̯˧˥miːn˧˥
水靴	sɵy̯˧˥hœː˥
水鞋	sɵy̯˧˥haːi̯˨˩
水頭	sɵy̯˧˥tʰɐu̯˨˩
水頭充足	sɵy̯˧˥tʰɐu̯˨˩tsʰʊŋ˥tsʊk̚˥
水頭足	sɵy̯˧˥tʰɐu̯˨˩tsʊk̚˥
水飯	sɵy̯˧˥faːn˨
水飯房	sɵy̯˧˥faːn˨fɔːŋ˨˩
水餃	sɵy̯˧˥kaːu̯˧˥
水馬	sɵy̯˧˥maː˩˧
水髮	sɵy̯˧˥faːt̚˧
水鬥水	sɵy̯˧˥tɐu̯˧sɵy̯˧˥
水鬼	sɵy̯˧˥kʷɐi̯˧˥
水鬼人情	sɵy̯˧˥kʷɐi̯˧˥jɐn˨˩tsʰeŋ˨˩
水鬼升城隍	sɵy̯˧˥kʷɐi̯˧˥seŋ˥seŋ˨˩wɔːŋ˨˩
水鬼尿	sɵy̯˧˥kʷɐi̯˧˥niːu̯˨
水鬼隊	sɵy̯˧˥kʷɐi̯˧˥tɵy̯˧˥
水魚	sɵy̯˧˥jyː˧˥
水鳥	sɵy̯˧˥niːu̯˩˧
水鴨	sɵy̯˧˥aːp̚˧
水鷚	sɵy̯˧˥lɐu̯˨
水鹿	sɵy̯˧˥lʊk̚˧˥
水龍帶	sɵy̯˧˥lʊŋ˨˩taːi̯˧
水龍頭	sɵy̯˧˥lʊŋ˨˩tʰɐu̯˨˩
永不	weŋ˩˧pɐt̚˥
永不錄用	weŋ˩˧pɐt̚˥lʊk̚˨jʊŋ˨
永世	weŋ˩˧sɐi̯˧
永久	weŋ˩˧kɐu̯˧˥
永久凍土	weŋ˩˧kɐu̯˧˥tʊŋ˧tʰou̯˧˥
永久和平	weŋ˩˧kɐu̯˧˥wɔː˨˩pʰeŋ˨˩
永久磁鐵	weŋ˩˧kɐu̯˧˥tsʰiː˨˩tʰit̚˧
永凍土	weŋ˩˧tʊŋ˧tʰou̯˧˥
永別	weŋ˩˧piːt̚˨
永動機	weŋ˩˧tʊŋ˨kʰei̯̯˥
永吉地區	weŋ˩˧kɐt̚˥tei̯˨kʰɵy̯˥
永垂不朽	weŋ˩˧sɵy̯˨˩pɐt̚˥nɐu̯˩˧
永壽	weŋ˩˧sɐu̯˨
永安百貨	weŋ˩˧ɔːn˥paːk̚˧fɔː˧
永志不忘	weŋ˩˧tsiː˧pɐt̚˥mɔːŋ˨˩
永恆	weŋ˩˧hɐŋ˨˩
永恆不變	weŋ˩˧hɐŋ˨˩pɐt̚˥piːn˧
永泰縣	weŋ˩˧tʰaːi̯˧jyːn˨
永浴愛河	weŋ˩˧jʊk̚˨ɔːi̯˧hɔː˨˩
永無止境	weŋ˩˧mou̯˨˩tsiː˧˥keŋ˧˥
永珍	weŋ˩˧tsɐn˥
永生	weŋ˩˧sɐŋ˥
永生花	weŋ˩˧saːŋ˥faː˥
永續發展	weŋ˩˧tsʊk̚˨faːt̚˧tsiːn˧˥
永訣式	weŋ˩˧kʰyːt̚˧sik̚˥
永豐縣	weŋ˩˧fʊŋ˥jyːn˨
永貞內禪	weŋ˩˧tseŋ˥nɔːi̯˨siːn˨
永貞革新	weŋ˩˧tseŋ˥kaːk̚˧sɐn˥
永遠	weŋ˩˧jyːn˩˧
氹人	tʰɐm˧jɐn˨˩
氹人歡喜	tʰɐm˧jɐn˨˩fuːn˥hei̯˧˥
氹仔	tʰɐm˩˧tsɐi̯˧˥
氹仔浸蛟龍	tʰɐm˩˧tsɐi̯˧˥tsɐm˧kaːu̯˥lʊŋ˨˩
氹你入局	tʰɐm˩˧nei̯˩˧jɐp̚˨kʊk̚˨
氹佢開心	tʰɐm˩˧kʰɵy̯˩˧hɔːi̯˥sɐm˥
氹死人	tʰɐm˧sei̯˧˥jɐn˨˩
氹氹圈	tʰɐm˨˩tʰɐm˨˩hyːn˥
氹氹框	tɐm˨˩tɐm˨˩kʷʰaːk̚˥
氹氹測	tɐm˨˩tɐm˨˩tsʰaːk̚˥
氹氹轉	tɐm˨˩tɐm˨˩tsyːn˧
氹氹轉	tʰɐm˨˩tʰɐm˨˩tsyːn˧
氹氹𡃈	tɐm˨˩tɐm˨˩kʷʰaːk̚˥
氹波拿	tɐm˨pɔː˥naː˨˩
氹返佢	tʰɐm˩˧faːn˧˥kʰɵy̯˩˧
氹鬼食豆腐	tʰɐm˧kʷɐi̯˧˥sik̚˨tɐu̯˨fuː˨
氼水舂牆	mei̯˨sɵy̯˧˥tsʊŋ˥tsʰœːŋ˨˩
氼鏡	mei̯˨kɛːŋ˧
氽燙	tʰɐn˧˥tʰɔːŋ˧
氾濫	faːn˧laːm˨
汁執	tsɐp̚˥tsɐp̚˥
汁液	tsɐp̚˥jik̚˨
汁都撈埋	tsɐp̚˥tʰou̯̯˥lou̯˥maːi̯˨˩
求之不得	kʰɐu̯˨˩tsiː˥pɐt̚˥tɐk̚˥
求之過急	kʰɐu̯˨˩tsiː˥kʷɔː˧kɐp̚˥
求仁得仁	kʰɐu̯˨˩jɐn˨˩tɐk̚˥jɐn˨˩
求偶	kʰɐu̯˨˩ŋɐu̯˩˧
求先	kʰɐu̯˨˩siːn˥
求全責備	kʰɐu̯˨˩tsʰyːn˨˩tsaːk̚˧pʰei̯̯˨
求其	kʰɐu̯˨˩kʰei̯˨˩
求其做下	kʰɐu̯˨˩kʰei̯˨˩tsou̯˨haː˩˧
求其啦	kʰɐu̯˨˩kʰei̯˨˩laː˥
求其應付	kʰɐu̯˨˩kʰei̯˨˩jeŋ˧fuː˨
求助	kʰɐu̯˨˩tsɔː˨
求助於人	kʰɐu̯˨˩tsɔː˨jyː˥jɐn˨˩
求勝	kʰɐu̯˨˩seŋ˧
求取	kʰɐu̯˨˩tsʰɵy̯˧˥
求婚	kʰɐu̯˨˩fɐn˥
求學	kʰɐu̯˨˩hɔːk̚˨
求帶上	kʰɐu̯˨˩taːi̯˧sœːŋ˩˧
求情	kʰɐu̯˨˩tsʰeŋ˨˩
求情告饒	kʰɐu̯˨˩tsʰeŋ˨˩kou̯˧jiːu̯˨˩
求愛	kʰɐu̯˨˩ɔːi̯˧
求我	kʰɐu̯˨˩ŋɔː˩˧
求手信	kʰɐu̯˨˩sɐu̯˧˥sɵn˧
求救	kʰɐu̯˨˩kɐu̯˧
求救信號	kʰɐu̯˨˩kɐu̯˧sɵn˧hou̯˨
求死願望	kʰɐu̯˨˩sei̯˧˥jyːn˨mɔːŋ˨
求生	kʰɐu̯˨˩sɐŋ˥
求知慾	kʰɐu̯˨˩tsiː˥jʊk̚˨
求神拜佛	kʰɐu̯˨˩sɐn˨˩paːi̯˧fɐt̚˨
求簽	kʰɐu̯˨˩tsʰiːm˥
求籤	kʰɐu̯˨˩tsʰiːm˥
求索	kʰɐu̯˨˩saːk̚˧
求纔若渴	kʰɐu̯˨˩tsʰɔːi̯˨˩jœːk̚˨hɔːt̚˧
求職	kʰɐu̯˨˩tsik̚˥
求診	kʰɐu̯˨˩tsʰɐn˧˥
求証	kʰɐu̯˨˩tseŋ˧
求證	kʰɐu̯˨˩tseŋ˧
求賢若渴	kʰɐu̯˨˩jiːn˨˩jœːk̚˨hɔːt̚˧
求醫	kʰɐu̯˨˩jiː˥
求醫癖	kʰɐu̯˨˩jiː˥pʰik̚˥
求關注	kʰɐu̯˨˩kʷaːn˥tsyː˧
求饒	kʰɐu̯˨˩jiːu̯˨˩
汆水	fei̯˥sɵy̯˧˥
汆鏡	mei̯˨kɛːŋ˧
汕頭	saːn˧tʰɐu̯˨˩
汕頭地區	saːn˧tʰɐu̯˨˩tei̯˨kʰɵy̯˥
汕頭蟹粥	saːn˧tʰɐu̯˨˩haːi̯˩˧tsʊk̚˥
汗如雨下	hɔːn˨jyː˨˩jyː˩˧haː˨
汗斑	hɔːn˨paːn˥
汗毛	hɔːn˨mou̯˨˩
汗水	hɔːn˨sɵy̯˧˥
汗津津	hɔːn˨tsɵn˥tsɵn˥
汗流浹背	hɔːn˨lɐu̯˨˩tsiːp̚˧puːi̯˧
汗漫	hɔːn˨maːn˨
汗漬	hɔːn˨tsik̚˥
汗牛充棟	hɔːn˨ŋɐu̯˨˩tsʰʊŋ˥tʊŋ˧
汗珠子	hɔːn˨tsyː˥tsiː˧˥
汗腺	hɔːn˨siːn˧
汗跡	hɔːn˨tsik̚˥
汗青	hɔːn˨˩tsʰɛːŋ˥
汗顏	hɔːn˨ŋaːn˨˩
汗馬功勞	hɔːn˨maː˩˧kʊŋ˥lou̯˨˩
汙糟	wuː˥tsou̯˥
汙糟邋遢	wuː˥tsou̯˥laːp̚˨tʰaːt̚˧
汛情	sɵn˧tsʰeŋ˨˩
汛期	sɵn˧kʰei̯˨˩
江南	kɔːŋ˥naːm˨˩
江南水鄉	kɔːŋ˥naːm˨˩sɵy̯˧˥hœːŋ˥
江夏黃	kɔːŋ˥haː˨wɔːŋ˨˩
江孜地區	kɔːŋ˥tsiː˥tei̯˨kʰɵy̯˥
江山	kɔːŋ˥saːn˥
江山易改，本性難移	kɔːŋ˥saːn˥jiː˨kɔːi̯˧˥puːn˧˥seŋ˧naːn˨˩jiː˨˩
江山易改，稟性難移	kɔːŋ˥saːn˥jiː˨kɔːi̯˧˥pɐn˧˥seŋ˧naːn˨˩jiː˨˩
江景	kɔːŋ˥keŋ˧˥
江河	kɔːŋ˥hɔː˨˩
江河日下	kɔːŋ˥hɔː˨˩jɐt̚˨haː˨
江河湖海	kɔːŋ˥hɔː˨˩wuː˨˩hɔːi̯˧˥
江泰	kɔːŋ˥tʰaːi̯˧
江浩	kɔːŋ˥hou̯˨
江湖	kɔːŋ˥wuː˨˩
江湖佬	kɔːŋ˥wuː˨˩lou̯˧˥
江湖地位	kɔːŋ˥wuː˨˩tei̯˨wɐi̯˨
江湖大佬	kɔːŋ˥wuː˨˩taːi̯˨lou̯˧˥
江湖情	kɔːŋ˥wuː˨˩tsʰeŋ˨˩
江湖救急	kɔːŋ˥wuː˨˩kɐu̯˧kɐp̚˥
江湖藝人	kɔːŋ˥wuː˨˩ŋɐi̯˨jɐn˨˩
江湖道義	kɔːŋ˥wuː˨˩tʰou̯̯˨jiː˨
江湖醫生	kɔːŋ˥wuː˨˩jiː˥sɐŋ˥
江湖騙子	kɔːŋ˥wuː˨˩pʰiːn˧tsiː˧˥
江珧柱	kɔːŋ˥jiːu̯˨˩tsʰyː˩˧
江瑤柱	kɔːŋ˥jiːu̯˨˩tsʰyː˩˧
江蘇	kɔːŋ˥sou̯˥
江西	kɔːŋ˥sɐi̯˥
江西人	kɔːŋ˥sɐi̯˥jɐn˨˩
江輪	kɔːŋ˥lɵn˨˩
江門	kɔːŋ˥muːn˨˩
江陵縣	kɔːŋ˥leŋ˨˩jyːn˨
江鷗尾	kɔːŋ˥ɐu̯˥mei̯˩˧
池中物	tsʰiː˨˩tsʊŋ˥mɐt̚˨
池仲柏	tsʰiː˨˩tsʊŋ˨pʰaːk̚˧
池刷	tsʰiː˨˩tsʰaːt̚˧
池塘	tsʰiː˨˩tʰɔːŋ˨˩
池沼	tsʰiː˨˩tsiːu̯˧˥
池湯	tsʰiː˨˩tʰɔːŋ˥
池窖	tsʰiː˨˩kaːu̯˧
池鹽	tsʰiː˨˩jiːm˨˩
污七八糟	wuː˥tsʰɐt̚˥paːt̚˧tsou̯˥
污哩單刀	wuː˥lei̯˥taːn˥tʰou̯̯˥
污哩馬查	wuː˥lei̯˥maː˩˧tsʰaː˩˧
污唎單叨	wuː˥lei̯˥taːn˥tʰou̯̯˥
污唎馬喳	wuː˥lei̯˥maː˩˧tsaː˥
污唎馬喳	wuː˥lei̯˥maː˩˧tsʰaː˩˧
污垢	wuː˥kɐu̯˧
污損	wuː˥syːn˧˥
污染	wuː˥jiːm˩˧
污水	wuː˥sɵy̯˧˥
污水坑	wuː˥sɵy̯˧˥haːŋ˥
污水處理	wuː˥sɵy̯˧˥tsʰyː˧˥lei̯˩˧
污泥	wuː˥nɐi̯˨˩
污泥濁水	wuː˥nɐi̯˨˩tsʊk̚˨sɵy̯˧˥
污漬	wuː˥tsik̚˥
污濁	wuː˥tsʊk̚˨
污穢	wuː˥wɐi̯˧
污糟	wuː˥tsou̯˥
污糟嘢	wuː˥tsou̯˥jɛː˩˧
污糟衫	wuː˥tsou̯˥saːm˥
污糟貓	wuː˥tsou̯˥maːu̯˥
污糟邋遢	wuː˥tsou̯˥laːt̚˨tʰaːt̚˧
污糟錢	wuː˥tsou̯˥tsʰiːn˧˥
污糟雞	wuː˥tsou̯˥kɐi̯˥
污菸障氣	wuː˥jiːn˥tsœːŋ˧hei̯˧
污衊	wuː˥miːt̚˨
污跡	wuː˥tsik̚˥
污辱	wuː˥jʊk̚˨
污點	wuː˥tiːm˧˥
污點証人	wuː˥tiːm˧˥tseŋ˧jɐn˨˩
污點證人	wuː˥tiːm˧˥tseŋ˧jɐn˨˩
汨水	mik̚˨sɵy̯˧˥
汨羅江	mik̚˨lɔː˨˩kɔːŋ˥
汪星人	wɔːŋ˥seŋ˥jɐn˨˩
汪洋	wɔːŋ˥jœːŋ˨˩
汪洋大海	wɔːŋ˥jœːŋ˨˩taːi̯˨hɔːi̯˧˥
汰弱留強	tʰaːi̯˧jœːk̚˨lɐu̯˨˩kʰœːŋ˨˩
汰舊換新	tʰaːi̯˧kɐu̯˨wuːn˨sɐn˥
汲取	kʰɐp̚˥tsʰɵy̯˧˥
汲取教訓	kʰɐp̚˥tsʰɵy̯˧˥kaːu̯˧fɐn˧
汶萊	mɐn˨˩lɔːi̯˨˩
決一死戰	kʰyːt̚˧jɐt̚˥sei̯˧˥tsiːn˧
決一雌雄	kʰyːt̚˧jɐt̚˥tsʰiː˥hʊŋ˨˩
決不	kʰyːt̚˧pɐt̚˥
決勝	kʰyːt̚˧seŋ˧
決勝千里	kʰyːt̚˧seŋ˧tsʰiːn˥lei̯˩˧
決口	kʰyːt̚˧hɐu̯˧˥
決定	kʰyːt̚˧teŋ˨
決定作用	kʰyːt̚˧teŋ˨tsɔːk̚˧jʊŋ˨
決定性	kʰyːt̚˧teŋ˨seŋ˧
決心	kʰyːt̚˧sɐm˥
決意	kʰyːt̚˧jiː˧
決戰	kʰyːt̚˧tsiːn˧
決斷	kʰyːt̚˧tyːn˨
決明子	kʰyːt̚˧meŋ˨˩tsiː˧˥
決策	kʰyːt̚˧tsʰaːk̚˧
決絕	kʰyːt̚˧tsyːt̚˨
決裂	kʰyːt̚˧liːt̚˨
決議	kʰyːt̚˧jiː˩˧
決賽	kʰyːt̚˧tsʰɔːi̯˧
決選名單	kʰyːt̚˧syːn˧˥meŋ˨˩taːn˥
決隄	kʰyːt̚˧tʰɐi̯˨˩
決鬥	kʰyːt̚˧tɐu̯˧
汽化	hei̯˧faː˧
汽化器	hei̯˧faː˧hei̯˧
汽水	hei̯˧sɵy̯˧˥
汽水機	hei̯˧sɵy̯˧˥kʰei̯̯˥
汽水車	hei̯˧sɵy̯˧˥tsʰɛː˥
汽油	hei̯˧jɐu̯˨˩
汽油彈	hei̯˧jɐu̯˨˩taːn˧˥
汽熢熢	hei̯˧pʰʊŋ˥pʰʊŋ˥
汽燈	hei̯˧tɐŋ˥
汽碾	hei̯˧niːn˩˧
汽笛	hei̯˧tɛːk̚˧˥
汽缸	hei̯˧kɔːŋ˥
汽艇	hei̯˧tʰɛːŋ˩˧
汽車	hei̯˧tsʰɛː˥
汽車喇叭	hei̯˧tsʰɛː˥laː˧paː˥
汽車渡輪	hei̯˧tsʰɛː˥tʰou̯̯˨lɵn˨˩
汽車號牌	hei̯˧tsʰɛː˥hou̯˨pʰaːi̯˨˩
汽輪機	hei̯˧lɵn˨˩kʰei̯̯˥
汽酒	hei̯˧tsɐu̯˧˥
汽鍋	hei̯˧wɔː˥
汽門	hei̯˧muːn˨˩
